Migliarello	id=g:2524159
Torbole Casaglia	id=g:3165542
Vallone Torbito	id=g:3165543
Torrente Torbido	id=g:3165544
Rio Torbido	id=g:3165545
Fosso il Torbido	id=g:3165546
Canale Torbido	id=g:3165547
Monte Toraro	id=g:3165548
Torano Nuovo	id=g:3165549
Fosso Torano	id=g:3165550
Torano	id=g:3165551
Torrente Tora	id=g:3165552
Tora e Piccilli	id=g:3165553
Toppole	id=g:3165554
Toppo	id=g:3165555
Fiume Topino	id=g:3165556
Isola dei Topi	id=g:3165557
Monte Tonoco	id=g:3165558
Tonnicoda	id=g:3165559
Tonfano	id=g:3165560
Tonezza del Cimone	id=g:3165561
Toneri	id=g:3165562
Poggio Tondo	id=g:3165563
Tonco	id=g:3165564
Tonara	id=g:3165565
Passo del Tonale	id=g:3165566
Monte Tonale Occidentale	id=g:3165567
Alpe del Tonale	id=g:3165569
Tonale	id=g:3165570
Tonadico	id=g:3165571
Torrente Tona	id=g:3165572
Tenuta di Tombolo	id=g:3165573
Stazione di Tombolo	id=g:3165574
Fosso Tombolo	id=g:3165575
Tombolo	id=g:3165576
Tombolino	id=g:3165577
Fosso della Tomba	id=g:3165578
Tomba	id=g:3165579
Tomaiolo	id=g:3165580
Fiumara di Tolve	id=g:3165581
Tolve	id=g:3165582
Tolotti	id=g:3165583
Tolmezzo	id=g:3165584
Tollo	id=g:3165585
Tolleri	id=g:3165586
Tollegno	id=g:3165587
Tolle	id=g:3165588
Toline	id=g:3165589
Monte Tolforoso	id=g:3165590
Monte Tolfaccia	id=g:3165591
Monti della Tolfa	id=g:3165592
Tolfa	id=g:3165593
Monte Tolentino	id=g:3165594
Tolentino	id=g:3165595
Tolè	id=g:3165596
Tolaro	id=g:3165597
Monte Tolagna	id=g:3165598
Tola	id=g:3165599
Giogo di Toirano	id=g:3165600
Toirano	id=g:3165601
Toiano	id=g:3165602
Togliano	id=g:3165603
Toffia	id=g:3165604
Toffanelle	id=g:3165605
Tofe	id=g:3165606
Tofana di Rozes	id=g:3165607
Tofana di Mezzo	id=g:3165608
Tofana di Dentro	id=g:3165609
Monte Todo Pulito	id=g:3165610
Todiano	id=g:3165611
Todi	id=g:3165612
Grotta Toddeitto	id=g:3165613
Fiume Toce	id=g:3165614
Tocco da Casauria	id=g:3165615
Tocco Caudio	id=g:3165616
Tocchi	id=g:3165617
Toccalmatto	id=g:3165618
Tobia	id=g:3165619
Toara	id=g:3165620
Toano	id=g:3165621
Tizzano Val Parma	id=g:3165622
Tivoli	id=g:3165623
Tivoli	id=g:3165624
Stazione di Tito	id=g:3165625
Monte Tito	id=g:3165626
Tito	id=g:3165627
Titignano	id=g:3165628
Torrente Titerno	id=g:3165629
Monte Titano	id=g:3165630
Tissolo	id=g:3165631
Fosso Tissino	id=g:3165632
Tissi	id=g:3165633
Tissano	id=g:3165634
Tiso	id=g:3165635
Tiser	id=g:3165636
Stazione del Tirso	id=g:3165637
Cantoniera del Tirso	id=g:3165638
Tirrenia	id=g:3165639
Rio Tirolle	id=g:3165640
Tiro a Segno	id=g:3165641
Tirli	id=g:3165642
Tirli	id=g:3165643
Fiume Tirino	id=g:3165644
Tires - Tiers	id=g:3165645
Tirecorne	id=g:3165646
Tirano	id=g:3165647
Tiraculo	id=g:3165648
Tione di Trento	id=g:3165649
Tione degli Abruzzi	id=g:3165650
Tiolo	id=g:3165651
Tiola	id=g:3165652
Monte Tinzosu	id=g:3165653
Riu Tino	id=g:3165654
Isola del Tino	id=g:3165655
Tino	id=g:3165656
Tinnura	id=g:3165657
Isola del Tinetto	id=g:3165658
Tina	id=g:3165659
Timpone	id=g:3165660
Punta Timone	id=g:3165661
Fosso Timone	id=g:3165662
Monte Timidone	id=g:3165663
Torrente Timia	id=g:3165664
Foce del Timavo	id=g:3165665
Fiume Timavo	id=g:3165666
Timau	id=g:3165667
Riu Tilisai	id=g:3165668
Monte Tilia	id=g:3165669
Tignes	id=g:3165670
Torrente Tignana	id=g:3165671
Tiglieto	id=g:3165672
Monte Tifata	id=g:3165673
Torrente Tifa	id=g:3165674
Tiezzo	id=g:3165675
Tierno	id=g:3165676
Torrente Tiera	id=g:3165677
Torrente Tiepido	id=g:3165678
Tieni	id=g:3165679
Torrente Tidone	id=g:3165680
Parco del Ticino	id=g:3165681
Ticineto	id=g:3165683
Ticengo	id=g:3165684
Ticchiena	id=g:3165685
Ticchiano	id=g:3165686
Tibertella	id=g:3165687
Monte Tiberio	id=g:3165688
Val Tiberina	id=g:3165689
Tiarno di Sotto	id=g:3165690
Tiarno di Sopra	id=g:3165691
Tiana	id=g:3165692
Thures Gorlier	id=g:3165693
Torrente Thuras	id=g:3165694
Thuras	id=g:3165695
Thumel	id=g:3165696
Thiesi	id=g:3165697
Thiene	id=g:3165698
Tezze sul Brenta	id=g:3165699
Tezzeli	id=g:3165700
Tezze	id=g:3165701
Tezze	id=g:3165702
Monte Tezio	id=g:3165703
Rio Teverone	id=g:3165704
Fiume Teverone	id=g:3165705
Rio della Teverina	id=g:3165706
Valle del Tevere	id=g:3165707
Foce del Tevere	id=g:3165708
Tiber River	id=g:3165709
Tetto Marsola	id=g:3165710
Tetto Malanoce	id=g:3165711
Tetti Lumignon	id=g:3165712
Monte Teti	id=g:3165713
Teti	id=g:3165714
Testico	id=g:3165715
Punta Testiccioli	id=g:3165716
Torre Testa	id=g:3165717
Punta della Testa	id=g:3165718
Capo Testa	id=g:3165719
Torrente Tessino	id=g:3165720
Tessera	id=g:3165721
Tessennano	id=g:3165722
Tessello	id=g:3165723
Cima Tessa	id=g:3165724
Monte Tesoro	id=g:3165725
Torrente Tesino	id=g:3165726
Fiume Tesina	id=g:3165727
Tesimo - Tisens	id=g:3165728
Tesido	id=g:3165729
Tesero	id=g:3165730
Torrente Tescino	id=g:3165731
Torrente Tesa	id=g:3165732
Terzorio	id=g:3165733
Valle di Terzone	id=g:3165734
Terzone	id=g:3165735
Torrente Terzona	id=g:3165736
Terzigno	id=g:3165737
Punta Tersiva	id=g:3165738
Terruggia	id=g:3165739
Terrossa	id=g:3165740
Terricoli	id=g:3165741
Terricciola	id=g:3165742
Terriccio	id=g:3165743
Borro delle Terribbie	id=g:3165744
Terria	id=g:3165745
Terrenzano	id=g:3165746
Terrazzo	id=g:3165747
Terrarossa	id=g:3165748
Terrarossa	id=g:3165749
Terra Rossa	id=g:3165750
Terranuova Bracciolini	id=g:3165751
Terranova	id=g:3165752
Terranova	id=g:3165753
Terranera	id=g:3165754
Canale Terra Mala	id=g:3165755
Terraia	id=g:3165756
Terradura	id=g:3165757
Castrocaro Terme e Terra del Sole	id=g:3165758
Terracino	id=g:3165759
Rio Terracina	id=g:3165760
Golfo di Terracina	id=g:3165761
Terracina	id=g:3165762
Monte Terracane	id=g:3165763
Terrabona	id=g:3165764
Fosso Terqueta	id=g:3165765
Terontola Stazione	id=g:3165766
Terontola	id=g:3165767
Punta Terone	id=g:3165768
Ternova Píccola	id=g:3165769
Provincia di Terni	id=g:3165770
Terni	id=g:3165771
Ternate	id=g:3165772
Termoli	id=g:3165773
Termo de La Spezia	id=g:3165774
Terminuzzo	id=g:3165775
Monte Terminuto	id=g:3165776
Monte Terminio	id=g:3165777
Monte Terminillo	id=g:3165778
Monte Termini	id=g:3165779
Monte Termine	id=g:3165780
Termine	id=g:3165781
Termine	id=g:3165782
Termeno sulla strada del vino - Tramin an der Weinstrasse	id=g:3165783
Terme di Valdieri	id=g:3165784
Terme di Miradolo	id=g:3165785
Terme di Castel Doria	id=g:3165786
Terme del Brennero	id=g:3165787
Terlizzi	id=g:3165788
Terlano - Terlan	id=g:3165789
Terlago	id=g:3165790
Terisso	id=g:3165791
Torrente Teria	id=g:3165792
Terenzo	id=g:3165793
Terenzano	id=g:3165794
Terenzano	id=g:3165795
Terento - Terenten	id=g:3165796
Terelle	id=g:3165797
Tereglio	id=g:3165798
Torrente Terdoppio	id=g:3165799
Torrente Terdoppio	id=g:3165800
Terdobbiate	id=g:3165801
Provincia di Teramo	id=g:3165802
Teramo	id=g:3165803
Punta Teppera	id=g:3165804
Tepolini	id=g:3165805
Teora	id=g:3165806
Teora	id=g:3165807
Teor	id=g:3165808
Teonghio	id=g:3165809
Teolo	id=g:3165810
Teodorano	id=g:3165811
Tenuta Moline	id=g:3165812
Tenuta delle Castelle	id=g:3165813
Colle Tentale	id=g:3165814
Torrente Tenore	id=g:3165815
Fosso Tenore	id=g:3165816
Tenno	id=g:3165817
Riu Tennera	id=g:3165818
Torrente Tennacola	id=g:3165819
Fiume Tenna	id=g:3165820
Tendola	id=g:3165821
Col de Tende	id=g:3165822
Monte Tenchia	id=g:3165823
Tencarola	id=g:3165824
Tenaglie	id=g:3165825
Temù	id=g:3165826
Tempone	id=g:3165827
Tempio Pausania	id=g:3165828
Tempera	id=g:3165829
Temossi	id=g:3165830
Riu Temo	id=g:3165831
Fiume Temo	id=g:3165832
Temennotte	id=g:3165833
Telve	id=g:3165834
Telti	id=g:3165835
Tellina	id=g:3165836
Monte Tellere	id=g:3165837
Fosso Tella	id=g:3165838
Teliseri	id=g:3165839
Telgate	id=g:3165840
Stazione Telese-Cerreto	id=g:3165841
Telese Terme	id=g:3165842
Torrente Teiro	id=g:3165843
Punta della Teia	id=g:3165844
Tegoleto	id=g:3165845
Tegoia	id=g:3165846
Teglio Veneto	id=g:3165847
Teglio	id=g:3165848
Passo della Teglia	id=g:3165849
Monte Teglia	id=g:3165850
Teggiano	id=g:3165851
Punta Tegge	id=g:3165852
Tedon Nuovo	id=g:3165853
Torrente Tecchio	id=g:3165854
Serra Tecchete	id=g:3165855
Teano	id=g:3165856
Teana	id=g:3165857
Tazzola	id=g:3165858
Tazzo	id=g:3165859
Fosso Tazzano	id=g:3165860
Monte Tazi	id=g:3165861
Tavullia	id=g:3165862
Fiume Tavollo	id=g:3165863
Tavoliere di Puglia	id=g:3165864
Tavoleto	id=g:3165865
Tavolero	id=g:3165866
Tavole	id=g:3165867
Isola Tavolara	id=g:3165868
Capo della Tavola	id=g:3165869
Fiume Tavo	id=g:3165870
Taviano	id=g:3165871
Torrente Taverone	id=g:3165872
Tavernole sul Mella	id=g:3165873
Tavernola Bergamasca	id=g:3165874
Tavernette	id=g:3165875
Tavernelle in Val di Pesa	id=g:3165876
Tavernelle d’Emilia	id=g:3165877
Tavernelle	id=g:3165878
Tavernelle	id=g:3165879
Tavernelle	id=g:3165880
Tavernelle	id=g:3165881
Tavernelle	id=g:3165882
Taverne della Vandra	id=g:3165883
Taverne d’Arbia	id=g:3165884
Taverne	id=g:3165885
Taverne	id=g:3165886
Porto della Taverna	id=g:3165887
Porto della Taverna	id=g:3165888
Taverna	id=g:3165889
Tavenna	id=g:3165890
Tavazzano con Villavesco	id=g:3165891
Tavazzano	id=g:3165892
Tavarone	id=g:3165893
Tavarnuzze	id=g:3165894
Tavagnasco	id=g:3165895
Tavagnacco	id=g:3165896
Tausano	id=g:3165897
Tauriano	id=g:3165898
Krimmler Tauern	id=g:3165899
Taurasi	id=g:3165900
Taurano	id=g:3165901
Tatti	id=g:3165902
Fosso Tatarena	id=g:3165903
Tassullo	id=g:3165904
Torrente Tassobbio	id=g:3165905
Tasso	id=g:3165906
Tassei	id=g:3165907
Tassara	id=g:3165908
Fosso Tascino	id=g:3165909
Tarzo	id=g:3165910
Tarvisio Centrale	id=g:3165911
Tarvisio	id=g:3165912
Torrente Tarugo	id=g:3165913
Canale Tartaro Nuovo	id=g:3165914
Fiume Tartaro	id=g:3165915
Torrente Tartano	id=g:3165916
Tarsogno	id=g:3165917
Tarres	id=g:3165918
Tarquinia	id=g:3165919
Fiume Taro	id=g:3165920
Tarignano	id=g:3165921
Tarces	id=g:3165922
Tarcento	id=g:3165923
Provincia di Taranto	id=g:3165924
Golfo di Taranto	id=g:3165925
Taranto	id=g:3165926
Murge Tarantine	id=g:3165927
Tarantasca	id=g:3165928
Taranta Peligna	id=g:3165929
Tarano	id=g:3165930
Tarabina	id=g:3165931
Fiume Tappone	id=g:3165932
Torrente Tappino	id=g:3165933
Tapogliano	id=g:3165934
Monte Taniga	id=g:3165935
Porto Tangone	id=g:3165936
Taneto	id=g:3165937
Monte Tancia	id=g:3165938
Tanaunella	id=g:3165939
Fosso Tanaro	id=g:3165940
Fiume Tanaro	id=g:3165941
Passo di Tanamea	id=g:3165942
Fiume Tanagro	id=g:3165943
Fonte Tana	id=g:3165944
Fiume Tammaro	id=g:3165945
Fiume Tammaricchio	id=g:3165946
Torrente Tammarecchia	id=g:3165947
Tambre d’Alpago	id=g:3165948
Monte Tambone	id=g:3165949
Tamaroz	id=g:3165950
Tamarispa	id=g:3165951
Tamaricciola	id=g:3165952
Tamara	id=g:3165953
Tamai	id=g:3165954
Torrente Talvera	id=g:3165955
Talvacchia	id=g:3165956
Talsano	id=g:3165957
Fiume Taloro	id=g:3165958
Talmassons	id=g:3165959
Riu Talleri	id=g:3165960
Tallacano	id=g:3165961
Rio Talla	id=g:3165962
Talla	id=g:3165963
Talignano	id=g:3165964
Talavorno	id=g:3165966
Talavà	id=g:3165967
Talanico	id=g:3165968
Talana	id=g:3165969
Baia di Talamone	id=g:3165970
Talamone	id=g:3165971
Talamello	id=g:3165972
Talacchio	id=g:3165973
Taipana	id=g:3165974
Taino	id=g:3165975
Taiedo	id=g:3165976
Taiedo	id=g:3165977
Taibon Agordino	id=g:3165978
Tagusa	id=g:3165979
Torrente Tagliole	id=g:3165980
Taglio di Po	id=g:3165981
Canale di Taglio del Porto	id=g:3165982
Taglio della Falce	id=g:3165983
Taglio Corelli	id=g:3165984
Taglio	id=g:3165985
Taglio	id=g:3165986
Tagliata	id=g:3165987
Valle del Tagliamento	id=g:3165988
Foce del Tagliamento	id=g:3165989
Fiume Tagliamento	id=g:3165990
Tagliacozzo	id=g:3165991
Fiumara di Taggia	id=g:3165992
Taggia	id=g:3165993
Fosso del Tafone	id=g:3165994
Tadasuni	id=g:3165995
Taceno	id=g:3165996
Fosso di Tacconi	id=g:3165997
Monte Taburno	id=g:3165998
Monte Tabor	id=g:3165999
Tablà	id=g:3166000
Tabiano	id=g:3166001
Tabellini	id=g:3166002
Tabarro	id=g:3166003
Tabano	id=g:3166004
Suzzi	id=g:3166005
Suzzara	id=g:3166006
Bacino di Suviana	id=g:3166007
Suviana	id=g:3166008
Suvereto	id=g:3166009
Sutri	id=g:3166010
Sustinente	id=g:3166011
Su Stagnone	id=g:3166012
Susegana	id=g:3166013
Su Sassitu	id=g:3166014
Susano	id=g:3166015
Susano	id=g:3166016
Valle di Susa	id=g:3166017
Susa	id=g:3166018
Rio Surrau	id=g:3166019
Surigheddu	id=g:3166020
Surbo	id=g:3166021
Surano	id=g:3166022
Supino	id=g:3166023
Supersano	id=g:3166024
Lago Superiore	id=g:3166025
Fogna Superiore	id=g:3166026
Basilica di Superga	id=g:3166027
Superga	id=g:3166028
Suno	id=g:3166029
Suni	id=g:3166030
Summonte	id=g:3166031
Sumirago	id=g:3166032
Sulzano	id=g:3166033
Sulmona	id=g:3166034
Monte Sullinarbu	id=g:3166035
Monte lu Sulianu	id=g:3166036
Sule	id=g:3166037
Suio	id=g:3166038
Colle Sughero	id=g:3166039
Sughera	id=g:3166040
Poggio Sugello	id=g:3166041
Val Sugana	id=g:3166042
Passo di Sugame	id=g:3166043
Riu sos Suerios	id=g:3166044
Sueglio	id=g:3166045
Su Cossu	id=g:3166046
Su Contu	id=g:3166047
Succiso Superiore	id=g:3166048
Succiso Inferiore	id=g:3166049
Alpe di Succiso	id=g:3166050
Torrente Subissone	id=g:3166051
Subiaco	id=g:3166052
Subbiano	id=g:3166053
Monte Subasio	id=g:3166054
Suardi	id=g:3166055
Sturno	id=g:3166056
Torrente Sturla	id=g:3166057
Sturla	id=g:3166058
Torrente Stura di Viù	id=g:3166059
Fiume Stura di Vallegrande	id=g:3166060
Torrente Stura di Lanzo	id=g:3166061
Torrente Stura di Demonte	id=g:3166062
Torrente Stura di Ala	id=g:3166063
Stura	id=g:3166064
Stupinigi	id=g:3166065
Stuozzi	id=g:3166066
Stulles	id=g:3166067
Stuffione	id=g:3166068
Stuetta	id=g:3166069
Stùdena Bassa	id=g:3166070
Struppa	id=g:3166071
Botro degli Strulli	id=g:3166072
Struda	id=g:3166073
Fosso Strozzavolpe	id=g:3166074
Strozzacapponi	id=g:3166075
Strozza	id=g:3166076
Strove	id=g:3166077
Stroppo	id=g:3166078
Stroppiana	id=g:3166079
Stroppare	id=g:3166080
Punta Stropello	id=g:3166081
Fiume Strone	id=g:3166082
Stroncone	id=g:3166083
Torrente Strona	id=g:3166084
Torrente Strona	id=g:3166085
Torrente Strona	id=g:3166086
Strona	id=g:3166087
Strona	id=g:3166088
Strognano	id=g:3166089
Fosso delle Strillaie	id=g:3166090
Strigno	id=g:3166091
Fosso Strige	id=g:3166092
Strigara	id=g:3166093
Torrente Stridolone	id=g:3166094
Stribugliano	id=g:3166095
Striano	id=g:3166096
Strevi	id=g:3166097
Strettura	id=g:3166098
Strettoia	id=g:3166099
Valle Stretta	id=g:3166100
Stresa	id=g:3166101
Strepeto	id=g:3166102
Strela	id=g:3166103
Stregna	id=g:3166104
Fosso Stregaro	id=g:3166105
Stravino	id=g:3166106
Stravignano	id=g:3166107
Strangolagalli	id=g:3166108
Strangolagalli	id=g:3166109
Strambino	id=g:3166110
Strambinello	id=g:3166111
Stramare	id=g:3166112
Stradone	id=g:3166113
Stradella	id=g:3166114
Strada San Zeno	id=g:3166115
Rio di Strada	id=g:3166116
Strada	id=g:3166117
Strada	id=g:3166118
Strada	id=g:3166119
Strada	id=g:3166120
Straccis	id=g:3166121
Stra	id=g:3166122
Storo	id=g:3166123
Stornarella	id=g:3166124
Stornara	id=g:3166125
Stoppiaro	id=g:3166126
Stonar	id=g:3166127
Stolvizza	id=g:3166128
Stoccareddo	id=g:3166129
Stivigliano	id=g:3166130
Torrente Stirone	id=g:3166131
Stipes	id=g:3166132
Stio	id=g:3166133
Stintino	id=g:3166134
Stimigliano	id=g:3166135
Stilves	id=g:3166136
Torrente Stile	id=g:3166138
Stigliano	id=g:3166139
Stigliano	id=g:3166140
Stigliano	id=g:3166141
Stifone	id=g:3166142
Stiffe	id=g:3166143
Stienta	id=g:3166144
Sticciano	id=g:3166145
Stibiveri	id=g:3166146
Stiatico	id=g:3166147
Stiappa	id=g:3166148
Stiago	id=g:3166149
Stia	id=g:3166150
Stezzano	id=g:3166151
Torrente Sterza	id=g:3166152
Torrente Sterza	id=g:3166153
Sterpeto	id=g:3166154
Sterpeto	id=g:3166155
Sterpeto	id=g:3166156
Sterpeti	id=g:3166157
Sterparone	id=g:3166158
Monte Sterparo	id=g:3166159
Colle Sterpara	id=g:3166160
Sternatia	id=g:3166161
Steppio	id=g:3166162
Stenico	id=g:3166163
Parco Nazionale dello Stelvio	id=g:3166164
Giogo dello Stelvio	id=g:3166165
Stelvio - Stilfs	id=g:3166166
Torrente Stellata	id=g:3166167
Stellata	id=g:3166168
Stellanello	id=g:3166169
Stella Cilento	id=g:3166170
Golfo Stella	id=g:3166171
Fiume Stella	id=g:3166172
Capo della Stella	id=g:3166173
Monte Stefano	id=g:3166174
Poggio Stefanieri	id=g:3166175
Stefania	id=g:3166176
Stebline	id=g:3166177
Monte Stazzoni	id=g:3166178
Stazzona	id=g:3166179
Stazzema	id=g:3166180
Stazzano Nuovo	id=g:3166181
Stazzano	id=g:3166182
Stavel	id=g:3166183
Stavel	id=g:3166184
Staval	id=g:3166185
Rio di Stava	id=g:3166186
Stava	id=g:3166187
Forcella Staulanza	id=g:3166188
Statte	id=g:3166189
Monte Starnina	id=g:3166190
Starleggia	id=g:3166191
Starda	id=g:3166192
Staranzano	id=g:3166193
Stanghella	id=g:3166194
Stanganello	id=g:3166195
Stanga	id=g:3166196
Stanga	id=g:3166197
Stancadora	id=g:3166198
Stanazzo	id=g:3166199
Stalle Comparetti	id=g:3166200
Stallersattel	id=g:3166201
Stalla Misola	id=g:3166202
Staineri	id=g:3166203
Torrente Staina	id=g:3166204
Stagno Lombardo	id=g:3166205
Borro dello Stagno	id=g:3166206
Stagno	id=g:3166207
Stagno	id=g:3166208
Stagnali	id=g:3166209
Staglieno	id=g:3166210
Staggiano	id=g:3166211
Torrente Staggia	id=g:3166212
Torrente Staggia	id=g:3166213
Staggia	id=g:3166214
Torrente Staffora	id=g:3166215
Staffolo	id=g:3166216
Staffoli	id=g:3166217
Staffa	id=g:3166218
Stablum	id=g:3166219
Stabiel	id=g:3166220
Stabiazoni	id=g:3166221
Monte Stabiata	id=g:3166222
Stabbia	id=g:3166223
Squinzano	id=g:3166224
Squille	id=g:3166225
Passo della Spugna	id=g:3166226
Spresiano	id=g:3166227
Spotorno	id=g:3166228
Sporminore	id=g:3166229
Spormaggiore	id=g:3166230
Spora	id=g:3166231
Spongano	id=g:3166232
Spondigna	id=g:3166233
Sponda	id=g:3166234
Spoltore	id=g:3166235
Spoleto	id=g:3166236
Spogna	id=g:3166237
Spirano	id=g:3166238
Spirago	id=g:3166239
Spinoso	id=g:3166240
Spino d'Adda	id=g:3166241
Spino al Brembo	id=g:3166242
Spinetta	id=g:3166243
Spinetoli	id=g:3166244
Spinete	id=g:3166245
Spineta	id=g:3166246
Spinello	id=g:3166247
Spinello	id=g:3166248
Spinelli	id=g:3166249
Spineda	id=g:3166250
Spineda	id=g:3166251
Spindoli	id=g:3166252
Spinazzola	id=g:3166253
Spina Vecchia	id=g:3166254
Spina Santa	id=g:3166255
Spina Nuova	id=g:3166256
Spinacceto	id=g:3166257
Torrente Spina	id=g:3166258
Bruncu Spina	id=g:3166259
Spina	id=g:3166260
Spin	id=g:3166261
Spilimbergo	id=g:3166262
Spilamberto	id=g:3166263
Spigno Saturnia	id=g:3166264
Spigno Monferrato	id=g:3166265
Monte Spigno	id=g:3166266
Lago di Spigno	id=g:3166267
Spignana	id=g:3166268
Spignana	id=g:3166269
Spigarolo	id=g:3166270
Balze degli Spicchi	id=g:3166271
Spiazzo	id=g:3166272
Spiano	id=g:3166273
Spianate	id=g:3166274
Cozze	id=g:3166275
Croda della Spia	id=g:3166276
Golfo della Spezia	id=g:3166277
Spessa	id=g:3166278
Spervara	id=g:3166279
Spert	id=g:3166280
Sperongia	id=g:3166281
Spermani	id=g:3166282
Sperlonga	id=g:3166283
Spergolaia	id=g:3166284
Riu Sperandeu	id=g:3166285
Spelonca	id=g:3166286
Spello	id=g:3166287
Monte Spedros	id=g:3166288
Spedino	id=g:3166289
Specchio	id=g:3166290
Specchia Gallone	id=g:3166291
Monte della Spe	id=g:3166292
Spazzo Croce	id=g:3166293
Spasu	id=g:3166294
Scoglio dello Sparviero	id=g:3166295
Sparti	id=g:3166296
Sparone	id=g:3166297
Golfo Sparlatta	id=g:3166298
Isolotto Spargiotto	id=g:3166299
Isola Spargi	id=g:3166300
Sparanise	id=g:3166301
Monte Sparago	id=g:3166302
Monte Spano	id=g:3166303
Torrente Spagnuola	id=g:3166304
Spagna	id=g:3166305
Monte Spaduro	id=g:3166306
Punta Spada	id=g:3166307
Monte Spada	id=g:3166308
Cala Spada	id=g:3166309
Monte Spaccato	id=g:3166310
Colle Spaccato	id=g:3166311
Fosso di Spaccasassi	id=g:3166312
Sozzine	id=g:3166313
Sozzago	id=g:3166314
Soviore	id=g:3166315
Sovignano	id=g:3166316
Sovico	id=g:3166317
Sovicille	id=g:3166318
Soverzene	id=g:3166319
Sovereto	id=g:3166320
Sovere	id=g:3166321
Torrente Sovata	id=g:3166322
Torrente Sovara	id=g:3166323
Sovana	id=g:3166324
Souchères Hautes	id=g:3166325
Souchères Basses	id=g:3166326
Sottomonte	id=g:3166327
Sottomarina	id=g:3166328
Sotto la Frua	id=g:3166329
Sotto il Monte Giovanni XXIII	id=g:3166330
Sotto Castello	id=g:3166331
Canale di Sotto	id=g:3166332
Rio Sottile	id=g:3166333
Punta Sottile	id=g:3166334
Capo Sottile	id=g:3166335
Monte Sottano	id=g:3166336
Sostino	id=g:3166337
Sostere	id=g:3166338
Soste	id=g:3166339
Sostasio	id=g:3166340
Sossano	id=g:3166341
Sospirolo	id=g:3166342
Sospiro	id=g:3166343
Sorti	id=g:3166344
Marina di Sorso	id=g:3166345
Sorso	id=g:3166346
Sorrivoli	id=g:3166347
Sorrezzana	id=g:3166348
Punta di Sorrento	id=g:3166349
Sorrento	id=g:3166350
Penisola Sorrentina	id=g:3166351
Sorrenti	id=g:3166352
Sorradile	id=g:3166353
Torrente Sorra	id=g:3166354
Sormano	id=g:3166355
Sorisole	id=g:3166356
Soriano nel Cimino	id=g:3166357
Torrente di Sori	id=g:3166358
Sori	id=g:3166359
Sorgono	id=g:3166360
Sorgnano	id=g:3166361
Cima di Sorgente di Fuori	id=g:3166362
Cima di Sorgente de Dentro	id=g:3166363
Poggio della Sorgente	id=g:3166364
Soresina	id=g:3166365
Fiume Sordo	id=g:3166366
Fiume Sordo	id=g:3166367
Sordevolo	id=g:3166368
Punta Sordanu	id=g:3166369
Rio Sorcelle	id=g:3166370
Sorbo Serpico	id=g:3166371
Sorbolongo	id=g:3166372
Sorbolo a Mare	id=g:3166373
Sorbolo	id=g:3166374
Poggio Sorbo	id=g:3166375
Monte Sorbo	id=g:3166376
Sorbo	id=g:3166377
Sorbo	id=g:3166378
Sorbello	id=g:3166379
Sorbara	id=g:3166380
Sorbano	id=g:3166381
Monte Soratte	id=g:3166382
Monte Sorano	id=g:3166383
Sorano	id=g:3166384
Sorano	id=g:3166385
Soragna	id=g:3166386
Sora	id=g:3166387
Monte Soprano	id=g:3166388
Valle Soprana	id=g:3166389
Sopra la Frua	id=g:3166390
Sopralacroce	id=g:3166391
Sopra Castello	id=g:3166392
Soprabolzano	id=g:3166393
Sonnino	id=g:3166394
Sonico	id=g:3166395
Provincia di Sondrio	id=g:3166396
Sondrio	id=g:3166397
Sondalo	id=g:3166398
Soncino	id=g:3166399
Sona	id=g:3166400
Sommorio	id=g:3166401
Sommocolonia	id=g:3166402
Sommavilla	id=g:3166403
Somma Vesuviana	id=g:3166404
Sommati	id=g:3166405
Sommariva Perno	id=g:3166406
Sommariva del Bosco	id=g:3166407
Sommarese	id=g:3166408
Somma Lombardo	id=g:3166409
Sommacampagna	id=g:3166410
Passo della Somma	id=g:3166411
Monte Somma	id=g:3166412
Solto Collina	id=g:3166413
Solopaca	id=g:3166414
Solomiac	id=g:3166415
Solomeo	id=g:3166416
Torrente Sologo	id=g:3166417
Sologno	id=g:3166418
Fiume Solofrone	id=g:3166419
Solofra	id=g:3166420
Solità	id=g:3166421
Poggio le Soline	id=g:3166422
Solimbergo	id=g:3166423
Solignano Nuovo	id=g:3166424
Rio Soliggine	id=g:3166425
Soliera	id=g:3166426
Solferino	id=g:3166427
Soleto	id=g:3166428
Solesino	id=g:3166429
Solero	id=g:3166430
Monte Solenne	id=g:3166431
Val di Sole	id=g:3166432
Monte Sole	id=g:3166433
Soldano	id=g:3166434
Solda di Fuori	id=g:3166435
Rio Solda	id=g:3166436
Solda	id=g:3166437
Punta Solchiaro	id=g:3166438
Solbiate Olona	id=g:3166439
Solbiate Arno	id=g:3166440
Solata	id=g:3166441
Solarolo Rainerio	id=g:3166442
Solarolo Monasterolo	id=g:3166443
Monte Solarolo	id=g:3166444
Solarolo	id=g:3166445
Solarolo	id=g:3166446
Monte Solaro	id=g:3166447
Solaro	id=g:3166448
Solaro	id=g:3166449
Solaro	id=g:3166450
Torrente Solano	id=g:3166451
Vallone Solagne Grandi	id=g:3166452
Solagna	id=g:3166453
Soianella	id=g:3166454
Soglio	id=g:3166455
Soglio	id=g:3166456
Sogliano Cavour	id=g:3166457
Sogliano al Rubicone	id=g:3166458
Soffranco	id=g:3166459
Isola Soffi	id=g:3166460
Soddì	id=g:3166461
Soci	id=g:3166462
