Ali Muhammad Buhar	id=g:1184661
Chak One Hundred Fifty-Five NB	id=g:1330128
Mungwāli	id=g:1330129
Chāh Kanunwāli	id=g:1330130
Akrawāla	id=g:1330131
Chāh Lāliānwāla	id=g:1330132
Chak One Hundred Fifty-Six NB	id=g:1330133
Aqilpur	id=g:1330134
Minor Four Right	id=g:1330135
Chak One Hundred Fifty-Four NB	id=g:1330136
Chak One Hundred Fifty-Three NB	id=g:1330137
Chak One Hundred Fifty-one	id=g:1330138
Dheriwāla	id=g:1330139
Darbār Shādi Sheikhān	id=g:1330140
Khizarābād	id=g:1330141
Chak One Hundred Sixty-Nine NB	id=g:1330142
Ghoriwāla Minor	id=g:1330143
Jhanda Distributary Thirteen Right	id=g:1330144
Būlewāla	id=g:1330145
Sherwāla Khu	id=g:1330146
Kobāh	id=g:1330147
Aqilpur Minor Two Right	id=g:1330148
Chak One Hundred Fifty-One NB	id=g:1330149
Chak One Hundred Fifty-Two NB	id=g:1330150
Mangowāli	id=g:1330151
Kot Birj Lai	id=g:1330152
Sandrāna	id=g:1330153
Mangowāli	id=g:1330154
Shāhpur	id=g:1330155
Sadhrāna Minor	id=g:1330156
Chak One Hundred Seventy/One Hundred Seventy-Two NB	id=g:1330157
Chak One Hundred Sixty-Eight/One Hundred Seventy-One NB	id=g:1330158
Sobhaga Railway Station	id=g:1330159
Chak One Hundred Forty NB	id=g:1330160
Chak One Hundred Thirty-Seven/One Hundred Thirty-Eight NB	id=g:1330161
Nūrshāh Ziārat	id=g:1330162
Sobi Distributary	id=g:1330163
Chak One Hundred Sixty-Six/One Hundred Sixty-Seven NB	id=g:1330164
Chak One Hundred Thirty-Five NB	id=g:1330165
Chak One Hundred Forty-Two NB	id=g:1330166
Thatta Umra Minor	id=g:1330167
Ramdāna Inspection Bungalow	id=g:1330168
Chāh Bakainwāla	id=g:1330169
Mungassiwāla	id=g:1330170
Bangas	id=g:1330171
Lakhanwāla	id=g:1330172
Chāh Shorwāla	id=g:1330173
Virkanwāla	id=g:1330174
Virkanwāla	id=g:1330175
Chāh Alīwāla	id=g:1330176
Chāh Kamirwāla	id=g:1330177
Chāh Muhammadwāla	id=g:1330178
Vigrāna Siāl	id=g:1330179
Chāh Pindwāla	id=g:1330180
Chāh Traglah	id=g:1330181
Īsa Faqir-da-Pindi	id=g:1330182
Dāduwāla	id=g:1330183
Chāh Gūjrānwāla	id=g:1330184
Chāh Dhingānānwāla	id=g:1330185
Chāh Tahliwāla	id=g:1330186
Chāh Burāliwāla	id=g:1330187
Chāh Pindiwāla	id=g:1330188
Chāh Muhammad	id=g:1330189
Shāh Saiyid Khānqāh	id=g:1330190
Ahmadwāla	id=g:1330191
Fīrozwāla	id=g:1330192
Chāh Ghamandiwāla	id=g:1330193
Chāh Boharwāla	id=g:1330194
Khānqāh Maddu Kānwān	id=g:1330195
Kikrānwāla	id=g:1330196
Chāh Ukhānwāla	id=g:1330197
Tahliwāla	id=g:1330198
Hasanwāla	id=g:1330199
Gagrāna	id=g:1330200
Samundarwāla	id=g:1330201
Chāh Sultānwāla	id=g:1330202
Chāh Pindiwāla	id=g:1330203
Chāh Yārewāla	id=g:1330204
Chāh Muhammadwāla	id=g:1330205
Badduāna Minor	id=g:1330206
Takia Qilmāla	id=g:1330207
Chāh Guriānwāla	id=g:1330208
Mardānwāl	id=g:1330209
Budharwāl	id=g:1330210
Bhāini Nunānwāla	id=g:1330211
Chāh Nawān	id=g:1330212
Chahgrāni Bhaini	id=g:1330213
Pirwāla Minor	id=g:1330214
Bhaini Baluchān	id=g:1330215
Chāh Doratta	id=g:1330216
Chāh Khamāniānwāla	id=g:1330217
Mandi Sultānan	id=g:1330218
Tahliwāla	id=g:1330219
Gadgarānwāla	id=g:1330220
Pīrwāla	id=g:1330221
Jagguwāli	id=g:1330222
Amirwāla	id=g:1330223
Chāh Ismāilwāla	id=g:1330224
Chāh Roshanwāla	id=g:1330225
Tahliwāla	id=g:1330226
Chāh Sattuwāla	id=g:1330227
Chāh Sidduwāla	id=g:1330228
Billaurwāla	id=g:1330229
Samundarwāla	id=g:1330230
Basti Hirajān	id=g:1330231
Chuhrewāla	id=g:1330232
Chāh Faqīrānwāla	id=g:1330233
Chāh Doratta	id=g:1330234
Kariwāl	id=g:1330235
Chāh Dhoriwāla	id=g:1330236
Chāh Turapwāla	id=g:1330237
Khizrewāla	id=g:1330238
Chāh Hirājānwāla	id=g:1330239
Chāh Kikriwāla	id=g:1330240
Chāh Kamirwāla	id=g:1330241
Chāh Muhammadwāla	id=g:1330242
Madan Shahid Khānqāh	id=g:1330243
Jhandwāla	id=g:1330244
Phulaiwāla	id=g:1330245
Chāh Ukhānwāla	id=g:1330246
Kauriān	id=g:1330247
Lak Badhar Minor	id=g:1330248
Chāh Lakhanwāla	id=g:1330249
Chāh Chanduānwāla	id=g:1330250
Chāh Ināyatwāla	id=g:1330251
Bāgh Minor	id=g:1330252
Basti Nunān	id=g:1330253
Beliwāla	id=g:1330254
Baggīānāwāla	id=g:1330255
Sultanwāla	id=g:1330256
Chāh Laddawāla	id=g:1330257
Chāh Tirath Singhwāla	id=g:1330258
Chāh Kotiwāla	id=g:1330259
Basti Kamiāni	id=g:1330260
Chāh Khizrewāla	id=g:1330261
Chāh Mahramwāla	id=g:1330262
Chāh Randūwāla	id=g:1330263
Chāh Haweliwāla	id=g:1330264
Chāh Qāziwāla	id=g:1330265
Shekh Mero Pindi	id=g:1330266
Chāh Tarkhānwāla	id=g:1330267
Chāh Bahādurwāla	id=g:1330268
Chāh Kikrānwāla	id=g:1330269
Ashāba Inspection Bungalow	id=g:1330270
Nūr Shāh Gāme	id=g:1330271
Mehla Bahādur	id=g:1330272
Shāh Khanqāh	id=g:1330273
Chāh Dorattawāla	id=g:1330274
Chāh Rāniwāla	id=g:1330275
Almānwāla	id=g:1330276
Chāh Khumānānwāla	id=g:1330277
Kali Tar	id=g:1330278
Chāh Ināyatwāla	id=g:1330279
Chāh Kikriwāla	id=g:1330280
Yārewāla	id=g:1330281
Mājhi Sultān Minor	id=g:1330282
Dabbānwāli	id=g:1330283
Khānsar Minor	id=g:1330284
Minor Number Six	id=g:1330285
Aqalwāla Inspection Bungalow	id=g:1330286
Bijwāra	id=g:1330287
Bijwāra Minor	id=g:1330288
Mahal Jām Minor	id=g:1330289
Fīroz	id=g:1330290
Nagal Minor	id=g:1330291
Pīrewāla	id=g:1330292
Khandwāla Minor	id=g:1330293
Abbotpur	id=g:1330294
Lakhnāna	id=g:1330295
Kot Lakhnāna Inspection Bungalow	id=g:1330296
Tahliwāla	id=g:1330297
Bhāini Karm Murāri	id=g:1330298
Chak Four Hundred Sixty-Two	id=g:1330299
Chāh Ukhānwāla	id=g:1330300
Chāh Dagarwāla	id=g:1330301
Loliānwāla	id=g:1330302
Chāh Hastawāla	id=g:1330303
Chāh Mardanwāla	id=g:1330304
Chāh Kikarwāla	id=g:1330305
Chāh Didārwāla	id=g:1330306
Ziārat Saiyid Rajan Shāh Imām	id=g:1330307
Allāh Bakhsh Noon	id=g:1330308
Chāh Jangalwāla	id=g:1330309
Hariyānawāla	id=g:1330310
Chāh Murādwāla	id=g:1330311
Ismāilwāla	id=g:1330312
Chāh Manjiwāla	id=g:1330313
Godarwāla	id=g:1330314
Humāyunwāla	id=g:1330315
Fatehhalwāla	id=g:1330316
Khojewāli Bhaini	id=g:1330317
Chāh Kabīrwāla	id=g:1330318
Setharāni Bhaini	id=g:1330319
Bhāilānwāla Inspection Bungalow	id=g:1330320
Basti Qāsu	id=g:1330321
Minor Number Four	id=g:1330322
Chanduwāla	id=g:1330323
Vasirān	id=g:1330324
Chāh Pipalwāla	id=g:1330325
Chāh Lohārānwāla	id=g:1330326
Chāh Mundiānwāla	id=g:1330327
Chāh Pīrwāla	id=g:1330328
Chāh Nikkoāna	id=g:1330329
Derewāla	id=g:1330330
Chak Four Hundred Seventy-Five	id=g:1330331
Ratti Pindi	id=g:1330332
Roranwāli Minor	id=g:1330333
Jhang Sadr Station	id=g:1330334
Jhang City	id=g:1330335
Ahīrānwāla	id=g:1330336
Gholanke Malliān	id=g:1330338
Dhīrda	id=g:1330339
Dābān	id=g:1330340
Chāchoke	id=g:1330341
Jhuggiān Changrān	id=g:1330342
Hardeo Minor	id=g:1330343
Maujoke Malliāh	id=g:1330344
Khairopur Malliān	id=g:1330345
Chak Santa	id=g:1330346
Bāwre Akāliān	id=g:1330347
Chak Shaikhwān	id=g:1330348
Chūhewāli Khurd	id=g:1330349
Bīrwāla	id=g:1330350
Chak Number Thirty-Three	id=g:1330351
Chak Number Thirty-Two	id=g:1330352
Kuthiāla Minor	id=g:1330353
Khanna Rangrān	id=g:1330354
Pindi Ratan Singh	id=g:1330355
Ahmad	id=g:1330356
Chak Number Thirty	id=g:1330357
Degh	id=g:1330358
Joiānwāla Distributary	id=g:1330359
Chak Number Thirty-Six	id=g:1330360
Bhiānwāla Kalān	id=g:1330361
Godal Shahīd	id=g:1330362
Bhiānwāla Khurd	id=g:1330363
Haveli Rūr Singhwāli	id=g:1330364
Palanwāla	id=g:1330365
Bāwre	id=g:1330366
Muhammadpur	id=g:1330367
Kot Sundar Singh	id=g:1330368
Girāiānwāla	id=g:1330369
Dhadde	id=g:1330370
Nihāla	id=g:1330371
Pūhla	id=g:1330372
Phallo Devia	id=g:1330373
Qila Giān Singh	id=g:1330374
Jhuggiān Shahābuddīn	id=g:1330375
Dalāwariān	id=g:1330376
Bera Minor	id=g:1330377
Santpura Distributary	id=g:1330378
Jawār Chab	id=g:1330379
Malleke	id=g:1330380
Samrāiānwāla	id=g:1330381
Tārar	id=g:1330382
Kingriāli	id=g:1330383
Kingriāli Minor	id=g:1330384
Gagrāna Branch Drain	id=g:1330385
Baghiār Mūnwān	id=g:1330386
Chawaliānwāla	id=g:1330387
Gagrāna	id=g:1330388
Sidhwān	id=g:1330389
Dāhr	id=g:1330390
Qila Masita	id=g:1330391
Qila Bhattiānwāla	id=g:1330392
Pakhiānwāla	id=g:1330393
Dāoke	id=g:1330394
Budhanke	id=g:1330395
Mahār	id=g:1330396
Bāth	id=g:1330397
Ratāli Virkān Tributary Drain	id=g:1330398
Tūr Minor	id=g:1330399
Qāsimpur	id=g:1330400
Ratāli Khurd	id=g:1330401
Jogīwāla	id=g:1330402
Kurār	id=g:1330403
Haveli Hanjrānwāli	id=g:1330404
Amar Kot	id=g:1330405
Ghanoke	id=g:1330406
Lūmra	id=g:1330407
Harpoke Distributary	id=g:1330408
Jhuggiān Sāhūān	id=g:1330409
Kot Ganda Singh	id=g:1330410
Bahiwāli Jhuggiān	id=g:1330411
Ratāli Minor	id=g:1330412
Dīpepur	id=g:1330413
Māhl	id=g:1330414
Allu Multān	id=g:1330415
Qiāmpur	id=g:1330416
Naulānwāli	id=g:1330417
Sālehpur	id=g:1330418
Qila Sukha Singh	id=g:1330419
Drājke	id=g:1330420
Khori	id=g:1330421
Rājpura	id=g:1330422
Rāja	id=g:1330423
Māri Branch Drain	id=g:1330424
Bīrwāla	id=g:1330425
Saprāi	id=g:1330426
Prithīp	id=g:1330427
Cheleke	id=g:1330428
Bhaddar	id=g:1330429
Jagtewāla	id=g:1330430
Shāhpur	id=g:1330431
Sarāi	id=g:1330432
Dhattal	id=g:1330433
Lande	id=g:1330434
Ghoga Nawān	id=g:1330435
Ghoga	id=g:1330436
Phadiānwāli	id=g:1330437
Kālūwāla	id=g:1330438
Akbar Distributary	id=g:1330439
Tibbi Ghomān	id=g:1330440
Dera	id=g:1330441
Kot Dhanpat	id=g:1330442
Lakhia	id=g:1330443
Kotli Wāgah	id=g:1330444
Manes	id=g:1330445
Drājke Drain	id=g:1330446
Tamboli	id=g:1330447
Salār	id=g:1330448
Qādiān	id=g:1330449
Pīlo	id=g:1330450
Chak Hinda	id=g:1330451
Kuthiali Minor	id=g:1330452
Sāhuke Sub Minor	id=g:1330453
Mangoke Minor	id=g:1330454
Garhi Mustafa	id=g:1330455
Chak Sādhu	id=g:1330456
Pagāla	id=g:1330457
Ghaībi	id=g:1330458
Kotli Darya	id=g:1330459
Qila Jhanda	id=g:1330460
Qila Rāi Singh	id=g:1330461
Bhurari	id=g:1330462
Qila Bhattiān	id=g:1330463
Tung Khurd	id=g:1330464
Tatle Ali	id=g:1330465
Tatle Ali Minor	id=g:1330466
Tung Sub Minor	id=g:1330467
Toleke	id=g:1330468
Ghaniān	id=g:1330469
Khokhar Bhaddu	id=g:1330470
Kotli Gul Muhammad	id=g:1330471
Toleke Minor	id=g:1330472
Kāmoke Distributary	id=g:1330473
Khangura	id=g:1330474
Rāja Bhūla	id=g:1330475
Chiānwāli Distributary	id=g:1330476
Mangoke Drain Tributary	id=g:1330477
Kot Hari Chand	id=g:1330478
Kassoke	id=g:1330479
Harar	id=g:1330480
Chhajjoke	id=g:1330481
Bhuller	id=g:1330482
Jalāpur	id=g:1330483
Sherewāla	id=g:1330484
Dhudi Masti	id=g:1330485
Rohra	id=g:1330486
Chak Number Fifteen	id=g:1330487
Chak Number Thirteen	id=g:1330488
Chak Number Fourteen	id=g:1330489
Wallānwāla	id=g:1330490
Chak Number Twelve	id=g:1330491
Qila Lāl Singh	id=g:1330492
Mandiānwāla	id=g:1330493
Qila Ghos	id=g:1330494
Chak Number Twenty-two	id=g:1330495
Hichipur Arāiān	id=g:1330496
Chak Number Twenty-three	id=g:1330497
Malakpur	id=g:1330498
Hichipur Labāna	id=g:1330499
Chak Number Two	id=g:1330500
Rājiān Arāiān	id=g:1330501
Rājiān Gujrān	id=g:1330502
Rakh Wazir Khan	id=g:1330503
Bukanpura	id=g:1330504
Shādiwāl	id=g:1330505
Sāhd	id=g:1330506
Mirpur Kohma	id=g:1330507
Chugiān	id=g:1330508
Dulchiwāla	id=g:1330509
Chak Kalāl	id=g:1330510
Sāhdpur	id=g:1330511
Māmu Gūjar	id=g:1330512
Chak Number Eleven	id=g:1330513
Chak Number Eight	id=g:1330514
Chak Number Sixteen	id=g:1330515
Chak Number Ten	id=g:1330516
Chak Number Nine	id=g:1330517
Degh	id=g:1330518
Kāpi	id=g:1330519
Chak Number Seven	id=g:1330520
Bāgh Dhanesar	id=g:1330521
Chāh Shāduwāla	id=g:1330522
Chak Number Seventeen	id=g:1330523
Chak Number Twenty	id=g:1330524
Chak Number Twenty-one	id=g:1330525
Chāh Dharm Singhwāla	id=g:1330526
Kotha	id=g:1330527
Kishanpura	id=g:1330528
Abdālia	id=g:1330529
Budho	id=g:1330530
Lolpura	id=g:1330531
Rakh Nūrewāla	id=g:1330532
Chak Number Nineteen	id=g:1330533
Morānwāla	id=g:1330534
Katāl	id=g:1330535
Thikriwāla	id=g:1330536
Anāi Nāla	id=g:1330537
Saggiān Khudayār	id=g:1330538
Rāna Bhatti	id=g:1330539
Baghiārwāla	id=g:1330540
Dhudian	id=g:1330541
Balarke	id=g:1330542
Bhattal	id=g:1330543
Dhāmoke	id=g:1330544
Targewāli	id=g:1330545
Mudwāla Khurd	id=g:1330546
Khera	id=g:1330547
Chak Number Eighteen	id=g:1330548
Gālo	id=g:1330549
Mudwāla Kalān	id=g:1330550
Mudke	id=g:1330551
Mudke Minor	id=g:1330552
Bhainsi Nagar	id=g:1330553
Bhulle Andrun	id=g:1330554
Bher	id=g:1330555
Thatta Khudāyar	id=g:1330556
Malho	id=g:1330557
Bhattiānwāla	id=g:1330558
Abulkhair	id=g:1330559
Sharakpur Khurd	id=g:1330560
Murāde Kalān	id=g:1330561
Murāde Khurd	id=g:1330562
Bahrianwāla Minor	id=g:1330563
Baddo Murāde	id=g:1330564
Bal	id=g:1330565
Kānugo	id=g:1330566
Kaniāwāla	id=g:1330567
Tibbi Harya	id=g:1330568
Naukaryān	id=g:1330569
Nūrpur Virkān	id=g:1330570
Kallāh	id=g:1330571
Nabīpur	id=g:1330572
Bhatti Dhilwān	id=g:1330573
Qila Sattār Shāh Railway Station	id=g:1330574
Kariānwāla	id=g:1330575
Missan	id=g:1330576
Mandihāli Minor	id=g:1330577
Murīdke Minor	id=g:1330578
Dargāhi Minor	id=g:1330579
Rangiān Jangiār	id=g:1330580
Qila Amīr Singh	id=g:1330581
Sāhoke Malliān	id=g:1330582
Madiāla	id=g:1330583
Barwāla	id=g:1330584
Bamb	id=g:1330585
Kot Ranjīt	id=g:1330586
Mora Kot Ranjīt	id=g:1330587
Khokarke Malliān	id=g:1330588
Ladheke Malliān	id=g:1330589
Madiāla Minor	id=g:1330590
Dāoke Malliān	id=g:1330591
Kathiānwāla	id=g:1330592
Qila Sattār Shāh Minor	id=g:1330593
Khushālpura	id=g:1330594
Lil	id=g:1330595
Chuhewal Kalān	id=g:1330596
Purab	id=g:1330597
Shāmke Minor	id=g:1330598
Nauthe Jāgīr	id=g:1330599
Nauthe	id=g:1330600
Kalālwāla	id=g:1330601
Kamogil	id=g:1330602
Kamogil Minor	id=g:1330603
Mudke Unclassed Forest	id=g:1330604
Gillānwāla	id=g:1330605
Mānga Manor	id=g:1330606
Manghwāli Dhand	id=g:1330607
Dharīwāl	id=g:1330608
Bhail	id=g:1330609
Chak Number Sixty-five	id=g:1330610
Kot Manna Singh	id=g:1330611
Talāb Sarāi	id=g:1330612
Dhok Mānga	id=g:1330613
Wāra Khumbān	id=g:1330614
Kot Jahān Khān	id=g:1330615
Palāre	id=g:1330616
Tibba	id=g:1330617
Minor Number Three	id=g:1330618
Burhānpura	id=g:1330619
Wāra Jhanda Singh	id=g:1330620
Khārākhu	id=g:1330621
Chhajjuwāla	id=g:1330622
Wāra Kumhārān	id=g:1330623
Wāra Hakimān	id=g:1330624
Nāhla	id=g:1330625
Wāra Sidhu	id=g:1330626
Wāra Jawāhar Singh	id=g:1330627
Wāra Marhāna	id=g:1330628
Kot Qamr Dīn	id=g:1330629
Pāji	id=g:1330630
Jalālpur	id=g:1330631
Kota	id=g:1330632
Jamālpura	id=g:1330633
Chorkot	id=g:1330634
Thāna Ratan Singh	id=g:1330635
Thāna Kumhāran	id=g:1330636
Ghur Kokiānwāla	id=g:1330637
Tan Nāla	id=g:1330638
Jhuggiān Rāwān	id=g:1330639
Jhuggiān Naul	id=g:1330640
Dalleke	id=g:1330641
Jhuggiān Nāno Dogar	id=g:1330642
Jhuggiān Bāhlu	id=g:1330643
Nankāna	id=g:1330644
Timboliwāla	id=g:1330645
Shām ki Bhattiān	id=g:1330646
Kot Sundar Singh	id=g:1330647
Lodhre Hithār	id=g:1330648
Minor Number Two	id=g:1330649
Budduke	id=g:1330650
Buchar Kāhna Distributary	id=g:1330651
Rāmkhu	id=g:1330652
Sultānke Reserve Forest	id=g:1330653
Asal	id=g:1330654
Tibba Būr Singh	id=g:1330655
Rangīliānwāla	id=g:1330656
Here	id=g:1330657
Channaniwāla Nāla	id=g:1330658
Nawān Kot Pār	id=g:1330659
Rosa	id=g:1330660
Jhuggiān Khāne	id=g:1330661
Shorkot	id=g:1330662
Faizpur Unclassed Forest	id=g:1330663
Bhola Shāh	id=g:1330664
Jawāhirpur	id=g:1330665
Anāi Nāla	id=g:1330666
Thatta Boh	id=g:1330667
Goinda	id=g:1330668
Thatta Bahamewāla	id=g:1330669
Faizpur Minor	id=g:1330670
Thatta Pawaliān	id=g:1330671
Wains	id=g:1330672
Jhuggiān Ladha Singh	id=g:1330673
Jhuggiān Gillān	id=g:1330674
Jhuggiān Gihna Singh	id=g:1330675
Chhimbewāli Jhuggi	id=g:1330676
Lakhowāl	id=g:1330677
Rāmkot Minor	id=g:1330678
Bhalāigil	id=g:1330679
Fateh Singhwāla	id=g:1330680
Julliāna	id=g:1330681
Tibba	id=g:1330682
Hudiāra Drain	id=g:1330683
Mirāka Quarters	id=g:1330684
Khizarābād	id=g:1330685
Lārewāla	id=g:1330686
Chamrupur	id=g:1330687
Malliwāla	id=g:1330688
Tinde	id=g:1330689
Mirzāpur	id=g:1330690
Fattūwāla	id=g:1330691
Thatta Bahrām	id=g:1330692
Lādwah	id=g:1330693
Sultānpur	id=g:1330694
Chitti Tibbi	id=g:1330695
Dhul	id=g:1330696
Yāhyāpur	id=g:1330697
Thābal	id=g:1330698
Kot Mahmūd Minor	id=g:1330699
Mohlanwāl Khurd	id=g:1330700
Jhuggiān Naul	id=g:1330701
Jhuggiān Athorān	id=g:1330702
Thatta Lāwān	id=g:1330703
Jhok Reserve Forest	id=g:1330704
Anāi Nāla	id=g:1330705
Dhāna	id=g:1330706
Qila Sikhanwāla	id=g:1330707
Mussalliābad	id=g:1330708
Rakhpura	id=g:1330709
Tālibganj	id=g:1330710
Haidarābād	id=g:1330711
Tendānwāla	id=g:1330712
Hidāyatābād	id=g:1330713
Fetehābād	id=g:1330714
Medipur	id=g:1330715
Nawāzishābād	id=g:1330716
Hussainābād	id=g:1330717
Khāliqābād	id=g:1330718
Mānowāl	id=g:1330719
Katārband Urar	id=g:1330720
Amīrpur	id=g:1330721
Umar ki Jhuggiān	id=g:1330722
Sharafābād	id=g:1330723
Ali Razaābād	id=g:1330724
Rukanābād	id=g:1330725
Sultānābād	id=g:1330726
Alipur	id=g:1330727
Hasanabād	id=g:1330728
Rahīmābād	id=g:1330729
Alīgarh	id=g:1330730
Azīmābād	id=g:1330731
Barkatpur	id=g:1330732
Nizāmpura	id=g:1330733
Mahta Tarrida	id=g:1330734
Thatta Raghwāla	id=g:1330735
Mimbrānwāla	id=g:1330736
Sāmolāna	id=g:1330737
Nawānpind	id=g:1330738
Rasūlpur	id=g:1330739
Thatta Hāji	id=g:1330740
Kukripur	id=g:1330741
Īsan Udyere Minor	id=g:1330742
Degh Nāla	id=g:1330743
Qila Nidhān Singh	id=g:1330744
Chak Pawār	id=g:1330745
Sālehpur	id=g:1330746
Bhutipur	id=g:1330747
Khāni Bāzigrān	id=g:1330748
Ziārat Sher Muhammad	id=g:1330749
Phiryānwāla	id=g:1330750
Bhoya Dhakhu	id=g:1330751
Thatti Siātāri	id=g:1330752
Sahjowāl	id=g:1330753
Boewāl	id=g:1330754
Ghāzīpur	id=g:1330755
Lurke Liāmat	id=g:1330756
Khānpur	id=g:1330757
Kānjra	id=g:1330758
Bolagarhi War	id=g:1330759
Katārband	id=g:1330760
Bholāgarhī Pār	id=g:1330761
Katārband Par	id=g:1330762
Korotāna Unclassed Forest	id=g:1330763
Korotāna	id=g:1330764
Katarband Unclassed Forest	id=g:1330765
Rajān Pangowāli	id=g:1330766
Amarkot	id=g:1330767
Gopi Rāi	id=g:1330768
Muridwāl	id=g:1330769
Niāz Beg Escape	id=g:1330770
Sarāi	id=g:1330771
Buchiāna Station	id=g:1330772
Derra Mutta Singh	id=g:1331034
Kot Sohndā	id=g:1331035
Padiānwāla	id=g:1331036
Bandoke Purāna	id=g:1331037
Bandoke Nawān	id=g:1331038
Thatta Bahadur	id=g:1331039
Chuhar Kāna Drain	id=g:1331040
Gobindpura Distributary	id=g:1331041
Murīdke	id=g:1331042
Golianwāla	id=g:1331043
Waran Minor	id=g:1331044
Lahoriānwāla	id=g:1331045
Dera Mūbārak Khān	id=g:1331046
Dargānwāla	id=g:1331047
Chak Gurdas	id=g:1331048
Gurdās	id=g:1331049
Muhammadpura	id=g:1331050
Kuralke Minor	id=g:1331051
Kāloke Mirza Drain	id=g:1331052
Khenwanālaw	id=g:1331053
Budwāla	id=g:1331054
Jehāngirpura	id=g:1331055
Nānānwāla	id=g:1331056
Gopi Rāi	id=g:1331057
Nustar	id=g:1331058
Thatta Ali	id=g:1331059
Thatta Qalandar Shāh	id=g:1331060
Dera Kemboke	id=g:1331061
Chak Five Hundred Twenty-Two	id=g:1331062
Fatehpuri	id=g:1331063
Lālke	id=g:1331064
Jalandurānwāla	id=g:1331065
Bhūgpura	id=g:1331066
Nātūwāna	id=g:1331067
Chhichhiāna	id=g:1331068
Kakianwāla	id=g:1331069
Sukhāwana	id=g:1331070
Bakhiāna	id=g:1331071
Jandiāla Waran Branch Drain	id=g:1331072
Galiānwāla	id=g:1331073
Sheikh Aliwāla	id=g:1331074
Piplewāla	id=g:1331075
Kerwāla	id=g:1331076
Wailānwāla	id=g:1331077
Batharwāla	id=g:1331078
Mogta	id=g:1331079
Chak Bāwli	id=g:1331080
Shamsa	id=g:1331081
Bohar Bath	id=g:1331082
Virke Bāth	id=g:1331083
Rachna Outfall Drain	id=g:1331084
Bāch Distributary	id=g:1331085
Sādhoke	id=g:1331086
Kuthāli	id=g:1331087
Lohawāla	id=g:1331088
Chak Mānāh	id=g:1331089
Masanda Jhabrān Branch Drain	id=g:1331090
Jhabrān Branch Drain	id=g:1331091
Kakar Gil Minor	id=g:1331092
Nawān Pind	id=g:1331093
Dhakwāla	id=g:1331094
Karial Khurd	id=g:1331095
Gariānwāla	id=g:1331096
Tālabwāla	id=g:1331097
Bhangwān	id=g:1331098
Andhir	id=g:1331099
Sāhūke	id=g:1331100
Bāghānwāla	id=g:1331101
Chāchokev	id=g:1331102
Melūana	id=g:1331103
Mugta Minor	id=g:1331104
Ajniawāla Gajiāna Drain	id=g:1331105
Gajiana Distributary	id=g:1331106
Jhatwān	id=g:1331107
Jhār Molvi	id=g:1331108
Thatta Mānak	id=g:1331109
Chhānni Chak Chhānniāi	id=g:1331110
Jalālābād	id=g:1331111
Tinde Gūru	id=g:1331112
Jhār Sikkhān	id=g:1331113
Rukhey	id=g:1331114
Tarkhānwāla	id=g:1331115
Arāiānwāla Dera	id=g:1331116
Chak Aiya	id=g:1331117
Kartārpur Mālhiān	id=g:1331118
Wadhaun	id=g:1331119
Kaliānwāla	id=g:1331120
Sāhuke Minor	id=g:1331121
Gaddanwāla Minor	id=g:1331122
Muhammadpura	id=g:1331123
Nishānwāla Dera	id=g:1331124
Chak Pākhar	id=g:1331125
Mata Virkān	id=g:1331126
Kassoke Drain	id=g:1331127
Dharoke Kot Nānak Branch Drain	id=g:1331128
Jhāl Minor	id=g:1331129
Sohal Kalān	id=g:1331130
Dera Āsiānwāla	id=g:1331131
Kot Nānak	id=g:1331132
Bālwāna	id=g:1331133
Boriāwāla	id=g:1331134
Goriānwāla	id=g:1331135
Nitharke	id=g:1331136
Jagowāla Kohna	id=g:1331137
Monihwāli	id=g:1331138
Phambe Sarai Drain	id=g:1331139
Argan Minor	id=g:1331140
Chak Duni	id=g:1331141
Mari Khurd	id=g:1331142
Gobindpura Minor	id=g:1331143
Garhi	id=g:1331144
Bahadururiwāla	id=g:1331145
Kuthiāla	id=g:1331146
Bakhtāwar Kot	id=g:1331147
Faridān	id=g:1331148
Dāduwāli	id=g:1331149
Sattarwāla	id=g:1331150
Balochān	id=g:1331151
Bābuwāla Wāra	id=g:1331152
Kot Hakuwāla	id=g:1331153
Kot Karam Dād	id=g:1331154
Alholpura	id=g:1331155
Kot Chāndi	id=g:1331156
Burjpura	id=g:1331157
Jangwāla	id=g:1331158
Thānedārwāla	id=g:1331159
Daffar Langriwāla	id=g:1331160
Daffar Khokhrānwāla	id=g:1331161
Sonu	id=g:1331162
Tapiāla	id=g:1331163
Malakpur	id=g:1331164
Nāthwāla	id=g:1331165
Baghdera	id=g:1331166
Sūbedārwāla	id=g:1331167
Gona	id=g:1331168
Tāshpur Minor	id=g:1331169
Jodhke Minor	id=g:1331170
Nau Mundi	id=g:1331171
Chaura	id=g:1331172
Tibbiwāla	id=g:1331173
Jhangar	id=g:1331174
Risāla	id=g:1331175
Rechna Drain	id=g:1331176
Dinewāla	id=g:1331177
Bhulliānwāli	id=g:1331178
Nikki Bhulliānwāli	id=g:1331179
Mārewāla	id=g:1331180
Mahān Devi	id=g:1331181
Kot Nazar Muhammad	id=g:1331182
Walgān	id=g:1331183
Chauntra	id=g:1331184
Haji Nawāb Kot	id=g:1331185
Panj Hatti	id=g:1331186
Nawāb ka Kot	id=g:1331187
Ghulla	id=g:1331188
Kiryānwāli	id=g:1331189
