Kalalella	id=g:1242308
Imbulamura	id=g:1243139
Imbula	id=g:1243140
Imbue Ranne Gala	id=g:1243141
Imboolpittia	id=g:1243142
Imbilan Ara	id=g:1243143
Imaiyanan	id=g:1243144
Imaduwa Gap	id=g:1243145
Imaduwa	id=g:1243146
Imaduwa	id=g:1243147
Ilwana	id=g:1243148
Ilwana	id=g:1243149
Ilrarayit Kulam	id=g:1243150
Ilavalai	id=g:1243151
Iluppukulama	id=g:1243152
Iluppu Kulam	id=g:1243153
Iluppukanniya	id=g:1243154
Iluppiadi Kulam	id=g:1243155
Iluppella	id=g:1243156
Iluppella	id=g:1243157
Iluppankadawala	id=g:1243158
Iluppankadawala	id=g:1243159
Iluppakanniya	id=g:1243160
Iluppai Kulam	id=g:1243161
Iluppaikkulam	id=g:1243162
Iluppaikkadavai	id=g:1243163
Ilupaik Kulam	id=g:1243164
Ilukwewa	id=g:1243165
Ilukwewa	id=g:1243166
Ilukwewa	id=g:1243167
Ilukwela	id=g:1243168
Ilukwala Wewa	id=g:1243169
Iluktenna	id=g:1243170
Iluktenna	id=g:1243171
Iluktenna	id=g:1243172
Ilukpitiya Wewa	id=g:1243173
Ilukpitiya	id=g:1243174
Ilukpitiya	id=g:1243175
Ilukpitiya	id=g:1243176
Ilukpelessa Wewa	id=g:1243177
Illukpelessa	id=g:1243178
Ilukpelessa	id=g:1243179
Ilukpelessa	id=g:1243180
Ilukmulla	id=g:1243181
Ilukkumburagoda	id=g:1243182
Illukkumbura	id=g:1243183
Ilukkumbura	id=g:1243184
Ilukkuliya Wewa	id=g:1243185
Ilukkuliyawa	id=g:1243186
Ilukketiya	id=g:1243187
Ilukapathana	id=g:1243188
Ilukhena	id=g:1243189
Ilukhena	id=g:1243190
Illukgoda	id=g:1243191
Ilukgoda	id=g:1243192
Ilukfield	id=g:1243193
Ilukewela	id=g:1243194
Ilukbodagama	id=g:1243195
Ilukarawa	id=g:1243196
Ilubbuluwa	id=g:1243197
Ilpemada	id=g:1243198
Illupaiyadichenai	id=g:1243199
Illuppaik Kulam	id=g:1243200
Illuppai Kulam	id=g:1243201
Illuppaikulam	id=g:1243202
Illuppaikkadavali	id=g:1243203
Illupayadichenai	id=g:1243204
Illupaiyadimunmari	id=g:1243205
Illupaikulam	id=g:1243206
Ilukwatta	id=g:1243207
Illukvehera	id=g:1243208
Illukkuveddi	id=g:1243209
Illukuchchenai Tank	id=g:1243210
Illuktenne	id=g:1243211
Illuktenna	id=g:1243212
Illuktenna	id=g:1243213
Illukpitiya	id=g:1243214
Illukpitiya	id=g:1243215
Illukpelessa	id=g:1243216
Illukpelessa	id=g:1243217
Illukohi Kulam	id=g:1243218
Illukmodera	id=g:1243219
Illukkumbura	id=g:1243220
Illukkpam	id=g:1243221
Illukgolla	id=g:1243222
Illukbodayagama Wewa	id=g:1243223
Illuka	id=g:1243224
Illippadeniya	id=g:1243225
Illawatura	id=g:1243226
Illankattil Kulam	id=g:1243227
Illangankanda	id=g:1243228
Illandiagama Wewa	id=g:1243229
Illanda Moddai	id=g:1243230
Illande Mote	id=g:1243231
Illakkatuwa	id=g:1243232
Ilakkattuwa Wewa	id=g:1243233
Illagolla	id=g:1243234
Illagolla	id=g:1243235
Illabuluwa	id=g:1243236
Ilippugama	id=g:1243237
Ilippadeniya	id=g:1243238
Ilipangamuwa	id=g:1243239
Ilimbe	id=g:1243240
Ilimbe	id=g:1243241
Ilaweli	id=g:1243242
Ilavankulam	id=g:1243243
Ilava Kulam	id=g:1243244
Ilanthaimoddai	id=g:1243245
Ilanthai Kulam	id=g:1243246
Ilanthaik Kulam	id=g:1243247
Ilanthaik Kulam	id=g:1243248
Ilantaivan	id=g:1243249
Ilantaimoddai Kulam	id=g:1243250
Ilantaimoddaikkulam	id=g:1243251
Ilantaik Kulam	id=g:1243252
Ilantaikkulam	id=g:1243253
Ilantaikkulam	id=g:1243254
Ilantaikkulam	id=g:1243255
Ilankaitturai	id=g:1243256
Ilankainarayanan Kulam	id=g:1243257
Ilandamodu	id=g:1243258
Ilandakulama Wewa	id=g:1243259
Ilandaiyadi	id=g:1243260
Ilandai Villu	id=g:1243261
Ilandagahawewa	id=g:1243262
Ilamarutan Kulam	id=g:1243263
Ilamarutan Kulam	id=g:1243264
Ilamaruthankulam	id=g:1243265
Ilamarudankulam	id=g:1243266
Ilakkawiddawewa	id=g:1243267
Ilakkattuwa	id=g:1243268
Illakkarikkulam	id=g:1243269
Ilakkantai Kulam	id=g:1243270
Ilakkantai	id=g:1243271
Ilakkama	id=g:1243272
Ilachchankulama	id=g:1243273
Ilachan Kulam	id=g:1243274
Ilachan Kulam	id=g:1243275
Ikkapallama	id=g:1243276
Ikiriyawatawana	id=g:1243277
Ikiriyawatawana	id=g:1243278
Ikiriyanpola	id=g:1243279
Hiriyatulangala	id=g:1243280
Ikiriyagala	id=g:1243281
Ikiri Wewa	id=g:1243282
Ikiri Wewa	id=g:1243283
Ikiri Wewa	id=g:1243284
Ikiriwewa	id=g:1243285
Ikiriwewa	id=g:1243286
Ikiriwatta	id=g:1243287
Ikiripotana	id=g:1243288
Ikirigolle Wewa	id=g:1243289
Ikirigollewa	id=g:1243290
Ikirigollewa	id=g:1243291
Ikarpuliyan Kulam	id=g:1243292
Ihiri Kulam	id=g:1243293
Ihikada Barawa	id=g:1243294
Ihawe Oya	id=g:1243295
Ihawa	id=g:1243296
Ihata Wewa	id=g:1243297
Ihamalamadu	id=g:1243298
Ihalla Kavinattama	id=g:1243299
Ihala Yanthampalagama	id=g:1243300
Ihala Yalogama	id=g:1243301
Ihalayagoda	id=g:1243302
Ihala Witiyala	id=g:1243303
Ihala Weeradadana	id=g:1243304
Ihalawewagala	id=g:1243305
Ihala Wewa	id=g:1243306
Ihala Wewa	id=g:1243307
Ihala Wewa	id=g:1243308
Ihala Wewa	id=g:1243309
Ihala Wewa	id=g:1243310
Ihala Wewa	id=g:1243311
Ihala Wewa	id=g:1243312
Ihala Wewa	id=g:1243313
Ihala Wewa	id=g:1243314
Ihala Wewa	id=g:1243315
Ihala Wewa	id=g:1243316
Ihala Wewa	id=g:1243317
Ihala Wewa	id=g:1243318
Ihala Wewa	id=g:1243319
Ihala Wewa	id=g:1243320
Ihala Wewa	id=g:1243321
Ihala Wewa	id=g:1243322
Ihala Wewa	id=g:1243323
Ihalawewa	id=g:1243324
Ihalawewa	id=g:1243325
Ihalawewa	id=g:1243326
Ihalawewa	id=g:1243327
Ihalawewa	id=g:1243328
Ihalawewa	id=g:1243329
Ihalawewa	id=g:1243330
Ihalawewa	id=g:1243331
Ihalawewa	id=g:1243332
Ihalawewa	id=g:1243333
Ihalawewa	id=g:1243334
Ihala Wettewa	id=g:1243335
Ihala Wetiyawa	id=g:1243336
Ihala Weliyawa	id=g:1243337
Ihala Weligepola	id=g:1243338
Ihala Welgama	id=g:1243339
Ihalawela	id=g:1243340
Ihalawela	id=g:1243341
Ihala Watugoda	id=g:1243342
Ihalawatte Wewa	id=g:1243343
Ihalawatteralagewewa	id=g:1243344
Ihala Wattegama Wewa	id=g:1243345
Ihala Watawana Wewa	id=g:1243346
Ihala Walpola	id=g:1243347
Ihala Walpola	id=g:1243348
Ihala Walpaluwa	id=g:1243349
Ihala Walawachchiya	id=g:1243350
Ihala Walahena	id=g:1243351
Ihala Walahapitiya	id=g:1243352
Ihala Wakkunuwela	id=g:1243353
Ihalaulpotha Wewa	id=g:1243354
Ihala Ulpota	id=g:1243355
Ihala Udapola	id=g:1243356
Ihala Tutti Kulam	id=g:1243357
Ihala Timbiriyawa	id=g:1243358
Ihala Timbiriwewa	id=g:1243359
Ihala Timbirigaswewa	id=g:1243360
Ihala Taranagollewa	id=g:1243361
Ihala Tammennagama	id=g:1243362
Ihala Tammannewa Wewa	id=g:1243363
Ihala Tammannewa	id=g:1243364
Ihala Tammannewa	id=g:1243365
Ihala Tammanna	id=g:1243366
Ihala Tammanewa	id=g:1243367
Ihala Tambagalla	id=g:1243368
Ihala Talgasagara	id=g:1243369
Ihala Talawa	id=g:1243370
Ihala Talangedara	id=g:1243371
Ihala Talambuwa	id=g:1243372
Ihala Talakolawewa	id=g:1243373
Ihala Siyambalewa	id=g:1243374
Ihala Siyambala Wewa	id=g:1243375
Ihala Sengak Kulam	id=g:1243376
Ihala Sandanankulama	id=g:1243377
Ihala Rukmale	id=g:1243378
Ihala Ranorewa	id=g:1243379
Ihala Rambewa	id=g:1243380
Ihala Rambewa	id=g:1243381
Ihala Ramaba Wewa	id=g:1243382
Ihala Radawa	id=g:1243383
Ihala Punchchikulama	id=g:1243384
Ihala Puliyankulama	id=g:1243385
Ihala Puliyankulama	id=g:1243386
Ihalapotana	id=g:1243387
Ihala Potana	id=g:1243388
Ihala Pohorabawa	id=g:1243389
Ihala Pidivilla	id=g:1243390
Ihala Pewuwewa	id=g:1243391
Ihala Pannawa	id=g:1243392
Ihalapanangala	id=g:1243393
Ihala Palugollewa	id=g:1243394
Ihala Palugas Wewa	id=g:1243395
Ihala Palugaswewa	id=g:1243396
Ihala Pallewela	id=g:1243397
Ihala Palamugedara	id=g:1243398
Ihala Oyamaduwa Wewa	id=g:1243399
Ihala Ottukulama	id=g:1243400
Ihala Omatta	id=g:1243401
Ihala Olugollewa	id=g:1243402
Ihala Olidaluwa	id=g:1243403
Ihala Ogadapola	id=g:1243404
Ihalaobada	id=g:1243405
Ihala Nochchikulama	id=g:1243406
Ihala Nittewa	id=g:1243407
Ihala Nettipolagama	id=g:1243408
Ihala Nettipola	id=g:1243409
Ihala Nelibewa	id=g:1243410
Ihala Neboda	id=g:1243411
Ihala Nawadankulama Wewa	id=g:1243412
Ihala Naragala	id=g:1243413
Ihala Nanneriya	id=g:1243414
Ihala Namada Wewa	id=g:1243415
Ihala Nakolagamuwa	id=g:1243416
Ihala Mullikandalama Wewa	id=g:1243417
Ihalamulla	id=g:1243418
Ihalamulla	id=g:1243419
Ihala Molaelipitiya	id=g:1243420
Ihala Mohottawa	id=g:1243421
Ihalamillawa	id=g:1243422
Ihala Meegaswewa	id=g:1243423
Ihala Medagoda	id=g:1243424
Ihala Medagama	id=g:1243425
Ihalamedagama	id=g:1243426
Ihala Mawathagama	id=g:1243427
Ihala Mawatawewa	id=g:1243428
Ihala Maragahawewa	id=g:1243429
Ihala Mandurankuliya Wewa	id=g:1243430
Ihala Mandalana	id=g:1243431
Ihala Mandakendana	id=g:1243432
Ihala Malattawa	id=g:1243433
Ihala Malagane	id=g:1243434
Ihala Mahawewa	id=g:1243435
Ihala Mahawewa	id=g:1243436
Ihala Maha Pillinnawa Wewa	id=g:1243437
Ihalamadawala	id=g:1243438
Ihala Lolanwewa	id=g:1243439
Ihala Labbala	id=g:1243440
Ihala Kurundu Wewa	id=g:1243441
Ihala Kurundankulama Wewa	id=g:1243442
Ihala Kumbuk Wewa	id=g:1243443
Ihala Kumbukwewa	id=g:1243444
Ihala Kumbukwewa	id=g:1243445
Ihalakubukgallawa Wewa	id=g:1243446
Ihala Kumbukgollewa	id=g:1243447
Ihala Kulugama	id=g:1243448
Ihala Kudewa	id=g:1243449
Ihala Kuda Pillinnawa Wewa	id=g:1243450
Ihala Kudapattiya	id=g:1243451
Ihala Kudagama	id=g:1243452
Ihala Kudaela Wewa	id=g:1243453
Ihalakotuwella Ela	id=g:1243454
Ihalakotte	id=g:1243455
Ihala Kottaramulla	id=g:1243456
Ihala Kotiyawa	id=g:1243457
Ihala Kotalakemiyawa	id=g:1243458
Ihala Koswadiya	id=g:1243459
Ihala Kon Wewa	id=g:1243460
Ihala Konwewa	id=g:1243461
Ihala Konwewa	id=g:1243462
Ihala Kongaswewa	id=g:1243463
Ihala Kongasdigiliya Wewa	id=g:1243464
Ihala Kolongaswewa	id=g:1243465
Ihalakolaeliya	id=g:1243466
Ihala Kitulhitiyawa	id=g:1243467
Ihala Kiriulla Ela	id=g:1243468
Ihala Kirimetiyawa Wewa	id=g:1243469
Ihala Kiniyama	id=g:1243470
Ihalakinipitiya	id=g:1243471
Ihala Ketigana Ela	id=g:1243472
Ihala Kelegama	id=g:1243473
Ihala Keembiya	id=g:1243474
Ihala Keditokkuwa	id=g:1243475
Ihala Kebilitte Wewa	id=g:1243476
Ihala Kayinattama	id=g:1243477
Ihala Katuneriya	id=g:1243478
Ihala Katukeliyawa Wewa	id=g:1243479
Ihala Karauwewa	id=g:1243480
Ihala Karannagoda	id=g:1243481
Ihala Karambewa	id=g:1243482
Ihala Karambe	id=g:1243483
Ihala Karambankulama	id=g:1243484
Ihala Kanogama	id=g:1243485
Ihala Kanhidigama	id=g:1243486
Ihalakande	id=g:1243487
Ihalakanda Wewa	id=g:1243488
Ihalakanda	id=g:1243489
Ihala Kalugala	id=g:1243490
Ihala Kalpe Wewa	id=g:1243491
Ihala Kalankuttiya	id=g:1243492
Ihala Kalalpitiya	id=g:1243493
Ihala Kagama	id=g:1243494
Ihala Kadigamuwa	id=g:1243495
Ihala Kadadeke Wewa	id=g:1243496
Ihalajul Wewa	id=g:1243497
Ihala Inguruwatta	id=g:1243498
Ihala Indigaspotana	id=g:1243499
Ihala Imbulgoda	id=g:1243500
Ihala Hunugama	id=g:1243501
Ihala Hiripannawa	id=g:1243502
Ihala Hinukwewa	id=g:1243503
Ihala Hinpannawa	id=g:1243504
Ihala Hinguruwewa	id=g:1243505
Ihala Hewessa	id=g:1243506
Ihala Hattiniya	id=g:1243507
Ihala Hapitiyewa Wewa	id=g:1243508
Ihala Hammillewa	id=g:1243509
Ihala Hammillewa	id=g:1243510
Ihala Hammillewa	id=g:1243511
Ihala Hammillewa	id=g:1243512
Ihala Hammillagala Wewa	id=g:1243513
Ihala Hamillakulama	id=g:1243514
Ihala Halmillakotuwa	id=g:1243515
Ihala Hakgamuwa	id=g:1243516
Ihala Habarawatta	id=g:1243517
Ihalaguruwela	id=g:1243518
Ihalagomarayankadawala Wewa	id=g:1243519
Ihala Gokarella	id=g:1243520
Ihalagoda	id=g:1243521
Ihalagoda	id=g:1243522
Ihalagoda	id=g:1243523
Ihalagoda	id=g:1243524
Ihalagoda	id=g:1243525
Ihalagoda	id=g:1243526
Ihalagoda	id=g:1243527
Ihala Getalewa	id=g:1243528
Ihala Getalewa	id=g:1243529
Ihalagas Wewa	id=g:1243530
Ihala Ganegama	id=g:1243531
Ihalagama Wewa	id=g:1243532
Ihalagama Wewa	id=g:1243533
Ihalagama Wewa	id=g:1243534
Ihalagama Wewa	id=g:1243535
Ihalagama Wewa	id=g:1243536
Ihalagama Wewa	id=g:1243537
Ihalagama Wewa	id=g:1243538
Ihalagama Wewa	id=g:1243539
Ihalagama Wewa	id=g:1243540
Niyangama	id=g:1243541
Ihalagama Demala	id=g:1243542
Ihalagama	id=g:1243543
Ihalagama	id=g:1243544
Ihalagama Junction	id=g:1243545
Ihalagama	id=g:1243546
Ihalagama	id=g:1243547
Ihalagama	id=g:1243548
Ihalagama	id=g:1243549
Ihalagama	id=g:1243550
Ihalagama	id=g:1243551
Ihalagama	id=g:1243552
Ihalagama	id=g:1243553
Ihalagama	id=g:1243554
Ihalagama	id=g:1243555
Ihalagama	id=g:1243556
Ihalagama	id=g:1243557
Ihalagama	id=g:1243558
Ihalagama	id=g:1243559
Ihalagama	id=g:1243560
Ihalagama	id=g:1243561
Ihalagama	id=g:1243562
Ihalagama	id=g:1243563
Ihalagama	id=g:1243564
Ihalagama	id=g:1243565
Ihalagama	id=g:1243566
Ihalagama	id=g:1243567
Ihalagama	id=g:1243568
Ihalagama	id=g:1243569
Ihalagama	id=g:1243570
Karandawa Ihalagama	id=g:1243571
Reddagoda Ihalagama	id=g:1243572
Ihalagama	id=g:1243573
Ihala Galwaduwagama	id=g:1243574
Ihala Galkulama	id=g:1243575
Ihala Galkandegama	id=g:1243576
Ihala Galgiriyagama Wewa	id=g:1243577
Galawewa	id=g:1243578
Ihala Galatanwewa	id=g:1243579
Ihala Galatabendiwewa	id=g:1243580
Ihala Galapita Wewa	id=g:1243581
Ihalagalagama	id=g:1243582
Ihala Erawulla Paranagama	id=g:1243583
Ihala Ennaruwa	id=g:1243584
Ihala Embogama	id=g:1243585
Ihala Ellewewa	id=g:1243586
Ihala Elikimbulagala	id=g:1243587
Ihala Elapath Wewa	id=g:1243588
Ihala Elampola	id=g:1243589
Ihala Diulwewa	id=g:1243590
Ihala Dilla	id=g:1243591
Ihala Dikwewa	id=g:1243592
Ihaladiggala	id=g:1243593
Diganegama Wewa	id=g:1243594
Ihala Digane	id=g:1243595
Ihala Dayigala	id=g:1243596
Ihala Dampelessa	id=g:1243597
Ihala Buruthaketiya Wewa	id=g:1243598
Ihala Bulnewa Wewa	id=g:1243599
Ihala Bulnewa	id=g:1243600
Ihala Bulnewa	id=g:1243601
Ihalabukendayaya	id=g:1243602
Ihala Bujjamuwa	id=g:1243603
Ihala Beligama Wewa	id=g:1243604
Ihala Beligalla	id=g:1243605
Ihala Beligalla	id=g:1243606
Ihala Batawalagama	id=g:1243607
Ihala Balagahayaya	id=g:1243608
Ihala Baladora	id=g:1243609
Ihala Bakmeewewa	id=g:1243610
Ihala Bakmigahaulpota	id=g:1243611
Ihala Bakmigahaulpota	id=g:1243612
Ihala Bacalawa Wewa	id=g:1243613
Ihala Aturaliya	id=g:1243614
Ihala Attangane	id=g:1243615
Ihala Aralugahawewa	id=g:1243616
Ihala Angunachchiya	id=g:1243617
Ihala Anduketiyawa	id=g:1243618
Ihala Andara Wewa	id=g:1243619
Ihala Andaradigiliya Wewa	id=g:1243620
Ihala Amunukole	id=g:1243621
Ihala Ambatale	id=g:1243622
Ihala Ambale	id=g:1243623
Ihala Amanakkattuwa	id=g:1243624
Ihala Alutwewa	id=g:1243625
Ihala Alawwagama	id=g:1243626
Ihala Alawatta	id=g:1243627
Ihala Agarauda	id=g:1243628
Ihakula Wewa	id=g:1243629
Ihakolagama	id=g:1243630
Ihagama	id=g:1243631
Igalkanda	id=g:1243632
Igala	id=g:1243633
Idulgashena	id=g:1243634
Idiulunda Moddai	id=g:1243635
Idiriyagala	id=g:1243636
Idikadapelessa	id=g:1243637
Iddawala	id=g:1243638
Iddapola Oya	id=g:1243639
Iddapola	id=g:1243640
Iddamalpitiye Wewa	id=g:1243641
Iddamalpitiya	id=g:1243642
Iddamalgoda	id=g:1243643
Iddagoda	id=g:1243644
Iddagoda	id=g:1243645
Idantota	id=g:1243646
Idanoluwawatta Wewa	id=g:1243647
Idangoda	id=g:1243648
Idangoda	id=g:1243649
Idangapola	id=g:1243650
Idangapola	id=g:1243651
Idangama	id=g:1243652
Idandukita	id=g:1243653
Idampitiya	id=g:1243654
Idampitiya	id=g:1243655
Idamelle	id=g:1243656
Idamelanda	id=g:1243657
Idamegama	id=g:1243658
Idamegama	id=g:1243659
Idamegama	id=g:1243660
Idamegama	id=g:1243661
Idamegama	id=g:1243662
Idamegama	id=g:1243663
Idamegama	id=g:1243664
Idambowa	id=g:1243665
Idallewa	id=g:1243666
Idalgashinna	id=g:1243667
Idaivan Kulam	id=g:1243668
Idaikkurichchi	id=g:1243669
Idaikkadu	id=g:1243670
Idaikkadu	id=g:1243671
Ichinaveli Kulam	id=g:1243672
Ichelin Kulam	id=g:1243673
Ichchilampattai	id=g:1243674
Ichchantivu	id=g:1243675
Ichchankulama Wewa	id=g:1243676
Ichchankulama	id=g:1243677
Ichchankulama	id=g:1243678
Ichchankulama	id=g:1243679
Ichchankulam	id=g:1243680
Ichchankadu Kulam	id=g:1243681
Ichchankadu	id=g:1243682
Ichchamunai	id=g:1243683
Ichchampitiya	id=g:1243684
Ichankadu Kulama	id=g:1243685
Ibrayankulam	id=g:1243686
Ibbike Wewa	id=g:1243687
Ibbige Wewa	id=g:1243688
Ibbawela	id=g:1243689
Ibbawala	id=g:1243690
Ibbawala	id=g:1243691
Ibbannewile Wewa	id=g:1243692
Ibbanella	id=g:1243693
Ibbagamuwa	id=g:1243694
Hythe	id=g:1243695
Hineford	id=g:1243696
Hyderabad Estate	id=g:1243697
Hutigama Wewa	id=g:1243698
Hurulu Wewa	id=g:1243699
Hurulugala	id=g:1243700
Hurulu Forest Reserve	id=g:1243701
Hurullegama	id=g:1243702
Huruggomuwa	id=g:1243703
Hurstpierpoint	id=g:1243704
Hurungamuwagama	id=g:1243705
Hureemaluwa	id=g:1243706
Hurikaduwe Madige	id=g:1243707
Hurikaduwa	id=g:1243708
Hurigaswewa	id=g:1243709
Hurigaswewa	id=g:1243710
Hurigama	id=g:1243711
Hureewewa	id=g:1243712
Hureemaluwa	id=g:1243713
Huratgamuwa	id=g:1243714
Huratgama Wewa	id=g:1243715
Hunuwilagama	id=g:1243716
Hunuwila	id=g:1243717
Hunuwila	id=g:1243718
Hunuwel Ganga	id=g:1243719
Hunuwala South	id=g:1243720
Hunuwala North	id=g:1243721
Hunuwala	id=g:1243722
Hunupolayagama	id=g:1243723
Hunupolakanda	id=g:1243724
Hanupolagedara	id=g:1243725
Hunupolagedara	id=g:1243726
Hunupolagama	id=g:1243727
Hunupola	id=g:1243728
Hunupola	id=g:1243729
Hunupitiya	id=g:1243730
Hunupalogama	id=g:1243731
Hunumulla	id=g:1243732
Hunukumbura	id=g:1243733
Hunukumbura	id=g:1243734
Hunuketella	id=g:1243735
Hunuketawala	id=g:1243736
Hunuketa Ela	id=g:1243737
Hunukete	id=g:1243738
Hunukandana	id=g:1243739
Hunugoda	id=g:1243740
Hunugalpitiya	id=g:1243741
Hunugallewa Wewa	id=g:1243742
Hunugallewa	id=g:1243743
Hunugalla Wewa	id=g:1243744
Hunugalla	id=g:1243745
Hunugalla	id=g:1243746
Hunuange Imbulkotadeniya	id=g:1243747
Hunuange Bogaskumburegammedda	id=g:1243748
Hunts Estate	id=g:1243749
Hunnasgiriya	id=g:1243750
Hunnan Oya	id=g:1243751
Hunnakumbura	id=g:1243752
Hunnaggama	id=g:1243753
Hunnadeniya	id=g:1243754
Hunkele	id=g:1243755
Hungawila	id=g:1243756
Hungawila	id=g:1243757
Hungantota Wadumulla	id=g:1243758
Hungantota	id=g:1243759
Hungangoda	id=g:1243760
Hungampola	id=g:1243761
Hungampola	id=g:1243762
Hungamala Ela	id=g:1243763
Hungama	id=g:1243764
Hungama	id=g:1243765
Hungama	id=g:1243766
Hundirapola	id=g:1243767
Hundirapola	id=g:1243768
Hunnelembuwa	id=g:1243769
Hunagahala Ela	id=g:1243770
Humpitakanda	id=g:1243771
Humpita	id=g:1243772
Humbuluwa	id=g:1243773
Humbas Wewa	id=g:1243774
Humbaswalana	id=g:1243775
Humbaswalana	id=g:1243776
Humbasmaluwa	id=g:1243777
Humbasmaluwa	id=g:1243778
Humbasgamuwa Wewa	id=g:1243779
Humbahamada	id=g:1243780
Humbahathibbawewa	id=g:1243781
Halukiri Dola	id=g:1243782
Hulu Ganga	id=g:1243783
Huluganga	id=g:1243784
Huluganga	id=g:1243785
Hulugalla	id=g:1243786
Hulowatta	id=g:1243787
Hulogedara	id=g:1243788
Hulawa Wewa	id=g:1243789
Hulawatta	id=g:1243790
Hulawaligoda	id=g:1243791
Hulawa	id=g:1243792
Hulawa	id=g:1243793
Hulannuge	id=g:1243794
Hulannarakawala	id=g:1243795
Hulannarakada	id=g:1243796
Hulankanda	id=g:1243797
Hulangamuwa	id=g:1243798
Hulangomuwa	id=g:1243799
Hulanduwa Ganga	id=g:1243800
Hulandoruwa	id=g:1243801
Hulandawa Oya	id=g:1243802
Hulandawa	id=g:1243803
Hulandawa	id=g:1243804
Hulandawa	id=g:1243805
Hulandara Wewa	id=g:1243806
Hulanda Oya	id=g:1243807
Huladduwa	id=g:1243808
Huladdukanda	id=g:1243809
Hugoland	id=g:1243810
Huduhumpola	id=g:1243811
Huduhakurukanda	id=g:1243812
Hudaliya Wewa	id=g:1243813
Hudaliyawa	id=g:1243814
Hudaliyagama	id=g:1243815
Hubutiyawa	id=g:1243816
Hubathgamuwa	id=g:1243817
Howpe	id=g:1243818
Hawpe	id=g:1243819
Houpe	id=g:1243820
Hotabariyawa	id=g:1243821
Horuwila	id=g:1243822
Horunduwa	id=g:1243823
Horunbindapu Wewa	id=g:1243824
Horton Plains	id=g:1243825
Horton Plains	id=g:1243826
Horowutibbawewa	id=g:1243827
Horowupotana	id=g:1243828
Horow Ela	id=g:1243829
Horouwewa	id=g:1243830
Horombuwagama	id=g:1243831
Horombuwa	id=g:1243832
Horambuwa	id=g:1243833
Horombugama	id=g:1243834
Horombugama	id=g:1243835
Horambawa	id=g:1243836
Hornsey	id=g:1243837
Horiwila	id=g:1243838
Horiwila	id=g:1243839
Horivila Oya	id=g:1243840
Horigalwatta	id=g:1243841
Horewela	id=g:1243842
Horetuduwa	id=g:1243843
Horetuduwa	id=g:1243844
Horaw Wewa	id=g:1243845
Horawinna	id=g:1243846
Horawinna	id=g:1243847
Horawala	id=g:1243848
Horawala	id=g:1243849
Horawala	id=g:1243850
Horawadunna	id=g:1243851
Horawadunna	id=g:1243852
Horatota	id=g:1243853
Horatepola	id=g:1243854
Horatapola	id=g:1243855
Horatalgoda	id=g:1243856
Horapola	id=g:1243857
Horape	id=g:1243858
Horapawita	id=g:1243859
Horanpella	id=g:1243860
Horangalla	id=g:1243861
Horangala	id=g:1243862
Horan Ela	id=g:1243863
Horanekarayage Wewa	id=g:1243864
Horanekarakanda	id=g:1243865
Horanakande	id=g:1243866
Horana South	id=g:1243867
Horamune	id=g:1243868
Horamulla	id=g:1243869
Horamula	id=g:1243870
Horambuwa	id=g:1243871
Horaketiya	id=g:1243872
Horakele	id=g:1243873
Horakele	id=g:1243874
Horakele	id=g:1243875
Horekelle	id=g:1243876
Horakele	id=g:1243877
Horakandawila	id=g:1243878
Horakagodakanda	id=g:1243879
Horakada	id=g:1243880
Horakada	id=g:1243881
Horahinella	id=g:1243882
Horahena	id=g:1243883
Horahena	id=g:1243884
Horagune	id=g:1243885
Horagonne	id=g:1243886
Horagolla	id=g:1243887
Horagolla	id=g:1243888
Horagolla	id=g:1243889
Horagolla	id=g:1243890
Horagoda	id=g:1243891
Horagoda	id=g:1243892
Horagoda	id=g:1243893
Horagewatta	id=g:1243894
Horagasmulla	id=g:1243895
Horagasmulla	id=g:1243896
Horagaslanda	id=g:1243897
Horagasagare	id=g:1243898
Horagasagare	id=g:1243899
Horagampitiya	id=g:1243900
Horagalla	id=g:1243901
Horagala New	id=g:1243902
Horagala	id=g:1243903
Horagala	id=g:1243904
Horagalla	id=g:1243905
Horagahawatta	id=g:1243906
Horagahapitiya	id=g:1243907
Horagahalanda	id=g:1243908
Horadugoda	id=g:1243909
Horadoruwa	id=g:1243910
Horabora Wewa	id=g:1243911
Horabora	id=g:1243912
Horabokka	id=g:1243913
Hopitigala	id=g:1243914
Hopewell	id=g:1243915
Hopewell	id=g:1243916
Hopewell	id=g:1243917
Hopeland	id=g:1243918
Hope	id=g:1243919
Hope	id=g:1243920
Hoonocotua	id=g:1243921
Hoods Tower	id=g:1243922
Honnantara	id=g:1243923
Honduwa	id=g:1243924
Honduwa	id=g:1243925
Hondella	id=g:1243926
Hondelakanda	id=g:1243927
Honda Wewa	id=g:1243928
Hondawelpokuna Divul Wewa	id=g:1243929
Hondawelpokuna	id=g:1243930
Hombawa Estate	id=g:1243931
Hombawa	id=g:1243932
Hometagama	id=g:1243933
Homapola	id=g:1243934
Homagama	id=g:1243935
Homagama	id=g:1243936
Homa Dola	id=g:1243937
Homadola	id=g:1243938
Holuwagoda Ela	id=g:1243939
Holuwagoda	id=g:1243940
Holton	id=g:1243941
Holombuwa	id=g:1243942
Holmwood	id=g:1243943
Hollingbourne	id=g:1243944
Holipitiya	id=g:1243945
Holike	id=g:1243946
Holbrook	id=g:1243947
Holambalewa	id=g:1243948
Holagamuwa	id=g:1243949
Hokandara South	id=g:1243950
Hokandara North	id=g:1243951
