Mulligan Creek	id=g:5128141
North Chemung	id=g:5128983
North Chili	id=g:5128984
North Chittenango	id=g:5128985
North Chuctanunda Creek	id=g:5128986
North Brother Island	id=g:5128987
North Church Corner	id=g:5128988
North Cinder Island	id=g:5128989
North Clove	id=g:5128990
North Clymer	id=g:5128991
North Cohocton	id=g:5128992
North Colborne Island	id=g:5128993
North Coleman Road School	id=g:5128994
North Colesville	id=g:5128995
North Collins	id=g:5128996
Town of North Collins	id=g:5128997
North Columbia	id=g:5128998
North Colwell Pond	id=g:5128999
North Constantia	id=g:5129000
North Corners	id=g:5129001
North Country Community College	id=g:5129002
North Country Golf Club	id=g:5129003
North Country Road School	id=g:5129004
North Country School	id=g:5129005
North Country School	id=g:5129006
North Cove Yacht Harbor	id=g:5129007
North Crawford Island	id=g:5129008
North Creek	id=g:5129009
North Church	id=g:5129010
North Creek	id=g:5129011
North Creek	id=g:5129012
North Creek	id=g:5129013
North Creek	id=g:5129014
North Creek	id=g:5129015
North Creek Reservoir	id=g:5129016
North Croghan Crossing	id=g:5129017
North Cuba	id=g:5129018
North Cuba Cemetery	id=g:5129019
Town of North Dansville	id=g:5129020
North Dock	id=g:5129021
North Dome	id=g:5129022
North Dumpling	id=g:5129023
North East Junction	id=g:5129024
North East Post Office	id=g:5129025
Town of North East	id=g:5129026
North Easton	id=g:5129027
North Edmeston	id=g:5129028
North Elba	id=g:5129029
North Elba Cemetery	id=g:5129030
Town of North Elba	id=g:5129031
North End Cemetery	id=g:5129032
North End Light	id=g:5129033
North Evans	id=g:5129034
North Evans Cemetery	id=g:5129035
North Fair Haven	id=g:5129036
North Fenton	id=g:5129037
North Forest Acres	id=g:5129038
North Forest Junior High School	id=g:5129039
North Fork Boquet River	id=g:5129040
North Croghan	id=g:5129041
North Fork Jaycox Creek	id=g:5129042
North Fork Country Club	id=g:5129043
North Franklin	id=g:5129044
North Frenchman Creek	id=g:5129045
North Frankfort	id=g:5129046
North Gainesville	id=g:5129047
North Galway	id=g:5129048
North Garnerville Elementary School	id=g:5129049
North Gates	id=g:5129050
North German Town Reach	id=g:5129051
North Germantown	id=g:5129052
North Gouverneur	id=g:5129053
North Gouverneur Cemetery	id=g:5129054
North Gouverneur Church	id=g:5129055
North Granville	id=g:5129056
North Great River	id=g:5129057
North Greece	id=g:5129058
North Green Sedge	id=g:5129059
North Greenbush School	id=g:5129060
Town of North Greenbush	id=g:5129061
North Greenfield	id=g:5129062
North Greenwich	id=g:5129063
North Guilford Corners	id=g:5129064
North Gully	id=g:5129065
North Gage	id=g:5129066
North Gully	id=g:5129067
North Hall	id=g:5129068
North Hamlin	id=g:5129069
North Hammond	id=g:5129070
North Hannibal	id=g:5129071
North Harmony	id=g:5129072
North Harmony Church	id=g:5129073
Town of North Harmony	id=g:5129074
North Harpersfield	id=g:5129075
North Hartland	id=g:5129076
North Haven	id=g:5129077
North Haven Peninsula	id=g:5129078
North Hebron	id=g:5129079
North Hempstead Country Club	id=g:5129080
Town of North Hempstead	id=g:5129081
North High School	id=g:5129082
Valley Stream North High School	id=g:5129083
North High School	id=g:5129084
North Highland	id=g:5129085
North Highland Cemetery	id=g:5129086
North Hill	id=g:5129087
North Hill	id=g:5129088
North Hill	id=g:5129089
North Hill	id=g:5129090
North Hill	id=g:5129091
North Hill School	id=g:5129092
North Hills	id=g:5129093
North Hills Country Club	id=g:5129094
North Hillsdale	id=g:5129095
North Hollow	id=g:5129096
North Hamden School (historical)	id=g:5129097
North Hornell	id=g:5129098
North Hornell School	id=g:5129099
North Huckleberry Island	id=g:5129100
North Hudson	id=g:5129101
North Hudson Cemetery	id=g:5129102
Town of North Hudson	id=g:5129103
North Huron	id=g:5129104
North Ilion	id=g:5129105
North Inlet	id=g:5129106
North Jasper Cemetery	id=g:5129107
North Java	id=g:5129108
North Java Station	id=g:5129109
North Jay	id=g:5129110
North Jay Cemetery	id=g:5129111
North Junior High School	id=g:5129112
Lynbrook North Middle School	id=g:5129113
North Junior High School	id=g:5129114
North Kortright	id=g:5129115
North Lake	id=g:5129116
North Lake	id=g:5129117
North Lake	id=g:5129118
North Landing	id=g:5129119
North Lansing	id=g:5129120
North Lansing Cemetery	id=g:5129121
North Lawrence	id=g:5129122
North Ledge	id=g:5129123
North Lexington	id=g:5129124
North Lindenhurst	id=g:5129125
North Line Island	id=g:5129126
North Loon Lake Church	id=g:5129127
North Lynbrook	id=g:5129128
North Macedon	id=g:5129129
North Main Street School	id=g:5129130
North Manlius	id=g:5129131
North Manursing Island	id=g:5129132
North Marbletown Church	id=g:5129133
North Massapequa	id=g:5129134
North McMillan Creek	id=g:5129135
North Hoosick	id=g:5129136
North Meadow	id=g:5129137
North Meadow Brook	id=g:5129138
North Meadow	id=g:5129139
North Medical Center	id=g:5129140
North Merrick	id=g:5129141
North Milton	id=g:5129142
North Milton Cemetery	id=g:5129143
North Mountain	id=g:5129144
North Nassau	id=g:5129145
North New Hope School	id=g:5129146
North New Hyde Park	id=g:5129147
North Norwich	id=g:5129148
Town of North Norwich	id=g:5129149
North Notch	id=g:5129150
North Olean	id=g:5129151
North Olean Yards	id=g:5129152
North Osceola	id=g:5129153
North Otto Cemetery	id=g:5129154
North Park	id=g:5129155
North Park Junior High School	id=g:5129156
North Patchogue	id=g:5129157
North Pelham	id=g:5129158
North Pembroke	id=g:5129159
North Pembroke Cemetery	id=g:5129160
North Peters Kill	id=g:5129161
North Meadow Island	id=g:5129162
North Pharsalia	id=g:5129163
North Pitcher	id=g:5129164
North Pitcher Cemetery	id=g:5129165
North Point	id=g:5129166
North Point	id=g:5129167
North Pole	id=g:5129168
North Pole	id=g:5129169
North Pond	id=g:5129170
North Pond	id=g:5129171
North Pond	id=g:5129172
North Pond	id=g:5129173
North Pond	id=g:5129174
North Pond	id=g:5129175
North Pond	id=g:5129176
North Pond	id=g:5129177
North Pond	id=g:5129178
North Pond	id=g:5129179
North Pond	id=g:5129180
North Pond	id=g:5129181
North Pond	id=g:5129182
North Pond	id=g:5129183
North Pond	id=g:5129184
North Pond	id=g:5129185
North Pond Flowgrounds	id=g:5129186
North Petersburg	id=g:5129187
North Race	id=g:5129188
North Reading	id=g:5129189
North Ridge	id=g:5129190
North Ridge Cemetery	id=g:5129191
North Ridge Primary School	id=g:5129192
North Ridgeway	id=g:5129193
North River	id=g:5129194
North River Mountains	id=g:5129195
North Rose	id=g:5129196
North Roslyn School	id=g:5129197
North Rush	id=g:5129198
North Russell	id=g:5129199
North Russell Cemetery	id=g:5129200
North Salem	id=g:5129201
North Salem Central High School - Middle School	id=g:5129202
North Salem Post Office	id=g:5129203
Town of North Salem	id=g:5129204
North Sanford	id=g:5129205
North Schodack	id=g:5129206
Harold D Fayette School	id=g:5129207
North Elementary School	id=g:5129208
North Scriba	id=g:5129209
North Sea	id=g:5129210
North Sea Cemetery	id=g:5129211
North Sea Harbor	id=g:5129212
North Settlement	id=g:5129213
North Settlement Cemetery	id=g:5129214
North Settlement Cemetery	id=g:5129215
North Shelby Cemetery	id=g:5129216
North Sheldon	id=g:5129217
North Shelter Creek	id=g:5129218
North Port Byron	id=g:5129219
North Shore Beach	id=g:5129220
North Shore Country Club	id=g:5129221
North Shore High School	id=g:5129222
North Shore University Hospital at Manhasset	id=g:5129223
North Shore Middle School	id=g:5129224
North Shore University Hospital Heliport	id=g:5129225
North Side Board of Trade Building (historical)	id=g:5129226
North Side Light	id=g:5129227
North Side School	id=g:5129228
North Side School	id=g:5129229
North Side School	id=g:5129230
North Side School	id=g:5129231
North Spencer	id=g:5129232
North Staatsburg Creek	id=g:5129233
North Shore	id=g:5129234
North Station Yonkers Post Office	id=g:5129235
North Stephentown	id=g:5129236
North Sterling	id=g:5129237
North Steuben Church	id=g:5129238
North Stockholm	id=g:5129239
North Street Road Cemetery	id=g:5129240
North Street School	id=g:5129241
North Syracuse	id=g:5129242
North Syracuse Interchange	id=g:5129243
North Thurston	id=g:5129244
North Tonawanda	id=g:5129245
City of North Tonawanda	id=g:5129246
North Urbana	id=g:5129247
North Valley Stream	id=g:5129248
North Van Etten Church	id=g:5129249
North Victory	id=g:5129250
North Village Green	id=g:5129251
North Vly	id=g:5129252
North Star Spring	id=g:5129253
North Wantagh	id=g:5129254
North Watertown Cemetery	id=g:5129255
North Waverly	id=g:5129256
North Weedsport	id=g:5129257
North West Bay	id=g:5129258
North Western	id=g:5129259
North White Plains	id=g:5129260
North White Plains Station	id=g:5129261
North Wilmurt	id=g:5129262
North Wilna	id=g:5129263
North Windsor Cemetery	id=g:5129264
North Winfield	id=g:5129265
North Winfield Creek	id=g:5129266
North Volney	id=g:5129267
North Wolcott Cemetery	id=g:5129268
North Woodmere	id=g:5129269
North Yonkers Boys Club	id=g:5129270
Northamption Church	id=g:5129271
Northampton	id=g:5129272
Northampton Beach Campsite	id=g:5129273
Northampton Park	id=g:5129274
Town of Northampton	id=g:5129275
Northeast	id=g:5129276
Northeast Branch	id=g:5129277
North Wolcott	id=g:5129278
Northeast Park	id=g:5129279
Northeast School	id=g:5129280
Northeast Elementary School	id=g:5129281
Northeast School	id=g:5129282
Northedge School	id=g:5129283
Northern Dispensary (historical)	id=g:5129284
Northern Parkway Elementary School	id=g:5129285
Northern Westchester Hospital Center	id=g:5129286
Northfield	id=g:5129287
Northgate Shopping Center	id=g:5129288
Northminster Church	id=g:5129289
Northport	id=g:5129290
Northport Basin	id=g:5129291
Northport Bay	id=g:5129292
Northport Harbor	id=g:5129293
Northport High School	id=g:5129294
Northport Middle School	id=g:5129295
Northport Rural Cemetery	id=g:5129296
Northport Veterans Hospital	id=g:5129297
Northrup Corners	id=g:5129298
Northrup Creek	id=g:5129299
Northeast Center	id=g:5129300
Northrup Street Cemetery	id=g:5129301
Northrup Street School (historical)	id=g:5129302
Northrups Corners	id=g:5129303
Northside Church	id=g:5129304
Northside Junior High School	id=g:5129305
Northside Reservoir	id=g:5129306
Northside School	id=g:5129307
Northside Elementary School	id=g:5129308
Northtown Plaza Shopping Center	id=g:5129309
Northumberland	id=g:5129310
Town of Northumberland	id=g:5129311
Northup Cemetery	id=g:5129312
Northville	id=g:5129313
Northville	id=g:5129314
Northville Lake Placid Trail	id=g:5129315
Northville Reservoir	id=g:5129316
Northway Airport	id=g:5129317
Northway Plaza Shopping Center	id=g:5129318
Northwest Bay	id=g:5129319
Northwest Bay Brook	id=g:5129320
Northrup Lake	id=g:5129321
Northwest Corners	id=g:5129322
Northwest Creek	id=g:5129323
Northwest Bluff	id=g:5129324
Northwest Harbor	id=g:5129325
Northwest Landing	id=g:5129326
Northwest Park	id=g:5129327
Northwest Point	id=g:5129328
Northwest Elementary School	id=g:5129329
Northwest School	id=g:5129330
Northwest Waterbird Seaplane Base	id=g:5129331
Northwest Woods	id=g:5129332
Northwood	id=g:5129333
Northwood School	id=g:5129334
Northwoods Club	id=g:5129335
Norton Basin	id=g:5129336
Norton Brook	id=g:5129337
Northwest Harbor	id=g:5129338
Norton Cemetery	id=g:5129339
Norton Cemetery	id=g:5129340
Norton Cemetery	id=g:5129341
Norton Hill	id=g:5129342
Norton Hollow	id=g:5129343
Norton Cemetery	id=g:5129344
Norton Point	id=g:5129345
Norton Point	id=g:5129346
Norton Summit	id=g:5129347
Nortons Corners	id=g:5129348
Nortons Switch	id=g:5129349
Norway	id=g:5129350
Norway Island	id=g:5129351
Norway Island	id=g:5129352
Norway Island	id=g:5129353
Norway Point	id=g:5129354
Norway Ridge	id=g:5129355
Norway Ridge Cemetery	id=g:5129356
Norway Ridge School (historical)	id=g:5129357
Town of Norway	id=g:5129358
Norwich	id=g:5129359
Norwich Cemetery	id=g:5129360
Norwich Corners	id=g:5129361
City of Norwich	id=g:5129362
Town of Norwich	id=g:5129363
Norwood	id=g:5129364
Norwood Avenue Elementary School	id=g:5129365
Norwood Church	id=g:5129366
Norwood Lake	id=g:5129367
Norwood Road School	id=g:5129368
Norwood School	id=g:5129369
Norwood-Norfolk School	id=g:5129370
Nose Hill	id=g:5129371
Noseville	id=g:5129372
Nosreka Lake	id=g:5129373
Noster Kill	id=g:5129374
Norton Peak	id=g:5129375
Notch Hollow	id=g:5129376
Notch Lake	id=g:5129377
The Notch	id=g:5129378
The Notch	id=g:5129379
Notre Dame Cemetery	id=g:5129380
Notre Dame Cemetery	id=g:5129381
Saint John's University Staten Island Campus	id=g:5129382
Notre Dame Hall	id=g:5129383
Notre Dame High School	id=g:5129384
Notre Dame School	id=g:5129385
Holy Family School	id=g:5129386
Notre Dame School	id=g:5129387
Nott Terrace High School	id=g:5129388
Nottingham Estates	id=g:5129389
Nottingham High School	id=g:5129390
Nova Scotia Bar	id=g:5129391
Novitiate	id=g:5129392
Nowadaga Creek	id=g:5129393
Notch Mountain	id=g:5129394
Noyack	id=g:5129395
Noyack Bay	id=g:5129396
Noyack Creek	id=g:5129397
Noyack Radio Tower	id=g:5129398
Nubble	id=g:5129399
Nubia	id=g:5129400
Number 19 Mountain	id=g:5129401
Number 2 Shaft	id=g:5129402
Number 3 Shaft	id=g:5129403
Number 7 School	id=g:5129404
Number Eight Hill	id=g:5129405
Number Eight Mountain	id=g:5129406
Number Five Brook	id=g:5129407
Noxon	id=g:5129408
Number Nine Brook	id=g:5129409
Number Four	id=g:5129410
Number Nine Pond	id=g:5129411
Island Number Nine	id=g:5129412
Number One	id=g:5129413
Number One Hundred and Eight Mountain	id=g:5129414
Number Seven Hill	id=g:5129415
Number Seven Mountain	id=g:5129416
Number Six Brook	id=g:5129417
Number Nine Mountain	id=g:5129418
Number Ten Hollow	id=g:5129419
Number Six Hill	id=g:5129420
Number Twentysix Brook	id=g:5129421
Number Twentysix Mountain	id=g:5129422
Nums Marsh	id=g:5129423
Nun-Dakeh-Et Airfield	id=g:5129424
Nunda	id=g:5129425
Nunda Reservoir	id=g:5129426
Nunda Rod and Gun Club	id=g:5129427
Town of Nunda	id=g:5129428
Nunnery Point	id=g:5129429
Nute Cemetery	id=g:5129430
Nutt Brook	id=g:5129431
Nums Channel	id=g:5129432
Nyack	id=g:5129433
Nyack Boys School	id=g:5129434
Nyack College	id=g:5129435
Nye Mountain	id=g:5129436
O E School	id=g:5129437
O K Slip Brook	id=g:5129438
Nutten Hook	id=g:5129439
O'Brien Brook	id=g:5129440
O K Slip Pond	id=g:5129441
O'Connell Brook	id=g:5129442
O'Brien Corners	id=g:5129443
O'Connell Brook	id=g:5129444
Margaret J O'Donnell Public School	id=g:5129445
O'Hara High School	id=g:5129446
Bishop O'Hern High School (historical)	id=g:5129447
O'Keefe Mountain	id=g:5129448
O'Keefe Pond	id=g:5129449
O'Malley Brook	id=g:5129450
O'Hara Corners	id=g:5129451
O'Neil Point	id=g:5129452
O'Neill Cemetery	id=g:5129453
Francis J O'Neill School	id=g:5129454
O'Riley Airport	id=g:5129455
O'Toole Cemetery	id=g:5129456
O-co-nee Lake	id=g:5129457
OCHD Radio Tower (Ticonderoga)	id=g:5129458
Oahu Island	id=g:5129459
Oak	id=g:5129460
Oak Beach	id=g:5129461
Oak Creek	id=g:5129462
O'Neil Flow	id=g:5129463
Oak Glen Cemetery	id=g:5129464
Oak Grove Cemetery	id=g:5129465
Oak Grove Cemetery	id=g:5129466
Oak Hill	id=g:5129467
Oak Hill	id=g:5129468
Oak Hill	id=g:5129469
Oak Hill	id=g:5129470
Oak Hill	id=g:5129471
Oak Hill	id=g:5129472
Oak Hill	id=g:5129473
Oak Hill	id=g:5129474
Oak Hill	id=g:5129475
Oak Hill	id=g:5129476
Oak Hill	id=g:5129477
Oak Hill	id=g:5129478
Oak Hill	id=g:5129479
Oak Hill	id=g:5129480
Oak Hill	id=g:5129481
Oak Hill	id=g:5129482
Oak Hill	id=g:5129483
Oak Hill	id=g:5129484
Oak Hill	id=g:5129485
Oak Hill	id=g:5129486
Oak Hill	id=g:5129487
Oak Hill	id=g:5129488
Oak Hill Cemetery	id=g:5129489
Oak Hill Cemetery	id=g:5129490
Oak Hill Cemetery	id=g:5129491
Oak Hill Cemetery	id=g:5129492
Oak Hill Cemetery	id=g:5129493
Oak Hill Cemetery	id=g:5129494
Oak Hill Cemetery	id=g:5129495
Oak Hill Cemetery	id=g:5129496
Oak Hill Church	id=g:5129497
Oak Hill Church	id=g:5129498
Oak Hill Country Club	id=g:5129499
Oak Hill Landing	id=g:5129500
Oak Hill Park	id=g:5129501
Fitzhugh Park Public School	id=g:5129502
Oak Island	id=g:5129503
Oak Island	id=g:5129504
Oak Island	id=g:5129505
Oak Island Channel	id=g:5129506
Oak Lawn Cemetery	id=g:5129507
Oak Mountain	id=g:5129508
Oak Mountain	id=g:5129509
Oak Neck Beach	id=g:5129510
Oak Neck Creek	id=g:5129511
Oak Neck Point	id=g:5129512
Oak Orchard	id=g:5129513
Oak Orchard	id=g:5129514
Oak Orchard Beach	id=g:5129515
Oak Orchard Cemetery	id=g:5129516
Oak Orchard Creek	id=g:5129517
Oak Orchard Creek State Game Refuge	id=g:5129518
Oak Orchard Marina	id=g:5129519
Oak Orchard Swamp	id=g:5129520
Oak Orchard Yacht Club	id=g:5129521
Oak Point	id=g:5129522
Oak Point	id=g:5129523
Oak Point	id=g:5129524
Oak Point	id=g:5129525
Oak Point Shoal	id=g:5129526
Oak Point Yard	id=g:5129527
Oak Ridge	id=g:5129528
Oak Ridge	id=g:5129529
Oak Ridge	id=g:5129530
Oak Ridge	id=g:5129531
Oak Ridge Airport	id=g:5129532
Oak Ridge Cemetery	id=g:5129533
Oak Ridge Cemetery	id=g:5129534
Oak Ridge Cemetery	id=g:5129535
Oak Street Elementary School	id=g:5129536
Oak Street School	id=g:5129537
Oak Tree Falls	id=g:5129538
Oakbrook	id=g:5129539
Oakdale	id=g:5129540
Oakdale	id=g:5129541
Oakes	id=g:5129542
Oakes Hill	id=g:5129543
Oakfield	id=g:5129544
Oakfield	id=g:5129545
Oakfield Cemetery	id=g:5129546
Oakfield Rod and Gun Club	id=g:5129547
Town of Oakfield	id=g:5129548
Oakfield-Alabama Cemetery	id=g:5129549
Oakland	id=g:5129550
Oakland Avenue School	id=g:5129551
Oakland Beach	id=g:5129552
Oakland Cemetery	id=g:5129553
Oakland Cemetery	id=g:5129554
Oakland Cemetery	id=g:5129555
Oakland Gardens	id=g:5129556
Oakland Lake	id=g:5129557
Oakland Valley	id=g:5129558
Oaklawn Cemetery	id=g:5129559
Oaklawn Cemetery	id=g:5129560
Oakley Corners	id=g:5129561
Oakley Corners State Forest	id=g:5129562
Oaks Corners	id=g:5129563
Oaks Creek	id=g:5129564
Oak Drive School	id=g:5129565
Oaksville	id=g:5129566
Oakvale	id=g:5129567
Oak View Cemetery	id=g:5129568
Oakview School	id=g:5129569
Oakville	id=g:5129570
Oakwood	id=g:5129571
Oakwood	id=g:5129572
Oakwood Beach	id=g:5129573
Oakwood Beach	id=g:5129574
Oakwood Cemetery	id=g:5129575
Oakwood Cemetery	id=g:5129576
Oakwood Cemetery	id=g:5129577
Oakwood Cemetery	id=g:5129578
Oakwood Cemetery	id=g:5129579
Oakwood Cemetery	id=g:5129580
Oakwood Cemetery	id=g:5129581
Oakwood Cemetery	id=g:5129582
Oakwood Cemetery	id=g:5129583
Oakwood Methodist Church	id=g:5129584
Oakwood Heights Station	id=g:5129585
Oakwood School	id=g:5129586
Oakwood Primary Center	id=g:5129587
Oatka	id=g:5129588
Oatka Cemetery	id=g:5129589
Oatka Creek	id=g:5129590
Oakside Elementary School	id=g:5129591
Obernburg	id=g:5129592
Obes Glen	id=g:5129593
Oatka Creek Park	id=g:5129594
Observatory Hill	id=g:5129595
Occanum	id=g:5129596
Occanum Creek	id=g:5129597
Obi	id=g:5129598
Ocean Bay Park	id=g:5129599
Ocean Beach	id=g:5129600
Ocean Point	id=g:5129601
Ocean View Cemetery	id=g:5129602
Oceanside	id=g:5129603
Oceola Lake	id=g:5129604
Oceola Lake	id=g:5129605
Ochre Pond	id=g:5129606
Ockawamick Central School	id=g:5129607
Ockerman Brook	id=g:5129608
Ocean Avenue School	id=g:5129609
Oclare Swamp	id=g:5129610
Ocquionis Creek	id=g:5129611
Oclare Mountain	id=g:5129612
Odell	id=g:5129613
Odell Hill	id=g:5129614
Odell Islands	id=g:5129615
Odell Lake	id=g:5129616
Odessa	id=g:5129617
Oertle Field	id=g:5129618
Ogden Center	id=g:5129619
Ogden Church	id=g:5129620
Ogden Island	id=g:5129621
Ogden Island Range Lights	id=g:5129622
Ogden Pond	id=g:5129623
Ogden Elementary School	id=g:5129624
Town of Ogden	id=g:5129625
Ogdensburg	id=g:5129626
Ogdensburg Bridge and Port Authority Marine Terminal	id=g:5129627
