Quebrada La Julia	id=g:3781369
Peña de Fonte	id=g:3782195
Cerro Peña de Las Ciervas	id=g:3782196
Peña de Tunjaque	id=g:3782197
Loma Peña de Zuncho	id=g:3782198
Alto Peña Negra	id=g:3782199
Alto de Peña Negra	id=g:3782200
Cuchilla Peña Negra	id=g:3782201
Loma Peña Negra	id=g:3782202
Cuchilla de Peñablanca	id=g:3782203
Lomas Peñas de Siecha	id=g:3782204
Perico	id=g:3782205
Quebrada Pericos	id=g:3782206
Quebrada Pichonera	id=g:3782207
Quebrada Pichonera	id=g:3782208
Quebrada Piedra Gorda	id=g:3782209
Quebrada Piedras Blancas	id=g:3782210
Cuchilla de Pionono	id=g:3782211
Plan de Chirivital	id=g:3782212
Quebrada Playas	id=g:3782213
Quebrada Playón	id=g:3782214
Quebrada Plumareña	id=g:3782215
Quebrada Portero	id=g:3782216
Porto Bello	id=g:3782217
Potosí	id=g:3782218
Potrerito	id=g:3782219
Potrero Grande	id=g:3782220
Hacienda Primavera	id=g:3782221
Quebrada Puente Piedra	id=g:3782222
Cerro del Purgatorio	id=g:3782223
Quebrada Purgatorio	id=g:3782224
Quichal	id=g:3782225
Cuchilla de Quichal	id=g:3782226
Quimbita	id=g:3782227
Quebrada Quinal	id=g:3782228
Quebrada Quineria	id=g:3782229
Quebrada del Raízal	id=g:3782230
Quebrada Ranchería	id=g:3782231
Club Naval Refugugio Armada	id=g:3782232
Alto Rico	id=g:3782233
Rincón Abajo	id=g:3782234
Ríonegro	id=g:3782235
Robayo	id=g:3782236
Cuchilla Romeral	id=g:3782237
Río Rucio	id=g:3782238
Quebrada Sagomoso	id=g:3782239
Cuchilla de Saladero	id=g:3782240
Salgado	id=g:3782241
Río Salinero	id=g:3782242
Quebrada Salitre	id=g:3782243
Quebrada Salitre	id=g:3782244
Quebrada del Salitre	id=g:3782245
Alto Salto	id=g:3782246
Quebrada San Andrés	id=g:3782247
Páramo San Antonio	id=g:3782248
Quebrada San Antonio	id=g:3782249
San Bartolomé	id=g:3782250
San Benito	id=g:3782251
Hacienda San Bernardo	id=g:3782252
San Blas	id=g:3782253
San Carlos	id=g:3782254
Quebrada San Cayetano	id=g:3782255
San Diego	id=g:3782256
Quebrada San Félix	id=g:3782257
Cuchilla San Fernando	id=g:3782258
San Francisco	id=g:3782259
Lomas San Francisco	id=g:3782260
San Gabriel	id=g:3782261
San Gabriel	id=g:3782262
San Gregorio	id=g:3782263
San Ignacio	id=g:3782264
Quebrada San Isido	id=g:3782265
San Isidro	id=g:3782266
San Isidro	id=g:3782267
Lomas de San Isidro	id=g:3782268
San Jacinto	id=g:3782269
San Jerónimo	id=g:3782270
Quebrada San Jerónimo	id=g:3782271
San José	id=g:3782272
San José	id=g:3782273
San José	id=g:3782274
San José	id=g:3782275
San José de Guavio	id=g:3782276
San José del Palmar	id=g:3782277
Cuchilla San José	id=g:3782278
Quebrada San José	id=g:3782279
Quebrada San José	id=g:3782280
San Juan	id=g:3782281
Loma de San Juan	id=g:3782282
Quebrada de San Juan	id=g:3782283
Quebrada San Lorenzo	id=g:3782284
San Luis	id=g:3782285
San Luis	id=g:3782286
San Luis	id=g:3782287
San Luis	id=g:3782288
San Luis	id=g:3782289
San Marcos	id=g:3782290
San Martín	id=g:3782291
Quebrada San Martín	id=g:3782292
San Pablo	id=g:3782293
San Pedro	id=g:3782294
San Pedro	id=g:3782295
San Pedro	id=g:3782296
Quebrada San Pedro	id=g:3782297
San Rafael	id=g:3782298
San Rafael	id=g:3782299
San Roque	id=g:3782300
San Roque	id=g:3782301
San Roque	id=g:3782302
Páramo San Salvador	id=g:3782303
San Vicente	id=g:3782304
Santa Ana	id=g:3782305
Santa Ana	id=g:3782306
Alto Santa Ana	id=g:3782307
Santa Bárbara	id=g:3782308
Quebrada Santa Bárbara	id=g:3782309
Quebrada de Santa Bárbara	id=g:3782310
Río Santa Bárbara	id=g:3782311
Lomas de Santa Cruz	id=g:3782312
Quebrada Santa Cruz	id=g:3782313
Santa Elena	id=g:3782314
Santa Elena	id=g:3782315
Quebrada Santa Ercilia	id=g:3782316
Santa Inés	id=g:3782317
Quebrada Santa Inés	id=g:3782318
Santa Isabel	id=g:3782319
Santa Lucía	id=g:3782320
Santa María	id=g:3782321
Santa Rosa	id=g:3782322
Santa Rosa	id=g:3782323
Hacienda Santa Rosa	id=g:3782324
Santa Teresa	id=g:3782325
Santa Teresita	id=g:3782326
Santuario	id=g:3782327
Cuchilla Santuario	id=g:3782328
Saque	id=g:3782329
Hacienda Saque	id=g:3782330
Quebrada Sarvalosa	id=g:3782331
Granja Sebastopol	id=g:3782332
Laguna Seca	id=g:3782333
Quebrada Seca	id=g:3782334
Caño Seco	id=g:3782335
Siberia	id=g:3782336
Cuchilla Siberia	id=g:3782337
Siecha	id=g:3782338
Laguna Siecha	id=g:3782339
Río Siecha	id=g:3782340
Río Siecha	id=g:3782341
Cuchilla Sietecuezal	id=g:3782342
Silverja Rendón	id=g:3782343
Quebrada Sinaí	id=g:3782344
Río Sisga	id=g:3782345
Quebrada Soacha	id=g:3782346
Quebrada de Socha	id=g:3782347
Sochaquira Abajo	id=g:3782348
Sochaquira Arriba	id=g:3782349
Quebrada Sochaquira	id=g:3782350
Lomas de Soche	id=g:3782351
Solaque	id=g:3782352
Solaque	id=g:3782353
Cerro de Sopó	id=g:3782354
Río Sueva	id=g:3782355
Quebrada Súnuba	id=g:3782356
Pantano Tabito	id=g:3782357
Hacienda Taboina	id=g:3782358
Tasajeras	id=g:3782359
Alto Tasajeras	id=g:3782360
Cuchilla Tasajeras	id=g:3782361
Quebrada Tencha	id=g:3782362
Quebrada Tencua	id=g:3782363
Tencuabajo	id=g:3782364
Terama	id=g:3782365
Quebrada Terama	id=g:3782366
Termópilas	id=g:3782367
Teusacá	id=g:3782368
Río Teusacá	id=g:3782369
Cerro Tibitó	id=g:3782370
Hacienda Tibito	id=g:3782371
Represa Tibitó	id=g:3782372
Tierra Negra	id=g:3782373
Timbalá	id=g:3782374
Quebrada Tiusa	id=g:3782375
Tres Esquinas	id=g:3782376
Cerro Tres Puntas	id=g:3782377
Tubalá	id=g:3782378
Cerro Tunjaque	id=g:3782379
Quebrada Tunjaque	id=g:3782380
Río Tunjo	id=g:3782381
Cuchilla de Ubalá	id=g:3782382
Laguna de Ubaque	id=g:3782383
Ucuatoque	id=g:3782384
Quebrada del Uval	id=g:3782385
Valle	id=g:3782386
Valle Deptal	id=g:3782387
Valparaíso	id=g:3782388
Cuchilla Ventanas	id=g:3782389
Veracruz	id=g:3782390
Vereda Boquerón de Los Salitres	id=g:3782391
Vereda Canavita	id=g:3782392
Vereda Centro Alto	id=g:3782393
Vereda Chaleche	id=g:3782394
Vereda Corales	id=g:3782395
Vereda El Chuscal	id=g:3782396
Vereda El Hatillo	id=g:3782397
Vereda El Palmar	id=g:3782398
Vereda El Porvenir	id=g:3782399
Vereda El Salitre	id=g:3782400
Vereda El Valle de Jesús	id=g:3782401
Vereda Esmeraldas	id=g:3782402
Vereda Gabriel	id=g:3782403
Vereda La Carpintera	id=g:3782404
Vereda La Compañía	id=g:3782405
Vereda La Esmeralda	id=g:3782406
Vereda La Fuente	id=g:3782407
Vereda La Trinidad	id=g:3782408
Vereda La Violeta	id=g:3782409
Vereda Los Tendidos	id=g:3782410
Vereda Los Volcanes	id=g:3782411
Vereda Mariano Ospina	id=g:3782412
Vereda Marquez	id=g:3782413
Vereda Pastoro Ispina	id=g:3782414
Vereda Plan El Frailejón	id=g:3782415
Vereda Potreritos	id=g:3782416
Vereda Potrero Largo	id=g:3782417
Vereda Pueblo Viejo	id=g:3782418
Vereda Puebloviejo	id=g:3782419
Vereda Región El Valle	id=g:3782420
Vereda Salitre	id=g:3782421
Vereda San José	id=g:3782422
Vereda San José de La Concepción	id=g:3782423
Vereda San Roque	id=g:3782424
Vereda Santa Helena	id=g:3782425
Vereda Santa Isabel	id=g:3782426
Vereda Santa Lucía	id=g:3782427
Vereda Santuario	id=g:3782428
Vereda Tomine de Santa Bárbara	id=g:3782429
Verganza	id=g:3782430
Villa Diana	id=g:3782431
Vista Hermosa	id=g:3782432
Vitilia	id=g:3782433
Volcán	id=g:3782434
Yonama	id=g:3782435
Zamora	id=g:3782436
Río Zaque	id=g:3782437
Quebrada La Puerquera	id=g:3782438
San Joaquín	id=g:3782439
La Samaría	id=g:3782440
El Retiro	id=g:3782441
Barro Blanco	id=g:3782442
San Jorge	id=g:3782443
Quebrada El Diamante	id=g:3782444
La Esmeralda	id=g:3782445
Quebrada Santa Librado	id=g:3782446
La Laguna	id=g:3782447
Las Brisas	id=g:3782448
Calarma	id=g:3782449
Santuario	id=g:3782450
Loma de Caporal	id=g:3782451
Loma San Jorge	id=g:3782452
Quebrada La Comarca	id=g:3782453
Loma Larga	id=g:3782454
Alto Las Estrellas	id=g:3782455
El Guayabo	id=g:3782456
El Brillante	id=g:3782457
Loma Larga	id=g:3782458
Quebrada Santana	id=g:3782459
Loma El Retiro	id=g:3782460
El Mago	id=g:3782461
Vistahermosa	id=g:3782462
Quebrada El Cajón	id=g:3782463
El Cural	id=g:3782464
Quebrada El Cural	id=g:3782465
Miramar	id=g:3782466
La Aguada	id=g:3782467
Quebrada Pan de Azúcar	id=g:3782468
Quebrada El Guadual	id=g:3782469
Quebrada Santo Domingo	id=g:3782470
Serranía Calarma	id=g:3782471
Serranía Calarma	id=g:3782472
Quebrada Guadualito	id=g:3782473
Quebrada Calabazo	id=g:3782474
Quebrada La Siberia	id=g:3782475
Quebrada Cola	id=g:3782476
Quebrada Santa Rosa	id=g:3782477
Quebrada Calarcá	id=g:3782478
La Cueva	id=g:3782479
Santa Inés	id=g:3782480
Cerro El Pulpito	id=g:3782481
El Roble	id=g:3782482
Cuchilla Santa Cruz	id=g:3782483
Los Tunitos	id=g:3782484
Quebrada Agua Caliente	id=g:3782485
Llano Los Árboles	id=g:3782486
Paujil	id=g:3782487
Mosquitos	id=g:3782488
El Triunfo	id=g:3782489
El Refugio	id=g:3782490
Chiguali	id=g:3782491
Chirca	id=g:3782492
Quebrada Madroñal	id=g:3782493
Quebrada La Palmiraó Estrellas	id=g:3782494
Quebrada El Madrono	id=g:3782495
Quebrada Apa	id=g:3782496
Loma Alto	id=g:3782497
Loma Profunda	id=g:3782498
La López	id=g:3782499
Las Mercedes	id=g:3782500
Quebrada El Mulato	id=g:3782501
Quebrada Los Azucenos	id=g:3782502
Quebrada Grande	id=g:3782503
Tuluní	id=g:3782504
Loma de Irco	id=g:3782505
Loma El Tanque	id=g:3782506
Loma El Guamito	id=g:3782507
El Guamito	id=g:3782508
El Queso	id=g:3782509
Loma Pradera	id=g:3782510
El Palmar	id=g:3782511
La Balsita	id=g:3782512
Quebrada La Colorada	id=g:3782513
Quebrada El Totumo	id=g:3782514
Quebrada La Arenosa	id=g:3782515
Tambillos	id=g:3782516
Cueva de Tununí	id=g:3782517
Buenos Aires	id=g:3782518
Loma de Copete	id=g:3782519
Mesetas de El Espinal	id=g:3782520
Las Cruces	id=g:3782521
El Totumo	id=g:3782522
Cuchilla Copete	id=g:3782523
Quebrada Iguarquito	id=g:3782524
Quebrada Copete	id=g:3782525
Quebrada Icurco	id=g:3782526
Santa Rosa	id=g:3782527
Quebrada Tetuatico	id=g:3782528
Quebrada Tines	id=g:3782529
Cerro de Tetuaco	id=g:3782530
Quebrada Petuaco	id=g:3782531
Loma Gorda	id=g:3782532
Loma de Abejorrales	id=g:3782533
La Granja	id=g:3782534
Las Delícias	id=g:3782535
Granja Agricola	id=g:3782536
Filo San Juan	id=g:3782537
La Villita	id=g:3782538
Quebrada Araca	id=g:3782539
Quebrada Los Cacaos	id=g:3782540
Cerro El Purgatorio	id=g:3782541
La Manga	id=g:3782542
Mamucal	id=g:3782543
La Guaira	id=g:3782544
Cuchilla Calderas	id=g:3782545
El Salado	id=g:3782546
Pensilvania	id=g:3782547
La Sonrisa	id=g:3782548
Alto Los Palmitos	id=g:3782549
Cuchilla Loma Verde	id=g:3782550
Los Cauchos	id=g:3782551
Quebrada El Barro	id=g:3782552
Quebrada Canoitas	id=g:3782553
Las Palmas	id=g:3782554
Filo Las Mesetas	id=g:3782555
Alcayata	id=g:3782556
Ambulu	id=g:3782557
Cuchilla Agua Buena	id=g:3782558
Cerro de Amoya	id=g:3782559
Quebrada Guaco	id=g:3782560
Cerro Aponé	id=g:3782561
Quebrada La Resbalosa	id=g:3782562
Quebrada Chiparco	id=g:3782563
Cerro Ventanas	id=g:3782564
Quebrada La Tabonera	id=g:3782565
Loma Palma Larga	id=g:3782566
Alto Brisalba	id=g:3782567
Amoyá	id=g:3782568
Quebrada Pipini	id=g:3782569
Loma de Pipini	id=g:3782570
Quebrada Tarmarco	id=g:3782571
La Victoria	id=g:3782572
San José	id=g:3782573
Capellania	id=g:3782574
Quebrada Bicarco	id=g:3782575
Quebrada Conservas	id=g:3782576
Quebrada La Mendrosa	id=g:3782577
La Vega	id=g:3782578
El Porvenir	id=g:3782579
Loma El Tablazo	id=g:3782580
Quebrada Onili	id=g:3782581
Filo Malnombre	id=g:3782582
Quebrada Linday	id=g:3782583
Quebrada La Pabla	id=g:3782584
Quebrada Lemaya	id=g:3782585
Loma de Chaca	id=g:3782586
Quebrada Chaca	id=g:3782587
Quebrada Chipalo	id=g:3782588
Quebrada Macute	id=g:3782589
Guayabite	id=g:3782590
Cuchilla Las Guacas	id=g:3782591
Quebrada Tamaní	id=g:3782592
Quebrada Tumbili	id=g:3782593
Tumbili	id=g:3782594
Quebrada Tumbilincito	id=g:3782595
Quebrada Calambre	id=g:3782596
Quebrada Urapa	id=g:3782597
Quebrada Tamaní	id=g:3782598
Quebrada Amablo	id=g:3782599
San Nicolás	id=g:3782600
Mesa de Mimones	id=g:3782601
Chapinero	id=g:3782602
Samaría	id=g:3782603
Loma Peñas Bravas	id=g:3782604
Quebrada Chini	id=g:3782605
Loma Narigón	id=g:3782606
Cuchilla Tigrera	id=g:3782607
Cedrales	id=g:3782608
Hacienda Las Delícias	id=g:3782609
Quebrada Cangreja	id=g:3782610
Loma Verde	id=g:3782611
Corinto	id=g:3782612
Cerro La Campana	id=g:3782613
Alto Sano	id=g:3782614
El Vergel	id=g:3782615
Topacio	id=g:3782616
Quebrada Calarma	id=g:3782617
Río Toy	id=g:3782618
Río Anaba	id=g:3782619
Hacienda Toy	id=g:3782620
Quebrada Tumbili	id=g:3782621
Loma El Tumbili	id=g:3782622
Pilú	id=g:3782623
Loma El Rey	id=g:3782624
La Cueva del Diablo	id=g:3782625
Quebrada Chipaya	id=g:3782626
Río Loany	id=g:3782627
Hacienda Limonales	id=g:3782628
Rincón de Curnico	id=g:3782629
Cerro El Neme	id=g:3782630
Filo Chaca	id=g:3782631
Hacienda Chaca	id=g:3782632
Quebrada Taquima	id=g:3782633
Quebrada Taquimita	id=g:3782634
Quebrada Barbioscuro	id=g:3782635
Hacienda Potosí	id=g:3782636
Peralonso	id=g:3782637
Filo Balsillas	id=g:3782638
Ventaquemada	id=g:3782639
Loma Rucia	id=g:3782640
Filo Nemal	id=g:3782641
Alto El Arenal	id=g:3782642
Quebrada Canala	id=g:3782643
Chipala	id=g:3782644
Quebrada Vivarco	id=g:3782645
Quebrada Guali	id=g:3782646
Balsillas	id=g:3782647
Santa Lucia	id=g:3782648
Quebrada Consuelo	id=g:3782649
Filo de Colegio	id=g:3782650
Quebrada Cocaca	id=g:3782651
San Agustín	id=g:3782652
San Cayetano	id=g:3782653
Loma El Mono	id=g:3782654
Tamarindo	id=g:3782655
El Coco	id=g:3782656
Filo Meche	id=g:3782657
Quebrada Coya	id=g:3782658
Quebrada Lemaya	id=g:3782659
Cerro Gordo	id=g:3782660
Loma Lemaya	id=g:3782661
Loma El Diamante	id=g:3782662
Loma de Pensilvania	id=g:3782663
Filo El Tambor	id=g:3782664
Alto El Venado	id=g:3782665
Quebrada Chinday	id=g:3782666
Quebrada El Chocho	id=g:3782667
El Hobo	id=g:3782668
Quebrada Rincón Santo	id=g:3782669
Balsillas	id=g:3782670
Loma Las Mercedes	id=g:3782671
Quebrada El Chochito	id=g:3782672
Cuchilla Canoas	id=g:3782673
El Diamante	id=g:3782674
Loma La Ovehera	id=g:3782675
Alto La Pizarra	id=g:3782676
Quebrada Yacó	id=g:3782677
Loma La Rueda	id=g:3782678
La Melana	id=g:3782679
Loma Buenos Aires	id=g:3782680
Quebrada Buenos Aires	id=g:3782681
Loma La Chivera	id=g:3782682
Loma Chicala	id=g:3782683
La Ilusión	id=g:3782684
Quebrada El Fical	id=g:3782685
Loma La Troja	id=g:3782686
Loma El Rodeo	id=g:3782687
Hacienda Las Brisas	id=g:3782688
Quebrada Nataroco	id=g:3782689
Hacienda La Concepción	id=g:3782690
Alto La María	id=g:3782691
Loma El Madroño	id=g:3782692
Quebrada Chimborazo	id=g:3782693
Cuchilla de Managrande	id=g:3782694
Quebrada El Niple	id=g:3782695
Loma El Calabazo	id=g:3782696
Loma Santo Domingo	id=g:3782697
Quebrada Socorco	id=g:3782698
Alto Librillos	id=g:3782699
Loma Totarco	id=g:3782700
Quebrada Tatarco	id=g:3782701
Totarco	id=g:3782702
Loma El Tigre	id=g:3782703
El Carmen	id=g:3782704
Quebrada Pocharco	id=g:3782705
Cerro Hilarco	id=g:3782706
Loma Agua Fría	id=g:3782707
Quebrada La Honda	id=g:3782708
Amayarco	id=g:3782709
Las Margaritas	id=g:3782710
Media Luna	id=g:3782711
Planadas	id=g:3782712
Ventorina	id=g:3782713
Quebrada Aico	id=g:3782714
Doyaré Centro	id=g:3782715
El Palmar	id=g:3782716
San Nicolás	id=g:3782717
Cerro La Ovehera	id=g:3782718
Palermo	id=g:3782719
Quebrada Tua	id=g:3782720
Quebrada Guavio	id=g:3782721
Confrerias	id=g:3782722
Arroyuelo	id=g:3782723
Adelaide	id=g:3782724
Quebrada Nicuro	id=g:3782725
Los Colorados	id=g:3782726
Aceituno	id=g:3782727
Quebrada Cauca	id=g:3782728
Hacienda América	id=g:3782729
Hacienda El Porvenir	id=g:3782730
Loma La Moneda	id=g:3782731
Loma Pan de Azúcar	id=g:3782732
Vereda Chiquinima	id=g:3782733
Batería Santa Rosa	id=g:3782734
Cuchilla Castañal	id=g:3782735
Filo La Mohana	id=g:3782736
Quebrada Chimachi	id=g:3782737
Loma Larga	id=g:3782738
Quebrada Palmarrosa	id=g:3782739
Quebrada Chica	id=g:3782740
Filo Gavilan	id=g:3782741
Quebrada Calara	id=g:3782742
Guadalajara	id=g:3782743
Hato de Iglesia	id=g:3782744
Santana	id=g:3782745
Quebrada Chinguala	id=g:3782746
Sábanas del Palmar	id=g:3782747
Quebrada La Arenosa	id=g:3782748
Quebrada Malnombre	id=g:3782749
Quebrada Dindal	id=g:3782750
Río Saldaña	id=g:3782751
Gibraltar	id=g:3782752
Quebrada Papagalá	id=g:3782753
Río Doyaré	id=g:3782754
Santa Marta	id=g:3782755
Jabalcón	id=g:3782756
Río Chenche	id=g:3782757
Hacienda El Carmen	id=g:3782758
La Curva	id=g:3782759
Hacienda San Nicolás	id=g:3782760
Hacienda Buenavista	id=g:3782761
Mixta Coya	id=g:3782762
Angostura	id=g:3782763
Los Cámbulos	id=g:3782764
Hacienda Tamarindo	id=g:3782765
Los Guayabos	id=g:3782766
El Socorro	id=g:3782767
Chicala	id=g:3782768
Quebrada La Arenosa	id=g:3782769
Quebrada El Balso	id=g:3782770
Quebrada Diosuno	id=g:3782771
Cascabel	id=g:3782772
Mixta de Anonales	id=g:3782773
Quebrada Aguada	id=g:3782774
Iguasal	id=g:3782775
El Porvenir	id=g:3782776
Hato Viejo	id=g:3782777
Quebrada Hilarco	id=g:3782778
Hacienda Limones	id=g:3782779
Quebrada Media Luna	id=g:3782780
Quebrada Zaragoza	id=g:3782781
San Miguel	id=g:3782782
Lusitania	id=g:3782783
Mal Abrigo	id=g:3782784
Nueva Esperanza	id=g:3782785
Quebrada Calochal	id=g:3782786
Mesa de San Juan	id=g:3782787
Las Casetas	id=g:3782788
Loma Matalo	id=g:3782789
Mesa de San Juan	id=g:3782790
Hacienda La Reforma	id=g:3782791
La Florida	id=g:3782792
Quebrada Hilaquito	id=g:3782793
Hacienda El Agrado	id=g:3782794
Hilarco Chili	id=g:3782795
Tamarindo	id=g:3782796
El Rosario	id=g:3782797
Las Delícias	id=g:3782798
El Caribe	id=g:3782799
Los Mangos	id=g:3782800
Hilarco Guayaquíl	id=g:3782801
Guayaquíl	id=g:3782802
Río Magdalena	id=g:3782803
La Cabaña	id=g:3782804
Quebrada Ambeima	id=g:3782805
Acevedo y Gómez	id=g:3782806
El Floral	id=g:3782807
Hacienda Arizona	id=g:3782808
La Quinta	id=g:3782809
Hacienda Rojuna	id=g:3782810
Hacienda Alta Gracia	id=g:3782811
Quebrada Baqueta	id=g:3782812
Quebrada Balocá	id=g:3782813
Quebrada Balocacito	id=g:3782814
Hacienda San Jorge	id=g:3782815
Loma Chaparrosa	id=g:3782816
Hacienda El Vaticano	id=g:3782817
Loma Mojarra	id=g:3782818
Quebrada Damas	id=g:3782819
Santo Domingo	id=g:3782820
Quebrada Tamirco	id=g:3782821
Quebrada Calarena	id=g:3782822
Quebrada de Pocharco	id=g:3782823
Cerro La Chaparrosa	id=g:3782824
Los Planes	id=g:3782825
Quebrada de Damas	id=g:3782826
Los Olivos	id=g:3782827
Mirador	id=g:3782828
Quebrada Nanurco	id=g:3782829
Hacienda El Jaspe	id=g:3782830
Isla Los Ángeles	id=g:3782831
Peñas Negras	id=g:3782832
La Providencia	id=g:3782833
Loma Guasimal	id=g:3782834
Paso de la Barca	id=g:3782835
El Jardín	id=g:3782836
Hacienda Flor de Té	id=g:3782837
Quebrada Bateas	id=g:3782838
Loma de Babedero	id=g:3782839
Quebrada Tiurco	id=g:3782840
Isla Tambor	id=g:3782841
Hacienda Guzmanunca	id=g:3782842
El Reposo	id=g:3782843
Quebrada Guadualeja	id=g:3782844
Quebrada Calapio	id=g:3782845
Loma Jaspe	id=g:3782846
Crucita	id=g:3782847
Hacienda Uterco	id=g:3782848
Quebrada Patiarco	id=g:3782849
Quebrada El Cajón	id=g:3782850
Cerro La Cenizoza	id=g:3782851
Hacienda Cabreruna	id=g:3782852
Quebrada Chaquirco	id=g:3782853
Quebrada San Miguel	id=g:3782854
Loma de Laguna	id=g:3782855
Adriene Morano	id=g:3782856
Quebrada Agua Blanca	id=g:3782857
Aguas Lindas	id=g:3782858
Almorzadero	id=g:3782859
Loma Alto Cáceres	id=g:3782860
Zanjón Amarillo	id=g:3782861
Antonio Nariño	id=g:3782862
Quebrada Antonio	id=g:3782863
Loma Aranjuez	id=g:3782864
Quebrada Azul	id=g:3782865
Río Azul	id=g:3782866
Alto Bacor	id=g:3782867
Ballesteros	id=g:3782868
Bella Vista	id=g:3782869
Bella Vista	id=g:3782870
Beltran	id=g:3782871
Betún	id=g:3782872
Quebrada Betún	id=g:3782873
Bitaco	id=g:3782874
Bochiquila	id=g:3782875
Quebrada Bolívar	id=g:3782876
Bomba de Agua	id=g:3782877
Buenos Aires	id=g:3782878
Quebrada Buenos Aires	id=g:3782879
Zanjón Burriga	id=g:3782880
Loma Calabaza	id=g:3782881
Quebrada Calabazas	id=g:3782882
Calabazo	id=g:3782883
Campamento Alcazar	id=g:3782884
Campamento Valparaiso	id=g:3782885
Campoalegre	id=g:3782886
Candelo	id=g:3782887
Caney	id=g:3782888
Capilla de Carmen	id=g:3782889
Capilla del Socorro	id=g:3782890
Ciénaga del Carro	id=g:3782891
Loma Casa de Paja	id=g:3782892
Quebrada Casalda	id=g:3782893
Cascajero	id=g:3782894
Cascajero	id=g:3782895
Cerro Cesteadero	id=g:3782896
Lago Chillicotte	id=g:3782897
Río Chiquito	id=g:3782898
Loma Cobrada	id=g:3782899
Quebrada Colomor	id=g:3782900
Contente	id=g:3782901
Río Cuanco	id=g:3782902
Cuayabal	id=g:3782903
Cuchipa	id=g:3782904
Río Culebras	id=g:3782905
Diadema	id=g:3782906
El Aguacate	id=g:3782907
Ciénaga El Azuceno	id=g:3782908
Ciénaga El Bolvera	id=g:3782909
El Brillante	id=g:3782910
Quebrada El Cano	id=g:3782911
El Carmen	id=g:3782912
El Carmen	id=g:3782913
El Catre	id=g:3782914
Ciénaga El Cauca	id=g:3782915
Ciénaga El Cementerio	id=g:3782916
Quebrada El Chino	id=g:3782917
El Cidro	id=g:3782918
El Claro	id=g:3782919
El Faro	id=g:3782920
Alto El Faro	id=g:3782921
El Fósforo	id=g:3782922
Quebrada El Gallinazo	id=g:3782923
Loma El Gran Alto	id=g:3782924
Loma El Hospital	id=g:3782925
El Libano	id=g:3782926
El Palmar	id=g:3782927
El Pital	id=g:3782928
El Porvenir	id=g:3782929
El Porvenir	id=g:3782930
El Puerto	id=g:3782931
El Raicero	id=g:3782932
El Recuerdo	id=g:3782933
El Refugio	id=g:3782934
Quebrada El Rey	id=g:3782935
Quebrada El Rubio	id=g:3782936
Alto El Salado	id=g:3782937
El Silencio	id=g:3782938
Alto El Tablazo	id=g:3782939
El Tiber	id=g:3782940
Quebrada El Tortugo	id=g:3782941
El Vergel	id=g:3782942
Escondido	id=g:3782943
Galpón	id=g:3782944
Grecia	id=g:3782945
Guacos	id=g:3782946
Guare	id=g:3782947
Guasimal	id=g:3782948
Quebrada Guavinera	id=g:3782949
Hato Viejo	id=g:3782950
Ingenio La Manuelita	id=g:3782951
Zanjón Juan R	id=g:3782952
Quebrada La Beina	id=g:3782953
La Bohemia	id=g:3782954
La Camelia	id=g:3782955
La Carmela	id=g:3782956
La Carmine	id=g:3782957
La Cascada	id=g:3782958
Loma La Cascada	id=g:3782959
La Cornelia	id=g:3782960
La Esperanza	id=g:3782961
La Esperanza	id=g:3782962
La Esperanza	id=g:3782963
Quebrada La Esperanza	id=g:3782964
La Estralla	id=g:3782965
La Gloria	id=g:3782966
La Glorieta	id=g:3782967
La Gorgona	id=g:3782968
La Luisa	id=g:3782969
La Luisa	id=g:3782970
La Luisa	id=g:3782971
La Maria	id=g:3782972
