Malmunj	id=g:1468082
Shaylah-ye Kahmardī	id=g:1470966
Kharah-ye Butashah	id=g:1470967
Jar-e Talowhā	id=g:1470968
Jar-e Katah Chashmah	id=g:1470969
Jar-e Khāzah	id=g:1470970
Jar-e Khwājah	id=g:1470971
Kōh-e Jilting	id=g:1470972
Jar-e Kulār	id=g:1470973
Pushtah-ye Kulār	id=g:1470974
Kōh-e Tagāwnah	id=g:1470975
Shaylah-ye Kōrtkhānah	id=g:1470976
Jar-e Sūr-Moghul	id=g:1470977
Jar-e Darband-e Safayd	id=g:1470978
Rōd-e Kānsī	id=g:1470979
Jar-e Ispisang	id=g:1470980
Kōh-e Ispisang	id=g:1470981
Jar-e Pyanmordeh	id=g:1470982
Jar-e Rakhneh-ye Sefīd	id=g:1470983
Jar-e Galabuṟḏagi	id=g:1470984
Jīow	id=g:1470985
Tēl-e Āghābāy	id=g:1470986
Jar-e Deh-e Yalah	id=g:1470987
Jar-e Khirs Khānah	id=g:1470988
Jar-e Daregak	id=g:1470989
Jar-e Dōtā’ī	id=g:1470990
Jar-e Gardanah-ye- Kāhū	id=g:1470991
Jar-e Gāw Murdah	id=g:1470992
Rōbah Khūnak	id=g:1470993
Jar-e Durmak	id=g:1470994
Jar-e Pulow Surkh	id=g:1470995
Chashmah-ye Ighir	id=g:1470996
Chashmah-ye Paysh Bandī	id=g:1470997
Gardanah-ye Gulbānah	id=g:1470998
Pushtah-ye Ţālib	id=g:1470999
Khūlah-ye Qashqah	id=g:1471000
Kōh-e ‘Ālinjāy	id=g:1471001
Jar-e Kaj	id=g:1471002
Jar-e Bakht	id=g:1471003
Pushtah-ye Yakah Bayd	id=g:1471004
Jar-e Sīāh Darah	id=g:1471005
Jar-e Qabristān	id=g:1471006
Jar-e Pul-e Amn	id=g:1471007
Kōh-e Bandarak	id=g:1471008
Jar-e Kalah-ye Khar	id=g:1471009
Jar-e Durusht	id=g:1471010
Jar-e Buzghāl	id=g:1471011
Pushtah-ye Sang-e Safayd	id=g:1471012
Darah-ye Gumāw	id=g:1471013
Khūlah-ye Zard	id=g:1471014
Kōh-e Gūmow	id=g:1471015
Jar-e Palangān	id=g:1471016
Taygh-e Ōshkōlak	id=g:1471017
Jar-e Ōshkōlak	id=g:1471018
Kōh-e Tālāwgah	id=g:1471019
Darreh-ye Chehelgazī	id=g:1471020
Pushtah-ye Yakabayd	id=g:1471021
Darah-ye Khāke Lāshah	id=g:1471022
Jar-e Yakabayd	id=g:1471023
Jar-e Ḩalqah Kamar	id=g:1471024
Kōh-e Ḩalqah Kamar	id=g:1471025
Darah-ye Gandāb	id=g:1471026
Jarhā-ye Mullā Aḩmad	id=g:1471027
Kōh-e Mullā Aḩmad	id=g:1471028
Dāmanah-ye Takatū	id=g:1471029
Jar-e Durusht	id=g:1471030
Kōh-e Qabristān	id=g:1471031
Jar-e Pul-e Surkhak	id=g:1471032
Khirgah-Khūlah	id=g:1471033
Lambidagī	id=g:1471034
Kūh-e Gandāb	id=g:1471035
Jar-e Zard	id=g:1471036
Dāmanah-ye Khwājah Ḩasan	id=g:1471037
Jar-e Bāsīhā	id=g:1471038
Maīdānak	id=g:1471039
Jar-e Daywālak	id=g:1471040
Pushtah-ye Arasang	id=g:1471041
Jar-e Shōrāwak	id=g:1471042
Pushtah-ye Quduq	id=g:1471043
Bādrowak	id=g:1471044
Sar-e Kūshk-e Āsk	id=g:1471045
‘Alī Muḩammad Kushtagī	id=g:1471046
Kōh-e Sang-e Arg	id=g:1471047
Pushtah-ye Nūrīānah wa Charāghdān	id=g:1471048
Jar-e Shādī Guftah	id=g:1471049
Pushtah-ye Sang-e Afghān	id=g:1471050
Jar-e Charāghdān	id=g:1471051
Jar-e Chakāw	id=g:1471052
Jar-e Qishlāgak	id=g:1471053
Jar-e Duz̧banak	id=g:1471054
Kōh-e Chakāw	id=g:1471055
Jar-e Chowgāsh	id=g:1471056
Jar-e Bādqul	id=g:1471057
Jar-e Khushnow	id=g:1471058
Darah-ye Moghul	id=g:1471059
Kōtal-e Achah	id=g:1471060
Khūdkī	id=g:1471061
Tapah-ye Rōbah Khūnak	id=g:1471062
Kōtal-e Gildān	id=g:1471063
Kōtal-e Ghōzhdī	id=g:1471064
Ghōzhdī	id=g:1471065
Kōtal-e Laghak	id=g:1471066
Kōh-e Khāk-e Lāshah	id=g:1471067
Sawsuḏki	id=g:1471068
Pushtah-ye Chahār Chaman	id=g:1471069
Pōzah-ye Takh-e Kalān	id=g:1471070
Band-e Khāy	id=g:1471071
Takht-e Dukhtar-e Pādshāh	id=g:1471072
Band-e Sīāh	id=g:1471073
Kōh-e Sangar	id=g:1471074
Kōh-e Rāh-e Kabūd	id=g:1471075
Sikaram	id=g:1471076
Panbehkār	id=g:1471077
Sêrgal Tōy	id=g:1471078
Shābar Ghar	id=g:1471079
Jar-e Shārestay	id=g:1471080
Srē Tsapêray	id=g:1471081
Kashmunki	id=g:1471082
Bilawūt Ghar	id=g:1471083
Ḏangḏangaī	id=g:1471084
Shahr-e Khurō	id=g:1471085
Kham-e Pamah	id=g:1471086
Menaw	id=g:1471087
Cheshmeh-ye Gak	id=g:1471088
Jar-e Ghālak	id=g:1471089
Jar-e Rāh	id=g:1471090
Ūṟt-e Hezāreh	id=g:1471091
Bīdak	id=g:1471092
Ḏaṟbanḏak	id=g:1471093
Katalak	id=g:1471094
Sang-e Zaṟḏ	id=g:1471095
Awkhezak	id=g:1471096
Jar-e Chogholak	id=g:1471097
Jar-e Chaghalak	id=g:1471098
Darah-ye Walī Bāy	id=g:1471099
Darah-ye Qūdlā	id=g:1471100
Darah-ye Kushkak	id=g:1471101
Shahr-e Khoṟu	id=g:1471102
Taygh-e Şadman	id=g:1471103
Band-e Kinārah	id=g:1471104
Kharah-ye Kāband	id=g:1471105
Kowtal-e Kūdak	id=g:1471106
Cheshmeh-ye Katah	id=g:1471107
Jar-e Sorkh	id=g:1471108
Darband-e Sefīd	id=g:1471109
Tīgh-e Khvoshnāw	id=g:1471110
Yūrt-e Jat	id=g:1471111
Sīāhkhākī	id=g:1471112
Zīārat Sar-e Meydān	id=g:1471113
Jeleng	id=g:1471114
Ghūzday	id=g:1471115
Poshteh-ye Kūshk	id=g:1471116
Kowtal-e Ghūzḏay	id=g:1471117
Ghūzhḏay	id=g:1471118
Izīṟ	id=g:1471119
Jar-e Lashkareh	id=g:1471120
Jergakholah	id=g:1471121
Jar-e Darreh-ye Safar	id=g:1471122
Kowtal-e Nughrigak	id=g:1471123
Ghāl-e Gorg	id=g:1471124
Narkūh	id=g:1471125
Jar-e Zahrāmordeh	id=g:1471126
Pūniyak	id=g:1471127
Rakhnah	id=g:1471128
Seylābeh	id=g:1471129
Sinayqal‘eh	id=g:1471130
Talkhakay	id=g:1471131
Gardaneh	id=g:1471132
Jar-e Tēl-e Ghowrī	id=g:1471133
Neshartondak	id=g:1471134
Awḏak-e Khord	id=g:1471135
Gandāb	id=g:1471136
Kūh-e Khākshūy	id=g:1471137
Jar-e Qatāṟ	id=g:1471138
Jar-e Qabṟestān	id=g:1471139
Kūh-e Kalleh-ye Khar	id=g:1471140
Sumghil	id=g:1471141
Āb-e Pūdeh	id=g:1471143
Shēlah-ye Arwīh	id=g:1471148
Kohe Kajmakajak	id=g:1471154
Kūh-e Ḏokholah	id=g:1471155
Shēlah-ye Tāgāb Sonī	id=g:1471157
Kūh-e Nālā	id=g:1471160
Kūh-e Chesht-e Sharīf	id=g:1471165
Khūlah-ye Rī	id=g:1471167
Taygh-e Rī	id=g:1471168
Jar-e Ṟah	id=g:1471169
Jar-e Darband-e Surkh	id=g:1471170
Kūh-e Achagak	id=g:1471172
Darband-e Surkh	id=g:1471173
Kharah-e Kushkak	id=g:1471174
Jar-e Sorkh	id=g:1471175
Ghāzak	id=g:1471176
Shāhbīdak	id=g:1471179
Albakhāṟāgak	id=g:1471184
Jar-e Chamandā	id=g:1471187
Taygh-e Ālinjī	id=g:1471189
Rafah-ye Kamarak	id=g:1471190
Khūlah-ye Chashmah-ye Raygak	id=g:1471191
Kamarak	id=g:1471192
Taygh-e Ādīnah	id=g:1471194
Sar-e Meydān	id=g:1471195
Kharah-ye Sabz	id=g:1471196
Sar-e Tākak	id=g:1471198
Taygh-e Sang-e Safayd	id=g:1471200
Sar-e Tangi	id=g:1471201
Jar-e Sang-e Safayd	id=g:1471203
Jar-e Kharah-ye Sabz	id=g:1471204
Jar-e Sīrzār	id=g:1471206
Tilak	id=g:1471208
Jar-e Kūjwān	id=g:1471209
Chashmah-ye Būynāk	id=g:1471210
Taygh-e Sang-e Sūrākh	id=g:1471211
Taygh-e Sār-e Khwājah Ḩasan	id=g:1471212
Taygh-e Chishtāb	id=g:1471213
Jar-e Chishtāb	id=g:1471214
Taygh-e Chap Tagāb	id=g:1471215
Jar-e Chap Tagāb	id=g:1471216
Taygh-e Khwājah Bayd	id=g:1471217
Shēlah-ye Chest-e Sharīf	id=g:1471218
Taygh-e Lāmūz	id=g:1471219
Taygh-e Sinj	id=g:1471220
Khūlah-ye Distāsak	id=g:1471221
Jar-e Āsyā Bēl	id=g:1471222
Khūlah-ye Sartakht	id=g:1471223
Sīāh Khūlah	id=g:1471224
Taygh-e Sīāh Khūlah	id=g:1471225
Mīān Kōh	id=g:1471226
Ghāl-e Khātūn	id=g:1471227
Shākh-e Mālān	id=g:1471228
Ilyatah	id=g:1471229
Khālowsuṟkak	id=g:1471230
Awchak	id=g:1471231
Afnaw	id=g:1471232
Khākūl	id=g:1471233
Jar-e Rāh	id=g:1471234
Sīāh Jar	id=g:1471235
Ēl-e Qunghar	id=g:1471236
Darah-ye Zamīn Jōy	id=g:1471237
Sīāhsang	id=g:1471238
Darah-ye Ōlōk	id=g:1471239
Daryā Ūlūk	id=g:1471240
Takh-e Kalān	id=g:1471241
Dōzakhlar	id=g:1471242
Gāsh-e Sangī	id=g:1471243
Daryā Ghalmīn	id=g:1471244
Nowbālā-ye Kalān	id=g:1471245
Darah-ye Khōpah Sang	id=g:1471246
Gāsh-e Sangī	id=g:1471247
Gurgābah	id=g:1471248
Daywālak	id=g:1471249
Darah-ye Kōh-e Jow	id=g:1471250
Gorgak	id=g:1471251
Shūrābak	id=g:1471252
Tawaghshekan	id=g:1471253
Poshteh Kalah-ye Mal	id=g:1471254
Sang-e Sūṟākh	id=g:1471255
Gelḏānak	id=g:1471256
Khoshkāwah	id=g:1471257
Qōfak	id=g:1471258
Khūbān	id=g:1471259
Kalah-ye Mal	id=g:1471260
Darah-ye Gazak	id=g:1471261
Jar-e Sīāh	id=g:1471262
Poshteh-ye Palāl	id=g:1471263
Kalah-ye Mal	id=g:1471264
Kōh-e ‘Āshuq-e Now	id=g:1471265
Shamshīrsang	id=g:1471266
Kamarak (2)	id=g:1471267
Reẕākoshteh	id=g:1471268
Rafah	id=g:1471269
Kheleshkak	id=g:1471270
Khvoshnow	id=g:1471271
Jar-e Tangī Zard	id=g:1471272
Ghālak	id=g:1471273
Sagmordeh	id=g:1471274
Sīāhkohneh	id=g:1471275
Shūrābak	id=g:1471276
Jar-e Masjed	id=g:1471277
Kharah-ye Kalak	id=g:1471278
Lukah-ye Dashtak	id=g:1471279
Jar-e Ghundasang	id=g:1471280
Lukah-ye Bād	id=g:1471281
Kūh-e Khārak	id=g:1471282
Jar-e Dowlatshāh	id=g:1471283
Yakawā	id=g:1471284
Poshtehhā-ye Bāmlay	id=g:1471285
Sorkh	id=g:1471286
Kōh-e Khōzbōstān	id=g:1471287
Jar-e Sang-e Sefīd	id=g:1471288
Taygh-e Khōzbōshān	id=g:1471289
Tīgh-e Sangak	id=g:1471290
Kohe Hoqa	id=g:1471291
Pushtah-ye Māgh	id=g:1471292
Jar-e Daywālak	id=g:1471293
Taygh-e Sang-e Shikāf	id=g:1471294
Taygh-e Sang-e Mardak	id=g:1471295
Taygh-e Tal Khakzār	id=g:1471296
Kōtal-e Shaywah	id=g:1471297
Shākhhā-ye Ispisang	id=g:1471298
Ghāl-e ‘Arab	id=g:1471299
Kōh-e Pīrān	id=g:1471300
Jowlāghak	id=g:1471301
Pas-e Kholah	id=g:1471302
Qal‘ehgak	id=g:1471303
Tangī Chowrghak	id=g:1471304
Jar-e Ghulāmān	id=g:1471305
Taygh-e Tākak	id=g:1471306
Jar-e Sayb Dālak	id=g:1471307
Jar-e Bargah	id=g:1471308
Gulkhār	id=g:1471309
Sar-e Nāy-e Sinjid	id=g:1471310
Band-e Pīrzāgh	id=g:1471311
Jar-e Kalāgh	id=g:1471312
Jar-e Ābīā	id=g:1471313
Jar-e Choqor	id=g:1471314
Shaylah-ye Shākh-e Malōn	id=g:1471315
Darah-ye Shishwī	id=g:1471316
Kharah-ye Katal	id=g:1471317
Band-e Āwbaydak	id=g:1471318
Khūlah-ye Sibīst-e Qaşāb	id=g:1471319
Sang-e Baīdāgh	id=g:1471320
Jar-e Sinjitak	id=g:1471321
Khūlah-ye Jangjā	id=g:1471322
Khūlah-ye Awrt-e Khūn	id=g:1471323
Khūlah-ye Khanjakī	id=g:1471324
Taygh-e Rāh	id=g:1471325
Jar-e Shaghzak	id=g:1471326
Darreh-ye Sherkhāj	id=g:1471327
Taygh-e Khushk Āb	id=g:1471328
Jar-e Ārmah	id=g:1471329
Jar-e Tūt-e Khwājah	id=g:1471330
Morgheh (1)	id=g:1471331
Chashmah-ye Khāksār	id=g:1471332
Jar-e Chashmah-ye Safayd	id=g:1471333
Taygh-e Sang-e Oshtur	id=g:1471334
Taygh-e Chihil Bayd	id=g:1471335
Sīāhtowlah	id=g:1471336
Taygh-e Khāzah	id=g:1471337
Kharah-ye Ghulghul	id=g:1471338
Awḏak	id=g:1471339
Mīāntīgheh	id=g:1471340
Jar-e Khwājah Bayd	id=g:1471341
Kamaṟak	id=g:1471342
Mīāntīgh	id=g:1471343
Pūniyak	id=g:1471344
Zīārat-e Chesht-e Sharīf	id=g:1471345
Ghuṟghoṟi	id=g:1471346
Mangzāṟ	id=g:1471347
Darrehgak	id=g:1471348
Bīsheh (2)	id=g:1471349
Ghāzeh-ye Ghulḏu	id=g:1471350
Yakpahlu	id=g:1471351
Tuṟs	id=g:1471352
Band-e Gāsh-e ‘Azīzak	id=g:1471353
Sowṟak	id=g:1471354
Band-e Kāfarkowtal	id=g:1471355
Sowṟak	id=g:1471356
Dārū-Bōraykhtah	id=g:1471357
Sar-e Dasht-e Shūrak	id=g:1471358
Band-e Tāwah	id=g:1471359
Kamarān	id=g:1471360
Khūlah-ye Chilīng	id=g:1471361
Dāmanah-ye Ispighir	id=g:1471362
Salmeh	id=g:1471363
Kondeh Sūkhteh	id=g:1471364
Jowzak	id=g:1471365
Zemestānī	id=g:1471366
Jar-e Jow	id=g:1471367
Nāwah-ye Ghar	id=g:1471368
Pushtah-ye Talkh Āb	id=g:1471369
Kowdak	id=g:1471370
Kōh-e Arahsang	id=g:1471371
Pushtah-ye Balāgāī	id=g:1471372
Kōh-e Khushnow	id=g:1471373
Darahchahhā	id=g:1471374
Pushtah-ye Khwārzārak	id=g:1471375
Gora Siakhkhula	id=g:1471376
Tīgh-e Talkhakī	id=g:1471377
Gora Khuka	id=g:1471378
Kamarak (1)	id=g:1471379
Kalpestān	id=g:1471380
Kowtal-e Zav	id=g:1471381
Akhtās̄	id=g:1471382
Kharah-ye Imām Dād	id=g:1471383
Taygh-e Mādgāw Pōst Kardah	id=g:1471384
Pushtah-ye Sālim	id=g:1471385
Rabāţ	id=g:1471386
Pushtah-ye Kūtāh	id=g:1471387
Jar-e Saybak	id=g:1471388
Jar-e Khārzār	id=g:1471389
Jar-e Murghhā	id=g:1471390
Jar-e Shahīdān	id=g:1471391
Chashmah-ye Garm Āb	id=g:1471392
Chashmah-ye Akhtah Khānah	id=g:1471393
Chashmah-ye Ghāl-e Angar	id=g:1471394
Gazestān	id=g:1471395
Jar-e Sarbīshah	id=g:1471396
Kōh-e Chahār Maghz	id=g:1471397
Gardanah-ye Raẕāqilī	id=g:1471398
Kharah-ye Zard	id=g:1471399
Taygh-e Kashmashah	id=g:1471400
Taygh-e Baraftow	id=g:1471401
Kōh-e Khārzār	id=g:1471402
Chashmah-ye Yakdar	id=g:1471403
Jar-e Sangzār	id=g:1471404
Band-e Deh-e Khān	id=g:1471405
Kawḏī	id=g:1471406
Pushtah-ye Howārnāy	id=g:1471407
Sang-e Sūrākh	id=g:1471408
Kōh-e Zayak	id=g:1471409
Pushtah-ye Yamīyak	id=g:1471410
Kōh-e Alinjī	id=g:1471411
Khūlah-ye Ghūlogh	id=g:1471412
Sar-e Khūk Darah	id=g:1471413
Band-e Malasār	id=g:1471414
Khūlah-ye Dihrān	id=g:1471415
Chashmah-ye Peshgelak	id=g:1471416
Jar-e Ziaw	id=g:1471417
Jar-e Daymaz̧ār	id=g:1471418
Pushtah-ye Maīdānak	id=g:1471419
Sīāh Khūlah	id=g:1471420
Kāj	id=g:1471421
Kōh-e Qatlī	id=g:1471422
Pushtah-ye Deh-e Surkh	id=g:1471423
Taygh-e Taysh	id=g:1471424
Taygh-e Sihlarī	id=g:1471425
Pilband	id=g:1471426
Jar-e Durowna’ī	id=g:1471427
Shakhzak	id=g:1471428
Kūh-e Oshtorrāh	id=g:1471429
Kharah-ye Zard	id=g:1471430
Jar-e Sangīnak	id=g:1471431
Kōh-e Mīndīshī	id=g:1471432
Taygh-e Rōbozōrān	id=g:1471433
Khūlah-ye Ḩaīdar	id=g:1471434
Rū‘īpahlū	id=g:1471435
Sar-e Darowna‘ī	id=g:1471436
Pushtah-ye Darowana‘ī	id=g:1471437
Jar-e Shaykh Malān	id=g:1471438
Band-e Pelband	id=g:1471439
Ghowḏuq	id=g:1471440
Kharah-ye Z̄ūbāṟ	id=g:1471441
Mollāyān	id=g:1471442
Kaṟawyāṟān	id=g:1471443
Morghazār	id=g:1471444
Sar-e Khūk	id=g:1471445
May Bīdak	id=g:1471446
Khar-e Koshkāmīn	id=g:1471447
Koshkāmīn	id=g:1471448
Tangī Galūgāv	id=g:1471449
Khambī	id=g:1471450
Cheshmehzār	id=g:1471451
Tēlsūkhteh	id=g:1471452
Dāy	id=g:1471453
Jar-e Gāwmurdah	id=g:1471454
Tīgh-e Sarkhānehshekāf	id=g:1471455
Kharah-e Sar-e Pol	id=g:1471456
Sang-e Pāylūrah	id=g:1471457
Damāgheh-ye Jarmatu	id=g:1471458
Harī Rūd	id=g:1471459
Amṟūtak	id=g:1471460
Jar-e Rūbāghālak	id=g:1471461
Shēlah-ye Gazak	id=g:1471462
Kach-e Lawlowlak	id=g:1471463
Tīgh-e Daymah-ye Maḩmūd	id=g:1471464
Jar-e Yūrt-e Qowlī	id=g:1471465
Mardaksang	id=g:1471466
Hezāreh-ye Dāy	id=g:1471467
Poshteh-ye Sang-e Shekāf	id=g:1471468
Khorāsānī	id=g:1471469
Nowgodar	id=g:1471470
Sangāmīn	id=g:1471471
Rīg-e Sefīd	id=g:1471472
Dahan-e Shākh	id=g:1471473
Ghālziṟak	id=g:1471474
Kharah-ye Bādghisi	id=g:1471475
Pas-e Kharah-ye Bahārī	id=g:1471476
Kohe Kamal	id=g:1471477
Shēlah-ye Sīāh Khāṟak	id=g:1471478
Kharah-ye Shigati	id=g:1471479
Tappeh-ye Kharah-ye Barān	id=g:1471480
Jar-e Khvoshnow	id=g:1471481
Qatāṟjaṟ	id=g:1471482
Jar-e Bāṟdān	id=g:1471483
Kharah-ye Mūshak	id=g:1471484
Poshteh-ye Tēl-e Sūkhteh	id=g:1471485
Yekkehbīdak	id=g:1471486
Poshteh Dāmardā	id=g:1471487
Poshteh-ye Ghiji	id=g:1471488
Jar-e Bahārī	id=g:1471489
Gazhā	id=g:1471490
Ābkhāṟ Jar	id=g:1471491
Shēlah-ye Kalakah	id=g:1471492
Rūd-e Khvājeh Morād	id=g:1471493
Khvājeh Morād	id=g:1471494
Kalak	id=g:1471495
Shēlah-ye Telay Mardakān	id=g:1471496
Khvājeh Morād	id=g:1471497
Kūh-e ‘Alamsang	id=g:1471498
Kūh-e Mūshghāl	id=g:1471499
Kharī Lūkasanghā	id=g:1471500
Tappeh-ye Sang-e Sīāh	id=g:1471501
Tappeh-ye Khowlzard	id=g:1471502
Kaftaṟghāl	id=g:1471503
Balūchak	id=g:1471504
Pas-e Takht	id=g:1471505
Jar-e Katalak	id=g:1471506
Chanjaṟ	id=g:1471507
Jar-e Chahārghār	id=g:1471508
Darreh-ye Sāsay	id=g:1471509
Jar-e Qūmorgheh	id=g:1471510
Jar-e Shāh Nīāz	id=g:1471511
Zīārat Khvājeh Javāngīr	id=g:1471512
Ghūnḏey Jūy-e Kaj	id=g:1471513
Darah-ye Sapaydārak	id=g:1471514
Kōh-e Jōy-e Now	id=g:1471515
Shaylah-ye Khāk-e Mullā	id=g:1471516
Jar-e Somak	id=g:1471517
Jar-e Ganjak	id=g:1471518
Ghargharah-ye Ẕāmīn	id=g:1471519
Neshar	id=g:1471520
Now Jōy	id=g:1471521
Sabz Jōy	id=g:1471522
Sīāh Būmak	id=g:1471523
Sabz Qal‘ah	id=g:1471524
Qāsh-e Shebar	id=g:1471525
Shebar	id=g:1471526
Nāw-e Tāwah	id=g:1471527
Sabz Now	id=g:1471528
Kōh-e Shānah Sang	id=g:1471529
Kōrnow	id=g:1471530
Kōh-e Nadīr	id=g:1471531
Sīāh Qargh	id=g:1471532
Kōh-e Now Mazār	id=g:1471533
Zard Kōh	id=g:1471534
Kōh-e Mūndah	id=g:1471535
Kōtal-e Gulī	id=g:1471536
Kōh-e Khushkak	id=g:1471537
Kōh-e Surkh	id=g:1471538
Kōtal-e Khāk-e Cheghel	id=g:1471539
Kamar-e Zōl	id=g:1471540
Kōtal-e Ghargharah	id=g:1471541
Zaṟḏsang	id=g:1471542
Kōh-e Takhsūrān	id=g:1471543
Jar-e Sīāhkhāk	id=g:1471544
Shēlah-ye Bādrawak	id=g:1471545
Sang-e ‘Arōs	id=g:1471546
Band-e Nāw-e Ghōlah	id=g:1471547
Shēlah-ye Rāblak	id=g:1471548
Kōh-e Balachah	id=g:1471549
Jar-e Gheybollāh	id=g:1471550
Kōh-e Now-e Qal‘ah	id=g:1471551
Shēlah-ye Sumhā	id=g:1471552
Tīgh-e Pītāv-e Kalān	id=g:1471553
Shēlah-ye Kabī	id=g:1471554
Poshteh-ye Jārchu	id=g:1471555
Kōtal-e Būragak	id=g:1471556
Jar-e Şedq‘alī	id=g:1471557
Kōh-e Surkhī	id=g:1471558
Shēlah-ye Sarsarah	id=g:1471559
Menkhaṟah	id=g:1471560
Poshteh-ye Gāshak	id=g:1471561
Shēlah-ye Layli	id=g:1471562
Tīgh-e Menkharah	id=g:1471563
Shēlah-ye Angūr	id=g:1471564
Tangī-ye Shamsullāh	id=g:1471565
Pushtah-ye Khākak	id=g:1471566
Tasarṯakah-ye Bughur	id=g:1471567
Chashmah-ye Garmāb	id=g:1471568
Nāw-e Rāsh	id=g:1471569
Tangī-ye Dehak	id=g:1471570
Nāw-e Būlī Sulaīmānī	id=g:1471571
Jar-e Jow Zarī	id=g:1471572
Jar-e Mowlā	id=g:1471573
Jar-e Gedā	id=g:1471574
Kōh-e Lumbīdah-ye Dehak	id=g:1471575
Shaylah-ye Dehak Sōkhtah	id=g:1471576
Kōh-e Gōrzārak	id=g:1471577
Kōh-e Kōrāb-e Ghanī	id=g:1471578
Tal-e Khushk	id=g:1471579
Pushtah-ye Gōr Zārak	id=g:1471580
Nāwah-ye Gōr Zārak	id=g:1471581
Shaylah-ye Gōr Zārak	id=g:1471582
Nāwah-ye Sirzār	id=g:1471583
Pushtah-ye Khāk-e Mazdūr	id=g:1471584
Nāwah-ye Dehak Sōkhtah	id=g:1471585
Shēlah-ye Dahan-e Bādrowak	id=g:1471586
Būm	id=g:1471587
Jar-e Khushkak	id=g:1471588
Sīāh Būmak	id=g:1471589
Now Fashak	id=g:1471590
Wāribōrkaj	id=g:1471591
Jar-e Takhsūrān	id=g:1471592
Dahan-e Spī Gulī	id=g:1471594
Jar-e Chapar Qōl	id=g:1471595
Jar-e Surkh Gelī	id=g:1471596
Badarsag	id=g:1471597
Jar-e Surkhī	id=g:1471598
Sīāhkhāk	id=g:1471599
Kōh-e Kushk	id=g:1471600
Pushtah-ye Sulţān ‘Alī	id=g:1471601
Nāwah-ye Sīāh Khāk	id=g:1471602
Taygh-e Jar-e Jowā	id=g:1471603
Kōrāb-e Dumāhah	id=g:1471604
Nāwah-ye Shamshayr Sang	id=g:1471605
Nāwah-ye Katah Chashmah	id=g:1471606
Kōh-e Katah Chashmah	id=g:1471607
Shaylah-ye Kaj	id=g:1471608
Aw Gardū	id=g:1471609
Shāh Jōy	id=g:1471610
Kowras	id=g:1471611
Qafak	id=g:1471612
Panqāsh	id=g:1471613
Qal‘ah	id=g:1471614
Zīārat-e Shāh-e Bayrānah	id=g:1471615
Darah-ye Sūnghūlā	id=g:1471616
Ushtur Murdah	id=g:1471617
Nāwah-ye Khāk-e Mullā	id=g:1471618
Nāwah-ye Daywālak	id=g:1471619
Mīānajar	id=g:1471620
Bōrah Sang	id=g:1471621
Qaymāq	id=g:1471622
Band-e Zartalah	id=g:1471623
Spī Kōh	id=g:1471624
Kōh-e Chapar Qōl	id=g:1471625
Kōh-e Gel-e Sāy	id=g:1471626
Darah-ye Shōr Qōl	id=g:1471627
Kōh-e Jedā Kawak	id=g:1471628
Kōtal-e Jōshanak	id=g:1471629
Gōslah Kōh	id=g:1471630
Zard Kōh	id=g:1471631
Nāw-e Sōkhtah	id=g:1471632
Kōh-e Aw Qōlak	id=g:1471633
Bōr Murdah	id=g:1471634
Zard Sang	id=g:1471635
Kōh-e Paltah Dāq	id=g:1471636
Kōh-e Pāy-e Spī	id=g:1471637
Kōh-e Daywālak	id=g:1471638
Nāw-e Ramaẕān	id=g:1471639
Gāw Murdah	id=g:1471640
Dahan-e Now-e Karak	id=g:1471641
Jar-e Āb Qōlak	id=g:1471642
Jar-e Surkh Baydak	id=g:1471646
Jang Jōy	id=g:1471651
Nāw-e Būrah Sang	id=g:1471654
Ōrgah-ye Naz̧ar	id=g:1471656
Spī Gulī	id=g:1471657
Baqā	id=g:1471658
Aw Darah	id=g:1471675
Darah-ye Targhay	id=g:1471680
Kajī	id=g:1471692
Sar-e Tālah	id=g:1471693
Teryak	id=g:1471696
Khāk Bādak	id=g:1471700
Mīān Deh Yak	id=g:1471703
Sar-e Sangīnak	id=g:1471706
Sayyid Bachah	id=g:1471707
Tōp	id=g:1471708
Nāw-e Khushk Qōl	id=g:1471719
Darah-ye Kalū	id=g:1471720
Sīāh Gulī	id=g:1471721
Ghār-e Nāw-e Shāh Bayg	id=g:1471722
Darah-ye Shōrshōrī	id=g:1471723
Nāw-e Sayyid Bachah	id=g:1471724
Tagāb-e Sar Būlāq	id=g:1471725
Nāw-e Lukh	id=g:1471726
Nāw-e Rāh	id=g:1471727
Wulyatak	id=g:1471728
Nāw Pōl	id=g:1471729
Nāw-e Sangīnak	id=g:1471730
Khargardu	id=g:1471732
Band-e ‘Alá Madad	id=g:1471737
Kōh-e Sayyid Bachah	id=g:1471738
Chabak	id=g:1471741
Magak	id=g:1471745
Shayr Parān	id=g:1471749
Spī Kōh	id=g:1471759
Rāgardū	id=g:1471760
Kadalak	id=g:1471761
Now Gardan	id=g:1471762
Kōh-e Kheẕr	id=g:1471763
Zard Sang	id=g:1471765
Pushtah	id=g:1471766
Tōp-e Lāghār	id=g:1471767
Kōh-e Aw Darah	id=g:1471768
Darah-ye Manāz	id=g:1471769
Ōrgah-ye Zabūn	id=g:1471770
Band-e Ad Sang	id=g:1471771
Kōh-e Bāy Mōrād	id=g:1471772
Ḩowẕ	id=g:1471773
Qaryah-ye Bāy Mōrād	id=g:1471774
Pas Qōlak	id=g:1471775
