Santo Stefano d'Aveto	id=g:6542010
Arnad	id=g:6542892
Fontainemore	id=g:6542893
Hone	id=g:6542894
Agra	id=g:6542895
Azzio	id=g:6542896
Barasso	id=g:6542897
Bedero Valcuvia	id=g:6542898
Brenta	id=g:6542899
Caronno Varesino	id=g:6542900
Castello Cabiaglio	id=g:6542901
Clivio	id=g:6542902
Cuasso al Monte	id=g:6542903
Cunardo	id=g:6542904
Daverio	id=g:6542905
Duno	id=g:6542906
Gorla Minore	id=g:6542907
Jerago con Orago	id=g:6542908
Leggiuno	id=g:6542909
Varano Borghi	id=g:6542910
Albese con Cassano	id=g:6542911
Alserio	id=g:6542912
Cavallasca	id=g:6542913
Civenna	id=g:6542914
Corrido	id=g:6542915
Fenegrò	id=g:6542916
Germasino	id=g:6542917
Laino	id=g:6542918
Lasnigo	id=g:6542919
Albosaggia	id=g:6542920
Briosco	id=g:6542921
Cassinetta di Lugagnano	id=g:6542922
Cogliate	id=g:6542923
Correzzana	id=g:6542924
Dresano	id=g:6542925
Gessate	id=g:6542926
Gudo Visconti	id=g:6542927
Lazzate	id=g:6542928
Lesmo	id=g:6542929
Macherio	id=g:6542930
Masate	id=g:6542931
Mesero	id=g:6542932
Mezzago	id=g:6542933
San Vittore Olona	id=g:6542934
Sulbiate	id=g:6542935
Veduggio con Colzano	id=g:6542936
Vizzolo Predabissi	id=g:6542937
Adrara San Rocco	id=g:6542938
Ambivere	id=g:6542939
Aviatico	id=g:6542940
Barbata	id=g:6542941
Bianzano	id=g:6542942
Boltiere	id=g:6542943
Bonate Sotto	id=g:6542944
Bossico	id=g:6542945
Chignolo d'Isola	id=g:6542946
Colzate	id=g:6542947
Corna Imagna	id=g:6542948
Entratico	id=g:6542949
Filago	id=g:6542950
Fiorano al Serio	id=g:6542951
Fonteno	id=g:6542952
Fuipiano Valle Imagna	id=g:6542953
Gandellino	id=g:6542954
Gaverina Terme	id=g:6542955
Gorlago	id=g:6542956
Madone	id=g:6542957
Premolo	id=g:6542958
Presezzo	id=g:6542959
Riva di Solto	id=g:6542960
Castelcovati	id=g:6542961
Borgo San Siro	id=g:6542962
Castana	id=g:6542963
Chignolo Po	id=g:6542964
Costa de' Nobili	id=g:6542965
Frascarolo	id=g:6542966
Golferenzo	id=g:6542967
Magherno	id=g:6542968
Marcignago	id=g:6542969
Marzano	id=g:6542970
Campagnola Cremasca	id=g:6542971
Casaletto Vaprio	id=g:6542972
Cella Dati	id=g:6542973
Derovere	id=g:6542974
Drizzona	id=g:6542975
Malagnino	id=g:6542976
Spinadesco	id=g:6542977
Castelbelforte	id=g:6542978
Motteggiana	id=g:6542979
Cunevo	id=g:6542980
Daiano	id=g:6542981
Dorsino	id=g:6542982
Isera	id=g:6542983
Ronchi Valsugana	id=g:6542984
Rivoli Veronese	id=g:6542985
Selva di Progno	id=g:6542986
Alonte	id=g:6542987
Altissimo	id=g:6542988
Asigliano Veneto	id=g:6542989
Brogliano	id=g:6542990
Campolongo sul Brenta	id=g:6542991
Carrè	id=g:6542992
Enego	id=g:6542993
Mason Vicentino	id=g:6542994
Montecchio Precalcino	id=g:6542995
Montegalda	id=g:6542996
Mossano	id=g:6542997
Mussolente	id=g:6542998
Pove del Grappa	id=g:6542999
Sarego	id=g:6543000
Alano di Piave	id=g:6543001
Altivole	id=g:6543002
Segusino	id=g:6543003
Cartura	id=g:6543004
Urbana	id=g:6543005
Vighizzolo d'Este	id=g:6543006
Villafranca Padovana	id=g:6543007
Arquà Polesine	id=g:6543008
Castelnovo Bariano	id=g:6543009
Frassinelle Polesine	id=g:6543010
Berceto	id=g:6543011
Solignano	id=g:6543012
Capolona	id=g:6543013
Montecreto	id=g:6543014
San Prospero	id=g:6543015
Voghiera	id=g:6543016
Ragoli	id=g:6543017
Barchi	id=g:6543018
Casteldelci	id=g:6543019
Montefelcino	id=g:6543020
Gualdo	id=g:6543021
Maltignano	id=g:6543022
Monte Vidon Combatte	id=g:6543023
Smerillo	id=g:6543024
Comano	id=g:6543025
Giuncugnano	id=g:6543026
Montescudaio	id=g:6543027
Valtopina	id=g:6543028
Arcinazzo Romano	id=g:6543029
Canterano	id=g:6543030
Jenne	id=g:6543031
Montelibretti	id=g:6543032
Ponzano Romano	id=g:6543033
Rocca Canterano	id=g:6543034
Rocca Santo Stefano	id=g:6543035
Roccagorga	id=g:6543036
Coreno Ausonio	id=g:6543037
San Vittore del Lazio	id=g:6543038
Bairo	id=g:6543039
Baldissero Canavese	id=g:6543040
Angrogna	id=g:6543041
Rivalta Bormida	id=g:6543042
Rivarone	id=g:6543043
Rocca Grimalda	id=g:6543044
Spineto Scrivia	id=g:6543045
Tagliolo Monferrato	id=g:6543046
Tassarolo	id=g:6543047
Terzo	id=g:6543048
Vignole Borbera	id=g:6543049
Villadeati	id=g:6543050
Villamiroglio	id=g:6543051
Villaromagnano	id=g:6543052
Visone	id=g:6543053
Volpeglino	id=g:6543054
Allein	id=g:6543055
Avise	id=g:6543056
Donnas	id=g:6543057
Doues	id=g:6543058
Gignod	id=g:6543059
Jovencan	id=g:6543060
Nus	id=g:6543061
Ollomont	id=g:6543062
Perloz	id=g:6543063
Pontboset	id=g:6543064
Valgrisenche	id=g:6543065
Villeneuve	id=g:6543066
Armo	id=g:6543067
Boissano	id=g:6543068
Calice Ligure	id=g:6543069
Casanova Lerrone	id=g:6543070
Castelvecchio di Rocca Barbena	id=g:6543071
Massimino	id=g:6543072
Tovo San Giacomo	id=g:6543073
Mele	id=g:6543074
Savignone	id=g:6543075
Bardello	id=g:6543076
Bisuschio	id=g:6543077
Bregano	id=g:6543078
Brunello	id=g:6543079
Buguggiate	id=g:6543080
Cadrezzate	id=g:6543081
Cantello	id=g:6543082
Casale Litta	id=g:6543083
Cazzago Brabbia	id=g:6543084
Cremenaga	id=g:6543085
Crosio della Valle	id=g:6543086
Cuveglio	id=g:6543087
Cuvio	id=g:6543088
Ferrera di Varese	id=g:6543089
Galliate Lombardo	id=g:6543090
Germignaga	id=g:6543091
Grantola	id=g:6543092
Inarzo	id=g:6543093
Luvinate	id=g:6543094
Marchirolo	id=g:6543095
Monvalle	id=g:6543096
Morazzone	id=g:6543097
Sangiano	id=g:6543098
Albiolo	id=g:6543099
Alzate Brianza	id=g:6543100
Capiago Intimiano	id=g:6543101
Carugo	id=g:6543102
Cassina Rizzardi	id=g:6543103
Castelmarte	id=g:6543104
Cerano d'Intelvi	id=g:6543105
Colonno	id=g:6543106
Cucciago	id=g:6543107
Cusino	id=g:6543108
Dosso del Liro	id=g:6543109
Figino Serenza	id=g:6543110
Guanzate	id=g:6543111
Lambrugo	id=g:6543112
Limido Comasco	id=g:6543113
Lipomo	id=g:6543114
Longone al Segrino	id=g:6543115
Luisago	id=g:6543116
Magreglio	id=g:6543117
Proserpio	id=g:6543118
Mantello	id=g:6543119
Montagna in Valtellina	id=g:6543120
Ponte in Valtellina	id=g:6543121
San Giacomo Filippo	id=g:6543122
Spriana	id=g:6543123
Talamona	id=g:6543124
Tartano	id=g:6543125
Tovo di Sant'Agata	id=g:6543126
Vervio	id=g:6543127
Aicurzio	id=g:6543128
Albairate	id=g:6543129
Bellinzago Lombardo	id=g:6543130
Bubbiano	id=g:6543131
Burago di Molgora	id=g:6543132
Busnago	id=g:6543133
Grezzago	id=g:6543134
Ronco Briantino	id=g:6543135
San Giorgio su Legnano	id=g:6543136
Settala	id=g:6543137
Vedano al Lambro	id=g:6543138
Zelo Surrigone	id=g:6543139
Adrara San Martino	id=g:6543140
Arzago d'Adda	id=g:6543141
Azzano San Paolo	id=g:6543142
Bagnatica	id=g:6543143
Bariano	id=g:6543144
Berbenno	id=g:6543145
Berzo San Fermo	id=g:6543146
Bolgare	id=g:6543147
Cavernago	id=g:6543148
Chiuduno	id=g:6543149
Cortenuova	id=g:6543150
Credaro	id=g:6543151
Dossena	id=g:6543152
Fino del Monte	id=g:6543153
Gandosso	id=g:6543154
Grassobbio	id=g:6543155
Grone	id=g:6543156
Isso	id=g:6543157
Levate	id=g:6543158
Lurano	id=g:6543159
Montello	id=g:6543160
Morengo	id=g:6543161
Mornico al Serio	id=g:6543162
Ranzanico	id=g:6543163
Rogno	id=g:6543164
Roncobello	id=g:6543165
Roncola	id=g:6543166
Songavazzo	id=g:6543167
Suisio	id=g:6543168
Terno d'Isola	id=g:6543169
Villa d'Adda	id=g:6543170
Villa d'Ogna	id=g:6543171
Barbariga	id=g:6543172
Brandico	id=g:6543173
Caino	id=g:6543174
Calvagese della Riviera	id=g:6543175
Capovalle	id=g:6543176
Capriano del Colle	id=g:6543177
Castrezzato	id=g:6543178
Cellatica	id=g:6543179
Corzano	id=g:6543180
Gianico	id=g:6543181
Maclodio	id=g:6543182
Montirone	id=g:6543183
Niardo	id=g:6543184
Nuvolera	id=g:6543185
Polaveno	id=g:6543186
Pontoglio	id=g:6543187
Roncadelle	id=g:6543188
San Zeno Naviglio	id=g:6543189
Trenzano	id=g:6543190
Zone	id=g:6543191
Battuda	id=g:6543192
Borgarello	id=g:6543193
Bosnasco	id=g:6543194
Casanova Lonati	id=g:6543195
Castello d'Agogna	id=g:6543196
Linarolo	id=g:6543197
Lirio	id=g:6543198
Monticelli Pavese	id=g:6543199
Nicorvo	id=g:6543200
Oliva Gessi	id=g:6543201
Pinarolo Po	id=g:6543202
Sommo	id=g:6543203
Spessa	id=g:6543204
Torre d'Arese	id=g:6543205
Torrevecchia Pia	id=g:6543206
Trivolzio	id=g:6543207
Valle Salimbene	id=g:6543208
Villa Biscossi	id=g:6543209
Vistarino	id=g:6543210
Bonemerse	id=g:6543211
Ca' d'Andrea	id=g:6543212
Casaletto di Sopra	id=g:6543213
Castelvisconti	id=g:6543214
Chieve	id=g:6543215
Corte de' Frati	id=g:6543216
Cremosano	id=g:6543217
Fiesco	id=g:6543218
Gombito	id=g:6543219
Martignana di Po	id=g:6543220
Monte Cremasco	id=g:6543221
Pianengo	id=g:6543222
Pieranica	id=g:6543223
Quintano	id=g:6543224
Ricengo	id=g:6543225
Borgofranco sul Po	id=g:6543226
Felonica	id=g:6543227
Mariana Mantovana	id=g:6543228
Sabbioneta	id=g:6543229
Schivenoglia	id=g:6543230
Villa Poma	id=g:6543231
Amblar	id=g:6543232
Bezzecca	id=g:6543233
Bieno	id=g:6543234
Bondo	id=g:6543235
Bondone	id=g:6543236
Calceranica al Lago	id=g:6543237
Carano	id=g:6543238
Carzano	id=g:6543239
Cavedine	id=g:6543240
Cavizzana	id=g:6543241
Cis	id=g:6543242
Darè	id=g:6543243
Don	id=g:6543244
Faedo	id=g:6543245
Faver	id=g:6543246
Fornace	id=g:6543247
Frassilongo	id=g:6543248
Giustino	id=g:6543249
Cantalupa	id=g:6543250
Cercenasco	id=g:6543251
Chiesanuova	id=g:6543252
Chiusa di San Michele	id=g:6543253
Ciconio	id=g:6543254
Colleretto Castelnuovo	id=g:6543255
Colleretto Giacosa	id=g:6543256
Cossano Canavese	id=g:6543257
Fiorano Canavese	id=g:6543258
Givoletto	id=g:6543259
Grosso	id=g:6543260
Pratiglione	id=g:6543261
Ribordone	id=g:6543262
Salerano Canavese	id=g:6543263
San Didero	id=g:6543264
San Germano Chisone	id=g:6543265
Pila	id=g:6543266
Rossa	id=g:6543267
Salasco	id=g:6543268
Bogogno	id=g:6543269
Briona	id=g:6543270
Colazza	id=g:6543271
Comignago	id=g:6543272
Soriso	id=g:6543273
Veruno	id=g:6543274
Aisone	id=g:6543275
Albaretto della Torre	id=g:6543276
Succivo	id=g:6543277
Pietraroja	id=g:6543278
Sant'Angelo a Cupolo	id=g:6543279
Castello di Cisterna	id=g:6543280
San Vitaliano	id=g:6543281
Scisciano	id=g:6543282
Cassano Irpino	id=g:6543283
Cesinali	id=g:6543284
Moschiano	id=g:6543285
Sant'Angelo all'Esca	id=g:6543286
Sperone	id=g:6543287
Cagnano Amiterno	id=g:6543288
Villa Sant'Angelo	id=g:6543289
Liscia	id=g:6543290
Tufara	id=g:6543291
Castelluccio dei Sauri	id=g:6543292
Binetto	id=g:6543293
Poggiorsini	id=g:6543294
Brienza	id=g:6543295
Figline Vegliaturo	id=g:6543296
Santa Maria del Cedro	id=g:6543297
Amato	id=g:6543298
Belcastro	id=g:6543299
Feroleto Antico	id=g:6543300
Jacurso	id=g:6543301
Magisano	id=g:6543302
Sellia Marina	id=g:6543303
Bova	id=g:6543304
Furnari	id=g:6543305
Gualtieri Sicaminò	id=g:6543306
Motta d'Affermo	id=g:6543307
Roccafiorita	id=g:6543308
Savoca	id=g:6543309
Camporotondo Etneo	id=g:6543310
San Pietro Clarenza	id=g:6543311
Valverde	id=g:6543312
Mazzarrone	id=g:6543313
Ragalna	id=g:6543314
Villaperuccio	id=g:6543315
Villa Sant'Antonio	id=g:6543316
Donato	id=g:6543317
Magnano	id=g:6543318
Piatto	id=g:6543319
Ronco Biellese	id=g:6543320
Sagliano Micca	id=g:6543321
San Paolo Cervo	id=g:6543322
Sostegno	id=g:6543323
Tavigliano	id=g:6543324
Valdengo	id=g:6543325
Villanova Biellese	id=g:6543326
Bulciago	id=g:6543327
Calco	id=g:6543328
Cassago Brianza	id=g:6543329
Civate	id=g:6543330
Cortenova	id=g:6543331
Costa Masnaga	id=g:6543332
Erve	id=g:6543333
Garlate	id=g:6543334
Imbersago	id=g:6543335
Parlasco	id=g:6543336
Pasturo	id=g:6543337
Perego	id=g:6543338
Perledo	id=g:6543339
Pescate	id=g:6543340
Rogeno	id=g:6543341
Santa Maria Hoè	id=g:6543342
Sirtori	id=g:6543343
Suello	id=g:6543344
Valgreghentino	id=g:6543345
Verderio Inferiore	id=g:6543346
Verderio Superiore	id=g:6543347
Casaletto Lodigiano	id=g:6543348
Cervignano d'Adda	id=g:6543349
Graffignana	id=g:6543350
Mairago	id=g:6543351
Ospedaletto Lodigiano	id=g:6543352
Pieve Fissiraga	id=g:6543353
San Martino in Strada	id=g:6543354
Sordio	id=g:6543355
Valera Fratta	id=g:6543356
Villanova del Sillaro	id=g:6543357
Montegridolfo	id=g:6543358
Castelsilano	id=g:6543359
Filandari	id=g:6543360
Stefanaconi	id=g:6543361
Arizzano	id=g:6543362
Aurano	id=g:6543363
Cambiasca	id=g:6543364
Quarna Sotto	id=g:6543365
Seppiana	id=g:6543366
Vignone	id=g:6543367
Villette	id=g:6543368
Bibiana	id=g:6543369
Bruzolo	id=g:6543370
Castagnole Piemonte	id=g:6543371
Castiglione Torinese	id=g:6543372
Chianocco	id=g:6543373
Chiaverano	id=g:6543374
Frossasco	id=g:6543375
Garzigliana	id=g:6543376
Giaglione	id=g:6543377
Gravere	id=g:6543378
Isolabella	id=g:6543379
Issiglio	id=g:6543380
La Cassa	id=g:6543381
Levone	id=g:6543382
Lugnacco	id=g:6543383
Lusigliè	id=g:6543384
Macello	id=g:6543385
Mattie	id=g:6543386
Meugliano	id=g:6543387
Mombello di Torino	id=g:6543388
Monastero di Lanzo	id=g:6543389
Moncenisio	id=g:6543390
Montaldo Torinese	id=g:6543391
Pecco	id=g:6543392
Perosa Canavese	id=g:6543393
Pertusio	id=g:6543394
Piobesi Torinese	id=g:6543395
Piscina	id=g:6543396
Piverone	id=g:6543397
Porte	id=g:6543398
Rivarossa	id=g:6543399
Roletto	id=g:6543400
Rorà	id=g:6543401
Rosta	id=g:6543402
Rueglio	id=g:6543403
San Carlo Canavese	id=g:6543404
San Colombano Belmonte	id=g:6543405
Strambinello	id=g:6543406
Usseaux	id=g:6543407
Vallo Torinese	id=g:6543408
Villanova Canavese	id=g:6543409
Asigliano Vercellese	id=g:6543410
Caresanablot	id=g:6543411
San Giacomo Vercellese	id=g:6543412
Cervatto	id=g:6543413
Rassa	id=g:6543414
Riva Valdobbia	id=g:6543415
Scopa	id=g:6543416
Vocca	id=g:6543417
Barengo	id=g:6543418
Boca	id=g:6543419
Casalbeltrame	id=g:6543420
Cavaglietto	id=g:6543421
Cavaglio d'Agogna	id=g:6543422
Cureggio	id=g:6543423
Dormelletto	id=g:6543424
Gargallo	id=g:6543425
Maggiora	id=g:6543426
Mandello Vitta	id=g:6543427
Miasino	id=g:6543428
Nibbiola	id=g:6543429
Pisano	id=g:6543430
Alto	id=g:6543431
Baldissero d'Alba	id=g:6543432
Barolo	id=g:6543433
Battifollo	id=g:6543434
Canosio	id=g:6543435
Castelletto Stura	id=g:6543436
Castelnuovo di Ceva	id=g:6543437
Cavallerleone	id=g:6543438
Cerreto Langhe	id=g:6543439
Cervasca	id=g:6543440
Clavesana	id=g:6543441
Cossano Belbo	id=g:6543442
Farigliano	id=g:6543443
Frabosa Sottana	id=g:6543444
Guarene	id=g:6543445
Igliano	id=g:6543446
Lagnasco	id=g:6543447
Lequio Berria	id=g:6543448
Macra	id=g:6543449
Marmora	id=g:6543450
Marsaglia	id=g:6543451
Monasterolo di Savigliano	id=g:6543452
Montaldo Roero	id=g:6543453
Montanera	id=g:6543454
Neviglie	id=g:6543455
Oncino	id=g:6543456
Pagno	id=g:6543457
Pezzolo Valle Uzzone	id=g:6543458
Piozzo	id=g:6543459
Priocca	id=g:6543460
Prunetto	id=g:6543461
Rifreddo	id=g:6543462
Roaschia	id=g:6543463
Roburent	id=g:6543464
Rocca Cigliè	id=g:6543465
Roccasparvera	id=g:6543466
Sale San Giovanni	id=g:6543467
Santo Stefano Roero	id=g:6543468
Serralunga d'Alba	id=g:6543469
Somano	id=g:6543470
Torresina	id=g:6543471
Treiso	id=g:6543472
Trezzo Tinella	id=g:6543473
Valmala	id=g:6543474
Vicoforte	id=g:6543475
Villanova Solaro	id=g:6543476
Vottignasco	id=g:6543477
Aramengo	id=g:6543478
Azzano d'Asti	id=g:6543479
Buttigliera d'Asti	id=g:6543480
Calosso	id=g:6543481
Castelnuovo Belbo	id=g:6543482
Castel Rocchero	id=g:6543483
Celle Enomondo	id=g:6543484
Cerreto d'Asti	id=g:6543485
Cerro Tanaro	id=g:6543486
Chiusano d'Asti	id=g:6543487
Frinco	id=g:6543488
Grana	id=g:6543489
Loazzolo	id=g:6543490
Moasca	id=g:6543491
Moransengo	id=g:6543492
Olmo Gentile	id=g:6543493
Penango	id=g:6543494
Pino d'Asti	id=g:6543495
Portacomaro	id=g:6543496
Revigliasco d'Asti	id=g:6543497
Roccaverano	id=g:6543498
Rocchetta Palafea	id=g:6543499
Rocchetta Tanaro	id=g:6543500
San Giorgio Scarampi	id=g:6543501
San Marzano Oliveto	id=g:6543502
Scurzolengo	id=g:6543503
Sessame	id=g:6543504
Settime	id=g:6543505
Tonengo	id=g:6543506
Viale	id=g:6543507
Vigliano d'Asti	id=g:6543508
Albera Ligure	id=g:6543509
Alzano Scrivia	id=g:6543510
Basaluzzo	id=g:6543511
Camagna Monferrato	id=g:6543512
Carbonara Scrivia	id=g:6543513
Carentino	id=g:6543514
Carrega Ligure	id=g:6543515
Cartosio	id=g:6543516
Castellania	id=g:6543517
Castelletto d'Erro	id=g:6543518
Castelletto d'Orba	id=g:6543519
Castelletto Monferrato	id=g:6543520
Cavatore	id=g:6543521
Cerreto Grue	id=g:6543522
Denice	id=g:6543523
Dernice	id=g:6543524
Garbagna	id=g:6543525
Gremiasco	id=g:6543526
Grognardo	id=g:6543527
Melazzo	id=g:6543528
Merana	id=g:6543529
Monleale	id=g:6543530
Montaldo Bormida	id=g:6543531
Montecastello	id=g:6543532
Mornese	id=g:6543533
Ispani	id=g:6543534
Pareto	id=g:6543535
Parodi Ligure	id=g:6543536
Pasturana	id=g:6543537
Prasco	id=g:6543538
Crevoladossola	id=g:6543539
Germagno	id=g:6543540
Loreglia	id=g:6543541
Romallo	id=g:6543542
Samone	id=g:6543543
San Lorenzo in Banale	id=g:6543544
Scurelle	id=g:6543545
Spera	id=g:6543546
Spiazzo	id=g:6543547
Strembo	id=g:6543548
Telve di Sopra	id=g:6543549
Terres	id=g:6543550
Valda	id=g:6543551
Villa Rendena	id=g:6543552
Caldiero	id=g:6543553
Cazzano di Tramigna	id=g:6543554
Isola Rizza	id=g:6543555
Mezzane di Sotto	id=g:6543556
Roverchiara	id=g:6543557
San Pietro di Morubio	id=g:6543558
Sorgà	id=g:6543559
Velo Veronese	id=g:6543560
Cartigliano	id=g:6543561
Gambellara	id=g:6543562
Gambugliano	id=g:6543563
Laghi	id=g:6543564
Nogarole Vicentino	id=g:6543565
Rotzo	id=g:6543566
San Germano dei Berici	id=g:6543567
Sovizzo	id=g:6543568
Zugliano	id=g:6543569
Rocca Pietore	id=g:6543570
Tambre	id=g:6543571
Boara Pisani	id=g:6543572
Cervarese Santa Croce	id=g:6543573
Masi	id=g:6543574
San Giorgio delle Pertiche	id=g:6543575
Bagnolo di Po	id=g:6543576
Canda	id=g:6543577
Majano	id=g:6543578
Treppo Carnico	id=g:6543579
Farra d'Isonzo	id=g:6543580
San Pietro in Cerro	id=g:6543581
Zerba	id=g:6543582
San Possidonio	id=g:6543583
Cartoceto	id=g:6543584
Mercatino Conca	id=g:6543585
Monte Porzio	id=g:6543586
Serrungarina	id=g:6543587
Barbara	id=g:6543588
Castelleone di Suasa	id=g:6543589
Poggio San Marcello	id=g:6543590
Force	id=g:6543591
Monteleone di Fermo	id=g:6543592
Filattiera	id=g:6543593
Careggine	id=g:6543594
Fosciandora	id=g:6543595
Vergemoli	id=g:6543596
Villa Collemandina	id=g:6543597
Orciano Pisano	id=g:6543598
Semproniano	id=g:6543599
Lisciano Niccone	id=g:6543600
Villa San Giovanni in Tuscia	id=g:6543601
Montenero Sabino	id=g:6543602
Campodimele	id=g:6543603
Torre Cajetani	id=g:6543604
Trivigliano	id=g:6543605
Carinaro	id=g:6543606
Castello del Matese	id=g:6543607
Curti	id=g:6543608
Piana di Monte Verna	id=g:6543609
Villa di Briano	id=g:6543610
Falciano del Massico	id=g:6543611
Casapesenna	id=g:6543612
Calvi	id=g:6543613
San Nazzaro	id=g:6543614
San Nicola Manfredi	id=g:6543615
Carbonara di Nola	id=g:6543616
Massa di Somma	id=g:6543617
Pago del Vallo di Lauro	id=g:6543618
Roccabascerana	id=g:6543619
Tufo	id=g:6543620
Vallesaccarda	id=g:6543621
Felitto	id=g:6543622
Bugnara	id=g:6543623
Morino	id=g:6543624
Rivisondoli	id=g:6543625
Castel Castagna	id=g:6543626
Roccamorice	id=g:6543627
Casalincontrada	id=g:6543628
Palmoli	id=g:6543629
Rocca San Giovanni	id=g:6543630
Castro	id=g:6543631
Gagliato	id=g:6543632
Settingiano	id=g:6543633
Campo Calabro	id=g:6543634
Maropati	id=g:6543635
Oppido Mamertina	id=g:6543636
Riace	id=g:6543637
San Pietro di Caridà	id=g:6543638
Sant'Agata del Bianco	id=g:6543639
Buseto Palizzolo	id=g:6543640
Trappeto	id=g:6543641
Blufi	id=g:6543642
Alì Terme	id=g:6543643
Graniti	id=g:6543644
Rometta	id=g:6543645
Castel di Iudica	id=g:6543646
Esporlatu	id=g:6543647
Viddalba	id=g:6543648
Golfo Aranci	id=g:6543649
Budoni	id=g:6543650
Villanova Tulo	id=g:6543651
Ollastra	id=g:6543652
Casapinta	id=g:6543653
Castelletto Cervo	id=g:6543654
Dorzano	id=g:6543655
Gifflenga	id=g:6543656
Muzzano	id=g:6543657
Ponderano	id=g:6543658
Quaregna	id=g:6543659
Roppolo	id=g:6543660
Rosazza	id=g:6543661
Ternengo	id=g:6543662
Viverone	id=g:6543663
Zubiena	id=g:6543664
Zumaglia	id=g:6543665
Barzago	id=g:6543666
Cassina Valsassina	id=g:6543667
Cernusco Lombardone	id=g:6543668
Cesana Brianza	id=g:6543669
Crandola Valsassina	id=g:6543670
Cremella	id=g:6543671
Dolzago	id=g:6543672
Ello	id=g:6543673
Introzzo	id=g:6543674
Margno	id=g:6543675
Montevecchia	id=g:6543676
Sirone	id=g:6543677
Vendrogno	id=g:6543678
Vestreno	id=g:6543679
Viganò	id=g:6543680
Abbadia Cerreto	id=g:6543681
Borgo San Giovanni	id=g:6543682
Caselle Landi	id=g:6543683
Cornovecchio	id=g:6543684
Galgagnano	id=g:6543685
Livraga	id=g:6543686
Maccastorna	id=g:6543687
Marudo	id=g:6543688
Massalengo	id=g:6543689
Merlino	id=g:6543690
Mulazzano	id=g:6543691
Salerano sul Lambro	id=g:6543692
San Rocco al Porto	id=g:6543693
Santo Stefano Lodigiano	id=g:6543694
Somaglia	id=g:6543695
Mondaino	id=g:6543696
Monte Colombo	id=g:6543697
Brognaturo	id=g:6543698
Joppolo	id=g:6543699
Zungri	id=g:6543700
Bee	id=g:6543701
Caprezzo	id=g:6543702
Ceppo Morelli	id=g:6543703
Cossogno	id=g:6543704
Gurro	id=g:6543705
Intragna	id=g:6543706
Massiola	id=g:6543707
Montecrestese	id=g:6543708
Nonio	id=g:6543709
Premia	id=g:6543710
Toceno	id=g:6543711
Trasquera	id=g:6543712
Trontano	id=g:6543713
Calvi Risorta	id=g:6543714
Letino	id=g:6543715
Pastorano	id=g:6543716
Coreglia Ligure	id=g:6543717
Casciago	id=g:6543718
Cassano Valcuvia	id=g:6543719
Bene Lario	id=g:6543720
Binago	id=g:6543721
Cabiate	id=g:6543722
Cagno	id=g:6543723
Ramponio Verna	id=g:6543724
Rodero	id=g:6543725
Ronago	id=g:6543726
Senna Comasco	id=g:6543727
Sorico	id=g:6543728
Tavernerio	id=g:6543729
Turate	id=g:6543730
Vercana	id=g:6543731
Zelbio	id=g:6543732
Andalo Valtellino	id=g:6543733
Caiolo	id=g:6543734
Civo	id=g:6543735
Colorina	id=g:6543736
Lanzada	id=g:6543737
Lovero	id=g:6543738
Noviglio	id=g:6543739
Caponago	id=g:6543740
Cerro al Lambro	id=g:6543741
Cusago	id=g:6543742
Blello	id=g:6543743
Pregnana Milanese	id=g:6543744
Bracca	id=g:6543745
Branzi	id=g:6543746
Brembate di Sopra	id=g:6543747
Castel Rozzone	id=g:6543748
Torre Pallavicina	id=g:6543749
Onore	id=g:6543750
Osio Sopra	id=g:6543751
Pagazzano	id=g:6543752
Paladina	id=g:6543753
Parre	id=g:6543754
Pontirolo Nuovo	id=g:6543755
Pradalunga	id=g:6543756
Ranica	id=g:6543757
Solza	id=g:6543758
Azzano Mella	id=g:6543759
Ono San Pietro	id=g:6543760
Paitone	id=g:6543761
Cecima	id=g:6543762
Ceranova	id=g:6543763
Ceretto Lomellina	id=g:6543764
Cigognola	id=g:6543765
Cura Carpignano	id=g:6543766
Galliavola	id=g:6543767
Ruino	id=g:6543768
Pizzale	id=g:6543769
Rea	id=g:6543770
Imer	id=g:6543771
Nave San Rocco	id=g:6543772
Pieve di Ledro	id=g:6543773
Pomarolo	id=g:6543774
Praso	id=g:6543775
Prezzo	id=g:6543776
Banchette	id=g:6543777
Barone Canavese	id=g:6543778
Lombriasco	id=g:6543779
Lusernetta	id=g:6543780
Maglione	id=g:6543781
Marentino	id=g:6543782
Meana di Susa	id=g:6543783
Mezzenile	id=g:6543784
Osasco	id=g:6543785
