Shibatou	id=g:6414646
Jiepai	id=g:6423008
Dongtian	id=g:6423024
Wujiang	id=g:6423036
Dalupu	id=g:6423041
Qiaoshi	id=g:6423046
Huajiang	id=g:6423047
Xiangjiang	id=g:6423050
Laishan	id=g:6453415
Yaoqiang	id=g:6453420
Meilan International Airport	id=g:6453422
Tianlun Songhe Hotel	id=g:6462019
Marriott Beijing West	id=g:6462022
Jianguo Hotel Beijing	id=g:6462118
Dongfang Hotel	id=g:6462131
Beijing Minzu Hotel	id=g:6462261
Metropark Hotel	id=g:6462649
Pavilion Hotel	id=g:6462684
Best Western Guangzhou Bai Yun Hotel	id=g:6462808
Guangdong Victory Hotel	id=g:6462836
Park Plaza Beijing Science Park	id=g:6462860
ZHONGSHAN HOTEL NANJING	id=g:6462881
Ramada Urumqi	id=g:6462950
Regal Hongkong Hotel	id=g:6463122
Rosedale on the Park	id=g:6463161
Jin jiang Pacific Hotel Shanghai	id=g:6463420
Regal Riverside Hotel	id=g:6463424
Presidential Plaza Beijing	id=g:6463540
Grand Hyatt Beijing	id=g:6463599
Parkview Dingshan Hotel	id=g:6463891
King Wing Hot Spring International Hotel	id=g:6464283
Beijing Landmark Hotel	id=g:6464341
Rosedale Hotel and Suites Guangzhou	id=g:6464364
Wangfujing Grand Hotel	id=g:6464493
Equatorial Qingdao Hotel	id=g:6464497
Taiwan Hotel Beijing	id=g:6464541
Oriental Riverside Hotel - Pudong Shanghai	id=g:6464603
Super 8 Beijing Tuan Jie Hu	id=g:6464719
Furama Guangzhou (LE)	id=g:6464850
World Trade Center Grand Hotel	id=g:6465177
Hotel Equatorial Shanghai	id=g:6465306
Hotel Sintra	id=g:6465310
Shangri-la China World Hotel	id=g:6465332
Radisson Plaza Hotel Hangzhou	id=g:6465415
JinJiang Inn - Dalian Jiefang Road	id=g:6466007
Sheraton Chengdu Lido Hotel	id=g:6466699
Shangri-La Hotel, Wuhan	id=g:6467002
Harbour View International House	id=g:6467442
Shangri-la Kerry Centre Hotel Beijing	id=g:6467530
White Swan Hotel	id=g:6468481
Shanghai New Century Service Ho	id=g:6469236
Shangri-La Hotel Harbin	id=g:6469245
CTS Hotel Beijing	id=g:6469314
The Peninsula Beijing	id=g:6469871
Marriott Shenyang	id=g:6469872
Xuanwu Lakeview Hotel.	id=g:6470046
Landmark Canton Hotel	id=g:6470600
Sino-Swiss Hotel Beijing Airport	id=g:6470744
Gloria Plaza Hotel Suzhou	id=g:6470863
Bishop Lei International	id=g:6470877
Sheraton Nanjing Kingsley Hotel & Towers	id=g:6471090
Conrad	id=g:6471113
Jin jiang Shanghai Hotel Shanghai	id=g:6471157
Shangri-La Hotel Hangzhou	id=g:6471233
Shangri-La Golden Flower, Xian	id=g:6471586
Jin Jiang Park Hotel	id=g:6471588
Empire	id=g:6471705
Sheraton Guilin Hotel	id=g:6471799
Harbour Plaza Chongqing	id=g:6471813
Ritz-Carlton	id=g:6471909
Renaissance	id=g:6471910
Newton	id=g:6471990
Newton	id=g:6472192
Kunming Jin Jiang Hotel	id=g:6472547
JW Marriott	id=g:6472581
Kempinski Beijing	id=g:6472701
Okura Garden Hotel Shanghai	id=g:6472709
Sheraton Wuxi Hotel and Towers	id=g:6472853
Shangri La Hotel Dalian	id=g:6472863
South Pacific Hotel	id=g:6472969
Sunshine Hotel Shenzhen	id=g:6473160
Shangri-La Hotel, Qingdao	id=g:6473262
Rosedale Hotel & Suites, Beijing	id=g:6473702
Royal Plaza Hotel	id=g:6474035
Meritus Mandarin Haikou	id=g:6474334
Courtyard by Marriott Hotel Beijing	id=g:6475335
Courtyard by Marriot Shunde	id=g:6475439
Xiyuan Hotel	id=g:6475647
Hotel Nikko New Century Beijing	id=g:6476413
Shangri-la Hotel, Shenzhen	id=g:6477136
China Hotel A Marriott Hotel in Guangzhou	id=g:6478287
The Shangri-La Hotel, Beijing	id=g:6478300
Capital Hotel	id=g:6478343
New Ramada Plaza Hangzhou	id=g:6478712
Tianlun Dynasty Hotel	id=g:6479314
Ramada Pearl Hotel Guangzhou	id=g:6479342
Swissotel Beijing	id=g:6480105
The Park Lane Hong Kong	id=g:6480154
Traders Hotel Shenyang	id=g:6480299
Sheraton Xian Hotel	id=g:6480324
The Garden Hotel	id=g:6480820
Luk Kwok Hotel	id=g:6481060
Jin Jiang Hotel Shanghai	id=g:6481194
Jin Jiang Tower	id=g:6481460
Grand Hyatt Hong Kong	id=g:6481480
Shangri-La Hotel, Changchun	id=g:6481653
City Garden Hotel	id=g:6481802
Gloria Plaza Hotel Beijing	id=g:6481928
The Charterhouse	id=g:6481978
Newton Hotel Hong Kong	id=g:6482089
Shangri La Hotel Beihai	id=g:6482269
City Hotel Shanghai	id=g:6482439
Jinglun Hotel Nikko	id=g:6484010
Jin jiang Rainbow Hotel Shanghai	id=g:6484139
Hotel New Otani Chang Fu Gong	id=g:6484387
Nan Hai Hotel	id=g:6485652
Prime Hotel Beijing	id=g:6486569
The Excelsior Hong Kong	id=g:6487622
JW Marriott Hotel Hong Kong	id=g:6489576
The Great Wall Sheraton Hotel	id=g:6489663
Ramada Dalian	id=g:6490141
Sheraton Tianjin Hotel	id=g:6490246
Ramada Hotel Jiahong	id=g:6490367
Skyfortune Boutique Hotel Shanghai	id=g:6490442
King Lan Hotel	id=g:6490499
Somerset ZhongGuanCun Beijing	id=g:6490671
Intl Conf Hotel of Nanjing	id=g:6490681
Hotel The Land	id=g:6490760
Yun Gang International Hotel	id=g:6490762
The Eton Hotel	id=g:6490769
Eversunshine Hotel Shanghai	id=g:6490772
Rambler Oasis Hotel	id=g:6490842
Xin Gang Wan Jin Jiang Hotel	id=g:6490863
Jin Jiang Hua Ting Hotel	id=g:6490874
Oriental Huai Hai Towers	id=g:6490886
Hanlin Brand Hotel Ji nan	id=g:6490947
Empark Grand Hotel Kunming	id=g:6490955
CSC Towers	id=g:6491027
Kempinski Hotel Sanya Hainan Island China	id=g:6491092
Tangyue Hotel Beijing	id=g:6491200
Zhongnan Hotel Zhuhai	id=g:6491269
Jin Bai He Hotel Of Shenzhen	id=g:6491284
Jin Jiang Inn - Tianjin International Exhibition Center	id=g:6491362
Hengfeng Jinling Plaza Nanjing	id=g:6491381
Jin Jiang Tian Cheng Hotel	id=g:6491384
King World Hotel Chongqing	id=g:6491397
Hna Hotel Downtown Haikou	id=g:6491398
Gao Su Shen Zhou Hotel	id=g:6491403
Huangshan Haosheng Hotel	id=g:6491407
Jin jiang Cypress Hotel Shanghai	id=g:6491410
Jin Jiang Dahua Hotel	id=g:6491414
Shanghai City Inn Phoenix Hotel	id=g:6491473
Xin Shu Lian Hotel Chengdu	id=g:6491482
Days Inn Kan Hangzhou	id=g:6491490
Yinfeng Jin jiang Tourist Zone	id=g:6491502
Hong He Hotel	id=g:6491509
Zhong Tian Hotel	id=g:6491522
Jin Jiang Nanjing Hotel	id=g:6491529
Beijing Business Hotel	id=g:6491531
Shangri-la hotel Chengdu	id=g:6491550
The Regent Beijing	id=g:6491552
Fortune Land Hotel	id=g:6491591
JinJiang Inn - Beijing Shijingshan	id=g:6491612
JinJiang Inn - Beijing Yuquan Road	id=g:6491613
Shanghai Shen Garden Hotel	id=g:6491645
Golden River View Hotel	id=g:6491661
Jin Feng Hotel	id=g:6491698
Jadedoor Hotel	id=g:6491708
Ramada Plaza Guiyang	id=g:6491715
Marriott Executive Apartments Union Square Shanghai Pudong	id=g:6491721
B and B INN XUHUI HOTEL	id=g:6491722
Hanting Hotel GUANGDA BR	id=g:6491745
Minhang Hotel Nanning	id=g:6491750
Landscape Hotel Fuzhou	id=g:6491772
Home Inn Ningbo LiuTing Street	id=g:6491784
Jin Jiang Wuxi Grand Hotel	id=g:6491801
Jian Gong Jin Jiang Hotel	id=g:6491818
Rambler Garden Hotel	id=g:6491825
Shenzhen Royal Hotel	id=g:6491840
Grand Hyatt Shanghai	id=g:6491892
Imperial Garden Hotel	id=g:6491895
Smile   Natural Int L Hotel Jiujiang	id=g:6491959
Stars Mountain Hotel	id=g:6492001
Jin Cheng Jin Jiang	id=g:6492011
Jiashan Hotel	id=g:6492016
Guang Sha Hotel	id=g:6492018
Happy Family Hotel Suzhou	id=g:6492023
Wu Gong Hotel	id=g:6492025
Bao Dao Garden Hotel Suzhou	id=g:6492049
Shanghai Peace Garden Apartment	id=g:6492050
Beijing Ningxia Hotel	id=g:6492058
Le Méridien Sheshan Shanghai	id=g:6492062
Ao Ya Hotel Beijing	id=g:6492075
Shanghai Hai Jin Hotel	id=g:6492077
Shanghai Midtown Hotel	id=g:6492090
Jin Jiang Huating Guest House	id=g:6492118
Kempinski Hotel Shenzhen China	id=g:6492142
Shanghai Qing Yu Villa Hotel	id=g:6492145
Skyway Landis Hotel Shanghai	id=g:6492146
Four Points by Sheraton Shanghai, Pudong	id=g:6492152
Yu Shan Jin Jiang Hotel	id=g:6492193
Guangzhou Golden World Hotel	id=g:6492195
Hai Qi Business Hotel	id=g:6492198
Jin Jiang Min Hang Hotel	id=g:6492209
Highton IntL Hotel	id=g:6492211
Home Inn Changzhou JuQian	id=g:6492213
Mu S Mansion Hotel Lijiang	id=g:6492237
Zhejiang 1921 Club Hotel Jiaxing	id=g:6492299
Dorsett Far East Hotel	id=g:6492305
Ningxia International Hotel	id=g:6492324
Best Western Hangzhou Richful Green Hotel	id=g:6492347
Shanshui Resort Suzhou	id=g:6492353
Shanshuizhihua Hotel Changsha	id=g:6492373
Shangri-la Hotel Guangzhou	id=g:6492390
Jin Jiang New Garden Hotel	id=g:6492392
Jin Jiang Tian Cheng Hotel	id=g:6492394
Jin Jiang Jing Gang Shan Hotel	id=g:6492405
Ruian International Hotel	id=g:6492410
The Westin Beijing, Financial Street	id=g:6492424
Qinhuangdao International Hotel	id=g:6492445
New Art Hotel Ningbo	id=g:6492478
Huayang Square International Ho	id=g:6492484
Longda Hotel Changchun	id=g:6492494
Beishan Business Hotel	id=g:6492540
Suzhou Amusement Vocation Hotel	id=g:6492553
Lao Jie Kou Hotel Huangshan	id=g:6492556
Shantou Overseas Chinese Hotel	id=g:6492559
Taiyue Suites	id=g:6492570
Guizu Hotel Zhangjiajie	id=g:6492579
Hua Ling Hotel Shenzhen	id=g:6492602
Peixin Hotel	id=g:6492628
Hong Qiao Hotel Nanjing	id=g:6492657
Kandi International Hotel Huizhou	id=g:6492668
Qing Jiang Hotel Yichang	id=g:6492675
Jingdezhen Joint Venture Hotel	id=g:6492703
Wuxi Friendship Grand Hotel	id=g:6492704
Le Royal Méridien Shanghai	id=g:6492705
Hyatt Regency Dongguan	id=g:6492714
Singapore Hotel Harbin	id=g:6492760
Samost hotel Zhengzhou	id=g:6492791
Changlong International Hotel YANTAI	id=g:6492792
Rizhao Ling Hai Hotel	id=g:6492796
Pudi Boutique Hotel Shanghai	id=g:6492834
Crystal Hotel Jilin	id=g:6492862
Fuyang Hotel	id=g:6492870
Miracle Island Express Hotel Gu	id=g:6492934
Tian Yuan Hotel	id=g:6492978
Three Gorges Project Hotel	id=g:6493003
Jing De Zhen Hotel Jingdezheng	id=g:6493006
Jinpin Hotel Guiyang	id=g:6493008
Changchun International Confere	id=g:6493018
Hangzhou She Yuan Hotel	id=g:6493055
Haiyi Jin Jiang Hotel	id=g:6493149
Wanxiang Hotel Hangzhou	id=g:6493262
Radisson Hotel, Pudong Century Park	id=g:6493328
Join Us Plaza	id=g:6493500
Beijing Up East Intl Hotel	id=g:6493546
Banyan Tree Lijiang	id=g:6493552
East China Hotel Shanghai	id=g:6493581
Dazhong Riverside Service Apart	id=g:6493606
Celebrity Service Apartment	id=g:6493741
Salvo International Business Hotel Shanghai	id=g:6493806
Beijing Sihe Hotel	id=g:6493857
The North Garden Hotel	id=g:6493881
Zhejiang International Hotel	id=g:6493910
Good In Hotel Shenzhen	id=g:6493959
Changsha Internation Conifer Ho	id=g:6494195
The Ritz-Carlton Beijing Financial Street	id=g:6494222
Baotou Shenhua International Ho	id=g:6494243
Culture Plaza Hotel Zhejiang	id=g:6494369
V8 Hotel Zi Yuan Gang Branch	id=g:6494519
Shanghai Pacific Luck Hotel	id=g:6494546
Lan Kwai Fong Hotel	id=g:6494582
Super Garden Hotel	id=g:6494592
Changsha Sunroad Hotel	id=g:6494599
Ramada Plaza Shanghai	id=g:6494655
Redwall Hotel	id=g:6494747
New City Garden Hotel	id=g:6494795
Ecopark New Century Resort Hote	id=g:6494812
Season Westlake (SSAW) Hubin Hotel	id=g:6494821
The Landmark Mandarin Oriental, Hong Kong	id=g:6494853
Beijing New World Apartments	id=g:6494896
Sheraton Xiamen Hotel	id=g:6494948
Beijing HWA Apartment Hotel	id=g:6494977
Gloria Resort Sanya	id=g:6495049
Shanxi Aurum International Hotel	id=g:6495055
Warwick International Apartments Beijing	id=g:6495089
The Regent Shanghai	id=g:6495104
Jin Jiang Shenzhen Airlines	id=g:6495142
Youthtel Shanghai	id=g:6495218
Seaview Hotel	id=g:6495262
Huatian Hotel	id=g:6495289
Jin jiang Y.M.C.A Hotel Shanghai	id=g:6495316
Sophia International Hotel Qing	id=g:6495324
Dynasty Hotel Qingdao China	id=g:6495336
Fragrant Hill Golden Resources Commerces Hotel	id=g:6495345
Beijing New Drum Tower Hotel	id=g:6495375
L Hotel Causeway Bay Harbour V	id=g:6495469
Park Plaza Beijing Wangfujing	id=g:6495471
Traders Hotel Kunshan	id=g:6495615
Shanghai New Phoenix Town Hotel	id=g:6495818
Jia Long Sunny Hotel Beijing	id=g:6495840
Hotel Kunlun	id=g:6495903
Shanghai Barony Wanyuan Hotel	id=g:6495921
Radisson Shanghai New World	id=g:6495938
Purple Mountain Hotel	id=g:6496052
Purple Jade Laguna Resort	id=g:6496053
Jin jiang Peace Hotel Shanghai	id=g:6496061
Jin jiang Jiulong Hotel Shanghai	id=g:6496099
Jin Jiang East Asia Hotel	id=g:6496131
Goodview Hotel Tangxia	id=g:6496206
Sheraton Haikou Resort	id=g:6496233
Yuanchenxin International Hotel	id=g:6496234
Plaza Hotel	id=g:6496236
Hotel Zhongyou International	id=g:6496260
Grand View Garden Hotel	id=g:6496291
Marriott Executive Apartments Palm Springs	id=g:6496292
The Bund Hotel	id=g:6496339
Manhattan Bund Business Hotel	id=g:6496374
Gladden Hotel Shilong	id=g:6496381
New World Mayfair Htl Shanghai	id=g:6496395
Gangli Hotel Of Jinhongji	id=g:6496431
Ramada Plaza Pudong	id=g:6496454
Gladden Hotel LiaoBu	id=g:6496505
Hotel LKF by Rhombus	id=g:6496525
V8 Hotel Train Station Branch	id=g:6496578
Raffles Beijing Hotel	id=g:6496602
Zhong Fu Youth Garden Service H	id=g:6496625
Dongguan Gladden Hotel	id=g:6496790
Pipaxi Hotel	id=g:6496821
Ramada Pudong Airport Shanghai	id=g:6496924
Howard Johnson All Suites Hotel	id=g:6496998
Stone Appreciation Culture Shan	id=g:6497074
Yu Yang Hotel	id=g:6497096
Banyan Tree Ringha	id=g:6497257
Cosmo Hotel	id=g:6497294
Nanjing Grand Hotel	id=g:6497362
Grand Mercure Oriental Ginza Shenzhen	id=g:6497431
Olympic Terrace Suites	id=g:6497513
Exhibition Centre Hotel	id=g:6497671
Central Park Hotel	id=g:6497696
Jin jiang New Asia hotel Shanghai	id=g:6497754
Pudong Shangri-La Shanghai	id=g:6497813
Zhao Long Hotel	id=g:6497914
Jianguo Garden Hotel	id=g:6498176
Golden Resources Hotel Chongqing	id=g:6498374
Shanghai Silver Court Service Apartment	id=g:6498402
Winterless Hotel	id=g:6498415
Traders Fudu Hotel Changzhou	id=g:6498487
Sofitel Royal Lagoon Dongguan	id=g:6498535
The Empire Hotel Hong Kong	id=g:6498576
Guangdong Hotel Shanghai	id=g:6498723
Shangri La Hotel Fuzhou	id=g:6498730
Jin jiang Metropole Hotel Shanghai	id=g:6498800
Royal Park Hotel	id=g:6498959
Hyatt Regency Hangzhou	id=g:6499037
Canaan International Hotel	id=g:6499176
Gyalthang Dzong Hotel	id=g:6499204
Jin Jiang Sanya Royal Garden Resort	id=g:6499382
Riyuegu Hotsprings Resort	id=g:6499387
Furama Hotel Beihai	id=g:6499465
Renaissance Harbour View Hotel	id=g:6499710
Renaissance Tianjin TEDA Hotel & Convention Centre	id=g:6499726
Beijing Guangxi Plaza	id=g:6499802
Grand Pacific Hotel	id=g:6499823
Cosmopolitan Hotel Hong Kong	id=g:6499863
Hangzhou Hongdu Hotel	id=g:6499890
Cinese Hotel	id=g:6499914
Conrad Hong Kong	id=g:6500089
Inner Mongolian Pinnacle Hote	id=g:6500235
Shangri La Hotel Zhongshan	id=g:6500362
Rendezvous Merry Hotel Shanghai	id=g:6500376
The Bund Riverside Hotel	id=g:6500529
Magnificent International Hotel	id=g:6500781
The Pavilion Century Tower	id=g:6500784
Ruitai Hongqiao Hotel	id=g:6500850
Howard Johnson Plaza Hotel Shanghai	id=g:6500874
Hengsheng Peninsula Intl Hotel	id=g:6500899
Howard Johnson Ginwa Plaza Hotel	id=g:6500981
Astor House Hotel	id=g:6501151
Broadway Mansions Hotel (Bund)	id=g:6501284
Sheraton Dongguan Hotel	id=g:6501327
Jin jiang Galaxy Hotel Shanghai	id=g:6501467
Le Meridien Cyberport	id=g:6501616
999 Royal Suites and Towers	id=g:6501766
JW Marriott Shanghai	id=g:6501936
JinJiang Inn - West Railway Station	id=g:6502001
Hengshan Moller Villa Hotel	id=g:6502198
Hotel Canton	id=g:6502232
Hotel Lisboa	id=g:6502596
Best Western Shenzhen Felicity Hotel	id=g:6502774
Empark Grand Hotel	id=g:6502899
Island Shangri-La	id=g:6502989
Tong Mao Hotel - Pudong Shanghai	id=g:6503005
Hebei Grand Hotel Shijiazhuang	id=g:6503056
Shanghai JC Mandarin	id=g:6503089
Lakeview Hotel	id=g:6503186
Newton Inn North Point	id=g:6503254
Xi An Purple Mountain Hotel	id=g:6503267
Harmony Hotel Beijing	id=g:6503280
Shekou Haitao Hotel	id=g:6503302
Renaissance Beijing Hotel	id=g:6503367
Traders Hotel, Beijing	id=g:6503419
Ruitai Jingan Hotel	id=g:6503462
Century Plaza Hotel	id=g:6503480
Radisson SAS Hotel	id=g:6503507
Yangtze Hotel	id=g:6503520
Sheraton Sanya Resort	id=g:6503550
Hangzhou New Century Hotel	id=g:6503561
Miramar Apartment	id=g:6503586
Sheraton Shenyang Lido Hotel	id=g:6504381
Ramada Plaza Fuzhou	id=g:6504585
Hotel Royal Macau	id=g:6504618
The Westin Bund Center Shanghai	id=g:6504622
Dai Zong Hotel Beijing	id=g:6504857
Yallan International Hotel Deqi	id=g:6504868
Fortune Hotel Xi An	id=g:6504881
Xuzhou Jiali International Hote	id=g:6504896
Zhao An Hotel	id=g:6504899
Jiangsu Hotel	id=g:6504913
Wenzhou Hotel	id=g:6504917
Ya Shi Du Suites Hotel	id=g:6504918
Runlong Hotel Yantai	id=g:6504930
Ramada Plaza Shanghai	id=g:6504947
Lasa Hongfeng Hotel	id=g:6504951
Juno Tower Hotel Shenzhen	id=g:6504957
Hangcheng Hotel Xiamen	id=g:6504960
Renaissance Fuwah Hotel	id=g:6504970
Yichang International Hotel	id=g:6504990
Xi Mei Business Hotel	id=g:6505009
Milan Fashion Hotel	id=g:6505013
Yantai Air Plaza Hotel	id=g:6505033
Soochow Household Hotel	id=g:6505037
Tai Yi Hotel	id=g:6505043
Orient Hotel	id=g:6505049
Hotel Kapok Shenzhen	id=g:6505060
Jin Sui Hotel	id=g:6505071
Redbuds Hotel	id=g:6505075
Nanjing Bridge Hotel	id=g:6505086
Hotel General	id=g:6505097
East Gate Plaza Beijing	id=g:6505155
Xiamen Jinbao Hotel	id=g:6505192
Shanghai Xin Tai Hotel	id=g:6505193
Qinghai Moslem Hotel	id=g:6505197
The Bridge Hotel	id=g:6505202
Wenzhou Xueshan Hotel	id=g:6505204
New Century Hotel Suzhou	id=g:6505236
Oakwood Gold Arch Residence	id=g:6505289
Wa King Town Hotel	id=g:6505291
Aster Hotel Suzhou	id=g:6505305
International Trade Hotel Cha	id=g:6505376
Fujian  Foreign Trade Center Ho	id=g:6505388
Overseas Chinese Hotel Changchun	id=g:6505447
New Garden Hotel Shanghai	id=g:6505461
Hilton Chongqing	id=g:6505497
China Resources Hotel	id=g:6505654
Courtyard Shanghai Pudong	id=g:6505657
Beijing Airport Garden Hotel	id=g:6505882
Hope Hotel Shanghai	id=g:6506017
The Panglin Hotel	id=g:6506068
China Mayors Plaza	id=g:6506145
Howard Johnson Paragon Hotel	id=g:6506251
Beijing Hademan Hotel	id=g:6506252
Lc St Regis Hotel Shanghai	id=g:6506519
Fuzhou Lakeside Hotel	id=g:6506780
Kunming Hotel	id=g:6506786
Jianguo Hotel Xi An	id=g:6506956
Beijing International Hotel	id=g:6506961
Beijing Sports Inn	id=g:6506962
Shijiazhuang Youngsun Hotel	id=g:6507246
Surf Plaza Resort Hotel Qingdao	id=g:6507306
Novotel Xin Qiao Beijing	id=g:6507387
Riverside Hotel	id=g:6507608
Kingdom Hotel Shenyang	id=g:6508361
Flamingo Conifer Hotel	id=g:6508694
Overseas Chinese Hotel Hangzhou	id=g:6509253
Jiang Long Hotel	id=g:6509407
Beijing Royal Palace Apartment	id=g:6509411
Novotel Peace Beijing	id=g:6509652
Novotel Atlantis Shanghai	id=g:6509835
Guangzhou Haitao Hotel	id=g:6510137
Lc The St Regis Beijing	id=g:6510232
Jiang Xi Hotel	id=g:6510919
Marriott Shanghai Hong Qiao	id=g:6510920
Sheraton Grand Tai Ping Yang	id=g:6511310
Novotel Century Hong Kong	id=g:6511395
Jw Marriott Hotel Chongqing	id=g:6511695
Jinling Hotel Nanjing	id=g:6511911
Wuxi Grand Hotel	id=g:6511994
Tangshan Jinjiang Grand Hotel	id=g:6511996
Mandarin Oriental Hong Kong	id=g:6512038
Sofitel Hyland Shanghai	id=g:6512085
Xiamen Plaza Hotel	id=g:6512137
Sheraton Suzhou Hotel And Twrs	id=g:6512178
Fujian Hot Spring Hotel	id=g:6512220
Hotel Royal Xian	id=g:6512299
Gloria Plaza Hotel Nanchang	id=g:6512374
Cactus Resort Sanya	id=g:6512410
Ritz Carlton Portman Shanghai	id=g:6512441
Bao An Hotel	id=g:6512521
Courtyard By Marriott Wuxi	id=g:6512608
Hyatt Regency Xian	id=g:6512626
Swiss Belhotel On The Park Wuhan	id=g:6512749
Beijing Hotel	id=g:6512763
Hilton Beijing	id=g:6513296
Wharney Guang Dong Hotel Hong K	id=g:6514305
Shanghai Hansen Hotel  China	id=g:6514398
Panda Hotel	id=g:6514427
Majestic Hotel	id=g:6514639
Renaissance Yangtze Shang	id=g:6515205
Ritz Carlton Hong Kong	id=g:6515476
Gloria Plaza Hotel Dalian	id=g:6515730
Gloria Plaza Hotel Shenyang	id=g:6515960
Grand Hotel  Beijing	id=g:6516034
Gloria Inn Shenyang	id=g:6516199
Hilton Shanghai	id=g:6516364
Furama Hotel Dalian	id=g:6516443
Marco Polo Xiamen	id=g:6516792
Hyatt Regency Tianjin	id=g:6516831
Hotel Yihe Longbai Shanghai	id=g:6516882
Dalian Jinhua Hotel	id=g:6517339
Sunshine Plaza International Ho	id=g:6518184
Meidu Hotel	id=g:6518190
Qinghai Holiday Dynasty Hotel	id=g:6518192
Audit Hotel	id=g:6518204
Guangzhou Hotel Beijing	id=g:6518208
Picc Hotel Chengdu	id=g:6518210
Comfort Hotel Baotou	id=g:6518218
Maxcourt Hotel Changchun	id=g:6518224
Longtou Hotel Beijing	id=g:6518226
Haihang Hotel Kunming	id=g:6518237
Sanya Leaguer Recreationresort	id=g:6518241
Utop Primeval Forest Resorts Ho	id=g:6518253
New World Hotel	id=g:6518256
Zhong Hai Business Hotel	id=g:6518257
Cui Ming Garden Hotel	id=g:6518269
Hua Chen Business Hotel	id=g:6518271
Xin Hang Lv Business Hotel	id=g:6518273
Dolton Hotel Changsha	id=g:6518276
Changsha Huatian Hotel	id=g:6518293
Civil Aviation Hotel	id=g:6518301
Skyline Business Hotel	id=g:6518302
New Jiliang Grand Hotel Changchun	id=g:6518305
Hilford Hotel Xiamen	id=g:6518309
Jinjiang Fresh Flowers Hotel Guiyang	id=g:6518312
Voice Of Nature Holiday Hotel	id=g:6518317
5 Star Ming Yuan Xin Du Hotel	id=g:6518318
Hang Ting Business Hotel	id=g:6518321
Sheraton Shanghai Htl Residnce	id=g:6518322
Hua Lin Business Hotel	id=g:6518330
Da Xie International Hotel	id=g:6518339
Bailou Hotel Shijiazhuang	id=g:6518348
Shanghai Jiaxin Business Hotel	id=g:6518350
Luminous Appartment Hotel	id=g:6518352
Shengming Intl Commercial Affai	id=g:6518361
Intercontinental Hotel	id=g:6518363
Feng Du Holiday Hotel	id=g:6518366
Jin Peng Business Hotel	id=g:6518367
Qinghai Hotel	id=g:6518376
Nature Inn Business Hotel	id=g:6518381
Meijing Seascape Hotel	id=g:6518382
Garden Hotel Changchun	id=g:6518384
Golden Pebble Beach Internation	id=g:6518394
Century Land Hotel	id=g:6518405
Super 8 Hotel Nantong Beihao	id=g:6518412
Intl Asia Pacific Conv Ctr Busi	id=g:6518414
Zhengda New Century Hotel Qingt	id=g:6518422
New State Guesthouse Business Haikou	id=g:6518424
Jin Wan Hotel	id=g:6518435
Pacific International Hotel	id=g:6518436
Fortune Business Hotel	id=g:6518446
Great Tang Hotel	id=g:6518449
Hua Ting Guest House Xujiahui	id=g:6518450
Zhongxin Hotel Hohhot	id=g:6518464
Sunflower Hotel	id=g:6518465
Grand Skylight Hotel	id=g:6518467
Tulip Hot Spring Garden Hotel	id=g:6518475
Nanjing Great Hotel Beijing	id=g:6518477
New Century Hotel Lanzhou	id=g:6518480
Kunming Business Hotel	id=g:6518487
Golden Top Hotel	id=g:6518489
Mt Emei Int Grand Hotel Chengdu	id=g:6518494
Hanting Hotel Nanjing	id=g:6518497
Inner Mongolia Huatian Hotel	id=g:6518509
Celebrity Business Hotel	id=g:6518510
Hong Li Yuan Business Hotel	id=g:6518515
Cheng Hong Hotel Beijing	id=g:6518517
Hotel Kapok Beijing	id=g:6518518
Huana Holiday Hotel Hangzhou	id=g:6518536
Boyi Business Hotel Hangzhou	id=g:6518537
Jia Yu Hotel	id=g:6518538
Hyatt On The Bund	id=g:6518544
Brilliance Garden Hotel Chengdu	id=g:6518546
Nanning Hotel Guangxi	id=g:6518557
Jinhui Business Hotel	id=g:6518558
Fortune Hotel	id=g:6518570
Chuang Ye Business Hotel	id=g:6518572
Yuanyang Hotel Shanghai	id=g:6518573
Haiyue Hotel Shanghai	id=g:6518579
Guiyang Plaza Hotel	id=g:6518580
Mingyue Hotel Hangzhou	id=g:6518594
Guangdong Dasha Hotel	id=g:6518596
Garden View International Hotel	id=g:6518598
City Holiday Hotel	id=g:6518599
Citadines Suzhou Xinghai	id=g:6518608
Qianbaidu Business Hotel	id=g:6518609
Vivasha Resort Hotel	id=g:6518610
Crown Plaza Hotel	id=g:6518616
Zhangjiang Medicine Valley Busi	id=g:6518634
Super 8 Hotel Beijing Xue Yuan	id=g:6518636
Golden Wheel Hotel	id=g:6518649
Oriental Bay Intl Hotel Beijing	id=g:6518665
Long Hu Wen Quan Hotel	id=g:6518667
Guangzhou Baiyun Intl Airport H	id=g:6518670
Renaissance Wuhan	id=g:6518681
Zhenghang Business Hotel	id=g:6518682
Longda Holiday Hotel Harbin	id=g:6518684
Jin Da Garden Hotel	id=g:6518704
Gdh Inn East Block Xiang Mi Hu	id=g:6518706
Lakeside Hotel	id=g:6518712
Imperial Hotel	id=g:6518715
Jian Yin Hotel	id=g:6518729
Cathay Hotel	id=g:6518734
Zhengding Guohao Hotel Shijiazhuang	id=g:6518765
Ju Yang Mian Yang Business Hote	id=g:6518766
Anqing Yin Bin Hotel	id=g:6518778
Hua Rong Hotel	id=g:6518779
Ncpc Building Hotel Shi Jiazhua	id=g:6518782
