Shīv-ā Hiskt	id=g:446063
Dōl-ē Āsta	id=g:446992
Bila Zhērī	id=g:446993
Dōl-ē Shaykhān	id=g:446994
Shaykhān	id=g:446995
Mandāv	id=g:446996
Dōl-ē Harin	id=g:446997
Bāsk-ē Bardīna	id=g:446998
Dōl-ē Dafa	id=g:446999
Chiyā-ē Sēkō	id=g:447000
Āv-ē Bēdārūn	id=g:447001
Sar-ē Bēdārūn	id=g:447002
Kānī-ē Dēr	id=g:447003
Galī Sōrān	id=g:447004
Birisah	id=g:447007
Bībāna	id=g:447008
Hasnaka	id=g:447009
Bārzān	id=g:447010
Sar-ē Rirka Astrī	id=g:447011
Sarēshma	id=g:447012
Gali Sōt	id=g:447013
Dōl-ē Khalifā	id=g:447014
Dōl-ē Sātā	id=g:447015
Galī Dārā	id=g:447016
Galī Bībāna	id=g:447017
Galī Kula	id=g:447018
Girditile	id=g:447019
Tirshawa	id=g:447020
Darmanawa	id=g:447021
Jūlīāwa	id=g:447022
Galī Bakrī	id=g:447023
Galī Zilyān	id=g:447024
Chiyā-ē Asterash	id=g:447027
Chiyā-ē Dānī	id=g:447029
Dōl-ē Kandīl	id=g:447032
Biyē	id=g:447033
Bīnīshū	id=g:447036
Asterlan	id=g:447038
Mērgasōr	id=g:447039
Wādī Kandī Kalak	id=g:447040
Wādī Shaykh Yazdīn	id=g:447041
Karam Kadal	id=g:447042
Sarkēr	id=g:447043
Chiyā-ē Pāwīra	id=g:447044
Khālūtān	id=g:447045
Chiyā-ē Albat	id=g:447046
Sar-e Harpat	id=g:447047
Rūbār-ē Zarāra	id=g:447048
Qimmat Jabal Bājgīrī	id=g:447053
Lūt-i Khōrmīzī	id=g:447054
Chiyā-i Binlāta	id=g:447055
Chiyā-i Tābīr	id=g:447056
Tall Kirdī Khūrmīzī	id=g:447057
Qimmat Kam Kūr	id=g:447058
Wādī Shaykhān	id=g:447059
Qimmat Jabal Bahshakan	id=g:447060
Wādī Dazūk	id=g:447061
Qimmat Jabal Tābīr	id=g:447062
Cham-i Jāwaka	id=g:447063
Wādī Dūlbālīs	id=g:447064
Sedaya	id=g:447065
Bardakhira	id=g:447066
Rezena	id=g:447067
Bard Hushtir	id=g:447068
Galī Hasnān	id=g:447069
Dōl-i Dēlīzhiyān	id=g:447070
Wādī Waghān	id=g:447071
Rūbār-i Bālikiyān	id=g:447072
Pasukotal	id=g:447073
Topzawa	id=g:447074
Jabal Zūzak	id=g:447075
Chiyā-i Bērūs	id=g:447077
Wādī Māwaliyān	id=g:447078
Būnkistah	id=g:447079
Wādī Būnkistah	id=g:447080
Qimmat Jabal Kurdī Līrah	id=g:447081
Bāwbah	id=g:447082
Chiyā-i Ājar	id=g:447083
Sar-i Hājarī	id=g:447084
Qimmat Banī Rashkah	id=g:447085
Wādī Shīwān	id=g:447086
Wādī Zarzī	id=g:447087
Wādī Mamdiyān	id=g:447088
Mamdiyān	id=g:447089
Māwah Tāwah Suflá	id=g:447090
Māwah Tāwah ‘Ulyā	id=g:447091
Qimmat Kurdālī	id=g:447092
Zūrīlah	id=g:447093
Jabal Fawqī	id=g:447094
Bīrūsh	id=g:447100
Bīrtah	id=g:447101
Dīrah	id=g:447102
Qimmat Kānī Janār	id=g:447103
Gird-i Rashakar	id=g:447105
Wādī Şūriyā	id=g:447106
Wādī Hūrnah	id=g:447107
Wādī Barbat Zīn	id=g:447108
Qimmat Kahrah Bīrtah	id=g:447109
Tuwī	id=g:447110
Rūbār-i Rōst	id=g:447111
Wādī Darkah Lah	id=g:447112
Mālah Dar	id=g:447113
Rūbār-i Rāzānōk	id=g:447114
Qalīţān	id=g:447115
Wādī Jūmān	id=g:447116
Wādī Mālat Dar	id=g:447117
Harītah	id=g:447118
Dāy Sīnī	id=g:447119
Wādī Kanī Barūs	id=g:447120
Chiyā-i Handrēn	id=g:447121
Bāghah	id=g:447122
Qal‘at Shaykh Būsh	id=g:447123
Cham-i Akōyān	id=g:447124
Wādī Mīkrī	id=g:447125
Wādī Harmūshah	id=g:447126
Wādī Kalī Kurak	id=g:447127
Wādī Shūshī	id=g:447128
Wādī Kaznār	id=g:447129
Shīwī Lūghān	id=g:447130
Wādī Bin Mīrdā	id=g:447131
Galī Garwa	id=g:447132
Wādī Bībū	id=g:447133
Wādī Şalāt	id=g:447134
Cham-i Zifildan	id=g:447135
Cham-i Lōtān	id=g:447136
Jabal Abrūn	id=g:447137
Qimmat Būlah	id=g:447138
Hardan	id=g:447139
Harbī Sīw	id=g:447140
Barjītā	id=g:447141
Dōl-i Shaykān	id=g:447142
Āw-i Bane	id=g:447143
Qimmat Dūlah Bū	id=g:447144
Qimmat Dandārūk	id=g:447145
Qimmat Kah Rah Shīn	id=g:447146
Wādī Sitkā	id=g:447147
Wādī Arādū	id=g:447148
Āw-i Bīra	id=g:447149
Bāskat Kānī al ‘Ulyā	id=g:447150
Bāskat Kūnī	id=g:447151
Wādī Lītān	id=g:447152
Būzān	id=g:447153
Qimmat Bardā Bāflā	id=g:447154
Qimmat Darī	id=g:447155
Qimmat Asbindār	id=g:447156
Sar-i Spindār	id=g:447157
Binān	id=g:447158
Wādī Saywá Sārmān	id=g:447159
Kawrā	id=g:447160
Sar-i Balinka	id=g:447161
Qimmat Karwī Rīḩān	id=g:447162
Kūrmamak	id=g:447163
Wādī Kūrmak	id=g:447164
Sīrō	id=g:447165
Wādī Sirū	id=g:447166
Qimmat Balakah	id=g:447167
Qimmat Sarsūl	id=g:447168
Qimmat Rawāl	id=g:447169
Qimmat Kānī Rash	id=g:447170
Dirāw	id=g:447171
Qimmat Jiyā Şūr	id=g:447172
Jabal Kam Kūr	id=g:447173
Āw-i Swarōk	id=g:447174
Khalīfān	id=g:447175
Qimmat Sar Zīlūk	id=g:447176
Qimmat Shiknī	id=g:447177
Sha‘īb al Kusūr	id=g:447178
Fayḑat al Kusūr	id=g:447179
Sha‘īb aş Şafāwī	id=g:447180
Sha‘īb al Jull	id=g:447181
Ārah Kā	id=g:447182
Wādī Āk Wān	id=g:447183
Shibī Kajkah	id=g:447184
Wādī Warat Sinān	id=g:447185
Harjīrah	id=g:447186
Layl Kān	id=g:447187
Chiyā-i Dayla	id=g:447188
Bāshbār	id=g:447189
Wādī Zirār	id=g:447190
Rubaythāt al Jull	id=g:447191
Al Ḩawārah	id=g:447192
Al Fahadah	id=g:447193
Al Basīţah	id=g:447194
Kārat adh Dhīb	id=g:447195
Ḩukay al Ḩawārah	id=g:447196
Bīrkā	id=g:447197
Wādī Mīnā	id=g:447198
Wādī Harūjā	id=g:447199
Bāwurd	id=g:447200
Jabal Līrān	id=g:447201
Hatkā	id=g:447202
Qimmat Jūlak	id=g:447203
Qimmat Mūsá Kāwah	id=g:447204
Dīrānah	id=g:447205
Qimmat Kūmāsiyār	id=g:447206
Qimmat Bard Khirkā	id=g:447207
Qimmat Bardī Sīnī	id=g:447208
Wādī Yūgat Nīlah	id=g:447209
Wādī Shīwat Kājī	id=g:447210
Rūbār-i Shīwātū	id=g:447211
Wādī Khūrān	id=g:447212
Hatkā	id=g:447213
Wādī Hatkā	id=g:447214
Wādī Zankar	id=g:447215
Sar-i Shīwān	id=g:447216
Shīw-i Doramerg	id=g:447217
Shīw-i Ashkawta	id=g:447218
Wādī Dāylah	id=g:447219
Wādī Tārah Jār	id=g:447220
Qimmat Zarār	id=g:447221
Wādī Shūshān	id=g:447222
Āw-i Girkal	id=g:447223
Wādī Karkār	id=g:447224
Wādī Huwīlān	id=g:447225
Qimmat Jabal Kīrāsbī	id=g:447226
Kirdamlah	id=g:447229
Saydā Faqīrah	id=g:447260
Kēw-i Rash	id=g:447262
Jalik	id=g:447263
Khirka	id=g:447264
Mām Ālī	id=g:447265
Kōma Zangil	id=g:447266
Dōl-i Mamik	id=g:447269
Ghālū	id=g:447271
Dōl-i Ghālū	id=g:447272
Shīw-i Dānzīwa	id=g:447274
Cham-i Quragō	id=g:447275
Kēw-i Māmakula	id=g:447276
Dasht-i Bītwen	id=g:447277
Dasht-i Marga	id=g:447278
Bān-a Bārik	id=g:447279
Rēsha	id=g:447280
Sarēshma	id=g:447281
Rāziah	id=g:447282
Hivinka	id=g:447283
Chama	id=g:447284
Khālūtah	id=g:447285
Dūdamara	id=g:447286
Zargata	id=g:447287
Kānīta	id=g:447288
Sarduri	id=g:447289
Tānkī	id=g:447290
Bibāna	id=g:447291
Ḩasana	id=g:447292
Safrah	id=g:447293
Bānā	id=g:447294
Sar-i Sarbast	id=g:447307
Sar-i Mām Khōshnāw	id=g:447308
Rūbār Īshgarū	id=g:447310
Zīnū-i Kurtak	id=g:447311
Kōma Zangil	id=g:447317
Mām Āli	id=g:447318
Bāyawān	id=g:447321
Khirka	id=g:447322
Jalik	id=g:447323
Kany Bzra	id=g:447325
Ghālū	id=g:447326
Cham-i Duwēla	id=g:447327
Cham-i Darbandōka	id=g:447328
Qalemstafa	id=g:447329
Kawīnga	id=g:447330
Biyānah	id=g:447331
Sar-i Sūlē	id=g:447332
Chiyā-i Barcham	id=g:447333
Chiyā-i Khēlāpa	id=g:447334
Chiyā-i Bisēlka	id=g:447335
Shākh-i Sūr	id=g:447336
Qōpī Jālūk	id=g:447337
Dōl-a Tōra	id=g:447338
Dōl-a Mīrka	id=g:447339
Nāwdasht	id=g:447340
Samāka	id=g:447343
Spiyāw	id=g:447354
Khazīnah	id=g:447355
Chōm	id=g:447357
Dirāskut	id=g:447358
Binjār	id=g:447362
Mōlakān	id=g:447363
Qalāt	id=g:447364
Sārah	id=g:447365
Balangāz	id=g:447366
Sar-i Dwānzarō	id=g:447367
Sar-i Shāwur	id=g:447368
Māma Khalān	id=g:447369
Cham-i Chehka	id=g:447380
Wādī Kūmāsīn	id=g:447384
Cham-i Gōrashēr	id=g:447386
Cham-i Bīrēzh	id=g:447387
Cham-i Jorash	id=g:447388
Nūrah	id=g:447389
Rūbār-i Shāwur	id=g:447393
Jabal Aq Dāgh	id=g:447394
Kani Binaw	id=g:447395
Nūrah	id=g:447396
Plngan	id=g:447397
Balanger	id=g:447398
Sārah	id=g:447399
Qalāt	id=g:447400
Mõlakan	id=g:447401
Binār	id=g:447402
Chom	id=g:447404
Dirāskut	id=g:447405
Khazīnah	id=g:447407
Talina	id=g:447408
Samaka	id=g:447410
Spiyāw	id=g:447411
Brawa	id=g:447412
Bāyawān	id=g:447413
Shewa	id=g:447415
Kawīnga	id=g:447416
Biyānah	id=g:447417
Sikak Ḩadīd al Jumhūrīyah al ‘Irāqīyah	id=g:447420
Cham-i Nārān	id=g:447421
Bān-a Bārik	id=g:447422
Sar-i Sarbast	id=g:447423
Sar-i Mām Khõshāw	id=g:447424
Cham-i Nārān	id=g:447426
Tirshāwa	id=g:447427
Darmānāwa	id=g:447428
Karam Kadāl	id=g:447429
Kifradōl	id=g:447430
Astērīlān	id=g:447431
Zingzinga	id=g:447432
Rēzīna	id=g:447433
Bard Hushtir	id=g:447434
Pāshkōtal	id=g:447435
Tōpzāwa	id=g:447436
Kānī Bināw	id=g:447437
Sar-i Tānikutāw	id=g:447438
Dõl-i Ghālū	id=g:447439
Sargord	id=g:447440
Sar-i Sāwān	id=g:447441
Sar-i Qōpīrash	id=g:447442
Sar-i Sāwān	id=g:447443
Cham-i Zawī Rīja	id=g:447444
Tang-i Rānya	id=g:447445
Chiyā-i Aḩmada	id=g:447446
Cham-i Zārgalī	id=g:447447
Chiyā-i Saripā	id=g:447448
Dōlaraqa	id=g:447449
Cham-i Bēzīw	id=g:447453
Cham-i Tōzān	id=g:447456
Bāsk-i Bardānga	id=g:447457
Kōbīn	id=g:447458
Dōl-a Raqa	id=g:447459
Jabal Birinjī	id=g:447460
Sar-i Tānikurtāw	id=g:447466
Sar-i Qojurash	id=g:447467
Chiyā-i Aḩmada	id=g:447468
Chiyā-i Sarpā	id=g:447469
Chiyā-i Bisēlka	id=g:447470
Chiyā-i Khēlāpa	id=g:447471
Chiyā-i Barcham	id=g:447472
Rūbār-i Qashān	id=g:447481
Pūka-i Khwārū	id=g:447483
Bardakhira	id=g:447484
Kandūr	id=g:447489
Tūtmah	id=g:447493
Gird-i Karwēshk	id=g:447494
Cham-i Bāyiz Aghā	id=g:447497
Kēl-i Zāwābūk	id=g:447499
Sar-e Garū Kowmī	id=g:447500
Cham-i Khidrān	id=g:447501
Qimmat Jabal Kūh Shuwān	id=g:447502
Cham-i Shīwāshān	id=g:447504
Tursha	id=g:447505
Bingirdān	id=g:447506
Cham-i Āliqa	id=g:447507
Qimmat Sarūkah	id=g:447508
Cheyā-ye Malgamān	id=g:447509
Cheyā-ye Bardaspī	id=g:447512
Cheyā-ye Vīmah	id=g:447513
Sar-e Kārgozīn	id=g:447515
Sar-i Bīwgara	id=g:447516
Chiyā-i Kilarash	id=g:447517
Qimmat Jabal Sah Rasūl	id=g:447518
Sar-i MirHamas	id=g:447519
Sar-e Kelasūr	id=g:447520
Sar-i Shatra	id=g:447521
Cham-i Hama Chirch	id=g:447522
Pēspīyān	id=g:447523
Shūshka	id=g:447524
Hanjīra	id=g:447525
Kōsrat	id=g:447526
Kēw-i Barzān	id=g:447527
Talān-i Rash	id=g:447528
Kēw-i Kuhakamtiyār	id=g:447529
Sar-i Ḩājī Ways	id=g:447530
Gird-a Bēkhēr	id=g:447531
Gird-i Khirī	id=g:447532
Sar-i Ḩājī Qalā	id=g:447537
Suwayrah	id=g:447539
Qashqa	id=g:447540
Sīāh Kayū	id=g:447541
Wādī Khalkān	id=g:447542
IR_NAME_UNKNOWN	id=g:447544
Tall Hawā’ Bīrā’	id=g:447563
Gird-i Kirmaln̈k	id=g:447565
Gird-i Lōlāw	id=g:447566
Gird-i Matārēz	id=g:447567
Gird-i Bazēbardī	id=g:447568
Mila-i Kārgōzīn	id=g:447570
Qowch-e Kārgozīn	id=g:447571
Sar-e Sīākhomāvī	id=g:447573
Qimmat Dūtī Siyāh Kīyah	id=g:447574
Lūt-i Mērgamīr	id=g:447575
Barbazīn Rowst	id=g:447577
Sar-e Benebardī	id=g:447578
Chiyā-i Dōlmaydān	id=g:447579
Qōch-i Dōlamaydān	id=g:447580
Gird-i Sinkā	id=g:447581
Tall Ḩamzah Bak	id=g:447585
Choman	id=g:447586
Nāwdasht	id=g:447587
Rūbār Shawūr	id=g:447588
Dōl-a Raga	id=g:447589
Sar-i Hawēz	id=g:447592
Sar-e Melah Servī	id=g:447593
Sar-i Sagar	id=g:447594
Sar-i Satrīstān	id=g:447595
Sar-i Hawārjō	id=g:447596
Sar-i Khayāt	id=g:447597
Sar-i Kurak	id=g:447598
Sar-e Bardarash	id=g:447599
Salāsil Ḩaşāruwst	id=g:447600
Jibāl Ḩaşāruwst	id=g:447601
Barmil-i Sūr	id=g:447602
‘Alyāwah	id=g:447603
Wādī Māmā Jilkā	id=g:447607
Lūkta-i Rūtik	id=g:447610
Rasha Dōl	id=g:447611
Gird-i Rasha Dōl	id=g:447612
Qimmat Kabjī Sūrāwah	id=g:447613
Kūjarān	id=g:447614
Daraband	id=g:447615
Rāyāt [2]	id=g:447616
Jabal Bardah Fūj	id=g:447618
Jabal Hawzah Kūr	id=g:447619
Jabal Sākūtah	id=g:447620
Jabal Kirdakū	id=g:447621
Jabal Musulmānī	id=g:447622
Jabal Kirdah Shanak	id=g:447623
Kirdah Sūr	id=g:447625
Jabal Sārāw	id=g:447626
Jabal Sarsūl	id=g:447627
Barānsbiyān	id=g:447628
Jabal Tābkī Kūrān	id=g:447629
Jabal Shīwaqartālah	id=g:447630
Jabal Kirdah Mand	id=g:447631
Jabal Kūdū	id=g:447632
Jabal Awrās	id=g:447633
Āynah	id=g:447634
Kōnakhān	id=g:447635
Muşţafa Āghā	id=g:447636
Chōmān	id=g:447637
Kūsārtān	id=g:447638
Shīwālūk	id=g:447639
Nāwbarkah	id=g:447640
Jabal Sakūt	id=g:447641
Qandīl-i Gichka	id=g:447642
Awbī Tīrah	id=g:447643
Kuwīlah	id=g:447644
Sarkān	id=g:447645
Māwnān	id=g:447646
Aykāwah	id=g:447647
Jabal Bastūk	id=g:447648
Walāsh	id=g:447649
Mirkah	id=g:447650
Chiyā-i Razōk	id=g:447651
Jabal Barāz	id=g:447652
Jabal Kalālah	id=g:447653
Rāzānōk [1]	id=g:447654
Rashk-i Gözān	id=g:447655
Jabal Salīm	id=g:447656
Jabal Bīrū Mār	id=g:447657
Jabal Bāwkīriyān	id=g:447658
Razakār	id=g:447660
Sārnūs	id=g:447661
Khānaqā	id=g:447662
Bashtāt	id=g:447663
Zīwah	id=g:447664
Qarakhān Dōla	id=g:447665
Wādī Kalālah	id=g:447666
Bāshtāt	id=g:447667
Wādī Wartah	id=g:447668
Chiyā-i Darabī	id=g:447669
Khānaqā	id=g:447670
Kurdāwa	id=g:447672
Kolen	id=g:447673
Wāranga-i Kāk Amīn	id=g:447674
Nōbāwa	id=g:447675
Kēw-a Rash	id=g:447676
Khazarmamsian	id=g:447677
Kani Watman	id=g:447678
Bajuliyan	id=g:447679
Kēw-i Zīwaka	id=g:447681
Qandil-i Gichka	id=g:447682
Qōpī Tīrā	id=g:447683
Yālōka	id=g:447684
Sarkān	id=g:447685
Mawnān	id=g:447686
Wādī Difāf	id=g:447687
Āv-ā Harkī	id=g:447688
Āv-ā Sūrtī	id=g:447689
Cham-i Rānya	id=g:447690
Cham-i Marana	id=g:447691
Rūbār-i Bāzān	id=g:447692
Rūbār-i Daraband	id=g:447693
Chōm-i Laskhar	id=g:447694
Gird Hanjī	id=g:447695
Wādī Zakūrī Khuwārū	id=g:447696
Wādī Bīr Suwār	id=g:447697
Dōl-i Zarīkhān	id=g:447698
Jabal Mamzah	id=g:447699
Sūrābān	id=g:447700
Qaşrī	id=g:447701
Mākūsān	id=g:447702
Cham-i Galāla	id=g:447703
Wādī Rāshdūr	id=g:447704
Wādī Sīkāniyān	id=g:447705
Jabal Darbī	id=g:447706
Rūbār-i Warta	id=g:447707
Kand-i Qulnā	id=g:447708
Sar-i Zīlak	id=g:447709
Wādī Bīrkān	id=g:447710
Dōl-i Nawshīw	id=g:447711
Āv-e Khonerah	id=g:447712
Dōl-i Shaykh Rash	id=g:447713
Wādī Kahkarnak	id=g:447714
Wādī Rāzān	id=g:447715
Shīv-e Bermīs	id=g:447716
Wādī Khuwār	id=g:447717
Wādī Bīr Kaman	id=g:447718
Rubār-i Zanā	id=g:447719
Cham-i Quragō	id=g:447720
Bast-i Qashqa	id=g:447721
Dōl-i Suwayrah	id=g:447722
Dōl-i Kānī Kōra	id=g:447723
Cham-i Khidrān	id=g:447724
Shīw-i Dēma	id=g:447725
Bārzīn Zīnū-i	id=g:447727
Wādī Alānah	id=g:447728
Dōl-i Khalān	id=g:447729
Wādī Zāwī	id=g:447730
Dōl-i Bērō	id=g:447731
Wādī Barāmūsh	id=g:447732
Jūmān Muşţafá Aghā	id=g:447741
Dalzah	id=g:447742
Gird-a Sūr	id=g:447743
Shīw-i Zāwī	id=g:447744
Hasār-i Rōst	id=g:447745
Qimmat Kūrak	id=g:447746
Hasār-i Rōst	id=g:447747
Mīrzā	id=g:447748
Pīrōmar	id=g:447749
Sirēshma	id=g:447750
Kānī Sīmāq	id=g:447751
Chiyā-i Galālah	id=g:447752
Chiyā-i Sēlim	id=g:447753
Razakāi	id=g:447754
Sernūs	id=g:447755
Rūbār-i Rashdūr	id=g:447756
Mākōsān	id=g:447757
Qaşr	id=g:447758
Sōrabān	id=g:447759
Jabal Sūrān	id=g:447760
Gird-a Barāz	id=g:447761
Cham-i Sēkāniyān	id=g:447762
Bārjīrkān	id=g:447763
Zēwa	id=g:447764
Chiyā-i Kalak	id=g:447765
Ikāwā	id=g:447766
Chiyā-i Bāstūk	id=g:447767
Kōyla	id=g:447768
Chiyā-i Māmza	id=g:447769
Mērga	id=g:447770
Jabal Rāzūk	id=g:447771
Karāwtah	id=g:447772
Nāwbarka	id=g:447773
Shīwalōk	id=g:447774
Rūbār-i Bāzān	id=g:447775
Kōmsartān	id=g:447776
Chiyā-i Sakrān	id=g:447777
Sakārī Sakrān	id=g:447778
Wādī Sakrān	id=g:447779
Cham-i Marāna	id=g:447780
Ēna	id=g:447781
Chiyā-i Warās	id=g:447782
Cham-i Rānya	id=g:447783
Chiyā-i Kōdō	id=g:447784
Gōm-a Hīshka	id=g:447785
Chiyā-i Sarsūl	id=g:447786
Chiyā-i Girdmand	id=g:447787
Darband	id=g:447788
Dalzah	id=g:447789
Mazrī	id=g:447790
Chiyā-i Pīrōmar	id=g:447791
Dōl-i Barāmūsh	id=g:447792
Sar-i Barsāwā	id=g:447793
Shālān	id=g:447794
Sar-i Nāwkirpān	id=g:447795
Dōl-i Zikūr-i Khuwārū	id=g:447796
Sar-i Hawēza Kōra	id=g:447797
Sar-i Sarāw	id=g:447798
Sar-i Sakuta	id=g:447799
Kīlāzīr	id=g:447800
Chiyā-i Girdugō	id=g:447801
Chiyā-i Tapkikūrān	id=g:447802
Bābā Karāwah	id=g:447803
Rāyāt	id=g:447804
Dōl-i Khalān	id=g:447805
Dōl-i Ālāna	id=g:447806
Chiyā-i Shīwaqartala	id=g:447807
Barānspiyān	id=g:447808
Rūbār-i Darband	id=g:447809
Bardaqūch	id=g:447810
Dōl-i Bāpīr Suwār	id=g:447811
Harānah	id=g:447812
Kōcharān	id=g:447813
Sar-i Girdashīnik	id=g:447814
Gird-i Museļmānī	id=g:447815
Warandū	id=g:447819
Zīnū-i Bārzīn	id=g:447820
Jabal Barzīn	id=g:447821
Waļāsh	id=g:447822
Būrān	id=g:447823
Nahr Shamdīnān	id=g:447826
TU_NAME_UNKNOWN	id=g:447834
Chiyā-ē Gara	id=g:447837
Chiyā-i Kōkhārash	id=g:447839
Shuwaydn	id=g:447840
Sūrīyah	id=g:447841
Sarī Bīsīlah	id=g:447842
Chiyā-ē Khirvā	id=g:447843
Kani Too	id=g:447844
Narmik	id=g:447846
Rīwān	id=g:447847
Chigālah (Al ‘Uliyā)	id=g:447848
Jamīk	id=g:447849
Qalā Qumrī	id=g:447850
Habarshī	id=g:447851
Barōzh Bābīr	id=g:447852
Gir-ē Bāzē	id=g:447853
Sar-ē Kirīnkī	id=g:447854
Chiyā-ē Tiyādērī	id=g:447855
Ghūldīyah	id=g:447856
Kilkhwār	id=g:447857
Jabal Chiyāy Matīn	id=g:447858
Beljank	id=g:447859
Ḩasan Pīrkā	id=g:447860
Zīwik	id=g:447861
Cham Sūsik	id=g:447862
Cham Sūsik	id=g:447863
Bārzūrkī	id=g:447865
Gir-ē Barzōrkī	id=g:447866
Ra’s al ‘Ayn as Suflá	id=g:447867
Nāvāshka	id=g:447868
Karbād-ē Rash	id=g:447876
Sīrtī	id=g:447877
Tīnī	id=g:447878
Galīrūnd	id=g:447879
Zuk	id=g:447880
Bandah	id=g:447881
Kūl	id=g:447882
Gir-ē Havrāna	id=g:447883
Girbarāzōk	id=g:447885
Sayyidāwah	id=g:447886
Sar-ē Hasnī	id=g:447887
Qōp-ē Lōmāna	id=g:447888
Al Kushkī	id=g:447889
Jabal Māngīsh	id=g:447890
Bīsifkī	id=g:447891
Bīsifkī al ‘Ulyā	id=g:447892
Dayrah Kīzang	id=g:447893
Shīv-ā Kashān	id=g:447894
Shīv-ā Bikuva	id=g:447895
Wādī Zrīzā	id=g:447896
Shīv-ā Swara Saturī	id=g:447897
Wādī Darshīkī	id=g:447898
Wādī Nahaynak	id=g:447899
Shīv-ā Kārzā	id=g:447900
Shīv-ā Mahalka	id=g:447901
Shīv-ā Ashā	id=g:447902
Shīv-ā Binda	id=g:447903
Shīv-ā Bālokhi	id=g:447904
Shīv-ā Kōnī Sārkī	id=g:447905
Jabal Khālah	id=g:447907
Chiyā-ē Bēgaltā	id=g:447908
Daryasūr	id=g:447909
Wādī Galī Rash	id=g:447911
Shīv-ā Pānalūrīn	id=g:447912
Chamaluwān	id=g:447915
Daği Beruh	id=g:447920
Jabal Tānī Shānah	id=g:447921
Rūbār-ē Hōrē	id=g:447922
Kanjāra-i Khwārū	id=g:447933
Wādī Sharwīt	id=g:447934
Kēlaspī Zhūrū	id=g:447935
Lūtka-i Bulūgēn	id=g:447937
Qimmat Mīr Suwār	id=g:447938
Ālān	id=g:447939
Tangzha	id=g:447940
Bēgalās	id=g:447941
Qula Mārfa	id=g:447942
Tuwarashah	id=g:447943
Kustān	id=g:447944
Ḩaşār	id=g:447945
Barbar	id=g:447946
Bīmālik	id=g:447947
Daknwī	id=g:447948
Dasht-i Marga	id=g:447951
Gōristān-i Dār-i Wālī	id=g:447952
Bī Shīr	id=g:447953
Kūlār	id=g:447954
Halāwizah	id=g:447955
Dashtū	id=g:447956
Gird-i Lū	id=g:447957
Libānah	id=g:447958
Gird-i Libāna	id=g:447959
Shākh-a Spī	id=g:447960
Bayū Mikah	id=g:447961
Lūtar	id=g:447962
Kānī Tū	id=g:447963
Gird-i Kanjō	id=g:447964
Bajkar	id=g:447965
Wādī Kūsh Kalah	id=g:447966
Cham-i Ālāwa	id=g:447967
Cham-i Sārtka	id=g:447968
Khir-a Bardan	id=g:447970
Cham-i Kungaurga	id=g:447971
Cham-i Jūlakān	id=g:447972
Cham-i Kalakān	id=g:447974
Cham-i Kānī Hanjīr	id=g:447975
Cham-i Nāristēnī	id=g:447976
Wādī Kūn Darkah	id=g:447977
Cham-i Darwēna	id=g:447978
Wādī Dashtū	id=g:447979
Wādī Dūlī Mānyah	id=g:447980
Wādī Bardashān	id=g:447981
Bīrūnat Sūr	id=g:447982
Dōl-i Marga	id=g:447983
Wādī Khirat Shikūtī	id=g:447984
Wādī Sufiyān	id=g:447985
Wādī Malkā	id=g:447986
Wādī Bīkimah	id=g:447987
Māmarūt	id=g:447998
Sar-e Sāveh	id=g:447999
Shākh-i Māmand	id=g:448000
Sūrdī	id=g:448005
Ashkūlkah	id=g:448006
Galāleh	id=g:448007
Sarī Kīlat Wakīl	id=g:448009
Dalū Kūtir	id=g:448010
Darwakadūla	id=g:448011
Dālūk	id=g:448012
Gird-i Shāmerka	id=g:448013
Wādī Shahīdan	id=g:448014
Dōl-a Lita	id=g:448015
Khir-i Marzīla	id=g:448016
Rūbār-i Tang-i Slēmān	id=g:448017
Khir-a Spī	id=g:448018
Cham-i Razga	id=g:448019
Wādī Khirrī Marah Duw	id=g:448020
Khir-i Sūragila	id=g:448021
Rūbār-i Galāla	id=g:448022
Cham-i Say Waysī	id=g:448023
Wādī Tūtimah	id=g:448024
Cham-i Kūzīna	id=g:448025
Wādī Kalkālah	id=g:448026
Cham-i Spērō	id=g:448027
Wādī Ashikat Dūl	id=g:448028
Cham-i Sharwēt	id=g:448029
Cham-i Zūdān	id=g:448030
Wādī Sūsnah	id=g:448031
Wādī Dūbah	id=g:448032
Āthār an Namrūd	id=g:448143
Sinjār	id=g:448149
Minţaqat Suwayf	id=g:448367
Umm Jamal	id=g:448368
Ar Raml	id=g:448369
Al ‘Asharah	id=g:448370
Qaryat aţ Ţarfāyah	id=g:448371
Aţ Ţallāyah	id=g:448372
Ţuwayhīyah	id=g:448373
Gaşab	id=g:448374
Abū Ḑulū‘	id=g:448375
Tall Umm Ţūb	id=g:448376
Āl Fatlah	id=g:448377
Khaffājah	id=g:448378
‘Arab al Mūsá	id=g:448379
Sayyid ‘Abbās al Kalīdār	id=g:448380
‘Arab Mansī	id=g:448381
Ghuţnah	id=g:448382
Jabal as Saţḩ	id=g:448383
Abū Bakrī	id=g:448384
Ḩasan al Mūsá	id=g:448385
Ḩayy Ibrāhīm	id=g:448386
Shamrān al Faza‘	id=g:448387
Umm Guzlah	id=g:448388
Fāris	id=g:448389
‘Abd as Sarkāl	id=g:448390
Bāsim al ‘Amrī	id=g:448391
Sayyid Muşliḩ	id=g:448392
An Nijmīyah	id=g:448393
Abū Kufūf	id=g:448394
