Republic of Kenya	id=g:192950
Haridfi	id=g:196834
Hargagaba	id=g:196835
Harerit	id=g:196836
Harere	id=g:196837
Harefield Farm	id=g:196838
Hareba	id=g:196839
Hardy	id=g:196840
Kubi Hararo	id=g:196841
Harar Maganyab	id=g:196842
Harar Bagarse	id=g:196843
Hararais	id=g:196844
Haranki	id=g:196845
Harangi	id=g:196846
Harambee	id=g:196847
Hara Mansa	id=g:196848
Harale	id=g:196849
Harale	id=g:196850
Harak Kobe Kobe	id=g:196851
Hara Hurile	id=g:196852
Hareri Hosle	id=g:196853
Hara Galgala	id=g:196854
Harado	id=g:196855
Hara Dima	id=g:196856
Hara Daua	id=g:196857
Harabuite	id=g:196858
Hara Bawr	id=g:196859
Haraade	id=g:196860
Bur Hara	id=g:196861
Bur Hara	id=g:196862
Hara	id=g:196863
Laga Har	id=g:196864
Gof Hanjale	id=g:196865
Gar Hanjale	id=g:196866
Hanging Tarn	id=g:196867
Handidi	id=g:196868
Handege Sub-Location	id=g:196869
Handege	id=g:196870
Handaro	id=g:196871
Handarako	id=g:196872
Handarak	id=g:196873
Handampia	id=g:196874
Handaki Wel Ade	id=g:196875
Handadu	id=g:196876
Mwamba Hanawi	id=g:196877
War Hamur	id=g:196878
Hamsia	id=g:196879
Hamisi Teriki Sub-Location	id=g:196880
Hamisi	id=g:196881
Hameyi	id=g:196882
Hameyi	id=g:196883
Hambalash	id=g:196884
Hamarais	id=g:196885
Hamarais	id=g:196886
Hamadi Kiko	id=g:196887
Halumbobe	id=g:196888
Haluabagala	id=g:196889
Haluabagala	id=g:196890
Haloli Ogorchi	id=g:196891
Halo Guda	id=g:196892
Halo Dike	id=g:196893
Halo Badile	id=g:196894
Hall Tarns	id=g:196895
Halisiruwa	id=g:196896
Halisiruwa	id=g:196897
Halima	id=g:196898
Halati	id=g:196899
Halati	id=g:196900
Halango Gof	id=g:196901
Halango	id=g:196902
Halake Halo	id=g:196903
Halake Halo	id=g:196904
Hajees Bridge	id=g:196905
Haiya	id=g:196906
Haiya	id=g:196907
Hai Howal	id=g:196908
Hai Gabisa	id=g:196909
Hai Dara Win	id=g:196910
Hagit Hills	id=g:196911
Hagarsu	id=g:196912
Hagarso	id=g:196913
Hagarso	id=g:196914
Hagar Jirir	id=g:196915
Hagari	id=g:196916
Hagar Dulan	id=g:196917
Hagadera	id=g:196918
Hagadera	id=g:196919
Harar Hafaroto	id=g:196920
Hafari Dime	id=g:196921
Hadukhungele Hills	id=g:196922
Hadu Hills	id=g:196923
Hadu	id=g:196924
Hadu	id=g:196925
Hadu	id=g:196926
Hado	id=g:196927
Hadado Gof	id=g:196928
Hadado	id=g:196929
El Had	id=g:196930
Lagh Hachini	id=g:196931
Habul	id=g:196932
Habokok	id=g:196933
Habitre	id=g:196934
Habibmungudza	id=g:196935
Habaswein	id=g:196936
Habalakes Dubis Waterhole	id=g:196937
Gwitu	id=g:196938
Gwasi Location	id=g:196939
Gwasi Hills	id=g:196940
Gwano	id=g:196941
Gwakaethe	id=g:196942
Malka Guyuardi	id=g:196943
Guyogubu Sub-Location	id=g:196944
Gutini	id=g:196945
Gutini	id=g:196946
Gus	id=g:196947
Gus	id=g:196948
Gurutuma	id=g:196949
Gurusumes	id=g:196950
Gurumum	id=g:196951
Laga Gurumesa	id=g:196952
Guruju	id=g:196953
Guruguru	id=g:196954
Guruguru	id=g:196955
Guro Sub-Location	id=g:196956
Gurleyo	id=g:196957
Gurku	id=g:196958
Guris	id=g:196959
Gurika	id=g:196960
Gurgur	id=g:196961
Gurgala	id=g:196962
Gurekeri Bay	id=g:196963
Laga Gure	id=g:196964
Gurba	id=g:196965
Gurati	id=g:196966
Gura Sub-Location	id=g:196967
Gurar	id=g:196968
Gura Gura	id=g:196969
Gura Falls	id=g:196970
Gura	id=g:196971
Gunyu	id=g:196972
Guni Wakhora	id=g:196973
Gunini	id=g:196974
Gunia	id=g:196975
Gunga	id=g:196976
Gunga	id=g:196977
Gunga	id=g:196978
Gung	id=g:196979
Guna	id=g:196980
Gumba	id=g:196981
Gumajerin	id=g:196982
Gulmarg Estate	id=g:196983
Gull Shoal	id=g:196984
Guled Der	id=g:196985
Gulanzi Sub-Location	id=g:196986
Gulanzi	id=g:196987
Lake Gulani Ng’onda	id=g:196988
Wel Gulal	id=g:196989
Gugufta	id=g:196990
Gue	id=g:196991
Gududiyu	id=g:196992
Gud Hagarso Dimale	id=g:196993
Gude	id=g:196994
Gudas	id=g:196995
Gudas	id=g:196996
Gudabatu	id=g:196997
Gucha	id=g:196998
Gucha	id=g:196999
Gubiloilo	id=g:197000
Melka Gubatu	id=g:197001
Laga Gubatu	id=g:197002
Laga Gubatu	id=g:197003
Gubatu	id=g:197004
Gubani	id=g:197005
Gubaidu	id=g:197006
Guba Hereba	id=g:197007
Gubabtutu Chirate	id=g:197008
Guba Barbaresa	id=g:197009
Guba	id=g:197010
Guama Sub-Location	id=g:197011
Guama	id=g:197012
Gu	id=g:197013
Gtaru Scheme	id=g:197014
Grubabewa	id=g:197015
Grigg Peak	id=g:197016
Griffon Patches	id=g:197017
Greystones	id=g:197018
Greystone Farm	id=g:197019
Gregory Glacier	id=g:197020
Green Island	id=g:197021
Great Orobo	id=g:197022
Grassland Research Station	id=g:197023
Granville Estate	id=g:197024
Grand Falls	id=g:197025
Grahams Lagoon	id=g:197026
Goyo	id=g:197027
Goymonange Ruins	id=g:197028
Gotu Nyencha	id=g:197029
Gotu Nyencha	id=g:197030
Melka Gotu	id=g:197031
Got Rateng’	id=g:197032
Got Osimbo	id=g:197033
Got Osimbo	id=g:197034
Got Nyango	id=g:197035
Got Kwere	id=g:197036
Got Kopolo	id=g:197037
Got Kokwiri	id=g:197038
Got Kokech	id=g:197039
Got Kojowi	id=g:197040
Got Jope	id=g:197041
Gothoa	id=g:197042
Got Bonde	id=g:197043
Got Bim	id=g:197044
Gotani	id=g:197045
Goshi	id=g:197046
Goshi	id=g:197047
Goshi	id=g:197048
Gose	id=g:197049
Gosagosi	id=g:197050
Gorya	id=g:197051
Wells of Goruff Alibur	id=g:197052
Gorsor	id=g:197053
Gors	id=g:197054
Goro Waitchu	id=g:197055
Goronga Estate	id=g:197056
Goroba	id=g:197057
Gori Maria	id=g:197058
Gorigori	id=g:197059
Goriga	id=g:197060
Gorialo	id=g:197061
Gorgor Sub-Location	id=g:197062
Gorgor	id=g:197063
Gorgor	id=g:197064
Gorgor	id=g:197065
Gorges Valley	id=g:197066
Gorge Farm	id=g:197067
Gordon Reefs	id=g:197068
Gorasu	id=g:197069
Goradudi Plain	id=g:197070
Goochi	id=g:197071
Goobut Jilango	id=g:197072
Gonja Sub-Location	id=g:197073
Gonja	id=g:197074
Gonja	id=g:197075
Gongo Sub-Location	id=g:197076
Gongoni Sub-Location	id=g:197077
Gongoni Sub-Location	id=g:197078
Gongoni Forest	id=g:197079
Gongoni Forest	id=g:197080
Gongoni	id=g:197081
Gongoni	id=g:197082
Gongoni	id=g:197083
Gongoni	id=g:197084
Gongoni	id=g:197085
Gongo	id=g:197086
Gondo	id=g:197087
Gona	id=g:197088
Gombot	id=g:197089
Gombola	id=g:197090
Gombo	id=g:197091
Hara Gombis	id=g:197092
Gombe Sub-Location	id=g:197093
Gombato	id=g:197094
Golole	id=g:197095
Golole	id=g:197096
Gololbi	id=g:197097
Golo	id=g:197098
Golo	id=g:197099
Golja	id=g:197100
Golja	id=g:197101
Golini Sub-Location	id=g:197102
Golini	id=g:197103
Golinacha	id=g:197104
Goldoyn	id=g:197105
Golbanti	id=g:197106
Golana Gof	id=g:197107
Golan	id=g:197108
Gola	id=g:197109
Gol	id=g:197110
Goiyabasei	id=g:197111
Goituru	id=g:197112
Goituimet	id=g:197113
Goitu Abaloni	id=g:197114
Goitu	id=g:197115
Goitigo	id=g:197116
Goisoi	id=g:197117
Goimase	id=g:197118
Goigoi	id=g:197119
Goigoi	id=g:197120
Goibey	id=g:197121
Goibei	id=g:197122
Goi	id=g:197123
Gogo Falls	id=g:197124
Gogo	id=g:197125
Gogo	id=g:197126
Gogar Farm	id=g:197127
God Sibwoche	id=g:197128
God Rabuor	id=g:197129
Godono Odo	id=g:197130
Godoni Forest	id=g:197131
Godoni	id=g:197132
Godona	id=g:197133
Godona	id=g:197134
Godoma Didiko	id=g:197135
Godoma	id=g:197136
God Oloo	id=g:197137
Gode	id=g:197138
God Bura	id=g:197139
God Bim	id=g:197140
Goda Rupisa	id=g:197141
Godana Bio	id=g:197142
Goda Halo Valley	id=g:197143
Gochodin	id=g:197144
Gochobolok	id=g:197145
Gochobolok	id=g:197146
Gochobolok	id=g:197147
Gobwe Sub-Location	id=g:197148
Gobo	id=g:197149
Gobelia	id=g:197150
Gobei	id=g:197151
Gobat	id=g:197152
Goba	id=g:197153
Goat Island	id=g:197154
Glenleedle	id=g:197155
Glanville Halt	id=g:197156
Givole	id=g:197157
Givogi	id=g:197158
Givigoi	id=g:197159
Gitweku	id=g:197160
Gitwe	id=g:197161
Gitwara	id=g:197162
Gitwamba	id=g:197163
Gitwa	id=g:197164
Gituto	id=g:197165
Gituto	id=g:197166
Gituto	id=g:197167
Gituru Sub-Location	id=g:197168
Gituru Sub-Location	id=g:197169
Gituru Estate	id=g:197170
Gituru	id=g:197171
Gituru	id=g:197172
Gituru	id=g:197173
Gituri	id=g:197174
Gitura	id=g:197175
Gituntu	id=g:197176
Gitune	id=g:197177
Gitunduti	id=g:197178
Gitumbi	id=g:197179
Gitumbi	id=g:197180
Gitui	id=g:197181
Gitui	id=g:197182
Gitugu	id=g:197183
Gitugi Sub-Location	id=g:197184
Gituge	id=g:197185
Gituba	id=g:197186
Gituathi	id=g:197187
Gituandaga	id=g:197188
Gituambugi	id=g:197189
Gituamba Experimental Farm	id=g:197190
Gituamba	id=g:197191
Gituamba	id=g:197192
Gituamba	id=g:197193
Gituamba	id=g:197194
Gituamba	id=g:197195
Gituamba	id=g:197196
Gitombo	id=g:197197
Gititu Sub-Location	id=g:197198
Gititu	id=g:197199
Gititu	id=g:197200
Gitithia Sub-Location	id=g:197201
Gitithia	id=g:197202
Gitithia	id=g:197203
Gitindoi	id=g:197204
Gitindo	id=g:197205
Gitiligini Estate	id=g:197206
Gitiha	id=g:197207
Gitige	id=g:197208
Gitie Sub-Location	id=g:197209
Gitibore Sub-Location	id=g:197210
Githuya	id=g:197211
Githuya	id=g:197212
Githu Sub-Location	id=g:197213
Githuri	id=g:197214
Githure	id=g:197215
Githunguru	id=g:197216
Githunguri Sub-Location	id=g:197217
Githunguri Sub-Location	id=g:197218
Githunguri Location	id=g:197219
Githunguri Gia Gichamu	id=g:197220
Githunguri	id=g:197221
Githunguri	id=g:197222
Githunguri	id=g:197223
Githunguri	id=g:197224
Githunguri	id=g:197225
Githunguri	id=g:197226
Githunguri	id=g:197227
Githunguchu Sub-Location	id=g:197228
Githumu Sub-Location	id=g:197229
Githumu	id=g:197230
Githumu	id=g:197231
Githugi	id=g:197232
Githugi	id=g:197233
Githua	id=g:197234
Githongo Sub-Location	id=g:197235
Githongo	id=g:197236
Githoito	id=g:197237
Githogoro Plantations	id=g:197238
Githithi	id=g:197239
Githiru	id=g:197240
Githiringu	id=g:197241
Githioro Settlement	id=g:197242
Githioroni	id=g:197243
Githioroni	id=g:197244
Githioro	id=g:197245
Githioro	id=g:197246
Githioro	id=g:197247
Githingucho	id=g:197248
Githinga B	id=g:197249
Githima Sub-Location	id=g:197250
Githima	id=g:197251
Githima	id=g:197252
Githima	id=g:197253
Githima	id=g:197254
Githima	id=g:197255
Githima	id=g:197256
Githima	id=g:197257
Githima	id=g:197258
Githima	id=g:197259
Githika	id=g:197260
Githigui	id=g:197261
Githiga Sub-Location	id=g:197262
Githiga B	id=g:197263
Githiga A	id=g:197264
Githiga	id=g:197265
Githiga	id=g:197266
Githerioni	id=g:197267
Githerioni	id=g:197268
Githerere	id=g:197269
Githembe Sub-Location	id=g:197270
Githembe	id=g:197271
Githegi	id=g:197272
Githega	id=g:197273
Githega	id=g:197274
Githee	id=g:197275
Githaruru	id=g:197276
Githare	id=g:197277
Githare	id=g:197278
Githanji	id=g:197279
Githanga	id=g:197280
Githanga	id=g:197281
Githambo	id=g:197282
Githambo	id=g:197283
Githambia	id=g:197284
Githamba	id=g:197285
Githakwa	id=g:197286
Githai	id=g:197287
Githagoya	id=g:197288
Githagara	id=g:197289
Githagara	id=g:197290
Gitero	id=g:197291
Gitauga	id=g:197292
Gitathuru	id=g:197293
Gitathi-ini	id=g:197294
Gitathi	id=g:197295
Gitaru Sub-Location	id=g:197296
Gitaru	id=g:197297
Gitaro	id=g:197298
Gitarene Sub-Location	id=g:197299
Gitare	id=g:197300
Gitanguin	id=g:197301
Gitaku Sub-Location	id=g:197302
Gisheramuruak	id=g:197303
Gisambai Sub-Location	id=g:197304
Gisambai	id=g:197305
Emurua Giring	id=g:197306
Girima Leta	id=g:197307
Giriki	id=g:197308
Girigan Hills	id=g:197309
Giriftu Harade	id=g:197310
Giriftu	id=g:197311
Giriftu	id=g:197312
Girietu	id=g:197313
Giribe	id=g:197314
Giriama	id=g:197315
Giriama	id=g:197316
Girango	id=g:197317
Giraffe Pool	id=g:197318
Gionseri	id=g:197319
Ginia Estate	id=g:197320
Gingo	id=g:197321
Gina	id=g:197322
Gimba	id=g:197323
Gimariani	id=g:197324
Gimarakwa Sub-Location	id=g:197325
Gimarakwa	id=g:197326
Giluni	id=g:197327
Giltaman	id=g:197328
Giltaman	id=g:197329
Giligurumu	id=g:197330
Gilgil West Settlement	id=g:197331
Gilgil Club	id=g:197332
Gilgil	id=g:197333
Gilgil	id=g:197334
Gilgil	id=g:197335
Gilenya	id=g:197336
Oldoinyo Gileleng’e	id=g:197337
Gilani	id=g:197338
Gilai	id=g:197339
Gikuu	id=g:197340
Gikururu	id=g:197341
Gikurune	id=g:197342
Gikure	id=g:197343
Gikuni	id=g:197344
Gikunguru	id=g:197345
Gikumbo	id=g:197346
Gikui	id=g:197347
Gikui	id=g:197348
Gikororo	id=g:197349
Gikondi Sub-Location	id=g:197350
Gikondi Location	id=g:197351
Gikondi	id=g:197352
Gikomora	id=g:197353
Gikomora	id=g:197354
Gikoe	id=g:197355
Gikoe	id=g:197356
Gikiriri	id=g:197357
Gikindu	id=g:197358
Gikiiro Sub-Location	id=g:197359
Gikigie Sub-Location	id=g:197360
Gikigie	id=g:197361
Gikigie	id=g:197362
Gikigie	id=g:197363
Gikerere	id=g:197364
Gikaru	id=g:197365
Gikaru	id=g:197366
Gikarangu Ruanganga Sub-Location	id=g:197367
Gikambura Sub-Location	id=g:197368
Gikambura	id=g:197369
Gikambura	id=g:197370
Gikambura	id=g:197371
Gikai	id=g:197372
Gifyonzo Sub-Location	id=g:197373
Gifyonzo	id=g:197374
Gidea Estate	id=g:197375
Gidagadi	id=g:197376
Gichuru	id=g:197377
Gichugu Settlement	id=g:197378
Gichugu	id=g:197379
Gichoto	id=g:197380
Gichongo	id=g:197381
Gichocho	id=g:197382
Gichira	id=g:197383
Gichiengo	id=g:197384
Gichichi	id=g:197385
Gichiche Sub-Location	id=g:197386
Gichiche Sub-Location	id=g:197387
Gichiche Sub-Location	id=g:197388
Gichiche	id=g:197389
Gicheru Diatomite Diggings	id=g:197390
Gicheru	id=g:197391
Gicheru	id=g:197392
Gicherori	id=g:197393
Gichera	id=g:197394
Gicheha	id=g:197395
Gicharani	id=g:197396
Gichangai	id=g:197397
Gichagiini Sub-Location	id=g:197398
Gichagiini	id=g:197399
Gichagiini	id=g:197400
Gichage	id=g:197401
Gibnaywa	id=g:197402
Laga Gibisa	id=g:197403
Giatutu	id=g:197404
Giathugu Two	id=g:197405
Giathugu One	id=g:197406
Giathieko Sub-Location	id=g:197407
Giathieko	id=g:197408
Giathenge Forest	id=g:197409
Giathenge	id=g:197410
Giathaini Sub-Location	id=g:197411
Giants Billiard Table	id=g:197412
Gianrure	id=g:197413
Gianchore	id=g:197414
Giaki Sub-Location	id=g:197415
Giakibii	id=g:197416
Giaki	id=g:197417
Giakanja	id=g:197418
Giakaibii	id=g:197419
Giakagena	id=g:197420
Giaitu	id=g:197421
Giagithu	id=g:197422
Giagatika	id=g:197423
Giagachucha	id=g:197424
Giachumi	id=g:197425
Giachuki	id=g:197426
Giachiara	id=g:197427
Giachamwengi	id=g:197428
Ghusa Lugeri	id=g:197429
Ghu Lulate	id=g:197430
Ghu Lulate	id=g:197431
Ghote	id=g:197432
Lak Ghorgani	id=g:197433
Ghobahara	id=g:197434
Ghazi	id=g:197435
Getwanyansi	id=g:197436
Getutu	id=g:197437
Getugo	id=g:197438
Murua Geting	id=g:197439
Gethumbwiini Estate	id=g:197440
Gethi Location	id=g:197441
Gethi	id=g:197442
Gethemu	id=g:197443
Getheba	id=g:197444
Geteri	id=g:197445
Getathuru	id=g:197446
Getarwet	id=g:197447
Getare	id=g:197448
Getano	id=g:197449
Geta Mill	id=g:197450
Geta Forest Station	id=g:197451
Gesusu	id=g:197452
Gesusu	id=g:197453
Gesonso	id=g:197454
Gesima	id=g:197455
Gesima	id=g:197456
Gesieka	id=g:197457
Gesiaga	id=g:197458
Geshuru	id=g:197459
Gesarara	id=g:197460
Gesarara	id=g:197461
Gesabakwa	id=g:197462
Gesa	id=g:197463
Gerujo	id=g:197464
Gersiaki	id=g:197465
Geromet	id=g:197466
Gerau	id=g:197467
George	id=g:197468
Genjoy	id=g:197469
Gengra Island	id=g:197470
Gendo	id=g:197471
Gendia	id=g:197472
Gendia	id=g:197473
Gem Sub-Location	id=g:197474
Gem Location	id=g:197475
Gembis	id=g:197476
Gembis	id=g:197477
Gemba	id=g:197478
Gem	id=g:197479
Geloga	id=g:197480
Gelegele Sub-Location	id=g:197481
Gelegele	id=g:197482
Gelai	id=g:197483
Gelai	id=g:197484
Gelai	id=g:197485
Gekuuri Sub-Location	id=g:197486
Gekuuri	id=g:197487
Gekomoni	id=g:197488
Gekendo	id=g:197489
Gekano	id=g:197490
Gekandu Sub-Location	id=g:197491
Gekandu	id=g:197492
Gekando	id=g:197493
Geitwa Sub-Location	id=g:197494
Geitwa	id=g:197495
Geilo	id=g:197496
War Gedud	id=g:197497
Gede Sub-Location	id=g:197498
Gede Sub-Location	id=g:197499
Gede Settlement Area	id=g:197500
Gede Ruins	id=g:197501
Gede National Park	id=g:197502
Gede Location	id=g:197503
Gede	id=g:197504
Gede	id=g:197505
Gede	id=g:197506
Murua Gechar	id=g:197507
Gebel	id=g:197508
Gebegebe	id=g:197509
Gebabu	id=g:197510
Gea	id=g:197511
Gazi Sub-Location	id=g:197512
Gazi Beach	id=g:197513
Gazi	id=g:197514
Gazi	id=g:197515
Gawal	id=g:197516
Gavudunyi	id=g:197517
Gavudia Sub-Location	id=g:197518
Gavudia	id=g:197519
Gavalagi	id=g:197520
Gautoro	id=g:197521
Gaula	id=g:197522
Gatwe	id=g:197523
Gatwamba	id=g:197524
Gatuya Sub-Location	id=g:197525
Gatuyaini	id=g:197526
Gatuya	id=g:197527
Gatuya	id=g:197528
Gatuto	id=g:197529
Gatu Sub-Location	id=g:197530
Gaturi Sub-Location	id=g:197531
Gaturiri	id=g:197532
Gaturi Location	id=g:197533
Gaturia Sub-Location	id=g:197534
Gaturi	id=g:197535
Gaturi	id=g:197536
Gaturi	id=g:197537
Gaturi	id=g:197538
Gatura Sub-Location	id=g:197539
Gatura	id=g:197540
Gatura	id=g:197541
Gatu Pass	id=g:197542
Gatuntune	id=g:197543
Gatuntune	id=g:197544
Gatunguru	id=g:197545
Gatunguru	id=g:197546
Gatunga Sub-Location	id=g:197547
Gatunganga	id=g:197548
Gatunga	id=g:197549
Gatune	id=g:197550
Gatundu Sub-Location	id=g:197551
Gatunduri	id=g:197552
Gatunduini	id=g:197553
Gatundu	id=g:197554
Gatundu	id=g:197555
Gatundu	id=g:197556
Gatundu	id=g:197557
Gatundu	id=g:197558
Gatundu	id=g:197559
Gatundu	id=g:197560
Gatundu	id=g:197561
Gatundu	id=g:197562
Gatumbiru	id=g:197563
Gatumbi	id=g:197564
Gatumbi	id=g:197565
Gatumbara	id=g:197566
Gatukuyu	id=g:197567
Gatukuyu	id=g:197568
Gatugura	id=g:197569
Gatugi Two	id=g:197570
Gatugi One	id=g:197571
Gatue Sub-Location	id=g:197572
Gatua Nyaga Estate	id=g:197573
Gatua Nyaga	id=g:197574
Gatuanibu	id=g:197575
Gatoroini	id=g:197576
Gatoori	id=g:197577
Gatondo	id=g:197578
Gatome	id=g:197579
Gato	id=g:197580
Gatitu Sub-Location	id=g:197581
Gatitu Sub-Location	id=g:197582
Gatitu B	id=g:197583
Gatitu B	id=g:197584
Gatitu	id=g:197585
Gatitu	id=g:197586
Gatitu	id=g:197587
Gatitu	id=g:197588
Gatitu	id=g:197589
Gatitu	id=g:197590
Gatitu	id=g:197591
Gatithi	id=g:197592
Gatissa	id=g:197593
Gatina	id=g:197594
Gatina	id=g:197595
Gatimu	id=g:197596
Gatiki Bridge	id=g:197597
Gatiguru	id=g:197598
Gatiguru	id=g:197599
Gatiguru	id=g:197600
Gatiguru	id=g:197601
Gatiaini	id=g:197602
Gatiaini	id=g:197603
Gatiabai	id=g:197604
Gathwariga	id=g:197605
Gathuthuma	id=g:197606
Gathuthi Sub-Location	id=g:197607
Gathuthi	id=g:197608
Gathuri	id=g:197609
Gathungururu	id=g:197610
Gathundia	id=g:197611
Gathumbi	id=g:197612
Gathukimundu	id=g:197613
Gathukiini Sub-Location	id=g:197614
Gathukiini	id=g:197615
Gathui	id=g:197616
Gathugu Sub-Location	id=g:197617
Gathugu	id=g:197618
Gathugu	id=g:197619
Gathugu	id=g:197620
Gathugu	id=g:197621
Gathugu	id=g:197622
Gathuga	id=g:197623
Gathiuru	id=g:197624
Gathithina	id=g:197625
Gathita	id=g:197626
Gathiruthiru	id=g:197627
Gathiruini	id=g:197628
Gathirua	id=g:197629
Gathiriga	id=g:197630
Gathiriga	id=g:197631
Gathinja Sub-Location	id=g:197632
Gathinja	id=g:197633
Gathinga	id=g:197634
Gathinga	id=g:197635
Gathimbiro	id=g:197636
Gathima	id=g:197637
Gathima	id=g:197638
Gathika	id=g:197639
Gathigiriri	id=g:197640
Gathigira	id=g:197641
Gathigio	id=g:197642
Gathiga	id=g:197643
Gathiga	id=g:197644
Gathiba	id=g:197645
Gatheru Sub-Location	id=g:197646
Gatheru	id=g:197647
Gatheru	id=g:197648
Gatheri	id=g:197649
Gathera Sub-Location	id=g:197650
Gathera	id=g:197651
Gathera	id=g:197652
Gathera	id=g:197653
Gathera	id=g:197654
Gathenge	id=g:197655
Gathehu	id=g:197656
Gathehu	id=g:197657
Gathegia	id=g:197658
Gathegi	id=g:197659
Gathathi	id=g:197660
Gathariga	id=g:197661
Gatharaini	id=g:197662
Gatharaini	id=g:197663
Gatharaini	id=g:197664
Gathanji	id=g:197665
Gathanji	id=g:197666
Gathanji	id=g:197667
Gathanji	id=g:197668
Gathanji	id=g:197669
Gathanje	id=g:197670
Gathangwi	id=g:197671
Gathangari Sub-Location	id=g:197672
Gathangari	id=g:197673
Gathangaini	id=g:197674
Gathanga	id=g:197675
Gathanda	id=g:197676
Gathambiro	id=g:197677
Gathambi	id=g:197678
Gathambi	id=g:197679
Gathambara	id=g:197680
Gathamba	id=g:197681
Gathakaini	id=g:197682
Gathaithi Sub-Location	id=g:197683
Gathaithi	id=g:197684
Gathaithi	id=g:197685
Gathaithi	id=g:197686
Gathaithi	id=g:197687
Gathaithi	id=g:197688
Gathaite Sub-Location	id=g:197689
Gathaite	id=g:197690
Gathairu	id=g:197691
Gathairu	id=g:197692
Gatha-ini	id=g:197693
Gathagi	id=g:197694
Gathage Sub-Location	id=g:197695
Gathage	id=g:197696
Gathage	id=g:197697
Gathagana	id=g:197698
Gateruk	id=g:197699
Gatei Sub-Location	id=g:197700
Gatei Sub-Location	id=g:197701
Gateiguru	id=g:197702
Gatei	id=g:197703
Gatehu Sub-Location	id=g:197704
Gategi Sub-Location	id=g:197705
Gategi	id=g:197706
Gatarwa	id=g:197707
Gataroini	id=g:197708
Gatare Forest Station	id=g:197709
Gatare	id=g:197710
Gatara Sub-Location	id=g:197711
Gatara	id=g:197712
Gatanga Sub-Location	id=g:197713
Gatangara	id=g:197714
Gatanga Location	id=g:197715
Gatanga	id=g:197716
Gatamayu	id=g:197717
Gatamathiina	id=g:197718
Gatamaiyu Location	id=g:197719
Gatamaiyu	id=g:197720
Gatamaiyu	id=g:197721
Gatamaiyu	id=g:197722
Gatakaini	id=g:197723
Gashoro	id=g:197724
Gasero	id=g:197725
Gasa Tesisa	id=g:197726
Garus	id=g:197727
Garse Sala	id=g:197728
Garsen	id=g:197729
Garse Jirma	id=g:197730
Garse Gala	id=g:197731
Garse Dimtu	id=g:197732
Garse Buna	id=g:197733
Arba Garse	id=g:197734
Garse	id=g:197735
Garsa	id=g:197736
Garrse	id=g:197737
Garrma	id=g:197738
Garrbich	id=g:197739
Garkilo	id=g:197740
Gariyaba	id=g:197741
Garitei	id=g:197742
Garissa Road	id=g:197743
Garissa District	id=g:197744
Garissa	id=g:197745
Gariska	id=g:197746
Garis Der	id=g:197747
Garisa	id=g:197748
Gari Hills	id=g:197749
Garibete	id=g:197750
Garibete	id=g:197751
Garibabor	id=g:197752
Gari	id=g:197753
Gari	id=g:197754
Gari	id=g:197755
Gari	id=g:197756
Garetei	id=g:197757
Garetei	id=g:197758
Garelo	id=g:197759
Lach Sarirti	id=g:197760
Gardile	id=g:197761
Bur Gardida	id=g:197762
Garden Estate	id=g:197763
Gar Dama	id=g:197764
Kubi Garbi	id=g:197765
Garbi	id=g:197766
Garba Tula	id=g:197767
Garba Tula	id=g:197768
Garba Merille	id=g:197769
Garba Mamo	id=g:197770
Laga Garba Halati	id=g:197771
Garba Gole	id=g:197772
Garba Adi	id=g:197773
Garba	id=g:197774
Garawa	id=g:197775
Garashi Sub-Location	id=g:197776
Garashi Location	id=g:197777
Garashi	id=g:197778
Garasgot	id=g:197779
Garasamuke	id=g:197780
Garasamuke	id=g:197781
Wel Garas	id=g:197782
Garas	id=g:197783
Garanyal	id=g:197784
Garageilo	id=g:197785
Gara Falls Estate	id=g:197786
Garade Hills	id=g:197787
Garacha	id=g:197788
Gapuss	id=g:197789
Gapara	id=g:197790
Ganzoni	id=g:197791
Ganze Sub-Location	id=g:197792
Ganze Location	id=g:197793
Ganze	id=g:197794
Ganza	id=g:197795
Ganu	id=g:197796
Gangu Sub-Location	id=g:197797
Gangri	id=g:197798
Gango	id=g:197799
Laga Gangarta	id=g:197800
Gangara Sub-Location	id=g:197801
Gangara	id=g:197802
Gandini Sub-Location	id=g:197803
Gandini Sub-Location	id=g:197804
Gandini Sub-Location	id=g:197805
Gandini Sub-Location	id=g:197806
Gandini Sub-Location	id=g:197807
Gandini Sub-Location	id=g:197808
Gandini Dam	id=g:197809
Gandini	id=g:197810
Gandi	id=g:197811
Gandeni	id=g:197812
Ganda Sub-Location	id=g:197813
Ganda Sub-Location	id=g:197814
Ganda Location	id=g:197815
Ganda	id=g:197816
Ganathawaole	id=g:197817
Gananema	id=g:197818
Gamura	id=g:197819
Gamun	id=g:197820
Gamu	id=g:197821
En Gamendi	id=g:197822
Gameli	id=g:197823
Gambola	id=g:197824
Gambogi	id=g:197825
Ziwa la Gambi	id=g:197826
Gambe Location	id=g:197827
Laga Gambela	id=g:197828
Gamba	id=g:197829
Gamba	id=g:197830
Gamba	id=g:197831
Gamada	id=g:197832
Gamada	id=g:197833
Galu	id=g:197834
Galona	id=g:197835
Galmathi	id=g:197836
Galma Galla	id=g:197837
Galma Galla	id=g:197838
Gallery Tarn	id=g:197839
Tulu Galla	id=g:197840
Galgalot	id=g:197841
Galgal Dibid	id=g:197842
Galgala Gombo	id=g:197843
Galgal	id=g:197844
