Iwey	id=g:2136806
Prelez i Muhaxher	id=g:830286
Sekirača	id=g:830287
Surkiš	id=g:830288
Novi Maraš	id=g:830289
Barovce	id=g:830290
Stari Maraš	id=g:830291
Štedim	id=g:830292
Merčez	id=g:830293
Mahala-Gega	id=g:830294
Placevi	id=g:830295
Velika Reka	id=g:830296
Segaš	id=g:830297
Ratkocer	id=g:830298
Svrčina	id=g:830299
Brneš	id=g:830300
Grbole	id=g:830301
Maljok-Mahala	id=g:830302
Caka Mahala	id=g:830303
Dragaš-Mahala	id=g:830304
Agušović-Mahala	id=g:830305
Mahala e Fušes	id=g:830306
Džami-Mahala	id=g:830307
Piskavica	id=g:830308
Sirinić	id=g:830309
Tafali-Mahala	id=g:830310
Lug-Mahala	id=g:830311
Čarkoš-Mahala	id=g:830312
Kača	id=g:830313
Pumpa	id=g:830314
Nekodin	id=g:830315
Vilište	id=g:830316
Sendo	id=g:830317
Gornje Korilje	id=g:830318
Donje Korilje	id=g:830319
Matica	id=g:830320
Dobroševina	id=g:830321
Gushac	id=g:830322
Grlica	id=g:830323
Horun	id=g:830324
Gornja Ljuža	id=g:830325
Gradevac	id=g:830326
Kolovrt	id=g:830327
Kućišt	id=g:830328
Rosulje	id=g:830329
Jašar	id=g:830330
Muhadžer	id=g:830331
Boževce	id=g:830332
Kriva Njiva	id=g:830333
Čafka Mahala	id=g:830334
Teneč	id=g:830335
Duškaja Mahala	id=g:830336
Čardak Mahala	id=g:830337
Čardak	id=g:830338
Reč-Mahala	id=g:830339
Pruš-Mahala	id=g:830340
Donji Strmac	id=g:830341
Topojan-Mahala	id=g:830342
Donja Gabrica	id=g:830343
Kođ Mahala	id=g:830344
Kodra Ðidovce	id=g:830345
Krlak-Mahala	id=g:830346
Vrba	id=g:830347
Kamenica	id=g:830348
Slatina	id=g:830349
Gluvač	id=g:830350
Aguš Mahala	id=g:830351
Cekljar Mahala	id=g:830352
Car-Mahala	id=g:830353
Emrla-Mahala	id=g:830354
Stara Banjica	id=g:830355
Viča	id=g:830356
Popovce	id=g:830357
Ðurinci	id=g:830358
Poljojca	id=g:830359
Lašarc	id=g:830360
Hajdar-Mahala	id=g:830361
Ručućeva Mahala	id=g:830362
Gornje Semanje	id=g:830363
Semanje	id=g:830364
Topojane	id=g:830365
Omure	id=g:830366
Beriša-Mahala	id=g:830367
Kosumović-Mahala	id=g:830368
Dubrava	id=g:830369
Šeret-Mahala	id=g:830370
Musović-Mahala	id=g:830371
Donja Plešina	id=g:830372
Manastirce	id=g:830373
Balić	id=g:830374
Božovići	id=g:830375
Muhadžeri	id=g:830376
Verište	id=g:830377
Prorok	id=g:830378
Ukzmajl	id=g:830379
Katun	id=g:830380
Šajkovac	id=g:830381
Mačitevo	id=g:830382
Begovići	id=g:830383
Salihaj	id=g:830384
Renoj	id=g:830385
Hađovići	id=g:830386
Badrađzi	id=g:830387
Bataire	id=g:830388
Zijača	id=g:830389
Banja	id=g:830390
Burnut	id=g:830391
Pecaj	id=g:830392
Hokaj	id=g:830393
Mahala Laze	id=g:830394
Lutovo	id=g:830395
Lugje	id=g:830396
Ljevoša	id=g:830397
Zatra	id=g:830398
Kastra	id=g:830400
Belleja	id=g:830401
Špelae Zez	id=g:830402
Bari	id=g:830404
Dubočak	id=g:830405
Krysheci i Ri	id=g:830406
Prapaqani i Ri	id=g:830407
Papiq	id=g:830408
Lluka e Poshtme	id=g:830409
Lloqan	id=g:830410
Letovačište	id=g:830411
Sopska Mahala	id=g:830414
Metovići	id=g:830415
Salihovići	id=g:830416
Duga	id=g:830417
Rez	id=g:830418
Karačica	id=g:830419
Sadikaj	id=g:830420
Ramaj	id=g:830421
Haljitaj	id=g:830422
Malić	id=g:830423
Lug	id=g:830424
Bogić	id=g:830425
Gajrak	id=g:830426
Veseljović	id=g:830427
Minol	id=g:830428
Ređević Mahala	id=g:830429
Bajdan Mahala	id=g:830430
Dukoj	id=g:830431
Breshanc	id=g:830432
Nezović	id=g:830433
Smoković	id=g:830434
Fangu	id=g:830435
Stolići	id=g:830436
Gaši	id=g:830437
Karaboj	id=g:830438
Zekoli	id=g:830439
Suk-Mahala	id=g:830440
Ljubovce	id=g:830441
Rašan Mahala	id=g:830442
Vrelo Mahala	id=g:830443
Dragačina	id=g:830444
Šamaluk	id=g:830445
Bačka	id=g:830446
Donje Ličane	id=g:830447
Gornje Ličane	id=g:830448
Lepaja	id=g:830449
Spajevica Mahala	id=g:830450
Gornja Zakut	id=g:830451
Kosančić	id=g:830452
Lešanska Mahala	id=g:830453
Široko	id=g:830454
Bužalja	id=g:830455
Paljuš Mahala	id=g:830456
Sajtuk Mahala	id=g:830457
Ukzmajl	id=g:830458
Lugođija	id=g:830459
Vrelo	id=g:830460
Zekince	id=g:830461
Mužljak	id=g:830462
Trepča	id=g:830463
Strana	id=g:830464
Strana	id=g:830465
Reka	id=g:830466
Šupkovac	id=g:830467
Tauda Kuće	id=g:830468
Lipa	id=g:830469
Boljetin	id=g:830470
Donji Žegovac	id=g:830471
Hodžovići	id=g:830472
Šošivarci	id=g:830473
Rucovići	id=g:830474
Brkoli Mahala	id=g:830475
Brasaljce	id=g:830476
Trlabuć	id=g:830477
Potok	id=g:830478
Slatina	id=g:830479
Raškoc	id=g:830480
Muhadžeri	id=g:830481
Netic	id=g:830482
Janoš	id=g:830483
Sopot	id=g:830484
Zimonjić	id=g:830485
Kosača	id=g:830486
Piskote	id=g:830487
Gradiš	id=g:830488
Rezina	id=g:830489
Fšat	id=g:830490
Reti e Poshtme	id=g:830491
Maroš	id=g:830492
Mečkarci	id=g:830493
Perići	id=g:830494
Ćurdina	id=g:830495
Jakovčovi	id=g:830496
Spajovići	id=g:830497
Donja Vaganica	id=g:830498
Belenica	id=g:830499
Pirče	id=g:830500
Tekija	id=g:830501
Smajlovci	id=g:830502
Terinčani	id=g:830503
Manutari	id=g:830504
Redinci	id=g:830505
Stara Mahala	id=g:830506
Miganovce	id=g:830507
Bajrovici	id=g:830508
Maljočka Mahala	id=g:830509
Čeranovica	id=g:830510
Broćanac	id=g:830511
Trnićevce	id=g:830512
Čuljkova Mahala	id=g:830513
Šumaci	id=g:830514
Doljak	id=g:830515
Resnik	id=g:830516
Bitesh i Eperm	id=g:830517
Bitesh i Ulet	id=g:830518
Dobrić	id=g:830519
Dubrava	id=g:830520
Jasiq	id=g:830521
Pepša	id=g:830522
Goč	id=g:830523
Miroc - Malok	id=g:830524
Sać	id=g:830525
Kalavaj	id=g:830526
Potok Molić	id=g:830527
Potok Morina	id=g:830528
Gornji Nec	id=g:830529
Dolašaj	id=g:830530
Kodra Gutit	id=g:830531
Kocaj	id=g:830532
Rrypaj-Madanaj	id=g:830533
Meja-Orize	id=g:830534
Dužnje	id=g:830535
Mazrek	id=g:830536
Šišman-Baks	id=g:830537
Bob	id=g:830538
Kolonija	id=g:830539
Kukaj	id=g:830540
Guska	id=g:830541
Dolina	id=g:830542
Popova Livada	id=g:830543
Dragidele	id=g:830544
Dorgovci	id=g:830545
Liqej	id=g:830546
Donje Močare	id=g:830547
Kosmatanci	id=g:830548
Malenovci	id=g:830549
Zabeljce	id=g:830550
Brus	id=g:830551
Pešter	id=g:830552
Milinci	id=g:830553
Muhadžeri	id=g:830554
Soračak	id=g:830555
Stanisavljeva Mala	id=g:830556
Mirkovci	id=g:830557
Radanova Mala	id=g:830558
Kalpakovi	id=g:830559
Šubarini	id=g:830560
Zenelova Mahala	id=g:830561
Pousko	id=g:830562
Kuštendil	id=g:830563
Gornje Močare	id=g:830564
Stajkovce	id=g:830565
Mamutpašina Bačila	id=g:830566
Bosce	id=g:830567
Stanilovac	id=g:830568
Gornje Rečane	id=g:830569
Glibar	id=g:830570
Gornje Varage	id=g:830571
Pejčići	id=g:830572
Milačići	id=g:830573
Bogoševac	id=g:830574
Gornja Mala	id=g:830575
Mahala Padina	id=g:830576
Klečke	id=g:830577
Zagrađe	id=g:830578
Vidovce	id=g:830579
Mahala Glođe	id=g:830580
Carevce	id=g:830581
Kosovica	id=g:830582
Plavica	id=g:830583
Mahala Bagovište	id=g:830584
Vrba	id=g:830585
Vlase	id=g:830586
Rajnovac	id=g:830587
Gornja Rapča	id=g:830588
Donja Rapča	id=g:830589
Vidaci	id=g:830590
Golema Livada	id=g:830591
Grbeš	id=g:830592
Modri Potok	id=g:830593
Mahala Dragolisice	id=g:830594
Vakovce	id=g:830595
Babudovica	id=g:830596
Klokoć	id=g:830597
Kopiloviq	id=g:830598
Nišno Kolo	id=g:830599
Populanci	id=g:830600
Ručevica	id=g:830601
Rupište	id=g:830604
Jelaća	id=g:830605
Ravnište	id=g:830606
Buđenica	id=g:830607
Pireva	id=g:830608
Preslup	id=g:830609
Mahala Drma	id=g:830610
Belja	id=g:830611
Kuk	id=g:830612
Lanište	id=g:830613
Alil-Mahala	id=g:830614
Dragomac	id=g:830615
Kodralji	id=g:830616
Drošec	id=g:830617
Kuč Mahala	id=g:830618
Mahala kod Džamije	id=g:830619
Stremce	id=g:830620
Ljač Mala	id=g:830621
Eljez Mala	id=g:830622
Belja-Mala	id=g:830623
Adam Mala	id=g:830624
Ornica	id=g:830625
Ramun Mala	id=g:830626
Gornja Buš Mala	id=g:830627
Donja Buš Mala	id=g:830628
Dac Mala	id=g:830629
Hunel	id=g:830630
Melić	id=g:830631
Hasalari	id=g:830632
Manrec	id=g:830633
Kobanje	id=g:830634
Šeh Mahala	id=g:830635
Gorožupska Bačila	id=g:830636
Binaj	id=g:830637
Tejec	id=g:830638
Martinaj	id=g:830639
Stajk	id=g:830640
Muradem	id=g:830641
Vrbnička Bačila	id=g:830642
Mali Krstac	id=g:830643
Miljkovići	id=g:830644
Babiće	id=g:830645
Dragalice	id=g:830646
Čpilje	id=g:830647
Orašek	id=g:830648
Shkreli	id=g:830649
Čukovac	id=g:830650
Preseka	id=g:830651
Gunishta	id=g:830652
Popovići	id=g:830653
Lulaj	id=g:830654
Dobrići	id=g:830655
Gjevukaj	id=g:830656
Bašća	id=g:830657
Jaremići	id=g:830658
Micinat	id=g:830659
Dobrići	id=g:830660
Kostovići	id=g:830661
Jankovići	id=g:830662
Radići	id=g:830663
Kurvala	id=g:830665
Dobroška Bačija	id=g:830666
Junička Bačija	id=g:830668
Strug	id=g:830669
Beriç	id=g:830670
Bjeshket e Carrabregut	id=g:830671
Lugina e Prelepit	id=g:830672
Pleqa e Eperme	id=g:830673
Fshati i Milishevcit	id=g:830674
Kovače	id=g:830677
Jezero	id=g:830678
Rovca	id=g:830679
Tupaci	id=g:830680
Mahala Vranjević	id=g:830681
Gornja Vitija	id=g:830683
Donja Vitija	id=g:830684
Pepić Mahala	id=g:830687
Suljić Mahala	id=g:830688
Prevlak	id=g:830689
Murtović Mahala	id=g:830691
Zagulje	id=g:830692
Maljović Mahala	id=g:830693
Smonica Mahala	id=g:830694
Halipović Mahala	id=g:830696
Belov Do	id=g:830697
Vrelo	id=g:830698
Pasović Mahala	id=g:830700
Stropac	id=g:830701
Mahala Metović	id=g:830702
Suljinar	id=g:830707
Mahala Obršina	id=g:830710
Kurtaj	id=g:830711
Mahala Humica	id=g:830712
Memiće	id=g:830713
Kulina	id=g:830714
Metići	id=g:830715
Bulović Mahala	id=g:830716
Mahala Mesović	id=g:830717
Metović Mahala	id=g:830718
Zlaš	id=g:830719
Mahala Simolović	id=g:830720
Mahala Drenovci	id=g:830721
Grab	id=g:830722
Mahala Livađe	id=g:830723
Duškaja	id=g:830724
Mahala Tovarnik	id=g:830725
Ismaljaj	id=g:830726
Kosumaj	id=g:830727
Mahala Memović	id=g:830728
Mahala Lecović	id=g:830729
Govor Mahala	id=g:830730
Kamenica	id=g:830731
Cakutić	id=g:830732
Staro Selo	id=g:830733
Gornje Džepe	id=g:830734
Suljevic Mahala	id=g:830735
Novo Selo	id=g:830736
Kršljanci Mali	id=g:830737
Stara Kuća	id=g:830738
Blato	id=g:830739
Crnogorei	id=g:830740
Muhadžeri	id=g:830741
Dajkoc	id=g:830742
Muhudziri	id=g:830743
Dinarica	id=g:830744
Bećelar	id=g:830745
Isufova Mala	id=g:830746
Kurtović-Mala	id=g:830747
Darlišta	id=g:830748
Leskovica	id=g:830749
Topljana Mahala	id=g:830751
Dragibac-Mahala	id=g:830753
Rapunska Mahala	id=g:830759
Slima	id=g:830760
Gagička Mahala	id=g:830761
Zigoli	id=g:830762
Padinska Mahala	id=g:830763
Donja Mahala	id=g:830764
Bujaki	id=g:830765
Komani	id=g:830766
Gornja Mahala	id=g:830767
Bajralije	id=g:830768
Isenovicka Mahala	id=g:830769
Devojkin Kamen	id=g:830770
Baljevička Mahala	id=g:830771
Duljevička Mahala	id=g:830772
Caroliska Mahala	id=g:830773
Igdilj	id=g:830774
Voksja	id=g:830775
Lipovica Mahala	id=g:830776
Mušica Mahala	id=g:830777
Mahala Radenica	id=g:830778
Bunjaki	id=g:830779
Hurugljica	id=g:830780
Zuzaku	id=g:830781
Mahala Magura	id=g:830782
Verčelj	id=g:830783
Saja	id=g:830784
Mahala Musović	id=g:830785
Dražnja	id=g:830786
Parduzi	id=g:830790
Poila	id=g:830792
Gornja Repa	id=g:830794
Turski Tačevac	id=g:830795
Potok	id=g:830796
Kokorovica	id=g:830797
Bela Stena	id=g:830798
Marince	id=g:830799
Belasica	id=g:830800
Ugljare	id=g:830801
Divlak	id=g:830803
Danovići	id=g:830804
Taćevac	id=g:830836
Tumba	id=g:830837
Džepska Reka	id=g:830853
Obrž	id=g:830854
Klisura	id=g:830855
Krmište	id=g:830856
Srednji Breg	id=g:830857
Sokolica	id=g:830858
Čučajica	id=g:830859
Bresja	id=g:830861
Vrletnica	id=g:830884
Strana	id=g:830885
Gradiško Brdo	id=g:830886
Marušička Reka	id=g:830887
Čukara	id=g:830888
Golo Brdo	id=g:830889
Kruševlje	id=g:830890
Amedija	id=g:830891
Gornje Jarinje	id=g:830892
Kršalja	id=g:830893
Krstište	id=g:830894
Puljkovac	id=g:830895
Merćez	id=g:830896
Borjanica	id=g:830897
Deličbara	id=g:830898
Veliki Deo	id=g:830899
Letine	id=g:830900
Čičavica	id=g:830926
Protina Njiva	id=g:830927
Kom	id=g:830928
Boroglavska Reka	id=g:830929
Cucul	id=g:830930
Krstac	id=g:830931
Drenovska Reka	id=g:830932
Dobro Brdo	id=g:830933
Dugačka Kosa	id=g:830934
Pajev Potok	id=g:830935
Stubica	id=g:830936
Tvrđanska Reka	id=g:830937
Golubovac	id=g:830938
Brezovica	id=g:830939
Papratin Do	id=g:830940
Orlova Stijena	id=g:830941
Stražnjak	id=g:830942
Stržin	id=g:830943
Batkovica	id=g:830944
Oštra Čuka	id=g:830945
Šiljak	id=g:830946
Koznica	id=g:830947
Česma Zelena Gora	id=g:830949
Ðurkov Kamen	id=g:830951
Borčanska Reka	id=g:830952
Medveđak	id=g:830955
Palež	id=g:830956
Paleško Brdo	id=g:830957
Kostrica	id=g:830958
Gorovica	id=g:830959
Grkuljata	id=g:830960
Kurilovca	id=g:830961
Vitoše	id=g:830962
Bojatinska Reka	id=g:830963
Čiker	id=g:830964
Skrk	id=g:830966
Kneževo Brdo	id=g:830967
Jarkovo	id=g:830968
Dubrave	id=g:830969
Borčanske Glave	id=g:830970
So	id=g:830971
Leposavska Reka	id=g:830972
Klik	id=g:830973
Šanac	id=g:830974
Čukara	id=g:830976
Gunj	id=g:830977
Gradni Potok	id=g:830978
Velika Čukara	id=g:830979
Veliki Šanac	id=g:830980
Mali Šanac	id=g:830981
Plakaonica	id=g:830982
Gradac	id=g:830983
Gneždanska Reka	id=g:830984
Crvenska Reka	id=g:830986
Nepuk	id=g:830988
Vučinska Reka	id=g:830989
Grkajska Reka	id=g:830991
Železnička Stanica Ibarska Slatina	id=g:830992
Železnička Stanica Sočanica	id=g:830994
Ceranja	id=g:830995
Dobro Brdo	id=g:830996
Brestovo	id=g:830997
Vilina Stena	id=g:830998
Koritski Potok	id=g:830999
Velika Kita	id=g:831000
Mala Kita	id=g:831001
Mutnička Reka	id=g:831002
Bugarska Reka	id=g:831003
Koščica	id=g:831004
Krnalovo	id=g:831005
Goranci	id=g:831006
Jarčeva Čuka	id=g:831007
Ovčarsko Brdo	id=g:831008
Velja Čuka	id=g:831009
Ravna Gora	id=g:831010
Košutovo	id=g:831011
Plehništa	id=g:831012
Kupusino	id=g:831013
Kamenička Reka	id=g:831014
Debelo Brdo	id=g:831015
Mala Reka	id=g:831016
Železnička Stanica Leposavić	id=g:831018
Železnička Stanica Dren	id=g:831020
Železnička Stanica Lešak	id=g:831021
Železnička Stanica Jerina	id=g:831022
Železnička Stanica Donje Jarinje	id=g:831023
Rudine	id=g:831028
Badnjevik	id=g:831029
Klopotarska Čuka	id=g:831030
Opolje Opština	id=g:831031
Republic of Kosovo	id=g:831053
Komuna e Fushë Kosovës	id=g:831099
Komuna e Shtërpcës	id=g:831100
Komuna e Shtimes	id=g:831101
Komuna e Novobërdës	id=g:831102
Komuna e Obiliqit	id=g:831103
Komuna e Malisheves	id=g:831104
Komuna e Zubin Potokut	id=g:831105
Komuna e Zveçanit	id=g:831106
Priština	id=g:831125
Vranovc	id=g:831505
Qafa Hajle	id=g:831507
Gllavica	id=g:831514
Ljugje	id=g:831515
Crveni Krš	id=g:831516
Leskovik	id=g:831517
Panjske Livade	id=g:831518
Hurda	id=g:831519
Bizjen	id=g:831520
Tuz	id=g:831521
Pesha	id=g:831522
Tovarnica	id=g:831523
Suva Planina	id=g:831576
Fadan	id=g:831577
Šošanj	id=g:831578
Madžarski Stanovi	id=g:831579
Ljubovski Stanovi	id=g:831580
Nevestin Grob	id=g:831581
Drešaj Stanovi	id=g:831582
Badra	id=g:831640
Varić	id=g:831647
Gradina	id=g:831654
Osoje	id=g:831674
Krši i Markgegs	id=g:831680
Ljogi i Prelš	id=g:831683
Maja e Rops	id=g:831684
Bjeshka e Carrabregut	id=g:831685
Stari Zlopek	id=g:831686
Stanet e Novosellës	id=g:831687
Gusan	id=g:831689
Veliko Jezero	id=g:831690
Karaula Ðeravica	id=g:831691
Gropa Erenikit	id=g:831692
Gacafer	id=g:831693
Goč Staništa	id=g:831694
Staništa Nivokaz	id=g:831695
Škoza	id=g:831696
Drenovačke Šume	id=g:831697
Grdaje	id=g:831698
Bagashi	id=g:831699
Luka Zabelit	id=g:831700
Bandera	id=g:831701
Kunora	id=g:831702
Qurrshiza	id=g:831703
Crveno Jezero	id=g:831704
Žilović	id=g:831705
Ćafa Pločica	id=g:831706
Planinarski Dom Pločice	id=g:831707
Budoš	id=g:831708
Stanet e Kuqve	id=g:831709
Mušković-Stanovi	id=g:831710
Lumi Shqiptar	id=g:831711
Hidrocentrala Kozhnjer	id=g:831712
Stanet e Strellcit	id=g:831714
Stanet e Gurices	id=g:831719
Baljaj Stanovi	id=g:831720
Stanet e Tahirsulve	id=g:831721
Stanet e Tahirsylve	id=g:831722
Maja Lokva	id=g:831723
Stanet e Lybeniqit	id=g:831724
Pleqa e Ulet	id=g:831725
Bajrak	id=g:831726
Kodra e Logjes	id=g:831727
Glavejska Reka	id=g:831728
Planina Čvrlje	id=g:831730
Roshkodol	id=g:831731
Slano Polje	id=g:831732
Milishevci	id=g:831733
Bukovik	id=g:831734
Mutirve	id=g:831735
Čuka Lis	id=g:831736
Belaška	id=g:831737
Čulina	id=g:831738
Zabrdko Brdo	id=g:831739
Jankov Potok	id=g:831740
Kamenička Reka	id=g:831741
Gradina	id=g:831742
Borova	id=g:831743
Cerovik	id=g:831744
Maja e Lybeniqit	id=g:831745
Stanet e Bellopojs	id=g:831746
Orašje	id=g:831749
Gubavac	id=g:831751
Stanica	id=g:831753
Katuništa	id=g:831754
Dupila	id=g:831755
Maja e Veternikut	id=g:831757
Miliševac	id=g:831758
Malet  Levosha	id=g:831759
Maja e Drujve	id=g:831761
Liqeni	id=g:831762
Rudine	id=g:831765
Klisure	id=g:831766
Drelje	id=g:831767
Goruzhde	id=g:831768
Maja e Kulets	id=g:831769
Jusuf Han	id=g:831770
Kukavica	id=g:831771
Čuka Mal	id=g:831773
Stanet e Lumbardhit	id=g:831774
Liplje	id=g:831775
Žabljak	id=g:831777
Jahovci	id=g:831778
Jovan	id=g:831779
Veliki Lugovi	id=g:831780
Rajište	id=g:831781
Dudeš	id=g:831782
Dedinjska Reka	id=g:831784
Radavačka Pećina	id=g:831785
Belo Ploje	id=g:831788
Ćafa Ljertik	id=g:831789
Hasanov Vrh	id=g:831790
Mečit	id=g:831791
Mali Shishka	id=g:831793
Stanet e Leshanit	id=g:831794
Stanet e Gllogjanit	id=g:831795
Sokolovina	id=g:831796
Kamenica	id=g:831797
Gornja Borova	id=g:831798
Ðukova Glava	id=g:831799
Korija	id=g:831800
Sigavac	id=g:831801
Maja e Zeze	id=g:831802
Sigavac	id=g:831803
Pishina	id=g:831804
Pode	id=g:831805
Zmajuša Potok	id=g:831806
Lugu i Borigs	id=g:831807
Bresnička Reka	id=g:831808
Kershina	id=g:831809
Glavica	id=g:831810
Košutanska Reka	id=g:831811
Grila	id=g:831812
Laže	id=g:831813
Ragove	id=g:831814
Kozarevska Reka	id=g:831815
Rujiško Brdo	id=g:831816
Kremeštak	id=g:831817
Kameniti Breg	id=g:831818
Šaren Kamen	id=g:831819
Tarvaçi	id=g:831820
Doljanska Reka	id=g:831821
Radevački Potok	id=g:831822
Stojanov Izvor	id=g:831823
Preten	id=g:831824
Gradina	id=g:831825
Cimilj	id=g:831826
Kozji Rog	id=g:831827
Ðidova	id=g:831828
Duhovce	id=g:831829
Trstena	id=g:831830
Stremenica	id=g:831831
Rasa	id=g:831832
Istikom	id=g:831833
Leskov Potok	id=g:831834
Sveta Bogorodica	id=g:831835
Crnuša	id=g:831836
Džjuteta	id=g:831837
Lanake	id=g:831838
Novi Tučep	id=g:831839
Veliko Brdo	id=g:831840
Bugarski Dub	id=g:831841
Sveti Nikola	id=g:831842
Plana	id=g:831843
Prodanće	id=g:831844
Oblevik	id=g:831845
Dragaj	id=g:831846
Suvo Brdo	id=g:831847
Krš	id=g:831848
Suk	id=g:831849
Stambollja	id=g:831850
Ljušta	id=g:831851
Fuša	id=g:831852
Bublica	id=g:831853
Novi Kosjeri	id=g:831854
Vrbnićki Potok	id=g:831855
Slavkovići	id=g:831856
Jovanovići	id=g:831857
Mijajlovići	id=g:831858
Hercegovo	id=g:831859
Leskova	id=g:831860
Kisela Voda	id=g:831861
Grmova	id=g:831862
Kodra Šulon	id=g:831863
Kućište	id=g:831864
Gomur	id=g:831865
Vrba	id=g:831866
Kasapnica	id=g:831867
Leskova	id=g:831868
Ravna	id=g:831869
Padalište	id=g:831870
Dubrava	id=g:831871
Lisiramfeta	id=g:831872
Rakoška Reka	id=g:831873
Mečka	id=g:831874
Rog	id=g:831875
Tomislav	id=g:831876
Dubrava	id=g:831877
Lazovi	id=g:831878
Valac	id=g:831879
Lisi Gat	id=g:831881
Berance Mahala	id=g:831882
Ðurak Mahala	id=g:831883
Hodić Mahala	id=g:831884
Bajram Barahtori	id=g:831885
Jašarović Mahala	id=g:831886
Mehović Mahala	id=g:831887
Čauš Reka	id=g:831888
Brahović Mahala	id=g:831889
Zenelović Mahala	id=g:831890
Brezje	id=g:831891
Mlakište	id=g:831892
Cerovina	id=g:831893
Skok	id=g:831894
Dragić Potok	id=g:831895
Caculjan	id=g:831896
Šumek	id=g:831897
Bele Vode	id=g:831898
Kamenica	id=g:831899
Cer	id=g:831900
Žožanac	id=g:831901
Jelo	id=g:831902
Bolovanski Potok	id=g:831903
Čungula	id=g:831904
Šuplički Potok	id=g:831905
Presedevlje	id=g:831906
Donja Penduha	id=g:831908
Jahirova Vodenica	id=g:831909
Košutan Mahala	id=g:831910
Čolaković Mahala	id=g:831911
Žutovac	id=g:831912
Kosovo	id=g:831913
Rudnik	id=g:831914
Golubac	id=g:831916
Dubočak Potok	id=g:831917
Dubočak	id=g:831918
Golo Brdo	id=g:831920
Klinsko Polje	id=g:831921
Kraljica	id=g:831922
Kuka	id=g:831923
Čečan	id=g:831924
Kodra e Roges	id=g:831925
Kula	id=g:831926
Zupčanska Reka	id=g:831927
Skala	id=g:831928
Strmački Potok	id=g:831929
Crvene Vode	id=g:831930
Debelo Brdo	id=g:831934
Stari Kolašin	id=g:831935
Crepuljska Reka	id=g:831936
Čukara	id=g:831937
Nikolina Njiva	id=g:831938
Piktoša	id=g:831939
Dragojevica	id=g:831940
Sandžak	id=g:831941
Kodra Birova	id=g:831942
Čukara	id=g:831943
Vidgrica	id=g:831944
Jagnjenička Reka	id=g:831945
Kosovica	id=g:831946
Rujiška Reka	id=g:831947
Klopotnik	id=g:831948
Popovica Brdo	id=g:831949
Manastir Duboki Potok	id=g:831950
Kosa	id=g:831951
Barska Reka	id=g:831953
Bubin Potok	id=g:831954
Šolje Potok	id=g:831955
Dragovica Potok	id=g:831956
Magura	id=g:831957
Koleno	id=g:831958
Matica Krš	id=g:831959
Gornja Dobroševina	id=g:831960
Virjevice	id=g:831961
Mali Zvečan	id=g:831962
Donja Mahala	id=g:831963
Prepranje	id=g:831964
Srednja Dobruša	id=g:831965
Donja Mahala	id=g:831966
Donja Dobruša	id=g:831967
Halitović	id=g:831968
Ðuraković	id=g:831969
Glavica	id=g:831970
Oković	id=g:831971
Mališgan	id=g:831972
Kodra	id=g:831973
Kaplan Mahala	id=g:831974
Žari	id=g:831975
Balović Mahala	id=g:831976
Zez Mahala	id=g:831977
Reza	id=g:831978
Brinja	id=g:831979
Vranići	id=g:831980
Dubrava	id=g:831981
Suvo Polje	id=g:831982
Muniš Mahala	id=g:831983
Mahala Ljugit	id=g:831984
Sumular	id=g:831985
Štarica	id=g:831986
Maja e Male	id=g:831987
Grika Banjica	id=g:831988
Lugadžija	id=g:831989
Šurlići	id=g:831990
Crni Vrh	id=g:831991
Kodra Bajramit	id=g:831992
Maja Goleš	id=g:831993
Kula	id=g:831994
Zogići	id=g:831995
Obrija	id=g:831996
Viljak	id=g:831997
Ljugit	id=g:831998
Pljakići	id=g:831999
Predsednik	id=g:832000
Klisura	id=g:832001
Palanik	id=g:832002
Gredina	id=g:832003
Gurgac	id=g:832004
Moljak	id=g:832005
Ðurđica	id=g:832006
Dubrava	id=g:832007
Bilic Mahala	id=g:832008
Džamijska Mahala	id=g:832009
Kodra Priboj	id=g:832010
Kelmen Mahala	id=g:832011
Ljac Mahala	id=g:832012
Jerinjak	id=g:832013
Dela	id=g:832014
Rudina	id=g:832015
Breg Mahala	id=g:832016
Muhader	id=g:832017
Rudaj	id=g:832018
Krasnić	id=g:832019
Petkovica	id=g:832020
Petrovica	id=g:832021
Prlina	id=g:832022
Murga	id=g:832023
Koriz	id=g:832024
Maljegve	id=g:832025
Piševa	id=g:832026
Plavić Mahala	id=g:832027
Lokma Mahala	id=g:832028
Hartina	id=g:832029
Tahirović Mahala	id=g:832030
Muhadžeri	id=g:832031
Miljan	id=g:832032
Veliko Polje	id=g:832033
Novi Poklek	id=g:832034
Roga	id=g:832035
Česma Sultan Murata	id=g:832036
Ðurašin Mahala	id=g:832037
Lipoglav	id=g:832038
Krši i Kules	id=g:832039
Golema	id=g:832040
Čića Glava	id=g:832041
Kodra e Gurines	id=g:832042
Kodra Kaljit	id=g:832043
Carak Mahala	id=g:832044
Prenk Mahala	id=g:832045
Ajdarević Mahala	id=g:832046
Roga Čiftluk	id=g:832047
Kris Česta	id=g:832048
Novo Čikatovo	id=g:832049
Vrbica	id=g:832050
Dvoran Mahala	id=g:832051
Vrelak Mahala	id=g:832052
Ljek Mahala	id=g:832053
Klisura	id=g:832054
Gradina Mal	id=g:832055
Gradina Fogele	id=g:832056
Krupadina	id=g:832057
Fuša e Ljuljeve	id=g:832058
Bahremović Mahala	id=g:832059
Golubovački Potok	id=g:832060
Hartina	id=g:832061
