Richards Cemetery	id=g:4048692
Prentiss Landing	id=g:4049514
Big Cut Station	id=g:4049515
Pocahontas Mounds Roadside Park	id=g:4049516
Big Cypress Baptist Church (historical)	id=g:4049517
Pratts	id=g:4049518
Big Cypress Pond	id=g:4049519
Sardis	id=g:4049520
Big Ditch	id=g:4049521
Ross Lake	id=g:4049522
Big Cut (historical)	id=g:4049523
Red Bud School (historical)	id=g:4049524
Big Ditch	id=g:4049525
Refuge	id=g:4049526
Big Ditch	id=g:4049527
Sand Lake	id=g:4049528
Big Eddy (historical)	id=g:4049529
Saint Paul Church	id=g:4049530
Big Elam Church (historical)	id=g:4049531
Sallis Cemetery	id=g:4049532
Big Elm Branch	id=g:4049533
Banks Church	id=g:4049534
Big Duck Roost	id=g:4049535
Wells Church	id=g:4049536
Big Flat Creek	id=g:4049537
Thornton	id=g:4049538
Big Escambia Creek Gas Field	id=g:4049539
Spring Lake	id=g:4049540
Big German Creek	id=g:4049541
Sportsman Lake Dam	id=g:4049542
Big Foot Hunting Club	id=g:4049543
Spring Hill	id=g:4049544
Big Glade Branch	id=g:4049545
Terza	id=g:4049546
Big Griffin Lake	id=g:4049547
Stewarts Chapel	id=g:4049548
Big Hill	id=g:4049549
Sunkist Golf Course	id=g:4049550
Big Hill Cemetery	id=g:4049551
Wallace	id=g:4049552
Big Hill Church	id=g:4049553
Turkey Creek Watershed Y-20-39 Dam	id=g:4049554
Big Hill Pond	id=g:4049555
Thyatira Church	id=g:4049556
Big Hole Slough	id=g:4049557
Treas Lake Dam	id=g:4049558
Big Hollow	id=g:4049559
Vernon Cemetery	id=g:4049560
Big Hollow	id=g:4049561
Turner Chapel School	id=g:4049562
Big Herd Spring	id=g:4049563
Union Church	id=g:4049564
Big Hurricane Cemetery	id=g:4049565
Baldwin	id=g:4049566
Big Hurricane Church	id=g:4049567
Aaron Church	id=g:4049568
Big Indian Creek	id=g:4049569
White Pond	id=g:4049570
Big Hunting Club	id=g:4049571
West Mount Moriah Cemetery	id=g:4049572
Big Island	id=g:4049573
Westfield	id=g:4049574
Big Island	id=g:4049575
Winston Lookout Tower	id=g:4049576
Big Island (historical)	id=g:4049577
Willow Slough	id=g:4049578
Big Island (historical)	id=g:4049579
Windham Dam	id=g:4049580
Big Jim Hollow	id=g:4049581
Old Star Fort	id=g:4049582
Big Indian Creek Public Use Area	id=g:4049583
Azalea	id=g:4049584
Big Jump Bar (historical)	id=g:4049585
Ammon	id=g:4049586
Big Lake	id=g:4049587
Acme	id=g:4049588
Big Lake	id=g:4049589
Alert	id=g:4049590
Big Lake Heights Church	id=g:4049591
Mosley Gap	id=g:4049592
Big Lick (historical)	id=g:4049593
Ashford	id=g:4049594
Big Lick Creek	id=g:4049595
Mill Branch Cemetery	id=g:4049596
Big John Cemetery	id=g:4049597
Arba	id=g:4049598
Big Lizard Creek	id=g:4049599
Arthur Williams and Son Number Two Dam	id=g:4049600
Big Log Shoals (historical)	id=g:4049601
McDaniels Pond	id=g:4049602
Big Mountain	id=g:4049603
Indian Camp Bay	id=g:4049604
Big Mouth Gully	id=g:4049605
Crowell Building	id=g:4049606
Big Mountain	id=g:4049607
Mayewood School	id=g:4049608
Big Mud Creek	id=g:4049609
Candero	id=g:4049610
Big Muscle Shoals (historical)	id=g:4049611
Kings Park	id=g:4049612
Big Nance Creek	id=g:4049613
Bixby	id=g:4049614
Big Nancey Branch	id=g:4049615
Beaverdam Dismal	id=g:4049616
Big Narrows	id=g:4049617
Beacon Church	id=g:4049618
Big Nose Creek	id=g:4049619
Bearwallow Gap	id=g:4049620
Big Nose Creek Subdivision	id=g:4049621
Big Witch Gap	id=g:4049622
Big Oak Dam	id=g:4049623
Benhaven High School	id=g:4049624
Big Oak Lake	id=g:4049625
Big Island	id=g:4049626
Big Oak Mountain	id=g:4049627
Keowee Baptist Church	id=g:4049628
Big Pine Hills	id=g:4049629
Cady Landing	id=g:4049630
Big Pond	id=g:4049631
Brown Cemetery	id=g:4049632
Big Prairie Creek	id=g:4049633
Black Swamp (historical)	id=g:4049634
Big Oak	id=g:4049635
Blue Creek Cemetery	id=g:4049636
Big Reedbrake Creek	id=g:4049637
Township of Buford	id=g:4049638
Big Rack Club	id=g:4049639
Brown Hill Church	id=g:4049640
Big Ridge	id=g:4049641
Bryan Pond Dam	id=g:4049642
Big Ridge	id=g:4049643
Croft	id=g:4049644
Big Ridge	id=g:4049645
Chambers Cove	id=g:4049646
Big Ridge Mine	id=g:4049647
Caraway Dam Number One	id=g:4049648
Big Ridge Mine	id=g:4049649
Caney Fork Church	id=g:4049650
Big Ridge School (historical)	id=g:4049651
Jasper	id=g:4049652
Big Rock	id=g:4049653
Capella	id=g:4049654
Big Rock	id=g:4049655
Indian Camp School	id=g:4049656
Big Rock	id=g:4049657
Township of Cartoogechaye	id=g:4049658
Big Rock	id=g:4049659
Carpenter Knob	id=g:4049660
Big Rock Church	id=g:4049661
Hendrix Cemetery	id=g:4049662
Big Rock Island	id=g:4049663
Carter Gap	id=g:4049664
Big Roxanna Church	id=g:4049665
Harvin Bay	id=g:4049666
Big Sand Hill	id=g:4049667
Creeches Mill	id=g:4049668
Big Sandy Baptist Church	id=g:4049669
Cherry Point Landing (historical)	id=g:4049670
Big Sandy Cemetery	id=g:4049671
Chapel Hill Church	id=g:4049672
Big Sandy Cemetery	id=g:4049673
Charles Creek Park	id=g:4049674
Big Sandy Church	id=g:4049675
Corinth	id=g:4049676
Big Sandy Creek	id=g:4049677
Chestnut Log Gap	id=g:4049678
Big Ridge	id=g:4049679
College Lake Dam	id=g:4049680
Big Sandy Creek	id=g:4049681
Harmony Hill	id=g:4049682
Big Sandy Cutoff	id=g:4049683
Howard Gap	id=g:4049684
Big Sandy Spring	id=g:4049685
Fort Armory (historical)	id=g:4049686
Big Sandy United Methodist Church	id=g:4049687
Harmony	id=g:4049688
Big Scirum Creek	id=g:4049689
Drybone Gap	id=g:4049690
Big Sandy School (historical)	id=g:4049691
Delta Lake Dam	id=g:4049692
Big Shoal Creek	id=g:4049693
Cypress Lake	id=g:4049694
Big Shiloh Primitive Baptist Church	id=g:4049695
Davidson College	id=g:4049696
Big Slough	id=g:4049697
Galloway Cemetery	id=g:4049698
Big Shoals Camp	id=g:4049699
Doziers Lake Dam	id=g:4049700
Big Slough	id=g:4049701
First Baptist Church	id=g:4049702
Big Slough	id=g:4049703
Dillard Elementary School	id=g:4049704
Big Spring	id=g:4049705
Dora	id=g:4049706
Big Spring	id=g:4049707
Flemmings Mill (historical)	id=g:4049708
Big Spring	id=g:4049709
Felton Grove Church	id=g:4049710
Big Spring	id=g:4049711
Efirds Lake Dam	id=g:4049712
Big Spring	id=g:4049713
Faith	id=g:4049714
Big Spring	id=g:4049715
Flag Church	id=g:4049716
Big Spring	id=g:4049717
Dupont Station	id=g:4049718
Big Spring	id=g:4049719
Fines Creek Cemetery	id=g:4049720
Big Spring (historical)	id=g:4049721
Township of Fishing Creek	id=g:4049722
Big Spring Church	id=g:4049723
Horse Ridge	id=g:4049724
Big Spring Church	id=g:4049725
Grassy Knob Church	id=g:4049726
Big Spring Creek	id=g:4049727
Gay Cemetery	id=g:4049728
Big Spring	id=g:4049729
Frazier Crossroads	id=g:4049730
Big Spring Creek	id=g:4049731
Fryes Lake	id=g:4049732
Big Spring Creek Small Wild Area	id=g:4049733
Dunes Lake	id=g:4049734
Big Spring Park	id=g:4049735
Grassy Creek Falls	id=g:4049736
Big Spring Park	id=g:4049737
Gibbs Cemetery	id=g:4049738
Big Spring Post Office (historical)	id=g:4049739
Goldspring Ridge	id=g:4049740
Big Spring Valley	id=g:4049741
Hogun Cemetery	id=g:4049742
Big Spring Creek Subdivision	id=g:4049743
Haynes Cemetery	id=g:4049744
Big Springs	id=g:4049745
Gum Chapel	id=g:4049746
Big Springs (historical)	id=g:4049747
Gum Swamp	id=g:4049748
Big Springs Baptist Church	id=g:4049749
Hog Island Creek	id=g:4049750
Big Springs Baptist Church	id=g:4049751
Cullum Cemetery	id=g:4049752
Big Springs Cemetery	id=g:4049753
Hibernia Public Use Area	id=g:4049754
Big Springs Cemetery	id=g:4049755
Hillcrest	id=g:4049756
Big Springs Cemetery	id=g:4049757
Jessup	id=g:4049758
Big Springs Church	id=g:4049759
Spencer Point	id=g:4049760
Big Springs School (historical)	id=g:4049761
NC WRC Work Center	id=g:4049762
Big Star Church of God	id=g:4049763
Legged Lump	id=g:4049764
Big Sucker Brook	id=g:4049765
Kellys Cove	id=g:4049766
Big Spring Valley School (historical)	id=g:4049767
Johnsonville	id=g:4049768
Big Swamp	id=g:4049769
Cloisters	id=g:4049770
Big Swamp	id=g:4049771
Jennies Gut	id=g:4049772
Big Swamp Branch	id=g:4049773
Jerry	id=g:4049774
Big Swamp	id=g:4049775
Chapel by the Sea	id=g:4049776
Big Swamp Creek	id=g:4049777
Keen Pond	id=g:4049778
Big Swamp Creek	id=g:4049779
Jordan Oak	id=g:4049780
Big Tallawampa Creek	id=g:4049781
Juniper Bay Point	id=g:4049782
Big Tank Ridge	id=g:4049783
Lee Cemetery	id=g:4049784
Big Tree Canyon	id=g:4049785
Laurel Branch Cemetery	id=g:4049786
Big Ten Mine	id=g:4049787
Knob Hill	id=g:4049788
Big Ugly Creek	id=g:4049789
Canon Church	id=g:4049790
Big Union Church	id=g:4049791
Laughlin Memorial Church	id=g:4049792
Big Wills Creek	id=g:4049793
Ledbetter	id=g:4049794
Big Willow Spring	id=g:4049795
Lawrences Bridge	id=g:4049796
Big Wills Valley	id=g:4049797
LeRoy Lake	id=g:4049798
Big Yellow Creek	id=g:4049799
Mullet Shoal	id=g:4049800
Big Zion African Methodist Episcopal Church	id=g:4049801
Maria Chapel	id=g:4049802
Big Zion School	id=g:4049803
Little Creek	id=g:4049804
Bigbee	id=g:4049805
Lemon Cove	id=g:4049806
Bigbee Cemetery	id=g:4049807
Linville Dam	id=g:4049808
Bigbee Church	id=g:4049809
Lyons	id=g:4049810
Bigbee Post Office	id=g:4049811
Little Mountain	id=g:4049812
Bigbee Valley Access Area	id=g:4049813
Long Branch	id=g:4049814
Biggerstaff Branch	id=g:4049815
Buck Bay	id=g:4049816
Big Zion Church	id=g:4049817
Mount Zion Church	id=g:4049818
Bilbo Creek	id=g:4049819
Biggin Swamp	id=g:4049820
Bilbo Island	id=g:4049821
Millers Camping	id=g:4049822
Bildee Cemetery	id=g:4049823
Beaver Creek Church	id=g:4049824
Biler Post Office (historical)	id=g:4049825
McClains Mill (historical)	id=g:4049826
Bill Branch	id=g:4049827
Mile Hammock Bay	id=g:4049828
Bilbos Landing (historical)	id=g:4049829
Morrow Cemetery	id=g:4049830
Bill Creek	id=g:4049831
Moore Creek Lower	id=g:4049832
Bill Grey Dam	id=g:4049833
Morphus Bridge	id=g:4049834
Bill Hollow	id=g:4049835
Southeast Park	id=g:4049836
Bill Gross Camp	id=g:4049837
Rankin Lake	id=g:4049838
Billdee Creek	id=g:4049839
Pine View Cemetery	id=g:4049840
Bill Stewart Activity Center	id=g:4049841
Old Slough	id=g:4049842
Billingsley	id=g:4049843
Neills Creek Church	id=g:4049844
Billingsley Cemetery	id=g:4049845
Baxley	id=g:4049846
Billingsley Church	id=g:4049847
New Vernon Church	id=g:4049848
Billingsley High School	id=g:4049849
Pigpen Creek	id=g:4049850
Billingsley Post Office	id=g:4049851
Pee Dee	id=g:4049852
Bills Branch	id=g:4049853
Pekin	id=g:4049854
Billingslea Cemetery	id=g:4049855
Ranger Point	id=g:4049856
Bills Branch	id=g:4049857
Polkville	id=g:4049858
Bills Branch	id=g:4049859
Piney Point	id=g:4049860
Bills Branch	id=g:4049861
Pleasant Grove Cemetery	id=g:4049862
Bills Landing	id=g:4049863
Raccoon Island	id=g:4049864
Billwood Creek	id=g:4049865
Publicatons Building	id=g:4049866
Bills Marina	id=g:4049867
Purnell	id=g:4049868
Billy Branch	id=g:4049869
South Creek	id=g:4049870
Billy Byrd Dam	id=g:4049871
Sandy Cross	id=g:4049872
Billy Cove	id=g:4049873
Rocky Branch	id=g:4049874
Billy Carter Lake Dam	id=g:4049875
Resthaven Memorial Park	id=g:4049876
Billy Joe Young Field	id=g:4049877
Richland Gap	id=g:4049878
Billy Ridge	id=g:4049879
Billys Branch	id=g:4049881
Saint Johns Church	id=g:4049882
Billy Goat Hill	id=g:4049883
Rocky Fork Ridge	id=g:4049884
Billys Branch	id=g:4049885
Rockyhock Church	id=g:4049886
Billys Ford	id=g:4049887
Snow Creek (historical)	id=g:4049888
Binford Cemetery	id=g:4049889
Shoe Hole Bay	id=g:4049890
Binford Cemetery	id=g:4049891
Seagle Cemetery	id=g:4049892
Bing Branch	id=g:4049893
Shaw Lake	id=g:4049894
Biltmore Estates	id=g:4049895
Smith Swamp	id=g:4049896
Bingham Cemetery	id=g:4049897
Silver Creek Church	id=g:4049898
Bingham Cove	id=g:4049899
Bingham	id=g:4049901
Slacks Lake Dam	id=g:4049902
Bingham Creek	id=g:4049903
Indianview	id=g:4049904
Bingham Creek	id=g:4049905
Pakim Pond	id=g:4049906
Bingham Fire Tower	id=g:4049907
Vass	id=g:4049908
Bingham Narrows	id=g:4049909
Thompson Dam	id=g:4049910
Bingham Park	id=g:4049911
Steve Gap	id=g:4049912
Binghams Branch	id=g:4049913
Spring Hill	id=g:4049914
Bingham Mountain	id=g:4049915
Stanley Cemetery	id=g:4049916
Binion Creek	id=g:4049917
Tar River Dam	id=g:4049918
Binghamtown	id=g:4049919
Sturgill Cemetery	id=g:4049920
Binion Heights	id=g:4049921
Binions Creek (historical)	id=g:4049923
Sugartree Ridge	id=g:4049924
Birch Branch	id=g:4049925
Unity (historical)	id=g:4049926
Binion Creek Landing Park	id=g:4049927
Tory Island	id=g:4049928
Birch Branch	id=g:4049929
Tindalsville (historical)	id=g:4049930
Birch Hill Cemetery	id=g:4049931
Toms Hole	id=g:4049932
Birch Rock Hollow	id=g:4049933
Union Hill	id=g:4049934
Birch School (historical)	id=g:4049935
Township School	id=g:4049936
Birchum Post Office (historical)	id=g:4049937
Tremont Park	id=g:4049938
Bird (historical)	id=g:4049939
Old Turtle Reach	id=g:4049940
Bird Cemetery	id=g:4049941
West Landing	id=g:4049942
Bird Cemetery	id=g:4049943
WBZB-AM (Selma)	id=g:4049944
Bird Creek	id=g:4049945
Viewmont	id=g:4049946
Birch Shoals	id=g:4049947
Vines Landing (historical)	id=g:4049948
Bird Creek	id=g:4049949
Waves	id=g:4049950
Bird Hill Church (historical)	id=g:4049951
Wade Gap	id=g:4049952
Birdeye	id=g:4049953
Waterford	id=g:4049954
Birdie	id=g:4049955
Miah Maull Shoal	id=g:4049956
Birdine Bar	id=g:4049957
Woodleaf	id=g:4049958
Birdine Cemetery	id=g:4049959
Windy Gap Church	id=g:4049960
Birdine Church	id=g:4049961
Wolfpen Gap	id=g:4049962
Birdine Creek	id=g:4049963
Elk Lake Dam	id=g:4049964
Bird Spring	id=g:4049965
Absalom Doughty Pond Dam	id=g:4049966
Birdine School (historical)	id=g:4049967
Buckingham	id=g:4049968
Birdon Hill Church	id=g:4049969
Hideaway Acres	id=g:4049970
Birdsong	id=g:4049971
Big Run Cemetery	id=g:4049972
Birdsong Creek	id=g:4049973
Alden	id=g:4049974
Birdine Junior High School	id=g:4049975
Swain	id=g:4049976
Birdway Drive	id=g:4049977
Saint Stephens School	id=g:4049978
Birmingham	id=g:4049979
Stephen Lake	id=g:4049980
Birmingham Avenue Church of God	id=g:4049981
Afton	id=g:4049982
Birmingham City Hall	id=g:4049983
Woodbury Creek Dam	id=g:4049984
Birmingham Civil Rights Institute	id=g:4049985
Acorn Trail	id=g:4049986
Birmingham Country Club	id=g:4049987
Big Bottom School (historical)	id=g:4049988
Birmingham Fire Station Number 1	id=g:4049989
Barwyn Acres	id=g:4049990
Birmingham Fire Station Number 2	id=g:4049991
Armco Park	id=g:4049992
Birmingham Hollow	id=g:4049993
Bald Knobs	id=g:4049994
Birdsong School (historical)	id=g:4049995
Bethel Reservoir	id=g:4049996
Birmingham Jefferson Civic Center	id=g:4049997
Beatty Park	id=g:4049998
Birmingham Municipal Airport	id=g:4049999
Birmingham Municipal Airport-North	id=g:4050001
Bell Hill	id=g:4050002
Birmingham Municipal City Police Airport	id=g:4050003
Greggs	id=g:4050004
Birmingham Museum of Art	id=g:4050005
Delhi Hills	id=g:4050006
Birmingham Post Office	id=g:4050007
Buck Ridge	id=g:4050008
Birmingham Public Library	id=g:4050009
Binns Lake	id=g:4050010
Birmingham Reservoir	id=g:4050011
Blowville	id=g:4050012
Birmingham Sailing Club	id=g:4050013
Dana Island	id=g:4050014
Birmingham Saw Works Lake Dam	id=g:4050015
Cameron	id=g:4050016
Birmingham Southern College	id=g:4050017
Coalgate	id=g:4050018
Birmingham Terminal Station	id=g:4050019
Greenlawn Cemetery	id=g:4050020
Birmingham University School	id=g:4050021
Birmingham Water Service Lake Dam	id=g:4050023
Emerson Hall	id=g:4050024
Birmingham YMCA Camp	id=g:4050025
Dry Ridge Post Office (historical)	id=g:4050026
Birons Ford	id=g:4050027
Eisners Landing	id=g:4050028
Birthright Hall	id=g:4050029
Gracey	id=g:4050030
Biscayne Highlands	id=g:4050031
First Baptist Church	id=g:4050032
Biscayne Hills	id=g:4050033
Gore	id=g:4050034
Biscuit Mountain	id=g:4050035
Turner Cemetery	id=g:4050036
Bishop	id=g:4050037
Gwendale	id=g:4050038
Bishop Branch	id=g:4050039
Doga	id=g:4050040
Birmingham International Raceway	id=g:4050041
Tick Ridge	id=g:4050042
Bishop Cemetery	id=g:4050043
Rocky Fork Church	id=g:4050044
Bishop Cemetery	id=g:4050045
Mound Park	id=g:4050046
Bishop Cemetery	id=g:4050047
McDonald	id=g:4050048
Bishop Cove	id=g:4050049
Little Richmond	id=g:4050050
Bishop Cemetery	id=g:4050051
Marianists College	id=g:4050052
Bishop Creek	id=g:4050053
Miller Cemetery	id=g:4050054
Bishop Ferry (historical)	id=g:4050055
Meadows Park	id=g:4050056
Bishop Hollow	id=g:4050057
Milford Post Office	id=g:4050058
Bishop Manor Creek	id=g:4050059
Rock Way	id=g:4050060
Bishop Mountain	id=g:4050061
Pennsville Church of Christ	id=g:4050062
Bishop Point	id=g:4050063
Oakley	id=g:4050064
Bishop School (historical)	id=g:4050065
Otway Bridge	id=g:4050066
Bishop Spring	id=g:4050067
Racine	id=g:4050068
Bishop Winston Church of Christ	id=g:4050069
Pleasant Hill Church	id=g:4050070
Bishops Bridge	id=g:4050071
Pleasanton	id=g:4050072
Bitter Branch	id=g:4050073
Tecumseh Cemetery	id=g:4050074
Bishop Mountain	id=g:4050075
Bitty Branch	id=g:4050077
Sanders Park	id=g:4050078
Bivens Chapel	id=g:4050079
Rush Church	id=g:4050080
Black	id=g:4050081
Rome	id=g:4050082
Black Ankle Branch	id=g:4050083
Roselawn	id=g:4050084
Bivens Chapel Cemetery	id=g:4050085
Salem Cemetery	id=g:4050086
Black Belt	id=g:4050087
Saint Andrew School	id=g:4050088
Black Belt Agricultural Experiment Station	id=g:4050089
Saint Marys School	id=g:4050090
Black Belt Community Health Center	id=g:4050091
Sugar Grove School (historical)	id=g:4050092
Black Bluff	id=g:4050093
Solida Church	id=g:4050094
Black Bluff	id=g:4050095
Black Bluff	id=g:4050097
Sayler Park	id=g:4050098
Black Bluff Cemetery	id=g:4050099
Slocum	id=g:4050100
Black Bluff Church	id=g:4050101
Stowe School	id=g:4050102
Black Bluff Landing	id=g:4050103
Spring Valley	id=g:4050104
Black Bluff Landing (historical)	id=g:4050105
Stires Lake Dam	id=g:4050106
Black Bluff Precinct	id=g:4050107
Dixon	id=g:4050108
Black Bottom	id=g:4050109
Bear Hybarger Site 12 Dam	id=g:4050110
Black Bottom Branch	id=g:4050111
Way	id=g:4050112
Black Bayou	id=g:4050113
Wakefield	id=g:4050114
Black Branch	id=g:4050115
Timothy Missionary Baptist Church	id=g:4050116
Black Branch	id=g:4050117
Turpin Hills	id=g:4050118
Black Branch	id=g:4050119
Black Branch	id=g:4050121
Washington Hall	id=g:4050122
Black Branch	id=g:4050123
Walnut Hill Church	id=g:4050124
Black Branch	id=g:4050125
Walser	id=g:4050126
Black Branch	id=g:4050127
Bear Fall Coon Creek Site 22 Dam	id=g:4050128
Black Branch	id=g:4050129
Youba	id=g:4050130
Black Branch	id=g:4050131
Paddytown	id=g:4050132
Black Branch	id=g:4050133
Township of Wesley	id=g:4050134
Black Cemetery	id=g:4050135
West Sonora	id=g:4050136
Black Cemetery	id=g:4050137
Baptist Church	id=g:4050138
Black Cemetery	id=g:4050139
Apple	id=g:4050140
Black Cemetery	id=g:4050141
Newtown	id=g:4050142
Black Center	id=g:4050143
Austin Lake	id=g:4050144
Black Chapel Cemetery	id=g:4050145
Linwood School	id=g:4050146
Black Creek	id=g:4050147
Deaconess Hospital	id=g:4050148
Black Cemetery	id=g:4050149
Cavanal	id=g:4050150
Black Creek	id=g:4050151
Bible Baptist Church	id=g:4050152
Black Creek	id=g:4050153
Beaver Creek Site 8 Dam	id=g:4050154
Black Creek	id=g:4050155
Bethel	id=g:4050156
Black Creek	id=g:4050157
Hobart	id=g:4050158
Black Creek	id=g:4050159
C Jarvis Dam	id=g:4050160
Black Creek	id=g:4050161
Booher Dam	id=g:4050162
Black Creek	id=g:4050163
Brush Hill	id=g:4050164
Black Creek	id=g:4050165
Dale	id=g:4050166
Black Creek	id=g:4050167
Clarksville	id=g:4050168
Black Creek	id=g:4050169
Christian Church	id=g:4050170
Black Creek	id=g:4050171
Christie	id=g:4050172
Black Creek	id=g:4050173
Crissmon Dam	id=g:4050174
Black Creek	id=g:4050175
Coburn Lake	id=g:4050176
Black Creek	id=g:4050177
Cole	id=g:4050178
Black Creek	id=g:4050179
Green School	id=g:4050180
Black Creek	id=g:4050181
Oknoname 149010 Dam	id=g:4050182
Black Creek Baptist Church	id=g:4050183
Burson Plan	id=g:4050184
Black Creek Church	id=g:4050185
Jim Conrad Dam	id=g:4050186
Black Creek Falls (historical)	id=g:4050187
Fairview City Wells	id=g:4050188
Black Creek Mine Number Two	id=g:4050189
Ellsworth Dam	id=g:4050190
Black Creek Mines	id=g:4050191
Bowlder	id=g:4050192
Black Creek Number 1 Mine	id=g:4050193
East Bitter Creek	id=g:4050194
Black Creek Number 4 Mine	id=g:4050195
Elgin Ridge	id=g:4050196
Black Creek Park	id=g:4050197
Ewing Lake	id=g:4050198
Black Creek School (historical)	id=g:4050199
Emerson School	id=g:4050200
Black Creek School (historical)	id=g:4050201
Ernst Dam	id=g:4050202
Black Diamond	id=g:4050203
Jack McDearman 8 Dam	id=g:4050204
Black Diamond Lake Dam	id=g:4050205
Yuba	id=g:4050206
Black Gap	id=g:4050207
Gray-Warr Park	id=g:4050208
Black Ground Church	id=g:4050209
Yardeka Church	id=g:4050210
Black Ground Mountain	id=g:4050211
First Indian Baptist Church	id=g:4050212
Black Ground School (historical)	id=g:4050213
Township of Grant	id=g:4050214
Black Gum Corners (historical)	id=g:4050215
Hill	id=g:4050216
Black Gum Head	id=g:4050217
Haskell Cemetery	id=g:4050218
Black Creek Missionary Baptist Church	id=g:4050219
