Wādī Medhar Brega	id=g:2469031
Wādī Kibrītī	id=g:2469754
Jebel Kebriti	id=g:2469755
Aïne Kebiriti	id=g:2469756
Bir el Kebrit	id=g:2469757
Aïn el Kebrit	id=g:2469758
‘Ayn Kibrīt	id=g:2469759
Jabal al Kibār	id=g:2469760
Zamlat Khuwayl	id=g:2469761
Jabal al Khuraybah	id=g:2469762
Hanshīr al Khuraybah	id=g:2469763
Bi’ār al Khunfus	id=g:2469764
Jazīrat Khunayyis	id=g:2469765
Khunays	id=g:2469766
Wādī al Khunayqah	id=g:2469767
Bir Krenifis	id=g:2469768
Henchir el Khemiri	id=g:2469769
Bir Khelilet el Aaribi	id=g:2469770
‘Ayn Khubzah	id=g:2469771
Khashm al Khubarā’	id=g:2469772
Khorfa	id=g:2469773
Jabal al Khizānah	id=g:2469774
Wādī Khiyāb an Nakhlah	id=g:2469775
Jabal Khiyāb an Nakhlah	id=g:2469776
Khiyāb an Nakhlah	id=g:2469777
Wādī Khiyāb al Hayrah	id=g:2469778
Kherouaya	id=g:2469779
Wādī al Khirwa‘	id=g:2469780
Wādī al Khirwa‘	id=g:2469781
Jabal al Khirwa‘	id=g:2469782
Hanshīr al Khirwa‘	id=g:2469783
Jabal Khirfān	id=g:2469784
Wādī al Khirbah	id=g:2469785
Wādī al Khirbah	id=g:2469786
Hanshīr al Khirbah	id=g:2469787
‘Ayn al Khirbah	id=g:2469788
Aïn el Kherba	id=g:2469789
Wādī al Khinzīrīyah	id=g:2469790
Bi’r al Khinzīrīyah	id=g:2469791
Bilād al Khinzīrīyah	id=g:2469792
Jebel el Khera	id=g:2469793
Kheredine	id=g:2469794
Wādī al Khayr	id=g:2469795
Jabal al Khayr	id=g:2469796
Jebel el Khaima	id=g:2469797
Bi’r al Khaymah	id=g:2469798
Bir el Khima	id=g:2469799
Wādī al Khayl	id=g:2469800
Wādī al Khayl	id=g:2469801
Oued el Kreil	id=g:2469802
Qar‘at al Khayl	id=g:2469803
Jebel el Khiala	id=g:2469804
Wādī al Khawr	id=g:2469805
Jebel Khour	id=g:2469806
Bi’r Khawī Tegoft	id=g:2469807
Khaoui el Ghezal	id=g:2469808
Jabal al Khāwī	id=g:2469809
Bir el Khaoui	id=g:2469810
Wādī al Khawābi’	id=g:2469811
Hanshīr al Khawābi’	id=g:2469812
Ras el Khsîm	id=g:2469813
Zamlat Khashm Maḩmad	id=g:2469814
Qar‘at Khashm al Kalb	id=g:2469815
Garaa Khechem el Kelb	id=g:2469816
Jebel Khechem el Kelb	id=g:2469817
Ramlat Khashm al Ḩawīyah	id=g:2469818
Jebel Khechem el Artsouma	id=g:2469819
Oued el Khechem	id=g:2469820
Khashārimah	id=g:2469821
Bi’r Khashānah	id=g:2469822
Wādī al Khaşfah	id=g:2469823
Jebel Kheroufa	id=g:2469824
Wādī al Kharrūbah	id=g:2469825
Wādī al Kharrūbah	id=g:2469826
Oued el Kharrouba	id=g:2469827
Wādī al Kharrūbah	id=g:2469828
Qalb al Kharrūbah	id=g:2469829
Jebel Karrouba	id=g:2469830
Jabal al Kharrūbah	id=g:2469831
Bi’r al Kharrūbah	id=g:2469832
Aïn el Kharrouba	id=g:2469833
Aïn Kharrouba	id=g:2469834
Wādī al Kharrūb	id=g:2469835
Rass el Kharroub	id=g:2469836
Jebel el Kharroub	id=g:2469837
Jabal al Kharrūb	id=g:2469838
Aïn Kharroub	id=g:2469839
Wādī al Kharjah	id=g:2469840
Jabal al Kharib	id=g:2469841
Bir el Kharet	id=g:2469842
Jabal al Kharbūqī	id=g:2469843
Dhirā‘ al Kharba	id=g:2469844
Ra’s al Kharāshifah	id=g:2469845
Bi’r al Kharāshifah	id=g:2469846
‘Ayn al Kharā’ib	id=g:2469847
Hanshīr al Kharāb	id=g:2469848
Bir Ghab	id=g:2469849
Bi’r al Kharāb	id=g:2469850
Khanqat Kāf Tūt	id=g:2469851
Wādī Khanqat Awlād Gharīb	id=g:2469852
Khannguet el Hajaj	id=g:2469853
Fum Khanqat al Ḩājj	id=g:2469854
Wādī Khanqat ‘Ā’ishah	id=g:2469855
Wādī al Khanqah	id=g:2469856
Fum al Khanqah	id=g:2469857
Bi’r al Khanqah	id=g:2469858
Oued el Khannga	id=g:2469859
Wādī al Khāniq	id=g:2469860
Ghadīr al Khāniq	id=g:2469861
Jebel Khamfir	id=g:2469862
Hanshīr Khanfīr	id=g:2469863
Wādī al Khanāfis	id=g:2469864
Oglat Khénafès	id=g:2469865
Bi’r al Khanāfis	id=g:2469866
Bi’r al Khanāfis	id=g:2469867
Bi’r al Khanāfis	id=g:2469868
Bi’r al Khanāfis	id=g:2469869
Bir el Khenafes	id=g:2469870
Bi’r al Khanāfis	id=g:2469871
Hanshīr al Khamsah	id=g:2469872
Oued el Khem	id=g:2469873
Hanshīr Khamīs as Sadd	id=g:2469874
Bir Khemis	id=g:2469875
Aïn Khamis	id=g:2469876
Khamāmisah	id=g:2469877
Jabal al Khamā’isīyah	id=g:2469878
‘Ayn al Khamā’irīyah	id=g:2469879
Khamā’ilīyah	id=g:2469880
Khalwat Sīdī Hammar	id=g:2469881
Khalwat Bū Haslaya	id=g:2469882
‘Ayn al Khalwah	id=g:2469883
Ru’aysat al Khallah	id=g:2469884
Wādī Khallād	id=g:2469885
Jabal Khallād	id=g:2469886
Bir Khelilet es Sbott	id=g:2469887
Bir Khelilet el Ghorab	id=g:2469888
Wādī Khalīj aḑ Ḑab‘	id=g:2469889
Wādī al Khalīj	id=g:2469890
Qar‘at al Khalīj	id=g:2469891
Hanshīr al Khalīj	id=g:2469892
Bled Khelij	id=g:2469893
Kudyat al Khalīfīyah	id=g:2469894
Khalīfah Bin Bū ‘Ujaylah	id=g:2469895
Bir Khalifa	id=g:2469896
Bir Khalifa	id=g:2469897
Bir Khalifa	id=g:2469898
Zamlat Khālid	id=g:2469899
Wādī Khālid	id=g:2469900
Bir Khaled	id=g:2469901
Bilād al Khalfia	id=g:2469902
Fondouk el Khaleï	id=g:2469903
Oued Oulad Khalfallah	id=g:2469904
Raqūbat Khalaf Allāh	id=g:2469905
Ḩasy Khalaf Allāh	id=g:2469906
Wādī Khalaf	id=g:2469907
Khadria	id=g:2469908
Oued el Khadra	id=g:2469909
‘Ayn al Khaḑrā’	id=g:2469910
Raqūbat al Khādim	id=g:2469911
Qar‘at al Khādim	id=g:2469912
Kef el Khadem	id=g:2469913
Henchir el Khadem	id=g:2469914
Barqāyat Khadījah	id=g:2469915
Wādī al Khaddām	id=g:2469916
Bi’r al Khaddām	id=g:2469917
Jabal al Khabtah	id=g:2469918
Wādī Khabb Zaab	id=g:2469919
Bi’r al Kessadla	id=g:2469920
Jebel el Kerrita	id=g:2469921
Hanshīr al Kerriou	id=g:2469922
Kerkouane	id=g:2469923
Wādī al Kerara	id=g:2469924
Chott Kenntaïet Salah	id=g:2469925
‘Ayn Kenai	id=g:2469926
Chott Kelouamene	id=g:2469927
Kelouamene	id=g:2469928
Jebel el Kella	id=g:2469929
Jabal al Keliat	id=g:2469930
Wādī al Kelate	id=g:2469931
Kefkoufa Assel	id=g:2469932
Jebel el Keddia	id=g:2469933
Jabal Kechtilou	id=g:2469934
Jebel Kechabta	id=g:2469935
Kebeur Bin Chaal	id=g:2469936
Kebeur es Sebia	id=g:2469937
Kebeur al Ḩājj	id=g:2469938
Oued el Kebeur	id=g:2469939
Kudyat al Kebeur	id=g:2469940
Khashm al Kebeur	id=g:2469941
Hanshīr al Kawm	id=g:2469942
Kattānah	id=g:2469943
‘Ayn al Kattān	id=g:2469944
Ra’s al Katif	id=g:2469945
Raqūbat al Katif	id=g:2469946
Qārat a Kathīb	id=g:2469947
Borj el Qastîl	id=g:2469948
Kasserine Pass	id=g:2469949
Wādī Kasseb	id=g:2469950
Hanshīr Kaskās	id=g:2469951
Wādī al Kāshūn	id=g:2469952
Jebel Kecherid	id=g:2469953
Wādī al Kashārīdah	id=g:2469954
Karūmat az Zamlah	id=g:2469955
Jabal al Karūmah	id=g:2469956
‘Ayn al Karūmah	id=g:2469957
Karsouline	id=g:2469958
Pointe Karouba	id=g:2469959
Baie Karouba	id=g:2469960
Wādī al Karmah	id=g:2469961
Wādī al Karmah	id=g:2469962
Shabakat al Karmah	id=g:2469963
Henchir el Kerma	id=g:2469964
Hanshīr al Karmah	id=g:2469965
Hanshīr al Karmah	id=g:2469966
Hanshīr al Karmah	id=g:2469967
Henchir el Kerma	id=g:2469968
Bi’r al Karmah	id=g:2469969
Biar el Kerma	id=g:2469970
Aïne el Kerma	id=g:2469971
Aïn el Kerma	id=g:2469972
Aïn el Kerma	id=g:2469973
Aïn el Kerma	id=g:2469974
‘Ayn al Karmah	id=g:2469975
Aïn el Kerma	id=g:2469976
‘Ayn al Karmah	id=g:2469977
‘Ayn al Karmah	id=g:2469978
‘Ayn al Karmah	id=g:2469979
‘Ayn al Karmah	id=g:2469980
‘Ayn al Karmah	id=g:2469981
Aïn el Kerma	id=g:2469982
Aïn el Kerma	id=g:2469983
‘Ayn al Karmah	id=g:2469984
Aïn el Kerma	id=g:2469985
Ra’s al Karm	id=g:2469986
Wādī Karkar	id=g:2469987
Karkar	id=g:2469988
Aïn Kriz	id=g:2469989
Kriz	id=g:2469990
Wādī al Karīb	id=g:2469991
Wādī al Karīb	id=g:2469992
Jebel el Khib	id=g:2469993
Oued el Kerd	id=g:2469994
Ra’s Karboun	id=g:2469995
Hanshīr al Karādīs	id=g:2469996
Biar Kheider Ben Ali	id=g:2469997
Oued Khader	id=g:2469998
Ragoubet el Kradem	id=g:2469999
Hanshīr Karachoum	id=g:2470000
Henchir el Kenissi	id=g:2470001
Wādī al Kamūr	id=g:2470002
Jabal al Kamūr	id=g:2470003
Jabal al Kamūr	id=g:2470004
Hanshīr al Kamūr	id=g:2470005
Bir el Kamour	id=g:2470006
‘Arāqīb Kammra	id=g:2470007
Qalb al Kallāb	id=g:2470008
Hanshīr al Kalkh	id=g:2470009
Wādī al Kalīl	id=g:2470010
Shu‘bat al Kalīl	id=g:2470011
Ru’ūs al Kalīl	id=g:2470012
Jabal al Kalīl	id=g:2470013
Sebkhet Kelbia	id=g:2470014
Jebel Kalbi	id=g:2470015
Jebel Kalb et Touil	id=g:2470016
Shu‘bat al Kalbah	id=g:2470017
Khashm al Kalbah	id=g:2470018
‘Ayn al Kalbah	id=g:2470019
‘Ayn al Kalbah	id=g:2470020
‘Uyūn Kalb ad Do	id=g:2470021
Wādī al Kalb	id=g:2470022
Wādī al Kalb	id=g:2470023
Khashm al Kalb	id=g:2470024
‘Ayn al Kalb	id=g:2470025
Ka‘l al Qadīm	id=g:2470026
Ka‘l al Jadīd	id=g:2470027
Kalaat Khasba	id=g:2470028
Kahoua ad Douadji	id=g:2470029
Garaet el Kahla	id=g:2470030
Garaet el Kahia	id=g:2470031
Khanqat Kāf at Tūt	id=g:2470032
Kāf ar Rāyāt	id=g:2470033
Jabal Kāf an Nusūr	id=g:2470034
Jabal Kāf an Na‘āmah	id=g:2470035
Kāf al Marīr	id=g:2470036
‘Ayn Kāf al Ḩammām	id=g:2470037
‘Ayn Kāf al Ḩamāmah	id=g:2470038
Oued Kef el Azereg	id=g:2470039
Oued el Kef el Aouj	id=g:2470040
Mersa el Kef Abbed	id=g:2470041
Ra’s al Kāf	id=g:2470042
Ras el Kef	id=g:2470043
Qaţţāyat al Kāf	id=g:2470044
Aïn el Kef	id=g:2470045
Aïn el Kef	id=g:2470046
‘Ayn al Kadzaba	id=g:2470047
‘Ayn al Kadhdhābah	id=g:2470048
Wādī al Kadhdhāb	id=g:2470049
Wādī Kachekh	id=g:2470050
Rass Kaboudia	id=g:2470051
Ragoubet el Kebira	id=g:2470052
Garaet el Kebira	id=g:2470053
Aïn el Kbira	id=g:2470054
Al Qārah al Kabīrah	id=g:2470055
Jezira el Kbira	id=g:2470056
Oued el Kbir	id=g:2470057
Wādī al Kabīr	id=g:2470058
Wādī al Kabīr	id=g:2470059
Qued Kebir	id=g:2470060
Oued el Kebir	id=g:2470061
Wādī al Kabīr	id=g:2470062
Oued el Kebir	id=g:2470063
Kef el Kebir	id=g:2470064
Jebel Kebir	id=g:2470065
Ghār al Kabīr	id=g:2470066
Borj el Kébir	id=g:2470067
Oued el Kebir	id=g:2470068
Al Jāmi‘ al Kabīr	id=g:2470069
Jebel el Kebir	id=g:2470070
Draa el Kbir	id=g:2470071
Aïn Kaabi	id=g:2470072
Jebel Kebbouch	id=g:2470073
Kabari	id=g:2470074
Qārat al Juyūsh	id=g:2470075
Khirbat Juwaymi‘ al Yahūdī	id=g:2470076
Wādī Jurfān	id=g:2470077
Jurf al Qanţarah	id=g:2470078
Jurf al Khazamah	id=g:2470079
Wādī al Jurf	id=g:2470080
Oued el Jourf	id=g:2470081
Ra’s al Jurf	id=g:2470082
Jabal al Jurf	id=g:2470083
Aïn Jougar	id=g:2470084
Gouvernorat de Jendouba	id=g:2470085
Mu‘tamadīyat Jundūbah	id=g:2470086
Jundūbah	id=g:2470087
Jendouba	id=g:2470088
Oued Joumine	id=g:2470089
Jehinat	id=g:2470090
Jebel Ejehaf	id=g:2470091
Jabal al Juḩāf	id=g:2470092
Hanshīr Juḩá	id=g:2470093
Hanshīr al Judur	id=g:2470094
Wādī al Judayyidah	id=g:2470095
Jebel el Jedeïda	id=g:2470096
Bi’r Judayyidah	id=g:2470097
Bi’r Judayyid	id=g:2470098
Qulayb Jubnah	id=g:2470099
Koudiat Jebir	id=g:2470100
Jebil	id=g:2470101
Nafīḑat Jubaybīnat ash Shaţţ	id=g:2470102
Garaet el Jouacha	id=g:2470103
Bir Jouacha	id=g:2470104
Jebel el Jlimet	id=g:2470105
Kāf al Jiwā’	id=g:2470106
Wādī al Jişş	id=g:2470107
‘Ayn al Jişş	id=g:2470108
Wādī Jirjir	id=g:2470109
Bi’r Jirjir	id=g:2470110
Hammam el Jerab	id=g:2470111
Djebel Djenane Kherouf	id=g:2470112
‘Ayn Jinān Kharūf	id=g:2470113
Jenane er Retba	id=g:2470114
Aïn el Jenane	id=g:2470115
Aïn Jenane	id=g:2470116
Hanshīr al Jimāl	id=g:2470117
Wādī Jilmah	id=g:2470118
Jilmah	id=g:2470119
Jilma	id=g:2470120
Jlij	id=g:2470121
Nadhour Borj Ejlij	id=g:2470122
Khuwayyat al Jīfah	id=g:2470123
Qūr al Jidyān	id=g:2470124
Bi’r al Jidyān	id=g:2470125
Oued Jedaria	id=g:2470126
Khashm al Jidārīyah	id=g:2470127
Fisqīyat Jidārīyah	id=g:2470128
Fā’ijat al Jidārīyah	id=g:2470129
Z̧ahr al Jidārī	id=g:2470130
Wādī al Jidārī	id=g:2470131
Wādī al Jidārī	id=g:2470132
Ru’aysat al Jidārī	id=g:2470133
Sayḩ Jidār	id=g:2470134
Z̧ahrat al Jibs	id=g:2470135
Wādī al Jibs	id=g:2470136
Wādī al Jibs	id=g:2470137
‘Urqūb al Jibs	id=g:2470138
Jabal al Jibs	id=g:2470139
Jabal al Jibs	id=g:2470140
Ḩasy al Jibs	id=g:2470141
Hanshīr al Jibs	id=g:2470142
Bi’r al Jibs	id=g:2470143
Kef Jbab	id=g:2470144
Bir Jetou	id=g:2470145
Jerissa	id=g:2470146
‘Uqlat al Jerara	id=g:2470147
‘Ayn Jenoua	id=g:2470148
Ḩasy Jelalta	id=g:2470149
Jebel el Jediri	id=g:2470150
Wādī al Jedarti	id=g:2470151
Khanqat al Jāziyah	id=g:2470152
Rass Jezira	id=g:2470153
Bi’r al Jazīrah	id=g:2470154
Wādī Jayr	id=g:2470155
‘Ayn Jayr	id=g:2470156
Ra’s al Jayb	id=g:2470157
Jebel Joufi	id=g:2470158
Jouf el Kelb	id=g:2470159
Jouf el Kelb	id=g:2470160
Wādī Jawf	id=g:2470161
Bled el Jouf	id=g:2470162
Jawāwilah	id=g:2470163
Jabal al Jawāwidah	id=g:2470164
Hanshīr Jawāmi‘	id=g:2470165
‘Ayn Jawādī	id=g:2470166
Jawābir	id=g:2470167
Wādī Jawābī	id=g:2470168
Oglat el Jarouya	id=g:2470169
Wādī al Jarwal	id=g:2470170
Bir Jerjour	id=g:2470171
Mu‘tamadīyat Jarjīs	id=g:2470172
Zarzis	id=g:2470173
Oued Cheria	id=g:2470174
Shaţţ al Jarīd	id=g:2470175
Z̧ahrat al Jarbīyah	id=g:2470176
Ḩasy Jarbī	id=g:2470177
Hassi Jerbi	id=g:2470178
Hanshīr al Jarbī	id=g:2470179
Henchir el Jerbi	id=g:2470180
Île de Jerba	id=g:2470181
Bi’r al Jarājirah	id=g:2470182
Jārah	id=g:2470183
Jeradou	id=g:2470184
Shu‘bat al Jarād	id=g:2470185
Oued Jeneien	id=g:2470186
Rouss el Jeneïen	id=g:2470187
‘Irq al Janā’in	id=g:2470188
Jemna	id=g:2470189
Mu‘tamadīyat Jammāl	id=g:2470190
Jammāl	id=g:2470191
Sabkhat al Jamm	id=g:2470192
Mosquée Sidi Jmour	id=g:2470193
Jāmi‘ Sīdī Douai Rouhou	id=g:2470194
Bi’r Jamīlah	id=g:2470195
Jāmi‘ Kortil	id=g:2470196
Jāmi‘ al Guelloufi	id=g:2470197
Henchir el Jama	id=g:2470198
Wādī Jamal ‘Alī Bin ‘Umar	id=g:2470199
Jemal ed Dine	id=g:2470200
Oued el Jemel	id=g:2470201
Wādī al Jamal	id=g:2470202
‘Urqūb al Jamal	id=g:2470203
Henchir el Jemel	id=g:2470204
‘Ayn al Jamal	id=g:2470205
‘Ayn al Jamal	id=g:2470206
Bled Jeloula	id=g:2470207
Bir Jellouli	id=g:2470208
Wādī al Jallāf	id=g:2470209
Wādī Jallābīyah	id=g:2470210
Jabal Jallābīyah	id=g:2470211
Jabal Jallābīyah	id=g:2470212
Hassi Jallâba	id=g:2470213
Canal de Jāliţah	id=g:2470214
Banc de Jāliţah	id=g:2470215
Barqāyat Jalīlah	id=g:2470216
Ḩasy Jalīdī	id=g:2470217
Hassi Jelidate	id=g:2470218
Bi’r Jalīdāt	id=g:2470219
Jalīdāt	id=g:2470220
Jalīdah	id=g:2470221
Jabal al Jalāyah	id=g:2470222
Bi’r al Jalā’idah	id=g:2470223
Aïne ej Jefna	id=g:2470224
Bir el Jafla	id=g:2470225
Jafar	id=g:2470226
Bir Jedi	id=g:2470227
‘Ayn al Jady	id=g:2470228
Jadlāwīn	id=g:2470229
Bi’r Jadīd Muḩammad	id=g:2470230
‘Uqlat al Jadīdī	id=g:2470231
Jebel Jedidi	id=g:2470232
‘Uqlat Jadīdat al Bi’ār	id=g:2470233
Bi’r Jadīd al Ḩādith	id=g:2470234
‘Uqlat al Jadīdah	id=g:2470235
Jebel el Jadida	id=g:2470236
Aïn Jedida	id=g:2470237
Oued Jedid	id=g:2470238
Garaa Jedid	id=g:2470239
Ḩasy al Jadīd	id=g:2470240
Borj ej Jedid	id=g:2470241
Burj Jadīd	id=g:2470242
Bir Jedid	id=g:2470243
Bir Jedid	id=g:2470244
Al Bi’r al Jadīd	id=g:2470245
Bir Jedid	id=g:2470246
Al Bi’r al Jadīd	id=g:2470247
Al Bi’r al Jadīd	id=g:2470248
Hanshīr Jādī	id=g:2470249
Koudiat Ahmed Ben Ali	id=g:2470250
‘Uqlat al Jabrīyah	id=g:2470251
Jabria	id=g:2470252
Jebel Jebira	id=g:2470253
‘Uwaynat Jābir	id=g:2470254
Hanshīr Jābir	id=g:2470255
Hanshīr Jābir	id=g:2470256
Bir Jabeur	id=g:2470257
Mu‘tamadīyat Jabinyānah	id=g:2470258
Bilād Jabinyānah	id=g:2470259
Jabinyānah	id=g:2470260
Hanshīr Jabīn	id=g:2470261
Oued el Jebess	id=g:2470262
Jebel Zebbeus	id=g:2470263
Jabal al Jabbās	id=g:2470264
Jabal al Jabbās	id=g:2470265
Bi’r al Jabbās	id=g:2470266
Ḩasy Jabbārah	id=g:2470267
Hanshīr Jabbānat Awlād Ghīlān	id=g:2470268
Qar‘at Jabbānah	id=g:2470269
Hanshīr al Jabbānah	id=g:2470270
Henchir el Jebana	id=g:2470271
Jebel Trozza	id=g:2470272
Garet Jeballah	id=g:2470273
Hanshīr Jāb Allāh	id=g:2470274
Jebel M’dhilla	id=g:2470275
Jabal al Jallūd	id=g:2470276
Jebel Jelloud	id=g:2470277
Bir el Jebel	id=g:2470278
Bi’r Jaarara	id=g:2470279
Wādī ‘Izz ad Dīn	id=g:2470280
Wādī al ‘Iz̧ām	id=g:2470281
Qulayb Ismā‘īl	id=g:2470282
Wādī al ‘Ishāsh	id=g:2470283
Oued el Achach	id=g:2470284
Bi’r al ‘Īsāwī	id=g:2470285
Sebkhet Areg el Makhzène	id=g:2470286
Oued Irouk	id=g:2470287
Pointe de l’ Infirmerie	id=g:2470288
Wādī al ‘Inabah	id=g:2470289
Kāf al ‘Inabah	id=g:2470290
Bi’r ‘Imāmah	id=g:2470291
‘Ilwat al Qunnah	id=g:2470292
Wādī al ‘Ijl	id=g:2470293
Ra’s al ‘Ijl	id=g:2470294
Cap Afrique	id=g:2470295
Bi’r Ibrāhīm Sabbi	id=g:2470296
Hanshīr Ibrāhīm Bin Kharīf	id=g:2470297
Fajj Ibrāhīm	id=g:2470298
Dir Ibrahim	id=g:2470299
‘Ayn Ibrāhīm	id=g:2470300
Ţawīlat al Ibil	id=g:2470301
Qalb al Ibil	id=g:2470302
Chott Hazouz	id=g:2470303
Ḩuwayţat al Ghazālah	id=g:2470304
Hanshīr al Ḩuwayţah	id=g:2470305
Jebel el Haouid	id=g:2470306
Garaet el Haouaria	id=g:2470307
Borj el Haouaria	id=g:2470308
Wādī al Hūwārī	id=g:2470309
Wādī al Hūwārah	id=g:2470310
Chott el Hosnia	id=g:2470311
Jabal al Ḩushayshīnah	id=g:2470312
Bir el Hachichina	id=g:2470313
Bir el Hasseï	id=g:2470314
Bi’r al Ḩusaynāt	id=g:2470315
El Harcha	id=g:2470316
Oued Horihir	id=g:2470317
Jebel Hogaf es Sfeïa	id=g:2470318
Ḩasy al Ḩumūrī	id=g:2470319
Wādī al Ḩummān	id=g:2470320
Jebel Hoummane	id=g:2470321
‘Ayn al Ḩummān	id=g:2470322
Oued Hamera	id=g:2470323
‘Ayn al Ḩumayrā’	id=g:2470324
‘Ayn al Ḩumaymīm	id=g:2470325
Shaqqat al Ḩulw	id=g:2470326
Khashm al Ḩufrah	id=g:2470327
Jabal al Ḩufrah	id=g:2470328
Bi’r al Ḩufrah	id=g:2470329
Jabal al Ḩufayy	id=g:2470330
Jebel el Hafai	id=g:2470331
Sebkhet el Hedidir	id=g:2470332
Bi’r al Hudaydīr	id=g:2470333
Jebel el Houfia	id=g:2470334
Aïn el Houdha	id=g:2470335
Horchane Awlād Bū ‘Azīz	id=g:2470336
Chott el Hazami	id=g:2470337
Burj al Ḩişār	id=g:2470338
Oued el Hassane	id=g:2470339
Wādī al Ḩişān	id=g:2470340
Fum al Ḩişān	id=g:2470341
Wādī al Ḩiqaf	id=g:2470342
Jebel el Hogguef	id=g:2470343
Henndi es Slamate	id=g:2470344
Wādī al Hindī	id=g:2470345
Oued el Henndi	id=g:2470346
Kef el Henndi	id=g:2470347
Jabal al Hindī	id=g:2470348
Jebel el Henndi	id=g:2470349
‘Ayn al Ḩimārah	id=g:2470350
Wādī al Ḩimār	id=g:2470351
Khashm al Ḩimār	id=g:2470352
Kef el Hamar	id=g:2470353
Jebel el Hamar	id=g:2470354
Bir Lell Ben Lafi	id=g:2470355
Hiboun	id=g:2470356
Bled el Hessaïma	id=g:2470357
Oued el Herka	id=g:2470358
Jabal al Henniket	id=g:2470359
Hemtouza	id=g:2470360
Bir Hemda	id=g:2470361
Qar‘at Hella	id=g:2470362
Bi’r al Hedoumi	id=g:2470363
Hanshīr Hedas al Ḩājj Qāsim	id=g:2470364
Hedas al Ḩājj Qāsim	id=g:2470365
Ţiwāl Hedaline	id=g:2470366
Ragoubet el Hazza	id=g:2470367
Shaţţ matā‘ Hazoua	id=g:2470368
Ghadīr al Ḩāzim	id=g:2470369
Ḩayrish Judur	id=g:2470370
Jabal al Ḩayrish	id=g:2470371
Wādī al Ḩayrāt	id=g:2470372
Wādī al Hayrah	id=g:2470373
Ţawīl al Hayrah	id=g:2470374
Ḩaydūs	id=g:2470375
Oued Haïdra	id=g:2470376
Ḩawsh Maḩmūd Bin Naşīb	id=g:2470377
Wādī al Ḩawsh	id=g:2470378
Hanshīr al Ḩawsh	id=g:2470379
Bi’r al Ḩawsh	id=g:2470380
Bi’r al Ḩawsh	id=g:2470381
Mahboubine	id=g:2470382
Mu‘tamadīyat Ḩawmat as Sūq	id=g:2470383
Houmt Souk	id=g:2470384
Ḩawmat al Qiblīyīn	id=g:2470385
Ḩawmat al Ḩashshān	id=g:2470386
Ḩawmat al Fawqānīn	id=g:2470387
Ḩawmat al Badawīyīn	id=g:2470388
Les Andalous	id=g:2470389
Jebel el Haouia	id=g:2470390
Houd ez Zenima	id=g:2470391
Aïn Haoud en Nelmia	id=g:2470392
Bi’r Ḩawḑ al Jamal	id=g:2470393
Ghābat Ḩawḑ al Ibil	id=g:2470394
Wādī al Ḩawḑ	id=g:2470395
Jabal al Ḩawḑ	id=g:2470396
Jebel el Houd	id=g:2470397
Bi’r al Ḩawḑ	id=g:2470398
Ḩawāyā	id=g:2470399
Jebel el Haouarek	id=g:2470400
Shu‘bat al Ḩawāmid	id=g:2470401
Shu‘bat al Ḩawāmid	id=g:2470402
Sāniyat al Ḩawāmid	id=g:2470403
Ḩasy al Ḩawāmid	id=g:2470404
‘Ayn al Ḩawāmid	id=g:2470405
Ḩawādid	id=g:2470406
Haut Tell	id=g:2470407
Haute Steppe	id=g:2470408
Bir Hattam	id=g:2470409
Wādī Hatt al Memene	id=g:2470410
Shaţţ al Hattaïba	id=g:2470411
Burj al Ḩaţţābah	id=g:2470412
Oued el Hattab	id=g:2470413
Wādī Ḩātim	id=g:2470414
Ḩaţabāyat Nāşir Bin Mişbāḩ	id=g:2470415
Wādī al Ḩaţab	id=g:2470416
Oued el Hattab	id=g:2470417
Oued Hassi Soltane	id=g:2470418
Wādī Ḩasy Sāsī	id=g:2470419
Wādī al Ḩasyān	id=g:2470420
Ḩamādat al Ḩasyān	id=g:2470421
Bi’r al Ḩasyān	id=g:2470422
Hanshīr Ḩasy al Kalb	id=g:2470423
Wādī Ḩasy al Ḩassān	id=g:2470424
Oued Hassi el Frid	id=g:2470425
Bi’r Ḩasy al Farīd	id=g:2470426
Wādī Ḩasy ‘Abd an Nāşir	id=g:2470427
Wādī al Ḩasy	id=g:2470428
Wādī al Ḩasy	id=g:2470429
Wādī al Ḩasy	id=g:2470430
Wādī al Ḩasy	id=g:2470431
Hamadet el Hassi	id=g:2470432
‘Ayn al Ḩasy	id=g:2470433
Bi’r al Ḩassās	id=g:2470434
Wādī Ḩassān	id=g:2470435
Chabet el Hassane	id=g:2470436
Chebket el Hassane	id=g:2470437
Qunnat al Ḩassān	id=g:2470438
Jabal Ḩassān	id=g:2470439
Bi’r Ḩassān	id=g:2470440
Wādī al Hassa	id=g:2470441
Wādī Hassa	id=g:2470442
‘Uqlat Hassa	id=g:2470443
Bi’r Ḩashshānat ‘Abd Allāh	id=g:2470444
Wādī al Ḩashshānah Kabīr	id=g:2470445
Wādī al Ḩashshānah	id=g:2470446
Wādī al Ḩashshānah	id=g:2470447
Wādī al Ḩashshānah	id=g:2470448
Wādī al Ḩashshānah	id=g:2470449
Wādī al Ḩashshānah	id=g:2470450
Wādī al Ḩashshānah	id=g:2470451
Wādī al Ḩashshānah	id=g:2470452
Thamad al Ḩashshānah	id=g:2470453
Haoud el Hachchana	id=g:2470454
Bi’r al Ḩashshānah	id=g:2470455
Bi’r al Ḩashshānah	id=g:2470456
Bilād al Ḩashshānah	id=g:2470457
‘Ayn al Ḩashshānah	id=g:2470458
