Aneri Soak	id=g:2077736
Cathedral Rocks	id=g:2078814
West Patch	id=g:2078815
Radar Reef	id=g:2078816
Wilson Bay	id=g:2078817
Kitson Point	id=g:2078818
Green Island	id=g:2078819
Nancy Cove	id=g:2078820
Mary Cove	id=g:2078821
South Point	id=g:2078822
Radar Hill	id=g:2078823
Fish Hook Bay	id=g:2078824
Eagle Bay	id=g:2078825
Mable Cove	id=g:2078826
Etheridge Patch	id=g:2078827
Hayward Cape	id=g:2078828
Carnot Peak	id=g:2078829
King Head	id=g:2078830
Conical Hill	id=g:2078831
Celia Rocks	id=g:2078832
Marjorie Bay	id=g:2078833
Abraham Point	id=g:2078834
Rocky Bay	id=g:2078835
Swirl Reef	id=g:2078836
Narrowneck	id=g:2078837
Stark Bay	id=g:2078838
Crayfish Rock	id=g:2078839
Charlotte Point	id=g:2078840
Bare Hill	id=g:2078841
Armstrong Point	id=g:2078842
Armstrong Hill	id=g:2078843
North Point	id=g:2078844
Parakeet Island	id=g:2078845
Parakeet Bay	id=g:2078846
Pink Lake	id=g:2078847
Roe Reef	id=g:2078848
Point Clune	id=g:2078849
Geordie Bay	id=g:2078850
Longreach Bay	id=g:2078851
Lake Baghdad	id=g:2078852
Mount Herschel	id=g:2078853
Herschel Lake	id=g:2078854
Forbes Hill	id=g:2078855
Serpentine Lake	id=g:2078856
Oliver Hill	id=g:2078857
Fairbridge Bluff	id=g:2078858
Salmon Point	id=g:2078859
Pocillopora Reef	id=g:2078860
Tree Hill	id=g:2078861
Vera Rocks	id=g:2078862
Porpoise Bay	id=g:2078863
Porpoise Bay	id=g:2078864
Vlamingh Landing	id=g:2078865
Henrietta Rocks	id=g:2078866
Lookout Hill	id=g:2078867
Government House Lake	id=g:2078868
Dyer Island	id=g:2078869
Joan Rock	id=g:2078870
Wallace Island	id=g:2078871
Jubilee Rocks	id=g:2078872
Bickley Point	id=g:2078873
Bickley Bay	id=g:2078874
Twin Rocks	id=g:2078875
Beagle Road	id=g:2078876
Phillip Point	id=g:2078877
Phillip Rock	id=g:2078878
Transit Rocks	id=g:2078879
Mushroom Rock	id=g:2078880
Duck Rock	id=g:2078881
Monday Rock	id=g:2078882
Kingston Spit	id=g:2078883
Pilot Reef	id=g:2078884
Nineteen Foot Rock	id=g:2078885
Fishing Boat Harbour	id=g:2078886
Success Boat Harbour	id=g:2078887
Challenger Harbour	id=g:2078888
Rous Head Harbour	id=g:2078889
Eleanor Rocks	id=g:2078890
Rous Head	id=g:2078891
Church Hill	id=g:2078892
Cantonment Hill	id=g:2078893
East Fremantle	id=g:2078894
Mudurup Rocks	id=g:2078895
Preston Point	id=g:2078896
Rocky Bay	id=g:2078897
Point Roe	id=g:2078898
Chidley Point	id=g:2078899
Point Walter	id=g:2078900
Mosman Bay	id=g:2078901
Butler Hump	id=g:2078902
Peppermint Grove	id=g:2078903
Claremont	id=g:2078904
Karrakatta Bank	id=g:2078905
Freshwater Bay	id=g:2078906
Bicton	id=g:2078907
Attadale	id=g:2078908
Shenton Park	id=g:2078909
Greylands	id=g:2078910
Lake Claremont	id=g:2078911
Dalkeith	id=g:2078912
Nedlands	id=g:2078913
Matilda Bay	id=g:2078914
Quarry Point	id=g:2078915
Waylen Bay	id=g:2078916
Point Dundas	id=g:2078917
Lucky Bay	id=g:2078918
Alfred Cove	id=g:2078919
Point Waylen	id=g:2078920
Canning Highway	id=g:2078921
Stirling Highway	id=g:2078922
Thomas Street	id=g:2078923
Lake Karrinyup	id=g:2078925
Centaur Reef	id=g:2078926
Point Resolution	id=g:2078927
Margaret Shoal	id=g:2078928
Aralaij Beach	id=g:2078929
Murgenella Wildlife Sanctuary	id=g:2078930
Andjarrging Point	id=g:2078931
Ngurrgu Point	id=g:2078932
Mardbal Bay	id=g:2078933
Goulburn Island	id=g:2078934
Aurari Bay	id=g:2078935
White Rocks	id=g:2078936
Bottle Rocks	id=g:2078937
Anyiminali Point	id=g:2078938
McPherson Point	id=g:2078939
South Goulburn Island	id=g:2078940
Croker Island	id=g:2078941
Minjilang	id=g:2078942
Ainag Point	id=g:2078943
Murgenella Settlement	id=g:2078944
Wauk Lagoon	id=g:2078945
Gningarg Point	id=g:2078946
Waminari Bay	id=g:2078947
Wangularni Bay	id=g:2078948
Wamirumu Point	id=g:2078949
Angarlban Creek	id=g:2078950
Murri Point	id=g:2078951
Inkanunna Creek	id=g:2078958
Inkanunna Soak	id=g:2078959
Valley of the Winds Lookout	id=g:2078960
Running Creek	id=g:2078961
White Cliff	id=g:2078962
Margaret Island	id=g:2078963
Bessie Island	id=g:2078964
South Wellesley Islands	id=g:2078965
Bayley Island	id=g:2078966
Pains Island	id=g:2078967
Snapper Point	id=g:2078968
Dougherty Bay	id=g:2078969
Lingele Point	id=g:2078970
Dugong River	id=g:2078971
Brookes Reef	id=g:2078972
Gumbannge Point	id=g:2078973
Manowar Island	id=g:2078974
Rocky Island	id=g:2078975
Eegan Bay	id=g:2078976
Ngulwange River	id=g:2078977
Giltija Point	id=g:2078978
Thabugan Point	id=g:2078979
Watson Patch	id=g:2078980
Moondalbee Island	id=g:2078981
Settlement Creek	id=g:2078982
Mountain Creek	id=g:2078983
Dingo Creek	id=g:2078984
Rock Island	id=g:2078985
Murrenginya Island	id=g:2078986
Myoorlka Island	id=g:2078987
Wonmaree Lagoon	id=g:2078988
Pelican Spit	id=g:2078989
Little Vanderin Island	id=g:2078990
Goat Point	id=g:2078991
Clarkson Point	id=g:2078992
Webinger Point	id=g:2078993
Ataluma Point	id=g:2078994
Geranium Bay	id=g:2078995
Barbara Cove	id=g:2078996
Kedge Point	id=g:2078997
Mesley Point	id=g:2078998
Vanderlin Rocks	id=g:2078999
Addison Channel	id=g:2079000
Rocky Point	id=g:2079001
Gulch Reef	id=g:2079002
Phil Point	id=g:2079003
Red Bluff	id=g:2079004
Watson Island	id=g:2079005
Ross Point	id=g:2079006
Hervey Rocks	id=g:2079007
Heriot Reef	id=g:2079008
North Rock	id=g:2079009
Observation Islet	id=g:2079010
Narrow Neck	id=g:2079011
Big Break	id=g:2079012
The Boomers	id=g:2079013
South Hummock	id=g:2079014
North Hummock	id=g:2079015
Kangaroo Point	id=g:2079016
Hansen Head	id=g:2079017
The Pinnacles	id=g:2079018
Cervantes	id=g:2079019
Jurien	id=g:2079020
Middle Head	id=g:2079021
Gairdner Range	id=g:2079022
Mount Benia	id=g:2079023
Warradarge Hill	id=g:2079024
Point Louise	id=g:2079025
Leeman	id=g:2079026
Whitecap Hill	id=g:2079027
Coolimba	id=g:2079028
Gum Tree Bay	id=g:2079029
Illawong	id=g:2079030
Arrowsmith Hill	id=g:2079031
Leander Reef	id=g:2079032
North Bank	id=g:2079033
Pearse Break	id=g:2079034
Coronation Beach	id=g:2079035
Gee Bank	id=g:2079036
Morley Island	id=g:2079037
Suomi Island	id=g:2079038
Little North Island	id=g:2079039
High Hill	id=g:2079040
Outer Rocks	id=g:2079041
Horseshoe Reef	id=g:2079042
Virgin Reef	id=g:2079043
Cooper Reef	id=g:2079044
Kearn Reef	id=g:2079045
Gazeley Reef	id=g:2079046
Red Rock	id=g:2079047
South Entrance	id=g:2079048
Purser Reef	id=g:2079049
Whittell Island	id=g:2079050
Buller Island	id=g:2079051
Francis Reef	id=g:2079052
Cavanagh Reef	id=g:2079053
Pearce Reef	id=g:2079054
Outer Seven Foot Rock	id=g:2079055
Corser Reef	id=g:2079056
Margaria Reef	id=g:2079057
Island Reef	id=g:2079058
Nambung Bay	id=g:2079059
Hansen Bay	id=g:2079060
Big Wave Reef	id=g:2079061
Roger Mo Reef	id=g:2079062
Five Fingers	id=g:2079063
Sam Reef	id=g:2079064
Ronsard Bay	id=g:2079065
Emu Rocks	id=g:2079066
Booker Rocks	id=g:2079067
The Coffins	id=g:2079068
Whitlock Island	id=g:2079069
The Boomer	id=g:2079070
Seaward Ledge	id=g:2079071
Anchorage Bay	id=g:2079072
Sandland Island	id=g:2079073
Lipfert Island	id=g:2079074
Webb Island	id=g:2079075
Drummond Rock	id=g:2079076
North Tail	id=g:2079077
Favorite Island	id=g:2079078
Tern Island	id=g:2079079
Osprey Island	id=g:2079080
Boiler Reef	id=g:2079081
Harper Reef	id=g:2079082
Wire Reef	id=g:2079083
Channel Rocks	id=g:2079084
The Big Breaker	id=g:2079085
South Passage	id=g:2079086
Assail Bank	id=g:2079087
Beagle Knoll	id=g:2079088
Acute Bank	id=g:2079089
Shag Bay	id=g:2079090
Pelican Point	id=g:2079091
Pelican Island	id=g:2079092
West Reef	id=g:2079093
North East Reef	id=g:2079094
Eastern Island	id=g:2079095
Dakin Island	id=g:2079096
Traitors Island	id=g:2079097
Seal Island	id=g:2079098
Dick Island	id=g:2079099
Goss Passage	id=g:2079100
Turtle Bay	id=g:2079101
Fish Point	id=g:2079102
Flag Hill	id=g:2079103
Eagle Hill	id=g:2079104
Pigeon Island Anchorage	id=g:2079105
Shelter Reef Passage	id=g:2079106
Shelter Reef	id=g:2079107
Long Island	id=g:2079108
Lagoon Island	id=g:2079109
Sandy Island	id=g:2079110
Shag Rock	id=g:2079111
Oystercatcher Island	id=g:2079112
Seagull Island	id=g:2079113
Turnstone Island	id=g:2079114
Barge Rock	id=g:2079115
Pigeon Island	id=g:2079116
Lumley Island	id=g:2079117
Little Pigeon Island	id=g:2079118
Eastern Islands	id=g:2079119
White Island	id=g:2079120
Helms Island	id=g:2079121
Eastern Passage	id=g:2079122
Alexander Island	id=g:2079123
Seventy Island	id=g:2079124
Gibson Island	id=g:2079125
Leo Island	id=g:2079126
Keru Island	id=g:2079127
Little Rat Island	id=g:2079128
Roma Island	id=g:2079129
Dry Island	id=g:2079130
Graveyard Island	id=g:2079131
Disapperaring Island	id=g:2079132
Little Roma Island	id=g:2079133
Bushby Island	id=g:2079134
Crake Island	id=g:2079135
Rolland Passage	id=g:2079136
Wooded Island Passage	id=g:2079137
White Bank	id=g:2079138
Fantome Shoal	id=g:2079139
Sandy Island	id=g:2079140
Murray Island	id=g:2079141
Stick Island	id=g:2079142
Square Island	id=g:2079143
Davis Island	id=g:2079144
Sweet Island	id=g:2079145
Half Moon Reef	id=g:2079146
Jon Jim Island	id=g:2079147
Mangrove Group	id=g:2079148
The Coral Patches	id=g:2079149
Newman Island	id=g:2079150
Whales Bay	id=g:2079151
Gregory Island	id=g:2079152
Batavia Road	id=g:2079153
Shag Rock	id=g:2079154
Black Rock	id=g:2079155
Bird Rock	id=g:2079156
Gold Digger Passage	id=g:2079157
Flat Rock	id=g:2079158
Hero Passage	id=g:2079159
North Rock	id=g:2079160
Eagles Nest Hill	id=g:2079161
Flagstaff Hill	id=g:2079162
Sandy Creek	id=g:2079163
Fat Fellows Creek	id=g:2079164
Archdeacon Ledge	id=g:2079165
Broken Anchor Bay	id=g:2079166
Menai Hills	id=g:2079167
Brand Hill	id=g:2079168
Gill Hill	id=g:2079169
Terry Hill	id=g:2079170
Horrocks	id=g:2079171
Three Mile Beach	id=g:2079172
Woolawar Gully	id=g:2079173
Buller River	id=g:2079174
Drummond Cove	id=g:2079175
Sandy Hill	id=g:2079176
Southgate Dunes	id=g:2079177
Geraldton Aerodrome	id=g:2079178
Point Moore Reefs	id=g:2079179
Falcon Bay	id=g:2079180
Comet Bay	id=g:2079181
The Sisters	id=g:2079182
Warnbro	id=g:2079183
Penguin Island	id=g:2079184
Seal Island	id=g:2079185
Wattleup	id=g:2079186
Perth Airport	id=g:2079187
Marmion Reef	id=g:2079188
Mullaloo	id=g:2079189
South Bay	id=g:2079190
Jurien Boat Harbour	id=g:2079191
Green Head	id=g:2079192
White Tops	id=g:2079193
Jack Reef	id=g:2079194
Irwin Reef	id=g:2079195
Irwin Passage	id=g:2079196
Main Passage	id=g:2079197
Lake Macleod	id=g:2079198
Darwin Reefs	id=g:2079199
Coast Hill	id=g:2079200
Point Whitmore	id=g:2079201
Teggs Channel	id=g:2079202
Pelican Point	id=g:2079203
Pickles Point	id=g:2079204
Womerangee Hill	id=g:2079205
Mount Dorrigo	id=g:2079206
Dulverton Bay	id=g:2079207
Crayfish Bay	id=g:2079208
Edel Land	id=g:2079209
Giraud Point	id=g:2079210
Flagpole Landing	id=g:2079211
Boolagoorda	id=g:2079212
Wilds Island	id=g:2079213
Boat Haven Loop	id=g:2079214
Shark Bay Salt Works	id=g:2079215
Bellefin Prong	id=g:2079216
Bellefin Flats	id=g:2079217
Outer Bar	id=g:2079218
Inner Bar	id=g:2079219
Shoal Flats	id=g:2079220
Meade Island	id=g:2079221
Heirisson Flats	id=g:2079222
Heirisson Prong	id=g:2079223
Fork Flat	id=g:2079224
Bar Flats	id=g:2079225
Mystery Beach	id=g:2079226
West Point	id=g:2079227
Louisa Bay	id=g:2079228
Dampier Road	id=g:2079229
Peaked Cliff	id=g:2079230
Green Turtle Flat	id=g:2079231
Herald Gut	id=g:2079232
Syds Bluff	id=g:2079233
Wee Warra Hill	id=g:2079234
Jannawa Hill	id=g:2079235
Pillawarra Hill	id=g:2079236
Toolonga Hill	id=g:2079237
Red Bluff	id=g:2079238
Sandalwood Bay	id=g:2079239
West Kianooka	id=g:2079240
Teakle Hill	id=g:2079241
Bowes Hill	id=g:2079242
Cardabia Creek	id=g:2079243
Rothery Reef	id=g:2079244
Oliver Rock	id=g:2079245
Lee Rock	id=g:2079246
Ivy Rock	id=g:2079247
Montesquieu Islands	id=g:2079248
Fenelon Passage	id=g:2079249
Rattlesnake Shoal	id=g:2079250
Krait Bay	id=g:2079251
Sharp Peak	id=g:2079252
Sand Cay	id=g:2079253
Prince Terry Shoal	id=g:2079254
Prudhoe Rocks	id=g:2079255
Lorinna Shoal	id=g:2079256
Fly Shoal	id=g:2079257
Combe Hill	id=g:2079258
Warrender Hill	id=g:2079259
Mac Gregor Point	id=g:2079260
Walsh Point	id=g:2079261
Beagle Reef	id=g:2079262
Fox Shoal	id=g:2079263
Rosella Shoal	id=g:2079264
Lorikeet Shoal	id=g:2079265
Reyne Shoal	id=g:2079266
Osborn Reefs	id=g:2079267
Violet Shoal	id=g:2079268
Rainbow Shoals	id=g:2079269
Orange Shoal	id=g:2079270
Heywood Island	id=g:2079271
Hull Bank	id=g:2079272
Black Rocks	id=g:2079273
Darcy Island	id=g:2079274
Granite Island	id=g:2079275
Kunmunya Hill	id=g:2079276
High Bluff	id=g:2079277
Berthier Island	id=g:2079278
Tooth Rocks	id=g:2079279
Cape Pond	id=g:2079280
Bonaparte Island	id=g:2079281
Gale Island	id=g:2079282
Mobly Island	id=g:2079283
Ena Island	id=g:2079284
Low Rock	id=g:2079285
Boongaree Island	id=g:2079286
Uwins Island	id=g:2079287
Gap Island	id=g:2079288
Spit Patch	id=g:2079289
Shell Patch	id=g:2079290
Red Islet	id=g:2079291
Cliff Point	id=g:2079292
Black Rocks	id=g:2079293
Outer Reef	id=g:2079294
Justice Shoal	id=g:2079295
Boileau Patches	id=g:2079296
Red Cliffs	id=g:2079297
Quondong Point	id=g:2079298
James Price Patches	id=g:2079299
Red Cliffs	id=g:2079300
Green Hillock	id=g:2079301
Red Bluff	id=g:2079302
Baleine Bank	id=g:2079303
Marmabup Peak	id=g:2079307
Mount Mitchell	id=g:2079308
Green Island	id=g:2079309
Pasco Passage	id=g:2079312
Osborn Passage	id=g:2079313
Marlin Bank	id=g:2079314
Broke Reefs	id=g:2079315
Broke Inlet	id=g:2079316
Tancred Bank	id=g:2079317
Low Rocks	id=g:2079318
Seaflower Bay	id=g:2079319
Freshwater Bay	id=g:2079320
Parry Harbour	id=g:2079321
Mount Pingerup	id=g:2079322
Bougainville Reef	id=g:2079323
Tait Bank	id=g:2079324
Guichen Reef	id=g:2079325
Cow and Calf Rocks	id=g:2079326
Otway Bank	id=g:2079327
Branch Banks	id=g:2079328
South West Reefs	id=g:2079329
Wave Governor Bank	id=g:2079330
North Reef	id=g:2079331
Lyndon River	id=g:2079332
Minilya River	id=g:2079333
Stanley Pool	id=g:2079334
Norwegian Bay	id=g:2079335
Gnargoo Range	id=g:2079336
Camp Hill	id=g:2079337
South West Rock	id=g:2079344
Cosy Corner	id=g:2079345
Minns Ledge	id=g:2079346
Jacks Ledge	id=g:2079347
Green Hill	id=g:2079348
Barrack Point	id=g:2079349
Seal Island	id=g:2079350
Cole Rock	id=g:2079351
Spout Rock	id=g:2079352
Flinders Island	id=g:2079353
South East Rocks	id=g:2079354
Warren Beach	id=g:2079355
Leander Point Reef	id=g:2079356
Arurine Bay	id=g:2079357
Alligator Point	id=g:2079358
High Water Inlet	id=g:2079359
Mermaid Bank	id=g:2079360
New Moon Inlet	id=g:2079361
Dorcherty Islnad	id=g:2079362
Kinmore Point	id=g:2079363
Jones Point	id=g:2079364
Bullo River	id=g:2079365
Wadeye	id=g:2079366
Peppimenarti	id=g:2079367
Howland Shoals	id=g:2079368
Emu Reefs	id=g:2079369
Dooley Point	id=g:2079370
Wade Rock	id=g:2079371
Palmerston Island	id=g:2079372
Bateman Shoal	id=g:2079373
Waining Point	id=g:2079374
Simon John Reef	id=g:2079375
Two Sisters Hills	id=g:2079376
Ida Bay	id=g:2079377
Turnbull Bay	id=g:2079378
Beer-Eetar Island	id=g:2079379
Native Point	id=g:2079380
Stingray Point	id=g:2079381
Jenny Point	id=g:2079382
Bowra Shoals	id=g:2079383
Blaze Reef	id=g:2079384
Peaked Hill	id=g:2079385
Mount Litchfield	id=g:2079386
Docherty Hills	id=g:2079387
Mount Greenwood	id=g:2079388
Centipede Hill	id=g:2079389
Doole Island	id=g:2079390
Point Maxwell	id=g:2079391
Roberts Island	id=g:2079392
Whitmore Island	id=g:2079393
Lefroy Point	id=g:2079394
Rest Bay	id=g:2079395
Heron Point	id=g:2079396
Spit Sand	id=g:2079397
Schofield Shoal	id=g:2079398
Trealla Hill	id=g:2079399
Wapet Shoal	id=g:2079400
Snapper Shoal	id=g:2079401
Islam Islets	id=g:2079402
Whalebone Island	id=g:2079403
Learmonth	id=g:2079404
Hollisters Mount	id=g:2079405
Stewart Shoal	id=g:2079406
Larkin Shoal	id=g:2079407
Campbell Shoal	id=g:2079408
Cody Shoal	id=g:2079409
Hope Point	id=g:2079410
Eclipse Archipelago	id=g:2079411
Delambre Reef	id=g:2079412
Bass Pass	id=g:2079413
Tessa Shoals	id=g:2079414
Roly Rock	id=g:2079415
Devil Creek	id=g:2079416
North Fortescue Reef	id=g:2079417
South Fortescue Reef	id=g:2079418
Passage Islands	id=g:2079419
Fairway Shoals	id=g:2079420
Ah Chong Island	id=g:2079421
Rankin Bank	id=g:2079422
Dove Point	id=g:2079423
Mitchell Plateau	id=g:2079424
Lowley River	id=g:2079425
Myres Island	id=g:2079426
Malcolm Island	id=g:2079427
Bignell Island	id=g:2079428
Warrender Hill	id=g:2079429
Forrest Rock	id=g:2079430
North Island	id=g:2079431
Red Bluff	id=g:2079432
Pauline Bay	id=g:2079433
Cone Mountain	id=g:2079434
Waratah Shoal	id=g:2079435
August Point	id=g:2079436
Middle Rock	id=g:2079437
Sir Graham Moore Island	id=g:2079438
Carronade Island	id=g:2079439
Red Bluff	id=g:2079440
Mackenzie Anchorage	id=g:2079441
Tidepole Hill	id=g:2079442
Pim Hill	id=g:2079443
Poomrangala Hill	id=g:2079444
Oorara Hill	id=g:2079445
Longini Landing	id=g:2079446
Putairta Hill	id=g:2079447
Sandy Island	id=g:2079448
Koojarra Island	id=g:2079449
Wells Patches	id=g:2079450
Evelyn Island	id=g:2079451
Cape Whiskey	id=g:2079452
Outer King Shoal	id=g:2079453
Middle King Shoal	id=g:2079454
Inner King Shoal	id=g:2079455
King Shoals	id=g:2079456
Thurburn Hill	id=g:2079457
Double Hammock	id=g:2079458
Hope Hill	id=g:2079459
Entrance Shoal	id=g:2079460
Cowan Patches	id=g:2079461
Table Hill	id=g:2079462
Perseverance Rocks	id=g:2079463
Boat Rock	id=g:2079464
Bass Pass	id=g:2079466
West Moore Island	id=g:2079468
East Moore Island	id=g:2079469
Sandy Island	id=g:2079470
Black Rock	id=g:2079471
Anchor Hill	id=g:2079472
North Point	id=g:2079473
Balla Balla River	id=g:2079474
Steep Head	id=g:2079475
Wreck Point	id=g:2079476
Turner River East Branch	id=g:2079477
South East Creek	id=g:2079478
Minilya Sandbank	id=g:2079479
Depuch Island Anchorage	id=g:2079480
Cooper Shoal	id=g:2079481
Gales Bay	id=g:2079482
Sandalwood Peninsula	id=g:2079483
Burnside Island	id=g:2079484
Vaughan Shoal	id=g:2079485
Tent Island	id=g:2079486
Tent Point	id=g:2079487
Somerville Island	id=g:2079488
Gnandaroo Island	id=g:2079489
Y Island	id=g:2079490
Rivoli Islands	id=g:2079491
Exmouth	id=g:2079492
Mount Athol	id=g:2079493
Pap Hill	id=g:2079494
Babjarrimannos	id=g:2079495
Jims Beach	id=g:2079496
Urala	id=g:2079497
Muiron Islands	id=g:2079498
Parkes Reef	id=g:2079499
Outer Northwest Patch	id=g:2079500
Inner Northwest Patch	id=g:2079501
Mitchell Plateau Airfield	id=g:2079502
Weerianna Hill	id=g:2079503
Point Murat Wharf	id=g:2079504
Ashburton Road	id=g:2079505
Saladin Marine Terminal	id=g:2079506
Rosily Shoals	id=g:2079507
Trig Hill	id=g:2079508
Manangoora	id=g:2079509
Sharker Point	id=g:2079510
Carrington Channel	id=g:2079511
Tawarrila Creek	id=g:2079512
Mule Creek	id=g:2079513
West Neck	id=g:2079514
East Neck	id=g:2079515
Georges Channel	id=g:2079516
Crab Rocks	id=g:2079517
Gould Point	id=g:2079518
Skull Point	id=g:2079519
Crocodile Point	id=g:2079520
Bing Bong	id=g:2079521
Bing Bong Creek	id=g:2079522
Pine Creek	id=g:2079523
Wuraliwuntya Creek	id=g:2079524
Manukalungku Creek	id=g:2079525
Labyinthian Shoals	id=g:2079526
Cape Maria	id=g:2079527
Meikleham Reef	id=g:2079528
Yilikukunyiyanga Islet	id=g:2079529
Warrakunta Point	id=g:2079530
Wilipili Island	id=g:2079531
Lamparrinya Reef	id=g:2079532
Nyinpinti Point	id=g:2079533
Sandy Island	id=g:2079534
Nungkanangka Island	id=g:2079535
Minintirri Island	id=g:2079536
Rantyirrity Point	id=g:2079537
Alagna Shoal	id=g:2079538
Policeman Crossing	id=g:2079539
Kularruty Creek	id=g:2079540
South Point	id=g:2079541
Tasman Point	id=g:2079542
Salt Creek	id=g:2079543
Inamalamandija Point	id=g:2079544
Marangala Bay	id=g:2079545
Marangala Point	id=g:2079546
Ungurubuna Lake	id=g:2079547
Armada Lake	id=g:2079548
Adilyagba Point	id=g:2079549
Dalumbu Bay	id=g:2079550
Groote Reef	id=g:2079551
Ungwariba Point	id=g:2079552
Lugadamanja Point	id=g:2079553
Ilyungmadja Point	id=g:2079554
Bombard Shoal	id=g:2079555
Castle Rock	id=g:2079556
Ritland Shoal	id=g:2079557
Angurugu Creek	id=g:2079558
Burley Shoal	id=g:2079559
Milner Bay	id=g:2079560
Connexion Channel	id=g:2079561
Anguruki Creek	id=g:2079562
North Bay	id=g:2079563
South Bay	id=g:2079564
Adthumaninbura Point	id=g:2079565
Amagiladjura Point	id=g:2079566
Hand Islet	id=g:2079567
Bartalumba Bay	id=g:2079568
Brady Rock	id=g:2079569
Bustard Island	id=g:2079570
Hawknest Island	id=g:2079571
Angurugubira Lake	id=g:2079572
Mamalimandja Point	id=g:2079573
Rocky Islet	id=g:2079574
Scott Point	id=g:2079575
Moresby Rock	id=g:2079576
Pinnacle Rock	id=g:2079577
Chasm Shoal	id=g:2079578
Marinnan Island	id=g:2079579
Bagbiringula Point	id=g:2079580
Guyuwiri Point	id=g:2079581
Alyangula	id=g:2079582
Doyle Rock	id=g:2079583
Saint Davids Bay	id=g:2079584
Regan Shoal	id=g:2079585
Dudly Shoal	id=g:2079586
Muggs Mistake	id=g:2079587
Black Rocks Landing	id=g:2079588
Middle Bank	id=g:2079589
Stephens Bank	id=g:2079590
Howard Knoll	id=g:2079591
Beatrice Bay	id=g:2079592
Price Knoll	id=g:2079593
Oliver Reef	id=g:2079594
Henry Ellis Reef	id=g:2079595
Lyne Reef	id=g:2079596
Van Waerwyck Reef	id=g:2079597
Wood Rock	id=g:2079598
North Channel	id=g:2079599
Taylor Patches	id=g:2079600
Bill Shoal	id=g:2079601
Craven Patches	id=g:2079602
Draytons Reef	id=g:2079603
Elizabeth Reef	id=g:2079604
Minninup Sandpatch	id=g:2079605
Stokes Point	id=g:2079606
Williams Inlet	id=g:2079607
Inscription Point	id=g:2079608
Red Cliffs	id=g:2079609
Archies Creek	id=g:2079610
Watson Patch	id=g:2079611
Exmouth Reef	id=g:2079612
Camplin Shoal	id=g:2079613
Hayward Rock	id=g:2079614
Bennett Shoal	id=g:2079615
Centipede Hill	id=g:2079616
Three Islet Reef	id=g:2079617
Pebble Beach	id=g:2079618
Red Point	id=g:2079619
Three Islet Point	id=g:2079620
Cullendulla Creek	id=g:2079621
Long Beach	id=g:2079622
Chain Bay	id=g:2079623
Smoke Point	id=g:2079624
Bennett Shoal	id=g:2079652
Kitchener Bay	id=g:2079653
Doctors Gully	id=g:2079654
Haycock Point	id=g:2079655
Haycock Reach	id=g:2079656
Colvin Point	id=g:2079657
Middle Ground	id=g:2079658
Oyster Rocks	id=g:2079659
Sand Island	id=g:2079660
Blackmore Hill	id=g:2079661
Blackmore Point	id=g:2079662
Jones Creek	id=g:2079663
Stokes Point	id=g:2079664
