Duvaduve	id=g:7453416
Zhoumembe	id=g:7507353
Maregere Business Centre	id=g:7507354
Musukutwa Business Centre	id=g:7507355
Chiwaka Business Centre	id=g:7507356
Mahuge	id=g:7507357
Mhuru	id=g:7507358
Dapi	id=g:7507359
Chinyati	id=g:7507360
Chimunhu	id=g:7507361
Mhazvo	id=g:7507362
Rwambiwa	id=g:7507363
Pavaida	id=g:7507364
Mutambesere	id=g:7507365
Pirikisi	id=g:7507366
Toringepi	id=g:7507367
Mupunga	id=g:7507368
Munhanga	id=g:7507369
Zvavarundwi	id=g:7507370
Mupfudze	id=g:7507371
Matotote	id=g:7507372
Takarindwa	id=g:7507373
Mafuka	id=g:7507374
Machinga	id=g:7507375
Ganda	id=g:7507376
Tangano	id=g:7507377
Chidonitofaraseyi	id=g:7507378
Gonye	id=g:7507379
Nhengo	id=g:7507380
Chaita	id=g:7507381
Muganhiri	id=g:7507382
Mufudza	id=g:7507383
Ziromba	id=g:7507384
Marima	id=g:7507385
Zunde	id=g:7507386
Rukweza	id=g:7507387
Guni	id=g:7507388
Tokonyai	id=g:7507389
Gwema	id=g:7507390
Panichi	id=g:7507391
Chokufa	id=g:7507392
Chowe	id=g:7507393
Zvawanda	id=g:7507394
Mandaza	id=g:7507395
Mberi	id=g:7507396
Mazvimba	id=g:7507397
Chimene	id=g:7507398
Mhazo	id=g:7507399
Madanyika	id=g:7507400
Janje	id=g:7507401
Chagwiza	id=g:7507402
Rukato	id=g:7507403
Dege	id=g:7507404
Nyaiwa	id=g:7507405
Chitadu	id=g:7507406
Mabunu	id=g:7507407
Resoro	id=g:7507408
Muruzi	id=g:7507409
Chireya	id=g:7507410
Nechirorwe	id=g:7507411
Muchadeharna	id=g:7507412
Chapungu	id=g:7507413
Zinamo	id=g:7507414
Runesu	id=g:7507415
Makinhiwa	id=g:7507416
Mubungare	id=g:7507417
Mapfume	id=g:7507418
Rwauya	id=g:7507419
Maperezano	id=g:7507420
Nyamadzavo	id=g:7507421
Mundityi	id=g:7507422
Mhedzano	id=g:7507423
Ranches	id=g:7507424
Zimunhu	id=g:7507425
Mamutse	id=g:7507426
Banga	id=g:7507427
Nyasha	id=g:7507428
Maranganyika Business Centre	id=g:7507429
Tavafumisa	id=g:7507430
Matunzeni	id=g:7507431
Nyika	id=g:7507432
Chepiri School	id=g:7507433
Chirorwe Business Centre	id=g:7507434
Mangondo	id=g:7507435
Rusvinga	id=g:7507436
Chibvi	id=g:7507437
Chikwira	id=g:7507438
Chinyamaturi	id=g:7507439
Chisanye	id=g:7507440
Mayawe	id=g:7507441
Baike	id=g:7507442
Manyore	id=g:7507443
Pamire	id=g:7507444
Tsvangirayi	id=g:7507445
Mandivenga	id=g:7507446
Takaendesa	id=g:7507447
Pomerayi	id=g:7507448
Dzinokuvara	id=g:7507449
Mutema	id=g:7507450
Mandivengereyi	id=g:7507451
Hore	id=g:7507452
Radzikayi	id=g:7507453
Ngwadzavi	id=g:7507454
Dahwa	id=g:7507455
Gambakwa	id=g:7507456
Muduma	id=g:7507457
Havadi	id=g:7507458
Tasera II	id=g:7507459
Mufari	id=g:7507460
Gondowe	id=g:7507461
Soruka	id=g:7507462
Maptumo	id=g:7507463
Mondo	id=g:7507464
Chikuku Business Centre	id=g:7507465
Chitsanga	id=g:7507466
Mukomo	id=g:7507467
Kubvoruro	id=g:7507468
Ngwangwani	id=g:7507469
Nhidza	id=g:7507470
Nyangari	id=g:7507471
Zival	id=g:7507472
Gwindingwi	id=g:7507473
Ebonite	id=g:7507474
Houghton	id=g:7507475
Makore Dip	id=g:7507476
Marinda	id=g:7507477
Manguruve	id=g:7507478
Maswitsi	id=g:7507479
Mapako	id=g:7507480
Masvasva	id=g:7507481
Mutendevure School	id=g:7507482
Mushaid	id=g:7507483
Murezi	id=g:7507484
Bvupfu	id=g:7507485
Gwini	id=g:7507486
Mutorahuku	id=g:7507487
Mkopwe	id=g:7507488
Sachipiri	id=g:7507489
Chinwamakudo	id=g:7507490
Mutserendende	id=g:7507491
Nyamatsanga	id=g:7507492
Chirokwe	id=g:7507493
Mapfiri	id=g:7507494
Mvurachena	id=g:7507495
Chikomba	id=g:7507496
Mvurachena	id=g:7507497
Magoda	id=g:7507498
Mutorahuku	id=g:7507499
Chikurumadziya	id=g:7507500
Nyamatsanga	id=g:7507501
Chunga	id=g:7507502
Mutendeuie	id=g:7507503
Nyamangura	id=g:7507504
Dora	id=g:7507505
Nyamatonora	id=g:7507506
Kaforo	id=g:7507507
Nzombe	id=g:7507508
Suka	id=g:7507509
Gondo	id=g:7507510
Barawara Dam	id=g:7507511
Mavurunge	id=g:7507512
Nyamuzara	id=g:7507513
Masenda	id=g:7507514
Chikukura	id=g:7507515
Rundewe	id=g:7507516
Murwira Dam	id=g:7507517
Ruti Dam	id=g:7507518
Nyamafuta	id=g:7507519
Chingarove	id=g:7507520
Gavi	id=g:7507521
Magenga	id=g:7507522
Nyama	id=g:7507523
Zimbizi Dam	id=g:7507524
Chinoshinya	id=g:7507526
Dendera	id=g:7507527
Magadzire Dip	id=g:7507528
Bete	id=g:7507529
Chinwangombe	id=g:7507530
Chepiri Dam	id=g:7507531
Kubiku Ruins	id=g:7507532
Nyamuzeze	id=g:7507533
Dende	id=g:7507534
Memvuramachena	id=g:7507535
Mukukurume	id=g:7507536
Bopopo	id=g:7507537
Mushamba	id=g:7507538
Mlagisa	id=g:7522740
Nganyana	id=g:7522741
Mpanedziba	id=g:7522742
Garigari	id=g:7522743
Nengondzwana	id=g:7522744
Deleleni	id=g:7522745
Gamu Pans	id=g:7522746
Dzimidza	id=g:7522747
Ngadzi	id=g:7522748
Sasedza	id=g:7522749
Lagisa	id=g:7522750
Nanda	id=g:7522751
Godzo	id=g:7522752
Ntali	id=g:7522753
Ladywell	id=g:7522769
Ipanya	id=g:7522770
Catford	id=g:7522775
Sydenham	id=g:7522776
Stanhope North	id=g:7522777
Bromley	id=g:7522778
Stanhope South	id=g:7522779
Dingani	id=g:7523207
Lupane Communal Land	id=g:7523295
Nkayi Communal Land	id=g:7523296
Mpagama School	id=g:7523297
Pentane School	id=g:7523390
Gwampa Forest Land	id=g:7523391
Lake Alice Forest Land	id=g:7523392
Kutshwa School	id=g:7523393
Kenmaur	id=g:7523394
Kenmaur Business Center	id=g:7523395
Linkwasha Number 1 Windpump	id=g:7523398
Masumabalyisi	id=g:7523399
Tshayamatole School	id=g:7523400
Nkwalini	id=g:7523401
Malaba Sch.	id=g:7523402
Mlonyeni Sch.	id=g:7523403
Ufudu Dam	id=g:7523404
Siganda	id=g:7523405
Inkosikazi Communal Land	id=g:7523406
Bembezana Dam	id=g:7523407
Saint Philips School	id=g:7523408
Sihazela Pan	id=g:7523409
Dzonola Pan	id=g:7523410
Gwayi Mission	id=g:7523411
Sipepa	id=g:7523412
Moswana Pans	id=g:7523413
Zimwatuga Pan	id=g:7523414
Ingwe Pans	id=g:7523415
Ntbobi	id=g:7523416
Ingokwe	id=g:7523417
Ventnor	id=g:7523418
Fossicker Ranch	id=g:7523419
Maraposa	id=g:7523420
Jowa Sch	id=g:7523424
Saint Helens School	id=g:7523425
Mvuba A	id=g:7523426
Mbahulana	id=g:7523428
Hlanganiso Pan	id=g:7523429
Matonjeka	id=g:7523430
Olngilitshi Pan	id=g:7523431
Lupindi Dam	id=g:7523432
Lisenacreagh	id=g:7523433
Farm Number 3	id=g:7523434
Geletas Kraal	id=g:7523435
Spring Grange	id=g:7523436
Dovenby	id=g:7523437
Chief Nqoya	id=g:7523438
Morgans	id=g:7523439
Bantu	id=g:7523440
Magwandeni Range	id=g:7523442
Silande	id=g:7523443
Stanhope North	id=g:7523444
Chelmer	id=g:7523445
Neje	id=g:7523446
Nukuwe	id=g:7523447
Majili	id=g:7523448
Tobotobo	id=g:7523449
Maqetuka Pan	id=g:7523453
Mpanedziba Pan	id=g:7523454
Rosebud Valley	id=g:7523565
Bickley	id=g:7523566
Beckenham	id=g:7523567
Cowdray Park	id=g:7523574
Whites Run Estate	id=g:7523576
Victory	id=g:7523577
Kirtons Farm	id=g:7523578
Glen Grey	id=g:7523579
Nyzani	id=g:7523580
Drummond	id=g:7523581
Longridge Estate	id=g:7523582
Selous House Homestake	id=g:7523583
Highacres	id=g:7523584
Green Acres	id=g:7523585
Maguga Falls	id=g:7523586
Wilsondale	id=g:7523587
Springvale Estate	id=g:7523588
Sunnyside	id=g:7523591
Beauly	id=g:7523592
Smiling Waters	id=g:7523593
Saint Andrews	id=g:7523594
Esiphezini Communal Land	id=g:7523595
Maguga	id=g:7523596
Khami River Ranch	id=g:7523597
Norwood	id=g:7523598
Good Hope	id=g:7523599
Peace	id=g:7523600
Dornoch Estate	id=g:7523601
Seventh Day Adventists Mission	id=g:7523602
Mananda Dam	id=g:7523603
Luchabi Outspan	id=g:7523604
Kirby Block	id=g:7523605
Mamre	id=g:7523606
Westwood	id=g:7523607
Fairview	id=g:7523608
Banovallum Extension B	id=g:7523609
Newlands	id=g:7523610
Gobani	id=g:7523611
Sempisi	id=g:7523612
Kittarney	id=g:7523613
Irene	id=g:7523614
Khami Outspan	id=g:7523615
Ephesian Queen	id=g:7523620
Dundee	id=g:7523621
Planet	id=g:7523622
Carry	id=g:7523623
Sachen	id=g:7523624
Golden Cobra	id=g:7523625
Maria	id=g:7523626
Rocks	id=g:7523627
Dawn Star	id=g:7523628
Lone Star	id=g:7523629
Jessie’s Luck	id=g:7523630
Serten	id=g:7523631
Xmas Box	id=g:7523632
Happy Valley	id=g:7523633
Bat	id=g:7523634
Bonsor	id=g:7523635
Howard	id=g:7523655
Lomatchie	id=g:7523656
Indaba Tree	id=g:7523657
Harvest Valley	id=g:7523658
Inyorka	id=g:7523659
Old Joe	id=g:7523660
Bank	id=g:7523661
Beg	id=g:7523662
Ballarat	id=g:7523663
Hilton	id=g:7523664
Biano	id=g:7523665
Woodlands	id=g:7523666
Leeside	id=g:7523667
Ashdown Park	id=g:7523668
Old Tom	id=g:7523669
Richardson’s	id=g:7523670
Scoveni	id=g:7523671
Garloch	id=g:7523672
Tshona Langa	id=g:7523691
Ophir	id=g:7523692
Asia	id=g:7523693
Xmas	id=g:7523694
Partridge	id=g:7523695
Dewday	id=g:7523696
Umzingwane Recreational Park	id=g:7523697
Patsy	id=g:7523698
Seymore	id=g:7523699
Adams Farm	id=g:7523700
Boomerang	id=g:7523701
Florencedale	id=g:7523702
Besna Kobila	id=g:7523703
Grey Tors	id=g:7523704
Shumbashaba Mkulu	id=g:7523705
Merino Walk	id=g:7523706
Matombo Mission	id=g:7523707
Centurion	id=g:7523708
Matoppo Vale	id=g:7523711
Honeydale	id=g:7523712
Cardross Park	id=g:7523713
Cave	id=g:7523714
Westacre Creek	id=g:7523715
Famona	id=g:7523716
La Concorde	id=g:7523717
Ntaba Nyama	id=g:7523718
Westbourne South	id=g:7523719
Marcdale	id=g:7523720
Springvale	id=g:7523721
Woodleigh	id=g:7523722
Leighwoods	id=g:7523723
Dale Farm	id=g:7523724
Balornack	id=g:7523725
Sargents Farm	id=g:7523726
Stretton	id=g:7523727
Sandown Estate	id=g:7523746
Wilfreds Hope	id=g:7523747
Mkuna	id=g:7523748
Mananda	id=g:7523749
Helvetia	id=g:7523750
Dalachy	id=g:7523751
Ebenezer	id=g:7523752
Tjedu	id=g:7523753
Winchester	id=g:7523754
Holdstock	id=g:7523755
Lydias Rust	id=g:7523756
Zareba	id=g:7523757
Manama	id=g:7523758
Elma	id=g:7523759
Kathleen	id=g:7523760
Natane	id=g:7523761
The White Horse	id=g:7523762
Abbotsley	id=g:7523763
Drie Hoek	id=g:7523764
Hannayvale	id=g:7523765
Three Streams	id=g:7523766
Edenvale	id=g:7523767
Shashani	id=g:7523768
Ravenswood	id=g:7523769
Clifton	id=g:7523770
Whitby	id=g:7523771
Mhlahlandhlela	id=g:7523772
Chitamba Dam	id=g:7523773
Kalanyuni	id=g:7523774
Whitewaters School	id=g:7523775
Lake Matopos Recreational Park	id=g:7523776
Whitewaters Dam	id=g:7523777
Nswatugi Dam	id=g:7523778
Mwizilume Dam	id=g:7523779
The Worlds View	id=g:7523780
Absent	id=g:7523781
Morning Glory	id=g:7523782
Mshabezi Dam	id=g:7523783
Mbombola	id=g:7523784
Mbelele Cave	id=g:7523785
Senungu	id=g:7523786
Draaispruit	id=g:7523787
Zwemele Block A	id=g:7523788
Mtulo Dam	id=g:7523789
Lana	id=g:7523790
Luma	id=g:7523791
New Park	id=g:7523792
Pagati Estate	id=g:7523793
Pagati School	id=g:7523794
Swaar Verdien	id=g:7523795
Groot Malundi	id=g:7523796
Sivuni	id=g:7523797
Smiths Block	id=g:7523798
Nesa	id=g:7523799
Weltervreden	id=g:7523800
Darlington	id=g:7523801
Mali	id=g:7523802
Bathdale	id=g:7523803
Mangwe Outspan	id=g:7523804
Shrigley	id=g:7523805
Little Owl	id=g:7523806
Clieveden	id=g:7523807
Apology	id=g:7523808
Magnet	id=g:7523809
Aliwal	id=g:7523810
Roscommon	id=g:7523811
Clipstone	id=g:7523812
Ejime	id=g:7523813
Winstone	id=g:7523814
Longlands	id=g:7523815
Ellabourne	id=g:7523816
Silonkwe	id=g:7523817
Guswini	id=g:7523818
Rosenfels	id=g:7523819
Mount Sibali	id=g:7523820
Lower Mujeni Dam	id=g:7523821
Low Dyke	id=g:7523822
Mapondwene	id=g:7523823
Wild East Estate	id=g:7523824
Nsambaan	id=g:7523825
Corner	id=g:7523826
Annie	id=g:7523827
Annette	id=g:7523828
Kameel	id=g:7523829
Drift	id=g:7523830
Makwilila	id=g:7523831
Makwilila Dam	id=g:7523832
Sweet Bird	id=g:7523833
Dyke	id=g:7523834
Valentine	id=g:7523835
Mount Orqueil Ranch	id=g:7523836
Jean	id=g:7523837
Golduck	id=g:7523838
Ali	id=g:7523839
Lionels Hope	id=g:7523840
Vubachikwe	id=g:7523841
Makolombe	id=g:7523842
Hotel	id=g:7523843
Nordat	id=g:7523844
Gorge	id=g:7523845
Lady Anna	id=g:7523846
Granite	id=g:7523847
Emerald Isle	id=g:7523848
Golden Quarry	id=g:7523849
Sizenzi	id=g:7523850
Thuli-Magwe Dam	id=g:7523851
Sweetgrass Ranch	id=g:7523852
Shukwe	id=g:7523853
Walmer	id=g:7523854
Chatigiti	id=g:7523855
Gwemisiengwa	id=g:7523856
Hadlane	id=g:7523857
Northcroft	id=g:7523858
Semukwe	id=g:7523859
Tom	id=g:7523860
Vasho	id=g:7523861
Mwewe	id=g:7523862
Mwenu	id=g:7523883
Luaumbe	id=g:7523885
Incema	id=g:7523886
Ngambe	id=g:7523887
Woyimoyi	id=g:7523888
Botela	id=g:7523889
Governors Dam	id=g:7523890
Mqofu	id=g:7523891
Hlombamesiluma	id=g:7523892
Shihikwe	id=g:7523893
Luzwizwi	id=g:7523894
Silurgudza	id=g:7523895
Npuma	id=g:7523896
Ninila	id=g:7523897
Makukubele	id=g:7523898
Domboshava	id=g:7523899
Alalie	id=g:7523900
Machiligwe	id=g:7523901
Oikwe	id=g:7523902
Dope	id=g:7523903
Koolboy	id=g:7523904
Sterkfontein	id=g:7523905
Dawsons	id=g:7523906
Garths Farm	id=g:7523907
Horncastle	id=g:7523908
Beaconsfield	id=g:7523909
Greensfields	id=g:7523910
Naudes Rest	id=g:7523911
Jenje	id=g:7523912
Nyenve	id=g:7523913
Mapate	id=g:7523914
Sibuntuli	id=g:7523915
Nyavane School	id=g:7523916
Ntunhuwengwe School	id=g:7523917
Maswazwana	id=g:7524697
Silonkwe Ruins	id=g:7524698
Lake Kariba	id=g:7530143
Devils Gorge	id=g:7530145
Batooka Gorge	id=g:7530146
Gulf of Aden	id=g:80303
Strait of Hormuz	id=g:131214
Gulf of Oman	id=g:145945
Gulf of Suez	id=g:235614
Persian Gulf	id=g:235616
Khawr al Kafka	id=g:235618
Gulf of Aqaba	id=g:235620
Khawr al Amaya	id=g:235621
Sea of Crete	id=g:258761
Aegean Sea	id=g:265695
Khirbat Umm Rujmān	id=g:281166
Bi'r at Tīnah	id=g:281167
Khirbat Shiblī	id=g:281169
Khirbat ash Shaykh Sulaymān	id=g:281170
Khirbat aş Şawwānah	id=g:281171
Ra's Sālim	id=g:281173
Khirbat Şabḩah	id=g:281174
Wādī ar Rabābī	id=g:281175
Qomemiyyut	id=g:281176
Qiryat Moshe	id=g:281177
Bi'r al Qaşab	id=g:281178
No Man's Land	id=g:281179
Bi'r Mazzah	id=g:281180
Khirbat Marj ez Za`rūr	id=g:281181
Khirbat Kuraykūr	id=g:281182
Bi'r Khāţūlah	id=g:281183
Khirbat Dayr Naḩlah	id=g:281185
Giv`at H̱ananya	id=g:281187
Khirbat Dār `Āşī	id=g:281188
Bi'r Bayt al Bayyāḑah	id=g:281189
Khirbat Baradah	id=g:281190
Ash Shaykh Sulaymān	id=g:281191
Al Manāţīr	id=g:281192
Bi'r Abū Bābayn	id=g:281193
Wilkes Guyot	id=g:363142
West Sheba Ridge	id=g:363143
Tadjoura Trough	id=g:363144
Strabo Trench	id=g:363145
Stiffe Bank	id=g:363146
Somali Plain	id=g:363147
Somali Basin	id=g:363148
Seychelles Bank	id=g:363149
Saynīq Canyon	id=g:363150
Rhodes Basin	id=g:363151
Ptolemy Mountains	id=g:363152
Providence Reef	id=g:363153
Pliny Trench	id=g:363154
Owen Fracture Zone	id=g:363155
North Kenya Bank	id=g:363156
Nile Fan	id=g:363157
M. N. Hill Ridge	id=g:363158
Mediterranean Ridge	id=g:363159
Levantine Basin	id=g:363160
Ionian Basin	id=g:363161
Ikaría Trough	id=g:363162
Herodotus Trough	id=g:363163
Herodotus Sill	id=g:363164
Herodotus Basin	id=g:363165
Hellenic Trough	id=g:363166
Hecataeus Seamount	id=g:363167
Hecataeus Knoll	id=g:363168
Giraud Seamount	id=g:363169
Genista Bank	id=g:363170
Fred Seamount	id=g:363171
Fortune Bank	id=g:363172
Error Tablemount	id=g:363173
Eratosthenes Tablemount	id=g:363174
Edremit Trough	id=g:363175
East Sheba Ridge	id=g:363176
David Knoll	id=g:363177
Cyprus Basin	id=g:363178
Cretan Trough	id=g:363179
Correira Guyot	id=g:363180
Coco-de-Mer Seamounts	id=g:363181
Chain Ridge	id=g:363182
Beirut Canyon	id=g:363183
Anton Bruun Ridge	id=g:363184
Antalya Canyon	id=g:363185
Antalya Basin	id=g:363186
Andrew Tablemount	id=g:363187
Anaximander Ridge	id=g:363188
Anatolian Trough	id=g:363189
Amirante Trench	id=g:363190
Amirante Ridge	id=g:363191
Amirante Basin	id=g:363192
Amirante Bank	id=g:363193
Alula-Fartak Trench	id=g:363194
Alexandria Canyon	id=g:363195
Mediterranean Sea	id=g:363196
Akhziv Canyon	id=g:381340
Amfitríti Bank	id=g:382524
Brooker Bank	id=g:382525
Glávki Bank	id=g:382526
Ira Bank	id=g:382527
Johnston Bank	id=g:382528
Lésvos Basin	id=g:382529
Mansell Bank	id=g:382530
North Skýros Basin	id=g:382531
South Skýros Basin	id=g:382532
Stokes Bank	id=g:382533
Venus Bank	id=g:382534
Argolikós Basin	id=g:386872
Battos Seamount	id=g:386873
Cretan-Rhodes Ridge	id=g:386874
East Mediterranean Ridge	id=g:386875
Herodotus Rise	id=g:386876
Kefallinía Valley	id=g:386877
Kikládhes Plateau	id=g:386878
Myrtóön Basin	id=g:386879
Pelopónnisos-Cretan Ridge	id=g:386880
Ptolemy Trench	id=g:386881
South Ikaría Basin	id=g:386882
Zheng He Seamount	id=g:387790
Adana Trough	id=g:388782
Beirut Escarpment	id=g:388783
Finike Trough	id=g:388784
Hecataeus Ridge	id=g:388785
Junieh Canyon	id=g:388786
Latakia Basin	id=g:388787
Saint Georges Canyon	id=g:388788
Zahrani Canyon	id=g:388789
Atlantis Terrace	id=g:393218
Discovery Basin	id=g:393219
Signal Hill	id=g:393220
Suakin Trough	id=g:393221
Wando Terrace	id=g:393222
Travin Bank	id=g:410069
Camões Seamount	id=g:444208
Girdler Ridge	id=g:446293
Sinaia Bank	id=g:448150
Irving Seamount	id=g:448366
Haslam Seamount	id=g:449232
Tropicbird Orchid Hill	id=g:449418
Darwin Hill	id=g:449419
Wallace Hill	id=g:449420
Sharpeigh Knoll	id=g:449421
Lindi Canyon	id=g:449422
Mikindani Canyon	id=g:449423
Gulf of Riga	id=g:453746
Gulf of Finland	id=g:453749
NAME NOT KNOWN	id=g:566530
Sea of Marmara	id=g:630669
Dardanelles	id=g:630670
Caspian Sea	id=g:630671
Gulf of Bothnia	id=g:630672
Barents Sea	id=g:630674
Sea of Azov	id=g:713066
Dardanelles	id=g:749779
West Novaya Zemlya Trough	id=g:781035
Tiddly Bank	id=g:781036
Thor Iversen Bank	id=g:781037
Spitsbergen Bank	id=g:781038
Skolpen Bank	id=g:781039
Pole Plain	id=g:781040
Persey Rise	id=g:781041
Olga Basin	id=g:781042
Nordkapprenna	id=g:781043
Nordkapp Bank	id=g:781044
Murmansk Rise	id=g:781045
Marmara Trough	id=g:781046
Leirdjupet	id=g:781047
Ingøydjupet	id=g:781049
Hopen Bank	id=g:781050
Gusinaya Bank	id=g:781051
Frants-Viktoriya Trough	id=g:781052
Central Basin	id=g:781053
Central Bank	id=g:781054
Barents Trough	id=g:781055
Barents Plain	id=g:781056
Veidbakken	id=g:793696
Vestre Fingerbanken	id=g:793697
Søle Bank	id=g:793698
Real Bank	id=g:793700
Bosporus Canyon	id=g:794771
Caucasus Escarpment	id=g:794772
Chorokh Canyon	id=g:794773
Crimea Escarpment	id=g:794774
Danube Cone	id=g:794775
East Black Sea Escarpment	id=g:794776
Gudaut'a Bank	id=g:794777
Enguri Canyon	id=g:794778
Kızılırmak Canyon	id=g:794779
Kodori Canyon	id=g:794780
Kumani Canyon	id=g:794781
Manganari Canyon	id=g:794782
Sakarya Canyon	id=g:794783
Samothráki Plateau	id=g:794784
Samsun Ridge	id=g:794785
West Black Sea Escarpment	id=g:794786
Newton Ridge	id=g:873419
Pyle Seamount	id=g:873420
Admiralteystva Rise	id=g:873942
Admiralteystva Trough	id=g:873943
Mozambique Channel	id=g:923266
Zélée Bank	id=g:1084849
Zambezi Canyon	id=g:1084850
Wormley Seamount	id=g:1084851
Wilshaw Ridge	id=g:1084852
Walters Shoal	id=g:1084853
Vamizi Canyon	id=g:1084854
Tungue Canyon	id=g:1084855
Tugela Canyon	id=g:1084856
Transkei Basin	id=g:1084857
Tambúzi Canyon	id=g:1084858
Suna Canyon	id=g:1084859
Southwest Indian Ridge	id=g:1084860
Soudan Bank	id=g:1084861
Simpson Fracture Zone	id=g:1084862
Shackleton Seamount	id=g:1084863
Saint Lazarus Bank	id=g:1084864
Rovuma Canyon	id=g:1084865
Réunion Trench	id=g:1084866
Quionga Canyon	id=g:1084867
Prince Edward Fracture Zone	id=g:1084868
Paisley Seamount	id=g:1084869
Ob' Tablemount	id=g:1084870
Niuni Canyon	id=g:1084871
Natal Valley	id=g:1084872
Natal Seamount	id=g:1084873
Natal Basin	id=g:1084874
Namaete Canyon	id=g:1084875
Mucalanga Canyon	id=g:1084876
Mozambique Plateau	id=g:1084877
Mozambique Escarpment	id=g:1084878
Montepuez Canyon	id=g:1084879
Mocambo Canyon	id=g:1084880
Metundo Canyon	id=g:1084881
Memba Canyon	id=g:1084882
Melville Bank	id=g:1084883
Medjumbe Canyon	id=g:1084884
Mebuisi Canyon	id=g:1084885
McLeod Bank	id=g:1084886
Mauritius Trench	id=g:1084887
Mascarene Plain	id=g:1084888
Mascarene Basin	id=g:1084889
Mallory Seamount	id=g:1084890
Madagascar Plateau	id=g:1084891
Madagascar Basin	id=g:1084892
Macunga Canyon	id=g:1084893
Macaloé Canyon	id=g:1084894
Lúrio Canyon	id=g:1084895
Leven Bank	id=g:1084896
Lena Tablemount	id=g:1084897
La Pérouse Seamount	id=g:1084898
Kero Niuni Canyon	id=g:1084899
Janga Canyon	id=g:1084900
Jaguar Seamount	id=g:1084901
Inharrime Terrace	id=g:1084902
INDOMED Fracture Zone	id=g:1084903
Hydra Seamount	id=g:1084904
Hardy Bank	id=g:1084905
Hall Tablemount	id=g:1084906
Grue Bank	id=g:1084907
Geyser Reef	id=g:1084908
Gallieni Fracture Zone	id=g:1084909
Gallieni Bank	id=g:1084910
Funk Seamount	id=g:1084911
Fernão Veloso Canyon	id=g:1084912
Farquhar Ridge	id=g:1084913
DuToit Fracture Zone	id=g:1084914
Discovery II Fracture Zone	id=g:1084915
Del Cano Rise	id=g:1084916
De Koningh Seamount	id=g:1084917
Davie Seamount	id=g:1084918
Davie Ridge	id=g:1084919
Crozet Ridge	id=g:1084920
Crozet Plateau	id=g:1084921
Congolene Canyon	id=g:1084922
Condúcia Canyon	id=g:1084923
Comoro Plain	id=g:1084924
Comoro Basin	id=g:1084925
Central Terrace	id=g:1084926
Castor Bank	id=g:1084927
Cargados Carajos Bank	id=g:1084928
Bulpin Seamount	id=g:1084929
Bulldog Bank	id=g:1084930
Brownes Bank	id=g:1084931
Bardin Seamount	id=g:1084932
Bain Fracture Zone	id=g:1084933
Atlantis II Fracture Zone	id=g:1084934
Amélia Canyon	id=g:1084935
Alphard Banks	id=g:1084936
Almirante Leite Knolls	id=g:1084937
Agulhas Plateau	id=g:1084938
Agulhas Basin	id=g:1084939
Agulhas Bank	id=g:1084940
Afungi Canyon	id=g:1084941
Africana Seamount	id=g:1084942
Africana II Bank	id=g:1084943
Gauss Fracture Zone	id=g:1084965
Novara Fracture Zone	id=g:1084966
Gazelle Fracture Zone	id=g:1085523
John Harrison Ridge	id=g:1105880
Bob Fisher Ridge	id=g:1105881
Pantalon Canyon	id=g:1106836
Gulf of Mannar	id=g:1281787
Bay of Bengal	id=g:1281789
Vityaz Fracture Zone	id=g:1329605
Vema Trench	id=g:1329606
Trincomalee Canyon	id=g:1329607
Swatch of No Ground	id=g:1329608
The Swatch	id=g:1329609
South Trinco Canyon	id=g:1329610
Sealark Fracture Zone	id=g:1329611
Owen Bank	id=g:1329612
Oman Plain	id=g:1329613
Oman Basin	id=g:1329614
North Trinco Canyon	id=g:1329615
Ninetyeast Ridge	id=g:1329616
Nikitin Seamount	id=g:1329617
Nicobar-Simeulue Basin	id=g:1329618
Nias Basin	id=g:1329619
Murray Ridge	id=g:1329620
MGU Seamount	id=g:1329621
Mergui Terrace	id=g:1329622
Mentawai Ridge	id=g:1329623
Mentawai Basin	id=g:1329624
Maldive Ridge	id=g:1329625
Madingley Rise	id=g:1329626
Mabahiss Fracture Zone	id=g:1329627
Invisible Bank	id=g:1329628
Indus Fan	id=g:1329629
Haslam Seamount (historical)	id=g:1329630
Ganges Fan	id=g:1329631
The Fifty Fathoms Flat	id=g:1329632
Colvocoresses Reef	id=g:1329633
Cocos Plain	id=g:1329634
Cocos Basin	id=g:1329635
Chagos Trench	id=g:1329636
Chagos-Laccadive Plateau	id=g:1329637
Chagos Bank	id=g:1329638
Ceylon Plain	id=g:1329639
Carlsberg Ridge	id=g:1329640
Barren Ridge	id=g:1329641
Arabian Basin	id=g:1329642
Angria Bank	id=g:1329643
Andaman-Nicobar Ridge	id=g:1329644
Andaman Basin	id=g:1329645
Raman Guyot	id=g:1329736
Nicobar Fan	id=g:1333211
Kuenen Rise	id=g:1333213
Alcock Rise	id=g:1333214
Sewell Rise	id=g:1333215
Panikkar Seamount	id=g:1333216
Wadia Guyot	id=g:1333217
Ritchie Bank	id=g:1469994
Kara Sea	id=g:1504324
Voronin Trough	id=g:1529676
Svyataya Anna Trough	id=g:1529677
Svyataya Anna Fan	id=g:1529678
Gakkel Ridge	id=g:1529679
Nansen Basin	id=g:1529680
Fram Basin	id=g:1529681
Eurasia Basin	id=g:1529682
East Novaya Zemlya Trough	id=g:1529683
Central Kara Plateau	id=g:1529684
Langseth Ridge	id=g:1540713
Pogy Knoll	id=g:1540860
Hawkbill Seamount	id=g:1540861
