Konechnoye	id=g:545529
Khrushchëvo-Tyrnovo	id=g:549202
Khrushchëvo-Podlesnoye	id=g:549203
Stantsiya Khrushchëvo	id=g:549204
Khrushchëvo	id=g:549205
Khrushchëvo	id=g:549206
Khrushchëvo	id=g:549207
Khrushchëvo	id=g:549208
Khrushchëvo	id=g:549209
Khrushchëvo	id=g:549210
Khrushchëvo	id=g:549211
Khrushchëvo-Levshino	id=g:549212
Khrushchëvo	id=g:549213
Malaya Svyaz’ma	id=g:549214
Khrushchëvka	id=g:549215
Khrushchëvka	id=g:549216
Khrushchëvka	id=g:549217
Khrushchëvka	id=g:549218
Khrushchëva	id=g:549219
Khrushchëv	id=g:549220
Khrushchëv	id=g:549221
Khrylëvka	id=g:549222
Khrapunovo	id=g:549223
Khromyli	id=g:549224
Khromtsovo	id=g:549225
Khromtsovo	id=g:549226
Khrompik	id=g:549227
Khromovo	id=g:549228
Zaliv Khramchenko	id=g:549229
Khrolevskiye Ozëra	id=g:549230
Khrobysty	id=g:549231
Khristovo	id=g:549232
Khristolyubovy	id=g:549233
Khristolyubovo	id=g:549234
Khristoforovo	id=g:549235
Khristoforovka	id=g:549236
Khristoforovka	id=g:549237
Khristoforovka	id=g:549238
Khristichevo	id=g:549239
Khristiany	id=g:549240
Khristanvaraka	id=g:549241
Khripunovo	id=g:549242
Khripunovo	id=g:549243
Khripunovka	id=g:549244
Khriptsy	id=g:549245
Khriply	id=g:549246
Khripkovskiye Vyselki	id=g:549247
Khripkovo	id=g:549248
Khripilëvo	id=g:549249
Khripeli	id=g:549250
Khripenki	id=g:549251
Khripelëvo	id=g:549252
Khripelëvo	id=g:549253
Khripelëvo	id=g:549254
Khripan’	id=g:549255
Khrevitsy	id=g:549256
Khrevits	id=g:549257
Khreshchatyy	id=g:549258
Khreshchatoye	id=g:549259
Khreple	id=g:549260
Khrepëlki	id=g:549261
Khrepëlka	id=g:549262
Khrenoyarovka	id=g:549263
Khrenovskoy Bor	id=g:549264
Khrenovoye	id=g:549265
Khrenovoye	id=g:549266
Khrenovo	id=g:549267
Khrenovo	id=g:549268
Khrenovo	id=g:549269
Khrenovo	id=g:549270
Khrenovo	id=g:549271
Khrenovka	id=g:549272
Khrenovets	id=g:549273
Khrenovaya	id=g:549274
Khrennoye	id=g:549275
Khrenishche	id=g:549276
Khrenikovo	id=g:549277
Khredino	id=g:549278
Khrebtovskaya	id=g:549279
Khrebtovoye	id=g:549280
Khrebtovo	id=g:549281
Khrebtovo	id=g:549282
Khrebtovo	id=g:549283
Khrebtovo	id=g:549284
Khrebtovo	id=g:549285
Gora Khrebtovaya	id=g:549286
Khrebtovaya	id=g:549287
Stantsiya Khrebet-Ural’skiy	id=g:549288
Stantsiya Khrebet	id=g:549289
Stantsiya Khrapunovo	id=g:549290
Khrapugino	id=g:549291
Stantsiya Khrapovitskaya Pervaya	id=g:549292
Khrapki	id=g:549293
Khranevo	id=g:549294
Khramzino	id=g:549295
Guba Khramtsova	id=g:549296
Raz”yezd Khramki	id=g:549297
Khrabrovo	id=g:549299
Khrabrovo	id=g:549300
Khrabrovo	id=g:549301
Khrabrovo	id=g:549302
Khrabrovo	id=g:549303
Khrabrishchevo	id=g:549304
Khpedzh	id=g:549305
Khozyupino	id=g:549306
Khoznikovo	id=g:549307
Khozino	id=g:549308
Khozhetayevka	id=g:549309
Ostanovochnyy Punkt Khozhayevo	id=g:549310
Khozhayevo	id=g:549311
Khozhayevo	id=g:549312
Khozesanovo	id=g:549313
Khozankino	id=g:549314
Khozakasy	id=g:549315
Ozero Khoyseda	id=g:549316
Khoyr-Khuduk	id=g:549317
Khoymi	id=g:549318
Khoykkala	id=g:549319
Razvaliny Khoy	id=g:549320
Stantsiya Khovrino	id=g:549321
Khovrino	id=g:549322
Khovrino	id=g:549323
Khovratovka	id=g:549324
Khovinkyulya	id=g:549325
Khovi-Myaki	id=g:549326
Khovanskoye	id=g:549327
Khovanskiy	id=g:549328
Khovanskiy	id=g:549329
Khovanskoye	id=g:549330
Khovanshchina	id=g:549331
Khovanshchina	id=g:549332
Khovanshchina	id=g:549333
Khovan’	id=g:549334
Khovan’	id=g:549335
Ostrov Khouena	id=g:549336
Pereval Khotyutau	id=g:549337
Khotynya	id=g:549338
Khotynetskiy Rayon	id=g:549339
Stantsiya Khotynets	id=g:549340
Khotynets	id=g:549341
Khotylevo	id=g:549342
Khotyazhi	id=g:549343
Khotyazh	id=g:549344
Khot’yany	id=g:549345
Khot’yanovskiy	id=g:549346
Khot’yanovka	id=g:549347
Khotyanovka	id=g:549348
Khotyanovka	id=g:549349
Khotusha	id=g:549350
Khotush’	id=g:549351
Stantsiya Khotunok	id=g:549352
Stantsiya Khottsy	id=g:549353
Khottsa	id=g:549354
Khottsy	id=g:549355
Khotozha	id=g:549356
Khotovskaya Gorka	id=g:549357
Khotovo	id=g:549358
Khotovo	id=g:549359
Khotovan’	id=g:549360
Khotoshino	id=g:549361
Khotomirichi	id=g:549362
Khotol’skoye Ozero	id=g:549364
Khotoli	id=g:549365
Khotoda	id=g:549366
Khotobuzhi	id=g:549367
Khotnya	id=g:549368
Khotnya	id=g:549369
Khotnezha	id=g:549370
Khotmyzhek	id=g:549371
Khot’kovo	id=g:549372
Khot'kovo	id=g:549373
Khot’kovo	id=g:549374
Khot’kovo	id=g:549375
Khot’kovo	id=g:549376
Khotkin	id=g:549377
Khotitsa	id=g:549378
Khotisino	id=g:549379
Khotisino	id=g:549380
Khotinovo	id=g:549381
Khotino	id=g:549382
Khotino	id=g:549383
Khotino	id=g:549384
Khotinlakhti	id=g:549385
Khotinkhovi	id=g:549386
Khotimlya	id=g:549387
Khotimlya	id=g:549388
Khotiml’-Kuz’menkovo	id=g:549389
Khotiml’	id=g:549390
Khotilovo	id=g:549391
Khotilovo	id=g:549392
Khotilovo	id=g:549393
Khotilovo	id=g:549394
Khotilovo	id=g:549395
Khotilovo	id=g:549396
Khotilovka	id=g:549397
Khotilitsy	id=g:549398
Khotigoshchi	id=g:549399
Khotezhi	id=g:549400
Khoteykin	id=g:549401
Khoteyevo	id=g:549402
Khoteyevo	id=g:549403
Khoteyevo	id=g:549404
Khoteyevo	id=g:549405
Khoteyevka	id=g:549406
Khoteyevka	id=g:549407
Khotetovo	id=g:549408
Khotetovo	id=g:549409
Khotenskoye	id=g:549410
Khotenovo	id=g:549411
Khotenovo	id=g:549412
Ostanovochnyy Punkt Khoten’	id=g:549413
Khoten’	id=g:549414
Khoteml’	id=g:549415
Khotelovo	id=g:549416
Khoteichi	id=g:549417
Khotebtsovo	id=g:549418
Khotchino	id=g:549419
Khotcha	id=g:549420
Khotavets	id=g:549421
Khosta	id=g:549423
Khosta	id=g:549424
Khosrekh	id=g:549425
Khos’ki	id=g:549426
Ozero Khosiyarvi	id=g:549427
Kommuna	id=g:549428
Raz”yezd Khosheutovskiy	id=g:549429
Khosheutovo	id=g:549430
Khosekino	id=g:549431
Khosedayu	id=g:549432
Izba Khosedavom	id=g:549433
Ozero Khoseda-To	id=g:549434
Khosedakhard	id=g:549435
Khos-Aparanydon	id=g:549436
Gora Khor’yush-Vara	id=g:549437
Khoryatino	id=g:549438
Khoruzhevskiy	id=g:549439
Khoruzhëvka	id=g:549440
Khoruy	id=g:549441
Khoruli	id=g:549442
Khorugvino	id=g:549443
Khortuy	id=g:549444
Khartovka	id=g:549445
Khortitsy	id=g:549446
Khortitsa	id=g:549447
Mys Khortanan-Niemi	id=g:549448
Khortana	id=g:549449
Ostrov Khort	id=g:549450
Kharsum	id=g:549451
Khorsiyeva	id=g:549452
Vtoryye Khorshevashi	id=g:549453
Khorshevashi	id=g:549454
Khorseyev	id=g:549455
Khorsa	id=g:549456
Khorovodovka	id=g:549457
Pristan' Grigor'yevskoye	id=g:549458
Khoroshevka	id=g:549459
Khoroshovka	id=g:549460
Khoroshkovo	id=g:549461
Khoroshiye Vody	id=g:549462
Khoroshiye Kolodtsy	id=g:549463
Khoroshinskiy	id=g:549464
Khoroshilovo	id=g:549465
Khoroshilovo	id=g:549466
Urochishche Khoroshilovo	id=g:549467
Khoroshilovo	id=g:549468
Khoroshilovo	id=g:549469
Khoroshilov	id=g:549470
Khoroshi	id=g:549471
Khorosheyevka	id=g:549472
Khorosheye Polëvo	id=g:549473
Khorosheye	id=g:549474
Khoroshëvskiy Serebryanyy Bor	id=g:549475
Khoroshëvskiy	id=g:549476
Khoroshëvskaya	id=g:549477
Khoroshëvskaya	id=g:549478
Khoroshëvo-Mnevniki	id=g:549479
Khoroshëvo	id=g:549480
Khoroshëvo	id=g:549481
Khoroshëvo	id=g:549482
Khoroshëvo	id=g:549483
Khoroshëvo	id=g:549484
Khoroshëvo	id=g:549485
Khoroshëvo	id=g:549486
Khoroshëvka	id=g:549487
Khoroshevash	id=g:549488
Khoroshenki	id=g:549489
Khoroshen’koye	id=g:549490
Khoroshayevo	id=g:549491
Khoroshaya	id=g:549492
Khoroshavka	id=g:549493
Khoroshavka	id=g:549494
Khoroshaviny	id=g:549495
Ruchey Khoronyatka	id=g:549496
Khorn’yaly	id=g:549497
Khoronevo	id=g:549498
Khoromy	id=g:549499
Khoromy	id=g:549500
Khoromnoye	id=g:549501
Khutora Khoromenskiye	id=g:549502
Khoromenskiye	id=g:549503
Vtoryye Khormaly	id=g:549504
Khoramaly	id=g:549505
Khorol’skiy	id=g:549506
Khorol’skiy	id=g:549507
Khorokino	id=g:549508
Khorokhory	id=g:549509
Khoroda	id=g:549510
Kharada	id=g:549511
Khorobrovy	id=g:549512
Khorobrovy	id=g:549513
Khrabrovo	id=g:549514
Khorobritsy	id=g:549515
Khorobritsa	id=g:549516
Khorn-Zory	id=g:549517
Khirnzor	id=g:549518
Khornvary	id=g:549519
Khornuy	id=g:549520
Khornoy	id=g:549521
Kharnovka	id=g:549522
Khornovar-Shigali	id=g:549523
Khornovo	id=g:549524
Khorn-Kukshum	id=g:549525
Khorn-Kasy	id=g:549526
Khornemskaya	id=g:549527
Khornema	id=g:549528
Khormaly	id=g:549529
Khorlovo	id=g:549530
Khorlovo	id=g:549531
Ozero Khorko-yarvi	id=g:549532
Khor’kino	id=g:549533
Khorkhory	id=g:549534
Khorkhorino	id=g:549535
Khornzor	id=g:549536
Khorinovo	id=g:549537
Khorino	id=g:549538
Khorin	id=g:549539
Ozero Khorimskoye	id=g:549540
Kolkhoz Khorgovino	id=g:549541
Khoreyver	id=g:549542
Khorëvo	id=g:549543
Khorëvka	id=g:549544
Kharëvka	id=g:549545
Khorel’	id=g:549546
Khoredzh	id=g:549547
Khveredzh	id=g:549548
Zaliv Khorbata	id=g:549549
Khora-Vary	id=g:549550
Khora-Sirma	id=g:549551
Khora-Sirma	id=g:549552
Khora-Sirma	id=g:549553
Khoramaly	id=g:549554
Khora-Kasy	id=g:549555
Gora Khoraiz	id=g:549556
Khorapyr	id=g:549557
Khorabyr	id=g:549558
Khopunvara	id=g:549559
Khopitsay	id=g:549560
Khopilovo	id=g:549561
Khopërskoye	id=g:549562
Khopërskiy Zapovednik	id=g:549563
Khopërskiy Pioner	id=g:549564
Khopërskiy	id=g:549565
Khopërskiy	id=g:549566
Khopërskiy	id=g:549567
Khopërskaya	id=g:549568
Khopërka	id=g:549569
Stantsiya Balashov-Passazhirskiy	id=g:549570
Khopër	id=g:549571
Khopa	id=g:549572
Khonyatino	id=g:549573
Khonut	id=g:549574
Khonkavara	id=g:549575
Proliv Khonkasalon-Sel’kya	id=g:549576
Ostrov Khonkasalo	id=g:549577
Ozero Khonka-Lampi	id=g:549578
Khaneyevo	id=g:549579
Khanenevka	id=g:549580
Khomyakovskaya	id=g:549581
Khomyakovshchina	id=g:549582
Stantsiya Khomyakovo	id=g:549583
Khomyakovo	id=g:549584
Khomyakovo	id=g:549585
Khomyakovo	id=g:549586
Khomyakovo	id=g:549587
Khomyakovo	id=g:549588
Khomyakovo	id=g:549589
Khomyakovka	id=g:549590
Khomyakovka	id=g:549591
Khomyakovka	id=g:549592
Khomyaki	id=g:549593
Khomyaki	id=g:549594
Bol’shiye Khomyaki	id=g:549595
Khomuty	id=g:549596
Khomuttsy	id=g:549597
Khomutovskiy Rayon	id=g:549598
Khomutovskiy	id=g:549599
Khomutovo	id=g:549600
Khomutovo	id=g:549601
Khomutovo	id=g:549602
Khomutovo	id=g:549603
Khomutovo	id=g:549604
Khomutovo	id=g:549605
Khomutovo	id=g:549606
Khomutovo	id=g:549607
Khomutovo	id=g:549608
Khomutovo	id=g:549609
Khomutovo	id=g:549610
Malorybinka	id=g:549611
Khomutovka	id=g:549612
Khomutovka	id=g:549613
Khomutovka	id=g:549614
Khomutovka	id=g:549615
Khomutovka	id=g:549616
Khomutovka	id=g:549617
Khomutovka	id=g:549618
Khomutovskaya	id=g:549619
Khomutnikov	id=g:549620
Khomutinka	id=g:549621
Khomutinino	id=g:549622
Khomutikha	id=g:549623
Khomutets	id=g:549624
Khomutër’ka	id=g:549625
Khomut	id=g:549626
Khomur	id=g:549627
Khom-Yandoby	id=g:549628
Khomino	id=g:549629
Khomenki	id=g:549630
Khomenki	id=g:549631
Khombus’-Batyrëvo	id=g:549632
Khomavara	id=g:549633
Khoma	id=g:549634
Kholzuyevo	id=g:549635
Kholyuny	id=g:549636
Kholyn’ya	id=g:549637
Kholyn’ya	id=g:549638
Kholynka	id=g:549639
Kholyazino	id=g:549640
Kholuyanikha	id=g:549641
Kholuy	id=g:549642
Kholuy	id=g:549643
Kholuy	id=g:549644
Kholuy	id=g:549645
Kholunovo	id=g:549646
Kholunaya	id=g:549647
Kholunitsa	id=g:549648
Kholuitsa	id=g:549649
Kholudënovka	id=g:549650
Kholudenevo	id=g:549651
Kholtobino	id=g:549652
Kholstovo	id=g:549653
Kholstovka	id=g:549654
Kholst	id=g:549655
Kholshchëvo	id=g:549656
Stantsiya Kholshcheviki	id=g:549657
Kholshcheviki	id=g:549658
Kholshchebinka	id=g:549659
Kholpy	id=g:549660
Kholovo	id=g:549661
Ozero Kholovets	id=g:549662
Kholovatka	id=g:549663
Kholova	id=g:549664
Kholostoy Maydan	id=g:549665
Khutora Kholoshchëvo	id=g:549666
Ozero Kholop’ye	id=g:549667
Kholop’ye	id=g:549668
Kholop’ya	id=g:549669
Kholopovo	id=g:549670
Kholopovo	id=g:549671
Kholopovo	id=g:549672
Kholopovka	id=g:549673
Kholopovitsy	id=g:549674
Ostrov Kholopets	id=g:549675
Kholopets	id=g:549676
Kholonino	id=g:549677
Kholomtsy	id=g:549678
Kholomkin	id=g:549679
Kholomidina	id=g:549680
Kholokhol’nya	id=g:549681
Kholokhol’nya	id=g:549682
Kholokhol’nya	id=g:549683
Kholokhol’nya	id=g:549684
Kholokhol’nya	id=g:549685
Kholokholenka	id=g:549686
Kholok	id=g:549687
Kholodyanka	id=g:549688
Pogibel’tsevo	id=g:549689
Kholodova	id=g:549690
Kholodnyy Rodnik	id=g:549691
Kholodnyy Rodnik	id=g:549692
Kholodnyy Klyuch	id=g:549693
Urochishche Kholodnyy Klyuch	id=g:549694
Kholodnyy Klyuch	id=g:549695
Kholodnyy Klyuch	id=g:549696
Kholodnyy Klyuch	id=g:549697
Kholodnyye Ruch’i	id=g:549698
Ozëra Kholodnyye	id=g:549699
Ozëra Kholodnyye	id=g:549700
Kholodnyy	id=g:549701
Kholodnoye	id=g:549702
Kholodnorodnikovskoye	id=g:549703
Kholodnogorskiy	id=g:549704
Kholodnik	id=g:549705
Balka Kholodnaya	id=g:549706
Rybnyy Stan Kholodnaya	id=g:549707
Kholodkovskiy Vtoroy	id=g:549708
Kholodkovskiy Shestoy	id=g:549709
Kholodkovskiy Sed’moy	id=g:549710
Kholodkovskiy Pyatyy	id=g:549711
Kholodkovskiy Chetvërtyy	id=g:549712
Kholodkovo	id=g:549713
Kholodily	id=g:549714
Kholodilovo	id=g:549715
Kholnino	id=g:549716
Kholm-Zhirkovskiy Rayon	id=g:549717
Kholm-Zhirkovskiy	id=g:549718
Kholmyashchevo	id=g:549719
Kholmyanka	id=g:549720
Kholmy	id=g:549721
Kholmy	id=g:549722
Kholmy	id=g:549723
Kholmy	id=g:549724
Kholmy	id=g:549725
Kholmy	id=g:549726
Kholmy	id=g:549727
Kholmy	id=g:549728
Kholmy	id=g:549729
Kholmy	id=g:549730
Kholmy	id=g:549731
Kholmy	id=g:549732
Kholmy	id=g:549733
Kholmy	id=g:549734
Kholmy	id=g:549735
Kholmy	id=g:549736
Kholmy	id=g:549737
Kholmy	id=g:549738
Kholm Suminskiy	id=g:549739
Kholmskiy Rayon	id=g:549740
Kholmskiy	id=g:549741
Kholm Russkiy	id=g:549742
Kholm Rogachevskiy	id=g:549743
Kholmovskiy	id=g:549744
Kholmovoy	id=g:549745
Kholmovo	id=g:549746
Kholmovaya	id=g:549747
Kholmogory	id=g:549748
Kholmogory	id=g:549749
Ozero Kholmogorskoye	id=g:549750
Kholmogorskiy Rayon	id=g:549751
Kholmogorskaya	id=g:549752
Kholmogorovskaya Sloboda	id=g:549753
Kholmogorovka	id=g:549754
Sovkhoz Kholmogor	id=g:549755
Kholmogor	id=g:549756
Kholmogor	id=g:549757
Kholmitsa	id=g:549758
Kholmistyy	id=g:549759
Kholmishchi	id=g:549760
Kholmishchi	id=g:549761
Kholmishche	id=g:549762
Kholmino	id=g:549763
Kholmino	id=g:549764
Kholmino	id=g:549765
Kholmino	id=g:549766
Kholmino	id=g:549767
Kholmets	id=g:549769
Urochishche Kholmets	id=g:549770
Kholmets	id=g:549771
Kholmets	id=g:549772
Kholmets	id=g:549773
Kholmets	id=g:549774
Kholmets	id=g:549775
Kholmets	id=g:549776
Kholmets	id=g:549777
Kholmechi	id=g:549778
Kholmechi	id=g:549779
Kholmanka	id=g:549780
Kholmacha	id=g:549781
Kholm	id=g:549782
Kholm	id=g:549783
Kholm	id=g:549784
Kholm	id=g:549785
Kholm	id=g:549786
Kholm	id=g:549787
Kholm	id=g:549788
Kholm	id=g:549789
Kholm	id=g:549790
Kholm	id=g:549791
Kholm	id=g:549792
Kholm	id=g:549793
Kholm	id=g:549794
Kholm	id=g:549795
Kholm	id=g:549796
Kholm	id=g:549797
Kholm	id=g:549798
Kholm	id=g:549799
Kholm	id=g:549800
Kholm	id=g:549801
Kholm	id=g:549802
Kholm	id=g:549803
Kholm	id=g:549804
Kholm	id=g:549805
Kholm	id=g:549806
Kholm	id=g:549807
Kholm	id=g:549808
Kholm	id=g:549809
Kholm	id=g:549810
Kholm	id=g:549811
Kholm	id=g:549812
Kholm	id=g:549813
Kholm	id=g:549814
Kholm	id=g:549815
Kholm	id=g:549816
Kholm	id=g:549817
Kholm	id=g:549818
Kholm	id=g:549819
Kholm	id=g:549820
Kholm	id=g:549821
Kholm	id=g:549822
Kholm	id=g:549823
Kholm	id=g:549824
Kholm	id=g:549825
Khol’kovo	id=g:549826
Kholki	id=g:549827
Khokhlovo	id=g:549828
Kholka	id=g:549829
Kholka	id=g:549830
Kholevichi	id=g:549831
Kholesed-Yaga	id=g:549832
Kholenevka	id=g:549833
Kholdy	id=g:549834
Kholdy	id=g:549835
Kholda-Niyeli	id=g:549836
Kholchi	id=g:549837
Ostrov Khopa	id=g:549838
Khokkoyeva	id=g:549839
Khokhul’ka	id=g:549840
Khokhul’	id=g:549841
Ostrova Khokhshtettera	id=g:549842
Nizhnyaya Khokhryata	id=g:549843
Khokhryaki	id=g:549844
Mys Shadrovskiy	id=g:549845
Khokhol-Trostyanka	id=g:549846
Khokhol’skiy Rayon	id=g:549847
Khokhol’skiy	id=g:549848
Khokholevo	id=g:549849
Khokhnovskoye	id=g:549850
Khokhly	id=g:549851
Khokhlovy	id=g:549852
Khokhlovo	id=g:549853
Khokhlovo	id=g:549854
Khokhlovo	id=g:549855
Khokhlovo	id=g:549856
Khokhlovo	id=g:549857
Khokhlovo	id=g:549858
Khokhlovo	id=g:549859
Khokhlovo	id=g:549860
Khokhlovo	id=g:549861
Khokhlovo	id=g:549862
Khokhlovka	id=g:549863
Khokhlovka	id=g:549864
Khokhlovka	id=g:549865
Urochishche Khokhlovka	id=g:549866
Khokhlovka	id=g:549867
Khokhlovka	id=g:549868
Khokhlovka	id=g:549869
Khokhlovka	id=g:549870
Khokhlovka	id=g:549871
Khokhlovka	id=g:549872
Khokhlovka	id=g:549873
Khokhlovka	id=g:549874
Khokhlovka	id=g:549875
Khokhlova Vtoroye	id=g:549876
Khokhlova Pervoye	id=g:549877
Khokhlomka	id=g:549878
Khokhloma	id=g:549879
Sukhaya Khokhloma	id=g:549880
Khokhloma	id=g:549881
Khokhlevo	id=g:549882
Khokhlatskiy	id=g:549883
Khokhlachi	id=g:549884
Khokhlachëv	id=g:549885
Khokhlachëv	id=g:549886
Krasnyy Oktyabr’	id=g:549887
Khokhalëvo	id=g:549888
Razvaliny Khodzhakent	id=g:549889
Khodz’	id=g:549890
Khodz’	id=g:549891
Khodyshëvo	id=g:549892
Khodyri	id=g:549893
Khodyri	id=g:549894
Khodyri	id=g:549895
Khodynino	id=g:549896
Khodyni	id=g:549897
Khodyn’	id=g:549898
Khodyki	id=g:549899
Khodyaynovo	id=g:549900
Stantsiya Khodyashevo	id=g:549901
Khodyakovo	id=g:549902
Khodyakovka	id=g:549903
Khoduzhets	id=g:549904
Khoduny	id=g:549905
Khodunovo	id=g:549906
Khodulino	id=g:549907
Pereval Khodskiy	id=g:549908
Khodovets Staryy	id=g:549909
Khodovaya Griva	id=g:549910
Khodovarikha Sopka	id=g:549911
Khodovarikha	id=g:549912
Khodinskaya	id=g:549913
Khodilovichi	id=g:549914
Khodilki	id=g:549915
Khodeykovo	id=g:549916
Khodënovo	id=g:549917
Khodayevo	id=g:549918
Khodary	id=g:549919
Khod	id=g:549920
Khochuni	id=g:549921
Khochi-Ara	id=g:549922
Khonokh	id=g:549923
Khachiki	id=g:549924
Khochevo	id=g:549925
Khochen’ye	id=g:549926
Khocheni	id=g:549927
Khochemy	id=g:549928
Khochemka	id=g:549929
Khochashëvo	id=g:549930
Khocharoy	id=g:549931
Khobylino	id=g:549932
Khobot-Vasil’yevskiy	id=g:549933
Stantsiya Khobotovo	id=g:549934
Khobotovo	id=g:549935
Khobotovo	id=g:549936
Khobotok	id=g:549937
Khobotets-Vasil’yevskoye	id=g:549938
Khobotets	id=g:549939
Khobot-Bogoyavlenskoye	id=g:549940
Khobol’	id=g:549941
Khoblino	id=g:549942
Khobdinskiy	id=g:549943
Khnygino	id=g:549944
Khnov	id=g:549945
Khnas	id=g:549946
Khmyzovka	id=g:549947
Khmyrovo	id=g:549948
Khmost’	id=g:549949
Khmet’yevo	id=g:549950
Urochishche Khmelishchi	id=g:549951
Ozero Khmel’ozero	id=g:549952
Khmel’nitskaya	id=g:549953
Khmel’niki	id=g:549954
Khmel’niki	id=g:549955
Khmel’niki	id=g:549956
Khmel’niki	id=g:549957
Khmel’niki	id=g:549958
Khmel’niki	id=g:549959
Khmel’niki	id=g:549960
Khmel’niki	id=g:549961
Khmel’niki	id=g:549962
Khmel’niki	id=g:549963
Khmel’niki	id=g:549964
Khmel’niki	id=g:549965
Khmel'nik	id=g:549966
Khmel’kovo	id=g:549967
Khmelita	id=g:549968
Khmelishchi	id=g:549969
Khmelishche	id=g:549970
Khmelenka	id=g:549971
Khmelinka	id=g:549972
Khmelinka	id=g:549973
Khmelinka	id=g:549974
Sovkhoz Khmelinetskiy	id=g:549975
Khmelinets	id=g:549976
Khmelinets	id=g:549977
Khmelinets	id=g:549978
Khmelina	id=g:549979
Khmelina	id=g:549980
Khmelina	id=g:549981
Khmeli	id=g:549982
Khmeli	id=g:549983
Khmeli	id=g:549984
Khmelëzero	id=g:549985
Khmelëvskiy Zaliv	id=g:549986
Ruchey Khmelëvskiy	id=g:549987
Khmelevskoy	id=g:549988
Khmelevskaya	id=g:549989
Khmelevskaya	id=g:549990
Khmelevoy Les	id=g:549991
Khmelevoye	id=g:549992
Khmelevoye	id=g:549993
Khmelevoye	id=g:549994
Khmelevoye	id=g:549995
Khmelevoye	id=g:549996
Khmelevoye	id=g:549997
Khmelevoye	id=g:549998
Khmelevoye	id=g:549999
Khmelevoy Kolodez'	id=g:550000
Khmelevoye	id=g:550001
Khmelevoye	id=g:550002
Khmelevoy	id=g:550003
Khmelevoye	id=g:550004
Khmelevoy	id=g:550005
Sovkhoz Khmelëvo	id=g:550006
Sovkhoz Khmelëvo	id=g:550007
Khmelëvo	id=g:550008
Khmelëvo	id=g:550009
Khmelëvo	id=g:550010
Khmelëvo	id=g:550011
Khmelëvo	id=g:550012
Khmelëvki	id=g:550013
Khmelëvka	id=g:550014
Khmelëvka	id=g:550015
Khmelëvka	id=g:550016
Khmelëvka	id=g:550017
Khmelëvka	id=g:550018
Khmelëvka	id=g:550019
Khmelëvka	id=g:550020
Khmelëvka	id=g:550021
Khmelëvka	id=g:550022
Khmelëvka	id=g:550023
Malaya Khmelëvka	id=g:550024
Khmelëvka	id=g:550025
Khmelëvka	id=g:550026
Khmelëvka	id=g:550027
Khmelëvka	id=g:550028
Khmelëvka	id=g:550029
Khmelëvka	id=g:550030
Khmelëvka	id=g:550031
Khmelëvka	id=g:550032
Khmelëvka	id=g:550033
Khmelëvitsa	id=g:550034
Khmelevitsy	id=g:550035
Khmelëvitsa	id=g:550036
Khmelëvitsa	id=g:550037
Khmelëvitsa	id=g:550038
Khmelevik	id=g:550039
Khmelevichi	id=g:550040
Khmelevichi	id=g:550041
Khmelevets	id=g:550042
Khmelevets	id=g:550043
Khmelëvka	id=g:550044
Khmelevaya	id=g:550045
Khmelëvaya	id=g:550046
Khmelëvaya	id=g:550047
Khmelëvaya	id=g:550048
Khmelëvaya	id=g:550049
Khmelëvaya	id=g:550050
Khmelëvaya	id=g:550051
Khmelenka	id=g:550052
Khmelëk	id=g:550053
Khmara	id=g:550054
Khmara	id=g:550055
Khpyuk	id=g:550056
Stantsiya Khlyupino	id=g:550057
Khlyupino	id=g:550058
Khlyupino	id=g:550059
Khlysty	id=g:550060
Khlysty	id=g:550061
Khlystovskiye Ozëra	id=g:550062
Khlystovo	id=g:550063
Khlystovo	id=g:550064
Khlystovo	id=g:550065
Khlystovo	id=g:550066
Khlystovo	id=g:550067
Khlystovo	id=g:550068
Khlystovo	id=g:550069
Khlystovka	id=g:550070
Khlystovka	id=g:550071
Khlyshchevskaya	id=g:550072
Khlynovo	id=g:550073
Urochishche Khlynovka	id=g:550074
Khlynino	id=g:550075
Khlyzino	id=g:550076
Khlybyata	id=g:550077
Khlyby	id=g:550078
Khlyasino	id=g:550079
Khlyabovo	id=g:550080
Khlyabovo	id=g:550081
Khlyabishino	id=g:550082
Khlutno	id=g:550083
Khlupino	id=g:550084
Stantsiya Khludovo	id=g:550085
Khludovo	id=g:550086
Khludovka	id=g:550087
Khludnevo	id=g:550088
Khlopuzovo	id=g:550089
Khlopovo-Gorodishche	id=g:550090
Khlopovo	id=g:550091
Khlopovo	id=g:550092
Khlopovo	id=g:550093
Nizovoy	id=g:550094
Khlopov	id=g:550095
Khlopotnoye	id=g:550096
Khlopna	id=g:550097
Khlopkovka	id=g:550098
Khlopki	id=g:550099
Khlichnyy	id=g:550100
Khlevnoye	id=g:550101
Khlevnoye	id=g:550102
Khlev-Navolok	id=g:550103
Khlevishchi Vtoryye	id=g:550104
Khlevishchi Pervyye	id=g:550105
Khlevishchi	id=g:550106
Khlevishche	id=g:550107
Khlevino	id=g:550108
Khlevenskiy Rayon	id=g:550109
Khlëstovo	id=g:550110
Khlëstovo	id=g:550111
Khlëstovo	id=g:550112
Khlesi	id=g:550113
Khlepen’	id=g:550114
Khlebtsovo	id=g:550115
Khlebtovo	id=g:550116
Khleboyedova	id=g:550117
Khlebovka	id=g:550118
Khlebovka	id=g:550119
Khleborodnoye	id=g:550120
Khleborodnyy	id=g:550121
