Puu Mala	id=g:5852979
Sliding Sands Trail	id=g:5853714
Small Bay	id=g:5853715
Smith Ditch	id=g:5853716
Smyth Auditorium	id=g:5853717
Snyder Hall	id=g:5853718
Soka Gakki International Hawaii Cultural Center	id=g:5853719
Solomon Elementary School	id=g:5853720
Solomons Waterhole	id=g:5853721
Soto Mission of Hawaii	id=g:5853722
South Channel	id=g:5853723
South Fork Kaukonahua Stream	id=g:5853724
Pu‘uokau	id=g:5853725
South Fork Kaunakakai Gulch	id=g:5853726
South Fork Wailua River	id=g:5853727
South Hālawa Stream	id=g:5853728
South Hilo District	id=g:5853729
South Kona District	id=g:5853730
South Kona Forest Reserve	id=g:5853731
South Olohena	id=g:5853732
South Pit	id=g:5853733
South Point Air Force Station (historical)	id=g:5853734
South Point Park	id=g:5853735
South Point Road Substation	id=g:5853736
South Reef	id=g:5853737
South Side Waikapu Ditch	id=g:5853738
South Waiehu Stream	id=g:5853739
South Kohala District	id=g:5853740
Southeast Loch	id=g:5853741
Southwest Point Light	id=g:5853742
Southwest Rift Overlook	id=g:5853743
Southwest Rift Zone	id=g:5853744
Spalding Hall	id=g:5853745
Spalding Memorial Tennis Courts	id=g:5853746
Spalding Monument	id=g:5853747
Spanish B Village	id=g:5853748
Spartan Reef	id=g:5853749
Spencer Beach Park	id=g:5853750
Spouting Horn Beach Park	id=g:5853751
Spreckels Ditch	id=g:5853752
Spreckels Ditch	id=g:5853753
Spreckelsville	id=g:5853754
Spreckelsville Beach	id=g:5853755
Spreckelsville School	id=g:5853756
Spring Water Camp	id=g:5853757
Star of the Sea Catholic Church	id=g:5853758
Star of the Sea Church	id=g:5853759
Star of the Sea High School	id=g:5853760
Steaming Bluff	id=g:5853761
Steaming Cone	id=g:5853762
Stevenson Middle School	id=g:5853763
Stoneman Field	id=g:5853764
Store Village	id=g:5853765
Straub Clinic and Hospital	id=g:5853766
Sugi Grove Camp	id=g:5853767
Suisan Fish Market	id=g:5853768
Sullivan Administration Building	id=g:5853769
Sulphur Banks	id=g:5853770
Sulphur Banks Trail	id=g:5853771
Sulphur Cone	id=g:5853772
Summit Hill	id=g:5853773
Summit Patrol Cabin	id=g:5853774
Summit Trail	id=g:5853775
Sun Yat Sen School	id=g:5853776
Sunset Beach	id=g:5853777
Sunset Beach	id=g:5853778
Sunset Beach Christian School	id=g:5853779
Sunset Beach Church of Christ	id=g:5853780
Sunset Beach Elementary School	id=g:5853781
Sunset Beach Fire Station	id=g:5853782
Sunset Beach Neighborhood Park	id=g:5853783
Sunset Beach Support Park	id=g:5853784
Sunset Point	id=g:5853785
Sunset Point Beach Park	id=g:5853786
Susana Westley Community Center	id=g:5853787
Swanzy Beach Park	id=g:5853788
T Roosevelt High School	id=g:5853789
Tachikawa School	id=g:5853790
Taishoji Soto Mission	id=g:5853791
Tanager Peak	id=g:5853792
Tank Ahupu Gulch	id=g:5853793
Southeast Island	id=g:5853794
Temple Emanu-el	id=g:5853795
Temple Valley Shopping Center	id=g:5853796
Tenney Center	id=g:5853797
Tenney Village	id=g:5853798
Tenrikyo Hawaii Dendocho	id=g:5853799
Tenrikyo Honoluluko	id=g:5853800
Tenrikyo Kaimana Kyokai	id=g:5853801
Tenrikyo Kilauea Church	id=g:5853802
Tenrikyo Maui Kyokai Church	id=g:5853803
Tenscho Kotai Jingu Kyo Hawaii	id=g:5853804
Tensho Kotai Jingu Kyo	id=g:5853805
Tentoku Yodo Mission of Hawaii	id=g:5853806
The Contemporary Museum	id=g:5853807
The Day of Salvation Church	id=g:5853808
The Early School	id=g:5853809
The Queens Medical Center Heliport	id=g:5853810
The Stone Leaning Post	id=g:5853811
Thomas Hale Hamilton Library	id=g:5853812
Thompson Corner	id=g:5853813
Three Tables	id=g:5853814
Thurston Lava Tube	id=g:5853815
Thurston Memorial Chapel	id=g:5853816
Tidal Wave Memorial	id=g:5853817
Todaiji Buddhist Temple	id=g:5853818
Toilet Bowl	id=g:5853819
Tong Sing Tong Chinese Cemetery	id=g:5853820
Totoki Building	id=g:5853821
Town Park	id=g:5853822
Tracks Beach Park	id=g:5853823
Tredtin Hall	id=g:5853824
Trinity Community Church	id=g:5853825
Trinity Lutheran Church	id=g:5853826
Trinity Lutheran School	id=g:5853827
Tripler Army Medical Center	id=g:5853828
Tripod Reef	id=g:5853829
True Jesus Mission Church	id=g:5853830
Tunnel Number One	id=g:5853831
Tunnels Beach	id=g:5853832
Turtle Bay	id=g:5853833
Turtle Bay Hilton Helipad	id=g:5853834
Twelvemile School (historical)	id=g:5853835
Twentymile Station (historical)	id=g:5853836
Twentyone Mile Station (historical)	id=g:5853837
Twentytwo Mile Station (historical)	id=g:5853838
Twin Craters	id=g:5853839
Twin Pit Craters	id=g:5853840
Twin Reservoirs	id=g:5853841
Twin Rocks	id=g:5853842
USGS Camp	id=g:5853843
USS Arizona	id=g:5853844
USS Utah	id=g:5853845
‘Ualapu‘e Hawaiian Home Land	id=g:5853846
‘Ualapu‘e	id=g:5853847
‘Ualapu‘e Fishpond	id=g:5853848
Uaoa Bay	id=g:5853849
Uaoa Stream	id=g:5853850
Uapa	id=g:5853851
‘Ili Uau	id=g:5853852
Uēwale Gulch	id=g:5853853
Tantalus	id=g:5853854
Uhau‘iole Stream	id=g:5853855
Uhau‘iole Falls	id=g:5853856
‘Ukulele Camp	id=g:5853857
Ukumehame	id=g:5853858
Ukumehame Beach State Park	id=g:5853859
Ukumehame Bridge	id=g:5853860
Ukumehame Gulch	id=g:5853861
‘Uko‘a Pond	id=g:5853862
Ukumehame Shaft	id=g:5853863
‘Ula‘ino	id=g:5853864
‘Ula‘ino (historical)	id=g:5853865
Ulalena	id=g:5853866
Ula‘ula	id=g:5853867
Ulaula	id=g:5853868
Puu Ulaula	id=g:5853869
Ulehawa Beach Park	id=g:5853870
Ulehawa Stream	id=g:5853871
Ukumehame Reservoirs	id=g:5853872
Ulimakoli	id=g:5853873
Ulu Ko	id=g:5853874
Ulu Mahi	id=g:5853875
Ulu Po Heiau State Historical Site	id=g:5853876
Ulua Beach	id=g:5853877
Uluawaa	id=g:5853878
Uluhi	id=g:5853879
Uluhulu Gulch	id=g:5853880
Ulekuwale	id=g:5853881
‘Ulu‘ini Stream	id=g:5853882
Ulukoa	id=g:5853883
Ulumalu	id=g:5853884
Ulumalu	id=g:5853885
Ulumalu	id=g:5853886
Ulumawao	id=g:5853887
Ulupalakua	id=g:5853888
Ulupalakua	id=g:5853889
Ulupalakua School	id=g:5853890
Ulupa‘u Crater	id=g:5853891
Ulupa‘u Head	id=g:5853892
Ulupehupehu	id=g:5853893
Ulupō Heiau	id=g:5853894
Uluwini Gulch	id=g:5853895
Ululani Reservoir	id=g:5853896
Umalei Point	id=g:5853897
Umauma	id=g:5853898
Umauma Stream	id=g:5853899
Uma	id=g:5853900
Umi Reservoir	id=g:5853901
Mauna o Umi	id=g:5853902
Umiahu	id=g:5853903
‘Umikoa	id=g:5853904
Umilehi Point	id=g:5853905
‘Umipa‘a	id=g:5853906
Umipoho Gulch	id=g:5853907
Umi	id=g:5853908
‘Umiwai Bay	id=g:5853909
Union Camp	id=g:5853910
United Community Church	id=g:5853911
United States Army Museum of Hawaii	id=g:5853912
Unity Church of Hawaii	id=g:5853913
University Avenue Baptist Church	id=g:5853914
University Elementary School	id=g:5853915
University High School	id=g:5853916
University of Hawai‘i Agricultural Experiment Station	id=g:5853917
University of Hawai‘i Agricultural Experiment Station	id=g:5853918
University of Hawaii Agricultural Experimental Station	id=g:5853919
University of Hawaii Experimental Station	id=g:5853920
University of Hawaii Experimental Station	id=g:5853921
University of Hawaii Marine Laboratory	id=g:5853922
University of Hawaii Solar Observatory	id=g:5853923
University of Hawaii Waimanalo Research Station	id=g:5853924
University of Hawai‘i at Hilo	id=g:5853925
University of Hawaii at Manoa	id=g:5853926
Unualoha Point	id=g:5853927
Unulau	id=g:5853928
‘Upolu	id=g:5853929
Upolu Airport	id=g:5853930
Upolu Point	id=g:5853931
Upolu Point Loran Station Coast Guard Reservation	id=g:5853932
Upper Anahola Ditch	id=g:5853933
Upper Hamakua Ditch	id=g:5853934
Upper Helemano Ditch Tunnel	id=g:5853935
Upper Helemano Reservoir	id=g:5853936
Upper Kaimu Homesteads	id=g:5853937
Upper Līhu‘e Ditch	id=g:5853938
Upper Nahiku	id=g:5853939
Upper ‘Ōla‘a Forest Reserve	id=g:5853940
Upper Pā‘au‘au Airport	id=g:5853941
Upper Pā‘auhau	id=g:5853942
Upper Paauilo Airstrip	id=g:5853943
Upper Powerhouse	id=g:5853944
Upper Village Three	id=g:5853945
Upper Waiākea Forest Reserve	id=g:5853946
Uppers Beach Park	id=g:5853947
Urawantadai Hawaii College	id=g:5853948
Uwala Hill	id=g:5853949
Uwao Stream	id=g:5853950
Umis Well	id=g:5853951
Vacationland Hawaii	id=g:5853952
Valley Isle Memorial Park	id=g:5853953
Valley of the Temples	id=g:5853954
Varney Circle	id=g:5853955
Varona Village	id=g:5853956
Veterans Cemetery	id=g:5853957
Veterans Cemetery	id=g:5853958
Veterans Memorial Hospital	id=g:5853959
Victory Baptist Church	id=g:5853960
Vidinha Stadium	id=g:5853961
Village Eight	id=g:5853962
Village Five	id=g:5853963
Village Four	id=g:5853964
Village Park	id=g:5853965
Village Six	id=g:5853966
Village Ten	id=g:5853967
Village Thirteen	id=g:5853968
Village Two	id=g:5853969
Violet Lake	id=g:5853970
Volcano	id=g:5853971
Volcano House	id=g:5853972
Von Holt Memorial Park	id=g:5853973
Wa‘ahila Ridge	id=g:5853974
Waahila Ridge State Recreation Area	id=g:5853975
Wa‘aiki	id=g:5853976
Wa‘aiki Gulch	id=g:5853977
Uwēkahuna Bluff	id=g:5853978
Wa‘aloa Stream	id=g:5853979
Wa‘aloa Spring	id=g:5853980
Waaula Trail	id=g:5853981
Waawaa	id=g:5853982
Waawaa Point	id=g:5853983
Wa‘awa‘a Stream	id=g:5853984
Wa‘a‘ula	id=g:5853985
Wahane Valley	id=g:5853986
Wahane Gulch	id=g:5853987
Waha‘ula Heiau	id=g:5853988
Waha‘ula Visitor Center	id=g:5853989
Wahea Golf Course	id=g:5853990
Wahi o Pua	id=g:5853991
Wahiawā	id=g:5853992
Wahiawā	id=g:5853993
Wahiawa	id=g:5853994
Wahiawa	id=g:5853995
Wahiawa Assembly of God Church	id=g:5853996
Wahiawa Bay	id=g:5853997
Wahiawa Botanical Gardens	id=g:5853998
Wahiawa Civic Center	id=g:5853999
Wahiawa Door of Faith Church	id=g:5854000
Wahiawa Elementary School	id=g:5854001
Wahiawa General Hospital	id=g:5854002
Wahiawā Homesteads	id=g:5854003
Wahiawa Hongwanji Mission	id=g:5854004
Wahiawā Intermediate School	id=g:5854005
Wahiawa Japanese Language School	id=g:5854006
Wahiawa Korean Christian Church	id=g:5854007
Wahiawa Post Office	id=g:5854008
Wahiawa Public Library	id=g:5854009
Wahiawā Reservoir	id=g:5854010
Wahiawā Reservoir Ditch	id=g:5854011
Wahiawa Seventh Day Adventist Church	id=g:5854012
Wahiawa Shopping Center	id=g:5854013
Wahiawa State Freshwater Park	id=g:5854014
Wahiawa Stream	id=g:5854015
Wahapele	id=g:5854016
Wahiawa United Methodist Church	id=g:5854017
Wahiawa Wastewater Treatment Plant	id=g:5854018
Lae Wahie	id=g:5854019
Wahiku Park	id=g:5854020
Wahikuli	id=g:5854021
Wahikuli Gulch	id=g:5854022
Wahiawa Town Center Shopping Center	id=g:5854023
Wahikuli Reservoir	id=g:5854024
Wahikuli State Wayside Park	id=g:5854025
Wahīlauhue	id=g:5854026
Wahīlauhue Gulch	id=g:5854027
Wahikuli Pump Ditch	id=g:5854028
Wahine Pe‘e Beach	id=g:5854029
Wahinemakanui	id=g:5854030
Wahinepe‘e Stream	id=g:5854031
Wahiloa Falls	id=g:5854032
Wai ‘Opae Tidepools Marine Life Conservation District	id=g:5854033
Wai-lau Valley	id=g:5854034
Wahuaalapai	id=g:5854035
Waiaaka Stream	id=g:5854036
Waiaalala Stream	id=g:5854037
Wai‘a‘ama Bay	id=g:5854038
Waiaama Gulch	id=g:5854039
Wai‘a‘ama Stream	id=g:5854040
Waiaele Gulch	id=g:5854041
Wai‘aha	id=g:5854042
Wai‘aha Springs Forest Reserve	id=g:5854043
Wai‘aha Stream	id=g:5854044
Wai‘aha	id=g:5854045
Waiahewahewa Gulch	id=g:5854046
Waiahewahewa Airway Beacon	id=g:5854047
Waiahi Stream	id=g:5854048
Waiahi Iliiliula Ditch	id=g:5854049
Waiāhole	id=g:5854050
Waiāhole	id=g:5854051
Waiāhole Camp	id=g:5854052
Waiāhole Ditch	id=g:5854053
Waiāhole Ditch Tunnel	id=g:5854054
Waiahole Elementary School	id=g:5854055
Waiāhole Forest Reserve	id=g:5854056
Waiāhole Homesteads	id=g:5854057
Waiāhole Stream	id=g:5854058
Wai‘ahi-Ku‘ia Aqueduct	id=g:5854059
Waiaho‘okalo Gulch	id=g:5854060
Waiahuakua	id=g:5854061
Waiahuakua Stream	id=g:5854062
Waiahuakua Valley	id=g:5854063
Wai‘ahukini Beach	id=g:5854064
Waiahulu Stream	id=g:5854065
Waiahuli	id=g:5854066
Waiaka	id=g:5854067
Waiaka Gulch	id=g:5854068
Waiaka Heiau	id=g:5854069
Waiaka Pond	id=g:5854070
Wai‘aka Ridge	id=g:5854071
Waiaka Stream	id=g:5854072
Waiaka	id=g:5854073
Wai‘aka Valley	id=g:5854074
Waiakahiula (historical)	id=g:5854075
Waiakahiula Two	id=g:5854076
Waiaka‘īlio	id=g:5854077
Waiakailio Bay	id=g:5854078
Waiakaiole Gulch	id=g:5854079
Waiakahiula One	id=g:5854080
Waiakalae Gulch	id=g:5854081
Waiakala‘e Gulch	id=g:5854082
Wai‘akaloa Gulch	id=g:5854083
Waiakalua	id=g:5854084
Waiakalua Nui Beach	id=g:5854085
Waiakalua Reservoir	id=g:5854086
Waiakamali Gulch	id=g:5854087
Waiakalua Iki Beach	id=g:5854088
Waiakamilo Shopping Plaza Shopping Center	id=g:5854089
Waiakamo‘o Valley	id=g:5854090
Waiakamilo Business Center	id=g:5854091
Waiakanaio Stream	id=g:5854092
Waiakanapō	id=g:5854093
Waiakāne Gulch	id=g:5854094
Waiakane	id=g:5854095
Waiakanonula	id=g:5854096
Waiakapuaa	id=g:5854097
Waiakapuhi	id=g:5854098
Waiakauaua Gulch	id=g:5854099
Waiakāne Spring	id=g:5854100
Waiākea	id=g:5854101
Waiākea Camp	id=g:5854102
Waiākea Elementrary School	id=g:5854103
Waiākea Forest Reserve	id=g:5854104
Waiākea Health Center	id=g:5854105
Waiakea High School	id=g:5854106
Waiākea Homesteads	id=g:5854107
Waiākea Intermediate School	id=g:5854108
Waiākea Peninsula	id=g:5854109
Waiākea Pond	id=g:5854110
Waiākea Reservoir	id=g:5854111
Waiākea Shopping Plaza Shopping Center	id=g:5854112
Waiākea Stream	id=g:5854113
Waiākea Hawaiian Home Land	id=g:5854114
Waiakea-Uka School	id=g:5854115
Waiakea-Uka Springs	id=g:5854116
Waiakeakua	id=g:5854117
Waiakeakua	id=g:5854118
Waiakeakua Stream	id=g:5854119
Waiakea-Kai School	id=g:5854120
Waiakeakua Stream	id=g:5854121
Waiakeawaena Elementary School	id=g:5854122
Waiakoa	id=g:5854123
Waiakoa Gulch	id=g:5854124
Waiakoa	id=g:5854125
Waiakōali Picnic Area	id=g:5854126
Waiakōali Stream	id=g:5854127
Waiakoa Homesteads	id=g:5854128
Waiakuhi	id=g:5854129
Waiakuilani Gulch	id=g:5854130
Waiakolea Pond	id=g:5854131
Waiakuna Pond	id=g:5854132
Wai‘alae	id=g:5854133
Waialae	id=g:5854134
Waialae Baptist Church	id=g:5854135
Wai‘alae Beach Park	id=g:5854136
Waialae Bible Church	id=g:5854137
Wai‘alae Cabin	id=g:5854138
Waialae Country Club	id=g:5854139
Waialae Elementary School	id=g:5854140
Waialae Falls	id=g:5854141
Wai‘alae Falls	id=g:5854142
Wai‘alae Iki	id=g:5854143
Waialae Iki Playground	id=g:5854144
Wai‘alae Nui	id=g:5854145
Waialae Recreation Center	id=g:5854146
Wai‘alae Stream	id=g:5854147
Waiakumalae Point	id=g:5854148
Wai‘alae Stream	id=g:5854149
Wai‘alaenui Gulch	id=g:5854150
Waialala Gulch	id=g:5854151
Waialana Gulch	id=g:5854152
Waialapa‘i Gulch	id=g:5854153
Waiale Falls	id=g:5854154
Wai‘ale Gulch	id=g:5854155
Waiale Reservoirs	id=g:5854156
Waialea Beach	id=g:5854157
Wai‘ale‘ale	id=g:5854158
Waialeale Gulch	id=g:5854159
Waialea Bay	id=g:5854160
Waialeale Two	id=g:5854161
Waiale‘e	id=g:5854162
Waiale‘e	id=g:5854163
Waiale‘e Beach Park	id=g:5854164
Waiale‘e Gulch	id=g:5854165
Waialeale One	id=g:5854166
Waialee Training School for Boys (historical)	id=g:5854167
Wai‘ale‘ia Stream	id=g:5854168
Waialee School (historical)	id=g:5854169
Waialua	id=g:5854170
Waialua	id=g:5854171
Waialua	id=g:5854172
Waialua	id=g:5854173
Waialua Bay	id=g:5854174
Waialua Christian Church	id=g:5854175
Waialua Congregational Church	id=g:5854176
Waialua District	id=g:5854177
Waialua District Park	id=g:5854178
Waialua Elementary School	id=g:5854179
Waialua Gakuen School	id=g:5854180
Waialua High School	id=g:5854181
Waialua Pilgrim Church	id=g:5854182
Waialua Post Office	id=g:5854183
Waialua Public Library	id=g:5854184
Waialua School	id=g:5854185
Waialua Stream	id=g:5854186
Waialohe Point	id=g:5854187
Waiamoa Falls	id=g:5854188
Wai‘anae	id=g:5854189
Wai‘anae Hawaiian Home Land	id=g:5854190
Waianae Baptist Church	id=g:5854191
Waianae Coast Comprehensive Health Center	id=g:5854192
Waianae Cornet Village Shopping Center	id=g:5854193
Wai‘anae District	id=g:5854194
Wai‘anae Elementary School	id=g:5854195
Wai‘anae Field	id=g:5854196
Wai‘anae High School	id=g:5854197
Wai‘anae Homesteads	id=g:5854198
Waianae Hongwanji Mission	id=g:5854199
Waianae Intermediate School	id=g:5854200
Wai‘anae Kai	id=g:5854201
Wai‘anae Kai Forest Reserve	id=g:5854202
Wai‘anae Kai Military Reservation Beach	id=g:5854203
Waianae Mall Shopping Center	id=g:5854204
Waianae Pentecostal Faith Church	id=g:5854205
Waianae Post Office	id=g:5854206
Waianae Protestant Cemetery	id=g:5854207
Waianae Protestant Church	id=g:5854208
Waianae Public Library	id=g:5854209
Wai‘anae Range	id=g:5854210
Waianae Regional Park	id=g:5854211
Waianae Seventh Day Adventist Church	id=g:5854212
Wai‘anae Stream	id=g:5854213
Waialua-Haleiwa Fire Station Number 14	id=g:5854214
Waianae United Methodist Church	id=g:5854215
Wai‘anae Valley	id=g:5854216
Wai‘anae Uka	id=g:5854217
Wai‘ānapanapa State Park	id=g:5854218
Waianu Stream	id=g:5854219
Wai‘ānapanapa	id=g:5854220
Waiānuenue Stream	id=g:5854221
Waiānuenue Falls	id=g:5854222
Waianui Gulch	id=g:5854223
Waianukole	id=g:5854224
Wai‘o‘oli Gulch	id=g:5854225
Waiapaa Gulch	id=g:5854226
Waiapele Bay	id=g:5854227
Waiapuaa Valley	id=g:5854228
Wai‘āpuka	id=g:5854229
Waiapuka Gulch	id=g:5854230
Wai‘āpuka	id=g:5854231
Wai‘āpuka Stream	id=g:5854232
Waiau	id=g:5854233
Waiau Bank	id=g:5854234
Waiau Elementary School	id=g:5854235
Waiau Fire Station Number 38	id=g:5854236
Waiau Flume	id=g:5854237
Waiau Neighborhood Park	id=g:5854238
Waiau Spring	id=g:5854239
Waiau Stream	id=g:5854240
Waiau	id=g:5854241
Waiau Stream	id=g:5854242
Lake Waiau	id=g:5854243
Waiaula District Park	id=g:5854244
Waiaula Elementary School	id=g:5854245
Waiaula Intermediate and High School	id=g:5854246
Waiawa	id=g:5854247
Waiawa Ditch	id=g:5854248
Waiawa Reservoir	id=g:5854249
Waiawa Shaft	id=g:5854250
Waiawa Spring	id=g:5854251
Waiawa Stream	id=g:5854252
Waiauia	id=g:5854253
Waiehu Hawaiian Home Land	id=g:5854254
Waiehu	id=g:5854255
Waiehu	id=g:5854256
Waiehu Beach Pavilion	id=g:5854257
Waiehu Golf Course	id=g:5854258
Waiehu Heights Park	id=g:5854259
Waiehu Point	id=g:5854260
Waiehu Point	id=g:5854261
Waiehu Stream	id=g:5854262
Waiehu Stream	id=g:5854263
Waiea	id=g:5854264
Wai‘ele‘ele	id=g:5854265
Waieli	id=g:5854266
Wai‘eli	id=g:5854267
Waieli Drain	id=g:5854268
Waiehu Village	id=g:5854269
Wai‘eli Gulch	id=g:5854270
Waieli Stream	id=g:5854271
Wai‘eli Stream	id=g:5854272
Waiemi Falls	id=g:5854273
Waihaka Gulch	id=g:5854274
Waihali Gulch	id=g:5854275
Waihalua Fish Pond	id=g:5854276
Waihāanau Stream	id=g:5854277
Waihe‘e	id=g:5854278
Waihee	id=g:5854279
Waihee Ball Park	id=g:5854280
Waihee Beach Park	id=g:5854281
Waihee Canal	id=g:5854282
Waihee Coastal Dunes and Wetlands Preserve	id=g:5854283
Waihee Dairy (historical)	id=g:5854284
Waihee Elementary School	id=g:5854285
Waihee Farm	id=g:5854286
Waihee Point	id=g:5854287
Waihee Reef	id=g:5854288
Waihee River	id=g:5854289
Waihee	id=g:5854290
Waihe‘e Stream	id=g:5854291
Waihee Stream	id=g:5854292
Waihee Valley	id=g:5854293
Waihee Valley Nature Park	id=g:5854294
Waihī Spring	id=g:5854295
Waihī Stream	id=g:5854296
Waihe‘e Tunnel	id=g:5854297
Waihi‘i Gulch	id=g:5854298
Waihi‘i	id=g:5854299
Waihīlau Stream	id=g:5854300
Waihilahila Fishpond	id=g:5854301
Waihohonu Stream	id=g:5854302
Waihi‘umalu Falls	id=g:5854303
Waiho‘i Valley	id=g:5854304
Waihoi Springs	id=g:5854305
Waiholoa Falls	id=g:5854306
Waihonu Gulch	id=g:5854307
Waihole Gulch	id=g:5854308
Waihoolana	id=g:5854309
Waihou	id=g:5854310
Waihou Spring	id=g:5854311
Waihou Spring Forest Reserve	id=g:5854312
Waihū Spring	id=g:5854313
Waihuna	id=g:5854314
Waihunahuna	id=g:5854315
Waihunehune Falls	id=g:5854316
Wai‘ilikahi Falls	id=g:5854317
Wai‘ilikahi Stream	id=g:5854318
Waihonu Pond	id=g:5854319
Waika	id=g:5854320
Waikaalulu	id=g:5854321
Waikaalulu Gulch	id=g:5854322
Waiio Kipuka	id=g:5854323
Waikahalulu Bay	id=g:5854324
Waikahalulu Gulch	id=g:5854325
Waikaea Canal	id=g:5854326
Waikahalulu Gulch	id=g:5854327
Waikahekahe	id=g:5854328
Waikahekahe Nui	id=g:5854329
Waikai Reservoir	id=g:5854330
Waikai Valley	id=g:5854331
Waikahekahe Iki	id=g:5854332
Waikaka Falls	id=g:5854333
Waikakalaua Ditch	id=g:5854334
Waikakalaua Stream	id=g:5854335
Waikaia Reservoir	id=g:5854336
Waikāku‘u	id=g:5854337
Waikalae	id=g:5854338
Waikaloa Stream	id=g:5854339
Waikakulu	id=g:5854340
Waikama Gulch	id=g:5854341
Waikalua-Loko Fish Pond	id=g:5854342
Waikamoi Stream	id=g:5854343
Waikamakapo	id=g:5854344
Waikāne	id=g:5854345
Waikāne Camp	id=g:5854346
Waikane Congregational Church	id=g:5854347
Waikane Congregational Church Cemetery	id=g:5854348
Waikāne Stream	id=g:5854349
Waikāne	id=g:5854350
Waikani Gulch	id=g:5854351
Waikani Falls	id=g:5854352
Waikapu	id=g:5854353
Waikapu	id=g:5854354
Waikapu	id=g:5854355
Waikapu Ball Park	id=g:5854356
Waikapu Stream	id=g:5854357
Waikapoki Fish Pond	id=g:5854358
Waikapu Valley	id=g:5854359
Waikapuna	id=g:5854360
Waikapuna Pali	id=g:5854361
Waikau Cabin	id=g:5854362
Waikaulapala Gulch	id=g:5854363
Waikapuna Bay	id=g:5854364
Waikaumalo Park	id=g:5854365
Waikaumalo Stream	id=g:5854366
Waikaumalo	id=g:5854367
Waikeakua Gulch	id=g:5854368
Waike‘eke‘e Stream	id=g:5854369
Waikaumalo-Mauaua Homesteads	id=g:5854370
Waikele	id=g:5854371
Waikele Elementary School	id=g:5854372
Waikele Golf Club	id=g:5854373
Waikele Shopping Center	id=g:5854374
Waikele Stream	id=g:5854375
Waikeke‘ehia	id=g:5854376
Waiki‘i Gulch	id=g:5854377
Waiki‘i	id=g:5854378
Waiki‘i Pump Station	id=g:5854379
Waikīkī	id=g:5854380
Waikīkī Aquarium	id=g:5854381
Waikiki Athletic Club	id=g:5854382
Waikīkī Bay	id=g:5854383
Waikīkī Beach	id=g:5854384
Waikīkī Beach Center	id=g:5854385
Waikiki Business Plaza	id=g:5854386
Waikiki Community Center	id=g:5854387
Waikiki Elementary School	id=g:5854388
Waikiki Health Center	id=g:5854389
Waikīkī International Marketplace Shopping Center	id=g:5854390
Waikiki Japanese Language School	id=g:5854391
Waikiki Marine Life Conservation District	id=g:5854392
Waikīkī Shell	id=g:5854393
Waikiki Shopping Plaza Shopping Center	id=g:5854394
Waikīkī Town Center Shopping Center	id=g:5854395
Waikīkī Trade Center	id=g:5854396
Waikiki Yacht Club	id=g:5854397
Waikiki-Diamond Head Shoreline Fisheries Management Area	id=g:5854398
Waikiki-Ewa Wing Kuakini Medical Center	id=g:5854399
Waikiki-Kapahulu Fire Station Number 7	id=g:5854400
Waikiki-Kapahulu Public Library	id=g:5854401
Waiko‘ana Stream	id=g:5854402
Waikii Paddock Game Management Area	id=g:5854403
Waikoekoe Gulch	id=g:5854404
Waikoekoe	id=g:5854405
Waikoko Beach	id=g:5854406
Waikoko Reef	id=g:5854407
Waikoko Stream	id=g:5854408
Waikoko	id=g:5854409
Waikoloa	id=g:5854410
Waikoloa Airport	id=g:5854411
Waikoloa Beach	id=g:5854412
Waikōloa Gulch	id=g:5854413
Waikoloa	id=g:5854414
Waikoloa Ponds	id=g:5854415
Waikoloa Reservoir Number 1	id=g:5854416
Waikoloa Reservoir Number 2	id=g:5854417
Waikoloa Stream	id=g:5854418
Waikoloa Heliport	id=g:5854419
Waikoloa Stream	id=g:5854420
Waikoloa Village	id=g:5854421
Waikoloi Gulch	id=g:5854422
Waikoloaiki	id=g:5854423
Waikolu	id=g:5854424
Waikolu Stream	id=g:5854425
Waikoloi Reservoir	id=g:5854426
Waikolu Stream	id=g:5854427
Waikomo Stream	id=g:5854428
Waikomo Stream	id=g:5854429
Waikui	id=g:5854430
Waikuli Terrace Park	id=g:5854431
Waikulukulu	id=g:5854432
Waikumono	id=g:5854433
Waikupanaha Pond	id=g:5854434
Wailapa Stream	id=g:5854435
Waikui Beach	id=g:5854436
