Moami	id=g:2357950
Bouna	id=g:2361921
Bouna	id=g:2361922
Bouna	id=g:2361923
Bouna	id=g:2361924
Bouna	id=g:2361925
Boun	id=g:2361926
Boumwana	id=g:2361927
Boumtenga	id=g:2361928
Boum Iri	id=g:2361929
Bouméo	id=g:2361930
Boumbour Tilé	id=g:2361931
Boumbourou	id=g:2361932
Boumboulou	id=g:2361933
Boumanga	id=g:2361934
Boulyèndi	id=g:2361935
Boulyèndé	id=g:2361936
Boulyanké	id=g:2361937
Boulwando	id=g:2361938
Boultouanou	id=g:2361939
Boultaka	id=g:2361940
Boulsin	id=g:2361941
Boulsi	id=g:2361942
Boulsi	id=g:2361943
Boulsen	id=g:2361944
Boulsen	id=g:2361945
Boulsa	id=g:2361946
Boulporé	id=g:2361947
Boulpon	id=g:2361948
Boulpéla	id=g:2361949
Bouloy Tiouli	id=g:2361950
Bouloy	id=g:2361951
Bouloy	id=g:2361952
Boulzoma	id=g:2361953
Boulouré	id=g:2361954
Boulounsi	id=g:2361955
Boulounga	id=g:2361956
Bouloumpéra	id=g:2361957
Bouloum Nabyiri	id=g:2361958
Bouloumana	id=g:2361959
Bouloulou	id=g:2361960
Bouloulé	id=g:2361961
Boulougui	id=g:2361962
Boulouguen	id=g:2361963
Boulougou	id=g:2361964
Boulougou	id=g:2361965
Boulougan	id=g:2361966
Bouloudouo	id=g:2361967
Boulouballa	id=g:2361968
Boulouaka	id=g:2361969
Boulou	id=g:2361970
Boulou	id=g:2361971
Boulomdé	id=g:2361972
Boulo	id=g:2361973
Boulmongo	id=g:2361974
Boulmiougou	id=g:2361975
Boulmiougou	id=g:2361976
Boulmanga	id=g:2361977
Boulma	id=g:2361978
Boulli Foulbés	id=g:2361979
Boulli	id=g:2361980
Boulli	id=g:2361981
Boulli	id=g:2361982
Boulli	id=g:2361983
Boulli	id=g:2361984
Boulli	id=g:2361985
Boulli	id=g:2361986
Boulkom	id=g:2361987
Province du Boulkiemdé	id=g:2361988
Boulkènga	id=g:2361989
Boulissi	id=g:2361990
Boulirou	id=g:2361991
Boulin Kiéra	id=g:2361992
Boulin Bola	id=g:2361993
Boulinbé	id=g:2361994
Boulikièndi	id=g:2361995
Bouli	id=g:2361996
Bouli	id=g:2361997
Bouli	id=g:2361998
Bouli	id=g:2361999
Bouli	id=g:2362000
Bouli	id=g:2362001
Bouli	id=g:2362002
Boulgyè	id=g:2362003
Boulgué	id=g:2362004
Boulgué	id=g:2362005
Province du Boulgou	id=g:2362006
Boulgou	id=g:2362007
Boulga	id=g:2362008
Bouléma	id=g:2362009
Boulél Boué	id=g:2362010
Boulèl	id=g:2362011
Boulèl	id=g:2362012
Boulikéssi	id=g:2362013
Boulé	id=g:2362014
Boulé	id=g:2362015
Boulé	id=g:2362016
Boulé	id=g:2362017
Boulé	id=g:2362018
Boulbé	id=g:2362019
Boularé	id=g:2362020
Boulapoï	id=g:2362021
Boulemporo	id=g:2362022
Boulani	id=g:2362023
Boulala	id=g:2362024
Boula	id=g:2362025
Boukui	id=g:2362026
Bouktenga	id=g:2362027
Boukouma	id=g:2362028
Boukouma	id=g:2362029
Boukou	id=g:2362030
Boukou	id=g:2362031
Boukou	id=g:2362032
Boukou	id=g:2362033
Boukéro	id=g:2362034
Boukéré	id=g:2362035
Boukarou	id=g:2362036
Boukari	id=g:2362037
Bouinlé	id=g:2362038
Bouilio	id=g:2362039
Bouiga	id=g:2362040
Bouidi	id=g:2362041
Boui	id=g:2362042
Bouguiguiri	id=g:2362043
Bougpelsé	id=g:2362044
Bougousso	id=g:2362045
Bougouritenga	id=g:2362046
Province de la Bougouriba	id=g:2362047
Bougouriba	id=g:2362048
Bougouré	id=g:2362049
Bougouré	id=g:2362050
Bougouré	id=g:2362051
Bougouré	id=g:2362052
Bougoura	id=g:2362053
Bougoura	id=g:2362054
Bougounam Poalogo Gonga	id=g:2362055
Bougounam-Koudré	id=g:2362056
Bougounam Gonga	id=g:2362057
Bougounam	id=g:2362058
Bougoumtenga	id=g:2362059
Bougoumbarga	id=g:2362060
Bougoulom	id=g:2362061
Bougoulé	id=g:2362062
Bougoula	id=g:2362063
Bougoula	id=g:2362064
Bougoula	id=g:2362065
Bougoula	id=g:2362066
Bougou	id=g:2362067
Bouga	id=g:2362068
Bougué	id=g:2362069
Bougaratanga	id=g:2362070
Bouganyana	id=g:2362071
Boufian	id=g:2362072
Boufara	id=g:2362073
Bouéré	id=g:2362074
Bouèn-Yaga	id=g:2362075
Bouenkoubouga	id=g:2362076
Bouandé	id=g:2362077
Boué	id=g:2362078
Boudtenga	id=g:2362079
Boudri	id=g:2362080
Boudri	id=g:2362081
Boudou Oudoundou	id=g:2362082
Boudongho	id=g:2362083
Boudjadji	id=g:2362084
Boudiéri	id=g:2362085
Boudiédara	id=g:2362086
Boudéré	id=g:2362087
Boudaogo	id=g:2362088
Boudangou	id=g:2362089
Bouchouwilé	id=g:2362090
Boubwonli	id=g:2362091
Boubourou	id=g:2362092
Bouboulou	id=g:2362093
Boubou	id=g:2362094
Bouban	id=g:2362095
Bouba	id=g:2362097
Bouasso	id=g:2362098
Bouantenga	id=g:2362099
Bouankan	id=g:2362100
Bouanga	id=g:2362101
Bouang	id=g:2362102
Bouanékui	id=g:2362103
Bouandyaga	id=g:2362104
Bouandra	id=g:2362105
Bouan	id=g:2362106
Bouan	id=g:2362107
Forêt Classée de Bouahoun	id=g:2362108
Bouahoun	id=g:2362109
Bouaèla	id=g:2362110
Bouadi Sa	id=g:2362111
Bouabou	id=g:2362112
Bou	id=g:2362113
Bou	id=g:2362114
Bou	id=g:2362115
Bottogo	id=g:2362116
Botou	id=g:2362117
Botou	id=g:2362118
Botonou	id=g:2362119
Boto	id=g:2362120
Boto	id=g:2362121
Botédji	id=g:2362122
Boté	id=g:2362123
Bossoura	id=g:2362124
Bossora	id=g:2362125
Bossonguiri	id=g:2362126
Bossongri	id=g:2362127
Bossongari	id=g:2362128
Bossomnoré Rimaïbé	id=g:2362129
Bossomnoré	id=g:2362130
Bossomnomogo	id=g:2362131
Bossogo	id=g:2362132
Bosso	id=g:2362133
Bossien	id=g:2362134
Bossié	id=g:2362135
Bossèy Dogabé	id=g:2362136
Bossèydiabé	id=g:2362137
Bossèy Boubakari	id=g:2362138
Bossèy-Barabé	id=g:2362139
Bosségal	id=g:2362140
Bossébango	id=g:2362141
Bosongri	id=g:2362142
Bosé	id=g:2362143
Bosangré	id=g:2362144
Bogoya	id=g:2362145
Boroni	id=g:2362146
Boron	id=g:2362147
Boron	id=g:2362148
Boromossi	id=g:2362149
Boromo	id=g:2362150
Boromissi	id=g:2362151
Boromissi	id=g:2362152
Borogo	id=g:2362153
Borogo	id=g:2362154
Borodogo	id=g:2362155
Boro	id=g:2362156
Borma	id=g:2362157
Borko	id=g:2362158
Boriou	id=g:2362159
Boriogo	id=g:2362160
Borio	id=g:2362161
Borilli	id=g:2362162
Boriho	id=g:2362163
Bori	id=g:2362164
Borguiéndé	id=g:2362165
Borgané	id=g:2362166
Boré	id=g:2362167
Boré	id=g:2362168
Bopiel	id=g:2362169
Bopié	id=g:2362170
Bonzan	id=g:2362171
Bonyori	id=g:2362172
Bonyori	id=g:2362173
Bonyolo	id=g:2362174
Bontou	id=g:2362175
Bontou	id=g:2362176
Bontioli	id=g:2362177
Bontanmbima	id=g:2362178
Bonta	id=g:2362179
Bonsora	id=g:2362180
Bonsongari	id=g:2362181
Bonsoaga	id=g:2362182
Bonsiéga	id=g:2362183
Bonsié	id=g:2362184
Bonsera	id=g:2362185
Bonsaré	id=g:2362186
Bonro	id=g:2362187
Bompéla	id=g:2362188
Bompéla	id=g:2362189
Bonpé	id=g:2362190
Bonparé	id=g:2362191
Bonouo	id=g:2362192
Bonohoun	id=g:2362193
Bonogo	id=g:2362194
Bonkoulou	id=g:2362195
Bonkoulou	id=g:2362196
Bonkosséra	id=g:2362197
Bonkoré	id=g:2362198
Bonkonkoaga	id=g:2362199
Bonkongou	id=g:2362200
Bonko	id=g:2362201
Bonko	id=g:2362202
Bonissé	id=g:2362203
Boni	id=g:2362204
Bongou	id=g:2362205
Bongori	id=g:2362206
Bongola	id=g:2362207
Bongandé	id=g:2362208
Bonga	id=g:2362209
Bonga	id=g:2362210
Bonga	id=g:2362211
Bonfan	id=g:2362212
Bonéssen	id=g:2362213
Bondoura	id=g:2362214
Bondouména	id=g:2362215
Bondoukuy	id=g:2362216
Bondorola	id=g:2362217
Bondoména	id=g:2362218
Bondokui	id=g:2362219
Bondo	id=g:2362220
Bondimwana	id=g:2362221
Bondigui	id=g:2362222
Bondé	id=g:2362223
Bondani	id=g:2362224
Bonda	id=g:2362225
Bonboyèl	id=g:2362226
Bonboré	id=g:2362227
Bonbongou	id=g:2362228
Bonbofa	id=g:2362229
Bonbara	id=g:2362230
Bonba	id=g:2362231
Bonapio	id=g:2362232
Bonam	id=g:2362233
Bonam	id=g:2362234
Bona	id=g:2362235
Bona	id=g:2362236
Bon	id=g:2362237
Bomponi	id=g:2362238
Bomoï	id=g:2362239
Bombouéla	id=g:2362240
Bomboué	id=g:2362241
Bomborou	id=g:2362242
Bomboré	id=g:2362243
Bombara	id=g:2362244
Bombanyenga	id=g:2362245
Boman	id=g:2362246
Bolougban	id=g:2362247
Boloro	id=g:2362248
Bolontou	id=g:2362249
Bolongtonga	id=g:2362250
Bolomona	id=g:2362251
Bologo	id=g:2362252
Bologbé	id=g:2362253
Bolo	id=g:2362254
Bolo	id=g:2362255
Bolo	id=g:2362256
Bollé	id=g:2362257
Bollé	id=g:2362258
Bollé	id=g:2362259
Bollé	id=g:2362260
Bollaé	id=g:2362261
Bolgo	id=g:2362262
Boléna	id=g:2362263
Bolé	id=g:2362264
Bolé	id=g:2362265
Bolay	id=g:2362266
Bolaré	id=g:2362267
Bolanté	id=g:2362268
Bolanbar	id=g:2362269
Bolala	id=g:2362270
Bola Bolo	id=g:2362271
Bola	id=g:2362272
Bola	id=g:2362273
Bola	id=g:2362274
Bokwen	id=g:2362275
Bokui-Ouest	id=g:2362276
Bokui	id=g:2362277
Bokui	id=g:2362278
Bokui	id=g:2362279
Bokui	id=g:2362280
Bokui	id=g:2362281
Bokowen	id=g:2362282
Bokoro	id=g:2362283
Boko	id=g:2362284
Boko	id=g:2362285
Boko	id=g:2362286
Boken	id=g:2362287
Boken	id=g:2362288
Boken	id=g:2362289
Boken	id=g:2362290
Boken	id=g:2362291
Boken	id=g:2362292
Boken	id=g:2362293
Boken	id=g:2362294
Boken	id=g:2362295
Boké	id=g:2362296
Boka	id=g:2362297
Boin	id=g:2362298
Boin	id=g:2362299
Boillé	id=g:2362300
Boilguen	id=g:2362301
Bohui	id=g:2362302
Bohongou	id=g:2362303
Boho Kari	id=g:2362304
Boho Béréba	id=g:2362305
Boho	id=g:2362306
Boho	id=g:2362307
Boho	id=g:2362308
Bohira	id=g:2362309
Bohara	id=g:2362310
Boguèl Kara	id=g:2362311
Boguéli	id=g:2362312
Boguél Fassouré	id=g:2362313
Bogué	id=g:2362314
Bogué	id=g:2362315
Bogotombo	id=g:2362316
Boggol Diamni	id=g:2362317
Bogoden	id=g:2362318
Bogobéhéré	id=g:2362319
Bogo	id=g:2362320
Bogo	id=g:2362321
Boguèl	id=g:2362322
Bogandé	id=g:2362323
Bogaloura	id=g:2362324
Bogaloumo	id=g:2362325
Bogalénga	id=g:2362326
Bogadouga	id=g:2362327
Bogadèlbi	id=g:2362328
Boénessen-Petit	id=g:2362329
Bodyargou	id=g:2362330
Bodya	id=g:2362331
Bodovoni	id=g:2362332
Bamguél Bodié	id=g:2362333
Bodialindara	id=g:2362334
Bogden	id=g:2362335
Bodéol	id=g:2362336
Bamguél Bodé	id=g:2362337
Bodana	id=g:2362338
Bobounéléba	id=g:2362339
Boboragogo	id=g:2362340
Bobora	id=g:2362341
Bobora	id=g:2362342
Bobonon	id=g:2362343
Bobo-Dioulasso	id=g:2362344
Boboanga	id=g:2362345
Bobéta	id=g:2362346
Bobéra	id=g:2362347
Bobantchougou	id=g:2362348
Boau	id=g:2362349
Boassa	id=g:2362350
Boargou	id=g:2362351
Boaré	id=g:2362352
Boara	id=g:2362353
Boallé	id=g:2362354
Boalga	id=g:2362355
Boalen	id=g:2362356
Boalen	id=g:2362357
Boalé	id=g:2362358
Boala	id=g:2362359
Boala	id=g:2362360
Boala	id=g:2362361
Boaken	id=g:2362362
Boadèni	id=g:2362363
Boaboadyoari	id=g:2362364
Boa	id=g:2362365
Bô	id=g:2362366
Blio	id=g:2362367
Blétou	id=g:2362368
Bleni	id=g:2362369
Blédougou	id=g:2362370
Blé	id=g:2362371
Blari	id=g:2362372
Bladi	id=g:2362373
Bizigui	id=g:2362374
Biyou	id=g:2362375
Bittou	id=g:2362376
Bitté	id=g:2362377
Bitiako	id=g:2362378
Bitébaka	id=g:2362379
Bisso	id=g:2362380
Bissiri	id=g:2362381
Bissiri	id=g:2362382
Bissinga	id=g:2362383
Bissimila	id=g:2362384
Bissigay	id=g:2362385
Bissiguila	id=g:2362386
Bissigui	id=g:2362387
Bissigui	id=g:2362388
Bissigui	id=g:2362389
Bissiguen	id=g:2362390
Bissiguen	id=g:2362391
Forêt Classée de Bissiga	id=g:2362392
Bissiga	id=g:2362393
Bissiga	id=g:2362394
Bissiga	id=g:2362395
Bissiga	id=g:2362396
Bissiga	id=g:2362397
Bissiga	id=g:2362398
Bissiga	id=g:2362399
Bissia	id=g:2362400
Bisserké	id=g:2362401
Bissandérou	id=g:2362402
Bissan	id=g:2362403
Bissa	id=g:2362404
Bispalga	id=g:2362405
Bisnogo	id=g:2362406
Bisnaba	id=g:2362407
Bisma	id=g:2362408
Biska	id=g:2362409
Bisigui Yolgo	id=g:2362410
Bisigen	id=g:2362411
Bisiga	id=g:2362412
Biséga	id=g:2362413
Belhourou	id=g:2362414
Birou	id=g:2362415
Birou	id=g:2362416
Biron Marka	id=g:2362417
Biron Bobo	id=g:2362418
Birniolpori	id=g:2362419
Birkinao	id=g:2362420
Birigui Tèyga	id=g:2362421
Biriguima	id=g:2362422
Biribéna	id=g:2362423
Biri	id=g:2362424
Biri	id=g:2362425
Birgui	id=g:2362426
Birgui	id=g:2362427
Birgui	id=g:2362428
Birgou	id=g:2362429
Biré	id=g:2362430
Bira Gondogo	id=g:2362431
Birabodo	id=g:2362432
Bira	id=g:2362433
Biongo	id=g:2362434
Bion	id=g:2362435
Binvar	id=g:2362436
Binté	id=g:2362437
Binstéguéré	id=g:2362438
Binsigué	id=g:2362439
Binségué	id=g:2362440
Binsboumbou	id=g:2362441
Binsboumbou	id=g:2362442
Binogo	id=g:2362443
Binnguédougou	id=g:2362444
Binkili	id=g:2362445
Binjo	id=g:2362446
Biniko	id=g:2362447
Bini	id=g:2362448
Bini	id=g:2362449
Binguèl Dafédji	id=g:2362450
Binguèl Dafédji	id=g:2362451
Binguèl Balébilé	id=g:2362452
Binguel	id=g:2362453
Bïnguèl	id=g:2362454
Binguèl	id=g:2362455
Bingo	id=g:2362456
Bingo	id=g:2362457
Bingo	id=g:2362458
Bingo	id=g:2362459
Bingbéma	id=g:2362460
Bingbélé	id=g:2362461
Bingassa	id=g:2362462
Bingali	id=g:2362463
Binga	id=g:2362464
Bindowé	id=g:2362465
Bindougou	id=g:2362466
Bindoro	id=g:2362467
Bindogo	id=g:2362468
Bindogo	id=g:2362469
Bindogo	id=g:2362470
Bindogo	id=g:2362471
Bindogo	id=g:2362472
Bindéré	id=g:2362473
Bindéré	id=g:2362474
Bindé	id=g:2362475
Binbélinko	id=g:2362476
Binadèni	id=g:2362477
Bina	id=g:2362478
Bina	id=g:2362479
Bin	id=g:2362480
Bimé	id=g:2362481
Bembéla	id=g:2362482
Bimabidéni	id=g:2362483
Bilougou	id=g:2362484
Bilogotenga	id=g:2362485
Bilogo	id=g:2362486
Bilina	id=g:2362487
Biliga	id=g:2362488
Bilibalogo	id=g:2362489
Bilgou	id=g:2362490
Bilél Kédagou	id=g:2362491
Bilbalogo	id=g:2362492
Bilbalogo	id=g:2362493
Bilbalé	id=g:2362494
Bilatio	id=g:2362495
Bilanguen	id=g:2362496
Bilanga Yanga	id=g:2362497
Bilanga	id=g:2362498
Bilanga	id=g:2362499
Bilanbar	id=g:2362500
Bilambyoubilé	id=g:2362501
Bilakongo	id=g:2362502
Bilakoka	id=g:2362503
Bikatawa	id=g:2362504
Bihoun	id=g:2362505
Biguissi	id=g:2362506
Bigué	id=g:2362507
Bigou	id=g:2362508
Biforo	id=g:2362509
Biengane	id=g:2362510
Bielméra	id=g:2362511
Bielfadouo	id=g:2362512
Biéha	id=g:2362513
Biédogo	id=g:2362514
Bidougou	id=g:2362515
Bidiga	id=g:2362516
Bidibawoy	id=g:2362517
Bidi	id=g:2362518
Bidi	id=g:2362519
Bidi	id=g:2362520
Bida	id=g:2362521
Bichlinoré	id=g:2362522
Bibiou	id=g:2362523
Bibgou	id=g:2362524
Biba	id=g:2362525
Biassaga	id=g:2362526
Bial	id=g:2362527
Bezena	id=g:2362528
Bèybèy	id=g:2362529
Beun	id=g:2362530
Béto	id=g:2362531
Bétiessan	id=g:2362532
Bétaré	id=g:2362533
Béta	id=g:2362534
Bèstigré	id=g:2362535
Besséko	id=g:2362536
Béssé	id=g:2362537
Bésetenga	id=g:2362538
Bérsaga	id=g:2362539
Bérénkui	id=g:2362540
Bèrèkwè	id=g:2362541
Bérégadougou	id=g:2362542
Béréba	id=g:2362543
Béré	id=g:2362544
Béranga	id=g:2362545
Béquélé	id=g:2362546
Bèotenga	id=g:2362547
Béongourgou	id=g:2362548
Bénogo	id=g:2362549
Bénogo	id=g:2362550
Bennsé	id=g:2362551
Béniou	id=g:2362552
Béninséra	id=g:2362553
Bénié Tanga	id=g:2362554
Beniéné	id=g:2362555
Béni	id=g:2362556
Banh	id=g:2362557
Benguéden	id=g:2362558
Bengré	id=g:2362559
Bénéré	id=g:2362560
Bénéga	id=g:2362561
Bèné	id=g:2362562
Bèndogo	id=g:2362563
Bendogo	id=g:2362564
Bèndogo	id=g:2362565
Bèndogo	id=g:2362566
Bèndogo	id=g:2362567
Bendogo	id=g:2362568
Bénavéro	id=g:2362569
Bénatenga	id=g:2362570
Bénanso	id=g:2362571
Béna	id=g:2362572
Béna	id=g:2362573
Béna	id=g:2362574
Béna	id=g:2362575
Ban	id=g:2362576
Bemkoudougou	id=g:2362577
Bam	id=g:2362578
Béma	id=g:2362579
Belwo	id=g:2362580
Bélsa Kouy	id=g:2362581
Bèlliata	id=g:2362582
Bellaré Malbo	id=g:2362583
Bellaré Maga	id=g:2362584
Bèllaré	id=g:2362585
Bèllaré	id=g:2362586
Béllapoum	id=g:2362587
Bèlladiaoudi	id=g:2362588
Bélinkora	id=g:2362589
Bilinga	id=g:2362590
Bèlikya	id=g:2362591
Béli Baba	id=g:2362592
Béli Baba	id=g:2362593
Béli	id=g:2362594
Bèlgou	id=g:2362595
Bélogo	id=g:2362596
Belga	id=g:2362597
Bélèmbouliguen	id=g:2362598
Bélembaoguen	id=g:2362599
Bélél Démtou	id=g:2362600
Bélèl	id=g:2362601
Bèlèl	id=g:2362602
Béléhédé	id=g:2362603
Béléguenga	id=g:2362604
Bélédiam	id=g:2362605
Bélé Bindiri	id=g:2362606
Bélé Banguia	id=g:2362607
Bélé Amardiaré	id=g:2362608
Bélé	id=g:2362609
Bélé	id=g:2362610
Bélé	id=g:2362611
Beldiabé	id=g:2362612
Bélarkaré	id=g:2362613
Bellarė	id=g:2362614
Bélaherla	id=g:2362615
Bélégré	id=g:2362616
Békuy	id=g:2362617
Békui	id=g:2362618
Békoura	id=g:2362619
Békorologo	id=g:2362620
Béka	id=g:2362621
Bèiga	id=g:2362622
Béguintigui	id=g:2362623
Bégueumdré	id=g:2362624
Béguèmtigué	id=g:2362625
Béguédo	id=g:2362626
Bégouabéna	id=g:2362627
Begeuntiga	id=g:2362628
Béfoara	id=g:2362629
Bèfassi	id=g:2362630
Bèfasin	id=g:2362631
Béfala	id=g:2362632
Bédyamé	id=g:2362633
Bédougou	id=g:2362634
Bédari	id=g:2362635
Béchikopérou	id=g:2362636
Béboula	id=g:2362637
Bébéré	id=g:2362638
Bebda	id=g:2362639
Bèbtenga	id=g:2362640
Béanna	id=g:2362641
Bazoulé	id=g:2362642
Bazilakoa	id=g:2362643
Province du Bazèga	id=g:2362644
Bazéga	id=g:2362645
Bazanwara	id=g:2362646
Bazan	id=g:2362647
Baylaré	id=g:2362648
Bayiri	id=g:2362649
Bayendéfoulgo	id=g:2362650
Bayeldo	id=g:2362651
Bayé	id=g:2362652
Ba Yangasso	id=g:2362653
Bayalongo	id=g:2362654
Bayalo	id=g:2362655
Bawango	id=g:2362656
Bavilè	id=g:2362657
Baviguékaha	id=g:2362658
Batyèmina	id=g:2362659
Batono	id=g:2362660
Batondo	id=g:2362661
Batiyiri	id=g:2362662
Batiti	id=g:2362663
Bâtinga	id=g:2362664
Batié Nord	id=g:2362665
Batiéni	id=g:2362666
Batiélé	id=g:2362667
Batié Blé	id=g:2362668
Batié	id=g:2362669
Batibogou	id=g:2362670
Batibogou	id=g:2362671
Batiara	id=g:2362672
Batenga	id=g:2362673
Batanga	id=g:2362674
Batakolo	id=g:2362675
Batagné	id=g:2362676
Batabogou	id=g:2362677
Basziri	id=g:2362678
Basziri	id=g:2362679
Bastioua	id=g:2362680
Basszaïda	id=g:2362681
Basson	id=g:2362682
Bassomkoukouri	id=g:2362683
Bassiyam	id=g:2362684
Bassinsa	id=g:2362685
Bassinam	id=g:2362686
Bassibédo	id=g:2362687
Bassia	id=g:2362688
Bassi	id=g:2362689
Basséra	id=g:2362690
Bassénéré	id=g:2362691
Bassema	id=g:2362692
Basséloko	id=g:2362693
Basséko	id=g:2362694
Bassébétenga	id=g:2362695
Bassé	id=g:2362696
Bassaouassa	id=g:2362697
Bassawarga	id=g:2362698
Bassata	id=g:2362699
Bassangoro	id=g:2362700
Bassanga	id=g:2362701
Bassana	id=g:2362702
Bassan	id=g:2362703
Bassan	id=g:2362704
Basnéré	id=g:2362705
Basnéré	id=g:2362706
Basma	id=g:2362707
Baskouré	id=g:2362708
Baskouré	id=g:2362709
Baskounda	id=g:2362710
Baskoudré	id=g:2362711
Baskouda	id=g:2362712
Baskorma	id=g:2362713
Baskondo	id=g:2362714
Basinga	id=g:2362715
Basinènè	id=g:2362716
Basiéi	id=g:2362717
Basgana	id=g:2362718
Basèotenga	id=g:2362719
Basbyédo	id=g:2362720
Basbèdo	id=g:2362721
Basbédo	id=g:2362722
Basantenga	id=g:2362723
Basanam	id=g:2362724
Basambougou	id=g:2362725
Basabéga	id=g:2362726
Baryou	id=g:2362727
Bartyaga	id=g:2362728
Bartorogo	id=g:2362729
Bartibougou	id=g:2362730
Bartibougou	id=g:2362731
Bartera	id=g:2362732
Bartenga	id=g:2362733
Barssé	id=g:2362734
Barsalogo	id=g:2362735
Barsabologo	id=g:2362736
Barsa	id=g:2362737
Forêt Classée du Barrage	id=g:2362738
Barolé	id=g:2362739
Barogo	id=g:2362740
Barogo	id=g:2362741
Baro	id=g:2362742
Barnoro	id=g:2362743
Barma	id=g:2362744
Barma	id=g:2362745
Barlé	id=g:2362746
Barlé	id=g:2362747
Barlé	id=g:2362748
Barlé	id=g:2362749
Barlara	id=g:2362750
Barla	id=g:2362751
Barkwitenga	id=g:2362752
Barkoura	id=g:2362753
Barkoura	id=g:2362754
Barkoundouba	id=g:2362755
Barkéa	id=g:2362756
Barkana	id=g:2362757
Baripoa	id=g:2362758
Baringira	id=g:2362759
Barihiri	id=g:2362760
Bariéra	id=g:2362761
Baribsi	id=g:2362762
Baribsi	id=g:2362763
Baribsi	id=g:2362764
Bari	id=g:2362765
Bargo	id=g:2362766
Bargo	id=g:2362767
Bargo	id=g:2362768
Barglinsé	id=g:2362769
Bargaré	id=g:2362770
Bargabouga	id=g:2362771
Barga	id=g:2362772
Barga	id=g:2362773
Baren	id=g:2362774
Baré	id=g:2362775
Baré	id=g:2362776
Bardyiwari	id=g:2362777
Barbé	id=g:2362778
Baraptenga	id=g:2362779
Barao	id=g:2362780
Barani	id=g:2362781
Bangré	id=g:2362782
Barana	id=g:2362783
Baramiougou	id=g:2362784
Baraliyiri	id=g:2362785
Baraléongo	id=g:2362786
Baralé	id=g:2362787
Barakyengo	id=g:2362788
Barakyemdé Bangari	id=g:2362789
Barakui	id=g:2362790
Barakpéré	id=g:2362791
Baraboulé	id=g:2362792
Baraboulé	id=g:2362793
Bara	id=g:2362794
Forêt Classée de Baporo	id=g:2362795
Baplakola	id=g:2362796
Bapla	id=g:2362797
Baouiga	id=g:2362798
Baougou Poré	id=g:2362799
Baougen	id=g:2362800
Baouèné	id=g:2362801
Baoudoumboen	id=g:2362802
Baopendi	id=g:2362803
Baongué	id=g:2362804
Baongo	id=g:2362805
Baola	id=g:2362806
Baodogo	id=g:2362807
Bao	id=g:2362808
Banzo	id=g:2362810
Banzani	id=g:2362811
Banwomo	id=g:2362812
Bantouani	id=g:2362813
Bantolé	id=g:2362814
Bantougdo	id=g:2362815
Banté	id=g:2362816
Banta	id=g:2362817
Bansigui	id=g:2362818
Forêt Classee de Bansié	id=g:2362819
Banpourounga	id=g:2362820
Banpon	id=g:2362821
Banpolé	id=g:2362822
Banou Yao	id=g:2362823
Banounou	id=g:2362824
Banoumba	id=g:2362825
Banouila	id=g:2362826
Bonvalé	id=g:2362827
Banou	id=g:2362828
Banou	id=g:2362829
Banou	id=g:2362830
Banon	id=g:2362831
Banogo	id=g:2362832
Bannsyaga	id=g:2362833
Bannho	id=g:2362834
Banmwanou	id=g:2362835
Banmkok Kyaro	id=g:2362836
Banmbili	id=g:2362837
Banmbé	id=g:2362838
Banlo	id=g:2362839
Bankui	id=g:2362840
Bankoura	id=g:2362841
Bankoumani	id=g:2362842
Bankoumani	id=g:2362843
Bankouman	id=g:2362844
Bankouma	id=g:2362845
Bankouma	id=g:2362846
Bankorosso Gamadou	id=g:2362847
Bankoni	id=g:2362848
Bankatatougou	id=g:2362849
Bankandi	id=g:2362850
Baniri	id=g:2362852
Banipoulé	id=g:2362853
Baniou	id=g:2362854
Baniotenga	id=g:2362855
Baniossori	id=g:2362856
Banindyididouana	id=g:2362857
Banika	id=g:2362858
Baniara	id=g:2362859
Baniaba	id=g:2362860
Bania	id=g:2362861
Bani	id=g:2362862
Bani	id=g:2362863
Bani	id=g:2362864
Bani	id=g:2362865
Banhounou	id=g:2362866
Banhié	id=g:2362867
Bangassi	id=g:2362868
Ban	id=g:2362869
Banguissamé	id=g:2362870
Banguiou	id=g:2362871
Bangassomba	id=g:2362872
Banguèmsom	id=g:2362873
Banguéma	id=g:2362874
Banguèl Dao	id=g:2362875
Bangrézanga	id=g:2362876
Bangré	id=g:2362877
Bangozougou	id=g:2362878
Bangoué	id=g:2362879
Bangonadji	id=g:2362880
Bango Mossi	id=g:2362881
Bango Béro	id=g:2362882
Bango	id=g:2362883
Bango	id=g:2362884
Bango	id=g:2362885
Bango	id=g:2362886
Bango	id=g:2362887
Bangnésomé	id=g:2362888
Bangèl	id=g:2362889
Bangbé Térbi	id=g:2362890
Bangay	id=g:2362891
Bangataka	id=g:2362892
Bangassoko	id=g:2362893
Bangassi	id=g:2362894
Bangassi	id=g:2362895
Bangassé	id=g:2362896
Bangassé	id=g:2362897
Bangari	id=g:2362898
Bangaré	id=g:2362899
Bangao	id=g:2362900
Bangao	id=g:2362901
Banga Boulla	id=g:2362902
Bangaba	id=g:2362903
Bamga	id=g:2362904
Banga	id=g:2362905
Banga	id=g:2362906
Banfoulagué	id=g:2362907
Falaise de Banfora	id=g:2362908
Banfora	id=g:2362909
Banemba	id=g:2362910
Banébira	id=g:2362911
Bané	id=g:2362912
Bané	id=g:2362913
Bandougou	id=g:2362914
