Kūh-e Lāmīsh	id=g:6875556
Pāsgāh-e Moḩīt Bānī-ye Sefīd Āb	id=g:6904704
Cheshmeh-ye Āb-e Qandī	id=g:6904705
Cheshmeh-ye Āb-e Derāz	id=g:6904706
Cheshmeh-ye Panbeh	id=g:6904707
Rūdkhāneh-ye Shekar Āb	id=g:6904708
Hamvār Nesā’ Sīāh Kūh	id=g:6904709
Qal‘eh-ye Ḩowẕ	id=g:6904710
Jāddeh-ye Kandeh Kesh	id=g:6904711
Hamvār Nesā’-e Sīāh Kūh	id=g:6904712
Cheshmeh-ye Āb Geleh	id=g:6904713
Tangeh-ye Sabz	id=g:6904714
Cheshmeh-ye Zanbūrī	id=g:6904715
Shūr Āb-e Kāz̧em Khānī	id=g:6904716
Hamvār Sīneh Shekar Āb	id=g:6904717
Lekāb	id=g:6904718
Sambakhā	id=g:6904719
Cheshmeh-ye Lekāb	id=g:6904720
Band-e Godār Ţāqī	id=g:6904721
Darvāzeh-ye Sefīd Āb	id=g:6904722
Kūh-e Cheshmeh Kharī	id=g:6904723
Kārvānsarā-ye ‘Eyn or Rashīd	id=g:6904724
Cheshmeh-ye Sorkh	id=g:6904725
Cheshmeh-ye Bādāmī	id=g:6904726
Cheshmeh-ye Bozī	id=g:6904727
Cheshmeh-ye Mārī	id=g:6904728
Bābā Hemmat	id=g:6904729
Kūh-e Ghadīr Asb	id=g:6904730
Kūh-e Sangāb-e Vaḩsh	id=g:6904731
Gardaneh-ye Gol-e Sorkh	id=g:6904732
Tappehhā-ye Taleh Yūr	id=g:6904733
Kārvānsarā-ye ‘Abbāsī	id=g:6904734
Chāhgol	id=g:6904735
Mīr Moḩammad	id=g:6904736
Lāvar Aḩmadī	id=g:6904737
Ajrī	id=g:6904738
Bāmbarū	id=g:6904739
Gowd	id=g:6904740
Vahn	id=g:6904741
Jafīr	id=g:6904742
Om ol Jatān	id=g:6904743
‘Eyn os Sādāt	id=g:6904744
Dozdāneh	id=g:6904745
Nahīr	id=g:6904746
Azmīnū	id=g:6904747
Nakhīleh	id=g:6904748
Vajj Vajj	id=g:6904749
Chāh-e Gol	id=g:6904750
Aḩmad ‘Arab	id=g:6904751
Garī	id=g:6904752
Kūh-e Nar	id=g:6904753
Rūdkhāneh-ye Khvor	id=g:6904754
Khvor-e Ālpī	id=g:6904755
Kūh-e Mādeh	id=g:6904756
Khvor-e Sangī-ye Kūchek	id=g:6904757
Khvor-e Bozorg	id=g:6904758
Nakhl-e Taqī	id=g:6904759
Zīāratgāh-e Sheykh Nāşer	id=g:6904760
Hāleh	id=g:6904761
Hāleh-ye Shomālī	id=g:6904762
Gorūhhā-ye Entez̧āmī ‘Asalūyeh	id=g:6904763
Gomrok	id=g:6904764
Emāmzādeh Shāh Jalal od Din	id=g:6904765
Forūdgāh-e ‘Asalūyeh	id=g:6904766
Chāh-e Ebrāhīmī	id=g:6904767
Dark	id=g:6904768
Tonbag	id=g:6904769
Cheshmeh-ye Ābegarm	id=g:6904770
Tall Pīr	id=g:6906424
Tī Bast	id=g:6906425
Rangī	id=g:6906426
Tehrān	id=g:6906427
Mazrā	id=g:6906428
Dekū	id=g:6906429
Solţān Pīr-e Gheyb	id=g:6906430
Kūr Boland	id=g:6906431
Qarkhānī	id=g:6906432
Madī	id=g:6906433
Naramdū	id=g:6906434
Pīr Kenārī	id=g:6906435
Rūdkhāneh-ye Shūr	id=g:6906436
Mokhtār Khānlū	id=g:6906437
Rūdkhāneh-ye Gozīvar	id=g:6906438
Pesh Khvor	id=g:6906439
Būl Vard	id=g:6906440
Gholāmābād	id=g:6906441
Tang Shūl	id=g:6906442
Tang Mehr-e Jonūbī	id=g:6906443
Tang Mehr-e Shomālī	id=g:6906444
Zāyeshgāh-e Fāţemeh-ye Zahrā	id=g:6906445
Emāmzādeh Shāh Bāqer	id=g:6906446
Marghūn	id=g:6906447
Bīdū	id=g:6906448
‘Āmerī	id=g:6906449
Ḩājjīābād	id=g:6906450
Ḩoseynābād	id=g:6906451
Palangī	id=g:6906452
Anjīrband	id=g:6906453
Padūyyeh	id=g:6906454
Zīāratgāh-e Seyyed Hāshemī	id=g:6906455
Emāmzādeh Sabzpūsh	id=g:6906456
Khvorūyeh	id=g:6906457
Sar Cheshmeh	id=g:6906458
Chāh-e Gāz Varāvī	id=g:6906459
Zīāratgāh-e Bī Bī Dokhtar	id=g:6906460
Zīāratgāh-e Shāh Seyfollāh	id=g:6906461
Rūdkhāneh-ye Delvār-e Abū Ḩanā	id=g:6906462
Nargesī	id=g:6906463
Ābrūd	id=g:6906464
Nāchār	id=g:6906465
Bon Dow	id=g:6906466
Kūh-e Bandū	id=g:6906467
Bon Karū	id=g:6906468
Tavakkol	id=g:6906469
Ḩājjī Mūrū	id=g:6906470
Lāvardeh	id=g:6906471
Cheshmeh Ḩeyvānī	id=g:6906472
Khalīj-e Fārs	id=g:6906473
Lord Kūh	id=g:6906474
Shahrak-e Emām	id=g:6906475
Chāh Konārdūn	id=g:6906476
Chāh Khāşeh	id=g:6906477
Deh-e Bālā	id=g:6906478
Baleh Kareh	id=g:6906479
Kūh-e Seh Kūch	id=g:6906480
Rūdkhāneh-ye Chek Chek	id=g:6906481
Chāh Bārīk	id=g:6906482
Chek Chek	id=g:6906483
Moshgāvīz	id=g:6906484
Dam Kūh	id=g:6906485
Rūdkhāneh-ye Khalāl	id=g:6906486
Emāmzādeh Pīr-e Gheyb	id=g:6906487
Ḩoseynābād	id=g:6906488
Kharbū	id=g:6906489
Kūh-e Sarū	id=g:6906490
Gāv Kān	id=g:6906491
Kūrū	id=g:6906492
Mastī	id=g:6906493
Dasht Shūr	id=g:6906494
Seyf od Dīnī	id=g:6906495
Sūmattū	id=g:6906496
Chameh Gorgī	id=g:6906497
Rūdkhāneh-ye Shūr	id=g:6906498
Rūdkhāneh-ye Dār ol Mīzān	id=g:6906499
Dasht-e Lār	id=g:6907055
Tang-e ‘Olyā	id=g:6907056
Mazrā	id=g:6907057
Qalamdān	id=g:6907058
Zākhrūyeh-ye Soflá	id=g:6907059
Sarafzar	id=g:6907060
Āb Kenārī	id=g:6907061
Khvosh Āb	id=g:6907062
Khvosh Āb	id=g:6907063
Darvīsh Moḩammad	id=g:6907064
Darvīsh Moḩammad	id=g:6907065
Emāmzādeh Shāh Manşūr	id=g:6907066
Jalālī	id=g:6907067
Dīmeh Sorkh	id=g:6907068
Ābtakī	id=g:6907069
Delkhvosh	id=g:6907070
Darreh-ye Delkhvosh	id=g:6907071
Emāmzādeh Shāh Ebrāhīm	id=g:6907072
Bāgh-e Vahn	id=g:6907073
Bekū	id=g:6907074
Ābḩal	id=g:6907075
Meydānak	id=g:6907076
Bīsheh Zard	id=g:6907077
Emāmzādeh-ye Pīr-e Now	id=g:6907078
Tang-e Soflá	id=g:6907079
Gonalābād	id=g:6907080
Zaynābād	id=g:6907081
Sar-e Chāh	id=g:6907082
Mazra‘eh-ye Pahn	id=g:6907083
Ḩājjīābād	id=g:6907084
Chamkūr	id=g:6907085
Zākhrūn	id=g:6907086
Kūh-e Nareh	id=g:6907087
Emāmzādeh Shāh Abū ol Qāsem	id=g:6907106
Darb	id=g:6907107
Pūzeh Ghalāt	id=g:6907108
Dasht-e Sīāh	id=g:6907109
Tangeh-ye Shahīd	id=g:6907110
Bānd-e Helīkūpter	id=g:6907111
Zaynābād	id=g:6907112
Kūh-e Sefīd	id=g:6907113
Bāgh-e Dāman	id=g:6907114
Chakāb	id=g:6907115
Anbār-e ‘Ashāyer	id=g:6907116
Lavār Bāgh	id=g:6907117
Rūdkhāneh-ye Shūr	id=g:6907118
Charkhāb	id=g:6907119
Qarah Qūzī	id=g:6907120
Gāp Kāl	id=g:6907121
Galleh Dānī	id=g:6907122
Qal‘eh-ye Ḩamzeh Khānī	id=g:6907123
Emāmzādeh Āqām Sheykh ‘Alī	id=g:6907124
Bīd Zardī	id=g:6907125
Emāmzādeh Pīr Ḩājjī	id=g:6907126
Qal‘eh-ye Sefīd	id=g:6907127
Rūdkhāneh-ye Hangām	id=g:6907128
Darreh-ye Tūf	id=g:6907129
Pas Mollā	id=g:6907130
Kūh-e Āb Shīrīn	id=g:6907131
Āb Shīrīn	id=g:6907132
Emāmzādeh Pīr-e Gheyb	id=g:6907133
Pīr-e Gheyb	id=g:6907134
Kūh-e Ḩalvā’ī	id=g:6907135
Sīneh Sefīd	id=g:6907136
‘Abbāsābād	id=g:6907137
Galleh Dānī	id=g:6907138
Emāmzādeh Mīr Shohadā	id=g:6907139
Kūh-e Dehqān	id=g:6907140
Ḩājj Şādeqī	id=g:6907141
Nowābād	id=g:6907142
Sar Qanāt-e Nowābād	id=g:6907143
Emāmzādeh Lūs	id=g:6907144
Lūs	id=g:6907145
Ţūl-e Derāz	id=g:6907146
Emāmzādeh Shāh Faẕl ol ‘Abbās	id=g:6907147
Rūdkhāneh-ye Ḩājjīābād	id=g:6907148
Rūdkhāneh-ye Qarah Qūzī	id=g:6907149
Rūdkhāneh-ye Bīd Zard	id=g:6907150
Najmābād	id=g:6907151
Rūdkhāneh-ye Pāgoz̄āreh	id=g:6907152
Sar Bīsheh	id=g:6907153
Pānīseh	id=g:6907154
Kūh-e Sormeh	id=g:6907155
Kūh-e Rokbāshī	id=g:6907156
Berkeh Ābī	id=g:6907157
Emām-e Ẕāmen	id=g:6907772
Anjareh	id=g:6907773
Gowd Āb-e Shalū	id=g:6907774
Tang-e Rīz	id=g:6907775
Kārkhāneh-ye Golābgīrī	id=g:6907776
Seyyed Ḩoseyn-e Qīā	id=g:6907777
Seyyed Şāleḩ	id=g:6907778
Seyyed Ḩasan	id=g:6907779
Gonak-e Pā’īn	id=g:6907780
Āqā Shahīd	id=g:6907781
Seyyed Abū ‘Alī	id=g:6907782
Shāh Towlī	id=g:6907783
Gonak-e Bālā	id=g:6907784
Qadamgāh-e Amīr ol Mow‘menīn	id=g:6907785
Amīr Sālārī	id=g:6907786
Bāgh-e Shahr Jūn	id=g:6907787
Seyyed Mo‘allem	id=g:6907788
Haft Chāh-e Āb	id=g:6907789
Bīd Shahrak	id=g:6907790
Qalāt-e Zangūyeh	id=g:6907791
Tang-e Fa‘leh	id=g:6907792
Chāh-e Kaparak	id=g:6907793
Tang-e Āqā Khānī	id=g:6907794
Āb Bīdak	id=g:6907795
Tang-e Gap	id=g:6907796
Kūh-e Āb ‘Arāq	id=g:6907797
Āb ‘Arāq	id=g:6907798
Sūzū	id=g:6907799
Emāmzādeh Ḩabīb	id=g:6907800
Tang-e Dowḩū	id=g:6907801
Āb-e Qalāt	id=g:6907802
Āqā Seyyed Moḩammad	id=g:6907803
Shāh Qāsem	id=g:6907804
Kūh-e Sūr	id=g:6907805
Zīāratgāh-e Shāh-e ‘Alamdār	id=g:6907806
Shāhzādeh ‘Abd oţ Ţayef	id=g:6907807
Gowd-e Zāgh	id=g:6907808
Kūh-e Reykān	id=g:6907809
Āb-e Nahrīz	id=g:6907810
Ḩalīmeh Khātūn	id=g:6907811
Zīāratgāh-e Qabā Sabz	id=g:6907812
Āb-e Anjīr	id=g:6907813
Emāmzādeh Panj Shīr	id=g:6907814
Āb Sar Khān	id=g:6907815
Kenārdān	id=g:6907816
Āb Shīrīn	id=g:6907817
Khānī Āb	id=g:6907818
Dozd Kūh	id=g:6907819
Jabal-e Anārūyeh	id=g:6907820
Masjed-e Abū ol Faẕl	id=g:6907821
Emāmzādeh Solţān-e Gheyb	id=g:6907822
Emāmzādeh Seyyed Qāsem	id=g:6907823
Fatḩābād-e ‘Arab	id=g:6907824
Pāsgāh-e Nirūha-ye Entez̧āmī-ye Emāmzādeh	id=g:6907825
Shākhonak	id=g:6907826
Jabal-e Anārūyeh	id=g:6907827
Tang-e Nārī	id=g:6907828
Shāh Gheyb	id=g:6907829
Ebrāhīmābād	id=g:6907830
Seyyed ‘Emādīn	id=g:6907831
Sa‘ādatābād	id=g:6907832
Rūdkhāneh-ye Tangāb	id=g:6907833
Qal‘eh-ye Dokhtar	id=g:6907834
Qadamgāh-e Ḩaẕrat-e Kheẕr	id=g:6907835
Key Zarrīn	id=g:6907836
Seyyed Aḩmad	id=g:6907837
Bāgh-e Manşūrī	id=g:6907838
Emāmzādeh Esmā‘īl	id=g:6907839
Shāh Ḩeydar	id=g:6907840
Emāmzādeh ‘Alī	id=g:6907841
Shāh Abū ol Qāsem	id=g:6907842
Emāmzādeh Ja‘far	id=g:6907843
Emāmzādeh Esmā‘īl	id=g:6907844
Bībī Hūr	id=g:6907845
Nāşerābād	id=g:6907846
Kūh-e Rowshanā’ī	id=g:6907847
Seh Shakhşūn	id=g:6907848
Sar Tol	id=g:6907849
Shāhzādeh Ḩoseyn	id=g:6907850
Sar Tol	id=g:6907851
Qarah Āghāj	id=g:6907852
Jamālābād	id=g:6907853
Kārkhāneh-ye Golāb	id=g:6907854
Kūh-e Qalāt	id=g:6907855
Dotow-ye Amīr Sālār	id=g:6907856
Shāh Abū ol Qāsem	id=g:6907857
Seyyed ‘Alī Ja‘far	id=g:6907858
Emāmzādeh Ebrāhīm	id=g:6907859
Bībī Nūr	id=g:6907860
Sīr Bānū	id=g:6909469
Kūh-e Bīd Şandal	id=g:6909470
Bīd Şandal	id=g:6909471
Kūh-e Barbarī	id=g:6909472
Tang-e Qārchī	id=g:6909473
Tang-e Jazī	id=g:6909474
Kūh-e Mūsá Khānī	id=g:6909475
Tang-e Rīvāseh	id=g:6909476
Shāhmūr	id=g:6909477
Tang-e Farākh	id=g:6909478
Kūh-e Mūsá Khānī	id=g:6909479
Āq Cheshmeh	id=g:6909480
Rūdkhāneh-ye Sūbtan	id=g:6909481
Sar Ţavīleh	id=g:6909482
Solţān Seyyed ‘Alī	id=g:6909483
Gowdāl Āb	id=g:6909484
Reẕāābād	id=g:6909485
Shāhzādeh Qāsem	id=g:6909486
Kūh-e Sīāh	id=g:6909487
Tang-e Khoshk	id=g:6909488
Kūh-e Kalleh Bādī	id=g:6909489
Kūh-e Dar Jangān	id=g:6909490
Darreh-ye Gerdū	id=g:6909491
Ḩoseynābād	id=g:6909492
Abū ol Mehdī	id=g:6909493
Emāmzādeh ‘Aqīl	id=g:6909494
Kūh-e Bīdak	id=g:6909495
Kūh-e Pīāzī	id=g:6909496
Pāsgāh-e Nājā	id=g:6909497
Kūh-e Golī Āb	id=g:6909498
Manşūrābād	id=g:6909499
Kūh-e Dālī	id=g:6909500
Dasht Bāl	id=g:6909501
Kāz̧emīyeh	id=g:6909502
Sīdān	id=g:6909503
Gardaneh-ye Do Shāhī	id=g:6909504
Bāgh-e Darūdī	id=g:6909505
Pol-e Shohadā-ye Abraj	id=g:6909506
Zaynābād	id=g:6909507
Qaşr od Dasht-e Bālā’ī	id=g:6909508
Nīk Bonyād va Pesarān	id=g:6909509
Tang-e Bāgh-e Vaḩsh	id=g:6909510
Cheshmeh-ye Bāgh-e Vaḩsh	id=g:6909511
Shāhī Jān	id=g:6909512
Solţān Mīr Ḩāḩeb	id=g:6909513
Sherkat-e Negārestān	id=g:6909514
Esmā‘īlābād	id=g:6909515
Sherkat-e Khārā	id=g:6909516
Kheẕer Zendeh	id=g:6909517
Ḩaẕrat-e Ayyūb-e Nabī	id=g:6909518
Ḩaẕrat-e Bībī Raḩīmeh	id=g:6909519
Tolombeh-ye Behbahānī	id=g:6909520
Dāneshkadeh-ye Keshāvarzī-ye Marvdasht	id=g:6909521
Shālīkūbī-ye Marzebān	id=g:6909522
Seyyed Moḩammad	id=g:6909523
Mazra‘eh-ye Moḩarrer	id=g:6909524
Kūh-e Sa‘ādatābād	id=g:6909525
Gowd-e Gīreh	id=g:6909526
Mazra‘eh-ye ‘Abdollāh	id=g:6909527
Tolombeh-ye Rāfī‘ī	id=g:6909528
Bahrehmandjū	id=g:6909529
Seyyedābād	id=g:6909530
Tolombeh-ye Zāre‘	id=g:6909531
Tolombeh-ye Forūtan Nezhād	id=g:6909532
Ḩājj Moḩammad ‘Alī	id=g:6909533
Cheshmeh-ye Bozorg	id=g:6909534
Cheshmeh-ye Kūchek	id=g:6909535
Rūdkhāneh-ye Tīr-e Bāgh	id=g:6909536
Kūh-e Mālīcheh	id=g:6909537
Darreh-ye Balūţī	id=g:6909538
Tang-e Jowshat	id=g:6909539
Kūh-e Qalāt	id=g:6909540
Kūh-e Bīd Sīr	id=g:6909541
Gāvarūn	id=g:6909542
Tang-e Gāvrūran	id=g:6909543
Sahlābād-e Abraj	id=g:6909544
Sahlābād-e Abraj	id=g:6909545
Bāgh-e Ḩamīdī	id=g:6909546
Emāmzādeh Esḩāq	id=g:6909547
Tang-e Bāghī	id=g:6909548
Gol Makān-e Soflá	id=g:6909549
Tang-e Gol Makān	id=g:6909550
Kūh-e Baghalī Bīdū	id=g:6909551
Kūh-e Kamar Sīāh	id=g:6909552
Kūh-e Takhteh	id=g:6909553
Tang-e Maḩmūd	id=g:6909554
Tang-e Zendān	id=g:6909555
Tang-e Ḩoseyn	id=g:6909556
Kūh-e Estakhr	id=g:6909557
Cheshmeh ‘Alī	id=g:6909558
Mazra‘eh-ye Karīmī	id=g:6909559
Mazra‘eh-ye Zamānī	id=g:6909560
Pol-e Now	id=g:6909561
Bāgh-e Qalam Farsā	id=g:6909562
Shahrak-e Ţāleqānī	id=g:6909563
Cheshmeh-ye Nāderī	id=g:6909564
Raḩmānābād	id=g:6909565
Pūzeh-ye Jīk Jīkī	id=g:6909566
Darreh-ye Kamar Zard	id=g:6909567
Rāsā	id=g:6909568
Kāz̧emābād	id=g:6909569
Zīāratgāh-e Shāh Najaf	id=g:6909570
Shahrak-e Shahīd Moţahharī	id=g:6909571
Āhakī	id=g:6909572
Cheshmeh-ye Kar ‘Alī	id=g:6909573
Bīd Targāh	id=g:6909574
Shahrak-e Mīān Rūd	id=g:6909575
Chāh Qermez	id=g:6909576
Tall-e Gorāzī	id=g:6909577
Gowd-e Kangarī	id=g:6909578
Tang-e Anjīr	id=g:6909579
Dasht Mīsh	id=g:6909580
Kūh-e Anjīrī	id=g:6909581
Kūh-e Ghūreh Dān	id=g:6909582
Rūdkhāneh-ye Ghūreh Dān	id=g:6909583
Darreh-ye Sīāh Chāk	id=g:6909584
Emāmzādeh Esmā‘īl	id=g:6909585
Darreh-ye Pāband	id=g:6909586
Kūh-e Eskeneh	id=g:6909587
Cheshmeh-ye Bāgh Jamāl	id=g:6909588
Kūh-e Kabkī	id=g:6909589
Cheshmeh-ye Khūnī	id=g:6909590
Tang-e Kāmāhī	id=g:6909591
Kūh-e Cheshmeh Khūnī	id=g:6909592
Tall-e Gandalī	id=g:6909593
Tall-e Polū’ī	id=g:6909594
Tall-e Khereft Khūneh	id=g:6909595
Tall Qal‘eh	id=g:6909596
Bīābūnī	id=g:6909597
Darreh-ye Āb Bīābūnī	id=g:6909598
Kardān Dān	id=g:6909599
Tang-e Farāgh	id=g:6909600
Tang-e Bārīk	id=g:6909601
Tang-e Qolī Koshteh	id=g:6909602
Pūzeh-ye Bādāmī	id=g:6909603
Tangeh-ye Seyyed Moḩammad	id=g:6909604
Gardaneh Bazan	id=g:6909605
Tang-e Khersī	id=g:6909606
Tang-e Ţāqī	id=g:6909607
Tang-e Palangī	id=g:6909608
Kūh-e Kal Chāh-e Khersī	id=g:6909609
Emāmzādeh Ẕādeq	id=g:6909610
Ḩoseyne Ben ‘Alī	id=g:6909611
Kūh-e Bādāmī	id=g:6909612
Chahār Tang	id=g:6909613
‘Alī Gerd	id=g:6909614
Ţarnās	id=g:6909615
Kūh-e Kar Sīmā	id=g:6909616
Nokhvodzār	id=g:6909617
Kūh-e Qerqereh	id=g:6909618
Kārkhāneh-ye Sīmān-e Ābādeh	id=g:6909619
Kafeh Dīn-e Qeyjī	id=g:6909620
Chehel Zar‘ī	id=g:6909621
Kūh-e Dahaneh Qārqārī	id=g:6909622
Shīb Kūh	id=g:6909623
Cheshmeh-ye Bīd Bīdak	id=g:6909624
Cheshmeh-ye Senjedī	id=g:6909625
Kūh-e Farkhāsh	id=g:6909626
Kūh-e Senjedī	id=g:6909627
Tang Tanūr	id=g:6909628
Kūh-e Yāl Kharī	id=g:6909629
Cheshmeh Bīd	id=g:6909630
Cheshmeh Pahn	id=g:6909631
Ḩasanābād	id=g:6909632
Āb Jārū	id=g:6909633
Sar Dasht	id=g:6909634
Kūh-e Sīhā	id=g:6909635
Kar Sīmā	id=g:6909636
Allāhābād	id=g:6909637
Jāddeh-ye Kesht va Şan‘at	id=g:6909638
Rūdkhāneh-ye Īāqlū	id=g:6909639
Kūh-e Salām Gāhī	id=g:6909640
Cheshmeh Sanqar	id=g:6909641
Ḩājjīābād-e Sanqar	id=g:6909642
Kūh-e Bol	id=g:6909643
Kūh-e Gandāb	id=g:6909644
Ḩoseynābād	id=g:6909645
Qal‘eh Ḩasanābād	id=g:6909646
Qal‘eh Sar Gerd	id=g:6909647
Qadamgāh-e Dalv-e Naz̧ar	id=g:6909648
Shāh Bābā	id=g:6909649
Sorkhābī	id=g:6909650
Kāl-e Moshgān	id=g:6909651
Qal‘eh-ye Kohneh	id=g:6909717
Seh Qalāt	id=g:6909718
Cheshmeh-ye Peydaneh	id=g:6909719
Shahīd Amīr Ḩoseyn-e Bahrāmī	id=g:6909720
Kūh-e Chāl Sūzī	id=g:6909721
Kūh-e Tang Rāh	id=g:6909722
Shahr Āshūb	id=g:6909723
Kūh-e Allāhābā’	id=g:6909724
Tang-e Āb Pāznūn	id=g:6909725
Kūh-e Tang Deh	id=g:6909726
Kūh-e Mūleh Derāz	id=g:6909727
Dakal-e Şedā va Sīmā	id=g:6909728
Darghūk	id=g:6909729
Bālūk	id=g:6909730
Sang Shīr	id=g:6909731
Gar Sīāh	id=g:6909732
Kūh-e Māshedūn	id=g:6909733
Kahrīz	id=g:6909734
Cheshmeh-ye Bīd	id=g:6909735
Sang-e Āsīāb	id=g:6909736
Lāy Sīk	id=g:6909737
Tall-e Khākī	id=g:6909738
Namdān	id=g:6909739
Qal‘eh-ye Ḩayātī	id=g:6909740
Sefīd Kūh	id=g:6909741
Emāmzādeh Sefīd Kūh	id=g:6909742
Qolleh-ye Bīd	id=g:6909743
Qolleh-ye Sabz	id=g:6909744
Tang-e Nabātī	id=g:6909745
Emāmzādeh Zobeydeh Khātūn	id=g:6909746
Kūh-e Tīdar	id=g:6909747
Katūk	id=g:6909748
Qezqūnak	id=g:6909749
Qal‘eh-ye Khān	id=g:6909750
Samāqar	id=g:6909751
Sherkat-e Şanāye‘-e Pelāstīk-e Kows̄ar	id=g:6909752
Kārkhāneh-ye Fīlter Sāzī-ye Eqlīd	id=g:6909753
Modīrīyat-e Barq-e Shahrestān-e Eqlīd	id=g:6909754
Shahrak-e Qods (Fāz-e Yek)	id=g:6909755
Fasārūd	id=g:6909756
Bāgh-e Now	id=g:6909757
Shahrak-e Qods (Fāz-e Do)	id=g:6909758
Shahrak-e Qods Fāz-e Seh	id=g:6909759
Markaz-e Āmūzesh-e Fannī-ye Ḩerfeh’ī-ye Eqlīd	id=g:6909760
Majmū‘eh-ye Varzeshī-ye Kārgarān	id=g:6909761
Shahrak-e Be‘s̄at	id=g:6909762
Kārkhāneh-ye Qand-e Eqlīd	id=g:6909763
Eqbālūk	id=g:6909764
Ordūgāh-e Tarbeyatī-ye Bīdesjān	id=g:6909765
Kūh-e Tīr	id=g:6909766
Qolleh-ye Zānīgā	id=g:6909767
Kūh-e Tīr	id=g:6909768
Kūh-e Boneh Kolūlū	id=g:6909769
Sard Āb	id=g:6909770
Kūh-e Sangān	id=g:6909771
Kūh-e Bel	id=g:6909772
Kūh-e Sīāh	id=g:6909866
Tall-e Ḩājj Moḩsen	id=g:6909867
Kūh-e Qollāt-e Chāh Jūn	id=g:6909868
Lāy Chāh Zamān	id=g:6909869
Pūzeh Gahareh	id=g:6909870
Kūh-e Dast-e Jamshīd	id=g:6909871
Pūzeh-ye Ney Rīz	id=g:6909872
Tang-e Ābādeh	id=g:6909873
Tall-e Nakhostīn	id=g:6909874
Tall-e Shāh Dāneh’ī	id=g:6909875
Ma‘dan-e Nayyerī	id=g:6909876
Kūh-e Gūlū Bādāmī	id=g:6909877
Bādāmī	id=g:6909878
Tappehhā-ye Robāţ	id=g:6909879
Tappeh-ye Robāţ	id=g:6909880
Ma‘dan-e Şamīmī	id=g:6909881
Tappeh-ye Moḩammad-e Gholāmī	id=g:6909882
Rūdkhāneh-ye Robāţ	id=g:6909883
Kūh-e Qaţāryā	id=g:6909884
Darreh-ye Tī Tak	id=g:6909885
Shīr Kūh	id=g:6909886
Godār-e Qolvāleh’ī	id=g:6909887
Mow‘ūd	id=g:6909888
Emāmzādeh Solţān Ḩeydar	id=g:6909889
Ḩasanābād	id=g:6909890
‘Alīābād	id=g:6909891
Mehdīābād	id=g:6909892
Chāh Dehqān	id=g:6909893
Maḩall-e Eḩdās̄-e Forūdgāh-e Shomāl-e Fārs	id=g:6909894
Zarrīn Kolāh	id=g:6909895
Chāh Mas‘ūdī	id=g:6909896
Mūsavīyeh	id=g:6909897
Valī-ye ‘Aşr	id=g:6909898
Tolombeh Raḩīmī	id=g:6909899
Chāh-e Shahīd Rajā‘ī	id=g:6909900
Valī-ye ‘Aşr	id=g:6909901
Chāh Ḩoseyn Ben ‘Alī	id=g:6909902
Chāh Īzadī	id=g:6909903
Afẕalī	id=g:6909904
Shahīd Beheshtī	id=g:6909905
Gardaneh-ye Tālangī	id=g:6909906
Darreh-ye Lā Shahīdān	id=g:6909907
Tang-e Lā Ḩoseynī	id=g:6909908
Tang-e Nesā’	id=g:6909909
Gowdī-ye Lā Ḩoseynī	id=g:6909910
Chāh Qalandarī	id=g:6909911
Kūh-e Qāsem Zoghālī	id=g:6909912
Pūzeh-ye Naz̧ār	id=g:6909913
Kūh-e Darreh Būkhān	id=g:6909914
Tang-e Afrāsīāb	id=g:6909915
Tall Zard	id=g:6909916
Kūh-e Sīzdah’ī	id=g:6909917
Gāshār	id=g:6909918
Afkhamī-ye Ardakānī	id=g:6909919
Chāh Mehrzād	id=g:6909920
Kūh-e Gāshār	id=g:6909921
Rowshan	id=g:6909922
Rūdkhāneh-ye Ţoghor	id=g:6909923
Ḩoseynābād-e Shūlātī	id=g:6909924
Chāh Farrokhī	id=g:6909925
Qal‘eh-ye Shahbāzābād	id=g:6909926
Chāh Khodādādī	id=g:6909927
Vakīlābād	id=g:6909928
Şadrābād	id=g:6909929
Eslāmābād	id=g:6909930
Chāh Sakhā’ī	id=g:6909931
Bāqerābād	id=g:6909932
Kūh-e Rūzbeh	id=g:6909933
Shahrak-e Shahīd Beheshtī	id=g:6909934
Tall-e Qāsemī	id=g:6909935
‘Abbāsābād	id=g:6909936
Gardaneh-ye Lākūn	id=g:6909937
Kūh-e Shīrmālī	id=g:6909938
Kūh-e Khartarnīk	id=g:6909939
Tang-e Mārbast	id=g:6909940
Boz Kūh	id=g:6909941
Bīd Sūkhteh	id=g:6909942
Darreh-ye Farākh	id=g:6909943
Jahānābād	id=g:6909944
Kūh-e Khān Gol	id=g:6909945
Gardaneh-ye Ashkareh	id=g:6909946
Kūh-e Sīrbeh	id=g:6909947
Kūh-e Baghal Sīāh	id=g:6909948
Kūh-e Kanrī	id=g:6909949
Bolvār-e Shahīd Chamrān	id=g:6909950
Shahrak-e Emām Khomeynī	id=g:6909951
Khīābān-e ‘Alīpūr	id=g:6909952
Khīābān-e Javādīyeh	id=g:6909953
Bolvār-e Esteqlāl	id=g:6909954
Sar Āsīāb	id=g:6909955
Shahrak-e Pāsdārān	id=g:6909956
Ma‘dan-e Esteqlāl	id=g:6909957
Kūh-e Gonjūk	id=g:6909958
Kūh-e Dāyeh Gūn	id=g:6909959
Emāmzādeh Khvājeh	id=g:6909960
Kūh-e Khvājeh	id=g:6909961
Javādīyeh	id=g:6909962
