Mofraa	id=g:166849
Ḩammāmīyah	id=g:169970
Ḩammām at Turkumān	id=g:169971
Ḩammām aş Şaghīr	id=g:169972
Ḩammām ash Shaykh ‘Īsá	id=g:169973
Ḩammām al Qarāḩilah	id=g:169974
Ḩammām al Kabīr	id=g:169975
Ḩammām Abū Rabāḩ	id=g:169976
Tall al Ḩammām	id=g:169977
Tall Ḩammām	id=g:169978
Sabkhat al Ḩammām	id=g:169979
Jabal al Ḩammām	id=g:169980
Bi’r al Ḩammām	id=g:169981
‘Ayn al Ḩammām	id=g:169982
Ḩammām	id=g:169983
Ḩammāl	id=g:169984
Ḑahr Ḩammah	id=g:169985
Sabīl Ḩammādah	id=g:169986
Ḩamlūrāk	id=g:169987
Ḩamīr Lābidah	id=g:169988
Ḩāmir	id=g:169989
Tall Ḩamīdīyah	id=g:169990
Ḩamīdīyah	id=g:169991
Ḩamīdīyah	id=g:169992
Ḩamīdīyah	id=g:169993
Ḩāmidīyah	id=g:169994
Ḩamīdīyah	id=g:169995
Tall Ḩamīdī	id=g:169996
Ḩamīdī	id=g:169997
Ḩāmid Ḩawsh	id=g:169998
‘Ayn al Hamia	id=g:169999
Tall al Hamer	id=g:170000
Ḩamdūn	id=g:170001
Ḩambūshīyah	id=g:170002
Hāmis	id=g:170003
Ḩammār Ţawīl	id=g:170004
Ḩamāmīk	id=g:170005
Khirbat al Ḩamāmah	id=g:170006
Wādī al Ḩamām	id=g:170007
Wādī al Ḩamām	id=g:170008
Wādī al Ḩamām	id=g:170009
‘Ayn al Ḩamām	id=g:170010
Ḩamām	id=g:170011
Wādī al Ḩamal	id=g:170012
Ḩamāh aş Şaghīr	id=g:170013
Ḩamāh al Kabīr	id=g:170014
Muḩāfaz̧at Ḩamāh	id=g:170015
Minţaqat Ḩamāh	id=g:170016
Ḩamāh	id=g:170017
Tall Ḩamad	id=g:170018
Ḩalwānjī	id=g:170019
Ḩalwān	id=g:170020
Tulūl Ḩālūsh	id=g:170021
Ḩalūlā	id=g:170022
Ḩallūz	id=g:170023
Tall Ḩallūnī	id=g:170024
Bi’r Ḩallūnī	id=g:170025
Ḩallūnī	id=g:170026
Wādī al Ḩallūbah	id=g:170027
Ḩallāq	id=g:170028
Wādī Ḩallāq	id=g:170029
Rujm al Ḩallah	id=g:170030
Ḩalkū	id=g:170031
Ḩalīsīyah	id=g:170032
Ḩalīsah	id=g:170033
Ḩalīsah	id=g:170034
Ḩalīsā aş Şaghīrah	id=g:170035
Ḩalīsā al Kabīrah	id=g:170036
Ḩalinjah	id=g:170037
Jabal Ḩalīmah	id=g:170038
Ḩalīmah	id=g:170039
Jabal al Ḩalīfah	id=g:170040
‘Ayn al Ḩalīfah	id=g:170041
Ḩalībīyah	id=g:170042
Ḩalībīyah	id=g:170043
Ḩalfāyā	id=g:170044
Ḩalbūn	id=g:170045
Ḩalbān	id=g:170046
Ḩalbān	id=g:170047
Ḩalbakkū	id=g:170048
Bi’r al Ḩalbā	id=g:170049
Nahr Ḩalazūn	id=g:170050
Tall Ḩalāwah	id=g:170051
Tall Ḩalāwah	id=g:170052
Jabal Ḩalāwah	id=g:170053
‘Ayn al Ḩalāwah	id=g:170054
Ḩalāwah	id=g:170055
Ḩālāt	id=g:170056
Ḩalas	id=g:170057
Wādī al Hālah	id=g:170058
Ḩalabīyah	id=g:170059
Ḩalabīyah	id=g:170060
Ḩalabīyah	id=g:170061
Muḩāfaz̧at Ḩalab	id=g:170062
Aleppo	id=g:170063
Ḩalā	id=g:170064
Ḩākūrat Ţawīl	id=g:170065
Ḩākūr at Taḩtānī	id=g:170066
Al Ḩākimīyah	id=g:170067
‘Ayn Ḩājūr	id=g:170068
Ḩajnah	id=g:170069
Ḑahr al Ḩājj Qāsim	id=g:170070
‘Uyūn al Ḩājj Khālid	id=g:170071
Ḩajjīyah	id=g:170072
Ḩājjī Wālī	id=g:170073
Ḩājjī Ūghlū	id=g:170074
Ḩājjī Nāşir	id=g:170075
Bi’r Ḩājjī Mufaḑḑī	id=g:170076
Ḩājjī Maţar	id=g:170077
Ḩājjī Kūsā	id=g:170078
Wādī Ḩājjī Khalīl	id=g:170079
Ḩājjī Ismā ‘īl	id=g:170080
Ḩājjī Iskandar	id=g:170081
Ḩājjī Ḩasanlī	id=g:170082
Ḩājjī Ḩasanlī	id=g:170083
Ḩājjī Hārūn	id=g:170084
Ḩājjī Baqqārī	id=g:170085
Ḩājjī ‘Alī	id=g:170086
Ţūr Ḩājjī	id=g:170087
Nahr al Ḩājj Ḩusayn	id=g:170088
Rujm al Ḩājj Ḩasan	id=g:170089
Bi’r al Ḩājj Hāni’	id=g:170090
Ḩajjāzīyah	id=g:170091
Ḩājj ‘Aqab	id=g:170092
Wādī al Ḩājj ‘Alī	id=g:170093
Wādī al Ḩājj Aḩmad	id=g:170094
Wādī al Ḩājj Aḩmad	id=g:170095
Khirbat al Ḩājj ‘Abidān	id=g:170096
Wādī al Ḩājj	id=g:170097
Bi’r al Ḩājib	id=g:170098
Khirbat Ḩajarat aţ Ţursh	id=g:170099
Ḩajar al Abyaḑ	id=g:170100
Ḩajar al Abyaḑ	id=g:170101
Wādī al Ḩajar	id=g:170102
Tall al A‘jar	id=g:170103
Khirbat al Ḩajar	id=g:170104
Jabal Ḩajar	id=g:170105
Wādī al Ḩajalah	id=g:170106
Bi’r Ḩajal	id=g:170107
‘Ayn al Ḩajal	id=g:170108
Ḑahr Hajaji	id=g:170109
Wādī al Ḩā’ir	id=g:170110
‘Ayn Haidech	id=g:170111
Ḩafyān	id=g:170112
Ḩafsarjah	id=g:170113
Ḩafīr at Tahţā	id=g:170114
Bi’r al Ḩafīrah	id=g:170115
Ḩaffah	id=g:170116
‘Ayn Ḩafar	id=g:170117
Ḩafar	id=g:170118
Tall al Ḩafā’ir	id=g:170119
Sha‘īb al Ḩafā’ir	id=g:170120
Jabal Ḩafā’ir	id=g:170121
Ḑahr al Ḩafā’ir	id=g:170122
Bi’r Ḩafā’ir	id=g:170123
Ḩadyah	id=g:170124
Wādī Hadūdah	id=g:170125
Khirbat Hadlā’	id=g:170126
Tall Hadīyah	id=g:170127
Hadisset al Jarash	id=g:170128
Tall Hadisse	id=g:170129
Wādī Hadissat	id=g:170130
Hadilat Saḩīl	id=g:170131
Wādī al Ḩadīdīyah	id=g:170132
Ḩadīdī	id=g:170133
Ḩadīdat al ‘Āşī	id=g:170134
Ḩadīdah	id=g:170135
Ḩadīdah	id=g:170136
Hâder	id=g:170137
Jabal Haddājah	id=g:170138
Bi’r al Haddāj	id=g:170139
Ḩaddāj	id=g:170140
Ḩaddādīyah	id=g:170141
Ḩaddādīn	id=g:170142
Ḩaddādah	id=g:170143
Nahr al Ḩaddād	id=g:170144
Ḑahr al Ḩaddād	id=g:170145
Nahr al Ḩadd	id=g:170146
Wādī al Ḩadath	id=g:170147
Ḩadath	id=g:170148
Hadassé	id=g:170149
Ḩaḑar	id=g:170150
Ḩabsū	id=g:170151
Tall al Ḩabs	id=g:170152
Ḩabs	id=g:170153
Ḩabrūn	id=g:170154
Habrah ash Sharqīyah	id=g:170155
Habrah al Gharbīyah	id=g:170156
Jabal al Ḩablī	id=g:170157
Jabal al Ḩablī	id=g:170158
Bi’r al Ḩabīyah	id=g:170159
Tall al Habīţ	id=g:170160
Ḩabishkah	id=g:170161
Jabal Hābīl	id=g:170162
Tall Ḩabīb	id=g:170163
Ḩarf Ḩabbūk	id=g:170164
Ḩabbūbah aş Şaghīrah	id=g:170165
Ḩabbūbah al Kabīrah	id=g:170166
Ḩabb Nimrah	id=g:170167
Wādī al Ḩabbāt	id=g:170168
Ḩabb al Hawā’	id=g:170169
Ḩabābah	id=g:170170
Bi’r Ḩābā	id=g:170171
Jabal Ḩāāt	id=g:170172
Gümüş Deresi	id=g:170173
Wādī al Gliouat	id=g:170174
Giriş	id=g:170175
Wādī Ghuzayyil	id=g:170176
Ḑahr Ghuzayyil	id=g:170177
Ghuzaylah	id=g:170178
Ghuzaylah	id=g:170179
Jabal Ghūz	id=g:170180
Ḑahr Ghūz	id=g:170181
Ghūz	id=g:170182
Ghūz	id=g:170183
Tall Ghuwaymīyah	id=g:170184
Ra’s al Ghushm	id=g:170185
Ghurūr	id=g:170186
Wādī Ghurr	id=g:170187
Ţār Ghuraythā	id=g:170188
Tall Ghurayţah	id=g:170189
Ghurayrī	id=g:170190
Tall Ghurayr aş Şaghīr	id=g:170191
Tall Ghurayr al Kabīr	id=g:170192
Ghurayfah	id=g:170193
Ghuraybah	id=g:170194
Ghurābī	id=g:170195
Tall Ghurābah	id=g:170196
Jabal al Ghurāb	id=g:170197
Ghunthur	id=g:170198
Ghunnayrī	id=g:170199
Ghunaymīyah	id=g:170200
Wādī al Ghūnah	id=g:170201
Ţāḩūn Ghūlah	id=g:170202
Arḑ al Ghūlah	id=g:170203
Jabal Ghūl	id=g:170204
Wādī Ghudur Shilāsh	id=g:170205
Ḩarf Ghudur Shilāsh	id=g:170206
Ḑahr Ghudur Ḩaḑrīyah	id=g:170207
Wādī al Ghudur	id=g:170208
Wādī Ghudrān al Ḩalbā	id=g:170209
Wādī al Ghudrān	id=g:170210
Rujm al Ghudrān	id=g:170211
Tall Ghubār	id=g:170212
Ţāhūn al Ghizlānīyah	id=g:170213
Wādī Ghizlān	id=g:170214
Shi‘b Ghizlān	id=g:170215
Ḑahr al Ghirbān	id=g:170216
Wādī al Ghazw	id=g:170217
Tall Ghāzil	id=g:170218
Tall Ghāzil	id=g:170219
Ghazālīk	id=g:170220
Ghazālāt	id=g:170221
Wādī Ghazālah	id=g:170222
Wādī Ghazālah	id=g:170223
Jabal Ghazālah	id=g:170224
‘Ayn al Ghazālah	id=g:170225
Ghazālah	id=g:170226
Ghazālah	id=g:170227
Wādī al Ghazāl	id=g:170228
Tall Ghazāl	id=g:170229
Sha‘īb al Ghazāl	id=g:170230
‘Ayn al Ghazāl	id=g:170231
Ghayū	id=g:170232
Ghayţūn	id=g:170233
Ghayţal	id=g:170234
Tall Ghaynah	id=g:170235
Ghaylah	id=g:170236
Ghāyah	id=g:170237
Ghawr al Gharbīyah	id=g:170238
Ghawr al ‘Āşī	id=g:170239
Wādī al Khawr	id=g:170240
Jubb al Ghawr	id=g:170241
‘Ayn al Ghawr	id=g:170242
Tall Ghassān	id=g:170243
Wādī al Ghassālāt	id=g:170244
Ghaşm	id=g:170245
Tall al Ghashīm	id=g:170246
Wādī al Gharz	id=g:170247
Gharrah aş Şaghīrah	id=g:170248
Gharrah al Kabīrah	id=g:170249
Wādī al Gharrah	id=g:170250
Ḑahr Gharrah	id=g:170251
Ghārīyat ash Sharqīyah	id=g:170252
Ghārīyat al Gharbīyah	id=g:170253
Gharīfah	id=g:170254
Gharībah	id=g:170255
Gharīb	id=g:170256
Khirbat Gharghūb	id=g:170257
Ghardūgah	id=g:170258
Gharbīyāt	id=g:170259
Wādī Gharbī as Sahl	id=g:170260
Wādī Gharbī al Qabw	id=g:170261
Wādī al Gharbī	id=g:170262
Wādī al Gharbī	id=g:170263
Wādī al Gharbī	id=g:170264
Sudd al Gharbī	id=g:170265
Jabal al Gharbī	id=g:170266
Tall Gharāzah	id=g:170267
Rujm al Gharāwī	id=g:170268
Ghārat Tārīs	id=g:170269
Ghārāt Shimlān	id=g:170270
Gharandal	id=g:170271
Wādī Gharamāshī al Kabīr	id=g:170272
Wādī al Ghārah	id=g:170273
Tall al Ghārah	id=g:170274
Jabal al Ghārah	id=g:170275
Jabal al Gharaf	id=g:170276
Jabal Ghanţūs	id=g:170277
Tall Ghānim	id=g:170278
Ghānī	id=g:170279
Ghanamīyah	id=g:170280
Ghanāmīyah	id=g:170281
Ghanamāt	id=g:170282
‘Ayn al Ghanam	id=g:170283
Wādī al Ghamīq	id=g:170284
Wādī al Ghamīq	id=g:170285
Wādī al Ghamīq	id=g:170286
Wādī al Ghamīq	id=g:170287
Bi’r al Ghamīq	id=g:170288
Ghamām	id=g:170289
Rujm Ghallāb	id=g:170290
Bi’r al Ghalīz̧	id=g:170291
Ghālī	id=g:170292
Ghajar at Taḩtānī	id=g:170293
Ghajar al Fawqānī	id=g:170294
Ghajar al Amīr	id=g:170295
Jisr al Ghajar	id=g:170296
Ḑahr al Ghaḑrāfī	id=g:170297
Ghadīr Muzaybilah	id=g:170298
Wādī Ghadīr an Naḩās	id=g:170299
Wādī Ghadīr al Ḩamal	id=g:170300
Ghadīr al Bustān	id=g:170301
Wādī Ghadīr al Arnab	id=g:170302
Ghadīr al Arnab	id=g:170303
Ghadīr ad Darb	id=g:170304
Ghadīr Abū Sharshūḩ	id=g:170305
Wādī Ghadīr ‘Abbās	id=g:170306
Wādī Ghadīr	id=g:170307
Tall Ghadīr	id=g:170308
Bi’r Ghadīr	id=g:170309
Wādī Ghaḑbān	id=g:170310
Ghabrah	id=g:170311
Sha‘īb al Ghabīyah	id=g:170312
Arḑ Ghabīrah	id=g:170313
Ghābat Khalaf	id=g:170314
Ghābat Idrīs	id=g:170315
Wādī al Ghābah	id=g:170316
Wādī al Ghābah	id=g:170317
Jabal al Ghābah	id=g:170318
Jabal Ghābah	id=g:170319
Ghābah	id=g:170320
Wādī Ghabāghib	id=g:170321
Ţār Ghabāghib	id=g:170322
Qaşr Ghabāghib	id=g:170323
Bi’r Ghabāghib	id=g:170324
Ghabāghib	id=g:170325
Wādī al Ghāb	id=g:170326
Tall Ghāb	id=g:170327
Fuwayrisāt ash Sharqīyah	id=g:170328
Fuwayrisāt al Gharbīyah	id=g:170329
Jabal Fuwayrān	id=g:170330
Bi’r Fuwayrān	id=g:170331
Bi’r Fuwayjah	id=g:170332
Tall Fuţūr	id=g:170333
Rujm Fuş‘ulah	id=g:170334
Jabal Fustuq	id=g:170335
Jabal al Fuşayyāt	id=g:170336
Jabal Furū‘ Ţārāt al ‘Alb	id=g:170337
Furū‘ as Sabbāḩ	id=g:170338
Arḑ al Furtaykah	id=g:170339
Furqlus	id=g:170340
Wādī al Furḑah	id=g:170341
Sayl al Furḑah	id=g:170342
Tall al Furayy	id=g:170343
Tall al Furayy	id=g:170344
Furaykah	id=g:170345
Furaykah	id=g:170346
Tall Furayjī	id=g:170347
Furayjī	id=g:170348
Furayḩīyah	id=g:170349
Furayḩān Barābirah	id=g:170350
Furayḩān	id=g:170351
Wādī Furātī	id=g:170352
Tall Furātī	id=g:170353
Sadd al Furāt	id=g:170354
‘Ayn Fūrah	id=g:170355
Funduq	id=g:170356
Funaytiq	id=g:170357
Khabrat Fulayjah ash Sharqīyah	id=g:170358
Khabrat Fulayjah al Gharbīyah	id=g:170359
Tall Fulayjah	id=g:170360
Fulayfil	id=g:170361
Fuḩaylah	id=g:170362
Tulūl Fudayyin	id=g:170363
Tall Fudayn	id=g:170364
Fū‘ā	id=g:170365
Fţīrū	id=g:170366
Ftaine	id=g:170367
‘Ayn al Fouqqoul	id=g:170368
Flasqū	id=g:170369
Firkayā	id=g:170370
Firāq	id=g:170371
Tall Firanjī	id=g:170372
Wādī al Firanj	id=g:170373
‘Ayn al Firanj	id=g:170374
Wādī al Fiqar	id=g:170375
Fiqaa al Khirbah	id=g:170376
Rujm Fīq	id=g:170377
Fīq	id=g:170378
Findārah	id=g:170379
Findārah	id=g:170380
Jabal Fīlīk	id=g:170381
Fīlīk	id=g:170382
Fīkhah aş Şaghīrah	id=g:170383
Fīkhah al Kabīrah	id=g:170384
Wādī Fikha	id=g:170385
‘Ayn al Fījah	id=g:170386
Fidyū	id=g:170387
‘Ayn Fersa	id=g:170388
Fejdâne	id=g:170389
Jabal Fechtouqa	id=g:170390
Wādī Fechtouki aş Şaghīr	id=g:170391
Wādī Fechtouki al Kabīr	id=g:170392
Tall Fazrān	id=g:170393
Fazārah	id=g:170394
Khirbat al Fayyah	id=g:170395
‘Ayn Fayyāḑ	id=g:170396
Fayrūzah	id=g:170397
Faylūn	id=g:170398
Faylūn	id=g:170399
Fayj Khuşaywān	id=g:170400
Sahl Fayf al Mazra ‘ah	id=g:170401
Al Fayḑīyah	id=g:170402
Tall Fayḑāt Kursī	id=g:170403
Fayḑat Aḩmad al Hayfān	id=g:170404
Rujm al Fayḑāt	id=g:170405
Fayḑāt	id=g:170406
Wādī al Fayḑ	id=g:170407
Jabal al Fayḑ	id=g:170408
Ţāḩūn Fawzī	id=g:170409
Khirbat Fawzī	id=g:170410
Wādī al Fawwār	id=g:170411
Wādī al Fawwār	id=g:170412
Tall al Fawwār	id=g:170413
Nahr al Fawwār	id=g:170414
Nahr Fawwār	id=g:170415
Jabal al Fawwār	id=g:170416
‘Ayn al Fawwār	id=g:170417
Fa’w Shāwīsh	id=g:170418
Wādī Fawq Ţallābah	id=g:170419
Tall al Fa’w	id=g:170420
‘Ayn al Fā‘ūr	id=g:170421
Fatūrah	id=g:170422
Faţūmah	id=g:170423
Wādī al Faţţās	id=g:170424
Wādī Faţţās	id=g:170425
Wādī al Fattāḩ	id=g:170426
Fāţisah	id=g:170427
Fāţisah	id=g:170428
Fāţimah	id=g:170429
Fataine	id=g:170430
Fatāḩ Naşşār	id=g:170431
Ra’s al Fasurī	id=g:170432
Fashkūl	id=g:170433
Fashīk	id=g:170434
Fāsān	id=g:170435
Tall al Fa’s	id=g:170436
Tall Farzāt	id=g:170437
Farzalā	id=g:170438
Wādī Farwān	id=g:170439
Wādī Farwān	id=g:170440
Farwān	id=g:170441
Khirbat Farūjī	id=g:170442
Fārsūk aş Şaghīr	id=g:170443
Fārsūk al Kabīr	id=g:170444
‘Uyūn Farsāyā	id=g:170445
Farrūjah	id=g:170446
Farjīn	id=g:170447
Farjah	id=g:170448
Fārish Ka‘bīyah	id=g:170449
Khirbat Fāris	id=g:170450
Farḩīyah Ḩarb	id=g:170451
Farḩīyah Baqqārah	id=g:170452
Farḩīyah	id=g:170453
Tall Farfara	id=g:170454
Faras aş Şaghīr	id=g:170455
Faras al Kabīr	id=g:170456
Wādī al Faras	id=g:170457
Tall al Faras	id=g:170458
‘Ayn Faraj	id=g:170459
Tall Fa’rah	id=g:170460
Tulūl al Fa’r	id=g:170461
Tall al Fa’r	id=g:170462
Faqrū	id=g:170463
Faqīrah	id=g:170464
Fāqī Ḩasan	id=g:170465
‘Ayn Fānūs	id=g:170466
Fānik	id=g:170467
‘Ayn al Fānī	id=g:170468
Jabal al Fanâte	id=g:170469
Fān ash Shamālī	id=g:170470
Fān al Wasţānī	id=g:170471
Fān al Qiblī	id=g:170472
Bi’r Fanājīn	id=g:170473
Fa‘lūl	id=g:170474
Fallāḩ	id=g:170475
Falītā	id=g:170476
Falasţīn	id=g:170477
Ḑahr al Fākūrīyah	id=g:170478
Wādī Fakkī	id=g:170479
Tall Fakkat Siblān	id=g:170480
Wādī Fakkah	id=g:170481
Jabal Fakkah	id=g:170482
Fākhūrah	id=g:170483
Fākhūrah	id=g:170484
Bi’r Fakhrah	id=g:170485
Tall Fakhr	id=g:170486
Fajjārat ash Shuwayl	id=g:170487
Wādī al Fā’ij	id=g:170489
Fayj	id=g:170490
Fā’idah	id=g:170491
Fāḩil	id=g:170492
Jabal al Fahdah	id=g:170493
Ḑahr al Fahdah	id=g:170494
Qubūr al Fahd	id=g:170495
Fāḩ	id=g:170496
Fāfirtīn	id=g:170497
Fāfīn	id=g:170498
Faḑlī	id=g:170499
Tall Faḑl Allāh	id=g:170500
Fādirah	id=g:170501
‘Ayn al Fâdi	id=g:170502
Tall Fadghamī	id=g:170503
Fadghamī	id=g:170504
Tall Faḑḑah	id=g:170505
Shārat Faddāḩ	id=g:170506
Tall Esraïné	id=g:170507
Erjoum	id=g:170508
Majar al ‘Asal	id=g:170509
Dūzak	id=g:170510
Dūz Āghāj	id=g:170511
Wādī Dūwārat ath Tha‘lab	id=g:170512
Jabal ad Dūwārah	id=g:170513
Duwaysh	id=g:170514
Duwaysāt	id=g:170515
Duwayr Ţāḩā’	id=g:170516
Duwayr Raslān	id=g:170517
Duwayr Ma‘tūq	id=g:170518
Duwayrīnah	id=g:170519
Duwayrikah	id=g:170520
Khirbat Duwayribān	id=g:170521
Duwayr B‘abdā	id=g:170522
Duwayr az Zaytūn	id=g:170523
Duwayr aţ Ţulay‘ī	id=g:170524
Duwayr ash Shilf	id=g:170525
Duwayr ash Shaykh Sa‘d	id=g:170526
Duwayr ash Sharqī	id=g:170527
Duwayr al ‘Uwaynīyah	id=g:170528
Duwayr al Mashā’ikh	id=g:170529
Duwayr al Mallū‘ā	id=g:170530
Duwayr al Khaţīb	id=g:170531
Duwayr al Hawā’	id=g:170532
Duwayr al Gharbī	id=g:170533
Duwayr al Akrād	id=g:170534
Duwayrah	id=g:170535
Tall ad Duwayr	id=g:170536
Tall ad Duwayr	id=g:170537
Khirbat ad Duwayr	id=g:170538
Ḑahr ad Duwayr	id=g:170539
Duwayr	id=g:170540
Wādī Duwaynat Bin Ḩuraymis	id=g:170541
Wādī Duwaynat al Ḩasyān	id=g:170542
Wādī Duwaynat al Buţmī	id=g:170543
Wādī ad Duwaynah	id=g:170544
Ţār ad Duwaynah	id=g:170545
Jabal ad Duwaynah	id=g:170546
‘Ayn Duwaylīb	id=g:170547
Duwaylīb	id=g:170548
Duwaylīb	id=g:170549
Duwaylīb	id=g:170550
Duwaylah	id=g:170551
Duwaylah	id=g:170552
Duwaydirlī	id=g:170553
Duwaybiq	id=g:170554
Tall Ḑuway’ah	id=g:170555
Tall Duwār al Fa’r	id=g:170556
Duwādīyah	id=g:170557
Rujm Dūshah	id=g:170558
Wādī ad Dūsah	id=g:170559
Jabal ad Durūz	id=g:170560
Wādī Durūs	id=g:170561
Durūbīyah aş Şaghīrah	id=g:170562
Durūbīyah al Kabīrah	id=g:170563
Tall Dūrū	id=g:170564
‘Ayn Dūrīn	id=g:170565
Dūrīn	id=g:170566
Dūrīn	id=g:170567
Jabal Dūr Dādā	id=g:170568
Duraysīyāt	id=g:170569
Duraykīsh Zurayb	id=g:170570
Duraykīsh	id=g:170571
Duraykīsh	id=g:170572
Khirbat ad Durayjāt	id=g:170573
Duraybi‘ah	id=g:170574
Dūrāqlī	id=g:170575
Tallat ad Dūr	id=g:170576
Duqmāq	id=g:170577
Tall Dunūn al Laḩm	id=g:170578
Dunghūz Maghārah	id=g:170579
Ţāḩūn Dunghūzīyah	id=g:170580
Dūnghūz	id=g:170581
Dunghūz al Kabīr	id=g:170582
Bi’r ad Dunayn	id=g:170583
Dunaybah	id=g:170584
Dummar	id=g:170585
Dumdum	id=g:170586
Dūmazīn	id=g:170587
Jabal Ḑumayr	id=g:170588
Ḑumayr	id=g:170589
Minţaqat Dūmā	id=g:170590
Dūmā	id=g:170591
Dūmā	id=g:170592
Dūmā	id=g:170593
Sha‘īb Dulq Maghār	id=g:170594
Dulq Maghār	id=g:170595
‘Ayn ad Dulb	id=g:170596
Wādīaḑ Ḑulay‘īyah	id=g:170597
Dulaybah	id=g:170598
Dulāmah	id=g:170599
Dūlāb Bard al Qalt	id=g:170600
‘Ayn ad Dulab	id=g:170601
Dūlāb	id=g:170602
Dūkur	id=g:170603
Dukūk	id=g:170604
Dukrī	id=g:170605
Dūknuk	id=g:170606
Wādī Dukkān	id=g:170607
Dukhayrah	id=g:170608
Bi’r Dukhaynah	id=g:170609
Wādī ad Dūkh	id=g:170610
Dukaylah	id=g:170611
Ḑuhūr Sukhnah	id=g:170612
Ḑuhūr al Ma‘būr	id=g:170613
Rujm Duḩūl	id=g:170614
Bi’r Duḩūl	id=g:170615
Tall Duḩayrīj	id=g:170616
Duḩayrij	id=g:170617
Duḩaylah	id=g:170618
Dūghānīyah	id=g:170619
Wādī ad Dufayy	id=g:170620
Tulūl ad Dufayy	id=g:170621
Wādī ad Dufaylah	id=g:170622
Dūdīyān	id=g:170623
Dūdān	id=g:170624
Khirbat aḑ Ḑubū‘ah	id=g:170625
Tall Dubbayn	id=g:170626
Khandaq ad Dubb	id=g:170627
Jabal ad Dubb	id=g:170628
‘Ayn ad Dubb	id=g:170629
Bi’r Dubaysān	id=g:170630
Khirbat Dubays	id=g:170631
Dubayqah	id=g:170632
Dubaybīyah	id=g:170633
Wādī Dubāyah	id=g:170634
‘Ayn Dūbā	id=g:170635
Drisse	id=g:170636
Ḑahr ad Douâhkîyé	id=g:170637
Dnīn	id=g:170638
Arḑ ad Dmeïni	id=g:170639
Wādī Dmeïne Saïyah	id=g:170640
Djéllîk	id=g:170641
Dīyū	id=g:170642
Dīwān at Taḩtānī	id=g:170643
Dīwān al Fawqānī	id=g:170644
Dirrīyah	id=g:170645
Nahr Dīrīn	id=g:170646
Wādī Dirham	id=g:170647
Dirghāmū	id=g:170648
Dīrat at Tulūl	id=g:170649
Tall Dīmū	id=g:170650
Dīmū	id=g:170651
Muḩāfaz̧at Rīf Dimashq	id=g:170652
Minţaqat Dimashq	id=g:170653
Damascus	id=g:170654
Khān Dīmās	id=g:170655
Dīmān	id=g:170656
Dillī	id=g:170657
Tall Z̧alfa‘	id=g:170658
Tulūl Ḑila‘	id=g:170659
Jabal Ḑila‘	id=g:170660
Khirbat ad Dikkah	id=g:170661
Dīkīyah	id=g:170662
Dīk Darah	id=g:170663
Dīk	id=g:170664
Minţaqat Dijlah	id=g:170665
Ḑahr ad Diḩrājah	id=g:170666
Diḩbāsh	id=g:170667
Dīfah	id=g:170668
Dienntâmer Sharqī	id=g:170669
Wādī ad Dīdī	id=g:170670
Ţār ad Dīdī	id=g:170671
Khirbat Dīdī	id=g:170672
Jabal ad Dīdī	id=g:170673
Bi’r ad Dīdī	id=g:170674
Dīdbān	id=g:170675
Wādī ad Dichare	id=g:170676
‘Ayn ad Dichach	id=g:170677
Dibsīyah	id=g:170678
Dibsī Faraj	id=g:170679
Dibsī ‘Afnān	id=g:170680
Jabal ad Dibsī	id=g:170681
Dibsī	id=g:170682
Dibsī	id=g:170683
Dibshīyah	id=g:170684
Dibshīyah	id=g:170685
Dībrak Shaykhān	id=g:170686
Dībrak Kitkān	id=g:170687
Dibbīn	id=g:170688
Dibbīn	id=g:170689
Dibbāsh	id=g:170690
Dībān	id=g:170691
Dībān	id=g:170692
Dībān	id=g:170693
Dībah	id=g:170694
Wādī Dibāghīyah	id=g:170695
Dhunaybah	id=g:170696
Wādī Dhu’aybah	id=g:170697
Dhu’aybah	id=g:170698
Sahl adh Dhibbān	id=g:170699
Ru’aysat Dhibbān	id=g:170700
Qalīb adh Dhibbān	id=g:170701
Bi’r adh Dhibbān	id=g:170702
Dībat Tall Aḩmad	id=g:170703
Bi’r Dhi’bān	id=g:170704
Tall Dhi’bah	id=g:170705
Tall Dhi’bah	id=g:170706
Qurnat adh Dhi’bah	id=g:170707
Tall adh Dhi’b	id=g:170708
Khirbat adh Dhi’b	id=g:170709
Jabal adh Dhi’b	id=g:170710
Dhi’ābīyah	id=g:170711
Wādī adh Dhi’ābah	id=g:170712
‘Ayn Dhi’ābah	id=g:170713
Wādī adh Dhi’āb	id=g:170714
Wādī adh Dhi’āb	id=g:170715
Khirbat adh Dhi’āb	id=g:170716
Arḑ adh Dhi’āb	id=g:170717
Dhayl al ‘Ijl	id=g:170718
Tall Dhayl	id=g:170719
Dhukayr	id=g:170720
‘Ayn adh Dhakar	id=g:170721
Tall Dhahabīyah	id=g:170722
Dhahabīyah	id=g:170723
Wādī adh Dhahab	id=g:170724
Wādī adh Dhahab	id=g:170725
Tall adh Dhahab	id=g:170726
Ţāḩūn adh Dhahab	id=g:170727
Nahr adh Dhahab	id=g:170728
Bi’r adh Dhahab	id=g:170729
Tall Dhabbāḩ	id=g:170730
Ḑahr Dhabaḩah	id=g:170731
Wādī Derraq	id=g:170732
Ḑahrat ad Derouné	id=g:170733
Darnaj	id=g:170734
Tall Derhene	id=g:170735
Wādī Déqli	id=g:170736
Tall Denama	id=g:170737
Tall Demeleh	id=g:170738
