Faith Wesleyan Church	id=g:4154850
Flint Point	id=g:4155616
Flora Branch	id=g:4155617
Flora Heights	id=g:4155618
Flora Railroad Station	id=g:4155619
Florahome	id=g:4155620
Floral Avenue Elementary School	id=g:4155621
Floral Bluff	id=g:4155622
Floral City	id=g:4155623
Floral City Elementary School	id=g:4155624
Floral City Post Office (historical)	id=g:4155625
Floral Heights School	id=g:4155626
Floral Memory Gardens	id=g:4155627
Floranada School	id=g:4155628
Florence	id=g:4155629
Florence	id=g:4155630
Florence Cove	id=g:4155631
Florence Cove	id=g:4155632
Florence Lake	id=g:4155633
Florence Point	id=g:4155634
Florence Villa	id=g:4155635
Florence Villa Post Office (historical)	id=g:4155636
Lake Florence	id=g:4155637
Lake Florence	id=g:4155638
Lake Florence	id=g:4155639
Lake Florence	id=g:4155640
Lake Florence	id=g:4155641
Lake Florence	id=g:4155642
Floresta	id=g:4155643
Floresta Elementary School	id=g:4155644
Floresta Estates	id=g:4155645
Florid Pond	id=g:4155646
Florida A and M University	id=g:4155647
Florida Adventure Museum	id=g:4155648
Florida Air Academy	id=g:4155649
Florida Alcoholism Treatment Center	id=g:4155650
Florida Atlantic University	id=g:4155651
Florida Baptist Association	id=g:4155652
Florida Baptist Conference	id=g:4155653
Florida Baptist Encampment	id=g:4155654
Florida Baptist Retreat	id=g:4155655
Florida Bay	id=g:4155656
Florida Beach	id=g:4155657
Florida Beacon Bible College	id=g:4155658
Florida Bend	id=g:4155659
Florida Bible Christian School	id=g:4155660
Florida Bible Church and School	id=g:4155661
Florida Career College	id=g:4155662
Florida Caverns State Park	id=g:4155663
Florida Center Mall	id=g:4155664
Florida Christian College	id=g:4155665
Florida Christian School	id=g:4155666
Florida Christian School	id=g:4155667
Florida Christian School	id=g:4155668
Florida City	id=g:4155669
Florida City Canal	id=g:4155670
Florida City Christian School	id=g:4155671
Florida City Elementary School	id=g:4155672
Florida City Post Office (historical)	id=g:4155673
Florida College	id=g:4155674
Florida College Academy	id=g:4155675
Florida College of Business	id=g:4155676
Florida Community College - Downtown Campus	id=g:4155677
Florida Community College - Kent Campus	id=g:4155678
Florida Community College - North Campus	id=g:4155679
Florida Community College - South Campus	id=g:4155680
Florida Downs Racetrack	id=g:4155681
Florida East Coast	id=g:4155682
Florida Elks Harry-Anna Hospital	id=g:4155683
Florida Federal Office Building Helistop	id=g:4155684
Florida Flying Gators Ultralight Airport	id=g:4155685
Florida Gardens	id=g:4155686
Florida High School	id=g:4155687
Florida Hills	id=g:4155688
Florida Hills Memorial Gardens	id=g:4155689
Florida Hospital Orlando	id=g:4155690
Florida Hospital East Orlando Heliport	id=g:4155691
Florida Hospital Heliport	id=g:4155692
Florida Hospital-Altamonte Heliport	id=g:4155693
Florida Industrial College	id=g:4155694
Florida Institute of Technology	id=g:4155695
Florida International University	id=g:4155696
Florida International University - Bay Vista Campus	id=g:4155697
Florida International University - Tamiami Campus	id=g:4155698
Florida Junior Academy	id=g:4155699
Florida Key Community College	id=g:4155700
Florida Keys	id=g:4155701
Florida Keys Baptist Church	id=g:4155702
Florida Keys Community College Library	id=g:4155703
Florida Keys Memorial Hospital	id=g:4155704
Florida Keys Memorial Hospital Heliport	id=g:4155705
Florida Keys Wilderness	id=g:4155706
Florida Language Institute	id=g:4155707
Florida Mall	id=g:4155708
Florida Medical Center Hospital	id=g:4155709
Florida Memorial Cemetery	id=g:4155710
Florida Memorial College	id=g:4155711
Florida Memorial Park	id=g:4155712
Florida Mental Health Institute	id=g:4155713
Florida Military Academy (historical)	id=g:4155714
Florida Military School (historical)	id=g:4155715
Florida National Cemetery	id=g:4155716
Florida National Guard Armory	id=g:4155717
Florida National Guard Military Academy	id=g:4155718
Florida Oaks School	id=g:4155719
Florida Ocean Sciences Institute	id=g:4155720
Florida Point	id=g:4155721
Florida Pond	id=g:4155722
Florida Power Corporation General Headquaters Helistop	id=g:4155723
Flora Lake	id=g:4155724
Florida Power and Light-Juno Beach Heliport	id=g:4155725
Florida Ridge	id=g:4155726
Florida River	id=g:4155727
Florida Power and Light Corporation Heliport	id=g:4155728
Florida School for Boys	id=g:4155729
Florida School for Girls (historical)	id=g:4155730
Florida Sheriff Youth Ranch Learning Center	id=g:4155731
Florida Sheriffs Boys Ranch	id=g:4155732
Florida Sheriffs Boys Ranch Airport	id=g:4155733
Florida Shopping Center	id=g:4155734
Florida Shores Baptist Church	id=g:4155735
Florida Shores Christian Academy	id=g:4155736
Florida Sink	id=g:4155737
Florida Southern College	id=g:4155738
Florida State Fire Fighting College (historical)	id=g:4155739
Florida State Hospital	id=g:4155740
Florida State Hospital Heliport	id=g:4155741
Miccosukee Reservation	id=g:4155742
Florida State Prison	id=g:4155743
Florida State Prison Camp	id=g:4155744
Florida State University	id=g:4155745
Florida Tallahassee Mission Church	id=g:4155746
Florida Tampa Mission	id=g:4155747
Florida United Methodist Youth Camp	id=g:4155748
Cape Florida	id=g:4155749
Lake Florida	id=g:4155750
Florida	id=g:4155751
Straits of Florida	id=g:4155752
Floridale	id=g:4155753
Floridana Beach	id=g:4155754
Floridatown	id=g:4155755
Floriland Mall	id=g:4155756
Floritan	id=g:4155757
Florosa School	id=g:4155758
Flotilla Passage	id=g:4155759
Flounder Pass	id=g:4155760
Flower Prairie	id=g:4155761
Flowers Creek	id=g:4155762
Florida Sanitarium	id=g:4155763
Flowers Field Landing	id=g:4155764
Flowers Island	id=g:4155765
Flowers Montessori School	id=g:4155766
Flowers Pond	id=g:4155767
Flowers Still (historical)	id=g:4155768
Flowers Temple Church of God in Christ	id=g:4155769
Flowersville	id=g:4155770
Flowing Well Creek	id=g:4155771
Floyd Academy	id=g:4155772
Floyd Chapel	id=g:4155773
Floyd School	id=g:4155774
Lake Floyd	id=g:4155775
Fluffy Landing	id=g:4155776
Fly in Ranches Airport	id=g:4155777
Fly'n R Ranch Airport	id=g:4155778
Flying 'F' Farms Airport	id=g:4155779
Flying A Ranch	id=g:4155780
Flying B Ranch Airport	id=g:4155781
Flying Baron Estates Airport	id=g:4155782
Flying Bonefish Seaplane Base	id=g:4155783
Flying Eagle Camp	id=g:4155784
Flying Exotics Airport (historical)	id=g:4155785
Flying G Ranch Stolport	id=g:4155786
Flying H Heliport	id=g:4155787
Flying Harness Farms Airport	id=g:4155788
Flying Palomino Ranch Airport	id=g:4155789
Flying Seminole Ranch Airport	id=g:4155790
Flying Ten Airport	id=g:4155791
Flying-A-Ranch Airport	id=g:4155792
Flying-H Airport	id=g:4155793
Flynn Lake	id=g:4155794
Flynn Park	id=g:4155795
Fodderstack Slough	id=g:4155796
Fogarty Point	id=g:4155797
Foley	id=g:4155798
Foley Junction	id=g:4155799
Foley Lookout Tower	id=g:4155800
Foley Station	id=g:4155801
Folks Creek	id=g:4155802
Flowers Field Cemetery	id=g:4155803
Folsom Cemetery	id=g:4155804
Lake Fontaine	id=g:4155805
Fontana Plaza	id=g:4155806
Fontenelle Plaza	id=g:4155807
Foodco Railroad Station	id=g:4155808
Foorsquare Gospel Church	id=g:4155809
Footman	id=g:4155810
Footman Trail	id=g:4155811
Forbes Island	id=g:4155812
Ford Pond	id=g:4155813
Ford School	id=g:4155814
Fords Arm	id=g:4155815
Fordville	id=g:4155816
Fore Lake	id=g:4155817
Fore Lake Organizational Camp	id=g:4155818
Fore Lake Recreation Area	id=g:4155819
Forehand Cemetery	id=g:4155820
Forehand Pond	id=g:4155821
Forest Assembly of God Church (historical)	id=g:4155822
Forest Capital Museum State Park	id=g:4155823
Forest City	id=g:4155824
Forest City Elementary School	id=g:4155825
Forest Community Church	id=g:4155826
Forest Community Church	id=g:4155827
Forest Grove	id=g:4155828
Forest Grove Cemetery	id=g:4155829
Forest Grove Baptist Church	id=g:4155830
Forest Grove Forestry Site	id=g:4155831
Forest Heights Baptist Church	id=g:4155832
Forest Heights Church	id=g:4155833
Forest High School	id=g:4155834
Forest High School	id=g:4155835
Forest High School Stadium	id=g:4155836
Forest Highlands	id=g:4155837
Forest Hill Cemetery	id=g:4155838
Forest Hill Cemetery	id=g:4155839
Forest Hill Cemetery	id=g:4155840
Forest Hill High School	id=g:4155841
Forest Hill School	id=g:4155842
Forest Hills	id=g:4155843
Forest Hills	id=g:4155844
Forest Hills Baptist Church	id=g:4155845
Forest Hills Elementary School	id=g:4155846
Forest Hills Elementary School	id=g:4155847
Forest Hills Elementary School	id=g:4155848
Forest Hills Memorial Park	id=g:4155849
Forest Hills School	id=g:4155850
Forest Island Park	id=g:4155851
Forest Lake	id=g:4155852
Forest Lake	id=g:4155853
Forest Lake Academy	id=g:4155854
Forest Lake Railroad Station	id=g:4155855
Forest Lake Seventh Day Adventist Church	id=g:4155856
Forest Lakes Park	id=g:4155857
Forest Lakes Plaza	id=g:4155858
Forest Lawn Cemetery	id=g:4155859
Forest Lawn Memorial Gardens	id=g:4155860
Forest Lawn Memorial Gardens	id=g:4155861
Forest Lawn Memorial Gardens Cemetery	id=g:4155862
Forest Lawn Memorial Park of Broward County	id=g:4155863
Forest Lawn Memory Gardens	id=g:4155864
Forest Lawn of Santa Rosa	id=g:4155865
Forest Meadows Memorial Park	id=g:4155866
Forest Park Baptist Church	id=g:4155867
Forest Park Elementary School	id=g:4155868
Forest Park School	id=g:4155869
Forest Ridge Elementary School	id=g:4155870
Forestmeadows Park	id=g:4155871
Foreverglades Mausoleum Gardens	id=g:4155872
Forhan Pond	id=g:4155873
Fork Point	id=g:4155874
Fork of the Creeks School	id=g:4155875
Forked Creek	id=g:4155876
Foll Lake	id=g:4155877
Forman School	id=g:4155878
Lake Formosa	id=g:4155879
Forrester Point	id=g:4155880
Fort Atkinson Lake	id=g:4155881
Fort Barrancas (historical)	id=g:4155882
Fort Barrancas Barracks	id=g:4155883
Fort Basinger	id=g:4155884
Fort Basinger Station	id=g:4155885
Fort Braden	id=g:4155886
Fort Braden Cemetery	id=g:4155887
Fort Braden Church	id=g:4155888
Fort Braden Pentecostal Holiness Church	id=g:4155889
Fort Braden School	id=g:4155890
Fort Brook Landing	id=g:4155891
Fort Brooke (historical)	id=g:4155892
Fort Capron (historical)	id=g:4155893
Fort Caroline	id=g:4155894
Fort Caroline Elementary School	id=g:4155895
Fort Caroline Junior High School	id=g:4155896
Fort Caroline National Memorial	id=g:4155897
Fort Caroline Shopping Center	id=g:4155898
Fort Caroline Shopping Village	id=g:4155899
Fort Caroline United Methodist Church	id=g:4155900
Fort Centre	id=g:4155901
Fort Christmas (historical)	id=g:4155902
Fort Clark Church	id=g:4155903
Fort Clark Estates Airport	id=g:4155904
Fort Clarke Middle School	id=g:4155905
Fort Clinch	id=g:4155906
Fort Clinch (historical)	id=g:4155907
Fort Clinch State Park	id=g:4155908
Fort Cooper Lake	id=g:4155909
Fort Cooper State Park	id=g:4155910
Fort Crawford Creek	id=g:4155911
Forks of the Creek	id=g:4155912
Fort Dade (historical)	id=g:4155913
Fort Dade (historical)	id=g:4155914
Fort Dade Church	id=g:4155915
Fort Dallas (historical)	id=g:4155916
Fort De Soto	id=g:4155917
Fort De Soto Park	id=g:4155918
Fort Denaud (historical)	id=g:4155919
Fort Denaud Bridge	id=g:4155920
Fort Denaud Cemetery	id=g:4155921
Fort Desoto County Park	id=g:4155922
Fort Diego (historical)	id=g:4155923
Fort Drane	id=g:4155924
Fort Drane (historical)	id=g:4155925
Fort Drum	id=g:4155926
Fort Drum Creek	id=g:4155927
Fort Cummings (historical)	id=g:4155928
Fort Florida	id=g:4155929
Fort Florida Point	id=g:4155930
Fort Floyd (historical)	id=g:4155931
Fort Foster (historical)	id=g:4155932
Fort Gadsden	id=g:4155933
Fort Gadsden Bridge	id=g:4155934
Fort Gadsden Creek	id=g:4155935
Fort Fanning (historical)	id=g:4155936
Fort Gadsden State Park	id=g:4155937
Fort Gardner (historical)	id=g:4155938
Fort Gates	id=g:4155939
Fort Gatlin Alliance Church	id=g:4155940
Fort George Inlet	id=g:4155941
Fort George Island	id=g:4155942
Fort George Island	id=g:4155943
Fort George Island Cultural State Park	id=g:4155944
Fort George River	id=g:4155945
Fort Green	id=g:4155946
Fort Green Post Office	id=g:4155947
Fort Green Springs	id=g:4155948
Fort Hamer	id=g:4155949
Fort Harrison (historical)	id=g:4155950
Fort Heilman (historical)	id=g:4155951
Fort Island	id=g:4155952
Fort Jefferson	id=g:4155953
Fort Jefferson National Monument (historical)	id=g:4155954
Fort King (historical)	id=g:4155955
Fort King Acres	id=g:4155956
Fort King Baptist Church	id=g:4155957
Fort King Baptist Church	id=g:4155958
Fort King Burial Grounds	id=g:4155959
Fort King Middle School	id=g:4155960
Fort King Presbyterian Church	id=g:4155961
Fort Kirkland Branch	id=g:4155962
Fort Gadsden State Historic Site	id=g:4155963
Fort Kissimmee Cemetery	id=g:4155964
Fort Lane (historical)	id=g:4155965
Fort Lauderdale	id=g:4155966
Fort Lauderdale Beach	id=g:4155967
Fort Lauderdale Christian Reford Church	id=g:4155968
Fort Lauderdale Christian School	id=g:4155969
Fort Lauderdale College	id=g:4155970
Fort Lauderdale Executive Airport	id=g:4155971
Fort Lauderdale High School	id=g:4155972
Fort Lauderdale Hospital	id=g:4155973
Fort Lauderdale Stadium	id=g:4155974
Fort Lauderdale Strip Shopping Center	id=g:4155975
Fort Lauderdale-Hollywood International Airport	id=g:4155976
Fort Lonely	id=g:4155977
Fort Lonesome	id=g:4155978
Fort Mason	id=g:4155979
Fort Matanzas	id=g:4155980
Fort Matanzas National Monument	id=g:4155981
Fort McCoy	id=g:4155982
Fort McCoy Elementary School	id=g:4155983
Fort McCoy Lookout Tower	id=g:4155984
Fort McCoy Wildlife Management Area	id=g:4155985
Fort McRee (historical)	id=g:4155986
Fort McRee Leading Light	id=g:4155987
Fort Meade	id=g:4155988
Fort Meade Cemetery	id=g:4155989
Fort Meade Junior-Senior High School	id=g:4155990
Fort Meade Middle School	id=g:4155991
Fort Mellon Park	id=g:4155992
Fort Moosa (historical)	id=g:4155993
Fort Moultrie (historical)	id=g:4155994
Fort Myers	id=g:4155995
Fort Myers Beach	id=g:4155996
Fort Myers Beach Elementary School	id=g:4155997
Fort Myers Cemetery	id=g:4155998
Fort Myers Christian School	id=g:4155999
Fort Myers Community Hospital	id=g:4156000
Fort Myers High School	id=g:4156001
Fort Myers Junior Academy	id=g:4156002
Fort Myers Memorial Gardens	id=g:4156003
Fort Myers Middle School	id=g:4156004
Fort Myers Shopping Center	id=g:4156005
Fort Myers Shores	id=g:4156006
Fort Myers Villas	id=g:4156007
Fort Myers-Lee County Library	id=g:4156008
Fort Ogden	id=g:4156009
Fort Ogden Cemetery	id=g:4156010
Fort Peyton	id=g:4156011
Fort Peyton (historical)	id=g:4156012
Fort Pickens	id=g:4156013
Fort Pickens Ruins (historical)	id=g:4156014
Fort Pickens State Park	id=g:4156015
Fort Pickens State Park Aquatic Preserve	id=g:4156016
Fort Picolata (historical)	id=g:4156017
Fort Pierce	id=g:4156018
Fort Pierce Cemetery	id=g:4156019
Fort Pierce Central High School	id=g:4156020
Fort Pierce Cut	id=g:4156021
Fort Pierce Elementary School	id=g:4156022
Fort Pierce Inlet	id=g:4156023
Fort Pierce Inlet Center Range Front Light	id=g:4156024
Fort Pierce Inlet Entrance Range	id=g:4156025
Fort Pierce Inlet Inner Range	id=g:4156026
Fort Pierce Inlet State Park	id=g:4156027
Fort Pierce Shopping Center	id=g:4156028
Fort Pierce Shores	id=g:4156029
Fort Pierce Westwood High School	id=g:4156030
Fort Pupo (historical)	id=g:4156031
Fort Redoubt (historical)	id=g:4156032
Fort Reed Railroad Station	id=g:4156033
Fort Rucker Recreation Area	id=g:4156034
Fort San Carlos (historical)	id=g:4156035
Fort Simmons Branch	id=g:4156036
Fort Kissimmee	id=g:4156037
Fort Thompson (historical)	id=g:4156038
Fort Union	id=g:4156039
Fort Wacahoota (historical)	id=g:4156040
Fort Waccasassa Site	id=g:4156041
Fort Walton Beach	id=g:4156042
Fort Walton Beach Airport	id=g:4156043
Fort Walton Beach High School	id=g:4156044
Fort Walton Beach Hospital Extended Care	id=g:4156045
Fort Walton Beach Medical Center Heliport	id=g:4156046
Fort Walton Beach Park	id=g:4156047
Fort Walton Beach Public Library	id=g:4156048
Fort Walton Square	id=g:4156049
Fort White	id=g:4156050
Fort White (historical)	id=g:4156051
Fort White Adult Education School	id=g:4156052
Fort White-Bethlehem School (historical)	id=g:4156053
Fort Winder Church	id=g:4156054
Fort Zachary Taylor (historical)	id=g:4156055
Fort Zachary Taylor Historic State Park	id=g:4156056
Forth Island	id=g:4156057
Fortieth Street Boca Raton Bridge	id=g:4156058
Fortner Cemetery	id=g:4156059
Fortners Camp	id=g:4156060
Forts Bear Hole	id=g:4156061
Fortune Lake	id=g:4156062
Forty Acre Bay	id=g:4156063
Forty Acre Pond	id=g:4156064
Forty Acre Pond	id=g:4156065
Forty East Shopping Center	id=g:4156066
Fortymile Bend	id=g:4156067
Forum of Many Truths	id=g:4156068
Forum of Many Truths	id=g:4156069
Forward in Christ Church	id=g:4156070
Forzano Park	id=g:4156071
Foshalee Lake	id=g:4156072
Foster Bay	id=g:4156073
Foster Bayou	id=g:4156074
Foster Burgess Pond	id=g:4156075
Foster Drive Church	id=g:4156076
Foster Key	id=g:4156077
Foster Park	id=g:4156078
Foster Point	id=g:4156079
Foster School	id=g:4156080
Foster School	id=g:4156081
Fotch Island	id=g:4156082
Fountain	id=g:4156083
Fountain Heights	id=g:4156084
Fountain Lake	id=g:4156085
Fountain Lake	id=g:4156086
Fountain Plaza	id=g:4156087
Fountain Square	id=g:4156088
Fountain of Life Assembly of God	id=g:4156089
Fountain of Youth Park	id=g:4156090
Fountainebleau	id=g:4156091
Fountainebleau Golf Course	id=g:4156092
Fountainebleau Park	id=g:4156093
Fountainhead Memorial Park	id=g:4156094
Four Brothers Key	id=g:4156095
Four Corners	id=g:4156096
