Zardū’īyeh	id=g:111332
Shūrāb Khān	id=g:114687
Shūr Ābī	id=g:114688
Pol-e Shūrāb-e Soflá	id=g:114689
Shūrāb-e Şaghīr	id=g:114690
Shūrāb-e Pā’īn	id=g:114691
Shūrāb-e Bālā	id=g:114692
Shūrāb-e Kabīr	id=g:114693
Shūr Āb-e Hezāreh	id=g:114694
Shūrāb-e Ḩājjī	id=g:114695
Rūdkhāneh-ye Shūrābeh	id=g:114696
Shūrābeh	id=g:114697
Shūrābād	id=g:114698
Shūrābeh	id=g:114699
Shūrābeh	id=g:114700
Shūrūg	id=g:114701
Shūrābād-e Nūr	id=g:114702
Shūrābād	id=g:114703
Shūrābād	id=g:114704
Shūrābeh	id=g:114705
Shūrābād Vābasteh Beh Dehaj	id=g:114706
Shūrābād	id=g:114707
Shūrābād	id=g:114708
Rūdkhāneh-ye Shūrāb	id=g:114709
Kūh-e Shūrāb	id=g:114710
Kamar-e Shūrāb	id=g:114711
Nīm Īstgāh-e Shūr Āb	id=g:114712
Shūr Āb	id=g:114713
Shūr Āb	id=g:114714
Shūr Āb	id=g:114715
Shūrāb	id=g:114716
Shūr Āb	id=g:114717
Shūr Āb	id=g:114718
Shūr Āb	id=g:114719
Shūr Āb	id=g:114720
Shūr Āb	id=g:114721
Shūr Āb	id=g:114722
Shūr Āb	id=g:114723
Shūr Āb	id=g:114724
Shūr Āb	id=g:114725
Shūr Rūd	id=g:114726
Shūr Āb	id=g:114727
Shūr Āb	id=g:114728
Shūr Āb	id=g:114729
Shūr Āb	id=g:114730
Shūrāb	id=g:114731
Shūrāb	id=g:114732
Shūr Āb	id=g:114733
Shūr Āb	id=g:114734
Shūr Āb	id=g:114735
Rūdkhāneh-ye Shūr	id=g:114736
Cham-e Shūr	id=g:114737
Rūdkhāneh-ye Shūr	id=g:114738
Rūdkhāneh-ye Shūr	id=g:114739
Rūdkhāneh-ye Shūr	id=g:114740
Rūdkhāneh-ye Shūr	id=g:114741
Rūdkhāneh-ye Shūr	id=g:114742
Rūdkhāneh-ye Shūr	id=g:114743
Rūdkhāneh-ye Talkh Shūr	id=g:114744
Rūdkhāneh-ye Shūr	id=g:114745
Rūdkhāneh-ye Shūr	id=g:114746
Rūdkhāneh-ye Shūr	id=g:114747
Rūdkhāneh-ye Shūr	id=g:114748
Rūdkhāneh-ye Shūr	id=g:114749
Rūdkhāneh-ye Shūr	id=g:114750
Rūdkhāneh-ye Shūr	id=g:114751
Rūdkhāneh-ye Shūr	id=g:114752
Rūdkhāneh-ye Shūr	id=g:114753
Rūdkhāneh-ye Shūr	id=g:114754
Rūdkhāneh-ye Shūr	id=g:114755
Rūd-e Shūr	id=g:114757
Shūr Āb-e Tāk	id=g:114758
Rūd-e Shūr	id=g:114760
Rūd-e Shūr	id=g:114762
Rūd-e Shūr	id=g:114763
Rūd-e Shūr	id=g:114764
Rūdkhāneh-ye Shūr	id=g:114765
Rūd-e Shūr	id=g:114766
Rūd-e Shūr	id=g:114767
Rūdkhāneh-ye Shūr	id=g:114769
Rūdkhāneh-ye Shūr	id=g:114770
Kāl-e Shūr	id=g:114772
Kāl-e Shūr	id=g:114773
Kāl-e Shūr	id=g:114775
Kāl-e Shūr	id=g:114776
Kāl-e Shūr	id=g:114777
Kāl-e Shūr	id=g:114778
Rūd-e Shūr	id=g:114779
Godār-e Shūr	id=g:114780
Godār-e Shūr	id=g:114781
Darreh-ye Derāz	id=g:114782
Cheshmeh-ye Shūr	id=g:114783
Cheshmeh-ye Shūr	id=g:114784
Cheshmeh-ye Shūr	id=g:114785
Chāh-e Shūr	id=g:114786
Chāh-e Shūr	id=g:114787
Chāh-e Shūr	id=g:114788
Chāh-e Shūr	id=g:114789
Chāh-e Shūr	id=g:114790
Chāh-e Shūr	id=g:114791
Chāh-e Shūr	id=g:114792
Cheshmeh-ye Shūr	id=g:114793
Chāh-e Shūr	id=g:114794
Chāh-e Shūr	id=g:114795
Chāh Shūr	id=g:114796
Barm-e Shūr	id=g:114797
Āb-e Shūr	id=g:114798
Rūdkhāneh-ye Shūr	id=g:114799
Rūd-e Mūr	id=g:114800
Shūr	id=g:114801
Sūr	id=g:114802
Shūl-e Bozī	id=g:114803
Shūmow	id=g:114804
Shūmīā	id=g:114805
Shūl	id=g:114806
Shūl-e Kūchek	id=g:114807
Cheshmeh-ye Shūleh Ghān	id=g:114808
Shūlābād	id=g:114809
Shūleh	id=g:114810
Shūl-e Bozorg	id=g:114811
Shūlān	id=g:114812
Shūlam	id=g:114813
Tang-e Shūl	id=g:114814
Rūdkhāneh-ye Shūl	id=g:114815
Rūd-e Shūl	id=g:114816
Kūh-e Shūl	id=g:114817
Shūl	id=g:114818
Shūl	id=g:114819
Shūl	id=g:114820
Shūl	id=g:114821
Shūl	id=g:114822
Kūh-e Shūkol	id=g:114824
Shū Gol-e Ḩājjīvand	id=g:114825
Posht Kūh	id=g:114826
Shū’īl	id=g:114827
Shāhūn-e Soflá	id=g:114828
Kūh-e Shavah	id=g:114829
Showb Kolā	id=g:114830
Shūbācheh	id=g:114831
Kūh-e Shūvāneh Kazheh	id=g:114832
Showq-e Soflá	id=g:114833
Showq-e ‘Olyā	id=g:114834
Showqābād	id=g:114835
Showqābād	id=g:114836
Showlīz	id=g:114837
Showkatābād	id=g:114838
Showkatābād	id=g:114839
Shūhān-e Soflá	id=g:114840
Shūhān-e ‘Olyā	id=g:114841
Kūh-e Show	id=g:114842
Kūh-e Shū	id=g:114843
Jazīreh-ye Shatvār	id=g:114844
Shotor Pā	id=g:114845
Shotor Mol	id=g:114846
Kūh-e Shotor Mīl	id=g:114847
Shotor Mel	id=g:114848
Shotor Kūh	id=g:114849
Sefīd Daleh	id=g:114850
Shotor Khvār	id=g:114851
Shotor Khoft	id=g:114852
Shotor Khān	id=g:114853
Yaḩyáābād	id=g:114854
Kūh-e Shotorī	id=g:114855
Shotorīyeh	id=g:114856
Rīg-e Shotorān	id=g:114857
Kūh-e Shotorān	id=g:114858
Kūh-e Shotor	id=g:114859
Shoteyt	id=g:114860
Shūr Shūreh	id=g:114861
Shor Shor	id=g:114862
Shūr Shūr	id=g:114863
Daryācheh-ye Barm	id=g:114864
Shorb ol `Ayn	id=g:114865
Shoqān	id=g:114866
Shafā	id=g:114867
Shongor-e Soflá	id=g:114868
Shomārīn	id=g:114870
Āmūzeshgāh-e Shomāreh-ye Yāzdah-e Bozorg Sālān	id=g:114871
Shomāreh-ye Panj	id=g:114872
Āmūzeshgāh-e Bozorgsālān Shomāreh-ye Dah	id=g:114873
Shamaklī	id=g:114874
Sholūghābād	id=g:114875
Cholombeh	id=g:114876
Sholeh Zār	id=g:114877
Sho‘leh	id=g:114878
Shakūrābād	id=g:114879
Shokūhābād	id=g:114880
Shokrānlū	id=g:114881
Shokrānlū	id=g:114882
Cherāghābād	id=g:114883
Lashkarābād	id=g:114884
Shokrābād	id=g:114885
Shekarābād	id=g:114886
Īstgāh-e Shojā‘ Nez̧ām	id=g:114887
Shojā‘ābād	id=g:114888
Shojā‘ābād	id=g:114889
Shojā‘ābād	id=g:114890
Shojā‘ābād	id=g:114891
Shojā‘ābād	id=g:114892
Emāmzādeh Shachchākh	id=g:114893
Shojā‘	id=g:114894
Shoghlābād	id=g:114895
Shoghlābād	id=g:114896
Shoghārīj-e Soflá	id=g:114897
Shoghārīj-e ‘Olyā	id=g:114898
Sho‘ameyţ-e Fāleḩ	id=g:114899
Sho`eyb Maḩalleh	id=g:114900
Emāmzādeh-ye Sho‘eyb	id=g:114901
Shobeysheh	id=g:114902
Shobeysheh	id=g:114903
Shobeylīyeh-ye Do	id=g:114904
Sho`beh	id=g:114906
Shīzar	id=g:114907
Shīzar	id=g:114908
Shīzand	id=g:114909
Shīvarīn	id=g:114910
Shīvah	id=g:114911
Sheyvar	id=g:114912
Shītāb	id=g:114913
Shīd	id=g:114914
Shīt	id=g:114915
Cheshmeh-ye Shīsūy	id=g:114916
Shīsheh Gūrāb	id=g:114917
Kūh-e Shīsheh	id=g:114918
Kūh-e Shīsheh	id=g:114919
Shīsheh	id=g:114920
Shīshavān	id=g:114921
Shīshār	id=g:114922
Shīrvān Shāhlū-ye Soflá	id=g:114923
Shūrā Kandī	id=g:114924
Shīrvānī	id=g:114925
Shīrvāneh	id=g:114926
Shīrvāneh	id=g:114927
Shīrīn Chaqā	id=g:114928
Rūdkhāneh-ye Āb-e Shīrvān	id=g:114929
Shīrvān	id=g:114930
Darreh-ye Shīrūn	id=g:114931
Shīrū Kandī	id=g:114932
Shīr Shotor	id=g:114933
Kūh-e Shīr Qal‘eh	id=g:114934
Rūd-e Shīr Morgh	id=g:114935
Shīr Morgh	id=g:114936
Shīr Moḩammadī	id=g:114937
Rūdkhāneh-ye Shīrmīsheh	id=g:114938
Shīrsheh	id=g:114939
Shīr Meng-e Pā’īn	id=g:114940
Shīr Meng-e Bālā	id=g:114941
Shīr Mard	id=g:114942
Shīr Mard	id=g:114943
Shīr Maḩalleh	id=g:114944
Kūh-e Shīrmābād	id=g:114945
Shītāb	id=g:114946
Shīrleh	id=g:114947
Shīr Gūg	id=g:114948
Shīr Kūh	id=g:114949
Shīr Kūh	id=g:114950
Shīr Kūh	id=g:114951
Shīr Kūh	id=g:114952
Shīr Kosh-e Soflá	id=g:114953
Darreh-ye Shīr Kosh	id=g:114954
‘Alī Yār-e Dūrāb	id=g:114955
Kūh-e Shīr Khānī	id=g:114956
Shīr Khond	id=g:114957
Shīr Khān	id=g:114958
Shīr Khān	id=g:114959
Shīr Kosh	id=g:114960
Dasht-e Shīr Kāb	id=g:114961
Shīrjū	id=g:114962
Shīrābād	id=g:114963
Rūdkhāneh-ye Shīrīsh	id=g:114964
Shīrīkī	id=g:114965
Shīrīnū	id=g:114966
Shīrīnū	id=g:114967
Shīrīn Sū	id=g:114968
Shīrīn Sū	id=g:114969
Shīrīn Rūd	id=g:114970
Shīrnesā’	id=g:114971
Shīrīn Kand	id=g:114972
Shīrīnjeh	id=g:114973
Shīrīneh	id=g:114974
Shīrīn Daraq	id=g:114975
Rūdkhāneh-ye Shīrīn Darreh	id=g:114976
Shīrīn Bolāgh	id=g:114977
Shīrīn Bolāgh	id=g:114978
Shīrīn Bolāgh	id=g:114979
Shīrīn Bolāgh	id=g:114980
Rūdkhāneh-ye Shīrīnak	id=g:114981
Shīrūnak	id=g:114982
Shīrīnak	id=g:114983
Shīrīnak	id=g:114984
Shīrīnābād	id=g:114985
Shīrīnābād	id=g:114986
Shīrīnābād	id=g:114987
Shīrīnābād	id=g:114988
Shīrīnābād	id=g:114989
Rūdkhāneh-ye Shīrīn Āb	id=g:114990
Rūdkhāneh-ye Shīrīn	id=g:114991
Rūdkhāneh-ye Shīrīn	id=g:114992
Rūdkhāneh-ye Shīrīn	id=g:114993
Kamar-e Shīrīn	id=g:114994
Cheshmeh-ye Shīrīn	id=g:114995
Chāh-e Shīrīn	id=g:114996
Shīr Ḩeşār	id=g:114997
Shīr Ḩabīb	id=g:114998
Kūh-e Shīrkān	id=g:114999
Shīr Gesht	id=g:115000
Shīr Gāh	id=g:115001
Shīrk	id=g:115002
Kūh-e Shīraz	id=g:115003
Shīr Espārī	id=g:115004
Shīrzan	id=g:115005
Shīreh Jīn	id=g:115006
Shīreh Choqā	id=g:115007
Shīr Deh	id=g:115008
Shīrbīm	id=g:115009
Kūh-e Shīr Berenjī	id=g:115010
Shīr Barāt	id=g:115011
Shīrāzī-ye ‘Olyā	id=g:115012
Shīrāzī	id=g:115013
Kūh-e Sar Sarā	id=g:115014
Shīrāzak	id=g:115015
Shīrāz Kūh	id=g:115016
Kūh-e Shīrāz	id=g:115017
Shīrāz	id=g:115018
Shīrāz	id=g:115019
Shīr Āvand	id=g:115020
Keryeh-ye Shīrāvand	id=g:115021
Shīr Āshīān	id=g:115022
Shīrānlad	id=g:115023
Shīrānī	id=g:115024
Shīrānī	id=g:115025
Shorang Rang	id=g:115026
Shīrān	id=g:115027
Shīrāmīn	id=g:115028
Shīr ‘Alī	id=g:115029
Chīrak	id=g:115030
Shīr Āhan-e Zahavakī	id=g:115031
Shīr Āhan Shahr	id=g:115032
Shīr Āhan-e Bīsheh	id=g:115033
Shīrīk	id=g:115034
Shīrag	id=g:115035
Shīrak	id=g:115036
Shīrābād	id=g:115037
Shīrābād	id=g:115038
Shīrābād	id=g:115039
Shīrābād	id=g:115040
Shīrābād	id=g:115041
Shīrābād	id=g:115042
Rūd-e Shīr	id=g:115043
Ra’s-e Shīr	id=g:115044
Gardaneh-ye Shīr	id=g:115045
Dasht-e Shīr	id=g:115046
Sheybānjū	id=g:115047
Rūd-e Shīnū	id=g:115048
Shengarā	id=g:115050
Cham Shīneh	id=g:115051
Gardaneh-ye Shīnak	id=g:115052
Shīnābād	id=g:115053
Shīn	id=g:115054
Shīmeh	id=g:115055
Shīman	id=g:115056
Shīman-e Bālā	id=g:115057
Showleyvat	id=g:115058
Shīlgān	id=g:115059
Shīleh-ye Zargarān	id=g:115060
Shīl Sar	id=g:115061
Shīlāndar-e Pā’īn	id=g:115062
Shīlāndar	id=g:115063
Shīlān	id=g:115064
Shīlāvdān	id=g:115065
Sheyjān	id=g:115066
Shīfeh	id=g:115067
Zavāl	id=g:115068
Shīb Tang	id=g:115069
Shīb Tal	id=g:115070
Shīb Derāz	id=g:115071
Shībarm	id=g:115072
Shīb	id=g:115073
Shīāsī	id=g:115074
Cham-e Shīān	id=g:115075
Shīān	id=g:115076
Sheyvar	id=g:115077
Sheyţūr	id=g:115078
Gardaneh-ye Sheyţān Kotal	id=g:115079
Eslāmābād	id=g:115080
Sheyt-e Peyghambar	id=g:115081
Sheyk Shams	id=g:115082
Beyt-e Zeyvān	id=g:115083
Sheykh Zangī	id=g:115085
Sheykh Zīārī	id=g:115086
Sheykh Valī	id=g:115087
Sheykhūn	id=g:115088
Sheykh ‘Ufi	id=g:115089
Sheykh Ţo‘meh	id=g:115090
Sheykh Taqqeh	id=g:115091
Sheykh Ţabaq	id=g:115092
Emāmzādeh-ye Sheykh Soleyman	id=g:115093
Sheykh Sharbatī	id=g:115094
Sheykh Shabān	id=g:115095
Sheykh Sar Mast	id=g:115096
Sheykh Sāmer	id=g:115097
Sheykh Sāmer	id=g:115098
Sheykh Salū-ye Soflá	id=g:115099
Sheykh Salū-ye ‘Olyā	id=g:115100
Sheykh Salleh	id=g:115101
Sheykh Sa‘dūn	id=g:115102
Sheykh Rajab	id=g:115103
Sheykh Qowm	id=g:115104
Shāh Qāsem	id=g:115105
Sheykh Qandī	id=g:115106
Sheykh ‘Owdeh	id=g:115107
Aḩrār	id=g:115108
Sheykh Neshīn (1)	id=g:115109
Sheykh Mūsá	id=g:115110
Sheykh Mūsá	id=g:115111
Sheykh Moşţafá	id=g:115112
Sheykh Moḩammad-e Yek	id=g:115113
Sheykh Moḩammad-e Yek	id=g:115114
Sheykh Moḩammad-e Do	id=g:115115
Emāmzādeh-ye Sheykh Moḩammad	id=g:115116
Sheykh Moḩammad	id=g:115117
Sheykh Moḩammad	id=g:115118
Sheykh Muḩammad	id=g:115119
Bar Āftāb	id=g:115120
Sheykh Moḩammad	id=g:115121
Sheykh Mīrī-ye Sādāt	id=g:115122
Sheykh Mīrī-ye Kalhor	id=g:115123
Sheykh Mezbān	id=g:115124
Sheykh Mazbū	id=g:115125
Kūh-e Sheykh Ma‘rūf	id=g:115126
Sheykh Makān	id=g:115127
Sheykh Maḩalleh	id=g:115128
Sheykh Maḩalleh	id=g:115129
Sheykh Maḩalleh	id=g:115130
Sheykh Maḩalleh	id=g:115131
Sheykhlū	id=g:115132
Sheykhlar	id=g:115133
Sheykhlar	id=g:115134
Sheykhlar	id=g:115135
Sheykhlar	id=g:115136
Sheykh Khvājeh	id=g:115137
Sheykh Khaz‘al	id=g:115139
Tang-e Sheykh Khān	id=g:115140
Sheykh Kāz̧em	id=g:115141
Sheykh Kānlū	id=g:115142
Sheykh Khānlū	id=g:115143
Sheykh Jarrāḩ	id=g:115144
Sheykh Jānlū	id=g:115145
Sheykh Ja‘far	id=g:115146
Sheykh Jabra'īl	id=g:115147
Kūh-e Sheykhī Jān	id=g:115148
Sheykhīān Mārī	id=g:115149
Sheykhābād-e Soflá	id=g:115150
Sheykhābād-e ‘Olyā	id=g:115151
Sheykhī Zīr Do	id=g:115152
Sheykhī	id=g:115153
Sheykhī	id=g:115154
Sheykh ’ozūr	id=g:115155
Sheykh Ḩoseynlū	id=g:115156
Sheykh Ḩoseyn	id=g:115157
Sheykh Ḩeydar	id=g:115158
Sheykh Ḩāvī	id=g:115159
Sheykh Ḩasan	id=g:115160
Sheykh Ḩasan	id=g:115161
Sheykh Hābīl-e Vostá	id=g:115162
Deh Sheykhhā	id=g:115163
Sheykh Gadīk	id=g:115164
Sheykh Fīā	id=g:115165
Sheykh Kūreh	id=g:115166
Sheykhdarābād	id=g:115167
Sheykh Chūpān	id=g:115168
Sheykh Bolāgh	id=g:115169
Kūh-e Sheykh Bazīd	id=g:115170
Sheykh ‘Az̧īmlū	id=g:115171
Sheykh ‘Aţţār	id=g:115172
Cham Nez̧āmī	id=g:115173
Sheykhānehvar	id=g:115174
Kūh-e Sheykhān	id=g:115175
Sheykhān-e Pā'īn	id=g:115176
Sheykhān	id=g:115177
Sheykhān	id=g:115178
Sheykhān	id=g:115179
Sheykh Malū	id=g:115180
Sheykh ‘Āmer	id=g:115181
Sheykh ‘Alī Ţūseh	id=g:115182
Sheykh Alar	id=g:115183
Sheykh ‘Alī Chūpān	id=g:115184
Sheykh ‘Alī Bast	id=g:115185
Sheykh `Alī	id=g:115186
Sheykh‘alī	id=g:115187
Sheykh ‘Ālī	id=g:115188
Sheykhak	id=g:115189
Sheykh Aḩmadlū	id=g:115190
Rūdkhāneh-ye Bābā Sheykh Aḩmad	id=g:115191
Kūh-e Sheykh Aḩmad	id=g:115192
‘Alī Akbar	id=g:115193
Sheykh ‘Abdollāh	id=g:115194
Sheykh ‘Abūd-e Beyẕā'	id=g:115195
Sheykhābād	id=g:115196
Sheykhābād	id=g:115197
Sheykhābād	id=g:115198
Sheykhābād	id=g:115199
Sheykhābād	id=g:115201
Sheykhābād	id=g:115202
Sheykhābād	id=g:115203
Sheykhābād	id=g:115204
Sheykhābād	id=g:115205
Sheykhābād	id=g:115206
Kūh-e Sheykh	id=g:115207
Shahrak-e Sheykh	id=g:115208
Arāz ‘Alī Sheykh	id=g:115209
Rūdkhāneh-ye Sheyjān	id=g:115210
Shīr Eşfahān	id=g:115211
Sheydānak	id=g:115212
Shīdān	id=g:115213
Shīdābād	id=g:115214
Kūh-e Sheydā	id=g:115215
Sheydā	id=g:115216
Kūh-e Shabīyeh	id=g:115217
Sheybānī	id=g:115218
Shūyesheh	id=g:115219
Shavīr	id=g:115220
Shevey-e Pā’īn	id=g:115221
Shevey-e Vasaţ	id=g:115222
Shūrīn	id=g:115223
Kūh-e Sheverd	id=g:115224
Sheshtūyeh	id=g:115225
Sheshtomad	id=g:115226
Rūdkhāneh-ye Shesh Pīr	id=g:115227
Kūh-e Shesh Pīr	id=g:115228
Shesh Pīr	id=g:115229
Sheshkal	id=g:115230
Shesh Javān	id=g:115231
Sheshdāng	id=g:115232
Sheshdeh	id=g:115233
Kūh-e Shesh Bar	id=g:115234
Shesh Bahreh-ye Soflá	id=g:115235
Shesh Bahreh-ye ‘Olyā	id=g:115236
Sharī Marī	id=g:115237
Shereyjī	id=g:115238
Kūh-e Shenlī	id=g:115239
Shenīn	id=g:115240
Shenhīyeh	id=g:115241
Shengeh Dūl	id=g:115242
Kūh-e Shengeh Darreh	id=g:115243
Shengān	id=g:115244
Kūh-e Shenestān	id=g:115245
Shendestān	id=g:115246
Shendābād	id=g:115247
Shenāţ	id=g:115248
Ra’s-e Shenās	id=g:115249
Khalīj-e Shenās	id=g:115250
Shenā’ez	id=g:115251
Shemshī Bālā’ī	id=g:115252
Shemsī	id=g:115253
Shemshak-e Bālā	id=g:115254
Shemshak	id=g:115255
Kūh-e Shemsh	id=g:115256
Shemīrānāt	id=g:115257
Shemī	id=g:115258
Shemām	id=g:115259
Shomālābād	id=g:115260
Shamābād	id=g:115261
Shelīn	id=g:115262
Kūh-e Shelet	id=g:115263
Shelesat	id=g:115264
Shelamzār	id=g:115265
Shelāl	id=g:115266
Shekoft	id=g:115267
Eshkhal	id=g:115268
Kūh-e Shekasteh	id=g:115269
Kūh-e Shekasteh	id=g:115270
Rūd-e Shekastān	id=g:115271
Shekar Yāzī	id=g:115272
Shekarūyeh	id=g:115273
Shekarū	id=g:115274
Shekarpas	id=g:115275
Shekar Kesh	id=g:115277
Shokrīāt	id=g:115278
Shakarīāt	id=g:115279
Kūh-e Shekarī	id=g:115280
Kūh-e Shekārgāh	id=g:115281
Shekāreh	id=g:115282
Shekāreh	id=g:115283
Kūh-e Shekardān	id=g:115284
Shekar Cheshmeh	id=g:115285
Shekar Bolāghī	id=g:115286
Shekareblū	id=g:115287
Shekar Bāghān	id=g:115288
Shekarak	id=g:115289
Shekarā’ī	id=g:115290
Shekarāb-e Pā’īn	id=g:115291
Shekarābād	id=g:115292
Shekar Āb	id=g:115293
Kūh-e Shekarāb	id=g:115294
Shakar Āb	id=g:115295
Shekar Āb	id=g:115296
Shekar Āb	id=g:115297
Shokrābād	id=g:115298
Chāh-e Shekār	id=g:115299
Shekān	id=g:115300
Daqq-e Shekāfteh	id=g:115301
Kūh-e Shekaft	id=g:115302
Shekaft	id=g:115303
Kūh-e Shekāf Reshteh	id=g:115304
Tang-e Shahnīz	id=g:115305
Shahnīz	id=g:115306
Shehneh	id=g:115307
Shegeftābād	id=g:115308
Shegān Kūh	id=g:115309
Gardaneh-ye Sheblī	id=g:115310
Sheblī	id=g:115311
Īstgāh-e Shāzand	id=g:115312
Kalāteh-ye Shāyak	id=g:115313
Shāyengān	id=g:115314
Shāvon-e Pā’īn	id=g:115315
Shāvon-e Bālā	id=g:115316
Shevīr	id=g:115317
Shīvīn	id=g:115318
Shāveh-ye Şeyvān	id=g:115319
Shāveh-ye ‘Abdollāh	id=g:115320
Shāveh	id=g:115321
Shāveh	id=g:115322
Shāveh	id=g:115323
Tappeh-ye Shāvarīyeh	id=g:115324
Ra’s-e Shāvarī	id=g:115325
Shāhvarān	id=g:115326
Kūh-e Shāhvār	id=g:115327
Howr-e Shāvar	id=g:115328
Shavār	id=g:115329
Shovār	id=g:115330
Shevengan	id=g:115331
Shavand	id=g:115332
Shāveleh	id=g:115333
Shavākand	id=g:115334
Kūh-e Shavā‘ī	id=g:115335
Shaţzal	id=g:115336
Shaţţ Rūd	id=g:115337
Daryācheh-ye Shaţţ-e Mangar	id=g:115338
Shaţeh	id=g:115339
Ra’s osh Shaţţ	id=g:115340
Shaţreh	id=g:115341
Shaţlīāt	id=g:115342
Rūdkhāneh-ye Shoţeyţ	id=g:115343
Qal‘eh-ye Shāţer Bālī	id=g:115344
Shāţerābād	id=g:115345
Shāţer	id=g:115346
Rūdkhāneh-ye Shaşt Pīch	id=g:115348
Shaşt Pīch-e ‘Olyā	id=g:115349
Rūdkhāneh-ye Shaşt Māhrū	id=g:115350
Shaştegān	id=g:115351
Shastān-e Bālā	id=g:115352
Shasheh	id=g:115353
Sharūr	id=g:115354
Sherv	id=g:115355
Shartāq-e Do	id=g:115356
Rūdkhāneh-ye Sharā	id=g:115357
Shahrā	id=g:115358
Shārqonj	id=g:115359
Mashār Qonj	id=g:115360
Sharqī	id=g:115361
Khalīj-e Sharqī-ye Jāsk	id=g:115362
Sharafī	id=g:115363
Godār-e Shāhrokh	id=g:115364
Āb-e Sharmak	id=g:115365
Shārloq	id=g:115366
Sharegeh	id=g:115367
Sherkānlū	id=g:115368
Sharajābād	id=g:115369
Shārīn	id=g:115370
Sharīkābād	id=g:115371
Sharīkābād	id=g:115372
Sharīkābād	id=g:115373
Sharīkābād	id=g:115374
Sharīkābād-e Rīgān	id=g:115375
Sharīkābād	id=g:115376
Bād-e Sharījī	id=g:115377
Sharafī	id=g:115378
Rūdkhāneh-ye Sharīfī	id=g:115379
Sharīfābād	id=g:115380
Sharīfābād	id=g:115381
Sharīfābād	id=g:115382
Sharīfābād	id=g:115383
Sharīfābād	id=g:115384
Sharīfābād	id=g:115385
Sharīfābād	id=g:115386
Sharīfābād	id=g:115387
Sharīfābād	id=g:115388
Sharīfābād	id=g:115389
Sharīfābād	id=g:115390
Sharīfābād	id=g:115391
Sharīfābād	id=g:115392
Sharīfābād	id=g:115393
Sharīfābād	id=g:115394
Sharīfābād	id=g:115395
Sharīfābād	id=g:115397
Sharīfābād	id=g:115398
Sharīfābād	id=g:115399
Sharīfābād	id=g:115400
Sharīfābād	id=g:115401
Sharīfābād	id=g:115402
Sharīfābād	id=g:115403
Sharīfābād	id=g:115404
Sharīfābād	id=g:115405
Sharīfābād	id=g:115406
Sharīfābād	id=g:115407
Sharīf	id=g:115408
Sharī‘eh	id=g:115409
Sharī‘at ed Dīn	id=g:115410
Sharī‘atābād	id=g:115411
She‘rī	id=g:115412
Shārghown	id=g:115413
Shahr-e Fūyeh	id=g:115414
Shīrfān	id=g:115415
Sharfa‘ī	id=g:115416
Shorkān	id=g:115417
Kūh-e Sondor	id=g:115418
Shāreh	id=g:115419
Kūh-e Shārdū	id=g:115420
Shārdīn	id=g:115421
Shārīmā	id=g:115422
Shārvand	id=g:115423
Rūdkhāneh-ye Shūr	id=g:115424
Kūh-e Sharah Zūl	id=g:115425
Sharaz	id=g:115426
Shārānī	id=g:115427
Shārān Zardalān	id=g:115428
Rūdkhāneh-ye Shārāk	id=g:115429
Shahr-e Fashāh	id=g:115430
Īstgāh-e Sharafkhāneh	id=g:115431
Sharafkhāneh	id=g:115432
Kūh-e Sharaf Khān	id=g:115433
Sharaf Khalīl	id=g:115434
Sharafābād-e ‘Olyā	id=g:115435
Sharafābād-e Jeyī	id=g:115436
Sharafābād	id=g:115437
Sharafābād-e Bālā	id=g:115438
Sharafābād	id=g:115439
Sharafābād	id=g:115440
Sharafābād	id=g:115441
Sharīfābād	id=g:115442
Sharīfābād	id=g:115443
Sharafābād	id=g:115444
Kūh-e Sharaf	id=g:115445
Sharaf	id=g:115446
Sharabīān	id=g:115447
Shahrābād	id=g:115448
Shāqū	id=g:115449
Shaqū	id=g:115450
Kūh-e Shaq Jaghān	id=g:115451
Rūdkhāneh-ye Shaqrūd	id=g:115452
Kūh-e Shaqrūd	id=g:115453
Shaqrūd	id=g:115454
Shāqājī	id=g:115455
Shāpūr Jān	id=g:115456
Sadd-e Shāpūr-e Avval	id=g:115457
Shāpūrābād	id=g:115458
Rūdkhāneh-ye Shāhpūr	id=g:115459
Shāpūr	id=g:115460
Shānzdah Mīl-e Batvand	id=g:115461
Shanāqī-ye Soflá	id=g:115462
Shānejān	id=g:115463
Kūh-e Shāh Ja‘far	id=g:115464
Shanīn	id=g:115465
Mosallamīyeh	id=g:115466
Shangoldeh	id=g:115467
Shangolābād	id=g:115468
Shangūlābād	id=g:115469
Kūh-e Shangī	id=g:115470
Āb-e Shangī	id=g:115471
Shīngel	id=g:115472
Shang	id=g:115473
Shāndīz	id=g:115474
Shāndīz	id=g:115475
Shand-e Qadamgāh	id=g:115476
Shand-e ‘Oqābī	id=g:115477
Rūdkhāneh-ye Shandaq Bālā	id=g:115478
Shandān-e `Arab	id=g:115479
Shonbeh	id=g:115480
Chambarak	id=g:115481
Shānūreh	id=g:115483
Shanastaq-e Soflá	id=g:115484
Shanastaq-e ‘Olyā	id=g:115485
Chanāsvand	id=g:115486
Shānaq	id=g:115487
Shāneq	id=g:115488
Shanān Kūh	id=g:115489
Shān Āqā Moḩammad ‘Alī	id=g:115490
Shahrak-e Ţāleqānī	id=g:115491
Shamsūrī	id=g:115492
