Ile Aūdany	id=g:1524128
Chaglinka	id=g:1524914
Pereval Chagay	id=g:1524915
Ozero Chagan	id=g:1524916
Shaghan	id=g:1524917
Chaday	id=g:1524918
Mogila Chabyk-Mola	id=g:1524919
Kolodets Chabdar-Dzhuvgan	id=g:1524920
Chabakty	id=g:1524921
Mogila Bzau	id=g:1524922
Byuryuktal	id=g:1524923
Byurlisay	id=g:1524924
Ozero Borli	id=g:1524925
Gora Bystrukhinskiy Shpil’	id=g:1524926
Bystrukha	id=g:1524927
Bystrukha	id=g:1524928
Bystrukha	id=g:1524929
Bystrukha	id=g:1524930
Bystrūkha	id=g:1524931
Byrsuat	id=g:1524932
Birlik	id=g:1524933
Bylkyldak	id=g:1524934
Bylkyldak	id=g:1524935
Bykovo	id=g:1524936
Rechnoy	id=g:1524937
Būzūlūk	id=g:1524938
Sopka Buzugen	id=g:1524939
Mogila Buzhban	id=g:1524940
Buz-Gumer	id=g:1524941
Sovkhoz Buyrektal’skiy	id=g:1524942
Buyre	id=g:1524943
Mogila Buyen-Balas	id=g:1524944
Butakovo	id=g:1524945
Butakovka	id=g:1524946
Zaliv Butakova	id=g:1524947
Butachikha	id=g:1524948
Buskul’skiy	id=g:1524949
Kolodets Busay	id=g:1524950
Sovkhoz Burzharskiy	id=g:1524951
Burzhar	id=g:1524952
Kolodets Buryu-Kazgan	id=g:1524953
Burylbaytal	id=g:1524954
Būrylbaytal	id=g:1524955
Buryktal	id=g:1524956
Burun-Say	id=g:1524957
Burunday	id=g:1524958
Burumbay	id=g:1524959
Buruktal	id=g:1524960
Stantsiya Burubaytal	id=g:1524961
Ozero Burtash	id=g:1524962
Ozero Burshiktykol’	id=g:1524963
Bursak	id=g:1524964
Baūyrzhan Momyshuly	id=g:1524965
Būrnooktyabr’skoe	id=g:1524966
Burnashëvo	id=g:1524967
Burma	id=g:1524968
Börilitöbe Aūdany	id=g:1524969
Burlyu-Tobe	id=g:1524970
Burly-Agach	id=g:1524971
Burluk	id=g:1524972
Burlinskiy	id=g:1524973
Burli-Kazakhskiy	id=g:1524974
Burli	id=g:1524975
Burli	id=g:1524976
Intaly	id=g:1524977
Bürkitti	id=g:1524978
Burkitty	id=g:1524979
Burkhanka	id=g:1524980
Burkhan	id=g:1524981
Burkhan	id=g:1524982
Burkay	id=g:1524983
Burkotovo	id=g:1524984
Burgen	id=g:1524985
Burghan	id=g:1524986
Burgan	id=g:1524987
Mogila Burgakty	id=g:1524988
Būrevestnīk	id=g:1524989
Burevestnik	id=g:1524990
Mogila Burbaya	id=g:1524991
Kolodets Buray-Kuduk	id=g:1524992
Burash	id=g:1524993
Gory Buran-Tyube	id=g:1524994
Buranbek	id=g:1524995
Boran	id=g:1524996
Ozero Buralkenyn-Tuz	id=g:1524997
Ozero Bura	id=g:1524998
Kolodets Bulyukbay	id=g:1524999
Bulyuk-Bay	id=g:1525000
Kolodets Bulyan-Bay	id=g:1525001
Bulanbay	id=g:1525002
Kolodets Bul’-Turyuk	id=g:1525003
Bultumbay	id=g:1525004
Kolodets Bul’-Kuduk	id=g:1525005
Ozero Bulekol’	id=g:1525006
Buldyk	id=g:1525007
Kolodets Buldybay	id=g:1525008
Rodnik Bul’druk	id=g:1525009
Būlaevo Aūdany	id=g:1525010
Bulayevskiy	id=g:1525011
Stantsiya Bulayevo Vtoroye	id=g:1525012
Stantsiya Bulayevo Pervoye	id=g:1525013
Būlaevo	id=g:1525014
Poluostrov Bulay	id=g:1525015
Ozero Bulat-Shalkar	id=g:1525016
Bulat-Kayegan	id=g:1525017
Bulat	id=g:1525018
Bulanbaybauly	id=g:1525019
Bugor Bulak-Uyuk	id=g:1525020
Sovkhoz Bulakskiy	id=g:1525021
Sovkhoz Bulak	id=g:1525022
Bulaq	id=g:1525023
Bulak	id=g:1525024
Bukuy	id=g:1525025
Bukenchi	id=g:1525026
Rechka Bukpa	id=g:1525027
Bukon’	id=g:1525028
Logovina Bukkan-Say	id=g:1525029
Buqtyrma Bögeni	id=g:1525030
Ozero Bukhtarminskoye	id=g:1525031
Buqtyrma	id=g:1525032
Bukhar-Tobe	id=g:1525033
Kolodets Bukharbay	id=g:1525034
Bukey	id=g:1525035
Bukaynat	id=g:1525036
Bukarbay	id=g:1525037
Bukan	id=g:1525038
Ostrov Buirgyndy	id=g:1525039
Bugyly	id=g:1525040
Bögen Bögeni	id=g:1525041
Ordabasy Aūdany	id=g:1525042
Bugun’skiy	id=g:1525043
Bugun’	id=g:1525044
Bugun’	id=g:1525045
Bögen	id=g:1525046
Bögen	id=g:1525047
Sopka Bugumuyuz	id=g:1525048
Gora Bugumuyuz	id=g:1525049
Kolodets Bugumbay-Kazgan	id=g:1525050
Bugudzhuli	id=g:1525051
Bugrovoye	id=g:1525052
Boghaz	id=g:1525053
Bugaz	id=g:1525054
Bodene	id=g:1525055
Budennoye	id=g:1525056
Budennoye	id=g:1525057
Budënnovskoye	id=g:1525058
Sovkhoz Budënnovskiy	id=g:1525059
Budënnovka	id=g:1525060
Budënnovka	id=g:1525061
Bryanskoye	id=g:1525062
Brūsīlovskīy	id=g:1525063
Birlik	id=g:1525064
Bratskoye	id=g:1525065
Bratskoye	id=g:1525066
Bratskoye	id=g:1525067
Bratolyubovka	id=g:1525068
Bozunbay	id=g:1525069
Bozuk	id=g:1525070
Boztumsyq	id=g:1525071
Boztal	id=g:1525072
Ozero Bozshasor	id=g:1525073
Bozshaköl	id=g:1525074
Bozshaköl	id=g:1525075
Bozsha	id=g:1525076
Bozkol' Zaliv	id=g:1525077
Sovkhoz Bozkol’	id=g:1525078
Ozero Bozkol’	id=g:1525079
Bozkol’	id=g:1525080
Kolodets Bozhmenbay	id=g:1525081
Bozbiye	id=g:1525082
Stantsiya Bozaygyr	id=g:1525083
Sovkhoz Bozaygirskiy	id=g:1525084
Bozay	id=g:1525085
Ozero Bozaral	id=g:1525086
Bozaral	id=g:1525087
Boyevoye	id=g:1525088
Boyarskiy	id=g:1525089
Boyarka	id=g:1525090
Bugor Bourly	id=g:1525091
Botsop	id=g:1525092
Ozero Botakara	id=g:1525093
Botaborym	id=g:1525094
Botaborum	id=g:1525095
Bostandykzhol	id=g:1525096
Bostandyq	id=g:1525097
Bostandyq	id=g:1525098
Bostandyk	id=g:1525099
Bostaban	id=g:1525100
Bosogaozek	id=g:1525101
Kolodets Bosoga	id=g:1525102
Bosoga	id=g:1525103
Boskum	id=g:1525104
Boskol’	id=g:1525105
Boshkul	id=g:1525106
Ozero Boshchesor	id=g:1525107
Ozero Boshcha-Sor	id=g:1525108
Stantsiya Boshchakul’	id=g:1525109
Ozero Boshchakol’	id=g:1525110
Boshcha-Bulak	id=g:1525111
Boshan	id=g:1525112
Boshan	id=g:1525113
Bosagha	id=g:1525114
Bosaga	id=g:1525115
Bosaga	id=g:1525116
Borsykbay	id=g:1525117
Gory Bor-Sengir	id=g:1525118
Borsengir	id=g:1525119
Mendykarinskiy Rayon	id=g:1525120
Borovskoy	id=g:1525121
Sovkhoz Borovskoy	id=g:1525122
Borovskiy	id=g:1525123
Ozero Borovoye	id=g:1525124
Gosudarstvennyy Zapovednik Borovoye	id=g:1525125
Būrabay	id=g:1525126
Sovkhoz Borovoy	id=g:1525127
Borokhudzir	id=g:1525128
Borokhudzir	id=g:1525129
Borokhudzir	id=g:1525130
Borokhudzir	id=g:1525131
Stantsiya Zernovaya	id=g:1525132
Borodūlīkha Aūdany	id=g:1525133
Borodūlīkha	id=g:1525134
Borodinovka	id=g:1525135
Borodino	id=g:1525136
Borodino	id=g:1525137
Mogila Bormola	id=g:1525138
Ozero Borlysor	id=g:1525139
Ozero Borlykol’	id=g:1525140
Ozero Borlykol’	id=g:1525141
Ozero Borlykol’	id=g:1525142
Ozero Borlykol’	id=g:1525143
Borlykol’	id=g:1525144
Ozero Borlykak	id=g:1525145
Borly	id=g:1525146
Borly	id=g:1525147
Borli	id=g:1525148
Sovkhoz Borkovskiy	id=g:1525149
Borki	id=g:1525150
Borkī	id=g:1525151
Borisovka	id=g:1525152
Borisovka	id=g:1525153
Borīsovka	id=g:1525154
Borisovka	id=g:1525155
Sovkhoz Boriso-Romanovskiy	id=g:1525156
Kolodets Borgak	id=g:1525157
Khrebet Boraldaytau	id=g:1525158
Boralday	id=g:1525159
Boralday	id=g:1525160
Bopay	id=g:1525161
Bol’shoy Usek	id=g:1525162
Lednik Bol’shoy Tyuye-Kuyryukty	id=g:1525163
Ozero Bol’shoy Tavolzhan	id=g:1525164
Ozero Bol’shoy Sankebay	id=g:1525165
Ozero Bol’shoy Kossor	id=g:1525166
Ozero Bol’shoy Koskol’	id=g:1525167
Ozero Bol’shoy Koshkol’	id=g:1525168
Bol’shoy Klyuch	id=g:1525169
Ketpen	id=g:1525170
Bol’shoy Kart	id=g:1525171
Ülken Qamqaly Köl	id=g:1525172
Bol’shoy Īzyum	id=g:1525173
Ozero Bol’shoye Solenoye	id=g:1525174
Ozero Bol’shoye Sharykty	id=g:1525175
Ozero Bol’shoye Kobyl’ye	id=g:1525176
Ülken Shabaqty Köli	id=g:1525177
Bol’shoye Ashinakho	id=g:1525178
Ozero Bol’shoye Almaatinskoye	id=g:1525179
Bol’shoe Köl	id=g:1525180
Bol’shoy Chim-Bulak	id=g:1525181
Bol’shoy Chilik	id=g:1525182
Bol’shoy Bukon’	id=g:1525183
Bol’shoy Baskan	id=g:1525184
Ülken Äzhbolat Köli	id=g:1525185
Bol’shoy Akzhar	id=g:1525186
Ülken Aqsū	id=g:1525187
Bol’shoy	id=g:1525188
Bol’shoy	id=g:1525189
Sovkhoz Bol’shevik	id=g:1525190
Bol’shevik	id=g:1525191
Bol’shevīk	id=g:1525192
Bol’shevik	id=g:1525193
Bol’shevik	id=g:1525194
Bol’shevik	id=g:1525195
Bol’shevik	id=g:1525196
Bol’shenarymskoye	id=g:1525197
Ülkennaryn Aūdany	id=g:1525198
Bol’shaya Vladīmīrovka	id=g:1525199
Ozero Bol’shaya Ushkol’	id=g:1525200
Ozero Bol’shaya Teriskol’	id=g:1525201
Bol’shaya Shuga	id=g:1525202
Bol’shaya Rechka	id=g:1525203
Bol’shaya Rechka	id=g:1525204
Stantsiya Bol’shaya Mikhaylovka	id=g:1525205
Bol’shaya Mikhaylovka	id=g:1525206
Ūlken Malyshka	id=g:1525207
Ozero Bol’shaya Koskopa	id=g:1525208
Boloto Bol’shoy Koskol’	id=g:1525209
Bol’shaya Ketmen’	id=g:1525210
Ozero Bol’shaya Karakopa	id=g:1525211
Bol’shiye Dubravy	id=g:1525212
Bol’shaya Chūrakovka	id=g:1525213
Ülken Böken	id=g:1525214
Ülken Böken	id=g:1525215
Bol’shaya Almatinka	id=g:1525216
Bol’shaya	id=g:1525217
Bolektas	id=g:1525218
Gora Bolattau	id=g:1525219
Boky	id=g:1525220
Gory Bokty	id=g:1525221
Boksotkan	id=g:1525222
Böke	id=g:1525223
Mogila Bok-Kara	id=g:1525224
Mogila Bokembaya	id=g:1525225
Gory Bokaydyn-Tau	id=g:1525226
Ozero Bokay	id=g:1525227
Bogun-Bay	id=g:1525228
Boguchar	id=g:1525229
Bogoyavlenskoye	id=g:1525230
Bogoslovskiy Rudnik	id=g:1525231
Bogoslovka	id=g:1525232
Bogoslovka	id=g:1525233
Bogorodskoye	id=g:1525234
Bogorodka	id=g:1525235
Bogoroditskiy	id=g:1525236
Bogomoyus	id=g:1525237
Gora Baganaly	id=g:1525238
Bogolyubovo	id=g:1525239
Bogodukhovka	id=g:1525240
Bogodarovka	id=g:1525241
Boget	id=g:1525242
Gora Bogembay	id=g:1525243
Bögenbay	id=g:1525244
Bogdanovskoye	id=g:1525245
Sovkhoz Bogdanovskiy	id=g:1525246
Bogdanovka	id=g:1525247
Bogdanovka	id=g:1525248
Bogdanovka	id=g:1525249
Bogatyrevo	id=g:1525250
Lednik Bogatyr’	id=g:1525251
Bogatyr’	id=g:1525252
Bogatskiy	id=g:1525253
Bogatoye	id=g:1525254
Sovkhoz Bobrovskiy	id=g:1525255
Bobrovo	id=g:1525256
Bobrovka	id=g:1525257
Bobrovka	id=g:1525258
Bobrovka	id=g:1525259
Bobrovka	id=g:1525260
Blinkovo	id=g:1525261
Blagoveshchenskoye	id=g:1525262
Sovkhoz Blagoveshchenskiy	id=g:1525263
Blagoveshchenka	id=g:1525264
Blagoveshchenka	id=g:1525265
Blagoveshchenka	id=g:1525266
Blagodatnoye	id=g:1525267
Blagodatnoye	id=g:1525268
Blagodatnoye	id=g:1525269
Blagodarnoe	id=g:1525270
Stantsiya Bizhe	id=g:1525271
Bizhe	id=g:1525272
Bizhe	id=g:1525273
Biymurza	id=g:1525274
Biy-Mirza	id=g:1525275
Bīliköl	id=g:1525276
Biylikol’	id=g:1525277
Biykesh	id=g:1525278
Ozero Biyesoygan	id=g:1525279
Klyuch Biye-Siymas	id=g:1525280
Biyen	id=g:1525281
Biyen	id=g:1525282
Bikktesin	id=g:1525283
Bayagiz	id=g:1525284
Kolodets Biy-Batyr	id=g:1525285
Sovkhoz Biurt	id=g:1525286
Kolodets Bitembay	id=g:1525287
Mogila Bisyakbay	id=g:1525288
Kolodets Beskotan	id=g:1525289
Kolodets Bis-Kovga	id=g:1525290
Gory Bish-Tau	id=g:1525291
Gora Bish-Tash	id=g:1525292
Besköl Aūdany	id=g:1525293
Sovkhoz Bishkul’skiy	id=g:1525294
Bishkul’	id=g:1525295
Kolodets Bish-Kuduk	id=g:1525296
Kolodets Bish-Kal’pa	id=g:1525297
Bisary	id=g:1525298
Bisapan-Kuduk Kolodets	id=g:1525299
Kolodets Bis-Apan	id=g:1525300
Biryukovka	id=g:1525301
Stantsiya Biryuk	id=g:1525302
Kolodets Bir-Tuzken	id=g:1525303
Birtal	id=g:1525304
Birtaban	id=g:1525305
Kolodets Birsultan-Kuduk	id=g:1525306
Birsuat	id=g:1525307
Birsūat	id=g:1525308
Birlikty	id=g:1525309
Birlikskoye	id=g:1525310
Birlikshil’	id=g:1525311
Birlik	id=g:1525312
Birlik	id=g:1525313
Birlik	id=g:1525314
Birlik	id=g:1525315
Birlik	id=g:1525316
Birlik	id=g:1525317
Birlik	id=g:1525318
Zimovka Birtik	id=g:1525319
Birlik	id=g:1525320
Birlik	id=g:1525321
Birlik	id=g:1525322
Birlik	id=g:1525323
Birlik	id=g:1525324
Birlik	id=g:1525325
Birlesu	id=g:1525326
Birlestik	id=g:1525327
Birlestik	id=g:1525328
Birlesken	id=g:1525329
Birqazan Köli	id=g:1525330
Pereval Bir-Karagay	id=g:1525331
Kolodets Birgen-Kazgan	id=g:1525332
Biresek	id=g:1525333
Birayryk	id=g:1525334
Gory Bel’tau	id=g:1525335
Bikilek	id=g:1525336
Bikbauli	id=g:1525337
Peski Biikum	id=g:1525338
Biikum	id=g:1525339
Kolodets Biik-Tursun	id=g:1525340
Biiktau Ostrov	id=g:1525341
Biiktau	id=g:1525342
Bigash	id=g:1525343
Bīghash	id=g:1525344
Krepost’ Bidik	id=g:1525345
Mogila Bidel’bek	id=g:1525346
Bidayyk	id=g:1525347
Bidaykol’	id=g:1525348
Bidaychi	id=g:1525349
Ozero Bidayak-Kol’	id=g:1525350
Bīdayyq	id=g:1525351
Bidaik	id=g:1525352
Bidaik	id=g:1525353
Bezvodnyy	id=g:1525354
Bezvodnoye	id=g:1525355
Beysen’	id=g:1525356
Beysem	id=g:1525357
Beynetkor	id=g:1525358
Mogila Beynasha	id=g:1525359
Kolodets Beyit-Kuduk	id=g:1525360
Betpaqdala	id=g:1525361
Betpak-Dala	id=g:1525362
Gora Betegeylyk	id=g:1525363
Betbulak	id=g:1525364
Klyuch Bet-Bastau	id=g:1525365
Betagash	id=g:1525366
Beszhyldyk	id=g:1525367
Sovkhoz Bestyubinskiy	id=g:1525368
Kolodets Bes-Tyube	id=g:1525369
Gory Bes’-Tyube	id=g:1525370
Bugor Bes-Tyube	id=g:1525371
Bes-Tyube	id=g:1525372
Kolodets Bestybay	id=g:1525373
Bestogay	id=g:1525374
Ozero Bestobe	id=g:1525375
Bestöbe	id=g:1525376
Bestobe	id=g:1525377
Bes-Terek	id=g:1525378
Bes-Terek	id=g:1525379
Besterek	id=g:1525380
Besterek	id=g:1525381
Sovkhoz Bestauskiy	id=g:1525382
Bestas Pervyy	id=g:1525383
Bestas	id=g:1525384
Logovina Bes-Tamek	id=g:1525385
Bestamak	id=g:1525386
Bestamak	id=g:1525387
Razvaliny Bestam	id=g:1525388
Gora Besshoky	id=g:1525389
Bessaz Bīigi	id=g:1525390
Bessarabskiy	id=g:1525391
Bespalovka	id=g:1525392
Besoba	id=g:1525393
Besoba	id=g:1525394
Besnen’	id=g:1525395
Bes-Moynak	id=g:1525396
Ozero Bes-Kul’	id=g:1525397
Besqudyq	id=g:1525398
Beskuduk	id=g:1525399
Beskubyr	id=g:1525400
Bes-Kotan	id=g:1525401
Stantsiya Beskol’	id=g:1525402
Besköl	id=g:1525403
Stantsiya Beskaynar	id=g:1525404
Beskauga	id=g:1525405
Besqaraghay Aūdany	id=g:1525406
Sovkhoz Beskaragayskiy	id=g:1525407
Sopka Bes-Karagay	id=g:1525408
Sopka Bes-Karagay	id=g:1525409
Bes-Karagay	id=g:1525410
Beskaragay	id=g:1525411
Besh-Kubur	id=g:1525412
Kolodets Besh-Bakir	id=g:1525413
Beshata	id=g:1525414
Stantsiya Besh-Aryk	id=g:1525415
Besembay	id=g:1525416
Gora Besbakan	id=g:1525417
Besaryq	id=g:1525418
Besaryk	id=g:1525419
Kolodets Bes-Apan	id=g:1525420
Besagash	id=g:1525421
Bes-Agach	id=g:1525422
Sovkhoz Bersuatskiy	id=g:1525423
Bersuat	id=g:1525424
Birsuat	id=g:1525425
Gora Bernitaul	id=g:1525426
Bermagombet	id=g:1525427
Berlistik	id=g:1525428
Sovkhoz Berlik	id=g:1525429
Korash	id=g:1525430
Berlik	id=g:1525431
Berlestyk	id=g:1525432
Berkuty	id=g:1525433
Bürkitaūyl Taū	id=g:1525434
Gora Berk-Kara	id=g:1525435
Berkara	id=g:1525436
Bereslavka	id=g:1525437
Sovkhoz Berëzovskiy	id=g:1525438
Sovkhoz Berëzovskiy	id=g:1525439
Berëzovskiy	id=g:1525440
Berëzovskiy	id=g:1525441
Berezovskīy	id=g:1525442
Berëzovskiy	id=g:1525443
Berezovka	id=g:1525444
Berezovka	id=g:1525445
Berezovka	id=g:1525446
Berëzovka	id=g:1525447
Berëzovka	id=g:1525448
Berëzovka	id=g:1525449
Berëzovka	id=g:1525450
Berëzovka	id=g:1525451
Berëzovka	id=g:1525452
Berezovka	id=g:1525453
Bereznyaki	id=g:1525454
Berel	id=g:1525455
Sopka Berektash	id=g:1525456
Bereke	id=g:1525457
Beregovoye	id=g:1525458
Beregovoe	id=g:1525459
Mogila Berdybay	id=g:1525460
Ozero Berden’	id=g:1525461
Aksu	id=g:1525462
Belyanskiy	id=g:1525463
Belyakovka	id=g:1525464
Belterek	id=g:1525465
Khrebet Borioynak	id=g:1525466
Beltaū	id=g:1525467
Kolodets Bel’tam	id=g:1525468
Belsendy	id=g:1525469
Peski Bel’-Saksaul	id=g:1525470
Belpyk	id=g:1525471
Belozerka	id=g:1525472
Beloye Ozero	id=g:1525473
Urochishche Beloye	id=g:1525474
Ozero Beloye	id=g:1525475
Beloye	id=g:1525476
Beloye	id=g:1525477
Beloe	id=g:1525478
Beloe	id=g:1525479
Beloyarka	id=g:1525481
Beloyarka	id=g:1525482
Beloyarovka	id=g:1525483
Sovkhoz Belovskiy	id=g:1525484
Belovskiy	id=g:1525485
Belovodskoe	id=g:1525486
Belovodskoye	id=g:1525487
Sovkhoz Belovodskiy	id=g:1525488
Beloūsovka	id=g:1525489
Belūsovka	id=g:1525490
Belotserkovka	id=g:1525491
Belotserkovka	id=g:1525492
Beloporozhnaya Uba	id=g:1525493
Belopol’ye	id=g:1525494
Sovkhoz Beloozërskiy	id=g:1525495
Belozërka	id=g:1525496
Belolugovskoye	id=g:1525497
Belokamenka	id=g:1525498
Belokamenka	id=g:1525499
Belokamenka	id=g:1525500
Belokamenka	id=g:1525501
Belogrudovskiy	id=g:1525502
Stantsiya Belogradovka	id=g:1525503
Köktöbe	id=g:1525504
Sovkhoz Belogorskiy	id=g:1525505
Belogorskīy	id=g:1525506
Beloglīnka	id=g:1525507
Beloglīnka	id=g:1525508
Beloglinka	id=g:1525509
Bel’mes	id=g:1525510
Kolodets Bel’-Kuduk	id=g:1525511
Kolodets Bel’-Kuduk	id=g:1525512
Kasymbay	id=g:1525513
Belgorodskiy	id=g:1525514
Kladbishche Belenana	id=g:1525515
Beleksaz	id=g:1525516
Bel’cher	id=g:1525517
Kolodets Bel’che	id=g:1525518
Bel’bulak	id=g:1525519
Mogila Bel’beisa	id=g:1525520
Belbasar	id=g:1525521
Belaya Uba	id=g:1525522
Belaya Mogila	id=g:1525523
Belaya	id=g:1525524
Belaya	id=g:1525525
Stantsiya Belash	id=g:1525526
Bel’aryk	id=g:1525527
Belaghash	id=g:1525528
Bel’agash	id=g:1525529
Bel’agachskaya Ravnina	id=g:1525530
Stantsiya Bel’-Agach	id=g:1525531
Bel’-Agach	id=g:1525532
Bekturgay	id=g:1525533
Mogila Bektur	id=g:1525534
Bektimis	id=g:1525535
Aryk Bek-Temir	id=g:1525536
Bektemir	id=g:1525537
Gora Bektauata	id=g:1525538
Bektas	id=g:1525539
Bekseit	id=g:1525540
Bekpaul	id=g:1525541
Kolodets Bek-Nazar	id=g:1525542
Bekman	id=g:1525543
Ozero Bekmagambetkaroy	id=g:1525544
Bekish	id=g:1525545
Beketay	id=g:1525546
Beket	id=g:1525547
Urochishche Bekberdykol’	id=g:1525548
Bekaul	id=g:1525549
Mogila Beka	id=g:1525550
Begodzhan	id=g:1525551
Begimbet	id=g:1525552
Bugor Begimbek	id=g:1525553
Begil’	id=g:1525554
Begachëvka	id=g:1525555
Ozero Begen’	id=g:1525556
Begen’	id=g:1525557
Begen	id=g:1525558
Bazy-Gazyz	id=g:1525559
Razvaliny Bazil’bek	id=g:1525560
Bazhankol’	id=g:1525561
Urochishche Bozatan	id=g:1525563
Bazarkol’	id=g:1525564
Bazarkel’dy	id=g:1525565
Karazhan	id=g:1525566
Bazarka	id=g:1525567
Bazarka	id=g:1525568
Bazarbek	id=g:1525569
Bazarbay	id=g:1525570
Bazar-Ak-Tyube	id=g:1525571
Bazar	id=g:1525572
Bazar	id=g:1525573
Sarapan	id=g:1525574
Bayzhigit	id=g:1525575
Bayzhansay	id=g:1525576
Mogila Bayzak	id=g:1525577
Mogila Bayye	id=g:1525578
Bayty	id=g:1525579
Ozero Baytuma	id=g:1525580
Baytoghan	id=g:1525581
Baytles	id=g:1525582
Baytkan	id=g:1525583
Kolodets Bay-Terek	id=g:1525584
Baytemir	id=g:1525585
Baytaylak	id=g:1525586
Baytus	id=g:1525587
Baytanat	id=g:1525588
Kolodets Baytam	id=g:1525589
Ozero Baytakkol’	id=g:1525590
Kolodets Baytak	id=g:1525591
Bayskulan	id=g:1525592
Stantsiya Bayserke	id=g:1525593
Aryk Bayseitskiy	id=g:1525594
Bayseit	id=g:1525595
Baysary	id=g:1525596
Baysal	id=g:1525597
Baysak	id=g:1525598
Baysak	id=g:1525599
Bayqongyr	id=g:1525600
Bayot	id=g:1525601
Baynazar	id=g:1525602
Baynash	id=g:1525603
Baymyrza	id=g:1525604
Baymyrza	id=g:1525605
Baymurza-Shili	id=g:1525606
Baymurza	id=g:1525607
Kolodets Baymurat	id=g:1525608
Baymurat	id=g:1525609
Baymen-Khodzha	id=g:1525610
Baymen	id=g:1525611
Baymashlyk	id=g:1525612
Bayman-Tasty	id=g:1525613
Gora Baykozha	id=g:1525614
Baykozha	id=g:1525615
Baykoshkar	id=g:1525616
Baykoshkar	id=g:1525617
Baykonys	id=g:1525618
Bayqongyr	id=g:1525619
Stantsiya Bay-Khozha	id=g:1525620
Baykat	id=g:1525621
Urochishche Baykara	id=g:1525622
Baykal’skoye	id=g:1525623
Saūdakent	id=g:1525624
Kolodets Bayguty	id=g:1525625
Bayqonys	id=g:1525626
Mogila Baygunchuk	id=g:1525627
Baygul	id=g:1525628
Baygozy	id=g:1525629
Bayqara Bīigi	id=g:1525630
Baygankol’	id=g:1525631
Bäygequm	id=g:1525632
Poluostrov Baygabyl	id=g:1525633
Kunchugus	id=g:1525634
Baygabul	id=g:1525635
Bayeke	id=g:1525636
Baydaly	id=g:1525637
Ozero Baybuta	id=g:1525638
Baybura	id=g:1525639
Baybota	id=g:1525640
Ozero Baybishe	id=g:1525641
Ozero Baybala	id=g:1525642
Bayan-Sozan	id=g:1525643
Bayankol	id=g:1525644
Bayankol	id=g:1525645
Bayankol	id=g:1525646
Logovine Bayan-Kazak	id=g:1525647
Bayan-Kazak	id=g:1525648
Mogila Bayandy	id=g:1525649
Bayanaūyl	id=g:1525650
Bayanaūyl Aūdany	id=g:1525651
Sovkhoz Bayan-Aul’skiy	id=g:1525652
Ozero Bayan	id=g:1525653
Gory Bayan	id=g:1525654
Bayan	id=g:1525655
Bayaldyr	id=g:1525656
Bayyldyr	id=g:1525657
Bayaldyr	id=g:1525658
Bay	id=g:1525659
Kolodets Bausek	id=g:1525660
Baur-Tal	id=g:1525661
Baurkaragay	id=g:1525662
Baumanskiy	id=g:1525663
Baumanskoye	id=g:1525664
Stantsiya Baumanskaya	id=g:1525665
Baubek	id=g:1525666
Ozero Batyrsha	id=g:1525667
Batyr	id=g:1525669
Komintern	id=g:1525670
Batyq	id=g:1525671
Baty	id=g:1525672
Baturinka	id=g:1525673
Baturinka	id=g:1525674
Batpay	id=g:1525675
Sopka Batpak-Tyube	id=g:1525676
Batpakty	id=g:1525677
Razvaliny Batpakty	id=g:1525678
Batpaktinskoye	id=g:1525679
Ozero Batpak-Kul’	id=g:1525680
Ozero Batpakkol’	id=g:1525681
Solonchak Batpaksor	id=g:1525682
Batpak	id=g:1525683
Batpak	id=g:1525684
Batpaq	id=g:1525685
Batmanovskiy	id=g:1525686
Bataly	id=g:1525687
Basysay	id=g:1525688
Basy-Karatay	id=g:1525689
Ozero Ostankol’	id=g:1525690
Ozero Bastuz	id=g:1525691
Bastrymovka	id=g:1525692
Bastaushi	id=g:1525693
Bastau	id=g:1525694
Bastan	id=g:1525695
Bastal	id=g:1525696
Bastagan	id=g:1525697
Basshomyshkol’	id=g:1525698
Basshiy	id=g:1525699
Bassaga	id=g:1525700
Gory Bas-Ogly-Tau	id=g:1525701
Bas-Liman	id=g:1525702
Basqynshy	id=g:1525703
Basqudyq	id=g:1525704
Ozero Baskol’	id=g:1525705
Baskol’	id=g:1525706
Basköl	id=g:1525707
Rodnik Bas-Kaynar	id=g:1525708
Gora Bas-Karkara	id=g:1525709
Bas-Karasu	id=g:1525710
Baskarasu	id=g:1525711
Ozero Baskan	id=g:1525712
Baskan	id=g:1525713
Baskan	id=g:1525714
Basqamys	id=g:1525715
Ashchykol’	id=g:1525716
Kolodets Bash-Tokuz	id=g:1525717
Bashmachnoe	id=g:1525718
Bashkiyev-Satyy	id=g:1525719
Bashay	id=g:1525720
Kolodets Baschichek	id=g:1525721
Sopka Bas-Borolday	id=g:1525722
Ozero Basbaytal	id=g:1525723
Basaral Aral	id=g:1525724
Basaga	id=g:1525725
Baryshevka	id=g:1525726
Baryshevka	id=g:1525727
Kolodets Baryk-Bay	id=g:1525728
Barvinovka	id=g:1525729
Bartogay	id=g:1525730
Barsukovka	id=g:1525731
Sovkhoz Barsukbayskiy	id=g:1525732
Sovkhoz Barshinskiy	id=g:1525733
Barshyn	id=g:1525734
Ozero Barshyn	id=g:1525735
Barshatas	id=g:1525736
Peski Barshakum	id=g:1525737
Tokabay	id=g:1525738
Sovkhoz Barrikady	id=g:1525739
Barnevka	id=g:1525740
