Darah-ye Sūr Apan	id=g:1459724
Rabāţ	id=g:1464571
Rayg-e Shānah	id=g:1464572
Archah Damāgh	id=g:1464573
Quzar Darah	id=g:1464574
Ushlan Darah	id=g:1464575
Wiyzan	id=g:1464576
Batingan	id=g:1464577
Kōr-e Dowlat	id=g:1464578
Dushak Shaghālī	id=g:1464579
Tāzī Parīdah	id=g:1464580
Tangī-ye Qūrūq	id=g:1464582
Pīr Nakhchīr	id=g:1464584
Dowlat-e Kōh	id=g:1464585
Dowlat-e Kōh	id=g:1464588
Chashmah-ye Hindī	id=g:1464589
Tangī-ye Tāsh-Qurghān	id=g:1464590
Jar-e Khwājah Īlghar	id=g:1464591
Seh Darah	id=g:1464592
Zarād Khāk	id=g:1464593
Kupak	id=g:1464594
Kupak	id=g:1464595
Kumargāh	id=g:1464596
Zur Gar	id=g:1464597
Andah Chowl	id=g:1464598
Gab Qāq	id=g:1464599
Bāzārak	id=g:1464600
Chakir Qal‘ah	id=g:1464601
Qūrūq Darah	id=g:1464602
Ūymah Ūt	id=g:1464603
Gandah Klog	id=g:1464604
Chakāb	id=g:1464605
Jar-e Khownī	id=g:1464607
Seh Tepah	id=g:1464608
Bukmury	id=g:1464609
Qizil Kōl	id=g:1464610
Galah Dubur	id=g:1464611
Degak	id=g:1464612
Urochishche Sayi-Kyzylchashma	id=g:1464613
Chihil Khar	id=g:1464614
Maīdān	id=g:1464615
Kuhnah Qush Rabāţ	id=g:1464616
Sāy-e Tishak Tāsh	id=g:1464617
Sāy-e Seh Darah	id=g:1464618
Chashmah-ye Shōrāb	id=g:1464619
Qishlāq-e Mīrzā Qāsim	id=g:1464620
Qurghan	id=g:1464621
Sāy-e Maḩkam Darah	id=g:1464622
Khwājah Burhān	id=g:1464623
Dowlat Zaī	id=g:1464624
Chehel Dūz	id=g:1464625
Khadzhi-Ali	id=g:1464626
Bāgh-e Qārī Jān	id=g:1464627
Chochman	id=g:1464628
Guz̄ar-e Bālā	id=g:1464629
Qāẕīābād-e Bālā	id=g:1464630
Shōr Qūdūq	id=g:1464631
Sāy-e Iz̄mah	id=g:1464632
Khwājah-Khiẕr	id=g:1464633
Khushnā’ī	id=g:1464634
Kōh-e Gāwī	id=g:1464635
Bāgh-e Jamīlah	id=g:1464636
Band-e Duzdān	id=g:1464637
Lalmah	id=g:1464638
Band-e Nowrak	id=g:1464639
Sūjān	id=g:1464640
Bozdarreh	id=g:1464641
Sāy-e Mazār	id=g:1464642
Haft Kham	id=g:1464643
Kalamazār	id=g:1464644
Dōābī	id=g:1464645
Kōh-e Khwāzik	id=g:1464646
Sāy-e Panjshayrī	id=g:1464647
Kōh-e Tarnāw	id=g:1464648
Kōh-e Z̄ilow	id=g:1464649
Band-e Salām	id=g:1464650
Sāy-e Yakhpaj	id=g:1464651
Kōh-e Āshūrak	id=g:1464652
Sāy-e Mazār	id=g:1464653
Band-e Mazār	id=g:1464654
Bāzgīr	id=g:1464655
Maīdānak	id=g:1464656
Qiblah Darah	id=g:1464657
Band-e Tāwah	id=g:1464658
Jangal Qōl	id=g:1464659
Sāy-e Tāwah	id=g:1464660
Sāy-e Kurdak	id=g:1464661
Band-e Kajak	id=g:1464662
Dirkak	id=g:1464663
Kōtal-e Yakhpaj	id=g:1464664
Aytumak	id=g:1464665
Sāy-e Yakhpaj	id=g:1464666
Jolgeh-ye Yarm	id=g:1464667
Sāy-e Tarnāw	id=g:1464668
Ayshmurād	id=g:1464669
Darreh-ye Warichi	id=g:1464670
Kōh-e Raḩmatī	id=g:1464671
Darah-ye Khushkak	id=g:1464672
Shākh-e Safayd	id=g:1464673
Dzangalak	id=g:1464674
Yarm	id=g:1464675
Darreh-ye Yarm	id=g:1464676
Darah-ye Galī	id=g:1464677
Darah-ye Khushkak	id=g:1464678
Kōtalchah-ye Khushkak	id=g:1464679
Darah-ye Zardaspān	id=g:1464680
Katah Sang	id=g:1464681
Kamī Zard Aspān	id=g:1464682
Bayhūday Bālā	id=g:1464683
Darah-ye Mazār	id=g:1464684
Sar-e Māzānah	id=g:1464685
Tandōr Kalān	id=g:1464686
Sīāh Khārak	id=g:1464687
Janriq	id=g:1464688
Kōtal-e Khārzār	id=g:1464689
Darreh-ye Sangāb	id=g:1464690
Kārēzī	id=g:1464691
Kham	id=g:1464692
Qal‘ah-ye Now	id=g:1464693
Kāshkhā	id=g:1464694
Jar-e Khushkak	id=g:1464695
Takhtah Sang	id=g:1464696
Khāk-e Sangō	id=g:1464697
Darah-ye Munḏalā	id=g:1464698
Kūh-e Bārak	id=g:1464699
Gurzumak	id=g:1464700
Akhnaz̧ar	id=g:1464701
Qarq	id=g:1464702
Kōh-e Ghowsār	id=g:1464703
Darreh-ye Waghaw	id=g:1464704
Shākh-e Kalān	id=g:1464705
Darah-ye Murghī	id=g:1464706
Shākh-Salādī	id=g:1464707
Darah-ye Mēnah	id=g:1464708
Qaşāw Darah	id=g:1464709
Kōh-e Putnahgak	id=g:1464710
Kōtal-e Firinjal	id=g:1464711
Kōtal-e Hindūkush	id=g:1464712
Gardanah-ye Ghunj	id=g:1464713
Kōh-e Lalmak	id=g:1464714
Bād Kōh	id=g:1464715
Ranjō Kamar	id=g:1464716
Kōh-e Jōghak	id=g:1464717
Kōh-e Pushtah	id=g:1464718
Shāh Malik	id=g:1464719
Kōh-e Firinjal	id=g:1464720
Surkh Sang	id=g:1464721
Kōh-e Tayz Pāyak	id=g:1464722
Kōh-e Talkhīān	id=g:1464723
Kōh-e Talkhīān	id=g:1464724
Deh Tang	id=g:1464725
Kōh-e Khōb Darah	id=g:1464726
Silsilah-ye Kōh-e Hindūkush	id=g:1464727
Band-e Hindūkush	id=g:1464728
Kōh-e Sōrasānak	id=g:1464729
Kōh-e Wārah	id=g:1464730
Kōh-e Malkhān	id=g:1464731
Kōh-e Tōbatay	id=g:1464732
Darah-ye Khinjān	id=g:1464733
Kōh-e Takhtah Sang	id=g:1464734
Kōh-e Gōrī Sōkhtah	id=g:1464735
Ta‘mīrāt-e Tōnal-e Shamālī	id=g:1464736
Darah-ye Qayd Khānah	id=g:1464737
Darah-ye Kārēz	id=g:1464738
Dālghān	id=g:1464739
Darah-ye Khirmandān	id=g:1464740
Darah-ye Talkhīān	id=g:1464741
Bībī Darah	id=g:1464742
Darah-ye Awghān Murdah	id=g:1464743
Darah-ye Zāghak	id=g:1464744
Qōl-e Akhtāsh	id=g:1464745
Qōl-e Talkhīān	id=g:1464746
Darah-ye Kōrū	id=g:1464747
Darah-ye Murghak	id=g:1464748
Darah-ye Malkhān	id=g:1464749
Chap Darah	id=g:1464750
Darah-ye Wāzghar	id=g:1464751
Darah-ye Wālīān	id=g:1464752
Jar-e Khushkak	id=g:1464754
Qōl-e Iskār	id=g:1464755
Qōl-e Putnahgak	id=g:1464756
Qōl-e Lalmak	id=g:1464757
Qōl-e Sabzak	id=g:1464758
Qōl-e Akhtāsh	id=g:1464759
Kaṯawlang	id=g:1464760
Darah-ye Nāwêr	id=g:1464761
Darah-ye Mazār	id=g:1464762
Dzangalak	id=g:1464763
Tāwah	id=g:1464764
Āb Barāmad	id=g:1464765
Kōtal-e Sōchī	id=g:1464766
Khākī	id=g:1464767
Surkhī	id=g:1464768
Sāy-e Jaghjānī	id=g:1464769
Sar-e Khwājah Awlīā	id=g:1464770
Kōtal-e Zard Aspān	id=g:1464771
Sāy-e Chahār Deh	id=g:1464772
Darwāzah Kam	id=g:1464773
Sāy-e Māsān	id=g:1464774
Kōh-e Qaşabah	id=g:1464775
Kurdak	id=g:1464776
Khūknōl	id=g:1464777
Darah-ye Nāgumān	id=g:1464778
Darah-ye Maīdānak	id=g:1464779
Urkah-ye Mūsá	id=g:1464780
Kōtal-e Qashqah	id=g:1464781
Na‘low-e Gurgān	id=g:1464782
Sāy-e Shōr Āwak	id=g:1464783
Kōtal-e Chak Āw	id=g:1464784
Qowadīān	id=g:1464785
Kōh-e Urtimīr	id=g:1464786
Sāy-e Balakzār	id=g:1464787
Sāy-e Garmak	id=g:1464788
Sāy-e Baydak	id=g:1464789
Kōh-e Khwājah Wakht	id=g:1464790
Band-e Dayktōr	id=g:1464791
Qōl-e Khārpushtah	id=g:1464792
Tōb-e Rustam	id=g:1464793
Chashmah-ye ‘Obūr	id=g:1464794
Shahnāw	id=g:1464795
Bādkah Zār	id=g:1464796
Gīlās Darah	id=g:1464797
Chahār Sang	id=g:1464798
Wulūgak	id=g:1464799
Surkh-Paryāw	id=g:1464800
Kōtal-e Suchī	id=g:1464801
Kōh-e Dashtak	id=g:1464802
Kōh-e Sang Qōl	id=g:1464803
Ghūrī Sang	id=g:1464804
Kōh-e Bādrowak	id=g:1464805
Kōh-e Khalwān	id=g:1464806
Kōh-e Zar Shākh	id=g:1464807
Shīn Darah	id=g:1464808
Kōh-e Shīn Darah	id=g:1464809
Ḩājī Khēl	id=g:1464810
Chashmah-ye Laq	id=g:1464811
Chin Kamar	id=g:1464812
Darreh-ye Qāsān	id=g:1464813
Pusht-e Pazhak	id=g:1464814
Kōh-e Yakhdān	id=g:1464815
Darah-ye Kāstêrāsh	id=g:1464816
Arbishāh	id=g:1464817
Darah-ye Wunū	id=g:1464818
Jowchī	id=g:1464819
Lōlah-ye Gāw Kush	id=g:1464820
Ḏizak	id=g:1464821
Kōh-e Qalandarī	id=g:1464822
Āhangar	id=g:1464823
Tay-e Pazhak	id=g:1464824
Kham-e Sowā	id=g:1464825
Barātā	id=g:1464826
Şayād-e Bālā	id=g:1464827
Āhangar	id=g:1464828
Dasht-e Gharāw	id=g:1464829
Kōh-e Tambanah	id=g:1464830
Sāy-e Kamyakhlar	id=g:1464831
Kajkalah	id=g:1464832
Sāy-e Jowchī	id=g:1464833
Kōh-e Kalān	id=g:1464834
Mulān Darah	id=g:1464835
Kōh-e Ālūgak	id=g:1464836
Sīāh Darahgak	id=g:1464837
Kulunḏuk	id=g:1464838
Sāy-e Chak Āw	id=g:1464839
Kalakān	id=g:1464840
Bōsatānak	id=g:1464841
Sāy-e Band-e Aspān	id=g:1464842
Sar-e Gandāwak	id=g:1464843
Sāy-e Gandāwak	id=g:1464844
Kōh-e Bashālak	id=g:1464845
Shālak	id=g:1464846
Ēl-e Zimistānī	id=g:1464847
Sāy-e Ālūgak	id=g:1464848
Kōh-e Gambōk	id=g:1464849
Aliabad	id=g:1464850
Kōtal-e Bābā	id=g:1464851
Chashmah-ye Yasīr Zarak	id=g:1464852
Qārī Şāḩib	id=g:1464853
Chashmah-ye Kōhī	id=g:1464854
Kārēz-e Jahān	id=g:1464855
Kōtal-e Khwājah Qāsim	id=g:1464856
Kōtal-e Ḩājī Būzāgh	id=g:1464857
Manţaqah-ye ‘Alaf	id=g:1464858
Kōh-e Tambanah	id=g:1464859
Mayshmast	id=g:1464860
Kōh-e Mazār	id=g:1464861
Dūghī	id=g:1464862
Yakhlar	id=g:1464863
Dū Āb	id=g:1464864
Kōh-e Ghazmarq	id=g:1464865
Khalīfah Raḩmat	id=g:1464866
Jōy-e Khalīfah Raḩmat	id=g:1464867
Aqbāl-e Bālā	id=g:1464868
Jōy-e Buzkhōr	id=g:1464869
Jōy-e Āb-e Bārīk	id=g:1464870
Asadī	id=g:1464871
Khwājah Rasūl	id=g:1464872
Khōsh Āsīā	id=g:1464873
Khōsh Āsīā	id=g:1464874
Daryā-ye Pā’īn Deh	id=g:1464875
Qimchāq	id=g:1464876
Kōh-e Bilowsang	id=g:1464877
Karatah	id=g:1464878
Kowh-e Chāhshowr	id=g:1464879
Khwājah Rowshnā’ī	id=g:1464881
Āq Lār	id=g:1464882
S̲h̲ekarē Ghar	id=g:1464883
S̲h̲ekarē Māndêh	id=g:1464884
Wêchah Darah	id=g:1464885
Dāmān Das̲h̲t	id=g:1464886
Sāy-e Ghazmarq	id=g:1464887
Malah-ye Tah	id=g:1464888
Sāy-e Pulkhāh	id=g:1464889
Arzangān	id=g:1464890
Pṟāng Māndêh	id=g:1464891
Melêwē Māndêh	id=g:1464892
Têrwêkah Māndêh	id=g:1464893
Pūdah Māndêh	id=g:1464894
Hanj	id=g:1464895
Wastah	id=g:1464896
Pālēz Māndêh	id=g:1464897
Barakat Tsāh	id=g:1464898
Barakat Kārēz	id=g:1464899
Pōzah-ye Tōp Khānah	id=g:1464900
Zghūmay	id=g:1464901
Fatḩullāh Paṯī Māndêh	id=g:1464902
Ya‘qūb	id=g:1464903
Darah-ye Pasha’ī	id=g:1464904
Sarkomān	id=g:1464905
Khêṯkayān	id=g:1464906
Pul-e Muḩammad-Şalābēg	id=g:1464907
Shamshēr Ghar	id=g:1464908
Chaman	id=g:1464909
Murghābī Dahān	id=g:1464910
Kōh-e Arbayshān	id=g:1464911
Chownī Nowbahār	id=g:1464912
Darah-ye Arbay Shān	id=g:1464913
Dashtak	id=g:1464914
Kōh-e Bāwakhshayl	id=g:1464915
Jar-e Bāwakhshayl	id=g:1464916
Kōh-e Pīrān Sāmyah	id=g:1464917
Darah-ye Pīrān Sāmyah	id=g:1464918
Kōh-e Lakarmār	id=g:1464919
Bakhsharā	id=g:1464920
Pīrān Sāmyah	id=g:1464921
Pul-e Ḩişār	id=g:1464922
Bāwakhshayl	id=g:1464923
Band-e Wāgh Darah	id=g:1464924
Kamar-e Pul-e Ḩişār	id=g:1464925
Kōh-e Daywrā	id=g:1464926
Dushawān	id=g:1464927
Talkhakānī	id=g:1464928
Band-e Khij	id=g:1464929
Khitīān	id=g:1464930
Pōzah-ye Sar-e Pul	id=g:1464931
Mīrwā	id=g:1464932
Bāgh Darah	id=g:1464933
Jar-e Pul-e Ḩişār	id=g:1464934
Kōh-e Āhangarān	id=g:1464935
Kān Kowī	id=g:1464936
Bōkatān	id=g:1464937
Shishrān	id=g:1464938
Jalajīn	id=g:1464939
Aqīnah	id=g:1464940
Solţān Robāţ	id=g:1464941
Yakah Ḩājī	id=g:1464942
Bāy Khān	id=g:1464943
Qanlī Chahār Bāgh	id=g:1464944
Mīānah Kōh-e Tīrgarān	id=g:1464945
Darreh-ye Arzeh	id=g:1464946
Jar-e Shahwah	id=g:1464947
Taygh-e Shahwah	id=g:1464948
Kōh-e Band-e Jōy	id=g:1464949
Yidī Kul	id=g:1464950
Qareh Tappeh	id=g:1464951
Jar Qūdūq	id=g:1464952
Darah-ye Kandal Kamar	id=g:1464953
Kowk	id=g:1464954
Kōh-e Qurbān Sang	id=g:1464955
Qōl-e Qurbān Sang	id=g:1464956
Darah-ye Pārān Deh	id=g:1464957
Pōzah-ye Binī Sang	id=g:1464958
Qōl-e Paych	id=g:1464959
Kōh-e Paych	id=g:1464960
Tahānah-ye Shinghī	id=g:1464961
Qōl-e Now Deh	id=g:1464962
Kōh-e Ghargharah	id=g:1464963
Kōh-e Bāgh Darah	id=g:1464964
Jar-e Ghargharah	id=g:1464965
Kōh-e Shakarnow	id=g:1464966
Jar-e Shakarnow	id=g:1464967
Kōh-e Yafī	id=g:1464968
Kōh-e Yāmakh	id=g:1464969
Sar-e Pul	id=g:1464970
Deh-e Bālā	id=g:1464971
Ārzō	id=g:1464972
Awdā	id=g:1464973
Jar-e Yāmakh	id=g:1464975
Darah-ye Mazār	id=g:1464976
Mizhgān Darah	id=g:1464979
Bāghur	id=g:1464981
Qōl-e Chashmah	id=g:1464983
Masjid	id=g:1464987
Yakhdānak	id=g:1464990
Qōl-e Tarnow	id=g:1464994
Gudarah	id=g:1464996
Ghazmarq	id=g:1464998
Yakhlar	id=g:1465000
Kaj Gird	id=g:1465002
Fōj	id=g:1465004
Shāhkush	id=g:1465006
Kōh-e Inal	id=g:1465009
Khushkak	id=g:1465010
Bābā Saqāw	id=g:1465011
Kōh-e Talkhak	id=g:1465012
Darah-ye Qalāt	id=g:1465013
Inal	id=g:1465014
Chihil Chāh	id=g:1465015
Tōghak	id=g:1465016
Qōl-e Mazār	id=g:1465017
Kōh-e Yāwō	id=g:1465018
Dargak	id=g:1465027
Sīāh Shākh	id=g:1465028
Narkōh	id=g:1465029
Maghzār	id=g:1465030
Pashah Khānah	id=g:1465031
Sāy-e Yōch	id=g:1465032
Nakhōj	id=g:1465033
Tal-e Bōdā	id=g:1465034
Khōkhānī	id=g:1465035
Kham-e Lālā	id=g:1465036
Sāy-e Chahār Bāgh	id=g:1465037
Bādāmak	id=g:1465038
Sāy-e Dāwutī	id=g:1465039
Darah-ye Kaj Gird	id=g:1465040
Gardanah-ye Tāqibār	id=g:1465041
Yakabalar	id=g:1465042
Sāy-e Mikhak	id=g:1465043
Kuratāj	id=g:1465044
Kōtal-e Āw Khōrak	id=g:1465045
Hazār Chashmah	id=g:1465046
Bārtālah	id=g:1465047
Kaj Darah	id=g:1465048
Kalmurgh Khānah	id=g:1465049
Kaj Darah	id=g:1465050
Kōh-e Sar Darah	id=g:1465051
Sīāh Now	id=g:1465052
Almalīq	id=g:1465053
Kōh-e Almalīq	id=g:1465054
Landah Sang	id=g:1465055
Gurg Darah	id=g:1465056
Kōh-e Khirgah Sang	id=g:1465057
Kōh-e Jilabdān	id=g:1465058
Jilabdān	id=g:1465059
Kōtal-e Kōkzār	id=g:1465060
Pōzah-ye Mīānahgak	id=g:1465061
Jar-e Mīānahgak	id=g:1465062
Jar-e Kāsā Kham	id=g:1465063
Pōzah-ye Takah Shākh	id=g:1465064
Jar-e Kaj Darah	id=g:1465065
Pōzah-ye Kaj Darah	id=g:1465066
Jar-e Narij	id=g:1465067
Kōh-e Narij	id=g:1465068
Kōh-e Qarah	id=g:1465069
Kōh-e Ghūshtum	id=g:1465070
Darah-ye Ghūshtum	id=g:1465071
Yakh Chashmah	id=g:1465072
Tayzāw	id=g:1465073
Akhtāsh	id=g:1465074
Darah-ye Khushkak	id=g:1465075
Maluh Māndêh	id=g:1465077
Srē Tsāhān	id=g:1465078
Burj Ḏanḏah	id=g:1465079
Khazah	id=g:1465080
Shādī Indzêr	id=g:1465081
Shīn Māndeh	id=g:1465082
Ḩājī Māndêh	id=g:1465083
Narī Pōṯay Māndêh	id=g:1465084
Zargar Pōṯay	id=g:1465085
Iskān Kān Tāṉah	id=g:1465086
Lōy Wêt	id=g:1465087
Sārang	id=g:1465088
Tarakay Ghar	id=g:1465089
Chūghak Ghar	id=g:1465111
Ḩājjī Kazakay	id=g:1465112
Khwarah Ghar	id=g:1465113
Mīr ‘Alam Zīārat	id=g:1465115
Yakah Khāk Tānah	id=g:1465129
‘Abdolḩaq Nāwer	id=g:1465130
Bāmbōl Ghar	id=g:1465131
Muḩammad Sayyid Shēlah	id=g:1465132
Sāghrī Ghar	id=g:1465133
Bāmbōl Tāṉah	id=g:1465134
Sāghrī Nāwêr	id=g:1465136
Kolodets Madzhilunnavar	id=g:1465137
Bāmbōl Das̲h̲t	id=g:1465138
Gaḏ Tsāh	id=g:1465139
Tahāneh-e Qāder	id=g:1465140
Myandzkay	id=g:1465141
Wêch Ghbargah	id=g:1465142
Walī Shēlah	id=g:1465143
Naz̲h̲ḏikay	id=g:1465144
Rashīd Rēg	id=g:1465145
Ashizō Māndêh	id=g:1465146
Atsêkzaī Tāṉah	id=g:1465147
Ḩājī Muḩammad Ghanī Kêlay	id=g:1465148
Kendelī	id=g:1465149
Butt Zar	id=g:1465151
Būlāq Darah	id=g:1465152
Khwājah Bādām	id=g:1465153
Daywālak-e Kōtal	id=g:1465154
Senjetak	id=g:1465155
Gandeh Cheshmeh	id=g:1465156
Shayr-e Mard Kōtal	id=g:1465157
Safayd Kōtal	id=g:1465158
Kham-e Aq Bolāq	id=g:1465159
Bangi	id=g:1465160
Tīrak	id=g:1465161
Gurgī	id=g:1465162
Chaqil	id=g:1465164
Khānaqāh	id=g:1465166
Gak	id=g:1465167
Shōrak	id=g:1465168
Jar-e Khākzār	id=g:1465169
Qudughak	id=g:1465170
Kōr Chashmah	id=g:1465171
Hazārah Kōtal	id=g:1465172
Kōchak Sāy	id=g:1465173
Anjīr Darah	id=g:1465174
Jar-e Sang-e Gāw	id=g:1465175
Bōrīā Bāf	id=g:1465176
Raḩmatābād	id=g:1465177
Quland	id=g:1465178
Khuzar	id=g:1465179
Malah Bāy	id=g:1465180
Qezel Towgarak	id=g:1465181
Qamishlī	id=g:1465183
Sakht Tepah	id=g:1465184
Yakrowyah	id=g:1465185
Qizil Towgarak	id=g:1465186
Qaburghah	id=g:1465187
Taghārah Sar	id=g:1465188
Chahār Charī	id=g:1465193
Showm Tepah	id=g:1465196
Kowrachī	id=g:1465197
Jar Sāy	id=g:1465198
Khwājah Iskandar	id=g:1465199
Shibaghlik	id=g:1465204
Galleh Kamar	id=g:1465206
Ōzum Chāh	id=g:1465207
Poshtilab	id=g:1465208
Aqchah (1)	id=g:1465209
Aqchah (2)	id=g:1465210
Aghir Sāy	id=g:1465211
Boyn Qareh	id=g:1465212
Karnaī Sāy	id=g:1465213
Kangori	id=g:1465214
Achah Bar	id=g:1465215
Latī Shōr	id=g:1465216
Lati Shor	id=g:1465217
Shōr Qūdūq	id=g:1465218
Babakah	id=g:1465219
Kōchak Qizil	id=g:1465220
Kōchak Qizil	id=g:1465221
Jaltor (2)	id=g:1465222
Jolgeh	id=g:1465223
Qāder Nāwêr	id=g:1465224
Tarakay Ghar	id=g:1465225
Jarti Qezel	id=g:1465226
Dīwān	id=g:1465227
Kendeṟī Sar	id=g:1465228
Gurgānō Lahêṟ	id=g:1465229
Bai Bachcheh Kamar	id=g:1465230
Dabashigak	id=g:1465231
Chārgul Nāwêr	id=g:1465232
Qizil Sāy	id=g:1465233
Langar Nāwêr	id=g:1465234
Ḩājī Ya‘qūb Kêlay	id=g:1465235
Shōrchah	id=g:1465236
Sūr Khêṯ	id=g:1465237
Ḩalqah Kōl	id=g:1465238
Sakhsah Kōl	id=g:1465239
Āq Masjid	id=g:1465242
Āq Masjid	id=g:1465243
Ōrtah Buz	id=g:1465244
Ḩalqah Kōl	id=g:1465245
Ḩalqah Kōl	id=g:1465246
Maḩal-e Kābālī	id=g:1465247
Barzangī-ye ‘Arab	id=g:1465248
Maḩal-e Sīāh Patah	id=g:1465249
Āykhimchāl	id=g:1465250
Gum Kōl	id=g:1465251
Alifbayrdī	id=g:1465252
Qōrghān Tapah	id=g:1465253
Gumbaz̄	id=g:1465254
Ōrtah Būlāqī	id=g:1465255
Majar	id=g:1465256
Kōnchak	id=g:1465257
Jōy-e Bēgum	id=g:1465258
Khānaqāh	id=g:1465259
Ismā‘īl Qishlāq	id=g:1465260
Dehqān Qishlāq	id=g:1465261
‘Omar Khēl	id=g:1465262
Qanjöghah-ye Shahr	id=g:1465263
‘Arab Shākh	id=g:1465264
‘Arab Qishlāq	id=g:1465265
Dūrman	id=g:1465266
Dūrman Batāsh	id=g:1465267
Qarah Turkman	id=g:1465268
Barzangī	id=g:1465269
Bāsiz	id=g:1465270
Kanam	id=g:1465271
Baysh Kapah	id=g:1465272
Kōtal-e Majar	id=g:1465273
Manţaqah-ye Sūrbaytal	id=g:1465274
Manţaqah-ye Qazāq Guz̄ar	id=g:1465275
Chamūs Kōl	id=g:1465276
Maḩal-e Barzangī	id=g:1465277
Jazīreh-ye Ūrtā Tūghay	id=g:1465278
‘Omar Khēl	id=g:1465279
Kaftar ‘Alī	id=g:1465280
Qaraylah	id=g:1465281
Alkūnagh	id=g:1465282
Mūsá Zaī	id=g:1465283
Nūr Khēl	id=g:1465284
Maḩal-e Zambīg	id=g:1465285
Maḩal-e Qirk Ākhur	id=g:1465286
Shākh Tepah	id=g:1465287
Tarakī	id=g:1465288
Ghunḏêy-ye Khōrd Qush Tapah	id=g:1465289
Maḩal-e Jān Yigīt	id=g:1465290
Mullā Shīrīn	id=g:1465291
Manţaqah-ye Archī Guz̄ar	id=g:1465292
Kākol	id=g:1465293
Tahānah-ye Qaflātūn	id=g:1465294
Bāgh Bāyān	id=g:1465295
Kūrī Qishlāq	id=g:1465296
Sāsik Kōl	id=g:1465297
Tahānah-ye Ḩayratān	id=g:1465298
Khumdān	id=g:1465299
Dasht-e Tōrghay Tepah	id=g:1465300
Jihlam Khōr	id=g:1465301
Ḩājī Sardār	id=g:1465302
Nahr-e Turkman	id=g:1465303
Qyām Tumshuq	id=g:1465304
Tahānah-ye Kanam	id=g:1465305
Ishkilī	id=g:1465306
Gharow	id=g:1465307
Gharow	id=g:1465308
Hazār Bāgh	id=g:1465309
Sab Qūrūq	id=g:1465310
Ārt Khwājah	id=g:1465311
Bōlōkah	id=g:1465312
Chughdān	id=g:1465313
Kandali	id=g:1465314
Chughdān	id=g:1465315
Eiris Bai	id=g:1465316
Mancheh Sang	id=g:1465317
Tsor Darreh	id=g:1465318
Jolgeh	id=g:1465319
Botah Qareh	id=g:1465320
Qizil Sāy	id=g:1465321
Sōkhtah-ye Suflá	id=g:1465322
Sōkhtah-ye Suflá	id=g:1465323
Seh Darreh	id=g:1465324
Shamallak	id=g:1465325
Negal (2)	id=g:1465326
Nighak (3)	id=g:1465327
Band-e Sheram	id=g:1465328
Chahār Sū	id=g:1465329
Oimatan (2)	id=g:1465330
Oimatan (3)	id=g:1465331
Qareh Jangal (2)	id=g:1465332
Qareh Jangal	id=g:1465333
Nighak (2)	id=g:1465334
Yakawolang	id=g:1465335
Yakawolang (2)	id=g:1465336
Yakawolang (3)	id=g:1465337
Chalcheh	id=g:1465338
Shilteh	id=g:1465339
Sarāb	id=g:1465340
Gandah Bāshī	id=g:1465341
Sarāb	id=g:1465342
Sarāb	id=g:1465343
Sarāb	id=g:1465344
Sarāb	id=g:1465345
Bai Ghezi	id=g:1465346
Bai Ghezi (2)	id=g:1465347
Darreh-ye Keshti	id=g:1465348
Lab-Sar	id=g:1465349
Sōkhtah-ye Suflá	id=g:1465350
Sōkhtah-ye Suflá	id=g:1465351
Darreh-ye Jalasheh	id=g:1465352
Bogosht	id=g:1465353
Mīrzā Kamar	id=g:1465354
Naz̧īr Sāy	id=g:1465355
Cheshmeh-ye Sowal	id=g:1465356
Daryā-ye Pītī Jelgah	id=g:1465357
Daryā-ye Qarah Qorum	id=g:1465358
Daryā-ye Muqur	id=g:1465359
Daryā-ye Jer Qabchal	id=g:1465360
Daryā-ye Moqor	id=g:1465361
Wādi-e Say Ātīk	id=g:1465362
Kōl-e Ḩaqīr	id=g:1465363
Kōl-e Karasū	id=g:1465364
Kōtal-e Jaman Shōr	id=g:1465365
Zimistānī-ye Agōrkan	id=g:1465366
Zimistānī-ye Īsīk Bulāq	id=g:1465367
Zimistānī-ye Qarah Tāsh	id=g:1465368
Qabristān-e Ortobīl	id=g:1465369
Daryā-ye Qōq Qorūq	id=g:1465370
Daryā-ye Qarah Tāy Ūldī	id=g:1465371
Kōl-e Qebtesh	id=g:1465372
Daryā-ye Qōr Muqur	id=g:1465373
Daryā-ye Chagdarsōldī	id=g:1465374
Daryā-ye Gomūr Jelgah	id=g:1465375
Daryā-ye Mehmān Jūli	id=g:1465376
Khāldarshīt	id=g:1465377
Daryā-ye Qarah Jelgah	id=g:1465378
Daryā-ye Āq Jelgah	id=g:1465379
Daryā-ye Bāy Qarah	id=g:1465380
Daryā-ye Kezek	id=g:1465381
Daryā-ye Jahān Kayl	id=g:1465382
Daryā-ye Chīrakhtanah	id=g:1465383
Daryā-ye Warm	id=g:1465384
Wādī-ye Qarah Jelgah	id=g:1465385
Wādī-ye Janbūlāq	id=g:1465386
Kōh-e Āqblīs	id=g:1465387
Kōh-e Qarah Tāsh	id=g:1465388
Kūh-e Buluq Qer	id=g:1465389
Kōtal-e Dasht-e Mīrzā Morād	id=g:1465390
Khadān Khāneh	id=g:1465391
Khānah-ye Kūmītek	id=g:1465392
S̄owāb Khānah-ye Bālā	id=g:1465418
Pol-e Bāzā’ī Gonbad	id=g:1465419
S̄owāb Khānah-ye Pā’īn	id=g:1465420
Kharābah-ye Tāsh Qazaq	id=g:1465421
