Gainda	id=g:1506733
Sovkhoz Bobrovskiy	id=g:1509927
Bobrovskiy	id=g:1509928
Bobrovskiy	id=g:1509929
Bobrovka	id=g:1509930
Bobrovka	id=g:1509931
Bobrovka	id=g:1509932
Bobrovka	id=g:1509933
Bobrovka	id=g:1509934
Bobrovka	id=g:1509935
Bobrovka	id=g:1509936
Bobrovka	id=g:1509937
Bobrovka	id=g:1509938
Bobrovka	id=g:1509939
Bobrovka	id=g:1509940
Bobrovka	id=g:1509941
Bobrovka	id=g:1509942
Bobrovka	id=g:1509943
Bobrovka	id=g:1509944
Bobrovka	id=g:1509945
Bobrovka	id=g:1509946
Bobrovka	id=g:1509947
Bobrovka	id=g:1509948
Bobrovka	id=g:1509949
Borovka	id=g:1509950
Bobrovka	id=g:1509951
Bobrovka	id=g:1509952
Bobrovka	id=g:1509953
Bobrovka	id=g:1509954
Bobrovka	id=g:1509955
Bobrovka	id=g:1509956
Razvaliny Bobrovka	id=g:1509957
Bobrovka	id=g:1509958
Bobrovka	id=g:1509959
Bobrovitskiy	id=g:1509960
Bobrovichinsk	id=g:1509961
Gora Bobrovaya	id=g:1509962
Bobrova	id=g:1509963
Bobrinka	id=g:1509964
Bobkovo	id=g:1509965
Mys Blyukhera	id=g:1509966
Blyudtsy	id=g:1509967
Blyudchanskoye	id=g:1509968
Bludovka	id=g:1509969
Bliznëvka	id=g:1509970
Ostrova Bliznetsy	id=g:1509971
Blizhnyaya Chunku	id=g:1509972
Blizhniye Topki	id=g:1509973
Blizhniye Pes’yany	id=g:1509974
Mys Blizhniy	id=g:1509975
Blizhniy	id=g:1509976
Blizhne-Surazovo	id=g:1509977
Blinovskiy	id=g:1509978
Blinkovo	id=g:1509979
Blinikha	id=g:1509980
Stantsiya Blesk	id=g:1509981
Gora Blednaya	id=g:1509982
Blak	id=g:1509983
Blagoveshchenskoye	id=g:1509984
Blagoveshchenskoye	id=g:1509985
Blagoveshchenskoye	id=g:1509986
Blagoveshchenskiy Rayon	id=g:1509987
Blagoveshchenskiy	id=g:1509988
Blagoveshchenskiy	id=g:1509989
Blagoveshchenka	id=g:1509990
Urochishche Blagoveshchenskoye	id=g:1509991
Blagoveshchenskiy	id=g:1509992
Blagoveshchenka	id=g:1509993
Blagoveshchenka	id=g:1509994
Blagoveshchenka	id=g:1509995
Blagoveshchenka	id=g:1509996
Urochishche Blagoveshchenka	id=g:1509997
Blagoveshchenka	id=g:1509998
Blagoveshchenka	id=g:1509999
Zaliv Blagopoluchiya	id=g:1510000
Blagodatskaya	id=g:1510001
Blagodatnyy	id=g:1510002
Blagodatnyy	id=g:1510003
Blagodatnyy	id=g:1510004
Blagodatnyy	id=g:1510005
Blagodatnoye	id=g:1510006
Blagodatnoye	id=g:1510007
Blagodatka	id=g:1510008
Blagodarovka	id=g:1510009
Ozero Bizyura	id=g:1510010
Bizuran'	id=g:1510011
Bizhiktig-Khaya	id=g:1510012
Bizhelyak	id=g:1510013
Biysko-Chumyshskaya Vozvyshennost’	id=g:1510014
Biyskiy Uchastok	id=g:1510015
Biyskiy Rayon	id=g:1510016
Khrebet Biyskaya Griva	id=g:1510017
Biysk	id=g:1510018
Biyka	id=g:1510019
Biyka	id=g:1510020
Biya	id=g:1510021
Biva	id=g:1510022
Bit’yevo	id=g:1510023
Sovkhoz Bitkovskiy	id=g:1510024
Bitki	id=g:1510025
Bitiya	id=g:1510026
Bitenevka	id=g:1510027
Mys Bismark	id=g:1510028
Biskamzha	id=g:1510029
Biskamzha	id=g:1510030
Bishura	id=g:1510031
Gora Bashtau	id=g:1510032
Stantsiya Bishkil’	id=g:1510033
Bishkil’	id=g:1510034
Bishkama	id=g:1510035
Ozero Bishkaim	id=g:1510036
Bishbuga	id=g:1510037
Biserova	id=g:1510038
Biryusinskiy Khrebet	id=g:1510039
Stantsiya Biryusinsk	id=g:1510040
Biryusinsk	id=g:1510041
Biryusa	id=g:1510042
Biryusa	id=g:1510043
Biryusa	id=g:1510044
Biryusa	id=g:1510045
Biryusa	id=g:1510046
Biryulya	id=g:1510047
Biryulya	id=g:1510048
Biryulya	id=g:1510049
Biryulya	id=g:1510050
Biryuksa	id=g:1510051
Biryuksa	id=g:1510052
Biryuksa	id=g:1510053
Biryukovskiy	id=g:1510054
Biryuch’ya Dubrava	id=g:1510055
Lebyazh'ye	id=g:1510056
Zaliv Biruli	id=g:1510057
Biromba	id=g:1510058
Birilyussy	id=g:1510059
Birilyusskiy Rayon	id=g:1510060
Birilyusskiy	id=g:1510061
Birik-Dzhebash	id=g:1510062
Birikchul’	id=g:1510063
Birgil’da	id=g:1510064
Birgil’da	id=g:1510065
Biryusuk	id=g:1510066
Biramba	id=g:1510067
Binyuda	id=g:1510068
Bili	id=g:1510069
Bileyka	id=g:1510070
Bilelig	id=g:1510071
Bilalty	id=g:1510072
Biktimirova	id=g:1510073
Bikkulova	id=g:1510074
Bikbirdy	id=g:1510075
Bigila	id=g:1510076
Bigezha	id=g:1510077
Bidzha	id=g:1510078
Bideya	id=g:1510079
Bichur	id=g:1510080
Bichur	id=g:1510081
Bichiley	id=g:1510082
Bichiktubom	id=g:1510083
Biche-Khopto	id=g:1510084
Gora Biche-Chingilig	id=g:1510085
Biche-Bel’dig	id=g:1510086
Biche-Bash	id=g:1510087
Bibikha	id=g:1510088
Biaza	id=g:1510089
Ostrov Bianki	id=g:1510090
Ostrova Bezymyannyye	id=g:1510091
Ostrov Bezymyannyy	id=g:1510092
Bezymyannyy	id=g:1510093
Ozero Bezymyannoye	id=g:1510094
Bezymyanka	id=g:1510095
Bezymyanka	id=g:1510096
Bezymyanka	id=g:1510097
Bezymyanka	id=g:1510098
Bezymyanka	id=g:1510099
Bez”yazykovo	id=g:1510100
Bezvodnoye	id=g:1510101
Ozero Bezrybnoye	id=g:1510102
Bezrukovo	id=g:1510103
Bezrukavka	id=g:1510104
Bezrechnyy	id=g:1510105
Beznogoye	id=g:1510106
Bezmenovo	id=g:1510107
Bezmenovo	id=g:1510108
Bezmenovo	id=g:1510109
Bezmenova	id=g:1510110
Bezlyudnyy	id=g:1510111
Stantsiya Bezlyudnoye	id=g:1510112
Bezlyudnyy	id=g:1510113
Ostrov Bezichevskaya Kosa	id=g:1510114
Bezhevka	id=g:1510115
Bezhel’bik	id=g:1510116
Bezhat’	id=g:1510117
Bezgolosovo	id=g:1510118
Ozero Bezdonnoye	id=g:1510119
Bezbozhnoye	id=g:1510120
Bezbozhnik	id=g:1510121
Beyskiy Rayon	id=g:1510122
Beyskiye Kopi	id=g:1510123
Beyka	id=g:1510124
Beyka	id=g:1510125
Beyka	id=g:1510126
Beybuluk	id=g:1510127
Kalinovka	id=g:1510128
Beyka	id=g:1510129
Beya	id=g:1510130
Beya	id=g:1510131
Ozero Betkulovo	id=g:1510132
Bestuzhevo	id=g:1510133
Besterek	id=g:1510134
Bessonova	id=g:1510135
Bessarabka	id=g:1510136
Bespalovo	id=g:1510137
Urochishche Bespalovo	id=g:1510138
Bespalovo	id=g:1510139
Bespalovo	id=g:1510140
Bespalovka	id=g:1510141
Beskozobova	id=g:1510142
Beskish	id=g:1510143
Beskish	id=g:1510144
Beshpel’tir	id=g:1510146
Beshozek	id=g:1510147
Beshkil’	id=g:1510148
Beshentsevo	id=g:1510149
Beshaul	id=g:1510150
Besekey	id=g:1510151
Bes’	id=g:1510152
Bertek	id=g:1510153
Khrebet Bert-Dag	id=g:1510154
Bert-Dag	id=g:1510155
Stantsiya Bersuat	id=g:1510156
Bersteneva	id=g:1510157
Bernyazhka	id=g:1510158
Berdin	id=g:1510159
Berla	id=g:1510160
Berkuty	id=g:1510161
Stantsiya Berkutskiy	id=g:1510162
Berkut	id=g:1510163
Berkut	id=g:1510164
Berkut	id=g:1510165
Berkin	id=g:1510166
Berikul’skiy	id=g:1510168
Stantsiya Berikul’skaya	id=g:1510169
Berikul’	id=g:1510170
Berikul’	id=g:1510171
Berikul’	id=g:1510172
Ozero Bergul’	id=g:1510173
Bergul’	id=g:1510174
Bergul’	id=g:1510175
Bergamakskiye	id=g:1510176
Bergamak	id=g:1510177
Bergamak	id=g:1510178
Bergamak	id=g:1510179
Mys Berga	id=g:1510180
Berezyanka	id=g:1510181
Berëzy	id=g:1510182
Berëzovyy Yar	id=g:1510183
Gora Berëzovyy Taskyl	id=g:1510184
Urochishche Berëzovyy Padun	id=g:1510185
Berëzovyy Mys Kolkhoz	id=g:1510186
Berëzovyy Log	id=g:1510187
Berëzovyy Log	id=g:1510188
Berëzovyye Luki	id=g:1510189
Razvaliny Berëzovyy	id=g:1510190
Berëzovyy	id=g:1510191
Berëzovyy	id=g:1510192
Ozero Berëzovskoye	id=g:1510193
Berëzovka	id=g:1510194
Berëzovskoye	id=g:1510195
Berëzovskoye	id=g:1510196
Berëzovskoye	id=g:1510197
Berezovskiy Rayon	id=g:1510198
Sovkhoz Berëzovskiy	id=g:1510199
Sovkhoz Berëzovskiy	id=g:1510200
Khrebet Berëzovskiy	id=g:1510201
Berëzovskiy	id=g:1510202
Berëzovskiy	id=g:1510203
Berëzovskiy	id=g:1510204
Berëzovskiy	id=g:1510205
Berëzovka	id=g:1510206
Berëzovskiy	id=g:1510207
Berezovka	id=g:1510208
Berëzovskiy	id=g:1510209
Berëzovskiy	id=g:1510210
Berëzovskiy	id=g:1510211
Berëzovskiy	id=g:1510212
Berëzovskiy	id=g:1510213
Berëzovo	id=g:1510214
Berëzovo	id=g:1510215
Berëzovo	id=g:1510216
Berëzovo	id=g:1510217
Berëzovo	id=g:1510218
Verkhneberëzovo	id=g:1510219
Berëzovo	id=g:1510220
Berëzovo	id=g:1510221
Berëzovo	id=g:1510222
Berëzovo	id=g:1510223
Berëzovka	id=g:1510224
Berëzovka	id=g:1510225
Berëzovka	id=g:1510226
Berëzovka	id=g:1510227
Berëzovka	id=g:1510228
Berëzovka	id=g:1510229
Berëzovka	id=g:1510230
Berëzovka	id=g:1510231
Berëzovka	id=g:1510232
Berëzovka	id=g:1510233
Berëzovka	id=g:1510234
Berëzovka	id=g:1510235
Berëzovka	id=g:1510236
Berëzovka	id=g:1510237
Berëzovka	id=g:1510238
Berëzovka	id=g:1510239
Berëzovskiy	id=g:1510240
Berëzovka	id=g:1510241
Berëzovka	id=g:1510242
Berezovka	id=g:1510243
Berëzovka	id=g:1510244
Berëzovka	id=g:1510245
Berëzovka	id=g:1510246
Berëzovka	id=g:1510247
Berëzovka	id=g:1510248
Berëzovka	id=g:1510249
Berëzovka	id=g:1510250
Berëzovka	id=g:1510251
Berëzovka	id=g:1510252
Berëzovka	id=g:1510253
Berëzovka	id=g:1510254
Berëzovka	id=g:1510255
Berëzovka	id=g:1510256
Berezovka	id=g:1510257
Berëzovka	id=g:1510258
Razvaliny Berëzovskiy	id=g:1510259
Berëzovka	id=g:1510260
Berëzovka	id=g:1510261
Berëzovka	id=g:1510262
Berëzovka	id=g:1510263
Berëzovka	id=g:1510264
Berëzovka	id=g:1510265
Berëzovka	id=g:1510266
Berëzovka	id=g:1510267
Berezovka	id=g:1510268
Berëzovka	id=g:1510269
Berëzovka	id=g:1510270
Berëzovka	id=g:1510271
Berëzovka	id=g:1510272
Berëzovka	id=g:1510273
Berëzovka	id=g:1510274
Belozërovka	id=g:1510275
Berëzovka	id=g:1510276
Berëzovka	id=g:1510277
Berëzovka	id=g:1510278
Berëzovka	id=g:1510279
Berëzovka	id=g:1510280
Berëzovka	id=g:1510281
Berëzovka	id=g:1510282
Berëzovka	id=g:1510283
Berëzovka	id=g:1510284
Berëzovka	id=g:1510285
Berëzovka	id=g:1510286
Berëzovka	id=g:1510287
Berëzovka	id=g:1510288
Berëzovaya Roshcha	id=g:1510289
Berëzovaya Roshcha	id=g:1510290
Berëzovka	id=g:1510291
Urochishche Berëzovaya Rechka	id=g:1510292
Berëzovka	id=g:1510293
Berëzovaya Griva	id=g:1510294
Berëzovaya Gar’	id=g:1510295
Gora Berezovaya	id=g:1510296
Gora Berezovaya	id=g:1510297
Gora Berezovaya	id=g:1510298
Berëzovaya	id=g:1510299
Berëzovaya	id=g:1510300
Berëzovaya	id=g:1510301
Berëzovaya	id=g:1510302
Berëzovaya	id=g:1510303
Berëzovaya	id=g:1510304
Berëzovaya	id=g:1510305
Berëzovaya	id=g:1510306
Berëzovaya	id=g:1510307
Berëzovaya	id=g:1510308
Berëzovaya	id=g:1510309
Urochishche Berëzovo	id=g:1510310
Berëzova	id=g:1510311
Berezorechka	id=g:1510312
Bereznyaki	id=g:1510313
Bereznyaki	id=g:1510314
Dmitriyevka	id=g:1510315
Berezniki	id=g:1510316
Berëzkino	id=g:1510317
Stantsiya Berezit	id=g:1510318
Berezinskiy	id=g:1510319
Berezino	id=g:1510320
Bol'shoy Berezh	id=g:1510321
Beret’	id=g:1510322
Beret’	id=g:1510323
Berestyanka	id=g:1510324
Beresh	id=g:1510325
Beresh	id=g:1510326
Berenzhak	id=g:1510327
Berenda	id=g:1510328
Bereg Taskino	id=g:1510329
Beregovoye	id=g:1510330
Beregovoye	id=g:1510331
Sovkhoz Beregovoy	id=g:1510332
Beregovoy	id=g:1510333
Beregovoy	id=g:1510334
Beregovoy	id=g:1510335
Urochishche Beregovoye	id=g:1510336
Beregovaya	id=g:1510337
Beregovaya	id=g:1510338
Beregovaya	id=g:1510339
Beregovaya	id=g:1510340
Beregayevo	id=g:1510341
Ozero Berdyuzh’ye	id=g:1510342
Berdyuzh’ye	id=g:1510343
Berdyuzhskiy Rayon	id=g:1510344
Berdyugino	id=g:1510345
Berdyugino	id=g:1510346
Berdyugina	id=g:1510347
Berdyanka	id=g:1510348
Savkhoz Berdskiy	id=g:1510349
Berdsk	id=g:1510350
Berdovka	id=g:1510351
Berdovka	id=g:1510352
Berdnikovo	id=g:1510353
Ozero Berdenish	id=g:1510354
Berdanish	id=g:1510355
Berd’	id=g:1510356
Berd’	id=g:1510357
Bol’shoy Berchikul’	id=g:1510358
Ozero Berasmu	id=g:1510359
Ozero Berasmu	id=g:1510360
Ozëra Berasmu	id=g:1510361
Bepoyrsk	id=g:1510362
Benzherep Vtoroy	id=g:1510363
Benzherep Pervyy	id=g:1510364
Benzherep	id=g:1510365
Belyy Yar	id=g:1510366
Belyy Yar	id=g:1510367
Belyy Yar	id=g:1510368
Belyy Yar	id=g:1510369
Belyy Yar	id=g:1510370
Belyy Yar	id=g:1510371
Belyy Yar	id=g:1510372
Belyy Yar	id=g:1510373
Belyy Yar	id=g:1510374
Belyy Yar	id=g:1510375
Belyy Yar	id=g:1510376
Belyy Yar	id=g:1510377
Mys Belyy Nos	id=g:1510378
Ozero Belyy Maynak	id=g:1510379
Belyy Klyuch	id=g:1510380
Belyy Kamen’	id=g:1510381
Belyy Iyus	id=g:1510382
Iyus	id=g:1510383
Belyy Etap	id=g:1510384
Belyy Bom	id=g:1510385
Belyy Anuy	id=g:1510386
Belyy Anuy	id=g:1510387
Ostrov Belyy	id=g:1510388
Mys Belyy	id=g:1510389
Mys Belyy	id=g:1510390
Mys Belyy	id=g:1510391
Belyy	id=g:1510392
Belyayka	id=g:1510393
Belyayev	id=g:1510394
Belyashi	id=g:1510395
Belyashevo	id=g:1510396
Belyaninskiy	id=g:1510397
Belyanino	id=g:1510398
Belyanino	id=g:1510399
Ozero Belyanikha	id=g:1510400
Ozero Belyakovskoye	id=g:1510401
Belyakovskoye	id=g:1510402
Belyakovskoye	id=g:1510403
Belyakovka	id=g:1510404
Belyakovka	id=g:1510405
Belyakovka	id=g:1510406
Belyakovka	id=g:1510407
Belyaki	id=g:1510408
Mys Belushiy Nos	id=g:1510409
Ostrov Belukha	id=g:1510410
Gora Belukha	id=g:1510411
Bel’tyry	id=g:1510412
Bel’tyrtuyuk	id=g:1510413
Bel’tyrskiy	id=g:1510414
Bel’tikovskiy	id=g:1510415
Bel’su	id=g:1510416
Bel’skoye	id=g:1510417
Bel’sk	id=g:1510418
Bel’sendy	id=g:1510419
Belozery	id=g:1510420
Belozërskoye	id=g:1510421
Belozërskiy Rayon	id=g:1510422
Belozërskiy Sovkhoz	id=g:1510423
Belozërskiy	id=g:1510424
Belozërovka	id=g:1510425
Beloye Ozero	id=g:1510426
Beloye Ozero	id=g:1510427
Ozero Beloye	id=g:1510428
Ozero Beloye	id=g:1510429
Ozero Beloye	id=g:1510430
Ozero Beloye	id=g:1510431
Ozero Beloye	id=g:1510432
Ozero Beloye	id=g:1510433
Ozero Beloye	id=g:1510434
Ozero Beloye	id=g:1510435
Ozero Beloye	id=g:1510436
Urochishche Beloye	id=g:1510437
Ozero Beloye	id=g:1510438
Ozero Beloye	id=g:1510439
Ozero Beloye	id=g:1510440
Beloye	id=g:1510441
Beloye	id=g:1510442
Beloye	id=g:1510443
Beloye	id=g:1510444
Beloyarskoye Vodokhranilishche	id=g:1510445
Beloyarsk	id=g:1510446
Beloyarskiy Rayon	id=g:1510447
Sovkhoz Beloyarskiy	id=g:1510448
Sovkhoz Beloyarskiy	id=g:1510449
Beloyarskiy	id=g:1510450
Beloyarskiy	id=g:1510451
Beloyarsk	id=g:1510452
Beloyarsk	id=g:1510453
Beloyarsk	id=g:1510454
Beloyarovka	id=g:1510455
Beloyarka Vtoraya	id=g:1510456
Beloyarka Pervaya	id=g:1510457
Beloyarka	id=g:1510458
Beloyarka	id=g:1510459
Beloyarka	id=g:1510460
Belovskiy Rayon	id=g:1510461
Belovskiy	id=g:1510462
Belovskiy	id=g:1510463
Belovod’ye	id=g:1510464
Belovod’ye	id=g:1510465
Belovodovka	id=g:1510466
Belovo	id=g:1510467
Belovo	id=g:1510468
Belovo	id=g:1510469
Belovo	id=g:1510470
Belovo	id=g:1510471
Belovo	id=g:1510472
Belovka	id=g:1510473
Belovka	id=g:1510474
Belovka	id=g:1510475
Belova	id=g:1510476
Belousovo	id=g:1510477
Belousovo	id=g:1510478
Belousovka	id=g:1510479
Belousova	id=g:1510480
Belousova	id=g:1510481
Beloturkovka	id=g:1510482
Belotserkovka	id=g:1510483
Belostok	id=g:1510484
Belostok	id=g:1510485
Belosludskoye	id=g:1510486
Belorybnyy	id=g:1510487
Belorusskaya	id=g:1510488
Urochishche Beloretskiy Rudnik	id=g:1510489
Beloretskiy	id=g:1510490
Belorechka	id=g:1510491
Belopashintseva	id=g:1510492
Beloozernyy	id=g:1510493
Beloozërka	id=g:1510494
Sovkhoz Belonosovskiy	id=g:1510495
Belonosovo	id=g:1510496
Belonosova	id=g:1510497
Belonosova	id=g:1510498
Malaya Belonosova	id=g:1510499
Belonogovo	id=g:1510500
Belokurinskiy Rudnik	id=g:1510501
Belokurikha	id=g:1510502
Belokopytovka	id=g:1510503
Belokopytovka	id=g:1510504
Beloklyuchëvka	id=g:1510505
Belokamennyy	id=g:1510506
Belokamenka	id=g:1510507
Belokamenka	id=g:1510508
Sovkhoz Belogrivskiy	id=g:1510509
Belogrivka	id=g:1510510
Belogradka	id=g:1510511
Belogor’ye	id=g:1510512
Vozvyshennost’ Belogorskiy Materik	id=g:1510513
Belogorsk	id=g:1510514
Belogornovka	id=g:1510515
Belogorodka	id=g:1510516
Belogorka	id=g:1510517
Belogorka	id=g:1510518
Beloglinka	id=g:1510519
Beloglinka	id=g:1510520
Beloglazovo	id=g:1510521
Beloglazovo	id=g:1510522
Beloborodovo	id=g:1510523
Beloborodovo	id=g:1510524
Bel’nyaki	id=g:1510525
Bel’mesevo	id=g:1510526
Bellykskoye Belogor’ye	id=g:1510527
Bellyk	id=g:1510528
Bellyk	id=g:1510529
Mys Bel’kovskiy Nos	id=g:1510530
Bel’kovskaya Guba	id=g:1510531
Izba Bel’kovo	id=g:1510532
Bel’kovo	id=g:1510533
(( Bel’kovka ))	id=g:1510534
Belka	id=g:1510535
Beliskaz	id=g:1510536
Beliy Skaz	id=g:1510537
Ozero Belin-Nur	id=g:1510538
Belin	id=g:1510539
Ozero Belikul’	id=g:1510540
Belikul’	id=g:1510541
Urochishche Beliki	id=g:1510542
Bel’gebash	id=g:1510543
Belgachi	id=g:1510544
Beletskiy	id=g:1510545
Beleshi	id=g:1510546
Belen’koye	id=g:1510547
Belen’kiy	id=g:1510548
Starobelen’koye	id=g:1510549
Belengut	id=g:1510550
Belekhta	id=g:1510551
Ozero Bele	id=g:1510552
Bele	id=g:1510553
Ozero Bel'dunchana	id=g:1510554
Vozvyshennost' Bel'dunchan	id=g:1510555
Bel’dunchan	id=g:1510556
Bel’dir-Kezhig	id=g:1510557
Bel’dir-Aryg	id=g:1510558
Bel’dezh Nomer Tri	id=g:1510559
Bel’dezh Nomer Tridtsatyy	id=g:1510560
Ozero Bel’chir-Nur	id=g:1510561
Bel’chikha	id=g:1510562
Belbeychik	id=g:1510563
Bel’bey	id=g:1510564
Ostrova Belaya Zemlya	id=g:1510565
Belaya Yelan’	id=g:1510566
Belaya Usa	id=g:1510567
Belaya Tserkov’	id=g:1510568
Belaya Tayezhka	id=g:1510569
Urochishche Belaya Rechka	id=g:1510570
Belaya Gora	id=g:1510571
Belaya Gora	id=g:1510572
Belaya Dubrava	id=g:1510573
Belaya Dubrava	id=g:1510574
Belaya Berëzka	id=g:1510575
Gora Belaya	id=g:1510576
Belaya	id=g:1510577
Belaya	id=g:1510578
Belaya	id=g:1510579
Belaya Batikha	id=g:1510580
Belaya	id=g:1510581
Belaya	id=g:1510582
Belaya	id=g:1510583
Belaya	id=g:1510584
Belaya	id=g:1510585
Belaya	id=g:1510586
Belaya	id=g:1510587
Belaya	id=g:1510588
Ozero Bektysh	id=g:1510589
Bektysh	id=g:1510590
Biktimirovka	id=g:1510591
Bektash	id=g:1510592
Bekovo	id=g:1510593
Bekovo	id=g:1510594
Bekmes	id=g:1510595
Beklemishevo	id=g:1510596
Bekishevo	id=g:1510597
Urochishche Bakishevo	id=g:1510598
Bekhten’	id=g:1510599
Bekhtemir	id=g:1510600
Bekhtemir-Anikino	id=g:1510601
Beketovka	id=g:1510602
Beket	id=g:1510603
Ozero Bogusly	id=g:1510604
Begovaya Plesa	id=g:1510605
Begitino	id=g:1510606
Begishevo	id=g:1510607
Begila	id=g:1510608
Gryada Begicheva	id=g:1510609
Bigel’dy	id=g:1510610
Beduy	id=g:1510612
Bedrino	id=g:1510613
Bedoshëm	id=g:1510614
Bedoka	id=g:1510615
Bedoba	id=g:1510616
Bednyak	id=g:1510617
Bednyak	id=g:1510618
Bedkazh	id=g:1510619
Bediy	id=g:1510620
Bedinka	id=g:1510621
Bedinka	id=g:1510622
Gora Bedelig	id=g:1510623
Bedarevo	id=g:1510625
Bazyr	id=g:1510626
Bazyr	id=g:1510627
Bazyl	id=g:1510628
Gora Bazybayskiy Belok	id=g:1510629
Porog Bazybayskiy	id=g:1510630
Bazyba	id=g:1510631
Baz’yany	id=g:1510632
Bazoy	id=g:1510633
Sovkhoz Bazovskiy	id=g:1510634
Bazovo	id=g:1510635
Bazla	id=g:1510636
Bazisnyy Kordon	id=g:1510637
Bazhyn-Alaak	id=g:1510638
Bazhevo	id=g:1510639
Bazhinsk	id=g:1510640
Bazhino	id=g:1510641
Bazhikayeva	id=g:1510642
Bazhenovskoye	id=g:1510643
Stantsiya Bazhenovo	id=g:1510644
Bazhenovo	id=g:1510645
Bazhenovo	id=g:1510646
Bazhenovo	id=g:1510647
Bazhenovka	id=g:1510648
Urochishche Bazhenovo	id=g:1510649
Ozero Bazdagul	id=g:1510650
Bazas	id=g:1510651
Bazas	id=g:1510652
Bazarikha	id=g:1510653
Bazandaikha	id=g:1510654
Bazancha	id=g:1510655
Bazan	id=g:1510656
Bazan	id=g:1510657
Bazan	id=g:1510658
Bazaikha	id=g:1510659
Bazaikha	id=g:1510660
Baza	id=g:1510661
Baza Otdykha Yenisey	id=g:1510662
Nizhnyaya Baza	id=g:1510663
Bayunovskiye Klyuchi	id=g:1510665
Stantsiya Baytuk	id=g:1510666
Bay-Tayginskiy Rayon	id=g:1510667
Gora Bay-Tayga	id=g:1510668
Baytasov	id=g:1510669
Bay-Tal	id=g:1510670
Baytakskiy Khrebet	id=g:1510671
Bay-Soot	id=g:1510672
Baysogol’	id=g:1510673
Bayronovka	id=g:1510674
Bayronovka	id=g:1510675
Stantsiya Bayranovka	id=g:1510676
Bayramgulovo	id=g:1510677
Bayrak	id=g:1510678
Bayny	id=g:1510679
Bayunovo	id=g:1510680
Baynova	id=g:1510681
Baynov	id=g:1510682
Ozero Baynaush	id=g:1510683
Ozero Bayly	id=g:1510684
Ozero Baydovo	id=g:1510685
Ozero Baykuraturku	id=g:1510686
Baykitskiy Rayon	id=g:1510687
Baykitskiy	id=g:1510688
Baykit	id=g:1510689
Bay-Khaak	id=g:1510690
Baykan	id=g:1510691
Baykan	id=g:1510692
Baykalovskiy Rayon	id=g:1510693
Baykalovskiy	id=g:1510694
Baykalovsk	id=g:1510695
Baykalovo	id=g:1510696
Baykalovo	id=g:1510697
Baykalovo	id=g:1510698
Baykal	id=g:1510699
Baykaim	id=g:1510700
Baygol	id=g:1510701
Baygazina	id=g:1510702
Urochishche Baygazengol	id=g:1510703
Bayganino	id=g:1510704
Baygamut	id=g:1510705
Baygaly	id=g:1510706
Baygachi	id=g:1510707
Bayevskiy Rayon	id=g:1510708
Bayevo	id=g:1510709
Bayer	id=g:1510710
Baydukovo	id=g:1510711
Stantsiya Bayduk	id=g:1510712
Baydovo	id=g:1510713
Ozero Baydon	id=g:1510714
Baydayevka	id=g:1510715
Baydary	id=g:1510716
Baydaratskaya Guba	id=g:1510717
Gora Baydarata-Saurey	id=g:1510718
Baydarata	id=g:1510719
Baydalin	id=g:1510720
Bay-Dag	id=g:1510721
Bayby	id=g:1510722
Urochishche Baybuskarovo	id=g:1510723
Baybatyr	id=g:1510724
Baybalyg	id=g:1510725
Porog Baybal’skiy	id=g:1510726
Baybadulino	id=g:1510727
Bayazitovo	id=g:1510728
Bayarak	id=g:1510729
Bayanzas	id=g:1510730
Bayan-Tala	id=g:1510731
Bayanovskiy	id=g:1510732
Ozero Bayankul’	id=g:1510733
Bayan-Kol	id=g:1510734
Bayan-Kol	id=g:1510735
Bayan-Kol	id=g:1510736
Bayan-Kol	id=g:1510737
Bayan-Gol	id=g:1510738
Bayanda	id=g:1510739
Ozero Bauzhan-Sor	id=g:1510740
Baushka	id=g:1510741
Baty-Yuryakh	id=g:1510742
Ozero Batyrevo	id=g:1510743
Batyrevo	id=g:1510744
Batyrevo	id=g:1510745
Urochishche Baturovka	id=g:1510746
Baturovo	id=g:1510747
Baturki	id=g:1510748
Baturino	id=g:1510749
Baturino	id=g:1510750
Baturino	id=g:1510751
Baturino	id=g:1510752
Baturino	id=g:1510753
Baturino	id=g:1510754
Baturino	id=g:1510755
Baturinskiy	id=g:1510756
Stantsiya Batunnaya	id=g:1510757
Batun	id=g:1510758
Batrakova	id=g:1510759
Batrak	id=g:1510760
Ozero Bol’shoye Batovo	id=g:1510761
Batovo	id=g:1510762
Batov	id=g:1510763
Batmanovskiy	id=g:1510764
Batkulovo	id=g:1510765
Batkat	id=g:1510766
Bateni	id=g:1510767
Bateni	id=g:1510768
Batenevskiy Kryazh	id=g:1510769
Batayka	id=g:1510770
Ozero Batareyevskoye	id=g:1510771
Batareyevka	id=g:1510772
Batalovo	id=g:1510773
Urochishche Batalovo	id=g:1510774
Botalova	id=g:1510775
Urochishche Batalino	id=g:1510776
Bas’yanovskiy	id=g:1510777
Bastandyk	id=g:1510778
Bastan	id=g:1510779
Basova	id=g:1510780
Basmasovo	id=g:1510781
Basmanovskoye	id=g:1510782
Basmanovo	id=g:1510783
Basly	id=g:1510784
Baslavinskiy	id=g:1510785
Ozero Baskoye	id=g:1510786
Baskoy	id=g:1510787
Baskoy	id=g:1510788
Baskovskoye	id=g:1510789
Sovkhoz Baskovskiy	id=g:1510790
Baskovo	id=g:1510791
Baskazyk	id=g:1510792
