Plav	id=g:509074
Rymki	id=g:622467
Ryminka	id=g:622468
Rymashi	id=g:622469
Rylovtsy	id=g:622470
Rylovshchina	id=g:622471
Rylovichi	id=g:622472
Rylovichi	id=g:622473
Ryli	id=g:622474
Ryki	id=g:622475
Rykhlyane	id=g:622476
Rydzyuny	id=g:622477
Rydzele	id=g:622478
Rydoml’	id=g:622479
Rychev	id=g:622480
Rybtsy	id=g:622481
Ozero Rybnitsa	id=g:622482
Rybnitsa	id=g:622483
Rybchyn	id=g:622484
Rybchanka	id=g:622485
Rybchanka	id=g:622486
Rybchane	id=g:622487
Rybaki	id=g:622488
Rybaki	id=g:622489
Rybaki	id=g:622490
Ryasno	id=g:622491
Ryasna	id=g:622492
Ryasha	id=g:622493
Ryabtsevo	id=g:622494
Ryabovo	id=g:622495
Ryabka	id=g:622496
Ryabinovka	id=g:622497
Ryabinovka	id=g:622498
Ryabchonki	id=g:622499
Ruzhany	id=g:622500
Ruzhan’ska Pushcha	id=g:622501
Ruzhanka	id=g:622502
Rutkevichi Novyye	id=g:622503
Rutkevichi Gornyye	id=g:622504
Rutkevichi	id=g:622505
Rutka	id=g:622506
Russkoye Selo	id=g:622507
Russkoye Selo	id=g:622508
Rusiny	id=g:622509
Rusina	id=g:622510
Rusinovtsy	id=g:622511
Rusinovichi	id=g:622512
Rusinovichi	id=g:622513
Rusily	id=g:622514
Rusakovichi	id=g:622515
Rusaki	id=g:622516
Rusaki	id=g:622517
Rusaki	id=g:622518
Rusaki	id=g:622519
Rusaki	id=g:622520
Rusaki	id=g:622521
Rusachki	id=g:622522
Runets	id=g:622523
Rundy	id=g:622524
Rum	id=g:622525
Rulevichi	id=g:622526
Rukshi	id=g:622527
Rukshenitsy	id=g:622528
Rukhovo	id=g:622529
Rukhovichi	id=g:622530
Rukhcha Pyershaya	id=g:622531
Rukhcha Druga	id=g:622532
Rugaytse	id=g:622533
Rudze	id=g:622534
Rudze	id=g:622535
Ruduplya	id=g:622536
Rudsk	id=g:622537
Rudoshany	id=g:622538
Rudopol’ye	id=g:622539
Stantsiya Rudobelka	id=g:622540
Sovkhoz Rudobelka	id=g:622541
Rudnya Zhuravlëva	id=g:622542
Khutora Rudnya Yakimovichskaya	id=g:622543
Rudnya Viktorinskaya	id=g:622544
Rudnya Valavskaya	id=g:622545
Rudnya Udalevskaya	id=g:622546
Rudnya Stolbunskaya	id=g:622547
Rudnya-Sponitskaya	id=g:622548
Rudnya Smolegovskaya	id=g:622549
Rudnya Simonovskaya	id=g:622550
Rudnya-Shlyagina	id=g:622551
Rudnya Nisimkovskaya	id=g:622552
Rudnya-Marimonova	id=g:622553
Rudnya Malevichskaya	id=g:622554
Rudnya Guleva	id=g:622555
Rudnya Gorbovichskaya	id=g:622556
Rudnya Dudichskaya	id=g:622557
Rudnya Buritskaya	id=g:622558
Rudnya Budenicheskaya	id=g:622559
Rudnya-Beloberezhskaya	id=g:622560
Rudnya-Bartolomeyevka	id=g:622561
Rudnya	id=g:622562
Rudnya	id=g:622563
Rudnya	id=g:622564
Rudnya	id=g:622565
Rudnya	id=g:622566
Rudnya	id=g:622567
Rudnya	id=g:622568
Rudnya	id=g:622569
Rudnya	id=g:622570
Rudnya	id=g:622571
Rudnya	id=g:622572
Rudnya	id=g:622573
Rudnya	id=g:622574
Rudnya	id=g:622575
Rudnya	id=g:622576
Rudnya	id=g:622577
Rudnya	id=g:622578
Rudnya	id=g:622579
Rudnya	id=g:622580
Rudnya	id=g:622581
Rudnya	id=g:622582
Rudnya	id=g:622583
Rudnya	id=g:622584
Rudnya	id=g:622585
Rudnya	id=g:622586
Rudnya	id=g:622587
Rudnya	id=g:622588
Rudnya	id=g:622589
Rudnya	id=g:622590
Rudnya	id=g:622591
Rudnya	id=g:622592
Rudnya	id=g:622593
Rudnya	id=g:622594
Rudnya	id=g:622595
Rudnya	id=g:622596
Rudnya	id=g:622597
Rudnya	id=g:622598
Rudnoye	id=g:622599
Rudnitskiy Les	id=g:622600
Rudnishche	id=g:622601
Rudniki	id=g:622602
Rudniki	id=g:622603
Rudkovshchina	id=g:622604
Rud’ki	id=g:622605
Rudka Pervaya	id=g:622606
Rudka	id=g:622607
Ruditsy	id=g:622608
Ruditsa	id=g:622609
Ruditsa	id=g:622610
Rudeya	id=g:622611
Rudevichi	id=g:622612
Rudets	id=g:622613
Rudensk	id=g:622614
Rudenka	id=g:622615
Rudenka	id=g:622616
Rudenka	id=g:622617
Rudenets	id=g:622618
Ruda Yavorskaya	id=g:622619
Stantsiya Rudavka	id=g:622620
Rudavka	id=g:622621
Rudashkovo	id=g:622622
Rudashi	id=g:622623
Rudakov	id=g:622624
Rudaki	id=g:622625
Rudaki	id=g:622626
Rudaki	id=g:622627
Ruda	id=g:622628
Ruda	id=g:622629
Ruda	id=g:622630
Ruda	id=g:622631
Ruda	id=g:622632
Ruchitsa	id=g:622633
Ruchayevka	id=g:622634
Ruchay	id=g:622635
Rubryn’	id=g:622636
Rubilki	id=g:622637
Rubezhnitsa	id=g:622638
Rubezhi	id=g:622639
Rubezhevichi	id=g:622640
Rubezh	id=g:622641
Rubezh	id=g:622642
Rubezh	id=g:622643
Rubezh	id=g:622644
Rubezh	id=g:622645
Rubezh	id=g:622646
Rubezh	id=g:622647
Rubyel’	id=g:622648
Rubcha	id=g:622649
Rubanovka	id=g:622650
Ruba	id=g:622651
Rozvazhi	id=g:622652
Rozov	id=g:622653
Stantsiya Rozlogi	id=g:622654
Rozhno	id=g:622655
Rozhnetovo	id=g:622656
Rozhkovka	id=g:622657
Rozhki	id=g:622658
Rozhki	id=g:622659
Rozhki	id=g:622660
Rozhishche	id=g:622661
Rozhevo	id=g:622662
Rozhenitsa	id=g:622663
Rozhava	id=g:622664
Rozhanov	id=g:622665
Stantsiya Rozhanka	id=g:622666
Rozhanka	id=g:622667
Rozeta	id=g:622668
Roza Lyuksemburg	id=g:622669
Rovyatichi	id=g:622670
Rovnoye Pole	id=g:622671
Rovnoye Pole	id=g:622672
Rovnoye	id=g:622673
Rovnopol’ye	id=g:622674
Rovnishche	id=g:622675
Rovniny	id=g:622676
Rovkovichi	id=g:622677
Rovkoviche	id=g:622678
Rovki	id=g:622679
Roviny	id=g:622680
Rowbitsk	id=g:622681
Rovanichi	id=g:622682
Rovan’	id=g:622683
Rotski	id=g:622684
Rotnitsa	id=g:622685
Rostseviche	id=g:622686
Rostov	id=g:622687
Rostkovo	id=g:622688
Rostevshchina	id=g:622689
Rasony	id=g:622690
Rasonski Rayon	id=g:622691
Ozero Rossono	id=g:622692
Rossomakha	id=g:622693
Rossomakha	id=g:622694
Rosskiy Selets	id=g:622695
Rossasna	id=g:622696
Rossasënka	id=g:622697
Stantsiya Ross’	id=g:622698
Ross’	id=g:622699
Ros’	id=g:622700
Rospy	id=g:622701
Stantsiya Roslyaki	id=g:622702
Ros’kovo	id=g:622703
Roskosh	id=g:622704
Rositsa	id=g:622705
Rosineli	id=g:622706
Stantsiya Ropnyanskaya	id=g:622707
Ropna	id=g:622708
Romuti	id=g:622709
Romeyki	id=g:622710
Romel’ki	id=g:622711
Romashkantsy	id=g:622712
Romany	id=g:622713
Romanuvka	id=g:622714
Romanovka	id=g:622715
Romanovka	id=g:622716
Romanovichi	id=g:622717
Romanovichi	id=g:622718
Romano-Novinskiy	id=g:622719
Romanishche	id=g:622720
Romal’dovo	id=g:622721
Rakitna	id=g:622722
Rakitnitsa	id=g:622723
Rogozna	id=g:622724
Rogozna	id=g:622725
Rogozino	id=g:622726
Rogozhany	id=g:622727
Rogovo	id=g:622728
Rogovichi	id=g:622729
Rogotna	id=g:622730
Rogin’	id=g:622731
Rogi	id=g:622732
Rogi	id=g:622733
Rogi	id=g:622734
Rogatka	id=g:622735
Rogal’nya	id=g:622736
Rogachi	id=g:622737
Rahachowski Rayon	id=g:622738
Rahachow	id=g:622739
Rogach	id=g:622740
Rog	id=g:622741
Rog	id=g:622742
Razdzyalavichy	id=g:622743
Rodzevshchyzna	id=g:622744
Rodzevichi	id=g:622745
Rodzevichi	id=g:622746
Rodyaki	id=g:622747
Rodnya	id=g:622748
Rodkeviche	id=g:622749
Robtsy	id=g:622750
Rizhitsy	id=g:622751
Ripichi	id=g:622752
Rimovtsy	id=g:622753
Rezkiy	id=g:622754
Rezki	id=g:622755
Stantsyya Reytanaw	id=g:622756
Revyachka	id=g:622757
Revensk	id=g:622758
Reuty	id=g:622759
Reut	id=g:622760
Retimlya	id=g:622761
Stantsiya Resta	id=g:622762
Resta	id=g:622763
Reshitel’nyy	id=g:622764
Reshetnëvka	id=g:622765
Reshëtki Pervyye	id=g:622766
Repokov	id=g:622767
Repniki	id=g:622768
Replya	id=g:622769
Repki	id=g:622770
Repishchi	id=g:622771
Repishchi	id=g:622772
Repishche	id=g:622773
Repin	id=g:622774
Remutsevtsy	id=g:622775
Remni	id=g:622776
Remistvyanka	id=g:622777
Remistovo	id=g:622778
Remezy	id=g:622779
Ramel’	id=g:622780
Khutora Rekta	id=g:622781
Rekta	id=g:622782
Rekta	id=g:622783
Rekta	id=g:622784
Rekta	id=g:622785
Rekta	id=g:622786
Rekotka	id=g:622787
Rekord	id=g:622788
Redutin	id=g:622789
Red’kovo	id=g:622790
Red’kovichi	id=g:622791
Redkovichi	id=g:622792
Radzihyerava	id=g:622793
Rechytsa	id=g:622794
Rechytsa	id=g:622795
Rechki	id=g:622796
Rechki	id=g:622797
Rechki	id=g:622798
Rechytski Rayon	id=g:622799
Stantsiya Rechitsa	id=g:622800
Rechitsa	id=g:622801
Rechitsa	id=g:622802
Rechytsa	id=g:622803
Rechytsa	id=g:622804
Rechitsa	id=g:622805
Rebyatki	id=g:622806
Sovkhoz Razul’mova	id=g:622807
Razrytaya	id=g:622808
Razderka	id=g:622809
Razdel	id=g:622810
Raytsy	id=g:622811
Rayëvskiy	id=g:622812
Rayevshchina	id=g:622813
Ravok	id=g:622814
Ravkutsevichi	id=g:622815
Raviny	id=g:622816
Ravetichi	id=g:622817
Ravenstvo	id=g:622818
Ratyn’tse	id=g:622819
Ratutichi	id=g:622820
Ratsevichi Vtoryye	id=g:622821
Ratsevichi Pervyye	id=g:622822
Ratomka	id=g:622823
Ratnaya	id=g:622824
Stantsiya Ratmirovichi	id=g:622825
Ratmirovichi	id=g:622826
Rat’kovo	id=g:622827
Rat’kovichi	id=g:622828
Ratskyevichy	id=g:622829
Rataychytsy	id=g:622830
Rassvet	id=g:622831
Rassvet	id=g:622832
Ozero Rassolay	id=g:622833
Rassokhovichi	id=g:622834
Raslo	id=g:622835
Raskachi	id=g:622836
Rashkutyany	id=g:622837
Rashev	id=g:622838
Rannoye	id=g:622839
Ramtseli	id=g:622840
Rakshni	id=g:622841
Rakshitsy	id=g:622842
Rakshin	id=g:622843
Rakovtsy	id=g:622844
Rakovshchina	id=g:622845
Rakovichi	id=g:622846
Rakovichi	id=g:622847
Rakovichi	id=g:622848
Rakov	id=g:622849
Rakoshitsy	id=g:622850
Rakomsa	id=g:622851
Raklovtse	id=g:622852
Rakity	id=g:622853
Raki	id=g:622854
Ragozino	id=g:622855
Rafolovo	id=g:622856
Rafalov	id=g:622857
Radzyushe	id=g:622858
Radzyuli	id=g:622859
Radzivonishki	id=g:622860
Radzeviche	id=g:622861
Vyalikiya Radvanichy	id=g:622862
Radvaniche Kos’tel’ne	id=g:622863
Radutichi	id=g:622864
Raduta	id=g:622865
Radusha	id=g:622866
Radun’ka	id=g:622867
Radun’	id=g:622868
Radun’	id=g:622869
Radun’	id=g:622870
Raduga	id=g:622871
Raduchi	id=g:622872
Radovnya	id=g:622873
Radastava	id=g:622874
Radost’	id=g:622875
Stantsiya Radoshkovichi	id=g:622876
Radoshkovichi	id=g:622877
Radomlya	id=g:622878
Radogoshch’	id=g:622879
Rad’kov	id=g:622880
Raditsy	id=g:622881
Radishino	id=g:622882
Radionovka	id=g:622883
Radzin	id=g:622884
Radzyezh	id=g:622885
Stantsiya Radeyevo	id=g:622886
Radeyeva	id=g:622887
Radevichi	id=g:622888
Radetsk	id=g:622889
Radchytsk	id=g:622890
Radcha	id=g:622891
Rachynenta	id=g:622892
Rachuny	id=g:622893
Rachnëvo	id=g:622894
Rachkuny	id=g:622895
Rachkovo	id=g:622896
Rachitsy	id=g:622897
Rachi Borki	id=g:622898
Rachen’	id=g:622899
Rabusa	id=g:622900
Rabun’	id=g:622901
Rabovichi	id=g:622902
Rabochiy Posëlok	id=g:622903
Stantsiya Rabkor	id=g:622904
Rabeki	id=g:622905
Rabechyn	id=g:622906
Rabak	id=g:622907
Pyt’kovka	id=g:622908
Pyshno	id=g:622909
Pyshniki	id=g:622910
Pyshach’ye	id=g:622911
Pyrkhovshchina	id=g:622912
Pyrashevo	id=g:622913
Pyra	id=g:622914
Pyl’ki	id=g:622915
Pylevshchina	id=g:622916
Pykhtei	id=g:622917
Pykhan’	id=g:622918
Pyershamayskaya	id=g:622919
Pyatnitsa	id=g:622920
Pyatkovshchizna	id=g:622921
Pyatigorsk	id=g:622922
Pyateri	id=g:622923
Pyatenka	id=g:622924
Pyaskovtsy	id=g:622925
Pyaschanka	id=g:622926
P’yanyy Les	id=g:622927
Pyaliki	id=g:622928
Pyadon’	id=g:622929
Pyachkovichi	id=g:622930
Puzyri	id=g:622931
Puzovo	id=g:622932
Puzovo	id=g:622933
Puzovo	id=g:622934
Puzichi	id=g:622935
Puzevichi	id=g:622936
Puzechyno	id=g:622937
Putrishki	id=g:622938
Putrenitsa	id=g:622939
Putniki	id=g:622940
Putniki	id=g:622941
Put’kovo	id=g:622942
Put’ki	id=g:622943
Putimel’	id=g:622944
Putilovo	id=g:622945
Putilkovichi	id=g:622946
Putevodnaya Zvezda	id=g:622947
Putchino	id=g:622948
Pustynki	id=g:622949
Pustoy Osovets	id=g:622950
Pustosel’ye	id=g:622951
Pusto-Mstizh Malyy	id=g:622952
Pusto-Mstizh Bol’shoy	id=g:622953
Pus’ki	id=g:622954
Ozero Pushno	id=g:622955
Pushki	id=g:622956
Pushkari	id=g:622957
Pushkari	id=g:622958
Pushchinka	id=g:622959
Pushcha Vtoraya	id=g:622960
Pushcha	id=g:622961
Pupsa	id=g:622962
Pupelichi	id=g:622963
Punty	id=g:622964
Puldrozhe	id=g:622965
Pukovo	id=g:622966
Pukhovka	id=g:622967
Pukhavitski Rayon	id=g:622968
Stantsiya Pukhovichi	id=g:622969
Pukhovichi	id=g:622970
Pukhovichi	id=g:622971
Pukhovichi	id=g:622972
Pukhichin	id=g:622973
Pukanovka	id=g:622974
Puglyai	id=g:622975
Pugachki	id=g:622976
Pugachi	id=g:622977
Pugachëvo	id=g:622978
Pugache Male	id=g:622979
Pudot’	id=g:622980
Pudetskaya Sloboda	id=g:622981
Puchiny	id=g:622982
Puchin	id=g:622983
Ptich’	id=g:622984
Ptich’	id=g:622985
Ptich’	id=g:622986
Psyshchava	id=g:622987
Psuya	id=g:622988
Pshevuz	id=g:622989
Pshekhody	id=g:622990
Pryrva	id=g:622991
Prygunova	id=g:622993
Prybytki	id=g:622994
Pryanichki	id=g:622995
Pruzhinishche	id=g:622996
Pruzhany	id=g:622997
Pruzhanski Rayon	id=g:622998
Pruzhanka	id=g:622999
Prussy	id=g:623000
Prussy	id=g:623001
Prussy	id=g:623002
Pruska Volginova	id=g:623003
Pruska Boguslavska	id=g:623004
Pruska	id=g:623005
Pruska	id=g:623006
Prusinskaya Buda	id=g:623007
Prusinovo	id=g:623008
Prusino	id=g:623009
Prusino	id=g:623010
Prusevichi	id=g:623011
Stantsiya Prudy	id=g:623012
Prudy	id=g:623013
Stantsiya Prudok	id=g:623014
Prudok	id=g:623015
Prudok	id=g:623016
Prudok	id=g:623017
Prudok	id=g:623018
Prudok	id=g:623019
Prudok	id=g:623020
Prudok	id=g:623021
Prudok	id=g:623022
Prudok	id=g:623023
Prudok	id=g:623024
Prudok	id=g:623025
Prudniki	id=g:623026
Prudniki	id=g:623027
Prudniki	id=g:623028
Prudki	id=g:623029
Prudki	id=g:623030
Prudishchi	id=g:623031
Prudishche	id=g:623032
Prudishche	id=g:623033
Prudishche	id=g:623034
Prudishche	id=g:623035
Prudishche	id=g:623036
Prudiny	id=g:623037
Prudinki	id=g:623038
Prudinki	id=g:623039
Prudets	id=g:623040
Prud	id=g:623041
Prozoroki	id=g:623042
Provzhaly	id=g:623043
Provtyuki	id=g:623044
Provozha	id=g:623045
Providentsiya	id=g:623046
Protochnoye	id=g:623047
Protasy	id=g:623048
Protasevichi	id=g:623049
Prosvet	id=g:623050
Prostsi	id=g:623051
Proskurni	id=g:623052
Proshkovo	id=g:623053
Proshki	id=g:623054
Proshki	id=g:623055
Proshitsa	id=g:623056
Proshchitsy	id=g:623057
Proselkovichi	id=g:623058
Proroviny	id=g:623059
Pronya	id=g:623060
Prontsëvka	id=g:623061
Pron’ki	id=g:623062
Proncheykovo	id=g:623063
Pronchaki	id=g:623064
Promysly	id=g:623065
Proletarskoye	id=g:623066
Stantsiya Proletarskaya Pobeda	id=g:623067
Proletarsk	id=g:623068
Proletariy	id=g:623069
Proletariy	id=g:623070
Proletariy	id=g:623071
Prokshenichi	id=g:623072
Prokopovka	id=g:623073
Prokopovichi	id=g:623074
Prokisel’	id=g:623075
Prokhorovka	id=g:623076
Progress	id=g:623077
Progress	id=g:623078
Prodvino	id=g:623079
Priyamino	id=g:623080
Privorot’ye	id=g:623081
Privol’ye	id=g:623082
Privetki	id=g:623083
Prival’ni	id=g:623084
Privalka	id=g:623085
Prisynok	id=g:623086
Pristupovshchina	id=g:623087
Pristorony	id=g:623088
Pristoi	id=g:623089
Pristan’	id=g:623090
Prisno	id=g:623091
Prisna	id=g:623092
Prisëlki	id=g:623093
Pripyatskiy Zapovednik	id=g:623094
Stantsyya Prypyats’	id=g:623095
Priperno	id=g:623096
Pripechino	id=g:623097
Priluki	id=g:623098
Priluki	id=g:623099
Pryluki	id=g:623100
Priles’ye	id=g:623101
Prilepy	id=g:623102
Prikoles’	id=g:623103
Prikladniki	id=g:623104
Prikhaby	id=g:623105
Prikhaby	id=g:623106
Prikhaby	id=g:623107
Priguski	id=g:623108
Prigorod Kolozha	id=g:623109
Pridvor’ye	id=g:623110
Pridumki	id=g:623111
Pridantsy	id=g:623112
Prichalesnya	id=g:623113
Pribytok	id=g:623114
Pribytki	id=g:623115
Pribylovichi	id=g:623116
Pribudok	id=g:623117
Priborovo	id=g:623118
Prybarava	id=g:623119
Pribor	id=g:623120
Pribor	id=g:623121
Priberezh’ye	id=g:623122
Pretim	id=g:623123
Presrod’	id=g:623124
Presnaki	id=g:623125
Presenshchina	id=g:623126
Preobrazhensk	id=g:623127
Pravyye Mosty	id=g:623128
Pravdinskiy	id=g:623129
Pratsounik	id=g:623130
Pratskovshchyzna	id=g:623131
Pranchikha	id=g:623132
Poznyaki	id=g:623133
Pozhizhma	id=g:623134
Pozhinka	id=g:623135
Raz”yezd Pazhezhyn	id=g:623136
Pozhezhin	id=g:623137
Pozharyshche	id=g:623138
Pozharishche	id=g:623139
Pozhanki	id=g:623140
Stantsiya Pozdnyakovo	id=g:623141
Pozdnyaki	id=g:623142
Pozdnyaki	id=g:623143
Pozbortse	id=g:623144
Povziki	id=g:623145
Povyazhi	id=g:623146
Povyati	id=g:623147
Povstyukhovo	id=g:623148
Povstyn’	id=g:623149
Povilantsy	id=g:623150
Povarchitsy	id=g:623151
Potsoltovo	id=g:623152
Boloto Potseroby	id=g:623153
Potok	id=g:623154
Poteyki	id=g:623155
Potësy	id=g:623156
Potashnya	id=g:623157
Potashnya	id=g:623158
Potashnya	id=g:623159
Potashnya	id=g:623160
Potashnaya	id=g:623161
Potashenki	id=g:623162
Potash	id=g:623163
Potapy	id=g:623164
Potapovka	id=g:623165
Potapovichi	id=g:623166
Potapoviche	id=g:623167
Stantsiya Posudovo	id=g:623168
Posudovo	id=g:623169
Postrezhtse	id=g:623170
Postotsy	id=g:623171
Postorona	id=g:623172
Postolovo	id=g:623173
Postazhyne Vtoroye	id=g:623174
Postazhyme Pervoye	id=g:623175
Pastawski Rayon	id=g:623176
Poskobovka	id=g:623177
Posenichi	id=g:623178
Posëlok Veyno	id=g:623179
Posëlok Tolochin	id=g:623180
Posëlok Raz”yezd Nomer Trinadtsatyy	id=g:623181
Posëlok Niva	id=g:623182
Posëlok Nakhov	id=g:623183
Posëlok Imeni Kalinina	id=g:623184
Posëlok Domanovo	id=g:623185
Posëlki Birchanskiye	id=g:623186
Poselichi	id=g:623187
Posadets	id=g:623188
Porub’ye	id=g:623189
Porshni	id=g:623190
Porplishche	id=g:623191
Porozovo	id=g:623192
Poroyevka	id=g:623193
Porovno	id=g:623194
Poros’tse	id=g:623195
Poroslyany	id=g:623196
Poroslishche	id=g:623197
Porokits’	id=g:623198
Porokhovka	id=g:623199
Pogranichnik	id=g:623200
Porech’ye Vtoroye	id=g:623201
Stantsiya Porech’ye	id=g:623202
Porech’ye	id=g:623203
Porech’ye	id=g:623204
Porech’ye	id=g:623205
Porech’ye	id=g:623206
Porech’ye	id=g:623207
Porech’ye	id=g:623208
Porech’ye	id=g:623209
Porech’ye	id=g:623210
Porech’ye	id=g:623211
Porech’ye	id=g:623212
Porechany	id=g:623213
Popsuyevka	id=g:623214
Popovtsy	id=g:623215
Popovtsy	id=g:623216
Popovtsy	id=g:623217
Popovtsy	id=g:623218
Popovtsy	id=g:623219
Popov Kashel’	id=g:623220
Popovka	id=g:623221
Popovka	id=g:623222
Popova Gryada	id=g:623223
Poplavy	id=g:623224
Poplavy	id=g:623225
Poplavy	id=g:623226
Poplavy	id=g:623227
Poplavshchina	id=g:623228
Popki	id=g:623229
Popishki	id=g:623230
Novaya Papina	id=g:623231
Popelygi	id=g:623232
Popelishche	id=g:623233
Papyalëva	id=g:623234
Ponyatichi	id=g:623235
Ponya	id=g:623236
Ponya	id=g:623237
Poniz’ye	id=g:623238
Ponizov’ye	id=g:623239
Ponizov’ye	id=g:623240
Ponizov’ye	id=g:623241
Ponikvy	id=g:623242
Ponemontsy	id=g:623243
Ponemen’	id=g:623244
Ponashevichi	id=g:623245
Ponary	id=g:623246
Stantsiya Pomyslishche	id=g:623247
Pomoshch’ye	id=g:623248
Pomed’	id=g:623249
Pol’zino	id=g:623250
Polyudovo	id=g:623251
Polyudovichi	id=g:623252
Stantsiya Polykovskiye Khutora	id=g:623253
Polykovichi	id=g:623254
Polykovichi	id=g:623255
Polyashchitsa	id=g:623256
Polyany	id=g:623257
Polyany	id=g:623258
Polyany	id=g:623259
Polyany	id=g:623260
Polyany	id=g:623261
Polyanki	id=g:623262
Polyanki	id=g:623263
Polyaninovichi	id=g:623264
Polyaki	id=g:623265
Polyadki	id=g:623266
Polyachki	id=g:623267
Poluzh’ye	id=g:623268
Poluyanovo	id=g:623269
Polus’tseviche	id=g:623270
Ozero Poluozër’ye	id=g:623271
Polozhino	id=g:623272
Polozhevichi	id=g:623273
Poloyevo	id=g:623274
Polovtsy	id=g:623275
Polovskiy Mlyn	id=g:623276
Polovo	id=g:623277
Polovo	id=g:623278
Polovki	id=g:623279
Polovitsa	id=g:623280
Poloviki	id=g:623281
Polovets	id=g:623282
Polatski Rayon	id=g:623283
Polotskaya Nizina	id=g:623284
Sovkhoz Polota	id=g:623285
Polota	id=g:623286
Poloshkovo	id=g:623287
Polansk	id=g:623288
Polonki	id=g:623289
Stantsyya Palonka	id=g:623290
Palonka	id=g:623291
Polonka	id=g:623292
Polonitsa	id=g:623293
Polonevichi	id=g:623294
Palanechka	id=g:623295
Polonaya	id=g:623296
Pologi	id=g:623297
Polochany	id=g:623298
Pol’nyye	id=g:623299
Polma	id=g:623300
Polkhuny	id=g:623301
Polkhovo	id=g:623302
Politskiy	id=g:623303
Polishina	id=g:623304
Polipnitsa	id=g:623305
Polikarovka	id=g:623306
Polezhach Gora	id=g:623307
Poletskishki	id=g:623308
Poletniki	id=g:623309
Poles’ye	id=g:623310
Poles’ye	id=g:623311
Poles’ye	id=g:623312
Polenka	id=g:623313
Poleniki	id=g:623314
Polenichitsy	id=g:623315
Polbereg	id=g:623316
Polatsk	id=g:623317
Pokut’ye	id=g:623318
Pokrovskiy	id=g:623319
Pokrashevo	id=g:623320
Pokot’	id=g:623321
Pokot’	id=g:623322
Pokolyubichi	id=g:623323
Poklady	id=g:623324
Pokhodovichi	id=g:623325
Pogulyanka	id=g:623326
Pogranichnyy	id=g:623327
Kanava Pogranichnaya	id=g:623328
Pagost-Zagarodsk	id=g:623329
Vadaskhovishcha Pagost	id=g:623330
Pogostishche	id=g:623331
Pogost	id=g:623332
Pogost	id=g:623333
Pogost	id=g:623334
Pogost	id=g:623335
Pogost	id=g:623336
Pogoshche	id=g:623337
Pogorel’tsy	id=g:623338
Pogorel’tsy	id=g:623339
Pogorel’tsy	id=g:623340
Pogorel’shchina	id=g:623341
Pogoreloye	id=g:623342
Pogoreloye	id=g:623343
Pogoreloye	id=g:623344
Pogoreloye	id=g:623345
Pogorelka	id=g:623346
Pogorelets	id=g:623347
Pogorelaya Sloboda	id=g:623348
Boloto Pogonya	id=g:623349
Pogonnoye	id=g:623350
Pogoditsa	id=g:623351
Stantsiya Pogodino	id=g:623352
Pogiry	id=g:623353
Pogiry	id=g:623354
Pogary	id=g:623355
Pogaralka	id=g:623356
Pogantsy	id=g:623357
Podzitva	id=g:623358
Pod”yazovlya	id=g:623359
Podyavorka	id=g:623360
Pod”yasenka	id=g:623361
Podvoritsa	id=g:623362
Podvoritsa	id=g:623363
Podvorantsy	id=g:623364
Podvorantsy	id=g:623365
Podvorantsy	id=g:623366
Podvol’ye	id=g:623367
Podvernitsa	id=g:623368
Podvelikiy Les	id=g:623369
Podvelikaya	id=g:623370
Podtserkovshchina	id=g:623371
Podtitovka	id=g:623372
Podsvil’ye	id=g:623373
Podstariny	id=g:623374
Padstaryny	id=g:623375
Podsoson’ye	id=g:623376
Podsëly	id=g:623377
Podsad’ye	id=g:623378
Podsadskiye	id=g:623379
Podros’	id=g:623380
Podrezy	id=g:623381
Podrech’ye	id=g:623382
Podrechany	id=g:623383
Podralovka	id=g:623384
Podozërtsy	id=g:623385
Podos’ye	id=g:623386
Podosov’ye	id=g:623387
Podosovtsy	id=g:623388
Podorosk	id=g:623389
Podores’ye	id=g:623390
Podonki	id=g:623391
Podol’tsy	id=g:623392
Podoby	id=g:623393
Podmost’ye	id=g:623394
Podmosh’ye	id=g:623395
Podmishnevy	id=g:623396
Podluzh’ye	id=g:623397
Podluzh’ye	id=g:623398
Podluzh’ye	id=g:623399
Podluzh’ye	id=g:623400
Padluzhzha	id=g:623401
Podluzhnyy	id=g:623402
Khutor Podlisitsa	id=g:623403
Podliptsy	id=g:623404
Podlipki	id=g:623405
Padlyessye	id=g:623406
Podles’ye	id=g:623407
Podles’ye-Kamenetskoye	id=g:623408
Podlesnyy	id=g:623409
Padlyasyeyki	id=g:623410
Podlese	id=g:623411
Podlazniki	id=g:623412
Padkraichy	id=g:623413
Podkozel’ye	id=g:623414
Podkozel’ye	id=g:623415
Podkostel’ye	id=g:623416
Podkomozhe	id=g:623417
Podkamen’	id=g:623418
Poditva	id=g:623419
Podi	id=g:623420
Podgor’ye	id=g:623421
Podgorodok	id=g:623422
Podgorodok	id=g:623423
Podgorodna	id=g:623424
Padhornaya	id=g:623425
Podgoritsa	id=g:623426
Podgaytsy	id=g:623427
Podgayna	id=g:623428
Podgay	id=g:623429
Podgay	id=g:623430
Podgay	id=g:623431
Podgat’	id=g:623432
Podgal’ye	id=g:623433
Podgal’ye	id=g:623434
Podevichi	id=g:623435
Podel’niki	id=g:623436
Poddub’ye	id=g:623437
Poddub’ye	id=g:623438
Poddubtsy	id=g:623439
Poddubno	id=g:623440
Poddublyane	id=g:623441
Poddrabinki	id=g:623442
