Gilroy Community Day School	id=g:7237700
Banner Christian School	id=g:7238414
Richmond Waldorf School	id=g:7238415
Rivermont School	id=g:7238416
Hampton Harbour Academy	id=g:7238417
Buford Road Christian Academy	id=g:7238418
Courthouse Montessori School	id=g:7238419
East End Academy	id=g:7238420
Mount Gilead Christian Academy	id=g:7238421
Restoration Preparatory Academy	id=g:7238422
General Stanford Elementary School	id=g:7238423
Grassfield Elementary School	id=g:7238424
Little Creek Elementary School Annex	id=g:7238425
Mary Scott Annex Elementary School	id=g:7238426
Commonwealth Christian Academy	id=g:7238427
Trinity Episcopal School	id=g:7238428
New Community School	id=g:7238429
Atlantic University	id=g:7238430
Bryant and Stratton College Richmond Campus	id=g:7238431
Bryant and Stratton College Virginia Beach Campus	id=g:7238432
Eastern Shore Community College	id=g:7238433
Haynesville Correctional Center	id=g:7238434
Indian Creek Correctional Center	id=g:7238435
Richmond Women's Detention Center	id=g:7238436
Western Tidewater Regional Jail	id=g:7238437
Dominion Chesapeake Energy Center	id=g:7238438
Dominion Yorktown Power Station	id=g:7238439
Assawoman Post Office	id=g:7238440
Aylett Post Office	id=g:7238441
Boykins Post Office	id=g:7238442
Callao Post Office	id=g:7238443
Cape Henry Post Office	id=g:7238444
Capron Post Office	id=g:7238445
Caret Post Office	id=g:7238446
Carrsville Post Office	id=g:7238447
Church View Post Office	id=g:7238448
Claremont Post Office	id=g:7238449
Courtland Post Office	id=g:7238450
Dahlgren Post Office	id=g:7238451
Dam Neck Post Office	id=g:7238452
Debree Post Office	id=g:7238453
Denbigh Annex Post Office	id=g:7238454
Dendron Post Office	id=g:7238455
Dogue Post Office	id=g:7238456
Dominion Village Post Office	id=g:7238457
Dunnsville Post Office	id=g:7238458
Eastville Post Office	id=g:7238459
Fentress Post Office	id=g:7238460
Fort Eustis Post Office	id=g:7238461
Great Bridge Post Office	id=g:7238462
Greenbackville Post Office	id=g:7238463
Hague Post Office	id=g:7238464
Harborton Post Office	id=g:7238465
Hayes Post Office	id=g:7238466
Haynesville Post Office	id=g:7238467
Hidenwood Post Office	id=g:7238468
Highland Springs Post Office	id=g:7238469
Hustle Post Office	id=g:7238470
Ivor Post Office	id=g:7238471
Jersey Post Office	id=g:7238472
King and Queen Court House Post Office	id=g:7238473
King William Post Office	id=g:7238474
Kinsale Post Office	id=g:7238475
Lafayette Post Office	id=g:7238476
Lanexa Post Office	id=g:7238477
London Bridge Post Office	id=g:7238478
Lottsburg Post Office	id=g:7238479
Mollusk Post Office	id=g:7238480
Montrose Heights Post Office	id=g:7238481
Montross Post Office	id=g:7238482
Mount Holly Post Office	id=g:7238483
New Church Post Office	id=g:7238484
New Kent Post Office	id=g:7238485
Newport News Post Office	id=g:7238486
Newsoms Post Office	id=g:7238487
Newtown Post Office	id=g:7238488
Nuttsville Post Office	id=g:7238489
Ocean View Post Office	id=g:7238490
Oldhams Post Office	id=g:7238491
Patrick Henry Post Office	id=g:7238492
Poquoson Post Office	id=g:7238493
Port Royal Post Office	id=g:7238494
Portside Post Office	id=g:7238495
Riverdale Post Office	id=g:7238496
Ruthville Post Office	id=g:7238497
Saluda Post Office	id=g:7238498
Sandy Point Post Office	id=g:7238499
Sedley Post Office	id=g:7238500
Spring Grove Post Office	id=g:7238501
Stony Creek Post Office	id=g:7238502
Surry Post Office	id=g:7238503
Sussex Post Office	id=g:7238504
Tabb Post Office	id=g:7238505
Tasley Post Office	id=g:7238506
Temperanceville Post Office	id=g:7238507
Urbanna Post Office	id=g:7238508
Wakefield Post Office	id=g:7238509
Walkerton Post Office	id=g:7238510
Warsaw Post Office	id=g:7238511
Warwick Post Office	id=g:7238512
West Annex Post Office	id=g:7238513
Windsor Post Office	id=g:7238514
Witchduck Post Office	id=g:7238515
Wythe Post Office	id=g:7238516
Zuni Post Office	id=g:7238517
Admiralty Mobile Home Court	id=g:7238518
Americana Park East Mobile Home Park	id=g:7238519
Barnes Trailer Park	id=g:7238520
Bayview Mobile Home Park	id=g:7238521
Blairs Creek Mobile Home Park	id=g:7238522
Bloxom Trailer Court	id=g:7238523
Buckroe Mobile Home Park	id=g:7238524
Cappahosic Estates Mobile Home Park	id=g:7238525
Casterton Trailer Park	id=g:7238526
Central Trailer Park	id=g:7238527
Chesapeake Mobile Home Park	id=g:7238528
Clyde's Dale Mobile Community	id=g:7238529
Collards Mobile Home Park	id=g:7238530
Colonial Run Mobile Home Park	id=g:7238531
Colonial Trailer Court	id=g:7238532
Colony Mobile Home Park	id=g:7238533
Country Aire Mobile Home Park	id=g:7238534
County View Mobile Court	id=g:7238535
Daugherty Trailer Court	id=g:7238536
Debman's Mobile Home Park	id=g:7238537
Denbigh Mobile Home Park	id=g:7238538
Derby Run Mobile Home Park	id=g:7238539
Dreamland Mobile Home Park	id=g:7238540
Earl Hall Mobile Home Park	id=g:7238541
Edmonds Corner Mobile Home Park	id=g:7238542
El Dorado Trailer Park	id=g:7238543
Elmwood Mobile Home Park	id=g:7238544
Geneva Mobile Home Park	id=g:7238545
Gordons Trailer Court	id=g:7238546
Grafton Mobile Home Park	id=g:7238547
Heath Trailer Park	id=g:7238548
Heritage Mobile Home Park	id=g:7238549
Hilton Village Mobile Home Park	id=g:7238550
Hogshires Trailer Court	id=g:7238551
Homecrest Mobile Home Park	id=g:7238552
Jones Creek Landing Mobile Home Park	id=g:7238553
Lakeside Manufactured Home Community	id=g:7238554
Laurelwoods Estates Mobile Home Park	id=g:7238555
Leland Duck's Trailer Park	id=g:7238556
Loweman Court Trailer Park	id=g:7238557
Magnolia Lakes Mobile Home Park	id=g:7238558
McMilan Mobile Home Park	id=g:7238559
Midway Mobile Home Park	id=g:7238560
Abundant Harvest Church	id=g:7238561
Abundant Life Christian Church	id=g:7238562
Abundant Life Christian Ministries	id=g:7238563
Abundant Life Church of Christ	id=g:7238564
Abundant Life Family Church	id=g:7238565
Adath Jeshurun Synagogue	id=g:7238566
African Christian Community Church	id=g:7238567
Aldersgate United Methodist Church	id=g:7238568
Alexandria Church of the Nazarene	id=g:7238569
All Nations Church	id=g:7238570
All Nations Church of God	id=g:7238571
All Saints Sharon Chapel Episcopal Church	id=g:7238572
Anchoring Hope Family Worship Center	id=g:7238573
Anointed Word Ministries Church	id=g:7238574
Antioch Baptist Church	id=g:7238575
Apostles Lutheran Church	id=g:7238576
Believers Church	id=g:7238577
Berachah Church	id=g:7238578
Beth Messiah Synagogue of Tidewater	id=g:7238579
Bethany Christian Church Disciples of Christ	id=g:7238580
Bethany Gospel Chapel	id=g:7238581
Bethel Restoration Center	id=g:7238582
Bethel Temple Church	id=g:7238583
Bethel Temple Real World Worship Center	id=g:7238584
Bethel United Methodist Church	id=g:7238585
Bethlehem Baptist Church	id=g:7238586
Better Life Ministries Church of God in Christ	id=g:7238587
Beulah Tabernacle	id=g:7238588
Beverley Hills Community United Methodist Church	id=g:7238589
Bible Way Church Worldwide	id=g:7238590
Bible Way Fellowship Church	id=g:7238591
Bishop Memorial United Methodist Church	id=g:7238592
Blessed Hope Community Church	id=g:7238593
Blood of Lamb Church	id=g:7238594
Boulevard Baptist Church	id=g:7238595
Broomfield Christian Methodist Episcopal Church	id=g:7238596
Calvary Assembly of God Church	id=g:7238597
Calvary Chapel of Newport News	id=g:7238598
Calvary Community Church of Chesapeake	id=g:7238599
Calvary Free Will Baptist Church	id=g:7238600
New Town United Methodist Church	id=g:7238601
Northern Neck Baptist Church	id=g:7238602
Northern Virginia Korean Presbyterian Church	id=g:7238603
Oakwood Chapel Church Disciples of Christ	id=g:7238604
Old Dominion University Islamic Center	id=g:7238605
One Accord Church	id=g:7238606
Open Door Chapel	id=g:7238607
Open Door Church of Suffolk	id=g:7238608
Open Door Full Gospel Baptist Church	id=g:7238609
Orcutt Baptist Church	id=g:7238610
Outreach For Christ Church	id=g:7238611
Park View Christian Church	id=g:7238612
Pembroke Manor United Church of Christ	id=g:7238613
Peninsula Church of Christ	id=g:7238614
Pentecost Church of Faith	id=g:7238615
Philippi Missionary Church	id=g:7238616
Philippian Temple	id=g:7238617
Pillars of the Word Ministries	id=g:7238618
Point Harbor Community Church	id=g:7238619
Potters House Church	id=g:7238620
Providence Free Will Baptist Church	id=g:7238621
Providence Mennonite Church	id=g:7238622
Queen of Apostles Catholic Church	id=g:7238623
Rappahannock Christian Center	id=g:7238624
Reconciliation Church of God in Christ	id=g:7238625
Rehoboth African Methodist Episcopal Church	id=g:7238626
Restoration Christian Center	id=g:7238627
Revelations Tabernacle	id=g:7238628
Rhema Outreach Center	id=g:7238629
Rising Mount Zion Baptist Church	id=g:7238630
River of Life Christian Church	id=g:7238631
Rivers of Life Fellowship Church	id=g:7238632
Rivers of Living Water Church	id=g:7238633
Rock Church	id=g:7238634
Rock Church of Newport News	id=g:7238635
Saint Andrew Presbyterian Church	id=g:7238636
Saint Benedict Church	id=g:7238637
Saint Cyprian Carthage Orthodox Church in America	id=g:7238638
Saint James Missionary Church	id=g:7238639
Saint Johns Episcopal Church	id=g:7238640
Saint Kim Tae Gon Catholic Church	id=g:7238641
Saint Lukes United Methodist Church	id=g:7238642
Saint Mark Church of Christ Disciples of Christ	id=g:7238643
Saint Mark Church of God in Christ	id=g:7238644
Saint Mark Episcopal Church	id=g:7238645
Saint Mark's Church of God in Christ	id=g:7238646
Saint Paul Memorial Holy Church	id=g:7238647
Saint Stephen's Baptist Church	id=g:7238648
Saint Stephen's Episcopal Church	id=g:7238649
Saint Stephens United Pentecostal Church of America	id=g:7238650
Saint Stevens Calvary Pentecostal Church	id=g:7238651
Saint Thomas African Methodist Episcopal Zion Church	id=g:7238652
Salvation and Praise Worship Center	id=g:7238653
Seventh Day Praise and Worship Church	id=g:7238654
Seventh Street Memorial Baptist Church	id=g:7238655
Shalom Baptist Fellowship Church	id=g:7238656
Shalom Full Gospel Church	id=g:7238657
Sixth Mount Zion Baptist Church	id=g:7238658
Solid Rock Baptist Church	id=g:7238659
Sonlight Church	id=g:7238660
Southern Virginia Baptist Church	id=g:7238661
Southside Community Christian Church	id=g:7238662
Spirit and Truth Church	id=g:7238663
Spirit House	id=g:7238664
Spring Branch Community Church	id=g:7238665
Straight Up Ministries	id=g:7238666
Strong Tower Pentecostal Church	id=g:7238667
Sunrise Community Church	id=g:7238668
Swansboro Baptist Church	id=g:7238669
Tabernacle Baptist Church of Virginia Beach	id=g:7238670
Tappahannock Seventh Day Adventist Church	id=g:7238671
Temple Emanuel Synagogue	id=g:7238672
The Church of Jesus Christ of Latter Day Saints	id=g:7238673
The Church of Jesus Christ of Latter Day Saints	id=g:7238674
The Church of Jesus Christ of Latter Day Saints	id=g:7238675
The Church of Jesus Christ of Latter Day Saints Crystal City Ward	id=g:7238676
The Fellowship Church	id=g:7238677
The Masters Touch Church Ministries	id=g:7238678
The Peninsula Pentecostals Church	id=g:7238679
The Village Church	id=g:7238680
The Way the Lord Church Ministry	id=g:7238681
Third Baptist Church	id=g:7238682
Third Street Bethel Church	id=g:7238683
Tidewater Gospel Chapel	id=g:7238684
Tidewater United Church of Christ	id=g:7238685
Timothy Baptist Church	id=g:7238686
Tower of Deliverance Church of God in Christ	id=g:7238687
Transformation Worship Center	id=g:7238688
Trinity Baptist Church	id=g:7238689
Trinity Baptist Church	id=g:7238690
Trinity Presbyterian Church	id=g:7238691
Trinity Temple Church	id=g:7238692
Trinity United Methodist Church	id=g:7238693
Trinity United Methodist Church	id=g:7238694
Truth Transformation Ministries	id=g:7238695
Union Hope Baptist Church	id=g:7238696
United Church of God	id=g:7238697
United House of Prayer for All People	id=g:7238698
United Nations Church	id=g:7238699
Unity Baptist Church	id=g:7238700
Unity Baptist Church	id=g:7238701
Unity of Richmond Church	id=g:7238702
Unity Sanctuary Church of the Lord Jesus Christ	id=g:7238703
Universal Church	id=g:7238704
Victory Baptist Church	id=g:7238705
Victory Life Church	id=g:7238706
Victory Tabernacle Baptist Church	id=g:7238707
Virginia Beach Beacon Baptist Church	id=g:7238708
Virginia Beach Community Chapel	id=g:7238709
Virginia Korean United Methodist Church	id=g:7238710
Voice of Victory Church	id=g:7238711
Warsaw Baptist Church	id=g:7238712
Warwick Assembly of God Church	id=g:7238713
Wave Church	id=g:7238714
Wellspring United Methodist Church	id=g:7238715
West Broad Church of Christ	id=g:7238716
West Moreland Independent Baptist Church	id=g:7238717
Western Branch Community Church	id=g:7238718
Westover Hills United Methodist Church	id=g:7238719
Williamsburg Community Chapel	id=g:7238720
Woodville Church of the Nazarene	id=g:7238721
Woodville Presbyterian Church	id=g:7238722
Word Mission Church	id=g:7238723
World Victory Church	id=g:7238724
Allen E Roberts Masonic Library	id=g:7238725
Amherst County Public Library	id=g:7238726
Appomattox Regional Library System McKenney Library	id=g:7238727
Appomattox Regional Library System Prince George Library	id=g:7238728
Appomattox Regional Library System Burrowsville Library	id=g:7238729
Appomattox Regional Library System Carson Depot Library	id=g:7238730
Appomattox Regional Library System Dinwiddie Library	id=g:7238731
Appomattox Regional Library System Rohoic Library	id=g:7238732
Blackwater Regional Library Walter Cecil Rawls Library	id=g:7238733
Carrollton Public Library	id=g:7238734
Central Rappahannock Regional Library Abraham and William Cooper Memorial Branch	id=g:7238735
City of Hampton Public Library Northampton Branch	id=g:7238736
City of Hampton Public Library Willow Oaks Branch	id=g:7238737
Claremont Public Library	id=g:7238738
Essex Public Library	id=g:7238739
Fairfax County Public Library	id=g:7238740
Heritage Public Library	id=g:7238741
James City County Library	id=g:7238742
Lewis Egerton Smoot Memorial Library	id=g:7238743
Loudoun County Public Library	id=g:7238744
Mathews Memorial Library	id=g:7238745
Middlesex County Public Library	id=g:7238746
Newport News City Public Library System Main Street Branch Library	id=g:7238747
Newport News City Public Library System Pearl Bailey Library	id=g:7238748
Newport News City Public Library System Virgil I Grissom Library	id=g:7238749
Newport News County Public Library	id=g:7238750
Northampton Free Library	id=g:7238751
Northumberland Public Library	id=g:7238752
Pamunkey Regional Library Atlee Branch Library	id=g:7238753
Pamunkey Regional Library King and Queen Branch Library	id=g:7238754
Mobile Towne Mobile Home Park	id=g:7238755
Nasa Mobile Home Park	id=g:7238756
Oak Shades Mobile Home Park	id=g:7238757
Oaks Mobile Estates	id=g:7238758
Oakwood Mobile Home Park	id=g:7238759
Ocean Pines Mobile Home Park	id=g:7238760
Outlaw Mobile Home Park	id=g:7238761
Parkview Mobile Home Court	id=g:7238762
Pine Ridge Mobile Home Court	id=g:7238763
Pine Ridge Mobile Home Park	id=g:7238764
Pooles Mobile Home Park	id=g:7238765
Porter Mobile Home Park	id=g:7238766
Princess Anne Mobile Home Park	id=g:7238767
R and H Mobile Court	id=g:7238768
R and L Mobile Home Park	id=g:7238769
Red Oaks Mobile Community	id=g:7238770
Riverside Estates Mobile Home Park	id=g:7238771
Seaside Mobile Village	id=g:7238772
Stoney's Mobile Home Park	id=g:7238773
Sturbridge Village Mobile Home Park	id=g:7238774
Sulik Mobile Home Court	id=g:7238775
Tapo Mobile Park	id=g:7238776
Torrey Pines Mobile Home Park	id=g:7238777
Trailer Acres Mobile Home Park	id=g:7238778
Triangle Trailer Courts	id=g:7238779
Twin Ponds Mobile Home Park	id=g:7238780
Waterview Mobile Home Park	id=g:7238781
Wedgewood Mobile Homes Park	id=g:7238782
Wicomico Mobile Village	id=g:7238783
Wilson Trailer Court	id=g:7238784
Windsor Manor Mobile Home Park	id=g:7238785
Woodland Park Mobile Home Park	id=g:7238786
Woodshire Mobile Home Park	id=g:7238787
Worsham Trailer Park	id=g:7238788
Yates Mobile Home Park	id=g:7238789
Keystone Newport News Youth Center	id=g:7238790
Virginia Beach Psychiatric Center	id=g:7238791
Virginia Commonwealth University Massey Cancer Center	id=g:7238792
Virginia Poison Center	id=g:7238793
Arcadia Nursing and Rehabilitation Center	id=g:7238794
Aspen Gayton Terrace Assisted Living Facility	id=g:7238795
Assisted Living at Patriots Colony at Williamsburg	id=g:7238796
Autumn Care of Great Bridge Nursing Home	id=g:7238797
Autumn Care of Norfolk Nursing Home	id=g:7238798
Autumn Care of Portsmouth Nursing Home	id=g:7238799
Autumn Care of Suffolk Nursing Home	id=g:7238800
Ballentine Manor Assisted Living Facility	id=g:7238801
Bay Pointe Health and Rehabilitation Centre	id=g:7238802
Bayside Health Care Center	id=g:7238803
Beacon Shores Nursing and Rehabilitation Center	id=g:7238804
Beaufont Towers Retirement Community	id=g:7238805
Because We Care Assisted Living Facility	id=g:7238806
Bellamy's Home for Adults II	id=g:7238807
Beth Sholom Home of Eastern Virginia	id=g:7238808
