Sungai Pengorak	id=g:1750955
Solok Paya	id=g:1751739
Tanjong Pawu	id=g:1751740
Sungai Pawu	id=g:1751741
Bukit Pawtar	id=g:1751742
Sungai Pawoh	id=g:1751743
Sungai Pawang Said	id=g:1751744
Sungai Pawang Kechil	id=g:1751745
Bukit Pa’ Wangi	id=g:1751746
Parit Pawang Endin	id=g:1751747
Sungai Pawa Kechil	id=g:1751748
Sungai Pawah Mit	id=g:1751749
Sungai Pawah Besai	id=g:1751750
Sungai Pawa Besar	id=g:1751751
Pavitt Point	id=g:1751752
Paun Ketua	id=g:1751753
Tanjong Pa Unggal	id=g:1751754
Sungai Paung	id=g:1751755
Sungai Paung	id=g:1751756
Sungai Paung	id=g:1751757
Lubok Paung	id=g:1751758
Sungai Paun	id=g:1751759
Sungai Paumbang	id=g:1751760
Tanjong Paum	id=g:1751761
Sungai Paum	id=g:1751762
Kuala Pauka	id=g:1751763
Sungai Pauk	id=g:1751764
Pulau Pauh Seratus	id=g:1751765
Sungai Pauh Mulai	id=g:1751766
Bukit Pauh Manis	id=g:1751767
Telok Pauh	id=g:1751768
Telok Pauh	id=g:1751769
Tanjong Pauh	id=g:1751770
Tanjong Pauh	id=g:1751771
Tanjong Pauh	id=g:1751772
Tanjong Pauh	id=g:1751773
Sungai Pauh	id=g:1751774
Sungai Pauh	id=g:1751775
Sungai Pauh	id=g:1751776
Sungai Pauh	id=g:1751777
Sungai Pauh	id=g:1751778
Sungai Pauh	id=g:1751779
Sungai Pauh	id=g:1751780
Sungai Pauh	id=g:1751781
Sungai Pauh	id=g:1751782
Sungai Pauh	id=g:1751783
Sungai Pauh	id=g:1751784
Sungai Pauh	id=g:1751785
Sungai Pauh	id=g:1751786
Sungai Pauh	id=g:1751787
Sungai Pauh	id=g:1751788
Sungai Pauh	id=g:1751789
Sungai Pauh	id=g:1751790
Sungai Pauh	id=g:1751791
Sungai Pauh	id=g:1751792
Sungai Pauh	id=g:1751793
Sungai Pauh	id=g:1751794
Sungai Pauh	id=g:1751795
Sungai Pauh	id=g:1751796
Rantau Pauh	id=g:1751797
Paya Pauh	id=g:1751798
Pangkalan Pauh	id=g:1751799
Padang Pauh	id=g:1751800
Lubok Pauh	id=g:1751801
Lubok Pauh	id=g:1751802
Bukit Pauh	id=g:1751803
Baroh Pauh	id=g:1751804
Sungai Pau	id=g:1751805
Sungai Pau	id=g:1751806
Sungai Pau	id=g:1751807
Pau	id=g:1751808
Patutoh Rapids	id=g:1751809
Sungai Patungan	id=g:1751810
Sungai Patu	id=g:1751811
Sungai Patu	id=g:1751812
Sungai Patong	id=g:1751813
Sungai Patong	id=g:1751814
Sungai Patong	id=g:1751815
Bukit Patong	id=g:1751816
Bukit Patong	id=g:1751817
Bukit Patong	id=g:1751818
Bukit Paton	id=g:1751819
Sungai Patiris	id=g:1751821
Sungai Patip	id=g:1751822
Sungai Patingalan	id=g:1751823
Sungai Patin	id=g:1751824
Jeram Patin	id=g:1751825
Sungai Pati Liat	id=g:1751826
Patikang	id=g:1751827
Bukit Pati Buai	id=g:1751828
Sungai Pati	id=g:1751829
Sungai Pati	id=g:1751830
Sungai Pati	id=g:1751831
Pathumanithi Estate	id=g:1751832
Sungai Patek	id=g:1751833
Sungai Patek	id=g:1751834
Sungai Pat Batu	id=g:1751835
Pa Tawing	id=g:1751836
Patau	id=g:1751837
Sungai Panas	id=g:1751838
Patani Para Plantation	id=g:1751839
Sungai Patani	id=g:1751840
Sungai Patani	id=g:1751841
Sungai Patangan Ulu	id=g:1751842
Sungai Patangan Tengah	id=g:1751843
Loba Patangan	id=g:1751844
Sungai Patang	id=g:1751845
Telok Pa Tambi	id=g:1751846
Tanjong Patak	id=g:1751847
Sungai Patak	id=g:1751848
Sungai Pataloh	id=g:1751849
Sungai Patak	id=g:1751850
Lubok Patak	id=g:1751851
Sungai Patah Pedang	id=g:1751852
Parit Patah Pedang	id=g:1751853
Sungai Patah Lembing	id=g:1751854
Sungai Patah Keris	id=g:1751855
Parit Patah	id=g:1751856
Jeram Patah	id=g:1751857
Sungai Patagas Kechil	id=g:1751858
Sungai Patagas	id=g:1751859
Kuala Patagas	id=g:1751860
Padang Pa’ Tabir	id=g:1751861
Sungai Pataan	id=g:1751862
Sungai Pat	id=g:1751863
Sungai Pat	id=g:1751864
Sungai Pasuon	id=g:1751865
Tanjong Pasu	id=g:1751866
Sungai Pasu	id=g:1751867
Sungai Pasu	id=g:1751868
Sungai Pasu	id=g:1751869
Sungai Pasu	id=g:1751870
Lubok Pasu	id=g:1751871
Jeram Pasu	id=g:1751872
Passage Reef	id=g:1751873
Sungai Pass	id=g:1751874
Gunong Pass	id=g:1751875
Sungai Pasor	id=g:1751876
Jeram Pasor	id=g:1751877
Sungai Pasong Rasok	id=g:1751878
Sungai Pasong	id=g:1751879
Bukit Pasong	id=g:1751880
Pasoh Forest Reserve	id=g:1751881
Pasla Estate	id=g:1751882
Sungai Pasi Ulu	id=g:1751883
Pasir Tumboh	id=g:1751884
Tanjong Pasir Tingara	id=g:1751885
Tanjong Pasir Terabai	id=g:1751886
Sungai Pasir Telok	id=g:1751887
Pulau Pasir Takir	id=g:1751888
Sungai Pasir Senang	id=g:1751889
Padang Pasir Sat	id=g:1751890
Tanjong Pasir Salam	id=g:1751891
Tanjong Pasir Ringgit	id=g:1751892
Sungai Pasir Rimau	id=g:1751893
Teluk Pasir Putih	id=g:1751894
Sungai Pasir Puteh	id=g:1751896
Sungai Pasir Puteh	id=g:1751897
Sungai Pasir Puteh	id=g:1751898
Sungai Pasir Puteh	id=g:1751899
Sungai Pasir Puteh	id=g:1751900
Charok Pasir Puteh	id=g:1751901
Bukit Pasir Putih	id=g:1751902
Baroh Pasir Puteh	id=g:1751903
Pasir Plangi Estate	id=g:1751904
Tanjong Pasir Pinang Saribu	id=g:1751905
Pasir Penambang	id=g:1751906
Istana Pasir Pelangi	id=g:1751907
Jeram Pasir Parit	id=g:1751908
Tanjong Pasir Paras	id=g:1751909
Pasir Panjang Forest Reserve	id=g:1751910
Telok Pasir Panjang	id=g:1751911
Sungai Pasir Panjang	id=g:1751912
Sungai Pasir Panjang	id=g:1751913
Sungai Pasir Panjang	id=g:1751914
Sungai Pasir Panjang	id=g:1751915
Parit Pasir Panjang	id=g:1751916
Tanjong Pasir Pandan	id=g:1751917
Bukit Pasir Pandak	id=g:1751918
Pasir Nai	id=g:1751919
Telok Pasir Merah Kechil	id=g:1751920
Telok Pasir Merah Besar	id=g:1751921
Sungai Pasir Merah	id=g:1751922
Sungai Pasir Mayat	id=g:1751923
Tanjung Pasir Mas	id=g:1751924
Padang Pasir Mas	id=g:1751925
Pulau Pasir Mandi	id=g:1751926
Pulau Pasir Mak Lee	id=g:1751927
Parit Pasir Lebar	id=g:1751928
Sungai Pasir Lebai Saman	id=g:1751929
Tanjong Pasir Landa	id=g:1751930
Sungai Pasir Landa	id=g:1751931
Pasir Kemudi	id=g:1751932
Pasir Kanan	id=g:1751933
Tanjong Pasir Kambau Besar	id=g:1751934
Pasir-Jangkar Protected Forest	id=g:1751935
Pasir Jinggi Estate Kiri	id=g:1751936
Pasir Jinggi Estate Kanan	id=g:1751937
Sungai Pasir Hitam	id=g:1751938
Pulau Pasir Hitam	id=g:1751939
Pasir Hitam	id=g:1751940
Bukit Pasir Halus	id=g:1751941
Bukit Pasir Gundek	id=g:1751942
Pasir Gajah Estate	id=g:1751943
Tanjong Pasir Gajah	id=g:1751944
Pasir Gajah	id=g:1751945
Tanjung Pasir Cina	id=g:1751946
Pasir Besar Estate	id=g:1751947
Sungai Pasir Besar	id=g:1751948
Sungai Pasir Besar	id=g:1751949
Sungai Pasir Besar	id=g:1751950
Kuala Pasir Besar	id=g:1751951
Pulau Pasir Beruang	id=g:1751952
Pengkalan Pasir Belayar	id=g:1751953
Telok Pasir Belanda	id=g:1751954
Tanjong Pasir Belakang	id=g:1751955
Rantau Pasir Bandah	id=g:1751956
Sungai Pasir Badih	id=g:1751957
Pasir Ayon	id=g:1751958
Merabang Pasir Ali	id=g:1751959
Teluk Pasir	id=g:1751960
Teluk Pasir	id=g:1751961
Telok Pasir	id=g:1751962
Tanjong Pasir	id=g:1751963
Tanjung Pasir	id=g:1751964
Tanjong Pasir	id=g:1751965
Tanjong Pasir	id=g:1751966
Tanjong Pasir	id=g:1751967
Tanjong Pasir	id=g:1751968
Tanjong Pasir	id=g:1751969
Tanjong Pasir	id=g:1751970
Sungai Pasir	id=g:1751971
Sungai Pasir	id=g:1751972
Sungai Pasir	id=g:1751973
Sungai Pasir	id=g:1751974
Sungai Pasir	id=g:1751975
Sungai Pasir	id=g:1751976
Sungai Pasir	id=g:1751977
Sungai Pasir	id=g:1751978
Sungai Pasir	id=g:1751979
Sungai Pasir	id=g:1751980
Sungai Pasir	id=g:1751981
Sungai Pasir	id=g:1751982
Sungai Pasir	id=g:1751983
Sungai Pasir	id=g:1751984
Sungai Pasir	id=g:1751985
Sungai Pasir	id=g:1751986
Sungai Pasir	id=g:1751987
Sungai Pasir	id=g:1751988
Sungai Pasir	id=g:1751989
Sungai Pasir	id=g:1751990
Sungai Pasir	id=g:1751991
Sungai Pasir	id=g:1751992
Sungai Pasir	id=g:1751993
Sungai Pasir	id=g:1751994
Sungai Pasir	id=g:1751995
Sungai Pasir	id=g:1751996
Sungai Pasir	id=g:1751997
Sungai Pasir	id=g:1751998
Sungai Pasir	id=g:1751999
Sungai Pasir	id=g:1752000
Sungai Pasir	id=g:1752001
Sungai Pasir	id=g:1752002
Sungai Pasir	id=g:1752003
Sungai Pasir	id=g:1752004
Sungai Pasir	id=g:1752005
Sungai Pasir	id=g:1752006
Sungai Pasir	id=g:1752007
Sungai Pasir	id=g:1752008
Solok Pasir	id=g:1752009
Pulau Pasir	id=g:1752010
Permatang Pasir	id=g:1752011
Lubok Pasir	id=g:1752012
Lubok Pasir	id=g:1752013
Loba Pasir	id=g:1752014
Gunong Pasir	id=g:1752015
Bukit Pasir	id=g:1752016
Bukit Pasir	id=g:1752017
Bukit Pasir	id=g:1752018
Alor Pasir	id=g:1752019
Alur Pasir	id=g:1752020
Pasir	id=g:1752021
Pasir	id=g:1752022
Sungai Pasinukor	id=g:1752023
Sungai Pasin Kechil	id=g:1752024
Sungai Pasi Ilir	id=g:1752025
Solok Pasi Darat	id=g:1752026
Sungai Pasian Rangkang	id=g:1752027
Sungai Pasia	id=g:1752028
Sungai Pasi	id=g:1752029
Sungai Pasek	id=g:1752030
Sungai Pasear Tinggi	id=g:1752031
Bukit Pa' Sarip	id=g:1752032
Pasang Api	id=g:1752033
Tanjung Pasang	id=g:1752034
Sungai Pasan	id=g:1752035
Sungai Pasan	id=g:1752036
Pasalat Reef	id=g:1752037
Sungai Pasala	id=g:1752038
Sungai Pasal	id=g:1752039
Bukit Pasal	id=g:1752040
Pasak Estate	id=g:1752041
Rantau Pasak	id=g:1752042
Sungai Pasai Bun	id=g:1752043
Sungai Pasah	id=g:1752044
Pasa Atas	id=g:1752045
Wong Pasa	id=g:1752046
Tanjong Pasa	id=g:1752047
Sungai Pasa	id=g:1752048
Sungai Pasa	id=g:1752049
Sungai Pasa	id=g:1752050
Sungai Pas	id=g:1752051
Sungai Pas	id=g:1752052
Sungai Pas	id=g:1752053
Sungai Pas	id=g:1752054
Sungai Pas	id=g:1752055
Sungai Pas	id=g:1752056
Gunong Parut	id=g:1752057
Tanjong Parus	id=g:1752058
Sungai Paru	id=g:1752059
Sungai Paru	id=g:1752060
Tanjong Parsak	id=g:1752061
Sungai Parsa	id=g:1752062
Sungai Parsa	id=g:1752063
Rantau Parsa	id=g:1752064
Paroi Estate	id=g:1752065
Sungai Paroi	id=g:1752066
Bukit Paroi	id=g:1752067
Tanjong Paroh	id=g:1752068
Sungai Paroh	id=g:1752069
Sungai Paroh	id=g:1752070
Pulau Paroh	id=g:1752071
Lubok Paroh	id=g:1752072
Sungai Paro	id=g:1752073
Parit Tok Mandin	id=g:1752074
Parit Tinggi Estate	id=g:1752075
Bukit Parit Tinggi	id=g:1752076
Sungai Parit Serong	id=g:1752077
Parit Perak Estate	id=g:1752078
Sungai Parit Perak	id=g:1752079
Parit Nibong	id=g:1752080
Sungai Parit Melana	id=g:1752081
Parit Kadir	id=g:1752082
Sungai Parit Iran	id=g:1752083
Sungai Parit Gong	id=g:1752084
Parit Gila Estate	id=g:1752085
Parit Forest Reserve	id=g:1752086
Parit Buntar Estate	id=g:1752087
Bunga Parit	id=g:1752088
Bakar Parit	id=g:1752089
Sungai Parit	id=g:1752090
Sungai Parit	id=g:1752091
Sungai Parit	id=g:1752092
Sungai Parit	id=g:1752093
Sungai Parit	id=g:1752094
Sungai Parit	id=g:1752095
Sungai Parit	id=g:1752096
Sungai Parit	id=g:1752097
Sungai Parit	id=g:1752098
Sungai Parit	id=g:1752099
Sungai Parit	id=g:1752100
Sungai Parit	id=g:1752101
Sungai Parit	id=g:1752102
Sungai Parit	id=g:1752103
Sungai Parit	id=g:1752104
Pasir Parit	id=g:1752105
Pasir Parit	id=g:1752106
Bukit Parit	id=g:1752107
Alor Parit	id=g:1752108
Alur Parit	id=g:1752109
Sungai Paris	id=g:1752110
Sungai Pariok	id=g:1752111
Sungai Paring	id=g:1752112
Sungai Paring	id=g:1752113
Sungai Pari	id=g:1752114
Sungai Pari	id=g:1752115
Sungai Pari	id=g:1752116
Sungai Pari	id=g:1752117
Sungai Pari	id=g:1752118
Lubok Pari	id=g:1752119
Jeram Pari	id=g:1752120
Bukit Pari	id=g:1752121
Sungai Pari	id=g:1752122
Sungai Pareh	id=g:1752123
Sungai Parawo	id=g:1752124
Sungai Parau	id=g:1752125
Sungai Pa Rasat	id=g:1752126
Para Rapids	id=g:1752127
Sungai Pararang	id=g:1752128
Sungai Parao	id=g:1752129
Bukit Parang Panjang	id=g:1752130
Sungai Parang	id=g:1752131
Sungai Parang	id=g:1752132
Sungai Parang	id=g:1752133
Sungai Parang	id=g:1752134
Sungai Parang	id=g:1752135
Kampung Paranchangan	id=g:1752136
Paramuan	id=g:1752137
Sungai Parak	id=g:1752138
Sungai Parak	id=g:1752139
Sungai Parai	id=g:1752140
Sungai Parah	id=g:1752141
Changkat Parah	id=g:1752142
Tanjong Paragong	id=g:1752143
Sungai Pa Ragih	id=g:1752144
Sungai Paragah	id=g:1752145
Sungai Para	id=g:1752146
Sungai Para	id=g:1752147
Lam Para	id=g:1752148
Sungai Par	id=g:1752149
Sungai Par	id=g:1752150
Jeram Par	id=g:1752151
Papulut Forest Reserve	id=g:1752152
Gunong Papulut	id=g:1752153
Sungai Papua	id=g:1752154
Sungai Papota	id=g:1752155
Sungai Papok	id=g:1752156
Sungai Papok	id=g:1752157
Tanjong Papit	id=g:1752158
Sungai Papi	id=g:1752159
Sungai Papi	id=g:1752160
Sungai Papek	id=g:1752161
Tanjung Papat	id=g:1752162
Sungai Papat	id=g:1752163
Pulau Papat	id=g:1752164
Papar Rubber Estate	id=g:1752165
Sungai Papar	id=g:1752166
Kuala Papar	id=g:1752167
Keramat Papan Sekeping	id=g:1752168
Sungai Papan Kechil	id=g:1752169
Sungai Pa Panjang	id=g:1752170
Sungai Papang Munggu	id=g:1752171
Telok Papan	id=g:1752172
Sungai Papan	id=g:1752173
Sungai Papan	id=g:1752174
Sungai Papan	id=g:1752175
Sungai Papan	id=g:1752176
Sungai Papan	id=g:1752177
Sungai Papan	id=g:1752178
Sungai Papan	id=g:1752179
Sungai Papan	id=g:1752180
Sungai Papan	id=g:1752181
Sungai Papan	id=g:1752182
Sungai Papan	id=g:1752183
Sungai Papan	id=g:1752184
Sungai Papan	id=g:1752185
Sungai Papan	id=g:1752186
Sungai Papan	id=g:1752187
Pulau Papan	id=g:1752188
Pasir Papan	id=g:1752189
Lubok Papan	id=g:1752190
Lata Papan	id=g:1752191
Lata Papan	id=g:1752192
Jeram Papan	id=g:1752193
Jenut Papan	id=g:1752194
Chegar Papan	id=g:1752195
Changkat Papan	id=g:1752196
Bukit Papan	id=g:1752197
Bukit Papan	id=g:1752198
Bukit Papan	id=g:1752199
Bukit Papan	id=g:1752200
Bukit Papan	id=g:1752201
Batu Papan	id=g:1752202
Sungai Papali	id=g:1752203
Sungai Papak	id=g:1752204
Papahan	id=g:1752205
Sungai Papa	id=g:1752206
Sungai Papa	id=g:1752207
Sungai Paon	id=g:1752208
Sungai Paon	id=g:1752209
Lubok Paon	id=g:1752210
Sungai Paoh Dagang	id=g:1752211
Sungai Panyur	id=g:1752212
Panyuin	id=g:1752213
Sungai Panyuan	id=g:1752214
Lubok Panyuan	id=g:1752215
Sungai Panyit	id=g:1752216
Sungai Panyerang	id=g:1752217
Sungai Panyan	id=g:1752218
Sungai Panyaau	id=g:1752219
Sungai Panutok Roros	id=g:1752220
Sungai Panupok	id=g:1752221
Bukit Pantu Seruas	id=g:1752222
Bukit Pantu Buri	id=g:1752224
Sungai Pantu Besar	id=g:1752225
Sungai Pantu	id=g:1752226
Sungai Pantu	id=g:1752227
Sungai Pantu	id=g:1752228
Sungai Pantu	id=g:1752229
Sungai Pantu	id=g:1752230
Sungai Pantu	id=g:1752231
Sungai Pantu	id=g:1752232
Sungai Pantu	id=g:1752233
Bukit Pantu	id=g:1752234
Sungai Pantok	id=g:1752235
Sungai Pantok	id=g:1752236
Gunong Panti West	id=g:1752237
Sungai Pantis	id=g:1752238
Sungai Panting	id=g:1752239
Sungai Panting	id=g:1752240
Sungai Pantik	id=g:1752241
Panti Forest Reserve	id=g:1752242
Sungai Panti	id=g:1752243
Gunong Panti	id=g:1752244
Bukit Pantat Ulat	id=g:1752245
Gunong Pantat Lesong	id=g:1752246
Parit Pantas	id=g:1752247
Bukit Pantar	id=g:1752248
Bukit Pantar	id=g:1752249
Sungai Pantan	id=g:1752250
Sungai Pantak	id=g:1752251
Sungai Pantak	id=g:1752252
Sungai Pantak	id=g:1752253
Bukit Pantak	id=g:1752254
Pantai Valley	id=g:1752255
Pantai Remis	id=g:1752256
Sungai Pantai Layang	id=g:1752257
Sungai Pantai Laut	id=g:1752258
Parit Pantai Landu	id=g:1752259
Pulau Pantai Kuda	id=g:1752260
Sungai Pantai Kerachut	id=g:1752261
Pantai Hiboran	id=g:1752262
Pantai Estate	id=g:1752263
Tanjong Pantai Besar	id=g:1752264
Tanjong Pantai Ara	id=g:1752265
Anak Ayer Pantai	id=g:1752266
Hutan Rizab Pantai Acheh	id=g:1752267
Sungai Pantai	id=g:1752268
Sungai Pantai	id=g:1752269
Sungai Pantai	id=g:1752270
Solok Pantai	id=g:1752271
Perhentian Pantai	id=g:1752272
Istana Pantai	id=g:1752273
Sungai Panjang	id=g:1752274
Sungai Panjang	id=g:1752275
Rantau Panjang	id=g:1752276
Rantau Panjang	id=g:1752277
Rantau Panjang	id=g:1752278
Rantau Panjang	id=g:1752279
Rantau Panjang	id=g:1752280
Rantau Panjang	id=g:1752281
Pulau Panjang	id=g:1752282
Pulau Panjang	id=g:1752283
Pulau Panjang	id=g:1752284
Pasir Panjang	id=g:1752285
Pasir Panjang	id=g:1752286
Pasir Panjang	id=g:1752287
Pasir Panjang	id=g:1752288
Pasir Panjang	id=g:1752289
Pasir Panjang	id=g:1752290
Pasir Panjang	id=g:1752291
Parit Panjang	id=g:1752292
Parit Panjang	id=g:1752293
Merabang Panjang	id=g:1752294
Jeram Panjang	id=g:1752295
Jeram Panjang	id=g:1752296
Jeram Panjang	id=g:1752297
Jeram Panjang	id=g:1752298
Jeram Panjang	id=g:1752299
Jeram Panjang	id=g:1752300
Jeram Panjang	id=g:1752301
Gunong Panjang	id=g:1752302
Gunong Panjang	id=g:1752303
Changkat Panjang	id=g:1752304
Changkat Panjang	id=g:1752305
Changkat Panjang	id=g:1752306
Bukit Panjang	id=g:1752307
Bukit Panjang	id=g:1752308
Bukit Panjang	id=g:1752309
Bukit Panjang	id=g:1752310
Sungai Pantagaluang	id=g:1752311
Bukit Pantagaluang	id=g:1752312
Sungai Pansom	id=g:1752313
Sungai Pansang	id=g:1752314
Tanjong Pansa	id=g:1752315
Sungai Pansa	id=g:1752316
Sungai Pandason	id=g:1752317
Sungai Panopoi	id=g:1752318
Sungai Pano	id=g:1752319
Sungai Panjis	id=g:1752320
Bukit Panji	id=g:1752321
Bukit Panji	id=g:1752322
Bukit Panji	id=g:1752323
Gunung Panjas	id=g:1752324
Sungai Panjara	id=g:1752325
Sungai Panjar	id=g:1752326
Parit Panjang Seberang Panchor	id=g:1752327
Parit Panjang Sari	id=g:1752328
Tinteng Panjang Ruwai	id=g:1752329
Panjang Batu Lapang	id=g:1752330
Tasek Panjang	id=g:1752331
Sungai Panjang	id=g:1752332
Sungai Panjang	id=g:1752333
Sungai Panjang	id=g:1752334
Sungai Panjang	id=g:1752335
Sungai Panjang	id=g:1752336
Sungai Panjang	id=g:1752337
Bukit Panjang	id=g:1752338
Bukit Panjang	id=g:1752339
Bukit Panjang	id=g:1752340
Bukit Panjang	id=g:1752341
Bukit Panjang	id=g:1752342
Bukit Panjang	id=g:1752343
Bukit Panjang	id=g:1752344
Bukit Panjang	id=g:1752345
Bukit Panjang	id=g:1752346
Bukit Panjang	id=g:1752347
Alor Panjang	id=g:1752348
Panjai Ruai	id=g:1752349
Panjai Ruai	id=g:1752350
Tinteng Panjai	id=g:1752351
Sungai Panjaga	id=g:1752352
Sungai Panir	id=g:1752353
Sungai Paning	id=g:1752354
Pulau Panimbawan	id=g:1752355
Bukit Paniang	id=g:1752356
Sungai Pangurakan	id=g:1752357
Sungai Pangun	id=g:1752358
Lubok Pang Trap	id=g:1752359
Sungai Pangsun	id=g:1752360
Bukit Pangpang	id=g:1752361
Sungai Pangon	id=g:1752362
Sungai Pangoi	id=g:1752363
Sungai Pang Modik	id=g:1752364
Sungai Pangloran	id=g:1752365
Sungai Panglima	id=g:1752366
Anak Ayer Panglang	id=g:1752367
Charok Pangkurakam	id=g:1752368
Sungai Pangkor	id=g:1752369
Bukit Pangkor	id=g:1752370
Gunong Pangking	id=g:1752371
Sungai Pangkau	id=g:1752372
Sungai Pangkat	id=g:1752373
Sungai Pangkat	id=g:1752374
Tanjong Pangkang	id=g:1752375
Sungai Pangkang	id=g:1752376
Padang Pangkal Kerdas	id=g:1752377
Pangkalan Perangkan	id=g:1752378
Pangkalan Pantu	id=g:1752379
Sungai Pangkalan Damar	id=g:1752380
Sungai Pangkalan Daut	id=g:1752381
Pangkalan Batu	id=g:1752382
Sungai Pangkak	id=g:1752383
Sungai Pangka	id=g:1752384
Sungai Pangka	id=g:1752385
Tanjong Pangitan	id=g:1752386
Sungai Pangit	id=g:1752387
Sungai Pangitis	id=g:1752388
Sungai Pangiran	id=g:1752389
Sungai Pangin	id=g:1752390
Sungai Pangin	id=g:1752391
Sungai Pangin	id=g:1752392
Sungai Pangin	id=g:1752393
Sungai Pangin	id=g:1752394
Sungai Pangi	id=g:1752395
Sungai Pangi	id=g:1752396
Bukit Pangi	id=g:1752397
Panggong Lalaf Mine	id=g:1752398
Panggong Kayu Kelat	id=g:1752399
Sungai Panggong China	id=g:1752400
Panggong Besar Mine	id=g:1752401
Sungai Panggong	id=g:1752402
Sungai Panggong	id=g:1752403
Parit Panggong	id=g:1752404
Bukit Panggong	id=g:1752405
Sungai Panggil Mit	id=g:1752406
Sungai Panggil Ilir	id=g:1752407
Sungai Panggil	id=g:1752408
Lubok Panggil	id=g:1752409
Panggil	id=g:1752410
Panggau	id=g:1752411
Sungai Panggas Besar	id=g:1752412
Sungai Panggang	id=g:1752413
Sungai Panggal	id=g:1752414
Sungai Pangga	id=g:1752415
Bukit Pangga	id=g:1752416
Sungai Pangeran	id=g:1752417
Sungai Pangei	id=g:1752418
Sungai Pangei	id=g:1752419
Sungai Pangatin	id=g:1752420
Sungai Pangatawang	id=g:1752421
Sungai Pangat	id=g:1752422
Sungai Pangasan	id=g:1752423
Sungai Pangasah	id=g:1752424
Sungai Pangasah	id=g:1752425
Pangasaan	id=g:1752426
Sungai Pangas	id=g:1752427
Sungai Panga Ruan	id=g:1752428
Sungai Panganum	id=g:1752429
Bukit Pangang Pakoh	id=g:1752430
Danau Pangang	id=g:1752431
Sungai Panganan	id=g:1752432
Sungai Pangan	id=g:1752433
Sungai Pangan	id=g:1752434
Pengkalan Pangan	id=g:1752435
Bukit Pangan	id=g:1752436
Bukit Pangan	id=g:1752437
Sungai Pangamutun	id=g:1752438
Pang Amo	id=g:1752439
Sungai Pangaleh	id=g:1752440
Sungai Pangalat Kechil	id=g:1752441
Sungai Pangalat Besar	id=g:1752442
Kuala Pangalat	id=g:1752443
Pangakayan	id=g:1752444
Tanjong Pangai	id=g:1752445
Sungai Pangai	id=g:1752446
Sungai Pangai	id=g:1752447
Sungai Pangai	id=g:1752448
Sungai Pangai	id=g:1752449
Sungai Pangagut	id=g:1752450
Sungai Pangadang	id=g:1752451
Sungai Panga	id=g:1752452
Sungai Paneh	id=g:1752453
Sungai Pandug	id=g:1752454
Sungai Pandiruan	id=g:1752455
Baroh Pandir	id=g:1752456
Sungai Panding	id=g:1752457
Sungai Pandau	id=g:1752458
Pandasan Plain	id=g:1752459
Sungai Pandasan	id=g:1752460
Sungai Pandaruan	id=g:1752461
Sungai Pandarasan	id=g:1752462
Sungai Pandan Pandan	id=g:1752463
Pulau Pandan Pandan	id=g:1752464
Pandan Protected Forest Tisok-Merirai Extension	id=g:1752465
Pandan Protected Forest	id=g:1752466
Teluk Pandan Kecil	id=g:1752467
Telok Pandang	id=g:1752468
Sungai Pandang	id=g:1752469
Teluk Pandan Besar	id=g:1752470
Sungai Pandan Batu	id=g:1752471
Tanjung Pandang	id=g:1752472
Tanjong Pandan	id=g:1752473
Tanjong Pandan	id=g:1752474
Tanjong Pandan	id=g:1752475
Tanjong Pandan	id=g:1752476
Tanjung Pandan	id=g:1752477
Sungai Pandan	id=g:1752478
Sungai Pandan	id=g:1752479
Sungai Pandan	id=g:1752480
Sungai Pandan	id=g:1752481
Sungai Pandan	id=g:1752482
Sungai Pandan	id=g:1752483
Sungai Pandan	id=g:1752484
Pulau Pandan	id=g:1752485
Parit Pandan	id=g:1752486
Bukit Pandan	id=g:1752487
Bukit Pandan	id=g:1752488
Bukit Pandan	id=g:1752489
Ayer Pandan	id=g:1752490
Parit Pandak Puteh	id=g:1752491
Pandak Estate	id=g:1752492
Sungai Pandak	id=g:1752493
Pasir Pandak	id=g:1752494
Pasir Pandak	id=g:1752495
Pasir Pandak	id=g:1752496
Panchur Pangan	id=g:1752497
Sungai Panchur	id=g:1752498
Paya Panchur	id=g:1752499
Sungai Panchor Uboh	id=g:1752500
Sungai Pancur Merah	id=g:1752501
Bukit Panchor Gemuroh	id=g:1752502
Panchor Estate	id=g:1752503
Sungai Panchor Buloh	id=g:1752504
Sungai Panchor Ara	id=g:1752505
Tanjung Pancur	id=g:1752506
Sungai Panchor	id=g:1752507
Sungai Panchor	id=g:1752508
Sungai Panchor	id=g:1752509
Sungai Pancur	id=g:1752510
Sungai Panchor	id=g:1752511
Sungai Panchor	id=g:1752512
Sungai Panchor	id=g:1752513
Sungai Panchor	id=g:1752514
Sungai Panchor	id=g:1752515
Sungai Panchor	id=g:1752516
Sungai Panchor	id=g:1752517
Sungai Panchor	id=g:1752518
Sungai Panchor	id=g:1752519
Sungai Panchor	id=g:1752520
Sungai Panchor	id=g:1752521
Parit Panchor	id=g:1752522
Gunong Panchor	id=g:1752523
Changkat Panchor	id=g:1752524
Bukit Panchor	id=g:1752525
Bukit Panchor	id=g:1752526
Bukit Panchor	id=g:1752527
Bukit Panchor	id=g:1752528
Sungai Panching	id=g:1752529
Bukit Panching	id=g:1752530
Sungai Panchar Kerongon	id=g:1752531
Sungai Panchang Bedena	id=g:1752532
Sungai Panchangak	id=g:1752533
Sungai Panawan	id=g:1752534
