Temple Ner Tamid	id=g:6334684
Hope Lutheran Church	id=g:6335350
Prior Lake Baptist Church	id=g:6335351
Friendship Church	id=g:6335352
Prior Lake Assembly of God Church	id=g:6335353
Holy Cross Lutheran Church	id=g:6335354
Church of Saint Michael	id=g:6335355
Christ Community Church	id=g:6335356
Jehovah's Witnesses	id=g:6335357
Saint Paul's Lutheran Church	id=g:6335358
Minnesota Valley Community Club	id=g:6335359
Glendale United Methodist Church	id=g:6335360
Unity of the Valley Church	id=g:6335361
Saint John the Baptist Catholic Church	id=g:6335362
Bridgewood Church	id=g:6335363
Saint Mary Magdalene Lutheran Church	id=g:6335364
Cross of Peace Lutheran Church	id=g:6335365
Living Water Community Church	id=g:6335366
New Life Christian Fellowship	id=g:6335367
Kingdom Hall of Jehovah's Witnesses	id=g:6335368
Saint Hubert's Catholic Church	id=g:6335369
Family of Christ Lutheran Church	id=g:6335370
Pioneer Evangelical Free Church	id=g:6335371
Oakwood Community Church	id=g:6335372
Shakopee Baptist Church	id=g:6335373
Riverside Community Church	id=g:6335374
River of Life Community Church	id=g:6335375
Mount Olive Evangelical Lutheran Church	id=g:6335376
Christ Lutheran Church	id=g:6335377
Good News Lutheran Church	id=g:6335378
Russian Evangelical Christian Church	id=g:6335379
Saint John's Lutheran Church	id=g:6335380
Assemblies of God Church	id=g:6335381
Saint Mark's Catholic Church	id=g:6335382
Saint Mary's Catholic Church	id=g:6335383
New Spirit United Church of Christ	id=g:6335384
Antioch Seventh Day Adventist Church	id=g:6335385
Ascension Lutheran Church	id=g:6335386
Community Presbyterian Church	id=g:6335387
First Baptist Church	id=g:6335388
Saint Lukes African Methodist Episcopal Church	id=g:6335389
Gordon Chapel African Methodist Episcopal Church	id=g:6335390
Great Bridge Baptist Church	id=g:6335391
Great Bridge Congregational Church	id=g:6335392
Great Bridge United Methodist Church	id=g:6335393
Saint Thomas Episcopal Church	id=g:6335394
Great Bridge Presbyterian Church	id=g:6335395
Lees Chapel African Methodist Episcopal Church	id=g:6335396
Fellowship Baptist Church	id=g:6335397
Covenant United Methodist Church	id=g:6335398
Jolliff United Methodist Church	id=g:6335399
Asbury Methodist Church	id=g:6335400
Church of Christ	id=g:6335401
First Assembly of God Church	id=g:6335402
Great Neck Baptist Church	id=g:6335403
Emmanuel Lutheran Church	id=g:6335404
Thalia United Methodist Church	id=g:6335405
Lynnhaven Presbyterian Church	id=g:6335406
First Baptist Church	id=g:6335407
Level Green Baptist Church	id=g:6335408
Avalon Hills Baptist Church	id=g:6335409
Saint Theresa Chapel	id=g:6335410
Our Saviors Lutheran Church	id=g:6335411
Bay Lake United Methodist Church	id=g:6335412
Diamond Springs Baptist Church	id=g:6335413
Diamond Springs Christian Church	id=g:6335414
Bayside Christian Church	id=g:6335415
Bayside Baptist Church	id=g:6335416
New Creation Assembly of God Church	id=g:6335417
Bayside Presbyterian Church	id=g:6335418
Westwood Hill Baptist Church	id=g:6335419
Hope Lutheran Church	id=g:6335420
Zion Grace United Methodist Church	id=g:6335421
Church of the Good Shepherd	id=g:6335422
Second Presbyterian Church	id=g:6335423
Glenwood Park Presbyterian Church	id=g:6335424
Larchmont Baptist Church	id=g:6335425
Larchmont United Methodist Church	id=g:6335426
Norfolk Church of Christ	id=g:6335427
Trinity Evangelical Lutheran Church	id=g:6335428
Blessed Sacrament Church	id=g:6335429
Church of the Ascension	id=g:6335430
Royster Memorial Presbyterian Church	id=g:6335431
First Baptist Church of Bolling Brook	id=g:6335432
New Mount Zion African Methodist Episcopal Church	id=g:6335433
Beth Messiah Synagogue	id=g:6335434
Temple Israel	id=g:6335435
Willowwood Presbyterian Church	id=g:6335436
Christ The King Church	id=g:6335437
Temple Baptist Church	id=g:6335438
Lafayette Presbyterian Church	id=g:6335439
Church of the Epiphany	id=g:6335440
First United Methodist Church	id=g:6335441
Christian Temple	id=g:6335442
Faith Fellowship Christian Center	id=g:6335443
Angelic Church of God and Christ	id=g:6335444
Bethel Church of Norfolk	id=g:6335445
Park Place Baptist Church	id=g:6335446
Park Place United Methodist Church	id=g:6335447
Norfolk Bible Baptist Church	id=g:6335448
Knox Presbyterian Church	id=g:6335449
Memorial Spiritualist Church	id=g:6335450
New Beginnings Deliverance Church	id=g:6335451
True Vine Church of Deliverance	id=g:6335452
Immanuel Presbyterian Church	id=g:6335453
Tabernacle of Prayer For All	id=g:6335454
Little Zion Baptist Church	id=g:6335455
Oak Grove United Methodist Church	id=g:6335456
Saint Stephen's Episcopal Church	id=g:6335457
Norview United Methodist Church	id=g:6335458
Norview Baptist Church	id=g:6335459
Norview Presbyterian Church	id=g:6335460
Living Word Pentecostal Church	id=g:6335461
Calvary Baptist Church	id=g:6335462
Christ's Sanctified Holy Church	id=g:6335463
Azalea Garden Church of God	id=g:6335464
Ambassador For Christ Worship Center	id=g:6335465
Norfolk Garden Baptist Church	id=g:6335466
Christ Lutheran Church	id=g:6335467
Azalea Baptist Church	id=g:6335468
Calvin Presbyterian Church	id=g:6335469
Saint John's United Methodist Church	id=g:6335470
East Ocean View Baptist Church	id=g:6335471
New Life Christian Center	id=g:6335472
Our Lady of the Prairie Church	id=g:6335473
River Rock Church	id=g:6335474
Saint John the Baptist Church	id=g:6335475
Zion United Methodist Church	id=g:6335476
Saint Nicholas Church	id=g:6335477
Saint Patrick Church	id=g:6335478
Tree of Life Church	id=g:6335480
Saint Paul's Lutheran Church	id=g:6335481
Holy Trinity Catholic Church	id=g:6335482
Ocean View Baptist Church	id=g:6335483
Miles Memorial United Methodist Church	id=g:6335484
Willoughby Chapel	id=g:6335485
First View Baptist Church	id=g:6335486
Ocean View Presbyterian Church	id=g:6335487
Saint John Lutheran Church	id=g:6335488
First Church of God	id=g:6335489
Wesley Memorial United Methodist Church	id=g:6335490
Oakdale Presbyterian Church	id=g:6335491
Bible Believes Baptist Church	id=g:6335492
Mount Pleasent Baptist Church	id=g:6335493
First Baptist Church	id=g:6335494
South Norfolk Congregational Church	id=g:6335495
South Norfolk Baptist Church	id=g:6335496
Chesapeake Avenue United Methodist Church	id=g:6335497
Mount Zion Church	id=g:6335498
Southside Baptist Church	id=g:6335499
Jerusalem United Holy Church	id=g:6335500
Saint Joseph African Methodist Episcopal Church	id=g:6335501
First Baptist Church of West Munden	id=g:6335502
Providence United Church of Christ	id=g:6335503
Disciples of Jesus Church	id=g:6335504
Greater Mount Zion Baptist Church	id=g:6335505
Bibleway Holiness Church	id=g:6335506
Bible Baptist Church	id=g:6335507
New Mount Olive African Methodist Episcopal Church	id=g:6335508
Strait Gate Evangelistic Baptist Church	id=g:6335509
Rosemont Christian Church	id=g:6335510
Community Baptist Church	id=g:6335511
Raleigh Heights Baptist Church	id=g:6335512
Saint Wenceslaus Catholic Church	id=g:6335513
Blessed Hope Chapel	id=g:6335514
Trinity Lutheran Church	id=g:6335515
Saint Johns Lutheran Church	id=g:6335516
Advent Episcopal Church	id=g:6335517
Missionary Full Gospel Church	id=g:6335518
First Presbyterian Church	id=g:6335519
Christian Reformed Church	id=g:6335520
Bayview Baptist Church	id=g:6335521
Bayview United Church of Christ	id=g:6335522
Christ United Methodist Church	id=g:6335523
Hyde Park Free Will Baptist Church	id=g:6335524
Calvary Church of the Nazarene	id=g:6335525
Zion Light Church of Christ	id=g:6335526
Olive Grove Baptist Church	id=g:6335527
New Mount Zion Church of God	id=g:6335528
Tabernacle Voice of Deliverance	id=g:6335529
Macedonia United Christian Church	id=g:6335530
United House of Prayer	id=g:6335531
Mason Memorial Church of God	id=g:6335532
Wesley Union African Methodist Episcopal Church	id=g:6335533
Garden of Prayer Temple	id=g:6335534
First Calvary Baptist Church	id=g:6335535
New Calvary Baptist Church	id=g:6335536
Jerusalem Baptist Church	id=g:6335537
Greater Metropolitan Zion Church	id=g:6335538
Christ Pentecostal Church	id=g:6335539
Saint Mary of the Immaculate Conception Church	id=g:6335540
Freemason Street Baptist Church	id=g:6335541
Epworth United Methodist Church	id=g:6335542
Grace Episcopal Church	id=g:6335543
Shiloh Baptist Church	id=g:6335544
Greater House of Faith Church	id=g:6335545
Garretts Community Baptist Church	id=g:6335546
Campostella Seventh Day Adventist Church	id=g:6335547
Morning Star United Holy Church	id=g:6335548
Metropolitan African Methodist Episcopal Church	id=g:6335549
Saint Paul Church of God in Christ	id=g:6335550
New Rising Sun United Holy Church	id=g:6335551
Smyrna Community Church	id=g:6335552
Center of Love Church of God	id=g:6335553
Saint Mark United Church of Christ	id=g:6335554
New Saint Mark Holiness Church	id=g:6335555
Hood Chapel African Methodist	id=g:6335556
Church of the Lord Jesus Christ	id=g:6335557
Greater Mount Zion Community Church	id=g:6335558
House of Prayer For All People	id=g:6335559
Saint James African Methodist Episcopal Church	id=g:6335560
Antioch Baptist	id=g:6335561
Phillippi Church of Christ	id=g:6335562
Faithway Apostolic Church	id=g:6335563
United Mission Holiness Church	id=g:6335564
Highland Park Four Square Gospel Church	id=g:6335565
Covenant Baptist Church	id=g:6335566
Highland Park Church of the Nazarene	id=g:6335567
Saint Andrew's Episcopal Church	id=g:6335568
Central Baptist Church	id=g:6335569
Christ and Saint Lukes Church	id=g:6335570
Ghent United Methodist Church	id=g:6335571
Ohef Sholom Temple	id=g:6335572
Sacred Heart Church	id=g:6335573
Colonial Avenue United Methodist Church	id=g:6335574
Saint Mark Rzua Church	id=g:6335575
B'nai Israel Congregation	id=g:6335576
Beth El Temple	id=g:6335577
Garden of Prayer Number 3	id=g:6335578
Herald of His Coming Church of God In Christ	id=g:6335579
Faith Deliverance Christian Church	id=g:6335580
Church of Restoration	id=g:6335581
Mount Olive Baptist Church	id=g:6335582
Mount Zion Pentecostal Church	id=g:6335583
Philadephia Church of Christ	id=g:6335584
Saint Paul Church of Christ	id=g:6335585
Union Chapel African Methodist Episcopal Church	id=g:6335586
Way of the Cross Church	id=g:6335587
Fairmont Park United Methodist Church	id=g:6335588
Mount Hermon Baptist Church	id=g:6335589
Freedom Church of God in Christ	id=g:6335590
Emanuel Holy Temple	id=g:6335591
Trinity Baptist Church	id=g:6335592
Unity Lutheran Church	id=g:6335593
Second Calvary Baptist Church	id=g:6335594
Solid Rock Church of Christ	id=g:6335595
Convenant Presbyterian Church	id=g:6335596
Bethlehem Baptist Church	id=g:6335597
Bethel Baptist Church	id=g:6335598
Jehovah's Witnesses Congregation	id=g:6335599
Immanuel United Methodist Church	id=g:6335600
Faith Free Lutheran Church	id=g:6335601
Valleyfair Baptist Church	id=g:6335602
Meadow Spring Community Church	id=g:6335603
Calvary United Methodist Church	id=g:6335604
Pilgrim Holliness Church	id=g:6335605
Occidental United Presbyterian Church	id=g:6335606
Saint Bernard's Roman Catholic Church	id=g:6335607
Mount Washington Four Square Church	id=g:6335608
Cypress Park Christian Church	id=g:6335609
Divine Saviour Catholic Church	id=g:6335610
Kingdom Hall of Jehovahs Witness	id=g:6335611
Highland View Pentecostal Assembly Church	id=g:6335612
Sycamore Park Foursquare Church	id=g:6335613
Seventh Day Baptist Church	id=g:6335614
Pillar of Fire Church	id=g:6335615
Mount Washington Presbyterian Church	id=g:6335616
Milo Terrace Baptist Church	id=g:6335617
York Boulevard Church of Christ	id=g:6335618
The Church of Jesus Christ of Latter Day Saints	id=g:6335619
Avenue 54 Gospel Hall	id=g:6335620
Church of God	id=g:6335621
Saint Ignatius Dominican Convent	id=g:6335622
Highland Park Christian Church	id=g:6335623
Highland Park Baptist Church	id=g:6335624
Temple Beth Israel	id=g:6335625
All Saints Episcopal Church	id=g:6335626
Saint Luke's United Methodist Church	id=g:6335627
Temple of Tarot and Holy Qabalah	id=g:6335628
Highland Park Presbyterian Church	id=g:6335629
Fourth Church of Christ Scientist	id=g:6335630
The Apostolic Church	id=g:6335631
Herman Free Methodist Church	id=g:6335632
Highland Park Church of God	id=g:6335633
Lutheran Church of the Good Shepherd	id=g:6335634
New Apostolic Church	id=g:6335635
Garvanza Methodist Church	id=g:6335636
Grace Presbyterian Church	id=g:6335637
Saint Susanna Catholic Church	id=g:6335638
Socialville Baptist Church	id=g:6335639
Vineyard Community Church	id=g:6335640
Church of the Mediator (historical)	id=g:6335641
Horse Creek Church	id=g:6335642
Kingdom Hall of Jehovahs Witnesses	id=g:6335643
Chapel In The Woods	id=g:6335644
David Adams Memorial Chapel	id=g:6335645
Plainview Church	id=g:6335646
Kingdom Hall of Jehovahs Witnesses	id=g:6335647
First Christian Church	id=g:6335648
Chabad Center of Mid Suffolk	id=g:6335649
Christ The King Catholic Church	id=g:6335650
Church of Christ	id=g:6335651
Cleft of the Rock Bible Chapel	id=g:6335652
Commack Church of God	id=g:6335653
Commack Jewish Center	id=g:6335654
Commack Methodist Church	id=g:6335655
Holy Cross Lutheran Church	id=g:6335656
Brisben Baptist Church	id=g:6335657
Missionary Church	id=g:6335658
Jeff Creek Church	id=g:6335659
New Hope Church	id=g:6335660
Saint Brigid's Roman Catholic Church (historical)	id=g:6335661
Bee Branch Church	id=g:6335662
Riverside Church	id=g:6335663
Saint Paul's United Church of Christ	id=g:6335664
Saint Johns Catholic Church	id=g:6335665
Grace Evangelical Lutheran Church	id=g:6335666
Bethlehem Evangelical Lutheran Church	id=g:6335667
Saint Francis Episcopal Church	id=g:6335668
Glad Tidings Tabernacle Church	id=g:6335669
Calvary Baptist Church (historical)	id=g:6335670
Iglesia Adventista Del Septimo Dia	id=g:6335671
Calvary Christian Fellowship	id=g:6335672
New York City Rescue Mission	id=g:6335673
Cremorne Mission (historical)	id=g:6335674
Hebron Lutheran Church	id=g:6335675
Hopeful Lutheran Church	id=g:6335676
Kento-Boo Baptist Church	id=g:6335677
Saint Paul Church	id=g:6335678
Union Baptist Church	id=g:6335679
First Baptist Church	id=g:6335680
Victory Baptist Church	id=g:6335681
Heritage Assembly of God Church	id=g:6335682
Holtsinger Memorial Presbyterian Church	id=g:6335683
Tri-County Assembly of God Church	id=g:6335684
Port Union Bible Chapel	id=g:6335685
Bethany United Methodist Church	id=g:6335686
Christ The King Lutheran Church	id=g:6335687
Independent Free Will Baptist Church	id=g:6335688
Saint John Church	id=g:6335689
West Chester Old Baptist Church	id=g:6335690
West Chester Presbyterian Church	id=g:6335691
West Chester Wesleyan Church	id=g:6335692
Saint Martin Catholic Church	id=g:6335693
Fayetteville Methodist Church	id=g:6335694
Saint Angela Merici Church	id=g:6335695
Faith Free Will Baptist Church	id=g:6335696
Seaford Church of Christ	id=g:6335697
Saint Mark Lutheran Church	id=g:6335698
Yorktown Baptist Church	id=g:6335699
Ascension Of Our Lord Byzantine Church	id=g:6335700
Church of the Nazarene	id=g:6335701
Saint Vincent De Paul Catholic Church	id=g:6335702
Trinity Lutheran Church	id=g:6335703
Temple Sinai	id=g:6335704
North Riverside Baptist Church	id=g:6335705
Lakeside Church	id=g:6335706
North Side Church of Christ	id=g:6335707
Resurrection Lutheran Church	id=g:6335708
Providence Church	id=g:6335709
Church of God	id=g:6335710
Faith Christian Fellowship Church	id=g:6335711
Cornerstone Church of God	id=g:6335712
Crescent Springs Baptist Church	id=g:6335713
Crescent Springs Presbyterian Church	id=g:6335714
Elsmere Baptist Church	id=g:6335715
Epworth Methodist Church	id=g:6335716
Erlanger Baptist Church	id=g:6335717
Erlanger Christian Church	id=g:6335718
Erlanger Church of Christ	id=g:6335719
Erlanger Church of the Nazarene	id=g:6335720
Erlanger United Methodist Church	id=g:6335721
First Baptist Church	id=g:6335722
Brammer Gap Church	id=g:6335723
First Church of the Nazarene	id=g:6335724
Fort Mitchell Baptist Church	id=g:6335725
Immanuel United Methodist Church	id=g:6335726
Lakeside Christian Church	id=g:6335727
Saint Agnes Church	id=g:6335728
Saint Henry Church	id=g:6335729
Saint Joseph Church	id=g:6335730
Saint Paul's Christian Community Church	id=g:6335731
Gunpowder Church (historical)	id=g:6335732
Kingdom Hall Church	id=g:6335733
Tabernacle of Faith Church	id=g:6335734
Bullittsville Christian Church	id=g:6335735
Burlington Baptist Church	id=g:6335736
Burlington Church of Christ	id=g:6335737
Church of Christ	id=g:6335738
Constance Brethren Church	id=g:6335739
Constance Christian Church	id=g:6335740
Florence Baptist Church	id=g:6335741
Florence Christian Church	id=g:6335742
Florence Community Church	id=g:6335743
Grace Episcopal Church	id=g:6335744
Hebron Gospel Fellowship Church	id=g:6335745
Rolling Hills Christian Church	id=g:6335746
Saint Andrews Episcopal Church	id=g:6335747
Saint Catherine of Siena Church	id=g:6335748
Saint Joseph Church	id=g:6335749
Saint Lukes Lutheran Church	id=g:6335750
Saint Paul United Church of Christ	id=g:6335751
Saint Therese Church	id=g:6335752
Saint Thomas Church	id=g:6335753
University Christian Church	id=g:6335754
Trinity Baptist Church	id=g:6335755
Clifton United Brethren Church (historical)	id=g:6335756
Bible Believers Baptist Church	id=g:6335757
First Baptist Church	id=g:6335758
