Ségou	id=g:2245694
Léyène	id=g:2249300
Léyène	id=g:2249301
Marigot de Leybar	id=g:2249302
Léwa	id=g:2249303
Lévé Ngaou	id=g:2249304
Lévé	id=g:2249305
Lévé	id=g:2249306
Léwa Diafoulbé	id=g:2249307
Léwé Amat	id=g:2249308
Léva Amat	id=g:2249309
Léti Kobra	id=g:2249310
Les Mamelles	id=g:2249311
Lérovalo	id=g:2249312
Lérène	id=g:2249313
Léré	id=g:2249314
Léré	id=g:2249315
Lérane Sambou	id=g:2249316
Lérane Koli	id=g:2249317
Lérabé	id=g:2249318
Banc Lequéré	id=g:2249319
Léona Ndiaye	id=g:2249320
Léona	id=g:2249321
Léona	id=g:2249322
Léona	id=g:2249323
Léona	id=g:2249324
Léona	id=g:2249325
Léoba	id=g:2249326
Lénkéring	id=g:2249327
Lénguéto	id=g:2249328
Lenguédié	id=g:2249329
Léné Mare	id=g:2249330
Léné	id=g:2249331
LeNdiael	id=g:2249332
Lemkar	id=g:2249333
Lemdou	id=g:2249334
Lèm-dem	id=g:2249335
Lem Dam	id=g:2249336
Lélou	id=g:2249337
Lélo	id=g:2249338
Tchangol Lélé	id=g:2249339
Léldi	id=g:2249340
Léla	id=g:2249341
Lésféllo	id=g:2249342
Leïbar	id=g:2249343
Lègui	id=g:2249344
Léguèt	id=g:2249345
Légnanène	id=g:2249346
Lefeu	id=g:2249347
Léféllo	id=g:2249348
Leclerc	id=g:2249349
Léboudou Peul	id=g:2249350
Léboudou Doué	id=g:2249351
Leboudi	id=g:2249352
Lébaré Tianniéto	id=g:2249353
Léba Aliou	id=g:2249354
Léba	id=g:2249355
Leba	id=g:2249356
Layéyana	id=g:2249357
Layène Korédia	id=g:2249358
Layène Boumak	id=g:2249359
Laye	id=g:2249360
Layam	id=g:2249361
Layabé	id=g:2249362
Lavassor	id=g:2249363
Levangaye	id=g:2249364
Latol	id=g:2249365
Latol	id=g:2249366
Latmingué	id=g:2249367
Latir	id=g:2249368
Tiangol Latiéwol	id=g:2249369
Latiéouol	id=g:2249370
Lati	id=g:2249371
Larédji	id=g:2249372
Lao Laourou	id=g:2249373
Laolao	id=g:2249374
Lao	id=g:2249375
Lanta	id=g:2249376
Lanpour	id=g:2249377
Languène	id=g:2249378
Parc Nationalde la Langue de Barbarie	id=g:2249379
Langomak	id=g:2249380
Langlaji	id=g:2249381
Langar Deune	id=g:2249382
Langar	id=g:2249383
Lanel	id=g:2249384
Lanéane	id=g:2249385
Landiéni	id=g:2249386
Landé Baytil	id=g:2249387
Landang	id=g:2249388
Lombél	id=g:2249389
Lanbayène	id=g:2249390
Lanbanèm	id=g:2249391
Lanarou	id=g:2249392
Lam Sar	id=g:2249393
Lampsar	id=g:2249394
Lampsar	id=g:2249395
Lampado	id=g:2249396
Lamoye Badara	id=g:2249397
Lamoyé Ali Diogoma	id=g:2249398
Lamoye	id=g:2249399
Lamouèye	id=g:2249400
Forêt Classée de Lam Nayo	id=g:2249401
Forêt Classée de Lam Nadié	id=g:2249402
Lam-Lam	id=g:2249403
Laminia	id=g:2249404
Lamina	id=g:2249405
Lambaye	id=g:2249406
Lambaye	id=g:2249407
Lambatara	id=g:2249408
Forêt Classée de Lambango	id=g:2249409
Lambango	id=g:2249410
Lambane Vilane	id=g:2249411
Lambane Touré	id=g:2249412
Lambadjé	id=g:2249413
Lamaran	id=g:2249414
Lama Peul	id=g:2249415
Lamane	id=g:2249416
Lama Kibel	id=g:2249417
Lama	id=g:2249418
Lama	id=g:2249419
Tiângol Ilaloya	id=g:2249420
Laloye	id=g:2249421
Lalovi	id=g:2249422
Lalli	id=g:2249423
Lalane	id=g:2249424
Lalam	id=g:2249425
Lakoudou	id=g:2249426
Lakanta	id=g:2249427
Lay Avou	id=g:2249428
Lanèn	id=g:2249429
Lahim Lobé	id=g:2249430
Forêt Classée de Lahel	id=g:2249431
Lahel	id=g:2249432
Laguène	id=g:2249433
Lagué	id=g:2249434
Lagordé	id=g:2249435
Lagnar	id=g:2249436
Lagbar	id=g:2249437
Lagane	id=g:2249438
Ladongol	id=g:2249439
Périmètre de Reboisement du Lac Retba	id=g:2249440
Bôlon Labor	id=g:2249441
Labissinti	id=g:2249442
Laba Tiadao	id=g:2249443
Labat	id=g:2249444
Lâ	id=g:2249445
Krissime	id=g:2249446
Kratchinn	id=g:2249447
Krapsou	id=g:2249448
Koyelol	id=g:2249449
Vèndou Koyélé	id=g:2249450
Koya	id=g:2249451
Kovel	id=g:2249452
Kouyon-Ko	id=g:2249453
Kouyé	id=g:2249454
Kouyané Ndiaène	id=g:2249455
Kouyané Kandji	id=g:2249456
Kouyané	id=g:2249457
Koutourfa	id=g:2249458
Koutounta Ali Koli	id=g:2249459
Koutoukounda	id=g:2249460
Koutoubo	id=g:2249461
Koutingor	id=g:2249462
Koutiara	id=g:2249463
Koutia Koto	id=g:2249464
Koutiakoto	id=g:2249465
Koutiaké	id=g:2249466
Koutia Gaïdi	id=g:2249467
Koutia Ba	id=g:2249468
Tiangol Koutia	id=g:2249469
Koutia	id=g:2249470
Koutia	id=g:2249471
Koutia	id=g:2249472
Koutia	id=g:2249473
Koutenabé	id=g:2249474
Koutchouch	id=g:2249475
Koutanto	id=g:2249476
Koutango	id=g:2249477
Koutal Abdou Dramé	id=g:2249478
Forêt Classée de Koutal	id=g:2249479
Koutal	id=g:2249480
Koutadala	id=g:2249481
Kouta	id=g:2249482
Koussous	id=g:2249483
Koussola	id=g:2249484
Koussako	id=g:2249485
Koussoko	id=g:2249486
Koussi	id=g:2249487
Koussaor	id=g:2249488
Koussane	id=g:2249489
Koussanar Ndi	id=g:2249490
Forêt Classée de Koussanar	id=g:2249491
Koussanar	id=g:2249492
Koussanar	id=g:2249493
Koussalang	id=g:2249494
Koussalan	id=g:2249495
Koussalam	id=g:2249496
Koussadi Mare	id=g:2249497
Koussabel	id=g:2249498
Île de Kousmar	id=g:2249499
Forêt Classée de Kousmar	id=g:2249500
Kourtara	id=g:2249501
Kouroundi	id=g:2249502
Kourou Loumbol	id=g:2249503
Kourou Karémi	id=g:2249504
Kourou Karané	id=g:2249505
Kourou Kadié	id=g:2249506
Forêt Classée de Kourouk	id=g:2249507
Kourouk	id=g:2249508
Kourou Galo	id=g:2249509
Kourou Diobène	id=g:2249510
Kourou Diakouma	id=g:2249511
Kouroubambé	id=g:2249512
Kourouba	id=g:2249513
Kourou	id=g:2249514
Kour Nbelgor	id=g:2249515
Kourkour	id=g:2249516
Kourkadji	id=g:2249517
Kourioum	id=g:2249518
Kouring	id=g:2249519
Kouré Loukouk	id=g:2249520
Koylel	id=g:2249521
Kouré Kountou	id=g:2249522
Kouré Dialamane	id=g:2249523
Kouré	id=g:2249524
Kouré	id=g:2249525
Kouré	id=g:2249526
Kouré	id=g:2249527
Kouré	id=g:2249528
Kouré	id=g:2249529
Kourbol	id=g:2249530
Koura Tiobéri	id=g:2249531
Koura Rhaye	id=g:2249532
Koura Mouride	id=g:2249533
Kipoussouleye	id=g:2249534
Koupar	id=g:2249535
Kouonko Doua	id=g:2249536
Kountouata	id=g:2249537
Kountiao Souaré	id=g:2249538
Kountiakolo	id=g:2249539
Kountaba	id=g:2249540
Kounprinié	id=g:2249541
Kounounding Dioé	id=g:2249542
Kounoun	id=g:2249543
Kounoudoki	id=g:2249544
Kounkané	id=g:2249545
Kounkali	id=g:2249546
Kounias	id=g:2249547
Kouniara Santo	id=g:2249548
Koungoun	id=g:2249549
Koungneul Sossé	id=g:2249550
Koung Koung Sérère	id=g:2249551
Koung Koung	id=g:2249552
Forêt Classée de Koungheul	id=g:2249553
Koungheul	id=g:2249554
Koungani	id=g:2249555
Koungala	id=g:2249556
Koungala	id=g:2249557
Koundo	id=g:2249558
Koundiougor	id=g:2249559
Koundi Boki	id=g:2249560
Koundiataniène	id=g:2249561
Koundiao	id=g:2249562
Koundel	id=g:2249563
Koundel	id=g:2249564
Koundaya	id=g:2249565
Koundane	id=g:2249566
Koundan	id=g:2249567
Kounbakouri	id=g:2249568
Kounayan	id=g:2249569
Kounayan	id=g:2249570
Kounatouba	id=g:2249571
Kounar	id=g:2249572
Kounambène	id=g:2249573
Koumperto	id=g:2249574
Koumpépé	id=g:2249575
Koumpentoum	id=g:2249576
Forêt Classée de Koumpenntoum	id=g:2249577
Koumpal	id=g:2249578
Koumboutourou	id=g:2249579
Koumboutourou	id=g:2249581
Koumouk	id=g:2249582
Koum Koum	id=g:2249583
Koum Koum	id=g:2249584
Kouméra	id=g:2249585
Koumbiya	id=g:2249586
Koumbin	id=g:2249587
Koumbidjan	id=g:2249588
Koumbidia	id=g:2249589
Koumbiaroto	id=g:2249590
Koumbamo	id=g:2249591
Koumbal	id=g:2249592
Koumbakoulou	id=g:2249593
Koumbako	id=g:2249594
Koumbakiri	id=g:2249595
Koumbakara	id=g:2249596
Koumbadiouma	id=g:2249597
Koumaré	id=g:2249598
Koumane	id=g:2249599
Koumambouré Maoundé	id=g:2249600
Koumafélé	id=g:2249601
Koulour Etoupaye	id=g:2249602
Forêt Classée de la Koulountou	id=g:2249603
Koulountou	id=g:2249604
Kouloumbodou	id=g:2249605
Koulouk	id=g:2249606
Koulouk	id=g:2249607
Koulobori	id=g:2249608
Koulkoulto	id=g:2249609
Koulinnto	id=g:2249610
Koulinnto	id=g:2249611
Koulinnto	id=g:2249612
Koulinnkoto	id=g:2249613
Koulinndiara	id=g:2249614
Koulimbo River	id=g:2249615
Koulimba	id=g:2249616
Koulikan	id=g:2249617
Kouli	id=g:2249618
Koulégna	id=g:2249619
Forêt Classée de Koulaye	id=g:2249620
Koulaye	id=g:2249621
Koulaye	id=g:2249622
Koularé	id=g:2249623
Koular	id=g:2249624
Koular	id=g:2249625
Koulandian Binako	id=g:2249626
Koul	id=g:2249627
Koukouyel	id=g:2249628
Koukoukoto	id=g:2249629
Koukoukolo	id=g:2249630
Koukou	id=g:2249631
Koukoto	id=g:2249632
Koukoto	id=g:2249633
Koukoma	id=g:2249634
Koukari	id=g:2249635
Koukadi	id=g:2249636
Koukadi	id=g:2249637
Kouini	id=g:2249638
Kouïnar	id=g:2249639
Kougne	id=g:2249640
Kofel	id=g:2249641
Kouélirou	id=g:2249642
Kouel	id=g:2249643
Koudoureyel	id=g:2249644
Forêt Classée de Koudora	id=g:2249645
Koudora	id=g:2249646
Koudom	id=g:2249647
Koudjini	id=g:2249648
Koudj	id=g:2249649
Koudioundou	id=g:2249650
Koudioubé	id=g:2249651
Koudiel	id=g:2249652
Koudibékounda	id=g:2249653
Koudi	id=g:2249654
Kodi Kourou	id=g:2249655
Koudé	id=g:2249656
Koubone	id=g:2249657
Koubone	id=g:2249658
Koubanao	id=g:2249659
Koubanak	id=g:2249660
Koubalar	id=g:2249661
Koubalan	id=g:2249662
Kouba	id=g:2249663
Kouaré	id=g:2249664
Kouak	id=g:2249665
Kouadi Baïnouk	id=g:2249666
Kotoum	id=g:2249667
Koto Bel	id=g:2249668
Kotior	id=g:2249669
Kotinété	id=g:2249670
Kotigno	id=g:2249671
Kotié Nord	id=g:2249672
Forage de Kotiédia Haïré	id=g:2249673
Kotiédia Maure	id=g:2249674
Kotiédia	id=g:2249675
Kotié	id=g:2249676
Kotiari	id=g:2249677
Kotiar	id=g:2249678
Koti	id=g:2249679
Koté	id=g:2249680
Koté	id=g:2249681
Kosso	id=g:2249682
Kosso	id=g:2249683
Kossi Tiamène	id=g:2249684
Kossi Kossi	id=g:2249685
Kossi	id=g:2249686
Kossi	id=g:2249687
Vèndou Kossas	id=g:2249688
Tiangol Kossas	id=g:2249689
Kossas	id=g:2249690
Kossas	id=g:2249691
Kossanki	id=g:2249692
Kortièl	id=g:2249693
Korop Maoundé	id=g:2249694
Koromadi	id=g:2249695
Korolo	id=g:2249696
Koro Bolon	id=g:2249697
Korkol	id=g:2249698
Korki	id=g:2249699
Korkadiel	id=g:2249700
Korkadié	id=g:2249701
Koréra	id=g:2249702
Korékoro	id=g:2249703
Korédia Diaka	id=g:2249704
Korédia	id=g:2249705
Koré	id=g:2249706
Kordiali	id=g:2249707
Korap	id=g:2249708
Korane Ndiaye	id=g:2249709
Koram	id=g:2249710
Koral	id=g:2249711
Kopgoyane	id=g:2249712
Forêt Classée de Kopé	id=g:2249713
Kopé	id=g:2249714
Kopé	id=g:2249715
Kopé	id=g:2249716
Kopara	id=g:2249717
Kontor	id=g:2249718
Kontékounda	id=g:2249719
Konté	id=g:2249720
Konkouli	id=g:2249721
Konkouli	id=g:2249722
Konkoudia	id=g:2249723
Konkotou	id=g:2249724
Konkoni	id=g:2249725
Konkoni	id=g:2249726
Konié	id=g:2249727
Koniari	id=g:2249728
Kongoli	id=g:2249729
Kongoli	id=g:2249730
Konga	id=g:2249731
Konèm	id=g:2249732
Kone Kogne	id=g:2249733
Koné	id=g:2249734
Kondokhou	id=g:2249735
Kondiène	id=g:2249736
Kondié	id=g:2249737
Kona	id=g:2249738
Komouda	id=g:2249739
Tchangol Komoti	id=g:2249740
Komoti	id=g:2249741
Komboli	id=g:2249742
Komatia	id=g:2249743
Vèndou Komagué	id=g:2249744
Gourénétéré	id=g:2249745
Kolor	id=g:2249746
Kolonto	id=g:2249747
Kolondine	id=g:2249748
Kolonba	id=g:2249749
Kolonba	id=g:2249750
Kolomdinnkourou	id=g:2249751
Kolombéré	id=g:2249752
Kolomba	id=g:2249753
Kolomba	id=g:2249754
Kolomba	id=g:2249755
Kolodinnto Maoundé	id=g:2249756
Kolodinnto Fouta	id=g:2249757
Kolobane	id=g:2249758
Kolobane	id=g:2249759
Kolobane	id=g:2249760
Kolobane	id=g:2249761
Kolo	id=g:2249762
Kolma Peul	id=g:2249763
Kolma Diordior	id=g:2249764
Kolinnkan	id=g:2249765
Koling	id=g:2249766
Kolimaoudou Mare	id=g:2249767
Kolikoutoto	id=g:2249768
Kolikounda	id=g:2249769
Kolibantang	id=g:2249770
Kolibantan	id=g:2249771
Kolia Dongon	id=g:2249772
Koliya	id=g:2249773
Tchangol Koli	id=g:2249774
Mare Kali	id=g:2249775
Koli	id=g:2249776
Koli	id=g:2249777
Koli	id=g:2249778
Koli	id=g:2249779
Kolé	id=g:2249780
Région de Kolda	id=g:2249781
Kolda	id=g:2249782
Kolda	id=g:2249783
Kolane	id=g:2249784
Kol	id=g:2249785
Kokounto	id=g:2249786
Kokoung Sobali	id=g:2249787
Kokoum Samba	id=g:2249788
Kokoum Doulo	id=g:2249789
Kokou	id=g:2249790
Kokonba	id=g:2249791
Kokolé Dimba	id=g:2249792
Koki Kad	id=g:2249793
Koki Gouye	id=g:2249794
Koki Dakhar	id=g:2249795
Koki Dakar	id=g:2249796
Koki	id=g:2249797
Koki	id=g:2249798
Koki	id=g:2249799
Koki	id=g:2249800
Koylogne	id=g:2249801
Koïli Goti	id=g:2249802
Koïli	id=g:2249803
Koïlel	id=g:2249804
Koïlal	id=g:2249805
Koho Sossé	id=g:2249807
Koho Peul	id=g:2249808
Kohel	id=g:2249809
Kohel	id=g:2249810
Koguiane	id=g:2249811
Koga Diéri	id=g:2249812
Koga	id=g:2249813
Kofiè	id=g:2249814
Kofé	id=g:2249815
Kofata	id=g:2249816
Kofadou	id=g:2249817
Koétiao	id=g:2249818
Koéli	id=g:2249819
Koyli Pegna	id=g:2249820
Koèl	id=g:2249821
Koèl	id=g:2249822
Koèl	id=g:2249823
Koé	id=g:2249824
Koé	id=g:2249825
Kodjinnguina	id=g:2249826
Kodji	id=g:2249827
Kodjèlé	id=g:2249828
Kodiolo	id=g:2249829
Kodiolel	id=g:2249830
Kodiolel	id=g:2249831
Kodiolé	id=g:2249832
Kodiéri	id=g:2249833
Kodiamo	id=g:2249834
Kodiam	id=g:2249835
Kodiadian	id=g:2249836
Kodéna	id=g:2249837
Kodé	id=g:2249838
Kodal	id=g:2249839
Koboye	id=g:2249840
Kobo Toki	id=g:2249841
Kobongoye Boundao	id=g:2249842
Kobon Goye Boundao	id=g:2249843
Kobon Gaye Boumak	id=g:2249844
Kobokoto	id=g:2249845
Kobokoto	id=g:2249846
Kobohi	id=g:2249847
Koboel	id=g:2249848
Kobel	id=g:2249849
Kobakoye	id=g:2249850
Koba Katiou	id=g:2249851
Koba	id=g:2249852
Koba	id=g:2249853
Koba	id=g:2249854
Koba	id=g:2249855
Koar	id=g:2249856
Kitimbo	id=g:2249857
Kitibana	id=g:2249858
Kissane	id=g:2249859
Kissanding	id=g:2249860
Kissan	id=g:2249861
Kis	id=g:2249862
Kirpa	id=g:2249863
Kirma Ham Koré	id=g:2249864
Kirir	id=g:2249865
Kirim Brahim Mbaye	id=g:2249866
Kirili	id=g:2249867
Kirène	id=g:2249868
Kirang	id=g:2249869
Kipou Sissongo	id=g:2249870
Kipounigali	id=g:2249871
Kipou Kossedi	id=g:2249872
Kipo	id=g:2249873
Kipi	id=g:2249874
Kinto	id=g:2249875
Kintingourou	id=g:2249876
Kinndiri	id=g:2249877
Kinndiané	id=g:2249878
Kiniending Binntine	id=g:2249879
Kiniending	id=g:2249880
Kinemmba	id=g:2249881
Kindiong	id=g:2249882
Kindiène	id=g:2249883
Kilométre Six	id=g:2249884
Killi	id=g:2249885
Killène	id=g:2249886
Kilimane	id=g:2249887
Kilimane	id=g:2249888
Kilimane	id=g:2249889
Kignine	id=g:2249890
Kièr Sambo	id=g:2249891
Kidira	id=g:2249892
Kidiba	id=g:2249893
Kidéli Dimbel	id=g:2249894
Kibo	id=g:2249895
Kibik Koutié	id=g:2249896
Kibik	id=g:2249897
Kossanto	id=g:2249898
Khoriné	id=g:2249899
Khor	id=g:2249900
Khombole	id=g:2249901
Khol-Khol	id=g:2249902
Khogué Tobène	id=g:2249903
Réserve Sylvo-Pastorale de Khogué	id=g:2249904
Khimbakh	id=g:2249905
Khèye Goudienne	id=g:2249906
Khèye	id=g:2249907
Khetèt Gaye	id=g:2249908
Khété Diao	id=g:2249909
Khéouèr	id=g:2249910
Khéouar	id=g:2249911
Khélkom Diop	id=g:2249912
Khelkom Diaw	id=g:2249913
Khelkom	id=g:2249914
Khelkom	id=g:2249915
Khelkom	id=g:2249916
Khelkom	id=g:2249917
Khelli	id=g:2249918
Khaye	id=g:2249919
Khaye	id=g:2249920
Khatali I	id=g:2249921
Khatali	id=g:2249922
Khat	id=g:2249923
Khassine	id=g:2249924
Kharane	id=g:2249925
Khara Ndiak	id=g:2249926
Marigotde Khar	id=g:2249927
Khant	id=g:2249928
Khandane	id=g:2249929
Khanda Diop	id=g:2249930
Khambala	id=g:2249931
Khamane	id=g:2249932
Khamadj	id=g:2249933
Khalil	id=g:2249934
Khadji	id=g:2249935
Khadiaouane	id=g:2249936
Forêt Classée de Ghadar	id=g:2249937
Kézé Pakane	id=g:2249938
Kéwoye	id=g:2249939
Kéwé	id=g:2249940
Kévar	id=g:2249941
Keur Youssou Fal	id=g:2249942
Keur Yougo	id=g:2249943
Keur Yoro Safi	id=g:2249944
Keur Yoro Sadio	id=g:2249945
Keur Yoro Koudié	id=g:2249946
Keur Yorodou	id=g:2249947
Keur Yoro Barou	id=g:2249948
Keur Yoro Assita	id=g:2249949
Keur Yérim Ndiaye	id=g:2249950
Keur Yéri	id=g:2249951
Keur Yelnak	id=g:2249952
Keur Yabi	id=g:2249953
Keur Toumba Daga	id=g:2249954
Keur Tjidi	id=g:2249955
Keur Timbi	id=g:2249956
Keur Tierno Tala	id=g:2249957
Keur Tiem Savaré	id=g:2249958
Keur Tianderi	id=g:2249959
Keur Thiam Bâ	id=g:2249960
Keur Tamba	id=g:2249961
Keur Taïbé	id=g:2249962
Keur Soutoura	id=g:2249963
Keur Soutoura	id=g:2249964
Keur Sountou	id=g:2249965
Keur Soulèye	id=g:2249966
Keur Soulé Ka	id=g:2249967
Keur Soulé	id=g:2249968
Keur Sossé	id=g:2249969
Keur Sossé	id=g:2249970
Keur Sokone	id=g:2249971
Keur Sir Mbaye	id=g:2249972
Keur Sir Diop	id=g:2249973
Keur Sini Diao	id=g:2249974
Keur Sini	id=g:2249975
Keur Siné Mangane	id=g:2249976
Keur Siné	id=g:2249977
Keur Simbing	id=g:2249978
Keur Sièt Diop	id=g:2249979
Keur Sièt	id=g:2249980
Keur Sidi Talé	id=g:2249981
Keur Seya	id=g:2249982
Keur Seuridan	id=g:2249983
Keur Sèt	id=g:2249984
Keur Séri Niane	id=g:2249985
Keur Séring Tioye	id=g:2249986
Keur Séring Taïba	id=g:2249987
Keur Séring Oumar Ndao	id=g:2249988
Keur Séring Aoua	id=g:2249989
Keur Séring Amadou	id=g:2249990
Keur Serigne Soulèye	id=g:2249991
Keur Sérigne Sidi	id=g:2249992
Keur Sérigne Saïd	id=g:2249993
Keur Serigne Mofar	id=g:2249994
Keur Serigne Mbatch Ndiaye	id=g:2249995
Keur Serigne Kondia	id=g:2249996
Keur Sérigne Dié	id=g:2249997
Keur Serigne Baye Falo	id=g:2249998
Keur Sérigne Bamba	id=g:2249999
Keur Serigne Babondiaye	id=g:2250000
Keur Séni	id=g:2250001
Keur Sel	id=g:2250002
Keur Sek Fal	id=g:2250003
Keur Sèga Waré	id=g:2250004
Keur Savéli	id=g:2250005
Keur Satiako	id=g:2250006
Keur Saouili	id=g:2250007
Keur Sao	id=g:2250008
Keur Sanou	id=g:2250009
Keur Sanou	id=g:2250010
Keur Sandoua	id=g:2250011
Keur Sandao	id=g:2250012
Keur Samka	id=g:2250013
Keur Samboye	id=g:2250014
Keur Sambowole	id=g:2250015
Keur Sambou	id=g:2250016
Forêt Classée de Keur Sambel	id=g:2250017
Keur Samba Yassine	id=g:2250018
Keur Samba Réï	id=g:2250019
Keur Sambaré	id=g:2250020
Keur Sambaram	id=g:2250021
Keur Samba Ould Brahim	id=g:2250022
Keur Samba Ndouldoul	id=g:2250023
Keur Samba Ndoukou	id=g:2250024
Keur Samba Ndom	id=g:2250025
Keur Samba Lello	id=g:2250026
Keur Samba Laobé	id=g:2250027
Keur Samba Kouta	id=g:2250028
Keur Samba Khâmkhâm	id=g:2250029
Keur Samba Kane	id=g:2250030
Keur Samba Kala	id=g:2250031
Keur Samba Kakoèt	id=g:2250032
Keur Samba Ka	id=g:2250033
Keur Samba Gaye	id=g:2250034
Keur Samba Dioubane	id=g:2250035
Keur Sambadiate	id=g:2250036
Keur Samba Diakaté	id=g:2250037
Keur Samba Dia	id=g:2250038
Keur Samba Araké	id=g:2250039
Keur Samba Amat	id=g:2250040
Keur Samba	id=g:2250041
Keur Samba	id=g:2250042
Keur Samba	id=g:2250043
Keur Samba	id=g:2250044
Keur Samagne	id=g:2250045
Keur Saloum Diané	id=g:2250046
Keur Saloli Bouya	id=g:2250047
Keur Sala	id=g:2250048
Keur Sako Ndiaye	id=g:2250049
Keur Sa Koki	id=g:2250050
Keur Saïdou	id=g:2250051
Keur Safadi	id=g:2250052
Keur Saer Gom	id=g:2250053
Keur Sadiouka	id=g:2250054
Keur Sadio	id=g:2250055
Keur Sadiako Ndiaye	id=g:2250056
Keur Sadia	id=g:2250057
Keur Sadèr	id=g:2250058
Keur Sadarou Fam	id=g:2250059
Keur Sabatine	id=g:2250060
Keur Saaloumbel	id=g:2250061
Keur Saafatime	id=g:2250062
Keur Saafadi	id=g:2250063
Keur Rigal Sek	id=g:2250064
Keur Rhare Dièye	id=g:2250065
Keur Rhar	id=g:2250066
Keur Rhali Sorhena	id=g:2250067
Keur Paté Rhéri	id=g:2250068
Keur Paté Ndiaye	id=g:2250069
Keur Paté Déye	id=g:2250070
Keur Paté	id=g:2250071
Keur Paté	id=g:2250072
Keur Paté	id=g:2250073
Keur Paté	id=g:2250074
Keur Paté	id=g:2250075
Keur Paté	id=g:2250076
Keur Passik	id=g:2250077
Keur Pari	id=g:2250078
Keur Ousmane Gaye	id=g:2250079
Keur Ousmane	id=g:2250080
Keur Oumar Tounkara	id=g:2250081
Keur Oumar Mbaye	id=g:2250082
Keur Oumar	id=g:2250083
Keur Ouar	id=g:2250084
Keur Ouak Batio	id=g:2250085
Keur Ouak	id=g:2250086
Keur Ossène	id=g:2250087
Keur Omar Oumi	id=g:2250088
Keur Omar Koudia	id=g:2250089
Keur Omar Diéhé	id=g:2250090
Keur Omar	id=g:2250091
Keur Niègne	id=g:2250092
Keur Niang	id=g:2250093
Keur Niamakore	id=g:2250094
Keur Niagaraki	id=g:2250095
Keur Ngoura	id=g:2250096
Keur Ngaye	id=g:2250097
Keur Ngatane	id=g:2250098
Keur Ndongo	id=g:2250099
Keur Ndongo	id=g:2250100
Keur Ndiougo	id=g:2250101
Keur Ndiouga Sarr	id=g:2250102
Keur Ndiaye Lo	id=g:2250103
Keur Ndiaye	id=g:2250104
Keur Ndiaraté Ngaye	id=g:2250105
Keur Ndiankou	id=g:2250106
Keur Ndiam Ndiaye	id=g:2250107
Keur Ndiak	id=g:2250108
Keur Ndiago Seck	id=g:2250109
Keur Ndiagne	id=g:2250110
Keur Ndiaga	id=g:2250111
Keur Ndiaga	id=g:2250112
Keur Ndene Ndao	id=g:2250113
Keur Ndari	id=g:2250114
Keur Ndari	id=g:2250115
Keur Ndamé	id=g:2250116
Keur Ndam	id=g:2250117
Keur Nasseurdè	id=g:2250118
Keur Nari	id=g:2250119
Keur Nala	id=g:2250120
Keur Nala	id=g:2250121
Keur Nakoumba	id=g:2250122
Keur Nadiène	id=g:2250123
Keur Moutou	id=g:2250124
Keur Moussa Seni	id=g:2250125
Keur Moussa-Poste	id=g:2250126
Keur Moussa Naye	id=g:2250127
Keur Moussa	id=g:2250128
Keur Moussa Intia	id=g:2250129
Keur Moussa Diara	id=g:2250130
Keur Mour	id=g:2250131
Keur Mortal	id=g:2250132
Keur Mor Sorona	id=g:2250133
Keur Mormagat	id=g:2250134
Keur Morlissa	id=g:2250135
Keur Mori Ndiaye	id=g:2250136
Keur Mori Fal	id=g:2250137
Keur Mori Diarété	id=g:2250138
Keur Mor Ibra	id=g:2250139
Keur Mori	id=g:2250140
Keur Morgone	id=g:2250141
Keur Morgaye Také	id=g:2250142
Keur Morfali Diop	id=g:2250143
Keur Morfal	id=g:2250144
Keur Morfal	id=g:2250145
Keur Mor Bèye	id=g:2250146
Keur Mor Barama	id=g:2250147
Keur Morbaké	id=g:2250148
Keur Momar Sona	id=g:2250149
Keur Momar Sar	id=g:2250150
Keur Momar	id=g:2250151
Keur Momar	id=g:2250152
Keur Mokhari	id=g:2250153
Keur Mogorso	id=g:2250154
Keur Mogoram	id=g:2250155
Keur Modou Vilané	id=g:2250156
Keur Modou Sèye	id=g:2250157
Keur Modou Ndiaye	id=g:2250158
Keur Modou Ngom	id=g:2250159
Keur Modou Diop	id=g:2250160
Keur Modou Diba	id=g:2250161
Keur Modou Bé	id=g:2250162
Keur Modouba	id=g:2250163
Keur Modou	id=g:2250164
Keur Modou	id=g:2250165
Keur Modj	id=g:2250166
Keur Modi Yoro	id=g:2250167
Keur Modi Sala	id=g:2250168
Keur Modi Sala	id=g:2250169
Keur Mody Bèye	id=g:2250170
Keur Modiagne	id=g:2250171
Keur Modé Sèye	id=g:2250172
Keur Moda	id=g:2250173
Keur Miniane	id=g:2250174
Keur Mgata Dramé	id=g:2250175
Keur Malô	id=g:2250176
Keur Méodiouf	id=g:2250177
Keur Mandiaye	id=g:2250178
Keur Membaye Rhari	id=g:2250179
Keur Memba	id=g:2250180
Keur Meïssa Ndiaké	id=g:2250181
Keur Mèïssa	id=g:2250182
Keur Médoune Mbaye	id=g:2250183
Keur Médou	id=g:2250184
Keur Mboussi	id=g:2250185
Keur Mbouki	id=g:2250186
Keur Mbogué	id=g:2250187
Keur Mbissane	id=g:2250188
Keur Mbir Ndaw	id=g:2250189
Keur Mbeïkou	id=g:2250190
Keur Mbaye Seck	id=g:2250191
Keur Mbaye Séri	id=g:2250192
Keur Mbaye Ndonk	id=g:2250193
