La Colpa	id=g:3695937
Cerro Guayruro	id=g:3696793
Guayovilca	id=g:3696794
Vega de Guayaquil	id=g:3696795
Golfo de Guayaquil	id=g:3696796
Cerro Guayaquil	id=g:3696797
Cerro Guayaquil	id=g:3696798
Hacienda Guayaquil	id=g:3696799
Guayaquil	id=g:3696800
Guayaquil	id=g:3696801
Guayaquil	id=g:3696802
Guayaquil	id=g:3696803
Guayaquil	id=g:3696804
Guayaquil	id=g:3696805
Guayaquil	id=g:3696806
Lomada Guayabo	id=g:3696807
Cerros del Guayabo	id=g:3696808
Guayabo	id=g:3696809
Guayabo	id=g:3696810
Cerro Guayabito	id=g:3696811
Guayabito	id=g:3696812
Cerro Guayabilla	id=g:3696813
Quebrada Guayabas	id=g:3696814
Guayabal	id=g:3696815
Guasimito	id=g:3696816
Guarguar	id=g:3696817
Guar Guar	id=g:3696818
Guarguar	id=g:3696819
Cerro Guaraguao	id=g:3696820
Punta Guanera	id=g:3696821
Isla Guañape Sur	id=g:3696822
Isla Guañape Norte	id=g:3696823
Islas Guañape	id=g:3696824
Guañape	id=g:3696825
Pampa de Guanacón	id=g:3696826
Río Guanache	id=g:3696827
Guanábano Alto	id=g:3696828
Quebrada Guanábano	id=g:3696829
Quebrada Guanábano	id=g:3696830
Cerro Guanábano	id=g:3696831
Cerro Guanábano	id=g:3696832
Cerro Guanábano	id=g:3696833
Guanábano	id=g:3696834
Guanábano	id=g:3696835
Cerro Gualtacal	id=g:3696836
Cerro Gualtacal	id=g:3696837
Cerro Guallaquillo	id=g:3696838
Hualtaquillo	id=g:3696839
Gualingas	id=g:3696840
Cerro Gualicún	id=g:3696841
Cerro Gualano	id=g:3696842
Gualagosday	id=g:3696843
Cerro Guairuros	id=g:3696844
Acequia de Guadalupe	id=g:3696845
Guadalupe	id=g:3696846
Guadalupe	id=g:3696847
Guacapungo	id=g:3696848
Cerro Huabal	id=g:3696849
Guabal	id=g:3696850
Guabal	id=g:3696851
Quebrada del Gritón	id=g:3696852
Punta Grita Lobos	id=g:3696853
Isla Grita Lobos	id=g:3696854
Cerro Grita Lobos	id=g:3696855
Isla del Grillo	id=g:3696856
Gredales	id=g:3696857
Caleta Grau	id=g:3696858
Granja Porcón	id=g:3696859
Granja Militar	id=g:3696860
Granja Lambayeque	id=g:3696861
Grangería	id=g:3696862
Granero	id=g:3696863
Quebrada Grande de Cucur	id=g:3696864
Río Grande	id=g:3696865
Río Grande	id=g:3696866
Río Grande	id=g:3696867
Río Grande	id=g:3696868
Quebrada Grande	id=g:3696869
Quebrada Grande	id=g:3696870
Quebrada Grande	id=g:3696871
Quebrada Grande	id=g:3696872
Quebrada Grande	id=g:3696873
Playa Grande	id=g:3696874
Playa Grande	id=g:3696875
Playa Grande	id=g:3696876
Playa Grande	id=g:3696877
Pampa Grande	id=g:3696878
Loma Grande	id=g:3696879
Laguna Grande	id=g:3696880
Huaca Grande	id=g:3696881
Cerro Grande	id=g:3696882
Cerro Grande	id=g:3696883
Cerro Grande	id=g:3696884
Cerro Grande	id=g:3696885
Cerro Grande	id=g:3696886
Cerro Grande	id=g:3696887
Cerro Grande	id=g:3696888
Cerro Grande	id=g:3696889
Cerro Alto Grande	id=g:3696891
Quebrada Granadillas	id=g:3696892
Granada	id=g:3696893
Cocha Gramalote	id=g:3696894
Cerro Gramalitos	id=g:3696895
Quebrada Gramadal	id=g:3696896
Quebrada Gramadal	id=g:3696897
Cerro Gramadal	id=g:3696898
Gramadal	id=g:3696899
Punta La Grama	id=g:3696900
Punta de Grama	id=g:3696901
Goyo	id=g:3696902
Punta Gorda	id=g:3696903
Punta Gorda	id=g:3696904
Río Gonomani	id=g:3696905
Gongoña	id=g:3696906
Quebrada Golondrino	id=g:3696907
Cerro Golondrino	id=g:3696908
Cerro Golondrino	id=g:3696909
Golondrinas	id=g:3696910
Cerro Golondrina	id=g:3696911
Gollón	id=g:3696912
Punta Gobernador	id=g:3696913
Cerro Cimburilla	id=g:3696914
Quebrada Vega Gigante	id=g:3696916
Cerro Gigante	id=g:3696917
Cerro Gigante	id=g:3696918
Cerro El Gigante	id=g:3696919
Cerro Gigante	id=g:3696920
Gigante	id=g:3696921
Cerro Gigantal	id=g:3696922
Geron	id=g:3696923
Gerguitas	id=g:3696924
Genaro Herrera	id=g:3696925
Punta Las Gaviotas	id=g:3696926
Quebrada Gavilán	id=g:3696927
Lomadas Gavilán	id=g:3696928
Cerro Gavilán	id=g:3696929
Gavilán	id=g:3696930
Cerro Gauna	id=g:3696931
Gasparin	id=g:3696932
Gaspar	id=g:3696933
Gasñape	id=g:3696934
Gasgo	id=g:3696935
Cerro Garzas	id=g:3696936
Cerro Garrapón	id=g:3696937
Garrapón	id=g:3696938
Garrapatas	id=g:3696939
Garita Garcia	id=g:3696940
Quebrada La Garita	id=g:3696941
Playa La Garita	id=g:3696942
Garita	id=g:3696943
Garbanzal	id=g:3696944
Garbanzal	id=g:3696945
Garbanzal	id=g:3696946
Garbancillo	id=g:3696947
Quebrada Garay	id=g:3696948
Cerro Garay	id=g:3696949
Quebrada del Garabo	id=g:3696950
Cerro Garabo	id=g:3696951
Garabato	id=g:3696952
Ganso Azul	id=g:3696953
Cerro Ganoza	id=g:3696954
Laguna Gancho Cortado	id=g:3696955
Cerro Gama	id=g:3696956
Río Gálvez	id=g:3696957
Cerro Gallo	id=g:3696958
Quebrada Gallinazos	id=g:3696959
Gallinazos	id=g:3696960
Cerro Pico de Gallinazo	id=g:3696961
Cerro Gallinazo	id=g:3696962
Pampa de La Gallina	id=g:3696963
Pampa de la Gallina	id=g:3696964
Jaguay Gallego	id=g:3696965
Galladuana	id=g:3696966
Cerro Galiones	id=g:3696967
Galindo	id=g:3696968
Galicia	id=g:3696969
Mina la Galgada	id=g:3696970
Galgada	id=g:3696971
Jaguay Fuque	id=g:3696972
Tarao Grande	id=g:3696973
Fundo Soledad	id=g:3696974
Fundo San Pablo	id=g:3696975
Fundo San Jose	id=g:3696976
Fundo Platanal	id=g:3696977
Fundo Las Animas	id=g:3696978
Fundo Fanupe	id=g:3696979
Chunga	id=g:3696980
Fundo Bellavista	id=g:3696981
Cerro del Fuerte	id=g:3696982
Punta El Frío	id=g:3696983
Pampa del Frío	id=g:3696984
Río de Frias	id=g:3696985
Frias	id=g:3696986
Franco Viejo	id=g:3696987
Franco	id=g:3696988
Franco	id=g:3696989
Francisco de Orellana	id=g:3696990
Francia	id=g:3696991
Cerro Fraile	id=g:3696992
Fragancia	id=g:3696993
Fortaleza	id=g:3696994
Fortaleza	id=g:3696995
Fortaleza	id=g:3696996
Formosa	id=g:3696997
Forestal	id=g:3696998
Quebrada Forero	id=g:3696999
Islas Fontivera	id=g:3697000
Fonseca	id=g:3697001
Fondos	id=g:3697002
Isla Foca	id=g:3697003
Foca	id=g:3697004
Florinda	id=g:3697005
Florida Alta	id=g:3697006
La Florida	id=g:3697007
Florida	id=g:3697008
Florida	id=g:3697009
Florida	id=g:3697010
Florida	id=g:3697011
Floresta	id=g:3697012
Floresta	id=g:3697013
Floresta	id=g:3697014
Flores	id=g:3697015
Flor de Punga	id=g:3697016
Flor de Agosto	id=g:3697017
Cerro de la Flecha	id=g:3697018
Firmeza	id=g:3697019
Filoque Grande	id=g:3697020
Cerro Fila del Ojal	id=g:3697021
Cerro Fila Millas Moradas	id=g:3697022
Cerro Fila de Redondo	id=g:3697023
Cerro Fila de Carangas	id=g:3697024
Cerro Fila Cataneros	id=g:3697025
Cerros Fierros	id=g:3697026
Pampas de Ficuar	id=g:3697027
Ficuar	id=g:3697028
Ferrol del Norte	id=g:3697029
Península de Ferrol	id=g:3697030
Islas Ferrol	id=g:3697031
Provincia de Ferreñafe	id=g:3697032
Ferreñafe	id=g:3697033
Fernando Playas	id=g:3697034
Fernández	id=g:3697035
Quebrada Felicidad	id=g:3697036
Felicidad	id=g:3697037
Faical	id=g:3697038
Quebrada de la Fausta	id=g:3697039
Punta El Faro	id=g:3697040
Quebrada Farías	id=g:3697041
Farías	id=g:3697042
Punta Farallón	id=g:3697043
Isla Farallón	id=g:3697044
Fanupe	id=g:3697045
Fanfurri	id=g:3697046
Islas Fanallpa	id=g:3697047
Falquesito	id=g:3697048
Falla	id=g:3697049
Falcones	id=g:3697050
Cerro Fala	id=g:3697051
Cerro Fajado	id=g:3697052
Quebrada del Faiquial	id=g:3697053
Faique Quemado	id=g:3697054
Quebrada del Faique	id=g:3697055
Quebrada Faique	id=g:3697056
Loma Faique	id=g:3697057
Faique	id=g:3697058
Faical	id=g:3697059
Faclo Grande	id=g:3697060
Cerro Faclo Chico	id=g:3697061
Faclo Chico	id=g:3697062
Pampa Faclo	id=g:3697063
Cerro Faclo	id=g:3697064
Facalá	id=g:3697065
Cerro Tunal	id=g:3697066
Éxito	id=g:3697067
Éxito	id=g:3697068
Quebrada del Examen	id=g:3697069
Pampa del Exámen	id=g:3697070
Cerros del Examen	id=g:3697071
Quebrada Evangelista	id=g:3697072
Evangelista	id=g:3697073
Eureka	id=g:3697074
Eureka	id=g:3697075
Eureka	id=g:3697076
Eureca	id=g:3697077
Quebrada Eufracio	id=g:3697078
Eufracio	id=g:3697079
Río Eten	id=g:3697080
Punta Eten	id=g:3697081
Pampa Eten	id=g:3697082
Eten	id=g:3697083
Estrella	id=g:3697084
San Antonio del Estrecho	id=g:3697085
Quebrada Estradas	id=g:3697086
Estradas	id=g:3697087
Estradas	id=g:3697088
Estradas	id=g:3697089
Estirón	id=g:3697090
Isla Estero Muyuna	id=g:3697091
Estero Muyuna	id=g:3697092
Cerro del Estero	id=g:3697093
Estero	id=g:3697094
Quebrada Estera	id=g:3697095
Cerro Estanque	id=g:3697096
Cerro Estaca	id=g:3697097
Esquives	id=g:3697098
Espinoza	id=g:3697099
Cerro Espino	id=g:3697100
Río Espíndola	id=g:3697101
Espindola	id=g:3697102
Espíndola	id=g:3697103
Quebrada Espinal	id=g:3697104
Espinal	id=g:3697105
Espinal	id=g:3697106
Río Esperanza	id=g:3697107
Quebrada Esperanza	id=g:3697108
Esperanza	id=g:3697109
Esperanza	id=g:3697110
Esperanza	id=g:3697111
Esperanza	id=g:3697112
Esperanza	id=g:3697113
Esperanza	id=g:3697114
Esperanza	id=g:3697115
Esperanza	id=g:3697116
Esperanza	id=g:3697117
Esperanza	id=g:3697118
Esperanza	id=g:3697119
Esperanza	id=g:3697120
España	id=g:3697121
La Esmeralda	id=g:3697122
Eslabón	id=g:3697123
Cerro Escute	id=g:3697124
Escute	id=g:3697125
Escute	id=g:3697126
Escute	id=g:3697127
Escusa Barajas	id=g:3697128
Escusa Barajas	id=g:3697129
Escusa Baraja	id=g:3697130
Quebrada Escondidos	id=g:3697131
Cerro Escalón	id=g:3697132
Cerro Escalón	id=g:3697133
Escalón	id=g:3697134
Escalería	id=g:3697135
Erisipela	id=g:3697136
Cerro Ereo Chico	id=g:3697137
Cerro El Ereo	id=g:3697138
Río Eré	id=g:3697139
Eré	id=g:3697140
Quebrada Eracra	id=g:3697141
Equiparco	id=g:3697142
Quebrada Encantados	id=g:3697143
Encantados	id=g:3697144
Encantados	id=g:3697145
La Encantada	id=g:3697146
Quebrada Encañada	id=g:3697147
Encañada	id=g:3697148
Encalada	id=g:3697149
Río Encajoa	id=g:3697150
Río Enapachia	id=g:3697151
Quebrada Emilyacu	id=g:3697152
Embudo	id=g:3697153
Loma Alto del Zorro	id=g:3697155
Yucal	id=g:3697156
Cerro El Virrey	id=g:3697157
Elvira	id=g:3697158
Cerro El Viento	id=g:3697159
Cerros El Viejo	id=g:3697160
La Vega El Vichayo	id=g:3697161
El Verde	id=g:3697162
El Venado	id=g:3697163
El Veintidos	id=g:3697164
Vega El Vegon	id=g:3697165
Lomas El Vegon	id=g:3697166
El Valle	id=g:3697167
El Valiente	id=g:3697168
El Tutumo	id=g:3697169
El Turral	id=g:3697170
El Tunal	id=g:3697171
Cerro El Tuerto	id=g:3697172
El Triunfo	id=g:3697173
El Trebol	id=g:3697174
Cerro El Toro	id=g:3697175
El Tingo	id=g:3697176
El Tigre	id=g:3697177
Cerro Tigre	id=g:3697178
El Telégrafo	id=g:3697179
Quebrada El Tambo	id=g:3697180
El Tambo	id=g:3697181
El Tambo	id=g:3697182
El Tambo	id=g:3697183
El Tambo	id=g:3697184
El Tamarindo	id=g:3697185
El Tallal	id=g:3697186
Pampa El Tablazo	id=g:3697187
El Tablazo	id=g:3697188
El Tablazo	id=g:3697189
El Tablazo	id=g:3697190
El Tablazo	id=g:3697191
Cerro El Suro	id=g:3697192
El Socorro	id=g:3697193
Quebrada El Sauce	id=g:3697194
Cerro Sauce	id=g:3697195
El Sauce	id=g:3697196
El Sauce	id=g:3697197
El Sapo	id=g:3697198
El Santo	id=g:3697199
El Sanjón de Catalina	id=g:3697200
El Sanjón	id=g:3697201
El Salto	id=g:3697202
El Salto	id=g:3697203
El Saltire	id=g:3697204
Quebrada El Salado	id=g:3697205
El Salado	id=g:3697206
El Rincón	id=g:3697207
El Rincón	id=g:3697208
El Remolino	id=g:3697209
El Rejo	id=g:3697210
El Raíz	id=g:3697211
El Quinual	id=g:3697212
El Puquio	id=g:3697213
El Puente	id=g:3697214
El Puente	id=g:3697215
El Puente	id=g:3697216
El Puente	id=g:3697217
El Puente	id=g:3697218
El Progresso	id=g:3697219
Progreso	id=g:3697220
El Prado	id=g:3697221
El Prado	id=g:3697222
El Prado	id=g:3697223
El Pozo	id=g:3697224
El Pozo	id=g:3697225
Mina El Potro	id=g:3697226
Potrero	id=g:3697227
Cerro Poto	id=g:3697228
El Porvenir	id=g:3697229
El Porvenir	id=g:3697230
El Porvenir	id=g:3697231
El Porvenir	id=g:3697232
El Porvenir	id=g:3697233
El Porvenir	id=g:3697234
El Porvenir	id=g:3697235
Porvenir	id=g:3697236
El Portugués	id=g:3697237
El Pongo	id=g:3697238
Quebrada El Plátano	id=g:3697239
El Plátano	id=g:3697240
El Pilar	id=g:3697241
El Piedral	id=g:3697242
Cerros El Pie	id=g:3697243
Quebrada El Peñón	id=g:3697244
Cerros El Pelado	id=g:3697245
El Pato	id=g:3697246
El Pasaje	id=g:3697247
El Parque	id=g:3697248
El Parque	id=g:3697249
El Parco	id=g:3697250
El Paraíso	id=g:3697251
El Papayo	id=g:3697252
El Papayo	id=g:3697253
Papayo Desaguadero	id=g:3697254
El Papayo	id=g:3697255
El Papayo	id=g:3697256
El Papayo	id=g:3697257
El Palomar	id=g:3697258
El Palo	id=g:3697259
Cerro El Palmo	id=g:3697260
El Palmo	id=g:3697261
El Palmo	id=g:3697262
El Palmo	id=g:3697263
El Palmo	id=g:3697264
Quebrada El Padre	id=g:3697265
El Padre	id=g:3697266
Pampa El Pacoreño	id=g:3697267
Alto El Pacoreño	id=g:3697268
Quebrada El Oso	id=g:3697269
El Oso	id=g:3697270
El Orcón	id=g:3697271
El Orcón	id=g:3697272
El Ocio	id=g:3697273
Cerro El Ñuro	id=g:3697274
El Ñuro	id=g:3697275
El Naranjo	id=g:3697276
El Naranjo	id=g:3697277
Cerro El Muerto	id=g:3697278
El Muerto	id=g:3697279
El Muerto	id=g:3697280
El Muerto	id=g:3697281
El Muerto	id=g:3697282
El Morro	id=g:3697283
El Molino	id=g:3697284
El Molino	id=g:3697285
El Molino	id=g:3697286
El Molino	id=g:3697287
El Molino	id=g:3697288
El Molino	id=g:3697289
El Mochal	id=g:3697290
Loma El Mirador	id=g:3697291
El Mirador	id=g:3697292
Minas El Milagro	id=g:3697293
El Milagro	id=g:3697294
El Milagro	id=g:3697295
El Milagro	id=g:3697296
El Milagro	id=g:3697297
Pampa El Medano	id=g:3697298
El Médano	id=g:3697299
El Médano	id=g:3697300
El Meadero	id=g:3697301
El Marco	id=g:3697302
El Mango	id=g:3697303
El Lúcumo	id=g:3697304
El Lobo	id=g:3697305
El Lindero	id=g:3697306
El Jardin	id=g:3697307
El Ingenio	id=g:3697308
El Ingenio	id=g:3697309
El Infante	id=g:3697310
Cerro El Inca	id=g:3697311
Río Elías	id=g:3697312
El Huayo	id=g:3697313
Huasimo	id=g:3697314
El Huasimo	id=g:3697315
El Huasimo	id=g:3697316
El Huáscar	id=g:3697317
Punta El Huaro	id=g:3697318
Huarangal	id=g:3697319
El Huabo	id=g:3697320
El Huabal	id=g:3697321
Quebrada El Hospital	id=g:3697322
El Horno	id=g:3697323
Cerros Higuerón	id=g:3697324
El Higueron	id=g:3697325
El Habra	id=g:3697326
Cerro El Guayabo	id=g:3697327
El Guayabo	id=g:3697328
El Guanabano	id=g:3697329
El Gualtacal	id=g:3697330
Quebrada El Grillo	id=g:3697331
Zorritos	id=g:3697332
El Grillo	id=g:3697333
El Gigante	id=g:3697334
Cerro El Gigantal	id=g:3697335
Playa El Gerón	id=g:3697336
Alto El Gallo	id=g:3697337
El Gallo	id=g:3697338
El Gallito	id=g:3697339
El Gallinazo	id=g:3697340
Quebrada El Faique	id=g:3697341
Cerro Faique	id=g:3697342
El Faique	id=g:3697343
Cerro El Estribo	id=g:3697344
El Espino	id=g:3697345
El Espino	id=g:3697346
Espinal	id=g:3697347
El Espejo	id=g:3697348
El Eslabón	id=g:3697349
Cerro El Ébano	id=g:3697350
El Doce	id=g:3697351
El Desvío	id=g:3697352
Curo	id=g:3697353
El Curi	id=g:3697354
El Cura	id=g:3697355
El Cura	id=g:3697356
El Cucho	id=g:3697357
El Cuadrado	id=g:3697358
El Cuadrada	id=g:3697359
El Cruce	id=g:3697360
El Cruce	id=g:3697361
El Corral	id=g:3697362
El Corral	id=g:3697363
El Corneta	id=g:3697364
El Convento	id=g:3697365
El Convento	id=g:3697366
Cerro El Conejo	id=g:3697367
Cerro El Condor	id=g:3697368
El Conde	id=g:3697369
El Combo	id=g:3697370
Pampas El Colorado	id=g:3697371
Pampa El Colorado	id=g:3697372
Lomadas El Colorado	id=g:3697373
El Colorado	id=g:3697374
El Colorado	id=g:3697375
El Codo	id=g:3697376
El Coco	id=g:3697377
El Cincuenta	id=g:3697378
Vega El Cieneguillo	id=g:3697379
Quebrada El Chorrillo	id=g:3697380
El Chipe	id=g:3697381
El Chino	id=g:3697382
Chilco	id=g:3697383
Quebrada El Checo	id=g:3697384
El Charco	id=g:3697385
El Cerrillo	id=g:3697386
El Cerrillo	id=g:3697387
Quebrada El Cedro	id=g:3697388
El Caucho	id=g:3697389
El Catiro	id=g:3697390
El Castillo	id=g:3697391
Punta El Castillo	id=g:3697392
El Castillo	id=g:3697393
El Castillo	id=g:3697394
El Castillo	id=g:3697395
El Castillo	id=g:3697396
El Carrizo	id=g:3697397
El Carmen	id=g:3697398
El Carmen	id=g:3697399
El Carmen	id=g:3697400
El Carmelo	id=g:3697401
Cerro Cardo	id=g:3697402
El Cardo	id=g:3697403
El Cardo	id=g:3697404
El Cardo	id=g:3697405
El Carbón	id=g:3697406
El Cañón	id=g:3697407
El Camello	id=g:3697408
Quebrada El Callejón	id=g:3697409
El Calabazo	id=g:3697410
Cerro El Calvario	id=g:3697411
El Cafetal	id=g:3697412
El Cabrero	id=g:3697413
El Caballo	id=g:3697414
El Burro	id=g:3697415
Cerro El Buitre	id=g:3697416
El Brujo	id=g:3697417
El Bronce	id=g:3697418
Quebrada El Bravo	id=g:3697419
El Boqueron	id=g:3697420
El Boche	id=g:3697421
El Bendito	id=g:3697422
El Barrosa	id=g:3697423
El Barrosa	id=g:3697424
Quebrada El Barco	id=g:3697425
Cerro El Barco	id=g:3697426
El Barco	id=g:3697427
El Banco	id=g:3697428
Pampa El Atascadero	id=g:3697429
El Arrozal	id=g:3697430
El Arrozal	id=g:3697431
El Aromo	id=g:3697432
El Arenal de San Juan	id=g:3697433
El Arenal	id=g:3697434
El Ánima	id=g:3697435
El Angelito	id=g:3697436
El Alto del Gallo	id=g:3697437
Pampa El Alto	id=g:3697438
El Alto	id=g:3697439
El Alto	id=g:3697440
El Alto	id=g:3697441
El Alto	id=g:3697442
El Almendro	id=g:3697443
El Algarrobo	id=g:3697444
El Álamo	id=g:3697445
El Ala	id=g:3697446
El Abra	id=g:3697447
Ejidos De Huan	id=g:3697448
Egidos	id=g:3697449
Edelmira	id=g:3697450
Ecuador	id=g:3697451
Durán	id=g:3697452
Cerro El Duque	id=g:3697453
Dunas Los Perritos	id=g:3697454
Pampa las Dunas	id=g:3697455
Draga	id=g:3697456
Dos Saltos	id=g:3697457
Dos Pueblos	id=g:3697458
Dos Palos	id=g:3697459
Provincia de Dos de Mayo	id=g:3697460
Dos de Mayo	id=g:3697461
Dos de Mayo	id=g:3697462
Dos de Mayo	id=g:3697463
Dos de Mayo	id=g:3697464
Dos de Mayo	id=g:3697465
Dos de Mayo	id=g:3697466
Dos de Mayo	id=g:3697467
Dos Corrales	id=g:3697468
Dos Cerritos	id=g:3697469
Zona Arqueológica Dos Cabezas	id=g:3697470
Dos Aguas	id=g:3697471
Pampa El Dos	id=g:3697472
Estación Dos	id=g:3697473
Estación Dos	id=g:3697474
Pongo Dorpin	id=g:3697475
Río Dorado	id=g:3697476
Playa Dorada	id=g:3697477
Playa Don Pérez	id=g:3697478
Quebrada Don Pablo	id=g:3697479
Cerro Don Pablo	id=g:3697480
Cerro Dondomal	id=g:3697481
Don Diego	id=g:3697482
Cerro Doña Dolores	id=g:3697483
Cerro Dominguillo Grande	id=g:3697484
Cerros de Dominguillo Chiquito	id=g:3697485
Quebrada Dominguillo Grande	id=g:3697486
Quebrada Domínguez	id=g:3697487
Cerro Dominga	id=g:3697488
Vega Dolores	id=g:3697489
Dotor	id=g:3697490
Cerro División	id=g:3697491
Dios Te Dé	id=g:3697492
Diosan	id=g:3697493
Estación Diez	id=g:3697494
Díaz	id=g:3697495
Diamante Azul	id=g:3697496
Diablos Pintados	id=g:3697497
Desvío Huancabamba	id=g:3697498
Desvío Chulucanas	id=g:3697499
Desvío	id=g:3697500
Despunte	id=g:3697501
Desprecio	id=g:3697502
Quebrada del Despoblado	id=g:3697503
Desmotadora U.C.I.S.A.	id=g:3697504
Desmotadora COPSA	id=g:3697505
Desmotadora	id=g:3697506
Desesperados	id=g:3697507
Desengaño	id=g:3697508
Desaguadero	id=g:3697509
Montañas de Derrepente	id=g:3697510
Pampas de Mera	id=g:3697511
Pampa de Maningas	id=g:3697512
Loma Alto Del Zorro	id=g:3697513
Cerro del Zorro	id=g:3697514
Pampa del Mirador	id=g:3697515
Quebrada Las Delicias	id=g:3697516
Pampas de las Delicias	id=g:3697517
Pampa De Letira	id=g:3697518
Cerro de La Maseta	id=g:3697519
Despoblado de La Hacienda Locuto	id=g:3697520
Quebrada de Franco	id=g:3697521
David	id=g:3697522
Quebrada del Duque	id=g:3697523
Daniel Alomias Robles	id=g:3697524
Quebrada las Damas	id=g:3697525
Quebrada de las Damas	id=g:3697526
Pampa Cuzmo	id=g:3697527
Cuzmo	id=g:3697528
Quebrada Cuzco	id=g:3697529
Cuzco	id=g:3697530
Cuyuchugo	id=g:3697531
Cuyate	id=g:3697532
Cerro Cuyaspunta	id=g:3697533
Cuyash Cunca	id=g:3697534
Quebrada Vega del Cuy	id=g:3697535
Cerro Cutirrape	id=g:3697536
Cutirrape	id=g:3697537
Cutin	id=g:3697538
Provincia de Cutervo	id=g:3697539
Cutervo	id=g:3697540
Quebrada Cutcucunca	id=g:3697541
Quebrada Cutaco	id=g:3697542
Cusmo	id=g:3697543
Cerro Cusmilan	id=g:3697544
Cushuro Pamba	id=g:3697545
Cerro Cushuro	id=g:3697546
Cerro Cushuro	id=g:3697547
Río Cushuimi	id=g:3697548
Cushillo	id=g:3697549
Cushi	id=g:3697550
Río Cushabatay	id=g:3697551
Cuse	id=g:3697552
Cuscuden San Fco. Del Monte	id=g:3697553
Cusco	id=g:3697554
Cusca	id=g:3697555
Río Curuya	id=g:3697556
Curunday	id=g:3697557
Curumuy	id=g:3697558
Curumaná	id=g:3697559
Cerros Curnicuche	id=g:3697560
Quebrada Curlata	id=g:3697561
Río Curi-yacu	id=g:3697562
Quebrada Curirga	id=g:3697563
Curinga	id=g:3697564
Curinga	id=g:3697565
Hacienda Curirca	id=g:3697567
Curilcas	id=g:3697568
Curgos	id=g:3697569
Curbán	id=g:3697570
Río Curaray	id=g:3697571
Curaray	id=g:3697572
Río Curanja	id=g:3697573
Curanja	id=g:3697574
Río Cura Curacmayo	id=g:3697575
Quebrada Curaca	id=g:3697576
Cerro Cur	id=g:3697577
Pucusula	id=g:3697578
Río Cupsi	id=g:3697579
Cerro Cupsi	id=g:3697580
Cupsi	id=g:3697581
Valle de Cupisnique	id=g:3697582
Quebrada Cupisnique	id=g:3697583
Pampa Cupisnique	id=g:3697584
Cerros de Cupisnique	id=g:3697585
Punta Cuñus	id=g:3697586
Río Cuñumbusa	id=g:3697587
Cuñumbuqui	id=g:3697588
Cunshamayo	id=g:3697589
Isla Cunja	id=g:3697590
Río Cunincu	id=g:3697591
Cuñicul	id=g:3697592
Río Cuñical Malache	id=g:3697593
Cerro Cungallo	id=g:3697594
Cundes	id=g:3697595
Lomo Cuncato	id=g:3697596
Cerro Cunca	id=g:3697597
Cunca	id=g:3697598
Jaguay Cunas	id=g:3697599
Vega de Cun	id=g:3697600
Cumbre del Marco	id=g:3697601
Cerro Cumbre	id=g:3697602
Cumbe	id=g:3697603
Pongode Cumbinama	id=g:3697604
Río Cumbil	id=g:3697605
Cumbicus	id=g:3697606
Cumbicus	id=g:3697607
Cumbicus	id=g:3697608
Cumbicus	id=g:3697609
Cumbibirá	id=g:3697610
Cumba	id=g:3697611
Isla Cumaseba	id=g:3697612
Cumaseba	id=g:3697613
Río Cumaría	id=g:3697614
Cumaría	id=g:3697615
Cultambo	id=g:3697616
Cerro Culqui	id=g:3697617
Culqui	id=g:3697618
Culpuy	id=g:3697619
Cerro Culpón	id=g:3697620
Hacienda Culpón	id=g:3697621
Culpón	id=g:3697622
Quebrada Cullupampa	id=g:3697623
Cullmullacha	id=g:3697624
Culicanda	id=g:3697625
Culebrón	id=g:3697626
Culebreros	id=g:3697627
Río Culebras	id=g:3697628
Quebrada Culebras	id=g:3697629
Punta Culebras	id=g:3697630
Playa Culebras	id=g:3697631
Cerro Culebras	id=g:3697632
La Caleta Culebras	id=g:3697633
Culebras	id=g:3697634
Culebras	id=g:3697635
Quebrada Culebra	id=g:3697636
Cerro Culebra	id=g:3697637
Cerro Culebra	id=g:3697638
Cerro Culebra	id=g:3697639
Culebras	id=g:3697640
Cerro Culco Cóndor	id=g:3697641
Culcas	id=g:3697642
Cullca Pampa	id=g:3697643
Cujillo	id=g:3697644
Cujaca	id=g:3697645
Cuispes	id=g:3697646
Cuiparillo	id=g:3697647
Cuipari	id=g:3697648
Cuichuro	id=g:3697649
Lomadas de Cuevin	id=g:3697650
Quebrada Cuevas	id=g:3697651
Cuevas	id=g:3697652
Cueva Pintada	id=g:3697653
Cueva la Yegua	id=g:3697654
Cueva Grande	id=g:3697655
Cueva de la Leona	id=g:3697656
Cueva Chunchi	id=g:3697657
Cueva Blanco	id=g:3697658
Cueva Arellana	id=g:3697659
Cuesta del Toro	id=g:3697660
Cuesta de Chile	id=g:3697661
Cerro Cuervos	id=g:3697662
Cuernavaca	id=g:3697663
Pico Cuello	id=g:3697664
Quebrada Cucuyas	id=g:3697665
Cucuyas	id=g:3697666
Cucur	id=g:3697667
