Sperry's Restaurant	id=g:7288749
Westminster College Gymnasium	id=g:7304630
White Haven	id=g:7304632
Choctaw Village (historical)	id=g:7304633
Daisy Bates House	id=g:7304634
Eureka Center Church (historical)	id=g:7304635
Beginning Point of the Louisiana Purchase Survey	id=g:7304636
Eaker Site	id=g:7304637
Menard-Hodges Site	id=g:7304638
Nodena Site	id=g:7304640
Parkin Mound Archeological State Park	id=g:7304641
Joseph Taylor Robinson House	id=g:7304642
Rohwer Relocation Center Cemetery	id=g:7304643
Bizzell Library	id=g:7304644
South Boston Avenue Methodist Episcopal Church	id=g:7304645
Old Cherokee Nation Capitol Building	id=g:7304646
Guthrie Historic District	id=g:7304647
Ernest Whitworth Marland Mansion	id=g:7304648
Creek National Capitol	id=g:7304649
The Price Tower	id=g:7304650
Boley Historic District	id=g:7304651
Barton Hall	id=g:7304652
Bottle Creek Site	id=g:7304653
Old City Hall	id=g:7304654
Henry De Lamar Clayton House	id=g:7304655
Fort Mitchell Site	id=g:7304656
Fort Morgan State Historic Site	id=g:7304657
Ivy Green	id=g:7304658
Kenworthy Hall	id=g:7304659
Montgomery	id=g:7304661
Tom Bevill Visitor Center	id=g:7304662
Montgomery Union Station and Trainshed	id=g:7304663
Moundville State Monument	id=g:7304664
Jones Archaeological Museum	id=g:7304665
Sloss Blast Furnaces	id=g:7304666
Swayne Hall	id=g:7304667
Yuchi Town Site	id=g:7304668
Tuskegee Airmen National Historic Site	id=g:7304669
Adak Army Base and Adak Naval Operating Base	id=g:7304670
Alaska Native Brotherhood Hall	id=g:7304671
American Flag-Raising Site	id=g:7304672
Anangula Site	id=g:7304673
Attu Battlefield and U.S. Army and Navy Airfields on Attu	id=g:7304674
Bering Expedition Landing Site	id=g:7304675
Birnirk Site	id=g:7304676
Brooks River Archeological District	id=g:7304677
Cape Krusenstern Archeological District	id=g:7304678
Cape Nome Mining District Discovery Sites	id=g:7304679
Chaluka Site	id=g:7304680
Church of the Holy Ascension	id=g:7304681
Dry Creek Archeological Site	id=g:7304682
Dutch Harbor Naval Operating Base (historical)	id=g:7304683
Eagle Historic District	id=g:7304684
Fort Durham Site	id=g:7304685
Cape Field at Fort Glenn	id=g:7304686
Gallagher Flint Station Archeological Site	id=g:7304687
Holy Assumption Orthodox Church	id=g:7304688
Japanese Occupation Site-Kiska Island	id=g:7304689
Kijik Archeological District	id=g:7304690
Leffingwell Camp Site	id=g:7304691
Alaskaland Park	id=g:7304692
Onion Portage Archeological District	id=g:7304693
Palugvik Site	id=g:7304694
Russian American Building Number 29	id=g:7304695
Russian American Magazin	id=g:7304696
Russian Bishop's House	id=g:7304697
Saint Michael's Cathedral	id=g:7304698
Seal Island Historic District	id=g:7304699
Sitka Spruce Plantation	id=g:7304700
George C. Thomas Memorial Library	id=g:7304701
Three Saints Bay Site	id=g:7304702
Wales Site	id=g:7304703
Yukon Island Main Archaeological Site	id=g:7304704
Casa Malpais Site	id=g:7304705
Gatlin Site	id=g:7304706
Lehner Mammoth-Kill Site	id=g:7304707
C. Hart Merriam Base Camp Site	id=g:7304708
Navajo Nation Council Chamber	id=g:7304709
Phelps Dodge General Office Building	id=g:7304710
Emerald Rapid	id=g:7304711
The Abbey	id=g:7304712
Bank of America	id=g:7304713
Aline Barnsdall Complex	id=g:7304714
Jose Castro House	id=g:7304715
Fort Ross Commanders House	id=g:7304716
Coso Rock Art District	id=g:7304717
Eames House	id=g:7304718
Elmshaven	id=g:7304719
Estudillo House	id=g:7304720
James C Flood Mansion	id=g:7304721
Fresno Sanitary Landfill	id=g:7304722
David B Gamble House	id=g:7304723
Gonzales House	id=g:7304724
Hale Solar Laboratory	id=g:7304725
Hanna-Honeycomb House	id=g:7304726
Harada House	id=g:7304727
Bluejacket Fountain and Sculpture Plaza	id=g:7304728
Mission Peak Regional Preserve	id=g:7304729
Keeter Park	id=g:7304730
Jack Justus Park	id=g:7304731
Branson City Campground	id=g:7304732
Leconte Memorial Lodge	id=g:7304733
Mission Santa Ines	id=g:7304734
Monterey Old Town Historic District	id=g:7304735
Old Mission Dam	id=g:7304736
Sanford Sheldon Medical Center	id=g:7304737
Select Specialty Hospital	id=g:7304738
Regional Health Services of Howard County	id=g:7304739
Orange City Health System	id=g:7304740
Mercy Medical Center New Hampton Campus	id=g:7304741
Mount Pleasant Mental Health Institute	id=g:7304742
Unity Health Care Center	id=g:7304743
Lakes Regional Healthcare	id=g:7304744
Trinity Medical Center Terrace Park Campus	id=g:7304745
Ottumwa Regional Health Center Alta Vista Campus	id=g:7304746
Mid - Eastern Center for Chemical Abuse	id=g:7304747
Mercy Medical Center North Iowa West Campus	id=g:7304748
Windcrest Volunteer Fire Department	id=g:7304749
Prairie View Volunteer Fire Department	id=g:7304750
Lockhart Fire Rescue Station 1	id=g:7304751
Meridian Volunteer Fire Department	id=g:7304752
Marquez Volunteer Fire Department	id=g:7304753
Annaville Volunteer Fire Department Station 2	id=g:7304754
Live Oak Fire Department	id=g:7304755
Flatonia Volunteer Fire Department	id=g:7304756
Killeen Fire Department and Emergency Medical Services Central Station	id=g:7304757
Waco Fire Department Station 7	id=g:7304758
Taylor Volunteer Fire Department Victoria Street Station	id=g:7304759
Cranfills Gap Volunteer Fire Department	id=g:7304760
Killeen Fire Department Station 4	id=g:7304761
Spring Branch Volunteer Fire Department Station 2	id=g:7304762
Marlin Volunteer Fire Department	id=g:7304763
Hubbard Volunteer Fire Department	id=g:7304764
Florence Volunteer Fire Department	id=g:7304765
Temple Fire and Rescue Station 1	id=g:7304766
North Lake Travis Fire and Rescue Station 103	id=g:7304767
Gonzales Fire Department	id=g:7304768
Robinson Volunteer Fire Department Station 1	id=g:7304769
Brazos County Precinct 4 Fire Department Station 2	id=g:7304770
Troy Volunteer Fire Department	id=g:7304771
Pflugerville Volunteer Fire Department	id=g:7304772
Georgetown Fire Department Station 1	id=g:7304773
Waller County Emergency Management Services	id=g:7304774
Bayside Volunteer Fire Department	id=g:7304775
Bellmead Fire Department	id=g:7304776
Elgin Volunteer Fire Department	id=g:7304777
Hollywood Park Fire Department	id=g:7304778
Cedar Park Volunteer Fire Department	id=g:7304779
Seguin Fire / Emergency Medical Services	id=g:7304780
Runge City Fire Department	id=g:7304781
New Braunfels Fire Department Station 2	id=g:7304782
Driftwood Volunteer Fire Department	id=g:7304783
Cibolo Volunteer Fire Department	id=g:7304784
Lacy Lakeview Fire Department Substation	id=g:7304785
Leander Volunteer Fire Department	id=g:7304786
College Station Fire Department Ambulance Station 1	id=g:7304787
Madisonville Volunteer Fire Department	id=g:7304788
Blackjack Volunteer Fire Department	id=g:7304789
Spring Branch Volunteer Fire Department Central Station	id=g:7304790
La Ward Fire Department	id=g:7304791
Bishop Volunteer Fire Station	id=g:7304792
Helotes Fire Department	id=g:7304793
Steele Creek Acres Volunteer Fire Department	id=g:7304794
New Braunfels Fire Department Station 3	id=g:7304795
Leander Fire Department	id=g:7304796
Caldwell Volunteer Fire and Rescue Department	id=g:7304797
Wortham Volunteer Fire Department	id=g:7304798
Round Rock Fire Department Station 4	id=g:7304799
Five Points Volunteer Fire Department	id=g:7304800
Round Rock Fire Department Station 5	id=g:7304801
Round Rock Fire Department Station 3	id=g:7304802
Harker Heights Volunteer Fire Department Station 2	id=g:7304803
Southwest Volunteer Fire Department	id=g:7304804
Blackjack Volunteer Fire Department	id=g:7304805
Kenedy Fire Dept	id=g:7304806
La Grange Volunteer Fire Department	id=g:7304807
Frost Volunteer Fire Department	id=g:7304808
Bastrop Fire Department Station 1 Headquarters	id=g:7304809
Paige Volunteer Fire Department	id=g:7304810
Navasota Volunteer Fire Department	id=g:7304811
Schulenburg Volunteer Fire Department	id=g:7304812
Round Rock Fire Department Station 2	id=g:7304813
Tri County Fire Department Station 1	id=g:7304814
Waco Fire Department Station 8	id=g:7304815
Bastrop Volunteer Fire Department Station 2	id=g:7304816
Marion Volunteer Fire Department	id=g:7304817
Lake Bastrop Volunteer Fire Department	id=g:7304818
Circle D Fire Station	id=g:7304819
Travis County Fire Rescue Emergency Services District 11 Station 1	id=g:7304820
Danevang Volunteer Fire Department	id=g:7304821
Selma Fire Department	id=g:7304822
Karnes City Volunteer Fire Department	id=g:7304823
Harker Heights Fire Department and Emergency Medical Services	id=g:7304824
Killeen Fire Department Station 6	id=g:7304825
Travis County Fire Marshall	id=g:7304826
Leon Valley Fire Department	id=g:7304827
Hillsboro Fire Station 2	id=g:7304828
Waco Fire Department	id=g:7304829
Olmos Park Fire Department	id=g:7304830
Travis County Emergency Services District 9 Station 2 Westlake	id=g:7304831
Crawford Volunteer Fire Department and Emergency Medical Services	id=g:7304832
Waco Fire Department Station 5	id=g:7304833
Inez Fire Department	id=g:7304834
Travis County Emergency Services District 2 Station 2	id=g:7304835
Rockdale Volunteer Fire Department	id=g:7304836
San Antonio Fire Vehicle Maintenance	id=g:7304837
Telferner Volunteer Fire Department	id=g:7304838
Henly Volunteer Fire Department	id=g:7304839
Waco Fire Department Station 1	id=g:7304840
Sommerville Volunteer Fire Department	id=g:7304841
Iredell Volunteer Fire Department	id=g:7304842
Falls City Volunteer Fire Department	id=g:7304843
Cedar Park Fire Department Station 3	id=g:7304844
Iola Volunteer Fire Department	id=g:7304845
Monaville Volunteer Fire Department	id=g:7304846
Taft Volunteer Fire Department	id=g:7304847
North Hays County Volunteer Fire Department	id=g:7304848
Thrall Volunteer Fire Department	id=g:7304849
Jewett Volunteer Fire Department	id=g:7304850
Fairfield City Fire Department	id=g:7304851
Leon Springs VFD Inc	id=g:7304852
Grey Forest Volunteer Fire Department	id=g:7304853
North Lake Travis Fire and Rescue Station 106	id=g:7304854
Camelot Volunteer Fire and Rescue	id=g:7304855
Hempstead Volunteer Fire Department	id=g:7304856
Cedar Park Fire Department Station 1	id=g:7304857
Shiner Volunteer Fire Department	id=g:7304858
Prairie Hill Rocky Hill Volunteer Fire Department	id=g:7304859
Aquilla Volunteer Fire Department	id=g:7304860
Somerset Volunteer Fire Department	id=g:7304861
Giddings Volunteer Fire Department	id=g:7304862
Luling Fire Department Station 1	id=g:7304863
Lorena Volunteer Fire Department	id=g:7304864
Taylor Volunteer Fire Department Hall	id=g:7304865
Travis County Emergency Services District 2 Station 1	id=g:7304866
Stillhouse Volunteer Fire Department	id=g:7304867
Bremond Volunteer Fire Department	id=g:7304868
Elm Mott Volunteer Fire Department	id=g:7304869
White Bluff Volunteer Fire Department	id=g:7304870
Blum Volunteer Fire Department	id=g:7304871
Mart Volunteer Fire Department	id=g:7304872
Bulverde Fire Department Station 1 Headquarters	id=g:7304873
Cat Springs Volunteer Fire Department	id=g:7304874
Brazos County Precinct 4 Volunteer Fire Department Station 1	id=g:7304875
Blessing Volunteer Fire Department	id=g:7304876
Corsicana Fire Department Central Station	id=g:7304877
Centerville Volunteer Fire Department	id=g:7304878
Point Comfort Volunteer Fire Department	id=g:7304879
Corsicana Fire Department Station 2	id=g:7304880
Round Rock Fire Department Central Station	id=g:7304881
Volente Volunteer Fire Department	id=g:7304882
Geronimo Volunteer Fire Department	id=g:7304883
Lacy Lakeview Fire Department	id=g:7304884
Jarrell Volunteer Fire Department	id=g:7304885
Marlin Fire Department Station 1	id=g:7304886
Fayetteville Volunteer Fire Department	id=g:7304887
Dawson Volunteer Fire Department	id=g:7304888
Blooming Grove Volunteer Fire Department	id=g:7304889
Eagle Creek Volunteer Emergency Services	id=g:7304890
Mount Calm Volunteer Fire Department	id=g:7304891
Bracken Volunteer Fire Department Station 1 Central	id=g:7304892
Rosebud Volunteer Fire Department	id=g:7304893
McQueeney Volunteer Fire Department	id=g:7304894
Holiday Beach Volunteer Fire Department	id=g:7304895
Manchaca Volunteer Fire Department Station 3	id=g:7304896
Travis County Fire Control Emergency Services District 4 Station 4	id=g:7304897
Waco Fire Department Station 4	id=g:7304898
Sam Bass Volunteer Fire Department Station 1	id=g:7304899
Sandy Oaks Volunteer Fire Department	id=g:7304900
Gardendale Volunteer Fire Department	id=g:7304902
Chappell Hill Fire Department	id=g:7304903
Nixon Volunteer Fire Department	id=g:7304904
China Spring Volunteer Fire Department and Rescue Service	id=g:7304905
Jollyville Volunteer Fire Department	id=g:7304906
Tehuacana Volunteer Fire Department	id=g:7304907
Hilltop Lakes Volunteer Fire Department	id=g:7304908
Killeen Fire Department Station 3	id=g:7304909
Teague Volunteer Fire Department	id=g:7304910
Killeen Fire Department Station 5	id=g:7304911
Bexar Metro 911 Network District Office	id=g:7304912
Waco Fire Department Station 6	id=g:7304913
Milano Volunteer Fire Department	id=g:7304914
Balcones Heights Fire Department	id=g:7304915
Banquete Fire Station	id=g:7304916
Schertz Fire and Rescue Station 1	id=g:7304917
Austwell Volunteer Fire Department	id=g:7304918
Buffalo Volunteer Fire Department	id=g:7304919
Universal City Fire Department	id=g:7304920
East Leon County Fire Department	id=g:7304921
Itasca Volunteer Fire Department and Emergency Medical Service	id=g:7304922
Brazos County Precinct 3 Volunteer Fire Department Station 1	id=g:7304923
Beverly Hills Department of Public Services	id=g:7304924
Temple Fire Training Academy	id=g:7304925
Franklin Fire Department	id=g:7304926
Taylor Fire Department Central Station	id=g:7304927
Kopperl Volunteer Fire Department	id=g:7304928
Sand Hills Volunteer Fire Department	id=g:7304929
McGregor Volunteer Fire Department	id=g:7304930
New Braunfels Fire Department Station 1	id=g:7304931
Manchaca Volunteer Fire Department Station 2	id=g:7304932
Leona Volunteer Fire Department	id=g:7304933
New Berlin Volunteer Fire Department Station 1	id=g:7304934
Angus Volunteer Fire Department	id=g:7304935
Columbus Volunteer Fire Department	id=g:7304936
Mexia Fire and Emergency Medical Service	id=g:7304937
Bartlett Volunteer Fire Department and First Responders	id=g:7304938
North Lake Travis Fire and Rescue Station 107	id=g:7304939
Kerens Volunteer Fire Department	id=g:7304940
Lott Volunteer Fire Department	id=g:7304941
Shavano Park Fire Department and Emergency Medical Services	id=g:7304942
Travis County Emergency Services District 3 Station 1 Oak Hill	id=g:7304943
Lamar Volunteer Fire Department	id=g:7304944
San Antonio Arson Investigation	id=g:7304945
Brenham Fire Department	id=g:7304946
Ricardo Volunteer Fire Department	id=g:7304947
Burton Fire Dept	id=g:7304948
Belton Fire Department and Emergency Medical Service	id=g:7304949
Travis County Emergency Services District 9 Station 1	id=g:7304950
Weimar Volunteer Fire Department	id=g:7304951
Hewitt Volunteer Fire Department	id=g:7304952
Chalk Bluff Volunteer Fire Department	id=g:7304953
Nolanville Fire Department and Emergency Medical Service	id=g:7304954
Thomaston Volunteer Fire Department	id=g:7304955
Cameron Volunteer Fire Department	id=g:7304956
Lasara Volunteer Fire Department	id=g:7304957
Riesel Volunteer Fire Department	id=g:7304958
Muldoon Volunteer Fire Department	id=g:7304959
Chisholm Trail Fire and Rescue Station 1	id=g:7304960
Richland Chambers 287 Fire and Rescue	id=g:7304961
Chisholm Trail Fire and Rescue Station 3	id=g:7304962
McDade Volunteer Fire Department	id=g:7304963
Bluebonnet Volunteer Fire Department Still Forest Station	id=g:7304964
Killeen Fire Department Station 7	id=g:7304965
Smithville Volunteer Fire Department Station 2	id=g:7304966
Rockport Volunteer Fire Department South Station	id=g:7304967
Rockport Volunteer Fire Department West Station	id=g:7304968
Rockport Volunteer Fire Department North Station	id=g:7304969
Bluebonnet Volunteer Fire Department Cedar Creek Station	id=g:7304970
Bluebonnet Volunteer Fire Department 969 Station	id=g:7304971
Maxwell Volunteer Fire Department	id=g:7304972
Luling Fire Department Station 2	id=g:7304973
Mid - county Volunteer Fire Department	id=g:7304974
Killeen Fire Department Station 1	id=g:7304975
Belmont Volunteer Fire Department	id=g:7304976
Waelder Fire Department	id=g:7304977
Smiley Volunteer Fire Department	id=g:7304978
Converse Fire Department Station 2	id=g:7304979
Granger Volunteer Fire Department	id=g:7304980
San Antonio Fire Department Station 20	id=g:7304981
San Antonio Fire Department Station 24	id=g:7304982
San Antonio Fire Department Station 41	id=g:7304983
San Antonio Fire Department Station 25	id=g:7304984
San Antonio Fire Department Station 47	id=g:7304985
San Antonio Fire Department Station 49	id=g:7304986
San Antonio Fire Department Station 35	id=g:7304987
San Antonio Fire Department Station 48	id=g:7304988
San Antonio Fire Department Station 46	id=g:7304989
San Antonio Fire Department Station 45	id=g:7304990
San Antonio Fire Department Station 44	id=g:7304991
San Antonio Fire Department Station 43	id=g:7304993
San Antonio Fire Department Station 42	id=g:7304994
San Antonio Fire Department Station 32	id=g:7304995
San Antonio Fire Department Station 34	id=g:7304996
San Antonio Fire Department Station 39	id=g:7304997
San Antonio Fire Department Station 36	id=g:7304998
San Antonio Fire Department Station 37	id=g:7304999
San Antonio Fire Department Station 28	id=g:7305000
San Antonio Fire Department Station 27	id=g:7305001
San Antonio Fire Department Station 23	id=g:7305002
San Antonio Fire Department Station 40	id=g:7305003
San Antonio Fire Department Station 19	id=g:7305004
San Antonio Fire Department Station 26	id=g:7305005
San Antonio Fire Department Station 21	id=g:7305006
San Antonio Fire Department Station 30	id=g:7305007
San Antonio Fire Department Station 31	id=g:7305008
San Antonio Fire Department Station 29	id=g:7305009
San Antonio Fire Department Station 7	id=g:7305010
San Antonio Fire Department Station 8	id=g:7305011
San Antonio Fire Department Station 2	id=g:7305012
San Antonio Fire Department Station 13	id=g:7305013
San Antonio Fire Department Station 10	id=g:7305014
San Antonio Fire Department Station 11	id=g:7305015
San Antonio Fire Department Station 3	id=g:7305016
San Antonio Fire Department Station 22	id=g:7305017
San Antonio Fire Department Station 9	id=g:7305018
San Antonio Fire Department Station 33	id=g:7305019
Geronimo Village Volunteer Fire Department Station 2	id=g:7305020
Rogers Volunteer Fire Department First Responders	id=g:7305021
Martindale Volunteer Fire Department	id=g:7305022
Southeast Caldwell County Volunteer Fire Department	id=g:7305023
Birch Creek Area Volunteer Fire Department	id=g:7305024
College Station Fire Department Station 2	id=g:7305025
South Hays Fire Department Company 4	id=g:7305026
McMahan Volunteer Fire Department	id=g:7305027
Morgan Volunteer Fire Department	id=g:7305028
Brazos County Precinct 3 Volunteer Fire Department Station 3	id=g:7305029
Bryan Fire Department Station 4	id=g:7305030
Brazos County Precinct 3 Volunteer Fire Department Station 2	id=g:7305031
Snook Volunteer Fire Department	id=g:7305032
Beaver Creek Volunteer Fire Department	id=g:7305033
Cooks Point Volunteer Fire Department	id=g:7305034
Deanville Volunteer Fire Department	id=g:7305035
Brazos County Precinct 4 Volunteer Fire Department Station 3	id=g:7305036
Yorktown Volunteer Fire Department	id=g:7305037
Harlingen Fire Department Station 5	id=g:7305038
San Benito Fire Department Station 2	id=g:7305039
Bulverde Fire Department Station 3	id=g:7305040
Bulverde Fire Department Station 2	id=g:7305041
Oakland Volunteer Fire Department	id=g:7305042
Sheridan Volunteer Fire Department	id=g:7305043
Rocky Creek Volunteer Fire Department	id=g:7305044
Meyersville Volunteer Fire Department	id=g:7305045
Berlin - Mill Creek - Zionsville Volunteer Fire Department	id=g:7305046
Sweet Home Volunteer Fire Department	id=g:7305047
Boling Fire Department	id=g:7305049
Sutherland Springs Volunteer Fire Department	id=g:7305050
Raisin Volunteer Fire Department Station 4	id=g:7305051
Waller Volunteer Fire Department	id=g:7305052
Raisin Volunteer Fire Department Station 3	id=g:7305053
Raisin Volunteer Fire Department Station 2	id=g:7305054
Dacosta Volunteer Fire Department	id=g:7305055
Floresville Volunteer Fire Department	id=g:7305056
Raisin Volunteer Fire Department Station 5	id=g:7305057
Kicaster Volunteer Fire Department	id=g:7305058
Longhorn Volunteer Fire Department	id=g:7305059
Monaville Volunteer Fire Department Station 2	id=g:7305060
Tri County Fire Department Station 2	id=g:7305061
Floresville - Canada Verde Volunteer Fire Department	id=g:7305062
Three Oaks Volunteer Fire Department	id=g:7305063
Pattison Area Volunteer Fire Department	id=g:7305064
