Averill Station (historical)	id=g:7272487
County Line Station (historical)	id=g:7273185
K 4 Farms	id=g:7273186
Georgia Fruit Farm	id=g:7273187
Saginaw Station	id=g:7273188
Sawmill Golf Club	id=g:7273189
Saint Charles Station	id=g:7273190
Kimberly Oaks Golf Club	id=g:7273191
Oakley Station	id=g:7273192
Buckhill Farm	id=g:7273193
White Sky Farm	id=g:7273194
Adsitt Farms	id=g:7273195
Teloga Valley Farm	id=g:7273196
Willow Pond Aqua Farm	id=g:7273197
Hilton Farms	id=g:7273198
R And R Farms	id=g:7273199
Sleeping Monk Farm	id=g:7273200
Barrett Hill Farm	id=g:7273201
Appleton Farms	id=g:7273202
Merrill Station	id=g:7273203
Hemlock Station	id=g:7273204
Freeland Station	id=g:7273205
Chesaning Station	id=g:7273206
Windy Hill Farm	id=g:7273207
Sheldon Farm	id=g:7273208
Reedland Farms	id=g:7273209
Sugar Hill Farm	id=g:7273210
Lawnhurst Farms	id=g:7273211
Hemdale Farms	id=g:7273212
Half Dutch Farm	id=g:7273213
Will-O-Crest Farms	id=g:7273214
Pedersen Farms	id=g:7273215
Sullivans Farm	id=g:7273216
V And W Farms	id=g:7273217
Victor Christmas Tree Farm	id=g:7273218
Carrolltown Station	id=g:7273219
Burt Station	id=g:7273220
Bridgeport Station	id=g:7273221
Birch Run Station	id=g:7273222
Rippon Virginia Railway Express Station	id=g:7273223
Jaswells Farm	id=g:7273224
Knight Farm	id=g:7273225
Matteo's Farm	id=g:7273226
Narrow Lane Farm	id=g:7273227
Phantom Farm	id=g:7273228
Snowhurst Farms	id=g:7273229
White Oak Farm	id=g:7273230
Young Family Farm	id=g:7273231
Seven Cedars Christmas Tree Farm	id=g:7273232
Borrelli Tree Farm	id=g:7273233
Bedrock Farm	id=g:7273234
Sweet Berry Farm	id=g:7273235
Hudson Pullett Farm	id=g:7273236
Triple K Farms	id=g:7273237
Cooksey Farms	id=g:7273238
Day Brothers Dairy And Maple Farm	id=g:7273239
Fresh-Ayr Farm	id=g:7273240
Holmestead Farms	id=g:7273241
Mountain Creek Herb Farm	id=g:7273242
Fentons Berry Farm	id=g:7273243
Flower Hill Farm	id=g:7273244
Harris Farms	id=g:7273245
Porter Farm	id=g:7273246
Potoczak Bee Farms	id=g:7273247
Misty Mountain Farm	id=g:7273248
Bagel Creek Farms	id=g:7273249
Bolas Farms	id=g:7273250
Del Mar Farms	id=g:7273251
Atherton Farms	id=g:7273252
Schafer Potato Farms	id=g:7273253
Lamb Farms	id=g:7273254
Lor-Rob Dairy Farm	id=g:7273255
Williams Poultry Farm	id=g:7273256
Northland Farm	id=g:7273257
Stein Farms	id=g:7273258
Miller Brothers Farm	id=g:7273259
Big O Farms	id=g:7273260
Triple G Farms	id=g:7273261
Culhanes Tree Farm	id=g:7273262
Flyway Farm	id=g:7273263
Heberle Farms	id=g:7273264
Kniland Dairy Farms	id=g:7273265
Lynoaken Farm	id=g:7273266
Maple Grove Farm	id=g:7273267
Mele Farms	id=g:7273268
Partyka Farms	id=g:7273269
Piedmonte Garlic Farm	id=g:7273270
Sentiff Farms	id=g:7273271
George Farms	id=g:7273272
Sandy Knoll Farms	id=g:7273273
Rocky Haven Farm	id=g:7273274
Panek Farms	id=g:7273275
Angevine Farms	id=g:7273276
Christopher Farm	id=g:7273277
Kateland Farms	id=g:7273278
Sixth Day Farm	id=g:7273279
Ransom Rail Farm	id=g:7273280
Old Acres Farm	id=g:7273281
Black Brook Farm	id=g:7273282
Beech Hill Farm	id=g:7273283
Little M Farm	id=g:7273284
Jenkins Dairy Farm	id=g:7273285
Wall Haven Farms	id=g:7273286
Porterdale Farms	id=g:7273287
Appleton Farms	id=g:7273288
Baker Farms	id=g:7273289
Beckens Farm	id=g:7273290
Boka Farms	id=g:7273291
Fruit Ridge Farm	id=g:7273292
Harris Farms	id=g:7273293
Hillers Farm	id=g:7273294
Hurtgam Farms	id=g:7273295
John B Watson Farm	id=g:7273296
Kevin Smith Farm And Greenhouses	id=g:7273297
Koeppen Farms	id=g:7273298
Mrowka Farm	id=g:7273299
Newroyal Farms	id=g:7273300
Pipiles Farm	id=g:7273301
Pumpkin Farm	id=g:7273302
Pyskaty Farms	id=g:7273303
Sunnyside Farms	id=g:7273304
Zona Farm	id=g:7273305
Stedman Old Farm Nurseries	id=g:7273306
Teacup Farm	id=g:7273307
Williamsburg Farms	id=g:7273308
Stoney Field Farm	id=g:7273309
Wood Acres Farm	id=g:7273310
Veri Farms	id=g:7273311
Apple Bin Farm	id=g:7273312
Apple Hill Farm	id=g:7273313
Bell's Tree Farm	id=g:7273314
Burd Farm	id=g:7273315
Cody Creek Community Farm	id=g:7273316
DiGrazia's Tree Farm	id=g:7273317
Four Winds Farm	id=g:7273318
Gill Corn Farms	id=g:7273319
Grey Mouse Farm	id=g:7273320
Kelder's Farm	id=g:7273321
Marshall's Tree Farm	id=g:7273322
Mountain Fresh Farms	id=g:7273323
P And D Farm And Nursery	id=g:7273324
Phillies Bridge Farm Project	id=g:7273325
Stover's Christmas Tree Farm	id=g:7273326
Troncillito Farms	id=g:7273327
Twin Star Farms	id=g:7273328
Wallkill View Farm	id=g:7273329
Dutchess Farm	id=g:7273330
Raindancer Farm	id=g:7273331
Journey's End Farm	id=g:7273332
Brookside Farm of Gardiner	id=g:7273333
Arrowhead Farms	id=g:7273334
August Farm	id=g:7273335
Bumbleburg Farm	id=g:7273336
Buzzanco's Greenhouses And Farm	id=g:7273337
Escot Valley Farm	id=g:7273338
Feather Farm	id=g:7273339
Flying Change Farm	id=g:7273340
Generation Farm	id=g:7273341
Harrington Farms	id=g:7273342
Hasbrouck Farms	id=g:7273343
Laughing Duck Farm	id=g:7273344
Little Egg Farm	id=g:7273345
Longview Farm	id=g:7273346
Loosestrife Farm	id=g:7273347
Mohonk View Farm	id=g:7273348
Morning Garden Farm	id=g:7273349
Norwegian Wood Farm	id=g:7273350
One Earth Farm	id=g:7273351
Rusty Plough Farm	id=g:7273352
Standing Rock Farm	id=g:7273353
Sugarbrook Maple Farm	id=g:7273354
Golden Oaks Farm	id=g:7273355
Fiscalini Farms	id=g:7273356
Ocean View Farms	id=g:7273357
C And G Farms	id=g:7273358
Birchland Farm	id=g:7273359
Bittersweet Farm	id=g:7273360
Brandy View Farms	id=g:7273361
North Winds Farm	id=g:7273362
Haig Farms	id=g:7273363
Iroquois Organic Farm	id=g:7273364
Maple Leaf Farm	id=g:7273365
Adon Farms	id=g:7273366
Sagamore Farm	id=g:7273367
Fullers Farm	id=g:7273368
Stauffer Farms	id=g:7273369
Flack Farms	id=g:7273370
Harmony Farm	id=g:7273371
Lazy River Game Bird Farm	id=g:7273372
Plumb Hill Farm	id=g:7273373
Childstock Farms	id=g:7273374
Harmony Hills Farmstead	id=g:7273375
Elm Spring Farm	id=g:7273376
Emerling Farms	id=g:7273377
Windex Farms	id=g:7273378
Harvest Hill Farm	id=g:7273379
Clover Mead Farm	id=g:7273380
Black Watch Farm	id=g:7273381
Asgaard Farm	id=g:7273382
Giroux's Poultry Farm	id=g:7273383
Gobbler's Knob Farm	id=g:7273384
Butternut Ridge Farms	id=g:7273385
Elihu Farm	id=g:7273386
MacClan Farms	id=g:7273387
Happenchance Farm	id=g:7273388
Happy Hill Farm	id=g:7273389
Hemlock Grove Farm	id=g:7273390
Highland Maple Farm	id=g:7273391
M And A Farm	id=g:7273392
Manx Station Farm	id=g:7273393
Mapleland Farm	id=g:7273394
New England Farms	id=g:7273395
Pleasant Valley Farm	id=g:7273396
R And R Farms	id=g:7273397
River Edge Farm	id=g:7273398
Stannard Farm	id=g:7273399
Sunny Crest Tree Farm	id=g:7273400
Windy River Farm	id=g:7273401
Yorkmont Farm	id=g:7273402
Chambers Valley Farms	id=g:7273403
Birch Hill Farm	id=g:7273404
Brookefield Farm	id=g:7273405
Holstein Heaven Farm	id=g:7273406
Walker Farms	id=g:7273407
Rainbows End Farm	id=g:7273408
Skiff Farm	id=g:7273409
Edgewood Farm	id=g:7273410
White Feather Farm	id=g:7273411
Moses Creek Farm	id=g:7273412
Iron Horse Farms	id=g:7273413
Shanks Farm	id=g:7273414
Pleasantland Farm	id=g:7273415
Kauffman Poultry Farm	id=g:7273416
Shoal Creek Farm	id=g:7273417
Ihlenfeld Farms	id=g:7273418
Black Creek Golf Club	id=g:7273419
Bellvale Farms	id=g:7273420
Cutler Farms	id=g:7273421
Kazialain Farm	id=g:7273422
Keiths Farm	id=g:7273423
Kirby Farm	id=g:7273424
Krisco Farms Dairy	id=g:7273425
Piersons Evergreen Farm	id=g:7273426
Swissette Herb Farm	id=g:7273427
Wood Lake Station (historical)	id=g:7273428
Conger Station (historical)	id=g:7273429
Colby's Station (historical)	id=g:7273430
Wyman Station (historical)	id=g:7273431
North Greenville Station (historical)	id=g:7273432
Vickeryville Station (historical)	id=g:7273433
Butternut Station (historical)	id=g:7273434
Amble Station (historical)	id=g:7273435
Betty Acres Organic Farm	id=g:7273436
Bramley Mountain Farm	id=g:7273437
Bush Creek Farm	id=g:7273438
Byebrook Farm	id=g:7273439
High Meadows Farm	id=g:7273440
Lucky Dog Farm	id=g:7273441
Maple Shade Farm	id=g:7273442
Slope Farms	id=g:7273443
Dunk Hill Farm	id=g:7273444
Tuttle Farm	id=g:7273445
Bishop Farm	id=g:7273446
Eagle Hollow Farm	id=g:7273447
Mountain Dell Farm	id=g:7273448
Stony Creek Farm	id=g:7273449
Heller's Farm	id=g:7273450
Goat Bridge Farm	id=g:7273451
White Clover Sheep Farm	id=g:7273452
White Elephant Farm	id=g:7273453
Greenville Station	id=g:7273454
Stanton Station (historical)	id=g:7273455
Vestaburg Station (historical)	id=g:7273456
Trufant Station (historical)	id=g:7273457
Sidney Station (historical)	id=g:7273458
Six Lakes Station (historical)	id=g:7273459
Sheridan Station (historical)	id=g:7273460
Lakeview Station (historical)	id=g:7273461
Pierson Station (historical)	id=g:7273462
Whitefish Lake Golf Club	id=g:7273463
McBrides Station (historical)	id=g:7273464
Howard City Station (historical)	id=g:7273465
Gowen Station (historical)	id=g:7273466
Fenwick Station (historical)	id=g:7273467
Edmore Station (historical)	id=g:7273468
Coral Station (historical)	id=g:7273469
Cedar Lake Station (historical)	id=g:7273470
Carson City Station (historical)	id=g:7273471
Alma Station	id=g:7273472
Saint Louis Station	id=g:7273473
Ithaca Station	id=g:7273474
Breckenridge Station	id=g:7273475
Wheeler Station	id=g:7273476
Elwell Station (historical)	id=g:7273477
North Star Station	id=g:7273478
Riverdale Station (historical)	id=g:7273479
Pompeii Station	id=g:7273480
Perrinton Station	id=g:7273481
Middleton Station	id=g:7273482
Ashley Station	id=g:7273483
Bannister Station	id=g:7273484
Ola Station	id=g:7273485
Forest Hill Station	id=g:7273486
Lost Tracks Golf Club	id=g:7273487
Cygnet Farm	id=g:7273488
Boughs And Berry Farm	id=g:7273489
Escobar Highland Farm	id=g:7273490
Hilltop Tree Farm	id=g:7273491
Triple Creek Farm	id=g:7273492
Cedar Ridge Farm	id=g:7273493
Hardy Berry Farm	id=g:7273494
Atkinson Farm	id=g:7273495
Baxley Farms	id=g:7273496
Bush-N-Vine Farm	id=g:7273497
Belle View Farm	id=g:7273498
Brick House Farms	id=g:7273499
Oak Hill Farm (historical)	id=g:7273500
Oak Shade Farm (historical)	id=g:7273501
Pleasant Home Farm (historical)	id=g:7273502
Pleasant View Farm (historical)	id=g:7273503
Poindexter Railroad Station (historical)	id=g:7273504
Prospect Hill Farm (historical)	id=g:7273505
Ridgeway Farm (historical)	id=g:7273506
Robinson Railroad Station (historical)	id=g:7273507
Sunny Side Farm (historical)	id=g:7273508
Sunny Side Farm (historical)	id=g:7273509
The Oaks Farm (historical)	id=g:7273510
Woodland Farm (historical)	id=g:7273511
Woodland Hall Farm (historical)	id=g:7273512
Ashbrook Distillery Railroad Station (historical)	id=g:7273513
Berry Railroad Station (historical)	id=g:7273514
Boyd Railroad Station (historical)	id=g:7273515
Cedar Grove Farm (historical)	id=g:7273516
Evergreen Valley Farm (historical)	id=g:7273517
Garnett Railroad Station (historical)	id=g:7273518
Kellers Railroad Station (historical)	id=g:7273519
Lairs Railroad Station (historical)	id=g:7273520
Boston Railroad Station (historical)	id=g:7273521
County Almshouse Farm (historical)	id=g:7273522
Hayes Railroad Station (historical)	id=g:7273523
Ivor Railroad Station (historical)	id=g:7273524
Lynn Railroad Station (historical)	id=g:7273525
Menzies Railroad Station (historical)	id=g:7273526
Morgan Railroad Station (historical)	id=g:7273527
Uma Railroad Station (historical)	id=g:7273528
Pontious Farm	id=g:7273529
Cow Creek Farm	id=g:7273530
Fizzle Flat Farm	id=g:7273531
Green Acres Farm	id=g:7273532
Hillside Stock Farm	id=g:7273533
Sparta Station	id=g:7273534
Rogue Golf Club	id=g:7273535
Sand Lake Station (historical)	id=g:7273536
Rockford Station (historical)	id=g:7273537
Stonycreek Farm Nursery	id=g:7273538
Luginbill Family Farm	id=g:7273539
Schulte Farms	id=g:7273540
Wolke Farms	id=g:7273541
Hovest Farms	id=g:7273542
Ridge Farms	id=g:7273543
Windmill Swine Farm	id=g:7273544
Augsburger Farms	id=g:7273545
Remlinger Fish Farm	id=g:7273546
Pear Meadows Farm	id=g:7273547
Downing Station (historical)	id=g:7273548
Grant Station (historical)	id=g:7273549
Hyattsville Railroad Station (historical)	id=g:7273550
Lowell Railroad Station (historical)	id=g:7273551
Paint Lick Station (historical)	id=g:7273552
Point Leavell Railroad Station (historical)	id=g:7273553
Sugar Tree Grove Farm (historical)	id=g:7273554
Zopher Carpenter Station (historical)	id=g:7273555
Beagle Railroad Station (historical)	id=g:7273556
Brent Railroad Station (historical)	id=g:7273557
Coney Railroad Station (historical)	id=g:7273558
Dayton Railroad Station (historical)	id=g:7273559
Melburne Railroad Station (historical)	id=g:7273560
Oneonta Railroad Station (historical)	id=g:7273561
Ross Railroad Station (historical)	id=g:7273562
Stevens Railroad Station (historical)	id=g:7273563
Tenmile Station (historical)	id=g:7273564
English Railroad Station (historical)	id=g:7273565
Worthville Railroad Station (historical)	id=g:7273566
Lowell Station	id=g:7273567
Kent City Station	id=g:7273568
Aliceton Railroad Station (historical)	id=g:7273569
Alum Springs Railroad Station (historical)	id=g:7273570
Brumfield Railroad Station (historical)	id=g:7273571
Cozatt Railroad Station (historical)	id=g:7273572
Faulkner Railroad Station (historical)	id=g:7273573
Melrose Stock Farm (historical)	id=g:7273574
Parksville Railroad Station (historical)	id=g:7273575
Shelby City Railroad Station (historical)	id=g:7273576
Coalville Railroad Station (historical)	id=g:7273577
Ages Railroad Station (historical)	id=g:7273578
Alva Railroad Station (historical)	id=g:7273579
Ameron Railroad Station (historical)	id=g:7273580
Bardo Railroad Station (historical)	id=g:7273581
Baxter Railroad Station (historical)	id=g:7273582
Benham Railroad Station (historical)	id=g:7273583
Benito Railroad Station (historical)	id=g:7273584
Bennett Railroad Station (historical)	id=g:7273585
Brookside Railroad Station (historical)	id=g:7273586
Callihan Railroad Station (historical)	id=g:7273587
Casco Railroad Station (historical)	id=g:7273588
Cassity Railroad Station (historical)	id=g:7273589
Cato Railroad Station (historical)	id=g:7273590
Cawood Railroad Station (historical)	id=g:7273591
Chad Railroad Station (historical)	id=g:7273592
Coburn Railroad Station (historical)	id=g:7273593
Colton Railroad Station (historical)	id=g:7273594
Comet Railroad Station (historical)	id=g:7273595
Cornett Railroad Station (historical)	id=g:7273596
Cote Railroad Station (historical)	id=g:7273597
Coxton Railroad Station (historical)	id=g:7273598
Crummies Railroad Station (historical)	id=g:7273599
Dillon Railroad Station (historical)	id=g:7273600
Dione Railroad Station (historical)	id=g:7273601
Dressen Railroad Station (historical)	id=g:7273602
Emerling Railroad Station (historical)	id=g:7273603
Fee Railroad Station (historical)	id=g:7273604
Fegley Railroad Station (historical)	id=g:7273605
Fisk Railroad Station (historical)	id=g:7273606
Forester Railroad Station (historical)	id=g:7273607
Galindo Railroad Station (historical)	id=g:7273608
Gano Railroad Station (historical)	id=g:7273609
Gatun Railroad Station (historical)	id=g:7273610
Gaynor Railroad Station (historical)	id=g:7273611
Glenbrook Railroad Station (historical)	id=g:7273612
Glidden Railroad Station (historical)	id=g:7273613
Golva Railroad Station (historical)	id=g:7273614
Gulston Railroad Station (historical)	id=g:7273615
Harcrow Railroad Station (historical)	id=g:7273616
Harlan Railroad Station (historical)	id=g:7273617
Harnick Railroad Station (historical)	id=g:7273618
Highsplint Railroad Station (historical)	id=g:7273619
Hiram Railroad Station (historical)	id=g:7273620
Clearbrook Railroad Station Number One (historical)	id=g:7273621
Closplint Railroad Station Number One (historical)	id=g:7273622
Closplint Railroad Station Number Two (historical)	id=g:7273623
Clutts Railroad Station (historical)	id=g:7273624
Kayu Railroad Station (historical)	id=g:7273625
Keeman Railroad Station (historical)	id=g:7273626
Keith Railroad Station (historical)	id=g:7273627
Kellioka Railroad Station (historical)	id=g:7273628
Kentenia Railroad Station (historical)	id=g:7273629
Kenvir Railroad Station Number Five (historical)	id=g:7273630
Kenvir Railroad Station Number Four (historical)	id=g:7273631
Kerr Railroad Station (historical)	id=g:7273632
Kildav Railroad Station (historical)	id=g:7273633
Kinlaw Railroad Station (historical)	id=g:7273634
Kitts Railroad Station (historical)	id=g:7273635
Laden Railroad Station (historical)	id=g:7273636
Lanier Railroad Station (historical)	id=g:7273637
Layman Railroad Station (historical)	id=g:7273638
Leyland Railroad Station (historical)	id=g:7273639
Liggett Railroad Station (historical)	id=g:7273640
Lisle Railroad Station (historical)	id=g:7273641
Low Railroad Station (historical)	id=g:7273642
Loyall Railroad Station (historical)	id=g:7273643
Lupton Railroad Station (historical)	id=g:7273644
Malcomson Railroad Station (historical)	id=g:7273645
Mary Alice Railroad Station (historical)	id=g:7273646
Merna Railroad Station (historical)	id=g:7273647
Mill River Railroad Station (historical)	id=g:7273648
Molus Railroad Station (historical)	id=g:7273649
Munson Railroad Station (historical)	id=g:7273650
Neff Railroad Station (historical)	id=g:7273651
Newbert Railroad Station (historical)	id=g:7273652
Oblo Railroad Station (historical)	id=g:7273653
Parkdale Railroad Station (historical)	id=g:7273654
Pearson Railroad Station (historical)	id=g:7273655
Petain Railroad Station (historical)	id=g:7273656
Pillsbury Railroad Station (historical)	id=g:7273657
Poor Fork Railroad Station (historical)	id=g:7273658
Popeville Railroad Station (historical)	id=g:7273659
Prestridge Railroad Station (historical)	id=g:7273660
Putney Railroad Station (historical)	id=g:7273661
Raybon Railroad Station (historical)	id=g:7273662
Rhea Railroad Station (historical)	id=g:7273663
Risely Railroad Station (historical)	id=g:7273664
Rosspoint Railroad Station (historical)	id=g:7273665
Sanborn Railroad Station (historical)	id=g:7273666
Senger Railroad Station (historical)	id=g:7273667
Shields Railroad Station (historical)	id=g:7273668
