Jackass Aeropark	id=g:5506170
Landmark Letter	id=g:5506939
Landmark Letter	id=g:5506940
Landmark Letter	id=g:5506941
Landmark Letter	id=g:5506942
Landmark Letters	id=g:5506943
Landmark Mine	id=g:5506944
Landmark Rock	id=g:5506945
Landolf Ranch	id=g:5506946
Lands Mill (historical)	id=g:5506947
Lane	id=g:5506948
Lane City	id=g:5506949
Lane Post Office	id=g:5506950
Lane Valley	id=g:5506951
Lander City (historical)	id=g:5506952
Lanter Canyon	id=g:5506953
Lapon Canyon	id=g:5506954
Lapon Meadows	id=g:5506955
Las Vegas	id=g:5506956
Las Vegas Bay	id=g:5506957
Las Vegas Bay	id=g:5506958
Las Vegas City Garage Helispot	id=g:5506959
Las Vegas City Hall Helispot	id=g:5506960
Las Vegas Colony Indian Reservation (historical)	id=g:5506961
Las Vegas Convention Center	id=g:5506962
Las Vegas Country Club	id=g:5506963
Las Vegas Day School	id=g:5506964
Las Vegas Downs	id=g:5506965
Las Vegas Downs Racetrack	id=g:5506966
Las Vegas Dunes Recreation Lands	id=g:5506967
Las Vegas Gun Club	id=g:5506968
Las Vegas High School	id=g:5506969
Las Vegas Hilton Heliport	id=g:5506970
Las Vegas Mining District	id=g:5506971
Las Vegas Mormon Fort (historical)	id=g:5506972
Las Vegas Indian Colony	id=g:5506973
Las Vegas Plaza	id=g:5506974
Las Vegas Plaza Shopping Center	id=g:5506975
Las Vegas Post Office	id=g:5506976
Las Vegas Race Track (historical)	id=g:5506977
Las Vegas Racetrack and Ball Park	id=g:5506978
Las Vegas Radio Range Station	id=g:5506979
Las Vegas Ranch (historical)	id=g:5506980
Las Vegas Range	id=g:5506981
Las Vegas Ranger District	id=g:5506982
Las Vegas Valley	id=g:5506983
Large Williams Spring	id=g:5506984
Las Vegas Wash	id=g:5506985
Las Vegas Valley Lateral	id=g:5506986
Last Chance Cove	id=g:5506987
Last Chance Creek	id=g:5506988
Las Vegas-Henderson Sky Harbor	id=g:5506989
Last Chance Hill	id=g:5506990
Last Chance Mine	id=g:5506991
Last Chance Mine	id=g:5506992
Last Chance Mine	id=g:5506993
Last Chance Mine	id=g:5506994
Last Chance Mine	id=g:5506995
Last Chance Mine	id=g:5506996
Last Chance Mine	id=g:5506997
Last Chance Mine	id=g:5506998
Last Chance Mine	id=g:5506999
Last Chance Range	id=g:5507000
Last Chance Spring	id=g:5507001
Last Frontier Village Branch Post Office (historical)	id=g:5507002
Last Hope Mine	id=g:5507003
Last Laugh Mine	id=g:5507004
Last Stand Well	id=g:5507005
Last Water Spring	id=g:5507006
Lateral One-A	id=g:5507007
Lateral Two-A	id=g:5507008
Lateral Two-B	id=g:5507009
Lateral Two-D	id=g:5507010
Lateral Two-E	id=g:5507011
Latham Bottom	id=g:5507012
Lathrop Wells Cone	id=g:5507013
Lattin Well	id=g:5507014
Lattin Well	id=g:5507015
Laughlin	id=g:5507016
Laughlin Elementary School	id=g:5507017
Laughlin High School	id=g:5507018
Laughlin Rural Branch Post Office	id=g:5507019
Laughton Valley	id=g:5507020
Last Chance Ditch	id=g:5507021
Laurelwood Park	id=g:5507022
Laurent Mine	id=g:5507023
Lauville (historical)	id=g:5507024
Lava Bed Catch Basin	id=g:5507025
Lava Bed Spring	id=g:5507026
Lava Butte	id=g:5507027
Lava Butte Wash	id=g:5507028
Laura Dearing Elementary School	id=g:5507029
Lavina Mine	id=g:5507030
Lavon	id=g:5507031
Lawler (historical)	id=g:5507032
Lawton	id=g:5507033
Lawton Interchange	id=g:5507034
Lawton Shaft	id=g:5507035
Lawtons Hot Springs	id=g:5507036
Laxague	id=g:5507037
Laxague Spring	id=g:5507038
Laxague Spring	id=g:5507039
Layton Spring	id=g:5507040
Lazy Man Mine	id=g:5507041
Lazy S Ranch	id=g:5507042
Le Beau Ranch	id=g:5507043
LeCroix Well	id=g:5507044
Lea Mine	id=g:5507045
Leach Mine	id=g:5507046
Lead Bar Mine	id=g:5507047
Lead Bypass Canal	id=g:5507048
Lead King Mine	id=g:5507049
Lead King Mine	id=g:5507050
Lead King Mine	id=g:5507051
Lead Lake	id=g:5507052
Lead Lake Canal	id=g:5507053
Lead Mine Canyon	id=g:5507054
Lava Ridge	id=g:5507055
Leader Mountain	id=g:5507056
Leadville Mine	id=g:5507057
Learville (historical)	id=g:5507058
Learville Post Office	id=g:5507059
Lebeau Creek	id=g:5507060
Lead Mountain	id=g:5507061
Lebo Spring	id=g:5507062
Ledbetter Administrative Site	id=g:5507063
Ledbetter Canyon	id=g:5507064
Lebeau Park	id=g:5507065
Ledge Spring	id=g:5507066
Ledge Spring	id=g:5507067
Ledlie	id=g:5507068
Lee Canyon	id=g:5507069
Ledbetter Spring	id=g:5507070
Lee Canyon Ski Area	id=g:5507071
Lee Canyon Summer Home Area	id=g:5507072
Lee Forest Service Station	id=g:5507073
Lee Hot Springs	id=g:5507074
Lee Mine	id=g:5507075
Lee Mining District	id=g:5507076
Lee Sanders Ditch	id=g:5507077
Lee Spring	id=g:5507078
Lee Spring Canyon	id=g:5507079
Lee Canyon RV Camp	id=g:5507080
Lee and Lund Mine	id=g:5507081
Lee and Sanders Grist Mill (historical)	id=g:5507082
Leech Mine	id=g:5507083
Leeland (historical)	id=g:5507084
Leeland Post Office	id=g:5507085
Lees Flat	id=g:5507086
Lees Spring	id=g:5507087
Lees Spring (historical)	id=g:5507088
Leete (historical)	id=g:5507089
Leete Mining District	id=g:5507090
Leete Post Office (historical)	id=g:5507091
Leete Station (historical)	id=g:5507092
Leeteville (historical)	id=g:5507093
Leeteville Post Office (historical)	id=g:5507094
Left Fork Silver Creek	id=g:5507095
Lee Travis Well	id=g:5507096
Lehman Creek	id=g:5507097
Lehman Caves National Monument (historical)	id=g:5507098
Lehmans (historical)	id=g:5507099
Leith	id=g:5507100
Leith Canyon	id=g:5507101
Lemaire Mine	id=g:5507102
Lemmon Valley	id=g:5507103
Lemmon Valley	id=g:5507104
Lemmon Valley Elementary School	id=g:5507105
Lemmon Valley Ranch	id=g:5507106
Lemmon Valley Rural Branch Post Office (historical)	id=g:5507107
Lemmon Valley Shopping Center	id=g:5507108
Lemmon Valley Speedway	id=g:5507109
Lemr Mine	id=g:5507110
Lena Fairview Mine	id=g:5507111
Lena Juniper Elementary School	id=g:5507112
Lena Nevada Mine	id=g:5507113
Lenihan Canyon	id=g:5507114
Lehman Creek Campground and Trailhead	id=g:5507115
Leon Canyon	id=g:5507116
Leoman Spring	id=g:5507117
Leter Lake	id=g:5507118
Leter Ranch	id=g:5507119
Leter Reservoir	id=g:5507120
Letter D	id=g:5507121
Leversy Station (historical)	id=g:5507122
Leviathan Canyon	id=g:5507123
Leviathan Cave Geologic Area	id=g:5507124
Lewers Creek	id=g:5507125
Lester Mathews Well	id=g:5507126
Lewis Deralls Shaft	id=g:5507127
Lewis E Rowe Elementary School	id=g:5507128
Lewis Holes	id=g:5507129
Lewis Ranch	id=g:5507130
Lewis Spring	id=g:5507131
Lewis Spring	id=g:5507132
Lewis Springs	id=g:5507133
Lewis Well	id=g:5507134
Lexington Arch	id=g:5507135
Lexington Creek	id=g:5507136
Lewis Coal Mine	id=g:5507137
Lexington Mining District	id=g:5507138
Lexington Spring	id=g:5507139
Libby (historical)	id=g:5507140
Libby C Booth Elementary School	id=g:5507141
Libby Clark Mine	id=g:5507142
Liberty (historical)	id=g:5507143
Liberty Christian Academy	id=g:5507144
Liberty Mine	id=g:5507145
Liberty Mine	id=g:5507146
Liberty Pit	id=g:5507147
Liberty Pit	id=g:5507148
Liberty Springs	id=g:5507149
Liberty Springs	id=g:5507150
Lick Spring	id=g:5507151
Lida	id=g:5507152
Lida Canyon	id=g:5507153
Lexington Mine	id=g:5507154
Lida Mining District	id=g:5507155
Lida Post Office (historical)	id=g:5507156
Lida Summit	id=g:5507157
Lida Valley	id=g:5507158
Lida Junction Airstrip	id=g:5507159
Lida Wash	id=g:5507160
Lien (historical)	id=g:5507161
Life Care Center of Reno	id=g:5507162
Life Preserver Mine	id=g:5507163
Light Mine	id=g:5507164
Lighting W Ranch	id=g:5507165
Lightner Shaft	id=g:5507166
Likes Lake	id=g:5507167
Wing & Lilly Fong Elementary School	id=g:5507168
Lime Canyon	id=g:5507169
Lien Draw	id=g:5507170
Lime Hill	id=g:5507171
Lime Mountain	id=g:5507172
Lime Mountain	id=g:5507173
Lime Point	id=g:5507174
Lime Ridge	id=g:5507175
Lime Spring	id=g:5507176
Lime Spring	id=g:5507177
Lime Wash	id=g:5507178
Lime Cove	id=g:5507179
Limelight Mine	id=g:5507180
Limerock Spring	id=g:5507181
Limerock Spring	id=g:5507182
Limestone Hills	id=g:5507183
Limestone Peak	id=g:5507184
Limestone Ridge	id=g:5507185
Limestone Spring	id=g:5507186
Lincoln Canyon	id=g:5507187
Limelight Mine	id=g:5507188
Lincoln County	id=g:5507189
Lincoln County Airport	id=g:5507190
Lincoln County High School	id=g:5507191
Lincoln County Medical Clinic	id=g:5507192
Lincoln County Memorial Hospital	id=g:5507193
Lincoln Creek	id=g:5507194
Lincoln City	id=g:5507195
Lincoln Flat	id=g:5507196
Lincoln Mine	id=g:5507197
Lincoln Mine	id=g:5507198
Lincoln Mine	id=g:5507199
Lincoln Mine PIBAL Station (historical)	id=g:5507200
Lincoln Nevada Mine	id=g:5507201
Lincoln Park	id=g:5507202
Lincoln Park Elementary School	id=g:5507203
Lincoln Peak	id=g:5507204
Mount Lincoln	id=g:5507205
Lindsay and Shepard Mine	id=g:5507206
Lindsey Mine	id=g:5507207
Line Reservoir	id=g:5507208
Lingle Ravine	id=g:5507209
Lincoln Elementary School	id=g:5507210
Lion Spring	id=g:5507211
Lion Spring	id=g:5507212
Lion Spring Wash	id=g:5507213
Linka Mine	id=g:5507214
Lippincott Lead Mine	id=g:5507215
List Ranch	id=g:5507216
Lithia Mine	id=g:5507217
Lithic Ridge	id=g:5507218
Litigation Hill	id=g:5507219
Litl Scholar School	id=g:5507220
Litl Scholar School	id=g:5507221
Little Alkali Lake	id=g:5507222
Little Antelope Spring	id=g:5507223
Little Antelope Spring	id=g:5507224
Little Antelope Summit	id=g:5507225
Little Bald Mountain	id=g:5507226
Little Bear Nursery School/Kindergarten	id=g:5507227
Little Bell Flat	id=g:5507228
Little Bell Flat Well	id=g:5507229
Little Black Peak	id=g:5507230
Little Boulder Island	id=g:5507231
Little Boulder Spring	id=g:5507232
Little Box Canyon	id=g:5507233
Lions Memorial Park	id=g:5507234
Little Buffalo Well	id=g:5507235
Little Bull Spring	id=g:5507236
Little Burbank Canyon	id=g:5507237
Little Buck Mine	id=g:5507238
Little Butte	id=g:5507239
Little Cane Springs	id=g:5507240
Little Canyon	id=g:5507241
Little Burro Bay	id=g:5507242
Little Cherry Creek	id=g:5507243
Little Cherry Spring	id=g:5507244
Little Comstock Mine	id=g:5507245
Little Cones	id=g:5507246
Little Cottonwood Canyon	id=g:5507247
Little Chief Mine	id=g:5507248
Little Cottonwood Canyon	id=g:5507249
Little Cottonwood Lake	id=g:5507250
Little Cow Canyon	id=g:5507251
Little Cottonwood Spring	id=g:5507252
Little Creek	id=g:5507253
Little Cow Canyon Spring	id=g:5507254
Little Davis Spring	id=g:5507255
Little Den	id=g:5507256
Little Den Creek	id=g:5507257
Little Cut Spring	id=g:5507258
Little Dry Canyon	id=g:5507259
Little Devil Peak	id=g:5507260
Little Dry Canyon	id=g:5507261
Little Dutch Bill Pond	id=g:5507262
Little Fandango	id=g:5507263
Little Fish Lake	id=g:5507264
Little Fish Lake Ranch	id=g:5507265
Little Fish Lake Valley	id=g:5507266
Little Falls	id=g:5507267
Little Flower Mine	id=g:5507268
Little Freeman Pond	id=g:5507269
Little Georges Canyon	id=g:5507270
Little Flower Elementary School	id=g:5507271
Little Gyp Beds	id=g:5507272
Little Hills	id=g:5507273
The Little Hogback	id=g:5507274
Little Horse Canyon	id=g:5507275
Little Geyser Spring	id=g:5507276
Little Hungry Spring	id=g:5507277
Little Huntoon Valley	id=g:5507278
Little Ike Spring	id=g:5507279
Little Ike Spring Wash	id=g:5507280
Little Hot Springs	id=g:5507281
Little Indian Creek	id=g:5507282
Little Jett Creek	id=g:5507283
Little Joe May Canyon	id=g:5507284
Little Joe Mine	id=g:5507285
Little Kershaw Canyon	id=g:5507286
Little Jumbo Mine	id=g:5507287
Little Lake Dam	id=g:5507288
Little Lunar Cuesta	id=g:5507289
Little Mallard Pond	id=g:5507290
Little Meadows	id=g:5507291
Little Meadows Creek	id=g:5507292
Little Lake	id=g:5507293
Little Mountain	id=g:5507294
Little Mountain Mining District	id=g:5507295
Little Mud Springs	id=g:5507296
Little Negro Creek	id=g:5507297
Little Meadows Forest Service Facility	id=g:5507298
Little Pilot Peak	id=g:5507299
Little Pine Spring	id=g:5507300
Little Rascals School	id=g:5507301
Little Rawhide Mountain	id=g:5507302
Little Red Wash	id=g:5507303
Little Reilley Canyon	id=g:5507304
Little Peak	id=g:5507305
Little Rock Canyon	id=g:5507306
Little Rosebud Spring	id=g:5507307
Little Savory Creek	id=g:5507308
Little Sawmill Creek	id=g:5507309
Little Shoshone Spring	id=g:5507310
Little Smith Valley	id=g:5507311
Little Skull Mountain	id=g:5507312
Little Smoky Valley	id=g:5507313
Little Soda Lake	id=g:5507314
Little Springs	id=g:5507315
Little Squaw Creek	id=g:5507316
Little Spring	id=g:5507317
Little Stoneberger Creek	id=g:5507318
Little Summit	id=g:5507319
Little Table Mountain	id=g:5507320
Little Table Mountain Spring	id=g:5507321
Little Tom Plain Spring	id=g:5507322
Little Travis Spring	id=g:5507323
Little Valley	id=g:5507324
Little Summit	id=g:5507325
Little Valley	id=g:5507326
Little Valley	id=g:5507327
Little Valley	id=g:5507328
Little Valley Mine	id=g:5507329
Little Valley Mining District	id=g:5507330
Little Valley Spring	id=g:5507331
Little Virgin Peak	id=g:5507332
Little Warm Spring	id=g:5507333
Little Washoe Lake	id=g:5507334
Little Water Canyon	id=g:5507335
Little Valley	id=g:5507336
Little Whisky Flat	id=g:5507337
Little White Rock Spring	id=g:5507338
Little White Rock Spring	id=g:5507339
Little White Sage Canyon	id=g:5507340
Little Wellington Springs	id=g:5507341
Littlefield Spring	id=g:5507342
Live Oak Spring	id=g:5507343
Livingston Number One Spring	id=g:5507344
Livingston Number Two Spring	id=g:5507345
Lizard Hills	id=g:5507346
Lizard Mine	id=g:5507347
Lizard Spring	id=g:5507348
Llama Mountain	id=g:5507349
Lloyd Diedrichsen Elementary School	id=g:5507350
Lobdell Summit	id=g:5507351
Lobdells (historical)	id=g:5507352
Lobo Spring	id=g:5507353
Locan Shaft	id=g:5507354
Locke Mine	id=g:5507355
Lockes	id=g:5507356
Lockes Ponds	id=g:5507357
Locket Spring	id=g:5507358
Lockwood	id=g:5507359
Lockwood Interchange	id=g:5507360
Lockwood School (historical)	id=g:5507361
Lodi	id=g:5507362
Lodi Hills	id=g:5507363
Lodi Mine	id=g:5507364
Lodi Mining District	id=g:5507365
Lodi Post Office	id=g:5507366
Lodi Tank	id=g:5507367
Lodi Tanks	id=g:5507368
Lodi Valley	id=g:5507369
Little Willow Spring	id=g:5507370
Log Cabin Mine	id=g:5507371
Log Cabin Spring	id=g:5507372
Log Cabin Spring	id=g:5507373
Log Canyon	id=g:5507374
Lofthouse Mine	id=g:5507375
Log Canyon	id=g:5507376
Log Spring	id=g:5507377
Log Spring	id=g:5507378
Log Spring	id=g:5507379
Log Trough Spring	id=g:5507380
Logan (historical)	id=g:5507381
Logan Canyon	id=g:5507382
Log Spring	id=g:5507383
Logan Creek	id=g:5507384
Logan Creek Estates	id=g:5507385
Logan Field	id=g:5507386
Logan House Creek	id=g:5507387
Logan Catch Basin	id=g:5507388
Logan Shoals	id=g:5507389
Logan Shoals Vista	id=g:5507390
Logan Spring	id=g:5507391
Logan Spring	id=g:5507392
Logan Springs Post Office (historical)	id=g:5507393
Logan Township	id=g:5507394
Logan Wash	id=g:5507395
Logan Pass	id=g:5507396
Logandale Church	id=g:5507397
Logandale Overton Interchange	id=g:5507398
Logandale Post Office	id=g:5507399
Lois Allen Elementary School	id=g:5507400
Lois Craig Elementary School	id=g:5507401
Loma (historical)	id=g:5507402
Loma Post Office (historical)	id=g:5507403
Loma Vista Shopping Center	id=g:5507404
Loman Mine	id=g:5507405
Lombardie Mine	id=g:5507406
Lombardo Point	id=g:5507407
Lomie G Heard Elementary School	id=g:5507408
Lomix Plant	id=g:5507409
London Incline	id=g:5507410
London Silver Lead Mines Company Mill (historical)	id=g:5507411
Londons Mine	id=g:5507412
Lone Butte	id=g:5507413
Lone Cedar Spring	id=g:5507414
Lone Grapevine Spring	id=g:5507415
Lone Mesa	id=g:5507416
Lone Mountain	id=g:5507417
Lone Mountain	id=g:5507418
Lone Mountain	id=g:5507419
Lone Mountain	id=g:5507420
Lone Mountain	id=g:5507421
Lone Mountain Cemetery	id=g:5507422
Lone Mountain Mine	id=g:5507423
Lone Mountain Mining District	id=g:5507424
Lone Mountain Spring	id=g:5507425
Lone Pine Canyon	id=g:5507426
Logandale	id=g:5507427
Lone Pine Spring	id=g:5507428
Lone Pine Spring	id=g:5507429
Lone Pine Swale	id=g:5507430
Lone Pine Reservoir	id=g:5507431
Lone Rock	id=g:5507432
Lone Star Mine	id=g:5507433
Lone Star Mine	id=g:5507434
Lone Star Ranch (historical)	id=g:5507435
Lone Tree Cove	id=g:5507436
Lone Tree Ranch	id=g:5507437
Lone Tree School (historical)	id=g:5507438
Lone Tree Spring	id=g:5507439
Lone Tree Well	id=g:5507440
Lone Trough Spring	id=g:5507441
Lone Willow Spring	id=g:5507442
Lone Willow Spring	id=g:5507443
Lonesome Wash	id=g:5507444
Lone Rock	id=g:5507445
Long Bottom	id=g:5507446
Long Canyon	id=g:5507447
Lonesome Wash Cove	id=g:5507448
Long Canyon	id=g:5507449
Long Canyon	id=g:5507450
Long Canyon	id=g:5507451
Long Canyon	id=g:5507452
Long Canyon	id=g:5507453
Long Canyon	id=g:5507454
Long Canyon	id=g:5507455
Long Canyon	id=g:5507456
Long Canyon	id=g:5507457
Long Canyon Spring	id=g:5507458
Long Canyon Well	id=g:5507459
Long Doctor Spring	id=g:5507460
Long Dry Canyon	id=g:5507461
Long Canyon Spring	id=g:5507462
Long Gulch	id=g:5507463
Long Lost Jewel Tunnels	id=g:5507464
Long Spring	id=g:5507465
Long Spring	id=g:5507466
Long Valley	id=g:5507467
Long Point Spring	id=g:5507468
Long Valley	id=g:5507469
Long Valley	id=g:5507470
Long Valley	id=g:5507471
Long Valley	id=g:5507472
Long Valley	id=g:5507473
Long Valley	id=g:5507474
Long Valley Canyon	id=g:5507475
Long Valley Creek	id=g:5507476
Long Valley Slough	id=g:5507477
Long Valley Wash	id=g:5507478
Long Valley Well Number 1	id=g:5507479
Longbridge (historical)	id=g:5507480
Longfellow Mine	id=g:5507481
Longford Park	id=g:5507482
Longstreet (historical)	id=g:5507483
Longstreet Canyon	id=g:5507484
Long Valley Well Number 2	id=g:5507485
Longstreet Mining District	id=g:5507486
Longstreet Ranch	id=g:5507487
Longstreet Spring	id=g:5507488
Longstreets Ranch	id=g:5507489
Lookout Cove	id=g:5507490
Lookout Mine	id=g:5507491
Lookout Mine	id=g:5507492
Lookout Mine	id=g:5507493
Lookout Mountain	id=g:5507494
Lookout Mountain	id=g:5507495
Lookout Peak	id=g:5507496
Lookout Peak	id=g:5507497
Lookout Point	id=g:5507498
Lookout Point (historical)	id=g:5507499
Lord Byron Tunnel	id=g:5507500
Lorena	id=g:5507501
Lorenzi Park	id=g:5507502
Loring Cut	id=g:5507503
Lorrie Spring	id=g:5507504
Lost Burro Mine	id=g:5507505
Lost Cabin Spring	id=g:5507506
Lost City (historical)	id=g:5507507
Lost City Cove	id=g:5507508
Lost City Museum	id=g:5507509
Lost City Ranch (historical)	id=g:5507510
Lost Cove	id=g:5507511
Lost Creek Canyon	id=g:5507512
Longstreet Mine	id=g:5507513
Lost Spring	id=g:5507514
Lost Spring	id=g:5507515
Lost Spring	id=g:5507516
Lost Spring	id=g:5507517
Lost Steers Mine	id=g:5507518
Lost Trail Spring	id=g:5507519
Loties Canyon	id=g:5507520
Lost Lake	id=g:5507521
Lou Spring	id=g:5507522
Louderback Mountains	id=g:5507523
Louisiana Mine	id=g:5507524
Louisiana Mine	id=g:5507525
Lousetown (historical)	id=g:5507526
Lousetown Creek	id=g:5507527
Lou Mine	id=g:5507528
Lovell Canyon	id=g:5507529
Lovell	id=g:5507530
Lovell Summit	id=g:5507531
Lovell Wash	id=g:5507532
Lovell Peak	id=g:5507533
Lovell Wash	id=g:5507534
Lovelock Mine	id=g:5507535
Lowary Mine	id=g:5507536
Lowboy Mine	id=g:5507537
Lower Antelope Spring	id=g:5507538
Lower Ash Spring	id=g:5507539
Lower Belie Helen Gulch Well Number One	id=g:5507540
Lower Belie Helen Gulch Well Number Two	id=g:5507541
Lower Black Canyon	id=g:5507542
Lovers Cove	id=g:5507543
Lower Cole Camp Spring	id=g:5507544
Lower Cone Springs	id=g:5507545
Lower Corral	id=g:5507546
Lower Cove	id=g:5507547
Lower Cowcamp Spring	id=g:5507548
Lower Crossing (historical)	id=g:5507549
Lower Deadman Spring	id=g:5507550
Lower Deer Creek Spring	id=g:5507551
Lower Diagonal Drain	id=g:5507552
Lower Diagonal Number 1 Drain	id=g:5507553
Lower Dry Creek Spring	id=g:5507554
Lower East Lee Spring	id=g:5507555
Lower Fairview Spring	id=g:5507556
Lower Fandango	id=g:5507557
Lower Fandango Spring	id=g:5507558
Lower Frenchman Spring	id=g:5507559
Lower Frying Pan Spring	id=g:5507560
Lower Gold Hill (historical)	id=g:5507561
Lower Government Wash Cove	id=g:5507562
Lower Gypsum Wash Cove	id=g:5507563
Lower Humboldt Drain	id=g:5507564
Lower Indian Spring	id=g:5507565
Lower Indian Springs	id=g:5507566
Lower Lake Spring	id=g:5507567
Lower Lehman Creek Campground	id=g:5507568
Lower Lime Mountain Well	id=g:5507569
Lower Midas Spring	id=g:5507570
Lower Narrows	id=g:5507571
Lower Charlebois Ditch	id=g:5507572
Lower Pahranagat Lake	id=g:5507573
Lower Peavine Creek Dam	id=g:5507574
Lower Peavine Creek Reservoir	id=g:5507575
Lower Perish Spring	id=g:5507576
Lower Phillips Well	id=g:5507577
Lower Preston Reservoir	id=g:5507578
Lower Prey Meadows	id=g:5507579
Lower Price Lake	id=g:5507580
Lower Ranch Spring	id=g:5507581
Lower Reeder Spring	id=g:5507582
Lower Riggs Spring	id=g:5507583
Lower Sanford Spring	id=g:5507584
Lower Sheep Canyon Well	id=g:5507585
Lower Soda Lake Drain	id=g:5507586
Lower Spring	id=g:5507587
Lower Terrace	id=g:5507588
Lower Tonkin Creek Spring	id=g:5507589
Lower Tower Spring	id=g:5507590
Lower Town (historical)	id=g:5507591
Lower White Blotch Spring	id=g:5507592
Lower Wildcat Spring	id=g:5507593
Lower Williams Ranch	id=g:5507594
Lower Willow Creek Spring	id=g:5507595
Lowes Canyon	id=g:5507596
Lower Old Virginia Canal	id=g:5507597
Lowry Canyon	id=g:5507598
Lowry Spring	id=g:5507599
Lucky Bar Mine	id=g:5507600
Lucky Bill Mine	id=g:5507601
Lucky Boy (historical)	id=g:5507602
Lucky Boy Canyon	id=g:5507603
Lucerne Cut	id=g:5507604
Lucky Boy Canyon	id=g:5507605
Lucky Boy Holding Corral (historical)	id=g:5507606
Lucky Boy Number Two Mine	id=g:5507607
Lucky Boy Pass	id=g:5507608
Lucky Boy Ranch	id=g:5507609
Lucky Boy Shaft	id=g:5507610
Lucky Boy Spring	id=g:5507611
Lucky Chief Mine	id=g:5507612
Lucky Chief Number Three Mine	id=g:5507613
Lucky Deposit Mine	id=g:5507614
Lucky Dutchman Mine	id=g:5507615
Lucky Dutchman Mine	id=g:5507616
Lucky Four Mine	id=g:5507617
Lucky Hill Mine	id=g:5507618
Lucky Hobo Mine	id=g:5507619
Lucky Jack Mine	id=g:5507620
Lucky Jim Camp	id=g:5507621
Lucky Mine	id=g:5507622
Lucky Mine	id=g:5507623
Lucky Springs	id=g:5507624
Lucky Star Mine	id=g:5507625
Lucky Strike Canyon	id=g:5507626
Lucky Boy Mine	id=g:5507627
