Rebo	id=g:7016090
Nyarutovu	id=g:7063196
Muhanga	id=g:7063197
Rubaba	id=g:7063198
Bugarura	id=g:7063199
Uwinyana	id=g:7063200
Bweramana	id=g:7063201
Kabugabo	id=g:7063202
Karambo	id=g:7063203
Kamwambi	id=g:7063204
Rugaragara	id=g:7063205
Kazinga	id=g:7063206
Nyamivumu	id=g:7063207
Ruhoro	id=g:7063208
Muduha	id=g:7063209
Rurembo	id=g:7063210
Mulico	id=g:7063211
Kidaturwa	id=g:7063212
Rwimpili	id=g:7063213
Akabaharara	id=g:7063214
Cyeru	id=g:7063215
Kabarera	id=g:7063216
Murambi	id=g:7063217
Bitimbu	id=g:7063218
Muganza	id=g:7063219
Nyabisindu	id=g:7063220
Buhana	id=g:7063221
Kiboga	id=g:7063222
Gatentwe	id=g:7063223
Nyakibyeyi	id=g:7063224
Nyarubande	id=g:7063225
Kamajoro	id=g:7063226
Gasharu	id=g:7063227
Nyabivumu	id=g:7063228
Gashoba	id=g:7063229
Shyunga	id=g:7063230
Nyanza Il	id=g:7063231
Mugote	id=g:7063232
Kirwa	id=g:7063233
Gashiha	id=g:7063234
Kagarama	id=g:7063235
Kigarama	id=g:7063236
Rugarama	id=g:7063237
Karama	id=g:7063238
Nyabubare	id=g:7063239
Gikomero	id=g:7063240
Kibingo	id=g:7063241
Nyanzamura	id=g:7063242
Kiyumba	id=g:7063243
Mbogo	id=g:7063244
Murambi	id=g:7063245
Nyamisave	id=g:7063246
Karubuyenge	id=g:7063247
Nyagishubi	id=g:7063248
Kanyabiryo	id=g:7063249
Nyarucyamo	id=g:7063250
Bitare	id=g:7063251
Rugarama	id=g:7063252
Cyamashya	id=g:7063253
Mugamba	id=g:7063254
Nyagisenyi	id=g:7063255
Nyarusange	id=g:7063256
Kibuye	id=g:7063257
Kinyata	id=g:7063258
Fukwe	id=g:7063259
Karambi	id=g:7063260
Rugarama	id=g:7063261
Bweramana	id=g:7063262
Nyamugali	id=g:7063263
Buhiga	id=g:7063264
Ruhunga	id=g:7063265
Muliro	id=g:7063266
Mugombwa	id=g:7063267
Karambi	id=g:7063268
Gishike	id=g:7063269
Gatare	id=g:7063270
Kagina	id=g:7063271
Rindimura	id=g:7063272
Lindimura	id=g:7063273
Nyamifumba	id=g:7063274
Uwarugwagwa	id=g:7063275
Kitazigurwa	id=g:7063276
Mugwe	id=g:7063277
Gatovu	id=g:7063278
Karama	id=g:7063279
Nyamabuye	id=g:7063280
Rwagapfizi	id=g:7063281
Mahwa	id=g:7063282
Gishyita	id=g:7063283
Karumbi	id=g:7063284
Kabatwa	id=g:7063285
Cyabyi	id=g:7063286
Gasando	id=g:7063287
Uwinguge	id=g:7063288
Akabakobwa	id=g:7063289
Gasharu	id=g:7063290
Gitwa	id=g:7063291
Rwuya	id=g:7063292
Bureka	id=g:7063293
Ngilyi	id=g:7063294
Busheshi I	id=g:7063295
Kibanda	id=g:7063296
Kigarama	id=g:7063297
Musebeya	id=g:7063298
Bande	id=g:7063299
Nyagatovu	id=g:7063300
Kabacuzi	id=g:7063301
Sanzu	id=g:7063302
Sumba	id=g:7063303
Rwimpyisi	id=g:7063304
Rukinga	id=g:7063305
Kavumu	id=g:7063306
Gahango	id=g:7063307
Gakoma	id=g:7063308
Kadoma	id=g:7063309
Ngaryi	id=g:7063310
Cyanya	id=g:7063311
Kiyaga	id=g:7063312
Munombe	id=g:7063313
Nyarunyinya	id=g:7063314
Gasharu	id=g:7063315
Busheshi	id=g:7063316
Muginga	id=g:7063317
Gasayo	id=g:7063318
Murera	id=g:7063319
Kabajogo	id=g:7063320
Ngororero	id=g:7063321
Nyagasozi	id=g:7063322
Gisakura	id=g:7063323
Nyabubare	id=g:7063324
Kabicuki	id=g:7063325
Kababaji	id=g:7063326
Cyenene	id=g:7063327
Nyabivumu	id=g:7063328
Bihanga	id=g:7063329
Gihanda	id=g:7063330
Kaduha	id=g:7063331
Busheshi Il	id=g:7063332
Gitantu	id=g:7063333
Shanga	id=g:7063334
Karambi	id=g:7063335
Nyabivumu	id=g:7063336
Kagarama	id=g:7063337
Zige	id=g:7063338
Shunga	id=g:7063339
Rugogwe	id=g:7063340
Gasharu	id=g:7063341
Nyantanga	id=g:7063342
Nyamirama	id=g:7063343
Gakomeye	id=g:7063344
Birambo	id=g:7063345
Ntobwe	id=g:7063346
Mara	id=g:7063347
Kirehe	id=g:7063348
Nyabijya	id=g:7063349
Nyagatovu	id=g:7063350
Dusego	id=g:7063351
Nyarukurazo	id=g:7063352
Nyarurembo	id=g:7063353
Uwabahima	id=g:7063354
Gasura	id=g:7063355
Busesa	id=g:7063356
Rwamweru	id=g:7063357
Geceka	id=g:7063358
Gisuma	id=g:7063359
Rwantozi	id=g:7063360
Akogo	id=g:7063361
Muzirantwago	id=g:7063362
Rulimbi	id=g:7063363
Gisizi	id=g:7063364
Nyamukana	id=g:7063365
Nyakwibereka	id=g:7063366
Kagondo	id=g:7063367
Mazimeru	id=g:7063368
Rugomero	id=g:7063369
Umwaro	id=g:7063370
Kandorere	id=g:7063371
Nyamirembe	id=g:7063372
Nyabinyenga	id=g:7073468
Kabaya	id=g:7097740
Kamiramugezi	id=g:7097741
Gisa	id=g:7097742
Kayongo	id=g:7097743
Muhona	id=g:7097744
Muvano	id=g:7097745
Nyarunazi	id=g:7097746
Nyafunzo	id=g:7097747
Nyamatete	id=g:7097748
Rwanyamiti	id=g:7097754
Icumura	id=g:7097755
Nyanga	id=g:7097756
Rugasha	id=g:7097757
Ruhendo	id=g:7097848
Rukama	id=g:7097849
Gasheshe	id=g:7097850
Plage aux Hippos	id=g:7097851
Mushushu	id=g:7097852
Kanyamunya	id=g:7097853
Mbayayo	id=g:7097854
Kandaro	id=g:7097855
Shama	id=g:7097856
Kintate	id=g:7097857
Mukerenke	id=g:7097858
Nyamabare	id=g:7097859
Kindeko	id=g:7097860
Burengo	id=g:7097861
Bunagwa	id=g:7097862
Nyamashuri	id=g:7097863
Nyagakoma	id=g:7097864
Nyamweru	id=g:7097865
Butenga	id=g:7097866
Karugaju	id=g:7097867
Kazabagarura	id=g:7097868
Buhira	id=g:7097869
Rusenyi	id=g:7097870
Ngerenke	id=g:7097871
Shabakazi	id=g:7097872
Twinsure	id=g:7097873
Nyampiki	id=g:7097874
Kamuli	id=g:7097875
Mihingo	id=g:7097876
Nyangongoro	id=g:7097877
Nyamabuye	id=g:7097878
Migina	id=g:7097879
Rwimbogo	id=g:7097880
Ngugu	id=g:7097881
Nyakagunga	id=g:7097882
Ryamanyoni	id=g:7097883
Rwakabanda	id=g:7097884
Buhagwa	id=g:7097885
Kigabi	id=g:7097886
Kanyagasheshe	id=g:7097901
Kabuga	id=g:7106499
Rwajembe	id=g:7106500
Rubagambyeyi	id=g:7106501
Rwangunda	id=g:7106502
Kadigadiga	id=g:7106503
Fugi	id=g:7106531
Gabiro	id=g:7106532
Nyamirama	id=g:7106533
Umuremure	id=g:7106534
Akabuga	id=g:7106535
Murwakagambi	id=g:7106536
Nyarunazi	id=g:7106537
Mutumiranzogera	id=g:7106538
Kagogo	id=g:7106539
Bayombo	id=g:7106540
Mwambaro	id=g:7106541
Kinunga	id=g:7106542
Akabuye	id=g:7106543
Nyange I	id=g:7106544
Akavumu	id=g:7106545
Nyagasambu	id=g:7106546
Rusumbana	id=g:7106547
Kadobogo	id=g:7106548
Kaziga	id=g:7106549
Akingondo	id=g:7106550
Ruhara	id=g:7106551
Rwamujumba	id=g:7106552
Butinza	id=g:7106553
Rukoki	id=g:7106554
Nyamuko	id=g:7106555
Murenga Rusumba	id=g:7106556
Rwabitama	id=g:7106557
Karuruma	id=g:7106558
Gahara I	id=g:7106559
Cyahafi	id=g:7106560
Gakorokombe	id=g:7106561
Nyarunazi	id=g:7106562
Karagali	id=g:7106563
Ryampunga	id=g:7106564
Kajurujuru	id=g:7106565
Kagina	id=g:7106566
Nyakabungo	id=g:7106567
Kagogo	id=g:7106568
Ruhenda	id=g:7106569
Rwagishoma	id=g:7106570
Mataba	id=g:7106571
Kidimba	id=g:7106572
Bwiza	id=g:7106573
Ngugu	id=g:7106574
Butinsa	id=g:7106575
Rususa	id=g:7106576
Bishikili	id=g:7106577
Kinimba	id=g:7106578
Umulinga	id=g:7106579
Kabeza	id=g:7106580
Gahara II	id=g:7106581
Rwanyiramishako	id=g:7106582
Gasigati	id=g:7106583
Viro	id=g:7106584
Umunanira	id=g:7106585
Akamashya	id=g:7106586
Kinunga	id=g:7106587
Bishyamirane	id=g:7106588
Nyimba	id=g:7106589
Rwibikona	id=g:7106590
Cyanyangara	id=g:7106591
Cyarugira	id=g:7106592
Gatagara	id=g:7106593
Rubira	id=g:7106594
Ryakigara	id=g:7106595
Agakomeye	id=g:7106596
Tubindi	id=g:7106597
Nyagasambu	id=g:7106598
Kabare	id=g:7106599
Byahi	id=g:7106600
Cyarugira	id=g:7106601
Kiniga	id=g:7106602
Gasharu	id=g:7106603
Murambi	id=g:7106604
Kayanga	id=g:7106605
Kabuga	id=g:7106606
Mwizinga	id=g:7106607
Kagarama	id=g:7106608
Nyakariba	id=g:7106609
Kagarama	id=g:7106610
Kigabiro	id=g:7106611
Kigoroba	id=g:7106612
Gatare	id=g:7106613
Kigwene	id=g:7106614
Cyarwa	id=g:7106615
Kimironko	id=g:7106616
Gatugunda	id=g:7106617
Nyarutunga	id=g:7106618
Rutoma	id=g:7106619
Karundura	id=g:7106620
Mumirambi	id=g:7106621
Gikangaga	id=g:7106622
Kimana	id=g:7106623
Rwabagenzi	id=g:7106624
Rwimondo	id=g:7106625
Gitega	id=g:7106626
Runyinya	id=g:7106627
Rugarama	id=g:7106628
Karugu	id=g:7106629
Kinunga	id=g:7106630
Rwandabarasa	id=g:7106631
Ryanyagapfumu	id=g:7106632
Kurusizi	id=g:7106633
Nyagishenyi	id=g:7106634
Mumuli	id=g:7106635
Maya	id=g:7106636
Rwagahunde	id=g:7106637
Rwagakara	id=g:7106638
Kabweja	id=g:7106639
Kidogo	id=g:7106640
Kamasine	id=g:7106641
Maya	id=g:7106642
Nyakagarama	id=g:7106643
Mitungu	id=g:7106644
Gasharu	id=g:7106645
Kome	id=g:7106646
Cyibumba	id=g:7106647
Teme	id=g:7106648
Karama	id=g:7106649
Bushenyi	id=g:7106650
Nyakabanda	id=g:7106651
Businde	id=g:7106652
Byimana	id=g:7106653
Muzizi	id=g:7106654
Giheta	id=g:7106655
Kanyinya	id=g:7106656
Akarambo	id=g:7106657
Ngaruye	id=g:7106658
Gakenyeli	id=g:7106659
Murehe	id=g:7106660
Buburankwi	id=g:7106661
Kinunga	id=g:7106662
Kumunini	id=g:7106663
Gitunginka	id=g:7106664
Kawangire	id=g:7106665
Mbizi	id=g:7106666
Nganwa	id=g:7106667
Rwimondo	id=g:7106668
Bweranyange	id=g:7106669
Butimba	id=g:7106670
Kinunga	id=g:7106671
Karambo	id=g:7106672
Rwamuconsho	id=g:7106673
Rugarama	id=g:7106674
Nyarusambu	id=g:7106675
Butimba	id=g:7106676
Mucyoga	id=g:7106677
Mukubo	id=g:7106678
Kigabiro	id=g:7106679
Nyagasambu	id=g:7106680
Lac Rwabigabiro	id=g:7106681
Kabilizi	id=g:7106682
Kinunga	id=g:7106683
Mununi	id=g:7106684
Byimana	id=g:7106685
Munini	id=g:7106686
Gahoko	id=g:7106687
Mugikuri	id=g:7106688
Kumwiga	id=g:7106689
Karambo	id=g:7106690
Karaba	id=g:7106691
Byimana	id=g:7106692
Sasabirago	id=g:7106693
Nyarubuye	id=g:7106694
Njume	id=g:7106695
Gitwe	id=g:7106696
Kabuye	id=g:7106697
Gasharu	id=g:7106698
Umwiga	id=g:7106699
Kajyoga	id=g:7106700
Iragwe	id=g:7106701
Makwandi	id=g:7106702
Impanzi	id=g:7106703
Murambi	id=g:7106704
Ntungamo	id=g:7106705
Nyakaliba	id=g:7106706
Ntebe	id=g:7106707
Kabeza	id=g:7106708
Ingeyo	id=g:7106709
Muyabaranda	id=g:7106710
Nkulikiza	id=g:7106711
Runyinya	id=g:7106712
Mwuma	id=g:7106713
Kamatoro	id=g:7106714
Nyirakizuzu	id=g:7106715
Uruyenzi	id=g:7106716
Budahanda	id=g:7106717
Akabuga	id=g:7106718
Gatobotobo	id=g:7106719
Karambarara	id=g:7106720
Karambi	id=g:7106721
Kibonde	id=g:7106722
Ibyeza	id=g:7106723
Nyabiteli	id=g:7106724
Buhanya	id=g:7106725
Ntaganzwa	id=g:7106726
Gahama	id=g:7106727
Nyagashanga	id=g:7106728
Bwiza	id=g:7106729
Kibaza	id=g:7106730
Akayenzi	id=g:7106731
Nyamabuye	id=g:7106732
Mukigwa	id=g:7106733
Kanyonyomba	id=g:7106734
Njagama	id=g:7106735
Kirebe	id=g:7106736
Kabuye	id=g:7106737
Rwandenzi	id=g:7106738
Gasharu	id=g:7106739
Busanza	id=g:7106740
Kaboroga	id=g:7106741
Rulindimura	id=g:7106742
Binunga	id=g:7106743
Kibaza	id=g:7106744
Kinyemera	id=g:7106745
Nyantoki	id=g:7106746
Kibonamvugo	id=g:7106747
Nyarukombe	id=g:7106748
Karwiru	id=g:7106749
Urunanira	id=g:7106750
Gikandamura	id=g:7106751
Mafubo	id=g:7106752
Nyagasambu	id=g:7106753
Buyanja	id=g:7106754
Mugikoro	id=g:7106755
Mataba	id=g:7106756
Rukoma	id=g:7106757
Birembo	id=g:7106758
Nyakagunga	id=g:7106759
Rujumbura	id=g:7106760
Mazinga	id=g:7106761
Ruziramire	id=g:7106762
Nyagahinga	id=g:7106763
Rwabakorahe	id=g:7106764
Umunanira	id=g:7106765
Nyakariba	id=g:7106766
Uruhuha	id=g:7106767
Nyagahanga	id=g:7106768
Ruganda	id=g:7106769
Kazirabwayi	id=g:7106770
Uwivomo	id=g:7106771
Mpungwe	id=g:7106772
Kigogo	id=g:7106773
Nyagatovu	id=g:7106774
Ubwiza	id=g:7106775
Kimara	id=g:7106776
Rwamakora	id=g:7106777
Cyeru	id=g:7106778
Rudahigwa	id=g:7106779
Babasha	id=g:7106780
Bakannyi	id=g:7106781
Agatare	id=g:7106782
Binunga	id=g:7106783
Kibare	id=g:7106784
Iragwe	id=g:7106785
Rugabano	id=g:7106786
Gasharu	id=g:7106787
Muryango	id=g:7106788
Rukombe	id=g:7106789
Kinyana	id=g:7106790
Ruhunda	id=g:7106791
Gihima	id=g:7106792
Rubungu	id=g:7106793
Nyabihanga	id=g:7106794
Karubisha	id=g:7106795
Nyagakombe	id=g:7106796
Mureko	id=g:7106797
Muyumba	id=g:7106798
Byange	id=g:7106799
Rwabyambi	id=g:7106800
Kidogo	id=g:7106801
Kidogo	id=g:7106802
Gacunshu	id=g:7106803
Mugatara	id=g:7106804
Rwamukara	id=g:7106805
Kabuye	id=g:7106806
Mburabuturo	id=g:7106807
Nyabigugu	id=g:7106808
Nkomangwa	id=g:7106809
Akanogo	id=g:7106810
Shaburondo	id=g:7106811
Rubilizi	id=g:7106812
Kibare	id=g:7106813
Gashikili	id=g:7106814
Ryamirenge	id=g:7106815
Kabingo	id=g:7106816
Nyakagarama	id=g:7106817
Rubonobono	id=g:7106818
Byimana	id=g:7106819
Cyamazi	id=g:7106820
Ruyumba	id=g:7106821
Kabare	id=g:7106822
Nyagacyamo	id=g:7106823
Kacyuma	id=g:7106824
Abakina	id=g:7106825
Kalitutu	id=g:7106826
Gikoro	id=g:7106827
Nburabuturo	id=g:7106828
Kamugasa	id=g:7106829
Nyagasozi	id=g:7106830
Gatare	id=g:7106831
Rumanika	id=g:7106832
Rwamurasanyi	id=g:7106833
Binunga	id=g:7106834
Bitsibo Yose	id=g:7106835
Gihima	id=g:7106836
Rugarama	id=g:7106837
Kinunga	id=g:7106838
Umurenge	id=g:7106839
Karambo	id=g:7106840
Kinyana	id=g:7106841
Kagarama	id=g:7106842
Iviro	id=g:7106843
Umunini	id=g:7106844
Mutamwa	id=g:7106845
Mugusha	id=g:7106846
Nyirabigaji	id=g:7106847
Kagimbu	id=g:7106848
Byamugina	id=g:7106849
Kidogo	id=g:7106850
Busenyi	id=g:7106851
Gatare	id=g:7106852
Rusanangira	id=g:7106853
Bwingeyo	id=g:7106854
Kanyangese	id=g:7106855
Kabatasi	id=g:7106856
Rwarutemya	id=g:7106857
Bwisanga	id=g:7106858
Gakenyeli	id=g:7106859
Rivintorezo	id=g:7106860
Rwagahaya	id=g:7106861
Nyirarushesha	id=g:7106862
Rwankoni	id=g:7106863
Gashubi	id=g:7106864
Ruhita	id=g:7106865
Mbilizi	id=g:7106866
Mpinga	id=g:7106867
Gatika	id=g:7106868
Kadobogo	id=g:7106869
Nyarusange	id=g:7106870
Karuhura	id=g:7106871
Kinkoronko	id=g:7106872
Rwamashyongoshyo Yose	id=g:7106873
Rubona	id=g:7106874
Cyarukamba	id=g:7106875
Nyirakadongo	id=g:7106876
Kabingo	id=g:7106877
Nyirabujali	id=g:7106878
Ndago	id=g:7106879
Mucyili	id=g:7106880
Musha Ya Ruguru Yose	id=g:7106881
Rwikubo	id=g:7106882
Kannywilili	id=g:7106883
Nyakariba	id=g:7106884
Busika	id=g:7106885
Gasura	id=g:7106886
Nyabagaza	id=g:7106887
Agatare	id=g:7106888
Rwimbogo	id=g:7106889
Banyamuliro	id=g:7106890
Rwimbogo	id=g:7106891
Gasogi	id=g:7106892
Rwarugaju	id=g:7106893
Gahondo	id=g:7106894
Dorwe	id=g:7106895
Cyanzigiye	id=g:7106896
Nyagakombe	id=g:7106897
Byange	id=g:7106898
Karambo	id=g:7106899
Karambi	id=g:7106900
Nyagashanga	id=g:7106901
Rwikubo	id=g:7106902
Rweza	id=g:7106903
Gihumuza	id=g:7106904
Cyanya	id=g:7106905
Kabuye	id=g:7106906
Rwamashyongoshyo	id=g:7106907
Kabacuzi	id=g:7106908
Rwasama	id=g:7106909
Rugazi	id=g:7106910
Rwamugeni	id=g:7106911
Cyoma	id=g:7106912
Akinyambo	id=g:7106913
Rugombe	id=g:7106914
Kigabiro	id=g:7106915
Masandi	id=g:7106916
Karutimbo	id=g:7106917
Karuhayi	id=g:7106918
Agatare	id=g:7106919
Kanyambeba	id=g:7106920
Rwandamira	id=g:7106921
Gashyaba	id=g:7106922
Nyagasenyi	id=g:7106923
Kinuka	id=g:7106924
Rwintare	id=g:7106925
Rwanyagitanzi	id=g:7106926
Karutembo	id=g:7106927
Rwaburyamo	id=g:7106928
Gakomeye	id=g:7106929
Mafurebo	id=g:7106930
Miyange	id=g:7106931
Rukinganzugi	id=g:7106932
Kagezi	id=g:7106933
Gitega	id=g:7106934
Ryamakaza	id=g:7106935
Karutimbo	id=g:7106936
Bacyoro	id=g:7106937
Kigarama	id=g:7106938
Cyohaha	id=g:7106939
Ryabaheshwa	id=g:7106940
Gashahi	id=g:7106941
Kigabiro	id=g:7106942
Rwasama	id=g:7106943
Kagezi	id=g:7106944
Munini I	id=g:7106945
Kabagabo	id=g:7106946
Ntebe	id=g:7106947
Kabasabose	id=g:7106948
Gatare	id=g:7106949
Gisanza	id=g:7106950
Nyarubande	id=g:7106951
Gatare	id=g:7106952
Gitwa	id=g:7106953
Gatuza	id=g:7106954
Gasharu	id=g:7106955
Munini II	id=g:7106956
Gaseke	id=g:7106957
Kabarima	id=g:7106958
Rwamuhogo	id=g:7106959
Rumoka	id=g:7106960
Nyagihanga	id=g:7106961
Munini	id=g:7106962
Gitamu	id=g:7106963
Ruhumba	id=g:7106964
Mabuga	id=g:7106965
Rwasebizana	id=g:7106966
Karama	id=g:7106967
Kabuga	id=g:7106968
Bwiza	id=g:7106969
Kibare	id=g:7106970
Kinyovi	id=g:7106971
Buninda	id=g:7106972
Nyakaliba	id=g:7106973
Samuramba	id=g:7106974
Gatare	id=g:7106975
Samatare	id=g:7106976
Akinunga	id=g:7106977
Sibagire	id=g:7106978
Izinga	id=g:7106979
Rwikurura	id=g:7106980
Rwasama	id=g:7106981
Kabuya	id=g:7106982
Nyaruhoni	id=g:7106983
Kajoro	id=g:7106984
Bujyujyu	id=g:7106985
Cyaruharara	id=g:7106986
Uwarujarama	id=g:7106987
Nyagihanga	id=g:7106988
Rwamarembo	id=g:7106989
Cyemu	id=g:7106990
Gatoki	id=g:7106991
Rwamurama	id=g:7106992
Kajembe	id=g:7106993
Gatoki	id=g:7106994
Rumira	id=g:7107032
Karama	id=g:7107033
Mazimeru	id=g:7107034
Gisenyi	id=g:7107035
Karamba	id=g:7107036
Mazimeru	id=g:7107037
Kigarama	id=g:7107038
Runambe	id=g:7107039
Gatare	id=g:7107040
Kibaza	id=g:7107041
Saburunduru	id=g:7107042
Gatete	id=g:7107043
Rwahihama	id=g:7107044
Shyoko	id=g:7107045
Urwunga	id=g:7107046
Mikamo	id=g:7107047
Shwima	id=g:7107048
Muliza	id=g:7107049
Nyamiyaga	id=g:7107050
Muhombo	id=g:7107051
Nyirabishaka	id=g:7107052
Gasovu	id=g:7107053
Nyabikenke	id=g:7107054
Uwimana	id=g:7107055
Muhororo	id=g:7107056
Nyarure	id=g:7107057
Mwangange	id=g:7107058
Munanira	id=g:7107059
Agaseke	id=g:7107060
Runyami	id=g:7107061
Nyamihatsi	id=g:7107062
Rwagicondo	id=g:7107063
Gasharu	id=g:7107064
Bwerankori	id=g:7107065
Gishyambenge	id=g:7107066
Kibangu	id=g:7107067
Murambi	id=g:7107068
Kabingo	id=g:7107069
Kigogo	id=g:7107070
Gatovu	id=g:7107071
Ruhorero	id=g:7107072
Rwanyanza	id=g:7107073
Mwoya	id=g:7107074
Mabeho	id=g:7107075
Mugobe	id=g:7107076
Bugina	id=g:7107077
Nyarusovu	id=g:7107078
Nyagashubi	id=g:7107079
Rwamuganda	id=g:7107080
Cyibumba	id=g:7107081
Shyombo	id=g:7107082
Rango	id=g:7107083
Rwacyungura	id=g:7107084
Kivuru	id=g:7107085
Rambyanyana	id=g:7107086
Cyisegenya	id=g:7107087
Uwinteko	id=g:7107088
Rwabiteba	id=g:7107089
Rorero	id=g:7107090
Ruvugizo	id=g:7107091
Nyagatovu	id=g:7107092
Kanyinya	id=g:7107093
Akagomero	id=g:7107094
Murenda	id=g:7107095
Kagarama	id=g:7107096
Kinyamagana	id=g:7107097
Urukure	id=g:7107098
Simbuka	id=g:7107099
Uwanyiramana	id=g:7107100
Nyarubuye	id=g:7107101
Centrale hydro-electrique de Runyombyi	id=g:7107102
Mutakwa	id=g:7107103
Urutobo	id=g:7107104
Nyarutoja	id=g:7107105
Gashya	id=g:7107106
Ruhoboba	id=g:7107107
Urugomero	id=g:7107108
Nyarukeli	id=g:7107109
Uruseke	id=g:7107110
Kabuye	id=g:7107111
Nyamugali	id=g:7107112
Umukuyu	id=g:7107113
Bunwa	id=g:7107114
Umusizi	id=g:7107115
Rubona	id=g:7107116
Musebeya	id=g:7107117
Uwabana	id=g:7107118
Ruli	id=g:7107119
Mashoza	id=g:7107120
Byanone	id=g:7107121
Butaboneka	id=g:7107122
Ruvugizo	id=g:7107123
Akananka	id=g:7107124
Gasaka	id=g:7107125
Uwakabeba	id=g:7107126
Muvugondo	id=g:7107127
Nkakwa	id=g:7107128
Nkomero	id=g:7107129
Ndatemwa	id=g:7107130
Uwankuba	id=g:7107131
Kabakene	id=g:7107132
Ruharamagara	id=g:7107133
Mukagano	id=g:7107134
Nteko	id=g:7107135
Rugarama	id=g:7107136
Katalinzira	id=g:7107137
Ruhororo	id=g:7107138
Kigogo	id=g:7107139
Nkurubindi	id=g:7107140
Nyiraziheza	id=g:7107141
Mukuge	id=g:7107142
Uwamasata	id=g:7107143
Agaseke	id=g:7107144
Bitare	id=g:7107145
Rebero	id=g:7107146
Gisorora	id=g:7107147
Uwakabumbwe	id=g:7107148
Uwakinyamujugwe	id=g:7107149
Kinyamaganga	id=g:7107150
Ngobyi	id=g:7107151
Uwinyana	id=g:7107152
Bihembe	id=g:7107153
Busanze	id=g:7107154
Uwabadeli	id=g:7107155
Akagano	id=g:7107156
Sare	id=g:7107157
Uwagafunzo	id=g:7107158
Nkanda Il	id=g:7107159
Uwurubingo	id=g:7107160
Umwaro	id=g:7107161
Rugomero	id=g:7107162
Rvimbogo	id=g:7107163
Uwanyirabusinde	id=g:7107164
Kaduha	id=g:7107165
Ruguguna	id=g:7107166
Uwamabare	id=g:7107167
Nteko	id=g:7107168
Akabavomo	id=g:7107169
Gatwaro	id=g:7107170
Akarwishyura	id=g:7107171
Uwanyagasaza	id=g:7107172
Uwanyamahindu	id=g:7107173
Umwaro	id=g:7107174
Kinyinya	id=g:7107175
Ruseke	id=g:7107176
Gacanzogera	id=g:7107177
Rutigita	id=g:7107178
Uwasekagondo	id=g:7107179
Nyamwijima	id=g:7107180
Nyarusange	id=g:7107181
Cyumba	id=g:7107182
Cyarubuza	id=g:7107183
Rubona	id=g:7107184
Urugomero	id=g:7107185
Uwakanungu	id=g:7107186
Uwamujeje	id=g:7107187
Akayange	id=g:7107188
Rwanyanza	id=g:7107189
Uwabigemanyi	id=g:7107190
Rukoko	id=g:7107191
Bukinanyana	id=g:7107192
Mutobo	id=g:7107193
Uwandagano	id=g:7107194
Ryanyirarwevu	id=g:7107195
Masiga	id=g:7107196
Amarabya	id=g:7107197
Rwamiko	id=g:7107198
Rwanyamukara	id=g:7107199
Uwabuzinga	id=g:7107200
Rutigita I	id=g:7107201
Kiliba	id=g:7107202
Muwabazimu	id=g:7107203
Gitwe	id=g:7107204
Kirarangombe	id=g:7107205
Agasarabuye	id=g:7107206
Uwindava	id=g:7107207
Uwaruhashyi	id=g:7107208
Gitorwa	id=g:7319636
Jali	id=g:7319637
Karambi	id=g:7319638
Giko	id=g:7319639
Kiruli	id=g:7319640
Gatare	id=g:7319641
Nyombe	id=g:7319642
Gaseke	id=g:7319643
Kagera	id=g:7319644
Gisenga	id=g:7319645
Karambi	id=g:7319646
Kiliba	id=g:7319647
Kinyefurwe	id=g:7319648
Kaborera	id=g:7319649
Gasayo	id=g:7319650
Gahobobo	id=g:7319651
Nyagabondo	id=g:7319652
Bukokora	id=g:7319653
Kara	id=g:7319654
Gatagara	id=g:7319655
Nyarwoma	id=g:7319656
Byabarenzi	id=g:7319657
Ntosho	id=g:7319658
Kbere	id=g:7319659
Cyananka	id=g:7319660
Bunywankoko	id=g:7319661
Nyagahondo	id=g:7319662
Rwunga	id=g:7319663
Nyarurogo	id=g:7319664
Nyanguragura	id=g:7319665
Kizuka	id=g:7319666
Rwinyana	id=g:7319667
Birondo	id=g:7319668
Gahama	id=g:7319669
Nduruma	id=g:7319670
Cyijana	id=g:7319671
Mpimba	id=g:7319672
Nkunde	id=g:7319673
Mugombero	id=g:7319674
Mayaga	id=g:7319675
Rwabihunge	id=g:7319676
Nyanza	id=g:7319677
Nyenjuja	id=g:7319678
Kiruri	id=g:7319679
Nyamuli	id=g:7319680
Rwankuku	id=g:7319681
Kanyesaro	id=g:7319682
Nyamugali	id=g:7319683
Nyagahondo	id=g:7319684
Mizizi	id=g:7319685
Nyamakoma	id=g:7319686
Gatare	id=g:7319687
Bahimba	id=g:7319688
Nyarutoyi	id=g:7319689
Rukore	id=g:7319690
Bukangano	id=g:7319691
Kabaganda	id=g:7319692
Rwanzoka	id=g:7319693
Kinyafu	id=g:7319694
Nyarukunama	id=g:7319695
Macumu	id=g:7319696
Rusesamvuzo	id=g:7319697
Kamusama	id=g:7319698
Rwankware	id=g:7319699
Nyarubuye	id=g:7319700
Munkangu	id=g:7319701
Mirehe	id=g:7319702
Kiyove	id=g:7319703
Giturwe	id=g:7319704
Nyakagezi	id=g:7319705
Nyarubuye	id=g:7319706
Kabahogo	id=g:7319707
Munyerezo	id=g:7319708
Gihisha	id=g:7319709
Nyabige	id=g:7319710
Kaninda	id=g:7319711
Mabare	id=g:7319712
Nyemambo	id=g:7319713
Bwiza	id=g:7319714
