Ribeirão Tijucal	id=g:3386412
Riacho do Socorro	id=g:3387275
Riacho do Socorro	id=g:3387276
Riacho do Socorro	id=g:3387277
Riacho Socorro	id=g:3387278
Riacho Socorro	id=g:3387279
Socorro	id=g:3387280
Socorro	id=g:3387281
Socorro	id=g:3387282
Socorro	id=g:3387283
Socorro	id=g:3387284
Socorro	id=g:3387285
Socorro	id=g:3387286
Socorro	id=g:3387287
Socorro	id=g:3387288
Socopo	id=g:3387289
Rio Socó	id=g:3387290
Lagoa do Socó	id=g:3387291
Braço Socó	id=g:3387292
Socavao	id=g:3387293
Sobral Neb	id=g:3387294
Sobral	id=g:3387295
Sobral	id=g:3387296
Sobral	id=g:3387297
Sobrado Grande	id=g:3387298
Sobrado do Quixaba	id=g:3387299
Sobrado de Cima	id=g:3387300
Serra do Sobrado	id=g:3387301
Riacho do Sobrado	id=g:3387302
Riacho do Sobrado	id=g:3387303
Sobrado	id=g:3387304
Sobradinho	id=g:3387305
Sobrado	id=g:3387306
Sobradinho (2)	id=g:3387307
Sobradinho (2)	id=g:3387308
Sobradinho (1)	id=g:3387309
Serrote do Sobradinho	id=g:3387310
Riacho do Sobradinho	id=g:3387311
Riacho do Sobradinho	id=g:3387312
Riacho do Sobradinho	id=g:3387313
Riacho Sobradinho	id=g:3387314
Riacho Sobradinho	id=g:3387315
Morro do Sobradinho	id=g:3387316
Lago Sobradinho	id=g:3387317
Sobradinho	id=g:3387318
Sobradinho	id=g:3387319
Sobradinho	id=g:3387320
Sobradinho	id=g:3387321
Sobradinho	id=g:3387322
Sobradinho	id=g:3387323
Sobradinho	id=g:3387324
Sobradinho	id=g:3387325
Sobradinho	id=g:3387326
Sobradinho	id=g:3387327
Sobradinho	id=g:3387328
Sobradinho	id=g:3387329
Sobradinho	id=g:3387330
Sobradinho	id=g:3387331
Sobradinho	id=g:3387332
Sobradinho	id=g:3387333
Soberana	id=g:3387334
Soares Meireles	id=g:3387335
Riacho Soares	id=g:3387336
Riacho Soares	id=g:3387337
Soares	id=g:3387338
Soares	id=g:3387339
Soares	id=g:3387340
Siupé	id=g:3387341
Situação	id=g:3387342
Situação	id=g:3387343
Situacão	id=g:3387344
Situacão	id=g:3387345
Síto do Meio	id=g:3387346
Sítiozinho	id=g:3387347
Sitiozinho	id=g:3387348
Sítio Volta	id=g:3387349
Sítio Vicente	id=g:3387350
Serra Sitio Verde	id=g:3387351
Sítio Ventania	id=g:3387352
Sitio Vellio	id=g:3387353
Serra Sítio Velho	id=g:3387354
Sítio Velho	id=g:3387355
Sítio Velho	id=g:3387356
Sítio Velho	id=g:3387357
Sítio Velho	id=g:3387358
Sítio Velho	id=g:3387359
Sítio Veados	id=g:3387360
Sítio Varginha	id=g:3387361
Sítio Varas	id=g:3387362
Sítio Vacaria	id=g:3387363
Sítio Triangulo de Varzea Alegre	id=g:3387364
Sítio Três	id=g:3387365
Sítio Torto	id=g:3387366
Sítio Tôrre	id=g:3387367
Sítio Timbaúba	id=g:3387368
Sítio Tanque	id=g:3387369
Sítio Sossêgo	id=g:3387370
Sítio Sombrio	id=g:3387371
Sítio Solta	id=g:3387372
Sítio Soledado	id=g:3387373
Sítios Novos de Cima	id=g:3387374
Sítios Novos	id=g:3387375
Sítios Novos	id=g:3387376
Sítio Serrote	id=g:3387377
Sítio Serrinha	id=g:3387378
Sítio Serra Vermelha	id=g:3387379
Sitio Serra Palma	id=g:3387380
Sítio Serrania	id=g:3387381
Sítio Serra do Boi	id=g:3387382
Sítio Segredo	id=g:3387383
Sítio Sêco	id=g:3387384
Sítio São José	id=g:3387385
Sítio São José	id=g:3387386
Sítio São José	id=g:3387387
Sítio São Francisco	id=g:3387388
Sítio São Bento	id=g:3387389
Sitio Santo Antônio	id=g:3387390
Sítio Santa Rita	id=g:3387391
Sitio Santa Rita	id=g:3387392
Sítio Santana	id=g:3387393
Sítio Santa Cruz	id=g:3387394
Sítio Sangradouro	id=g:3387395
Sítio Samanaú	id=g:3387396
Serra Sitio Salvador	id=g:3387397
Sítio Salvador	id=g:3387398
Sítio Saco dos Antunes	id=g:3387399
Sítio Ribel	id=g:3387400
Sítio Riacho do Gado	id=g:3387401
Sítio Riacho da Furna	id=g:3387402
Sítio Relva	id=g:3387403
Sítio Ramalhete	id=g:3387404
Sitio Quixaba	id=g:3387405
Sítio Poço do Juazeiro	id=g:3387406
Sítio Poço Comprido	id=g:3387407
Sítio Poço	id=g:3387408
Sítio Pitombeira	id=g:3387409
Sítio Pitombeira	id=g:3387410
Sítio Pirico	id=g:3387411
Sítio Pendência	id=g:3387412
Sítio Pelado	id=g:3387413
Sítio Pedra Branca	id=g:3387414
Sítio Papagaio	id=g:3387415
Sítio Panema	id=g:3387416
Sítio Palmeira	id=g:3387417
Sítio Pacatuba	id=g:3387418
Sítio Ôlho d’Água	id=g:3387419
Sítio Ôlho d’Água	id=g:3387420
Sítio Ôlho d’Água	id=g:3387421
Sítio Novo do Grajaú	id=g:3387422
Sítio Novo do Tocantins	id=g:3387423
Serra Sítio Novo	id=g:3387424
Riacho Sítio Novo	id=g:3387425
Sítio Novo	id=g:3387426
Sítio Novo	id=g:3387427
Sítio Novo	id=g:3387428
Sítio Nôvo	id=g:3387429
Sítio Novo	id=g:3387430
Sítio Nôvo	id=g:3387431
Sítio Novo	id=g:3387432
Sítio Novo	id=g:3387433
Sítio Novo	id=g:3387434
Sítio Novo	id=g:3387435
Sítio Nôvo	id=g:3387436
Sítio Novo	id=g:3387437
Sítio Novo	id=g:3387438
Sítio Nova Olmda	id=g:3387439
Sítio Nova Esperança	id=g:3387440
Sítio Mumbuca	id=g:3387441
Sítio Mulungu	id=g:3387442
Sítio Mota	id=g:3387443
Sítio Mosquito	id=g:3387444
Sítio Monteplo	id=g:3387445
Sítio Monte Alegre	id=g:3387446
Sítio Melo	id=g:3387447
Sítio Meleiro	id=g:3387448
Sítio Massepê	id=g:3387449
Sítio Mari	id=g:3387450
Sítio Malhada Grande	id=g:3387451
Sítio Macaco	id=g:3387452
Sítio Logradouro (2)	id=g:3387453
Sítio Logradouro (1)	id=g:3387454
Sítio Lagoa Séca	id=g:3387455
Sítio Lagoa Fechada	id=g:3387456
Sítio Lagoa de São Bento	id=g:3387457
Sítio Lagoa das Marrecas	id=g:3387458
Sítio Lagoa	id=g:3387459
Sítio Juá	id=g:3387460
Sítio Jenipapeiro	id=g:3387461
Sitio Ipueirinha	id=g:3387462
Sítio Ipioca	id=g:3387463
Sítio Inta	id=g:3387464
Sítio Inocêncio	id=g:3387465
Sítio Inhuma	id=g:3387466
Sítio Inácio	id=g:3387467
Sítio Guaribas	id=g:3387468
Sítio Guaratim	id=g:3387469
Sítio Guarani	id=g:3387470
Sitio Goncalo	id=g:3387471
Sítio Gleba	id=g:3387472
Sítio Geral	id=g:3387473
Sítio Fundo	id=g:3387474
Sítio Frade	id=g:3387475
Sítio Forquilha	id=g:3387476
Sítio Formosa	id=g:3387477
Sítio Flores	id=g:3387478
Sítio Farinha	id=g:3387479
Sítio Estevao	id=g:3387480
Sítio dos Remédios	id=g:3387481
Sítio dos Patos	id=g:3387482
Sítio dos Padres	id=g:3387483
Sítio dos Nunes	id=g:3387484
Sítio dos Moreiras	id=g:3387485
Chapada Sítio dos Mateus	id=g:3387486
Sítio dos Maricas	id=g:3387487
Sítio do Passarinho	id=g:3387488
Sítio do Meio	id=g:3387489
Sítio do Meio	id=g:3387490
Sítio do Meio	id=g:3387491
Sítio do Meio	id=g:3387492
Sítio do Meio	id=g:3387493
Sítio do Meio	id=g:3387494
Sítio do Meio	id=g:3387495
Sitio do Meio	id=g:3387496
Sítio do Meio	id=g:3387497
Sítio do Luís	id=g:3387498
Sítio do Frade	id=g:3387499
Sítio do Carrapicho	id=g:3387500
Sítio Deus-me-Guia	id=g:3387501
Sítio de Noore	id=g:3387502
Sitio de Dentro	id=g:3387503
Sítio de Cima	id=g:3387504
Sítio das Pás	id=g:3387505
Sítio das Onças	id=g:3387506
Sítio das Moças	id=g:3387507
Sítio da Serra Grande	id=g:3387508
Sítio da Onca	id=g:3387509
Sitio da Onca	id=g:3387510
Sitio da Lagoa de Pedra	id=g:3387511
Sítio da Barra	id=g:3387512
Sítio da Aldeia	id=g:3387513
Sítio Curz	id=g:3387514
Sítio Curimatan	id=g:3387515
Sítio Cupim	id=g:3387516
Sítio Crioulo	id=g:3387517
Sítio Coitado	id=g:3387518
Sítio Chupador	id=g:3387519
Sítio Charneca	id=g:3387520
Sítio Chapada	id=g:3387521
Sítio Cedro	id=g:3387522
Sítio Carrapateira	id=g:3387523
Sítio Carnaúbinha	id=g:3387524
Sítio Carnaúba	id=g:3387525
Sítio Carnaúba	id=g:3387526
Sítio Caraúbas	id=g:3387527
Sítio Carão	id=g:3387528
Sítio Capeba	id=g:3387529
Sítio Cana Braba	id=g:3387530
Sítio Campos	id=g:3387531
Sítio Campo Alegre	id=g:3387532
Sítio Campina Grande	id=g:3387533
Sitio Campestre	id=g:3387534
Sítio Cajui	id=g:3387535
Sítio Cajazeira	id=g:3387536
Sítio Caibros	id=g:3387537
Sítio Cacimba Velha	id=g:3387538
Sítio Cacimbas	id=g:3387539
Sítio Cacimbas	id=g:3387540
Sítio Cacimba	id=g:3387541
Sítio Cachoeirinha	id=g:3387542
Sítio Cabeça	id=g:3387543
Sítio Breijão	id=g:3387544
Sítio Botija	id=g:3387545
Sítio Boqueirao	id=g:3387546
Sitio Bonito	id=g:3387547
Sítio Bonito	id=g:3387548
Sítio Bonito	id=g:3387549
Sítio Bom Jardim	id=g:3387550
Sitio Boa Vista	id=g:3387551
Sítio Boa Vista	id=g:3387552
Sítio Boa Vista	id=g:3387553
Sitio Boa-nova	id=g:3387554
Sítio Bento Nunes	id=g:3387555
Sítio Barro Vermelho	id=g:3387556
Sítio Barriguda	id=g:3387557
Sítio Balança	id=g:3387558
Sítio Baixio	id=g:3387559
Sítio Baixio	id=g:3387560
Sitio Baixa Verde	id=g:3387561
Sítio Baixa Verde	id=g:3387562
Sítio Baixas	id=g:3387563
Sítio Baixa Funda	id=g:3387564
Sítio Aroeira	id=g:3387565
Sítio Armador	id=g:3387566
Sítio Aragão	id=g:3387567
Sítio Alto	id=g:3387568
Sítio Alho	id=g:3387569
Sítio Alecrim	id=g:3387570
Sítio Aguas Ardentes	id=g:3387571
Sítio Aboboras	id=g:3387572
Sítio Abóbora	id=g:3387573
Serra do Sítio	id=g:3387574
Serra do Sítio	id=g:3387575
Riacho do Sítio	id=g:3387576
Riacho do Sítio	id=g:3387577
Riacho do Sítio	id=g:3387578
Riacho do Sítio	id=g:3387579
Açude do Sítio	id=g:3387580
Sítio	id=g:3387581
Sítio	id=g:3387582
Sítio	id=g:3387583
Sítio	id=g:3387584
Sítio	id=g:3387585
Sítio	id=g:3387586
Sítio	id=g:3387587
Sítio	id=g:3387588
Sítio	id=g:3387589
Sítio	id=g:3387590
Sítio	id=g:3387591
Sítio	id=g:3387592
Sítio	id=g:3387593
Sítio	id=g:3387594
Sitio	id=g:3387595
Sítio	id=g:3387596
Sítio	id=g:3387597
Sítio	id=g:3387598
Sitinho	id=g:3387599
Rio Sitiá	id=g:3387600
Sitiá	id=g:3387601
Ilha Sirituba	id=g:3387602
Rio Sirinhaém	id=g:3387603
Sirinhaém	id=g:3387604
Cachoeira do Siringal	id=g:3387605
Rio Siriji	id=g:3387606
Siriji	id=g:3387607
Riacho Siriema	id=g:3387608
Riacho Siridòzinho	id=g:3387609
Siricucu	id=g:3387610
Travessão da Sirga Torta	id=g:3387611
Riacho Siqueira	id=g:3387612
Siqueira	id=g:3387613
Sipaúba	id=g:3387614
Recifes de Sióba	id=g:3387615
Sinimbu	id=g:3387616
Sinimbu	id=g:3387617
Singular	id=g:3387618
Sincorá	id=g:3387619
Simplício Mendes	id=g:3387620
Simplicio Mendes	id=g:3387621
Riacho Simões	id=g:3387622
Riacho Simões	id=g:3387623
Simões	id=g:3387624
Simões	id=g:3387625
Simão	id=g:3387626
Simão	id=g:3387627
Paraná de Silves	id=g:3387628
Silves	id=g:3387629
Silvério	id=g:3387630
Serra do Silveira	id=g:3387631
Silvado	id=g:3387632
Riacho do Silva	id=g:3387633
Riacho do Silva	id=g:3387634
Recife do Silva	id=g:3387635
Silva	id=g:3387636
Silva	id=g:3387637
Sicó	id=g:3387638
Riacho Sibiró	id=g:3387639
Cachoeira do Sibaru	id=g:3387640
Enseada do Severo	id=g:3387641
Severo	id=g:3387642
Cachoeira do Severino	id=g:3387643
Severiano Melo	id=g:3387644
Setúbal	id=g:3387645
Sete Voltas	id=g:3387646
Morro dos Sete Tiros	id=g:3387647
Salto das Sete Quedas	id=g:3387648
Cachoeira das Sete Quedas	id=g:3387649
Lagoa Sete Lagoas	id=g:3387650
Sete Lagoas	id=g:3387651
Sete Lagoas	id=g:3387652
Sete Lagoas	id=g:3387653
Parque Nacional de Sete Cidades	id=g:3387654
Sesta das Parelhas	id=g:3387655
Sertãozinho de Baixo	id=g:3387656
Sertãozinho	id=g:3387657
Sertão de Dentro	id=g:3387658
Sertão de Baixo	id=g:3387659
Riacho do Sertão	id=g:3387660
Riacho Sertão	id=g:3387661
Sertão	id=g:3387662
Sertânia	id=g:3387663
Serrotinho	id=g:3387664
Serrotinho	id=g:3387665
Serrote (6)	id=g:3387666
Serrote (5)	id=g:3387667
Serrote (4)	id=g:3387668
Serrote (3)	id=g:3387669
Serrote (2)	id=g:3387670
Serrote (1)	id=g:3387671
Serrote (1)	id=g:3387672
Serrote Vermelho	id=g:3387673
Serrote Verde	id=g:3387674
Serrote Verde	id=g:3387675
Serrote Verde	id=g:3387676
Serrote Verde	id=g:3387677
Serrotes Brancos	id=g:3387678
Serrote Redondo	id=g:3387679
Riacho Serrote Prêto	id=g:3387680
Serrote Pintado	id=g:3387681
Riacho Serrote Pelado	id=g:3387682
Serrote Pelado	id=g:3387683
Serrote Exu	id=g:3387684
Serrote Escalvado	id=g:3387685
Serrote Duberto	id=g:3387686
Serrote do Meio	id=g:3387687
Serrote do Grengonso	id=g:3387688
Serrote do Boi	id=g:3387689
Serrote do Alto Grande	id=g:3387690
Serrote da Mina	id=g:3387691
Serrote da Guia	id=g:3387692
Serrote Chora	id=g:3387693
Serrote Campo Comprido	id=g:3387694
Serrote Branco	id=g:3387695
Serrote Branco	id=g:3387696
Serrote Branco	id=g:3387697
Serrote Branco	id=g:3387698
Serrote Branco	id=g:3387699
Serrote Alto	id=g:3387700
Riacho do Serrote	id=g:3387701
Riacho do Serrote	id=g:3387702
Riacho do Serrote	id=g:3387703
Morro do Serrote	id=g:3387704
Serrote	id=g:3387705
Serrote	id=g:3387706
Serrote	id=g:3387707
Serrote	id=g:3387708
Serrote	id=g:3387709
Serrote	id=g:3387710
Serrote	id=g:3387711
Serrote	id=g:3387712
Serrote	id=g:3387713
Serrote	id=g:3387714
Serrote	id=g:3387715
Serrote	id=g:3387716
Serrote	id=g:3387717
Serrota (2)	id=g:3387718
Serrota (1)	id=g:3387719
Riacho da Serrota	id=g:3387720
Serrota	id=g:3387721
Serrota	id=g:3387722
Serrota	id=g:3387723
Serrota	id=g:3387724
Serrota	id=g:3387725
Serro do Monte	id=g:3387726
Serrita	id=g:3387727
Serrinha Velha	id=g:3387728
Serrinha Velha	id=g:3387729
Serrinha dos Pintos	id=g:3387730
Serrinha do Geraldo	id=g:3387731
Serrinha do Canto	id=g:3387732
Serrote da Serrinha	id=g:3387733
Serrote Serrinha	id=g:3387734
Serra Serrinha	id=g:3387735
Riacho da Serrinha	id=g:3387736
Riacho Serrinha	id=g:3387737
Riacho Serrinha	id=g:3387738
Morro Serrinha	id=g:3387739
Serrinha	id=g:3387740
Serrinha	id=g:3387741
Serrinha	id=g:3387742
Serrinha	id=g:3387743
Serrinha	id=g:3387744
Serrinha	id=g:3387745
Serrinha	id=g:3387746
Serrinha	id=g:3387747
Serrinha	id=g:3387748
Serrinha	id=g:3387749
Serrinha	id=g:3387750
Serrinha	id=g:3387751
Serrinha	id=g:3387752
Serrinha	id=g:3387753
Serrinha	id=g:3387754
Serrinha	id=g:3387755
Serrinha	id=g:3387756
Serrinha	id=g:3387757
Serrinha	id=g:3387758
Serrinha	id=g:3387759
Serrinha	id=g:3387760
Serrinha	id=g:3387761
Serrinha	id=g:3387762
Serrinha	id=g:3387763
Serrinha	id=g:3387764
Serrinha	id=g:3387765
Serrinha	id=g:3387766
Rio da Serra Vermelha	id=g:3387767
Riacho da Serra Vermelha	id=g:3387768
Serra Vermelha	id=g:3387769
Serra Vermelha	id=g:3387770
Serra Vermelha	id=g:3387771
Serra Vermelha	id=g:3387772
Serra Vermelha	id=g:3387773
Serra Vermelha	id=g:3387774
Serra Vermelha	id=g:3387775
Serra Vermelha	id=g:3387776
Serra Vermelha	id=g:3387777
Serra Vermeiha	id=g:3387778
Serra Verde Zabele	id=g:3387779
Chapada da Serra Verde	id=g:3387780
Serra Verde	id=g:3387781
Serra Verde	id=g:3387782
Serra Verde	id=g:3387783
Serra Verde	id=g:3387784
Chapada da Serra Talhada	id=g:3387785
Serra Talhada	id=g:3387786
Serra Talhada	id=g:3387787
Serras das Tabocas	id=g:3387788
Serrote da Serraria	id=g:3387789
Serraria	id=g:3387790
Serraria	id=g:3387791
Serraria	id=g:3387792
Serra Redonda	id=g:3387793
Serra Redonda	id=g:3387794
Ilha da Serra Quebrada	id=g:3387795
Serra Prêta	id=g:3387796
Serra Perdida	id=g:3387797
Serra Pelada	id=g:3387798
Serra Novo	id=g:3387799
Riacho da Serra Nova	id=g:3387800
Serra Nova	id=g:3387801
Serra Nova	id=g:3387802
Serra Nova	id=g:3387803
Serra Nova	id=g:3387804
Serrania	id=g:3387805
Serrania	id=g:3387806
Serra Negra do Norte	id=g:3387807
Riacho Serra Negra	id=g:3387808
Serra Negra	id=g:3387809
Serra Negra	id=g:3387810
Serra Negra	id=g:3387811
Serra Negra	id=g:3387812
Serra Negra	id=g:3387813
Mossoró	id=g:3387814
Ponta de Serrambi	id=g:3387815
Serra Limpa	id=g:3387816
Serra Grande	id=g:3387817
Serra Grande	id=g:3387818
Riacho da Serragem	id=g:3387819
Serragem	id=g:3387820
Serragem	id=g:3387821
Serragem	id=g:3387822
Igarapé Serra Encantada	id=g:3387823
Serra do Vital	id=g:3387824
Serra do Vento	id=g:3387825
Serra do Velho Artur	id=g:3387826
Serra do Valente	id=g:3387827
Serra do Sobrado	id=g:3387828
Serra dos Matões	id=g:3387829
Serra do São Francisco	id=g:3387830
Serra do Salítre	id=g:3387831
Serra do Raimundo Bernardo	id=g:3387832
Serra do Pedrão	id=g:3387833
Serra do Padre	id=g:3387834
Serra do Navio	id=g:3387835
Serra do Mucuripe	id=g:3387836
Serra do Miguel	id=g:3387837
Serra do Meio	id=g:3387838
Serra do Joâozinho do Mestre Pedro	id=g:3387839
Serra do Jacaranda	id=g:3387840
Serra do Gado	id=g:3387841
Serra do Gado	id=g:3387842
Serra do Felismino	id=g:3387843
Serra do Cigano	id=g:3387844
Serra do Cicero Ferreira	id=g:3387845
Serra do Catetu	id=g:3387846
Serra do Bocu	id=g:3387847
Serra do Barriga	id=g:3387848
Serra do Baixio	id=g:3387849
Morro do Serrado	id=g:3387850
Serrade Zuzo	id=g:3387851
Serra de Sao Bernardo	id=g:3387852
Serra de São Bento	id=g:3387853
Serra da Volta	id=g:3387854
Serra das Vertentes	id=g:3387855
Serra das Vacas	id=g:3387856
Serra das Queimadas	id=g:3387857
Serra das Almas	id=g:3387858
Serra da Rodagem	id=g:3387859
Serra da Raiz	id=g:3387860
Serra da Palha	id=g:3387861
Serra da Macambira	id=g:3387862
Serra d’Alva	id=g:3387863
Serra d’Água	id=g:3387864
Serra da Canabrava	id=g:3387865
Serra Cruz	id=g:3387866
Serra Comprida	id=g:3387867
Serra Caiada	id=g:3387868
Serra Bravo	id=g:3387869
Riacho da Serra Branca	id=g:3387870
Riacho Serra Branca	id=g:3387871
Riacho Serra Branca	id=g:3387872
Açude Serra Branca	id=g:3387873
Serra Branca	id=g:3387874
Serra Branca	id=g:3387875
Serra Branca	id=g:3387876
Serra Branca	id=g:3387877
Serra Branca	id=g:3387878
Serra Branca	id=g:3387879
Serra Branca	id=g:3387880
Serra Branca	id=g:3387881
Serra Bonita	id=g:3387882
Serra Baixa Verde	id=g:3387883
Igarapé Serra Azul	id=g:3387884
Serra Azul	id=g:3387885
Serra Azul	id=g:3387886
Serra Areião	id=g:3387887
Rio da Serra Agúda	id=g:3387888
Serra Aguda	id=g:3387889
Rio da Serra	id=g:3387890
Riacho da Serra	id=g:3387891
Riacho da Serra	id=g:3387892
Riacho da Serra	id=g:3387893
Riacho da Serra	id=g:3387894
Riacho da Serra	id=g:3387895
Riacho da Serra	id=g:3387896
Lagoa da Serra	id=g:3387897
Igarapé da Serra	id=g:3387898
Igarapé da Serra	id=g:3387899
Serra	id=g:3387900
Serra	id=g:3387901
Serra	id=g:3387902
Serra	id=g:3387903
Serra	id=g:3387904
Lago Serpa	id=g:3387905
Ilha de Serpa	id=g:3387906
Seringueiro	id=g:3387907
Serra da Seringa	id=g:3387908
Serieme	id=g:3387909
Serra da Seriema	id=g:3387910
Riacho Seriema	id=g:3387911
Seriema	id=g:3387912
Rio Seridó	id=g:3387913
Seridó	id=g:3387914
Rio Sereno	id=g:3387915
Rio Sereno	id=g:3387916
Sereno	id=g:3387917
Sereno	id=g:3387918
Serafina	id=g:3387919
Serafim Dias	id=g:3387920
Lagoa do Serafim	id=g:3387921
Sento Sé	id=g:3387922
Sentim	id=g:3387923
Senador Sá	id=g:3387924
Senador Pompeu	id=g:3387925
Senador Pompeu	id=g:3387926
Senador Pompeu	id=g:3387927
Senador José Porfírio	id=g:3387928
Igarapé Sem-Tripa	id=g:3387929
Cachoeira Sem-Tripa	id=g:3387930
Sem-Tripa	id=g:3387931
Sem Rival	id=g:3387932
Serra Semitumba	id=g:3387933
Se-me-Apanhas	id=g:3387934
Ilha Sela Gineta	id=g:3387935
Morro Selado	id=g:3387936
Serra Selada	id=g:3387937
Seixo	id=g:3387938
Ponta do Seixas	id=g:3387939
Seis Irmâos	id=g:3387940
Seis Carnaúbas	id=g:3387941
Seguro	id=g:3387942
Segundo Já Come	id=g:3387943
Segundo	id=g:3387944
Segrêdo	id=g:3387945
Segrêdo	id=g:3387946
Segrêdo	id=g:3387947
Séde Cacimba de Baixo	id=g:3387948
Riacho da Sêda	id=g:3387949
Serrote Seco	id=g:3387950
Rio Sêco	id=g:3387951
Rio Sêco	id=g:3387952
Riacho do Sêco	id=g:3387953
Riacho Sêco	id=g:3387954
Riacho Sêco	id=g:3387955
Riacho Sêco	id=g:3387956
Riacho Sêco	id=g:3387957
Riacho Sêco	id=g:3387958
Riacho Sêco	id=g:3387959
Riacho Sêco	id=g:3387960
Riacho Sêco	id=g:3387961
Riacho Sêco	id=g:3387962
Riacho Seco	id=g:3387963
Riacho Sêco	id=g:3387964
Riacho Sêco	id=g:3387965
Riacho Sêco	id=g:3387966
Riacho Seco	id=g:3387967
Lagoa Seca	id=g:3387968
Ilha Sêca	id=g:3387969
Cachoeira Sêca	id=g:3387970
Cachoeira Sêca	id=g:3387971
Sebastião Caixão	id=g:3387972
Lagoa do Sebastião	id=g:3387973
Riacho da Sé	id=g:3387974
Ilha do Sautá	id=g:3387975
Sauraura	id=g:3387976
Igarapé Sauiá	id=g:3387977
Sauiá	id=g:3387978
Saué	id=g:3387979
Saúde	id=g:3387980
Saúde	id=g:3387981
Cachoeira da Saudade	id=g:3387982
Saudade	id=g:3387983
Saudade	id=g:3387984
Saudade	id=g:3387985
Satubim	id=g:3387986
Satuba	id=g:3387987
Satão	id=g:3387988
Sariema	id=g:3387989
Morro do Sargento	id=g:3387990
Lagamar do Sargento	id=g:3387991
Sargento	id=g:3387992
Sardinha	id=g:3387993
Igarapé Sarauá	id=g:3387994
Igarapé Sarateua	id=g:3387995
Rio Sarapó	id=g:3387996
Rio Saranzal	id=g:3387997
Cachoeira Saranzal	id=g:3387998
Morro do Sarango	id=g:3387999
Saut Samacou	id=g:3388000
Saracuru	id=g:3388001
Lago Saracá	id=g:3388002
Serra do Saquinho	id=g:3388003
Serra Saquinho	id=g:3388004
Riacho do Saquinho	id=g:3388005
Morro do Saquinho	id=g:3388006
Saquinho	id=g:3388007
Saquinho	id=g:3388008
Saquinho	id=g:3388009
Saquinho	id=g:3388010
Saquinho	id=g:3388011
Saquinho	id=g:3388012
Saquinho	id=g:3388013
Saquinho	id=g:3388014
Saquinho	id=g:3388015
Saquinho	id=g:3388016
Saquinho	id=g:3388017
Saquinho	id=g:3388018
Saquinho	id=g:3388019
Saquinho	id=g:3388020
Saquim	id=g:3388021
Sapupara	id=g:3388022
Lagoa de Sapucuá	id=g:3388023
Igarapé Araticum	id=g:3388024
Sapucarana	id=g:3388025
Sapucaial	id=g:3388026
Parana Sapucaia	id=g:3388027
Lagoa Sapucaia	id=g:3388028
Sapucaia	id=g:3388029
Sapucaia	id=g:3388030
Sapucaia	id=g:3388031
Sapucaia	id=g:3388032
Sapucaia	id=g:3388033
Sapucaia	id=g:3388034
Sapucaia	id=g:3388035
Sapo Queimado	id=g:3388036
Sapó	id=g:3388037
Sapó	id=g:3388038
Lagoa Sapiranga	id=g:3388039
Travessão Sapèzal	id=g:3388040
Sá Pereira	id=g:3388041
Sapecado	id=g:3388042
Sapé	id=g:3388043
Sapé	id=g:3388044
Sapé	id=g:3388045
Sapé	id=g:3388046
Sapé	id=g:3388047
Sapé	id=g:3388048
Cachoeira do Sapateiro	id=g:3388049
Ponta da Sapata	id=g:3388050
Lagoa Saparaná	id=g:3388051
Travessão do Sapaquara	id=g:3388052
Lagoa de São Vítor	id=g:3388053
Lagoa de São Vincente	id=g:3388054
São Vincente	id=g:3388055
São Vincente	id=g:3388056
São Vicente (2)	id=g:3388057
São Vicente (1)	id=g:3388058
São Vicente Ferrer	id=g:3388059
São Vicente Ferrer	id=g:3388060
São Vicente de Dentro	id=g:3388061
Serra de São Vicente	id=g:3388062
Serra São Vicente	id=g:3388063
Rio São Vicente	id=g:3388064
Riacho São Vicente	id=g:3388065
Riacho São Vicente	id=g:3388066
Riacho São Vicente	id=g:3388067
Riacho São Vicente	id=g:3388068
Igarapé São Vicente	id=g:3388069
Açude São Vicente	id=g:3388070
São Vicente	id=g:3388071
São Vicente	id=g:3388072
São Vicente	id=g:3388073
São Vicente	id=g:3388074
São Vicente	id=g:3388075
São Vicente	id=g:3388076
São Vicente	id=g:3388077
São Vicente	id=g:3388078
São Vicente	id=g:3388079
São Vicente	id=g:3388080
São Vicente	id=g:3388081
São Vicente	id=g:3388082
São Vicente	id=g:3388083
São Vicente	id=g:3388084
São Vicente	id=g:3388085
Sao Vicente	id=g:3388086
São Vicente	id=g:3388087
São Vicente	id=g:3388088
São Vicente	id=g:3388089
Rio São Tomé	id=g:3388090
Riacho São Tomé	id=g:3388091
São Tomé	id=g:3388092
São Tomé	id=g:3388093
São Tomé	id=g:3388094
São Tiago	id=g:3388095
São Teodósio	id=g:3388096
Serra São Simeão	id=g:3388097
Saltos do São Simão	id=g:3388098
Igarapé São Simão	id=g:3388099
Cachoeira do São Simão	id=g:3388100
São Severino	id=g:3388101
São Severino	id=g:3388102
São Severino	id=g:3388103
São Sehastião	id=g:3388104
São Sebastião Ferreira	id=g:3388105
São Sebastião do Umbuzeiro	id=g:3388106
São Sebastião do Tocantins	id=g:3388107
São Sebastião de Viçosa	id=g:3388108
São Sebastião da Boa Vista	id=g:3388109
Igarapé São Sebastião	id=g:3388110
Açude São Sebastião	id=g:3388111
São Sebastião	id=g:3388112
São Sebastião	id=g:3388113
São Sebastião	id=g:3388114
São Sebastião	id=g:3388115
São Sebastião	id=g:3388116
