Mokotibe-Antanimavo	id=g:1058747
Mahasoa	id=g:1062430
Mahasoa	id=g:1062431
Mahasoa	id=g:1062432
Mahasoa	id=g:1062433
Mahasoa	id=g:1062434
Mahasoa	id=g:1062435
Mahasoa	id=g:1062436
Mahasoa	id=g:1062437
Mahasoa	id=g:1062438
Mahasoa	id=g:1062439
Mahasoa	id=g:1062440
Mahasoa	id=g:1062441
Mahasoa	id=g:1062442
Mahasoa	id=g:1062443
Mahasoa	id=g:1062444
Mahasoa	id=g:1062445
Mahasoa	id=g:1062446
Mahasoa	id=g:1062447
Mahasoa	id=g:1062448
Mahasoa	id=g:1062449
Mahasoa	id=g:1062450
Mahasoa	id=g:1062451
Mahasoa	id=g:1062452
Mahasoa	id=g:1062453
Mahasoa	id=g:1062454
Mahasoa	id=g:1062455
Mahasoa	id=g:1062456
Mahasoa	id=g:1062457
Mahasoa	id=g:1062458
Mahasoa	id=g:1062459
Mahasoa	id=g:1062460
Mahasoa	id=g:1062461
Mahasoa	id=g:1062462
Mahasoa	id=g:1062463
Mahasoa	id=g:1062464
Mahasoa	id=g:1062465
Mahasoa	id=g:1062466
Mahasoa	id=g:1062467
Mahasoa	id=g:1062468
Mahasoa	id=g:1062469
Mahasoa	id=g:1062470
Mahasoa	id=g:1062471
Mahasoa	id=g:1062472
Mahasoa	id=g:1062473
Mahasoa	id=g:1062474
Mahasoa	id=g:1062475
Mahasoa	id=g:1062476
Mahasoa	id=g:1062477
Mahasoa	id=g:1062478
Mahasoa	id=g:1062479
Mahasoa	id=g:1062480
Mahasoa	id=g:1062481
Mahasoa	id=g:1062482
Mahasoa	id=g:1062483
Mahasoa	id=g:1062484
Mahasoa	id=g:1062485
Mahasoa	id=g:1062486
Mahasoa	id=g:1062487
Mahasoa	id=g:1062488
Mahasoa	id=g:1062489
Mahasoa	id=g:1062490
Mahasoa	id=g:1062491
Mahasoa	id=g:1062492
Mahasira	id=g:1062493
Mahasingana	id=g:1062494
Mahasila	id=g:1062495
Alan’ i Mahasevoka	id=g:1062496
Mahasba Mahatsinjo	id=g:1062497
Mahasambobe	id=g:1062498
Mahasambo	id=g:1062499
Mahasambo	id=g:1062500
Mahasalasana	id=g:1062501
Mahasahala	id=g:1062502
Maharoaky Rivière	id=g:1062503
Maharivo-Tanala	id=g:1062504
Maharivokely	id=g:1062505
Maharivobe	id=g:1062506
Maharivo	id=g:1062507
Maharivo	id=g:1062508
Maharivo	id=g:1062509
Maharivo	id=g:1062510
Maharivo	id=g:1062511
Maharivo	id=g:1062512
Maharivo	id=g:1062513
Maharivo	id=g:1062514
Maharivo	id=g:1062515
Maharivo	id=g:1062516
Maharivana	id=g:1062517
Maharivana	id=g:1062518
Mahariva	id=g:1062519
Mahariva	id=g:1062520
Maharitry	id=g:1062521
Mahariteno	id=g:1062522
Mahariry	id=g:1062523
Maharirano	id=g:1062524
Maharira	id=g:1062525
Mahariny	id=g:1062526
Maharihy	id=g:1062527
Mahariha	id=g:1062528
Maharidaza	id=g:1062529
Maharidaza	id=g:1062530
Maharidaza	id=g:1062531
Maharidaza	id=g:1062532
Maharidaza	id=g:1062533
Maharidaza	id=g:1062534
Maharidaza	id=g:1062535
Maharidaza	id=g:1062536
Mahariaka	id=g:1062537
Mahareta	id=g:1062538
Mahareraka	id=g:1062539
Mahareny	id=g:1062540
Maharenina Rivière	id=g:1062541
Maharenina	id=g:1062542
Maharendaza	id=g:1062543
Maharena	id=g:1062544
Maharavoravo	id=g:1062545
Maharaotsy	id=g:1062546
Mahapatsaha	id=g:1062547
Mahapapia Rivière	id=g:1062548
Mahantora	id=g:1062549
Mahanoro	id=g:1062550
Mahanoro	id=g:1062551
Mahanoro	id=g:1062552
Mahanoro	id=g:1062553
Mahanoro	id=g:1062554
Mahanoro	id=g:1062555
Mahanoro	id=g:1062556
Mahanoro	id=g:1062557
Mahanoro	id=g:1062558
Mahanondro	id=g:1062559
Mahanondro	id=g:1062560
Mahanona	id=g:1062561
Mahanintsy	id=g:1062562
Mahandrovato	id=g:1062563
Mahandro	id=g:1062564
Mahanara Fleuve	id=g:1062565
Cap Mahanara	id=g:1062566
Mahanara	id=g:1062567
Mahanara	id=g:1062568
Mahanara	id=g:1062569
Mahanara	id=g:1062570
Mahamy	id=g:1062571
Farihy Mahampy	id=g:1062572
Mahamovo Rivière	id=g:1062573
Mahamovo Rivière	id=g:1062574
Mahamonga	id=g:1062575
Mahamoky	id=g:1062576
Mahamindro	id=g:1062577
Mont Mahamendo	id=g:1062578
Mahamena	id=g:1062579
Mahamena	id=g:1062580
Mahamena	id=g:1062581
Sommet Mahambolona	id=g:1062582
Mahambolona	id=g:1062583
Mahambolona	id=g:1062584
Mahambolana	id=g:1062585
Torak’ i Mahambo	id=g:1062586
Mahambo	id=g:1062587
Mahambo	id=g:1062588
Mahambo	id=g:1062589
Mahambo	id=g:1062590
Mahamavo-Soaserana	id=g:1062591
Mahamavo Rivière	id=g:1062592
Mahamavo Rivière	id=g:1062593
Vozontanin’ i Mahamavo	id=g:1062594
Mahamavo	id=g:1062595
Mahamavo	id=g:1062596
Mahamavo	id=g:1062597
Mahamavo	id=g:1062598
Mahamavo	id=g:1062599
Mahamavo	id=g:1062600
Mahamavo	id=g:1062601
Mahamavo	id=g:1062602
Mahamavo	id=g:1062603
Mahamavo	id=g:1062604
Mahamasina	id=g:1062605
Mahamasina	id=g:1062606
Mahamasina	id=g:1062607
Mahamasina	id=g:1062608
Baie Mahamanina	id=g:1062609
Mahamanina	id=g:1062610
Mahamanina	id=g:1062611
Mahamanina	id=g:1062612
Mahamanaha	id=g:1062613
Mahamana	id=g:1062614
Mahamaibe	id=g:1062615
Mahaly	id=g:1062616
Mahaly	id=g:1062617
Mahaly	id=g:1062618
Mahaly	id=g:1062619
Picde Mahalony	id=g:1062620
Mahalony	id=g:1062621
Mahalomotsy	id=g:1062622
Mahalina	id=g:1062623
Mahalina	id=g:1062624
Mahalina	id=g:1062625
Mahalina	id=g:1062626
Mahalifosa	id=g:1062627
Mahalevona	id=g:1062628
Mahalevona	id=g:1062629
Mahalevona	id=g:1062630
Mahaleotse	id=g:1062631
Mahaleja	id=g:1062632
Mahalaza	id=g:1062633
Mahalay	id=g:1062634
Mahalavolona	id=g:1062635
Mahalavolona	id=g:1062636
Mahalavolona	id=g:1062637
Mahalavolona	id=g:1062638
Mahalavolona	id=g:1062639
Mahalavolona	id=g:1062640
Mahalava	id=g:1062641
Mahalao Rivière	id=g:1062642
Mahalantsika	id=g:1062643
Mahalanga	id=g:1062644
Mahalaky	id=g:1062645
Mahalahy	id=g:1062646
Mahalahy	id=g:1062647
Mahakiringy	id=g:1062648
Mahaketraka	id=g:1062649
Mahaketraka	id=g:1062650
Mahakary	id=g:1062651
Mahakary	id=g:1062652
Mahakambahiny	id=g:1062653
Mahakamba	id=g:1062654
Mahajoarivo	id=g:1062655
Mahajoajobe	id=g:1062656
Mahajilo	id=g:1062657
Mahajija	id=g:1062658
Baie de Mahajeby	id=g:1062659
Mahajeby	id=g:1062660
Mahajanjina	id=g:1062661
Faritanin' i Mahajanga	id=g:1062662
Mahajanga	id=g:1062663
Mahajamba Rivière	id=g:1062664
Mahajambamoty	id=g:1062665
Mahajambakisoa	id=g:1062666
Mahajambakely	id=g:1062667
Mahajambakely	id=g:1062668
Mahajamba Fleuve	id=g:1062669
Mahajamba Fleuve	id=g:1062670
Helodranon’i Mahajamba	id=g:1062671
Mahajamba	id=g:1062672
Mahajamba	id=g:1062673
Mahaizaza	id=g:1062674
Mahaiza	id=g:1062675
Mahaimandry	id=g:1062676
Mahaimandry	id=g:1062677
Mahaikely	id=g:1062678
Mahahitsy	id=g:1062679
Mahagaga	id=g:1062680
Mahagaga	id=g:1062681
Vozontanin’ i Mahafompona	id=g:1062682
Mahafiovy-Korao	id=g:1062683
Mahafinto	id=g:1062684
Mahafihetsika	id=g:1062685
Mahafidina I	id=g:1062686
Mahafiana	id=g:1062687
Mahafatsy	id=g:1062688
Mahafasitra	id=g:1062689
Mahafasa	id=g:1062690
Mahafasa	id=g:1062691
Mahafasa	id=g:1062692
Mahafandoa	id=g:1062693
Mahafanalo	id=g:1062694
Zarilemaka Mahafaly	id=g:1062695
Lembalemban’ i Mahafaly	id=g:1062696
Fasana Mahafaly	id=g:1062697
Mahafaly	id=g:1062698
Mahafaliomby	id=g:1062699
Mahafaka	id=g:1062700
Mahaebo	id=g:1062701
Mahadrodroka	id=g:1062702
Mahadonaka	id=g:1062703
Mahadonaka	id=g:1062704
Mahadonaka	id=g:1062705
Mahado	id=g:1062706
Mahaditra	id=g:1062707
Mahadio	id=g:1062708
Mahadilo	id=g:1062709
Mahadiandiana	id=g:1062710
Mahadia	id=g:1062711
Mahadera	id=g:1062712
Mahadera	id=g:1062713
Mahadera	id=g:1062714
Mahadera	id=g:1062715
Mahadera	id=g:1062716
Mahadera	id=g:1062717
Mahadamaky	id=g:1062718
Mahadaingy	id=g:1062719
Mahabotroka Rivière	id=g:1062720
Mahabo-Mananivo	id=g:1062721
Mahabola	id=g:1062722
Mahabohotsiakatsy	id=g:1062723
Mahabo Fanjakana	id=g:1062724
Mahabo Est	id=g:1062725
Mahabodo	id=g:1062726
Mahabodo	id=g:1062727
Alan’ i Mahaboboky	id=g:1062728
Mahaboboka	id=g:1062729
Mahaboboka	id=g:1062730
Mahaboboka	id=g:1062731
Lohatanjon’ i Mahabo	id=g:1062732
Lemak’ i Mahabo	id=g:1062733
Bouche de Mahabo	id=g:1062734
Mahabo	id=g:1062735
Mahabo	id=g:1062736
Mahabo	id=g:1062737
Mahabo	id=g:1062738
Mahabo	id=g:1062739
Mahabo	id=g:1062740
Mahabo	id=g:1062741
Mahabo	id=g:1062742
Mahabo	id=g:1062743
Mahabo	id=g:1062744
Mahabo	id=g:1062745
Mahabo	id=g:1062746
Mahabo	id=g:1062747
Mahabo	id=g:1062748
Mahabo	id=g:1062749
Mahabo	id=g:1062750
Mahabo	id=g:1062751
Mahabo	id=g:1062752
Mahabo	id=g:1062753
Mahabo	id=g:1062754
Mahabo	id=g:1062755
Mahabo	id=g:1062756
Mahabo	id=g:1062757
Mahabo	id=g:1062758
Mahabo	id=g:1062759
Mahabo	id=g:1062760
Mahabo	id=g:1062761
Mahabo	id=g:1062762
Mahabo	id=g:1062763
Mahabo	id=g:1062764
Mahabo	id=g:1062765
Mahabo	id=g:1062766
Mahabo	id=g:1062767
Mahabo	id=g:1062768
Mahabo	id=g:1062769
Mahabo	id=g:1062770
Mahabo	id=g:1062771
Mahabo	id=g:1062772
Mahabo	id=g:1062773
Mahabo	id=g:1062774
Mahabo	id=g:1062775
Mahabo	id=g:1062776
Mahabo	id=g:1062777
Mahabo	id=g:1062778
Mahabo	id=g:1062779
Mahabo	id=g:1062780
Mahabo	id=g:1062781
Mahabo	id=g:1062782
Mahabo	id=g:1062783
Mahabo	id=g:1062784
Mahabo	id=g:1062785
Mahabo	id=g:1062786
Mahabo	id=g:1062787
Mahabo	id=g:1062788
Mahabo	id=g:1062789
Mahabo	id=g:1062790
Mahabo	id=g:1062791
Mahabo	id=g:1062792
Mahabiby	id=g:1062793
Mahabibo	id=g:1062794
Mahabibo	id=g:1062795
Mahabibo	id=g:1062796
Mahabibo	id=g:1062797
Mahabibo	id=g:1062798
Mahabibo	id=g:1062799
Mahabibo	id=g:1062800
Mahabibo	id=g:1062801
Mahabetroky	id=g:1062802
Mahabendrana	id=g:1062803
Mahabe Ambony	id=g:1062804
Mahabe Ambany	id=g:1062805
Mahabe	id=g:1062806
Mahabe	id=g:1062807
Mahabe	id=g:1062808
Mahabe	id=g:1062809
Mahabe	id=g:1062810
Mahabe	id=g:1062811
Mahabe	id=g:1062812
Mahabe	id=g:1062813
Mahabe	id=g:1062814
Mahabe	id=g:1062815
Mahabe	id=g:1062816
Mahabe	id=g:1062817
Mahabe	id=g:1062818
Mahabary	id=g:1062819
Mahabako	id=g:1062820
Maha	id=g:1062821
Mafraindro	id=g:1062822
Mafokovo	id=g:1062823
Mafokovo	id=g:1062824
Mafivato	id=g:1062825
Mafilefy	id=g:1062826
Mafilefy	id=g:1062827
Mafilefo Rivière	id=g:1062828
Mafilea Avaratra	id=g:1062829
Mafilea Atsimo	id=g:1062830
Maferinaina	id=g:1062831
Mafana	id=g:1062832
Mafana	id=g:1062833
Mafaitsy	id=g:1062834
Mafaitsokaka	id=g:1062835
Mafaitra Avaratra	id=g:1062836
Mafaitra	id=g:1062837
Mafaitaka	id=g:1062838
Mafaipoza	id=g:1062839
Mafaikakazo	id=g:1062840
Mafaika	id=g:1062841
Maevatanana	id=g:1062842
Maevatanana	id=g:1062843
Maevatanana	id=g:1062844
Maevatamana	id=g:1062845
Maevarano Rivière	id=g:1062846
Maevaranohely	id=g:1062847
Maevaranohely	id=g:1062848
Maevarano	id=g:1062849
Maevarano	id=g:1062850
Maevarano	id=g:1062851
Maevarano	id=g:1062852
Maevarano	id=g:1062853
Maevanaka	id=g:1062854
Maevalaka	id=g:1062855
Maevahinja	id=g:1062856
Maevahiaka	id=g:1062857
Maevahazo	id=g:1062858
Maevadoany	id=g:1062859
Maetsamena	id=g:1062860
Maetsamainty	id=g:1062861
Maetsadava Rivière	id=g:1062862
Madrarahody	id=g:1062863
Madoso	id=g:1062864
Madisovato	id=g:1062865
Madirovoa	id=g:1062866
Madirovalokely	id=g:1062867
Madirovalokely	id=g:1062868
Madirovalo	id=g:1062869
Madirovalo	id=g:1062870
Madirotsiavaha	id=g:1062871
Madirotoka	id=g:1062872
Madirotelo	id=g:1062873
Madirotelo	id=g:1062874
Madirosoa	id=g:1062875
Madiroromotsy	id=g:1062876
Madironikantso	id=g:1062877
Madirondriampara	id=g:1062878
Madiromisikina	id=g:1062879
Madiromirafy	id=g:1062880
Madiromirafy	id=g:1062881
Madiromirafy	id=g:1062882
Madiromiongara	id=g:1062883
Madiromiongana	id=g:1062884
Madiromilomboka	id=g:1062885
Madiromilombo	id=g:1062886
Madiromileka	id=g:1062887
Madiromibata	id=g:1062888
Madiromiarina	id=g:1062889
Madiromaroanaka	id=g:1062890
Madiromaro	id=g:1062891
Madiromanjengy	id=g:1062892
Madiromanga	id=g:1062893
Madiromanero	id=g:1062894
Madiromanera	id=g:1062895
Madiromandamboko	id=g:1062896
Madiromamy	id=g:1062897
Madirokely	id=g:1062898
Madirokabakabaka	id=g:1062899
Madirofolo	id=g:1062900
Madirofolo	id=g:1062901
Madirofolo	id=g:1062902
Madirobe	id=g:1062903
Madirobe	id=g:1062904
Madirobe	id=g:1062905
Madirobe	id=g:1062906
Madirobe	id=g:1062907
Madirobe	id=g:1062908
Madirobe	id=g:1062909
Madirobe	id=g:1062910
Madirobe	id=g:1062911
Madirobe	id=g:1062912
Madirobe	id=g:1062913
Madirobe	id=g:1062914
Madirobe	id=g:1062915
Madiroabokely	id=g:1062916
Madiro	id=g:1062917
Madirefaly	id=g:1062918
Madiotsifafana	id=g:1062919
Madiotsifafana	id=g:1062920
Madiotsifafana	id=g:1062921
Madioranohely	id=g:1062922
Madiorano	id=g:1062923
Madiorano	id=g:1062924
Madiorano	id=g:1062925
Madiorano	id=g:1062926
Madiorano	id=g:1062927
Madiorana	id=g:1062928
Madiolamba	id=g:1062929
Madiolamba	id=g:1062930
Madiolamba	id=g:1062931
Madiolamba	id=g:1062932
Madiokely	id=g:1062933
Madiokely	id=g:1062934
Madiofasina	id=g:1062935
Madinikora	id=g:1062936
Madinikamalo	id=g:1062937
Madina	id=g:1062938
Madilana	id=g:1062939
Madihorano	id=g:1062940
Madera	id=g:1062941
Madera	id=g:1062942
Madera	id=g:1062943
Madera	id=g:1062944
Madena Haut	id=g:1062945
Îlot Madame	id=g:1062946
Republic of Madagascar	id=g:1062947
Mabotaola	id=g:1062948
Mabarivo	id=g:1062949
Toraka Lyre	id=g:1062950
Roche Lyra	id=g:1062951
Banc de la Lyra	id=g:1062952
Toraka Lynx	id=g:1062953
Ballon Loza	id=g:1062954
Loza	id=g:1062955
Nosy Lowry	id=g:1062956
Lovola	id=g:1062957
Lovoky	id=g:1062958
Lovokarivo	id=g:1062959
Lovokarefa	id=g:1062960
Lovokara Ambony	id=g:1062961
Lovokara Ambany	id=g:1062962
Lovokampy	id=g:1062963
Lovoka	id=g:1062964
Lovoka	id=g:1062965
Lovobe	id=g:1062966
Lovobe	id=g:1062967
Lovialampy	id=g:1062968
Lovialampy	id=g:1062969
Lovialampy	id=g:1062970
Lovia	id=g:1062971
Baie Lotsoina	id=g:1062972
Lotsohina	id=g:1062973
Lotibe	id=g:1062974
Lositoka	id=g:1062975
Toraka Lorho	id=g:1062976
Lopary	id=g:1062977
Lopakena Rivière	id=g:1062978
Longozabe	id=g:1062979
Longoza	id=g:1062980
Longoza	id=g:1062981
Nosy Longo	id=g:1062982
Récif Long	id=g:1062983
Îlot Long	id=g:1062984
Londokomanana	id=g:1062985
Lonahena	id=g:1062986
Lomote	id=g:1062987
Lomboka	id=g:1062988
Lombo	id=g:1062989
Alan’ i Lombiry	id=g:1062990
Lomanosiny	id=g:1062991
Lomaka Atsimo	id=g:1062992
Nosy Lolo	id=g:1062993
Lola	id=g:1062994
Loky Fleuve	id=g:1062995
Loky	id=g:1062996
Lac Lokotay	id=g:1062997
Lokomby	id=g:1062998
Lokoho	id=g:1062999
Lokoho	id=g:1063000
Lokody	id=g:1063001
Lokobe Reserve Naturelle	id=g:1063002
Pointe Lokobe	id=g:1063003
Mont Lokobe	id=g:1063004
Lokintsy	id=g:1063005
Helodranon’ i Lokia	id=g:1063006
Lokia	id=g:1063007
Lokia	id=g:1063008
Nosy Lokaro	id=g:1063009
Lokandambo	id=g:1063010
Lokaitra	id=g:1063011
Lohotra	id=g:1063012
Lohosy	id=g:1063013
Lohondry	id=g:1063014
Canal de Loholoka	id=g:1063015
Loholoka	id=g:1063016
Lohilava	id=g:1063017
Lohena	id=g:1063018
Lohena	id=g:1063019
Lohazy	id=g:1063020
Lac Lohazozoro	id=g:1063021
Lohavondra Rivière	id=g:1063022
Lohavolana	id=g:1063023
Lohavohitra Est	id=g:1063024
Lohavohitra	id=g:1063025
Lohavohitra	id=g:1063026
Lohavohitra	id=g:1063027
Lohavanana	id=g:1063028
Lohavala	id=g:1063029
Lohatsika Rivière	id=g:1063030
Tanjona Lohatrozona	id=g:1063031
Lohatrozona	id=g:1063032
Lohatranoambo	id=g:1063033
Lohasy	id=g:1063034
Lohasaha	id=g:1063035
Loharitro	id=g:1063036
Lohariandava	id=g:1063037
Lohariandava	id=g:1063038
Lohariana	id=g:1063039
Lohariana	id=g:1063040
Lohariana	id=g:1063041
Lohariana	id=g:1063042
Loharanon-dranomafana	id=g:1063043
Zohy Loharano	id=g:1063044
Canal de Loharano	id=g:1063045
Loharano	id=g:1063046
Loharano	id=g:1063047
Loharano	id=g:1063048
Loharano	id=g:1063049
Lohapolo	id=g:1063050
Lohaosy	id=g:1063051
Lohantsaralanty	id=g:1063052
Farihy Lohanivondro	id=g:1063053
Lohanisofia	id=g:1063054
Farihy Lohanimanandriana	id=g:1063055
Lohanifontsy	id=g:1063056
Lohanibefoza	id=g:1063057
Lohaniantongomaria	id=g:1063058
Lohangisa	id=g:1063059
Lohanantsahabe	id=g:1063060
Lohan Ankadirano	id=g:1063061
Lohanampandra	id=g:1063062
Lohalambo	id=g:1063063
Lohalambo	id=g:1063064
Lohalambo	id=g:1063065
Lohalambo	id=g:1063066
Lohalambo	id=g:1063067
Lohakondro	id=g:1063068
Lohafy	id=g:1063069
Lohafary	id=g:1063070
Harandriaka Lockwood	id=g:1063071
Nosy Loapasana	id=g:1063072
Loakondro	id=g:1063073
Loakandro	id=g:1063074
Loabato Rivière	id=g:1063075
Llovoka	id=g:1063076
Llemponarivo	id=g:1063077
Liolava	id=g:1063078
Liolava	id=g:1063079
Liolambo	id=g:1063080
Lintsa	id=g:1063081
Linta	id=g:1063082
Linta	id=g:1063083
Lily Rivière	id=g:1063084
Lika	id=g:1063085
Pointe Libanona	id=g:1063086
Lac Levona	id=g:1063087
Toraka Leven	id=g:1063088
Pointe Leven	id=g:1063089
Les Quatre Frères	id=g:1063090
Les Pléiades	id=g:1063091
Les Mamelles	id=g:1063092
Les Coins de Mire	id=g:1063093
Les Cascades	id=g:1063094
Leromby	id=g:1063095
Le Petit Récif	id=g:1063096
Leoposa	id=g:1063097
Leoposa	id=g:1063098
Leongato	id=g:1063099
Leobondro	id=g:1063100
Leobondro	id=g:1063101
Lempona	id=g:1063102
Lembonimbona	id=g:1063103
Lembato	id=g:1063104
Lemaka	id=g:1063105
Le Lion	id=g:1063106
Lelia	id=g:1063107
Mont Leja	id=g:1063108
Lehijoby	id=g:1063109
Ararano Lehibe	id=g:1063110
Le Grappin	id=g:1063111
Le Grand Banc	id=g:1063112
Lac Le Grand	id=g:1063113
Lefonjava	id=g:1063114
Lefaheloka	id=g:1063115
Ledibeloha	id=g:1063116
Le Crabe	id=g:1063117
Le Coq	id=g:1063118
Le Chien	id=g:1063119
Lebondro Rivière	id=g:1063120
Lebondro-Mahamanina	id=g:1063121
Leanja	id=g:1063122
Leanja	id=g:1063123
Leanja	id=g:1063124
Lazarivo	id=g:1063125
Lazarivo	id=g:1063126
Lazarivo	id=g:1063127
Lazarivo	id=g:1063128
Lazarivo	id=g:1063129
Lazarivo	id=g:1063130
Lazarivo	id=g:1063131
Lazaret	id=g:1063132
Lazaina	id=g:1063133
Lazaina	id=g:1063134
Lazahambola	id=g:1063135
Lavokobe	id=g:1063136
Lavidrano	id=g:1063137
Laverie	id=g:1063138
Lavenambato	id=g:1063139
Lavay	id=g:1063140
Lavavolo	id=g:1063141
Lavatrafo	id=g:1063142
Lavatory Rivière	id=g:1063143
Lavasiakara	id=g:1063144
Lavarojo	id=g:1063145
Lavarindroy	id=g:1063146
Lavaretry Atsinanana	id=g:1063147
Lavaretry Andrefana	id=g:1063148
Lavaravy Tsiamaliha	id=g:1063149
Lavaravy Rivière	id=g:1063150
Lavaraty	id=g:1063151
Lavaratsy Rivière	id=g:1063152
Lavarano	id=g:1063153
Lavarankava	id=g:1063154
Lavarakana Sud	id=g:1063155
Lavarakana Nord	id=g:1063156
Helodranon’ i Lavanono	id=g:1063157
Lavanono	id=g:1063158
Lavanona	id=g:1063159
Lavandrandra	id=g:1063160
Lohatanjon’ i Lavalohalika	id=g:1063161
Lavalila	id=g:1063162
Lavalanga	id=g:1063163
Lavalalitra	id=g:1063164
Lavalahitra	id=g:1063165
Farihy Lavakofia	id=g:1063166
Lavakionja	id=g:1063167
Lavakianja Atsimo	id=g:1063168
Lavakianja Andrefana	id=g:1063169
Lavakianja	id=g:1063170
Lavakianja	id=g:1063171
Lavakianja	id=g:1063172
Lavakianja	id=g:1063173
Lavakianja	id=g:1063174
Lavakianja	id=g:1063175
Lavakianja	id=g:1063176
Lavakianja	id=g:1063177
Lavajiro	id=g:1063178
Lavajiro	id=g:1063179
Lavajiro	id=g:1063180
Lavajiro	id=g:1063181
Lavainaly	id=g:1063182
Lavaharongana	id=g:1063183
Lavafefy	id=g:1063184
Lavadanora	id=g:1063185
Lavabozaka	id=g:1063186
Lavaboro	id=g:1063187
Nosy Lava	id=g:1063188
Nosy Lava	id=g:1063189
Nosy Lava	id=g:1063190
Nosy Lava	id=g:1063191
Nosy Lava	id=g:1063192
Nosy Lava	id=g:1063193
Lava	id=g:1063194
Latsasony	id=g:1063195
La Tortue	id=g:1063196
Roche Larras	id=g:1063197
Toraka Large	id=g:1063198
Rochers du Large	id=g:1063199
Lapiro	id=g:1063200
Toraka Laperouse	id=g:1063201
Lapay Avaratra	id=g:1063202
Lapatsara	id=g:1063203
Matsaborin’ Laparoy	id=g:1063204
Laparoy	id=g:1063205
Laparoro	id=g:1063206
Laondoha	id=g:1063207
Causse de Lantsinghy	id=g:1063208
Lanonana	id=g:1063209
Lanjainony	id=g:1063210
Lanjainony	id=g:1063211
Lanjainony	id=g:1063212
Lanivo	id=g:1063213
Rochers Lanivato	id=g:1063214
Falaises de Lanivato	id=g:1063215
Lanivato	id=g:1063216
Lanivato	id=g:1063217
Lanivato	id=g:1063218
Farihy Lanirano	id=g:1063219
Nosy Langoro	id=g:1063220
Langonany	id=g:1063221
Nosy Lango	id=g:1063222
Toraka Langna	id=g:1063223
Langilava	id=g:1063224
Langay	id=g:1063225
Langarivo	id=g:1063226
Helodranon’ i Langarano	id=g:1063227
Baie de Langarano	id=g:1063228
Langany	id=g:1063229
Langana	id=g:1063230
Langana	id=g:1063231
Landraina	id=g:1063232
Landanoa	id=g:1063233
Lanary	id=g:1063234
Lanany Rivière	id=g:1063235
Lanana	id=g:1063236
Lanana	id=g:1063237
Lanampolo	id=g:1063238
Lanamboro	id=g:1063239
Lanakafy	id=g:1063240
Lampirano	id=g:1063241
Lampiloha	id=g:1063242
Lampiloha	id=g:1063243
Lampibe	id=g:1063244
Lampeny	id=g:1063245
Lampasy Avaratra	id=g:1063246
Lampasy Atsimo	id=g:1063247
Lampaolo	id=g:1063248
Lampaolo	id=g:1063249
Lampaolo	id=g:1063250
Massif de Lampanasy	id=g:1063251
Lampamena	id=g:1063252
Lampahambana	id=g:1063253
Lamosina	id=g:1063254
Lambovola	id=g:1063255
Lambovinany	id=g:1063256
Lambosy	id=g:1063257
Lambosy	id=g:1063258
Lambosy	id=g:1063259
Tazoan’ i Lambosina	id=g:1063260
Lamboroa	id=g:1063261
Lambomena	id=g:1063262
Lambomaty	id=g:1063263
Lambomanihy	id=g:1063264
Lambomakandro 1	id=g:1063265
Lambomakandro II	id=g:1063266
Lambomakandro	id=g:1063267
Lambomaitso	id=g:1063268
Lambolahy	id=g:1063269
Lambokely	id=g:1063270
Lambokaboka Rivière	id=g:1063271
Lambohira	id=g:1063272
Lambohazo	id=g:1063273
Pointe Lamboharana	id=g:1063274
Lambofito	id=g:1063275
Lambobe	id=g:1063276
Lamboara	id=g:1063277
Lamboany	id=g:1063278
Lambo	id=g:1063279
Lambert	id=g:1063280
Helodranon’ i Lambelabe	id=g:1063281
Forêt de Lambazao	id=g:1063282
Lambanandriana	id=g:1063283
Lambafotsy	id=g:1063284
Lamara	id=g:1063285
Lamandy	id=g:1063286
Lamaka	id=g:1063287
Lamahajamba	id=g:1063288
Lalovo	id=g:1063289
Lalinia	id=g:1063290
Lalikamamy	id=g:1063291
Passe de Lalihara	id=g:1063292
Nosy Lalaria	id=g:1063293
Lalany	id=g:1063294
Lalany	id=g:1063295
Lalantsara	id=g:1063296
La Lanterne	id=g:1063297
Lalangy II	id=g:1063298
Lalangy I	id=g:1063299
Lalangy	id=g:1063300
Lalana	id=g:1063301
Lakivolo	id=g:1063302
Lakily	id=g:1063303
Lakera	id=g:1063304
Lakazana Rivière	id=g:1063305
Lakazana	id=g:1063306
Lakaza	id=g:1063307
Lakato	id=g:1063308
Lakato	id=g:1063309
Lakary	id=g:1063310
Lakaria	id=g:1063311
Nosy Lakandava	id=g:1063312
Lakandava	id=g:1063313
Lakana	id=g:1063314
Lakana	id=g:1063315
Lakambato Rivière	id=g:1063316
Lakamandrorana	id=g:1063317
Laitsira	id=g:1063318
Laimanara	id=g:1063319
Lahivola	id=g:1063320
Lahitsitely	id=g:1063321
Tombeau de Lahiraty	id=g:1063322
Lahimena	id=g:1063323
Lahimena	id=g:1063324
Lahimena	id=g:1063325
Lahimasiaka	id=g:1063326
Lahieto	id=g:1063327
Lahazoarivo	id=g:1063328
Lahazambola	id=g:1063329
Lahaviana	id=g:1063330
Lahaveloka	id=g:1063331
Lahavato	id=g:1063332
Lahafotsika	id=g:1063333
Lahaditra	id=g:1063334
Lahabe	id=g:1063335
La Grande Rivière	id=g:1063336
La Forêt	id=g:1063337
Lafidava	id=g:1063338
Lafibato	id=g:1063339
Laditra	id=g:1063340
