Mirenda	id=g:422478
Bihororo	id=g:426752
Source captée Ruyigi	id=g:426753
Mihama	id=g:426754
Kijigojigo	id=g:426755
Kanyonga	id=g:426756
Rugongo	id=g:426757
Taba	id=g:426758
Musenga	id=g:426759
Runazi	id=g:426760
Ruvumu	id=g:426761
Nyamirambo	id=g:426762
Gasekeri	id=g:426763
Cankarama	id=g:426764
Mariba	id=g:426765
Masazi	id=g:426766
Rabiro	id=g:426767
Kazimya	id=g:426768
Nyagakobe	id=g:426769
Butezi	id=g:426770
Kadobogoro	id=g:426771
Mugabo	id=g:426772
Busoro	id=g:426773
Buhevyi	id=g:426774
Gasenyi	id=g:426775
Nyakivumu	id=g:426776
Nyabihuna	id=g:426777
Rusumo	id=g:426778
Nkanda	id=g:426779
Rubavu	id=g:426780
Mugabomure	id=g:426781
Nkanda	id=g:426782
Gakaze	id=g:426783
Kibuye	id=g:426784
Kagaragara	id=g:426785
Migezi	id=g:426786
Kigende	id=g:426787
Gasenyi	id=g:426788
Kiryama	id=g:426789
Karambi	id=g:426790
Rurimbi	id=g:426791
Mivumanyi	id=g:426792
Kirugungu	id=g:426793
Murwitimbo	id=g:426794
Kibande	id=g:426795
Nyarwana	id=g:426796
Kinazi	id=g:426797
Kagwema	id=g:426798
Mugozi	id=g:426799
Muririnda	id=g:426800
Gikongo	id=g:426801
Kayongozi	id=g:426802
Kayongozi	id=g:426803
Kayongozi	id=g:426804
Kabapfumu	id=g:426805
Gasenyi	id=g:426806
Kagomera	id=g:426807
Muvumu	id=g:426808
Sasa	id=g:426809
Musenga	id=g:426810
Kanyampene	id=g:426811
Kireka	id=g:426812
Ngoma	id=g:426813
Muyange	id=g:426814
Nyamarebe	id=g:426815
Rwimbogo	id=g:426816
Rugomero	id=g:426817
Kigusu	id=g:426818
Buyogoma	id=g:426819
Kanisha	id=g:426820
Ihangiro	id=g:426821
Nyankanda	id=g:426822
Busuma	id=g:426823
Buyogoma	id=g:426824
Nyankanda	id=g:426825
Nyarumuri	id=g:426826
Kanisha	id=g:426827
Nyarushurushuru	id=g:426828
Kibuye	id=g:426829
Mukinyambere	id=g:426830
Save	id=g:426831
Caga	id=g:426832
Kanyangezi	id=g:426833
Ruvumu	id=g:426834
Mukiganga	id=g:426835
Gashurushuru	id=g:426836
Ruvyagira	id=g:426837
Kiyange	id=g:426838
Mugaruro	id=g:426839
Nyarubongore	id=g:426840
Ntaruka	id=g:426841
Nyambaragasa	id=g:426842
Nyamugari	id=g:426843
Gisenyi	id=g:426844
Karari	id=g:426845
Byamihoro	id=g:426846
Kabanda	id=g:426847
Kwitaba	id=g:426848
Ndaro	id=g:426849
Kamuna	id=g:426850
Nyaruhongore	id=g:426851
Munyinya	id=g:426852
Gasasa	id=g:426853
Rusasa	id=g:426854
Mibanga	id=g:426855
Gahasa	id=g:426856
Ruvumu	id=g:426857
Musenga	id=g:426858
Rugerero	id=g:426859
Bugenyuzi	id=g:426860
Rutegama	id=g:426861
Kinombe	id=g:426862
Murambi	id=g:426863
Nyarunazi	id=g:426864
Gatwaro	id=g:426865
Runazi	id=g:426866
Gishuha	id=g:426867
Ruhanura	id=g:426868
Mukamoka	id=g:426869
Kirambi	id=g:426870
Bureau de commune Bweru	id=g:426871
Ruhingira	id=g:426872
Rutarengana	id=g:426873
Musenga	id=g:426874
Bweru	id=g:426875
Bweru	id=g:426876
Kirambi	id=g:426877
Bweru	id=g:426878
Migazo	id=g:426879
Mukamano	id=g:426880
Musenga	id=g:426881
Busaro	id=g:426882
Muryaruyigi	id=g:426883
Rusama	id=g:426884
Mukasine	id=g:426885
Nyakayi	id=g:426886
Kireka	id=g:426887
Mubavu	id=g:426888
Murindwe	id=g:426889
Munterana	id=g:426890
Nombe	id=g:426891
Mucinywera	id=g:426892
Nyampengeri	id=g:426893
Rutagara	id=g:426894
Bigombo	id=g:426895
Bweru	id=g:426896
Kayongozi	id=g:426897
Kinyarubabi	id=g:426898
Bukukumbo	id=g:426899
Busuma	id=g:426900
Birime	id=g:426901
Kibonangona	id=g:426902
Gasumo	id=g:426903
Kidubugu	id=g:426904
Gitwaganya	id=g:426905
Gashawe	id=g:426906
Nombe	id=g:426907
Ruyogoro	id=g:426908
Gasenyi	id=g:426909
Taba	id=g:426910
Rubimba	id=g:426911
Mukisenga	id=g:426912
Gasyangiri	id=g:426913
Kabebe	id=g:426914
Bwagiriza	id=g:426915
Gitondo	id=g:426916
Kagahigwa	id=g:426917
Mugomera	id=g:426918
Ndege	id=g:426919
Ruhuma	id=g:426920
Ntunda	id=g:426921
Nyawyanika	id=g:426922
Bigombo	id=g:426923
Musenga	id=g:426924
Gasanda	id=g:426925
Gatinja	id=g:426926
Nyarusange	id=g:426927
Nyamurenge	id=g:426928
Bweru	id=g:426929
Gakurwa	id=g:426930
Mukanamba	id=g:426931
Monge	id=g:426932
Kwisumo	id=g:426933
Musongati	id=g:426934
Kabungo	id=g:426935
Kwisumo	id=g:426936
Migabo	id=g:426937
Bugama	id=g:426938
Nyamyaga	id=g:426939
Muhera	id=g:426940
Ngendombi	id=g:426941
Bunywera	id=g:426942
Ruhinga	id=g:426943
Nganji	id=g:426944
Nyagasiga	id=g:426945
Buhiga	id=g:426946
Kivega	id=g:426947
Nzozi	id=g:426948
Mugikamo	id=g:426949
Nyagaca	id=g:426950
Mukaserera	id=g:426951
Rubaragaza	id=g:426952
Ruhengeri	id=g:426953
Kadahokwa	id=g:426954
Nyarugati	id=g:426955
Migege	id=g:426956
Gitwa	id=g:426957
Nyavyonda	id=g:426958
Gateme	id=g:426959
Musenyi	id=g:426960
Rutumba	id=g:426961
Nyabigozi	id=g:426962
Akayogo	id=g:426963
Mushashara	id=g:426964
Akimpama	id=g:426965
Nyabahira	id=g:426966
Nunga	id=g:426967
Nyabigozi	id=g:426968
Nyakuremba	id=g:426969
Rugari	id=g:426970
Kiziba	id=g:426971
Miheno	id=g:426972
Kigazo	id=g:426973
Masama	id=g:426974
Mutonga	id=g:426975
École normale Rusengo	id=g:426976
Mukaraba	id=g:426977
Rwesamenyo	id=g:426978
Karunyinya	id=g:426979
Kigume	id=g:426980
Rusengo	id=g:426981
Bukurana	id=g:426982
Buruhukiro	id=g:426983
Buhororo	id=g:426984
Gacoreke	id=g:426985
Rusengo	id=g:426986
Rusengo	id=g:426987
Bunogera	id=g:426988
Buhonda	id=g:426989
Muzimu	id=g:426990
Kayogoro	id=g:426991
Gisenga	id=g:426992
Nyamuyaga	id=g:426993
Kibande	id=g:426994
Nyarutiti	id=g:426995
Kuruzu	id=g:426996
Manege	id=g:426997
Kiryama	id=g:426998
Magabo	id=g:426999
Kanyomvyi	id=g:427000
Rukundanya	id=g:427001
Nyabigozi	id=g:427002
Caga	id=g:427003
Caga	id=g:427004
Bugogo	id=g:427005
Kagari	id=g:427006
Gisorora	id=g:427007
Manga	id=g:427008
Mugwintambwe	id=g:427009
Kirambi	id=g:427010
Gisorora	id=g:427011
Kibenga	id=g:427012
Gisoro	id=g:427013
Gafuri	id=g:427014
Murambi	id=g:427015
Gahemba	id=g:427016
Gatenga	id=g:427017
Nyankende	id=g:427018
Kariba	id=g:427019
Munyika	id=g:427020
Gasasa	id=g:427021
Mavomo	id=g:427022
Migende	id=g:427023
Nyarunazi 2	id=g:427024
Gitsiro	id=g:427025
Gasuru	id=g:427026
Mwogo	id=g:427027
Gishingwe	id=g:427028
Karera	id=g:427029
Kanyami	id=g:427030
Nyabigozi	id=g:427031
Murago	id=g:427032
Bigonzi	id=g:427033
Nyamrara	id=g:427034
Nyarunazi	id=g:427035
Nyanzari	id=g:427036
Nyarugunda	id=g:427037
Intende	id=g:427038
Gisoro	id=g:427039
Nyakivumu	id=g:427040
Gatura	id=g:427041
Muyebe	id=g:427042
Nyarunazi	id=g:427043
Rutana	id=g:427044
Buriba	id=g:427045
Mumpfupfu	id=g:427046
Nkokoma	id=g:427047
Nganji	id=g:427048
Rubanga	id=g:427049
Gisuma	id=g:427050
Source captée Ruhuni	id=g:427051
Nyagutoha	id=g:427052
Makombe	id=g:427053
Rangare	id=g:427054
Misuri	id=g:427055
Nyagasanda	id=g:427056
Nyangwe	id=g:427057
Gisasa	id=g:427058
Karambi	id=g:427059
Nyabitare	id=g:427060
Kanzebe	id=g:427061
Muyebe	id=g:427062
Rukoyoyo	id=g:427063
Gisuru	id=g:427064
Ruhuni	id=g:427065
Ngarama	id=g:427066
Nyanzagi	id=g:427067
Gihororo	id=g:427068
Nyamusuka	id=g:427069
Nyabitare	id=g:427070
Mugatare	id=g:427071
Gogoma	id=g:427072
Nyakirunga	id=g:427073
Nyamurungu	id=g:427074
Kigarika	id=g:427075
Gatoke	id=g:427076
Bureau de commune Nyabitare	id=g:427077
Nyabitare	id=g:427078
Marembo	id=g:427079
Nyabitare	id=g:427080
Nyabitare	id=g:427081
Gatare	id=g:427082
Kinama	id=g:427083
Kigororero	id=g:427084
Yatsinda	id=g:427085
Dutwe	id=g:427086
Nyamabuye	id=g:427087
Kuwankero	id=g:427088
Nyamutobo	id=g:427089
Kibindi	id=g:427090
Nyamisana	id=g:427091
Ruhuni	id=g:427092
Barijake	id=g:427093
Ngarama	id=g:427094
Bitambwe	id=g:427095
Rukaragata	id=g:427096
Nyakwibereka	id=g:427097
Kitumba	id=g:427098
Myugariro	id=g:427099
Bukinga	id=g:427100
Bureau de commune Ruyigi	id=g:427101
Ruyigi	id=g:427102
Kaburanjwiri	id=g:427103
Kayogoro	id=g:427104
Rukaragata	id=g:427105
Gahinga	id=g:427106
Mpungwe	id=g:427107
Nyange	id=g:427108
Gahinda	id=g:427109
Kigamba	id=g:427110
Gihomoka	id=g:427111
Murehe	id=g:427112
Kaburire	id=g:427113
Rugabano	id=g:427114
Karehe	id=g:427115
Murehe	id=g:427116
Nyagasasa	id=g:427117
Nyagicaca	id=g:427118
Nyagahanda	id=g:427119
Gasaka	id=g:427120
Mago	id=g:427121
Ngati	id=g:427122
Karidonzi	id=g:427123
Iteka	id=g:427124
Mwegereza	id=g:427125
Rukobe	id=g:427126
Rugaragara	id=g:427127
Kaniro	id=g:427128
Muyange	id=g:427129
Gatabo	id=g:427130
Mugobweka	id=g:427131
Mago	id=g:427132
Rungagu	id=g:427133
Gakugwa	id=g:427134
Bikobe	id=g:427135
Ndago	id=g:427136
Rukambati	id=g:427137
Gashoka	id=g:427138
Kigoti	id=g:427139
Kiryama	id=g:427140
Mwikumba	id=g:427141
Ruhinga	id=g:427142
Gisoko	id=g:427143
Bikobe	id=g:427144
Mburamazi	id=g:427145
Nyakarembe	id=g:427146
Mugenda	id=g:427147
Gisenga	id=g:427148
Bagundi	id=g:427149
Bihogo	id=g:427150
Miciro	id=g:427151
Rugongo	id=g:427152
Mugaharawe	id=g:427153
Rubango	id=g:427154
Muyange	id=g:427155
Nyaruhunge	id=g:427156
Bukurana	id=g:427157
Ryinkona	id=g:427158
Kinyanzobe	id=g:427159
Mukija	id=g:427160
Mucogorogo	id=g:427161
Cogo	id=g:427162
Gacu	id=g:427163
Busoro	id=g:427164
Mugasenyi	id=g:427165
Bihoge	id=g:427166
Gisoro	id=g:427167
Murupuka	id=g:427168
Kabageni	id=g:427169
Kataro	id=g:427170
Kiruhura	id=g:427171
Nyabunwa	id=g:427172
Nyamusenga	id=g:427173
Kabagabaga	id=g:427174
Nzogera	id=g:427175
Musongati	id=g:427176
Ingwa	id=g:427177
Murago	id=g:427178
Muremera	id=g:427179
Gifunzo	id=g:427180
Nyabisindu	id=g:427181
Karemera	id=g:427182
Gitura	id=g:427183
Gisoro	id=g:427184
Kabenga	id=g:427185
Kabingo	id=g:427186
Nyarubindi	id=g:427187
Duhiro	id=g:427188
Duhiro	id=g:427189
Gakombe	id=g:427190
Kibande	id=g:427191
Mbato	id=g:427192
Kamuna	id=g:427193
Ntonde	id=g:427194
Kabenga	id=g:427195
Rusekera	id=g:427196
Twinkwavu	id=g:427197
Kabingo	id=g:427198
Miguruka	id=g:427199
Mugongo	id=g:427200
Kigarika	id=g:427201
Miguruka	id=g:427202
Cendajuru	id=g:427203
Cendajuru	id=g:427204
Karugajo	id=g:427205
Kabogoye	id=g:427206
Kuwimana	id=g:427207
Kayogoro	id=g:427208
Bureau de zone Cendajuru	id=g:427209
Mukobe	id=g:427210
Kabonaburundi	id=g:427211
Gisuma	id=g:427212
Kumuzu	id=g:427213
Kigomera	id=g:427214
Karubati	id=g:427215
Gahama	id=g:427216
Murehe	id=g:427217
Munyagwa	id=g:427218
Karutimbira	id=g:427219
Bunyerere	id=g:427220
Nyarusagamba	id=g:427221
Kiruhura	id=g:427222
Kwitaba	id=g:427223
Gicaca	id=g:427224
Mariba	id=g:427225
Mukuyo	id=g:427226
Ntasenyera	id=g:427227
Mukobwabo	id=g:427228
Cendajuru	id=g:427229
Cendajuru	id=g:427230
Kagondo	id=g:427231
Kiyange	id=g:427232
Karehe	id=g:427233
Mucori	id=g:427234
Gasebuzi	id=g:427235
Kavumu	id=g:427236
Cendajuru	id=g:427237
Nyagisovu	id=g:427238
Mwambu	id=g:427239
Nyabibuye	id=g:427240
Gatare	id=g:427241
Mugahera	id=g:427242
Rwibomba	id=g:427243
Rusunu	id=g:427244
Rondo	id=g:427245
Gikobe	id=g:427246
Gitaramuka	id=g:427247
Vyampa	id=g:427248
Gitanga	id=g:427249
Kinoga	id=g:427250
Misugi	id=g:427251
Butaha	id=g:427252
Runyangwe	id=g:427253
Kageyo	id=g:427254
Mugogo	id=g:427255
Kiruhura	id=g:427256
Mihigo	id=g:427257
Misugi	id=g:427258
Nyamugari	id=g:427259
Gasekera	id=g:427260
Rukoyoyo	id=g:427261
Ruvumu	id=g:427262
Coganyoni	id=g:427263
Nyabukono	id=g:427264
Gatanga	id=g:427265
Kagunga	id=g:427266
Gitanga	id=g:427267
Kwisabe	id=g:427268
Bwayi	id=g:427269
Karemera	id=g:427270
Gitingwa	id=g:427271
Nyabibugu	id=g:427272
Gaterera	id=g:427273
Ruyaga	id=g:427274
Ruru	id=g:427275
Gatura	id=g:427276
Gashirwe	id=g:427277
Mpotsa	id=g:427278
Busyana	id=g:427279
Bumba	id=g:427280
Gitovu	id=g:427281
Miyebe	id=g:427282
Kiniha	id=g:427283
Kaserero	id=g:427284
Migongo	id=g:427285
Gatunguru	id=g:427286
Munywero	id=g:427287
Monge	id=g:427288
Kumusha	id=g:427289
Kabingo	id=g:427290
Mugobwe	id=g:427291
Kabuyenge	id=g:427292
Gahama	id=g:427293
Muhimi	id=g:427294
Kirimanyundo	id=g:427295
Rusange	id=g:427296
Mushubi	id=g:427297
Rutegato	id=g:427298
Ruyogoro	id=g:427299
Rubanga	id=g:427300
Mugomire	id=g:427301
Gisuma	id=g:427302
Ruyuga	id=g:427303
Kibari	id=g:427304
Nyamaviko	id=g:427305
Kurdyange	id=g:427306
Rwihanza	id=g:427307
Gacokwe	id=g:427308
Gikonko	id=g:427309
Taba	id=g:427310
Nyamuswaga	id=g:427311
Nunga	id=g:427312
Ndemeka	id=g:427313
Gisanda	id=g:427314
Nyamisuri	id=g:427315
Nyakanuso	id=g:427316
Gakore	id=g:427317
Nyagisovu	id=g:427318
Butambara	id=g:427319
Rwisato	id=g:427320
Nyabagabo	id=g:427321
Nyaruyehe	id=g:427322
Gisuma	id=g:427323
Buhinda	id=g:427324
Muganza	id=g:427325
Bureau de zone Gacokwe	id=g:427326
Gacokwe	id=g:427327
Gacokwe	id=g:427328
Gasekeri	id=g:427329
Gatanga	id=g:427330
Nyabigabiro	id=g:427331
Kagera	id=g:427332
Kumana	id=g:427333
Gatare	id=g:427334
Kiyagara	id=g:427335
Butarangira	id=g:427336
Kavumwe	id=g:427337
Rwoba	id=g:427338
Rwerambere	id=g:427339
Bumba	id=g:427340
Itahe	id=g:427341
Kivuruga	id=g:427342
Gisuru	id=g:427343
Kiguriro	id=g:427344
Kanyenkanda	id=g:427345
Gicaca	id=g:427346
Businde	id=g:427347
Gahama	id=g:427348
Nyakarembo	id=g:427349
Rutare	id=g:427350
Kavumu	id=g:427351
Bunyambo	id=g:427352
Gakangaga	id=g:427353
Murehe	id=g:427354
Murehe	id=g:427355
Rugete	id=g:427356
Murehe	id=g:427357
Gisuru	id=g:427358
Rugabano	id=g:427359
Kwibumba	id=g:427360
Taba	id=g:427361
Kabizi	id=g:427362
Nyagatovu	id=g:427363
Kagano	id=g:427364
Mihesu	id=g:427365
Kingoro	id=g:427366
Gatare	id=g:427367
Kigo	id=g:427368
Ruganga	id=g:427369
Rugomero	id=g:427370
Ntenza	id=g:427371
Gakombe	id=g:427372
Gatongo	id=g:427373
Muhindo	id=g:427374
Murago	id=g:427375
Nyanderama	id=g:427376
Kireka	id=g:427377
Nyagahoro	id=g:427378
Murangara	id=g:427379
Kireka	id=g:427380
Kurubuye	id=g:427381
Mutukura	id=g:427382
Rubangabanga	id=g:427383
Tetero	id=g:427385
Mugasenyi	id=g:427386
Mishiha	id=g:427387
Kibaru	id=g:427388
Masango	id=g:427389
Ngoma	id=g:427390
Murutuntu	id=g:427391
Munini	id=g:427392
Nyakaziba	id=g:427393
Munzenze	id=g:427394
Kabagari	id=g:427396
Rugenge	id=g:427398
Rutsindu	id=g:427399
Nyanzari	id=g:427400
Mbaraga	id=g:427401
Canika	id=g:427402
Ruhotsa	id=g:427403
Nyankorogo	id=g:427404
Runihira	id=g:427405
Kigeme	id=g:427406
Ruhehe	id=g:427407
Mpimbandiye	id=g:427408
Gwingwa	id=g:427409
Nyambiragiza	id=g:427410
Mwiruzi	id=g:427411
Rufomozo	id=g:427412
Gakangaga	id=g:427413
Rusange	id=g:427414
Mugahera	id=g:427415
Ruramba	id=g:427416
Gihanga	id=g:427417
Mazingi	id=g:427418
Rabiro	id=g:427419
Gifunzo	id=g:427420
Rwankaniro	id=g:427421
Gisuma	id=g:427422
Musenga	id=g:427423
Kagoma	id=g:427424
Nkomero	id=g:427425
Bigondo	id=g:427426
Mburi	id=g:427427
Gasenyi	id=g:427428
Gikombe	id=g:427429
Kirambi	id=g:427430
Gisoko	id=g:427431
Gitumba	id=g:427432
Nyankoba	id=g:427433
Nkoro	id=g:427434
Nyabobo	id=g:427435
Gisagara	id=g:427437
Kigage	id=g:427438
Kaduha	id=g:427439
Mwamira	id=g:427440
Rurinzi	id=g:427441
Mwibuya	id=g:427442
Nyakibereko	id=g:427443
Muzire	id=g:427444
Camazi	id=g:427445
Bigarama	id=g:427446
Musenga	id=g:427447
Runyinya	id=g:427448
Kumuzi	id=g:427449
Rubabi	id=g:427450
Murangu	id=g:427451
Kabebe	id=g:427452
Rusigabangazi	id=g:427453
Bumba	id=g:427454
Akagondo	id=g:427455
Kigugo	id=g:427456
Bigenama	id=g:427457
Mwiyanike	id=g:427458
Nyagwijima	id=g:427459
Kungwa	id=g:427460
Miheto	id=g:427461
Tamba	id=g:427462
Mukaziga	id=g:427463
Karangara	id=g:427464
Munyinya	id=g:427465
Gikokora	id=g:427466
Mubigugo	id=g:427467
Kamatimbo	id=g:427468
Murenge	id=g:427469
Bugogo	id=g:427470
Kagobero	id=g:427471
Mumika	id=g:427472
Nyabigozi	id=g:427473
Mata	id=g:427474
Kwimanume	id=g:427475
Mukambu	id=g:427476
Nyamutinda	id=g:427477
Gitanga	id=g:427478
Rukaza	id=g:427479
Muremera	id=g:427480
Cimwera	id=g:427481
Gisoro	id=g:427482
Croix Muhurure	id=g:427483
Ngeri	id=g:427484
Nyakarambi	id=g:427485
Munzenze	id=g:427486
Migazo	id=g:427487
Muhurure	id=g:427488
Rwimbogo	id=g:427489
Ntibisekurwa	id=g:427490
Gisanze	id=g:427491
Kabona	id=g:427492
Buhoro	id=g:427493
Buhoro	id=g:427494
Gisenga	id=g:427495
Rusagara	id=g:427496
Makeme	id=g:427497
Kinyamaganga	id=g:427498
Bugendajoro	id=g:427499
Gasabo	id=g:427500
Nyamyi	id=g:427501
Muyange	id=g:427502
Kaniga	id=g:427503
Rwamvura	id=g:427504
Kinyamaganga	id=g:427505
Nyakuguma	id=g:427506
Kazibaziba	id=g:427507
Bukuba	id=g:427508
Migina	id=g:427509
Ruwenzori	id=g:427510
Kamonyi	id=g:427511
Nyamugari	id=g:427512
Karirisi	id=g:427513
Kayigi	id=g:427514
Remera	id=g:427515
Karago	id=g:427516
Birimbi	id=g:427517
Muremera	id=g:427518
Kigezi	id=g:427519
Ngoma	id=g:427520
Mukivyibusha	id=g:427521
Giseke	id=g:427522
Mutembagara	id=g:427523
Rugungu	id=g:427524
Mugera	id=g:427525
Rusarasi	id=g:427526
Mugera	id=g:427527
Mugera	id=g:427528
Busumanyi	id=g:427529
Gishungo	id=g:427530
Mutumba	id=g:427531
Gitega	id=g:427532
Gatsirika	id=g:427533
Rukwega	id=g:427534
Gitega	id=g:427535
Mishiha	id=g:427536
Nyarugati	id=g:427537
Buhinga	id=g:427538
Kigamba	id=g:427539
Kigamba	id=g:427540
Kigamba	id=g:427541
Nyabigugu	id=g:427542
Nyamashishi	id=g:427543
Wangoma	id=g:427544
Kagondo	id=g:427545
Mugatoboro	id=g:427546
Kayango	id=g:427547
Ntunda	id=g:427548
Kaniha	id=g:427549
Nyabibuga	id=g:427550
Gashirwe	id=g:427551
Ngombo	id=g:427552
Rununga	id=g:427553
Marazi	id=g:427554
Rutimbura	id=g:427555
Cihisho	id=g:427556
Bugogo	id=g:427557
Kayigi	id=g:427558
Nyabukwi	id=g:427559
Busamaza	id=g:427560
Kumubeya	id=g:427561
Musemo	id=g:427562
Agahotsa	id=g:427563
Gasumba	id=g:427564
Mabago	id=g:427565
Humure	id=g:427566
Nyamihana	id=g:427567
Kibimba	id=g:427568
Shori	id=g:427569
Gikora	id=g:427570
Mugasemanyi	id=g:427571
Kigamba	id=g:427572
Munyankende	id=g:427573
Mabago	id=g:427574
Ruvumu	id=g:427575
Buziramabinga	id=g:427576
Kabira	id=g:427577
Gafunzo	id=g:427578
Mutobo	id=g:427579
Mikobe	id=g:427580
Kariko	id=g:427581
Kamonyi	id=g:427582
Rumashi	id=g:427583
Rwantsinda	id=g:427584
Gwiti	id=g:427585
Gihinda	id=g:427586
Akagoti	id=g:427587
Kibabanka	id=g:427588
Ngundusi	id=g:427589
Mukanyereza	id=g:427590
Muro	id=g:427591
Buhinyuza	id=g:427592
Rugerero	id=g:427593
Mukagondo	id=g:427594
Murusumo	id=g:427595
Nyankere	id=g:427596
Kagogo	id=g:427597
Gasange	id=g:427598
Karinzi	id=g:427599
Kagomogomo	id=g:427600
Kigarama	id=g:427601
Muhweza	id=g:427602
Kiyanza	id=g:427603
Nyaruruma	id=g:427604
Kaminabure	id=g:427605
Mbuyabuye	id=g:427606
Kibenga	id=g:427607
Nyamutukura	id=g:427608
Nyakatsi	id=g:427609
Mukiro	id=g:427610
Gasasa	id=g:427611
Kinguru	id=g:427612
Matyazo	id=g:427613
Bihanga	id=g:427614
Kigazu	id=g:427615
Muruhehe	id=g:427616
Murumanga	id=g:427617
Musenga	id=g:427618
Bunyuro	id=g:427619
Rwinyange	id=g:427620
Mukibungo	id=g:427621
Kigati	id=g:427622
Nyamugari	id=g:427623
Nyakirera	id=g:427624
Runazi	id=g:427625
Nyamihanda	id=g:427626
Rudasenywa	id=g:427627
Gatungurwe	id=g:427628
Rutoke	id=g:427629
Mukunguza	id=g:427630
Kanyabwanda	id=g:427631
Karago	id=g:427632
Kigera	id=g:427633
Munazi	id=g:427634
Migina	id=g:427635
Makombe	id=g:427636
Murunuka	id=g:427637
Masango	id=g:427638
Bwonko	id=g:427639
Kabanga	id=g:427640
Rubabara	id=g:427641
Mubwiza	id=g:427642
Gitibu	id=g:427643
Rurengera	id=g:427644
Murore	id=g:427645
Murore	id=g:427646
Murore	id=g:427647
Nyamisoma	id=g:427648
Mukurumubi	id=g:427649
Gerero	id=g:427650
Kigina	id=g:427651
Rusange	id=g:427652
Kagoti	id=g:427653
Rwego	id=g:427654
Gitwenge	id=g:427655
Croix Kumana	id=g:427656
Nyamihanda	id=g:427657
Muganza	id=g:427658
Gitwenge	id=g:427659
Kumana	id=g:427660
Kabuga	id=g:427661
Gitanga	id=g:427662
Gatuntu	id=g:427663
Ruganda	id=g:427664
Rwinyana	id=g:427665
Vyinkona	id=g:427666
Gisagara	id=g:427667
Mukaruruma	id=g:427668
Rutamo	id=g:427669
Muterero	id=g:427670
Kamurengwe	id=g:427671
Bureau de commune Gisagara	id=g:427672
Kanyamisha	id=g:427673
Gisagara	id=g:427674
Gisagara	id=g:427675
Kavyege	id=g:427676
Rurama	id=g:427677
Rutovu	id=g:427678
Bugabiro	id=g:427679
Gakangaga	id=g:427680
Gasasa	id=g:427681
Gasenyi	id=g:427682
Gitare	id=g:427683
Gisagara	id=g:427684
Kavumu	id=g:427685
Murunyinya	id=g:427686
Mumasumo	id=g:427687
Cankuzo	id=g:427688
Nyamibanga	id=g:427689
Gishami	id=g:427690
Nyarutiti	id=g:427691
Bureau de commune Cankuzo	id=g:427692
Kabeza	id=g:427693
Mubukanye	id=g:427694
Rushishi	id=g:427695
Rugano	id=g:427696
Muhingamo	id=g:427697
Cankuzo	id=g:427698
Muzumure	id=g:427699
Province de Cankuzo	id=g:427700
Cankuzo	id=g:427701
Cankuzo	id=g:427702
Rwahona	id=g:427703
Cogo	id=g:427704
Mwiburaniro	id=g:427705
Kimanga	id=g:427706
Nyaruvumbu	id=g:427707
Kibogoye	id=g:427708
Rugomero	id=g:427709
Muterema	id=g:427710
Gihogoma	id=g:427711
Mbuga	id=g:427712
Rurama	id=g:427713
Sinkangwe	id=g:427714
Ruhuma	id=g:427715
Mahango	id=g:427716
Musenyi	id=g:427717
Murunazi	id=g:427718
Budega	id=g:427719
Kwiramba	id=g:427720
Nyamagonbe	id=g:427721
Rutimbura	id=g:427722
Gahoko	id=g:427723
Gisuru	id=g:427724
Mukatungura	id=g:427725
Muyaga	id=g:427726
Rugongo	id=g:427727
Mutabo	id=g:427728
Ngage	id=g:427729
Nyarutimbura	id=g:427730
Mugateke	id=g:427731
Gahama	id=g:427732
École moyenne Muyaga	id=g:427733
Mukambu	id=g:427734
Karenda	id=g:427735
Muyaga	id=g:427736
Murago	id=g:427737
Muyaga	id=g:427738
Muyaga	id=g:427739
Butebe	id=g:427740
Kwitaba	id=g:427741
Kabageni	id=g:427742
Nyakuguma	id=g:427743
Minyare	id=g:427744
Nyanza	id=g:427745
Muharuro	id=g:427746
Nyakivyiru	id=g:427747
Nyarunazi 2	id=g:427748
Mwuzumure	id=g:427749
Muko	id=g:427750
Nyarunazi 2	id=g:427751
Rwizingwe	id=g:427752
Cinywera	id=g:427753
Gatwaro	id=g:427754
Burazi	id=g:427755
Ruhinga	id=g:427756
Kibande	id=g:427757
Muruhuna	id=g:427758
Nyongera	id=g:427759
Rutonganikwa	id=g:427760
Kabweru	id=g:427761
Gitwa	id=g:427762
Nyabihongo	id=g:427763
Ruvumu	id=g:427764
Rugazi	id=g:427765
Shori	id=g:427766
Bugwana	id=g:427767
Nyamugari	id=g:427768
Giheru	id=g:427769
Murama	id=g:427770
Mugatama	id=g:427771
Mungwa	id=g:427772
Mukambu	id=g:427773
Burenza	id=g:427774
Burima	id=g:427775
Bukinga	id=g:427776
Gihanga	id=g:427777
Murima	id=g:427778
Mvano	id=g:427779
Mukavomo	id=g:427780
Bukwanzi	id=g:427781
Kiryama	id=g:427782
Bureau de commune Buhinyuza	id=g:427783
Gahumba	id=g:427784
Buhinyuza	id=g:427785
Buhinyuza	id=g:427786
Buhinyuza	id=g:427787
Karehe I	id=g:427788
Kigarama	id=g:427789
Ruyaga	id=g:427790
Mwungo	id=g:427791
Nyangete	id=g:427792
Gatongati	id=g:427793
Bonero	id=g:427794
Murugenge	id=g:427795
Kibimba	id=g:427796
Muntembe	id=g:427797
Karambi	id=g:427798
