Kapóremma	id=g:261111
Aríni	id=g:264652
Vounó Aríllas	id=g:264653
Ormískos Aríllas	id=g:264654
Aríllas	id=g:264655
Ormískos Prásses	id=g:264656
Arianá	id=g:264657
Ariána	id=g:264658
Ariádha	id=g:264659
Ariá	id=g:264660
Aría	id=g:264661
Ária	id=g:264662
Argoulión	id=g:264663
Argoulidhés	id=g:264664
Argoulés	id=g:264665
Órmos Argostolíou	id=g:264666
Kólpos Argostolíou	id=g:264667
Argostólion	id=g:264668
Nisída Árko	id=g:264669
Árgos	id=g:264670
Argolikós Kólpos	id=g:264671
Argolikón	id=g:264672
Nomós Argolídos	id=g:264673
Argastírion	id=g:264674
Argásion	id=g:264675
Órmos Árgano	id=g:264676
Argalastí	id=g:264677
Arfíngia	id=g:264678
Arfará	id=g:264679
Arevítis	id=g:264680
Aretí	id=g:264681
Aréthoua Réma	id=g:264682
Areópolis	id=g:264683
Aréntas Réma	id=g:264684
Árdosis	id=g:264685
Ardhínis	id=g:264686
Ardhevtikí Dhiórix	id=g:264687
Ardhelolángadho	id=g:264688
Ardánion	id=g:264689
Ardánovon	id=g:264690
Árdhaktos	id=g:264691
Árdhaktos	id=g:264692
Ákra Páppas	id=g:264693
Áraxos	id=g:264694
Aravonítsa	id=g:264695
Aravíkia	id=g:264696
Arapólakka	id=g:264697
Órmos Arápissas	id=g:264698
Arápis Réma	id=g:264699
Nisís Arápis	id=g:264700
Ákra Arápis	id=g:264701
Ákra Arápis	id=g:264702
Dímitra	id=g:264703
Arápis	id=g:264704
Arápidhes	id=g:264705
Réma Arapás	id=g:264706
Arákinthos Óros	id=g:264707
Árachthos Potamós	id=g:264708
Arakhovítiko Réma	id=g:264709
Arakhovítika	id=g:264710
Arakhovítika	id=g:264711
Rizón	id=g:264712
Arákhova	id=g:264713
Aráchova	id=g:264714
Arákhova	id=g:264715
Arákhova	id=g:264716
Arákhova	id=g:264717
Arakhnaíon Óros	id=g:264718
Arakhnaíon	id=g:264719
Ákra Árakhli	id=g:264720
Arakhamítai	id=g:264721
Araíoi	id=g:264722
Farángi Arádhainas	id=g:264723
Arádhaina	id=g:264724
Áptera	id=g:264725
Nisís Apsifiá	id=g:264726
Ákra Apsifiá	id=g:264727
Apróvaton	id=g:264728
Ákra Apothíkes	id=g:264729
Ákra Apothíkes	id=g:264730
Apothíkai	id=g:264731
Apóstoloi	id=g:264732
Apóstoloi	id=g:264733
Apóstoloi	id=g:264734
Apóstoloi	id=g:264735
Apostoliás	id=g:264736
Apostolianós	id=g:264737
Apostolaíïka	id=g:264738
Apostí	id=g:264739
Apóskio	id=g:264740
Aposelémis Potamós	id=g:264741
Aposelémion	id=g:264742
Apoplístra	id=g:264743
Apopigádhi	id=g:264744
Apómeron	id=g:264745
Apomarmá	id=g:264746
Apólpaina	id=g:264747
Apollonía	id=g:264748
Apollónia	id=g:264749
Órmos Apóllona	id=g:264750
Apóllona	id=g:264751
Apóllon	id=g:264752
Órmos Apollakiá	id=g:264753
Akrotírion Apolytára	id=g:264754
Apólikhnos	id=g:264755
Apolakkiá	id=g:264756
Órmos Apókrousis	id=g:264757
Apoḯnion	id=g:264758
Apoíkia	id=g:264759
Apodhoúlou	id=g:264760
Apladhianá	id=g:264761
Ákra Apíganos	id=g:264762
Apidhoúla	id=g:264763
Apidhítsa	id=g:264764
Apidheón	id=g:264765
Apidéa	id=g:264766
Apidhéa	id=g:264767
Apesokárion	id=g:264768
Apérion	id=g:264769
Apergátika	id=g:264770
Apérathos	id=g:264771
Órmos Apélla	id=g:264772
Ákra Apélla	id=g:264773
Nisís Apása	id=g:264774
Aórion	id=g:264775
Aofalotí	id=g:264776
Anthropólithos	id=g:264777
Anthrakiá	id=g:264778
Anthoúsa	id=g:264779
Anthoúsa	id=g:264780
Anthoúsa	id=g:264781
Anthoúpolis	id=g:264782
Anthótopos	id=g:264783
Anthótopos	id=g:264784
Anthón	id=g:264785
Anthochórion	id=g:264786
Anthochórion	id=g:264787
Anthokhórion	id=g:264788
Anthokhórion	id=g:264789
Anthokhórion	id=g:264790
Anthófiton	id=g:264791
Anthirón	id=g:264792
Anthíli	id=g:264793
Ánthia Iteón	id=g:264794
Ánthia	id=g:264795
Anriliá	id=g:264796
Áno Zíria	id=g:264797
Áno Zarós	id=g:264798
Áno Zakhloroú	id=g:264799
Áno Zaïmóglion	id=g:264800
Anógeion	id=g:264801
Anóyion	id=g:264802
Áno Yiannaíoi	id=g:264803
Anóyia	id=g:264804
Anóyia	id=g:264805
Anógeia	id=g:264806
Anoyí	id=g:264807
Áno Yerakaríon	id=g:264808
Xéchoron	id=g:264809
Áno Voúvai	id=g:264810
Áno Voútaina	id=g:264811
Áno Voukoliés	id=g:264812
Áno Voskína	id=g:264813
Áno Vólos	id=g:264814
Áno Volímai	id=g:264815
Áno Vlokhós	id=g:264816
Áno Vlasía	id=g:264817
Vítsa	id=g:264818
Áno Viánnos	id=g:264819
Áno Velitsaí	id=g:264820
Áno Váthia	id=g:264821
Áno Vasilikón	id=g:264822
Áno Vasilikí	id=g:264823
Áno Vasiliká	id=g:264824
Áno Varibóbi	id=g:264825
Áno Vardhátai	id=g:264826
Áno Váltai	id=g:264827
Áno Valsamóneron	id=g:264828
Áno Tzinerianá	id=g:264829
Áno Tripódhon	id=g:264830
Áno Tarsinón	id=g:264831
Áno Strapódhion	id=g:264832
Áno Soúlion	id=g:264833
Áno Soúlion	id=g:264834
Áno Soudhenaíika	id=g:264835
Áno Skotoússa	id=g:264836
Anóskeli	id=g:264837
Áno Skafidotí	id=g:264838
Áno Síros	id=g:264839
Áno Sími	id=g:264840
Áno Sikhainá	id=g:264841
Áno Sfinárion	id=g:264842
Áno Sélitsa	id=g:264843
Áno Sangríon	id=g:264844
Áno Salmeníkos	id=g:264845
Áno Rodhákinon	id=g:264846
Áno Rínglia	id=g:264847
Áno Rétsina	id=g:264848
Áno Ravénia	id=g:264849
Áno Ráchi	id=g:264850
Áno Ptéri	id=g:264851
Áno Pouliá	id=g:264852
Áno Potamiá	id=g:264853
Áno Potamiá	id=g:264854
Áno Potamiá	id=g:264855
Áno Potamiá	id=g:264856
Anópolis	id=g:264857
Anópolis	id=g:264858
Áno Polídhrosos	id=g:264859
Áno Polidhéndrion	id=g:264860
Áno Platíkambos	id=g:264861
Áno Pitsá	id=g:264862
Áno Petálion	id=g:264863
Áno Pediná	id=g:264864
Áno Paradhísion	id=g:264865
Áno Paliozoglópi	id=g:264866
Áno Palaiokaryá	id=g:264867
Áno Moúsoura	id=g:264868
Áno Mousounítsa	id=g:264869
Áno Mousiotítsa	id=g:264870
Áno Moúlia	id=g:264871
Áno Místros	id=g:264872
Áno Milítsa	id=g:264873
Áno Metápa	id=g:264874
Áno Méros	id=g:264875
Anomeriá	id=g:264876
Áno Meriá	id=g:264877
Áno Merá	id=g:264878
Áno Mélpia	id=g:264879
Áno Mazarákion	id=g:264880
Áno Mavrólofos	id=g:264881
Áno Mavríkion	id=g:264882
Áno Mammáko	id=g:264883
Áno Malataíikon	id=g:264884
Áno Malákion	id=g:264885
Áno Loutrón	id=g:264886
Áno Lousoí	id=g:264887
Áno Liósia	id=g:264888
Anolés	id=g:264889
Áno Lekhónia	id=g:264890
Áno Lapsísta	id=g:264891
Áno Kremmídhia	id=g:264892
Áno Kouroúnion	id=g:264893
Áno Koudhoúnion	id=g:264894
Áno Kotsanópoulon	id=g:264895
Áno Koromiliá	id=g:264896
Áno Kopanákion	id=g:264897
Áno Klitoría	id=g:264898
Áno Khóvoli	id=g:264899
Áno Khoúni	id=g:264900
Anokhórion	id=g:264901
Áno Khóra	id=g:264902
Áno Chálikas	id=g:264903
Áno Chalásmata	id=g:264904
Áno Kerásovon	id=g:264905
Áno Keraséa	id=g:264906
Áno Kefála	id=g:264907
Áno Kateliós	id=g:264908
Áno Kastrítsion	id=g:264909
Áno Kastellianá	id=g:264910
Áno Kastanéa	id=g:264911
Áno Karouzaná	id=g:264912
Áno Karnezaíika	id=g:264913
Áno Karítsa	id=g:264914
Áno Kariaí	id=g:264915
Áno Kariá	id=g:264916
Áno Karéa	id=g:264917
Áno Kanália	id=g:264918
Áno Kambiá	id=g:264919
Áno Kamárion	id=g:264920
Áno Kalón Nerón	id=g:264921
Áno Kallithéa	id=g:264922
Áno Kalívia Filíon	id=g:264923
Áno Kalívia	id=g:264924
Áno Kalívia	id=g:264925
Áno Kalesménon	id=g:264926
Áno Kalésia	id=g:264927
Áno Kalentíni	id=g:264928
Ánoixis	id=g:264929
Anoixiátikon	id=g:264930
Áno Iráklion	id=g:264931
Áno Ília	id=g:264932
Áno Graikikón	id=g:264933
Áno Glikóvrisi	id=g:264934
Áno Gávrion	id=g:264935
Áno Gavaloú	id=g:264936
Áno Gatzéa	id=g:264937
Áno Gardhenítsa	id=g:264938
Áno Fortétsa	id=g:264939
Áno Fanárion	id=g:264940
Áno Exánthia	id=g:264941
Áno Evinokhórion	id=g:264942
Áno Esokhória	id=g:264943
Áno Douminá	id=g:264944
Áno Dhrimón	id=g:264945
Áno Dhrimalaíika	id=g:264946
Áno Dhórion	id=g:264947
Áno Dholoí	id=g:264948
Áno Dholianá	id=g:264949
Áno Dhío Vouná	id=g:264950
Áno Dhiakoptón	id=g:264951
Áno Dherenglíon	id=g:264952
Áno Dhaviá	id=g:264953
Áno Dhamásta	id=g:264954
Áno Dháfni	id=g:264955
Áno Brálos	id=g:264956
Áno Boularioí	id=g:264957
Áno Áyios Vlásios	id=g:264958
Áno Ayía Marína	id=g:264959
Áno Astrakoí	id=g:264960
Áno Asítai	id=g:264961
Áno Arói	id=g:264962
Áno Arfará	id=g:264963
Áno Anavritón	id=g:264964
Áno Ámfia	id=g:264965
Áno Almirí	id=g:264966
Áno Alepokhórion	id=g:264967
Áno Ákria	id=g:264968
Áno Akhaḯa	id=g:264969
Áno Aiyialós	id=g:264970
Áno Agóriani	id=g:264971
Áno Afroxiliá	id=g:264972
Áno Aëtós	id=g:264973
Sykoúla	id=g:264974
Ánninos	id=g:264975
Annináta	id=g:264976
Annína	id=g:264977
Anítsaion	id=g:264978
Anisarákion	id=g:264979
Órmos Animborioú	id=g:264980
Animborió	id=g:264981
Anílion	id=g:264982
Anílion	id=g:264983
Anílion	id=g:264984
Anifóra	id=g:264985
Anífion	id=g:264986
Nisída Ánydros	id=g:264987
Ánidhron	id=g:264988
Ánidhron	id=g:264989
Ánidhroi	id=g:264990
Vrachonisída Ánydro	id=g:264991
Nisís Ánidhro	id=g:264992
Aniádha	id=g:264993
Angouselianá	id=g:264994
Ákra Angoúfi	id=g:264995
Angónas	id=g:264996
Angón	id=g:264997
Ákra Ángistro	id=g:264998
Stenón Angístriou	id=g:264999
Nísos Agkístri	id=g:265000
Agκístrion	id=g:265001
Ákra Angístri	id=g:265002
Anginarés	id=g:265003
Nisís Anginára	id=g:265004
Anginára	id=g:265005
Angelóna	id=g:265006
Angídhia	id=g:265007
Sidhirodhromikós Stathmós Angías	id=g:265008
Angíai	id=g:265009
Angiadhákion	id=g:265010
Angelopoúlou	id=g:265011
Sidhirodhromikí Stásis Angelokástrou	id=g:265012
Angelókastron	id=g:265013
Angelókastron	id=g:265014
Angelianá	id=g:265015
Angeladhórrakhi	id=g:265016
Angathiés	id=g:265017
Angathiás Réma	id=g:265018
Angathiás	id=g:265019
Angathés	id=g:265020
Angariónes	id=g:265021
Angarathiés	id=g:265022
Ahamándia	id=g:265023
Órmos Angálistros	id=g:265024
Ákra Angálistros	id=g:265025
Angáli	id=g:265026
Angairiá	id=g:265027
Anéza	id=g:265028
Anevató	id=g:265029
Aneratzá	id=g:265030
Anemogiannátika	id=g:265031
Anemótia	id=g:265032
Anemorráchi	id=g:265033
Anemómilos	id=g:265034
Anemokhórion	id=g:265035
Órmos Anemokámbi	id=g:265036
Anemodhoúrion	id=g:265037
Androúsa	id=g:265038
Nísos Ándros	id=g:265039
Andros	id=g:265040
Andrónis	id=g:265041
Andrónion	id=g:265042
Androniánoi	id=g:265043
Andrómilos Potamós	id=g:265044
Andrómiloi	id=g:265045
Ákra Andromákhi	id=g:265046
Andriyiás	id=g:265047
Andrítsaina	id=g:265048
Andrítsa	id=g:265049
Andrioláta	id=g:265050
Órmos Khondrí Ámmos	id=g:265051
Andreás	id=g:265052
Andrédhi	id=g:265053
Órmos Andréas	id=g:265054
Vrachonisída Ágios Andréas	id=g:265055
Andravída	id=g:265056
Andónis	id=g:265057
Vrákhos Andoniós	id=g:265058
Antonaíika	id=g:265059
Antliostásion	id=g:265060
Vrachonisída Antítilos	id=g:265061
Órmos Andíssis	id=g:265062
Ántissa	id=g:265063
Andiskárion	id=g:265064
Órmos Andisámis	id=g:265065
Ákra Andírrion	id=g:265066
Andírrion	id=g:265067
Nísos Antípsara	id=g:265068
Antípaxos	id=g:265069
Nísos Antípaxoi	id=g:265070
Andipáta Erísou	id=g:265071
Andipáta	id=g:265072
Stenón Andipárou	id=g:265073
Nísos Antíparos	id=g:265074
Andíparos	id=g:265075
Andinítsa	id=g:265076
Nisída Antímilos	id=g:265077
Antimácheia	id=g:265078
Stenó Antikythíron	id=g:265079
Nísos Antikýthira	id=g:265080
Kólpos Andikíras	id=g:265081
Andikíra	id=g:265082
Nisída Antíkeros	id=g:265083
Andikálamos	id=g:265084
Nisís Andidhragonéra	id=g:265085
Andiás	id=g:265086
Órmos Andhroyiáli	id=g:265087
Andhanía	id=g:265088
Anazíri	id=g:265089
Anavritón	id=g:265090
Anavrití	id=g:265091
Anavrití	id=g:265092
Anávras Réma	id=g:265093
Anávra	id=g:265094
Anávra	id=g:265095
Anávra	id=g:265096
Anávra	id=g:265097
Ákra Anávoloi	id=g:265098
Órmos Anavýssou	id=g:265099
Anávyssos	id=g:265100
Anávatos	id=g:265101
Anatolikón	id=g:265102
Anatolikí Frangísta	id=g:265103
Anatolikí	id=g:265104
Ákra Anatolí	id=g:265105
Anatolí	id=g:265106
Anatolí	id=g:265107
Anatolí	id=g:265108
Anatolí	id=g:265109
Anatolí	id=g:265110
Anáthema	id=g:265111
Anastasopoulaíika	id=g:265112
Anástasis	id=g:265113
Anaskeládhes	id=g:265114
Anárgyroi	id=g:265115
Ákra Anapómera	id=g:265116
Anapodháris Potamós	id=g:265117
Anapládes	id=g:265118
Nisídhes Anánes	id=g:265119
Análipsis	id=g:265120
Análipsis	id=g:265121
Análipsis	id=g:265122
Análipsis	id=g:265123
Análipsis	id=g:265124
Análipsis	id=g:265125
Análipsis	id=g:265126
Análipsis	id=g:265127
Análipsis	id=g:265128
Análipsis	id=g:265129
Análipsis	id=g:265130
Anafonítria	id=g:265131
Nísos Anáfi	id=g:265132
Anáfi	id=g:265133
Amvrakikós Kólpos	id=g:265134
Límni Amvrakía	id=g:265135
Amvrakía	id=g:265136
Amouryéllai	id=g:265137
Amoúrion	id=g:265138
Amoúrion	id=g:265139
Amoryianoí	id=g:265140
Nísos Amorgós	id=g:265141
Amorgós	id=g:265142
Órmos Ámorfos	id=g:265143
Ákra Amóni	id=g:265144
Amonakliós	id=g:265145
Amólokhos	id=g:265146
Amnátos	id=g:265147
Ammoudiá	id=g:265148
Ammoudiá	id=g:265149
Ammoúdhia	id=g:265150
Vrachonisída Ammoúdi	id=g:265151
Ammoudherón	id=g:265152
Ammoudárion	id=g:265153
Ammoudhárai	id=g:265154
Ammótopos	id=g:265155
Ámmos	id=g:265156
Ámmos	id=g:265157
Ákra Ammóni	id=g:265158
Órmos Ammodhokefáli	id=g:265159
Amirás	id=g:265160
Ákra Ámino	id=g:265161
Ákra Ameiníou	id=g:265162
Amíklai	id=g:265163
Amígdhalon	id=g:265164
Amigdhalokorfí	id=g:265165
AmigdhalokeFálion	id=g:265166
Amigdháloi	id=g:265167
Amigdhalítsa	id=g:265168
Amigdhalítsa	id=g:265169
Amigdhaliá	id=g:265170
Amigdhaliá	id=g:265171
Amigdhalí	id=g:265172
Amygdalí	id=g:265173
Amigdhalí	id=g:265174
Amigdhaléai	id=g:265175
Amigdhaléa	id=g:265176
Amygdaléa	id=g:265177
Amigdhaléa	id=g:265178
Amigdhaléa	id=g:265179
Amigdhaléa	id=g:265180
Amigdhaléa	id=g:265181
Amigdhaléa	id=g:265182
Amigdhaléa	id=g:265183
Amigdhaléa	id=g:265184
Amfithéa	id=g:265185
Amfithéa	id=g:265186
Ámfissa	id=g:265187
Órmos Amfilokhías	id=g:265188
Amfilochía	id=g:265189
Sidhirodhromikós Stathmós Amfiklías	id=g:265190
Amfíklia	id=g:265191
Ákra Amfiáli	id=g:265192
Ámfia	id=g:265193
Amélandai	id=g:265194
Ámboulas Réma	id=g:265195
Ambeloúzos	id=g:265196
Órmos Ámbelos	id=g:265197
Órmos Ámbelos	id=g:265198
Nisís Ámbelos	id=g:265199
Nisís Ámbelos	id=g:265200
Ákra Ámbelos	id=g:265201
Ámbelos	id=g:265202
Ámbelos	id=g:265203
Ámpelos	id=g:265204
Ámbelos	id=g:265205
Ambelón	id=g:265206
Ambelón	id=g:265207
Ambelón	id=g:265208
Ambelókipoi	id=g:265209
Ambelókipoi	id=g:265210
Ambelókipoi	id=g:265211
Ampelochórion	id=g:265212
Ampelochórion	id=g:265213
Ambelokhórion	id=g:265214
Ambelókambos	id=g:265215
Ambelófiton	id=g:265216
Ambelióna	id=g:265217
Ambélion	id=g:265218
Ampelikón	id=g:265219
Ampelikón	id=g:265220
Ampélia	id=g:265221
Ampeleía	id=g:265222
Ampélia	id=g:265223
Ambelía	id=g:265224
Ampélia	id=g:265225
Ampélia	id=g:265226
Ambélia	id=g:265227
Ambélia	id=g:265228
Ambélia	id=g:265229
Ambélia	id=g:265230
Ambélia	id=g:265231
Ambelás	id=g:265232
Ambelakiótissa	id=g:265233
Ambelákion	id=g:265234
Ambelákion	id=g:265235
Ambelákion	id=g:265236
Órmos Ambelákia	id=g:265237
Órmos Ampelákia	id=g:265238
Ampelákia	id=g:265239
Ampelákia	id=g:265240
Ambeláki	id=g:265241
Ambárion	id=g:265242
Amaroúsion	id=g:265243
Órmos Amarínthou	id=g:265244
Amárinthos	id=g:265245
Vráchoi Amarídes	id=g:265246
Amarianón	id=g:265247
Amárandos	id=g:265248
Amáranton	id=g:265249
Amálon	id=g:265250
Amalióta	id=g:265251
Amaliás	id=g:265252
Amaliápoli	id=g:265253
Órmos Mitzéllas	id=g:265254
Amádes	id=g:265255
Amadherós	id=g:265256
Altomirá	id=g:265257
Álsos	id=g:265258
Alpokhórion	id=g:265259
Aloutoyiannaíika	id=g:265260
Dhíavlos Alonnísou	id=g:265261
Nísos Alónnisos	id=g:265262
Alónnisos	id=g:265263
Alonístaina	id=g:265264
Alónion	id=g:265265
Alónia	id=g:265266
Alónia	id=g:265267
Alónia	id=g:265268
Alónia	id=g:265269
Álones	id=g:265270
Alonákion	id=g:265271
Alonáki	id=g:265272
Alonáki	id=g:265273
Alonáki	id=g:265274
Alónai	id=g:265275
Alóna	id=g:265276
Aloktéri	id=g:265277
Aloïziánika	id=g:265278
Alóïdhes	id=g:265279
Alogóskala	id=g:265280
Alogómandres	id=g:265281
Alogomándra Tirovolá	id=g:265282
Alogomándra Kaloyírou	id=g:265283
Ákra Alogómandra	id=g:265284
Nisída Álogo	id=g:265285
Órmos Almiroú	id=g:265286
Órmos Almiroú	id=g:265287
Órmos Almiroú	id=g:265288
Órmos Almiroú	id=g:265289
Ákra Almiroú	id=g:265290
Órmos Almirós	id=g:265291
Almyrós	id=g:265292
Órmos Almiropotámou	id=g:265293
Almiropótamos	id=g:265294
Órmos Almiropígadha	id=g:265295
Almirón	id=g:265296
Órmos Almirídhos	id=g:265297
Almirídha	id=g:265298
Órmos Almyrí	id=g:265299
Álli Meriá	id=g:265300
Kólpos Alkionídhon	id=g:265301
Nísoi Alkionídhes	id=g:265302
Alkión	id=g:265303
Ákra Alkíni	id=g:265304
Aliyoí	id=g:265305
Órmos Aliveríou	id=g:265306
Kólpos Aliveríou	id=g:265307
Ákra Aliveríou	id=g:265308
Alivérion	id=g:265309
Alithiní	id=g:265310
Alissós	id=g:265311
Alissós	id=g:265312
Alysáfi	id=g:265313
Órmos Álindhas	id=g:265314
Órmos Alýnta	id=g:265315
Álinda	id=g:265316
Chelóna	id=g:265317
Ákra Alimoúnda	id=g:265318
Ákra Alimoúnda	id=g:265319
Ákra Alimniá	id=g:265320
Nisída Alimiá	id=g:265321
Alimiá	id=g:265322
Alimákion	id=g:265323
Límni Alykón	id=g:265324
Órmos Alikís	id=g:265325
Órmos Alikís	id=g:265326
Ákra Alikís	id=g:265327
Alikianós	id=g:265328
Límni Alikí	id=g:265329
Alykí	id=g:265330
Alikí	id=g:265331
Órmos Alykés	id=g:265332
Alikapórita	id=g:265333
Alikanitaíika	id=g:265334
Alíkambos	id=g:265336
Alikadhám	id=g:265337
Álika	id=g:265338
Aligarórrema	id=g:265339
Alífira	id=g:265340
Alyfantá	id=g:265341
Alíartos	id=g:265342
Alía	id=g:265343
Alfioúsa	id=g:265344
Potamós Alfeiós	id=g:265345
Alfiós	id=g:265346
Alfá	id=g:265347
Aléxis	id=g:265348
Ífalos Alexándrou	id=g:265349
Nisís Aléxandros	id=g:265350
Aléxandros	id=g:265351
Alexandrádhes	id=g:265352
Alevroú	id=g:265353
Alevriká	id=g:265354
Alevrádha	id=g:265355
Aletrouvárion	id=g:265356
Aletraíika	id=g:265357
Aléstia	id=g:265358
Aléstaina	id=g:265359
Alesía	id=g:265360
Alepóspita	id=g:265361
Alepochórion	id=g:265362
Alepokhórion	id=g:265363
Alepokhórion	id=g:265364
Alepokhórion	id=g:265365
Alepokhórion	id=g:265366
Aléa	id=g:265367
Aléa	id=g:265368
Álatron	id=g:265369
Alatovoúni	id=g:265370
Ákra Álatos	id=g:265371
Alatonísi	id=g:265372
Vrachonisída Alatzonísi	id=g:265373
Nisís Alatás	id=g:265374
Achatariés	id=g:265375
Alaryinó Potamós	id=g:265376
Alamánnos	id=g:265377
Alamanniá	id=g:265378
Alalkomenaí	id=g:265379
Órmos Alakhnón	id=g:265380
Aláï	id=g:265381
Alagonía	id=g:265382
Alágnion	id=g:265383
Alafósala	id=g:265384
Aladhinón	id=g:265385
Aktoúnda	id=g:265386
Ákra Aktís	id=g:265387
Froúrion Áktion	id=g:265388
Áktion	id=g:265389
Ákra Aktí	id=g:265390
Aktaíon	id=g:265391
Akroyiálion	id=g:265392
Ífaloi Akrotiríou	id=g:265393
Ákra Akrotírion	id=g:265394
Akrotírion	id=g:265395
Akrotíri	id=g:265396
Órmos Akrotíri	id=g:265397
Khersónisos Akrotíri	id=g:265398
Ákra Akrotíri	id=g:265399
Ákra Akrotíri	id=g:265400
Ákra Akrotíri	id=g:265401
Ákra Akrotíri	id=g:265402
Ákra Akrotíri	id=g:265403
Ákra Akrotíri	id=g:265404
Ákra Akrotiráki	id=g:265405
Ákros	id=g:265406
Akrorákhi	id=g:265407
Akropotamiá	id=g:265408
Acropolis	id=g:265409
Akrokórinthos	id=g:265410
Akritokhórion	id=g:265411
Ákra Akrítas	id=g:265412
Ákria	id=g:265413
Ákri	id=g:265414
Sidhirodhromikós Stathmós Akrátas	id=g:265415
Ákra Akráta	id=g:265416
Akráta	id=g:265417
Akrásion	id=g:265418
Akramítis	id=g:265419
Akraífnion	id=g:265420
Ákrai	id=g:265421
Nisídhes Akrádhia	id=g:265422
Ákra Ákra	id=g:265423
Ákra	id=g:265424
Ákovos	id=g:265425
Akovítika	id=g:265426
Ákova	id=g:265427
Akoumianós Potamós	id=g:265428
Akoúmia	id=g:265429
Akonístra	id=g:265430
Ákra Akóni	id=g:265431
Akonés	id=g:265432
Akóndion	id=g:265433
Akóndion	id=g:265434
Nisís Akió	id=g:265435
Ákia	id=g:265436
Akhoúria	id=g:265437
Akhoumátou	id=g:265438
Agkáli Achláti	id=g:265439
Akhladhoúla	id=g:265440
Akhladhokhórion	id=g:265441
Akhladhokhórion	id=g:265442
Akhladhókastron	id=g:265443
Akhladhókambos	id=g:265444
Akhladhókambos	id=g:265445
Akhládhion	id=g:265446
Akhládhion	id=g:265447
Akhladhiní	id=g:265448
Achladiás	id=g:265449
Akhladhiákies	id=g:265450
Akhládhia	id=g:265451
Ákra Akhládhi	id=g:265452
Akhládhi	id=g:265453
Akhladhés	id=g:265454
Akhladherí	id=g:265455
Akhladhédhi	id=g:265456
Achladéai	id=g:265457
Achladéa	id=g:265458
Akhladhéa	id=g:265459
Akhladhéa	id=g:265460
Akhladhéa	id=g:265461
Akhladháki	id=g:265462
Akhládhai	id=g:265463
Akhládha	id=g:265464
Akhládha	id=g:265465
Akhirónes	id=g:265466
Akhirá	id=g:265467
Órmos Akhinoú	id=g:265468
Akhinós	id=g:265469
Akhinópodhas	id=g:265470
Akhímastos	id=g:265471
Akhíllion	id=g:265472
Akhíllion	id=g:265473
Akhíllio	id=g:265474
Akhíllion	id=g:265475
Skópelos Akhilléos	id=g:265476
Órmos Akhíli	id=g:265477
Acherousía	id=g:265478
Potamós Achéron	id=g:265479
Ákra Achérdo	id=g:265480
Akhendriás	id=g:265481
Ekvolaí Akhelóöu	id=g:265482
Potamós Achelóos	id=g:265483
Achelináda	id=g:265484
Akhatzikiá	id=g:265485
Órmos Akháta	id=g:265486
Sidhirodhromikós Stathmós Akharrón	id=g:265487
Akharnaí	id=g:265488
Ákra Akhápsi	id=g:265489
Akhaïkón	id=g:265490
Nomós Achaḯas	id=g:265491
Akarnaniká Óri	id=g:265492
Limín Akándia	id=g:265493
Ákra Akamátis	id=g:265494
Ákra Ákakos	id=g:265495
Akádhimoi	id=g:265496
Aiyítion	id=g:265497
Aíyira	id=g:265498
Órmos Aiyíou	id=g:265499
Aígion	id=g:265500
Nísos Aígina	id=g:265501
Aígina	id=g:265502
Aiyiáli	id=g:265503
Aiyaí	id=g:265504
Sidhirodhromikós Stathmós Aitolikoú	id=g:265505
Limnothálassa Aitolikoú	id=g:265506
Aitolikón	id=g:265507
Nomós Aitolías kai Akarnanías	id=g:265508
Aitokathísmata	id=g:265509
Aíthaia	id=g:265510
Aïtánia	id=g:265511
Áï Seris	id=g:265512
Aḯra	id=g:265513
Aípia	id=g:265514
Aïpátia	id=g:265515
Óros Aínos	id=g:265516
Aïndinís	id=g:265517
Aḯmonas	id=g:265518
Ýfalos Aimilianós	id=g:265519
Ákra Aimilianós	id=g:265520
Ákra Aimilianós	id=g:265521
Aimilianós	id=g:265522
Ailiás	id=g:265523
Aïliás	id=g:265524
Aïliás	id=g:265525
Aïliás	id=g:265526
Ákra Ailiákos	id=g:265527
Aïkiryiánnis	id=g:265528
Aikiríkos	id=g:265529
Aigósthena	id=g:265530
Aigáni	id=g:265531
Óros Aigáleos	id=g:265532
Aigáleo	id=g:265533
Aïdonochórion	id=g:265534
Aïdhonokhórion	id=g:265535
Aidhonoí	id=g:265536
Aidónion	id=g:265537
Aidoniá	id=g:265538
Aïdhónia	id=g:265539
Aïdhónia	id=g:265540
Aïdhóni	id=g:265541
Aïdón	id=g:265542
Kólpos Aidhipsoú	id=g:265543
Aidhipsós	id=g:265544
Aïdhínion	id=g:265545
Aiánteion	id=g:265546
Agrosikéai	id=g:265547
Agrós	id=g:265548
Agriovótanon	id=g:265549
Ákra Agriósiko	id=g:265550
Agriosikéa	id=g:265551
Agriosáli	id=g:265552
Agriópetres	id=g:265553
Agriokerasiá	id=g:265554
Agriokefála	id=g:265555
AgriokeFála	id=g:265556
AgriokeFála	id=g:265557
Ágrio Kástro	id=g:265558
Agriókambos	id=g:265559
Agrínion	id=g:265560
Agrimokefála	id=g:265561
Agrimokefála	id=g:265562
Agrimokefála	id=g:265563
Agrilóvounon	id=g:265564
Agrilovoúni	id=g:265565
Agrilotí	id=g:265566
Vrachonisída Agrilós	id=g:265567
Ichthiotrofeíon Ágrilos	id=g:265568
