Cisy	id=g:3101270
Budy Szynczyckie	id=g:3102201
Budki Suserskie	id=g:3102202
Budy Stare	id=g:3102203
Budy Stare	id=g:3102204
Stare Budy	id=g:3102205
Budy Słodkowskie	id=g:3102206
Budy Porajskie	id=g:3102207
Budy Piaseczne	id=g:3102208
Budy Osieckie Stare	id=g:3102209
Budy Osieckie Nowe	id=g:3102210
Budy Nowe	id=g:3102211
Budy Nowe	id=g:3102212
Budy Nosalewice	id=g:3102213
Budynia	id=g:3102214
Budy Milewskie	id=g:3102215
Budy Koziebrodskie	id=g:3102216
Budy Kozickie	id=g:3102217
Budy Kaleńskie	id=g:3102218
Budy Dłutowskie	id=g:3102219
Budy Chlewiskie	id=g:3102220
Budy Bledzewskie	id=g:3102221
Budy	id=g:3102222
Budy	id=g:3102223
Budy	id=g:3102224
Budy	id=g:3102225
Budy	id=g:3102226
Budy	id=g:3102227
Budy	id=g:3102228
Budy	id=g:3102229
Budwity	id=g:3102230
Budunki	id=g:3102231
Budowo	id=g:3102232
Budno	id=g:3102233
Budnica Górna	id=g:3102234
Budkowiczanka	id=g:3102235
Budków	id=g:3102236
Budki Suradowczyńskie	id=g:3102237
Budki Stare	id=g:3102238
Budki Nowe	id=g:3102239
Budki Ciechomice	id=g:3102240
Budki	id=g:3102241
Budki	id=g:3102242
Budki	id=g:3102243
Budachów	id=g:3102244
Budachow	id=g:3102245
Buczyny	id=g:3102246
Buczynka	id=g:3102247
Buczyniec	id=g:3102248
Buczyna	id=g:3102249
Bucznik	id=g:3102250
Buczkowska Wola	id=g:3102251
Buczkowice	id=g:3102252
Buczek Wygwizdów	id=g:3102253
Buczek Wielki	id=g:3102254
Buczek Wielki	id=g:3102255
Buczek Szadek	id=g:3102256
Buczek Mały	id=g:3102257
Buczek	id=g:3102258
Buczek	id=g:3102259
Buczek	id=g:3102260
Buczek	id=g:3102261
Buczek	id=g:3102262
Buczek	id=g:3102263
Bucze	id=g:3102264
Bucze	id=g:3102265
Bucze	id=g:3102266
Bucz	id=g:3102267
Jezioro Bucierz	id=g:3102268
Nadleśnictwo Bucharzewo	id=g:3102269
Bucharzewo	id=g:3102270
Buchałow	id=g:3102271
Brzyszów	id=g:3102272
Brzyszewo	id=g:3102273
Brzyskorzystew	id=g:3102274
Brzyno	id=g:3102275
Brzyków Poduchowny	id=g:3102276
Brzyków	id=g:3102277
Brzyków	id=g:3102278
Brzydowo	id=g:3102279
Brzyczyna Górna	id=g:3102280
Brzyczyna Dolna	id=g:3102281
Brzyczyna	id=g:3102282
Brzuze	id=g:3102283
Brzustów	id=g:3102284
Brzuśnik	id=g:3102285
Brzusce	id=g:3102286
Brzuchwo	id=g:3102287
Brzozy	id=g:3102288
Brzozy	id=g:3102289
Brzozowy Most	id=g:3102290
Brzozowo	id=g:3102291
Brzozowo	id=g:3102292
Brzozowo	id=g:3102293
Brzozówka	id=g:3102294
Brzozówka	id=g:3102295
Brzozówka	id=g:3102296
Brzozowiec	id=g:3102297
Brzozowiec	id=g:3102298
Brzozowie	id=g:3102299
Brzozowice-Kamień	id=g:3102300
Brzozowe Błota	id=g:3102301
Brzozowa	id=g:3102302
Brzozowa	id=g:3102303
Brzózki	id=g:3102304
Brzózki	id=g:3102305
Brzózki	id=g:3102306
Brzózki	id=g:3102307
Brzózki	id=g:3102308
Brzózki	id=g:3102309
Brzózki	id=g:3102310
Brzózka	id=g:3102311
Brzózka	id=g:3102312
Brzozie Polskie	id=g:3102313
Brzozie Lubawskie	id=g:3102314
Brzozie	id=g:3102315
Brzozie	id=g:3102316
Brzozgaj	id=g:3102317
Brzoza	id=g:3102318
Brzoza	id=g:3102319
Brzoza	id=g:3102320
Brzoza	id=g:3102321
Brzoza	id=g:3102322
Brzoza	id=g:3102323
Brzoza	id=g:3102324
Brzostowo Nowe	id=g:3102325
Brzostowo	id=g:3102326
Brzostownia	id=g:3102327
Brzostowiec	id=g:3102328
Brzostowa	id=g:3102329
Brzostów	id=g:3102330
Brzostków	id=g:3102331
Brzostek Policzko	id=g:3102332
Brzostek	id=g:3102333
Brzostek	id=g:3102334
Brzoskwinia	id=g:3102335
Brzezówka	id=g:3102336
Brzeźno Wielkie	id=g:3102337
Brzeźno Towarzystwo	id=g:3102338
Brzeźno Szlacheckie	id=g:3102339
Brzeźno Stare	id=g:3102340
Brzeźno Nowe	id=g:3102341
Brzeźno Lęborskie	id=g:3102342
Brzeźno Gdańskie	id=g:3102343
Jezioro Brzeźno	id=g:3102344
Jezioro Brzeżno	id=g:3102345
Brzeźno	id=g:3102346
Brzeźno	id=g:3102347
Brzeźno	id=g:3102348
Brzeźno	id=g:3102349
Brzeżno	id=g:3102350
Brzeźno	id=g:3102351
Brzeźno	id=g:3102352
Brzeźno	id=g:3102353
Brzeźno	id=g:3102354
Brzeźno	id=g:3102355
Brzeźno	id=g:3102356
Brzeźno	id=g:3102357
Brzeźno	id=g:3102358
Brzeźno	id=g:3102359
Brzeźno	id=g:3102360
Brzeźno	id=g:3102361
Brzeźnio	id=g:3102362
Brzeźnik	id=g:3102363
Brzeźnica Stara	id=g:3102364
Brzeźnica	id=g:3102365
Brzeźnica	id=g:3102366
Brzeźnica	id=g:3102367
Brzeźnica	id=g:3102368
Brzeźnica	id=g:3102369
Brzeźnica	id=g:3102371
Brzeźnica	id=g:3102372
Brzeźnica	id=g:3102373
Brzeźnica	id=g:3102374
Brzeźna	id=g:3102375
Brzezimierz	id=g:3102376
Brzeziny Wielkie	id=g:3102377
Brzeziny Śląskie	id=g:3102378
Brzeziny Małe	id=g:3102379
Nadleśnictwo Brzeziny	id=g:3102380
Brzeziny	id=g:3102381
Brzeziny	id=g:3102382
Brzeziny	id=g:3102383
Brzeziny	id=g:3102384
Brzeziny	id=g:3102385
Brzeziny	id=g:3102386
Brzeziny	id=g:3102387
Brzeziny	id=g:3102388
Brzeziny	id=g:3102389
Brzeziny	id=g:3102390
Brzeziny	id=g:3102391
Brzeziny	id=g:3102392
Brzeziny	id=g:3102393
Brzeziny	id=g:3102394
Brzeziny	id=g:3102395
Brzeziny	id=g:3102396
Brzezińskie Holendry	id=g:3102397
Brzezinna Góra	id=g:3102398
Brzezinkowe	id=g:3102399
Brzezinko	id=g:3102400
Brzezinki	id=g:3102401
Brzezinki	id=g:3102402
Brzezinki	id=g:3102403
Brzezinka Średzka	id=g:3102404
Brzezinka	id=g:3102405
Brzezinka	id=g:3102406
Brzezinka	id=g:3102407
Brzezinka	id=g:3102408
Brzezinka	id=g:3102409
Brzezinka	id=g:3102410
Brzezinka	id=g:3102411
Brzezina Polska	id=g:3102412
Brzezina	id=g:3102413
Brzezina	id=g:3102414
Brzezina	id=g:3102415
Brzezina	id=g:3102416
Brzezina	id=g:3102417
Brzezin	id=g:3102418
Brzezin	id=g:3102419
Brzezie Huby	id=g:3102420
Brzezie	id=g:3102421
Brzezie	id=g:3102422
Brzezie	id=g:3102423
Brzezie	id=g:3102424
Brzezie	id=g:3102425
Brzezie	id=g:3102426
Brzezie	id=g:3102427
Brzezie	id=g:3102428
Brzezie	id=g:3102429
Brzezie	id=g:3102430
Brzezie	id=g:3102431
Brzezie	id=g:3102432
Brzezie	id=g:3102433
Brzezie	id=g:3102434
Brzezie	id=g:3102435
Brzezica	id=g:3102436
Brzezia Łąka	id=g:3102437
Brzezia	id=g:3102438
Brzeźce	id=g:3102439
Brzeżany	id=g:3102440
Brzeszczyny	id=g:3102441
Brzeszczki Małe	id=g:3102442
Brzeszczki Duże	id=g:3102443
Brzeszcze	id=g:3102444
Brzesko	id=g:3102445
Brzeski	id=g:3102446
Brześć Kujawski	id=g:3102447
Brzeście	id=g:3102448
Brzeście	id=g:3102449
Brzescie	id=g:3102450
Brzeście	id=g:3102451
Brześć	id=g:3102452
Brzemiona	id=g:3102453
Jezioro Brzekoleńskie	id=g:3102454
Brzekiniec	id=g:3102455
Brzeg Dolny	id=g:3102456
Brzeg	id=g:3102457
Bodzów	id=g:3102458
Brzeg	id=g:3102459
Brzeg	id=g:3102460
Brzeczrowice	id=g:3102461
Brzęczkowice	id=g:3102462
Brzeczka	id=g:3102463
Brzechowo	id=g:3102464
Bryski	id=g:3102465
Bryski	id=g:3102466
Jezioro Bryńskie	id=g:3102467
Fiałki	id=g:3102468
Bryńsk	id=g:3102469
Brynów	id=g:3102470
Brynica	id=g:3102471
Brynica	id=g:3102472
Brynica	id=g:3102473
Brynica	id=g:3102474
Brynica	id=g:3102475
Brynek	id=g:3102476
Bryłówek	id=g:3102477
Bryłów	id=g:3102478
Brwilno Nowe	id=g:3102479
Brwilno Góne	id=g:3102480
Brwilno Dolne	id=g:3102481
Brwilno	id=g:3102482
Brwice	id=g:3102483
Brużyczka Mała	id=g:3102484
Brużyca Wielka	id=g:3102485
Brutus	id=g:3102486
Bruszczewo	id=g:3102487
Brusy	id=g:3102488
Brusno	id=g:3102489
Bruskowo Wielkie	id=g:3102490
Bruskowo Małe	id=g:3102491
Brusiny	id=g:3102492
Brusiek	id=g:3102493
Brus	id=g:3102494
Brunów	id=g:3102495
Brunki	id=g:3102496
Bruki Pierwsze	id=g:3102497
Bruki	id=g:3102498
Bruk	id=g:3102499
Brudzyń	id=g:3102500
Brudzyn	id=g:3102501
Brudzowice	id=g:3102502
Brudzice	id=g:3102503
Brudzewo	id=g:3102504
Brudzewo	id=g:3102505
Brudzewo	id=g:3102506
Brudzewko	id=g:3102507
Brudzewice	id=g:3102508
Brudzewek	id=g:3102509
Brudzew	id=g:3102510
Brudzew	id=g:3102511
Brudzeń Mały	id=g:3102512
Brudzeń Duży	id=g:3102513
Brudzeń	id=g:3102514
Brudzędy Wielkie	id=g:3102515
Brudzędy Małe	id=g:3102516
Brudzawy	id=g:3102517
Brudzawki	id=g:3102518
Brudnowo	id=g:3102519
Brudnów	id=g:3102520
Brudnice	id=g:3102521
Brudnia	id=g:3102522
Brudaki	id=g:3102523
Bruczków	id=g:3102524
Bruchniewo	id=g:3102525
Brsirzyca Dolna	id=g:3102526
Brozisko	id=g:3102527
Brożek	id=g:3102528
Brozec	id=g:3102529
Brożec	id=g:3102530
Browiniec Polski	id=g:3102531
Broszki	id=g:3102532
Broszęcin	id=g:3102533
Brony	id=g:3102534
Brońsko	id=g:3102535
Bronowo Zalesie	id=g:3102536
Bronowo Kmiecie B	id=g:3102537
Bronowo Kmiecie A	id=g:3102538
Bronowo Kmiecie	id=g:3102539
Bronowo	id=g:3102540
Bronowo	id=g:3102541
Bronowo	id=g:3102542
Bronowko	id=g:3102543
Bronowice Wielkie	id=g:3102544
Bronowice Małe	id=g:3102545
Bronowice	id=g:3102546
Bronowice	id=g:3102547
Bronowice	id=g:3102548
Bronowice	id=g:3102549
Bronowice	id=g:3102550
Bronowek	id=g:3102551
Bronów	id=g:3102552
Bronów	id=g:3102553
Bronów	id=g:3102554
Bronów	id=g:3102555
Bronno	id=g:3102556
Bronków	id=g:3102557
Bronki	id=g:3102558
Broniszowice	id=g:3102559
Broniszów	id=g:3102560
Stary Broniszew	id=g:3102561
Broniszewo	id=g:3102562
Broniszewo	id=g:3102563
Nowy Broniszew	id=g:3102564
Broniszewice Stare	id=g:3102565
Broniszewice Nowe	id=g:3102566
Broniszewice	id=g:3102567
Bronisławowo	id=g:3102568
Bronisławów	id=g:3102569
Bronisławów	id=g:3102570
Bronisławów	id=g:3102571
Bronisławów	id=g:3102572
Bronisławka	id=g:3102573
Bronisława	id=g:3102574
Bronisław	id=g:3102575
Bronisław	id=g:3102576
Bronisin Stary	id=g:3102577
Bronisin Nowy	id=g:3102578
Bronisin	id=g:3102579
Broniów	id=g:3102580
Bronimierz Wielki	id=g:3102581
Bronimierz Mały	id=g:3102582
Bronimierz	id=g:3102583
Bronikowo	id=g:3102584
Bronikowo	id=g:3102585
Broników	id=g:3102586
Broników	id=g:3102587
Broniki	id=g:3102588
Broniewo	id=g:3102589
Broniewo	id=g:3102590
Broniewo	id=g:3102591
Broniewiaki	id=g:3102592
Broniec	id=g:3102593
Bronice	id=g:3102594
Brończyn	id=g:3102595
Brokęcino	id=g:3102596
Brojce	id=g:3102597
Brójce	id=g:3102598
Brójce	id=g:3102599
Brogi	id=g:3102600
Brodzki Las	id=g:3102601
Brodzkie Młyny	id=g:3102602
Jezioro Brodzkie	id=g:3102603
Brodzki	id=g:3102604
Brodziszów	id=g:3102605
Brodziszewo	id=g:3102606
Brody Pomorskie	id=g:3102607
Jezioro Brody	id=g:3102608
Brody	id=g:3102609
Brody	id=g:3102610
Brody	id=g:3102611
Brody	id=g:3102612
Brody	id=g:3102613
Brody	id=g:3102614
Brody	id=g:3102615
Brody	id=g:3102616
Brodowo	id=g:3102617
Brodowe	id=g:3102618
Jezioro Brodno Wysokie	id=g:3102619
Jezioro Brodno Niskie	id=g:3102620
Brodniki	id=g:3102621
Brodniczka	id=g:3102622
Brodniczka	id=g:3102623
Pojezierze Brodnickie	id=g:3102624
Brodnica Dolna	id=g:3102625
Brodnica	id=g:3102626
Brodnica	id=g:3102627
Brodnica	id=g:3102628
Brodnia	id=g:3102629
Brodnia	id=g:3102630
Brodnia	id=g:3102631
Brodne	id=g:3102632
Brodna	id=g:3102633
Brodła	id=g:3102634
Bródki	id=g:3102635
Bródki	id=g:3102636
Bród Kamienny	id=g:3102637
Broda	id=g:3102638
Bród	id=g:3102639
Bród	id=g:3102640
Broczyno	id=g:3102641
Broczyna	id=g:3102642
Brochów	id=g:3102643
Brochocinek	id=g:3102644
Brochocin	id=g:3102645
Brochocin	id=g:3102646
Brochocin	id=g:3102647
Brętowo	id=g:3102648
Breńsk	id=g:3102649
Brenno	id=g:3102650
Brennica	id=g:3102651
Brenna	id=g:3102652
Breń	id=g:3102653
Brelki	id=g:3102654
Kanał Brdy	id=g:3102655
Jezioro Brdowskie	id=g:3102656
Przekop Brdowski	id=g:3102657
Brdów	id=g:3102658
Brda	id=g:3102659
Bratwin	id=g:3102660
Bratuszyn	id=g:3102661
Bratuszewo	id=g:3102662
Bratowice	id=g:3102663
Bratoszow	id=g:3102664
Bratoszewice	id=g:3102665
Bratków Górny	id=g:3102666
Bratków Dolny	id=g:3102667
Bratian	id=g:3102668
Braszowice	id=g:3102669
Brąszewice Przyczałki	id=g:3102670
Brąszewice Przerycie	id=g:3102671
Nadleśnictwo Brąszewice	id=g:3102672
Brąszewice	id=g:3102673
Braszczok	id=g:3102674
Branno	id=g:3102675
Brankówka	id=g:3102676
Braniewo	id=g:3102677
Jezioro Branickie	id=g:3102678
Branice	id=g:3102679
Branica	id=g:3102680
Branica	id=g:3102681
Branica	id=g:3102682
Bramka	id=g:3102683
Bramka	id=g:3102684
Biały Kościoł	id=g:3102685
Bralin	id=g:3102686
Bralęcin	id=g:3102687
Brada	id=g:3102688
Brączno	id=g:3102689
Braciszów	id=g:3102690
Braciszewo	id=g:3102691
Braciejówka	id=g:3102692
Brachowice	id=g:3102693
Bracholin	id=g:3102694
Brąchnowo	id=g:3102695
Brachnówka	id=g:3102696
Brachlewo	id=g:3102697
Boży Stok	id=g:3102698
Bożydar	id=g:3102699
Bożnowice	id=g:3102700
Boznów	id=g:3102701
Bożniewice	id=g:3102702
Bożkówer	id=g:3102703
Bozkow	id=g:3102704
Bożewo	id=g:3102705
Bożepole Wielkie	id=g:3102706
Boźepole Małe	id=g:3102707
Bożepole Królewskie	id=g:3102708
Bożepole	id=g:3102709
Bożenice	id=g:3102710
Bożeń	id=g:3102711
Bożejewko	id=g:3102712
Bożejewice	id=g:3102713
Bożęcin	id=g:3102714
Boża Wola	id=g:3102715
Boża Wola	id=g:3102716
Boża Wola	id=g:3102717
Boża Wola	id=g:3102718
Bożatki	id=g:3102719
Bożanka	id=g:3102720
Bożacin	id=g:3102721
Bożacin	id=g:3102722
Bowyczyn Towarzystwo	id=g:3102723
Bowyczyny	id=g:3102724
Bolkowice	id=g:3102725
Bowentów	id=g:3102726
Boszkowo	id=g:3102727
Borzytuchom	id=g:3102728
Jezioro Borzyszkowy	id=g:3102729
Borzyszkowo	id=g:3102730
Borzyszkowo	id=g:3102731
Borzysławiec	id=g:3102732
Borzysław	id=g:3102733
Borzysko	id=g:3102734
Borzynowo	id=g:3102735
Jezioro Borzymowskie	id=g:3102736
Borzymowo	id=g:3102737
Borzymowice	id=g:3102738
Borzymin	id=g:3102739
Borzym	id=g:3102740
Borzykowo	id=g:3102741
Borzykówka	id=g:3102742
Borzykowa	id=g:3102743
Borzyków	id=g:3102744
Borztych	id=g:3102745
Borzewisko	id=g:3102746
Borzęta	id=g:3102747
Borzestowska Huta	id=g:3102748
Borzestowo	id=g:3102749
Borzenkowo	id=g:3102750
Borzeckie	id=g:3102751
Borzęcino	id=g:3102752
Borzęcino	id=g:3102753
Borzęcinko	id=g:3102754
Borzęcin	id=g:3102755
Borzęcin	id=g:3102756
Borzęciczki	id=g:3102757
Borzęcice	id=g:3102758
Borzechowo	id=g:3102759
Borzątew	id=g:3102760
Bór Zapilski	id=g:3102761
Bór Zajaciński	id=g:3102762
Boryszyn	id=g:3102763
Boryszów	id=g:3102764
Boryszewo Stare	id=g:3102765
Boryszewo Nowe	id=g:3102766
Boryszewo	id=g:3102767
Bory Stare	id=g:3102768
Borysów	id=g:3102769
Bory Sobieski	id=g:3102770
Borysławice Zamkowe	id=g:3102771
Borysławice Kościelne	id=g:3102772
Borysławice	id=g:3102773
Bory Pastwiska	id=g:3102774
Borynia	id=g:3102775
Bory	id=g:3102776
Bory	id=g:3102777
Boruta	id=g:3102778
Boruszyn	id=g:3102779
Boruszyn	id=g:3102780
Boruszowice	id=g:3102781
Borujsko	id=g:3102782
Boruja Stara	id=g:3102783
Boruja Nowa	id=g:3102784
Boruja Kościelna	id=g:3102785
Boruja	id=g:3102786
Borucino	id=g:3102787
Borucino	id=g:3102788
Borucinek	id=g:3102789
Borucin	id=g:3102790
Borucin	id=g:3102791
Borucice	id=g:3102792
Boruchowo	id=g:3102793
Borszyn Wielki	id=g:3102794
Borszyn	id=g:3102795
Borszewice	id=g:3102796
Borsk	id=g:3102797
Borowy Młyn	id=g:3102798
Borowy Młyn	id=g:3102799
Borowy Młyn	id=g:3102800
Borowy Las	id=g:3102801
Borów Stary	id=g:3102802
Piotrków Borowski	id=g:3102803
Borowo	id=g:3102804
Borowo	id=g:3102805
Borowo	id=g:3102806
Borowo	id=g:3102807
Borowo	id=g:3102808
Borowo	id=g:3102809
Borowo	id=g:3102810
Borowo	id=g:3102811
Borów Nowy	id=g:3102812
Jezioro Borowno	id=g:3102813
Jezioro Borówno	id=g:3102814
Borówno	id=g:3102815
Borówno	id=g:3102816
Borowno	id=g:3102817
Borówno	id=g:3102818
Borowno	id=g:3102819
Borownica	id=g:3102820
Borownica	id=g:3102821
Borownica	id=g:3102822
Borowni	id=g:3102823
Borówki	id=g:3102824
Borówki	id=g:3102825
Borówka	id=g:3102826
Borowiska	id=g:3102827
Borowina	id=g:3102828
Borowina	id=g:3102829
Borowiec Stary	id=g:3102830
Borowiec Nowy	id=g:3102831
Borowiecko	id=g:3102832
Borowiec	id=g:3102833
Borowiec	id=g:3102834
Borowiec	id=g:3102835
Borowiec	id=g:3102836
Borowiec	id=g:3102837
Borowiec	id=g:3102838
Borowiec	id=g:3102839
Borowiec	id=g:3102840
Borowica	id=g:3102841
Borowica	id=g:3102842
Borowianka	id=g:3102843
Borówek	id=g:3102844
Borowe	id=g:3102845
Borowe	id=g:3102846
Borowce	id=g:3102847
Borowa Wieś	id=g:3102848
Borowa Górka	id=g:3102849
Borowa Góra	id=g:3102850
Borowa	id=g:3102851
Borowa	id=g:3102852
Borowa	id=g:3102853
Borowa	id=g:3102854
Borowa	id=g:3102855
Borowa	id=g:3102856
Borowa	id=g:3102857
Borów	id=g:3102858
Borów	id=g:3102859
Borów	id=g:3102860
Borów	id=g:3102861
Borów	id=g:3102862
Borów	id=g:3102863
Borow	id=g:3102864
Borów	id=g:3102865
Borów	id=g:3102866
Boroszów	id=g:3102867
Boroszewo	id=g:3102868
Boronów	id=g:3102869
Bornice	id=g:3102870
Borne	id=g:3102871
Bór Łodygowski	id=g:3102872
Borków Stary	id=g:3102873
Borkowo Wielkie	id=g:3102874
Borkowo Wielkie	id=g:3102875
Borkowo Kościelne	id=g:3102876
Borkowo	id=g:3102877
Borkowo	id=g:3102878
Borkowo	id=g:3102879
Borkowo	id=g:3102880
Borkowo	id=g:3102881
Borkowo	id=g:3102882
Borków Nowy	id=g:3102883
Borków Koronka	id=g:3102884
Borkowice	id=g:3102885
Borkowice	id=g:3102886
Borków	id=g:3102887
Borki Wielkie	id=g:3102888
Borki-Małe	id=g:3102889
Borki-Lipkowskie	id=g:3102890
Borki Drużbińskie	id=g:3102891
Borki	id=g:3102892
Borki	id=g:3102893
Borki	id=g:3102894
Borki	id=g:3102895
Borki	id=g:3102896
Borki	id=g:3102897
Borki	id=g:3102898
Borki	id=g:3102899
Borki	id=g:3102900
Borki	id=g:3102901
Borki	id=g:3102902
Borki	id=g:3102903
Borki	id=g:3102904
Borki	id=g:3102905
Borki	id=g:3102906
Borgowo	id=g:3102907
Boręty	id=g:3102908
Borek Wielkopolski	id=g:3102909
Borek Szlachecki	id=g:3102910
Borek Strzelinski	id=g:3102911
Borek Mielęcki	id=g:3102912
Borek Lipinski	id=g:3102913
Borek Laski	id=g:3102914
Borek Księży	id=g:3102915
Borek Fałęcki	id=g:3102916
Borek	id=g:3102917
Borek	id=g:3102918
Borek	id=g:3102919
Borek	id=g:3102920
Borek	id=g:3102921
Borek	id=g:3102922
Borek	id=g:3102923
Borek	id=g:3102924
Borek	id=g:3102925
Borek	id=g:3102926
Borek	id=g:3102927
Borek	id=g:3102928
Borek	id=g:3102929
Borek	id=g:3102930
Borek	id=g:3102931
Borek	id=g:3102932
Borek	id=g:3102933
Boreczno	id=g:3102934
Borecznia Wielka	id=g:3102935
Borecznia Mała	id=g:3102936
Boreczna	id=g:3102937
Boreczek	id=g:3102938
Borcz	id=g:3102939
Bór Biskupi	id=g:3102940
Jezioro Borak	id=g:3102941
Bór	id=g:3102942
Bór	id=g:3102943
Bór	id=g:3102944
Bór	id=g:3102945
Bór	id=g:3102946
Bór	id=g:3102947
Bonowskie Wzgorza	id=g:3102948
Bonowice	id=g:3102949
Bonisław	id=g:3102950
Bonin	id=g:3102951
Bonin	id=g:3102952
Bonin	id=g:3102953
Bonikowo	id=g:3102954
Boników	id=g:3102955
Boniewo	id=g:3102956
Bonarów	id=g:3102957
Bombalice	id=g:3102958
Bolumin Nowy	id=g:3102959
Boluminek	id=g:3102960
Bolszewo	id=g:3102961
Bolszewka	id=g:3102962
Bolmów	id=g:3102963
Bolków Zdroj	id=g:3102964
Bolkowo	id=g:3102965
Bolkowo	id=g:3102966
Bolków	id=g:3102967
Bolków	id=g:3102968
Bolków	id=g:3102969
Bolewicko	id=g:3102970
Nadleśnictwo Bolewice	id=g:3102971
Bolewice	id=g:3102972
Bolewice	id=g:3102973
Boleszyn	id=g:3102974
Boleszkowice	id=g:3102975
Boleszewo	id=g:3102976
Boleszczynek	id=g:3102977
Boleszczyn	id=g:3102978
Bolesławowo	id=g:3102979
Bolesławowo	id=g:3102980
Bolesławów	id=g:3102981
Bolesławów	id=g:3102982
Bolesławów	id=g:3102983
Bolesławów	id=g:3102984
Bolesławów	id=g:3102985
Bolesławów	id=g:3102986
Bolesławiec	id=g:3102987
Bolesławiec	id=g:3102988
Bolesławice	id=g:3102989
Bolesławice	id=g:3102990
Bolesławice	id=g:3102991
Bolesław	id=g:3102992
Bolesław	id=g:3102993
Boleścin	id=g:3102994
Bolen	id=g:3102995
Bolemin	id=g:3102996
Bolęcin	id=g:3102997
Bolechowo	id=g:3102998
Bolechowice	id=g:3102999
Bolechów	id=g:3103000
Bojszowy Nowe	id=g:3103001
Bojszowy Górne	id=g:3103002
Bojszowy Dolne	id=g:3103003
Bojszowy	id=g:3103004
Bojszów	id=g:3103005
Bojków	id=g:3103006
Bojary	id=g:3103007
Bojanowo Stare	id=g:3103008
Bojanowo	id=g:3103009
Bojanów	id=g:3103010
Bojanów	id=g:3103011
Bojanice	id=g:3103012
Bojanice	id=g:3103013
Bojanice	id=g:3103014
Bojan	id=g:3103015
Bojadła	id=g:3103016
Bojadelski Kanał	id=g:3103017
Bógwidzowy	id=g:3103018
Bógwidze Kotarby	id=g:3103019
Bógwidze	id=g:3103020
Boguszyny	id=g:3103021
Boguszyniec	id=g:3103022
Boguszynek	id=g:3103023
Boguszyn	id=g:3103024
Boguszyn	id=g:3103025
Boguszyce	id=g:3103026
Boguszyce	id=g:3103027
Boguszyce	id=g:3103028
Boguszyce	id=g:3103029
Boguszyce	id=g:3103030
Boguszyce	id=g:3103031
Boguszowice	id=g:3103032
Boguszowice	id=g:3103033
Boguszów-Gorce	id=g:3103034
Boguszewo	id=g:3103035
Boguszewo	id=g:3103036
Boguszewiec	id=g:3103037
Bogusze	id=g:3103038
Bogusławów	id=g:3103039
Bogusławiec	id=g:3103040
Bogusławice Góraj	id=g:3103041
Bogusławice A	id=g:3103042
Bogusławice	id=g:3103043
Bogusławice	id=g:3103044
Bogusławice	id=g:3103045
Bogusławice	id=g:3103046
Bogusławice	id=g:3103047
Bogusławice	id=g:3103048
Bogusław	id=g:3103049
Bogusław	id=g:3103050
Bogunów	id=g:3103051
Boguniewo	id=g:3103052
Boguniewko	id=g:3103053
Bogunice	id=g:3103054
Bogumiłowice	id=g:3103055
Bogumiłów	id=g:3103056
Bogumiłów	id=g:3103057
Bogumiłów	id=g:3103058
Bogumil	id=g:3103059
Bogufałów	id=g:3103060
Bogucin Duży	id=g:3103061
Bogucino	id=g:3103062
Bogucin Mały	id=g:3103063
Bogucin	id=g:3103064
Bogucin	id=g:3103065
Bogucice	id=g:3103066
Bogucice	id=g:3103067
Bogucice	id=g:3103068
Boguchwałowice	id=g:3103069
Boguchwałów	id=g:3103070
Boguchwała	id=g:3103071
Bógpomóz Stary	id=g:3103072
Bógpomóz Nowy	id=g:3103073
Bogoria Górna	id=g:3103074
Bogoria Dolna	id=g:3103075
Bogołmia	id=g:3103076
Bogdanowice	id=g:3103077
Boglów	id=g:3103078
Boginia	id=g:3103079
Bogdaszowice	id=g:3103080
Bogdany	id=g:3103081
Bogdanowo	id=g:3103082
Bogdanówka	id=g:3103083
Bogdanówka	id=g:3103084
Bogdanów	id=g:3103085
Bogdanów	id=g:3103086
Bogdanów	id=g:3103087
Bogdanki	id=g:3103088
Bogdanka	id=g:3103089
Bogdanka	id=g:3103090
Bogdaniec	id=g:3103091
Bogdańczew	id=g:3103092
Bogdałów	id=g:3103093
Bógdał	id=g:3103094
Bógdaj	id=g:3103095
Bogatynia	id=g:3103096
Bogatka	id=g:3103097
Bogaczów	id=g:3103098
Bogaczewo	id=g:3103099
Bogaczewo	id=g:3103100
Bogacica	id=g:3103101
Bogacica	id=g:3103102
Bogacica	id=g:3103103
Bodzyniewo	id=g:3103104
Bodzów	id=g:3103105
Bodzów	id=g:3103106
Bodziejowice	id=g:3103107
Bodzia	id=g:3103108
Bodzewo	id=g:3103109
Bodzewko	id=g:3103110
Bodzęcin	id=g:3103111
Bodzanowo	id=g:3103112
Bodzanowo	id=g:3103113
Bodzanowo	id=g:3103114
Bodzanowice	id=g:3103115
Bodzanów	id=g:3103116
Bodzanów	id=g:3103117
Boduszewo	id=g:3103118
Boczów	id=g:3103119
Boczków	id=g:3103120
Boczki Zarzeczne	id=g:3103121
Boczki	id=g:3103122
Boczki	id=g:3103123
Boczki	id=g:3103124
Bociniec	id=g:3103125
Bociany	id=g:3103126
Bocianowo	id=g:3103127
Bocianicha	id=g:3103128
Bochowo	id=g:3103129
Bochniak	id=g:3103130
Bochlin Miejski	id=g:3103131
Bochlewo Pierwsze	id=g:3103132
Bochlewo Drugie	id=g:3103133
