Darreh-ye Morgh Khān	id=g:123271
Kodī Chāl	id=g:126580
Kūh-e Kordhā	id=g:126582
Kordestān-e Soflá	id=g:126583
Ostān-e Kordestān	id=g:126584
Kurdistān	id=g:126585
Kordestān	id=g:126586
Kordestān-e ‘Olyā	id=g:126587
Kord-e Pā’īn	id=g:126588
Kord-e ‘Olyā	id=g:126589
Kordeh Nāb	id=g:126590
Kordeh Nāb	id=g:126591
Kordbastān	id=g:126592
Gerd Bolāgh	id=g:126593
Kordasht	id=g:126594
Kar Darreh	id=g:126595
Kordāp	id=g:126596
Hashtgerd	id=g:126597
Kordāndeh	id=g:126598
Īstgāh-e Rāhāhan-e Kordān	id=g:126599
Kordān	id=g:126600
Kordān	id=g:126601
Kord Amīr	id=g:126602
Kordak	id=g:126603
Kerdābād	id=g:126604
Estakhr-e Kordābād	id=g:126605
Kordābād (1)	id=g:126606
Kordābād	id=g:126607
Tang-e Kord	id=g:126608
Korch	id=g:126609
Kūh-e Korbāvī	id=g:126610
Dasht-e Korbāl	id=g:126611
Korang Kaftar	id=g:126612
Korang	id=g:126613
Korang	id=g:126614
Korand	id=g:126615
Kharand	id=g:126616
Korān-e ‘Olyā	id=g:126617
Korā’ī-ye Soflā	id=g:126618
Korā’ī-ye ‘Olyā	id=g:126619
Korā’ī-ye Bālā	id=g:126620
Rūdkhāneh-ye Kor	id=g:126621
Rūdkhāneh-ye Kor	id=g:126622
Rūdkhāneh-ye Kor	id=g:126623
Rūdkhāneh-ye Kor	id=g:126624
Kūh-e Kar	id=g:126626
Kor	id=g:126627
Kapūr Chāl	id=g:126628
Köpetdag Gershi	id=g:126629
Konūrcheh	id=g:126630
Kontakān Shahbāz	id=g:126631
Kan Sorkheh	id=g:126632
Kon Sorkh	id=g:126633
Kūh-e Konjūkhvor	id=g:126634
Konjīneh	id=g:126635
Ganjīn	id=g:126636
Cheshmeh-ye Ganjī	id=g:126637
Konchī	id=g:126638
Konjed Kār	id=g:126639
Konjedjān	id=g:126640
Konjedar	id=g:126641
Kongoreh-ye Pā’īn	id=g:126642
Kongor	id=g:126643
Koneh Sestān	id=g:126644
Koneh Kūh	id=g:126645
Kūh-e Kondūnkeh	id=g:126646
Sarkand Rūd	id=g:126647
Kond Rūd	id=g:126648
Kondrūd	id=g:126649
Kūh-e Kondosī	id=g:126650
Kondorcheh	id=g:126651
Konderān	id=g:126652
Kāl-e Kandar	id=g:126653
Kondor	id=g:126654
Kondor	id=g:126655
Kondor	id=g:126656
Kondor	id=g:126657
Kondor	id=g:126658
Kondor	id=g:126659
Kondak-e Sarāydīn	id=g:126660
Kondāzī	id=g:126661
Rūdkhāneh-ye Kondar	id=g:126662
Kondar	id=g:126663
Kondar	id=g:126664
Kondak-e Seh	id=g:126665
Konāshamīr	id=g:126666
Konārvand	id=g:126667
Konārū’īyeh	id=g:126668
Konārū	id=g:126669
Konārū	id=g:126670
Konār Torshān	id=g:126671
Konār Takhteh	id=g:126672
Konār Sīāh	id=g:126673
Konār Şandal	id=g:126674
Konār Pīr	id=g:126675
Rūd-e Konārnāy	id=g:126676
Konār Mohandesī	id=g:126677
Konār-e Konbān	id=g:126678
Konār-e Khoshk	id=g:126679
Konār Kheymeh	id=g:126680
Konār-e Jahāngīr	id=g:126681
Konārī	id=g:126682
Konārī	id=g:126683
Kenār Sāyeh	id=g:126684
Konār Sīāh	id=g:126685
Konānrow	id=g:126686
Konār-e Hashtīlīk	id=g:126687
Konār Esmā‘īl	id=g:126688
Konār-e Āzār	id=g:126689
Konārdān	id=g:126690
Konār Bandak	id=g:126692
Konār Bāghcheh	id=g:126693
Konārān	id=g:126694
Konārān	id=g:126695
Konārak	id=g:126696
Konārak	id=g:126697
Konārak-e Līrak	id=g:126698
Konār Ābādī	id=g:126699
Konār	id=g:126700
Konāmār	id=g:126701
Konāb	id=g:126702
Komzīrak	id=g:126703
Kömürköy Dağı	id=g:126704
Ma`dan-e Komūg	id=g:126705
Kūchak Komsār	id=g:126706
Komūr Chāy	id=g:126707
Komonī	id=g:126708
Kam Lar	id=g:126709
Kom Kolā	id=g:126710
Komjān	id=g:126711
Sardang-e Komīz	id=g:126712
Komītak	id=g:126713
Kūh-e Kamīrāh	id=g:126714
Komījān	id=g:126715
Komeyr	id=g:126716
Komeshcheh	id=g:126717
Komehr va Kākān	id=g:126718
Komehr	id=g:126719
Bakhsh-e Kommeh	id=g:126720
Kom Darreh	id=g:126721
Rūdkhāneh-ye Kambol	id=g:126722
Kūmbīl	id=g:126723
Kūh-e Kabī	id=g:126724
Kombārd	id=g:126725
Kamāyestān	id=g:126726
Komār-e Pāʼīn	id=g:126727
Komār-e Bālā	id=g:126728
Komāj Khvor	id=g:126729
Kamā Chāl	id=g:126730
Kamā (1)	id=g:126731
Kolūr	id=g:126732
Kolvārī	id=g:126733
Kolvānaq	id=g:126734
Kolūt Gūrhā-ye Qabrhā	id=g:126735
Kalūt-e Qaş	id=g:126736
Kolūt-e Ḩowz-e Mīrzā	id=g:126737
Kolūt-e Do Shākh	id=g:126738
Kolūt-e Dombū	id=g:126739
Rūd-e Kalūtak	id=g:126740
Rūd-e Kalūtak	id=g:126741
Kolosforūsh	id=g:126742
Kolowr	id=g:126743
Kūh-e Kūl Pār	id=g:126744
Kolūnchī	id=g:126745
Kolūn Pā’īn	id=g:126746
Gūlokh Kalam	id=g:126747
Kolūkh	id=g:126748
Godār-e Kolūkeh	id=g:126749
Kūh-e Kolūh	id=g:126750
Kolū Deh	id=g:126751
Kūh-e Kolūd	id=g:126752
Kolūcheh-ye Khāleşeh	id=g:126753
Kolūcheh	id=g:126754
Kolūchān	id=g:126755
Gol Sarak-e Bālā Maḩalleh	id=g:126756
Kalleh Sar (1)	id=g:126757
Rūdkhāneh-ye Kolowrū	id=g:126758
Kākalāt-e Berang	id=g:126759
Kolol	id=g:126760
Kolal-e ‘Olyā	id=g:126761
Kolm-e Pāʼīn	id=g:126762
Kolm-e Bālā	id=g:126763
Kollūk Daraq	id=g:126764
Rūdkhāneh-ye Kollī	id=g:126766
Rūdkhāneh-ye Kollān	id=g:126767
Kol Koleh	id=g:126768
Kol Kol	id=g:126769
Kolkol-e Āsmanābād	id=g:126770
Kolkā Sarā	id=g:126771
Kūh-e Kolīsheh	id=g:126772
Kolīrmeh	id=g:126773
Kūh-e Kolīneh	id=g:126774
Kolī Gūrūn	id=g:126775
Kalhor	id=g:126776
Kol Gāh-e Cham-e ‘Arab	id=g:126777
Kolfat	id=g:126778
Kelfat	id=g:126779
Koleybī	id=g:126780
Kolanjān	id=g:126781
Kolendar	id=g:126782
Kūh-e Koleh Kaftarū	id=g:126783
Kalleh Jūb	id=g:126784
Kalleh Jūb	id=g:126785
Kaleh Jūb	id=g:126786
Kaleh Jūb	id=g:126789
Kūh-e Koleh Dowdūn	id=g:126790
Kūh-e Koleh Bīd	id=g:126791
Koleh Bīd	id=g:126792
Tol Dozd	id=g:126793
Koldān-e Soflá	id=g:126794
Koldān-e `Olyā	id=g:126795
Koldān	id=g:126796
Koldān	id=g:126797
Kal-e Boland	id=g:126798
Kolbīd	id=g:126799
Kūh-e Kolāzaneh	id=g:126800
Kaleshtar (2)	id=g:126801
Kolashtā Jān	id=g:126802
Emāmzādeh-ye Kolāshīr	id=g:126803
Kalāram (1)	id=g:126804
Kūh-e Kolār	id=g:126805
Kūh-e Kolāh Qāẕī	id=g:126806
Rūdkhāneh-ye Kolanjīn	id=g:126807
Kolanjīn	id=g:126808
Kolang Qāẕī	id=g:126809
Kūh-e Kolang Mīr	id=g:126810
Kolang Kūh	id=g:126811
Kūh-e Gokangeh	id=g:126812
Kūh-e Kolangeh	id=g:126813
Kūh-e Kolangeh	id=g:126814
Kūh-e Kolangeh	id=g:126815
Kolangbarī	id=g:126816
Galangāneh	id=g:126817
Tang-e Kolang	id=g:126818
Kūh-e Kolang	id=g:126819
Kūh-e Kolang	id=g:126820
Kūh-e Kolang	id=g:126821
Kūh-e Kolang	id=g:126822
Kolang	id=g:126823
Kolām Rūd	id=g:126824
Kolak	id=g:126825
Kūh-e Koldjār	id=g:126826
Kūh-e Mīkh Kolā’ī	id=g:126827
Kalātūn	id=g:126828
Kalāhū	id=g:126829
Kūh-e Kolātarak	id=g:126830
Kūl Sorkh	id=g:126831
Kalahrūd	id=g:126832
Kūh-e Kolāh Qāẕī	id=g:126833
Kūh-e Kolāh Qāẕī	id=g:126834
Kolāh Qal‘eh-ye Nar	id=g:126835
Kolā Qal‘eh-ye Nar	id=g:126836
Gardaneh-ye Khān	id=g:126837
Kolāhī	id=g:126838
Kūh-e Kolāh Kas	id=g:126839
Kūh-e Kolāh Farangī	id=g:126840
Kūh-e Kolāh Barfī	id=g:126841
Kolāh Bakhsh	id=g:126842
Kūh-e Kaleh	id=g:126843
Kolāh	id=g:126844
Kolagan	id=g:126845
Kolah Darreh	id=g:126846
Kolāhdūz	id=g:126847
Kūh-e Kolabāz	id=g:126848
Kūh-e Kolabān Naz̧ar	id=g:126849
Kūh-e Kalāb	id=g:126850
Rūdkhāneh-ye Kol	id=g:126851
Kūh-e Kūkhak	id=g:126852
Baldeh Kojūr	id=g:126853
Rūdkhāneh-ye Kahūtan	id=g:126854
Kohūr Kalāghī	id=g:126855
Kohūrdān	id=g:126856
Kahrūd-e Bālā	id=g:126857
Gohargaz	id=g:126858
Kohol	id=g:126859
Kohnūsh	id=g:126860
Kohneh Shahr	id=g:126861
Kohneh Qal`eh	id=g:126862
Kohneh ‘Os̄mān	id=g:126863
Kohneh ‘Omar	id=g:126864
Kohneh Lū	id=g:126865
Kohneh Kand	id=g:126866
Kohneh Ḩeşār	id=g:126867
Kohneh Gorāb	id=g:126868
Rūdkhāneh-ye Kohneh	id=g:126869
Kohneh	id=g:126870
Kohang	id=g:126871
Rūdkhāneh-ye Kohnāb	id=g:126872
Kohnāb-e Pā‘īn	id=g:126873
Kohlū-ye Pā’īn	id=g:126874
Kohlū-ye Bālā	id=g:126875
Kohleh-ye Markazī	id=g:126876
Kohlbūn	id=g:126877
Ostān-e Kohgīlūyeh va Būyer Aḩmad	id=g:126878
Kūh-e Kohkīlūyeh	id=g:126879
Kocheh	id=g:126880
Kohan Maḩalleh	id=g:126881
Kahangān	id=g:126882
Kohandān	id=g:126883
Kahnābād	id=g:126884
Kahak	id=g:126885
Rūdkhāneh-ye Kafrāvar	id=g:126886
Ko’eyb	id=g:126887
Kūdīan	id=g:126888
Kodūr-e Bālā	id=g:126889
Kūh-e Do Rūd	id=g:126890
Kodūnū’īyeh	id=g:126891
Kūh-e Kachhor	id=g:126892
Koch	id=g:126893
Kobeh	id=g:126894
Kobārū	id=g:126895
Kūh-e Kobār	id=g:126896
Kūh-e Kīzesūn	id=g:126897
Kīzūn Darreh	id=g:126898
Kīyāmakī Dāgh	id=g:126899
Kūh-e Kīvreh	id=g:126900
Kīvī-ye Bālā	id=g:126901
Gavīj	id=g:126902
Kīvī-ye Pā’īn	id=g:126903
Kīvarz-e Bālā	id=g:126904
Kīvanān	id=g:126905
Kīvaj	id=g:126906
Kūh-e Kīsmar	id=g:126908
Kīsh Kūh	id=g:126909
Kīshī	id=g:126910
Kīsh-e ‘Olyā	id=g:126911
Kīshān	id=g:126912
Jazīreh-ye Kīsh	id=g:126913
Kīsh	id=g:126914
Kīseh Jīn	id=g:126915
Kesār	id=g:126916
Kīsāleh	id=g:126917
Kūh-e Kīrū	id=g:126918
Darreh-ye Kabrū	id=g:126919
Kerūyeh	id=g:126920
Kūh-e Kīrtūn	id=g:126921
Chāh-e Kardār Sang	id=g:126922
Ertefā‘āt-e Kīqā	id=g:126924
Kūh-e Kīneh Zā	id=g:126925
Kūh-e Kīneh Zā	id=g:126926
Kīneh Vars	id=g:126927
Kīneh Dūrlū	id=g:126928
Kīnchāh	id=g:126929
Kīnj	id=g:126930
Kīnak	id=g:126931
Kīn	id=g:126932
Kīmeh	id=g:126933
Kīmārān	id=g:126934
Kīlūr Karīm	id=g:126935
Kīlū Panjeh	id=g:126936
Kīleh Sefīd	id=g:126937
Kīleh Sefīd	id=g:126938
Kīleh Kabūd	id=g:126939
Kūh-e Kīldūn	id=g:126940
Gīlāneh	id=g:126941
Kīlān	id=g:126942
Kīlek	id=g:126943
Kī Kī	id=g:126944
Kīkī	id=g:126945
Kīkan	id=g:126946
Gījū’īyeh	id=g:126947
Emāmzādeh Dāvūd	id=g:126948
Kīfteh	id=g:126949
Kadāsh	id=g:126950
Kīdī	id=g:126951
Bandar-e Kīāshahr	id=g:126952
Kīāseh	id=g:126953
Kīā Sarā	id=g:126954
Kīāraq	id=g:126955
Kīārām	id=g:126956
Rūdkhāneh-ye Kīār	id=g:126957
Sarāb-e Kīān	id=g:126958
Kīānābād	id=g:126959
Deh Kīān	id=g:126960
Kūh-e Kīālū	id=g:126961
Kīā Kolā	id=g:126962
Kīā Kalā	id=g:126963
Kīā’ī	id=g:126964
Kītī Dāgh	id=g:126965
Kīādeh	id=g:126966
Kīā Dāgh	id=g:126967
Kīābān	id=g:126968
Kīāhābād	id=g:126969
Kīāb	id=g:126970
Kūh-e Kīā	id=g:126971
Khvoy	id=g:126972
Khvoy	id=g:126973
Khvosh Yeylāq	id=g:126974
Khvosh Qeshlāq	id=g:126975
Khvosh Qadam	id=g:126976
Khvoshnām	id=g:126977
Khūsh Nāmeh	id=g:126978
Khvoshnābād	id=g:126979
Khvosh Maqām	id=g:126980
Khvosh Makān	id=g:126981
Khvoshīnān Tappeh	id=g:126982
Khvoshīnān-e Bālā	id=g:126983
Khūshīnān-e Soflá	id=g:126984
Khvosh-e Pā'īn	id=g:126985
Khvosh-e Bālā	id=g:126986
Khvoshdūn	id=g:126987
Khvoshbahār	id=g:126988
Kafsh Kanān	id=g:126989
Khvoshāb-e Vasaţ	id=g:126990
Khvoshābeh	id=g:126991
Khvoshāb-e Bālā	id=g:126992
Khvosh Havā	id=g:126993
Khvoshābād	id=g:126994
Khvoshābād	id=g:126995
Khoshrābād	id=g:126996
Khvoshābād	id=g:126997
Khvoshābād	id=g:126998
Chāh-e Khvoshāb	id=g:126999
Khvoshāb	id=g:127000
Khvoshāb	id=g:127001
Khvoshāb	id=g:127002
Khvosh Āb-e Shīrīn	id=g:127003
Khvosh Āb	id=g:127004
Khvosh Āb	id=g:127005
Khvosh	id=g:127006
Khvorzan	id=g:127007
Khvorvandeh	id=g:127008
Khvortāb-e Rūdbār	id=g:127009
Rūd-e Khvorshīdān	id=g:127010
Khvorshīdān	id=g:127011
Khvorshīdābād	id=g:127012
Khvorshīd	id=g:127013
Khvormūj	id=g:127014
Khūrmīz-e Bālā	id=g:127015
Kūh-e Qal‘eh Āvīzan	id=g:127016
Khvor Khvoreh	id=g:127018
Khvor Khvoreh	id=g:127019
Khvor Khvor	id=g:127021
Khvorheh	id=g:127022
Khūrheh	id=g:127023
Khvordeh Ḩowzī	id=g:127024
Khvorand	id=g:127025
Khūrān-e ‘Olyā	id=g:127026
Khvorākābād	id=g:127027
Khvorāb	id=g:127028
Khvor	id=g:127029
Kūh-e Khvānsār	id=g:127030
Kūh-e Khvānsār	id=g:127031
Godār-e Khvonsār	id=g:127032
Khvānsār	id=g:127033
Kūh-e Khvojeh Lāk	id=g:127034
Khūjeh Galdī	id=g:127035
Khvoīndīzaj	id=g:127037
Khvo’īn	id=g:127038
Khvod Rāhī	id=g:127039
Chāh-e Kebīsh	id=g:127040
Khvar	id=g:127041
Khār	id=g:127042
Khvānsār	id=g:127043
Khvānand	id=g:127044
Kūh-e Khvājūnī	id=g:127045
Khvāchekīn	id=g:127046
Khvājeh Shāhī	id=g:127047
Khvājeh Rabī‘	id=g:127048
Kūh-e Khvājeh Qanbar	id=g:127049
Khvājeh Nez̧ām	id=g:127050
Khvājeh Nafas	id=g:127051
Khvājeh Morād	id=g:127052
Khvājeh Marjān	id=g:127053
Khvājeh Mardī Khān	id=g:127054
Khūjehlar	id=g:127055
Khvājehlar	id=g:127056
Gardaneh-ye Khvājeh Koshteh	id=g:127057
Khvājeh Kalā	id=g:127058
Khvājeh Jarrāḩ	id=g:127059
Khvājeh Jamālī	id=g:127060
Khvājeh Jamālī	id=g:127061
Khvājeh’ī	id=g:127062
Khvājeh Ḩeşārī	id=g:127063
Khvājehhā	id=g:127064
Khvājegī	id=g:127065
Khajeh Karī	id=g:127066
Khvājeh Gerdāb	id=g:127067
Khvājeh Dīzaj	id=g:127068
Khvājeh Bolāghī	id=g:127069
Khvājeh Bālā	id=g:127070
Khvājeh ‘Asgar	id=g:127071
Khvājeh Anvar	id=g:127072
Khvājehābād	id=g:127073
Khvājehābād-e ‘Olyā	id=g:127074
Khvājehābād	id=g:127075
Kūh-e Khvājeh	id=g:127076
Khvājeh	id=g:127077
Qal‘eh Khvājeh’ī	id=g:127078
Khvāh Makān	id=g:127079
Khūznīn	id=g:127080
Khūzī	id=g:127081
Ostān-e Khūzestān	id=g:127082
Jolgeh-ye Khūzestān	id=g:127083
Khūzestān	id=g:127084
Khūzankolā	id=g:127085
Khūygān-e Soflá	id=g:127086
Khāygaz	id=g:127087
Khūyeh Pā’īn	id=g:127088
Khūyeh Bālā	id=g:127089
Khvān	id=g:127090
Khoshtar	id=g:127091
Khūshīneh-ye Pā'īn	id=g:127093
Khūshīneh-ye Bālā	id=g:127094
Khūsheh Mehr-e Khūjeh Mīr	id=g:127095
Khūsheh Darreh	id=g:127096
Khūsheh Darreh	id=g:127097
Khūsf	id=g:127098
Khūsf	id=g:127099
Khvorzan-e ‘Olyā	id=g:127100
Khūrzān	id=g:127101
Khūrzan	id=g:127102
Khūrvīn	id=g:127103
Khvor-e Shahāb	id=g:127105
Kūh-e Khūrīn	id=g:127106
Khūr Moghān	id=g:127107
Kūh-e Khvorīn	id=g:127108
Khūrīn	id=g:127109
Khūrīān	id=g:127110
Khūrīān	id=g:127111
Khūrīābād	id=g:127112
Khūrī	id=g:127113
Khvorhesht	id=g:127114
Khūrheh	id=g:127115
Kūh-e Khvorgū	id=g:127116
Khowr-e Meyānī	id=g:127117
Khvoreshkāb	id=g:127118
Deqez	id=g:127119
Khvor-e Bālā	id=g:127120
Rūdkhāneh-ye Khvorjol	id=g:127121
Kūh-e Khvordā	id=g:127122
Kūh-e Khūrbeh	id=g:127123
Darreh-ye Khūrbah	id=g:127124
Khūr Āb	id=g:127125
Chāh-e Khūr	id=g:127126
Khūr	id=g:127127
Khūr	id=g:127128
Khowr	id=g:127129
Khvor	id=g:127130
Khvor	id=g:127131
Khvor	id=g:127132
Kūh-e Khūn Zā	id=g:127133
Khūnīkūk	id=g:127134
Khūnū’īyeh	id=g:127135
Khūn Sorkh	id=g:127136
Kūh-e Khūnīn	id=g:127137
Khūnīleh	id=g:127138
Khūnīk Zīrak	id=g:127139
Khūnīk	id=g:127140
Khūnīk-e Pā’īn	id=g:127141
Khūnīk-e Bāz	id=g:127142
Khūnīk-e Bālā	id=g:127143
Khūnīk	id=g:127144
Kūh-e Khūnīk	id=g:127145
Kāl-e Khūnīk	id=g:127146
Khūnīk	id=g:127147
Khūnīk	id=g:127148
Khūnīk	id=g:127149
Khūnīk	id=g:127150
Khūnīk	id=g:127151
Khūng-e Bālā	id=g:127152
Khūnīk	id=g:127153
Khūpīk	id=g:127154
Khūnīk	id=g:127155
Rūdkhāneh-ye Khūnī	id=g:127156
Khūnī	id=g:127157
Khāneh Varz	id=g:127158
Khūngāh	id=g:127159
Khūndāb	id=g:127160
Chāh-e Khūnaq	id=g:127161
Khūnān	id=g:127162
Kūh-e Khūn	id=g:127163
Kūh-e Khūn	id=g:127164
Khūn	id=g:127165
Boneh-ye Khūmehzār	id=g:127166
Keshābād	id=g:127167
Kholīn Darreh	id=g:127168
Khālīār	id=g:127169
Khūkestān	id=g:127170
Khūkānlū	id=g:127171
Kūh-e Khol	id=g:127172
Khūkī	id=g:127173
Khūjomlī	id=g:127174
Khūjān	id=g:127175
Khūgchūyeh	id=g:127176
Khūgān-e Pā’īn	id=g:127177
Khowgān	id=g:127178
Khūdelān	id=g:127179
Kūh-e Khūdīan	id=g:127180
Khūdīān	id=g:127181
Khūd-e Soflá	id=g:127182
Khūbyār	id=g:127183
Khūbū	id=g:127184
Khūbestān	id=g:127185
Khozāq	id=g:127186
Khvozīneh-ye Pā’īn	id=g:127187
Khvozīneh-ye Bālā	id=g:127188
Khvosh Makān	id=g:127189
Hoshkīzū	id=g:127190
Kūh-e Khowshāb	id=g:127191
Khvosh Āb	id=g:127192
Khvosh Āb	id=g:127193
Khvors	id=g:127194
Khvorkosh	id=g:127195
Khvor Kharān	id=g:127196
Khvorjān	id=g:127197
Khvorgū	id=g:127198
Godār-e Khvoreh	id=g:127199
Khūr-e Dowraq	id=g:127200
Kūh-e Khvorbeh	id=g:127201
Darreh-ye Khvorbeh	id=g:127202
Clarence Strait	id=g:127203
Khvor-e Khvorān	id=g:127204
Khowrābād	id=g:127205
Rūdkhāneh-ye Khvor	id=g:127206
Rūdkhāneh-ye Khowr	id=g:127207
Khong	id=g:127208
Khūlī	id=g:127209
Khowlak	id=g:127210
Khūjīn	id=g:127211
Khvodrowgān	id=g:127212
Khoveyt	id=g:127213
Khoţbeh Sarā	id=g:127214
Khosūyeh	id=g:127215
Khosrūd	id=g:127216
Khosrow Shīrīn	id=g:127217
Khosrow Shīr	id=g:127218
Khosrowshahr	id=g:127219
Khosrow Mīreh	id=g:127220
Kūh-e Khosrow Kesh	id=g:127221
Gardaneh-ye Khosrow Kosh	id=g:127222
Khosrow Kharābeh	id=g:127223
Khosrow Khānī	id=g:127224
Kūh-e Khosrow Khān	id=g:127225
Khosrowjerd	id=g:127226
Khosrow Beg	id=g:127227
Khosrow Beyg	id=g:127228
Khosrowābād	id=g:127229
Khosrowābād (2)	id=g:127230
Khosrowābād	id=g:127231
Khosrowābād	id=g:127232
Khosrowābād	id=g:127233
Khosrowābād	id=g:127234
Khosrowābād	id=g:127235
Khosrowābād	id=g:127236
Khosrowābād	id=g:127237
Khosrowābād	id=g:127238
Khosrowābād	id=g:127239
Khosrowābād	id=g:127240
Khosrowābād	id=g:127241
Khosrowābād	id=g:127242
Shahrak-e Emām Khomeynī	id=g:127243
Khosrowābād	id=g:127245
Khosrowābād	id=g:127246
Khosrowābād	id=g:127247
Khosrowābād	id=g:127248
Khosrowābād	id=g:127249
Khosrowābād	id=g:127250
Khosrowābād	id=g:127251
Khosrowābād	id=g:127252
Khosrowābād	id=g:127253
Khosrowābād	id=g:127254
Khosrow	id=g:127255
Khosravī	id=g:127256
Rūdkhāneh-ye Khosrī	id=g:127257
Khosrī	id=g:127258
Īstgāh-e Khosravī	id=g:127259
Khosravī	id=g:127260
Khosravī	id=g:127261
Khosravī	id=g:127262
Khosravānī	id=g:127263
Khesok	id=g:127264
Kūh-e Khoshū	id=g:127265
Kūh-e Khoshk Rūd	id=g:127266
Khoshk Rūd	id=g:127267
Khoshkeh Rūd	id=g:127268
Khoshkrūd	id=g:127269
Khoshk Rūd	id=g:127270
Khoshkrūd	id=g:127271
Khoshkrūd	id=g:127272
Khoshknowdehān	id=g:127273
Khoshkeh Lāt	id=g:127274
Khoshkīn	id=g:127275
Khvoshkīn	id=g:127276
Khoshkī-ye Bālā	id=g:127277
Khoshkī	id=g:127278
Khoshk Eşţakh	id=g:127279
Kūh-e Khoshkeh Rūd	id=g:127280
Khoshkeh Rūd	id=g:127281
Rūd-e Khoshkeh Kalāl	id=g:127282
Khoshkeh Dūl	id=g:127283
Khoshkeh Dar-e Soflá	id=g:127284
Khoshk Dahaneh	id=g:127285
Kūh-e Khoshk Darreh	id=g:127286
Khoshkeh Dar	id=g:127287
Khoshkeh Dar	id=g:127288
Khoshk-e Bījār	id=g:127289
Khoshkkān	id=g:127290
Khoshkeh Marrūd-e Soflá	id=g:127291
Khoshkeh Marrūd-e ‘Olyā	id=g:127292
Khvoshābād	id=g:127293
Khoshkābād	id=g:127294
Tang-e Khoshk	id=g:127295
Tang-e Khoshk	id=g:127296
Rūdkhāneh-ye Khoshk	id=g:127297
Rūdkhāneh-ye Khoshk	id=g:127298
Rūdkhāneh-ye Khoshk	id=g:127299
Rūdkhāneh-ye Khoshk	id=g:127300
Khoshk	id=g:127301
Khoshkeh Rūd	id=g:127302
Kūh-e Khosheh	id=g:127303
Khvoshangān	id=g:127304
Khoshakī	id=g:127305
Ḩosbījān-e Soflá	id=g:127306
Kūh-e Khorzand	id=g:127307
Khorūslū Dāgh	id=g:127308
Khorūseh	id=g:127309
Khorūs Darreh	id=g:127310
Khorūsān	id=g:127311
Khorūsāgang	id=g:127312
Darreh-ye Khorūs	id=g:127313
Bālā Maḩalleh-ye Khorţūm	id=g:127314
Khor Sūr	id=g:127315
Khorsand	id=g:127317
Khorramzār	id=g:127318
Khorramshahr	id=g:127319
Khorramshāhī	id=g:127320
Khorramshāh	id=g:127321
Khorram Rūd	id=g:127322
Khorram Rūd	id=g:127323
Khorramkān	id=g:127324
Khorramī	id=g:127325
Khorramī	id=g:127326
Khorram Deh	id=g:127327
Khorram Dasht	id=g:127328
Khorram Dasht	id=g:127329
Khorram Dasht	id=g:127330
Khorram Darreh	id=g:127331
Khorram Darreh	id=g:127332
Khorram Chammāz	id=g:127333
Khorramak	id=g:127334
Khorramābād-e Soflá	id=g:127335
Khorramābād	id=g:127336
Khorramābād-e ‘Olyā	id=g:127337
Rūdkhāneh-ye Khorramābād	id=g:127338
Khorramābād	id=g:127339
Khorramābād	id=g:127340
Khorramābād	id=g:127341
Khorramābād	id=g:127342
Khorramābād	id=g:127343
Khorramābād	id=g:127344
Khorramābād	id=g:127345
Khorramābād	id=g:127346
Khorramābād	id=g:127347
Khorramābād	id=g:127348
Khorramābād	id=g:127349
Khorramābād	id=g:127350
Khorramābād	id=g:127351
Por Dū	id=g:127352
Khorramābād	id=g:127353
Khorramābād	id=g:127354
Khorramābād	id=g:127355
Chīlābād	id=g:127356
Kheyram	id=g:127357
Kūh-e Khornū	id=g:127358
Kūh-e Khowr Mūj	id=g:127359
Khormūj	id=g:127360
Khormā Zard	id=g:127361
Khormāyak	id=g:127362
Khormālū	id=g:127363
Kharān	id=g:127364
Khormā’ī	id=g:127365
Khormā	id=g:127366
Khar Garū	id=g:127367
Kūh-e Kūr Kūr	id=g:127368
Khorkhor	id=g:127369
Khvorāvand	id=g:127370
Kharāshāh	id=g:127371
Khorāshād	id=g:127372
Khorāsānlū	id=g:127373
Kūh-e Khorāsān	id=g:127375
Chāh-e Khorāsān	id=g:127376
Khorāsān	id=g:127377
Khorāsān	id=g:127378
Khoranj	id=g:127379
Kharanjān	id=g:127380
Khonk	id=g:127381
Khonj	id=g:127382
Khong-e Ţāherī	id=g:127383
Khonjesht	id=g:127384
Khong-e Deh Sheykh	id=g:127385
Khong	id=g:127386
Kūh-e Khan Kabūrdeh	id=g:127387
Khondāb	id=g:127388
Khondāb	id=g:127389
Khonb	id=g:127390
Khonmīd	id=g:127391
Khonak Yar ‘Alīvand	id=g:127392
Khonak Karam ‘Alīvand	id=g:127393
Khenejīn	id=g:127394
Ḩamzeh-ye Vostá	id=g:127395
Khomsīāneh-ye Bālā	id=g:127396
Amredū’īyeh	id=g:127397
Khomrūdū’īyeh	id=g:127398
Chāh-e Khomneh	id=g:127399
Kūh-e Tang-e Khommār	id=g:127400
Tappeh-ye Khomeys	id=g:127401
Khomīrān	id=g:127402
Khomeyn	id=g:127403
Khomestān	id=g:127404
Ḩom-e Khosrow	id=g:127405
Khomeh-ye Bālā	id=g:127406
Khomeh-ye Pā’īn	id=g:127407
Khomār Tāj	id=g:127408
Khomārlū	id=g:127409
Gardaneh-ye Khomārī	id=g:127410
Khomār Bāqī	id=g:127411
Khomārak	id=g:127412
Khommār	id=g:127413
Khomām Rūd	id=g:127414
Khomām	id=g:127415
