Bérétékounda	id=g:2460109
Megsem Âtîlé	id=g:6407751
Agueït Yahia	id=g:6407752
Nebket Chouf	id=g:6407753
Djenaya	id=g:6407754
Djenéyyene	id=g:6407755
’Elb en Nouss	id=g:6407756
Agueït Assabaï	id=g:6407757
’Arîg el Fraïs	id=g:6407758
Nebket Nouss	id=g:6407759
’Elb Karibat	id=g:6407760
Hassi ould Boû Hounda	id=g:6407761
Tâyert el Ghnem	id=g:6407762
’Erg Amoghdar	id=g:6407763
Tamandourit	id=g:6408355
Oued Taguelgoulit	id=g:6410586
Gara Bercharenni	id=g:6410587
Oued Tedakal	id=g:6410588
Sofitel L Amitie Bamako	id=g:6485899
Oued Tiguini	id=g:6559996
I-n-Ârabene	id=g:6559997
Timétrine	id=g:6560071
Kreb Tezoult	id=g:6561199
Tassaret	id=g:6564255
Tadjnout	id=g:6564256
Vallée du Tilemsi	id=g:6567593
I-n-Koufi	id=g:6567598
Ti-n-Komak	id=g:6567599
Ouid Sbot	id=g:6567666
Nebket Sandouk	id=g:6567667
Mseïlef Adouaouir	id=g:6567668
´Elb Toualef	id=g:6567669
Arrouri	id=g:6567670
Bak Sadane	id=g:6567671
El Mreyyé	id=g:6567672
Bôret er Riad	id=g:6567673
Nbâk Dermchakene	id=g:6567674
Nebket Achaïf	id=g:6567675
Nbeït Ould Boû Seïf	id=g:6567676
´Oglat Baddat Jeddou	id=g:6567677
Bôret el Méhafidh	id=g:6567678
Areïgât Ti-n-Démoussit	id=g:6567679
Msaïla	id=g:6567680
’Erg Ti-n-Guettaï	id=g:6567681
Hassi el Abiod	id=g:6567682
Teïssir el Khadir	id=g:6567683
Gueyem Barrak	id=g:6567684
Nbeït el Begra	id=g:6567685
Nbeït ez Zakra	id=g:6567686
Nbeït et Trïk	id=g:6567687
Ti-n-Tabalet	id=g:6567688
Enghaïet	id=g:6567689
´Elb Tacharït	id=g:6567690
Tadjikallen	id=g:6567691
Ichiaf Yarba	id=g:6569062
’Erg Djellaï	id=g:6569063
Nebket Hamama	id=g:6569064
El Grâyer	id=g:6569065
I-n-Chiker	id=g:6569066
Nebket et Tabal	id=g:6569067
Mesmoussa	id=g:6569068
Nebket el Khba	id=g:6569069
Nebket Ali Nbollé	id=g:6569070
Gouîrât ed Diâb	id=g:6569071
Zâr Aoudâch	id=g:6569072
Tâyert Agueïdât el Hamir	id=g:6569073
Nebket ´Agueïla	id=g:6569074
Nebka el Hamra	id=g:6569075
’Elb el ’Atech es Saheli	id=g:6569076
’Elb el Hamîda	id=g:6569077
Sreïteg	id=g:6569078
Nebka el Hamra	id=g:6569079
’Elb Tlêha	id=g:6569080
’Elb el Moueïlha	id=g:6569081
’Elb Asbeïsseb	id=g:6569082
Rouigat	id=g:6569083
’Elb el ’Arig	id=g:6569084
’Elb Demje	id=g:6569085
Nbâk Arrich	id=g:6569086
’Elb el Azreg	id=g:6569087
’Elb el Fîl	id=g:6569088
El Khatt	id=g:6569089
Tâyert I-n-Agada	id=g:6569090
Tâyert el Haouéchiya	id=g:6569091
’Elb La’reïg	id=g:6569092
’Elb Dolat	id=g:6569093
’Elb el Achenkad	id=g:6569094
Tâyert Doueïgat	id=g:6569095
Tâyert Dkhreïna	id=g:6569096
Tâyert Lerâk	id=g:6569097
Tazelaft	id=g:6569098
Tâyert el Ma’moûr	id=g:6569099
Timiouîne	id=g:6569100
’Elb es Sbat	id=g:6569101
Nebket el Djema’a	id=g:6569102
’Elb en Na´aïma	id=g:6569103
’Elb el Merayé	id=g:6569104
’Elb ’Abâd	id=g:6569105
Eghechar	id=g:6569106
Ti-n-Tassâlat	id=g:6569419
Tirerene	id=g:6569420
Touksemîne	id=g:6569421
I-n-Elok	id=g:6569422
Ernaki	id=g:6569423
I-n-Fezouâtene	id=g:6569424
Aourir	id=g:6569425
Ichahâne	id=g:6569426
I-n-Tadba	id=g:6569427
Tasséalt	id=g:6569428
Tekelelt	id=g:6569429
Ti-n-Tioudounoutine	id=g:6569430
Tighargharine	id=g:6569432
Borôghene	id=g:6569433
Tibaleyene	id=g:6569434
Ansegdim	id=g:6569435
I-n-Egli	id=g:6569436
Tamassahart	id=g:6569437
Ti-n-Tignoutine	id=g:6569438
Tâdjit	id=g:6569439
Akachi	id=g:6569440
Tgharit	id=g:6569441
Tibelaghine	id=g:6569442
Tébelok	id=g:6569443
Ilassene	id=g:6569444
Ti-n-Ghâmir	id=g:6569445
Ti-n-Aralies	id=g:6569446
Tanaout	id=g:6569447
Tighogh	id=g:6569448
Ti-n-Gadouehene	id=g:6569943
I-n-Ichgara	id=g:6569944
Adiora	id=g:6569945
I-n-Taïkart	id=g:6569946
Assoko	id=g:6569947
Tameïdoumasset	id=g:6569948
I-n-Areban	id=g:6569949
Tabankort	id=g:6569950
Arkach	id=g:6569951
Tafalisset	id=g:6569952
Angabori	id=g:6569953
I-n-Aréoud	id=g:6569954
Tamadak	id=g:6569955
I-n-Akek	id=g:6569956
Tarataï	id=g:6569957
Ti-n-Aftout	id=g:6569958
I-n-Aboka	id=g:6569959
Issehoun	id=g:6569960
Ti-n-Edrin	id=g:6569961
I-n-Adaras	id=g:6569962
Ti-n-Kiane	id=g:6569963
Tadrek	id=g:6569964
I-n-Takoraït	id=g:6569965
Oukazeft	id=g:6569966
Arked	id=g:6569967
Tanetfert	id=g:6569968
I-n-Bellibellen	id=g:6569969
Er Raïk	id=g:6569970
I-n-Bellah	id=g:6569971
I-n-Souhoggar	id=g:6569972
I-n-Tamassalt	id=g:6569973
Tikarkar	id=g:6569974
Ti-n-Aguerouf	id=g:6569975
I-n-Téhèneffa	id=g:6569976
Toufalegan	id=g:6569977
Ti-n-Darah	id=g:6569978
Ti-n-Akaskas	id=g:6569979
Araguenda	id=g:6569980
Gara Ferreri	id=g:6569981
Ti-n-Ebrou	id=g:6569982
Idnane	id=g:6569983
I-n-Tahount	id=g:6569984
I-n-Echroutene	id=g:6569985
Krenkame	id=g:6569986
Oulad Sidi el Moctar	id=g:6569987
Ti-n-Melli	id=g:6569988
Ouchok	id=g:6569989
Lara el Guihouine	id=g:6569990
Hadouka I-n-Begag	id=g:6569991
I-n-Talem	id=g:6569992
Tisselfine	id=g:6569993
I-n-Badakane	id=g:6569994
Ti-n-Gouyene	id=g:6569995
Ajedesder	id=g:6569996
Ti-n-Houdad	id=g:6569997
Agouni	id=g:6569998
Dayet el Hamra	id=g:6569999
Iquilad	id=g:6570000
I-n-Striteg	id=g:6570001
Guéré	id=g:6570002
I-n-Enerouk	id=g:6570003
Tazouzaet	id=g:6570004
Tayert el Fil	id=g:6570005
Ti-n-Chebaka	id=g:6570006
I-n-Amellal	id=g:6570007
Et Torouf	id=g:6570008
Ti-n-Okaokao	id=g:6570009
I-n-Amellal	id=g:6570010
Talha	id=g:6570011
Erassa	id=g:6570012
I-n-Takahouilt	id=g:6570013
Mtarmeunt	id=g:6570014
Tottoli	id=g:6570015
Ti-n-Eguedad	id=g:6570016
Guettara	id=g:6570017
Tabakat	id=g:6570018
I-n-Bergane	id=g:6570019
Knettine	id=g:6570020
Zembaka	id=g:6570021
Tahet Garet	id=g:6570022
Birbéré	id=g:6570023
Tagalelt	id=g:6570024
Tissalatin	id=g:6570025
I-n-Seguiane	id=g:6570026
I-n-Garane	id=g:6570027
Oundi	id=g:6570028
Ti-n-Oulèlag	id=g:6570029
I-n-Moussitine	id=g:6570030
Amenad	id=g:6570031
I-n-Arouane	id=g:6570032
Ti-n-Héhekek	id=g:6570033
Ti-n-Médrane	id=g:6570034
Ilambouta	id=g:6570035
Et Tehésemt	id=g:6570036
Khouyet es Souilem	id=g:6570037
Erechrane	id=g:6570038
Tiziclaze	id=g:6570039
I-n-Akalkalane	id=g:6570040
Nebket el Tibiatine	id=g:6570041
Mazaknat	id=g:6570042
Ti Kreïnenine	id=g:6570043
Taberimt	id=g:6570044
Nebket el Guenfouda	id=g:6570045
El Douïlel	id=g:6570046
Riad el Kahal	id=g:6570047
I-n-Margou	id=g:6570048
Nebket Agracha	id=g:6570049
Mousderia	id=g:6570050
Titankoy	id=g:6570051
Kel Guerichouane	id=g:6570052
Talek Eghlarad	id=g:6570053
Tessereght	id=g:6570054
I-n-Aghagueï	id=g:6570055
I-n-Ahougha	id=g:6570056
Taha Ghagat	id=g:6570057
I-n-Taghagueï	id=g:6570058
Achoulagh el Kebir	id=g:6570059
Aghaf Mellal	id=g:6570060
Aghil Tiounes	id=g:6570061
’Erîgât	id=g:6579664
Agouâdîr	id=g:6579665
Nebket el Ghlâf	id=g:6579666
’Areïg Ould Jdoudou	id=g:6579667
’Elb Sba’	id=g:6579668
’Elb Acabâï	id=g:6579669
Oumm Touichtiyyé	id=g:6579670
Mbâ el Lâmé	id=g:6579671
Gherd Mkaïfîlé	id=g:6579672
Achoueïf el ’Aklé	id=g:6579673
Mehouene Tîchtâyé	id=g:6579674
Gherd Boïdé	id=g:6579675
Et Teïssîr	id=g:6586859
Nfeïga	id=g:6586861
Zig Zig	id=g:6586862
’Elb ed Dâmgha	id=g:6586863
Itkoûrane	id=g:6586865
Doueyyet Nsoûr	id=g:6586866
Mâchilé	id=g:6587060
Nseïrât	id=g:6587061
El Freïoua	id=g:6587062
Bou Kreïré el Abiad	id=g:6587063
Mleïzmât el Hachîch	id=g:6587064
Mseïhet ej Jdoûr	id=g:6587065
Hamdalay	id=g:6587227
Mardyégi	id=g:6587228
Djenké	id=g:6587229
Mardyégi	id=g:6587230
Madyégé	id=g:6587231
Kotyé	id=g:6587232
Gidingilé	id=g:6587233
Gidintouré	id=g:6587234
Misilé	id=g:6587235
Mérinkidé	id=g:6587236
Sordoni Dala	id=g:6587237
Sofolosinga	id=g:6587238
Masalagédé	id=g:6587239
Mboumaya	id=g:6587240
Mahatala	id=g:6587241
Moriba	id=g:6587242
Etébouké	id=g:6587243
Kédenga	id=g:6587244
Sofolosinga	id=g:6587245
Koira	id=g:6587246
Binéou	id=g:6587247
Maréna	id=g:6587248
Djinkryé	id=g:6587249
Mohamèd Mousa	id=g:6587250
Lanboutyou	id=g:6587251
Bérèlé	id=g:6587252
Dar Salam	id=g:6587253
Rouwara	id=g:6587254
Mougoutèré	id=g:6587255
Sanbalake	id=g:6611748
Touba	id=g:6611753
Seï-Batt	id=g:6611754
Sadia	id=g:6611756
Arguéta	id=g:6611757
Komodoundé	id=g:6611758
Dibé	id=g:6611760
Baraba-Lagué	id=g:6611761
Sélégué	id=g:6611762
Béta	id=g:6611763
Bamanakounda	id=g:6641987
Sényé	id=g:6641988
Gégélané	id=g:6641998
Dyabalanbé	id=g:6642000
Saréra	id=g:6642001
Siséra	id=g:6642002
Gémouné	id=g:6642003
Youpa Goupou	id=g:6642005
Tinyinyé Djolo	id=g:6642006
Boureibé	id=g:6642007
Gasanbarokoulou	id=g:6642008
Yaoudala	id=g:6642010
Méhajoub	id=g:6642011
Dalakanté	id=g:6642012
Dyokakasé	id=g:6642014
Dyonbana	id=g:6642015
Ségé Ba	id=g:6642081
Tolé	id=g:6642082
Nyokégla	id=g:6642083
Mahamékabougou	id=g:6642085
Kasou	id=g:6642086
Mariko	id=g:6642089
Dar El Barké	id=g:6642091
Kaladyongou	id=g:6642093
Kovach	id=g:6642095
Mougou	id=g:6642096
Bwakari	id=g:6642098
Toungou Koni	id=g:6642099
Waldé Parta	id=g:6642101
Siflé	id=g:6642102
Tarandalé	id=g:6642104
Dina	id=g:6642105
Ité	id=g:6642106
Ntomikoro	id=g:6642107
Dèmba Koré	id=g:6642108
Néma	id=g:6642109
Néma	id=g:6642110
Vèndou Gèlodé	id=g:6642111
Aba	id=g:6642112
Makana Tougouné	id=g:6642113
Dikoni	id=g:6642114
Norobéli	id=g:6642115
Maglèylé	id=g:6642116
Amris	id=g:6642117
Dyaka	id=g:6642118
Goubé	id=g:6642119
Bweyzia	id=g:6642120
Tanmbakoura	id=g:6642121
Boulol	id=g:6642122
Ngalama Koro	id=g:6642123
Pali	id=g:6642125
Akoundé	id=g:6642126
Labi Sèli	id=g:6642127
Paloli Liédyé	id=g:6642128
Fèrlo	id=g:6642129
Zirik	id=g:6642136
Moulkérati	id=g:6642137
Arichsi	id=g:6642138
Bagadadi	id=g:6642139
Trâb	id=g:6642140
Kourkat	id=g:6642141
Dyonko	id=g:6642142
Kadinabé	id=g:6642144
Taymirit	id=g:6642146
Kola	id=g:6642147
Kobala	id=g:6642148
Nyarawa	id=g:6642149
Tatyoundri	id=g:6642150
Sédèm Magana	id=g:6642151
Palol Dyokola	id=g:6642152
Dyabé	id=g:6642153
Téyta	id=g:6642154
Rgibat	id=g:6642155
Sénou	id=g:6642157
Touldé	id=g:6642158
Zèyf El Kébar	id=g:6642159
Manwéli	id=g:6642160
Baforié	id=g:6642161
Mabrouk	id=g:6642162
Ayré	id=g:6642163
El Lib Stofa	id=g:6642165
Chegît Imiji	id=g:6642166
Korta	id=g:6642167
Gheut Aglal	id=g:6642168
Tâmôurit	id=g:6642169
Souéna Gandéga	id=g:6650651
El Mogheigha	id=g:6650665
Ahel Bedji	id=g:6650666
Ahel Meheham	id=g:6650667
Dabo	id=g:6650668
Ahel Malou	id=g:6650669
Demba Diara	id=g:6650671
Boudou Kamara	id=g:6650672
Diabé Kanso	id=g:6650673
Nreïlat	id=g:6650821
Balali	id=g:6650822
Mohammedné	id=g:6650823
Galagala	id=g:6650837
Fodié	id=g:6650838
Oued Nagara Kharé	id=g:6650873
Oued Songotara	id=g:6651560
Oued Sofolé	id=g:6651561
Oued Maijilimé	id=g:6651562
Débé	id=g:6651563
Oued Keleila	id=g:6651564
Déïdé	id=g:6651568
Moudioro Daba	id=g:6651626
Melgué el Ouidé	id=g:6651735
Daba	id=g:6652220
El Guénib	id=g:6652223
Oued Missel	id=g:6652229
Yakaré Porooualé	id=g:6652230
Manina Béréli	id=g:6652231
Melgué	id=g:6652450
Barsahé	id=g:6652714
Diambé	id=g:6652715
Diaradoromou	id=g:6652716
Nanièla	id=g:6652739
Guidihouré	id=g:6652742
Guénanourou	id=g:6652744
Léhé	id=g:6652746
Diabédébé	id=g:6652748
Filidébé	id=g:6652749
Hamdalaye	id=g:6652754
Madina	id=g:6652896
Kotora	id=g:6652934
Koméoulou	id=g:6652963
Kolamadébé Diaméné	id=g:6653838
Goumbi	id=g:6653884
Dionbara-Diadiebébé	id=g:6653885
Haya	id=g:6653886
Tairou	id=g:6653887
Lanidébé	id=g:6653888
Takoutala	id=g:6653889
Goumolé	id=g:6653890
Mouonbougou	id=g:6653891
Dar-Salam	id=g:6653893
Fongou	id=g:6653894
Topokoné	id=g:6653898
Goradébé	id=g:6653899
Bassala	id=g:6653900
Faranguili	id=g:6653901
Yarga	id=g:6653902
Madina	id=g:6653903
Yélimané Sébé	id=g:6653904
Dougoubara	id=g:6653905
Madina	id=g:6653906
Tangioulitchïdé	id=g:6653907
Fanga	id=g:6653908
Dienguéré	id=g:6653909
Boakéré	id=g:6653910
Niaratéla	id=g:6653911
Guéréou	id=g:6653912
Korobé Guidé	id=g:6653913
Kérané	id=g:6653914
Boékoro	id=g:6653933
Saboussire	id=g:6654035
Madina	id=g:6654036
Sirakoro	id=g:6654089
Fonkoura Bakou	id=g:6654093
Diondougou	id=g:6654111
Toumané Konpo	id=g:6654112
Sanbanara	id=g:6654117
Mamana Guidé	id=g:6654144
Manou	id=g:6654189
Sébilikélé	id=g:6654190
Bonibana	id=g:6654198
Guémou	id=g:6654199
Babassanga	id=g:6654200
Guinbana	id=g:6654201
Madina	id=g:6654202
Maritiamba	id=g:6654203
Lawinatt	id=g:6654204
Moussala	id=g:6654205
Dionkoulané	id=g:6654206
Douharagouné	id=g:6654209
Kirané	id=g:6654210
Laranguémou	id=g:6654211
Boulouli	id=g:6654212
Guesséné	id=g:6654452
Goumo	id=g:6654454
Guersola	id=g:6654455
Danbéré Kolé	id=g:6654456
Taizir-Déolaye	id=g:6654457
Mare Khérenéla	id=g:6654459
Mbélize	id=g:6654463
Massarané	id=g:6654464
Tojilijititi	id=g:6654810
Sénéwali	id=g:6654896
Dini	id=g:6655820
Dialéra	id=g:6655821
Outeïd Mamadou	id=g:6656691
Yambéla	id=g:6658694
Dioula Ko	id=g:6658779
Serotandi	id=g:6659135
Mamba	id=g:6659179
Dikakano	id=g:6659180
Kimbédina	id=g:6659190
Kaléta	id=g:6659191
Bamba	id=g:6659197
Manina-Mine	id=g:6659294
Finakounda	id=g:6659310
Bokolébi Ko	id=g:6659341
Koliguinda	id=g:6659342
Tintiba	id=g:6659343
Bétakili	id=g:6659344
Bambila	id=g:6659345
Bouréya	id=g:6659424
Lambora	id=g:6661288
Galama	id=g:6661291
Santafara	id=g:6661293
Gué	id=g:6661295
Diabi Ko	id=g:6661297
Niálo	id=g:6661300
Boloto	id=g:6661301
Fandou	id=g:6661302
Kourouma	id=g:6661303
Alamoutala	id=g:6661468
Wankango Ko	id=g:6661583
Simbaya	id=g:6661584
Bountou	id=g:6661614
Ganndougouma	id=g:6661683
Kanimadja	id=g:6661799
Sola	id=g:6662005
Bagui	id=g:6662020
Sitandikoto	id=g:6662022
Bountou	id=g:6662855
Sitakolo	id=g:6663044
Moungoulou	id=g:6663084
Sitokoto	id=g:6663394
Woulanko	id=g:6663645
Sanboula	id=g:6663763
I-n-Soudat	id=g:6678046
Taylelt	id=g:6678047
Borana i-n-Timilit	id=g:6678048
Arzikazan	id=g:6678049
Anékar	id=g:6678050
Azawa	id=g:6678051
Tararer	id=g:6678052
Malala	id=g:6678053
Moutafa	id=g:6678054
Tadakamou	id=g:6678055
Tamalal	id=g:6678056
Egéf Ibaou	id=g:6678057
Talimanet	id=g:6678058
Sikichbouni	id=g:6678059
Egéf Nidji	id=g:6678060
Wéri Témentou	id=g:6678061
I-n-Nasiknya	id=g:6678062
I-n-Ramana	id=g:6678063
Abato i-n-Sékat	id=g:6678064
Takouba	id=g:6678065
Ti-n-Tamarayn	id=g:6678066
Téswar	id=g:6678067
Aféret	id=g:6678068
Tagalel Lawat	id=g:6678069
I-n-Négèmèter	id=g:6678070
Tamarachi	id=g:6678071
Ndaran	id=g:6678072
Sirazréti	id=g:6678073
Agadéy	id=g:6678074
I-n-Tahoun	id=g:6678075
Agar Gor	id=g:6678076
Takérama	id=g:6678077
Ayaya	id=g:6678078
I-n-Azazayen	id=g:6678079
I-n-Taréli	id=g:6678080
Zolek	id=g:6678081
Araréy	id=g:6678082
I-n-Kazazar	id=g:6678083
I-n-Farakraka	id=g:6678084
Emalaoulo	id=g:6678085
Mèsrouri	id=g:6678086
I-n-Zaray	id=g:6678087
Afala i-n-Nézayn	id=g:6678088
I-n-Nata	id=g:6678089
Éfaynasik	id=g:6678090
I-n-Kérwaten	id=g:6678091
I-n-Gara	id=g:6678092
Houbèy	id=g:6678093
Tamagoun	id=g:6678094
Tazak	id=g:6678095
Bazal	id=g:6678096
Aralbot	id=g:6678097
Rizan	id=g:6678098
Ti-n-Morzan	id=g:6678099
Sisaléti	id=g:6678100
Ti-n-Afakel	id=g:6678101
Arazanka	id=g:6678102
Chin Ahaket	id=g:6678103
Ti-n-Agoz	id=g:6678104
Ibongar	id=g:6678105
Tararet	id=g:6678106
Tafalet	id=g:6678107
Akal Chabot	id=g:6678108
Tiliyen	id=g:6678109
Baranazan	id=g:6678110
I-n-Alakam	id=g:6678111
Chaloum	id=g:6678112
Atit	id=g:6678113
Ti-n-Mikorosan	id=g:6678114
I-n-Chalala	id=g:6678115
I-n-Tétofé	id=g:6678116
Azél	id=g:6678117
Tachagar	id=g:6678118
Akéloz	id=g:6678119
Sédouna	id=g:6678120
I-n-Kénasan	id=g:6678121
I-n-Tabaket	id=g:6678122
Ti-n-Borak	id=g:6678123
I-n-Kénasan	id=g:6678124
I-n-Zérouta	id=g:6678125
Chéna	id=g:6678126
Toborak	id=g:6678127
I-n-Tébermi	id=g:6678128
I-n-Fagadan	id=g:6678129
Towak i-n-Eran	id=g:6678131
I-n-Tanouch	id=g:6678132
Amidit	id=g:6678143
Amidit	id=g:6678144
Arzola	id=g:6678148
Tangourem	id=g:6678149
Ti-n-Eloug	id=g:6678152
Angarjoban	id=g:6678155
Dodya	id=g:6678156
Tigidi	id=g:6678164
I-n-Kiringya	id=g:6678796
I-n-Sérwi	id=g:6678807
Ti-n-Afarwara	id=g:6678808
Ti-n-Aman Maboulèn	id=g:6678809
I-n-Nazour	id=g:6678810
Tabor Niloa	id=g:6678811
Tabarat	id=g:6678812
I-n-Titaliouèn	id=g:6678813
Ti-n-Bilitao	id=g:6678814
Sagagou	id=g:6678815
Ti Toursin	id=g:6678816
Chèrbalé	id=g:6678817
Foga	id=g:6678818
I-n-Tamat	id=g:6678819
Tamaroumeurt	id=g:6678821
Ti-n-Geugeun	id=g:6678823
Tamakenèt	id=g:6678824
Mahayou	id=g:6678825
Akarihama	id=g:6678826
Chin Tanara	id=g:6678827
Tinoumousour i-n-Gèrzégal	id=g:6678828
Tinoumousour i-n-Tédaini	id=g:6678829
Isisindyay	id=g:6678830
Tinoumousour	id=g:6678831
Egafan Tinaran	id=g:6678832
Chin Talibé	id=g:6678833
Hanouzigrèn Ralélèy	id=g:6678834
Touhé	id=g:6678835
Isizindyay	id=g:6678836
I-n-Kadagotan	id=g:6678837
I-n-Téday Niwèn	id=g:6678838
Zgarèt	id=g:6678839
Erari	id=g:6678840
Arèy	id=g:6678841
I-n-Erèn	id=g:6678842
Zgarèt	id=g:6678843
Arèy	id=g:6678844
Esèylèl	id=g:6678845
Tafalak Falak	id=g:6678846
Ti-n-Anèr	id=g:6678847
I-n-Bamba	id=g:6678848
Téwarwar	id=g:6678849
Ti-n-Abagi	id=g:6678850
Tabalalak	id=g:6678851
I-n-Étan	id=g:6678852
Ebéggi	id=g:6678853
Tasogit	id=g:6678854
I-n-Ahel	id=g:6678855
I-n-Edjéhin	id=g:6678856
Ti-n-Tigrin	id=g:6678857
Térasan	id=g:6678858
Araway Raway	id=g:6678859
Térosadé	id=g:6678860
I-n-Torsawèn	id=g:6678861
Waséifi	id=g:6678862
Kakas	id=g:6678863
I-n-Soudat	id=g:6678864
Gadyéni	id=g:6678865
Tadilènt	id=g:6678866
Esawèlt	id=g:6678867
Arandjaban	id=g:6678868
I-n-Kinéwan	id=g:6678869
I-n-Tamat	id=g:6678870
I-n-Sékak	id=g:6678871
Vallée de L’Asakarè	id=g:6678872
I-n-Gèrzékat	id=g:6678873
Agabagèy	id=g:6678874
I-n-Egébi	id=g:6678875
I-n-Tédan	id=g:6678876
Ti-n-Amayo	id=g:6678877
Tararous	id=g:6678878
I-n-Arènkidal	id=g:6678879
Wana Fala	id=g:6678880
Ti-n-Tadarast	id=g:6678881
I-n-Tamat	id=g:6678882
I-n-Hatan	id=g:6678883
Oued Djorf	id=g:6685624
Oued el Ma	id=g:6685625
Oûdiâne ’Aouinet	id=g:6685677
Tagougamet	id=g:6685678
Oued Tilemmas	id=g:6685679
Tamsagout	id=g:6685680
Tsalabia	id=g:6685681
Grâra Affoun	id=g:6685682
Zarhma	id=g:6687257
Daha	id=g:6687275
Draa	id=g:6687276
Gréede Sennatt	id=g:6687277
Garma	id=g:6687278
Ere-Bougou	id=g:6687279
Pakou	id=g:6687280
Soukoma	id=g:6687281
Koulongalé	id=g:6687282
Sinno	id=g:6687283
Taidiala	id=g:6687284
Saré-Dina	id=g:6687285
Bissoko	id=g:6687286
Toko	id=g:6687287
Gongomé	id=g:6687288
Gouémi	id=g:6687289
Bourouko	id=g:6687290
Tindibo	id=g:6687291
Togo	id=g:6687292
Karangara	id=g:6687293
Bonankoyi	id=g:6687294
Naouré Soumpi	id=g:6687295
Daniéré Dianbi	id=g:6687296
Sirima	id=g:6687297
Agaïtondi	id=g:6687298
Fammsara	id=g:6687299
Kati	id=g:6687300
Babinnké	id=g:6687301
Faka	id=g:6687302
Kandéfougou	id=g:6687303
Tinamaladia	id=g:6687304
Niaouené	id=g:6687305
Boulinnké	id=g:6687306
Filiki	id=g:6687307
Mbahé	id=g:6687308
Nanbi	id=g:6687309
Saganowol	id=g:6687310
Lanadiéri-Kana	id=g:6687311
Gougol	id=g:6687312
Goungo	id=g:6687313
Sokodéma	id=g:6687314
Fonderé	id=g:6687315
Sinlingoudou	id=g:6687316
Bella	id=g:6687317
Kossokosso	id=g:6687318
Kala-Ségui	id=g:6687319
Bandaré	id=g:6687320
Kampa Kouna	id=g:6687321
Baoudi	id=g:6687322
Tiaidewol	id=g:6687323
Manguina	id=g:6687324
Toulal	id=g:6687325
Massarama	id=g:6687326
Ninigana	id=g:6687327
Gounboumba	id=g:6687328
Ngailé	id=g:6687329
Fétodjié	id=g:6687330
Firpoye	id=g:6687331
Yoki	id=g:6687332
Noukoutou	id=g:6687333
Botchotché	id=g:6687334
Guéléwé	id=g:6687335
Kifo	id=g:6687336
Doundé	id=g:6687337
Gaoudèye	id=g:6687338
Koïra	id=g:6687339
Pirso	id=g:6687340
Sompina	id=g:6687341
Férem	id=g:6687342
Banam	id=g:6687343
Koukouré	id=g:6687344
Nérégou	id=g:6687345
Tagourou	id=g:6687346
Bankara	id=g:6687347
Campement Bozo	id=g:6687348
Kerbé-Kouna	id=g:6687349
Boissouka	id=g:6687350
Dikinia	id=g:6687351
Tagan-Tagan	id=g:6687352
Kerdial	id=g:6687353
Kangourou	id=g:6687354
Gonoba	id=g:6687355
Borra	id=g:6687356
Guerniéoul	id=g:6687357
Bangali	id=g:6687358
Gina	id=g:6687359
Kotodjie	id=g:6687360
Tielga	id=g:6687361
Kokoungari	id=g:6687362
Diari	id=g:6687363
Grand Kokona	id=g:6687364
Petit Kokona	id=g:6687365
Doundevi	id=g:6687366
Ada	id=g:6687367
Solé	id=g:6687368
Gourinnta	id=g:6687369
Sabouniaka	id=g:6687370
Tama	id=g:6687371
Kétoumbo	id=g:6687372
Fara Yéni	id=g:6687373
Diouguéli	id=g:6687374
Daka	id=g:6687375
Boa	id=g:6687376
Mayo Tama	id=g:6687377
Bani Bangou	id=g:6687378
Karkarafou	id=g:6687379
Baniaga	id=g:6687380
Pochioko	id=g:6687381
Talfi	id=g:6687382
Tafa	id=g:6687383
Soumpi Bangou	id=g:6687384
Tinnboagal	id=g:6687385
Morouba	id=g:6687386
Binnga	id=g:6687387
Dondoro	id=g:6687388
Tatabos	id=g:6687389
Térem	id=g:6687390
Sirou	id=g:6687391
Séno Guedjiou	id=g:6687392
Dianguéla	id=g:6687393
Ayom	id=g:6687394
Sigui	id=g:6687395
Adiabanda	id=g:6687396
Sio	id=g:6687397
Mamako	id=g:6687398
Sinngama	id=g:6687399
Tinguiri	id=g:6687400
Ambiri Ouro	id=g:6687401
Ambiri Abé	id=g:6687402
Yongouriel	id=g:6687403
Ambiri-Kem	id=g:6687404
Wonoba	id=g:6687405
Débaré	id=g:6687406
Koyémédié	id=g:6687407
Aka	id=g:6687408
Férobé	id=g:6687409
Tchapatel	id=g:6687410
Fitobé	id=g:6687411
Débéré	id=g:6687412
Fiadié Pouri	id=g:6687413
Dioulé	id=g:6687414
Pinpeye	id=g:6687415
Diabi	id=g:6687416
Garoèye Bougouji	id=g:6687417
Garoèye Garouji	id=g:6687418
Férou Dialoubé	id=g:6687419
Mangourou	id=g:6687420
Gaoudel	id=g:6687421
Dienngo	id=g:6687422
Gourou	id=g:6687423
Séré	id=g:6687424
Gombatou	id=g:6687425
Baniaga Tchéba	id=g:6687426
Oufou	id=g:6687427
Ndourfou	id=g:6687428
Tonguel	id=g:6687429
Sounga Loré	id=g:6687430
Nia	id=g:6687431
Téré	id=g:6687432
Asi	id=g:6687433
Asi Taba	id=g:6687434
Tougounan	id=g:6687435
Yado	id=g:6687436
Dakala Bougou	id=g:6687437
Bani	id=g:6687438
Diamandio	id=g:6687439
Diogui-Saré	id=g:6687440
Gadia	id=g:6687441
Ergam	id=g:6687442
