Kungauma	id=g:928123
Kambura Hill	id=g:929117
Kambumula	id=g:929118
Kambulauju	id=g:929119
Kambula	id=g:929120
Kambuku	id=g:929121
Kambue	id=g:929122
Kambora Hill	id=g:929123
Kambonya Hill	id=g:929124
Kambona	id=g:929125
Kambona	id=g:929126
Kambombo	id=g:929127
Kambola	id=g:929128
Kambizi	id=g:929129
Kambironjo	id=g:929130
Kambiri Point	id=g:929131
Kambirinbi	id=g:929132
Kambiri Hill	id=g:929133
Kambiribiri	id=g:929134
Kambiri	id=g:929135
Kambilonjo Trading Centre	id=g:929136
Kambila Hill	id=g:929137
Kambila	id=g:929138
Kambewe Stream	id=g:929139
Kambewe	id=g:929140
Kambewe	id=g:929141
Kambewa	id=g:929142
Kambewa	id=g:929143
Kambere Hill	id=g:929144
Kambere Hill	id=g:929145
Kambenje School	id=g:929146
Kambawi	id=g:929147
Kambatuwa	id=g:929148
Kambanje	id=g:929149
Kambanga Hill	id=g:929150
Kambanbanga	id=g:929151
Kambalima	id=g:929152
Kambale	id=g:929153
Kambalame	id=g:929154
Kambala	id=g:929155
Kambadzo	id=g:929156
Kamatila	id=g:929157
Kamata	id=g:929158
Kamanzi	id=g:929159
Kamanzi	id=g:929160
Kamanjawira	id=g:929161
Kamanja School	id=g:929162
Kamangira	id=g:929163
Kamange	id=g:929164
Kamangawe School	id=g:929165
Kamangadazi Moyo	id=g:929166
Kamanga Dazi Makwakwa	id=g:929167
Kamanga Dazi Makwakwa	id=g:929168
Kamanga	id=g:929169
Kamanga	id=g:929170
Kamanga	id=g:929171
Kamanga	id=g:929172
Kamanga	id=g:929173
Kamando	id=g:929174
Kamando	id=g:929175
Kamando	id=g:929176
Kamanda River	id=g:929177
Kamala	id=g:929178
Kamakule	id=g:929179
Kamakoko	id=g:929180
Kamagwahkwa	id=g:929181
Kalwe Forest Reserve	id=g:929182
Kalwe	id=g:929183
Kaluzu	id=g:929184
Kaluwila	id=g:929185
Kaluwa	id=g:929186
Kaluva	id=g:929187
Kaluunda	id=g:929188
Kalusi	id=g:929189
Kalunza	id=g:929190
Kalungulu	id=g:929191
Kalungama	id=g:929192
Kalumpha	id=g:929193
Kalumbwi	id=g:929194
Kalumbu	id=g:929195
Kalumbi	id=g:929196
Kalumbi	id=g:929197
Kalumbe	id=g:929198
Kalumbanda	id=g:929199
Kalumba	id=g:929200
Kalumba	id=g:929201
Kaluluma	id=g:929202
Kalulu Hill	id=g:929203
Kalulu Hill	id=g:929204
Kalulu Dambo	id=g:929205
Kalulu	id=g:929206
Kalulu	id=g:929207
Kalulu	id=g:929208
Kalulu	id=g:929209
Kalulu	id=g:929210
Kalula Hills Forest Reserve	id=g:929211
Kalowe	id=g:929212
Kalowe	id=g:929213
Kalopa Stream	id=g:929214
Kalongulu Hill	id=g:929215
Kalongosola	id=g:929216
Kalongobyela	id=g:929217
Kalongo	id=g:929218
Kalonga	id=g:929219
Kalonga	id=g:929220
Kalonga	id=g:929221
Kalonga	id=g:929222
Kalonga	id=g:929223
Kalonga	id=g:929224
Kalonga	id=g:929225
Kalonga	id=g:929226
Kalomo Hill	id=g:929227
Kalombola	id=g:929228
Kalombola	id=g:929229
Kalombe Hill	id=g:929230
Kalombe	id=g:929231
Kalolo	id=g:929232
Kalola	id=g:929233
Kalokwe Hill	id=g:929234
Kaliwata	id=g:929235
Kaliwata	id=g:929236
Kaliumburaga	id=g:929237
Kalitsilo	id=g:929238
Kalitsila	id=g:929239
Kalitao	id=g:929240
Kalisi River	id=g:929241
Kalisha	id=g:929242
Kalira	id=g:929243
Kalipoli	id=g:929244
Kaliopa	id=g:929245
Kalinganchibo Hills	id=g:929246
Kalindi	id=g:929247
Kalinde Tobacco Market	id=g:929248
Kalinde Dispensary	id=g:929249
Kalinde	id=g:929250
Kalinde	id=g:929251
Kalindangoma	id=g:929252
Kalinda	id=g:929253
Kalimilampheta	id=g:929254
Kalimila	id=g:929255
Kalimila	id=g:929256
Kalimbuka School	id=g:929257
Kalimbila	id=g:929258
Kalimanjira	id=g:929259
Kalimadola	id=g:929260
Kalima	id=g:929261
Kalilombe	id=g:929262
Kalilangwe	id=g:929263
Kalila	id=g:929264
Kalikwembe	id=g:929265
Kalikoka	id=g:929266
Kalikale Point	id=g:929267
Kalicelo	id=g:929268
Kalicelo	id=g:929269
Kalibwe	id=g:929270
Kaleya	id=g:929271
Kalengo	id=g:929272
Kalenga	id=g:929273
Kaleme Dambo	id=g:929274
Kalembo	id=g:929275
Kalembela	id=g:929276
Kalemba	id=g:929277
Kalelo	id=g:929278
Kalekalele	id=g:929279
Kaledzera	id=g:929280
Kalawiri Hill	id=g:929281
Kalawilo	id=g:929282
Kalawata Hill	id=g:929283
Kalawa	id=g:929284
Kalaundi	id=g:929285
Kalango Hill	id=g:929286
Kalangara Hill	id=g:929287
Kalangara	id=g:929288
Kalangale	id=g:929289
Kalanga	id=g:929290
Kalande	id=g:929291
Kalampeni	id=g:929292
Kalambwe	id=g:929293
Kalambo	id=g:929294
Kalambo	id=g:929295
Kalambe	id=g:929296
Kalambasuta Stream	id=g:929297
Kalambani	id=g:929298
Kalambampeni	id=g:929299
Kalambalala	id=g:929300
Kalali Swamp	id=g:929301
Kalali Hot Springs	id=g:929302
Kalaile	id=g:929303
Kalabwe Hill	id=g:929304
Kakwewa River	id=g:929305
Kakwewa	id=g:929306
Kakwesa	id=g:929307
Kakwesa	id=g:929308
Kakwesa	id=g:929309
Kakwazi	id=g:929310
Kakware	id=g:929311
Kakware	id=g:929312
Kakwale	id=g:929313
Kakuyu Estate	id=g:929314
Kakuyu	id=g:929315
Kakuyu	id=g:929316
Kakuwa Stream	id=g:929317
Kakutu	id=g:929318
Kakuti	id=g:929319
Kakungwa	id=g:929320
Kakunguntha Stream	id=g:929321
Kakuda	id=g:929322
Kakubwe	id=g:929323
Kakubwe	id=g:929324
Kakowa	id=g:929325
Kakowa	id=g:929326
Kakopa	id=g:929327
Kakonkwe	id=g:929328
Kakonje	id=g:929329
Kakombaziwa	id=g:929330
Kakoma Stream	id=g:929331
Kakoma Estate	id=g:929332
Kakoma	id=g:929333
Kakoma	id=g:929334
Kakhungu Dambo	id=g:929335
Kakhomwa	id=g:929336
Kakhomanjiri Dambo	id=g:929337
Kakhola	id=g:929338
Kakawa	id=g:929339
Kaka	id=g:929340
Kajwanthira	id=g:929341
Kajulamonjo	id=g:929342
Kajula	id=g:929343
Kajula	id=g:929344
Kajosi	id=g:929345
Kajontha	id=g:929346
Kajombocela Stream	id=g:929347
Kajizingi	id=g:929348
Kajivi	id=g:929349
Kajiso Shawa	id=g:929350
Kajinyira	id=g:929351
Kajilirwe	id=g:929352
Kajembe Kumwenda	id=g:929353
Kajawo	id=g:929354
Kajawa Nyirenda	id=g:929355
Kajangaviya	id=g:929356
Kajaliza	id=g:929357
Kaizwanga	id=g:929358
Kaiwale	id=g:929359
Kaiuni Rocks	id=g:929360
Kaipa	id=g:929361
Kainja	id=g:929362
Kaingilira	id=g:929363
Kainga	id=g:929364
Kaimonkhole	id=g:929365
Kaimikamcheu	id=g:929366
Kailole	id=g:929367
Kaikwinde	id=g:929368
Kaigwazanga	id=g:929369
Kaigunde	id=g:929370
Kahumbe	id=g:929371
Kaharai Hill	id=g:929372
Kahanga	id=g:929373
Kahadenga	id=g:929374
Kagumukire	id=g:929375
Kagumbi	id=g:929376
Kagoti	id=g:929377
Kagona	id=g:929378
Kagona	id=g:929379
Kagoma	id=g:929380
Kagesi	id=g:929381
Kagaso	id=g:929382
Kagana	id=g:929383
Kafyololoka	id=g:929384
Kafwirí	id=g:929385
Kafwimbiri	id=g:929386
Kafwili	id=g:929387
Kafwafwa	id=g:929388
Kafuzila	id=g:929389
Kafurufuru Stream	id=g:929390
Kafumuka	id=g:929391
Kafumphe	id=g:929392
Kafulama	id=g:929393
Kafukule	id=g:929394
Kafukule	id=g:929395
Kafotokoza	id=g:929396
Kafotewa Mkandawire	id=g:929397
Kafota	id=g:929398
Kafita	id=g:929399
Kafere Pocket	id=g:929400
Kafanyengwe	id=g:929401
Kafafwa	id=g:929402
Kaewa	id=g:929403
Kadzuwa	id=g:929404
Kadzombe	id=g:929405
Kadzombe	id=g:929406
Kadzimete	id=g:929407
Kadzi	id=g:929408
Kadzanja	id=g:929409
Kadzani	id=g:929410
Kadyauzu	id=g:929411
Kadweya	id=g:929412
Kadumba	id=g:929413
Kadumba	id=g:929414
Kaduma Hill	id=g:929415
Kaduli	id=g:929416
Kadulandeo	id=g:929417
Kadulama Lambo	id=g:929418
Kadula	id=g:929419
Kaduku	id=g:929420
Kadosola	id=g:929421
Kadombe	id=g:929422
Kadole	id=g:929423
Kadisi	id=g:929424
Kadifula	id=g:929425
Kadewere Court	id=g:929426
Kadewere	id=g:929427
Kadewere	id=g:929428
Kadewere	id=g:929429
Kadewele	id=g:929430
Kadeka	id=g:929431
Kadazi	id=g:929432
Kadanzhe	id=g:929433
Kadango	id=g:929434
Kadango	id=g:929435
Kadamsana Hill	id=g:929436
Kadamela	id=g:929437
Kadambo	id=g:929438
Kadakutera Hill	id=g:929439
Kadakatili Dambo	id=g:929440
Kadakalali	id=g:929441
Kadakala	id=g:929442
Kada	id=g:929443
Kada	id=g:929444
Kada	id=g:929445
Kacitja	id=g:929446
Kacisa	id=g:929447
Kacipanga	id=g:929448
Kacinda	id=g:929449
Kacimphula	id=g:929450
Kacilawose	id=g:929451
Kacikhomeni	id=g:929452
Kachuta	id=g:929453
Kachure	id=g:929454
Kachuma	id=g:929455
Kachulu Point	id=g:929456
Kachulu	id=g:929457
Kachuli	id=g:929458
Kachule	id=g:929459
Kachons	id=g:929460
Kachokora Hill	id=g:929461
Kachitunda Hill	id=g:929462
Kachitsa	id=g:929463
Kachitsa	id=g:929464
Kachirikisa	id=g:929465
Kachipwa	id=g:929466
Kachipeta Hill	id=g:929467
Kachipapa	id=g:929468
Kachipande	id=g:929469
Kachipande	id=g:929470
Kachindamoto	id=g:929471
Kachindamoto	id=g:929472
Kachindamoto	id=g:929473
Kachimela	id=g:929474
Kachimbwe	id=g:929475
Kachikopa	id=g:929476
Kachigulu	id=g:929477
Kachere School	id=g:929478
Kachere House	id=g:929479
Kachere	id=g:929480
Kachepa	id=g:929481
Kachenzi Farm	id=g:929482
Kachenpanje	id=g:929483
Kachenje	id=g:929484
Kachenga	id=g:929485
Kachembwe	id=g:929486
Kachelenga	id=g:929487
Kachelenga	id=g:929488
Kachele	id=g:929489
Kachece	id=g:929490
Kachebere	id=g:929491
Kachebere	id=g:929492
Kachawa Hill	id=g:929493
Kachawa Estate	id=g:929494
Kachatu	id=g:929495
Kachara	id=g:929496
Kachapira	id=g:929497
Kachala	id=g:929498
Kachakwala School	id=g:929499
Kachaje	id=g:929500
Kacere	id=g:929501
Kacere	id=g:929502
Kabyungu Stream	id=g:929503
Kabwinja	id=g:929504
Kabwanzi	id=g:929505
Kabwanda	id=g:929506
Kabwana	id=g:929507
Kabvala	id=g:929508
Kabutu	id=g:929509
Kabungwe	id=g:929510
Kabungwanyumba Stream	id=g:929511
Kabunduli	id=g:929512
Kabundile	id=g:929513
Kabumbo	id=g:929514
Kabumba Stream	id=g:929515
Kabumba	id=g:929516
Kabuluzi	id=g:929517
Kabulungu	id=g:929518
Kabululu	id=g:929519
Kabulika School	id=g:929520
Kabula	id=g:929521
Kabukhu Phiri	id=g:929522
Kabudula	id=g:929523
Kabudira	id=g:929524
Kabongololo Stream	id=g:929525
Kabondwe Hill	id=g:929526
Kabombe	id=g:929527
Kabomba	id=g:929528
Kaboko Stream	id=g:929529
Kabiri	id=g:929530
Kabira	id=g:929531
Kabila	id=g:929532
Kabiche	id=g:929533
Kabenu	id=g:929534
Kabenu	id=g:929535
Kabengo	id=g:929536
Kabapha	id=g:929537
Kabango	id=g:929538
Kabango	id=g:929539
Kabanga	id=g:929540
Kabanda Stream	id=g:929541
Kabalamula	id=g:929542
Kabala	id=g:929543
Kabagosa	id=g:929544
Kabadula	id=g:929545
Kababwa	id=g:929546
Ka	id=g:929547
Jwanthi	id=g:929548
Juweka Chipeta	id=g:929549
Juwaki	id=g:929550
Juni	id=g:929551
Junche	id=g:929552
Jumwa	id=g:929553
Jumpha	id=g:929554
Jumo	id=g:929555
Jumbula Hills	id=g:929556
Jumbo	id=g:929557
Jumbo	id=g:929558
Jumbo	id=g:929559
Juma	id=g:929560
Juma	id=g:929561
Julio	id=g:929562
Juliasi	id=g:929563
Joyele Mhango	id=g:929564
Jowel	id=g:929565
Jowe	id=g:929566
Joseph Mkandawire	id=g:929567
Joseph	id=g:929568
Joni	id=g:929569
Jonathan	id=g:929570
Jonathan	id=g:929571
Jonasi Lowora	id=g:929572
Jonasi	id=g:929573
Jonasi	id=g:929574
Jonasi	id=g:929575
Jonashani	id=g:929576
Jonashani	id=g:929577
Jonas	id=g:929578
Jona Nhlani	id=g:929579
Jombo Stream	id=g:929580
Jombo School	id=g:929581
Jombo	id=g:929582
Jombo	id=g:929583
Jombo	id=g:929584
Jombe	id=g:929585
Jojo	id=g:929586
John Mzumara	id=g:929587
John Malindeni	id=g:929588
John Here	id=g:929589
John Chima	id=g:929590
John	id=g:929591
John	id=g:929592
John	id=g:929593
John	id=g:929594
Johani	id=g:929595
Johani	id=g:929596
Jogo	id=g:929597
Jobo	id=g:929598
Jiwa	id=g:929599
Jisoso	id=g:929600
Jimbe Wangona	id=g:929601
Jimbe Wamkuru	id=g:929602
Jim	id=g:929603
Jiliki	id=g:929604
Jigson	id=g:929605
Jese	id=g:929606
Jesaya	id=g:929607
Jerobivamu	id=g:929608
Jeremiya Samwili	id=g:929609
Jeremiya Myaro	id=g:929610
Jeremiah Boa	id=g:929611
Jeremani Mahoye	id=g:929612
Jere	id=g:929613
Jere	id=g:929614
Jere	id=g:929615
Jere	id=g:929616
Jere	id=g:929617
Jere	id=g:929618
Jeque	id=g:929619
Jenthajembe Hills	id=g:929620
Jentha Jembe	id=g:929621
Jenjewe Hill	id=g:929622
Jenjewe	id=g:929623
Jenga	id=g:929624
Jenda Theo	id=g:929625
Jenda Theo	id=g:929626
Jemus	id=g:929627
Jemsi	id=g:929628
Jembe	id=g:929629
Jembe	id=g:929630
Jelamu	id=g:929631
Jeke Nkhate	id=g:929632
Jede	id=g:929633
Jasi	id=g:929634
Jasi	id=g:929635
January School	id=g:929636
Janda N’gombe	id=g:929637
Jandalala	id=g:929638
Jandalala	id=g:929639
Jana	id=g:929640
Jamu Kumwenda	id=g:929641
Jamu Jere	id=g:929642
James Mtiti	id=g:929643
James Kantondobi	id=g:929644
James Jere	id=g:929645
James Jere	id=g:929646
James	id=g:929647
James	id=g:929648
James	id=g:929649
James	id=g:929650
Jambo	id=g:929651
Jalusa	id=g:929652
Jali Market	id=g:929653
Jalasi	id=g:929654
Jalani Kaunda	id=g:929655
Jalangombe	id=g:929656
Jailosi Ndora	id=g:929657
Jailos	id=g:929658
Jailos	id=g:929659
Jadi River	id=g:929660
Jaasi	id=g:929661
Izaki Ngoyi	id=g:929662
Izaki Lukhanda	id=g:929663
Iwazi	id=g:929664
Itunde Hills	id=g:929665
Issa	id=g:929666
Iscariot	id=g:929667
Isaac Mukuntha	id=g:929668
Isaac	id=g:929669
Isaac	id=g:929670
Ipani Hill	id=g:929671
Ipani	id=g:929672
Inoch	id=g:929673
Inje	id=g:929674
Imfayatonse	id=g:929675
Imbwa	id=g:929676
Ilipihe Hill	id=g:929677
Ilewe Hill	id=g:929678
Ilemba	id=g:929679
Ilala Gap	id=g:929680
Ifwatose	id=g:929681
Idi	id=g:929682
Iai	id=g:929683
Hynde Dam	id=g:929684
Hoti Hills	id=g:929685
Hora Hills	id=g:929686
Mount Hora	id=g:929687
Homelo Hill	id=g:929688
Hombol Estate	id=g:929689
Hola	id=g:929690
Hicaje	id=g:929691
Heta	id=g:929692
Heta	id=g:929693
Hawu	id=g:929694
Hawilani	id=g:929695
Hara River	id=g:929696
Hara Plain	id=g:929697
Hanock Ngwira	id=g:929698
Hanock Longwe	id=g:929699
Hanock Beza	id=g:929700
Hango	id=g:929701
Hangeni	id=g:929702
Handire Ndhlovu	id=g:929703
Hamilton Falls	id=g:929704
Halala	id=g:929705
Gwilre	id=g:929706
Gwileni	id=g:929707
Gwesele	id=g:929708
Gwenje	id=g:929709
Gwengwe	id=g:929710
Gwenembe	id=g:929711
Gwedi	id=g:929712
Gwede	id=g:929713
Gwechengwe	id=g:929714
Gwazeni	id=g:929715
Gwazeni	id=g:929716
Gwaza	id=g:929717
Gwangwa	id=g:929718
Gwamba	id=g:929719
Gwaligwali	id=g:929720
Gwala Stream	id=g:929721
Gwalangwa Hills	id=g:929722
Gwalangwa	id=g:929723
Guy Kaludwe	id=g:929724
Guwende	id=g:929725
Guo Stream	id=g:929726
Gunya	id=g:929727
Gunde	id=g:929728
Gunde	id=g:929729
Gundasiche Nyambwane	id=g:929730
Gundani	id=g:929731
Gunda	id=g:929732
Gumulira	id=g:929733
Gumi	id=g:929734
Gumbo	id=g:929735
Gumbo	id=g:929736
Gumbi	id=g:929737
Gumbi	id=g:929738
Gumba	id=g:929739
Gumba	id=g:929740
Gumba	id=g:929741
Guma	id=g:929742
Guma	id=g:929743
Guma	id=g:929744
Guma	id=g:929745
Guma	id=g:929746
Gulundu	id=g:929747
Gulumba	id=g:929748
Gulumba	id=g:929749
Gulugulu Hill	id=g:929750
Gulugulu	id=g:929751
Gulu	id=g:929752
Guliguli	id=g:929753
Gulawe	id=g:929754
Guilleme Mission	id=g:929755
Gugu	id=g:929756
Grand Beach Hotel	id=g:929757
Gowoka Nyanguru	id=g:929758
Gowa Mission	id=g:929759
Gouvate	id=g:929760
Goseni	id=g:929761
Gopole	id=g:929762
Gonyo	id=g:929763
Gongula	id=g:929764
Gongoli Chilanga	id=g:929765
Gonekeni	id=g:929766
Goneka	id=g:929767
Gondwe Kadyungu	id=g:929768
Gondwe	id=g:929769
Gondoli	id=g:929770
Gomes	id=g:929771
Gombati	id=g:929772
Gomba	id=g:929773
Gomba	id=g:929774
Gomani	id=g:929775
Goma	id=g:929776
Golonje Hill	id=g:929777
Golomoti Station	id=g:929778
Golombe	id=g:929779
Goliati School	id=g:929780
Gogode	id=g:929781
Gogo	id=g:929782
Godzikhale	id=g:929783
Godiyawo Shawa	id=g:929784
Gochi	id=g:929785
Gobedi	id=g:929786
Glenorchy Tea Factory	id=g:929787
Glenorchy	id=g:929788
Gilipa	id=g:929789
Gidioni	id=g:929790
Gideon Msowoya	id=g:929791
Gideon	id=g:929792
Gideon	id=g:929793
Gharo	id=g:929794
Gezawaske	id=g:929795
Gezamunjowe Thawe	id=g:929796
Germani Nthala	id=g:929797
Geresom	id=g:929798
Geremani	id=g:929799
George	id=g:929800
Genesis Mzima	id=g:929801
Gemu	id=g:929802
Gema	id=g:929803
Gaze	id=g:929804
Gaymead	id=g:929805
Gawaza	id=g:929806
Gawati	id=g:929807
Garamara Mugonje	id=g:929808
Ganya	id=g:929809
Gandali	id=g:929810
Gandali	id=g:929811
Gandale	id=g:929812
Gamadzi	id=g:929813
Galôva	id=g:929814
Galika	id=g:929815
Galasi Madise	id=g:929816
Galangombe	id=g:929817
Gala Estate	id=g:929818
Gala	id=g:929819
Gaga	id=g:929820
Gaga	id=g:929821
Fyopa Mtonga	id=g:929822
Fwita	id=g:929823
Fwifwi	id=g:929824
Fwase	id=g:929825
Fuwa Stream	id=g:929826
Furu	id=g:929827
Funwe Hill	id=g:929828
Funwayo	id=g:929829
Funsani	id=g:929830
Fungwe	id=g:929831
Funga	id=g:929832
Fundis Cross	id=g:929833
Fumozose	id=g:929834
Fumbawowa	id=g:929835
Fulancoma	id=g:929836
Fukamapiri	id=g:929837
Fukamalaza	id=g:929838
Fufu Falls	id=g:929839
Fransiku	id=g:929840
Francisco	id=g:929841
Fowodenge	id=g:929842
Fowo	id=g:929843
Fosa	id=g:929844
Fort Mpimbe Government Reserve	id=g:929845
Fort Mangoche	id=g:929846
Fort Maguire Ruins	id=g:929847
Fort Lister Gap	id=g:929848
Fortier Estate	id=g:929849
Fort Alston Forest Reserve	id=g:929850
Forosani	id=g:929851
Foo	id=g:929852
Fondane	id=g:929853
Fombe	id=g:929854
Folotia	id=g:929855
Fodya	id=g:929856
Fitizalimba	id=g:929857
Fisi	id=g:929858
Fisi	id=g:929859
Fisi	id=g:929860
Firwiri Hill	id=g:929861
Fingira Rock	id=g:929862
Fimbo Moyo	id=g:929863
Filimon Zungu	id=g:929864
Filimon Kumwenda	id=g:929865
Filimoni Nguluwe	id=g:929866
Filimoni	id=g:929867
Feremu Market	id=g:929868
Feremu	id=g:929869
Farringdon	id=g:929870
Fanwere	id=g:929871
Fanuel	id=g:929872
Fairview	id=g:929873
Faint	id=g:929874
Ezondweni School	id=g:929875
Ezondweni	id=g:929876
Ewombeni	id=g:929877
Eutini	id=g:929878
Eswanzini Court	id=g:929879
Ephangweni	id=g:929880
Ephandeni Ziwa	id=g:929881
Enyazini	id=g:929882
Enukweni	id=g:929883
Engucwini	id=g:929884
Engalaweni	id=g:929885
Eneya Kumwenda	id=g:929886
Emoneni	id=g:929887
Emfeni	id=g:929888
Emcisweni	id=g:929889
Emchakachakeni	id=g:929890
Embombeni	id=g:929891
Emanyeleni	id=g:929892
Elunyeni School	id=g:929893
Elsie Cove	id=g:929894
Elisa	id=g:929895
Eliakimu Nguluwe	id=g:929896
Eliacuntengo	id=g:929897
Elephant Marsh	id=g:929898
Elangeni	id=g:929899
Ekwendeni	id=g:929900
Ekhama	id=g:929901
Ehlehleni	id=g:929902
Eheleni	id=g:929903
Eheleni	id=g:929904
Edwin	id=g:929905
Edundu	id=g:929906
Edingeni	id=g:929907
Eden Estate	id=g:929908
Ecilumbeni School	id=g:929909
Dzuza Church	id=g:929910
Dzuwo	id=g:929911
Dzunze	id=g:929912
Dzunze	id=g:929913
Dzunje Forest Reserve	id=g:929914
Dzunje	id=g:929915
Dzunga Hill	id=g:929916
Dzunga	id=g:929917
Dzua River	id=g:929918
Dzoole	id=g:929919
Dzoole	id=g:929920
Dzoole	id=g:929921
Dzonze Hill	id=g:929922
Dzonze Estate	id=g:929923
Dzole	id=g:929924
Dzinjiriza	id=g:929925
Dzilasye	id=g:929926
Dzikulowa	id=g:929927
Dzikolatha	id=g:929928
Dzikolatha	id=g:929929
Dzenza Mission	id=g:929930
Dzenza Hill	id=g:929931
Dzenza Hill	id=g:929932
Dzenza Forest Reserve	id=g:929933
Dzenza	id=g:929934
Dzedze	id=g:929935
Dzaone Market	id=g:929936
Dzaone	id=g:929937
Dzamalala	id=g:929938
Dzama	id=g:929939
Dzalanyama Forest Reserve	id=g:929940
Dzaipa	id=g:929941
Dzadza Swamp	id=g:929942
Dyanyama	id=g:929943
Dyankuno	id=g:929944
Dyakanani	id=g:929945
Dwatumi	id=g:929946
Dwanzi	id=g:929947
Dwankhwali	id=g:929948
Dwangwa Stores	id=g:929949
Dwangwa River	id=g:929950
Dwangwa	id=g:929951
Dwamende Dambo	id=g:929952
Dwambazi Stream	id=g:929953
Dwambazi School	id=g:929954
Dwambazi River	id=g:929955
Dwama Dambo	id=g:929956
Dwali River	id=g:929957
Dwalibamba River	id=g:929958
Dwali	id=g:929959
Dwale	id=g:929960
Dvemdya	id=g:929961
Duwalani	id=g:929962
Dungwi	id=g:929963
Dunduzu Hills	id=g:929964
Dumea	id=g:929965
Dumba	id=g:929966
Dumanika	id=g:929967
Dukuduku	id=g:929968
Dudu	id=g:929969
Dsuusa School	id=g:929970
Dsoka	id=g:929971
Dowoko	id=g:929972
Dowerampuno Hill	id=g:929973
Dowe	id=g:929974
Dowa District	id=g:929975
Dowa	id=g:929976
Dowa	id=g:929977
Dothi	id=g:929978
Doro	id=g:929979
Dooko	id=g:929980
Donija Nkhoma	id=g:929981
Donda	id=g:929982
Domwe Peak	id=g:929983
Domwe Island	id=g:929984
Domira Bay	id=g:929985
Dombole River	id=g:929986
Dombole Mission	id=g:929987
Dombole	id=g:929988
Domasi River	id=g:929989
Domasi Mission	id=g:929990
Domasi	id=g:929991
Doka	id=g:929992
Dofe	id=g:929993
Dodolonga	id=g:929994
Diyere Mdumila	id=g:929995
Diwa	id=g:929996
Diwa	id=g:929997
Disi	id=g:929998
Dinje	id=g:929999
Dinje	id=g:930000
Dinje	id=g:930001
Dimu	id=g:930002
Dimi	id=g:930003
Dimbi	id=g:930004
Dimbanimania	id=g:930005
Dimakudi	id=g:930006
Dididi Stream	id=g:930007
Dickson	id=g:930008
Dickenson Farm	id=g:930009
Diampwe River	id=g:930010
Diampwe Local Authority Forest	id=g:930011
Diakanani Swamp	id=g:930012
Dewe	id=g:930013
Devwe	id=g:930014
Dete	id=g:930015
Derale	id=g:930016
Deni	id=g:930017
Dembo Stream	id=g:930018
Deleleka	id=g:930019
Dedza Secondary School	id=g:930020
Dedza Mountain Forest Reserve	id=g:930021
Dedza Mountain	id=g:930022
Dedza District	id=g:930023
Dedza	id=g:930024
Dedza	id=g:930025
Debiya Stream	id=g:930026
Dawurire Moyo	id=g:930027
Dawa	id=g:930028
David Nyirenda	id=g:930029
Dauyo	id=g:930030
Daud Jere	id=g:930031
Daudi Thera	id=g:930032
Daudi Mbizi	id=g:930033
Danjiri Hill	id=g:930034
Daniel Ndhlovu	id=g:930035
Daniel Muwowo	id=g:930036
Daniel Muwowo	id=g:930037
Daniel Jere	id=g:930038
Daniel Gausi	id=g:930039
Daniele	id=g:930040
Daniel	id=g:930041
Daniel	id=g:930042
Daniel	id=g:930043
Dangalilo	id=g:930044
Dangalilo	id=g:930045
Dande	id=g:930046
Dande	id=g:930047
Dande	id=g:930048
Danda	id=g:930049
Damo	id=g:930050
Dambolankhanga	id=g:930051
Dambo	id=g:930052
Dambe	id=g:930053
Dambe	id=g:930054
Dambaliuzi	id=g:930055
Dambalika	id=g:930056
Damba	id=g:930057
Damba	id=g:930058
Damba	id=g:930059
Damba	id=g:930060
Damba	id=g:930061
Damba	id=g:930062
Dalveen	id=g:930063
Dalien	id=g:930064
Daka	id=g:930065
Dadzi	id=g:930066
Cumangwena	id=g:930067
Cule Hill	id=g:930068
Crowndi	id=g:930069
Crocodile Rocks	id=g:930070
Crakwita	id=g:930071
Coumba	id=g:930072
Coroni	id=g:930073
Coronation Lake	id=g:930074
Congoti	id=g:930075
Combe	id=g:930076
Cizungu	id=g:930077
Ciziko	id=g:930078
Ciwumnya	id=g:930079
Ciwoza	id=g:930080
Ciwoza	id=g:930081
Ciwowo	id=g:930082
Ciwotha	id=g:930083
Ciwoshya	id=g:930084
Ciwoshya	id=g:930085
Ciwoko School	id=g:930086
Ciwera	id=g:930087
Ciwembe	id=g:930088
Ciwela	id=g:930089
Ciwekeka	id=g:930090
Ciwawo Hill	id=g:930091
Ciwawalo	id=g:930092
Ciwangula Hill	id=g:930093
Ciwangombe	id=g:930094
Ciwandauka	id=g:930095
Ciwale	id=g:930096
Ciwale	id=g:930097
Ciwadzi	id=g:930098
Civweni	id=g:930099
Ciunda Stream	id=g:930100
Ciunda Hill	id=g:930101
Citwiche Stream	id=g:930102
Citundu	id=g:930103
Citunda Hill	id=g:930104
Citukuli Hill	id=g:930105
Citsulo	id=g:930106
Citsa	id=g:930107
Citoohi	id=g:930108
Citoneka	id=g:930109
Citakali Hill	id=g:930110
Cisuwula	id=g:930111
Cisuwe	id=g:930112
Cisukantanga	id=g:930113
Cisubwi	id=g:930114
Cisosoci Hill	id=g:930115
Cisopi Hills	id=g:930116
Cisokwe	id=g:930117
Cisitu Mission	id=g:930118
Cisinga	id=g:930119
Cisi	id=g:930120
Ciseko	id=g:930121
Ciseka	id=g:930122
Cisazima	id=g:930123
Cisanja	id=g:930124
Cisani	id=g:930125
Cisaka Hill	id=g:930126
Ciraldata	id=g:930127
