Maytabaro	id=g:6812486
Tamara	id=g:6862341
Garin Babani	id=g:6925142
Kissanbana Yérima	id=g:6925143
Karmaoua	id=g:6925144
Bouara	id=g:6925145
Galbi	id=g:6925146
Garin Gouani	id=g:6925147
Garin Toudou	id=g:6925148
Ala Magari	id=g:6925149
Karni Koun	id=g:6925150
Talé	id=g:6925151
Sarou	id=g:6925152
Angoal Mala	id=g:6925184
Massif d'Afafi	id=g:6957905
Pointe Berliet	id=g:6958027
Dioro Tounga	id=g:6960193
Tounga Mayaldou	id=g:6968090
Sekba Yérima Kwara	id=g:6968093
Moro Dey	id=g:6968094
Boundiou Doki	id=g:6968095
Souna Koy	id=g:6968096
Aéni Fada	id=g:6968097
Makani	id=g:6968098
Tounga Bahaoché	id=g:6968099
Kongouizé Kwara	id=g:6968101
Rijia Maïfada	id=g:6968104
Birni-Taguf	id=g:6968106
Lété	id=g:6968108
Tunga-Majuka	id=g:6968278
Ungwan-Tasu	id=g:6968282
Balsando	id=g:6968285
Garin Gora	id=g:6968333
Tulumbuli Hills	id=g:6968586
Guidam Faliké	id=g:6968841
Ungwan Daura	id=g:6968882
Tunga	id=g:6968883
Dole	id=g:6968884
River Kutade	id=g:6968957
River Karke	id=g:6968961
Dounawa	id=g:6971560
Jal Gawassa	id=g:6971561
Lalachi	id=g:6972267
Dan Katchar	id=g:6972268
Majoji	id=g:6972269
Tay Lafia Bougajé	id=g:6972270
Guidan Gona	id=g:6972271
Koulou	id=g:6972272
Babia	id=g:6972273
Garin May Ganga	id=g:6972274
Zazari	id=g:6972275
Angoual Kiria	id=g:6972276
In-cha Roua	id=g:6972278
Jan-guiné	id=g:6972280
Laché Saboua	id=g:6972281
May Majé	id=g:6972282
Rigal Dan Maïram	id=g:6972284
Dan Maïram	id=g:6972285
Zané Zaboua	id=g:6972289
Dogol Kiria	id=g:6972290
Kawari	id=g:6972292
Gallawa Hachimou	id=g:6972294
May Toumbî Bougajé	id=g:6972295
Farayé	id=g:6972296
Dâd’in Serki	id=g:6972297
Kogon	id=g:6972298
Dan Habou	id=g:6972299
Zangon Baskor	id=g:6972300
Angoual Arné	id=g:6972301
Gallawa Riga	id=g:6972305
Gallawa Maman	id=g:6972306
May Chiguifa	id=g:6972307
Ouzou Ouzou	id=g:6972308
Koun-ji	id=g:6972309
Koufan Dan Koré	id=g:6972310
Dan Koré	id=g:6972311
Dan Goulando	id=g:6972312
B’atché B’atché	id=g:6972313
Mâlamawa	id=g:6972314
Bossoua	id=g:6972315
Angoual Arko	id=g:6972316
Chiriaou	id=g:6972317
Sitawa	id=g:6972318
Goujé Bak’i	id=g:6972319
Bossoua	id=g:6972320
Dan Dalla	id=g:6972321
Angoual Kaoura	id=g:6972322
Dan Drouey	id=g:6972323
Angoual Toro	id=g:6972324
Bajida	id=g:6972325
Bossossoua	id=g:6972326
Hana-kiou	id=g:6972327
Rigal Gahamé	id=g:6972328
Bagari	id=g:6972329
Boulboulao	id=g:6972330
Angoual Majé	id=g:6972331
Dan Kourtchi	id=g:6972332
Boudey	id=g:6972333
Mabam	id=g:6972334
Dan Foulo	id=g:6972335
Angoual Ganaou	id=g:6972336
Oun-wâlâ	id=g:6972338
Mada	id=g:6972339
Gallawa Béribéri	id=g:6972340
Dan Tchélé	id=g:6972341
Nâ-fouta	id=g:6972344
Angoual Jima	id=g:6972345
Dan Dakay	id=g:6972346
Angua Dala	id=g:6979406
Lagui	id=g:6979476
Dey Tégui	id=g:6979477
Angoa Daoura	id=g:6979832
Aoudeïjé	id=g:6979833
Dallol	id=g:6979834
Birni Tagui	id=g:6980616
Lété	id=g:6980617
Parc National Du W Du Niger	id=g:6980619
Zoudi	id=g:6982955
Angoa Marafa	id=g:6997294
Gandou	id=g:6997295
Tabki Sansani	id=g:6997297
Somno Doumbou	id=g:6997298
Matankari	id=g:6997299
Kalgo	id=g:6997300
Danya	id=g:7001424
Tanbagani	id=g:7001425
Tounga-N-Homa	id=g:7001426
Malamaha	id=g:7001427
Gourbila	id=g:7001428
Tounga	id=g:7001429
Dodo	id=g:7001430
Doundaé	id=g:7001431
Korasa	id=g:7001432
Kankarèy	id=g:7001433
Kademdami	id=g:7001434
Toudou	id=g:7001435
Koboudou	id=g:7001436
Goumbi	id=g:7001437
Agodé	id=g:7001438
Sanyasou	id=g:7001439
Toulay	id=g:7001440
Gézénya	id=g:7001442
Toutay	id=g:7001444
Walalèy	id=g:7001449
Adéki	id=g:7001453
Bariki	id=g:7001455
Awasawa	id=g:7001456
Tapkin Bagadji	id=g:7001461
Goriba	id=g:7001462
Giwana	id=g:7001463
Moulela	id=g:7001465
Sanbalé	id=g:7001991
Bouta	id=g:7002482
Koudjièk	id=g:7002508
Tsitara	id=g:7003074
Tagara	id=g:7003075
Toundou Daji	id=g:7003076
Gizara	id=g:7003077
Kisigiri	id=g:7003080
Darégan	id=g:7003081
Angoal Kasa	id=g:7003082
Kokya	id=g:7003086
Paya	id=g:7003087
Tani	id=g:7003089
Dinkéda	id=g:7003091
Koukodi	id=g:7003092
Nasabo	id=g:7003093
Bawa-Dan-Daji	id=g:7003094
Birni-Lokoyo	id=g:7003095
Roumbouki	id=g:7003096
Baré-Bari	id=g:7003097
Nakira	id=g:7003098
Béna-Doutchi	id=g:7003100
Oundou	id=g:7003101
Doubalma	id=g:7003102
Chanono	id=g:7003104
Mado-Biné	id=g:7003105
Kasari	id=g:7003106
Maraké Rogo	id=g:7003112
Danya	id=g:7003113
Watèla	id=g:7003114
Tagaba	id=g:7003115
Lilatou	id=g:7003116
Dandagoum	id=g:7003133
Argoum	id=g:7003134
Danya	id=g:7003136
Yambasam	id=g:7003138
Gombara	id=g:7003139
Kounkwi	id=g:7003140
Touloum Méryo	id=g:7003141
Guilimé	id=g:7003142
Foura	id=g:7003146
Ourdao	id=g:7003147
Salé	id=g:7003148
Zouzourma	id=g:7003149
Garin Diénta	id=g:7003150
Rèy-Rèy	id=g:7003151
Bakin Tapkin	id=g:7003152
Garin Malam	id=g:7003153
Garin Bondiari	id=g:7003157
Tantchia	id=g:7003158
Iléla	id=g:7003159
Samia	id=g:7003160
Gandabla	id=g:7003161
Sagamé	id=g:7003162
Solo	id=g:7003163
Salé	id=g:7003164
Garin Dambo	id=g:7003165
Labandi	id=g:7003166
Dan Bindji	id=g:7003167
Garin Damaé	id=g:7003168
Taramna	id=g:7003169
Angoal Magaji	id=g:7003170
Kasa Kasa	id=g:7003171
Haousawa	id=g:7003172
Dogon Gao	id=g:7003173
Garin Bargoumé	id=g:7003174
Sabarou	id=g:7003175
Boutana	id=g:7003176
Guidadamé	id=g:7003177
Saorikehi	id=g:7007127
Kalha	id=g:7007128
Magaria	id=g:7007129
Gauro	id=g:7007130
Kerigesa	id=g:7007131
Gari-Adua	id=g:7007187
Durusa-Samna	id=g:7007194
Darégoudji	id=g:7007241
Bnoudagida	id=g:7007243
Guiwa	id=g:7007251
Kade	id=g:7007252
Ruda	id=g:7007253
Ruda Hill	id=g:7007269
Garin Dambu	id=g:7007337
Tapkin Kaoura	id=g:7007339
Koufey	id=g:7007743
Fouloulou	id=g:7007744
Doudahe	id=g:7007745
Kougoum	id=g:7007748
River Magaria	id=g:7009175
River Yumbu	id=g:7009185
River Dankeji	id=g:7009186
River Quari	id=g:7009187
River Shetalo	id=g:7009195
River Suni	id=g:7009196
River Hurdi	id=g:7009197
River Kalai	id=g:7009272
Tafassâsset	id=g:7009279
Edeyeene de Mourzouk	id=g:7009658
Gâret el Gueba es Soda	id=g:7009659
Salvador	id=g:7009660
Passe de Salvador	id=g:7009661
Oued en Nezîh	id=g:7009894
Jabal Ati	id=g:7009895
Éché Gallima	id=g:7011362
Kourizo	id=g:7011363
Enneri Ziguer Sounanso	id=g:7011364
Tara Ouské	id=g:7011365
Dao Tiguimi	id=g:7011464
Blaka Tjona	id=g:7011955
Ennerî	id=g:7011956
Aouehida	id=g:7012136
Gara Kirina	id=g:7012137
Suntiouma	id=g:7012138
Amar el Arbi	id=g:7012139
Pointe de Bîr el Amar el Gharbi	id=g:7012140
Mari	id=g:7015561
Dan Kadou	id=g:7015562
Tounga-Bougou	id=g:7015563
Dan-Abéda	id=g:7015564
Jèndawa	id=g:7015565
Ténarkas	id=g:7015566
Rounbiki	id=g:7015567
Reyrey	id=g:7015568
Guidan-Kodidi	id=g:7015569
Darabra	id=g:7015570
Magaria	id=g:7015571
Ayéyé-Guidan Alio	id=g:7015572
Guidan-Boubé	id=g:7015573
Guidan Ango	id=g:7015574
Katoria	id=g:7015575
Aroki	id=g:7015576
Bankolé	id=g:7015577
Maya	id=g:7015578
Guidan-Kara	id=g:7015579
Zanbou	id=g:7015580
Tamaka	id=g:7015581
Nadabar	id=g:7015582
Zango	id=g:7015583
Mozagé	id=g:7015584
Guidan Muy-Janjaré	id=g:7015585
Bachaka	id=g:7015586
Guidan-Mitoumaki	id=g:7015587
Guidan-Albakari	id=g:7015588
Tounga	id=g:7015589
Guidan-Abdou	id=g:7015590
Baouné	id=g:7015591
Doumbou	id=g:7015592
Korap	id=g:7015593
Tajaé	id=g:7015594
Guidan-Godya	id=g:7015595
Tabla	id=g:7015596
Outchia	id=g:7015597
Guidan-Katcha	id=g:7015598
Guidan-Adamou	id=g:7015599
Karkalé	id=g:7015600
Guidan-Isa	id=g:7015601
Dogon-Daji	id=g:7015602
Botaro	id=g:7015603
Boulké	id=g:7015604
Korba	id=g:7015605
Tounga-Dayounfa	id=g:7015606
Madawa	id=g:7015607
Djiko	id=g:7015608
Farendoutchi	id=g:7015609
Kataka	id=g:7015610
Mazoji	id=g:7015611
Guidan-Samya	id=g:7015612
Djarkasa	id=g:7015613
Gamdawa	id=g:7015614
Tunga Damnu	id=g:7015627
Tounga Makoki	id=g:7015628
Dakilawa	id=g:7015629
Tunga Mosage	id=g:7015630
Cherasa Baba Hill	id=g:7015631
Magaria	id=g:7015632
Magaria	id=g:7015633
Masalata	id=g:7015634
Tabanni	id=g:7015635
Tabanni Hill	id=g:7015636
Gidan Kaiya	id=g:7015637
Kaba Doguina	id=g:7015645
Kao Tératérom	id=g:7015646
Emi Kouri Denga	id=g:7015647
Saou Mardaï Nga	id=g:7015648
Toma Yaska	id=g:7015649
Yougoulou Domma	id=g:7015650
Soulomi Bo	id=g:7015651
Araga Chaha Nga	id=g:7015652
Araga Bo	id=g:7015653
Téhi	id=g:7015654
Saoubi Agarkora	id=g:7015655
Sonhi Oromi	id=g:7015656
Soulomi	id=g:7015657
Daugu	id=g:7015933
River Tsernaoua	id=g:7018424
River Jebbe	id=g:7018425
River Majia	id=g:7018426
Kourou Diha	id=g:7018986
Enneri Arkennelles	id=g:7018991
Enneri Arentégué	id=g:7019611
Kirina	id=g:7019634
Kourou Arkenné	id=g:7019849
Bozozoa	id=g:7027049
Rwankanwa	id=g:7027050
Kondiri	id=g:7027052
Ansanga	id=g:7027053
Mankíndirmou	id=g:7027054
Pada	id=g:7027059
Sumarda	id=g:7027060
Majankare	id=g:7027061
Fokine	id=g:7027062
Angoal Amidou	id=g:7027063
Angoal Kalgo	id=g:7027064
Gagaja	id=g:7027065
Goudchéke	id=g:7027066
Jékadamanda	id=g:7027067
Conga May Souma	id=g:7027068
Dan Fali	id=g:7027069
Sosono	id=g:7027070
Chiromari	id=g:7027071
Kokoiua	id=g:7027072
Kamfori	id=g:7027073
Goumbourou	id=g:7027074
Méséido	id=g:7027075
Aboki	id=g:7027076
Banzaram	id=g:7027077
Riga	id=g:7027078
Maimujia	id=g:7027079
Tankérani	id=g:7027080
Kangarua	id=g:7027081
Haraza	id=g:7027082
Dogon Samia	id=g:7027083
Kutum	id=g:7027084
Maikuku	id=g:7027085
Gonga Digaje	id=g:7027086
Santamni	id=g:7027087
Tamné Tamné	id=g:7027088
Kare Made	id=g:7027089
Angoal Aya	id=g:7027090
Kuta	id=g:7027091
Maidiku	id=g:7027092
Kakato	id=g:7027093
Ndama	id=g:7027094
Bourdodo	id=g:7027095
Gangara	id=g:7027097
Diré	id=g:7027098
Tumbi	id=g:7027099
Ayania	id=g:7027100
Sakwa Dangarou	id=g:7027102
Chakounou	id=g:7027103
Tameli	id=g:7027105
Madata	id=g:7027106
Sukua	id=g:7027107
Kablé	id=g:7027108
Bari	id=g:7027109
Koulki	id=g:7027110
Dina Kandawa	id=g:7027111
Galada	id=g:7027114
Daoure	id=g:7027115
Daoure	id=g:7027116
Barde	id=g:7027117
Baburi	id=g:7027118
Zengi	id=g:7027119
Danguchi	id=g:7027120
Gigawa	id=g:7027121
Ansabéra Enada	id=g:7027122
Dantarbo	id=g:7027123
Ang. Maje	id=g:7027124
Mahurbur	id=g:7027125
Kaiga	id=g:7027126
Zamoo	id=g:7027127
Miteli	id=g:7027128
Ang. Sale	id=g:7027129
Dan Kurchi	id=g:7027130
Kiaoshe	id=g:7027131
Kwadege	id=g:7027132
Maidodo	id=g:7027133
Soli	id=g:7027134
May Kirya	id=g:7027135
Dammakie	id=g:7027136
Babori	id=g:7027137
Kali	id=g:7027138
Angoal Bakochi	id=g:7027139
Jobi	id=g:7027140
Adare	id=g:7027141
Mégamji	id=g:7027142
Lalatakori	id=g:7027143
Raratakor	id=g:7027144
Doukouram	id=g:7027145
Barma	id=g:7027220
Bourtouli	id=g:7027221
Kataka Bori	id=g:7027222
May Samia	id=g:7027223
Chemouttero	id=g:7034420
Kao Kalabita	id=g:7034949
Kokalambouleya	id=g:7034950
Dengueri	id=g:7034951
Djinkebi	id=g:7034952
Enneri Kourtei Domossoua	id=g:7039229
Assarabidi	id=g:7039985
Douroubouga	id=g:7039986
Gidadame	id=g:7040149
Tungan Magajia	id=g:7040152
Tonga Dintaway	id=g:7040407
Agraouri	id=g:7040895
Eriguidi	id=g:7040896
Nguingaoué	id=g:7060883
Chemidour	id=g:7060944
Kossomo India	id=g:7060945
Biram Laour Kossobé	id=g:7060946
Emi Madama	id=g:7060947
Bezza	id=g:7060948
Nguesomi	id=g:7060949
Goubdoudou	id=g:7060950
Djibella	id=g:7060951
Agguer	id=g:7060952
Agrakey	id=g:7060953
Djedi	id=g:7060954
Balkay Adjibé	id=g:7060955
Kalala	id=g:7060956
Silemi	id=g:7060957
Piscine Koulohom	id=g:7060958
Ilolidi	id=g:7060959
Gara Mada	id=g:7060960
Gara Kahedane	id=g:7060961
Fosso	id=g:7060963
Tèguèbè	id=g:7060977
Falaise de Fachi	id=g:7060978
Ibrachima	id=g:7060979
Kao Tissa	id=g:7060980
Bordj	id=g:7060981
Ténéré du Tafassâsset	id=g:7094571
Kambé	id=g:7095129
Emi Zouridé	id=g:7095130
Korogom	id=g:7095131
Col de Sara	id=g:7095132
Albala	id=g:7095133
Sara	id=g:7095134
Drigana	id=g:7095135
Ouar Tadjedjet	id=g:7096742
Tossom Korné	id=g:7096743
Tibio Kida	id=g:7096744
Oued Mechedini	id=g:7096747
Oued Tonsom Korné	id=g:7096748
Enneri Domossoua	id=g:7097796
Kouréa Momo	id=g:7097797
Galédjam	id=g:7097798
Enneri Aderoba	id=g:7097799
Enneri Blaka	id=g:7101654
Golfe de Mouchi Sonosso	id=g:7101655
Enneri Telei	id=g:7101656
Oued Yaya	id=g:7101657
Kaya	id=g:7101658
Enneri Odri Kolo	id=g:7101659
Oued Tardjié	id=g:7101661
Enneri Lobézédé	id=g:7101662
Kouloussaoulabé	id=g:7101663
Fassassat	id=g:7101665
Dissilak	id=g:7101667
Ehi Guézébida	id=g:7101668
Ouarek	id=g:7101670
Dimaha	id=g:7101671
Emi Mayougdu	id=g:7101673
Emi Wogan	id=g:7101674
Gara Boudhema	id=g:7102296
Gara Kehedaïn Yalanga	id=g:7102297
Ehi Obonhoua	id=g:7102298
Gara Kehedaïn Onouma	id=g:7102299
Ehi Galimanga	id=g:7102300
Eriguidi	id=g:7102301
Pic de Yeggueba	id=g:7102867
Agra Sounosso	id=g:7102868
Bézélama	id=g:7102869
Greh Zougra	id=g:7102870
Youyouma Braoya	id=g:7102871
Doumba	id=g:7102872
Lotey	id=g:7102873
Béla Koulbou	id=g:7102874
Téfihouma	id=g:7102875
Téhi Dorosso	id=g:7102876
Ayama	id=g:7102877
Ko Dasse Leï	id=g:7102878
Elki Guernama	id=g:7102879
Barara	id=g:7102880
Alji Forie	id=g:7102881
Ko Tiguima	id=g:7102882
Laboulobou	id=g:7102883
Mougoudem	id=g:7102884
Dirkou	id=g:7102885
Tima	id=g:7102886
Emi Bouli	id=g:7103281
Ouar Tadjedjet	id=g:7103282
I-n-Guinane	id=g:7500566
I-n-Tourof	id=g:7500567
Aousségar	id=g:7500568
Alèg	id=g:7500569
Chinégayat	id=g:7500570
Foudanatam	id=g:7500571
Tikinaouene	id=g:7500572
Takaskaza	id=g:7500573
Assassa	id=g:7500574
I-n-Tarouda	id=g:7500575
Asséréra	id=g:7500576
Dabdabimi	id=g:7500577
Ti-n-Gholoutene	id=g:7500578
Azéli	id=g:7500579
I-n-Habat	id=g:7500580
Kilotéhene	id=g:7500581
Jitafene	id=g:7500582
Massobia	id=g:7500583
I-n-Tadene	id=g:7500584
Lasli	id=g:7500585
Itètdene	id=g:7500586
Enéker	id=g:7500587
Ti-n-Saguidèl	id=g:7500588
Gabadane	id=g:7500589
I-n-Agadgad	id=g:7500590
Agararès	id=g:7500591
Tétélit	id=g:7500592
Tékéjété	id=g:7500593
Elghafiat	id=g:7500594
I-n-Tourkad	id=g:7500595
Iguélala	id=g:7500596
Ijera	id=g:7500597
Maé	id=g:7500598
I-n-Kadoudoukoum	id=g:7500599
I-n-Gagane	id=g:7500600
Téguif Nouil	id=g:7500601
Atchilararane	id=g:7500602
Agaouane	id=g:7500603
Ir Hagane	id=g:7500604
Lasseli	id=g:7500605
Taoualiba	id=g:7500606
Adar Agarares	id=g:7500607
I-n-Nomo	id=g:7500608
Taachéganene	id=g:7500609
Chakgoutajiba	id=g:7500610
Téhèndé Madoki	id=g:7500611
Tchi-n-Azo	id=g:7500612
I-n-Rarar	id=g:7500613
Oumbagré	id=g:7500614
Tassar	id=g:7500615
Imbèmbé	id=g:7500616
Tersine	id=g:7500617
Talabi	id=g:7500618
I-n- Férassene	id=g:7500619
Témérane	id=g:7500620
Ekoundèr	id=g:7500621
Ennora	id=g:7500622
Ténéker	id=g:7500623
Enéréchil	id=g:7500624
Oult Ajmélé	id=g:7500625
I-n-Tasmé	id=g:7500626
Ekaratat	id=g:7500627
Tchi-n-Ekoundèr	id=g:7500628
Eghaga	id=g:7500629
Tchi-n-Egoulgous	id=g:7500630
Agnéni	id=g:7500631
Tchilalagon	id=g:7500632
Tissikilibane	id=g:7500633
Tchoufilalene	id=g:7500634
I-n-Jiane	id=g:7500635
Tabaréguèd	id=g:7500636
Essaïlene	id=g:7500637
Akarazraz	id=g:7500638
Tchimenas	id=g:7500639
Dzagat	id=g:7500640
Attaya	id=g:7500641
I-n-Ghagane	id=g:7500642
I-n-Tésséouil	id=g:7500643
Tchézoukine	id=g:7500644
Adouloukera	id=g:7500645
I-n-Zagazane	id=g:7500646
Ezourza	id=g:7500647
Enaka	id=g:7500648
Tchi-n-Amassarene	id=g:7500649
Edardarit	id=g:7500650
Tékia	id=g:7500651
Oualataghalof	id=g:7500652
I-n-Tazof	id=g:7500653
Tiégomzal	id=g:7500654
Tarrèt	id=g:7500655
Abanguegh	id=g:7500656
Amanagh	id=g:7500657
Kamarachi	id=g:7500658
Abéloukouma	id=g:7500659
Tijiguel	id=g:7500660
Assassa	id=g:7500661
Eballak	id=g:7500662
Tchi-n-Aouas	id=g:7500663
Zakarnaz	id=g:7500664
Imbala	id=g:7500665
Tissikilibane	id=g:7500666
Tarsedet	id=g:7500667
I-n-Aboulilik	id=g:7500668
Tozoalé	id=g:7500669
Takarambat	id=g:7500670
I-n-Ofalinjot	id=g:7500671
I-n-Ofalinjot	id=g:7500672
Atoumbouloum	id=g:7500673
Atrou	id=g:7500674
Tibalaré	id=g:7500675
Ti-Fataratine	id=g:7500676
Madal Mellet	id=g:7500677
N-Talagh	id=g:7500678
Iguéchinchitene	id=g:7500679
Ghiza	id=g:7500680
I-n-Toukaoui	id=g:7500681
Faradiou	id=g:7500682
Salméro	id=g:7500683
Tamouzoulou	id=g:7500684
I-n-Boura	id=g:7500685
Tanamassak	id=g:7500686
Razéfa	id=g:7500687
Tchi-n-Zezreï	id=g:7500688
Manaza	id=g:7500689
I-n-Gramanene	id=g:7500690
Andéres	id=g:7500691
Bouzous	id=g:7500692
I-n-Koubrar	id=g:7500693
Azaouar	id=g:7500694
Tersaouit	id=g:7500695
Jouréguene	id=g:7500696
Tézèm Talam	id=g:7500697
Sambéssa	id=g:7500698
Ajian	id=g:7500699
Tèlhèbèlt	id=g:7500700
Sarkémi	id=g:7500701
Arajez	id=g:7500702
Têknéouîne	id=g:7500703
Telmaz Zouri	id=g:7500704
I-n-Pézouri	id=g:7500705
I-n-Fillila	id=g:7500706
Azébréis	id=g:7500707
I-n-Elouéna	id=g:7500708
Tchi-n-Ezournane	id=g:7500709
Taghéni	id=g:7500710
Balarbalar	id=g:7500711
Talagdaouane	id=g:7500712
I-n-Foulalene	id=g:7500713
I-n-Esgar	id=g:7500714
Tadis	id=g:7500715
I-n-Tréjirat	id=g:7500716
Eraouré	id=g:7500718
Dounani	id=g:7500719
Âsséo	id=g:7500720
Temil	id=g:7500721
Kétchéno	id=g:7501559
Rahad Boula Kourou	id=g:7501561
Mélégondori	id=g:7501564
Kindiloua	id=g:7501569
Alilla	id=g:7501570
Kassatcha Chouari	id=g:7501571
Kounoukaré	id=g:7501572
Rahad Tchaoui	id=g:7501573
Tataroua	id=g:7501574
Boyé Tchassa	id=g:7501575
Malam Djaradi	id=g:7501576
Kouloua Jetko	id=g:7501577
Boulli	id=g:7501578
Dagoum	id=g:7501579
Baroum	id=g:7501580
Issouri	id=g:7501581
Gowoné	id=g:7501582
Ngourgouram	id=g:7501583
Kangouri Tchingoa	id=g:7501584
Bourgouari	id=g:7501585
Ngaroua	id=g:7501586
Ngoua	id=g:7501587
Rahad Kangara	id=g:7501588
Rahad Tchéchaoua	id=g:7501589
Rahad Houhou	id=g:7501590
Kaouré	id=g:7501591
Kougoudou	id=g:7501592
Néléri	id=g:7501613
Gogoné	id=g:7501616
Boulayi	id=g:7501617
Ngoua	id=g:7501620
Rahad Manda	id=g:7501621
In Kimia	id=g:7502321
Tassia	id=g:7503226
Baouli Kouara	id=g:7503227
Boguel	id=g:7503228
Lantéri Gourmantché	id=g:7503229
Tiéla	id=g:7503230
Ouro Barké	id=g:7503231
Diapanga Ouro Foulbé	id=g:7503232
Balouré	id=g:7503233
Hoga	id=g:7503234
Diandian-Diori	id=g:7503235
Oufouanou	id=g:7503236
Nadiagou	id=g:7503237
Banira	id=g:7503238
Bankata	id=g:7503239
Konandéré	id=g:7503240
Garbangou	id=g:7503241
Tépé	id=g:7503242
Kotiékamou	id=g:7503243
Bassara	id=g:7503244
Fantou	id=g:7503245
Bélél	id=g:7503246
Ouro Mamati	id=g:7503247
Yendiouanou	id=g:7503248
Fombon	id=g:7503249
Bounga Bounga	id=g:7503250
Tyabougou	id=g:7503252
Gondari	id=g:7503253
Bondiole	id=g:7503254
Débéré	id=g:7503255
Fombongou	id=g:7503256
Koulbou	id=g:7503257
Boumbouga	id=g:7503258
Hamadio	id=g:7503259
Golgano	id=g:7503260
Tanol	id=g:7503261
Loubouel	id=g:7503262
Rossongori	id=g:7503263
Bossiégou	id=g:7503264
Louboual	id=g:7503265
Izgagane	id=g:7503367
Aouta	id=g:7503369
Aouta	id=g:7503370
Téfilt	id=g:7503371
Takazouene	id=g:7503372
Ichkâne Abdou	id=g:7503373
Soussoufane	id=g:7503374
Têknéouîne	id=g:7503375
I-n-Taouari	id=g:7503376
Romou	id=g:7503377
Guedmaouene	id=g:7503378
Tichene	id=g:7503379
Gobero	id=g:7503381
Takaddanaï	id=g:7503382
Elghas	id=g:7503383
Bagué Déguéla	id=g:7506860
Mayanga Foulbé	id=g:7506867
Territory of Norfolk Island	id=g:2155115
Kingston	id=g:2161314
All Seasons Colonial	id=g:6521614
Sydney Bay	id=g:6942013
Phillip Island	id=g:6942224
River Tunga	id=g:2221333
Moudi	id=g:2225931
Hosséré Gouléver	id=g:2231005
Bourrah Vango	id=g:2233458
Boudjouma	id=g:2233562
Zwabo	id=g:2317531
Zwabo	id=g:2317532
Zwabo	id=g:2317533
River Zuzurfa	id=g:2317534
Zuzu	id=g:2317535
Zuyel	id=g:2317536
Zuwo	id=g:2317537
Zuwel	id=g:2317538
Zuwai	id=g:2317539
Rafin Zuwa	id=g:2317540
Zuwa	id=g:2317541
Zuwa	id=g:2317542
Zuturu Mugu	id=g:2317543
Zutungi	id=g:2317544
Zuru Kuduk	id=g:2317545
Zurubu Hill	id=g:2317546
Zuru	id=g:2317547
Zuru	id=g:2317548
Zuru	id=g:2317549
Zurmuku	id=g:2317550
Zurmi	id=g:2317551
Zurgum	id=g:2317552
River Zurfi	id=g:2317553
Zurfi	id=g:2317554
Zurak	id=g:2317555
Zura Birmari	id=g:2317556
Zura	id=g:2317557
River Zur	id=g:2317558
Zunturo Mugu	id=g:2317559
Zuntu	id=g:2317560
Zunkudi	id=g:2317561
Zungwe	id=g:2317562
Zungwe	id=g:2317563
River Zungur	id=g:2317564
River Zungur	id=g:2317565
Zungur	id=g:2317566
Zungunba	id=g:2317567
Zungoro	id=g:2317568
Zungeru	id=g:2317569
Zunfur	id=g:2317570
Zuna	id=g:2317571
Zun	id=g:2317572
Zumugu	id=g:2317573
Zumta	id=g:2317574
Zumna	id=g:2317575
Zummo	id=g:2317576
Zumburum	id=g:2317577
Zumbulum	id=g:2317578
Zumbula	id=g:2317579
Zumba	id=g:2317580
Zumakweri	id=g:2317581
Zumaki	id=g:2317582
Zum Ahmadu	id=g:2317583
River Zuma	id=g:2317584
Zum	id=g:2317585
Zull	id=g:2317586
Zull	id=g:2317587
Zulika	id=g:2317588
Zukuku	id=g:2317589
Zuku Hill	id=g:2317590
Zuku	id=g:2317591
River Zukozuko	id=g:2317592
Zui	id=g:2317593
Zuguum	id=g:2317594
Zuguru	id=g:2317595
Zuguru	id=g:2317596
Zugurma	id=g:2317597
Zuguntane	id=g:2317598
Zugumi Peaks	id=g:2317599
Zugumi	id=g:2317600
Jeka Fada	id=g:2317601
Zugu Hill	id=g:2317602
Zugu	id=g:2317603
Zugu	id=g:2317604
Zugu	id=g:2317605
Zugu	id=g:2317606
Zugu	id=g:2317607
Zugu	id=g:2317608
Zugea	id=g:2317609
Zugbe	id=g:2317610
Zugai	id=g:2317611
Zugace	id=g:2317612
Zuga	id=g:2317613
Zuefawa	id=g:2317614
Zudei	id=g:2317615
Zubuki	id=g:2317616
River Zubai	id=g:2317617
Zuba	id=g:2317618
Zua	id=g:2317619
Zua	id=g:2317620
Zoyita	id=g:2317621
Zotori Hill	id=g:2317622
Zoto	id=g:2317623
Zorori	id=g:2317624
Zoro	id=g:2317625
Zoro	id=g:2317626
Zore	id=g:2317627
Zor	id=g:2317628
Zonkwha Hill	id=g:2317629
Zonkwa	id=g:2317630
Zoni	id=g:2317631
Zongon Konbi Jauro Shuaibu	id=g:2317632
Zongondaji	id=g:2317633
Zongo Mata	id=g:2317634
Zongo Mari	id=g:2317635
Zongoma Kyari	id=g:2317636
Zongo Biriji	id=g:2317637
Zongoagia	id=g:2317638
Zongo	id=g:2317639
Zongo	id=g:2317640
Zongo	id=g:2317641
Zongo	id=g:2317642
Zonge	id=g:2317643
Zongbi	id=g:2317644
Zondo	id=g:2317645
Zona	id=g:2317646
Zomo	id=g:2317647
Zoman	id=g:2317648
Zoma	id=g:2317649
Zoma	id=g:2317650
Zoloki	id=g:2317651
Zolo	id=g:2317652
River Zole	id=g:2317653
Zole	id=g:2317654
Zokwogi	id=g:2317655
