Al ‘Aqm	id=g:402496
Al Maşna‘ah	id=g:404076
Bayt al ‘Ansī	id=g:404077
Al Qārah	id=g:404078
‘Āfish	id=g:404079
Bayt al ‘Utmī	id=g:404080
Jabal al Ḩaḑārī	id=g:404085
Jabal Sha‘z̧ah	id=g:404086
Jabal aţ Ţawīlah	id=g:404087
Aḑ Ḑulā‘	id=g:404113
Sha‘bān	id=g:404114
Sāmik	id=g:404115
Khaţmah	id=g:404116
Al Ḩuff	id=g:404117
Al Balad	id=g:404118
Dhī Yadūm	id=g:404119
Al Jaḩshī	id=g:404120
Bayt al Aḩmar	id=g:404121
Maqwalah	id=g:404122
Al Maşna‘ah	id=g:404123
Qāwil	id=g:404124
Ad Dirm	id=g:404125
Bayt Witr	id=g:404126
Raymat Ḩumayd	id=g:404127
‘Anāqah	id=g:404128
Al Ja‘arah	id=g:404129
Dajjah	id=g:404130
Shawbān	id=g:404131
Al Marbak	id=g:404132
Ad Darb	id=g:404133
Biryān	id=g:404134
Al ‘Ashshah	id=g:404135
Al Furs	id=g:404136
Al Qaryah	id=g:404137
Bayt al Qu‘al	id=g:404138
Bayt al Bukayr	id=g:404139
Bayt Zūd	id=g:404893
Ad Darb	id=g:404894
Bayt ‘Alī Aḩmad	id=g:404895
Al Quşayr	id=g:404896
Şarabāt	id=g:404897
Al Jālidī	id=g:404898
Jabal al Kalbīyīn	id=g:404899
Bilsin	id=g:404900
Bayt Radmān	id=g:404901
As Safarāt ‘Iyāl Muḩammad	id=g:404902
Jabal Kiyāl Shara‘	id=g:404903
As Sūdah	id=g:404904
Maḩşim	id=g:404905
Maḩall Sāk	id=g:404906
Madar	id=g:404907
Qaryat ar Rajaw	id=g:404908
Al Maḩm	id=g:404909
Aḑ Ḑubr	id=g:404910
Jabal Thanayn	id=g:404911
Jabal Z̧ufār	id=g:404912
Banī Khayrān	id=g:404913
Al Ḩayfah	id=g:404914
Bayt Marrān	id=g:404915
Jabal Durb	id=g:404916
Al Ḩā’iţ	id=g:404917
Quhāl	id=g:404918
Dhayfan	id=g:404919
Sumayn	id=g:404920
Jabal ash Shaqīq	id=g:404921
Darb Hizam	id=g:404922
Banī Qaydās	id=g:404923
Al Balad	id=g:404924
Bayt al Qāḑī	id=g:404925
Al Ḩuqqah	id=g:404926
Bayt Ghufr	id=g:404927
Bayt al Khāwī	id=g:404928
Bayt Şāliḩ	id=g:404929
Jabal al Manhaḑ	id=g:404930
Ash Sharazah	id=g:404931
‘Iyāl Kithīr	id=g:404932
Bayt Sha‘fal	id=g:404933
Riyām	id=g:404934
Itwah	id=g:404935
Al Qaţţayshah	id=g:404936
Nakhfar	id=g:404937
Maḩall aţ Ţawqī	id=g:404938
Jabal Ḩanān	id=g:404939
Wādī Makrad	id=g:404940
Jabal Yām	id=g:404941
Shi‘b al Gharbā’	id=g:404942
Jabal al Murrah	id=g:404943
Jibāl Ḩarmal	id=g:404944
Jabal al ‘Adan	id=g:404945
Al ‘Irshān	id=g:404946
Darb ‘Ubayd	id=g:404947
Ghawlat Banī Jirmūz	id=g:404948
Wādī al Musayriqah	id=g:404949
Ash Shi‘āb Bayt al Qusāmī	id=g:404950
Bayt as Sayyid	id=g:404951
Marab	id=g:404952
Banī Risām	id=g:404954
Jabal ‘Alīyah	id=g:404956
Ash Shi‘bah	id=g:404959
Wādī Silḩah	id=g:404960
Bi’r al Başal	id=g:404962
Jabal Qaţwah	id=g:404963
Bayt Z̧unbūr	id=g:404966
Jabal al Majāzi‘	id=g:404968
Jabal Jaznūn	id=g:405025
Al Muwayh	id=g:405026
Al Bahūl	id=g:405027
Al Ghurābīyah	id=g:405028
Wādī Darr	id=g:405029
Jabal Shaykh	id=g:405030
Ibn Sahbīn	id=g:405031
Wādī Ḩazz	id=g:405032
Jabal Mahāmah	id=g:405033
Muzayqīyah	id=g:405034
‘Anbarah	id=g:405035
Shaykh Yūsuf	id=g:405036
Wādī Sahinah	id=g:405037
Jabal Ḩişn	id=g:405038
Huwayrib	id=g:405039
Wādī Jaznūn	id=g:405040
Wādī Jazaninah	id=g:405041
Al Mijza‘	id=g:405042
Jabal Sharaj	id=g:405043
Bi’r Thābit	id=g:405044
Jabal al Buşaylah	id=g:405045
Wādī Atabi	id=g:405046
Wādī Nakhībah	id=g:405047
Sufaydah	id=g:405048
Az Ziznāqarah	id=g:405049
Wādī al Khuḑayrah	id=g:405050
Bi’r Khuḑayrah	id=g:405051
Al Majbah	id=g:405052
Jabal Hamadīn	id=g:405053
Jabal Mudawwarah	id=g:405054
Wādī Nakhībah	id=g:405055
Jabal Zumāmīyah	id=g:405056
Marāziqah	id=g:405057
Wādī Darr	id=g:405058
Jabal al Quwādīyah	id=g:405059
Wādī Khadījah	id=g:405060
Jabal Rufayd	id=g:405061
Buramyi	id=g:405062
‘Abdalī	id=g:405085
‘Aqrabī	id=g:405086
Flag Hill	id=g:405087
Helio Knoll	id=g:405088
Bi’r Walton	id=g:405089
Patrol Hill	id=g:405090
Bi’r Musabain	id=g:405091
Bi’r Rubāk	id=g:405092
Zaheera	id=g:405093
Ţawilah	id=g:405094
Bahhara	id=g:405095
Pinnacle Rock	id=g:405096
Low Island	id=g:405097
Flint Island	id=g:405098
Marzūk Kabīr	id=g:405099
Qays al Hammal	id=g:405100
Qulfatein Island	id=g:405101
Ra’s Qaţam	id=g:405102
Shaykhān	id=g:405103
Aden College	id=g:405104
Bāqirīyah	id=g:405979
Al Kadarah	id=g:405980
Sūq al Hāmilī	id=g:405981
Wādī Khuzayrimah	id=g:405982
Wādī ash Sharī	id=g:405983
Wādī al Jarīb	id=g:405984
Khaḑrā’	id=g:405985
As Sufaydah	id=g:405986
Az Zujayrīyah	id=g:405987
Jabal al ‘Akī	id=g:405988
Bayt az Zumaykīr	id=g:405989
Wādī aţ Ţayr	id=g:405990
Wāḩijah	id=g:405991
Al Kadḩah	id=g:405992
Bayt al Buwayrī	id=g:405993
Wādī ar Ruwā‘	id=g:405994
Wādī al Jāhilī	id=g:405996
Al Waţan	id=g:405997
Al Ma‘qar	id=g:405998
Qaryat al Maḩmarī	id=g:406000
Al Ghullah	id=g:406001
Al ‘Urayq	id=g:406002
Rābiş	id=g:406003
Qaryat al ‘Umayrīyah	id=g:406004
Qaryat al Hawā’im	id=g:406005
Al ‘Uwayjā’	id=g:406006
Jabal al Huţayţ	id=g:406007
Jabal al Waḩiz	id=g:406008
Ad Dughshulah	id=g:406009
Ḩawrizah	id=g:406010
An Nijārah	id=g:406011
Jabal ar Rawqayn	id=g:406013
Wādī ar Rub‘	id=g:406015
Al Kharābah	id=g:406016
Jabal Buţūmah	id=g:406017
Al Ghullah	id=g:406019
Ḩasy Ibn ‘Alwān	id=g:406020
Al ‘Ayşīm	id=g:406021
Wādī al Majash	id=g:406022
Wādī Mawza‘	id=g:406023
Ad Dawsh	id=g:406024
Dār al ‘Umbī	id=g:406026
Al Ḩadd	id=g:406027
Jabal Rājalah	id=g:406028
Jabal Ajlū	id=g:406029
Wādī al Maqşab	id=g:406030
Wādī Ibn ‘Alwān	id=g:406031
Aḑ Ḑuwayḩah	id=g:406032
Qaryat al Qamā‘irah	id=g:406035
Al ‘Aqmah	id=g:406036
Jabal ar Rukayb	id=g:406037
Wādī al Ghayl	id=g:406038
Al Mukaymil	id=g:406039
Al Mūrīfah	id=g:406040
Al Kazam	id=g:406041
‘Aşwān	id=g:406042
Al Ḩabīl	id=g:406043
Az Zawā‘ī	id=g:406044
Al ‘Āwah	id=g:406045
Jabal ‘Izzān	id=g:406046
Al Qaḩfah	id=g:406047
Qaryat al Ḩaddād	id=g:406048
Jabal Shannah	id=g:406049
Al ‘Āriḑah	id=g:406050
Al Manā’is	id=g:406051
Jabal as Sinn	id=g:406052
Al Ḩumarah	id=g:406053
Aţ Ţuwayr	id=g:406054
Hufar	id=g:406055
Ḩayjanah	id=g:406056
Al Aḩşāb	id=g:406057
Ash Shuqāq	id=g:406058
Jabal Ghubārī	id=g:406060
Al Ḩurayf	id=g:406061
Al Ḩāz̧inah	id=g:406062
Al Ḩişbār	id=g:406063
Al Mil‘āb	id=g:406064
Akamat Ḩubaysh	id=g:406065
Al Ghufayrah	id=g:406066
Al Wād	id=g:406067
Mashjab	id=g:406068
Shamīr	id=g:406069
An Nuzayhah al ‘Ulyā	id=g:406070
Al ‘Aynah	id=g:406071
Najd an Nashamah	id=g:406072
Şalāḩ	id=g:406073
Ḩajar al Qurayshah	id=g:406074
Al Makārishah	id=g:406075
Al Mishrāḩ	id=g:406076
Al Ḩujnah	id=g:406077
Al Khanif	id=g:406078
Al Qisţ	id=g:406079
Ash Shirak	id=g:406080
Al Khiyāmī	id=g:406081
Al Qaḩfah	id=g:406082
Jabal al Ḩarīm	id=g:406083
Al Malikah	id=g:406084
Al Ḩaşib	id=g:406085
Al Qahb	id=g:406086
Al ‘Aram	id=g:406087
Al Maşnamah	id=g:406088
Wādī Banī Khawlān	id=g:406089
Al ‘Ajram	id=g:406090
Al Mukhāsi‘ah	id=g:406091
Ad Duqm	id=g:406092
Kurābah	id=g:406093
Şānah	id=g:406094
‘Arash	id=g:406095
Jabal Ḑafār	id=g:406096
Jabal al ‘Ashshah	id=g:406097
Al Ajrūm	id=g:406098
Qanāh	id=g:406099
Al Mu‘allam	id=g:406100
Al Mahjam	id=g:406102
Wādī Ḩinnah	id=g:406103
Al Qayzah	id=g:406104
Al Mawjar	id=g:406105
Ash Shurayrah as Suflá	id=g:406106
Al Lukaymah	id=g:406107
Al Ḩushshah	id=g:406108
Ad Damdam	id=g:406109
Al ‘Afīf	id=g:406110
Aţ Ţawr	id=g:406111
Jabal al Aghbar	id=g:406112
Ar Rakab	id=g:406113
Al Qambarīyah	id=g:406114
Al Bu‘aymah	id=g:406115
Wādī Z̧arf	id=g:406116
Qaryat ad Dār	id=g:406117
Ka‘lūlī	id=g:406118
Wādī Ḩaqrah	id=g:406119
Wādī Tubb	id=g:406120
Al ‘Uţayfī	id=g:406121
Jabal al Ibdār	id=g:406122
Ar Ruwā‘	id=g:406123
Jabal ‘Awās	id=g:406124
Wādī Sha‘būn	id=g:406125
Al Karīf	id=g:406126
Bi’r al Qushāsh	id=g:406127
Aş Şanimah	id=g:406128
Al Mabdhal	id=g:406129
Al Ḩaymah	id=g:406130
Jabal al Kumrah	id=g:406131
Wādī Şīk	id=g:406578
An Nuşub	id=g:406579
Jabal `Arw	id=g:406580
Al ‘Alā ‘Arw	id=g:406581
As Sāḩah	id=g:406582
Jabal ‘Anam	id=g:406583
Şabar	id=g:406584
Jabal al Miţawwaq	id=g:406585
Al Ḩathamah	id=g:406586
Al Ḩamrā̛	id=g:406587
Ad Darb	id=g:406588
Sifyān	id=g:406589
Wādī ‘Ayn	id=g:406590
Zūr Wādi‘ah	id=g:406591
Al Maqām	id=g:406592
Jabal Z̧afār	id=g:406593
Jabal al Ḩajr	id=g:406594
Al Ḩāmiḑah	id=g:406595
Wādī Sarūm	id=g:406596
Sarūm	id=g:406597
Jabal al Mī‘āl	id=g:406598
Wādī Amlaḩ	id=g:406599
Jabal Baḑī‘	id=g:406600
Al Khays	id=g:406601
Jabal al Barnawah Khizām	id=g:406602
Maḩall ‘Izzān	id=g:406603
Wādī Mirar	id=g:406604
Wādī al Jufrah	id=g:406605
Aţ Ţalḩah	id=g:406606
Hijār Hādī Khashmān	id=g:406607
Qaryat Duḩūb	id=g:406608
Wādī as Sawd	id=g:406609
Wādī an Naqībah	id=g:406610
Wādī Buşur	id=g:406611
Al ‘Arīshah	id=g:406612
Wādī al Jarr	id=g:406613
Mazra‘at al Maz̧āfirah	id=g:406614
Wādī Tamir	id=g:406615
Jibāl al Kahāfah	id=g:406616
Jabal al Fuwayţimah	id=g:406617
Jabal Tawāthinah	id=g:406618
Wādī al Jallah	id=g:406619
Jabal Qash‘ān	id=g:406620
Jabal Ḩabash	id=g:406621
Jabal an Nattātah	id=g:406622
Jabal al Aq`as	id=g:406623
Maqām al Quḑāh Āl ash Shar‘ī	id=g:406624
Jabal Sārah	id=g:406625
Jabal Qum‘ān	id=g:406626
Wādī Ikhshī	id=g:406627
Ikhshī	id=g:406628
Jabal Nuhum	id=g:406629
Al Balasah	id=g:406630
Al Jabal al Wāsiţ	id=g:406631
Taysān	id=g:406632
Wādī Jizir	id=g:406633
Shi‘b al ‘Arā‘ir	id=g:406634
Al Ḩishwah	id=g:406635
Jabal Sawdān	id=g:406636
Jabal aş Şalāh	id=g:406637
Mawjā’	id=g:406638
Jabal Saybān	id=g:406639
Jabal Ḩanz̧al	id=g:406640
Al Mawsaţah	id=g:406641
Wādī Makhḑa‘	id=g:406642
Jabal Ţuwāl al Qulaytah	id=g:406643
Jabal Libah	id=g:406644
Al Burqah	id=g:406645
Madārat Gharīr	id=g:406646
As Sahlayn	id=g:406647
Al ‘Abdīn	id=g:406648
Dammāj	id=g:406649
Wādī Dammāj	id=g:406650
Ad Darb	id=g:406651
Sibāhalah	id=g:406652
Şaḩwah	id=g:406653
Al Khiyām	id=g:406654
‘Ayn	id=g:406655
Al Majzab	id=g:406656
Al Qābil	id=g:406657
Jabal Juwā’ Gharb	id=g:406658
‘Ishāsh al Muḩarraq	id=g:406659
Wādī ‘Adīwah	id=g:406660
Jabal al Minmār	id=g:406661
Sāqayn	id=g:406662
Al Qayf	id=g:406663
Jabal Qatab	id=g:406664
Al Ashrāf	id=g:406665
Al Kharib	id=g:406666
Wādī al Ashrāf	id=g:406667
Jabal as Sūdah Āl Şalāḩ	id=g:406668
Banī Ḩunaysh	id=g:406669
Alt Ḩusayn	id=g:406670
Darb Bin Saylān	id=g:406671
Al Qaşabah	id=g:406672
Āl ‘Ammār	id=g:406689
Ḩişn Banī ‘Uwayr	id=g:406690
Sharamāt	id=g:406691
Jabal al ‘Ayr	id=g:406692
Wādī Laylān	id=g:406693
Jabal Ḩilayyam	id=g:406694
Al Khushm	id=g:406695
Wādī ash Shawḩaţayn	id=g:406696
Shi‘b Ra’s	id=g:406697
Wādī Tidah	id=g:406698
Jabal Ḩilayyam	id=g:406699
Jabal al ‘Urr	id=g:406700
Jabal al Mişayn	id=g:406701
Maḩall Bin Ḩunaysh	id=g:406702
An Nuşayf	id=g:406703
Sakhāmah	id=g:406704
Al Maḩjar	id=g:406705
Aş Şada‘ah	id=g:406706
Mawşāţ	id=g:406707
Qandah	id=g:406708
Wādī al Malḩam	id=g:406709
Wādī al ‘Awşā’	id=g:406710
Al Khalīf	id=g:406711
Al Malḩam	id=g:406713
Isnam	id=g:406714
Wādī Malaḩ	id=g:406715
Al ‘Akshah	id=g:406716
Al ‘Arīn	id=g:406717
Wādī al Wishal	id=g:406719
Ar Rihayţ	id=g:406720
Wādī Qifayl	id=g:406722
Wādī al Fāliq	id=g:406723
Wādī al ‘Ashayrah	id=g:406725
Jabal Nimār	id=g:406726
Wādī Aşţur	id=g:406727
Wādī al Ḩanīyah	id=g:406729
An Nubay‘ah	id=g:406734
Aţ Ţulayḩah	id=g:406735
Ad Daḩl	id=g:406736
Al Maḩjal	id=g:406737
Wādī Ḑalmah	id=g:406738
Wādī Maq‘ar	id=g:406739
Jabal Liban	id=g:406740
Ḩamāyil	id=g:406741
Al Mishrāq	id=g:406742
Wādī al Firāḑ	id=g:406743
Al Marī	id=g:406744
Jibāl az̧ Z̧awr	id=g:406745
Ad Dawm	id=g:406746
Wādī ad Dawm	id=g:406747
Wādī al Mishrāf	id=g:406748
Wādī al Qaşabah	id=g:406749
Dāḩiyah	id=g:406751
Wādī Ashrayy	id=g:406752
As Sirār	id=g:406754
Wādī Banī Nawf	id=g:406755
Al ‘Aşamah	id=g:406757
Al Khaysh	id=g:406758
Madājir	id=g:406759
An Nūr	id=g:406760
Rajūzah	id=g:406761
Al Qarī	id=g:406762
Ar Riḩāb	id=g:406763
Jabal al Manārah	id=g:406764
Al Ma‘mal	id=g:406765
At Ta‘bār	id=g:406766
Sūq al `Inān	id=g:406768
Jabal al Kabsh	id=g:406769
Jabal Arwam	id=g:406771
Qaryat Āl Daḩḩān	id=g:406773
As Sa‘īdī	id=g:406774
Wādī Jawār	id=g:406776
Ar Raḩabah	id=g:406777
Jabal Musaytinah	id=g:406778
Wādī Umm Ḩayfah	id=g:406779
Wādī Sarūm	id=g:406780
Jabal ‘Aqb Ra’s	id=g:406781
Raḩbān	id=g:406782
Bin Sārī	id=g:406788
Jabal Quşrān	id=g:406789
Jabal al Ḩubaynā’	id=g:406791
Jabal aḑ Ḑil‘	id=g:406792
Al Jubayjib	id=g:406793
Wādī al Jallah	id=g:406794
Al Qaryah	id=g:406795
Jabal Lawḩ Lahj al Mīrād	id=g:406796
Wādī Miḩlā’	id=g:406798
Jabal al Ma‘şūr	id=g:406799
Wādī al ‘Aţaf	id=g:406800
Wādī Maqḑūb	id=g:406801
Jabal Tadhra‘	id=g:406802
Jabal al Maqdum Tadhra‘	id=g:406804
Al Waqb	id=g:406805
Wādī al Jifr	id=g:406806
Jabal aş Şumay	id=g:406807
Wādī Ḩaydān	id=g:406809
Jabal Ḩawbā’	id=g:406811
Jabal al Farshah	id=g:406813
Wādī Bayyān	id=g:406814
Mawţak	id=g:406815
Jabal Mawţak	id=g:406816
Maqām Bin ‘Azīz	id=g:406818
Jabal Kamah	id=g:406819
Wādī al ‘Alaq	id=g:406820
Jabal Maḩadh	id=g:406821
Al ‘Asharah	id=g:406822
Wādī Mizḩāţ	id=g:406823
Aḑ Ḑahr	id=g:406824
Qarn as Sawādī	id=g:406828
Wādī Malfaj	id=g:406829
Jabal Shi‘b Şibārah	id=g:406830
Hayjān	id=g:406831
Wādī Nahyān	id=g:406832
Ash Sha`rā'	id=g:406833
Wādī an Nīl	id=g:406834
Jabal Na‘īmah	id=g:406840
Wādī Dihmah	id=g:406841
Ḩaram al Marānah	id=g:406843
Kharāb al Marāshī	id=g:406845
Wādī Ḩaram al Marānah	id=g:406847
Jabal Ḩarafah	id=g:406849
Wādī aş Şulul	id=g:406851
Jabal Tān	id=g:406854
Jabal al Al Abyaḑ	id=g:406855
Qaryat Talā’	id=g:406856
Al ‘Aqil	id=g:406857
Wādī al ‘Aqil	id=g:406858
Jabal al Khalaq	id=g:406860
Jibāl Raşş	id=g:406862
Jabal al Mufliḩ	id=g:406871
Wādī Falaḩān	id=g:406872
Wādī al ‘Arīn	id=g:406873
Wādī al ‘Aţf	id=g:406874
Jibāl al Ghār	id=g:406875
Al Milāḩah	id=g:406876
Al Jabal al Aswad	id=g:406877
Wādī Rahnā’	id=g:406879
Wādī Iqbah	id=g:406881
Al Juwārah	id=g:406883
Al Ḩumaydāt	id=g:406884
Jabal al Faraḩ	id=g:406886
Mawsaţah	id=g:406887
Wādī Sufyān	id=g:406888
Jibāl ar Ruways	id=g:406890
Al Ghadīr	id=g:406891
Wādī al Khaḑirah	id=g:406893
Wādī Sanām	id=g:406896
Jabal al Ma‘yan	id=g:406898
Ḩibāshah	id=g:406900
Jabal Ra’s Shāqiḩ	id=g:406906
Shāqiḩ	id=g:406907
Wādī ash Shi`b	id=g:406908
Ruḩḑat Dhū Ḩasan	id=g:406910
Jabal Umm Şamīm	id=g:406911
Wādī al Masīl	id=g:406912
Khulayqā’	id=g:406913
Wādī Ḩabaţā’	id=g:406914
Jabal ar Radīfah	id=g:406917
Jabal al Ḩayfah	id=g:406918
Thāl	id=g:406919
Jabal al Mirkhām	id=g:406921
Jabal al Khaţm	id=g:406922
Wādī al Mazra‘	id=g:406923
Jabal al Qaḩm	id=g:406924
Al Ghabrā’	id=g:406926
Qarn al Barikah	id=g:406928
Jayr	id=g:406929
Wādī ‘Uwāmā	id=g:406931
Az̧ Zā̧li‘	id=g:406933
Jibāl al Wāsi‘	id=g:406935
Jarmān	id=g:406937
Jabal al Fuqah	id=g:406938
Jabal ‘Awhaz	id=g:406939
‘Uwāmā	id=g:406941
Al Wishkh	id=g:406942
Al Ḩayrah	id=g:406944
Wādī `Ayyān	id=g:406945
Jibāl al Jubayjib	id=g:406946
Wādī Jayrah	id=g:406947
Rayk	id=g:406948
Wādī al ‘Ablah	id=g:406949
Wādī San‘ab	id=g:406950
Al Ḩammām	id=g:406952
Iqbah	id=g:406953
Wādī Ruhnah	id=g:406955
Sirār	id=g:406956
Wādī Na‘man	id=g:406957
Al Marhinah	id=g:406958
Wādī al Marhinah	id=g:406959
Al Jabal al Aswad	id=g:406960
Jabal I‘sim	id=g:406961
Jabal adh Dhayb	id=g:406962
Al Ḩāz̧inah as Sawdā'	id=g:406963
Wādī Hurāb	id=g:406964
Al Jabal al Aḩmar	id=g:406965
Jibāl Ḩām al Asfal	id=g:406966
Wādī ar Raḩabah	id=g:406967
Al ‘Uqdah	id=g:406970
Sūq Di‘ām	id=g:406972
Al Muţarrif	id=g:406973
Jabal Mabzakh	id=g:406974
Jibāl Asḩar	id=g:406975
Al Bāţinah	id=g:406976
Al Jabal al Aḩmar	id=g:406978
Al Aq‘āf	id=g:406979
Jabal Ifrāḑ	id=g:406981
Wādī Khaywān	id=g:406982
Dhī Yabal	id=g:406984
Jabal Thimd	id=g:406985
Jabal Kawkab	id=g:406986
Barāwish	id=g:406987
Dhū ‘Ayd	id=g:406989
Wādī Hibah	id=g:406992
Wādī al ‘Āţif	id=g:406994
Jabal Qidrān	id=g:406996
Wādī Şaddān	id=g:406997
Jabal Ay‘ir	id=g:406998
As Sukaybāt	id=g:406999
Jabal ‘Ayshān	id=g:407000
Jabal Ra’s al Ḩakamī	id=g:407001
Wādī al ‘Uqlah	id=g:407002
Wādī al Kids	id=g:407003
Wādī al Ḩablā’	id=g:407004
Al Mashhad	id=g:407005
Wādī al ‘Afarah	id=g:407006
Jabal Shuţah	id=g:407007
Wādī Mardam	id=g:407009
Al Mi‘zāb	id=g:407010
Jabal as Suwaykah	id=g:407012
Al Hajar	id=g:407013
Al Madān	id=g:407014
Jawwat Dhary	id=g:407015
Jabal al Gharbī	id=g:407016
Al Jawār	id=g:407017
Jabal Dhary	id=g:407018
Kharāb ash Shāmī	id=g:407019
Wādī Şawar	id=g:407020
Jabal al ‘Aql	id=g:407021
Jabal Umm Ra’s	id=g:407022
Wādī al ‘Ādiyah	id=g:407023
Al ‘Ashshah	id=g:407024
Wādī Z̧ulām	id=g:407025
Jabal Ghawl as Sinn	id=g:407026
Dhū ‘Abd Allāh	id=g:407027
Dhū ‘Alayyān	id=g:407028
Wādī al Khārid	id=g:407029
Jabal Ţawf al Bāţinah	id=g:407030
Jibāl ‘Awāşim	id=g:407031
Wādī Sirayrah	id=g:407032
As Sahwah	id=g:407033
Wādī al Khārid	id=g:407034
Ḩişn Bin Sa‘d	id=g:407036
Al Muşlāb	id=g:407037
Al Minşāf	id=g:407039
Al Qaşabah	id=g:407040
Şaraḩāt	id=g:407041
Al Matūn	id=g:407042
Mu‘aymirah	id=g:407043
Wādī Sadhbā’	id=g:407044
Jibāl al Mudaykah	id=g:407045
Jabal Rāh	id=g:407046
Kharibat Hamdān	id=g:407047
Al Maşlūb	id=g:407048
Al Ghayl	id=g:407049
Wādī al ‘Ulah	id=g:407050
Milāḩā’	id=g:407051
Al Qārah	id=g:407052
Jabal Juzur	id=g:407054
Wādī Khabash	id=g:407056
Jabal al Ḩirfūf	id=g:407059
Jibāl al Khash‘	id=g:407060
Wādī Marāḩīb	id=g:407061
Jabal al Ḩawl	id=g:407063
Qubbat Khayār	id=g:407066
Al Ghawl	id=g:407067
As Sirār	id=g:407069
Qaryat as Sabī ̔	id=g:407070
Jabal ash Shawāhilah	id=g:407071
An Nujayd	id=g:407074
Qaryat al Qāsim	id=g:407075
Al Wādī al Yamānī	id=g:407076
Al Ḩawārith	id=g:407077
Ḩadābah	id=g:407078
Dhū Ja‘mān	id=g:407079
Al Ḩazīz	id=g:407080
Wādī ‘Aşāl	id=g:407081
Wādī Wi‘ār	id=g:407082
Jabal Shām	id=g:407083
Banī Fāḑil	id=g:407084
Jabal Ḩāshif	id=g:407085
Sūq Ḩāshif	id=g:407086
Qarn as Sayyid	id=g:407087
Sūq al Hayjah	id=g:407088
Ḩumayḑah	id=g:407089
Wādī Şawmal	id=g:407090
Sūq Bashābish	id=g:407091
Jabal al Jamīmah	id=g:407093
Al Jamīmah	id=g:407094
Ḩabūr Z̧ulaymah	id=g:407096
Aţ Ţalāḩīyah	id=g:407097
Jabal al Mashā‘ir	id=g:407098
Jabal Barāsh	id=g:407099
Al Khash‘	id=g:407100
Al ‘Ifrī	id=g:407101
Al ‘lbr	id=g:407102
Wādī Bayt al ‘Anz	id=g:407103
Al Fuşayrah	id=g:407104
Maḩall Uḑbā’	id=g:407105
Al Ḩalḩal	id=g:407106
Jabal Şabīḩ	id=g:407107
Wādī Kharfān	id=g:407109
‘Arrām	id=g:407110
Kawlat al Jaysh	id=g:407111
Jabal Ramīz̧	id=g:407112
Kharfān	id=g:407113
Aţ Ţaḩz̧ah	id=g:407114
Jabal al Manār	id=g:407115
Maḩall al Quḑāh	id=g:407116
Jabal al Mayḩaḑah	id=g:407117
Shi‘b al Ḩārah	id=g:407118
Sinwān	id=g:407119
Aş Sāfiyah	id=g:407121
Wādī Hirrān	id=g:407122
Al Mishwāf	id=g:407123
Wādī as Sāqiyah	id=g:407124
Jibāl as Sāqiyah	id=g:407125
Al ‘Aḑbah	id=g:407126
Wādī Yibar	id=g:407127
Ar Rawḑ	id=g:407129
Al Khalaq	id=g:407130
As Sā‘id	id=g:407131
Al Muraqqa‘ah	id=g:407132
Jabal Mālū	id=g:407148
Jabal Arwān	id=g:407149
Shaykh Mālū	id=g:407150
Jabal al Manhalī	id=g:407174
Dayr al ‘Afīf	id=g:407313
Ra’s ash Shamm	id=g:407314
Al Mihawab	id=g:407315
Al Mu‘addalīyah	id=g:407316
As Sal‘ah	id=g:407317
Quz‘at al Mushāqinah	id=g:407318
Wādī al ‘Uqr	id=g:407319
Shi‘b	id=g:407320
Nukhaylah	id=g:407321
Ţurfat al Mujāmilah	id=g:407322
Faşmat al Mujāmilah	id=g:407323
Al Bikārīyah	id=g:407355
Al Muq‘ashīyah	id=g:407356
Al Makhshab	id=g:407357
Al Khaḑarīyah	id=g:407358
Al Buhaymā’	id=g:407359
Al Khaşr	id=g:407360
Buyūt Sulaymān Hibah	id=g:407361
Al Jāḩ al Asfal	id=g:407362
Al Jāḩ al A‘lá	id=g:407363
Ar Raws	id=g:407364
Sawl az Zahr	id=g:407365
Al Qubay‘	id=g:407366
Ad Duray‘ī	id=g:407367
At Tamānīyah	id=g:407368
Al Ghānimīyah	id=g:407369
Al Habālīyah	id=g:407370
Buyūt ad Darānīyah	id=g:407371
Ash Shikālīyah	id=g:407372
Al Qawādir	id=g:407373
Al Muqādimah	id=g:407374
Al Kalāfīd	id=g:407375
Al Qāsimīyah	id=g:407376
Qaryat al Marāziqah	id=g:407377
Al Karā‘imah	id=g:407378
Al Ḩawālī	id=g:407379
Al Madanīyah	id=g:407380
Al Bukayrīyah	id=g:407381
Az Zāwiyah	id=g:407382
Al ‘Ursīyah	id=g:407383
‘Urayhin	id=g:407384
Kidf ‘Uwayrah	id=g:407385
Al Qurshīyah	id=g:407386
Al Qabāsīyah	id=g:407387
Al Mushaykhī	id=g:407388
Ash Shumah	id=g:407389
Buyūt az Ziyālā’	id=g:407390
Buyūt al Muḩāmirah	id=g:407391
Al Ḩaşlūb	id=g:407392
Maḩwá al Jatīm	id=g:407393
Maḩwá al ‘Āqil	id=g:407394
Al Maḩājibah	id=g:407395
Ḩaydarah	id=g:407396
Ḩasy Sawādah	id=g:407397
Al Kadḩah	id=g:407398
Maḩall az Zawbal	id=g:407399
Maḩwá al Bişşah	id=g:407400
Maḩwá az Zayn	id=g:407401
Al Ḩabīl	id=g:407402
Al Mawqar	id=g:407403
Maḩwá Sulaymān	id=g:407404
Maḩwá ash Shujūn	id=g:407405
