Kominasaeo	id=g:2093584
Fondengko	id=g:2097375
Fologaia	id=g:2097376
Foliang Mission	id=g:2097377
Fokoi	id=g:2097378
Fogimove	id=g:2097379
Fofragen	id=g:2097380
Fofoma	id=g:2097381
Fofoma	id=g:2097382
Fofo Fofo	id=g:2097383
Fofe Creek	id=g:2097384
Foduma	id=g:2097385
Fodu Creek	id=g:2097386
Fodu	id=g:2097387
Foasi Creek	id=g:2097388
Foaru River	id=g:2097389
Fo	id=g:2097390
Fly River Delta	id=g:2097391
Sungai Fly	id=g:2097392
Fly Islands	id=g:2097393
Flobum	id=g:2097394
Flint Island	id=g:2097395
Ok Fli	id=g:2097396
Flat Top	id=g:2097397
Flaggen Peninsula	id=g:2097398
Fivuma River	id=g:2097399
Fivoa Creek	id=g:2097400
Five Pinnacle Peaks	id=g:2097401
Mount Fitu	id=g:2097402
Fissoa River	id=g:2097403
Fissoa Plantation	id=g:2097404
Fissoa	id=g:2097405
Fisi	id=g:2097406
Fish Reef	id=g:2097407
Fish Creek	id=g:2097408
Fish Creek	id=g:2097409
Fischer Harbour	id=g:2097410
Fir Tree Point	id=g:2097411
Firmotavi	id=g:2097412
Firigano	id=g:2097413
Fior	id=g:2097414
Finungwa	id=g:2097415
Finsch Harbour	id=g:2097416
Finschhafen District	id=g:2097417
Finschhafen	id=g:2097418
Finsch Coast	id=g:2097419
Finisterre Range	id=g:2097420
Mount Finisterre	id=g:2097421
Finintegu	id=g:2097422
Fingal Beach	id=g:2097423
Fine River	id=g:2097424
Finamoi	id=g:2097425
Fimoa	id=g:2097426
Fimane	id=g:2097427
Mount Fillodeau	id=g:2097428
Mount Filiam	id=g:2097429
Fileba Plantation	id=g:2097430
Filabu Creek	id=g:2097431
Figamgoa	id=g:2097432
Fifiobi	id=g:2097433
Fieni Creek	id=g:2097434
Fibuka River	id=g:2097435
Fiamuk	id=g:2097436
Fern	id=g:2097437
Feriso	id=g:2097438
Fergusson Island	id=g:2097439
Ferguson Island	id=g:2097440
Feramin	id=g:2097441
Feni Mission	id=g:2097442
Feni Islands	id=g:2097443
Wok Feneng	id=g:2097444
Feloli Creek	id=g:2097445
Mount Felo	id=g:2097446
Wok Feldlak	id=g:2097447
Feiaba Bay	id=g:2097448
Fegigapu	id=g:2097449
Fegani Bay	id=g:2097450
Fedi Creek	id=g:2097451
Fedarb Islands	id=g:2097452
Mount Faveng	id=g:2097453
Favane	id=g:2097454
Fatmilak Point	id=g:2097455
Fatmilak	id=g:2097456
Fatkarson	id=g:2097457
Fatima Mission	id=g:2097458
Fatima	id=g:2097459
Father Reef	id=g:2097460
Fasubaisa	id=g:2097461
Fas Number 3	id=g:2097462
Fas Number 2	id=g:2097463
Faseu	id=g:2097464
Farisa Creek	id=g:2097465
Faringi River	id=g:2097466
Faria River	id=g:2097467
Fara Range	id=g:2097468
Farangot	id=g:2097469
Fanuma	id=g:2097470
Fangwel	id=g:2097471
Fangalawa Plantation	id=g:2097472
Fangalawa Bay	id=g:2097473
Fangalawa	id=g:2097474
Fang	id=g:2097475
Fane Mission	id=g:2097476
Fanaiyufa	id=g:2097477
Famunde-Afomani	id=g:2097478
Famu	id=g:2097479
Famonogu	id=g:2097480
Famili	id=g:2097481
Falls Gorge	id=g:2097482
Fala Creek	id=g:2097483
Fak River	id=g:2097484
Fakreptuebib	id=g:2097485
Fakonama	id=g:2097486
Faiyu	id=g:2097487
Faiya	id=g:2097488
Faiwani Creek	id=g:2097489
Mount Faium	id=g:2097490
Faita	id=g:2097491
Fairway Reef	id=g:2097492
Fairfax Harbour	id=g:2097493
Failure Rocks	id=g:2097494
Faigurup	id=g:2097495
Faiga	id=g:2097496
Faifella Creek	id=g:2097497
Faia	id=g:2097498
Fagume River	id=g:2097499
Fagaminofi	id=g:2097500
Fagamajiu	id=g:2097501
Fabi	id=g:2097502
Ezanko	id=g:2097503
Ezagave	id=g:2097504
Expedition Harbour	id=g:2097505
Expectation Strait	id=g:2097506
Eworogo Creek	id=g:2097507
Ewore	id=g:2097508
Ewok	id=g:2097509
Ewinya	id=g:2097510
Ewe River	id=g:2097511
Eweiwa	id=g:2097512
Ewe Creek	id=g:2097513
Ewasse	id=g:2097514
Eware Inlet	id=g:2097515
Eware	id=g:2097516
Ewan Creek	id=g:2097517
Ewanagia	id=g:2097518
Ewal Island	id=g:2097519
Ewai-Udidanga	id=g:2097520
Ewa	id=g:2097521
Evva Creek	id=g:2097522
Evori River	id=g:2097523
Evore	id=g:2097524
Mount Evina	id=g:2097525
Evili River	id=g:2097526
Evili River	id=g:2097527
Evi-Eva Creek	id=g:2097528
Eviauwa	id=g:2097529
Eviar Creek	id=g:2097530
Eve Shoal	id=g:2097531
Evese	id=g:2097532
Evesa Mission	id=g:2097533
Evesa	id=g:2097534
Everupu	id=g:2097535
Everill Steep Pass	id=g:2097536
Everill Junction	id=g:2097537
Evechi	id=g:2097538
Evasusu	id=g:2097539
Evari Creek	id=g:2097540
Evara	id=g:2097541
Evapia River	id=g:2097542
Evaga	id=g:2097543
Eutao	id=g:2097544
Euopina	id=g:2097545
Eundi Creek	id=g:2097546
Eunainaun Mountain	id=g:2097547
Eulolou Harbour	id=g:2097548
Etuitui Island	id=g:2097549
Etobanga	id=g:2097550
Eti River	id=g:2097551
Ethel River	id=g:2097552
Eteve	id=g:2097553
Etesena	id=g:2097554
Etere	id=g:2097555
Etep	id=g:2097556
Etawai Creek	id=g:2097557
Etaitno	id=g:2097558
Etabu Point	id=g:2097559
Etabu Bay	id=g:2097560
Etabi	id=g:2097561
Etaba	id=g:2097562
Esulu Bay	id=g:2097563
Mount Essie	id=g:2097564
Eskamp	id=g:2097565
Esis River	id=g:2097566
Esianda	id=g:2097567
Eseli	id=g:2097568
Escape Bay	id=g:2097569
Esade Motu Motu	id=g:2097570
Esa Creek	id=g:2097571
Esa’ala District	id=g:2097572
Esa’ala	id=g:2097573
Erventa Islet	id=g:2097574
Erumelavava	id=g:2097575
Eruma	id=g:2097576
Mount Eruki	id=g:2097577
Errittau	id=g:2097578
Eroro River	id=g:2097579
Eroro Mission	id=g:2097580
Eroro	id=g:2097581
Ero’ara	id=g:2097582
Ero	id=g:2097583
Cape Erkokon	id=g:2097584
Eri River	id=g:2097585
Mount Erimbari	id=g:2097586
Erimaienggaglma	id=g:2097587
Erima Harbour	id=g:2097588
Erima	id=g:2097589
Erikos	id=g:2097590
Eriama Creek	id=g:2097591
Erhard Mountains	id=g:2097592
Eretei Number 2	id=g:2097593
Eretei Number 1	id=g:2097594
Erepone	id=g:2097595
Erenog	id=g:2097596
Erendengan	id=g:2097597
Eremare	id=g:2097598
Erekta	id=g:2097599
Ereivanun	id=g:2097600
Erehe	id=g:2097601
Ere-Ere	id=g:2097602
Erave River	id=g:2097603
Erave District	id=g:2097604
Erave	id=g:2097605
Era River	id=g:2097606
Erarisu	id=g:2097607
Erap River	id=g:2097608
Erap Mountains	id=g:2097609
Erap Mountain	id=g:2097610
Erap Mountain	id=g:2097611
Erap	id=g:2097612
Erambo	id=g:2097613
Era Maipua	id=g:2097614
Eram	id=g:2097615
Erakana	id=g:2097616
Era Bay	id=g:2097617
Mount Era	id=g:2097618
Epo Plantation	id=g:2097619
Epmi	id=g:2097620
Epinati Creek	id=g:2097621
Epegau	id=g:2097622
Epe Creek	id=g:2097623
Epebiamo	id=g:2097624
Epa	id=g:2097625
Epa	id=g:2097626
Eoti Creek	id=g:2097627
Eoro	id=g:2097628
Eorila Creek	id=g:2097629
Enuk Plantation	id=g:2097630
Enuk Islands	id=g:2097631
Enuk	id=g:2097632
Entua	id=g:2097633
Entrance Reef	id=g:2097634
Cape Entrance	id=g:2097635
Entibi	id=g:2097636
Ensaru	id=g:2097637
Ensagobu	id=g:2097638
Enowa River	id=g:2097639
Enke Point	id=g:2097640
Enkaiakmin	id=g:2097641
Enjora	id=g:2097642
Enivilogo	id=g:2097643
Enip	id=g:2097644
Enili Creek	id=g:2097645
Enid Shoal	id=g:2097646
Mount Eni	id=g:2097647
Engult River	id=g:2097648
English Peaks	id=g:2097649
Engiep	id=g:2097650
Enge River	id=g:2097651
Engensh Range	id=g:2097652
Engefa	id=g:2097653
Engawagl	id=g:2097654
Enga Province	id=g:2097655
Enga Creek	id=g:2097656
Enende	id=g:2097657
Endukanum Number 2	id=g:2097658
Endugwakane	id=g:2097659
Endugakane	id=g:2097660
Endowa	id=g:2097661
Endirima Creek	id=g:2097662
Endewinggauma	id=g:2097663
Endawa	id=g:2097664
Endaka	id=g:2097665
Cape Endaiadere	id=g:2097666
Ena River	id=g:2097667
Enang Island	id=g:2097668
Enam	id=g:2097669
Enalik Island	id=g:2097670
Emu Village	id=g:2097671
Emusau Island	id=g:2097672
Emuni River	id=g:2097673
Emul	id=g:2097674
Emuk Range	id=g:2097675
Empress Augusta Bay	id=g:2097676
Emperor Range	id=g:2097677
Emo River	id=g:2097678
Emo Mission	id=g:2097679
Emo Mission	id=g:2097680
Emoa Creek	id=g:2097681
Emo	id=g:2097682
Emo	id=g:2097683
Emo	id=g:2097684
Emmissuna	id=g:2097685
Emirau Island	id=g:2097686
Emimi	id=g:2097687
Emigi	id=g:2097688
Emi Creek	id=g:2097689
Emia Falls	id=g:2097690
Emia Creek	id=g:2097691
Emewai	id=g:2097692
Emeun River	id=g:2097693
Emeti	id=g:2097694
Emesa	id=g:2097695
Emerum	id=g:2097696
Emeregam Number 2	id=g:2097697
Emeregam Number 1	id=g:2097698
Emengwaning	id=g:2097699
Emeline Bay	id=g:2097700
Emegari	id=g:2097701
Embor	id=g:2097702
Embogo Training Centre	id=g:2097703
Embogo	id=g:2097704
Emboga River	id=g:2097705
Embi Mission	id=g:2097706
Embi Lakes	id=g:2097707
Embi Creek	id=g:2097708
Mount Embi	id=g:2097709
Embewanang	id=g:2097710
Embetali	id=g:2097711
Embeta Creek	id=g:2097712
Embessa	id=g:2097713
Embala River	id=g:2097714
Ema Reef	id=g:2097715
Emananus Island	id=g:2097716
Emagari	id=g:2097717
Elukane	id=g:2097718
Elsong River	id=g:2097719
El River	id=g:2097720
Elomusao Island	id=g:2097721
Elome Creek	id=g:2097722
Elolian	id=g:2097723
Elobe	id=g:2097724
Eloaue Island	id=g:2097725
Eloa River	id=g:2097726
Elmagle	id=g:2097727
Ellen Gowan Rock	id=g:2097728
Ellangowan Island	id=g:2097729
Elizabeth Reef	id=g:2097730
Elizabeth Bay	id=g:2097731
Elis	id=g:2097732
Eli River	id=g:2097733
Eli Reef	id=g:2097734
Eli’ilaba	id=g:2097735
Mount Elieli	id=g:2097736
Elevala Strickland Divide	id=g:2097737
Elevala River	id=g:2097738
Elevala Peninsula	id=g:2097739
Elevala Junction	id=g:2097740
Eleonora Bay	id=g:2097741
Eleoa	id=g:2097742
Elebe	id=g:2097743
Eleanor Shoal	id=g:2097744
Elava	id=g:2097745
Elava	id=g:2097746
Elau	id=g:2097747
Elano	id=g:2097748
Elandora Mountain	id=g:2097749
Mount Elandora	id=g:2097750
Elamkane	id=g:2097751
Elamin River	id=g:2097752
Elakurukuru	id=g:2097753
Ekuti Dividing Range	id=g:2097754
Ekue Creek	id=g:2097755
Ekrek	id=g:2097756
Ekoukane	id=g:2097757
Ekoru River	id=g:2097758
Ekela	id=g:2097759
Ekeirau	id=g:2097760
Ekas	id=g:2097761
Ekaleu Islet	id=g:2097762
Ekailoa	id=g:2097763
Ejaua Creek	id=g:2097764
Ejaro	id=g:2097765
Mount Eiyawaiyi	id=g:2097766
Eiwo Mission	id=g:2097767
Eiwo	id=g:2097768
Eiwaia	id=g:2097769
Eiru	id=g:2097770
Eipa	id=g:2097771
Einokneri	id=g:2097772
Eil River	id=g:2097773
Eil River	id=g:2097774
Eilogo Estate	id=g:2097775
Eilogo Creek	id=g:2097776
Eilgun Island	id=g:2097777
Eilgul	id=g:2097778
Eilahauta-Mai Creek	id=g:2097779
Eikil	id=g:2097780
Eikanump Pass	id=g:2097781
Mount Eikanump	id=g:2097782
Eikal River	id=g:2097783
Eifa	id=g:2097784
Eickstedt Passage	id=g:2097785
Eibura	id=g:2097786
Eiba	id=g:2097787
Eiatoto-Unu	id=g:2097788
Eia River	id=g:2097789
Eia Point	id=g:2097790
Eia Creek	id=g:2097791
Eia Canyon	id=g:2097792
Eia	id=g:2097793
Ehu Creek	id=g:2097794
Ehu	id=g:2097795
Eho	id=g:2097796
Ehi	id=g:2097797
Ehenabasusu	id=g:2097798
Ehe Creek	id=g:2097799
Ehe Creek	id=g:2097800
Egum Islet	id=g:2097801
Egum Atoll	id=g:2097802
Egiro	id=g:2097803
Egilo River	id=g:2097804
Egenda	id=g:2097805
Egeda River	id=g:2097806
Egauwi	id=g:2097807
Lake Egari	id=g:2097808
Egari	id=g:2097809
Efu	id=g:2097810
Efogi 2	id=g:2097811
Efogi 1	id=g:2097812
Efogi River	id=g:2097813
Efaika	id=g:2097814
Efafan Creek	id=g:2097815
Efafan	id=g:2097816
Eel Creek	id=g:2097817
Edwards Plantation	id=g:2097818
Edwaki	id=g:2097819
Edu	id=g:2097820
Edmago Island	id=g:2097821
Edie Creek	id=g:2097822
Edie Creek	id=g:2097823
Edei River	id=g:2097824
Edebu Creek	id=g:2097825
Edebu	id=g:2097826
Eddiguna	id=g:2097827
Edagwaba Range	id=g:2097828
Ebuia Creek	id=g:2097829
Mount Ebree	id=g:2097830
Eboiyo	id=g:2097831
Eboa	id=g:2097832
Ebna Creek	id=g:2097833
Ebil	id=g:2097834
Eberum	id=g:2097835
Eber Bay	id=g:2097836
Ebeoa Point	id=g:2097837
Ebenan	id=g:2097838
Ebei Creek	id=g:2097839
Ebealue Creek	id=g:2097840
Ebapini	id=g:2097841
Ebanalu Island	id=g:2097842
Ebala	id=g:2097843
Eba Creek	id=g:2097844
Ebabang	id=g:2097845
East Sepik Province	id=g:2097846
East River	id=g:2097847
East Reef	id=g:2097848
East Point	id=g:2097849
East Point	id=g:2097850
East Point	id=g:2097851
East Owen Point	id=g:2097852
East New Britain Province	id=g:2097853
East Islands	id=g:2097854
Eastern Highlands Province	id=g:2097855
East Entrance	id=g:2097856
East Embi	id=g:2097857
East Dome	id=g:2097858
East Cape	id=g:2097859
East Cape	id=g:2097860
East Branch Wagasu River	id=g:2097861
East Branch Rentoul River	id=g:2097862
East Branch Inungapun River	id=g:2097863
East Branch Awio River	id=g:2097864
East Branch Au River	id=g:2097865
East Blocks	id=g:2097866
East Baien	id=g:2097867
Eako Creek	id=g:2097868
Eaea	id=g:2097869
Dzange	id=g:2097870
Dyke Ackland Bay	id=g:2097871
Dyaul Plantation	id=g:2097872
Dyaul Island	id=g:2097873
Dyane	id=g:2097874
Dwelamba	id=g:2097875
Duwar	id=g:2097876
Duvira Creek	id=g:2097877
Duve	id=g:2097878
Duto	id=g:2097879
Dutiu	id=g:2097880
Du Suwey Point	id=g:2097881
D’Urville Peak	id=g:2097882
Duru River	id=g:2097883
Wai Duru	id=g:2097884
Duru	id=g:2097885
Duro River	id=g:2097886
Duro Island	id=g:2097887
Duria Point	id=g:2097888
Durar	id=g:2097889
Dupri Hill	id=g:2097890
Dupotuta Creek	id=g:2097891
Duombonkim	id=g:2097892
Dunung Plantation	id=g:2097893
Dunung Island	id=g:2097894
Dunung	id=g:2097895
Dunumbiangguna	id=g:2097896
Dunigi	id=g:2097897
Cape Dungurongoro	id=g:2097898
Dungge	id=g:2097899
Dunggaulum	id=g:2097900
Dung Creek	id=g:2097901
Dungatung Creek	id=g:2097902
Dungatung	id=g:2097903
Dundu Rock	id=g:2097904
Mount Dundas	id=g:2097905
Dundanain River	id=g:2097906
Duna Peaks	id=g:2097907
Dunantina River	id=g:2097908
Dunami	id=g:2097909
Duna	id=g:2097910
Dumun	id=g:2097911
Dumpu	id=g:2097912
Dumpellaman River	id=g:2097913
Dumig Creek	id=g:2097914
Dumduman Island	id=g:2097915
Dumbun Creek	id=g:2097916
Dumbit 2	id=g:2097917
Dumbit 1	id=g:2097918
Dumara	id=g:2097919
Duma Para Range	id=g:2097920
Dumakane	id=g:2097921
Dumaguna	id=g:2097922
Dumadum	id=g:2097923
Dumad	id=g:2097924
Ok Dum	id=g:2097925
Dulilik Creek	id=g:2097926
Dulagoa	id=g:2097927
Dukuboi Point	id=g:2097928
Duke of York Island	id=g:2097929
Duke of York Group	id=g:2097930
Duinne	id=g:2097931
Duia	id=g:2097932
Ok Dui	id=g:2097933
Dugwenn River	id=g:2097934
Dugumur Bay	id=g:2097935
Dugumur	id=g:2097936
Dugumenu Island	id=g:2097937
Dugulaba 2	id=g:2097938
Dugulaba 1	id=g:2097939
Dugudamobi	id=g:2097940
Mount Du Faure	id=g:2097941
Dufa Creek	id=g:2097942
Dueiya	id=g:2097943
Duei Island	id=g:2097944
Dudula	id=g:2097945
Duduela	id=g:2097946
Dudububuna Bay	id=g:2097947
Dudo Bay	id=g:2097948
Dude Creek	id=g:2097949
Dudaie	id=g:2097950
Duchess Island	id=g:2097951
Dubuwaro Island	id=g:2097952
Dubu River	id=g:2097953
Dubumba	id=g:2097954
Dubuaru Island	id=g:2097955
Dubi	id=g:2097956
Dube Creek	id=g:2097957
Dubanatoboa	id=g:2097958
Mount Duau	id=g:2097959
Duau	id=g:2097960
Dua River	id=g:2097961
Duapmang	id=g:2097962
Duanggauwom	id=g:2097963
Duana	id=g:2097964
Duaga Islet	id=g:2097965
Duaga Harbour	id=g:2097966
Duad Island	id=g:2097967
Duabadi	id=g:2097968
Duaba	id=g:2097969
Dua’a	id=g:2097970
Drowra	id=g:2097971
Drong	id=g:2097972
Drome	id=g:2097973
Droia	id=g:2097974
Drogaka	id=g:2097975
Driwata	id=g:2097976
Drinumor River	id=g:2097977
Drindaria Creek	id=g:2097978
Drina River	id=g:2097979
Drina Plantation	id=g:2097980
Drimgas	id=g:2097981
Drimgas	id=g:2097982
Drimdemasuk	id=g:2097983
Mount Drew	id=g:2097984
Mount Dremsel	id=g:2097985
Drelip Creek	id=g:2097986
Drei Zinnen Mountains	id=g:2097987
Dreikikir	id=g:2097988
Drehet	id=g:2097989
Dreger Harbour	id=g:2097990
Drano	id=g:2097991
Drangot River	id=g:2097992
Dramolow Point	id=g:2097993
Dralman Point	id=g:2097994
Dragele	id=g:2097995
Drabito Number 2	id=g:2097996
Drabito Number 1	id=g:2097997
Dowi	id=g:2097998
Dowaning	id=g:2097999
Dowambiginum Range	id=g:2098000
Dowaia	id=g:2098001
Dowa Creek	id=g:2098002
Dove Point	id=g:2098003
Dove Bay	id=g:2098004
Dove	id=g:2098005
Doura River	id=g:2098006
Douramoku	id=g:2098007
Douglas Harbour	id=g:2098008
Douglas Bend	id=g:2098009
Mount Douglas	id=g:2098010
Mount Douglas	id=g:2098011
Cape Doubtful	id=g:2098012
Double Mountain Range	id=g:2098013
Double Mountain	id=g:2098014
Double Head	id=g:2098015
Dorume 2	id=g:2098016
Dorume 1	id=g:2098017
Dor School	id=g:2098018
Doropo	id=g:2098019
Dorom Area	id=g:2098020
Doroi’ia Creek	id=g:2098021
Dorogori	id=g:2098022
Dorogor	id=g:2098023
Dorogodam	id=g:2098024
Doriomo	id=g:2098025
Dorime	id=g:2098026
Dorf Point	id=g:2098027
Dorfer Bay	id=g:2098028
Dore River	id=g:2098029
Dorenaup	id=g:2098030
Doramusa	id=g:2098031
Dor	id=g:2098032
Doponendi	id=g:2098033
Dopima	id=g:2098034
Donup Plantation	id=g:2098035
Dononang River	id=g:2098036
Donner River	id=g:2098037
Donner Mountains	id=g:2098038
Mount Donner	id=g:2098039
Donito	id=g:2098040
Dongwanam	id=g:2098041
Donegan	id=g:2098042
Donaldson Range	id=g:2098043
Dona	id=g:2098044
Domut	id=g:2098045
Domura River	id=g:2098046
Dom River	id=g:2098047
Domori Island	id=g:2098048
Domkane	id=g:2098049
Domil	id=g:2098050
Dome Mountain	id=g:2098051
Dome	id=g:2098052
Dombia	id=g:2098053
Dombada	id=g:2098054
Dombada	id=g:2098055
Domara Creek	id=g:2098056
Domara	id=g:2098057
Doma Peaks	id=g:2098058
Domada Creek	id=g:2098059
Doma	id=g:2098060
Doma	id=g:2098061
Dolonu	id=g:2098062
Dolomakas Bay	id=g:2098063
Dolo	id=g:2098064
Dol	id=g:2098065
Dokuta	id=g:2098066
Dokura	id=g:2098067
Dokalang	id=g:2098068
Doita	id=g:2098069
Doing	id=g:2098070
Doibo	id=g:2098071
Dogwa	id=g:2098072
Dogumbagu	id=g:2098073
Dogue Creek	id=g:2098074
Dogreto Bay	id=g:2098075
Dogowan River	id=g:2098076
Dogowan Plantation	id=g:2098077
Dogowan	id=g:2098078
Dogora	id=g:2098079
Dogope Island	id=g:2098080
Dogona Creek	id=g:2098081
Dogonabip	id=g:2098082
Dogona	id=g:2098083
Dogodogo	id=g:2098084
Dogingo	id=g:2098085
Dogia	id=g:2098086
Dogbun	id=g:2098087
Dogara	id=g:2098088
Dogabari	id=g:2098089
Dofasu	id=g:2098090
Dobu Passage	id=g:2098091
Watoa Island	id=g:2098092
Dobug	id=g:2098093
Dobuduru	id=g:2098094
Dobuduru	id=g:2098095
Dobua Point	id=g:2098096
Mount Doboron	id=g:2098097
Dobei	id=g:2098098
Doa Plantation	id=g:2098099
Doae Creek	id=g:2098100
Dme	id=g:2098101
D’Lole Island	id=g:2098102
Cape Djeruen	id=g:2098103
Djam	id=g:2098104
Diwawap	id=g:2098105
Diwami	id=g:2098106
Divinikoiari	id=g:2098107
Divide Creek	id=g:2098108
Diumana	id=g:2098109
Diugumbi	id=g:2098110
Diu Creek	id=g:2098111
Disina	id=g:2098112
Dirou	id=g:2098113
Dirinomu	id=g:2098114
Dirima	id=g:2098115
Dirikomana	id=g:2098116
Dirigolo	id=g:2098117
Direction Point	id=g:2098118
Dire	id=g:2098119
Dios	id=g:2098120
Dioro	id=g:2098121
Dioma River	id=g:2098122
Diodio	id=g:2098123
Dio	id=g:2098124
Dio	id=g:2098125
Dintembil	id=g:2098126
Dintembil	id=g:2098127
Din River	id=g:2098128
Dinogobie	id=g:2098129
Dinogo	id=g:2098130
Mount Dini	id=g:2098131
Dinggigu	id=g:2098132
Dingen Island	id=g:2098133
Dingabi Creek	id=g:2098134
Cape Dinga	id=g:2098135
Cape Dinga	id=g:2098136
Dindinogoi	id=g:2098137
Dinam Creek	id=g:2098138
Dinam	id=g:2098139
Dinagum Creek	id=g:2098140
Dinag River	id=g:2098141
Dimuk	id=g:2098142
Dimugu	id=g:2098143
Dimu	id=g:2098144
Dimu	id=g:2098145
Dimsibi	id=g:2098146
Dimmi River	id=g:2098147
Dimitemabip	id=g:2098148
Dimiri	id=g:2098149
Dimiri	id=g:2098150
Dimir	id=g:2098151
Dimina	id=g:2098152
Dimil Creek	id=g:2098153
Dimifa	id=g:2098154
Dimer River	id=g:2098155
Dimer	id=g:2098156
Dimarifi	id=g:2098157
Dimansigan	id=g:2098158
Diman	id=g:2098159
Dimabi	id=g:2098160
Dilup Point	id=g:2098161
Diling Hill	id=g:2098162
Dililo Island	id=g:2098163
Dilava River	id=g:2098164
Dilan	id=g:2098165
Dila	id=g:2098166
Mount Dil	id=g:2098167
Dikoias	id=g:2098168
Dikiamtambip	id=g:2098169
Dikas River	id=g:2098170
Dikarua Island	id=g:2098171
Digutu	id=g:2098172
Digurenda	id=g:2098173
Digumbara	id=g:2098174
Digimu River	id=g:2098175
Digaragara Island	id=g:2098176
Digang River	id=g:2098177
Digakani	id=g:2098178
Digakane Number 2	id=g:2098179
Digakane Number 1	id=g:2098180
Dietrich Point	id=g:2098181
Mount Dietert	id=g:2098182
Mount Die Scharte	id=g:2098183
Dieru	id=g:2098184
Dierange	id=g:2098185
Didord Creek	id=g:2098186
Didim River	id=g:2098187
Didiga	id=g:2098188
Didana Range	id=g:2098189
Did	id=g:2098190
Mount Dickson	id=g:2098191
Dibuwa River	id=g:2098192
Dibou River	id=g:2098193
Dibo Creek	id=g:2098194
Dibiri River	id=g:2098195
Dibiri Island	id=g:2098196
Dibiri	id=g:2098197
Dibibi River	id=g:2098198
Dibamu Creek	id=g:2098199
Diap River	id=g:2098200
Diamond Island	id=g:2098201
Dhu River	id=g:2098202
Mount De Vis	id=g:2098203
Devils Race	id=g:2098204
Ok Deven	id=g:2098205
Devatutu Mission	id=g:2098206
Deuro Range	id=g:2098207
Deu Reef	id=g:2098208
Deunia	id=g:2098209
Deunia	id=g:2098210
Det Mission	id=g:2098211
Detau	id=g:2098212
Cape Deschamp	id=g:2098213
Derongo	id=g:2098214
Derongge	id=g:2098215
Derimos Creek	id=g:2098216
Derimbat	id=g:2098217
Derim	id=g:2098218
Derideri	id=g:2098219
Deri	id=g:2098220
Dereperengwa	id=g:2098221
Depot Creek	id=g:2098222
D’Entrecasteaux Islands	id=g:2098223
Dentina Creek	id=g:2098224
Denglagu Mission	id=g:2098225
Denggagu-Gunggugme	id=g:2098226
Denge Shoal	id=g:2098227
Denge Point	id=g:2098228
Dengando	id=g:2098229
Dengalu	id=g:2098230
Denga	id=g:2098231
Deneb	id=g:2098232
Denau Creek	id=g:2098233
Demowi Creek	id=g:2098234
Cape Demogu	id=g:2098235
Demgalu	id=g:2098236
Demeri	id=g:2098237
Deme	id=g:2098238
Demasuka	id=g:2098239
Deltigu	id=g:2098240
Del River	id=g:2098241
Del River	id=g:2098242
Delolaweil Plantation	id=g:2098243
Delena	id=g:2098244
Delbangat	id=g:2098245
Deklay Point	id=g:2098246
Dekiere Creek	id=g:2098247
Dekays Bay	id=g:2098248
Dein	id=g:2098249
Mount Deimling	id=g:2098250
Deikwi	id=g:2098251
Deigun Creek	id=g:2098252
Deia Island	id=g:2098253
Deia Creek	id=g:2098254
Deia	id=g:2098255
Degen River	id=g:2098256
Dege	id=g:2098257
Dege	id=g:2098258
Defakbil	id=g:2098259
Cape Deedes	id=g:2098260
Dede	id=g:2098261
Deda	id=g:2098262
Deception Point	id=g:2098263
Deception Bay	id=g:2098264
Debromosom	id=g:2098265
Deborena	id=g:2098266
Debonefue	id=g:2098267
Mount De Boismenu	id=g:2098268
Deboin Mission	id=g:2098269
Deboin	id=g:2098270
Debo Creek	id=g:2098271
Debionne	id=g:2098272
Debbatana	id=g:2098273
Debapare Mission	id=g:2098274
Debadegoro	id=g:2098275
Dead Tree Swamp	id=g:2098276
Deadmans Bluff	id=g:2098277
Dead Mangrove Point	id=g:2098278
Dead Chinaman	id=g:2098279
Dea	id=g:2098280
Mount Dayman	id=g:2098281
Dawson Strait	id=g:2098282
Cape Dawson	id=g:2098283
Dawot	id=g:2098284
Dawong	id=g:2098285
Dawok Island	id=g:2098286
Dawi	id=g:2098287
Dawari Island	id=g:2098288
Dawari	id=g:2098289
Dawapia Rocks	id=g:2098290
Dawangiona	id=g:2098291
Lake Dawai	id=g:2098292
Dawadua	id=g:2098293
Dawadawai Plantation	id=g:2098294
Dawabil	id=g:2098295
Dawa	id=g:2098296
Lake Daviumbu	id=g:2098297
Daviravi	id=g:2098298
Davi Creek	id=g:2098299
Davaon Plantation	id=g:2098300
Davaon	id=g:2098301
Daura Island	id=g:2098302
Daura	id=g:2098303
Daup	id=g:2098304
Daundo Creek	id=g:2098305
Daumoina	id=g:2098306
Daumlinge Bay	id=g:2098307
Daumagini School	id=g:2098308
Mount Daum	id=g:2098309
Dauli	id=g:2098310
Daugo Islands	id=g:2098311
Daugo Island	id=g:2098312
Daudoro	id=g:2098313
Dau Creek	id=g:2098314
Dauchendi	id=g:2098315
Datava	id=g:2098316
Dataru Point	id=g:2098317
Dataru Plantation	id=g:2098318
Datama	id=g:2098319
Daskigi	id=g:2098320
Dasiama Creek	id=g:2098321
Dasi	id=g:2098322
Daru Roads	id=g:2098323
Darumu River	id=g:2098324
Darum Creek	id=g:2098325
Daru Island	id=g:2098326
Daru District	id=g:2098327
Darubia	id=g:2098328
