Nahr al Braghūthīyat	id=g:6763876
Yūnis Ḩasan	id=g:6770268
Sabtī Ḩamīd	id=g:6770269
Rashīd Muḩammad	id=g:6770270
Ḩasan Şabaḩ	id=g:6770271
Ḩasan Gharbī Jāsim	id=g:6770272
‘Awād Ḩamīd Jāsim	id=g:6770273
Sharjī Khalaf	id=g:6770274
Muḩammad Ḩasan	id=g:6770275
Mūsá Ḩamīd	id=g:6770276
Qaryat Ḩasan al Bakrī	id=g:6770277
Bayt Fāḑil Halāl	id=g:6770278
Qaryat as Sādah	id=g:6770279
Al Fatḩah	id=g:6770280
Waḩidat ‘Askarīyah	id=g:6770281
Qaryat Hanshī	id=g:6770282
Qaryat ‘Alī as Sulţān	id=g:6770283
Shalāl Maţar	id=g:6770284
Muḩammad Khalaf ‘Alī	id=g:6770285
Khalaf Yāsīn	id=g:6770286
Saḩāb al Maţar	id=g:6770287
Qaryat Tall al Ajwad	id=g:6770288
Tall al Ḩarūkīyah	id=g:6770289
Bayt ‘Alī ‘Abd Allāh Gharb	id=g:6770290
Bayt Ramaḑān Manşūr	id=g:6770291
Bayt Khalaf Jabal	id=g:6770292
Tall Maftūl	id=g:6770293
Ḩamad Muḩammad ‘Alī	id=g:6770294
Qaryat Tall al Warad	id=g:6770295
Qaryat Tall al Aswad	id=g:6770296
Tall al Aswad	id=g:6770297
Yūnis Ḩamādī	id=g:6770298
Qaryat Dhuwīb	id=g:6770299
Qaryat al ‘Akalah	id=g:6770300
Masāhir Aḩmad Baţrūs	id=g:6770301
Qaryat al ‘Iylāt	id=g:6770302
Qaryat al Namalah	id=g:6770303
Qaryat al Maşţāḩ	id=g:6770304
Qaryat al ‘Iyūn	id=g:6770305
Aḩmad Muḩammad Ḩusayn	id=g:6770306
Qaryat Tall al Hawá	id=g:6770307
Bustān Muşţafá Najīb	id=g:6770308
Bustān Maḩmūd Ḩusayn Muḩammad	id=g:6770309
Tall Jār Salū	id=g:6770310
‘Uwayyd Maţar	id=g:6770311
Nāḩiyat al ‘Abbāsī	id=g:6770312
‘Alī Kāţ‘ al Jabrāwī	id=g:6770313
Aḩmad Kāţ‘ al Jabrāwī	id=g:6770314
Qaryat al Mitawkylīyah	id=g:6770315
Qaryat ‘Arşah	id=g:6770316
Qaryat al Ḩamdānīyah	id=g:6770317
Tall Shāh Kaladī	id=g:6770318
Muḩammad ‘Alī Sirḩān	id=g:6770319
Qaryat Malā Ḩamād	id=g:6770320
Qaryat Ḩawḑ Sittah	id=g:6770321
Fākhirat al Uwlá	id=g:6770322
Āthār ash Shaykh Ḩamād	id=g:6770323
Qaryat Shāwūk	id=g:6770324
Qaryat Tall ‘Alī	id=g:6770325
Tall Zanāwīr	id=g:6770326
Tall ‘Alī	id=g:6770327
Qaryat Lazākah	id=g:6770328
Tall Lazākah	id=g:6770329
Qaryat al Ḩayāwīyah	id=g:6770330
Khalaf ‘Abd Allāh Ḩamīd	id=g:6770331
Qaryat Sīwah	id=g:6770332
Qaryat ad Daḩūsah	id=g:6770333
Tall aţ Ţawīlah	id=g:6770334
Qaryat Sūrjī	id=g:6770335
Qaryat al ‘Awn	id=g:6770336
Qaryat Ḩalwat al ‘Ulyā	id=g:6770337
Qaryat al ‘Anāwīyat Ḩalwat al ‘Ulyā	id=g:6770338
Muḩammad Khalaf Ḩusayn	id=g:6770339
Tall al Abyaḑ	id=g:6770340
Bayt Muḩammad Şāliḩ	id=g:6770341
Qaryat Baţmah	id=g:6770342
Qaryat ad Dāghīyah	id=g:6770343
Tall ad Dāghīyah	id=g:6770344
‘Abd Allāh Sālim	id=g:6770345
Ḩabīb bi Mahār	id=g:6770346
Ḩamīd Muḩammad ‘Amr	id=g:6770347
Khalaf Muḩammad ‘īsá	id=g:6770348
Aḩmad ‘Abd Allāh	id=g:6770349
Qaryat Ḩalwat as Suflá	id=g:6770350
Salmān Ḩusayn ‘Alī	id=g:6770351
Khalaf Ḩusayn	id=g:6770352
Khalaf Ḩamzat ‘Alī	id=g:6770353
Najm ‘Abd Allāh Ḩamūd	id=g:6770354
Qaryat ash Shāghirāt	id=g:6770355
Ḩusayn ‘Alī Muḩammad	id=g:6770356
‘Arab Sayyid ‘Abd al Muţalib	id=g:6770357
Qaryat al Khān	id=g:6770358
Qaryat ‘Alūshah	id=g:6770359
Qaryat Ḩamīd al Ḩardān	id=g:6770360
‘Alī ar Rawḑān	id=g:6770361
Ḩamādat ar Rawḑān	id=g:6770362
Qaryat Şaghīrat al ‘Ulyā	id=g:6770363
Muḩammad ‘Alī	id=g:6770364
Qaryat Şaghīrat Suflá	id=g:6770365
Sirḩān Ḩusayn Ḩabīb	id=g:6770366
Shihāb ‘Abd Allāh Aḩmad	id=g:6770367
Farḩān Ḩusayn	id=g:6770368
‘Alāwī ‘Īsá Aḩmad	id=g:6770369
‘Alī ‘Abd Allāh aş Şāliḩ	id=g:6770370
Muḩammad Ḩamīd	id=g:6770371
Ḩamūd aţ Ţabl	id=g:6770372
Qaryat al Kāz̧imīyah	id=g:6770373
Rabīyat ‘Askarīyah	id=g:6770374
Qaryat Shalālah	id=g:6770375
Qaryat al Amīnah	id=g:6770376
Qaryat Qazū‘ah	id=g:6770377
Qaryat al Qāsmīyah	id=g:6770378
Qaryat az Zahadīyah	id=g:6770379
Qaryat Nāfilah	id=g:6770380
Bayt Aḩmad Muḩammad Sulţān	id=g:6770381
Qaryat al Khālidīyah	id=g:6770382
Jāsim Ḩamīd	id=g:6770383
Qaryat al ‘Abāsīyah	id=g:6770384
Qaryat al Manşūrīyah	id=g:6770385
Qaryat al ‘Azīzīyah	id=g:6770386
Qaryat al Mahdīyah	id=g:6770387
Qaryat ‘Alyāwah	id=g:6770388
Qaryat Shamlān	id=g:6770389
Qaryat al Maşfat al ‘Ulyá	id=g:6770390
Qaryat al Maşfat al Wusţá	id=g:6770391
Qaryat al Maşfat as Suflá	id=g:6770392
Ḩusayn Sulţān	id=g:6770393
Qaryat Gharīrī al ‘Arabīyah	id=g:6770394
‘Alyawī Ḩamad	id=g:6770395
Tall al Minţār	id=g:6770396
Ḩasan as Sulţān	id=g:6770397
Muḩammad an Nabaḩ	id=g:6770398
Tall al Başīr	id=g:6770399
Al Ma‘had az Zarā‘ī	id=g:6770400
Qaryat al Ghāzīyah	id=g:6770401
Qaryat Dūkān	id=g:6770402
Qaryat as Sabal	id=g:6770403
Bayt Ghaydān Fanash	id=g:6770404
Yāsīn Ţāhā	id=g:6770405
Qaryat Ḩawḑ Sab‘ah	id=g:6770406
‘Alī Ḩamad	id=g:6770407
Qaryat ash Shāh Kaldī	id=g:6770408
Nāyaf Ibrāhīm	id=g:6770409
Qaryat as Su‘īdīyah	id=g:6770410
Muḩammad al ‘Ākbūb	id=g:6770411
Tall Aswad	id=g:6770412
Mukhlaf ‘Abd	id=g:6770413
Qaryat al Maḩmūdīyah	id=g:6770414
Şāliḩ Farḩān	id=g:6770415
Şafar Māni‘	id=g:6770416
Ţalāl Maţar	id=g:6770417
Wasmī Shalgham	id=g:6770418
Maḩal ‘Alī	id=g:6770419
Şāliḩ Shalgham	id=g:6770420
Maḩal Raḩīl	id=g:6770421
Tall al Maghmá	id=g:6770422
Ḩasan Sabtī	id=g:6770423
Nāyif Maḩmūd Şāliḩ	id=g:6770424
Saḩāb al Mushliḩ	id=g:6770425
‘Āshūr Fāris	id=g:6770426
Qaryat Ālbū Sayf	id=g:6770427
Muḩammad al Ḩūbān	id=g:6770428
Qaryat al ‘Asākrah	id=g:6770429
‘Alī Muḩammad	id=g:6770430
Qaryat Sha‘ībāt	id=g:6770431
Muḩammad Maţar Maḩmūd	id=g:6770432
‘Abd Allāh Hādī	id=g:6770433
‘Arab ‘Azīz Ḩamad	id=g:6770434
Qaryat Sarāy	id=g:6770435
Qaryat al Maqām	id=g:6770436
‘Arab Şāliḩ al ‘Alāwī	id=g:6770437
Qaryat al ‘Awāshr	id=g:6770438
Shaḩādat Ḩusayn	id=g:6770439
Qaryat al ‘Ubaydīyah	id=g:6770440
Qaryat al Ḩusaynīyah	id=g:6770441
Aswad Ḩasan	id=g:6770442
Qaryat aţ Ţarfāwī	id=g:6770443
Tall as Salmānī	id=g:6770444
Qaryat as Swīsah	id=g:6770445
Qaryat al A‘waj	id=g:6770446
Qaryat at Taţwá	id=g:6770447
Qaryat al Ḩamḑat as Suflá	id=g:6770448
Tall Abū Kharfashah	id=g:6770449
Qaryat Khalaf al Aswad	id=g:6770450
Qaryat al ‘Ālīyah	id=g:6770451
Qaryat Ḩamḑah	id=g:6770452
Tall al Ḩamḑah	id=g:6770453
Shabāţ al Ḩasan	id=g:6770454
Qaryat Hawr Nāfilah	id=g:6770455
Qaryat ‘Abd Allāh al Bāsīl	id=g:6770456
‘Ajīmī	id=g:6770457
Ḩasan al Ḩamdān	id=g:6770458
Ḩauḑ Sitat ‘Ashar	id=g:6770459
Khaḑar al ‘Abbās	id=g:6770460
Qaryat al Farḩānīyah	id=g:6770461
‘Adāy Şāliḩ Ḩamūd	id=g:6770462
Qaryat Muḩammad al Khalīfah	id=g:6770463
Qaryat Aḩmad ad Dānū	id=g:6770464
Qaryat aş Şafrah	id=g:6770465
Jamal an Najm	id=g:6770466
Qaryat al Kifāḩ	id=g:6770467
Tall al Ḩajal	id=g:6770468
Ibrāhīm Ḩamādī	id=g:6770469
‘Abd Allāh Aḩmad	id=g:6770470
Qaryat al Mutafariqah	id=g:6770471
Ibrāhīm Maţar	id=g:6770472
Ḩauḑ Thānīyat ‘Ashar	id=g:6770473
Qaryat Sayyid Ḩamīd	id=g:6770474
Tall aţ Ţayr	id=g:6770475
Muḩammad ‘Abbās	id=g:6770476
Ḩauḑ Aḩad ‘Ashar	id=g:6770477
Qaryat Sayyid Khalaf Ḩusayn	id=g:6770478
Qaryat al ‘Aytāt	id=g:6770479
Najm Khūrshīd al Jabān	id=g:6770480
Majīd Khūrshīd al Jabān	id=g:6770481
Qaryat Jadīdah	id=g:6770482
Qaryat al Maz̧hūrīyah	id=g:6770483
Zaydān Khalaf Aḩmad	id=g:6770484
Khalaf Ḩamūd	id=g:6770485
Qaryat Ḩalāwah	id=g:6770486
Khaḑar al ‘Ānī	id=g:6770487
Aḩmad Salīm ‘Abd Allāh	id=g:6770488
Khalaf ‘Abd Jāsim	id=g:6770489
Ḩusayn ‘Abd Allāh	id=g:6770490
Tall Khān al Abţash	id=g:6770491
Qaryat al Khān	id=g:6770492
‘Aţīyat Shihāb	id=g:6770493
‘Ubayd ad Dīrī	id=g:6770494
‘Abd Allāh Ibrāhīm	id=g:6770495
Muḩammad ‘Abd Allāh Ḩaḑar	id=g:6770496
‘Awād as Sāhī	id=g:6770497
Bar‘awalīyah al ‘Ulyā	id=g:6770498
Muḩammad ‘Alī	id=g:6770499
Khaḑar Muḩammad ‘Abd	id=g:6770500
Hawr as Sufun	id=g:6770501
Jāsim Banū	id=g:6770502
Yūnis Ḩabīb	id=g:6770503
Najm ‘Abd Allāh Khaḑar	id=g:6770504
Sālim al ‘Abd Allāh	id=g:6770505
Laylah	id=g:6770506
Şāliḩ Rūnān	id=g:6770507
Ibrāhīm Rūnān	id=g:6770508
Qaryat al ‘Arīshat al ‘Ulyā	id=g:6770509
Qaryat Nakār	id=g:6770510
Ḩamlūnāt	id=g:6770511
Tall Atharī	id=g:6770512
Qaryat al Quds	id=g:6770513
Ḩawās Ḩusayn	id=g:6770514
Khalaf ‘Alī Muḩammad	id=g:6770515
Muḩammad ‘Abd Allāh Sāmī	id=g:6770516
Qaryat ar Rassūlīyah	id=g:6770517
Shākhat Khams ‘Ashrah	id=g:6770518
Qaryat al Manşūrīyah	id=g:6770519
Qaryat al Jamīlah	id=g:6770520
Qaryat Umm ad Dunyā	id=g:6770521
Qaryat al ‘Aşlānīyah	id=g:6770522
Qaryat al ‘Amārah	id=g:6770523
Qaryat al Manzalah	id=g:6770524
Qaryat al Ḩawās	id=g:6770525
Qaryat aş Şāliḩīyah	id=g:6770526
Qaryat Gharīrī as Suflá	id=g:6770527
Qaryat Kharbat Ḩasan	id=g:6770528
Qaryat Sayyid Ḩabash	id=g:6770529
Ad Dubb aş Şaghīr	id=g:6770530
Qaryat Shalākah	id=g:6770531
Ḩasūn al ‘Abūd	id=g:6770532
Qaryat al ‘Amār	id=g:6770533
Qaryat Saba‘ Tulūl	id=g:6770534
‘Alī Ḩamad Sulţān	id=g:6770535
‘Arab Aḩmad Khalaf al Jām	id=g:6770536
Qaryat Qaşr al Awal	id=g:6770537
Khalaf ‘Abd Allāh Marzūk	id=g:6770538
Tall Abū al Jays	id=g:6770539
Qaryat Abū al Jays	id=g:6770540
Qaryat al Muşţāfīyah	id=g:6770541
Qaryat ‘Abūsh	id=g:6770542
Bayt Muḩammad Aḩmad al Khamīs	id=g:6770543
Qaryat al Qurayshīyah	id=g:6770544
Qaryat Daqīlah	id=g:6770545
Qaryat Tall al ‘Az̧ām	id=g:6770546
Qaryat an Naşr al Ūlá	id=g:6770547
Qaryat an Naşr ath Thānīyah	id=g:6770548
Qaryat ash Sharīfīyah	id=g:6770549
Ḩamzat Jawād	id=g:6770550
Qaryat al Fakhār	id=g:6770551
Qaryat al ‘Az̧ībīyah	id=g:6770552
Qaryat al Khazīfī	id=g:6770553
Qaryat ‘Āraf an Nāyyf	id=g:6770554
Qaryat Ţār al Baghal	id=g:6770555
Qaryat aţ Ţāhirīyah	id=g:6770556
Qaryat as Sa‘dūnīyah	id=g:6770557
Qaryat al Jawālah	id=g:6770558
Qaryat al Hāshimīyah	id=g:6770559
Tall al Mammāshī	id=g:6770560
Qaryat ‘Alwīyat al Jadīdah	id=g:6770561
Qaryat al Bakrah	id=g:6770562
Qaryat ar Rash as Suflá	id=g:6770563
Qaryat al Mansīyah	id=g:6770564
Qaryat al Ḩamad	id=g:6770565
Tall ar Rash	id=g:6770566
Qaryat al Maḑmūmah	id=g:6770567
Qaryat ar Rash al ‘Ulyā	id=g:6770568
Qaryat Jadīdah	id=g:6770569
Tall Khawayn	id=g:6770570
Mūsá Jakīr al Ghaḑab	id=g:6770571
‘Azīz Anşīf	id=g:6770572
Minţaqat Abū D‘ālīj	id=g:6770573
Qaryat Ḩasān ash Sharjī	id=g:6770574
Zaydān al Ḩarbī	id=g:6770575
Qaryat an Nakār	id=g:6770576
Qaryat Rabīḑ Abū Da‘āj	id=g:6770577
Ḩamad Faraj	id=g:6770578
Qaryat al Ḩamrānīyah	id=g:6770579
Şāliḩ Shihāb	id=g:6770580
Qaryat ar Riyāshīyah	id=g:6770581
Qaryat Tall al ‘Abd	id=g:6770582
Qaryat al Farghūl	id=g:6770583
Qaryat Shālikh ‘Īd	id=g:6770584
Qaryat Ţawīl‘ah	id=g:6770585
Qaryat Thuwaīm Sablān	id=g:6770586
Mashrū‘ al Ḩawījah	id=g:6770587
Qaryat al Mushāhirīyah	id=g:6770588
I‘dādīyat Zarā‘at Kirkūk fī ar Riyāḑ	id=g:6770589
Mashrū‘ ash Sharqī az Zarā‘ī li Nāḩiyat ar Riyāḑ	id=g:6770590
Qaryat Qaşbat ar Riyāḑ	id=g:6770591
‘Alī al Hazā‘	id=g:6770592
Bustān Wahab Muşţafá	id=g:6770593
Bustān Ḩasan ‘Azīzī	id=g:6770594
Bustān Ḩusayn ‘Alī Ţalib	id=g:6770595
Markaz Shāb ar Riyāḑ	id=g:6770596
‘Aţīyat Muḩammad Khalīl	id=g:6770597
Qaryat Ţawīl‘at al ‘Ulyá	id=g:6770598
Qaryat ash Shaykh Aḩmad	id=g:6770599
Şāliḩ an Nahār	id=g:6770600
Muḩammad Mahūs	id=g:6770601
Qaryat Kharbat ‘Azīz	id=g:6770602
Qaryat ad Damākah	id=g:6770603
Qaryat Darr Baḩayrah	id=g:6770604
Sāmī al ‘Awād	id=g:6770605
Qaryat Khātūnīyat as Suflá	id=g:6770606
‘Arab Dāwad Salmān	id=g:6770607
Qaryat al Maḩmūdīyah	id=g:6770608
Qaryat as Salāmīyah	id=g:6770609
Qaryat ‘Azīzī	id=g:6770610
Qaryat an Naḩātīyah	id=g:6770611
Saqā’f	id=g:6770612
Qaryat Arbīḑat al ‘Aşarīyah	id=g:6770613
Tall an Nimlah	id=g:6770614
Markaz Shurţat Fatḩah	id=g:6770615
Qaryat Amzīrīr	id=g:6770616
‘Aţīyat ‘Abd	id=g:6770617
Wādī al Jawālah	id=g:6770618
Maţrūd Muḩammad ‘Āmir	id=g:6770619
Wādī an Nafţ	id=g:6770620
Wādī Shālikh ‘Abd	id=g:6770621
Wādī al Karḩah	id=g:6770622
Wādī as Suwīsah	id=g:6770623
Wādī al A‘waj	id=g:6770624
Wādī Za‘ītūn	id=g:6770625
Wādī Shaylān	id=g:6770626
Wādī Rafī‘ah	id=g:6770627
Wādī al ‘Āqūlah	id=g:6770628
Nāḩiyat ar Riyāḑ	id=g:6770629
Wādī al ‘Abbāsī	id=g:6770630
Fara‘ Mashrū‘ Rayy Kirkūk	id=g:6770631
Shākhat Thalāthat wa ‘Ashrīn	id=g:6770632
Wādī al Fārsīyah	id=g:6770633
Wādī ar Rafī‘	id=g:6770634
Wādī Abū Ghurbah	id=g:6770635
Wādī ‘Ulyá	id=g:6770636
Wādī al Maghmah	id=g:6770637
Wādī al ‘Arīḑ	id=g:6770638
Shākhat Thalāthat ‘Ashar Fara‘ī	id=g:6770639
Hawr Karī‘at wa Dibs	id=g:6770640
Mibzal Sitat ‘Ashar/Sib‘at ‘Ashar Ra’ysī	id=g:6770641
Shākhat Arb‘at Ra’īsī	id=g:6770642
Jadwal at Taghdhīyah	id=g:6770643
Wādī al Mashīrah	id=g:6770644
Majrá az Zāb al Qadīm	id=g:6770645
Wādī Jāsim	id=g:6770646
Wādī Zanjī	id=g:6770647
Sāqiyat Naşrīf al Miyāh az Zā’dah	id=g:6770648
Qanāt al Far‘ al Gharbī	id=g:6770649
Wādī Abū Şakhrah	id=g:6770650
Wādī Abū Dafrah	id=g:6770651
Wādī al Malīnah	id=g:6770652
Wādī at Tīnah	id=g:6770653
Wādī an Nasīdah	id=g:6770654
Wādī ash Sharḩah	id=g:6770655
Wādī al Khafī	id=g:6770656
Wādī Ghadīr al Khayl	id=g:6770657
Wādī Rijlat ad Darwīsh	id=g:6770658
Qaḑā’ al Ḩawījah	id=g:6770659
Khalīl Ḩanūsh	id=g:6770660
Jāsim an Nafţ	id=g:6770661
Maşāfī al Bayjī	id=g:6770662
Karfānāt Maşāni‘ Bayjī	id=g:6770663
Mibzal Thamānīyat ‘Ashar Ra’īsī	id=g:6770664
Shuqqat Riyāḑ	id=g:6770665
Maqāţa‘at Sab‘ah	id=g:6770666
Arāḑī Jadīdah	id=g:6770667
Amsayr Jawād	id=g:6770668
Muḩsin Ḩusayn	id=g:6770669
Qaryat Talīl Tābi‘at Ilá Adhirabān	id=g:6770670
Madrasat Ibtidā’īyat Adhirabān	id=g:6770671
Madrasat Barīj Ibtidā’īyah	id=g:6770672
Madrasat al Muşlakhat Ibtidā’īyah	id=g:6770673
Wādī an Nafţ	id=g:6770674
Wādī as Saḩl	id=g:6770675
Buyūt Shi‘r Mutanqlah	id=g:6770676
Wādī Zarzūr	id=g:6770677
Wādī Kharifshah	id=g:6770678
Shākhat Ithnatā ‘Ashar	id=g:6770679
Shākhat Arb‘ah ‘Ashar	id=g:6770680
Shākhat Thalāthah	id=g:6770681
Mashrū‘ Mā’ al ‘Abbās	id=g:6770682
Wādī Gharr	id=g:6770683
Wādī al Būmah	id=g:6770684
Wādī Ḩumr	id=g:6770685
Wādī al Fiḑah	id=g:6770686
Shākhat Arba‘a Far‘ī	id=g:6770687
Shākhat Sitah	id=g:6770688
Shākhat Thamāniyah	id=g:6770689
Shākhat Sab‘ah	id=g:6770690
Madrasat ‘Alī Sulţān al Ibtidā’īyat	id=g:6770691
Mibzal Ithnatā ‘Ashar B	id=g:6770692
Mibzal Ithnā ‘Ashar	id=g:6770693
Mibzal Tis‘	id=g:6770694
Ḩafr al ‘Abbās	id=g:6770695
Arāḑī Abū Shaytah	id=g:6772181
Ḩawīlīyah	id=g:6772182
Umm Khanzīr	id=g:6772183
Abū ‘Asārah	id=g:6772184
Hawr al Baḩrah	id=g:6772185
Hawr Umm Kafah	id=g:6772186
Al Charī	id=g:6772187
Dhayl al Mudḩalib	id=g:6772188
Al Bayḑān	id=g:6772189
Qal‘at Majīd al Khalīfah	id=g:6772190
Bustān as Sayyid Ḩusayn	id=g:6772191
Tafshatah	id=g:6772192
Bustān Bint Salīm	id=g:6772193
Ash Shazarīyah	id=g:6772194
Tall Dawāz	id=g:6772195
Abū Ghālib	id=g:6772196
Nahr al Khanīth	id=g:6772197
Ar Ruwālī	id=g:6772198
Al Ka‘bī	id=g:6772199
Ālbū Zayyid	id=g:6772200
Khawār	id=g:6772201
Ālbū Muḩammad	id=g:6772202
Banī Mālik	id=g:6772203
Shantat al Ḩātim	id=g:6772204
Al ‘Ābilah	id=g:6772205
Abū ‘Ajal	id=g:6772206
Abū Samīj	id=g:6772207
Sayyid Sa‘īd	id=g:6772208
Nafīkh	id=g:6772209
Nahr al Kalb	id=g:6772210
Al Ḩaflīyah	id=g:6772211
Jisr Sulaymānīyah	id=g:6772212
Khawn aţ Ţāhir	id=g:6772213
Anīs	id=g:6772214
Abū Dhahab	id=g:6772215
Al Jarīyah	id=g:6772216
Jisr al Majarīyah	id=g:6772217
Ţāhir Ḩātim aş Şayhūd	id=g:6772218
Imām ‘Abd Allāh Bin ‘Alī	id=g:6772219
Al Farţūs	id=g:6772220
Salaf al Kuwām	id=g:6772221
Ḩāshim az Zāmir	id=g:6772222
Umm Sabithah	id=g:6772223
Ash Shamālīyah	id=g:6772224
Tall Abū az Zawr	id=g:6772225
Ash Shidah	id=g:6772226
Al Kuwām	id=g:6772227
Tall al Jasmah	id=g:6772228
Al Jadīd	id=g:6772229
Al Wāwīyah	id=g:6772230
Al Ḩasān	id=g:6772231
Abū Ghanām	id=g:6772232
Jisr al Kassārah al Awal	id=g:6772233
Jisr al Kassārah ath Thānī	id=g:6772234
Ḩalījīyah	id=g:6772235
Jisr az Zajīyah	id=g:6772236
Az Zajīyah ash Sharqīyah	id=g:6772237
Tall az Zajīyah	id=g:6772238
Jisr al Wāwīyah	id=g:6772239
Al Jawharī	id=g:6772240
Abū ‘Az̧m	id=g:6772241
Al Ḩamrah	id=g:6772242
Al Bakţah	id=g:6772243
Umm al Hawsh	id=g:6772244
Arāḑī al Wāwīyah wa Umm al ‘Ubayd	id=g:6772245
Shaţţ an Nakrah	id=g:6772246
An Nagrah	id=g:6772247
Aş Şaḩīn	id=g:6772248
‘Arab ash Shanāfīyah	id=g:6772249
‘Arab Ḩājj	id=g:6772250
Gharb ‘Arab Khaz‘al al Wāwī	id=g:6772251
Majdī al Khalaţ	id=g:6772252
Salaf ash Shaţrah	id=g:6772253
Umm Ţabīkh	id=g:6772254
Al Farţūs	id=g:6772255
Abū Jalab	id=g:6772256
Al Kubah	id=g:6772257
Ad Dakmat ash Sharqīyah	id=g:6772258
Ad Dakmat al Gharbīyah	id=g:6772259
Jisr al ‘Uzayr al Jadīd	id=g:6772260
Nāz̧im al Kassārah	id=g:6772261
Jisr al Kassārah ash Shamālī	id=g:6772262
Jisr al Kassārah al Janūbī	id=g:6772263
Jisr al Manīḩah	id=g:6772264
Al Ḩamrān	id=g:6772265
Al Manīḩah	id=g:6772266
Muḩaybas	id=g:6772267
Sharīţ al Kubah	id=g:6772268
Nazl Farţūs al Mandal	id=g:6772269
Saylūk	id=g:6772270
Salaf Muḩayr	id=g:6772271
Jisr al ‘Uzayr al Qadīm	id=g:6772272
Jisr as Saţīḩ	id=g:6772273
Tall Abū Sawīj	id=g:6772274
Al Madāyj	id=g:6772275
Abū Ḩamūdah	id=g:6772276
Ash Shaţāfī	id=g:6772277
Al Khuwayţān	id=g:6772278
Abū az Zūr	id=g:6772279
Abū Ḑārūk	id=g:6772280
Tall al Aswad	id=g:6772281
Al ‘Adl	id=g:6772282
Ar Ramlat al ‘Alī	id=g:6772283
Ar Ramlah	id=g:6772284
Umm ad Dawb	id=g:6772285
Tall Umm ad Dawb	id=g:6772286
Nahr al Badīyah	id=g:6772287
Īshān al Mūshah	id=g:6772288
Jisr as Sayyib	id=g:6772289
Tall al ‘Atīk	id=g:6772290
‘Aqadah ‘Ajīrdah	id=g:6772291
Laftat al ‘Alī	id=g:6772292
Al Karīmāt	id=g:6772293
Ath Thānīyah	id=g:6772294
Tall al ‘Awjah	id=g:6772295
Jisr al Janīn	id=g:6772296
Al Askalah	id=g:6772297
Al Hadāmah	id=g:6772298
Tall al Ḩamar	id=g:6772299
An Nahīr	id=g:6772300
Tall as Siyāt	id=g:6772301
Banī Mālik	id=g:6772302
Āthār Banī Mālik	id=g:6772303
Āthār ash Shāţī	id=g:6772304
Jisr al Jawābar	id=g:6772305
Al Kuwām	id=g:6772306
Tall al Khalīfah	id=g:6772307
Āthār an Nakhlah	id=g:6772308
Āthār Hamāyūn	id=g:6772309
Jisr Hamāyūn	id=g:6772310
Āthār ar Rawţah	id=g:6772311
Āthār al ‘Alwah	id=g:6772312
Jisr al Mawzah	id=g:6772313
Tall al Māliḩah	id=g:6772314
Tall Lashin	id=g:6772315
Jisr Burayḩ	id=g:6772316
Āthār Shāyah	id=g:6772317
Al Mu‘dān	id=g:6772318
Al Majlis	id=g:6772319
Āl ‘Awdah	id=g:6772320
Umm Majīd	id=g:6772321
Abū al Karr	id=g:6772322
Umm al Māliḩ	id=g:6772323
Abū as Sarjīl	id=g:6772324
Buwayrridah	id=g:6772325
Ash Shakhānīyah	id=g:6772326
Al Mu‘ārḑah	id=g:6772327
Abū Rafīsh	id=g:6772328
Al Arnān	id=g:6772329
Tall Rīm al Āthrī	id=g:6772330
Abū Malīḩ	id=g:6772331
Ar Rafī‘ah	id=g:6772332
Ad Daban	id=g:6772333
Al Minfāḑ	id=g:6772334
Umm an Na‘āj	id=g:6772335
Qaşr Banī Mālik	id=g:6772336
Āthār al ‘Ajāmī	id=g:6772337
Bīr Ḩamīyah	id=g:6772338
Jisr as Suwīb	id=g:6772339
Jisr al Qarnat al Jadīd	id=g:6772340
Ḩāmad as Sa‘dah	id=g:6772341
Nahr al Ḩafk	id=g:6772342
Umm az Zahdī	id=g:6772343
Al Mu‘dān	id=g:6772344
Muraybī	id=g:6772345
Al Mu‘dān	id=g:6772346
Abū Shadhar	id=g:6772347
Aţ Ţār	id=g:6772348
Nahr al Majaş	id=g:6772349
Nahr al Madḩalib	id=g:6772350
Nahr ash Shabjīyah	id=g:6772351
Nahr at Tah	id=g:6772352
Nahr al Farhah	id=g:6772353
Nahr al Bawīn	id=g:6772354
Nahr Umm Dūshah	id=g:6772355
Nahr as Sarīyah	id=g:6772356
Nahr as Sarah	id=g:6772357
Nahr ‘Amid	id=g:6772358
Nahr Kafī	id=g:6772359
Nahr al Khanīth	id=g:6772360
Nahr al Jará	id=g:6772361
Nahr aţ Ţanshah	id=g:6772362
Nahr Umm Takhtah	id=g:6772363
Nahr Juwāthal	id=g:6772364
Nahr ash Sharīţ	id=g:6772365
Nahr al A‘má	id=g:6772366
Nahr al ‘Abd	id=g:6772367
Nahr ‘Amūd al Ḩājj Badr	id=g:6772368
Nahr Fakhr Laţbah	id=g:6772369
Nahr Barshah	id=g:6772370
Nahr Ālbū ‘Abbās	id=g:6772371
Nahr Abū Rukbah	id=g:6772372
Nahr al A‘awaj	id=g:6772373
Nahr Ţāhirīyah	id=g:6772374
Nahr al Jārūr	id=g:6772375
Nahr al Majarīyah	id=g:6772376
Nahr al Ḩusaynīyah	id=g:6772377
Nahr al Kassārah	id=g:6772378
Nahr al Madḩīyah	id=g:6772379
Nahr ad Dūr	id=g:6772380
Nahr aş Şarīfah	id=g:6772381
