Bukii Tikup	id=g:6971345
Dusun Dua Tonom	id=g:7030470
Dusun Satu Tonom	id=g:7030471
Dusun Dua Mogoyugung	id=g:7030472
Dusun Tiga Mogoyugung	id=g:7030473
Dusun Empat Mogoyugung	id=g:7030474
Dusun Satu Mogoyugung	id=g:7030475
Dusun Satu Imandi	id=g:7030476
Lingkungan Dua Imandi	id=g:7030477
Lingkungan Tiga Imandi	id=g:7030478
Lingkungan Empat Imandi	id=g:7030479
Lingkungan Lima Imandi	id=g:7030480
Lingkungan Enam Imandi	id=g:7030481
Tapa Ibomba	id=g:7030482
Dusun Dua Pinonobatuan	id=g:7030483
Dusun Tiga Pinonobatuan	id=g:7030484
Dusun Empat Pinonobatuan	id=g:7030485
Bulud Mokintob	id=g:7030486
Bulud Tudumolong	id=g:7030487
Bulud Hututungoi	id=g:7030488
Tapa Pinaingan	id=g:7030489
Bulud Tosilonan	id=g:7030490
Bulud Moosi	id=g:7030491
Dusun Satu Werdhiagung	id=g:7030492
Dusun Dua Werdhiagung	id=g:7030493
Dusun Tiga Werdhiagung	id=g:7030494
Dusun Empat Werdhiagung	id=g:7030495
Ibolian	id=g:7030496
Dusun Dua Ibolian	id=g:7030497
Dusun Tiga Ibolian	id=g:7030498
Minanga Mapuya	id=g:7030499
Dusun Satu Kosio	id=g:7030500
Dusun Empat Kosio	id=g:7030501
Dusun Dua Kinomaligan	id=g:7030502
Dusun Satu Kinomaligan	id=g:7030503
Kinomaligan	id=g:7030504
Tapa Tonom	id=g:7030505
Bulud Mogolanutan	id=g:7030506
Bulud Ipakinya	id=g:7030507
Bulud Ibatu	id=g:7030508
Tapa Kollantama	id=g:7030509
Tapa Ibolian	id=g:7030510
Bulud Mobuku	id=g:7030511
Bulud Moyobang	id=g:7030512
Bulud Patung	id=g:7030513
Bulud Adow	id=g:7030514
Tapa Moekekeg	id=g:7030515
Bulud Moekekeg	id=g:7030516
Bulud Tabong	id=g:7030517
Kecamatan Kotamobagu	id=g:7030521
Kecamatan Lolayan	id=g:7030522
Kecamatan Modayag	id=g:7030523
Tapa Butukdaa	id=g:7030524
Gogagoman	id=g:7030525
Molinow	id=g:7030526
Tubig Dayanan	id=g:7030527
Sinindian	id=g:7030528
Tapa Kotabangon	id=g:7030529
Dusun Satu Moyag	id=g:7030530
Dusun Dua Moyag	id=g:7030531
Dusun Tiga Moyag	id=g:7030532
Dusun Empat Moyongkota	id=g:7030533
Tapa Muboy	id=g:7030534
Tapa Puti	id=g:7030535
Tapa Tombal	id=g:7030536
Mooat	id=g:7030537
Dusun Satu Mooat	id=g:7030538
Dusun Dua Mooat	id=g:7030539
Tapa Kolangkangon	id=g:7030540
Tapa Lambuy	id=g:7030541
Bulud Siyungon	id=g:7030542
Bulud Doluong	id=g:7030543
Bulud Tungkeng	id=g:7030544
Danow Tondok	id=g:7030545
Tapa Matadingin	id=g:7030546
Tumobui	id=g:7030547
Liberia	id=g:7030548
Dusun Satu Liberia	id=g:7030549
Dusun Dua Liberia	id=g:7030550
Dusun Tiga Liberia	id=g:7030551
Purworejo	id=g:7030552
Dusun Satu Purworejo	id=g:7030553
Dusun Dua Purworejo	id=g:7030554
Dusun Tiga Purworejo	id=g:7030555
Dusun Satu Bongkudai	id=g:7030556
Dusun Dua Bongkudai	id=g:7030557
Dusun Tiga Bongkudai	id=g:7030558
Bangunanwuwuk	id=g:7030559
Dusun Satu Bangunanwuwuk	id=g:7030560
Dusun Dua Bangunanwuwuk	id=g:7030561
Dusun Tiga Bangunanwuwuk	id=g:7030562
Moyongkota	id=g:7030563
Dusun Satu Moyongkota	id=g:7030564
Dusun Dua Moyongkota	id=g:7030565
Dusun Tiga Moyongkota	id=g:7030566
Tapa Yuyak	id=g:7030567
Tapa Mongkonai	id=g:7030568
Motoboy Besar	id=g:7030569
Dusun Satu Poyowa Kecil	id=g:7030570
Poyowa Kecil	id=g:7030571
Motoboy Kecil	id=g:7030572
Dusun Dua Poyowa Kecil	id=g:7030573
Dusun Satu Bungko	id=g:7030574
Dusun Dua Kopandakan	id=g:7030575
Dusun Tiga Kopandakan	id=g:7030576
Dusun Empat Kopandakan	id=g:7030577
Tapa Kope	id=g:7030578
Tapa Tambayo	id=g:7030579
Dusun Dua Bungko	id=g:7030580
Pobundayan	id=g:7030581
Kobo Kecil	id=g:7030582
Dusun Tiga Modayag	id=g:7030583
Dusun Empat Modayag	id=g:7030584
Dusun Satu Modayag	id=g:7030585
Dusun Dua Tobongon	id=g:7030586
Dusun Satu Tobongon	id=g:7030587
Tubig Tobongon	id=g:7030588
Tubig Lombiyawan	id=g:7030589
Tapa Mologuyun	id=g:7030590
Bulud Mologuyon	id=g:7030591
Bulud Toyot	id=g:7030592
Tapa Bombean	id=g:7030593
Tapa Tuui	id=g:7030594
Bulud Tuui	id=g:7030595
Tubig Dumatulan	id=g:7030596
Tubig Dakut	id=g:7030597
Mopait	id=g:7030598
Dusun Empat Mopait	id=g:7030599
Dusun Dua Mopait	id=g:7030600
Lapangan Terbang Mopait	id=g:7030601
Dusun Satu Tungoi	id=g:7030602
Dusun Dua Tungoi	id=g:7030603
Dusun Tiga Tungoi	id=g:7030604
Dusun Empat Tungoi	id=g:7030605
Tubig Mopaitmoloben	id=g:7030606
Tubig Mopaitmointok	id=g:7030607
Tubig Lonog	id=g:7030608
Bulud Nanasi	id=g:7030609
Tapa Goropay	id=g:7030610
Tapa Buyandi	id=g:7030611
Dusun Satu Buyandi	id=g:7030612
Dusun Dua Buyandi	id=g:7030613
Goropay	id=g:7030614
Tubig Tobaig	id=g:7030615
Tapa Badaro	id=g:7030616
Tubig Kumbala	id=g:7030617
Tubig Takulanmaantundoy	id=g:7030618
Tubig Penikup	id=g:7030619
Tapa Dayaw	id=g:7030620
Tubig Patag	id=g:7030621
Bulud Binuang	id=g:7030622
Tubig Iboi	id=g:7030623
Tubig Moyogang	id=g:7030624
Tapa Tobanon	id=g:7030625
Tubig Tungoi	id=g:7030626
Tapa Pauy	id=g:7030627
Bulud Kolintama	id=g:7030628
Tubig Sikala	id=g:7030629
Tubig Sikala Satu	id=g:7030630
Tubig Sikala Dua	id=g:7030631
Lolayan	id=g:7030632
Dusun Satu Lolayan	id=g:7030633
Dusun Dua Lolayan	id=g:7030634
Tubig Takulan	id=g:7030635
Bai	id=g:7030636
Tubig Sikol	id=g:7030637
Tubig Mamaantundoy	id=g:7030638
Bulud Penikup	id=g:7030639
Tubig Abak	id=g:7030640
Tubig Lunggunon	id=g:7030641
Tubig Tanoyan	id=g:7030642
Dusun Satu Tanoyan	id=g:7030643
Dusun Dua Tanoyan	id=g:7030644
Dusun Tiga Tanoyan	id=g:7030645
Dusun Empat Tanoyan	id=g:7030646
Bakan	id=g:7030647
Dusun Satu Bakan	id=g:7030648
Dusun Dua Bakan	id=g:7030649
Dusun Tiga Bakan	id=g:7030650
Tubig Mosingngunguy	id=g:7030651
Bulud Bunion	id=g:7030652
Bulud Takulan	id=g:7030653
Bulud Minsil	id=g:7030654
Tubig Lolonbinob	id=g:7030655
Tubig Dinopian	id=g:7030656
Tubig Tuduyilantat	id=g:7030657
Tubig Singsinglibang	id=g:7030658
Bulud Dangin	id=g:7030659
Bulud Tagin	id=g:7030660
Tapa Airpanas	id=g:7030661
Dusun Satu Matalibaru	id=g:7030662
Dusun Dua Matalibaru	id=g:7030663
Tubig Mopusi	id=g:7030664
Tubig Osingosing	id=g:7030665
Bulud Init	id=g:7030667
Tubig Aog	id=g:7030668
Bulud Indeindeau	id=g:7030669
Bulud Dinopian	id=g:7030670
Bulud Singsinglibang	id=g:7030671
Bulud Dinopian	id=g:7030672
Bulud Tuduyilantat	id=g:7030673
Tubig Matabulu	id=g:7030674
Bulud Motondalikan	id=g:7030675
Bulud Onggunoi	id=g:7030676
Bulud Pinaingan	id=g:7030677
Tubig Pinaingan	id=g:7030678
Bulud Tosilonan	id=g:7030679
Tapa Tuduimatabulu	id=g:7030680
Tubig Oyuod	id=g:7030681
Bulud Bolaang	id=g:7030682
Matabulu	id=g:7030683
Dusun Satu Matabulu	id=g:7030684
Dusun Dua Matabulu	id=g:7030685
Dusun Tiga Matabulu	id=g:7030686
Impoda Tumpang	id=g:7030687
Mogolaing	id=g:7030688
Impoda Batukapal	id=g:7030689
Tubig Jondog	id=g:7030690
Bulud Molotung	id=g:7030691
Bulud Matabulu	id=g:7030692
Bulud Dinopian	id=g:7030693
Bulud Batu	id=g:7030694
Dusun Satu Kobo Kecil	id=g:7030695
Dusun Dua Kobo Kecil	id=g:7030696
Dusun Tiga Kobo Kecil	id=g:7030697
Kecamatan Bolaang	id=g:7030701
Kecamatan Lolak	id=g:7030702
Tapa Tambu	id=g:7030703
Tapa Potolo	id=g:7030704
Tapa Onsongo	id=g:7030705
Tapa Kawiley	id=g:7030706
Tapa Antoni	id=g:7030707
Dusun Satu Mariri Lama	id=g:7030708
Dusun Dua Mariri Lama	id=g:7030709
Dusun Dua Mariri Baru	id=g:7030710
Dusun Satu Mariri Baru	id=g:7030711
Tapa Ponaban	id=g:7030712
Dusun Empat Nonapan Dua	id=g:7030713
Dusun Dua Nonapan Dua	id=g:7030714
Dusun Satu Nonapan Dua	id=g:7030715
Minanga Nonapan	id=g:7030716
Dusun Empat Nonapan Satu	id=g:7030717
Dusun Dua Nonapan Satu	id=g:7030718
Dusun Satu Nonapan Satu	id=g:7030719
Minanga Potaay	id=g:7030720
Bulud Dalit	id=g:7030721
Bulud Paragesan	id=g:7030722
Tapa Lubuk	id=g:7030723
Tapa Bubuk	id=g:7030724
Dusun Tiga Mariri Lama	id=g:7030725
Tapa Kakumi	id=g:7030726
Dusun Empat Mariri Lama	id=g:7030727
Tapa Baki	id=g:7030728
Tapa Binuni	id=g:7030729
Dusun Dua Lolan	id=g:7030730
Dusun Empat Lolan	id=g:7030731
Dusun Tiga Lolan	id=g:7030732
Tapa Boya	id=g:7030733
Tapa Bangkudu	id=g:7030734
Dusun Satu Lolan	id=g:7030735
Dusun Dua Bantik	id=g:7030736
Dusun Satu Bantik	id=g:7030737
Dusun Dua Bolaang	id=g:7030738
Dusun Tiga Bolaang	id=g:7030739
Tapa Ransango	id=g:7030740
Tapa Muntoy	id=g:7030741
Dusun Dua Tadoy	id=g:7030742
Hait Ompu	id=g:7030743
Bulud Ompu	id=g:7030744
Minanga Panag	id=g:7030745
Inobonto Satu	id=g:7030746
Lingkungan Tiga Inobonto Satu	id=g:7030747
Lingkungan Dua Inobonto Satu	id=g:7030748
Lingkungan Satu Inobonto Satu	id=g:7030749
Lingkungan Empat Inobonto Satu	id=g:7030750
Kaiya	id=g:7030751
Dusun Satu Inobonto Dua	id=g:7030752
Dusun Dua Inobonto Dua	id=g:7030753
Dusun Empat Inobonto Dua	id=g:7030754
Inobonto Dua	id=g:7030755
Bulud Lombagin	id=g:7030756
Dusun Satu Inobonto	id=g:7030757
Dusun Dua Inobonto	id=g:7030758
Tapa Botu	id=g:7030759
Tapa Inaria	id=g:7030760
Tapa Haji	id=g:7030761
Dusun Tiga Inobonto	id=g:7030762
Tapa Imbonag	id=g:7030763
Tapa Tadoy	id=g:7030764
Tapa Pinotangaantadoykaloligi	id=g:7030765
Tapa Hosian	id=g:7030766
Minanga Letung	id=g:7030767
Tapa Maretakololanan	id=g:7030768
Tapa Maretakololigi	id=g:7030769
Bulud Awanan	id=g:7030770
Tapa Motondong	id=g:7030771
Tapa Singkul	id=g:7030772
Bulud Buluanmoyoang	id=g:7030773
Tapa Tangot	id=g:7030774
Tapa Dodok	id=g:7030775
Tapa Bisak	id=g:7030776
Tapa Sidow	id=g:7030777
Bulud Singkul	id=g:7030778
Tapa Sapadaka	id=g:7030779
Tapa Tumait	id=g:7030780
Bulud Sapadaka	id=g:7030781
Bulud Borak	id=g:7030782
Bulud Inariat	id=g:7030783
Bulud Tuduyanat	id=g:7030784
Tapa Moyayat	id=g:7030785
Tapa Tangannya	id=g:7030786
Tapa Binaloyan	id=g:7030787
Tapa Limumainto	id=g:7030788
Tapa Inalolanan	id=g:7030789
Dusun Dua Langagon	id=g:7030790
Dusun Satu Langagon	id=g:7030791
Ongkag Lombagin	id=g:7030792
Bulud Solog	id=g:7030793
Dusun Tiga Solog	id=g:7030794
Tapa Mutandoy	id=g:7030795
Dusun Dua Solog	id=g:7030796
Dusun Satu Solog	id=g:7030797
Tapa Diot	id=g:7030798
Tapa Dakoulu	id=g:7030799
Dusun Dua Tandu	id=g:7030800
Tandu	id=g:7030801
Tapa Pokoioda	id=g:7030802
Tapa Boindang	id=g:7030803
Tapa Raja	id=g:7030804
Tuyat	id=g:7030805
Dusun Tiga Lalow	id=g:7030806
Dusun Satu Lalow	id=g:7030807
Dusun Dua Lalow	id=g:7030808
Ongkag Lobug	id=g:7030809
Dusun Lima Lolak	id=g:7030810
Dusun Satu Motabang	id=g:7030811
Dusun Dua Motabang	id=g:7030812
Dusun Satu Lolak	id=g:7030813
Dusun Empat Lolak	id=g:7030814
Dusun Tiga Lolak	id=g:7030815
Dusun Empat	id=g:7030816
Tapa Toraang	id=g:7030817
Dusun Lima	id=g:7030818
Dusun Enam	id=g:7030819
Tapa Panat	id=g:7030820
Bulud Pokalada	id=g:7030821
Tapa Pokalada	id=g:7030822
Bulud Ibulan	id=g:7030823
Tentama	id=g:7030824
Bulud Sinumontuyung	id=g:7030825
Tapa Tumoga	id=g:7030826
Dusun Dua Bangomolunow	id=g:7030827
Tapa Ilosing	id=g:7030828
Bangomolunow	id=g:7030829
Dusun Satu Bangomolunow	id=g:7030830
Tapa Bangomolunow	id=g:7030831
Tapa Mendeng	id=g:7030832
Dusun Dua Solimandungan Satu	id=g:7030833
Dusun Satu Solimandungan Satu	id=g:7030834
Dusun Tiga Solimandungan Satu	id=g:7030835
Dusun Satu Solimandungan Dua	id=g:7030836
Tapa Sikala	id=g:7030837
Tapa Botuk	id=g:7030838
Dusun Dua Solimandungan Dua	id=g:7030839
Solimandungan Dua	id=g:7030840
Bulud Bongkoysapi	id=g:7030841
Bulud Motogid	id=g:7030842
Tapa Korit	id=g:7030843
Bulud Kidow	id=g:7030844
Bulud Moyonsiboy	id=g:7030845
Tapa Muntoy	id=g:7030846
Tapa Inuwai	id=g:7030847
Bulud Tudulimu	id=g:7030848
Tapa Komangaan	id=g:7030849
Tapa Tudulimu	id=g:7030850
Dusun Dua Komangaan	id=g:7030851
Dusun Satu Komangaan	id=g:7030852
Tapa Moyut	id=g:7030853
Dusun Tiga Komangaan	id=g:7030854
Tapa Solog	id=g:7030855
Tapa Gauang Ombo	id=g:7030856
Tapa Gauang	id=g:7030857
Bulud Botutulu	id=g:7030858
Bulud Toruakat	id=g:7030859
Bulud Limu	id=g:7030860
Tapa Limu	id=g:7030861
Bulud Buritan	id=g:7030862
Pindol	id=g:7030863
Dusun Satu Pindol	id=g:7030864
Dusun Dua Pindol	id=g:7030865
Pinogaluman	id=g:7030866
Dusun Enam Pinogaluman	id=g:7030867
Bulud Tumoga	id=g:7030868
Pindolili	id=g:7030869
Tapa Mongkoinit	id=g:7030870
Bulud Gogongbongon	id=g:7030871
Bulud Mongkoinit	id=g:7030872
Bulud Lomboguon	id=g:7030873
Bulud Lobug	id=g:7030874
Bulud Bolonsio	id=g:7030875
Bulud Lombugowon	id=g:7030876
Tapa Bolonsio	id=g:7030877
Tapa Onsongo	id=g:7030878
Tapa Totabuan	id=g:7030879
Totabuan	id=g:7030880
Dusun Satu Totabuan	id=g:7030881
Dusun Dua Totabuan	id=g:7030882
Bulud Bitow	id=g:7030883
Tapa Bitow	id=g:7030884
Tapa Boguk	id=g:7030885
Tapa Kolongian	id=g:7030886
Bulud Boguk	id=g:7030887
Tapa Tumuyuntuyu	id=g:7030888
Tapa Simayat	id=g:7030889
Bulud Simayat	id=g:7030890
Bulud Solog	id=g:7030891
Tapa Lugus	id=g:7030892
Bulud Tonapan	id=g:7030893
Bulud Munsi	id=g:7030894
Tapa Tonapan	id=g:7030895
Tapa Munsi	id=g:7030896
Tapa Sinagaan	id=g:7030897
Dusun Empat Muntoi	id=g:7030898
Tapa Ilantika	id=g:7030899
Dusun Tiga Muntoi	id=g:7030900
Tapa Moyuwang	id=g:7030901
Bulud Moyuwang	id=g:7030902
Dusun Dua Muntoi	id=g:7030903
Dusun Satu Muntoi	id=g:7030904
Poyuyanan	id=g:7030905
Tapa Mongkalow	id=g:7030906
Hait Mariri	id=g:7030907
Nonapan Dua	id=g:7030908
Dusun Tiga Nonapan Satu	id=g:7030909
Dusun Satu Bolaang	id=g:7030910
Dusun Tiga Tadoy	id=g:7030911
Dusun Satu Tadoy	id=g:7030912
Dusun Dua Lolak	id=g:7030913
Dusun Satu Tandu	id=g:7030914
Dusun Tiga Nonapan Satu	id=g:7030915
Poigar	id=g:7031025
Dusun Tujuh Poigar	id=g:7031026
Dusun Enam Poigar	id=g:7031027
Dusun Lima Poigar	id=g:7031028
Dusun Satu Poigar	id=g:7031029
Dusun Empat Poigar	id=g:7031030
Dusun Tiga Poigar	id=g:7031031
Dusun Dua Nanasi	id=g:7031032
Royongan Nean	id=g:7031033
Toka Munte	id=g:7031034
Dusun Satu Keroit	id=g:7031035
Dusun Dua Keroit	id=g:7031036
Dusun Tiga Keroit	id=g:7031037
Royongan Mopolo	id=g:7031038
Dusun Lima Pontak	id=g:7031039
Dusun Enam Pontak	id=g:7031040
Dusun Satu Poopo	id=g:7031041
Dusun Dua Poopo	id=g:7031042
Dusun Tiga Poopo	id=g:7031043
Bulud Tambo	id=g:7031044
Dusun Lima Poopo	id=g:7031045
Dusun Enam Poopo	id=g:7031046
Dusun Tujuh Poopo	id=g:7031047
Dusun Delapan Poopo	id=g:7031048
Dusun Sembilan Poopo	id=g:7031049
Dusun Sepuluh Poopo	id=g:7031050
Dusun Satu Gogaluman	id=g:7031051
Gogaluman	id=g:7031052
Dusun Dua Gogaluman	id=g:7031053
Dusun Satu Gogaluman	id=g:7031054
Dusun Dua Wineru	id=g:7031055
Dusun Empat Wineru	id=g:7031056
Tapa Bolangan	id=g:7031057
Tapa Buluan	id=g:7031058
Bulud Padapadangan	id=g:7031059
Bulud Sinontoyon	id=g:7031060
Bulud Imanding	id=g:7031061
Bulud Moonou	id=g:7031062
Bulud Onibung	id=g:7031063
Dusun Empat Lobong	id=g:7031064
Dusun Satu Lobong	id=g:7031065
Bulud Wanga	id=g:7031066
Bulud Bilobon	id=g:7031067
Tapa Modaton	id=g:7031068
Bulud Motonop	id=g:7031069
Bulud Moninit	id=g:7031070
Bulud Mokikit	id=g:7031071
Tapa Lumobong	id=g:7031072
Dusun Dua Otam	id=g:7031073
Dusun Tiga Otam	id=g:7031074
Dusun Satu Otam	id=g:7031075
Tapa Moyungon	id=g:7031076
Bulud	id=g:7031077
Dusun Tiga Bulud	id=g:7031078
Dusun Dua Bulud	id=g:7031079
Dusun Satu Bulud	id=g:7031080
Bintau	id=g:7031081
Dusun Dua Bintau	id=g:7031082
Dusun Satu Bintau	id=g:7031083
Dusun Empat Passi	id=g:7031084
Dusun Lima Passi	id=g:7031085
Dusun Tiga Passi	id=g:7031086
Dusun Dua Passi	id=g:7031087
Dusun Satu Passi	id=g:7031088
Dusun Tujuh Bilalang	id=g:7031089
Dusun Enam Bilalang	id=g:7031090
Dusun Delapan Bilalang	id=g:7031091
Dusun Lima Bilalang	id=g:7031092
Dusun Empat Bilalang	id=g:7031093
Dusun Satu Pontodon	id=g:7031094
Manembo	id=g:7031095
Dusun Dua Manembo	id=g:7031096
Dusun Satu Manembo	id=g:7031097
Bulud Pinupulan	id=g:7031098
Bulud Ilantat	id=g:7031099
Bulud Kayumanis	id=g:7031100
Bulud Masirow	id=g:7031101
Bulud Yoyok	id=g:7031102
Bulud Sinsingon	id=g:7031103
Bulud Bintauwi	id=g:7031104
Bulud Kobuntulan	id=g:7031105
Bulud Tudutalong	id=g:7031106
Dusun Tiga Bilalang	id=g:7031107
Dusun Dua Lobong	id=g:7031108
Dusun Tiga Lobong	id=g:7031109
Dusun Satu Wangga	id=g:7031110
Dusun Dua Wangga	id=g:7031111
Dusun Tiga Wangga	id=g:7031112
Dusun Tiga Bintau	id=g:7031113
Dusun Dua Bilalang	id=g:7031114
Lingkungan Satu	id=g:7031115
Dusun Satu Bilalang	id=g:7031116
Lingkungan Dua	id=g:7031117
Lingkungan Satu Upai	id=g:7031118
Lingkungan Dua Upai	id=g:7031119
Lingkungan Tiga Upai	id=g:7031120
Upai	id=g:7031121
Biga	id=g:7031122
Genggulang	id=g:7031123
Bulud Sia	id=g:7031124
Dusun Dua Pontodon	id=g:7031125
Dusun Satu Sia	id=g:7031126
Sia	id=g:7031127
Dusun Dua Sia	id=g:7031128
Pulau Mintu	id=g:7031129
Danow Tabang	id=g:7031130
Dusun Tiga Pontodon	id=g:7031131
Dusun Tiga Wineru	id=g:7031132
Dusun Empat Pontodon	id=g:7031133
Dusun Satu Pangian	id=g:7031134
Dusun Dua Pangian	id=g:7031135
Dusun Tiga Pangian	id=g:7031136
Dusun Empat Pangian	id=g:7031137
Dusun Lima Pangian	id=g:7031138
Dusun Enam Pangian	id=g:7031139
Dusun Satu Poopo	id=g:7031140
Dusun Dua Poopo	id=g:7031141
Dusun Tiga Poopo	id=g:7031142
Dusun Empat Poopo	id=g:7031143
Dusun Lima Poopo	id=g:7031144
Dusun Enam Poopo	id=g:7031145
Bulud Kolokot	id=g:7031146
Guaan	id=g:7031147
Dusun Satu Guaan	id=g:7031148
Dusun Dua Guaan	id=g:7031149
Dusun Tiga Guaan	id=g:7031150
Dusun Empat Bongkudaibaru	id=g:7031151
Dusun Satu Bongkudaibaru	id=g:7031152
Dusun Dua Bongkudaibaru	id=g:7031153
Dusun Tiga Bongkudaibaru	id=g:7031154
Dusun Satu Ranoiapo	id=g:7031155
Dusun Dua Ranoiapo	id=g:7031156
Dusun Tiga Ranoiapo	id=g:7031157
Dusun Empat Ranoiapo	id=g:7031158
Dusun Lima Ranoiapo	id=g:7031159
Dusun Enam Ranoiapo	id=g:7031160
Dusun Satu Lindangan	id=g:7031161
Dusun Dua Lindangan	id=g:7031162
Dusun Satu Karowa	id=g:7031163
Dusun Dua Karowa	id=g:7031164
Dusun Tiga Karowa	id=g:7031165
Toka Toipu	id=g:7031166
Toka Batutiri	id=g:7031167
Dusun Satu Toraut	id=g:7031168
Dusun Dua Toraut	id=g:7031169
Dusun Tiga Toraut	id=g:7031170
Dusun Empat Toraut	id=g:7031171
Tompasobaru Satu	id=g:7031172
Pinaesaan	id=g:7031173
Dusun Dua Sion	id=g:7031174
Dusun Tiga Sion	id=g:7031175
Dusun Satu Temboan	id=g:7031176
Dusun Dua Temboan	id=g:7031177
Dusun Tiga Temboan	id=g:7031178
Dusun Empat Temboan	id=g:7031179
Bulud Duluong	id=g:7031180
Dusun Satu Sinsingon	id=g:7031181
Dusun Dua Sinsingon	id=g:7031182
Dusun Tiga Sinsingon	id=g:7031183
Dusun Satu Insil	id=g:7031184
Dusun Dua Insil	id=g:7031185
Dusun Tiga Insil	id=g:7031186
Dusun Empat Insil	id=g:7031187
Dusun Satu Wulurmaatus	id=g:7031188
Dusun Dua Wulurmaatus	id=g:7031189
Palelon	id=g:7031190
Dusun Satu Palelon	id=g:7031191
Dusun Dua Palelon	id=g:7031192
Dusun Tiga Makaaroyen	id=g:7031193
Dusun Satu Makaaroyen	id=g:7031194
Makaaroyen	id=g:7031195
Dusun Empat Makaaroyen	id=g:7031196
Dusun Dua Makaaroyen	id=g:7031197
Dusun Satu Pinasungkulan	id=g:7031198
Dusun Tiga Pinasungkulan	id=g:7031199
Linelean	id=g:7031200
Dusun Dua Pinasungkulan	id=g:7031201
Dusun Empat Pinasungkulan	id=g:7031202
Dusun Satu Sinisir	id=g:7031203
Dusun Satu Kakenturan	id=g:7031204
Dusun Dua Sinisir	id=g:7031205
Dusun Tiga Sinisir	id=g:7031206
Sinisir	id=g:7031207
Kakenturan	id=g:7031208
Dusun Dua Kakenturan	id=g:7031209
Dusun Tiga Kakenturan	id=g:7031210
Tompasobaru Dua	id=g:7031211
Dusun Satu Sion	id=g:7031212
Dusun Satu Tuduaog	id=g:7031213
Dusun Dua Tuduaog	id=g:7031214
Dusun Sembilan Bilalang	id=g:7031215
Raratean	id=g:7031216
Dusun Satu Raratean	id=g:7031217
Dusun Dua Raratean	id=g:7031218
Dusun Tiga Raratean	id=g:7031219
Lawian	id=g:7031220
Dusun Satu Lawian	id=g:7031221
Dusun Dua Lawian	id=g:7031222
Dusun Tiga Lawian	id=g:7031223
Dusun Empat Lawian	id=g:7031224
Dusun Satu Tumani	id=g:7031225
Dusun Dua Tumani	id=g:7031226
Dusun Tiga Tumani	id=g:7031227
Dusun Empat Tumani	id=g:7031228
Dusun Lima Tumani	id=g:7031229
Dusun Satu Kinaweruan	id=g:7031230
Dusun Dua Kinaweruan	id=g:7031231
Dusun Dua Bojonegoro	id=g:7031232
Dusun Dua Liningaan	id=g:7031233
Liningaan	id=g:7031234
Dusun Satu Bojonegoro	id=g:7031236
Dusun Satu Liningaan	id=g:7031237
Dusun Satu Tambelang	id=g:7031238
Dusun Dua Tambelang	id=g:7031239
Dusun Tiga Tambelang	id=g:7031240
Dusun Empat Tambelang	id=g:7031241
Dusun Lima Tambelang	id=g:7031242
Dusun Satu Kinamang	id=g:7031243
Dusun Dua Kinamang	id=g:7031244
Dusun Tiga Kinamang	id=g:7031245
Dusun Empat Kinamang	id=g:7031246
Dusun Lima Kinamang	id=g:7031247
Toka Lindangan	id=g:7031248
Toka Payung	id=g:7031249
Bulud Payung	id=g:7031250
Toka Niutakan	id=g:7031251
Bulud Togob	id=g:7031252
Toka Minayung	id=g:7031253
Toka Mamamburi	id=g:7031254
Kuntung Tokaranta	id=g:7031255
Bulud Lolombulan	id=g:7031256
Kuntung Wulurmaatus	id=g:7031257
Bulud Ilantagon	id=g:7031258
Tapa Mooitun	id=g:7031259
Kuntung Lomimuut	id=g:7031260
Kuntung Emas	id=g:7031261
Mokobang	id=g:7031262
Dusun Satu Mokobang	id=g:7031263
Dusun Dua Mokobang	id=g:7031264
Toka Damar	id=g:7031265
Kuntung Kuladolan Kecil	id=g:7031266
Kecamatan Poigar	id=g:7031267
Kecamatan Tompasobaru	id=g:7031268
Kecamatan Passi	id=g:7031269
Kecamatan Modoinding	id=g:7031270
Dusun Empat Sinsingon	id=g:7031271
Bulud Iloloi	id=g:7031272
Bulud Kuladolon	id=g:7031273
Pegunungan Posyanggo	id=g:7031274
Pegunungan Sinonsayang	id=g:7031275
Tapa Limbonugo	id=g:7031276
Dusun Satu Nanasi	id=g:7031277
Tapa Bilobon	id=g:7031278
Tapa Liang	id=g:7031279
Royongan Wakan	id=g:7031280
Royongan Toraut	id=g:7031281
Royongan Utan	id=g:7031282
Royongan Sinonsayang	id=g:7031283
Royongan Buluk	id=g:7031284
Royongan Panowangko	id=g:7031285
Tapa Sinsingon	id=g:7031286
Tapa Ilantat	id=g:7031287
Tapa Moyondak	id=g:7031288
Lour Mokobang	id=g:7031289
Salu Gerungan	id=g:7031290
Salu Wulurmaatus	id=g:7031291
Salu Mokobang	id=g:7031292
Salu Mopusi	id=g:7031293
Tapa Bangamointok	id=g:7031294
Tapa Kolingangaan	id=g:7031295
Tapa Buyayon	id=g:7031296
Tapa Lobong	id=g:7031297
Tapa Lukuon	id=g:7031298
Tapa Mopatu	id=g:7031299
Tapa Posyanggo	id=g:7031300
Tapa Onibung	id=g:7031301
Tapa Molotong	id=g:7031302
Tapa Mononing	id=g:7031303
Tapa Kotulidan	id=g:7031304
Tapa Kolintama	id=g:7031305
Tapa Maanai	id=g:7031306
Tapa Sibou	id=g:7031307
Tapa Moyayat	id=g:7031308
Ongkag Piogar	id=g:7031309
Tapa Insil	id=g:7031310
