Pakuria	id=g:1260809
Mādgi	id=g:1264587
Madgaon	id=g:1264588
Mādeswaramalai	id=g:1264589
Madei River	id=g:1264590
Maddūr	id=g:1264591
Maddūr	id=g:1264592
Maddūr	id=g:1264593
Maddupur	id=g:1264594
Maddulūru	id=g:1264595
Maddipenta	id=g:1264596
Maddimadugu	id=g:1264597
Maddilapālem	id=g:1264598
Maddikera	id=g:1264599
Madded	id=g:1264600
Madāwarā	id=g:1264601
Madattukkulam	id=g:1264602
Madar Nadī	id=g:1264603
Madarki	id=g:1264604
Mādāri Hāt	id=g:1264605
Madār	id=g:1264606
Madaora	id=g:1264607
Madan Sāgar	id=g:1264608
Madanpur	id=g:1264609
Madanpur	id=g:1264610
Madanpur	id=g:1264611
Madanpur	id=g:1264612
Madanpur	id=g:1264613
Madanpur	id=g:1264614
Madanpur	id=g:1264615
Madanpur	id=g:1264616
Madan Mahal	id=g:1264617
Mādangeri	id=g:1264618
Madanganj	id=g:1264619
Madanapalle Road	id=g:1264620
Madanapalle	id=g:1264621
Madamanūru	id=g:1264622
Mādalmoi	id=g:1264623
Madākhed	id=g:1264624
Madakasīra	id=g:1264625
Macpherson’s Strait	id=g:1264626
Mcleodganj	id=g:1264627
Mackey Bank	id=g:1264628
Machundri River	id=g:1264629
Māchum	id=g:1264630
Māchna River	id=g:1264631
Machliwar	id=g:1264632
Machkund River	id=g:1264633
Machkhoā	id=g:1264634
Machkar	id=g:1264635
Māchilpur	id=g:1264636
Machilīpatnam	id=g:1264637
Machida	id=g:1264638
Machiala	id=g:1264639
Machhrehta	id=g:1264640
Machhrauli	id=g:1264641
Machhoi	id=g:1264642
Machhlīshahr	id=g:1264643
Māchhīwāra	id=g:1264644
Māchhakund Reservoir	id=g:1264645
Māchhagān	id=g:1264646
Mācherla	id=g:1264647
Mācheri	id=g:1264648
Machchhu River	id=g:1264649
Machchand	id=g:1264650
Macharla	id=g:1264651
Māchārewā River	id=g:1264652
Māchalpur	id=g:1264653
Machak River	id=g:1264654
Macasana	id=g:1264655
Macasana	id=g:1264656
Lyngiong	id=g:1264657
Luwārsāl	id=g:1264658
Lūtū	id=g:1264659
Lushington Shoal	id=g:1264660
Lushāla	id=g:1264661
Lu-sha Shan-k’ou	id=g:1264662
Lus	id=g:1264663
Luntunnu	id=g:1264664
Lunsira	id=g:1264665
Lunsar	id=g:1264666
Lūnkaransar	id=g:1264667
Lūnkaransar	id=g:1264668
Lunkagar	id=g:1264669
Lūni River	id=g:1264670
Lūni Rīcha	id=g:1264671
Lunidhār	id=g:1264672
Lūni	id=g:1264673
Luni	id=g:1264674
Lungturma	id=g:1264675
Lungtian	id=g:1264676
Lungthung	id=g:1264677
Lungthu	id=g:1264678
Lungsen	id=g:1264679
Lungsachung	id=g:1264680
Lungreng Tlāng	id=g:1264681
Lungpon Ching	id=g:1264682
Lungphunlian	id=g:1264683
Lungpho	id=g:1264684
Lungpang Bum	id=g:1264685
Lungnakle	id=g:1264686
Lungnak La	id=g:1264687
Lunglei	id=g:1264688
Lungkung	id=g:1264689
Lungkam	id=g:1264690
Lungiya	id=g:1264691
Lunghale	id=g:1264692
Lungding	id=g:1264693
Lungdār	id=g:1264694
Lungchem	id=g:1264695
Lundra	id=g:1264696
Ludarwan	id=g:1264697
Lunda	id=g:1264698
Lunāwa	id=g:1264699
Lūnāvāda	id=g:1264700
Lunār	id=g:1264701
Luna	id=g:1264702
Luna	id=g:1264703
Lun	id=g:1264704
Lumtui	id=g:1264705
Lūmti Nadī	id=g:1264706
Lumsu	id=g:1264707
Lumpo	id=g:1264708
Lumkang La	id=g:1264709
Lumding River	id=g:1264710
Lulupo	id=g:1264712
Luliāni	id=g:1264713
Lukwasa	id=g:1264714
Lukung	id=g:1264715
Lukerganj	id=g:1264716
Lukami	id=g:1264717
Luisinga	id=g:1264718
Luia	id=g:1264719
Luhāru	id=g:1264720
Luhāra Point	id=g:1264721
Luhāra	id=g:1264722
Luhāra	id=g:1264723
Luhāgudi	id=g:1264724
Lugu Pahār	id=g:1264725
Lugāsī	id=g:1264726
Lugām	id=g:1264727
Ludhiāna	id=g:1264728
Ludhiāna	id=g:1264729
Ludesar	id=g:1264730
Lucknow Junction	id=g:1264731
Lucknow Branch	id=g:1264732
Lucknow	id=g:1264733
Lucknow District	id=g:1264734
Luckeesarai	id=g:1264735
Luari	id=g:1264736
Lu	id=g:1264737
Lowis Inlet	id=g:1264738
Lower Subansiri	id=g:1264739
Lower Ganges Canal	id=g:1264740
Lowān	id=g:1264741
Lowālang	id=g:1264742
Lowāda	id=g:1264743
Lovedale	id=g:1264744
Loutolim	id=g:1264745
Lotwāra	id=g:1264746
Lotugadda	id=g:1264747
Lotsun	id=g:1264748
Lotpur	id=g:1264749
Lotia	id=g:1264750
Lothian Island	id=g:1264751
Lothal	id=g:1264752
Lotan	id=g:1264753
Losarda	id=g:1264754
Losar	id=g:1264755
Losal	id=g:1264756
Lormi	id=g:1264757
Lorma	id=g:1264758
Lori	id=g:1264759
Lorha	id=g:1264760
Lordi	id=g:1264761
Lorābehera	id=g:1264762
Lopoke	id=g:1264763
Loni Venkanāth	id=g:1264764
Loni Nadī	id=g:1264765
Loni Khurd	id=g:1264766
Loni Kand	id=g:1264767
Loni Kālbhor	id=g:1264768
Loni Budrukh	id=g:1264769
Loni Bāpkar	id=g:1264770
Loni	id=g:1264771
Loni	id=g:1264772
Loni	id=g:1264773
Loni	id=g:1264774
Loni	id=g:1264775
Loni	id=g:1264776
Loni	id=g:1264777
Loni	id=g:1264778
Loni	id=g:1264779
Longzaling	id=g:1264780
Lōngsa	id=g:1264781
Longpi	id=g:1264782
Longku	id=g:1264783
Longkāmgaon	id=g:1264784
Longju	id=g:1264785
Long Island	id=g:1264786
Long-e-tilun	id=g:1264787
Longching	id=g:1264788
Longbi Hirei	id=g:1264789
Longaon	id=g:1264790
Londa	id=g:1264791
Londa	id=g:1264792
Lonāvale	id=g:1264793
Lonār	id=g:1264794
Lonand	id=g:1264795
Lomba	id=g:1264796
Loma	id=g:1264797
Loltem	id=g:1264798
Loliem Point	id=g:1264799
Lolia	id=g:1264800
Lolāwa	id=g:1264801
Lolāb	id=g:1264802
Lokut Dal	id=g:1264803
Lokpāl	id=g:1264804
Lokkanahalli	id=g:1264805
Lokikere	id=g:1264806
Lokhartalāi	id=g:1264807
Lokār	id=g:1264808
Lokāpur	id=g:1264809
Lokamaleswaram	id=g:1264810
Loiching	id=g:1264811
Lohur	id=g:1264812
Lohsana Bara	id=g:1264813
Lohra	id=g:1264814
Lohpiti	id=g:1264815
Lohogaon	id=g:1264816
Zayü Qu	id=g:1264817
Lohit District	id=g:1264818
Lohej	id=g:1264819
Lohiān Khās Junction	id=g:1264820
Lohi	id=g:1264821
Lohgaon	id=g:1264822
Loheswar	id=g:1264823
Lohdongri	id=g:1264824
Lohba	id=g:1264825
Lohāwat	id=g:1264826
Lohat Baddy	id=g:1264827
Loharwāra	id=g:1264828
Lohāru	id=g:1264829
Loharsi	id=g:1264830
Lohārkhet	id=g:1264831
Lohāri Rāgho	id=g:1264832
Lohāri Nadī	id=g:1264833
Lohāri Jātu	id=g:1264834
Loharia	id=g:1264835
Lohāri	id=g:1264836
Lohari	id=g:1264837
Lohārghāt	id=g:1264838
Lohārdaga	id=g:1264839
Lohārchatti	id=g:1264840
Lohāra	id=g:1264841
Lohāra	id=g:1264842
Lohāra	id=g:1264843
Lohāra	id=g:1264844
Lohāra	id=g:1264845
Lohāra	id=g:1264846
Lohāni	id=g:1264847
Lohandara Nadī	id=g:1264848
Lohājimi	id=g:1264849
Lohaghāt	id=g:1264850
Logtāk Lake	id=g:1264851
Logāi	id=g:1264852
Lodrāni	id=g:1264853
Lodra	id=g:1264854
Lodna	id=g:1264855
Lodhwa	id=g:1264856
Lodhna	id=g:1264857
Lodhma	id=g:1264858
Lodhipura	id=g:1264859
Lodhīkhedā	id=g:1264860
Lodhika	id=g:1264861
Lodhāsuli	id=g:1264862
Lodai	id=g:1264863
Lochipur	id=g:1264864
Loch	id=g:1264865
Lobo	id=g:1264866
Lobeng	id=g:1264867
Lobārchatti	id=g:1264868
Lobang	id=g:1264869
Loaria	id=g:1264870
Loāng	id=g:1264871
Loākara	id=g:1264872
Little Rann	id=g:1264873
Little Nicobar Island	id=g:1264874
Little Malabar Hill	id=g:1264875
Little Gandak Nadī	id=g:1264876
Little Andaman	id=g:1264877
Litipāra	id=g:1264878
Litipāra	id=g:1264879
Litim	id=g:1264880
Litham	id=g:1264881
Lish Nadī	id=g:1264882
Li-p’u-lieh-k’o Shan-k’ou	id=g:1264883
Lipaoli	id=g:1264884
Linshot	id=g:1264885
Lingzi Tāng	id=g:1264886
Lingzi Tāng	id=g:1264887
Lingti River	id=g:1264888
Lingtām	id=g:1264889
Lingsugūr	id=g:1264890
Lingi	id=g:1264891
Lingāpur	id=g:1264892
Lingapa Tank	id=g:1264893
Linganamakki Reservoir	id=g:1264894
Linganamakki	id=g:1264895
Lingampet	id=g:1264896
Lingampalli	id=g:1264897
Lingāla	id=g:1264898
Lingāla	id=g:1264899
Lingāl	id=g:1264900
Lingadahalli	id=g:1264901
Linga	id=g:1264902
Linga	id=g:1264903
Linga	id=g:1264904
Linch	id=g:1264905
Limodra	id=g:1264906
Līmkheda	id=g:1264907
Limdi	id=g:1264908
Limbodra	id=g:1264909
Limbi	id=g:1264910
Limbgaon	id=g:1264911
Limbdi	id=g:1264912
Limbda	id=g:1264913
Limba Ganesh	id=g:1264914
Limarua	id=g:1264915
Limāchauhān	id=g:1264916
Liluāh	id=g:1264917
Līlri River	id=g:1264918
Līlma	id=g:1264919
Liligumma	id=g:1264920
Lilia	id=g:1264921
Lilapur Road	id=g:1264922
Lilam	id=g:1264923
Lilājān River	id=g:1264924
Lilahār	id=g:1264925
Līlāgar River	id=g:1264926
Likhmisar	id=g:1264927
Likhma Station	id=g:1264928
Likhi	id=g:1264929
Likhapāni	id=g:1264930
Likche	id=g:1264931
Lifripāra	id=g:1264932
Liekzan	id=g:1264933
Lidhora Khurd	id=g:1264934
Liddar Valley	id=g:1264935
Liddar River	id=g:1264936
Lida	id=g:1264937
Lichu	id=g:1264938
Libāsi	id=g:1264939
Lhonak Chu	id=g:1264940
Lhāyul	id=g:1264941
Lhau	id=g:1264942
Lhatsa Gömpa	id=g:1264943
La Shan-k’ou	id=g:1264944
Lhabap	id=g:1264945
Lewālī	id=g:1264946
Lewā	id=g:1264947
Letha	id=g:1264948
Leteri	id=g:1264949
Letekujān	id=g:1264950
Leslieganj	id=g:1264952
Lerakh Nadi	id=g:1264953
Lephori	id=g:1264954
Lepānglāt	id=g:1264955
Lepākshi	id=g:1264956
Leo Pargial	id=g:1264957
Lengteng	id=g:1264958
Lengrabhita	id=g:1264959
Lendi Nadī	id=g:1264960
Lendāra	id=g:1264961
Lenak La	id=g:1264962
Lemru	id=g:1264963
Lema	id=g:1264964
Lelāva	id=g:1264965
Lelanga	id=g:1264966
Lekora	id=g:1264967
Lekong Yok	id=g:1264968
Lekaru	id=g:1264969
Leite	id=g:1264970
Leishan	id=g:1264971
Leima Khong	id=g:1264972
Leike	id=g:1264973
Lehra Gāga	id=g:1264974
Lehgaon	id=g:1264975
Leh	id=g:1264976
Legara	id=g:1264977
Lefa Bet	id=g:1264978
Ledva Chinchola	id=g:1264979
Ledo	id=g:1264980
Ledarmer	id=g:1264981
Lebong	id=g:1264982
Lazing	id=g:1264983
Lazami	id=g:1264984
Lawsons Bay	id=g:1264985
Lawngtlai	id=g:1264986
Lawha	id=g:1264987
Lawa Sardārgarh	id=g:1264988
Lāwar Khās	id=g:1264989
Lawānā	id=g:1264990
Lawan	id=g:1264991
Lawan	id=g:1264992
Lawākhāri	id=g:1264993
Lawāhi	id=g:1264994
Lawāghogri	id=g:1264995
Lāwa	id=g:1264996
Lavera Kalān	id=g:1264997
Lavchāli	id=g:1264998
Lavara	id=g:1264999
Lāvanūru	id=g:1265000
Lavanpur	id=g:1265001
Lavangi	id=g:1265002
Lava	id=g:1265003
Lauriya Nandangarh	id=g:1265004
Lauri	id=g:1265005
Laurhia Khurd	id=g:1265006
Laungowāl	id=g:1265007
Lāumunda	id=g:1265008
Laul	id=g:1265009
Laukāhi	id=g:1265010
Laukāhi	id=g:1265011
Laukāha	id=g:1265012
Laua Dīh	id=g:1265013
Lātūr	id=g:1265014
Latu	id=g:1265015
Latteri	id=g:1265016
Latoti	id=g:1265017
Latipur	id=g:1265018
Lathor	id=g:1265019
Lāthipada	id=g:1265020
Lāthi	id=g:1265021
Lāthi	id=g:1265022
Lāthi	id=g:1265023
Lathau	id=g:1265024
Lātehār	id=g:1265025
Latambarcem	id=g:1265026
Lataguri	id=g:1265027
Lātābor	id=g:1265028
Laswāri	id=g:1265029
Lāsurne	id=g:1265030
Lāsur	id=g:1265031
Lāsūr	id=g:1265032
Lasundra	id=g:1265033
Lasrāwan	id=g:1265034
Lāsina	id=g:1265035
Lashkarhāt	id=g:1265036
Lashkar	id=g:1265037
Lāshitanga	id=g:1265038
Lasaria	id=g:1265039
Lasanbāri	id=g:1265040
Lāsalgaon	id=g:1265041
Lās	id=g:1265042
Laruri	id=g:1265043
Lār Road	id=g:1265044
Laroka	id=g:1265045
Larkui	id=g:1265046
Larka	id=g:1265047
Lārji	id=g:1265048
Larikpur	id=g:1265049
Larāsara	id=g:1265050
Lārambha	id=g:1265051
Lara	id=g:1265052
Lār	id=g:1265053
Lāpur Bara	id=g:1265054
Lapurba	id=g:1265055
Lapung	id=g:1265056
Lapundra	id=g:1265057
Lapthal	id=g:1265058
Lapsa Buru	id=g:1265059
Lapri Nadī	id=g:1265060
Lapri	id=g:1265061
Laphurak	id=g:1265062
Lāpha	id=g:1265063
Lapchaura	id=g:1265064
Lapate	id=g:1265065
Lapata	id=g:1265066
Lapanga	id=g:1265067
Lāpa	id=g:1265068
Lāp	id=g:1265069
Lāokhoa	id=g:1265070
Laohāla	id=g:1265071
Laogāng Bāzār	id=g:1265072
Lānt Nadī	id=g:1265073
Lansdowne	id=g:1265074
Lankavanidibba	id=g:1265075
Lankapatti	id=g:1265076
Lankāpāra Hāt	id=g:1265077
Lankāgarh	id=g:1265078
Lanka	id=g:1265079
Lanka	id=g:1265080
Lanjora	id=g:1265081
Lanjigarh Road	id=g:1265082
Lanjigarh	id=g:1265083
Lānji	id=g:1265084
Lānja	id=g:1265085
Laniye River	id=g:1265086
Lāngyen	id=g:1265087
Langting	id=g:1265088
Lang Thanga	id=g:1265089
Langtarai Range	id=g:1265090
Langrātoli	id=g:1265091
Langpo Peak	id=g:1265092
Lāngo	id=g:1265093
Langlut	id=g:1265094
Langkhong	id=g:1265095
Langjon	id=g:1265096
Langja	id=g:1265097
Lānghnaj	id=g:1265098
Lāngga	id=g:1265099
Langera	id=g:1265100
Lāngcholiet	id=g:1265101
Langarpeth	id=g:1265102
Langāi River	id=g:1265103
Langadia Amba	id=g:1265104
Lāndrān	id=g:1265105
Landour Cantonment	id=g:1265106
Landhowāl	id=g:1265107
Landhaura	id=g:1265108
Lāndgāwāri	id=g:1265109
Landfall Island	id=g:1265110
Lānbakhera	id=g:1265111
Lamzo La	id=g:1265112
Lāmzawl	id=g:1265113
Lam Tso	id=g:1265114
Lāmta	id=g:1265115
Lamsakhang	id=g:1265116
Lāmpolai	id=g:1265117
Lam Pokhri	id=g:1265118
Kuan-p’i-ya Shan-k’ou	id=g:1265119
Lamphel Pat	id=g:1265120
Lamni	id=g:1265121
Lammasingi	id=g:1265122
Lāmkane	id=g:1265123
Lāmjan	id=g:1265124
La-mu-to Shan-k’ou	id=g:1265125
Lambria	id=g:1265126
Lāmbkani	id=g:1265127
Lāmbia	id=g:1265128
Lāmbia	id=g:1265129
Lambi	id=g:1265130
Lambhūa	id=g:1265131
Lambāna	id=g:1265132
Lāmba Bara	id=g:1265133
Lāmba	id=g:1265134
Lāmayūrū	id=g:1265135
Lamara Nadī	id=g:1265136
Lāmākho	id=g:1265137
Lāmākhera	id=g:1265138
Lamaj	id=g:1265139
Lama Guru	id=g:1265140
Lāmache	id=g:1265141
Lalu	id=g:1265142
Lālsot	id=g:1265143
Lalsong	id=g:1265144
Lālsar	id=g:1265145
Lalru	id=g:1265146
Lālpura	id=g:1265147
Lālpur	id=g:1265148
Lālpur	id=g:1265149
Lālpur	id=g:1265150
Lālpur	id=g:1265151
Lālpor	id=g:1265152
Laloi	id=g:1265153
Lallen	id=g:1265154
Lālkua	id=g:1265155
Lāl Khera	id=g:1265156
Lalitpur	id=g:1265157
Lalitpur	id=g:1265158
Lalitagiri	id=g:1265159
Lāli River	id=g:1265160
Laling	id=g:1265161
Laligam	id=g:1265162
Lālgudi	id=g:1265163
Lālgopālganj	id=g:1265164
Lālgola Ghāt	id=g:1265165
Lālgola	id=g:1265166
Lalgarh Junction	id=g:1265167
Lālgarh	id=g:1265168
Lālganj	id=g:1265169
Lālganj	id=g:1265170
Lālganj	id=g:1265171
Lālewāl	id=g:1265172
Lāl Dhāng	id=g:1265173
Lālchara	id=g:1265174
Lālburra	id=g:1265175
Lāl Bakya Nadī	id=g:1265176
Lālbairo	id=g:1265177
Lālbāgh Court Road	id=g:1265178
Lālbāgh	id=g:1265179
Lālbāgh	id=g:1265180
Lālbāgh	id=g:1265181
Lalauli	id=g:1265182
Lalanti	id=g:1265183
Lālam	id=g:1265184
Lālakheri	id=g:1265185
Lālāguda Railroad Station	id=g:1265186
Lālāguda	id=g:1265187
Lālāghāt	id=g:1265188
Lālāghāt	id=g:1265189
Lāla	id=g:1265190
Lakwa	id=g:1265191
Lakundar	id=g:1265192
Lak Tsung	id=g:1265193
Laksi	id=g:1265194
Lakshmisāgar	id=g:1265195
Lakshmipuro	id=g:1265196
Lakshmipur	id=g:1265197
Lakshmipur	id=g:1265198
Lakshmikāntapur	id=g:1265199
Lakshmibai Tank	id=g:1265200
Lakshmeshwar	id=g:1265201
Lakshmantīrtha River	id=g:1265202
Lakshmannāth Road	id=g:1265203
Lakshmannāth	id=g:1265204
Lakshettipet	id=g:1265205
Union Territory of Lakshadweep	id=g:1265206
Lakshadweep	id=g:1265207
Laksar	id=g:1265208
Lakri Bandar	id=g:1265209
Lakra Dewāni	id=g:1265210
Lakong	id=g:1265211
Laknāvaram River	id=g:1265212
Laknāvaram Cheruvu	id=g:1265213
Lakkundi	id=g:1265214
Lakkireddipalle	id=g:1265215
Lakkidi	id=g:1265216
Lakkhoke Bahrām	id=g:1265217
Lakkavarapukota	id=g:1265218
Laki	id=g:1265219
Lakhyābād	id=g:1265220
Lakhwār	id=g:1265221
Lākhuti	id=g:1265222
Lakhusar	id=g:1265223
Lakhuni	id=g:1265224
Lakhtar	id=g:1265225
Lakhpuri	id=g:1265226
Lakhpat	id=g:1265227
Lakhora	id=g:1265228
Lākho	id=g:1265229
Lākho	id=g:1265230
Lākhni	id=g:1265231
Lakhnauti	id=g:1265232
Lakhnādon	id=g:1265233
Lakhnā	id=g:1265234
Lakhna	id=g:1265235
Lakhmapur	id=g:1265236
Lakhmana	id=g:1265237
Lakhipur	id=g:1265238
Lakhipur	id=g:1265239
Lakhipur	id=g:1265240
Lakhīni	id=g:1265241
Lakhīmpur	id=g:1265242
Lakhimpur	id=g:1265243
Lakhewāli	id=g:1265244
Lākheri	id=g:1265245
Lākheri	id=g:1265246
Lakhbahāl	id=g:1265247
Lakhaura	id=g:1265248
Lakhāsar	id=g:1265249
Lakhāsar	id=g:1265250
Lakha Pharma	id=g:1265251
Lākhāpadar	id=g:1265252
Lākhanwāda	id=g:1265253
Lakhanpuri	id=g:1265254
Lakhanpura	id=g:1265255
Lakhanpur	id=g:1265256
Lakhanpur	id=g:1265257
Lakhanpur	id=g:1265258
Lakhanpur	id=g:1265259
Lakhāndūr	id=g:1265260
Lakhandai Nadī	id=g:1265261
Lakhana	id=g:1265262
Lakhaipur	id=g:1265263
Lākhābāwal	id=g:1265264
Lakha	id=g:1265265
Lākh	id=g:1265266
Lakema	id=g:1265267
Lakda	id=g:1265268
Lakāwās	id=g:1265269
Lakavalli	id=g:1265270
Lakadong	id=g:1265271
Lākadiya	id=g:1265272
Lajwāna Kalān	id=g:1265273
Lāju	id=g:1265274
Lajpur	id=g:1265275
Lajpat Nagar	id=g:1265276
Laitmawsiang	id=g:1265277
Lāitlyngkot	id=g:1265278
Laisong	id=g:1265279
Lāisawrāi	id=g:1265280
Laira	id=g:1265281
Lainpara	id=g:1265282
Laingyat	id=g:1265283
Laimura	id=g:1265284
Laimakuri	id=g:1265285
Laikot	id=g:1265286
Laikera	id=g:1265287
Laidapoda	id=g:1265288
Lāicha	id=g:1265289
Lāi	id=g:1265290
Lāhul Valley	id=g:1265291
Lāhul and Spiti	id=g:1265292
Lāhul	id=g:1265293
Lahsunpāt	id=g:1265294
Lahsora	id=g:1265295
Lāhri	id=g:1265296
Lahra Muhabbat	id=g:1265297
Lahpatra	id=g:1265298
Lahorighāt Pām	id=g:1265299
Lāhori	id=g:1265300
Lāhori	id=g:1265301
Lahore Branch	id=g:1265302
Lāhli	id=g:1265303
Lahinpi Taung	id=g:1265304
Laheria Sarāi	id=g:1265305
Laher	id=g:1265306
Lahchūrāghāt	id=g:1265307
Lahavit	id=g:1265308
Lahās Kalān	id=g:1265309
Lāharpur	id=g:1265310
Lahār	id=g:1265311
Lahar Khurd	id=g:1265312
Lahail	id=g:1265313
Lāhai	id=g:1265314
Lagma	id=g:1265315
Lagcha	id=g:1265316
Lagargawān	id=g:1265317
Lāgankhel	id=g:1265318
Lagām	id=g:1265319
Lagairong	id=g:1265320
Lāfūl	id=g:1265321
Lāeja	id=g:1265322
Lādwa	id=g:1265323
Lādwa	id=g:1265324
Ladua	id=g:1265325
Ladu	id=g:1265326
Lādsāwangi	id=g:1265327
Lādpura	id=g:1265328
Lādpura	id=g:1265329
Lādol	id=g:1265330
Lādnūn	id=g:1265331
Lādkhed	id=g:1265332
Ladhūwāla	id=g:1265333
Ladhurka	id=g:1265334
Lādhuka	id=g:1265335
Ladhiya	id=g:1265336
Ladhaura	id=g:1265337
Lādapuram	id=g:1265338
Ladania	id=g:1265339
Ladākh Range	id=g:1265340
Ladākh Plateau	id=g:1265341
Ladākh	id=g:1265342
Ladākh	id=g:1265343
Lachyan	id=g:1265344
Lachung Chu	id=g:1265345
Lachung	id=g:1265346
Lachrāgarh	id=g:1265347
Lāchora	id=g:1265348
Lachmipur	id=g:1265349
Lachmipos	id=g:1265350
Lachmi Pokhri	id=g:1265351
Lachhmīpur	id=g:1265352
Lachhmīpur	id=g:1265353
Lachhmangarh Sīkar	id=g:1265354
Lachhmangarh	id=g:1265355
Lachhmangarh	id=g:1265356
Lachhīwāla	id=g:1265357
Lāchharsar	id=g:1265358
Lāchharas	id=g:1265359
Lachen Chu	id=g:1265360
Lachen	id=g:1265361
Lachan	id=g:1265362
Lāchālūng La	id=g:1265363
Labyrinth Islands	id=g:1265365
Lābrang	id=g:1265366
Lābpur	id=g:1265367
Lābi	id=g:1265368
Labhri	id=g:1265369
Labān	id=g:1265370
Kyun Tso	id=g:1265371
Kyungzing La	id=g:1265372
Kyrmgō Traggar	id=g:1265373
Kyrdem	id=g:1265374
Kyonon	id=g:1265375
Kyelang	id=g:1265376
Kyd Island	id=g:1265377
Kyātsandra	id=g:1265378
Kyāsanūr State Forest	id=g:1265379
Kyapsang Tardad	id=g:1265380
Kyangnosa La	id=g:1265381
Kwate tu Kwage	id=g:1265382
Kwār	id=g:1265383
Kwangtung Strait	id=g:1265384
Kwangtung Point	id=g:1265385
Kwachengui	id=g:1265386
Kuzhittura	id=g:1265387
Kuyāli	id=g:1265388
Kuwar	id=g:1265389
Kuwāna River	id=g:1265390
Kūvattūr	id=g:1265391
Kuvādra	id=g:1265392
Kuttyādi	id=g:1265393
Kūttuparamba	id=g:1265394
Kuttippuram	id=g:1265395
Kutti Paracheri	id=g:1265396
Kuttāttukulam	id=g:1265397
Kūttapuli	id=g:1265398
Kūttankuli	id=g:1265399
Kūttānallūr	id=g:1265400
Kuttampuzha	id=g:1265401
Kuttālam	id=g:1265402
Kuttālam	id=g:1265403
Kūttakudi	id=g:1265404
Kutsomli	id=g:1265405
Kutru	id=g:1265406
Kutri	id=g:1265407
Kutravāda	id=g:1265408
Kutragada	id=g:1265409
Kutra	id=g:1265410
Kutpali	id=g:1265411
Kutni Nadī	id=g:1265412
Kutnaur	id=g:1265413
Kutku	id=g:1265414
Kutiyāna	id=g:1265415
Kutipi	id=g:1265416
Kutingi	id=g:1265417
Kutiatodu	id=g:1265418
Kuthpathri	id=g:1265419
Kuthia	id=g:1265420
Kuthi	id=g:1265421
Kuthaund	id=g:1265423
Kuthari	id=g:1265424
Rann of Kutch	id=g:1265425
Kutāna	id=g:1265426
Kutāl	id=g:1265427
Kuta	id=g:1265428
Kuta	id=g:1265429
Kusunda	id=g:1265430
Kusumkasa	id=g:1265431
Kusumi	id=g:1265432
Kusumdih	id=g:1265433
Kusumbe	id=g:1265434
Kusugal	id=g:1265435
Kusugal	id=g:1265436
Kusthālī	id=g:1265437
Kusrupāra	id=g:1265438
Kusnūr	id=g:1265439
Kusmi	id=g:1265440
Kusmi	id=g:1265441
Kusmi	id=g:1265442
Kuslamb	id=g:1265443
Kusiyāra River	id=g:1265444
Kusi	id=g:1265445
Kushtagi	id=g:1265446
Kushol	id=g:1265447
Kushmanchi	id=g:1265448
Kushmahar	id=g:1265449
Kushālpura	id=g:1265450
Kushālnagar	id=g:1265451
Kushālgarh	id=g:1265452
Kushabhadra	id=g:1265453
Kusera	id=g:1265454
Kusba Korodho	id=g:1265455
Kusbah	id=g:1265456
Kusai Nadī	id=g:1265457
Kurwāl	id=g:1265458
Kuruva Nāgalāpuram	id=g:1265459
Kuruskela	id=g:1265460
Kurupām	id=g:1265461
Kurung Tank	id=g:1265462
Kurung River	id=g:1265463
Kurumunda	id=g:1265464
Kurumandūr	id=g:1265465
Kurul	id=g:1265466
Kurukshetra	id=g:1265467
Kurukshetra	id=g:1265468
Kurukkuchālai	id=g:1265469
Kuruj	id=g:1265470
Kurugodu	id=g:1265471
Kurud	id=g:1265472
Kuruān	id=g:1265473
Kurua	id=g:1265474
Kuru	id=g:1265475
Mount Kurtz	id=g:1265476
Kurtumgarh	id=g:1265477
Kurtkoti	id=g:1265478
Kurtha	id=g:1265479
Kurtamgar	id=g:1265480
Kurson	id=g:1265481
Kursi	id=g:1265482
Kursha Gömpa	id=g:1265483
Kursela	id=g:1265484
Kurse Korhi	id=g:1265485
Kursākāta	id=g:1265486
Kursadi Tīvu	id=g:1265487
Kurra Jarāwan	id=g:1265488
Kurraiyā	id=g:1265489
Kurnool Cuddapah Canal	id=g:1265490
Kurnool	id=g:1265491
Kurnool	id=g:1265492
Kurma	id=g:1265493
Kurlāsi	id=g:1265494
Kurla	id=g:1265495
Kurla	id=g:1265496
Kūrkundi	id=g:1265497
Kurkundi	id=g:1265498
Kurkihār	id=g:1265499
Kurki	id=g:1265500
Kurkhera	id=g:1265501
Kurka	id=g:1265502
Kurio	id=g:1265503
Kurinjippādi	id=g:1265504
Kurichedu	id=g:1265505
Kurichchi	id=g:1265506
Kūri	id=g:1265507
Kurhani	id=g:1265508
Kurhadia	id=g:1265509
Kurhād	id=g:1265510
Kurhād	id=g:1265511
Kurha	id=g:1265512
Kurha	id=g:1265513
Kurha	id=g:1265514
Kurgunta	id=g:1265515
Kurgiākh	id=g:1265516
Kurgaon	id=g:1265517
Kurela	id=g:1265518
Kureji	id=g:1265519
Kūrebhār	id=g:1265520
Kurduvādi	id=g:1265521
Kurdi	id=g:1265522
Kurdeg	id=g:1265523
Kurdeg	id=g:1265524
Kurchi	id=g:1265525
Kurchi	id=g:1265526
Kurchhola	id=g:1265527
