Wādī ‘Aţshān	id=g:107975
Al Waqbā’	id=g:108772
Al Wajh	id=g:108773
Al Wahţ	id=g:108774
Al Wahbah	id=g:108775
Al Wahbah	id=g:108776
Al Waghrah	id=g:108777
Al Wādī	id=g:108778
Al ‘Uz̧aym	id=g:108779
Al ‘Uz̧aym	id=g:108780
Al ‘Uyūn	id=g:108781
Al ‘Uyūn	id=g:108782
Al ‘Uyūn	id=g:108783
Al ‘Uyūn	id=g:108784
Al ‘Uyūn	id=g:108785
Al ‘Uyaynah	id=g:108786
Al ‘Uyaynah	id=g:108787
Al Uwaysiţ al Jarbā’	id=g:108788
Qulbān al ‘Uwayşī	id=g:108789
Al ‘Uwayriḑ	id=g:108790
Al ‘Uwayqīlah	id=g:108791
Al ‘Uwaynidhīyah	id=g:108792
Al ‘Uwaynid	id=g:108793
Al ‘Uwaynid	id=g:108794
Al ‘Uwaynah	id=g:108795
Ābār al ‘Uwayjā’	id=g:108796
Al ‘Uthmānīyah 4	id=g:108797
Al ‘Uthmānīyah 3	id=g:108798
Al ‘Uthmānīyah 2	id=g:108799
Al ‘Uthmānīyah 1	id=g:108800
Al ‘Uthmānīyah	id=g:108801
Al ‘Uthmānīyah	id=g:108802
Al Uthaylī	id=g:108803
‘Utayyiq	id=g:108804
Al ‘Ushwah	id=g:108805
Al ‘Ushayr	id=g:108806
Al Ushayqir	id=g:108807
Al Ushayhib	id=g:108808
Al Uşba‘	id=g:108809
Al Uşba‘	id=g:108810
Jabal al Uşba‘	id=g:108811
Al ’Işba‘ah	id=g:108812
Al Uşba‘	id=g:108813
Al ‘Usaylah	id=g:108814
Al ‘Usaylah	id=g:108815
Al Usayḩimāt	id=g:108816
Al ‘Irfān	id=g:108817
Al ‘Urayq	id=g:108818
Al ‘Uray‘irīyah	id=g:108819
Al ‘Urayf	id=g:108820
Al ‘Uraybah	id=g:108821
Al ‘Uqdah	id=g:108822
Al ‘Uqdah	id=g:108823
Al ‘Uqdah	id=g:108824
Al ‘Uqayr	id=g:108825
Al ‘Uqayr	id=g:108826
Al ‘Uqaylī	id=g:108827
Al ‘Uqaylāt	id=g:108828
Al ‘Uqaylah	id=g:108829
Al ‘Uqayb	id=g:108830
Ḑulay’ al ‘Unaytīt	id=g:108832
Al ‘Unaybāt	id=g:108833
Al ‘Umrān	id=g:108834
Al Umm	id=g:108835
Al Umla‘aya	id=g:108836
Al Umayghir	id=g:108837
Al Umama	id=g:108838
Al ‘Ulyā	id=g:108839
Al ‘Ulayyah	id=g:108840
Al ‘Ulá	id=g:108841
Sha‘īb al ‘Ulūkīyah	id=g:108842
Al Ukhayḑirāt	id=g:108843
Al ‘Ukayfah	id=g:108844
Al ‘Ukayfah	id=g:108845
Al ‘Ujaylī	id=g:108846
Al Uḩaymir	id=g:108847
Al Uhayl	id=g:108848
Ufīḩim al Ḩinw	id=g:108849
Al Udayri‘	id=g:108850
Al ‘Udaynīyāt	id=g:108851
Al ‘Uḑaylīyah	id=g:108852
Al ‘Ubaylah	id=g:108853
Al ‘Ubaylah	id=g:108854
Al ‘Ubaylah	id=g:108855
Al ‘Ubaylah	id=g:108856
Al ‘Ubaylah	id=g:108857
Huḑaybat al ‘Ubayd	id=g:108858
Al ‘Ubayd	id=g:108859
Al U‘aybil	id=g:108860
Āl Ţāwilah	id=g:108861
Āl Tamam	id=g:108862
Āl Sirḩān	id=g:108863
Āl Shaybān	id=g:108864
Āl Satan	id=g:108865
Āl Salmá	id=g:108866
Āl Rāshid	id=g:108867
Al Quway‘īyah	id=g:108868
Al Quwaydīyāt	id=g:108869
Al Quwārah	id=g:108870
Al Quşūrīyah	id=g:108871
Al Quşūrīyah	id=g:108872
Al Quşūrīyah	id=g:108873
Al Quşūr Hadiyah	id=g:108874
Al Quşūr	id=g:108875
Al Qushay	id=g:108876
Al Quşayrah	id=g:108877
Al Quşayr	id=g:108878
Al Quşayfah	id=g:108879
Al Quşaybah	id=g:108880
Al Quşay‘ā’	id=g:108881
Wādī al Qarnah	id=g:108882
Al Qurayyah	id=g:108883
Al Qurayyah	id=g:108884
Qurayyah	id=g:108885
Al Qurayy	id=g:108886
Al Quraynī	id=g:108887
Al Qurayn	id=g:108888
Al Qurayn	id=g:108889
Al Qurayn	id=g:108890
Al Qurayn	id=g:108891
Al Quraymişah	id=g:108892
Al Qurayb	id=g:108893
Bi’r al Qirādī	id=g:108894
Al Qunşulīyah	id=g:108895
Al Qunfudhah	id=g:108896
Al Qunaynah	id=g:108897
Al Qunaynah	id=g:108898
Al Qunayfidhāt	id=g:108899
Al Quma‘ah	id=g:108900
Al Qullah	id=g:108901
Al Qulayyibah	id=g:108902
Al Qufaylah	id=g:108903
Al Qufaylah	id=g:108904
Al Qufayfah	id=g:108905
Al Qudayrīyāt	id=g:108906
Al Qudayrāt	id=g:108907
Al Qawba‘īyah	id=g:108908
Al Qubbah	id=g:108909
Al Qu‘ayţīyah	id=g:108910
Al Qu‘ayrah	id=g:108911
Al Qu‘aymah	id=g:108912
Al Qişāş	id=g:108913
Al Qisamah	id=g:108914
Al Qidrīyah	id=g:108915
Al Qazzāḩah	id=g:108916
Al Qayşūmah	id=g:108917
Al Qayşūmah	id=g:108918
Al Qaym	id=g:108919
Al Qawşah	id=g:108920
Al Qawnas	id=g:108921
Al Qawnas	id=g:108922
Al Qaţţār	id=g:108923
Ābār al Qaţ‘īyah	id=g:108924
Al Qaţīf 3	id=g:108925
Al Qaţīf 2	id=g:108926
Al Qaţīf	id=g:108927
Al Qaţīf	id=g:108928
Bi’r Qaşwá	id=g:108929
Qasr al ‘Ishrūwāt	id=g:108930
Al Qaşr	id=g:108931
Al Qaşīm	id=g:108932
Minţaqat al Qaşīm	id=g:108933
Al Qashshah	id=g:108934
Al Qashāshīyah	id=g:108935
Al Qaşfah	id=g:108936
Al Qasara	id=g:108937
Al Qaşā’im	id=g:108938
Ābār al Qaşab	id=g:108939
Al Qaşab	id=g:108940
Qa‘asā’	id=g:108941
Al Qarqar	id=g:108942
Al Qarnayn	id=g:108943
Al Qarn	id=g:108944
Al Qarn	id=g:108945
Al Qarīnah	id=g:108946
Qaşr al Quraynah	id=g:108947
Al Qarī	id=g:108948
Al Qarḩā’	id=g:108949
Al Qarfah	id=g:108950
Al Qarawayn	id=g:108951
Al Qarārī	id=g:108952
Al Qarārah	id=g:108953
Al Qarā’in	id=g:108954
Al Qar‘ah	id=g:108955
Al Qa‘rah	id=g:108956
Al Qārah	id=g:108957
Al Qārah	id=g:108958
Al Qar‘ā’	id=g:108959
Al Qara‘ah	id=g:108960
Al Qārah	id=g:108961
Fayḑat al Qar‘ā’	id=g:108962
Al Qa‘rah	id=g:108963
Al Qar‘ā’	id=g:108964
Al Qana	id=g:108965
Al Qamrī	id=g:108966
Al Qalt	id=g:108967
Al Qalt	id=g:108968
Al Qallah	id=g:108969
Bi’r al Qalībah	id=g:108970
Al Qalībah	id=g:108971
Al Qā‘īyah	id=g:108972
Al Qā‘īyah	id=g:108973
Al Qa‘īdāt	id=g:108974
Al Qa‘īdāt	id=g:108975
Al Qaḩmah	id=g:108976
Al Qafā’	id=g:108977
Al Qaḑqāḑah	id=g:108978
Al Qaḑīmah	id=g:108979
Al Qadhf	id=g:108980
Al Qād al Wusţānī	id=g:108981
Al Qa‘dah	id=g:108982
Al Qa‘dah	id=g:108983
Al Qaḑab	id=g:108984
Al Qabr	id=g:108985
Al Qā‘	id=g:108986
Al Qā‘	id=g:108987
Alowa	id=g:108988
Al ‘Orosh	id=g:108989
Al Naman	id=g:108990
Āl Nādir	id=g:108991
Al Muzdalifah	id=g:108992
Al Muzayḩifah	id=g:108993
Al Muzāḩimīyah	id=g:108994
Al Muwaythibah	id=g:108995
Al Muwayliḩ	id=g:108996
Al Muwayh	id=g:108997
Muwassam	id=g:108998
Al Muwaja	id=g:108999
Al Muţriq	id=g:109000
Al Muţrif	id=g:109001
Al Muţribah	id=g:109002
Al Mutīhah	id=g:109003
Āl Muthāb	id=g:109004
Al Muţaywīyah	id=g:109005
Al Muţaywī	id=g:109006
Al Muţayrīsh	id=g:109007
Al Muţayrifī	id=g:109008
Al Muţayridah	id=g:109009
Al Mutaynīyāt	id=g:109010
Al Mutashakhkhirah	id=g:109011
Al Mu‘tariḑah	id=g:109012
Al Mu‘tariḑah	id=g:109013
Al Muţalla‘	id=g:109014
Al Mu‘tadil	id=g:109015
Al Mu‘tadil	id=g:109016
Al Mutabaţţiḩāt	id=g:109017
Al Mustawī	id=g:109018
Al Mistawī	id=g:109019
Bi’r al Mistannah	id=g:109020
Al Mustandah	id=g:109021
Al Mustajiddah	id=g:109022
Al Muşţabaghah	id=g:109023
Al Mushraf	id=g:109024
Al Mushīrah	id=g:109025
Al Mushazzib	id=g:109026
Al Mushayyīd	id=g:109027
Al Mushayţīyah	id=g:109028
Al Mushāsh	id=g:109029
Al Mushaqqar	id=g:109030
Mushallaḩah	id=g:109031
Al Musaywid	id=g:109032
Al Musayjīd	id=g:109033
Al Musaybīr	id=g:109034
Al Musannāh	id=g:109035
Al Musammá	id=g:109036
Al Musammá	id=g:109037
Al Musallamīyah	id=g:109038
Āl Musá	id=g:109039
Al Murūt	id=g:109040
Al Murtakā’	id=g:109041
Āl Murrah	id=g:109042
Al Muraywah	id=g:109043
Al Murayţibah	id=g:109044
Al Murayr	id=g:109045
Al Murayfiqīyah	id=g:109046
Al Muraybikh	id=g:109047
Bi’r al Murawwab	id=g:109048
Al Murāwid	id=g:109049
Al Murabba‘	id=g:109050
Al Muqtar	id=g:109051
Al Muqayḩil	id=g:109052
Al Muqanná	id=g:109053
Al Munfarash	id=g:109054
Al Mundafan	id=g:109055
Al Munbaţiḩ	id=g:109056
Al Munbaţiḩ	id=g:109057
Munaydhir	id=g:109058
Al Munayzilah	id=g:109059
Al Munāshibīyāt	id=g:109060
Al Munajjar	id=g:109061
Ḩuzūm al Munabbihīyāt	id=g:109062
Al Multasa	id=g:109063
Al Mulayḩīyah	id=g:109064
Al Mulayḩ	id=g:109065
Al Mulaydah	id=g:109066
Al Mulaida	id=g:109067
Al Mukhayniq	id=g:109068
Al Mukhayḑir	id=g:109069
Al Mukhallad	id=g:109070
Al Mukaymin	id=g:109071
Al Mukattabah	id=g:109072
Al Mukattab	id=g:109073
Al Mujaşşaş	id=g:109074
Al Muḩtaţab	id=g:109075
Al Muḩtaţab	id=g:109076
Al Muḩtaraqah	id=g:109077
Al Muhr	id=g:109079
Al Muhaytam	id=g:109080
Ābār al Muhaynīyah	id=g:109081
Al Muhaydīyah	id=g:109082
Al Muhaybil	id=g:109083
Al Muhawa	id=g:109084
Al Muḩassin	id=g:109085
Al Muḩarraqah	id=g:109086
Al Muḩarraq	id=g:109087
Al Muḩaqqabah	id=g:109088
Al Muḩammadī	id=g:109089
Āl Muḩammad	id=g:109090
Al Mughr	id=g:109091
Al Mughayr	id=g:109092
Al Mughaydir	id=g:109093
Al Mughātīyah	id=g:109094
Al Mughārah	id=g:109095
Al Mughār	id=g:109096
Al Muz̧aylif	id=g:109097
Sha‘īb Mudaysīs	id=g:109098
Al Mudayfīnāt	id=g:109099
Al Mudarraj	id=g:109100
Al Mubarraz	id=g:109101
Al Mubarraz	id=g:109102
Al Mubārak	id=g:109103
Al Mu‘ayzīlah	id=g:109104
Al Mu‘ayzīlah	id=g:109105
Al Mu‘ayyişī	id=g:109106
Sha‘īb Muz̧illah	id=g:109107
Al Mislanah	id=g:109108
Al Mislaḩ	id=g:109109
Al Miskī	id=g:109110
Al Mishāsh	id=g:109111
Al Mushāsh	id=g:109112
Al Mish‘āb	id=g:109113
Al Misbār	id=g:109114
Al Mirka	id=g:109115
Al Mirjiham	id=g:109116
Al Ma‘qaş	id=g:109117
Al Mindak	id=g:109118
Al Mindaḩah	id=g:109119
Al Minbar	id=g:109120
Al Makhwāh	id=g:109121
Al Mikhlāf	id=g:109122
Al Mijann	id=g:109123
Al Miḩrāḑ	id=g:109124
Al Mifrash	id=g:109125
Mīfah	id=g:109126
Al Midrah	id=g:109127
Ḑil‘ al Madrā’	id=g:109128
Ḑil‘ al Midrá al Janūbī	id=g:109129
Al Midrá	id=g:109130
Al Midhnab	id=g:109131
Al Mazlūkh	id=g:109132
Al Mazḩam	id=g:109133
Al Maz̧āhīr	id=g:109134
Al Muyyāh	id=g:109135
Āl Ma‘yūf	id=g:109136
Al Maysarī	id=g:109137
Al Mayasam	id=g:109138
Al Mawridah	id=g:109139
Al Mathnāh	id=g:109140
Ḩuzūm al Mathlūth	id=g:109141
Al Matāyīh	id=g:109142
‘Irq al Mītāyīh	id=g:109143
Al Matāyīh	id=g:109144
Al Maţaq	id=g:109145
Al Matāhah	id=g:109146
Wādī al Mas‘ūdī	id=g:109147
Al Maşqarah	id=g:109148
Al Maşna‘ah	id=g:109149
Al Ma‘shūqah	id=g:109150
Al Mashramīyah	id=g:109151
Al Mash‘ar al Ḩarām	id=g:109152
Sabkhat al Mashākhīl	id=g:109153
Al Mashā’ikh	id=g:109154
Al Mashaēr	id=g:109155
Sha‘īb al Mas‘arī	id=g:109156
Al Marwá	id=g:109157
Al Marwah	id=g:109158
Al Marw	id=g:109159
Al Marw	id=g:109160
Al Marūţah	id=g:109161
Al Marqab	id=g:109162
Al Marmá	id=g:109163
Al Markūz	id=g:109164
Al Markaz	id=g:109165
Fereydūn	id=g:109166
Al Māridīyah	id=g:109167
Al Marfī	id=g:109168
Qalīb Marfī	id=g:109169
Al Marāshidīyah	id=g:109170
Al Ma‘rash	id=g:109171
Al Marāḩ	id=g:109172
Qalīb al Marāghah	id=g:109173
Al Maraghah	id=g:109174
Al Maqtalah	id=g:109175
Al Maqşam	id=g:109176
Al Manţar	id=g:109177
Al Manşūrīyah	id=g:109178
Al Mansifah	id=g:109179
Al Manqūlah	id=g:109180
Al Māni‘	id=g:109181
Al Manā’if	id=g:109182
Al Mamlaḩ	id=g:109183
Al Mansūnīyah	id=g:109184
Al Mallah	id=g:109185
Al Mālī	id=g:109186
Al Malbanah	id=g:109187
Al Malāḩah	id=g:109188
Al Makman	id=g:109189
Al Makḩūl	id=g:109190
Al Makhrūq	id=g:109191
Al Makhdar	id=g:109192
Al Majrá	id=g:109193
Al Majma‘ah	id=g:109194
Al Majma	id=g:109195
Al Majlis ash Sharqī	id=g:109196
Al Majlis al Gharbī	id=g:109197
Al Majlis	id=g:109198
Al Majladīyah	id=g:109199
Al Majḩūdah	id=g:109200
Al Ma’ish	id=g:109202
Wādī Almairi	id=g:109203
Al Maḩshūsh	id=g:109204
Al Maḩmal	id=g:109205
Al Maḩmal	id=g:109206
Al Mahḑam	id=g:109207
Al Maḩāwiyah	id=g:109208
Al Maḩāsh	id=g:109209
Al Maḩaná	id=g:109210
Al Mahamid	id=g:109211
Al Maḩallah	id=g:109212
Al Maḩajjah	id=g:109213
Al Maḩajjah	id=g:109214
Al Maḩāfīr	id=g:109215
Al Maḩādīr	id=g:109216
Al Maḩāḑah	id=g:109217
Al Mafraqīyah	id=g:109218
Al Mafraq	id=g:109219
Al Mafakk	id=g:109220
Al Maḑīq	id=g:109221
Al Madīnah aş Şinā‘īyah	id=g:109222
Medina	id=g:109223
Minţaqat al Madīnah	id=g:109224
Al Madhbaḩ	id=g:109225
Al Madharrah	id=g:109226
Al Maddāḩ	id=g:109227
Bi’r al Miḑbā‘ah	id=g:109228
Al Maḑāyā	id=g:109229
Al Madarah	id=g:109230
Al Ma‘danīyāt	id=g:109231
Ḑil‘ān al Ma‘danīyāt	id=g:109232
Al Madāfi‘	id=g:109233
Al Mad	id=g:109234
Al Mabyā	id=g:109235
Al Mabná	id=g:109236
Al Mābīyah	id=g:109237
Al Mabate	id=g:109238
Al Ma‘āşir	id=g:109239
Al Ma‘ān	id=g:109241
Al Ma’āmil	id=g:109242
Al Luwaymī	id=g:109243
Al Lumaymah	id=g:109245
Al Lūmah	id=g:109246
Al Lughuf	id=g:109247
Al Lughfīyah	id=g:109248
Al Lughfah	id=g:109249
Al Lughf	id=g:109250
Al Lubaydīnāt	id=g:109251
Al Litsaima	id=g:109252
Al Līth	id=g:109253
Al Lişāfah	id=g:109254
Al Liqā’	id=g:109255
Al Lahābah	id=g:109256
Al Līfīyah	id=g:109257
Al Lidām	id=g:109258
Al Lidām	id=g:109259
Al Libnah	id=g:109260
Al Layl	id=g:109261
Al Lāwī	id=g:109262
Al Lāwī	id=g:109263
Al Laqīyah	id=g:109264
Al Laqīţah	id=g:109265
Al Laqḩah	id=g:109266
Al Lajāt	id=g:109267
Al Lā’ijah	id=g:109268
Jabal al Liḩī ar Rayyān	id=g:109269
Al Laḩyānah	id=g:109270
Al Laḩy al ‘Aţshān	id=g:109271
Jabal Allāh	id=g:109272
Al Labdah	id=g:109273
Al Labbah	id=g:109274
Qulbān al Kuwaykhā	id=g:109275
Al Kutayfah	id=g:109276
Al Kusūr	id=g:109277
Al Kursū‘	id=g:109278
Al Kurayyah	id=g:109279
Al Kurā‘	id=g:109280
Al Kumra	id=g:109281
Al Kumah	id=g:109282
Al Kulla	id=g:109283
Al Kuhul	id=g:109284
Al Kūh	id=g:109285
Al Kihayfīyah	id=g:109286
Al Kuflah	id=g:109287
Al Kuds	id=g:109288
Al Kudrīyah	id=g:109289
Thamā’il al Katādah	id=g:109290
Al Kirs	id=g:109291
Al Kilābīyah	id=g:109292
Al Kidn	id=g:109293
Al Khuwayshāt	id=g:109294
Fayḑat al Khuwaysh	id=g:109295
Al Khuwaysh ash Shamālī	id=g:109296
Al Khuwaysh al Janūbī	id=g:109297
Al Khuwaysh al Janūbī	id=g:109298
Qūr Khuwaymāt	id=g:109299
Al Khuwayjīyah	id=g:109300
Al Khushaymīyah	id=g:109301
Al Khishaybī	id=g:109302
Al Khuşayyayn	id=g:109303
Al Khuşayyah	id=g:109305
Al Khurmah	id=g:109306
Al Khurmah	id=g:109307
Al Khurmah	id=g:109308
Al Khurayzī	id=g:109309
Qulbān al Khurayzah	id=g:109310
Al Khurayz	id=g:109311
Al Khurayţah	id=g:109312
Al Khuraybayn	id=g:109313
Al Khuraybah	id=g:109314
Al Khuraybah	id=g:109315
Al Khuqūq	id=g:109316
Al Khunn	id=g:109317
Al Khunfah	id=g:109318
Al Khufaysah	id=g:109319
Al Khufaysāt	id=g:109320
Al Khufayfah	id=g:109321
Al Khubrah	id=g:109322
Al Khubar	id=g:109323
Qulbān al Khuzāmi	id=g:109324
Al Khīsah	id=g:109325
Qulumat al Khīsah	id=g:109326
Al Khīs	id=g:109327
Al Khīrān	id=g:109328
Al Khaz̧z̧ah	id=g:109329
Al Khayf	id=g:109330
Al Khayḑarīyah	id=g:109331
Al Khayḑar	id=g:109332
Khawr al Liqāḩ	id=g:109333
Al Khawr	id=g:109334
Al Khawr	id=g:109335
Al Khawḑ	id=g:109336
Al Khawābī	id=g:109337
Wādī Khathāl	id=g:109338
Jabal al Khaţīmī	id=g:109339
Ābār al Khāşirah	id=g:109340
Al Khāşirah	id=g:109341
Al Khashshābīyah	id=g:109342
Qārat al Khashmah	id=g:109343
Al Khashābīyah	id=g:109344
Al Kharshā’	id=g:109345
Al Kharsānīyah	id=g:109346
Al Kharrārah	id=g:109347
Al Kharmā’	id=g:109348
Al Kharmā’	id=g:109349
Al Kharkhayr	id=g:109350
Al Kharjah	id=g:109351
Maḩaţţat al Kharj	id=g:109352
Al Kharj	id=g:109353
Al Kharj	id=g:109354
Al Kharfah	id=g:109355
Al Kharādilah	id=g:109356
Al Kharābah	id=g:109357
Al Khāniq	id=g:109358
Al Khandūq	id=g:109359
Al Khanaq	id=g:109360
Al Khamsat Ikhwān	id=g:109361
Al Khamrah	id=g:109362
Al Khammah	id=g:109363
Al Khamīs	id=g:109364
Al Khamīs	id=g:109365
Al Khamīlah	id=g:109366
Al Khambarah	id=g:109367
Al Khamāsīn	id=g:109368
Al Khallīyāt	id=g:109369
Al Khalīqah ash Shamālīyah	id=g:109370
Al Khalīqah al Janūbīyah	id=g:109371
Al Khalīqah	id=g:109372
Ḑulay‘āt al Khalīlayn	id=g:109373
Al Khalīfīyah	id=g:109374
Al Khalf	id=g:109375
Al Khalā’iq	id=g:109376
Āl Khalaf	id=g:109377
Jabal al Khalād	id=g:109378
Al Khafjī	id=g:109380
Al Khafaqān	id=g:109381
Al Khafaq	id=g:109382
Al Khaḑrā’ ash Shamālīyah	id=g:109383
Al Khaḑrā’ al Janūbīyah	id=g:109384
Ābār Khaḑrā’	id=g:109385
Al Khaḑrā’	id=g:109386
Al Khaḑrā’	id=g:109387
Al Khaḑrā’	id=g:109388
Al Khadam	id=g:109389
Al Khabt	id=g:109390
Al Khabrā’	id=g:109391
Al Khabbīnī	id=g:109392
Al Kawr	id=g:109393
Al Kawāhilah	id=g:109394
Al Karbūs	id=g:109395
‘Alkam	id=g:109396
Al Kalbā	id=g:109397
Al Kahafah	id=g:109398
Al Kihafah	id=g:109399
Al Kabt	id=g:109400
Al Juwayfah	id=g:109401
Al Juwayfah	id=g:109402
Al Jurubbah	id=g:109403
Al Jurthūmah	id=g:109404
Al Jurdhāwīyah	id=g:109405
Al Jardhāwīyah	id=g:109406
Al Jurayyir	id=g:109407
Al Juraysī	id=g:109408
Al Juraysah	id=g:109409
Al Jurayfah	id=g:109410
Al Juraydah	id=g:109411
Jazīrat al Jurayd	id=g:109412
Al Juraybā’	id=g:109413
Al Junibah	id=g:109414
Al Junaynah	id=g:109415
Al Junayfah	id=g:109416
Al Jumūm	id=g:109417
Al Jumaymah	id=g:109418
Al Jum‘ah	id=g:109419
Al Jum‘ah	id=g:109420
Bi’r Julayfā’	id=g:109421
Bi’r al Julaydah	id=g:109422
Al Juhū	id=g:109423
Khawr Āl Juḩaysh	id=g:109424
Al Jufayr	id=g:109425
Al Jufayfah	id=g:109426
Al Jufaydirīyah	id=g:109427
Al Judayyid	id=g:109428
Al Jubbah	id=g:109429
Al Jubb	id=g:109430
Al Jubayl al Baḩrī	id=g:109431
Al Jubaylah	id=g:109432
Jubaylah	id=g:109433
Al Jubayl	id=g:109434
Al Jubayl	id=g:109435
Al Jubayl	id=g:109436
Al Jubayl	id=g:109437
Al Jūbah	id=g:109438
Al Jūbah	id=g:109439
Ra’s al Ju‘aymah Oil Terminal	id=g:109440
Al Ju‘ayfirah	id=g:109441
Al Ju‘ayfinīyah	id=g:109442
Al Ju‘aydah	id=g:109443
Al Jiz‘ah	id=g:109444
Al Jiwā’	id=g:109445
Al Jithāmīyah	id=g:109446
Al Jith	id=g:109447
Al Jişşah	id=g:109448
Al Jisimah	id=g:109449
Al Jirthāmīyah	id=g:109450
Al Jirbah	id=g:109451
Al Jirānīyāt	id=g:109452
Al Jimah	id=g:109453
Al Jilh	id=g:109454
Al Jilbābī	id=g:109455
Al Ji‘lān	id=g:109456
Al Jifārah	id=g:109457
Al Jidd	id=g:109458
Al Jibūb	id=g:109459
Al Jībān	id=g:109460
Al Jībān	id=g:109461
Al Jaz‘ah	id=g:109462
Al Jayb	id=g:109463
Fayḑat al Jawzalī	id=g:109464
Al Jaww	id=g:109465
Al Jaww	id=g:109466
‘Idd al Jawwīyah	id=g:109467
Al Jawf	id=g:109468
Al Jawf	id=g:109469
Minţaqat al Jawf	id=g:109470
Al Jawb	id=g:109471
Al Jawb	id=g:109472
Al Jawāmīr	id=g:109473
Al Ja‘ūf	id=g:109474
Ḑil‘ān al Ju‘ūf	id=g:109475
Al Jathūm	id=g:109476
Al Jasrah	id=g:109477
Al Jāriyah	id=g:109478
Al Jarf	id=g:109479
Al Jarāwī	id=g:109480
Al Jarādīyah	id=g:109481
Āl Jarādah	id=g:109482
Al Jarad	id=g:109483
Āl Jarād	id=g:109484
Al Jār	id=g:109485
Janūbīyat Sudayr	id=g:109486
Al Janūbīyah	id=g:109487
Sha‘īb al Fāw al Janūbī	id=g:109488
Al Janbah	id=g:109489
Al Jamrah al Wusţá	id=g:109490
Al Jalāmīd	id=g:109491
Al Ja‘lah	id=g:109492
Al Jaladah	id=g:109493
Al Jalad	id=g:109494
Al Jā’ifah	id=g:109495
Al Jahrah	id=g:109496
Al Jāhilīyah	id=g:109497
Daḩl al Yaḩfūf	id=g:109498
Al Jaḩādilah	id=g:109499
Al Jāfūrah	id=g:109500
Al Jāfūrah	id=g:109501
Al Jafr	id=g:109502
Al Jafr	id=g:109503
Al Jafīyah	id=g:109504
Al Jafā	id=g:109505
Al Jadyah	id=g:109506
Al Jadhwā	id=g:109507
Al Jadīr	id=g:109508
Al Jadīdah	id=g:109509
Al Jadīdah	id=g:109510
Al Jadīd	id=g:109511
Al Jaddāl	id=g:109512
Al Jabw	id=g:109513
Al Jabrīyah	id=g:109514
Al Jabrīyah	id=g:109515
Al Itaiyas	id=g:109516
Alistā	id=g:109517
Al ‘Ishāsh	id=g:109518
Al ‘Īsāwīyah	id=g:109519
Al ‘Irq	id=g:109520
Al ‘Irāq	id=g:109521
Jāl al ‘Ilb	id=g:109522
Al ‘Ikrishīyah	id=g:109523
Al ‘Ikrishīyah	id=g:109524
Jabal ‘Ālijah	id=g:109525
‘Ali Ḩuwayl	id=g:109526
Al ‘Idwah	id=g:109527
‘Ayn Āl ‘Īd	id=g:109528
Al ‘Ibisah	id=g:109529
‘Ali Bin Zuhayr	id=g:109530
Shi‘bat ‘Alī	id=g:109531
Khabrat ‘Alī	id=g:109532
Jabal al ‘Ālī	id=g:109533
Al Ḩuzūl	id=g:109534
Al Ḩuzaymah	id=g:109535
Al Ḩuwayyiţ	id=g:109536
Al Ḩuwayţ	id=g:109537
Al Ḩuwaymiḑah	id=g:109538
Al Huwaydī	id=g:109539
Al Ḩuwaydhīyah	id=g:109540
Al Ḩuwaydhīyah	id=g:109541
Al Hūwah	id=g:109543
Al Ḩuthūl	id=g:109544
Al Ḩuşūn	id=g:109545
Al Ḩusayy	id=g:109546
Bi’r Ḩusaynīyah	id=g:109547
Al Ḩusaynīyah	id=g:109548
Al Ḩusaynī	id=g:109549
Al Hurm	id=g:109550
Al Ḩurayyiq	id=g:109551
Al Ḩurayrah	id=g:109552
Al Ḩunayy	id=g:109553
Al Ḩunayţah	id=g:109554
Al Humil	id=g:109555
Al Ḩumayyir	id=g:109556
Al Ḩumayrah	id=g:109557
Al Ḩumaymah	id=g:109558
Al Ḩumaymah	id=g:109559
Al Ḩumaydīyah	id=g:109560
Al Ḩumayḑah	id=g:109561
Jazīrat Ruwayjil	id=g:109562
Al Ḩulwah	id=g:109563
Al Hull	id=g:109564
Al Ḩulayyah	id=g:109565
Al Hulaysīyah	id=g:109566
Al Hulaylīt	id=g:109567
Al Hulaylah	id=g:109568
Al Ḩujayrāt	id=g:109569
Al Hūj	id=g:109570
Al Hufūf	id=g:109571
Al Ḩufrah	id=g:109572
Al Ḩufnah	id=g:109573
Al Ḩufnah	id=g:109574
Al Ḩufayyirah	id=g:109575
Ḩufayrah	id=g:109576
Al Ḩufayrah	id=g:109577
Al Ḩufayrah	id=g:109578
Minţaqat al Ḩudūd ash Shamālīyah	id=g:109579
Al Huḑūb	id=g:109580
Al Hudb	id=g:109581
Al Ḩudayrah	id=g:109582
Āl Hudaylah	id=g:109583
Bi’r Hudaybān	id=g:109584
Al Hubaykah	id=g:109586
Ābār al Hubaykah	id=g:109587
Al Hmar	id=g:109588
Al Ḩizzah	id=g:109589
Al Ḩişn al Ala	id=g:109590
Al Ḩişn al Adshfar	id=g:109591
Jabal al Ḩişān	id=g:109592
Al Ḩinw	id=g:109593
Al Ḩinnāh	id=g:109594
Bi’r al Ḩimārah	id=g:109595
Bi’r al Ḩimá	id=g:109596
Al Ḩillah	id=g:109597
Al Ḩillah	id=g:109598
Al Halālīyah	id=g:109599
Hejaz	id=g:109600
Al Ḩifāḑīyah	id=g:109602
Al Hiḑāb	id=g:109603
Al Ḩibāk	id=g:109604
