Trail Number 10	id=g:5141290
Van Buren Bay	id=g:5142138
Van Buren Cemetery	id=g:5142139
Van Buren Point	id=g:5142140
Van Buren Point	id=g:5142141
Van Buren School	id=g:5142142
Van Buren School	id=g:5142143
Town of Van Buren	id=g:5142144
Van Burenville	id=g:5142145
Van Campen Creek	id=g:5142146
Van Buren	id=g:5142147
Van Corlaer Elementary School	id=g:5142148
Van Cortlandt Lake	id=g:5142149
Van Cortlandt Park	id=g:5142150
Van Cortlandtville	id=g:5142151
Van Cortlandtville Church	id=g:5142152
Van Delinder Cemetery	id=g:5142153
Van Der Linden Pond	id=g:5142154
Van Deusenville	id=g:5142155
Van Dorn Corner	id=g:5142156
Van Dorrien Mountain	id=g:5142157
Van Dusen Cemetery	id=g:5142158
Van Duyn Hospital	id=g:5142159
Van Duyn School	id=g:5142160
Van Duzer Cemetery	id=g:5142161
Van Dyne Cemetery	id=g:5142162
Van Eps Cemetery	id=g:5142163
Van Etten	id=g:5142164
Van Etten Cemetery	id=g:5142165
Van Etten Junction	id=g:5142166
Town of Van Etten	id=g:5142167
Van Hoesen Station	id=g:5142168
Van Hoevenberg Trail	id=g:5142169
Mount Van Hoevenberg	id=g:5142170
Van Hornesville	id=g:5142171
Van House Corners	id=g:5142172
Van Keuren	id=g:5142173
Van Keuren Cemetery	id=g:5142174
Van Keuren Lake	id=g:5142175
Van Keurens	id=g:5142176
Van Kleeck Cemetery	id=g:5142177
Van Leuvans School (historical)	id=g:5142178
Van Loan Hill	id=g:5142179
Van Luven Lake	id=g:5142180
Van Nattas Dam	id=g:5142181
Van Nest	id=g:5142182
Van Nest Yard	id=g:5142183
Van Ostrand Corners	id=g:5142184
Van Pelt Manor House	id=g:5142185
Van Rensselaer Creek	id=g:5142186
Van Cleef Lake	id=g:5142187
Van Slyck Cemetery	id=g:5142188
Van Slyck Island	id=g:5142189
Van Tassel Memorial Park	id=g:5142190
Van Tassells Corners	id=g:5142191
Van Tuyl Hillside Cemetery	id=g:5142192
Van Valkenburgh Pond	id=g:5142193
Van Vechten Cemetery	id=g:5142194
Van Vleet	id=g:5142195
Van Wagenen Cemetery	id=g:5142196
Van Warmer Bay	id=g:5142197
Van Wie Creek	id=g:5142198
Van Schaick Island	id=g:5142199
Van Wyck Cemetery	id=g:5142200
Van Wyck Mountain	id=g:5142201
Van Wyck Ridge	id=g:5142202
Van Zandt Hollow	id=g:5142203
Van Wies Point	id=g:5142204
VanBuskirk Gulf	id=g:5142205
VanLone Hill	id=g:5142206
Vanauken Brook	id=g:5142207
Lake Vanare	id=g:5142208
Vandemark Cemetery	id=g:5142209
Vandenburgh Hill	id=g:5142210
Vandenburgh Point	id=g:5142211
Vandenburgh Pond	id=g:5142212
Vanderbilt Cemetery	id=g:5142213
Vanderbilt Island	id=g:5142214
Vanderbilt Mansion National Historic Site	id=g:5142215
Vanderbilt Museum	id=g:5142216
Vanderbilt School (historical)	id=g:5142217
Vanderburg Mountain	id=g:5142218
Vanderburg Pond	id=g:5142219
Vanderburgh Cove	id=g:5142220
Vanderkamp Lake	id=g:5142221
Vanderlyn's Rotunda (historical)	id=g:5142222
Vandermark Creek	id=g:5142223
Vandalia	id=g:5142224
Vandervort Hill	id=g:5142225
Vanderwhacker Brook	id=g:5142226
Vanderpool Cemetery	id=g:5142227
Vanderwhacker Pond	id=g:5142228
Vans Airport	id=g:5142229
Town of Varick	id=g:5142230
Vark Street Park	id=g:5142231
Varna	id=g:5142232
Varney Hill	id=g:5142233
Varysburg	id=g:5142234
Vasile Field	id=g:5142235
Vassallo Park	id=g:5142236
Vassar Brothers Hospital	id=g:5142237
Vassar College	id=g:5142238
Vassar Hospital Heliport	id=g:5142239
Vassar Lake	id=g:5142240
Vassar Temple	id=g:5142241
Vaughn Brook	id=g:5142242
Vanderwhacker Mountain	id=g:5142243
Vebber Corners	id=g:5142244
Vedder Cemetery	id=g:5142245
Vedder Mountain	id=g:5142246
Vee Pond	id=g:5142247
Veeder Memorial Church	id=g:5142248
Vega	id=g:5142249
Vega Cemetery	id=g:5142250
Veness Brook	id=g:5142251
Vaughns Corners	id=g:5142252
Town of Venice	id=g:5142253
Venison Mountain	id=g:5142254
Anthony J Veraldi Junior High School	id=g:5142255
Verbank	id=g:5142256
Verbank Village	id=g:5142257
Verdoy	id=g:5142258
Verdrietege Hook	id=g:5142259
Verf Kill	id=g:5142260
Venice Center Cemetery	id=g:5142261
Verkeerder Kill	id=g:5142262
Verkeerder Kill Falls	id=g:5142263
Vermilion Cemetery	id=g:5142264
Vermont Hill	id=g:5142265
Vermontville	id=g:5142266
Vernal Corners	id=g:5142267
Vernam Basin	id=g:5142268
Vernon	id=g:5142269
Vernon Center	id=g:5142270
Vernon Downs	id=g:5142271
Vernon Hills Shopping Center	id=g:5142272
Vernon Park	id=g:5142273
Vernon School	id=g:5142274
Vernon Valley	id=g:5142275
Town of Vernon	id=g:5142276
Vernooy Falls	id=g:5142277
Vernooy Falls Trail	id=g:5142278
Vernooy Kill	id=g:5142279
Vermilion	id=g:5142280
Verona Beach	id=g:5142281
Verona Beach State Park	id=g:5142282
Verona Mills	id=g:5142283
Verona Station	id=g:5142284
Verona Swamp	id=g:5142285
Town of Verona	id=g:5142286
Verplanck	id=g:5142287
Verplanck Point	id=g:5142288
Verplanck Ridge	id=g:5142289
Verplanck-Stony Kill Environmental Education Center	id=g:5142290
Verrazano-Narrows Bridge	id=g:5142291
Versailles	id=g:5142292
Vesey Green	id=g:5142293
Vesper	id=g:5142294
Vesper Hill	id=g:5142295
Vestal	id=g:5142296
Vestal Central Schools	id=g:5142297
Vestal Center	id=g:5142298
Vestal Hill Cemetery	id=g:5142299
Vestal Hills Golf Club	id=g:5142300
Vestal Hills School	id=g:5142301
Town of Vestal	id=g:5142302
Veteran	id=g:5142303
Town of Veteran	id=g:5142304
Veterans Administration Center	id=g:5142305
Veterans Memorial Park	id=g:5142306
Veterans Memorial Park	id=g:5142307
Veterans Memorial Park	id=g:5142308
Veterans Memorial Park	id=g:5142309
Veterans Memorial Park	id=g:5142310
Veterans Memorial Park	id=g:5142311
Veterans Park	id=g:5142312
Vicars Island	id=g:5142313
Vickerman Hill	id=g:5142314
Victor	id=g:5142315
Victor High School	id=g:5142316
Victor Intermediate School	id=g:5142317
Town of Victor	id=g:5142318
Victoria	id=g:5142319
Victoria Home For Aged British Subjects (historical)	id=g:5142320
Victory Coal Terminal	id=g:5142321
Victory Field	id=g:5142322
Victory Grove Camp	id=g:5142323
Victory Lake	id=g:5142324
Victory Memorial Hospital	id=g:5142325
Victory Mills	id=g:5142326
Victory Park	id=g:5142327
Victory Park	id=g:5142328
Town of Victory	id=g:5142329
Viele Pond	id=g:5142330
Town of Vienna	id=g:5142331
Vierda Kill	id=g:5142332
Verona	id=g:5142333
Viewmonte	id=g:5142334
Viewpoint School	id=g:5142335
Villa Immaculate	id=g:5142336
Villa Loretto School	id=g:5142337
Villa Maria Academy	id=g:5142338
Villa Maria Academy	id=g:5142339
Village Brook	id=g:5142340
Viewland Cemetery	id=g:5142341
Village Green	id=g:5142342
Village Green	id=g:5142343
Village Green Elementary School (historical)	id=g:5142344
Village Hall	id=g:5142345
Village Park	id=g:5142346
Village Park	id=g:5142347
Village Park	id=g:5142348
Village Plaza Shopping Center	id=g:5142349
Roslyn Village School	id=g:5142350
Village of the Branch	id=g:5142351
Villenova Cemetery	id=g:5142352
Town of Villenova	id=g:5142353
Vincent	id=g:5142354
Vincent Brook	id=g:5142355
Orient Congregational Cemetery	id=g:5142356
Vincentian Institute (historical)	id=g:5142357
Vine Valley	id=g:5142358
Vinegar Hill	id=g:5142359
Vineyard	id=g:5142360
Vintonton	id=g:5142361
Viola	id=g:5142362
Violet Avenue School	id=g:5142363
Virgil	id=g:5142364
Virgil Creek	id=g:5142365
Vincent Corners	id=g:5142366
Virgil Rural Cemetery	id=g:5142367
Town of Virgil	id=g:5142368
Virgin Mary Church	id=g:5142369
Virgin Mary School	id=g:5142370
Virginia Brook	id=g:5142371
Virgil Mountain	id=g:5142372
Virginia Road Elementary School	id=g:5142373
Vischer Ferry	id=g:5142374
Visitation Cemetery	id=g:5142375
Visitation Monastery	id=g:5142376
Visitation School	id=g:5142377
Visitation School	id=g:5142378
Vista	id=g:5142379
Vivian Beaumont Theater	id=g:5142380
The Vlaie	id=g:5142381
Vlockie Kill	id=g:5142382
Virginia Reginae School	id=g:5142383
Vloman Kill	id=g:5142384
Vly Brook	id=g:5142385
Vly Brook	id=g:5142386
Vly Brook	id=g:5142387
Vly Brook	id=g:5142388
Vly Creek	id=g:5142389
Vly Creek	id=g:5142390
Vly Creek	id=g:5142391
Vly Creek	id=g:5142392
Vly Creek	id=g:5142393
Vly Creek	id=g:5142394
Vly Lake	id=g:5142395
Vly Mountain	id=g:5142396
Vly Mountain	id=g:5142397
Vly Pond	id=g:5142398
Vly Swamp	id=g:5142399
The Vly	id=g:5142400
The Vly	id=g:5142401
Voak	id=g:5142402
Vocational High School	id=g:5142403
Vogel Park	id=g:5142404
Vollentine	id=g:5142405
Vollmer School	id=g:5142406
Volmer Creek	id=g:5142407
Volney	id=g:5142408
Volney Cemetery	id=g:5142409
Town of Volney	id=g:5142410
Volunteer Engine and Hose Company Number 3	id=g:5142411
Volusia	id=g:5142412
Voorhees Brook	id=g:5142413
Vly Lake Mountain	id=g:5142414
Voorheesville	id=g:5142415
Vorce Creek	id=g:5142416
Voorhees School	id=g:5142417
Vorhees Corners	id=g:5142418
Vorhees Hill	id=g:5142419
Vorman Corners	id=g:5142420
Vosburg	id=g:5142421
Vosburg Pond	id=g:5142422
Vosburgh Swamp	id=g:5142423
Vroman Corners	id=g:5142424
Vromans Nose	id=g:5142425
Vrooman Avenue School	id=g:5142426
Vrooman Creek	id=g:5142427
Vorea	id=g:5142428
Vrooman Gulf	id=g:5142429
Vrooman Ridge	id=g:5142430
W Fayette Church	id=g:5142431
W Mountain	id=g:5142432
WAAL-FM (Binghamton)	id=g:5142433
WABC-TV (New York)	id=g:5142434
WABH-AM (Bath)	id=g:5142435
WABY Radio Tower (Ticonderoga)	id=g:5142436
WABY-AM (Albany)	id=g:5142437
WACA-TV (Ithaca)	id=g:5142438
WACK-AM (Newark)	id=g:5142439
WACZ-FM (Dansville)	id=g:5142440
WADR-AM (Remsen)	id=g:5142441
WAER-FM (Syracuse)	id=g:5142442
WAER-FM (Syracuse)	id=g:5142443
WALF-FM (Alfred)	id=g:5142444
WALK-AM (East Patchogue)	id=g:5142445
WALK-FM (Patchogue)	id=g:5142446
WALK-FM (Patchogue)	id=g:5142447
WALL-AM (Middletown)	id=g:5142448
WAMK-FM (Kingston)	id=g:5142449
WANC-FM (Ticonderoga)	id=g:5142450
WANQ-AM (Delmar)	id=g:5142451
WAQX-AM (Syracuse)	id=g:5142452
WAQX-FM (Manlius)	id=g:5142453
WARW-AM (Cornwall)	id=g:5142454
WARY-FM (Valhalla)	id=g:5142455
WASB-AM (Brockport)	id=g:5142456
WATN-AM (Watertown)	id=g:5142457
WAUB-AM (Auburn)	id=g:5142458
WAVR-FM (Waverly)	id=g:5142459
WAYI-FM (Hudson Falls)	id=g:5142460
WBAB	id=g:5142461
WBAB-AM (Freeport)	id=g:5142462
WBAB-FM (Babylon)	id=g:5142463
WBAI-FM (New York)	id=g:5142464
WBAR-FM (Lake Luzerne)	id=g:5142465
WBAU-FM (Garden City)	id=g:5142466
WBAZ Radio Tower (Ticonderoga)	id=g:5142467
WBAZ-FM (Southold)	id=g:5142468
WBBF-AM (Rochester)	id=g:5142469
WBBR Radio Tower (Ticonderoga)	id=g:5142470
WBEE-FM (Rochester)	id=g:5142471
WBEN Radio Tower (Ticonderoga)	id=g:5142472
WBEN Radio Tower (Ticonderoga)	id=g:5142473
WBEN-AM (Buffalo)	id=g:5142474
WBER-FM (Henrietta)	id=g:5142475
WBER-FM (Rochester)	id=g:5142476
WBFO-FM (Buffalo)	id=g:5142477
WBKT-FM (Brockport)	id=g:5142478
WBLI-FM (Patchogue)	id=g:5142479
WBLK-FM (Depew)	id=g:5142480
WBLS-FM (New York)	id=g:5142481
WBNG-TV (Binghamton)	id=g:5142482
WBNK-AM (Binghamton)	id=g:5142483
WBNR-AM (Beacon)	id=g:5142484
WBNY-FM (Buffalo)	id=g:5142485
WBPM-FM (Kingston)	id=g:5142486
WBRV-AM (Boonville)	id=g:5142487
WBRV-FM (Boonville)	id=g:5142488
WBSU-FM (Brockport)	id=g:5142489
WBTA-AM (Batavia)	id=g:5142490
WBTF-FM (Attica)	id=g:5142491
WBUF-FM (Buffalo)	id=g:5142492
WBUG-AM (Amsterdam)	id=g:5142493
WBUG-AM (Ballston Spa)	id=g:5142494
WBUZ Radio Tower (Ticonderoga)	id=g:5142495
WBUZ-AM (Fredonia)	id=g:5142496
WBXL-FM (Baldwinsville)	id=g:5142497
WBZA-AM (Glens Falls)	id=g:5142498
WCAN-FM (Canajoharie)	id=g:5142499
WCBA-AM (Corning)	id=g:5142500
WCBA-FM (Corning)	id=g:5142501
WCBS-AM (New York)	id=g:5142502
WCBS-FM (New York)	id=g:5142503
WCBS-TV (New York)	id=g:5142504
WCDA-FM (Voorheesville)	id=g:5142505
WCDB-FM (Albany)	id=g:5142506
WCDO-AM (Sidney)	id=g:5142507
WCDO-FM (Sidney)	id=g:5142508
WCEB-FM (Corning)	id=g:5142509
WCFE-FM (Plattsburgh)	id=g:5142510
WCFE-FM (Plattsburgh)	id=g:5142511
WCFE-TV (Plattsburgh)	id=g:5142512
WCGR-AM (Canandaigua)	id=g:5142513
WCGR-AM (Canandaigua)	id=g:5142514
WCHN-AM (Norwich)	id=g:5142515
WCHP-AM (Champlain)	id=g:5142516
WCID-FM (Friendship)	id=g:5142517
WCII-FM (Spencer)	id=g:5142518
WCIK-FM (Bath)	id=g:5142519
WCIZ-FM (Watertown)	id=g:5142520
WCJW-AM (Warsaw)	id=g:5142521
WCKL-AM (Catskill)	id=g:5142522
WCKR-FM (Hornell)	id=g:5142523
WCLI-AM (Corning)	id=g:5142524
WCMF-FM (Rochester)	id=g:5142525
WCNY-FM (Syracuse)	id=g:5142526
WCNY-TV (Syracuse)	id=g:5142527
WCQA-FM (Fredonia)	id=g:5142528
WCSQ-FM (Central Square)	id=g:5142529
WCSS-AM (Amsterdam)	id=g:5142530
WCTO-FM (Smithtown)	id=g:5142531
WCTO-FM (Smithtown)	id=g:5142532
WCVF-FM (Fredonia)	id=g:5142533
WCWP-FM (Brookville)	id=g:5142534
WCZX-FM (Hyde Park)	id=g:5142535
WDCX-FM (Buffalo)	id=g:5142536
WDGE-FM (Saranac Lake)	id=g:5142537
WDHI-FM (Delhi)	id=g:5142538
WDKX-FM (Rochester)	id=g:5142539
WDLA-AM (Walton)	id=g:5142540
WDLA-FM (Walton)	id=g:5142541
WDNY-AM (Dansville)	id=g:5142542
WDOE Radio Tower (Ticonderoga)	id=g:5142543
WDOE-AM (Dunkirk)	id=g:5142544
WDOS-AM (Oneonta)	id=g:5142545
WDRE-FM (Garden City)	id=g:5142546
WDST-FM (Woodstock)	id=g:5142547
WEAV Radio Tower (Ticonderoga)	id=g:5142548
WEAV-AM (Plattsburgh)	id=g:5142549
WEBO-AM (Owego)	id=g:5142550
WEBR Radio Tower (Ticonderoga)	id=g:5142551
WEBR-AM (Buffalo)	id=g:5142552
WECK-AM (Cheektowaga)	id=g:5142553
WECQ-FM (Geneva)	id=g:5142554
WECW-FM (Elmira)	id=g:5142555
WEHH-AM (Elmira Heights-Horseheads)	id=g:5142556
WEIF-FM (Utica)	id=g:5142557
WEIF-FM (Utica)	id=g:5142558
WELM-AM (Elmira)	id=g:5142559
WELV-AM (Ellenville)	id=g:5142560
WENE-AM (Endicott)	id=g:5142561
WENT-AM (Gloversville)	id=g:5142562
WENU-FM (Hudson Falls)	id=g:5142563
WENY-AM (Elmira)	id=g:5142564
WENY-TV (Elmira)	id=g:5142565
WEOK Radio Tower (Ticonderoga)	id=g:5142566
WEOK-AM (Poughkeepsie)	id=g:5142567
WEOK-AM (Poughkeepsie)	id=g:5142568
WEOS-FM (Geneva)	id=g:5142569
WETD-FM (Alfred)	id=g:5142570
WETM-TV (Elmira)	id=g:5142571
WEXT-FM (Arlington)	id=g:5142572
WEZG-FM (North Syracuse)	id=g:5142573
WEZQ-FM (Town of Wethersfield)	id=g:5142574
WFAN-AM (New York)	id=g:5142575
WFAS Radio Tower (Ticonderoga)	id=g:5142576
WFAS-AM (White Plains)	id=g:5142577
WFAS-FM (White Plains)	id=g:5142578
WFBF-FM (Buffalo)	id=g:5142579
WFBL-AM (Syracuse)	id=g:5142580
WFGB-FM (Kingston)	id=g:5142581
WFLR-AM (Dundee)	id=g:5142582
WFLR-FM (Dundee)	id=g:5142583
WFLY-FM (Troy)	id=g:5142584
WFNP-FM (New Paltz)	id=g:5142585
WFNY-FM (Syracuse)	id=g:5142586
WFRG-AM (Rome)	id=g:5142587
WFRG-FM (Rome)	id=g:5142588
WFRS-FM (Smithtown)	id=g:5142589
WFRW-FM (Webster)	id=g:5142590
WFUV-FM (New York)	id=g:5142591
WFUV-FM (New York)	id=g:5142592
WFXV-TV (Utica)	id=g:5142593
WGBB	id=g:5142594
WGCC-FM (Batavia)	id=g:5142595
WGES-FM (Oswego)	id=g:5142596
WGES-FM (Oswego)	id=g:5142597
WGFB-FM (Plattsburgh)	id=g:5142598
WGFR-FM (Glens Falls)	id=g:5142599
WGGO-AM (Salamanca)	id=g:5142600
WGHQ Radio Tower (Ticonderoga)	id=g:5142601
WGHQ-AM (Kingston)	id=g:5142602
WGIX-FM (Gouverneur)	id=g:5142603
WGLI-AM (Babylon)	id=g:5142604
WGMC-FM (Greece)	id=g:5142605
WGMF-AM (Watkins Glen)	id=g:5142606
WGMM-FM (Big Flats)	id=g:5142607
WGNA-AM (Albany)	id=g:5142608
WGNA-FM (Albany)	id=g:5142609
WGNY Radio Tower (Ticonderoga)	id=g:5142610
WGNY-AM (Newburgh)	id=g:5142611
WGNY-AM (Newburgh)	id=g:5142612
WGNY-FM (Newburgh)	id=g:5142613
WGR Radio Tower (Ticonderoga)	id=g:5142614
WGR Radio Tower (Ticonderoga)	id=g:5142615
WGR-AM (Buffalo)	id=g:5142616
WGR-FM (Buffalo)	id=g:5142617
WGR-FM (Buffalo)	id=g:5142618
WGRZ-TV (Buffalo)	id=g:5142619
WGSM-AM (Huntington)	id=g:5142620
WGSU-FM (Geneseo)	id=g:5142621
WGVA-AM (Geneva)	id=g:5142622
WGY-AM (Schenectady)	id=g:5142623
WGY-FM (Schenectady)	id=g:5142624
WHAM-AM (Rochester)	id=g:5142625
WHAZ-AM (Troy)	id=g:5142626
WHCL-FM (Clinton)	id=g:5142627
WHCR-FM (New York)	id=g:5142628
WHCU-AM (Ithaca)	id=g:5142629
WHCU-AM (Ithaca)	id=g:5142630
WHDL-AM (Olean)	id=g:5142631
WHEC-TV (Rochester)	id=g:5142632
WHEN-AM (Syracuse)	id=g:5142633
WHFM-FM (Southampton)	id=g:5142634
WHHO-AM (Hornell)	id=g:5142635
WHLD-AM (Niagara Falls)	id=g:5142636
WHLI-AM (Hempstead)	id=g:5142637
WHPC-FM (Garden City)	id=g:5142638
WHRF	id=g:5142639
WHRL-FM (Albany)	id=g:5142640
WHRW-FM (Binghamton)	id=g:5142641
WHSI-TV (Smithtown)	id=g:5142642
WHTT-AM (Buffalo)	id=g:5142643
WHTT-FM (Buffalo)	id=g:5142644
WHUC-AM (Hudson)	id=g:5142645
WHUD-FM (Peekskill)	id=g:5142646
WHUG-FM (Jamestown)	id=g:5142647
WHVW-AM (Hyde Park)	id=g:5142648
WHWK-FM (Binghamton)	id=g:5142649
WIBQ-FM (Remsen)	id=g:5142650
WIBX-AM (Utica)	id=g:5142651
WICB-FM (Ithaca)	id=g:5142652
WICY-AM (Malone)	id=g:5142653
WICZ-TV (Binghamton)	id=g:5142654
WIGS-AM (Gouverneur)	id=g:5142655
WINR-AM (Binghampton)	id=g:5142656
WINR-AM (Binghamton)	id=g:5142657
WIPS-AM (Ticonderoga)	id=g:5142658
WIQT-AM (Horseheads)	id=g:5142659
WIRD-AM (Lake Placid)	id=g:5142660
WIRQ-FM (Rochester)	id=g:5142661
WIRY-AM (Plattsburgh)	id=g:5142662
WITC-FM (Cazenovia)	id=g:5142663
WITR-FM (Henrietta)	id=g:5142664
WIVB-TV (Buffalo)	id=g:5142665
WIXT-TV (Syracuse)	id=g:5142666
WIYN-FM (Deposit)	id=g:5142667
WIZR-AM (Johnstown)	id=g:5142668
WJFF-FM (Jeffersonville)	id=g:5142669
WJFG-AM (Solvay)	id=g:5142670
WJFG-AM (Solvay)	id=g:5142671
WJIV-FM (Cherry Valley)	id=g:5142672
WJIW-AM (Cazenovia)	id=g:5142673
WJJL-AM (Niagara Falls)	id=g:5142674
WJNY-FM (Watertown)	id=g:5142675
WJPZ-FM (Syracuse)	id=g:5142676
WJQZ-FM (Wellsville)	id=g:5142677
WJSL-FM (Houghton)	id=g:5142678
WJTN-AM (Jamestown)	id=g:5142679
WJYE-FM (Buffalo)	id=g:5142680
WKAJ-AM (Saratoga Springs)	id=g:5142681
WKBE-FM (Warrensburg)	id=g:5142682
WKBW-TV (Buffalo)	id=g:5142683
WKCR-FM (New York)	id=g:5142684
WKDR-AM (Plattsburgh)	id=g:5142685
WKFM-FM (Fulton)	id=g:5142686
WKGG-FM (Cape Vincent)	id=g:5142687
WKGW-FM (Utica)	id=g:5142688
WKIP-AM (Poughkeepsie)	id=g:5142689
WKJY-FM (Hempstead)	id=g:5142690
WKLI-FM (Albany)	id=g:5142691
WKLL-FM (Frankfort)	id=g:5142692
WKLX-FM (Rochester)	id=g:5142693
WKNY Radio Tower (Ticonderoga)	id=g:5142694
WKNY-AM (Kingston)	id=g:5142695
WKOJ-FM (Middletown)	id=g:5142696
WKOL-FM (Amsterdam)	id=g:5142697
WKOL-FM (Amsterdam)	id=g:5142698
WKPQ-FM (Hornell)	id=g:5142699
WKRB-FM (Brooklyn)	id=g:5142700
WKRT-AM (Cortland)	id=g:5142701
WKSE-FM (Niagara Falls)	id=g:5142702
WKSN-AM (Jamestown)	id=g:5142703
WKTV-TV (Utica)	id=g:5142704
WKWZ-FM (Syosset)	id=g:5142705
WKWZ-FM (Syosset)	id=g:5142706
WKXZ-FM (Norwich)	id=g:5142707
WLEA-AM (Hornell)	id=g:5142708
WENY-FM (Elmira)	id=g:5142709
WLFH-AM (Little Falls)	id=g:5142710
WLIG-TV (Riverhead)	id=g:5142711
WLIM-AM (Patchogue)	id=g:5142712
WLIR-AM (Spring Valley)	id=g:5142713
WLIW-TV (Garden City)	id=g:5142714
WLIX-AM (Islip)	id=g:5142715
WLKA-FM (Canandaigua)	id=g:5142716
WLKA-FM (Canandaigua)	id=g:5142717
WLKC-FM (Henderson)	id=g:5142718
WLKO-FM (Fort Plain)	id=g:5142719
WLLG-FM (Lowville)	id=g:5142720
WLMO-AM (Geneseo)	id=g:5142721
WLNA-AM (Peekskill)	id=g:5142722
WLNG-AM (Sag Harbor)	id=g:5142723
WLNG-FM (Sag Harbor)	id=g:5142724
WLNL-AM (Horseheads)	id=g:5142725
WLPW-FM (Lake Placid)	id=g:5142726
WLSV-AM (Wellsville)	id=g:5142727
WLTW-FM (New York)	id=g:5142728
WLVL-AM (Lockport)	id=g:5142729
WLVY-FM (Elmira)	id=g:5142730
WLZW-FM (Utica)	id=g:5142731
WMBO-AM (Auburn)	id=g:5142732
WMCR-AM (Oneida)	id=g:5142733
WMCR-FM (Oneida)	id=g:5142734
WMGC-TV (Binghamton)	id=g:5142735
WMHI-FM (Cape Vincent)	id=g:5142736
WMHN-FM (Webster)	id=g:5142737
WMHR-FM (Syracuse)	id=g:5142738
WMHT-FM (Schenectady)	id=g:5142739
WMHT-TV (Schenectady)	id=g:5142740
WMHX-TV (Schenectady)	id=g:5142741
WMJQ-FM (Buffalo)	id=g:5142742
WMJV-FM (Patterson)	id=g:5142743
WMNK-FM (Montauk)	id=g:5142744
WMNS-AM (Olean)	id=g:5142745
WMRV-FM (Endicott)	id=g:5142746
WMSA Radio Tower (Ticonderoga)	id=g:5142747
WMSA-AM (Massena)	id=g:5142748
WMVI-AM (Clifton Knolls)	id=g:5142749
WMVI-AM (Mechanicville)	id=g:5142750
WMVI-AM (Mechanicville)	id=g:5142751
WMXO-FM (Olean)	id=g:5142752
WMXW-FM (Vestal)	id=g:5142753
WMYY-FM (Schoharie)	id=g:5142754
WNBC and WCBS	id=g:5142755
WNBC-TV (New York)	id=g:5142756
WNBF-AM (Binghamton)	id=g:5142757
WNBZ-AM (Saranac Lake)	id=g:5142758
WNCN-FM (New York)	id=g:5142759
WNCQ-AM (Watertown)	id=g:5142760
WNDR-AM (Syracuse)	id=g:5142761
WNED-FM (Buffalo)	id=g:5142762
WNED-TV (Buffalo)	id=g:5142763
WNEQ-TV (Buffalo)	id=g:5142764
WNEW-FM (New York)	id=g:5142765
WNGN-FM (Hoosick Falls)	id=g:5142766
WNGZ-FM (Montour Falls)	id=g:5142767
WNNR-FM (Sodus)	id=g:5142768
WNPE-TV (Watertown)	id=g:5142769
WNPI-TV (Norwood)	id=g:5142770
WNSR-FM (New York)	id=g:5142771
WNTQ-FM (Syracuse)	id=g:5142772
WNYB-TV (Buffalo)	id=g:5142773
WNYC Radio Tower (Ticonderoga)	id=g:5142774
WNYC-AM (New York)	id=g:5142775
WNYC-FM (New York)	id=g:5142776
WNYC-TV (New York)	id=g:5142777
WNYE-FM (Brooklyn)	id=g:5142778
WNYE-TV (New York)	id=g:5142779
WNYE-TV (New York)	id=g:5142780
WNYG-AM (Babylon)	id=g:5142781
WNYP-FM (Cortland)	id=g:5142782
WNYR-FM (Waterloo)	id=g:5142783
WNYS-AM (Canton)	id=g:5142784
WNYT-TV (Albany)	id=g:5142785
WNYU-FM (New York)	id=g:5142786
WNYV-FM (Whitehall)	id=g:5142787
WNYW-TV (New York)	id=g:5142788
WOCD-TV (Amsterdam)	id=g:5142789
WOKR-TV (Rochester)	id=g:5142790
