Astakhnovo	id=g:7080483
Smolenskoye Polukol’tso	id=g:7092665
Stantsiya Smolenskoye Polukol’tso	id=g:7092666
Lyzka	id=g:7092667
Ostanovochnyy Punkt 376 km	id=g:7092668
Ostanovochnyy Punkt Korely	id=g:7092669
Ostanovochnyy Punkt 367 km	id=g:7092670
Ostanovochnyy Punkt 304 km	id=g:7092671
Ostanovochnyy Punkt Volicheyka	id=g:7092672
Ostanovochnyy Punkt Kolodnya	id=g:7092673
Ostanovochnyy Punkt Zalavnya	id=g:7092674
Ostanovochnyy Punkt 524 km	id=g:7092675
Yelovtsy	id=g:7092676
Pochinkovskiy L’nozavod	id=g:7092677
Kirpichnyy Zavod	id=g:7092678
Posëlok Pochinkovskogo L’nozavoda	id=g:7092679
Posëlok Muryginskogo Kirpichnogo L’nozavoda	id=g:7092680
Gedeonovka	id=g:7092681
Knyazhoye Vtoroye	id=g:7092682
Stantsiya Pochinok	id=g:7092683
Ostanovochnyy Punkt Terekhi	id=g:7092684
Chërnyy	id=g:7092687
Nizhneye Zabor’ye	id=g:7092688
Gora Maksimova	id=g:7092689
Ozero Dryazlo	id=g:7092690
Kukuyevo	id=g:7092691
Baruli	id=g:7092692
Dorokhi	id=g:7092693
Ozero Klyutikovskoye	id=g:7092694
Ozero Dolgoye	id=g:7092695
Ozero Glubokoye	id=g:7092696
Afonino	id=g:7092697
Chërnyy	id=g:7092698
Boloto Pushnyak	id=g:7092699
Podborok	id=g:7092700
Otkos	id=g:7092719
Morozovo	id=g:7092720
Kozino	id=g:7092721
Mar’ino	id=g:7092722
Nikitino	id=g:7092723
Voyevodkino	id=g:7092724
Zelekhino	id=g:7092725
Boloto Lukin Mokh	id=g:7092726
Urochishche Selibskiy Mokh	id=g:7092727
Gorokhovka	id=g:7092728
Sosvyatskoye	id=g:7092729
Khlyusty	id=g:7092730
Krutoy	id=g:7092731
Novo-Bogdanovo	id=g:7092732
Boloto Osinovskiy Mokh	id=g:7092733
Starosel’ye	id=g:7092734
Markovo	id=g:7092735
Soboli	id=g:7092736
Semikovka	id=g:7092737
Bor	id=g:7092738
Yuzhnyy	id=g:7092739
Prudnya Vtoraya	id=g:7092740
Ul’yanino	id=g:7092741
Ostanovochnyy Punkt Mezha	id=g:7092742
Mezha	id=g:7092743
Tereshikha	id=g:7092744
Shanino	id=g:7092745
Mirnyy	id=g:7092746
Ostanovochnyy Punkt 10 km	id=g:7092747
Ostanovochnyy Punkt 8 km	id=g:7092748
Derbitka	id=g:7092749
Aleksandrovskoye	id=g:7092750
Ozero Nikopol’skoye	id=g:7092751
Ozero Novinskoye	id=g:7092752
Isakovo	id=g:7092753
Ozero Anufriyevskoye	id=g:7092754
Botino	id=g:7092755
Zapolenka	id=g:7092756
Ostanovochnyy Punkt 354 km	id=g:7092757
Raz”yezd Podsosenka	id=g:7092758
Stantsiya Nelidovo	id=g:7092759
Semiki	id=g:7092760
Zagorodnyy	id=g:7092761
Paniklya	id=g:7092762
Kirpichnik	id=g:7092763
Mezhitsa	id=g:7092764
Stantsiya Zapadnaya Dvina	id=g:7092765
Velesa	id=g:7092766
Ostanovochnyy Punkt 374 km	id=g:7092767
Raz”yezd Zamosh’ye	id=g:7092768
Stantsiya Zemtsy	id=g:7092769
Ozero Kryukovskoye	id=g:7092770
Boloto Dyatlovskoye	id=g:7092771
Belaya Gora	id=g:7092772
Novoye Kut’yevo	id=g:7092773
Maloye Chernetsovo	id=g:7092774
Vysokoye	id=g:7092775
Semënovo	id=g:7092776
Urochishche Butakovskiy Mokh	id=g:7092777
Kortyashevo	id=g:7092778
Karlovka	id=g:7092779
Klimovka	id=g:7092780
Zamosh’ye	id=g:7092781
Krasnosel’ye	id=g:7092782
Ozero Zharkovskoye	id=g:7092783
Budvinka	id=g:7092784
Tyukhovo	id=g:7092785
Kachevitsy	id=g:7092786
Lavrovo	id=g:7092787
Kokorevo	id=g:7092788
Kozyulinskiy	id=g:7092789
Urochishche Rybakov Mokh	id=g:7092790
Urochishche Pogoretsa	id=g:7092791
Chërnyy	id=g:7092792
Mikhaylovka	id=g:7092793
Srednyaya	id=g:7092794
Gomovo	id=g:7092795
Urochishche Shikurinka	id=g:7092796
Zadniy Lug	id=g:7092797
Chernushka	id=g:7092798
Urochishche Shchelkanova Pustosh’	id=g:7092799
Sheverdino	id=g:7092800
Novostroyka	id=g:7092801
Turitsa	id=g:7092802
Kalekino	id=g:7092803
Urochishche Suchkovskiy Mokh	id=g:7092804
Ustinka	id=g:7092805
Posëlok Zapovednyy	id=g:7092806
Boloto Mukhoyarovskiy Mokh	id=g:7092807
Boloto Demikhovskiy Mokh	id=g:7092808
Boloto Yamskiy Mokh	id=g:7092809
Urochishche Zamoshnitsa	id=g:7092810
Detkovka	id=g:7092811
Amosovo	id=g:7092812
Kryukovo	id=g:7092813
Zabezhnya	id=g:7092814
Netoropovka	id=g:7092815
Urochishche Sopki	id=g:7092816
Lesouchastok Zabezhnya	id=g:7092817
Urochishche Sukhaya Mshara	id=g:7092818
Urochishche Krasnaya Gorka	id=g:7092819
Boloto Zabezhenskiy Mokh	id=g:7092820
Ozero Batekhnovo	id=g:7092821
Aristovo	id=g:7092822
Novaya	id=g:7092823
Bogachëvskiy	id=g:7092824
Lososna	id=g:7092825
Fedyayevka	id=g:7092826
Rozhnya	id=g:7092827
Raz”yezd 13 km	id=g:7092828
Urochishche Barsuch’i Yamy	id=g:7092829
Mostovoy	id=g:7092830
Bol’shoye Vdovino	id=g:7092831
Maloye Vdovino	id=g:7092832
Molokhovo	id=g:7092833
Mozhayevo	id=g:7092834
Voronovets	id=g:7092835
Malaya Ruch’yevaya	id=g:7092836
Molokhovo	id=g:7092837
Khmelëvka	id=g:7092838
Ruch’yevaya	id=g:7092839
Urochishche Sosnovaya Niva	id=g:7092840
Volod’kino	id=g:7092841
Urochishche Terekhova Niva	id=g:7092842
Boloto Lebedinyy Mokh	id=g:7092843
Reksovo	id=g:7092844
Novotikhvinskoye	id=g:7092845
Raz”yezd Gladkiy Log	id=g:7092846
Sysoyevo	id=g:7092847
Zelenogorskoye	id=g:7092848
Chernetsovo	id=g:7092849
Ostanovochnyy Punkt 210 km	id=g:7092850
Luchinovka	id=g:7092851
Denisovka	id=g:7092852
Shamara	id=g:7092853
Ostanovochnyy Punkt 198 km	id=g:7092854
Boloto Velikosel’skoye	id=g:7092855
Lebedinka	id=g:7092856
Urochishche Derzkiy Mokh	id=g:7092857
Novosel’ye	id=g:7092858
Shelegovka	id=g:7092859
Stantsiya Andreapol’	id=g:7092860
Urochishche Ovsyaninskiy Mokh	id=g:7092861
Paklikha	id=g:7092862
Zaozër’ye	id=g:7092863
Troskino	id=g:7092864
Raz”yezd 183 km	id=g:7092865
Denisovo	id=g:7092866
Molodushkino	id=g:7092867
Pestovo	id=g:7092868
Veselenka	id=g:7092869
Dubasovo	id=g:7092870
Gorelovo	id=g:7092871
Tselpany	id=g:7092872
Zimnik	id=g:7092873
Soslavka	id=g:7092874
Boloto Yashkin Mokh	id=g:7092875
Boloto Shilovskiy Mokh	id=g:7092876
Dumino	id=g:7092877
Bobrovets	id=g:7092878
Lesouchastok Bobrovets	id=g:7092879
Debryanka	id=g:7092880
Studenitsa	id=g:7092881
Kordon	id=g:7092882
Boloto Lebedskiy Mokh	id=g:7092883
Stantsiya Okhvat	id=g:7092884
Bol’shoy Chashchivets	id=g:7092885
Stupinka	id=g:7092886
Boloto Vetozhetskoye Ust’ye	id=g:7092887
Savino	id=g:7092888
Antonovo	id=g:7092889
Gari	id=g:7092890
Raz”yezd 161 km	id=g:7092891
Ozero Bezymyannoye	id=g:7092892
Urochishche Mokh	id=g:7092893
Ostanovochnyy Punkt Zhukopa	id=g:7092894
Stantsiya Soblago	id=g:7092895
Shcheverovo	id=g:7092896
Boloto P’yanishnik	id=g:7092897
Zaglinka	id=g:7092898
Oktyabr’skoye	id=g:7092899
Stantsiya Peno	id=g:7092900
Bol’shoye Il’inskoye	id=g:7092901
Vyselok-Il’inskoye	id=g:7092902
Turbaza Orlinka	id=g:7092903
Vit’bino	id=g:7092904
Ozero Pnëvo	id=g:7092905
Ozero Dolgoye	id=g:7092906
Boloto Chistik	id=g:7092907
Krasnoye Utro	id=g:7092908
Zabelino	id=g:7092909
Pristan’ Zarech’ye	id=g:7092910
Zabor’ye	id=g:7092911
Pristan’ Borovoye	id=g:7092912
Pristan’ Vseluki	id=g:7092913
Kvashnino	id=g:7092914
Nechayevshchina	id=g:7092915
Fedov	id=g:7092916
Gorodnya	id=g:7092917
Grusten’ka	id=g:7092918
Mys Vyachek	id=g:7092919
Chernëvo	id=g:7092920
Yegor’yevshchina	id=g:7092921
Ladygovshchina	id=g:7092922
Pruzhinnik	id=g:7092923
Podlip’ye	id=g:7092924
Burnëvo	id=g:7092925
Vyslovo	id=g:7092926
Zaruchev’ye	id=g:7092927
Konyushkino	id=g:7092928
Terebishche	id=g:7092929
Dubno	id=g:7092930
Lizovo	id=g:7092931
Maloye Yershovo	id=g:7092932
Golovanovo	id=g:7092933
Belyanka	id=g:7092934
Toroshinka	id=g:7092935
Skom-Gora	id=g:7092936
Urochishche Maturikha	id=g:7092937
Boloto Monastyrskoye	id=g:7092938
Makushevo	id=g:7092939
Ozero Krivoye	id=g:7092940
Sabizhi	id=g:7092941
Kripetskoye Pervoye	id=g:7092942
Kripetskoye Vtoroye	id=g:7092943
Zakholust’ye	id=g:7092944
Peski	id=g:7092945
Ostanovochnyy Punkt 246 km	id=g:7092946
Ozero Pesotskoye	id=g:7092947
Urochishche Pesotskiy	id=g:7092948
Urochishche Veret’yevo	id=g:7092949
Ugly	id=g:7092950
Maramorochka	id=g:7092951
Urochishche Tolstikovskoye	id=g:7092952
Tolstichek	id=g:7092953
Urochishche Mel’nichnaya Serëdka	id=g:7092954
Urochishche Chërnaya Gryaz’	id=g:7092955
Urochishche Sapirino	id=g:7092956
Urochishche Gorelyy Mokh	id=g:7092957
Mezhnik	id=g:7092958
Koroshok	id=g:7092959
Dobryy Klin	id=g:7092960
Urochishche Staryy Klin	id=g:7092961
Urochishche Bogdanovo	id=g:7092962
Urochishche Krasova	id=g:7092963
Urochishche Zarech’ye	id=g:7092964
Boloto Chistyy Mokh	id=g:7092965
Urochishche Frolov	id=g:7092966
Urochishche Mokhovaya	id=g:7092967
Chërnaya	id=g:7092968
Stantsiya Toroshino	id=g:7092969
Bol’shiye Zhezly	id=g:7092970
Il’inshchina	id=g:7092971
Kashino	id=g:7092972
Bukashi	id=g:7092973
Lyalyakhovka	id=g:7092974
Zabolot’ye	id=g:7092975
Zagor’ye	id=g:7092976
Dubniki	id=g:7092977
Rusilovo	id=g:7092978
Bol’shaya Duga	id=g:7092979
Myss	id=g:7092980
Tupitsy	id=g:7092981
Urochishche Boloto Torfyanoye	id=g:7092982
Ol’kha	id=g:7092983
Malaya Ostenka	id=g:7092984
Borovka	id=g:7092985
Zamostech’ye	id=g:7092986
Zaledin’ye	id=g:7092987
Molgovo	id=g:7092988
Abizha	id=g:7092989
Bogdanovo	id=g:7092990
Konëchek	id=g:7092991
Dolgorepitsy	id=g:7092992
Kuprovshchina	id=g:7092993
Pur’kovo	id=g:7092994
Podlip’ye	id=g:7092995
Podsadnich’ye	id=g:7092996
Dem’yakovo	id=g:7092997
Shavrovo	id=g:7092998
Ostanovochnyy Punkt 259 km	id=g:7092999
Urochishche Poddub’ye	id=g:7093000
Patrovo	id=g:7093001
Podborov’ye Vtoroye	id=g:7093002
Maramorka	id=g:7093003
Tryaslivik	id=g:7093004
Urochishche Bol’shoye Boloto	id=g:7093005
Urochishche Maloye Boloto	id=g:7093006
Urochishche Zeledeikha	id=g:7093007
Zhubrovo	id=g:7093008
Bol’shoye Zaborov’ye	id=g:7093009
Zamezhnich’ye	id=g:7093010
Chudinkovo	id=g:7093011
Staryy Yamm	id=g:7093012
Podlip’ye	id=g:7093013
Teryabovka	id=g:7093014
Urochishche Borovichi	id=g:7093015
Setino	id=g:7093016
Berëzka	id=g:7093017
Birkino	id=g:7093018
Savino	id=g:7093019
Urochishche Pis’yakovo	id=g:7093020
Urochishche Ostrovinka	id=g:7093021
Ostanovochnyy Punkt 262 km	id=g:7093022
Podborov’ye	id=g:7093023
Chernyakovitsy	id=g:7093024
Paklino	id=g:7093025
Chernyakovichi	id=g:7093026
Abrosovo	id=g:7093027
Gora	id=g:7093028
Golubovo	id=g:7093029
Korentsy	id=g:7093030
Milevka	id=g:7093031
Verkhniye Galkovichi	id=g:7093032
Nizhniye Galkovichi	id=g:7093033
Lukhnovo	id=g:7093034
Galkino	id=g:7093035
Velikoye Selo	id=g:7093036
Solonovo	id=g:7093037
Kotovo	id=g:7093038
Gory Vaulinskiye	id=g:7093039
Piskovichi	id=g:7093040
Pristan’ Piskovichi	id=g:7093041
Zadol’ye	id=g:7093042
Pristan’ Murovitsy	id=g:7093043
Zagoritsy	id=g:7093044
Gorki	id=g:7093045
Razvaliny Gladyshnya	id=g:7093046
Usadishche	id=g:7093047
Gorushka	id=g:7093048
Vidovichi	id=g:7093049
Bol’shaya Listovka	id=g:7093050
Malaya Listovka	id=g:7093051
Vaymitsy	id=g:7093052
Shchiglitsy	id=g:7093053
Kriushino	id=g:7093054
Severik	id=g:7093055
Ust’ye	id=g:7093056
Pristan’ Ust’ye	id=g:7093057
Poddub’ye	id=g:7093058
Styagly	id=g:7093059
Dvorets	id=g:7093060
Pristan’ Dvorets	id=g:7093061
Zvenkovichi	id=g:7093062
Podberezh’ye	id=g:7093063
Navolok	id=g:7093064
Balsovo	id=g:7093065
Gnilukha	id=g:7093066
Kamenka	id=g:7093067
Zaroven’ye	id=g:7093068
Khotitsy	id=g:7093069
Zavelich’ye	id=g:7093070
Ovsishche	id=g:7093071
Pavshino	id=g:7093072
Panino	id=g:7093073
Lyubyatovo	id=g:7093074
Belyy Mokh	id=g:7093075
Savokhnovo	id=g:7093076
Androkhnovo	id=g:7093077
Butyrki	id=g:7093078
Stantsiya Pskov-Passazhirskiy	id=g:7093079
Stantsiya Pskov-Turistskiy	id=g:7093080
Stantsiya Cherëkha	id=g:7093081
Promezhitsy	id=g:7093082
Khotni	id=g:7093083
Yukhnovo	id=g:7093084
Kokonogovo	id=g:7093085
Bor-Gora	id=g:7093086
Boloto Poloy	id=g:7093087
Urochishche Luzhki	id=g:7093088
Zamoshki	id=g:7093089
Urochishche Chistyy Mokh	id=g:7093090
Kurino	id=g:7093091
Vantsovo	id=g:7093092
Strubach	id=g:7093093
Khokhly	id=g:7093094
Volosochevo	id=g:7093095
Podgor’ye	id=g:7093096
Gnil’no	id=g:7093097
Troitskoye Poddub’ye	id=g:7093098
Bobrovnik	id=g:7093099
Pogorelka	id=g:7093100
Gnilovets	id=g:7093101
Zakhodtsy	id=g:7093102
Fomkino	id=g:7093103
Novaya	id=g:7093104
Dorozhkino	id=g:7093105
Portyannikovo	id=g:7093106
Snyataya Gora	id=g:7093107
Zaput’ye	id=g:7093108
Urochishche Pogranichnoye	id=g:7093109
Gradishche	id=g:7093110
Tupy	id=g:7093111
Tokarëvo	id=g:7093112
Panëvo	id=g:7093113
Sennitsy	id=g:7093114
Pronitsy	id=g:7093115
Astratovo	id=g:7093116
Perelazovo	id=g:7093117
Dubrovo	id=g:7093118
Makarino	id=g:7093119
Zolotukha	id=g:7093120
Repki	id=g:7093121
Moglino	id=g:7093122
Fëdorovshchina	id=g:7093123
Zadorezh’ye	id=g:7093124
Selishche	id=g:7093125
Peski	id=g:7093126
Durkovo	id=g:7093127
Kamno	id=g:7093128
Podos’ye	id=g:7093129
Opochitsy	id=g:7093130
Korytovo	id=g:7093131
Lozhnëvo	id=g:7093132
Gornevo	id=g:7093133
Soyevo	id=g:7093134
Ostanovochnyy Punkt 644 km	id=g:7093135
Keb	id=g:7093136
Urochishche Konokotino	id=g:7093137
Podlip’ye	id=g:7093138
Yazykovo	id=g:7093139
Digonets	id=g:7093140
Zubovo	id=g:7093141
Patrushino	id=g:7093142
Molitvino	id=g:7093143
Bulatovo	id=g:7093144
Rechki Vtoryye	id=g:7093145
Rechki Pervyye	id=g:7093146
Pestovo	id=g:7093147
Kornykhovo	id=g:7093148
Maslovo	id=g:7093149
Il’ina Gora	id=g:7093150
Ozorovo	id=g:7093151
Meletovka	id=g:7093152
Vygolovo	id=g:7093153
Belishchi	id=g:7093154
Solpyakovo	id=g:7093155
Smenkovo	id=g:7093156
Vysotsko	id=g:7093157
Lipki	id=g:7093158
Polonka	id=g:7093159
Podgram’ye	id=g:7093160
Krasnaya Repka	id=g:7093161
Urochishche Podlip’ye	id=g:7093162
Lakomtsevo	id=g:7093163
Ponomarëvo	id=g:7093164
Stanka	id=g:7093165
Listovka	id=g:7093166
Sushchëvo	id=g:7093167
Chernetsovo	id=g:7093168
Sivtsevo	id=g:7093169
Paniki	id=g:7093170
Boyarshchina	id=g:7093171
Alabyshevo	id=g:7093172
Kachan	id=g:7093173
Kislovo	id=g:7093174
Kozlyayevka	id=g:7093175
Malaya Gogolevka	id=g:7093176
Bol’shaya Gogolevka	id=g:7093177
Gloty	id=g:7093178
Luni	id=g:7093179
Pozhnishche	id=g:7093180
Yablonets	id=g:7093181
Lodyshkino	id=g:7093182
Bol’shoye Zakhnovo	id=g:7093183
Sorokino	id=g:7093184
Kashevarovo	id=g:7093185
Mezhnik	id=g:7093186
Bol’shiye Nevaditsy	id=g:7093187
Malyye Nevaditsy	id=g:7093188
Ostanovochnyy Punkt 637 km	id=g:7093189
Rassamukhino	id=g:7093190
Kumuzovo	id=g:7093191
Kumuzovo	id=g:7093192
Zakhody	id=g:7093193
Yazva	id=g:7093194
Reshetino	id=g:7093195
Stantsiya Karamyshevo	id=g:7093196
Trubnikovo	id=g:7093197
Andryushino	id=g:7093198
Agafonovo	id=g:7093199
Usadishche	id=g:7093200
Dvortsy	id=g:7093201
Ostanovochnyy Punkt 626 km	id=g:7093202
Butyrki	id=g:7093203
Glazachi	id=g:7093204
Savino	id=g:7093205
Ostanovochnyy Punkt 623 km	id=g:7093206
Kiselëvo	id=g:7093207
Sakhnovo	id=g:7093208
Moskota	id=g:7093209
Stantsiya Veshki	id=g:7093210
Klishovo	id=g:7093211
Polya	id=g:7093212
Ledishche	id=g:7093213
Mezhugi	id=g:7093214
Advoritsy	id=g:7093215
Obrub	id=g:7093216
Urochishche Gar’	id=g:7093217
Urochishche Popad’ye	id=g:7093218
Urochishche Kuzovets	id=g:7093219
Kapor’ye	id=g:7093220
Komarovo	id=g:7093221
Nekloch’	id=g:7093222
Volkovo	id=g:7093223
Snegirëvo	id=g:7093224
Sorokino	id=g:7093225
Razdol’ye	id=g:7093226
Kuznetsovo	id=g:7093227
Peschanka	id=g:7093228
Yeroshikha	id=g:7093229
Vysotskoye	id=g:7093230
Pristan’ Vysotskoye	id=g:7093231
Ostanovochnyy Punkt 284 km	id=g:7093232
Fromino	id=g:7093233
Serebryannik	id=g:7093234
Barbashi	id=g:7093235
Budnik	id=g:7093236
Kholstovo	id=g:7093237
Pokhval’shchina	id=g:7093238
Zhukovo	id=g:7093239
Mazilino	id=g:7093240
Priborok	id=g:7093241
Shapkovo	id=g:7093242
Malaya Zhaduanka	id=g:7093243
Ol’khi	id=g:7093244
Boloto Chistyak	id=g:7093245
Bol’shaya Zhaduanka	id=g:7093246
Tverdunovo	id=g:7093247
Oklad	id=g:7093248
Vorogushevo	id=g:7093249
Ploskaya Luka	id=g:7093250
Chutkovo	id=g:7093251
Chutkovo	id=g:7093252
Boloto Mokh	id=g:7093253
Urochishche Karchikha	id=g:7093254
Tovarets	id=g:7093255
Bysterskiy	id=g:7093256
Bystretsovo	id=g:7093257
Kolotovka	id=g:7093258
Bystronikol’skoye	id=g:7093259
Rybikha	id=g:7093260
Novaya Rybikha	id=g:7093261
Budechev’ye	id=g:7093262
Aleksandrovka	id=g:7093263
Belaya Gora	id=g:7093264
Chukhonskoye Zagor’ye	id=g:7093265
Khvoyenka	id=g:7093266
Gogolevo	id=g:7093267
Podvyaz’ye	id=g:7093268
Volkusha	id=g:7093269
Podberez’ye	id=g:7093270
Podmoshënka	id=g:7093271
Kalinkino	id=g:7093272
Porech’ye	id=g:7093273
Mikhalëvo	id=g:7093274
Selikhnovo	id=g:7093275
Starina	id=g:7093276
Lanëvo	id=g:7093277
Boldino	id=g:7093278
Kashishche	id=g:7093279
Zaykovo	id=g:7093280
Podgor’ye	id=g:7093281
Popova Gora	id=g:7093282
Skarikha	id=g:7093283
Boloto Korovkina Pustosh’	id=g:7093284
Zharki	id=g:7093285
Koreshnikovo	id=g:7093286
Usadishche	id=g:7093287
Abryushino	id=g:7093288
Shurin	id=g:7093289
Smerdyachaya	id=g:7093290
Zaborov’ye	id=g:7093291
Il’ina Gora	id=g:7093292
Puzakova Gora	id=g:7093293
Urochishche Luzhki	id=g:7093294
Podbolot’ye	id=g:7093295
Ust’ye	id=g:7093296
Samordskoye	id=g:7093297
Urochishche Spasskaya Roshcha	id=g:7093298
Ryabovo	id=g:7093299
Vasilëvo	id=g:7093300
Starukhino	id=g:7093301
Chernoruch’ye	id=g:7093302
Afanasovo	id=g:7093303
Olisovo	id=g:7093304
Knyazevo	id=g:7093305
Zherebtsovo	id=g:7093306
Selyugino	id=g:7093307
Krapivinka	id=g:7093308
Mikhali	id=g:7093309
Mogilino	id=g:7093310
Lopatino	id=g:7093311
Ostanovochnyy Punkt 287 km	id=g:7093312
Ostanovochnyy Punkt Solov’i	id=g:7093313
Solov’i	id=g:7093314
Panich’i Gorki	id=g:7093315
Ataki	id=g:7093316
Soprygino	id=g:7093317
Volzhenets	id=g:7093318
Pyatonovo	id=g:7093319
Pokrutishche	id=g:7093320
Baranovka	id=g:7093321
Vetoshka	id=g:7093322
Baranovskiy	id=g:7093323
Dubyagi	id=g:7093324
Belokhvostovo	id=g:7093325
Voroshilino	id=g:7093326
Zarech’ye	id=g:7093327
Urochishche Gagly	id=g:7093328
Voroshilovo	id=g:7093329
Urochishche Garnëvo	id=g:7093330
Goglovo	id=g:7093331
Bobroviki	id=g:7093332
Gnilino	id=g:7093333
Aparino	id=g:7093334
Kostygovo	id=g:7093335
Varavina	id=g:7093336
Olokhovo	id=g:7093337
Shchepets	id=g:7093338
Samukhnovo	id=g:7093339
Florevo	id=g:7093340
Samukhnovskiy Les	id=g:7093341
Shchepets	id=g:7093342
Voskresenskoye	id=g:7093343
Latyshëvo	id=g:7093344
Borovitsy	id=g:7093345
Tukhovik	id=g:7093346
Gorushka	id=g:7093347
Kapustino	id=g:7093348
Pavlovo	id=g:7093349
Olenino	id=g:7093350
Raz”yezd Stremutka	id=g:7093351
Podborov’ye	id=g:7093352
Markovka	id=g:7093353
Brod	id=g:7093354
Tarkhovo	id=g:7093355
Anisimovo	id=g:7093356
Urochishche Kuznetsovo	id=g:7093357
Lent’yevo	id=g:7093358
Ramen’ye	id=g:7093359
Kryakovo	id=g:7093360
Urochishche Suchishche	id=g:7093361
Razdol’nyy	id=g:7093362
Rashnëvo	id=g:7093363
Zaytsevo	id=g:7093364
Pechikhino	id=g:7093365
Karzuli	id=g:7093366
Piskunovo	id=g:7093367
Melenka	id=g:7093368
Galushino	id=g:7093369
Galushino	id=g:7093370
Urochishche Berezino	id=g:7093371
Volosovo	id=g:7093372
Lopatikha	id=g:7093373
Glazkovo	id=g:7093374
Lekikhino	id=g:7093375
Gorushka	id=g:7093376
Veshelovo	id=g:7093377
Oleshenka	id=g:7093378
Kuleshovo	id=g:7093379
Voshkovo	id=g:7093380
Baranovo	id=g:7093381
Shishlovo	id=g:7093382
Volokhovo	id=g:7093383
Yemel’yanovo	id=g:7093384
Fedotovo-Kahritovo	id=g:7093385
Bortnikovo	id=g:7093386
Zaguz’ye	id=g:7093387
Maloye Petrovo	id=g:7093388
Pokhnovo	id=g:7093389
Log	id=g:7093390
Ostashëvo	id=g:7093391
Kirillovo	id=g:7093392
Urochishche Bol’shoy Bel’sk	id=g:7093393
Malyy Bel’sk	id=g:7093394
Goryache-Bystro	id=g:7093395
Vorob’yëvo	id=g:7093396
Naronovo	id=g:7093397
Zaborech’ye	id=g:7093398
Volokhovo	id=g:7093399
Kashnëvo	id=g:7093400
Yelitsy	id=g:7093401
Fedotovo	id=g:7093402
Zolotukhino	id=g:7093403
Borisovo	id=g:7093404
Ladygino	id=g:7093405
Rakitinka	id=g:7093406
Teshkovo	id=g:7093407
Shilovo	id=g:7093408
Zaytsevo	id=g:7093409
Ovechkino	id=g:7093410
Kryzhiki	id=g:7093411
Olokhovo	id=g:7093412
Sazygino	id=g:7093413
Gubino	id=g:7093414
Stekhnovo	id=g:7093415
Volch’i Yamy	id=g:7093416
Goluby	id=g:7093417
Russki	id=g:7093418
Myalichino	id=g:7093419
Plechevo	id=g:7093420
Kolokolovo	id=g:7093421
Zolotovo	id=g:7093422
Myzy	id=g:7093423
Mitino	id=g:7093424
Dmitrovo	id=g:7093425
Sukhlovo	id=g:7093426
Labensk	id=g:7093427
Kirovo	id=g:7093428
Olisovo	id=g:7093429
Lyubyanka	id=g:7093430
Moroz’	id=g:7093431
Grikhanikha	id=g:7093432
Tyanutovo	id=g:7093433
Bazhenovo	id=g:7093434
Yerëmino	id=g:7093435
Korov’ye Selo	id=g:7093436
Podsoson’ye	id=g:7093437
Volki	id=g:7093438
Zareznitsa	id=g:7093439
Sidorovo	id=g:7093440
Starosel’ye	id=g:7093441
Vadrino	id=g:7093442
Usy	id=g:7093443
Puchkovo	id=g:7093444
Parfeyevo	id=g:7093445
Don’shino	id=g:7093446
Zapyatkovo	id=g:7093447
Leshchikhino	id=g:7093448
Ozero Kashino	id=g:7093449
Yalych	id=g:7093450
Lukhnovo	id=g:7093451
Fishovo	id=g:7093452
Tarakanovo	id=g:7093453
Spasskoye	id=g:7093454
Goluby	id=g:7093455
Gavrilovo	id=g:7093456
Flyagino	id=g:7093457
Runtsevo	id=g:7093458
Deshmany	id=g:7093459
Sukhlovo	id=g:7093460
Kharlapkovo	id=g:7093461
Zaborov’ye	id=g:7093462
Prokhnovo	id=g:7093463
Slopygino	id=g:7093464
Zabolot’ye	id=g:7093465
Usadishche	id=g:7093466
Mol’gino	id=g:7093467
Orekhova Gora	id=g:7093468
Iyudino	id=g:7093469
Stantsiya Cherskaya	id=g:7093470
Nekrasovo	id=g:7093471
Volkovo	id=g:7093472
Orly	id=g:7093473
Voronino	id=g:7093474
Lobany	id=g:7093475
Mokino	id=g:7093476
Ognyannikovo	id=g:7093477
Al’khimovo	id=g:7093478
Proskurnichino	id=g:7093479
Kuz’mino	id=g:7093480
Bayevo	id=g:7093481
Gostily	id=g:7093482
Azhovo	id=g:7093483
Gubino	id=g:7093484
Grishino	id=g:7093485
Apros’yevo	id=g:7093486
Amoskovo	id=g:7093487
Bukachi	id=g:7093488
Dobrovitki	id=g:7093489
Tokarëvo	id=g:7093490
Shemyakino	id=g:7093491
Makhnovo	id=g:7093492
Temerëvo	id=g:7093493
Palkino	id=g:7093494
Podklin’ye	id=g:7093495
Khramova Gora	id=g:7093496
Khracheva Gora	id=g:7093497
Pleshkovo	id=g:7093498
Platanovo	id=g:7093499
Glukhoy Pogost	id=g:7093500
Bochkino	id=g:7093501
Temerino	id=g:7093502
Bubnëvo	id=g:7093503
Berezino	id=g:7093504
Plokho	id=g:7093505
Pyasheno	id=g:7093506
Podsad’ye	id=g:7093507
Pushchenitsy	id=g:7093508
Dokatovo	id=g:7093509
Dyatelitsy	id=g:7093510
Vystavka	id=g:7093511
Urochishche Sin’kovo	id=g:7093512
Gorbovo	id=g:7093513
Dubënka	id=g:7093514
Smerdyachaya	id=g:7093515
Usadishche	id=g:7093516
Mikhalkino	id=g:7093517
Il’inskoye	id=g:7093518
Krivoselkovo	id=g:7093519
Zheleznaya Gora	id=g:7093520
