Westwood Branch	id=g:4266879
Ashland Oil Field	id=g:4267717
Township of Ashland	id=g:4267718
Ashley (historical)	id=g:4267719
Ashton	id=g:4267720
Ashton Cemetery	id=g:4267721
Ashton Community Hall	id=g:4267722
Ashton Northwest Oil Field	id=g:4267723
Askren Cemetery	id=g:4267724
Askron School (historical)	id=g:4267725
Assaria	id=g:4267726
Assembly Church	id=g:4267727
Assembly Full Gospel Church	id=g:4267728
Assembly of God Campground	id=g:4267729
Assembly of God Church	id=g:4267730
Assumption Catholic Church	id=g:4267731
Mater Dei Catholic School	id=g:4267732
Atchison	id=g:4267733
Atchison County	id=g:4267734
Atchison County Dam	id=g:4267735
Atchison County Park	id=g:4267736
Atchison County State Park	id=g:4267737
Atchison Mall	id=g:4267738
Atchison Middle School	id=g:4267739
Atchison State Fishing Lake and Widlife Area	id=g:4267740
City of Atchison	id=g:4267741
Athelstane (historical)	id=g:4267742
Athelstane Cemetery	id=g:4267743
Athelstane School	id=g:4267744
Township of Athelstane	id=g:4267745
Athens	id=g:4267746
Athens (historical)	id=g:4267747
Athens Cemetery	id=g:4267748
Athens School	id=g:4267749
Township of Athens	id=g:4267750
Athletic Park	id=g:4267751
Athol	id=g:4267752
Atkinson Municipal Airport	id=g:4267753
Atlanta	id=g:4267754
Township of Atlanta	id=g:4267755
Atlas	id=g:4267756
Atonement Church	id=g:4267757
Attebery Cemetery	id=g:4267758
Attica	id=g:4267759
Attica Cemetery	id=g:4267760
Attica City Wells	id=g:4267761
Attica Landing Field	id=g:4267762
Township of Attica	id=g:4267763
Attucks School	id=g:4267764
Aubry	id=g:4267765
Township of Aubry	id=g:4267766
Auburn	id=g:4267767
Auburn Cemetery	id=g:4267768
Auburn Presbyterian Church	id=g:4267769
Auburn United Methodist Church	id=g:4267770
Township of Auburn	id=g:4267771
Auburndale Park	id=g:4267772
Augusta	id=g:4267773
Augusta Airport	id=g:4267774
Augusta High School	id=g:4267775
Augusta Junior High School	id=g:4267776
Augusta Lake	id=g:4267777
Augusta Municipal Airport	id=g:4267778
Augusta North Oil Field	id=g:4267779
Augusta Oil Field	id=g:4267780
Augusta Plaza	id=g:4267781
City of Augusta	id=g:4267782
Township of Augusta	id=g:4267783
Aulne	id=g:4267784
Aurora	id=g:4267785
Aurora Cemetery	id=g:4267786
Aurora Park	id=g:4267787
Aurora School (historical)	id=g:4267788
Township of Aurora	id=g:4267789
Austin (historical)	id=g:4267790
Austin Cemetery	id=g:4267791
Austin School (historical)	id=g:4267792
Avenue A Elementary School	id=g:4267793
Avery (historical)	id=g:4267794
Avian	id=g:4267795
Avilla (historical)	id=g:4267796
Avilla Cemetery	id=g:4267797
Township of Avilla	id=g:4267798
Avon (historical)	id=g:4267799
Avon School	id=g:4267800
Township of Avon	id=g:4267801
Township of Avon	id=g:4267802
Avondale Cemetery	id=g:4267803
Avondale East Elementary School	id=g:4267804
Avondale School (historical)	id=g:4267805
Avondale West Elementary school	id=g:4267806
Axley Ford	id=g:4267807
Axtell	id=g:4267808
Axtell Public School	id=g:4267809
Axtell Hospital	id=g:4267810
B N Junction	id=g:4267811
Bachelder Cemetery	id=g:4267812
Bachelor Creek	id=g:4267813
Asherville	id=g:4267814
Bachelor Creek	id=g:4267815
Bachelor Creek	id=g:4267816
Bachelor Creek	id=g:4267817
Bachelor Creek	id=g:4267818
Bachelor Creek	id=g:4267819
Bachelors Run	id=g:4267820
Backstop Ridge	id=g:4267821
Baden (historical)	id=g:4267822
Badger	id=g:4267823
Badger Creek	id=g:4267824
Badger Creek	id=g:4267825
Badger Creek	id=g:4267826
Bacon Creek	id=g:4267827
Badger Creek	id=g:4267828
Badger Creek	id=g:4267829
Badger Creek	id=g:4267830
Badger Creek (historical)	id=g:4267831
Badger Creek Oil Field	id=g:4267832
Baehr Creek	id=g:4267833
Badger Creek Cemetery	id=g:4267834
Bailey Cemetery	id=g:4267835
Baileyville	id=g:4267836
Baileyville Cemetery	id=g:4267837
Baileyville - Saint Benedict B and B High School	id=g:4267838
Bain City	id=g:4267839
Bainum Cemetery	id=g:4267840
Baird Cemetery	id=g:4267841
Baird Cemetery	id=g:4267842
Baker	id=g:4267843
Baker Branch	id=g:4267844
Bagby School	id=g:4267845
Baker Canyon	id=g:4267846
Baker Cemetery	id=g:4267847
Baker Cemetery	id=g:4267848
Baker Cemetery	id=g:4267849
Baker Creek	id=g:4267850
Baker Cemetery	id=g:4267851
Baker School (historical)	id=g:4267852
Baker School (historical)	id=g:4267853
Baker University	id=g:4267854
Baker Valley School (historical)	id=g:4267855
Township of Baker	id=g:4267856
Bakers Branch	id=g:4267857
Baker School	id=g:4267858
Bala Cemetery	id=g:4267859
Township of Bala	id=g:4267860
Balch Cemetery	id=g:4267861
Bald Mound	id=g:4267862
Township of Balderson	id=g:4267863
Baldock Farm Airport	id=g:4267864
Baldwin Cemetery	id=g:4267865
Baldwin City	id=g:4267866
Baldwin City Cemetery	id=g:4267867
Baldwin City Dam	id=g:4267868
Baldwin City Lake	id=g:4267869
Baldwin Creek	id=g:4267870
Bala	id=g:4267871
Baldwin Creek	id=g:4267872
Baldwin Creek Recreation Area	id=g:4267873
Baldwin High School	id=g:4267874
Baldwin High School	id=g:4267875
Baldwin Junior High School	id=g:4267876
Baldwin School (historical)	id=g:4267877
Ballard Falls (historical)	id=g:4267878
Ballou School (historical)	id=g:4267879
Balta	id=g:4267880
Bancroft	id=g:4267881
Bangor	id=g:4267882
Banks (historical)	id=g:4267883
Banks School	id=g:4267884
Banner Creek	id=g:4267885
Baldwin Elementary School - Primary Center	id=g:4267886
Banner School (historical)	id=g:4267887
Banner School (historical)	id=g:4267888
Township of Banner	id=g:4267889
Township of Banner	id=g:4267890
Township of Banner	id=g:4267891
Township of Banner	id=g:4267892
Baptist Cemetery	id=g:4267893
Baptist Cemetery	id=g:4267894
Baptist Cemetery	id=g:4267895
Baptist Cemetery	id=g:4267896
Baptist Cemetery	id=g:4267897
Baptist Church	id=g:4267898
Baptist Church	id=g:4267899
Baptist Mission (historical)	id=g:4267900
Barber	id=g:4267901
Barber County	id=g:4267902
Barber County State Lake	id=g:4267903
Barber County State Lake Dam	id=g:4267904
Barber State Fishing Lake	id=g:4267905
Barber State Fishing Lake and Wildlife Area	id=g:4267906
Barclay	id=g:4267907
Barclay Cemetery	id=g:4267908
Township of Barclay	id=g:4267909
Barker Dam	id=g:4267910
Barker Plaza	id=g:4267911
Barnard	id=g:4267912
Barnes	id=g:4267913
Barnes Cemetery	id=g:4267914
Barnes Creek	id=g:4267915
Barnes Southwest Oil Field	id=g:4267916
Township of Barnes	id=g:4267917
Barnesville	id=g:4267918
Barnesville Cemetery	id=g:4267919
Barney School (historical)	id=g:4267920
Barnhill Bridge	id=g:4267921
Barret	id=g:4267922
Barrett (historical)	id=g:4267923
Barrett (historical)	id=g:4267924
Barrett Cemetery	id=g:4267925
Barry (historical)	id=g:4267926
Barry Cemetery	id=g:4267927
Barry Oil Field	id=g:4267928
Barry Southeast Oil Field	id=g:4267929
Bartholda School (historical)	id=g:4267930
Bartholomew Oil Field	id=g:4267931
Bartlett	id=g:4267932
Bartlett Creek	id=g:4267933
Banner School	id=g:4267934
Bartlett Elementary School	id=g:4267935
Bartlett Elementary School	id=g:4267936
Barton	id=g:4267937
Barton County	id=g:4267938
Barton County Courthouse	id=g:4267939
Barton County Fairgrounds	id=g:4267940
Barton Lake	id=g:4267941
Bartondale (historical)	id=g:4267942
Base Line School (historical)	id=g:4267943
Basehor	id=g:4267944
Basham (historical)	id=g:4267945
Basil	id=g:4267946
Basil Oil and Gas Field	id=g:4267947
Basket Creek	id=g:4267948
Bassett	id=g:4267949
Batch Creek	id=g:4267950
Bartlett Dam	id=g:4267951
Bateman School	id=g:4267952
Bates (historical)	id=g:4267953
Bates School	id=g:4267954
Batesville	id=g:4267955
Bathel Church	id=g:4267956
Battery Hill	id=g:4267957
Battery Park	id=g:4267958
Battle Creek	id=g:4267959
Bateham	id=g:4267960
Battle Creek	id=g:4267961
Battle Creek	id=g:4267962
Battle Creek	id=g:4267963
Battle Creek	id=g:4267964
Township of Battle Creek	id=g:4267965
Battlefield Cemetery	id=g:4267966
Batton School (historical)	id=g:4267967
Bauer Cemetery	id=g:4267968
Baugh Canyon	id=g:4267969
Township of Battle Hill	id=g:4267970
Baughman Field	id=g:4267971
Baumgarten Oil Field	id=g:4267972
Bavaria	id=g:4267973
Baxter Center	id=g:4267974
Baxter Junction	id=g:4267975
Baxter School	id=g:4267976
Baxter School	id=g:4267977
Baxter Springs	id=g:4267978
Baxter Springs	id=g:4267979
Baxter Springs Cemetery	id=g:4267980
Baxter Springs High School	id=g:4267981
City of Baxter Springs	id=g:4267982
Bayard	id=g:4267983
Bayer Oil Field	id=g:4267984
Bayless School (historical)	id=g:4267985
Bayless School (historical)	id=g:4267986
Baylor School (historical)	id=g:4267987
Bayne (historical)	id=g:4267988
Bayne (historical)	id=g:4267989
Bayneville	id=g:4267990
Bazaar	id=g:4267991
Bazaar Cemetery	id=g:4267992
Township of Bazaar	id=g:4267993
Bazine	id=g:4267994
Bazine Cemetery	id=g:4267995
Bazine Dry Creek	id=g:4267996
Baughman Farm Strip	id=g:4267997
Beach Music Hall	id=g:4267998
Beach Creek	id=g:4267999
Township of Bazine	id=g:4268000
Bean Cemetery	id=g:4268001
Bean Creek	id=g:4268002
Beagle	id=g:4268003
Bear Creek	id=g:4268004
Bear Creek	id=g:4268005
Bear Creek	id=g:4268006
Bear Creek	id=g:4268007
Bear Creek	id=g:4268008
Beasley Cemetery	id=g:4268009
Beattie Elementary School	id=g:4268010
Beattie Union Cemetery	id=g:4268011
Beaumont	id=g:4268012
Beaumont Cemetery	id=g:4268013
Beaumont Hotel Airport	id=g:4268014
Beaumont Oil Field	id=g:4268015
Beaumont South Oil Field	id=g:4268016
Beautiful Saviour Evangelical Lutheran Church	id=g:4268017
Beauty of the West School (historical)	id=g:4268018
Beaver	id=g:4268019
Beaver Creek	id=g:4268020
Beattie	id=g:4268021
Beaver Creek	id=g:4268022
Beaver Creek	id=g:4268023
Beaver Creek	id=g:4268024
Beaver Creek	id=g:4268025
Beaver Creek	id=g:4268026
Beaver Creek	id=g:4268027
Beaver Creek	id=g:4268028
Beaver Creek	id=g:4268029
Beaver Creek	id=g:4268030
Beaver Creek	id=g:4268031
Beaver Creek	id=g:4268032
Beaver Creek	id=g:4268033
Beaver Creek	id=g:4268034
Beaver Creek School	id=g:4268035
Beaver North Oil Field	id=g:4268036
Beaver Oil Field	id=g:4268037
Beaver South Oil Field	id=g:4268038
Township of Beaver	id=g:4268039
Township of Beaver	id=g:4268040
Township of Beaver	id=g:4268041
Township of Beaver	id=g:4268042
Township of Beaver	id=g:4268043
Township of Beaver	id=g:4268044
Bebo Hill	id=g:4268045
Beckerville	id=g:4268046
Beckys Knob	id=g:4268047
Bedford	id=g:4268048
Bee Creek	id=g:4268049
Beaver Creek School (historical)	id=g:4268050
Beech Factory Landing Field	id=g:4268051
Beech Lake	id=g:4268052
Beech Lake and Park Dam	id=g:4268053
Beeghly Hall	id=g:4268054
Bel Aire Church of the Nazarene	id=g:4268055
City of Bel Aire	id=g:4268056
Belcher Airport	id=g:4268057
Belfield (historical)	id=g:4268058
Belforest School (historical)	id=g:4268059
Believers Bible Church	id=g:4268060
Belinder Elementary School	id=g:4268061
Belknap Church	id=g:4268062
Belknap School	id=g:4268063
Bell Branch	id=g:4268064
Bell Branch	id=g:4268065
Bee Creek Lake	id=g:4268066
Bell Mound	id=g:4268067
Bell Mound School (historical)	id=g:4268068
Bell Point	id=g:4268069
Bell Racket School (historical)	id=g:4268070
Bell School	id=g:4268071
Bell School	id=g:4268072
Bell School	id=g:4268073
Bell School (historical)	id=g:4268074
Bell School (historical)	id=g:4268075
Bell Spring (historical)	id=g:4268076
Township of Bell	id=g:4268077
Township of Bell	id=g:4268078
Bellaire	id=g:4268079
Bellaire	id=g:4268080
Belle Plaine	id=g:4268081
Township of Belle Plaine	id=g:4268082
Belle Prairie Cemetery	id=g:4268083
Belle Spring Cemetery	id=g:4268084
Belle Vista Cemetery	id=g:4268085
Bellefont	id=g:4268086
Bellegarde Cemetery	id=g:4268087
Bellemont School (historical)	id=g:4268088
Belleview School	id=g:4268089
Belleview School (historical)	id=g:4268090
Belleville	id=g:4268091
Belleville Cemetery	id=g:4268092
Belleville Country Club	id=g:4268093
Belleville High School	id=g:4268094
Belleville Municipal Airport	id=g:4268095
Belleville School (historical)	id=g:4268096
City of Belleville	id=g:4268097
Township of Belleville	id=g:4268098
Township of Belleville	id=g:4268099
Bellevue School	id=g:4268100
Bellgrade (historical)	id=g:4268101
Bellview School	id=g:4268102
Bellview School	id=g:4268103
Bellview School (historical)	id=g:4268104
Bellville School	id=g:4268105
Bellvue School	id=g:4268106
Belmont	id=g:4268107
Belmont	id=g:4268108
Belmont Cemetery	id=g:4268109
Belmont Cemetery	id=g:4268110
Belmont Cemetery	id=g:4268111
Belmont Center Gas Field	id=g:4268112
Belmont Center School (historical)	id=g:4268113
Belmont School (historical)	id=g:4268114
Belmont Square	id=g:4268115
Township of Belmont	id=g:4268116
Township of Belmont	id=g:4268117
Township of Belmont (historical)	id=g:4268118
Beloit	id=g:4268119
Beloit High School	id=g:4268120
Beloit Municipal Airport	id=g:4268121
City of Beloit	id=g:4268122
Township of Beloit	id=g:4268123
Belpre	id=g:4268124
Township of Belpre	id=g:4268125
Belton School (historical)	id=g:4268126
Belvidere	id=g:4268127
Belvidere Cemetery	id=g:4268128
Belvoir (historical)	id=g:4268129
Belvoir Elementary School	id=g:4268130
Belvoir School	id=g:4268131
Belvue	id=g:4268132
Belvue Cemetery	id=g:4268133
Township of Belvue	id=g:4268134
Beman (historical)	id=g:4268135
Beman Cemetery	id=g:4268136
Bemis Creek	id=g:4268137
Bell Cemetery	id=g:4268138
Ben S Paulen Elementary School	id=g:4268139
Bendena	id=g:4268140
Bender Mounds	id=g:4268141
Benedict	id=g:4268142
Benedict Creek	id=g:4268143
Bemis-Shutts Oil Field	id=g:4268144
Benedictine College	id=g:4268145
Benedictine College	id=g:4268146
Benfield School	id=g:4268147
Benham School	id=g:4268148
Township of Bennett	id=g:4268149
Bennington	id=g:4268150
Bennington High School	id=g:4268151
Township of Bennington	id=g:4268152
Benningtons Lake	id=g:4268153
Bens Branch	id=g:4268154
Benson Oil and Gas Field	id=g:4268155
Bentley	id=g:4268156
Bentley Primary School	id=g:4268157
Bentley United Methodist Church	id=g:4268158
Benton	id=g:4268159
Benton Airport	id=g:4268160
Benton Cemetery	id=g:4268161
Benton Elementary School	id=g:4268162
Benton Elementary School	id=g:4268163
Township of Benton	id=g:4268164
Township of Benton	id=g:4268165
Berea Cemetery	id=g:4268166
Berean Academy	id=g:4268167
Berean Academy	id=g:4268168
Berean Church	id=g:4268169
Berg Cemetery	id=g:4268170
Bergtal Cemetery	id=g:4268171
Bergtal Church	id=g:4268172
Bergtal Oil and Gas Field	id=g:4268173
Berkeley Hills	id=g:4268174
Berkley Airport	id=g:4268175
Berkley Brothers Airport	id=g:4268176
Berlin	id=g:4268177
Berlin School (historical)	id=g:4268178
Bern	id=g:4268179
Bernard Branch	id=g:4268180
Benedict Junction	id=g:4268181
Berry School	id=g:4268182
Berryton	id=g:4268183
Berryton United Methodist Church	id=g:4268184
Bert Wettar	id=g:4268185
Berwet	id=g:4268186
Berwick	id=g:4268187
Berwick (historical)	id=g:4268188
Berwick Airport	id=g:4268189
Berwick School	id=g:4268190
Township of Berwick	id=g:4268191
Bestwall	id=g:4268192
Bethany Baptist Church	id=g:4268193
Bethany Cemetery	id=g:4268194
Bethany Cemetery	id=g:4268195
Bethany Cemetery	id=g:4268196
Bethany Cemetery	id=g:4268197
Bethany Center Cemetery	id=g:4268198
Bethany Chapel	id=g:4268199
Bethany Church	id=g:4268200
Bethany Church	id=g:4268201
Bethany Church	id=g:4268202
Bethany Church	id=g:4268203
Bethany Church	id=g:4268204
Bethany Church	id=g:4268205
Bethany Church	id=g:4268206
Bethany College	id=g:4268207
Bethany Hospital	id=g:4268208
Bethany Lutheran Church	id=g:4268209
Bethany Lutheran Church	id=g:4268210
Bethany Park	id=g:4268211
Bethany Place	id=g:4268212
Bethany School (historical)	id=g:4268213
Township of Bethany	id=g:4268214
Bethehen Church	id=g:4268215
Bethel	id=g:4268216
Bethel Baptist Church	id=g:4268217
Bethel Baptist Church	id=g:4268218
Bethel Baptist Church	id=g:4268219
Bethel Cemetery	id=g:4268220
Bethel Cemetery	id=g:4268221
Bethel Cemetery	id=g:4268222
Bethel Cemetery	id=g:4268223
Bethel Cemetery	id=g:4268224
Bethel Cemetery	id=g:4268225
Bethel Cemetery	id=g:4268226
Bethel Cemetery	id=g:4268227
Bethel Cemetery	id=g:4268228
Bethel Chapel	id=g:4268229
Bethel Chapel	id=g:4268230
Bethel Chapel	id=g:4268231
Bethel Church	id=g:4268232
Bethel Church	id=g:4268233
Bethel Church	id=g:4268234
Bethel Church	id=g:4268235
Bethel Church	id=g:4268236
Bethel Church	id=g:4268237
Bethel Church	id=g:4268238
Bethel Church (historical)	id=g:4268239
Bethel Church (historical)	id=g:4268240
Bethel Church (historical)	id=g:4268241
Bethel College	id=g:4268242
Bethel Life Center	id=g:4268243
Bethel Mennonite Church	id=g:4268244
Bethel School	id=g:4268245
Bethel School	id=g:4268246
Bethel Elementary School	id=g:4268247
Bethel School (historical)	id=g:4268248
Bethel School (historical)	id=g:4268249
Bethel School (historical)	id=g:4268250
Bethel School (historical)	id=g:4268251
Bethlehem Cemetery	id=g:4268252
Bethlehem Cemetery	id=g:4268253
Bethlehem Church	id=g:4268254
Bethlehem Church	id=g:4268255
Bethlehem School	id=g:4268256
Beto Junction	id=g:4268257
Betts Creek	id=g:4268258
Berry Hill	id=g:4268259
Beulah Cemetery	id=g:4268260
Beulah Church	id=g:4268261
Beulah Park	id=g:4268262
Beverly	id=g:4268263
Beverly Cemetery	id=g:4268264
Beverly Hills	id=g:4268265
Beverly Junior High School	id=g:4268266
Beyer Farm Airport	id=g:4268267
Biays (historical)	id=g:4268268
Bible Baptist Church	id=g:4268269
Bible Baptist Church	id=g:4268270
Bible Christian Church	id=g:4268271
Bible Tabernacle	id=g:4268272
Bibleway Pentecostal Assembly Church	id=g:4268273
Bichel School (historical)	id=g:4268274
Bickel School (historical)	id=g:4268275
Bickerdyke Elementary School	id=g:4268276
Biddle Oil Field	id=g:4268277
Big Badger Creek	id=g:4268278
Beulah	id=g:4268279
Township of Big Bend	id=g:4268280
Big Blue River	id=g:4268281
Big Basin	id=g:4268282
Big Cedar Creek	id=g:4268283
Big Candy Lake	id=g:4268284
Big Creek	id=g:4268285
Big Creek	id=g:4268286
Big Creek	id=g:4268287
Big Creek	id=g:4268288
Big Creek	id=g:4268289
Big Creek Cemetery	id=g:4268290
Township of Big Creek	id=g:4268291
Township of Big Creek	id=g:4268292
Township of Big Creek	id=g:4268293
Big Dutchman Lake	id=g:4268294
Big Eight Lake	id=g:4268295
Big Eleven Lake	id=g:4268296
Big Elm Creek	id=g:4268297
Big Creek School (historical)	id=g:4268298
Big Hill	id=g:4268299
Big Hill Creek	id=g:4268300
Big Four School	id=g:4268301
Big Hill Lake	id=g:4268302
Big Hill Siding	id=g:4268303
Big Hill Wildlife Area	id=g:4268304
Big John Creek	id=g:4268305
Big Hill Dam	id=g:4268306
Big Noxie Creek	id=g:4268307
Big Rimber Creek	id=g:4268308
Big Salt Marsh	id=g:4268309
Big Sandy Creek	id=g:4268310
Big Sandy Cemetery	id=g:4268311
Big Sandy Creek	id=g:4268312
Big Sandy Oil Field	id=g:4268313
Big Shunga Park	id=g:4268314
Big Sinkhole	id=g:4268315
Big Slough	id=g:4268316
Big Sandy School (historical)	id=g:4268317
Big Slough	id=g:4268318
Big Slough	id=g:4268319
Big Spring Creek	id=g:4268320
Big Springs	id=g:4268321
Big Sugar Creek	id=g:4268322
Big Springs Cemetery	id=g:4268323
Big Timber Creek	id=g:4268324
Big Timber Creek	id=g:4268325
Big Timber Creek	id=g:4268326
Township of Big Timber	id=g:4268327
Township of Bigelow	id=g:4268328
Billings School	id=g:4268329
Bills Creek	id=g:4268330
Bigelow (historical)	id=g:4268331
Bills Creek	id=g:4268332
Birch (historical)	id=g:4268333
Birch Creek	id=g:4268334
Bird Cemetery	id=g:4268335
Bird Creek	id=g:4268336
Bird School	id=g:4268337
Birmingham	id=g:4268338
Bisbee	id=g:4268339
Biscuit Creek	id=g:4268340
Birk Lake	id=g:4268341
Bishop (historical)	id=g:4268342
Bishop Carroll Catholic High School	id=g:4268343
Maude Bishop Elementary School	id=g:4268344
Bishop Miege Catholic High School	id=g:4268345
Bismark Grove	id=g:4268346
Bison	id=g:4268347
Bison Community Library	id=g:4268348
Bissell Creek	id=g:4268349
Biscuit Mound	id=g:4268350
Bitner Cemetery	id=g:4268351
Bitter Creek	id=g:4268352
Bissell Point School	id=g:4268353
Bitter Creek	id=g:4268354
Bitter Creek	id=g:4268355
Bitter Creek	id=g:4268356
Bitter Creek Oil Field	id=g:4268357
Bittinger Hall	id=g:4268358
Bixler School (historical)	id=g:4268359
Black Canyon	id=g:4268360
Bitter Creek	id=g:4268361
Black Crook Creek	id=g:4268362
Black Jack	id=g:4268363
Black Jack School (historical)	id=g:4268364
