Kinjačka	id=g:3198146
Kopranj	id=g:3215626
Žarović	id=g:3215628
Sveti Nikola	id=g:3215629
Smrdelje	id=g:3215630
Malić	id=g:3215631
Radić	id=g:3215632
Kalapač	id=g:3215634
Draškovec	id=g:3215635
Opačići	id=g:3215636
Musapstan	id=g:3215637
Baričević	id=g:3215640
Kosići	id=g:3215641
Stan Mrkic	id=g:3215642
Smoković	id=g:3215644
Relić	id=g:3215645
Njeguš	id=g:3215646
Petranović	id=g:3215647
Miljašié Jaruga	id=g:3215649
Valpovo	id=g:3215687
Koprivna	id=g:3215688
Mijači	id=g:3215690
Topolje	id=g:3215691
Vrsar	id=g:3215692
Novo Nevesinje	id=g:3215693
Veliskovci	id=g:3215695
Maksimov Hrast	id=g:3215696
Novi Stafilić	id=g:3215697
Stari Stafilić	id=g:3215699
Breznica	id=g:3215700
Šipovac	id=g:3215701
Trenkovo	id=g:3215702
Slavonska Pozega	id=g:3215703
Brezik Našički	id=g:3215704
Klokocevci	id=g:3215705
Ves Lepoglavski	id=g:3215706
Cretno	id=g:3215707
Rinkovac	id=g:3215708
Gredina	id=g:3215709
Vulisinec	id=g:3215710
Željeznička Stanica Velika	id=g:3215711
Kamenički Vrhovec	id=g:3215713
Kamenica	id=g:3215714
Žarovnica	id=g:3215717
Njegoševac	id=g:3215718
Glogovica	id=g:3215719
Vujci	id=g:3215720
Tanačkov	id=g:3215721
Veternička Velika	id=g:3215722
Lobor	id=g:3215724
Željeznička Stanica Sulkovci	id=g:3215725
Mučel	id=g:3215726
Golinci	id=g:3215727
Kukljica	id=g:3215728
Makovac	id=g:3215730
Zlatar	id=g:3215734
Otok Rutnjak	id=g:3215735
Banjlovec	id=g:3215736
Kapa	id=g:3215737
Steklari	id=g:3215738
Vlaka	id=g:3215739
Selnica	id=g:3215740
Novo Selo	id=g:3215741
Milna	id=g:3215743
Vukanci	id=g:3215744
Ladislavec	id=g:3215745
Cetinovec	id=g:3215747
Staro Klađe	id=g:3215748
Crnibek	id=g:3215749
Boljara	id=g:3215750
Željeznička Stanica Latinivac	id=g:3215753
Željeznička Stanica Zarilac	id=g:3215755
Blanje	id=g:3215757
Preko	id=g:3215759
Rajsavci	id=g:3215760
Polari	id=g:3215761
Turkija	id=g:3215762
Danji Miholjac	id=g:3215764
Grgomičić	id=g:3215765
Žestilovac	id=g:3215766
Smirić	id=g:3215767
Borkovec	id=g:3215768
Kutjevo Airfield	id=g:3215769
Zena Glava	id=g:3215770
Kremenica	id=g:3215771
Širine	id=g:3215772
Selnica	id=g:3215776
Sveta Marija	id=g:3215777
Dubovec	id=g:3215779
Brezovec	id=g:3215780
Zavala	id=g:3215781
Srebačici	id=g:3215782
Ivan Dolac	id=g:3215784
Brestovec	id=g:3215785
Brestovec	id=g:3215786
Sveta Prita	id=g:3215787
Basina	id=g:3215788
Gurakovec	id=g:3215789
Malo Kneževo	id=g:3215792
Mala Rava	id=g:3215794
Vukomeričke Gorice	id=g:3215795
Fulija	id=g:3215797
Rajbervirt	id=g:3215798
Kraljevec	id=g:3215799
Porovac	id=g:3215800
Drage	id=g:3215801
Gornje Orešje	id=g:3215802
Sebeš Salaš	id=g:3215803
Otok Glurović	id=g:3215804
Stanica Greda	id=g:3215805
Zaglav	id=g:3215808
Srednji Kanal	id=g:3215810
Madžarevo	id=g:3215811
Siljak	id=g:3215812
Ravski Kanal	id=g:3215813
Gruja Vrh	id=g:3215814
Vranic	id=g:3215815
Kaldir	id=g:3215817
Batalaža	id=g:3215819
Beletićev Breg	id=g:3215820
Strihine	id=g:3215822
Dubovec	id=g:3215824
Žonti	id=g:3215826
Sveti Stjepan	id=g:3215828
Gornje Kuće	id=g:3215831
Senica	id=g:3215834
Okuje	id=g:3215835
Trema	id=g:3215837
Visoka	id=g:3215840
Međa	id=g:3215843
Podrovec	id=g:3215847
Obrež	id=g:3215848
Velovići	id=g:3215856
Sabadin	id=g:3215859
Pobrdani	id=g:3215862
Vranje Selo	id=g:3215863
Cabraji	id=g:3215864
Lašći	id=g:3215866
Donja Bakovčica	id=g:3215875
Draganovac	id=g:3215876
Zagreb	id=g:3215877
Otok Trn	id=g:3215879
Stari Grad	id=g:3215880
Ivanec	id=g:3215881
Močilski Breg	id=g:3215882
Grbaševac	id=g:3215885
Potok	id=g:3215887
Stablina	id=g:3215888
Nečujam	id=g:3215890
Mazurija	id=g:3215895
Delovi	id=g:3215898
Polje	id=g:3215899
Sveti Nikola	id=g:3215900
Rt Lopata	id=g:3215901
Verunić	id=g:3215902
Repaš	id=g:3215903
Gornja Šuma	id=g:3215904
Senjanska Luka	id=g:3215905
Draganci	id=g:3215909
Jelačićevo	id=g:3215911
Ljubićići	id=g:3215912
Vlaistav	id=g:3215913
Sernaderi	id=g:3215914
Dubrava	id=g:3215915
Čengići	id=g:3215916
Strijenje	id=g:3215917
Glušci	id=g:3215918
Panići	id=g:3215919
Tucilača	id=g:3215920
Mandići	id=g:3215921
Razbojište	id=g:3215922
Gornji Javornik	id=g:3215923
Jelovac	id=g:3215927
Bijanko	id=g:3215928
Švonja	id=g:3215929
Jovančevići	id=g:3215931
Podravina	id=g:3215944
Kosevac	id=g:3215945
Bilo Gora	id=g:3215947
Časma	id=g:3215948
Jeleničkova Kosa	id=g:3215949
Zelići	id=g:3215991
Bijanko	id=g:3215992
Babići	id=g:3215993
Oluići	id=g:3215994
Repište	id=g:3215995
Gugleta	id=g:3215997
Pirevište	id=g:3215998
Kajgana	id=g:3215999
Cičevac	id=g:3216001
Gradina	id=g:3216002
Runjevac	id=g:3216003
Mala Mlinska	id=g:3216004
Dolovi	id=g:3216005
Trnovice	id=g:3216006
Pod Kotlom	id=g:3216007
Begovača	id=g:3216008
Veselinović	id=g:3216009
Varoš Simići	id=g:3216010
Jabukovac	id=g:3216011
Kula	id=g:3216012
Varoš Simići	id=g:3216013
Zekići	id=g:3216014
Tojagići	id=g:3216015
Radusini	id=g:3216016
Marinčići	id=g:3216017
Filipac	id=g:3216018
Javorovići	id=g:3216019
Dropci	id=g:3216020
Kesići	id=g:3216021
Trbojević	id=g:3216022
Kam	id=g:3216023
Podkokirna	id=g:3216024
Jakšići	id=g:3216025
Surle	id=g:3216026
Aleksići	id=g:3216027
Kijani	id=g:3216028
Međumurje	id=g:3216029
Koludžići	id=g:3216030
Koreniki	id=g:3216031
Gornji Babići	id=g:3216032
Badljevina	id=g:3216034
Stanica Badljevina	id=g:3216035
Vratce	id=g:3216037
Velika Gudura	id=g:3216038
Drlež	id=g:3216039
Montrin	id=g:3216040
Vuki	id=g:3216041
Gračac	id=g:3216042
Podkosa	id=g:3216044
Bibali	id=g:3216046
Stanica Štikada	id=g:3216047
Sorba	id=g:3216048
Ivanovo Polje	id=g:3216049
Štikadski Klanac	id=g:3216050
Makovci	id=g:3216052
Boškari	id=g:3216053
Rastovići	id=g:3216057
Dukići	id=g:3216060
Čubelići	id=g:3216062
Kršeuine	id=g:3216065
Cakovec	id=g:3216066
Varazdin New	id=g:3216068
Šuplja Lipa	id=g:3216070
Podorjak	id=g:3216071
Orljak	id=g:3216072
Peratovica	id=g:3216073
Badžinovac	id=g:3216074
Anić	id=g:3216076
Bašić	id=g:3216077
Srido Selo	id=g:3216078
Stanica Bijela	id=g:3216080
Jošić	id=g:3216081
Klančovac	id=g:3216083
Bilo	id=g:3216084
Pištet	id=g:3216085
Majstrović	id=g:3216086
Kik	id=g:3216087
Pečina	id=g:3216088
Županje	id=g:3216089
Stanica Donja Vrijeska	id=g:3216090
Jurjević	id=g:3216092
Vukadinovići	id=g:3216093
Rijeka	id=g:3216095
Razovac	id=g:3216096
Juričina	id=g:3216101
Maričevići	id=g:3216103
Bravarica	id=g:3216106
Milanci	id=g:3216107
Deminjak	id=g:3216110
Radinovac	id=g:3216111
Nekić	id=g:3216112
Vučjak	id=g:3216114
Košted	id=g:3216115
Lapiak	id=g:3216116
Buterin	id=g:3216117
Ramić	id=g:3216118
Grubić	id=g:3216119
Boždarić	id=g:3216120
Oštrić	id=g:3216122
Otišina	id=g:3216124
Sibenik	id=g:3216125
Stanica Podravska Bistrica	id=g:3216128
Kapetan stan	id=g:3216129
Podravska Slatina	id=g:3216130
Šarić	id=g:3216131
Božić	id=g:3216132
Knežević	id=g:3216133
Javorica	id=g:3216135
Rovanjska	id=g:3216137
Podprag	id=g:3216138
Knežević	id=g:3216139
Provalija	id=g:3216141
Knežević	id=g:3216142
Bučić	id=g:3216143
Cičević	id=g:3216144
Stanica Feričanci	id=g:3216145
Knezević	id=g:3216147
Bankovci	id=g:3216150
Cacinci East	id=g:3216152
Veliki Mičilo	id=g:3216153
Stanica Zdenci-Orahovica	id=g:3216154
Mali Halan	id=g:3216158
Doline	id=g:3216160
Sveti Arandel	id=g:3216162
Mala Gudara	id=g:3216163
Smolčić	id=g:3216165
Turkov Breg	id=g:3216166
Poljana	id=g:3216169
Poloj	id=g:3216174
Stanica Mikleuš	id=g:3216176
Vočinska Reka	id=g:3216177
Božić	id=g:3216178
Stanica Bukovica	id=g:3216179
Topoljak	id=g:3216180
Suhomlaka	id=g:3216181
Podravska Slatina East	id=g:3216183
Henrikovci	id=g:3216199
Stanica Sesvetski Kraljevec	id=g:3216201
Cista Mlaka	id=g:3216202
Prigorje	id=g:3216208
Iotići	id=g:3216222
Bidrovec	id=g:3216273
Šilović	id=g:3216274
Egeljac	id=g:3216275
Sopnica	id=g:3216276
Blaguša	id=g:3216277
Zelina	id=g:3216279
Režane	id=g:3216281
Salina	id=g:3216282
Ukalović	id=g:3216283
Zubčić	id=g:3216285
Kolčak	id=g:3216287
Rupalj	id=g:3216289
Gradina	id=g:3216291
Nekić	id=g:3216292
Alić	id=g:3216296
Sveti Luka Dragas	id=g:3216299
Grgurica	id=g:3216300
Lovinac	id=g:3216302
Knežević	id=g:3216303
Veržic	id=g:3216305
Beretin Miolović	id=g:3216306
Glogovnica	id=g:3216307
Žunić	id=g:3216308
Otomiš	id=g:3216309
Kalac	id=g:3216310
Ćosino	id=g:3216311
Magaš	id=g:3216312
Zekić	id=g:3216314
Lergović	id=g:3216315
Jovići	id=g:3216317
Miočic	id=g:3216318
Baraći	id=g:3216320
Vuleta	id=g:3216322
Miočic	id=g:3216324
Marasović	id=g:3216325
Bukarica	id=g:3216327
Pestović	id=g:3216332
Jurlina	id=g:3216335
Grusi	id=g:3216337
Poljak	id=g:3216338
Stancic	id=g:3216340
Knežević	id=g:3216341
Knežević	id=g:3216344
Žerava	id=g:3216346
Brig	id=g:3216347
Bušlete	id=g:3216348
Celine	id=g:3216349
Smokrović	id=g:3216350
Marinković	id=g:3216351
Dokozić	id=g:3216352
Krneša	id=g:3216353
Pavlovec Vrbovecki	id=g:3216354
Satnik	id=g:3216357
Šuhnec	id=g:3216359
Marlinska Reka	id=g:3216365
Donji Lipovčani	id=g:3216366
Gornji Draganec	id=g:3216367
Perhardovac	id=g:3216370
Koritna	id=g:3216372
Bangurina	id=g:3216373
Česma Šuma	id=g:3216374
Mali Bolč	id=g:3216377
Jurlina	id=g:3216380
Jukič	id=g:3216382
Farkaševac	id=g:3216383
Skiljić	id=g:3216385
Marasovići	id=g:3216386
Punta	id=g:3216388
Tomići	id=g:3216391
Kojin Dolac	id=g:3216392
Grabovi Klanac	id=g:3216394
Kojić	id=g:3216395
Jurlina	id=g:3216396
Ramić	id=g:3216397
Mali Vaganac	id=g:3216398
Jatare	id=g:3216399
Mali Ledenik	id=g:3216401
Stanica Poljana	id=g:3216403
Kruškovac	id=g:3216409
Milovac	id=g:3216410
Podvršje	id=g:3216411
Rudic	id=g:3216412
Stoić	id=g:3216413
Sveti Mihajlo	id=g:3216414
Melah	id=g:3216415
Gratevica	id=g:3216417
Miočić	id=g:3216419
Stošići	id=g:3216420
Poljak	id=g:3216426
Bušljeta	id=g:3216427
Šibuljina	id=g:3216428
Prorokovic	id=g:3216440
Vranje Pavlović	id=g:3216444
Nin	id=g:3216446
Grbe	id=g:3216447
Batalaži	id=g:3216448
Nova Raca	id=g:3216462
Gračački Dolovi	id=g:3216465
Bijelovarska Reka	id=g:3216471
Radunice	id=g:3216472
Otok Mala Sestrica	id=g:3216474
Novi Skučani	id=g:3216478
Glavan	id=g:3216484
Begonići	id=g:3216486
Duretina	id=g:3216497
Smokvica	id=g:3216511
Dugačka Kosa	id=g:3216512
Miškovići	id=g:3216516
Kod Mula	id=g:3216518
Gornje Bazje	id=g:3216539
Krstovići	id=g:3216548
Privlaka	id=g:3216549
Zarići	id=g:3216550
Mandinac	id=g:3216551
Kaštelina	id=g:3216552
Pedinka	id=g:3216553
Vučetići	id=g:3216554
Lozice	id=g:3216555
Stanica Suhopolje	id=g:3216558
Oresac	id=g:3216559
Žiroslavlie	id=g:3216561
Rusani	id=g:3216582
Sestrunjski Kanal	id=g:3216591
Tunski Kanal	id=g:3216595
Molat	id=g:3216598
Gredsko Polje	id=g:3216600
Virsko More	id=g:3216645
Škarda	id=g:3216659
Hrdi Grebeni	id=g:3216660
Sveti Krijak	id=g:3216663
Sovilji	id=g:3216669
Sovilji	id=g:3216675
Blanuše	id=g:3216678
Tojagići	id=g:3216679
Poznić	id=g:3216680
Trtica	id=g:3216681
Miljuši	id=g:3216682
Petrovići	id=g:3216683
Miljuši	id=g:3216687
Miljuš	id=g:3216690
Plećaši	id=g:3216691
Radakoviči	id=g:3216693
Obradovići	id=g:3216698
Krivošije	id=g:3216700
Bulji	id=g:3216703
Obradovići	id=g:3216709
Rudopolje	id=g:3216711
Cukovi	id=g:3216712
Krnete	id=g:3216714
Bandići	id=g:3216715
Dragosavci	id=g:3216717
Brkljači	id=g:3216719
Tojagići	id=g:3216720
Čalići	id=g:3216721
Dolac Šegotić	id=g:3216722
Matijevići Dukići	id=g:3216723
Doci	id=g:3216724
Ostojići	id=g:3216725
Dragičević	id=g:3216726
Došeni	id=g:3216730
Crni Lug	id=g:3216733
Radakovići	id=g:3216734
Krajnovići	id=g:3216735
Bašinica Potok	id=g:3216739
Stanica Ričice	id=g:3216755
Vrkljani	id=g:3216756
Vrban	id=g:3216757
Pilar	id=g:3216758
Balena Plana	id=g:3216760
Kipanska Draga	id=g:3216763
Stanica Ličko Cerje	id=g:3216764
Razbojne	id=g:3216765
Rasoja	id=g:3216766
Prpići	id=g:3216767
Volarica	id=g:3216768
Cvituša	id=g:3216770
Peragino Polje	id=g:3216771
Bukovci	id=g:3216772
Parčići	id=g:3216773
Ličine	id=g:3216774
Dolac Brkić	id=g:3216778
Vagan	id=g:3216781
Sveti Rok Staro Selo	id=g:3216789
Radučki Lipac	id=g:3216794
Meduvode	id=g:3216797
Sveti Luka	id=g:3216803
Rijeka	id=g:3216804
Vedrine	id=g:3216805
Papuča	id=g:3216806
Zapoljak	id=g:3216807
Križajica	id=g:3216808
Kukjic	id=g:3216809
Ramići	id=g:3216823
Veliki Ledenik	id=g:3216824
Matjašica	id=g:3216825
Asanovac	id=g:3216826
Marasovići	id=g:3216827
Adići	id=g:3216828
Lukići Stan	id=g:3216829
Zagoračka Varoš	id=g:3216830
Sveti Ivan	id=g:3216831
Pavičići	id=g:3216841
Pavičići	id=g:3216842
Devčići	id=g:3216843
Šarani	id=g:3216844
Marasi	id=g:3216845
Šarići	id=g:3216846
Trošelji	id=g:3216847
Bristovac	id=g:3216850
Zubčići	id=g:3216852
Reljinovac	id=g:3216853
Križ	id=g:3216854
Ljubotić	id=g:3216855
Viniština	id=g:3216857
Doseni	id=g:3216866
Šugarje	id=g:3216867
Pavičići	id=g:3216869
Devčići	id=g:3216871
Stari Vas	id=g:3216872
Vrčiči	id=g:3216873
Košljun	id=g:3216882
Soline	id=g:3216883
Stari Okić	id=g:3216884
Stari Grad	id=g:3216885
Gorica	id=g:3216887
Sveti Rok	id=g:3216969
Sveti Nikola	id=g:3216970
Sveta Stošija	id=g:3216974
Sveti Ante	id=g:3216986
Sveti Marko	id=g:3216987
Cerovac Bruvanjski	id=g:3216992
Kovačevići	id=g:3216993
Mandića Draga	id=g:3216994
Škrbići	id=g:3216995
Skorići	id=g:3216996
Končari	id=g:3216997
Tulić	id=g:3216998
Bajići	id=g:3216999
Vojvodići	id=g:3217000
Vagan	id=g:3217001
Kandić	id=g:3217006
Bjelobaba	id=g:3217009
Lončar	id=g:3217010
Krtinici	id=g:3217012
Klapavica	id=g:3217013
Paklarić	id=g:3217016
Tušice	id=g:3217023
Štuliča Kula	id=g:3217026
Opalić	id=g:3217027
Durići	id=g:3217030
Basta	id=g:3217032
Trkulji	id=g:3217038
Bogunica	id=g:3217039
Gromace	id=g:3217041
Travice	id=g:3217042
Orlović	id=g:3217043
Stanica Kruškovac	id=g:3217045
Graovci	id=g:3217048
Basarići	id=g:3217049
Ilinac	id=g:3217052
Preradovi	id=g:3217054
Vitasi	id=g:3217056
Vuksanava Varoš	id=g:3217057
Pavlice	id=g:3217058
Uzelci	id=g:3217060
Ivančevići	id=g:3217061
Bilajsko	id=g:3217063
Novoselo Bilajsko	id=g:3217064
Orniće	id=g:3217066
Staro Selo	id=g:3217072
Kamenjuša	id=g:3217073
Mali Kraj	id=g:3217074
Došeni	id=g:3217076
Devčići	id=g:3217077
Brušanica	id=g:3217078
Miljkovići	id=g:3217080
Rudelići	id=g:3217081
Rudelići	id=g:3217084
Rukavina	id=g:3217087
Uzelci	id=g:3217088
Jelinići	id=g:3217089
Mažurani	id=g:3217090
Stan Trigraci	id=g:3217095
Vrbanja	id=g:3217098
Železnička Stanica Vrbanja	id=g:3217099
Mali Drvenik	id=g:3217166
Hvar	id=g:3217167
Dnopoljski Trnovac	id=g:3217184
Borićevački Stanovi	id=g:3217185
Birovača	id=g:3217186
Birovača	id=g:3217187
Vojvodići	id=g:3217188
Obljaj	id=g:3217189
Malta	id=g:3217190
Ajduković Brdo	id=g:3217191
Čelina	id=g:3217192
Lončarić	id=g:3217193
Baste	id=g:3217198
Matići	id=g:3217199
Čojluk	id=g:3217200
Čanković Selo	id=g:3217201
Potkoviljača	id=g:3217202
Breštane	id=g:3217203
Budžak	id=g:3217204
Brdo Vejnoviča	id=g:3217205
Udbina	id=g:3217206
Podmetlom	id=g:3217207
Potkrčana	id=g:3217208
Preobraženje	id=g:3217209
Bukovac	id=g:3217210
Šarić Brdo	id=g:3217211
Kosanović Gaj	id=g:3217212
Tišmin Varoš	id=g:3217213
Selište	id=g:3217214
Krčevine	id=g:3217219
Dakovići	id=g:3217221
Selište	id=g:3217223
Zavođe	id=g:3217225
Ledenice	id=g:3217227
Tomašovi Stanovi	id=g:3217228
Basarići	id=g:3217229
Ugarkov stan	id=g:3217230
Novkovića Stanovi	id=g:3217231
Petanović Brdo	id=g:3217232
Železnička Stanica Bilaj Ribnik	id=g:3217237
Begović	id=g:3217238
Poljari	id=g:3217239
Vedro Polje	id=g:3217241
Počučići	id=g:3217242
Železnička Stanica Gospić	id=g:3217243
Krpani	id=g:3217244
Kulica	id=g:3217245
Basarića Draga	id=g:3217246
Polovine	id=g:3217247
Volarice	id=g:3217248
Došeni	id=g:3217249
Vučjak	id=g:3217250
Novoselija	id=g:3217251
Urija	id=g:3217252
Cukovac	id=g:3217254
Podastrana	id=g:3217256
Novoselo	id=g:3217258
Oštra	id=g:3217260
Rukavine	id=g:3217261
Brkljačić	id=g:3217262
Pavelići	id=g:3217263
Gospićka	id=g:3217264
Ljutača	id=g:3217265
Debelo Brdo	id=g:3217267
Kaniža	id=g:3217268
Pejnovići	id=g:3217269
Kolakovica	id=g:3217270
Bogdanić	id=g:3217271
Pejnovići	id=g:3217272
Rasovača	id=g:3217273
Baćinac	id=g:3217274
Lemaići	id=g:3217275
Veliki Žitnik	id=g:3217276
Brevozo Polje	id=g:3217277
Obljajac	id=g:3217278
Miljača	id=g:3217279
Jelići	id=g:3217280
Rastoka	id=g:3217281
Vaganac	id=g:3217282
Kovačevići	id=g:3217283
Selište	id=g:3217284
Šikić- Dražica	id=g:3217287
Stupačinovo	id=g:3217288
Prpići	id=g:3217289
Okrugli Dolac	id=g:3217290
Došen-Dabar	id=g:3217291
Došen-Ruja	id=g:3217292
Miškulini	id=g:3217293
Srdari	id=g:3217294
Papičić Selo	id=g:3217295
Šarići	id=g:3217296
Jasenovacko Brdo	id=g:3217297
Čačić-Draga	id=g:3217298
Ognilo	id=g:3217301
Jotluša	id=g:3217302
Budaci	id=g:3217303
Drivišica	id=g:3217304
Ribarica	id=g:3217305
Došen-Duliba	id=g:3217306
Skorpovac	id=g:3217307
Vrbanska Duliba	id=g:3217308
Žuta Lokva	id=g:3217309
Zelenike	id=g:3217310
Blizanci	id=g:3217311
Dokozići	id=g:3217312
Vrbani	id=g:3217313
Franjevica	id=g:3217316
Skunca	id=g:3217317
Palčić	id=g:3217318
Kanat	id=g:3217319
Kaštel	id=g:3217320
Matijević	id=g:3217321
Karavla	id=g:3217322
Koromačina	id=g:3217323
Kustići	id=g:3217324
Šankov	id=g:3217325
Škunca	id=g:3217327
Dabove	id=g:3217328
Sveti Vid	id=g:3217329
Sveti Nicola	id=g:3217332
Vlajinici	id=g:3217374
Lončari	id=g:3217375
Matijevići	id=g:3217376
Popovići	id=g:3217378
Pavkovići	id=g:3217379
Crkvina	id=g:3217380
Ponorac	id=g:3217382
Tomići	id=g:3217384
Kolarić	id=g:3217385
Todorić	id=g:3217386
Loskunja	id=g:3217388
Radonja	id=g:3217390
Kneževic-Kosa	id=g:3217393
Velika	id=g:3217395
Veliki Vrh	id=g:3217396
Kokirevo	id=g:3217402
Stavsko	id=g:3217403
Prnjavor	id=g:3217404
Sveta Ilija	id=g:3217407
Cicino Brdo	id=g:3217408
Bjelići	id=g:3217410
Stanica Utinja Vrelo	id=g:3217411
Stanica Vojnić	id=g:3217412
Stanica Slavsko Polje	id=g:3217413
Stanica Crevarska Strana	id=g:3217414
Stanica Vrginmost	id=g:3217415
Gora Sjeničak	id=g:3217416
Velilošini	id=g:3217422
Veliki Velebit	id=g:3217437
Luka Rovenska	id=g:3217438
Sagradije	id=g:3217439
Perna	id=g:3217441
Malička	id=g:3217443
Losinj Island	id=g:3217445
Vranovina	id=g:3217447
Bijeljevina	id=g:3217449
Krivaje	id=g:3217450
Nova	id=g:3217451
Josipdol	id=g:3217452
Liška	id=g:3217454
Liski	id=g:3217455
Stanica Blatuša	id=g:3217457
Stanica Topusko	id=g:3217458
Boturi	id=g:3217460
Srakane Male	id=g:3217465
Krčevine	id=g:3217470
Donji Štrpci	id=g:3217473
Ljubovića Poljana	id=g:3217474
Mala Trepča	id=g:3217475
Radovići	id=g:3217476
Lukinići	id=g:3217477
Balaćeva Lisina	id=g:3217478
Pirovište	id=g:3217479
Popovića Kraj	id=g:3217480
Klašnjica	id=g:3217481
Vedašić	id=g:3217482
Dotlića Stan	id=g:3217483
Šijani	id=g:3217487
Skenžine Kuće	id=g:3217489
Brdo Dragaševo	id=g:3217492
Vukobratovići	id=g:3217494
Pejnovići	id=g:3217495
Dmitrašinovići	id=g:3217498
Cankovi Stan	id=g:3217503
Manita Draga	id=g:3217505
Čubrica Stan	id=g:3217509
Serdari	id=g:3217511
Rakići	id=g:3217512
Vukmirovići	id=g:3217514
Zastani Ković	id=g:3217515
Kneževići	id=g:3217518
Divoselo	id=g:3217519
Rastići	id=g:3217521
Obsenica	id=g:3217523
Duboki	id=g:3217525
Vukava	id=g:3217534
Prkos	id=g:3217535
Lasinja	id=g:3217536
Železnička Stanica Lički Osik	id=g:3217537
Kleković	id=g:3217538
Sredicko	id=g:3217539
Mušaluk	id=g:3217541
Malo Selo	id=g:3217542
Klenovac	id=g:3217543
Nikšići	id=g:3217545
Koraći	id=g:3217546
Senokos	id=g:3217547
Sokolići	id=g:3217548
Kvarte	id=g:3217549
Sveti Vid	id=g:3217550
Alivojvodići	id=g:3217551
Gostovača	id=g:3217553
Kuzmanovača	id=g:3217554
Pocrnići	id=g:3217559
Perinovići	id=g:3217560
Kasumovići	id=g:3217561
Jamnička Kiselica	id=g:3217563
Lukinić Senovec	id=g:3217564
Novo Brdo	id=g:3217565
Petravec	id=g:3217567
Batović	id=g:3217570
Fadljevići	id=g:3217579
Klenovac	id=g:3217581
Malo Polje	id=g:3217582
Jurišići	id=g:3217584
Vaganac	id=g:3217586
Stojevića Draga	id=g:3217587
Predvaganac	id=g:3217588
Budžak	id=g:3217589
Balenija	id=g:3217590
Vranovine	id=g:3217591
Baričevići	id=g:3217593
Dunjevac	id=g:3217595
Hodak	id=g:3217597
Mali Žitnik	id=g:3217598
Duliba	id=g:3217602
Dragnuša	id=g:3217606
Ribnik	id=g:3217607
Podjelar	id=g:3217609
Antinovica	id=g:3217613
Milinkovića Nuga	id=g:3217615
Novoselija	id=g:3217617
Podastrana	id=g:3217620
Velika Plana	id=g:3217621
Španjuša	id=g:3217622
Popovača	id=g:3217624
Škvadra	id=g:3217625
Kalinovača	id=g:3217626
Muharev Brijeg	id=g:3217627
Donji Filipovići	id=g:3217628
Štirovača	id=g:3217629
Bakovac	id=g:3217631
Javanović Padež	id=g:3217632
Crni Padež	id=g:3217633
Starčevića Podi	id=g:3217634
Jurčić Dolac	id=g:3217635
Mlinište	id=g:3217637
Radlovac	id=g:3217640
Jablanacka Jezero	id=g:3217647
Bileni	id=g:3217648
Zavratnica	id=g:3217650
Dragičevića Pod	id=g:3217652
Dusikrav	id=g:3217655
Vranjak	id=g:3217657
Crnjatkuša	id=g:3217658
Gavran	id=g:3217659
Podić	id=g:3217661
Vrata	id=g:3217662
Bačvica	id=g:3217663
Marama	id=g:3217664
Sveti Jovan	id=g:3217665
Seline	id=g:3217666
Mandekić	id=g:3217667
Lug	id=g:3217668
Tovrnele	id=g:3217671
Tomić	id=g:3217673
Perića Stan	id=g:3217675
Dudići	id=g:3217676
Gager	id=g:3217677
Jakišnica	id=g:3217678
Stanišće	id=g:3217679
Gramače	id=g:3217680
Borovići	id=g:3217681
Bonaparte	id=g:3217682
Gornji Rt	id=g:3217684
Pogana	id=g:3217691
Lusare	id=g:3217693
Taržio	id=g:3217701
Mali Halmac	id=g:3217702
Mikložan	id=g:3217703
Peski	id=g:3217704
Gradac	id=g:3217705
Kalk	id=g:3217706
Smrečje	id=g:3217707
Parhavac	id=g:3217708
Murtovnik	id=g:3217709
Luka Ognjišta	id=g:3217711
Luka Srednja	id=g:3217712
Luka Maračol	id=g:3217713
Maklovac	id=g:3217723
Ivaniševići	id=g:3217734
Rapajića Kraj	id=g:3217736
Oravac	id=g:3217737
Jasikovac	id=g:3217738
Varićaci	id=g:3217739
Krst	id=g:3217741
Vranovača	id=g:3217743
Kompolje	id=g:3217744
Rudanovac	id=g:3217745
Veliki Potok	id=g:3217746
Lackovici	id=g:3217749
Soške	id=g:3217750
Radićevići	id=g:3217751
Homoljački Klanac	id=g:3217752
Hobolići	id=g:3217753
Svilari	id=g:3217754
Mrakovo	id=g:3217755
Narandžići	id=g:3217756
Živulja	id=g:3217758
Vujnove Glave	id=g:3217760
Baljkuša	id=g:3217763
Mirići	id=g:3217764
Gornji Sinac	id=g:3217770
Železnička Stanica Ramljani	id=g:3217771
Lisina	id=g:3217772
Jerbić Brdo	id=g:3217773
Hinići	id=g:3217775
Mašića Budžak	id=g:3217777
Golići	id=g:3217779
Lug	id=g:3217781
Hećimovići	id=g:3217782
Jurkovići	id=g:3217784
Horvati	id=g:3217785
Rukavine	id=g:3217786
Uremovići	id=g:3217787
Železnička Stanica Janjče	id=g:3217788
Janjče	id=g:3217789
Remetinec	id=g:3217792
Ivanec Gornji	id=g:3217795
Poljanka	id=g:3217800
Mlakva	id=g:3217801
Poljan	id=g:3217802
Šušanj	id=g:3217804
Bakovac	id=g:3217805
Radovići	id=g:3217807
Tomci	id=g:3217810
Čardak	id=g:3217813
Železnička Stanica Ličko Lešće	id=g:3217815
Podabljai	id=g:3217817
