Égalah	id=g:6398012
Atkaki	id=g:6578646
Talat-n-Sélane	id=g:6578647
Tobèlia	id=g:6578648
Tchoumouda	id=g:6578649
Tihoulélene	id=g:6578650
Imilene	id=g:6578651
I-m-Bezzegaine	id=g:6578652
Taounra	id=g:6578653
Okadeti	id=g:6578654
Taghès Izzeguerit	id=g:6578655
Tédaoudaou	id=g:6578656
Bagzane-n-Âmmas	id=g:6578657
Ighalabélabene	id=g:6578658
Émeleoulé	id=g:6578659
Talat-n-Teghjem	id=g:6578660
Chiboanados	id=g:6578661
Talat-n-Éferi	id=g:6578662
Oungara	id=g:6578663
Ighalabélabene	id=g:6578664
Issoghbar	id=g:6578665
Égharghar	id=g:6578666
Toghéjimene	id=g:6578667
Talat	id=g:6578668
Télouès	id=g:6578669
Télouès	id=g:6578670
Tchileouene Iferáne	id=g:6578671
Télouès	id=g:6578672
Tabelot	id=g:6578673
Akrérèb	id=g:6578674
Tédinkir	id=g:6578675
Togomat	id=g:6578676
Assatararou	id=g:6578677
Aissa	id=g:6578678
Aissa	id=g:6578679
Tadénak	id=g:6578680
Talat-n-Teghiched	id=g:6578681
Kéyada	id=g:6578682
Bourni	id=g:6578683
Tabarekkat	id=g:6578684
Tédaoudaou	id=g:6578685
Téssilit	id=g:6578686
Tchi-m-Bezgane	id=g:6578687
Ghezmaou	id=g:6578688
Zaïdene	id=g:6578689
Tamoghet	id=g:6578690
I-n-Dounare	id=g:6578691
Iférâne Azebo	id=g:6578692
I-n-Essabo	id=g:6578693
Tchilaouinisso	id=g:6578694
Bomkok	id=g:6578695
Tchigadené	id=g:6578696
Éferi	id=g:6578697
Éboli	id=g:6578698
Afassas	id=g:6578699
Azeghoueï	id=g:6578700
Milla	id=g:6578701
Tchiléouane-n-Tamezguidda	id=g:6578702
Bouas	id=g:6578703
Tchoughoummar	id=g:6578704
Atéssé	id=g:6578705
Taghès	id=g:6578706
Takerzega	id=g:6578707
Tchissèk	id=g:6578708
Agha	id=g:6578709
Télatene	id=g:6578710
Angour	id=g:6578711
Doumiari	id=g:6578712
Téguilaïfat	id=g:6578713
Terzaméli	id=g:6578714
Égharghar	id=g:6578715
Bérik	id=g:6578716
Toureyet	id=g:6578717
Kaghak	id=g:6578718
Bérik	id=g:6578719
I-n-Teghejimene	id=g:6578720
Efatèl	id=g:6578721
Egharghar	id=g:6578722
Guéouas	id=g:6578723
Togoumas	id=g:6578724
Yogoumas	id=g:6578725
I-n-Taksar	id=g:6678130
Kortouba	id=g:6678133
Tigidi	id=g:6678134
Simelmoulé	id=g:6678135
Ngouyas	id=g:6678136
Tézelfay	id=g:6678137
Digeu Diga	id=g:6678138
Ntarlé	id=g:6678139
Chin Touloukan	id=g:6678140
Ti-n-Gar	id=g:6678141
Tèrèchnanin	id=g:6678142
Banwala	id=g:6678145
I-n-Kerfa	id=g:6678146
Toudoum Bouka Bouki	id=g:6678147
Ti-n-Gar	id=g:6678150
Tangayden	id=g:6678151
Tazé	id=g:6678153
Tabikimagaria	id=g:6678154
Dodya	id=g:6678157
Ghazaréjian	id=g:6678158
Oubandawaki Doutchi	id=g:6678159
I-n-Arèy	id=g:6678160
Ti-n-Nawakas	id=g:6678161
Ti-n-Kofidiraren	id=g:6678162
I-n-Kakan	id=g:6678163
Mihan	id=g:6678165
Tonfafé	id=g:6678166
Gounder	id=g:6678167
Tigézéfen Sabongari	id=g:6678168
Gounder	id=g:6678169
Mayférinké	id=g:6678170
Chim Berkawan	id=g:6678171
Oum Kwata	id=g:6678172
Tagoujar	id=g:6678173
Aray	id=g:6678174
Waou	id=g:6678175
Tounjiat	id=g:6678176
I-n-Alakam	id=g:6678177
Tofafay	id=g:6678178
Dogaga	id=g:6678179
Kouka	id=g:6678180
Asamihan	id=g:6678181
Goursouma	id=g:6678182
Fako Maydriga	id=g:6678183
Ti-n-Araman	id=g:6678184
I-n-Tousen	id=g:6678185
I-n-Tousen	id=g:6678186
Awoulwazégéren	id=g:6678187
Mimandèy	id=g:6678188
Dogadyé	id=g:6678189
Tawinès	id=g:6678190
I-n-Félendjédan	id=g:6678191
Songalikabé	id=g:6678769
Salakadamna Tiloa	id=g:6678770
Sarkou	id=g:6678771
Konkon Koara	id=g:6678772
Tondi Taragama Tadaganba	id=g:6678773
Tarkas	id=g:6678774
Dangèy	id=g:6678775
Fandou Tyangaré	id=g:6678776
Tondi Bouansi Damni	id=g:6678777
Dabèy Koara Tondi	id=g:6678778
Mikilankabé	id=g:6678779
Maourikwèykali	id=g:6678780
Mazigèn Koara	id=g:6678781
Saformadèy	id=g:6678782
Kagou Bangou	id=g:6678783
I-n-Ekar	id=g:6678784
Wédi Bangou	id=g:6678785
Kasé Bangou	id=g:6678786
Gorou Darèy	id=g:6678787
I-n-Félenjadan	id=g:6678788
Kwo	id=g:6678789
Chinagodrar Tondi	id=g:6678790
Chinagodrar	id=g:6678791
Ouyé	id=g:6678792
Tilabat	id=g:6678793
Ayawa	id=g:6678794
I-n-Fazazan	id=g:6678795
Boungari	id=g:6678797
Ti-n-Agaman	id=g:6678798
Ayélélèn	id=g:6678799
I-n-Tédèyni	id=g:6678800
Tafougèy	id=g:6678801
Ti-n-Agardahan	id=g:6678802
Akarihama	id=g:6678803
Soubarat	id=g:6678804
Bizétiloa	id=g:6678805
Kalékoga	id=g:6678806
Silvi Tiloa	id=g:6678820
Ahilélah	id=g:6678822
Kalgo	id=g:6678992
Toudoun Karandia	id=g:6678993
Kizit	id=g:6678994
Waza Waza	id=g:6678995
Gargém Mani	id=g:6678996
Sabon Sara	id=g:6678997
Abala	id=g:6678998
Ora	id=g:6678999
Mada	id=g:6679000
Tourba	id=g:6679001
Tindim	id=g:6679002
Déroji	id=g:6679003
Talabé	id=g:6679004
Gidan Toudou	id=g:6679005
Gidan Eburo	id=g:6679006
Koudougou	id=g:6679007
Kaylichi	id=g:6679008
Raéya	id=g:6679009
Aroua	id=g:6679010
Tédaboura	id=g:6679011
Bindi Doumatoua	id=g:6679012
Toudoun Fama	id=g:6679013
Koudoum	id=g:6679014
Jikaouya	id=g:6679015
Ay	id=g:6679016
Séyda	id=g:6679017
Gaoua Siki	id=g:6679018
Oumboura	id=g:6679019
Ouaji	id=g:6679020
Tchélya	id=g:6679021
Arou	id=g:6679022
Adernagué	id=g:6679023
Etari	id=g:6679024
Enégar	id=g:6679025
Agouloumaoua	id=g:6679026
Imbalaga	id=g:6679027
Aloumoudou	id=g:6679028
Arakabi	id=g:6679029
Latchioua	id=g:6679030
Ibazaouan Tajaé	id=g:6679031
Akoumou	id=g:6679032
Danya	id=g:6679033
Boussaragué	id=g:6679034
Angar	id=g:6679035
I-n-Ouagar	id=g:6679036
Fountouka	id=g:6679037
Tessé	id=g:6679038
Agouloum Toudou	id=g:6679039
Agouloum	id=g:6679040
Karama	id=g:6679041
Tamaské Sabon Guida	id=g:6679042
Atolo	id=g:6679043
Kédya	id=g:6679044
Kalfou Dabagui	id=g:6679045
Kabobi	id=g:6679046
Taolanga	id=g:6679047
Nazamna	id=g:6679048
Bakin Dabagi	id=g:6679049
Magari	id=g:6679050
Bouloum	id=g:6679051
Al Baraka	id=g:6679052
Mandala	id=g:6679053
Alou	id=g:6679054
Antchi	id=g:6679055
Mérigéta	id=g:6679056
Sabon Sara	id=g:6679057
Arouna	id=g:6679058
Alazi	id=g:6679059
Sanfada	id=g:6679060
Agougara	id=g:6679061
Adanbaza	id=g:6679062
Tanouar	id=g:6679063
Bilbisawa	id=g:6679064
Téyndra	id=g:6679065
Yankalagé	id=g:6679066
Kouréya	id=g:6679067
Sagana Kalgo	id=g:6679068
Chin Fida Sao	id=g:6679069
Digani	id=g:6679070
Sourani	id=g:6679071
Amodouk	id=g:6679072
Toudoun Kara	id=g:6679073
Lolaka	id=g:6679074
Bazaragé	id=g:6679075
Konkonrobéy	id=g:6679076
Tounga Damadougou	id=g:6679077
Touba	id=g:6679078
Agéy	id=g:6679079
Rafi Tagoua	id=g:6679080
Souma	id=g:6679081
Talékia	id=g:6679082
Takarkaré	id=g:6679083
Taboukawa	id=g:6679084
Kounkoui	id=g:6679085
Agéy	id=g:6679086
Fakawa	id=g:6679087
Iderfonawa	id=g:6679088
Kolilata	id=g:6679089
Garinga	id=g:6679090
Rafi Azina	id=g:6679091
Tanta Maloua	id=g:6679092
Igiribi	id=g:6679093
Minao	id=g:6679094
Souré	id=g:6679095
Dabagi	id=g:6679096
Alibou Alaji	id=g:6679097
Ouaji	id=g:6679098
I-n-Kamna	id=g:6679099
I-n-Diré	id=g:6679100
Tagrafo	id=g:6679101
Kamissa	id=g:6679102
Galmaoua	id=g:6679103
Guidan Katou	id=g:6679104
Sabon Guida	id=g:6679105
Guidan Gara	id=g:6679106
Guidan Toudou	id=g:6679107
Dogon Toudou	id=g:6679108
Tchinboro	id=g:6679109
Adouna	id=g:6679110
Zangarata	id=g:6679111
Kabima	id=g:6679112
Al Baraka	id=g:6679113
I-n-Guira	id=g:6679114
I-n-Kimia	id=g:6679115
Chin Galé	id=g:6679116
Moréy	id=g:6679117
Guidan Fako	id=g:6679118
Edikin Gardaoua	id=g:6679119
Edikin Ibrina	id=g:6679120
Edikin Mazazabi	id=g:6679121
Malamaoua	id=g:6679122
Kalalé	id=g:6679123
Tahakoumi	id=g:6679124
Edikin Jibalaoua	id=g:6679125
Badan	id=g:6679126
Guidan Ba Tamaské	id=g:6679127
Hiro	id=g:6679128
Guidan Fako	id=g:6679129
Guiroua	id=g:6679130
Adraoua	id=g:6679131
Toundou Kou	id=g:6679132
Satourou	id=g:6679133
Gangaoua	id=g:6679134
Mouchi	id=g:6679135
Guidan Kago	id=g:6679136
Samo	id=g:6679137
Tougéy	id=g:6679138
Girtou	id=g:6679139
Tchaba Magizo	id=g:6679140
Karaji	id=g:6679141
Tchinahar	id=g:6679142
Gamji	id=g:6679143
Kana Kongari	id=g:6679144
Tabéla	id=g:6679145
Takasaba Malamawa	id=g:6679146
Rididi	id=g:6679147
Faska	id=g:6679148
Falali	id=g:6679149
Kouméa Tirik	id=g:6679150
Awén Chala	id=g:6679151
Dazin Saka	id=g:6679152
Jaja	id=g:6679153
Agoy	id=g:6679155
Goungoum	id=g:6679156
Mafari	id=g:6679157
Kosama	id=g:6679158
Tasonhour	id=g:6679159
Ilélawa	id=g:6679160
Aléla	id=g:6679161
Toudouni	id=g:6679162
Fajéma	id=g:6679163
Tagrilawa	id=g:6679164
Safarfari	id=g:6679165
Kazama	id=g:6679166
Gidan Ndili	id=g:6679167
May Kankari	id=g:6679168
Rainsaki	id=g:6679169
Galata	id=g:6679170
Kadouba	id=g:6679171
Aléla	id=g:6679172
I-n-Kouarou	id=g:6679173
Kint Kilawa	id=g:6679174
Talékya	id=g:6679175
Roubao	id=g:6679176
Jardana	id=g:6679177
Doutchi Zakoua	id=g:6679178
Gatchikey	id=g:6679179
Gandou	id=g:6679180
Mado	id=g:6679181
Zango	id=g:6679182
Maridawa	id=g:6679183
I-n-Gina	id=g:6679184
Sarkéki	id=g:6679185
Kolkoli	id=g:6679186
Kobkoli	id=g:6679187
Gidan Zingi	id=g:6679188
Roumbéki	id=g:6679189
Wara Wara	id=g:6679190
Mouléla	id=g:6679191
Mountchéré	id=g:6679192
Folaka	id=g:6679193
Kartéla Tounga	id=g:6679194
Kartéla	id=g:6679195
Wakasou	id=g:6679196
Bouji	id=g:6679197
Dawdy	id=g:6679198
Ala	id=g:6679199
Doudébey Karama	id=g:6679200
Doudébey Baba	id=g:6679201
Daré Salam	id=g:6679202
Mouya	id=g:6679203
Araji	id=g:6679205
Lilingo	id=g:6679206
Lougou	id=g:6679207
Fadama Karaji	id=g:6679208
Mouléla	id=g:6679209
Bourdi	id=g:6679210
Baréndém	id=g:6679211
Douhoua	id=g:6679212
Zangon Gabassa	id=g:6679213
Lan Toudou	id=g:6679214
Douzou	id=g:6679215
Goujé	id=g:6679216
Birni	id=g:6679217
Dongwali	id=g:6679218
Tajaé	id=g:6679219
Tarouada	id=g:6679220
Flagérki	id=g:6679221
Tounou	id=g:6679222
Gabassa	id=g:6679223
Djigaouara	id=g:6679224
Odé	id=g:6679225
Gounzou	id=g:6679226
Yadéli	id=g:6679227
Chélébé	id=g:6679228
Yatyé	id=g:6679229
Wasaké	id=g:6679230
Gidan Karou	id=g:6679231
Kaché	id=g:6679232
Tchédia	id=g:6679233
Elékaora	id=g:6679234
Wéndélé	id=g:6679235
Aléla	id=g:6679236
Biligé	id=g:6679237
Hoga	id=g:6679238
Mouléla	id=g:6679239
Gidan Lélé	id=g:6679240
Tilibi	id=g:6679241
Bourdi	id=g:6679242
Nagaro	id=g:6679243
Adingirou	id=g:6679244
Kirékafada	id=g:6679245
Kaoura	id=g:6679246
Koutoutourou	id=g:6679247
Zangon	id=g:6679248
Kachéfawa	id=g:6679249
Tchigili	id=g:6679250
Gida	id=g:6679251
Majya	id=g:6679252
Azabéla	id=g:6679253
Tounga Kaba	id=g:6679254
Tounga Sounabou	id=g:6679255
Maray	id=g:6679256
Garanga	id=g:6679257
Tounga Smayla	id=g:6679258
Maraké	id=g:6679259
Katangorya	id=g:6679260
Toumboul	id=g:6679261
Batiaka	id=g:6679262
Walila	id=g:6679263
Zouragan	id=g:6679264
Tounga Mouléla	id=g:6679265
Farabani	id=g:6679266
Sangalandam	id=g:6679267
Bamba Fawa	id=g:6679268
Grouba	id=g:6679269
Fardét	id=g:6679270
Tounga Fardét	id=g:6679271
Tounga Nomao	id=g:6679272
Tchiga	id=g:6679273
Zangan Kamado	id=g:6679274
Zoro	id=g:6679275
Doutchi Sagou	id=g:6679276
Béidi	id=g:6679277
Doutchi Rijya	id=g:6679278
Fali	id=g:6679279
Housa	id=g:6679280
Malamey	id=g:6679281
Malé Fala	id=g:6679282
Baidi	id=g:6679283
Koulounkouchi	id=g:6679284
Warao	id=g:6679285
Doulounfou	id=g:6679286
Tounga Bouda	id=g:6679287
Tounga Mouhamadou	id=g:6679288
Gidan Bao	id=g:6679289
Tounga Kawasa	id=g:6679290
Zangon Igidès	id=g:6679291
Ilaga	id=g:6679292
Gidan Ila	id=g:6679293
Gidan Antoli	id=g:6679294
Zangon Moujia	id=g:6679295
Egeuf	id=g:6679297
Zangon Amisila	id=g:6679298
Zangon Siria	id=g:6679299
Zangon	id=g:6679300
Zangon Roukouzoum	id=g:6679301
Katosara	id=g:6679302
Zangon Tahé	id=g:6679303
Kalaba Dila	id=g:6679304
Aléla	id=g:6679305
Sanyouna	id=g:6679306
Gousousou	id=g:6679307
Toubout	id=g:6679308
Mouléla	id=g:6679309
Taboy	id=g:6679310
Kounkouzout	id=g:6679311
Zangon Imala	id=g:6679312
Takoulé	id=g:6679313
Tounga Tambari	id=g:6679314
Tasandé	id=g:6679315
Tounga	id=g:6679316
Gourgoutoulou	id=g:6679317
Egéla	id=g:6679318
Asoudié	id=g:6679319
Gidan Ganga	id=g:6679320
Tchinoé	id=g:6679321
Araé	id=g:6679322
Kélénté	id=g:6679323
Araga	id=g:6679324
Awan Amou	id=g:6679325
Wasarou	id=g:6679326
Takournas	id=g:6679327
Kobatyé	id=g:6679328
Taoulès	id=g:6679329
Majya	id=g:6679330
Gakouké	id=g:6679331
Komosou	id=g:6679332
Anbirma	id=g:6679333
Dogon Gona	id=g:6679334
Sanbo Ilyasou	id=g:6679335
Sanbo Tinga	id=g:6679336
Kaora Sanbo	id=g:6679337
Barbarangé	id=g:6679338
Koraé	id=g:6679339
Doutchi Bésa	id=g:6679340
Zagya	id=g:6679341
Fadara	id=g:6679342
Gisenbiri	id=g:6679343
Chamat	id=g:6679344
Gobara	id=g:6679345
Tarabésa	id=g:6679346
Ilagawan	id=g:6679347
Désa	id=g:6679348
Sanou	id=g:6679350
Karami	id=g:6679351
Mararafi	id=g:6679352
Saida	id=g:6679353
Karaouléy	id=g:6679354
Kwaré	id=g:6679355
Zangon	id=g:6679356
Majya	id=g:6679357
Karba	id=g:6679358
Tounga Akay	id=g:6679359
Tounga Aboubakar	id=g:6679360
Tounga Arana	id=g:6679361
Tounga Goiri	id=g:6679362
Alakwato	id=g:6679363
Kantaouri	id=g:6679364
Lagaré	id=g:6679365
Tounga Solao	id=g:6679366
Tounga Kaka	id=g:6679367
Irinkawa	id=g:6679368
Sabara	id=g:6679369
Zoraré	id=g:6679370
Batoli	id=g:6679372
Goba	id=g:6679373
Kosori	id=g:6679374
Fadama Kamiso	id=g:6679375
Zangon Dimo	id=g:6679376
Gidan Dimo	id=g:6679377
Iskita	id=g:6679378
Tajaé	id=g:6679379
Awikilis	id=g:6679380
Loufas	id=g:6679381
Zangon Bouzaé	id=g:6679382
Dangada Amadou	id=g:6679383
Makouana	id=g:6679384
Doutchi Ngida	id=g:6679385
Dangada Toudou	id=g:6679386
Solao	id=g:6679387
Dan Daji	id=g:6679388
Diaja	id=g:6679389
Dan Sogogil	id=g:6679390
Toungouloum	id=g:6679391
Chanyasou	id=g:6679392
Lamchék	id=g:6679393
Gidan Korao	id=g:6679394
Gidan Fako	id=g:6679395
Gidan Tambari	id=g:6679396
Malawa	id=g:6679397
Toudoun Ilisawan	id=g:6679398
Talaba	id=g:6679399
Koma	id=g:6679400
Zangon Bado	id=g:6679401
Bado	id=g:6679402
Tounga Koma	id=g:6679404
Bakin Zangon	id=g:6679405
Kéitasaga	id=g:6679406
Fadama	id=g:6679407
Lambodi	id=g:6679408
Dagou	id=g:6679409
Kanasori	id=g:6679410
Zantaram	id=g:6679411
Sabongari	id=g:6679412
Goumbi	id=g:6679413
Zangon Tambari	id=g:6679414
Zangon Abarchi	id=g:6679415
Zangon Dabnou	id=g:6679416
Aroki	id=g:6679417
Taglibi	id=g:6679418
Dan Hay	id=g:6679419
Kafédami	id=g:6679420
Zoukouta	id=g:6679421
Tounga Hama	id=g:6679422
Zangon Louhoudou	id=g:6679423
Kama Kamo	id=g:6679424
Métchazali	id=g:6679425
Bouzaga	id=g:6679426
Gidan Boutou	id=g:6679427
Soutéra	id=g:6679428
Ganfa	id=g:6679429
Gonhala	id=g:6679430
Chémawa	id=g:6679431
Gidan Engini	id=g:6679432
Aréwa	id=g:6679433
Bouléya	id=g:6679434
Doutchi Kélé Kélé	id=g:6679435
Darankarat	id=g:6679436
Tyaba	id=g:6679437
Koudi Gani	id=g:6679438
Gidan Hami	id=g:6679439
Gadanbo	id=g:6679440
Kaharma	id=g:6679442
Arzérorawa	id=g:6679443
Goulbi	id=g:6679444
Soungalé	id=g:6679445
Saidawa	id=g:6679446
Ginzi	id=g:6679447
Malamawa	id=g:6679448
Batyé Zangon	id=g:6679449
Kwazga	id=g:6679450
Méléya	id=g:6679451
Takargout	id=g:6679452
Eroudou	id=g:6679453
Gidan Gani	id=g:6679454
Kaoura	id=g:6679455
Lini	id=g:6679456
Malindou	id=g:6679457
Magaria	id=g:6679458
Magaria Chikaro	id=g:6679459
Gésa	id=g:6679460
Maykaya	id=g:6679461
Kénouar	id=g:6679462
Nobi	id=g:6679463
Toudoun Asan	id=g:6679464
Gidan Ngirdou	id=g:6679465
Kandabari	id=g:6679466
Kaoura	id=g:6679467
Droubata	id=g:6679469
Tyédya	id=g:6679470
Tounga Doudou	id=g:6679471
Datilawa Zangon	id=g:6679472
Tounga Abouba	id=g:6679473
Roumbouki	id=g:6679474
Rouga	id=g:6679475
Koringo	id=g:6679476
Gidan Rana	id=g:6679477
Kyara	id=g:6679478
Abilo	id=g:6679479
Dounkoula	id=g:6679480
Kana Gani	id=g:6679481
Kadébadi	id=g:6679482
Takorou	id=g:6679483
Farka	id=g:6679484
Zangon Idèr	id=g:6679485
Raha	id=g:6679486
Dan Touhdou	id=g:6679487
Maraké	id=g:6679488
Gabado	id=g:6679489
Kourfahét	id=g:6679490
Tyouhlou Tyouhlou	id=g:6679491
Gidan Laka	id=g:6679492
Takachaoua	id=g:6679572
Mouléla	id=g:6679573
Kouréga	id=g:6679575
Tanout	id=g:6679576
Tchounfaran	id=g:6679577
Tougo Gala	id=g:6679578
Loudou Agrab Grab	id=g:6679579
Tinkirana Tachanou	id=g:6679581
Tinkirana Tounga	id=g:6679582
Tinkirana Té Ibarougan	id=g:6679583
Tinkirana	id=g:6679584
Aboutoul	id=g:6679585
Séyté	id=g:6679587
Akala Samia	id=g:6679590
Koutki	id=g:6679668
Akala	id=g:6679670
Sabon Gari	id=g:6679671
Tajaé	id=g:6679672
Massouga	id=g:6679673
Oualagué	id=g:6679675
Borzanga Gagourou	id=g:6679676
Borzanga	id=g:6679677
Taraloum	id=g:6679678
Alanbanya	id=g:6679679
Jéji	id=g:6679680
Jéji Samaé	id=g:6679681
Zourourou	id=g:6679682
Sourout	id=g:6679683
Guidan Donko	id=g:6679684
Kouzouna	id=g:6679685
Arouna	id=g:6679686
Sakaraoua	id=g:6679687
Darigué	id=g:6679688
Edikin Goréy	id=g:6679689
Makalo	id=g:6679690
Essaoua	id=g:6679691
Garadaoua	id=g:6679692
Kilali	id=g:6679693
Mayni	id=g:6679803
Mansala Kétari	id=g:6679805
Gadou Sabon Guida	id=g:6679806
Garadou	id=g:6679807
Djibalé	id=g:6679808
Zoukouri	id=g:6679812
Kilé	id=g:6679813
Roujé	id=g:6679814
Sabon Guida	id=g:6679815
Kaléla	id=g:6679816
Roumbéki	id=g:6679819
I-n-Tarzawi	id=g:6688768
I-n-Madélé Méldén	id=g:6688769
I-n-Gadou	id=g:6688770
I-n-Nézda	id=g:6688771
I-n-Tagalél	id=g:6688772
I-n-Tégar	id=g:6688773
I-n-Tozola	id=g:6688774
I-n-Assoka	id=g:6688775
I-n-Tégliyèl	id=g:6688776
I-n-Akér	id=g:6688777
I-n-Gadou	id=g:6688778
I-n-Gadou	id=g:6688779
I-n-Bilibas	id=g:6688780
I-n-Taguis	id=g:6688781
I-n-Fèn	id=g:6688782
I-n-Awaro	id=g:6688783
I-n-Akeur	id=g:6688784
I-n-Tézril	id=g:6688785
Tikajati	id=g:6688786
Arel	id=g:6688787
Aguèndo	id=g:6688788
Chin Warèn	id=g:6688789
Erari	id=g:6688790
Elangay	id=g:6688791
Ouroufar	id=g:6688792
Tadagoum	id=g:6688793
Mériza	id=g:6688794
Abdou Bala	id=g:6688795
Dakouchi	id=g:6688796
Takachaola	id=g:6688797
Dalila	id=g:6688798
Wamoudin	id=g:6688799
Katcha	id=g:6688800
Zawétés	id=g:6688801
Ntakana	id=g:6688802
Ilé Maran	id=g:6688803
Tagabér	id=g:6688804
Aborar	id=g:6688805
Kamalémél	id=g:6688806
Sisséssingay	id=g:6688807
Tutékassat	id=g:6688808
Chin Tanbaran	id=g:6688809
Bangabéré	id=g:6688810
Anasbarouri	id=g:6688811
Chilajamaté	id=g:6688812
Ekiniwé	id=g:6688813
Tatakassé	id=g:6688814
Fourout	id=g:6688815
Ajaga	id=g:6688816
Chiromar	id=g:6688817
Oursanét	id=g:6688818
Itchenda	id=g:6688819
Imousselim	id=g:6688820
Armanazar	id=g:6688821
Tazèrgaf	id=g:6688822
Atélèk	id=g:6688823
Obsérènta	id=g:6688824
Bérk	id=g:6688825
Elmad	id=g:6688826
Koutoutou	id=g:6688827
Elmad	id=g:6688828
Gababou	id=g:6688829
Chin Arar Tanborarèn	id=g:6688830
Tégart	id=g:6688831
Maguét	id=g:6688832
Birnin Touhoun	id=g:6688833
Chin Ana	id=g:6688834
Chin Ezaran	id=g:6688835
Chin Anzana	id=g:6688836
Tagalal	id=g:6688837
Aguézé	id=g:6688838
Taraléch Raléch	id=g:6688839
Lito	id=g:6688840
Tikéléloum	id=g:6688841
Tounga Salao	id=g:6688842
Chiligui Dalén	id=g:6688843
Chin Elwé	id=g:6688844
Dan Toudou	id=g:6688845
Takanamat Gani	id=g:6688846
Doli	id=g:6688847
Chrim	id=g:6688848
Chin Zowaga	id=g:6688849
Dan Tari	id=g:6688850
Kao Data	id=g:6688851
Takoutal	id=g:6688852
Chin Eloua	id=g:6688853
Chin Eloua	id=g:6688854
Irzérani Chita	id=g:6688855
Tagaram Garam	id=g:6688856
Toukoukout	id=g:6688857
Amagon	id=g:6688858
Afala	id=g:6688859
Erounan	id=g:6688860
Fagaga	id=g:6688861
Manokélt	id=g:6688862
Chin Tébérin	id=g:6688863
Akarada	id=g:6688864
Darzéguéri	id=g:6688865
Tarada	id=g:6688866
Ifi Wata	id=g:6688867
Ig Daya	id=g:6688868
Chin Elgan	id=g:6688869
Taylou	id=g:6688870
Yaris	id=g:6688871
Agamézguèr	id=g:6688872
Yaris	id=g:6688873
Ifyou Wata	id=g:6688874
Takouba	id=g:6688875
Talafarèt	id=g:6688876
Azar	id=g:6688877
Taguiwé	id=g:6688878
Féssa Wata	id=g:6688879
Chin Zagaras	id=g:6688880
Iguiraran Zagarni	id=g:6688881
Amoulas	id=g:6688882
Chin Zawari	id=g:6688883
Chin Zégarèn	id=g:6688884
Chin Zawarèn	id=g:6688885
Méta Méta	id=g:6688886
Adanbar	id=g:6688887
Tapkin Zaki	id=g:6688888
Amaloul Guidis	id=g:6688889
Agourdan	id=g:6688890
Imondél	id=g:6688891
Toudou Taramana	id=g:6688892
Adram Bouka	id=g:6688893
Adram Bouka	id=g:6688894
Adér	id=g:6688895
Ira Wélé	id=g:6688896
Fal Ala	id=g:6688897
Isséylét	id=g:6688898
Talafarét	id=g:6688899
Amandeur	id=g:6688900
Chiromar	id=g:6688901
Aralralém Bagawèn	id=g:6688902
Amalèz	id=g:6688903
Tamangori	id=g:6688904
Soangra	id=g:6698771
Ngamadou	id=g:6698772
Kassala	id=g:6698773
Djaballa Baloua	id=g:6698774
Yéwi Boula Brin	id=g:6698775
Malam	id=g:6698776
Fiéboula Koura	id=g:6698777
Kinjiria	id=g:6698778
Tchoukou Wango	id=g:6698779
Malam Kaouri	id=g:6698780
Alima	id=g:6698781
Karouna	id=g:6698782
Kabalam	id=g:6698783
Telloua	id=g:6698784
Rahad Immalam	id=g:6698785
Kololo	id=g:6698888
Tajinounou	id=g:6698889
Aouna	id=g:6698890
Tabkin Madouba	id=g:6698891
Amagay	id=g:6698892
Kalkyabé	id=g:6698893
Dyéza	id=g:6698894
Sarakou	id=g:6698895
Tabkin Kolé	id=g:6698896
Fari Nouri	id=g:6698897
Asakaila	id=g:6698898
Tabkin Karé	id=g:6698899
Tabki Atoumana	id=g:6698900
Nyalandou	id=g:6698901
Tabkin Déri	id=g:6698902
Chinagaman	id=g:6698903
Chinagaman	id=g:6698904
Tabkin Goudèy	id=g:6698905
Goudèy	id=g:6698906
Mayzabi	id=g:6698907
Alémoundjafa	id=g:6698908
Tabkin Goma	id=g:6698909
Tabkin Wo	id=g:6698910
Tabkin Koré	id=g:6698911
Tabkin Kalogo	id=g:6698912
Tanaskou	id=g:6698913
Tanfadara	id=g:6698914
Zouragèn	id=g:6698915
Kanégarbé	id=g:6698916
Kanégarbé	id=g:6698917
Akoriné	id=g:6698918
Bandizan	id=g:6698919
Gazo	id=g:6698920
Makyéra	id=g:6698921
Dago Dobaga	id=g:6698922
Doutchi Makaya	id=g:6698923
Dandanfarmi	id=g:6698924
Tabkin Algimis	id=g:6698925
Akoukou	id=g:6698926
Toulaé Ngani	id=g:6698927
Toumboulé	id=g:6698928
Sabara	id=g:6698929
Gadèrga	id=g:6698930
Tirlwit	id=g:6698931
Gari Dari	id=g:6698932
Doutchi Soukoukoutan	id=g:6698933
Toulou Fadi	id=g:6698934
Kimasa	id=g:6698935
Maydémi	id=g:6698936
Baraya Daohi	id=g:6698937
Karki Baraya	id=g:6698938
Doutchi Golo	id=g:6698939
Mata Koutoumché	id=g:6698940
Angwa Fouri	id=g:6698941
Kwalèn Dawa	id=g:6698942
Chintélé Bangou	id=g:6698943
Dourougouna	id=g:6698944
Farin Toulou	id=g:6698945
Algoloaré	id=g:6698946
Zouga	id=g:6698947
Dan Tondi	id=g:6698948
