Childs Lake Dam	id=g:4187746
Cobb Grove Church	id=g:4188562
Cobb Hospital and Medical Center	id=g:4188563
Cobb Lake	id=g:4188564
Cobb Lake	id=g:4188565
Cobb Lake	id=g:4188566
Cobb Lake Dam	id=g:4188567
Cobb Lake Dam	id=g:4188568
Cobb Lake Dam	id=g:4188569
Cobb Memorial Hospital	id=g:4188570
Cobb Memorial United Holy Church	id=g:4188571
Cobb Mountain	id=g:4188572
Cobb Mountain	id=g:4188573
Cobb Park	id=g:4188574
Cobb Parkway Plaza Shopping Center	id=g:4188575
Cobb Place Manor	id=g:4188576
Cobb Place Shopping Center	id=g:4188577
Cobb School	id=g:4188578
Cobbham	id=g:4188579
Cobbham (historical)	id=g:4188580
Cobbham Crossroads	id=g:4188581
Cobbham Historic District	id=g:4188582
Cobblestone Creek	id=g:4188583
Cobblestone Lake	id=g:4188584
Cobblestone Lake Dam	id=g:4188585
Cobbs Creek	id=g:4188586
Cobb Creek Cemetery	id=g:4188587
Cobbtown	id=g:4188588
Cobbville	id=g:4188589
Cochran	id=g:4188590
Cochran Airport	id=g:4188591
Cochran Branch	id=g:4188592
Cobbs Store (historical)	id=g:4188593
Cochran Cemetery	id=g:4188594
Cochran Cemetery	id=g:4188595
Cochran Creek	id=g:4188596
Cochran Cemetery	id=g:4188597
Cochran Creek	id=g:4188598
Cochran Field (historical)	id=g:4188599
Cochran Grove Church	id=g:4188600
Cochran High School (historical)	id=g:4188601
Cochran Lime Sink	id=g:4188602
Cochran Park	id=g:4188603
Cochran Park	id=g:4188604
Cochran Pond	id=g:4188605
Cochran Ridge Cemetery	id=g:4188606
Cochran Ridge Church	id=g:4188607
Cochran School	id=g:4188608
Cochrane Mill Park	id=g:4188609
Cochrans Creek	id=g:4188610
Cochran Field Academy	id=g:4188611
Cochrans Lake North	id=g:4188612
Cochrans Lake North Dam	id=g:4188613
Cochrans Lake South	id=g:4188614
Cochrans Lake South Dam	id=g:4188615
Cock Spur Island Channel	id=g:4188616
Cocke Fish Hatchery	id=g:4188617
Cockspur Island	id=g:4188618
Cody Cemetery	id=g:4188619
Cody Grove Cemetery	id=g:4188620
Cody Grove Church	id=g:4188621
Cody Landing	id=g:4188622
Cofer Lake	id=g:4188623
Cofer Lake Dam	id=g:4188624
Coffee	id=g:4188625
Coffee Bay Rest Shelter	id=g:4188626
Coffee Bluff	id=g:4188627
Coffee Bluff	id=g:4188628
Coffee Bluff Plantation	id=g:4188629
Coffee Branch	id=g:4188630
Cochrans Falls	id=g:4188631
Coffee Branch	id=g:4188632
Coffee Church	id=g:4188633
Coffee County Courthouse	id=g:4188634
Coffee County High School	id=g:4188635
Coffee Gap	id=g:4188636
Coffee Junior High School	id=g:4188637
Coffee Lake	id=g:4188638
Coffee Regional Hospital	id=g:4188639
Coffer Grove Church	id=g:4188640
Coffey Cove	id=g:4188641
Coffey Lake	id=g:4188642
Coffey Mountain	id=g:4188643
Coffin Lake	id=g:4188644
Coffin Lake Dam	id=g:4188645
Coffin Park	id=g:4188646
Coffinton	id=g:4188647
Coffman Spring	id=g:4188648
Cofield Dam	id=g:4188649
Cofield Lake	id=g:4188650
Cofield Park	id=g:4188651
Cogburn Creek	id=g:4188652
Coffee County	id=g:4188653
Cogdell Post Office	id=g:4188654
Cogdell School (historical)	id=g:4188655
Cogden Lake	id=g:4188656
Cogdens Lake	id=g:4188657
Coggin Cemetery	id=g:4188658
Coggins Lake	id=g:4188659
Coggins Lake Dam	id=g:4188660
Coggins Park	id=g:4188661
Coheelee Creek	id=g:4188662
Cogdell	id=g:4188663
Coheelee Creek Public Use Area	id=g:4188664
Cohen Lake	id=g:4188665
Cohen Lake Dam	id=g:4188666
Cohentown	id=g:4188667
Cohorn Branch	id=g:4188668
Coheelee Creek Covered Bridge	id=g:4188669
Cohutta Baptist Church	id=g:4188670
Cohutta Church	id=g:4188671
Cohutta Elementary School	id=g:4188672
Cohutta Mine	id=g:4188673
Cohutta Mountain	id=g:4188674
Cohutta National Fish Hatchery	id=g:4188675
Cohutta Overlook	id=g:4188676
Cohutta Post Office	id=g:4188677
Cohutta Ranger Station	id=g:4188678
Cohutta Ridge	id=g:4188679
Cohutta Springs	id=g:4188680
Cohutta Springs Branch	id=g:4188681
Cohutta	id=g:4188682
Cohutta Wildlife Management Area	id=g:4188683
Cohutta Work Center	id=g:4188684
Coile Cemetery	id=g:4188685
Coile Grove Cemetery	id=g:4188686
Coiles Grove Baptist Church (historical)	id=g:4188687
Coke Oven Branch	id=g:4188688
Cohutta Wilderness	id=g:4188689
Coker Branch	id=g:4188690
Coker Lake	id=g:4188691
Cokes Chapel Methodist Church	id=g:4188692
Cokes Chapel Cemetery	id=g:4188693
Cokesbury Cemetery	id=g:4188694
Cokesbury Church	id=g:4188695
Colaparchee Church	id=g:4188696
Colaparchee Creek	id=g:4188697
Cokes Chapel	id=g:4188698
Colbert Baptist Church	id=g:4188699
Colbert Cemetery	id=g:4188700
Colbert Elementary School	id=g:4188701
Colbert Grove Church	id=g:4188702
Colbert High School (historical)	id=g:4188703
Colbert Mill (historical)	id=g:4188704
Colbert Mountain	id=g:4188705
Colbert School	id=g:4188706
Cold Branch	id=g:4188707
Colbert	id=g:4188708
Cold Branch	id=g:4188709
Cold Creek	id=g:4188710
Cold Hollow	id=g:4188711
Cold Mine Branch	id=g:4188712
Cold Mountain	id=g:4188713
Cold Spring Mountain	id=g:4188714
Cold Springs (historical)	id=g:4188715
Cold Springs Church	id=g:4188716
Cold Springs Gap	id=g:4188717
Cold Springs Hunt Camp	id=g:4188718
Coldbrook	id=g:4188719
Coldbrook Swamp	id=g:4188720
Coldspring Gap	id=g:4188721
Coldstream	id=g:4188722
Coldwater	id=g:4188723
Coldwater Cemetery	id=g:4188724
Coldwater Church	id=g:4188725
Coldwater Church (historical)	id=g:4188726
Coldwater Creek	id=g:4188727
Cold Spring	id=g:4188728
Cole Cemetery	id=g:4188729
Cole Cemetery	id=g:4188730
Cole City	id=g:4188731
Cole City Mine	id=g:4188732
Cole Creek	id=g:4188733
Cole Cemetery	id=g:4188734
Cole Dam One	id=g:4188735
Cole Dam Three	id=g:4188736
Cole Dam Two	id=g:4188737
Cole Eddy	id=g:4188738
Cole Field	id=g:4188739
Cole Lake	id=g:4188740
Cole Lake	id=g:4188741
Cole Lake	id=g:4188742
Cole Lake	id=g:4188743
Cole Lake Dam	id=g:4188744
Cole Lake Dam	id=g:4188745
Cole Lake One	id=g:4188746
Cole Lake Three	id=g:4188747
Cole Lake Two	id=g:4188748
Cole Spring	id=g:4188749
Cole Street Baptist Church	id=g:4188750
Colefield School (historical)	id=g:4188751
Coleman	id=g:4188752
Coleman Branch	id=g:4188753
Cole Dam	id=g:4188754
Coleman Bridge	id=g:4188755
Coleman Camp	id=g:4188756
Coleman Cemetery	id=g:4188757
Coleman Cemetery	id=g:4188758
Coleman Cemetery	id=g:4188759
Coleman Cemetery	id=g:4188760
Coleman Church (historical)	id=g:4188761
Coleman Clerk Church	id=g:4188762
Coleman Creek	id=g:4188763
Coleman Bridge	id=g:4188764
Coleman Creek	id=g:4188765
Coleman Field	id=g:4188766
Coleman Lake	id=g:4188767
Coleman Lake	id=g:4188768
Coleman Lake	id=g:4188769
Coleman Lake	id=g:4188770
Coleman Lake Dam	id=g:4188771
Coleman Lake Dam	id=g:4188772
Coleman Lake Dam	id=g:4188773
Coleman Lake Dam	id=g:4188774
Coleman Lake Dam	id=g:4188775
Coleman Library	id=g:4188776
Coleman Mill (historical)	id=g:4188777
Coleman Mill Dam	id=g:4188778
Coleman Pond	id=g:4188779
Coleman River	id=g:4188780
Coleman Lake	id=g:4188781
Coleman River Wildlife Management Area	id=g:4188782
Coleman School (historical)	id=g:4188783
Coleman-Middlebrooks Family Cemetery	id=g:4188784
Colemans Bluff	id=g:4188785
Colemans Cemetery	id=g:4188786
Colemans Chapel	id=g:4188787
Colemans Creek	id=g:4188788
Coleman River Scenic Area	id=g:4188789
Colemans Lake	id=g:4188790
Colemans Landing	id=g:4188791
Coleoatchee Creek	id=g:4188792
Colemans Lake	id=g:4188793
Coleraine Bluff	id=g:4188794
Coleridge (historical)	id=g:4188795
Coles	id=g:4188796
Coles Crossing	id=g:4188797
Coles Ferry (historical)	id=g:4188798
Coles Lake	id=g:4188799
Coles Mill (historical)	id=g:4188800
Colesburg	id=g:4188801
Coley	id=g:4188802
Coley Creek	id=g:4188803
Coley Creek	id=g:4188804
Colerain	id=g:4188805
Colima	id=g:4188806
Coliseum Park Hospital	id=g:4188807
Collar Park	id=g:4188808
Collard Valley Church	id=g:4188809
College Avenue Baptist Church	id=g:4188810
College Avenue School	id=g:4188811
College Creek	id=g:4188812
Colfax (historical)	id=g:4188813
College Hill Shopping Center	id=g:4188814
College Park	id=g:4188815
College Park	id=g:4188816
College Park	id=g:4188817
College Park Branch Atlanta Post Office	id=g:4188818
College Park Branch Atlanta-Fulton Library	id=g:4188819
College Park Cemetery	id=g:4188820
College Park City Hall	id=g:4188821
College Park Elementary School	id=g:4188822
College Park High School	id=g:4188823
College Park Presbyterian Church	id=g:4188824
College Park View Cemetery	id=g:4188825
College Plaza Shopping Center	id=g:4188826
College Plaza Shopping Center	id=g:4188827
College Square Shopping Center	id=g:4188828
College Station	id=g:4188829
College Station Shopping Center	id=g:4188830
College Street Park	id=g:4188831
College Street School	id=g:4188832
College Street School	id=g:4188833
College Street School	id=g:4188834
Colley Cemetery	id=g:4188835
Colley Lake	id=g:4188836
Colley Street Vocational School	id=g:4188837
Collier	id=g:4188838
Collier Cemetery	id=g:4188839
Collier Cemetery	id=g:4188840
Collier Cemetery	id=g:4188841
Collier Church	id=g:4188842
Collier Drive Park	id=g:4188843
Collier Heights Branch Atlanta-Fulton Public Library	id=g:4188844
Collier Heights Elementary School	id=g:4188845
Collier Heights Plaza Shopping Center	id=g:4188846
Collier School (historical)	id=g:4188847
Collier Spring	id=g:4188848
Colliers Mill (historical)	id=g:4188849
Collingsworth Church	id=g:4188850
Collingsworth Institute (historical)	id=g:4188851
Collins	id=g:4188852
Collins Bay	id=g:4188853
Collins Branch	id=g:4188854
College Estates	id=g:4188855
Collins Branch	id=g:4188856
Collins Branch	id=g:4188857
Collins Branch	id=g:4188858
Collins Branch	id=g:4188859
Collins Bridge	id=g:4188860
Collins Cemetery	id=g:4188861
Collins Cemetery	id=g:4188862
Collins Cemetery	id=g:4188863
Collins Cemetery	id=g:4188864
Collins Cemetery	id=g:4188865
Collins Cemetery	id=g:4188866
Collins Church	id=g:4188867
Collins Church	id=g:4188868
Collins Ferry (historical)	id=g:4188869
Ronald E McNair Middle School	id=g:4188870
Collins Hill Church	id=g:4188871
Collins Hill Road County Park	id=g:4188872
Collins Island (historical)	id=g:4188873
Collins Junior High School	id=g:4188874
Collins Lake	id=g:4188875
Collins Lake	id=g:4188876
Collins Lake	id=g:4188877
Collins Lake	id=g:4188878
Collins Lake	id=g:4188879
Collins Lake Dam	id=g:4188880
Collins Lake Dam	id=g:4188881
Collins Lake Dam	id=g:4188882
Collins Memorial United Methodist Church	id=g:4188883
Collins Mill Creek	id=g:4188884
Collins Cemetery	id=g:4188885
Collins Mountain	id=g:4188886
Collins Mountain	id=g:4188887
Collins Pointe Shopping Center	id=g:4188888
Collins Pond	id=g:4188889
Collins School	id=g:4188890
Collins School (historical)	id=g:4188891
Collins School (historical)	id=g:4188892
Collins Spring Baptist Church	id=g:4188893
Collins Springs Cemetery	id=g:4188894
Lake Collins	id=g:4188895
Collins-Loud Cemetery	id=g:4188896
Collinsville	id=g:4188897
Colman Chapel	id=g:4188898
Colochee Creek	id=g:4188899
Collins Mountain	id=g:4188900
Colomokee Cemetery	id=g:4188901
Colomokee Church	id=g:4188902
Colomokee School (historical)	id=g:4188903
Colon	id=g:4188904
Colonel Benjamin Hawkins Grave	id=g:4188905
Colonels Island	id=g:4188906
Colonels Island	id=g:4188907
Colonial Coach Estates	id=g:4188908
Colonial Estates	id=g:4188909
Colonial Estates	id=g:4188910
Colonial Heights	id=g:4188911
Colonial Heights	id=g:4188912
Colonial Hills	id=g:4188913
Colonial Oaks	id=g:4188914
Colonial Park	id=g:4188915
Colonial Park Cemetery	id=g:4188916
Colonial Place	id=g:4188917
Colonial Plantation	id=g:4188918
Colonial Plantation	id=g:4188919
Colonial Shopping Center	id=g:4188920
Colonial Village	id=g:4188921
Colonial Woods Baptist Church	id=g:4188922
Colony Center	id=g:4188923
Colony Heights	id=g:4188924
Colony Land Development Lake	id=g:4188925
Colony Land Development Lake Dam	id=g:4188926
Colony Park	id=g:4188927
Colony South	id=g:4188928
Colony Springs	id=g:4188929
Colony Square Shopping Center	id=g:4188930
Colony Square Shopping Center	id=g:4188931
Colony Woods	id=g:4188932
Colored Cemetery	id=g:4188933
Colquitt	id=g:4188934
Colquitt Church	id=g:4188935
Colquitt City Cemetery	id=g:4188936
Colquitt County	id=g:4188937
Colquitt County Courthouse	id=g:4188938
Colquitt County Health Center	id=g:4188939
Colquitt County High School	id=g:4188940
Colquitt County Jail	id=g:4188941
Colquitt County Junior High School	id=g:4188942
Colquitt County Lake	id=g:4188943
Colquitt County Lake Dam	id=g:4188944
Colquitt County Training School (historical)	id=g:4188945
Colquitt Monument	id=g:4188946
Colquitt Town Square Historic District	id=g:4188947
Colquitt United Methodist Church	id=g:4188948
Colson School (historical)	id=g:4188949
Colson School (historical)	id=g:4188950
Colson Store	id=g:4188951
Colston Mountain	id=g:4188952
Colter Lake	id=g:4188953
Colter Lake Dam	id=g:4188954
Columbia Avenue Church	id=g:4188955
Columbia Bridge	id=g:4188956
Columbia County	id=g:4188957
Columbia County Courthouse	id=g:4188958
Columbia County Industrial Park	id=g:4188959
Columbia Creek	id=g:4188960
Colomokee	id=g:4188961
Columbia Elementary School	id=g:4188962
Columbia Gap	id=g:4188963
Columbia Heights	id=g:4188964
Columbia Heights	id=g:4188965
Columbia High School	id=g:4188966
Columbia High School	id=g:4188967
Columbia Junior High School	id=g:4188968
Columbia Land Corporation Lake	id=g:4188969
Columbia Land Corporation Lake Dam	id=g:4188970
Columbia Mall Shopping Center (historical)	id=g:4188971
Columbia Middle School	id=g:4188972
Columbia Mine (historical)	id=g:4188973
Columbia Mountain	id=g:4188974
Columbia Plaza Shopping Center	id=g:4188975
Columbia Primitive Baptist Church	id=g:4188976
Columbia Primitive Baptist Church Cemetery	id=g:4188977
Columbia Ridge	id=g:4188978
Columbia Thelogical Seminary	id=g:4188979
Columbia Shopping Center	id=g:4188980
Columbia Square	id=g:4188981
Columbia Square Shopping Center	id=g:4188982
Columbia Top	id=g:4188983
Columbia Village Shopping Center	id=g:4188984
Columbus	id=g:4188985
Columbus Area Vocational Technical School	id=g:4188986
Columbus Country Club	id=g:4188987
Columbus Historic District	id=g:4188988
Columbus Market Place Shopping Center	id=g:4188989
Columbus Metropolitan Airport	id=g:4188990
Columbus Post Office	id=g:4188991
Columbus Riverfront Industrial Historic District	id=g:4188992
Columbus Roberts Hall	id=g:4188993
Columbus Square	id=g:4188994
Columbus Square Shopping Center	id=g:4188995
Colvard School (historical)	id=g:4188996
Colwell	id=g:4188997
Colwell Cemetery	id=g:4188998
Colwell Church	id=g:4188999
Colyer Hill	id=g:4189000
Comanche Landing Airport	id=g:4189001
Combee Cemetery	id=g:4189002
Comer	id=g:4189003
Comer Elementary School	id=g:4189004
Comer Mill (historical)	id=g:4189005
Comers Branch	id=g:4189006
Columbia Cut	id=g:4189007
Comers Grave Church	id=g:4189008
Comfort (historical)	id=g:4189009
Comfort Hill	id=g:4189010
Comfort Ridge	id=g:4189011
Commander Commons Building	id=g:4189012
Commandment Keeping Church	id=g:4189013
Commerce	id=g:4189014
Commerce City Hall	id=g:4189015
Commerce City Park	id=g:4189016
Commerce Commercial Historic District	id=g:4189017
Commerce Country Club	id=g:4189018
Commerce Elementary School	id=g:4189019
Commerce High School	id=g:4189020
Commerce Junior High School	id=g:4189021
Commerce Middle School	id=g:4189022
Commerce Public Library	id=g:4189023
Commerce Waterworks	id=g:4189024
Commercial High School	id=g:4189025
Commissary Hill	id=g:4189026
Commissioner Creek	id=g:4189027
Comers Crossing Shopping Center	id=g:4189028
Commodore Decatur Industrial Park	id=g:4189029
Commodore Island	id=g:4189030
Common People Baptist Church	id=g:4189031
Commonwealth (historical)	id=g:4189032
Commonwealth Industrial Park	id=g:4189033
Community Baptist Church	id=g:4189034
Community Center of South Decatur	id=g:4189035
Community Chapel Baptist Church	id=g:4189036
Community Chapel Cemetery	id=g:4189037
Community Chapel Church	id=g:4189038
Community Chapel Church	id=g:4189039
Community Church	id=g:4189040
Community Church	id=g:4189041
Community Church	id=g:4189042
Community Church	id=g:4189043
Community Church	id=g:4189044
Community Church	id=g:4189045
Community Church	id=g:4189046
Community Church	id=g:4189047
Community Church	id=g:4189048
Community Church	id=g:4189049
Community Church	id=g:4189050
Community Church	id=g:4189051
Community Church	id=g:4189052
Community Church	id=g:4189053
Community Church	id=g:4189054
Community Church	id=g:4189055
Community Church (historical)	id=g:4189056
Community Church Cemetery	id=g:4189057
Community Church of God	id=g:4189058
Community Grove Church	id=g:4189059
Community Grove School (historical)	id=g:4189060
Community House of Prayer	id=g:4189061
Company Cemetery	id=g:4189062
Compton Elementary School	id=g:4189063
Compton Woods	id=g:4189064
Conart Lake	id=g:4189065
Conart Lake Dam	id=g:4189066
Conasauga (historical)	id=g:4189067
Conasauga Church	id=g:4189068
Conasauga Creek	id=g:4189069
Commissioners Rock	id=g:4189070
Conasauga Creek	id=g:4189071
Conasauga Lake	id=g:4189072
Conasauga River	id=g:4189073
Conasauga Lake Dam	id=g:4189074
Concharty Lake	id=g:4189075
Concharty Lake Dam	id=g:4189076
Concord	id=g:4189077
Concord	id=g:4189078
Concord	id=g:4189079
Concord Camp Ground (historical)	id=g:4189080
Concord Cemetery	id=g:4189081
Concord Cemetery	id=g:4189082
Concord Cemetery	id=g:4189083
Concord Cemetery	id=g:4189084
Concord Cemetery	id=g:4189085
Concord Cemetery	id=g:4189086
Concord Cemetery	id=g:4189087
Concord Cemetery	id=g:4189088
Concord Cemetery	id=g:4189089
Concord Cemetery	id=g:4189090
Concord Cemetery	id=g:4189091
Concord Cemetery	id=g:4189092
Concord Cemetery	id=g:4189093
Concord Cemetery	id=g:4189094
Concord Church	id=g:4189095
Concord Church	id=g:4189096
Concord Primitive Baptist Church	id=g:4189097
Concord Church	id=g:4189098
Concord Church	id=g:4189099
Concord Church	id=g:4189100
Concord Church	id=g:4189101
Concord Church	id=g:4189102
Concord Primitive Baptist Church	id=g:4189103
Concord Church	id=g:4189104
Concord Church	id=g:4189105
Concord Church	id=g:4189106
Concord Church	id=g:4189107
Concord Church	id=g:4189108
Concord Church	id=g:4189109
Concord Church	id=g:4189110
Concord Church	id=g:4189111
Concord Church	id=g:4189112
Concord Church (historical)	id=g:4189113
Concord Church (historical)	id=g:4189114
Concord Covered Bridge	id=g:4189115
Concord Creek	id=g:4189116
Conasauga River Trail	id=g:4189117
Concord Methodist Church	id=g:4189118
Concord School (historical)	id=g:4189119
Concord Shoal	id=g:4189120
Concordia (historical)	id=g:4189121
Concordia Hall	id=g:4189122
Condor	id=g:4189123
Cone Cemetery	id=g:4189124
Cone Hall	id=g:4189125
Cone Lake	id=g:4189126
Cone Lake Dam	id=g:4189127
Coney	id=g:4189128
Coney Lake	id=g:4189129
Coneys Temple	id=g:4189130
Sky Haven Elementary School	id=g:4189131
Confederate Bridge	id=g:4189132
Confederate Cemetery	id=g:4189133
Confederate Cemetery	id=g:4189134
Confederate Cemetery	id=g:4189135
Confederate Museum	id=g:4189136
Confederate Soldiers Cemetery	id=g:4189137
Confederate Soldiers Home (historical)	id=g:4189138
