Beji	id=g:6388519
Pejaten	id=g:6397423
Pasir Karanje	id=g:6397424
Ci Pondoh	id=g:6397425
Sukatani	id=g:6397426
Ci Balumbang	id=g:6397427
Bonang	id=g:6397428
Heuleut	id=g:6397429
Cikokuro	id=g:6397430
Kamulyan	id=g:6397431
Pasirasih	id=g:6397432
Dukuhdauan	id=g:6397433
Mekarguna	id=g:6397434
Desa Andir	id=g:6398117
Desa Leuweunggede	id=g:6398118
Desa Waringin	id=g:6398119
Desa Wanajaya	id=g:6398120
Desa Sukaraja Kulon	id=g:6398121
Desa Cibentar	id=g:6398122
Desa Weragati	id=g:6398123
Desa Nanggewer	id=g:6398124
Desa Trajaya	id=g:6398125
Desa Jayi	id=g:6398126
Desa Cisetu	id=g:6398127
Desa Cipinang	id=g:6398128
Desa Rajagaluh Lor	id=g:6398129
Desa Parakan	id=g:6398130
Desa Lame	id=g:6398131
Desa Mindi	id=g:6398132
Desa Nanggerang	id=g:6398133
Desa Tarikolot	id=g:6398134
Kecamatan Pembantu Cigasong	id=g:6398135
Desa Rajawangi	id=g:6398136
Desa Balagedog	id=g:6398137
Desa Leuwilaja	id=g:6398138
Desa Buahkapas	id=g:6398139
Desa Ujungberung	id=g:6398140
Desa Sindangwangi	id=g:6398141
Desa Babakankareo	id=g:6398142
Desa Singawada	id=g:6398143
Desa Sadomas	id=g:6398144
Desa Rajagaluh Kidul	id=g:6398145
Desa Kumbung	id=g:6398146
Desa Tanjungsari	id=g:6398147
Desa Gunungkuning	id=g:6398148
Desa Salagedang	id=g:6398149
Desa Cikeusik	id=g:6398150
Desa Palabuan	id=g:6398151
Desa Cikoneng	id=g:6398152
Desa Sukaraja Wetan	id=g:6398153
Desa Pinangraja	id=g:6398154
Desa Karayunan	id=g:6398155
Desa Kutamangu	id=g:6398156
Desa Babakanmanjeti	id=g:6398157
Kelurahan Cigasong	id=g:6398158
Desa Simpeureum	id=g:6398159
Desa Tenjolayar	id=g:6398160
Desa Cikalong	id=g:6398161
Desa Sukahaji	id=g:6398162
Desa Padahanten	id=g:6398163
Desa Bayureja	id=g:6398164
Desa Sindang	id=g:6398165
Desa Ciomas	id=g:6398166
Desa Candrajaya	id=g:6398167
Desa Cicalung	id=g:6398168
Desa Pageraji	id=g:6398169
Desa Heubeulisuk	id=g:6398170
Desa Pasirayu	id=g:6398171
Desa Tajur	id=g:6398172
Desa Kawung Hilir	id=g:6398173
Desa Kawung Girang	id=g:6398174
Desa Garawastu	id=g:6398175
Desa Sangkanhurip	id=g:6398176
Desa Indrakila	id=g:6398177
Desa Pajajar	id=g:6398178
Desa Sindangpano	id=g:6398179
Desa Teja	id=g:6398180
Desa Cikaracak	id=g:6398181
Desa Mekarwangi	id=g:6398182
Desa Sindangkerta	id=g:6398183
Desa Kertabasuki	id=g:6398184
Desa Cieurih	id=g:6398185
Desa Kulur	id=g:6398186
Cipanuwaan	id=g:6398187
Ahad	id=g:6398188
Desa Rajagaluh	id=g:6398189
Wage	id=g:6398190
Lolojok	id=g:6398191
Cileuis	id=g:6398192
Bojong	id=g:6398193
Ademsari	id=g:6398194
Pangarangsari	id=g:6398195
Imbarjaya	id=g:6398196
Pemban	id=g:6398197
Cisetu	id=g:6398198
Dukuh Tengah	id=g:6398199
Dukuh Kidul	id=g:6398200
Dukuh Kaler	id=g:6398201
Pernatakusuma	id=g:6398202
Jati	id=g:6398203
Panumbangsari	id=g:6398204
Gandalaksana	id=g:6398205
Priungpugur	id=g:6398206
Agung	id=g:6398207
Ci Mindi	id=g:6398208
Sirampak	id=g:6398209
Mencut	id=g:6398210
Leuwibadak	id=g:6398211
Pagargunung	id=g:6398212
Pesahangan	id=g:6398213
Gunung Pesahangan	id=g:6398214
Gunung Girinata	id=g:6398215
Ci Panumbak	id=g:6398216
Ci Karamas	id=g:6398217
Gunung Goang	id=g:6398218
Tarikolot	id=g:6398219
Gintung	id=g:6398220
Blokkamis	id=g:6398221
Dukuh Tengah	id=g:6398222
Blokrabu	id=g:6398223
Blokselasa	id=g:6398224
Jatisarang	id=g:6398225
Dusun Dua	id=g:6398226
Tegal Kaler	id=g:6398227
Baidah	id=g:6398228
Jasiah	id=g:6398229
Dusun Satu	id=g:6398230
Sinduparana	id=g:6398231
Kamuningsari	id=g:6398232
Ekalaksana	id=g:6398233
Dukuhdawuan	id=g:6398234
Dukuhdeog	id=g:6398235
Cisampih	id=g:6398236
Ci Buni	id=g:6398237
Dalem	id=g:6398238
Maja	id=g:6398239
Ci Herang	id=g:6398240
Tontrong	id=g:6398241
Bonem	id=g:6398242
Dukuhbarung	id=g:6398243
Pangambean	id=g:6398244
Kliwon	id=g:6398245
Babakan	id=g:6398246
Ci Porang	id=g:6398247
Ci Putat	id=g:6398248
Leuwikijing	id=g:6398249
Dusu Lima	id=g:6398250
Dukuhlawi	id=g:6398251
Ci Kadu	id=g:6398252
Ci Pari	id=g:6398253
Demang	id=g:6398254
Kertajaya	id=g:6398255
Jagaraksa	id=g:6398256
Dukuhnaisa	id=g:6398257
Rambutkasih	id=g:6398258
Mangkuraga	id=g:6398259
Pamijen	id=g:6398260
Tagog	id=g:6398261
Ci Manuk	id=g:6398262
Ci Pereng	id=g:6398263
Kresil	id=g:6398264
Tegal Kidul	id=g:6398265
Lampir	id=g:6398266
Bloksenin	id=g:6398267
Ninong	id=g:6398268
Blokjumat	id=g:6398269
Blokminggu	id=g:6398270
Bloksabtu	id=g:6398271
Gunung Kerud	id=g:6398272
Asem Satu	id=g:6398273
Asem Dua	id=g:6398274
Kandangsapi	id=g:6398275
Warangwana	id=g:6398276
Harikukun	id=g:6398277
Ciburuy	id=g:6398278
Reundeung	id=g:6398279
Tando	id=g:6398280
Lontangsari	id=g:6398281
Sunansari	id=g:6398282
Panyingkiran	id=g:6398283
Dukuhsawi	id=g:6398284
Iplikmukti	id=g:6398285
Puyong	id=g:6398286
Warumakmur	id=g:6398287
Blokwage	id=g:6398288
Kali Hawanganjero	id=g:6398289
Bakung	id=g:6398290
Dukuhgaya	id=g:6398291
Trajutisna	id=g:6398292
Cireunyeuh	id=g:6398293
Cibogor	id=g:6398294
Pusakajaya	id=g:6398295
Jalitri	id=g:6398296
Kondang	id=g:6398297
Hegarmanah	id=g:6398298
Karangsari	id=g:6398299
Ci Jawa	id=g:6398300
Dusunempat	id=g:6398301
Pejaten	id=g:6398302
Sarongge	id=g:6398303
Blokkamis	id=g:6398304
Gunung Kunci	id=g:6398305
Mekarsari	id=g:6398306
Gunung Kabuyutan	id=g:6398307
Candrayuda	id=g:6398308
Ciburuy	id=g:6398309
Cikonday	id=g:6398310
Dusun Tiga	id=g:6398311
Dusundua	id=g:6398312
Maga	id=g:6398313
Babakananyar	id=g:6398314
Sukaresmi	id=g:6398315
Dusunsatu	id=g:6398316
Palabuan Hilir	id=g:6398317
Tarikolot	id=g:6398318
Jayi	id=g:6398319
Radun	id=g:6398320
Cigowok	id=g:6398321
Durung	id=g:6398322
Blokkamis	id=g:6398323
Mayasari	id=g:6398324
Bloksenin	id=g:6398325
Jatisari	id=g:6398326
Blokselasa	id=g:6398327
Blokrabu	id=g:6398328
Blokpahing	id=g:6398329
Jatisari	id=g:6398330
Blokpon	id=g:6398331
Blokkliwon	id=g:6398332
Layun Kidul	id=g:6398333
Layun Kaler	id=g:6398334
Blokmanis	id=g:6398335
Ci Jati	id=g:6398336
Mekarhayu	id=g:6398337
Galuhmukti	id=g:6398338
Kukulu	id=g:6398339
Galuhkarya	id=g:6398340
Aryakiban	id=g:6398341
Cakradiningrat	id=g:6398342
Ci Putri	id=g:6398343
Andansari	id=g:6398344
Cisalak	id=g:6398345
Majasen	id=g:6398346
Kambola	id=g:6398347
Gones Kaler	id=g:6398348
Lapangbaru	id=g:6398349
Desalama	id=g:6398350
Cijeungjeung	id=g:6398351
Gones Kidul	id=g:6398352
Ci Sanding	id=g:6398353
Saketi Kidul	id=g:6398354
Dusun Satu	id=g:6398355
Cilimus	id=g:6398356
Puspasari	id=g:6398357
Blokahaen	id=g:6398358
Dukuh Lebak	id=g:6398359
Bloksabtu	id=g:6398360
Saketi Kaler	id=g:6398361
Blokjumat	id=g:6398362
Cemplang	id=g:6398363
Sinomjaya	id=g:6398364
Pesantren	id=g:6398365
Rekesan Kidul	id=g:6398366
Blokmanis	id=g:6398367
Blokpon	id=g:6398368
Rekesan Kaler	id=g:6398369
Sudahanten	id=g:6398370
Dukuhpabrik	id=g:6398371
Blokwage	id=g:6398372
Blokkliwon	id=g:6398373
Ci Juray	id=g:6398374
Cicelang	id=g:6398375
Leuweungpeundeuy	id=g:6398376
Blok Jumat	id=g:6398377
Bloksabtu	id=g:6398378
Mekarmulya	id=g:6398379
Candrapati	id=g:6398380
Sinduastra	id=g:6398381
Yudawacana	id=g:6398382
Ci Butul	id=g:6398383
Karapyak	id=g:6398384
Cinyontrol	id=g:6398385
Sidareja	id=g:6398386
Sukajaya	id=g:6398387
Huludayeuh	id=g:6398388
Candra	id=g:6398389
Blokkamis	id=g:6398390
Andir	id=g:6398391
Blokminggu	id=g:6398392
Dusun Dua	id=g:6398393
Dusun Tiga	id=g:6398394
Dusun Satu	id=g:6398395
Ci Mulah	id=g:6398396
Blokpahing	id=g:6398397
Blokpahing	id=g:6398398
Tarikolot	id=g:6398399
Pasirpeuteuh	id=g:6398400
Blokpasir	id=g:6398401
Ci Gintung	id=g:6398402
Mansyur	id=g:6398403
Cicalung	id=g:6398404
Cidomas	id=g:6398405
Dusun Dua	id=g:6398406
Bungeulis	id=g:6398407
Ciburuy	id=g:6398408
Bloksabtu	id=g:6398409
Pametih	id=g:6398410
Candranala	id=g:6398411
Porang	id=g:6398412
Pasir Buyutlalantang	id=g:6398413
Pasir Kuning	id=g:6398414
Pasir Muncang	id=g:6398415
Pasir Buahbungguh	id=g:6398416
Jagasari	id=g:6398417
Blokselasa	id=g:6398418
Bloksenin	id=g:6398419
Blokjumat	id=g:6398420
Jakun	id=g:6398421
Bloksatu	id=g:6398422
Blokdua	id=g:6398423
Blokminggu	id=g:6398424
Bloklima	id=g:6398425
Bloktiga	id=g:6398426
Blokempat	id=g:6398427
Sukamulya Dua	id=g:6398428
Sukamulya Satu	id=g:6398429
Pakuwonsari	id=g:6398430
Ciharendong	id=g:6398431
Cipancur	id=g:6398432
Ci Picung	id=g:6398433
Sidajaya	id=g:6398434
Jagabaya	id=g:6398435
Lamejaya	id=g:6398436
Dukuhhuma	id=g:6398437
Asrama Yonif	id=g:6398438
Gempolsari	id=g:6398439
Perumnas Cikalasih	id=g:6398440
Cikalong Hilir	id=g:6398441
Beledug	id=g:6398442
Blokrabu	id=g:6398443
Blokkamis	id=g:6398444
Bayureja	id=g:6398445
Babakanbayureja	id=g:6398446
Dusun Satu	id=g:6398447
Indramulya	id=g:6398448
Indrajaya	id=g:6398449
Nambangkamuning	id=g:6398450
Ci Muncang	id=g:6398451
Ci Goang	id=g:6398452
Langenjaya	id=g:6398453
Sukajadi	id=g:6398454
Babakanporang	id=g:6398455
Pasir Buyutpokek	id=g:6398456
Sukamulya	id=g:6398457
Simpur	id=g:6398458
Lalantang	id=g:6398459
Adipati	id=g:6398460
Mulyasari	id=g:6398461
Pasir Rumput	id=g:6398462
Banjarsari	id=g:6398463
Cidangdeur	id=g:6398464
Pasir Gintung	id=g:6398465
Ci Pada	id=g:6398466
Cikalong Girang	id=g:6398467
Pasir Langu	id=g:6398468
Mekarmulya	id=g:6398469
Mekarsari	id=g:6398470
Mekarjaya	id=g:6398471
Puspa	id=g:6398472
Sangraja	id=g:6398473
Pakuwon	id=g:6398474
Sungkawiluya	id=g:6398475
Nanggerang	id=g:6398476
Girimulya	id=g:6398477
Pajaten	id=g:6398478
Rabu	id=g:6398479
Salasa	id=g:6398480
Kamis	id=g:6398481
Jumat	id=g:6398482
Sabtu	id=g:6398483
Senin	id=g:6398484
Pasir Citampele	id=g:6398485
Pasir Ayu	id=g:6398486
Kali Salado	id=g:6398487
Kramatmulya	id=g:6398488
Tajursari	id=g:6398489
Gunung Barang	id=g:6398490
Dukuhsitu	id=g:6398491
Kubangsari	id=g:6398492
Santiasromo	id=g:6398493
Pasir Batang	id=g:6398494
Pasirayu	id=g:6398495
Buniasih	id=g:6398496
Neglasari	id=g:6398497
Pasir Cimalaka	id=g:6398498
Ci Gimpur	id=g:6398499
Bungur	id=g:6398500
Sinem	id=g:6398501
Cibiru	id=g:6398502
Rama	id=g:6398503
Dusun Satu	id=g:6398504
Dusun Dua	id=g:6398505
Lebak Bitung	id=g:6398506
Pasir Curugmongor	id=g:6398507
Gunung Cewenegeulis	id=g:6398508
Pasir Sipedang	id=g:6398509
Babakansindang	id=g:6398510
Pasir Sayangkaak	id=g:6398511
Giriharja	id=g:6398512
Bayuraksa	id=g:6398513
Cibojong	id=g:6398514
Ci Gintung	id=g:6398515
Ci Rama	id=g:6398516
Muktiasih	id=g:6398517
Tarikolot	id=g:6398518
Sabtu	id=g:6398519
Ci Buntu	id=g:6398520
Andir	id=g:6398521
Ahad	id=g:6398522
Mekarjaya	id=g:6398523
Ciasih	id=g:6398524
Mekarsari	id=g:6398525
Kadusari	id=g:6398526
Langensari	id=g:6398527
Dukuhrasit	id=g:6398528
Mekarjaya	id=g:6398529
Dangdeurpugur	id=g:6398530
Pabuaran	id=g:6398531
Ci Saat	id=g:6398532
Pasir Topi	id=g:6398533
Tirtajaya Satu	id=g:6398534
Tirtajaya Dua	id=g:6398535
Cipari	id=g:6398536
Gunung Embe	id=g:6398537
Gunung Papanggungan	id=g:6398538
Gunung Sareng	id=g:6398539
Gunung Lempahbuah	id=g:6398540
Cimariuk	id=g:6398541
Blokkamis	id=g:6398542
Blokrabu	id=g:6398543
Gunung Aseupan	id=g:6398544
Gunung Panaekan	id=g:6398545
Pasir Gede	id=g:6398546
Pasir Bagus	id=g:6398547
Dukuhgambar	id=g:6398548
Jagaraksa	id=g:6398549
Bunut	id=g:6398550
Mekarmukti	id=g:6398551
Mekarmulya	id=g:6398552
Cugantang	id=g:6398553
Tarikolot	id=g:6398554
Cioray	id=g:6398555
Pakauman Satu	id=g:6398556
Pakauman Dua	id=g:6398557
Heuleut	id=g:6398558
Beledug	id=g:6398559
Telargedang	id=g:6398560
Cijuray	id=g:6398561
Sumurgintung Wetan	id=g:6398562
Pasir Tegaljati	id=g:6398563
Pasir Halang	id=g:6398564
Lamping	id=g:6398565
Pesantren	id=g:6398566
Kertalaksana	id=g:6398567
Kertamulya	id=g:6398568
Kertasari	id=g:6398569
Sukamanah	id=g:6398570
Kertajaya	id=g:6398571
Gandog	id=g:6398572
Sindangsari	id=g:6398573
Hegarmanah	id=g:6398574
Sukajaya	id=g:6398575
Kertamulya	id=g:6398576
Kertamukti	id=g:6398577
Pesarean	id=g:6398578
Kertaraharja	id=g:6398579
Tayuga	id=g:6398580
Gunung Bongkok	id=g:6398581
Gunung Sumbul	id=g:6398582
Pasir Biru	id=g:6398583
Kubang Girang	id=g:6398584
Kubang Hilir	id=g:6398585
Cikaracak Satu	id=g:6398586
Cikaracak Dua	id=g:6398587
Gunung Dengglong	id=g:6398588
Blokselasa	id=g:6398589
Pasir Barui	id=g:6398590
Mekerjaya	id=g:6398591
Minggu	id=g:6398592
Singajaya	id=g:6398593
Kecamatan Sukahaji	id=g:6398594
Kecamatan Rajagaluh	id=g:6398595
Ci Buntu	id=g:6398596
Desa Ciranggem	id=g:6399408
Desa Cisampih	id=g:6399409
Desa Cibodas	id=g:6399410
Desa Cengal	id=g:6399411
Desa Cimanintin	id=g:6399412
Desa Sukamanah	id=g:6399413
Desa Cipeundeuy	id=g:6399414
Desa Mekarasih	id=g:6399415
Desa Sarimekar	id=g:6399416
Desa Banjarsari	id=g:6399417
Desa Kirisik	id=g:6399418
Desa Sadawangi	id=g:6399419
Desa Mekarwangi	id=g:6399420
Desa Kepuh	id=g:6399421
Desa Babakansari	id=g:6399422
Desa Gununglarang	id=g:6399423
Desa Bantarujeg	id=g:6399424
Desa Sukajadi	id=g:6399425
Desa Padarek	id=g:6399426
Desa Margajaya	id=g:6399427
Desa Kalapadua	id=g:6399428
Desa Mekarmulya	id=g:6399429
Desa Ganjaresik	id=g:6399430
Desa Cimungkal	id=g:6399431
Burujul	id=g:6399432
Cikandang	id=g:6399433
Pasirkaliki	id=g:6399434
Telagadatar	id=g:6399435
Ciawi	id=g:6399436
Sukasari	id=g:6399437
Pasir Walet	id=g:6399438
Ci Bantarbodas	id=g:6399439
Pasir Sadapura	id=g:6399440
Pasir Caringin	id=g:6399441
Karamas	id=g:6399442
Pasir Kunci	id=g:6399443
Pangkalan	id=g:6399444
Pamelangan	id=g:6399445
Pasirkunci	id=g:6399446
Palasari	id=g:6399447
Ci Tayeum	id=g:6399448
Buniasih	id=g:6399449
Cipurut	id=g:6399450
Cibodas	id=g:6399451
Pasir Karasak	id=g:6399452
Ci Tapen	id=g:6399453
Kali Babakan	id=g:6399454
Linggawangi	id=g:6399455
Pasir Cimeong	id=g:6399456
Citayeum Kaler	id=g:6399457
Sindanghurip	id=g:6399458
Citayeum Kidul	id=g:6399459
Ciranggem	id=g:6399460
Ci Patahunan	id=g:6399461
Cibareubeu	id=g:6399462
Cibuyung	id=g:6399463
Kecamatan Wado	id=g:6399464
Pasir Ompang	id=g:6399465
Gunung Paneuy	id=g:6399466
Ci Dareu	id=g:6399467
Mekarjaya	id=g:6399468
Ciwaru	id=g:6399469
Ci Jaweu	id=g:6399470
Cikukulu	id=g:6399471
Cidarma	id=g:6399472
Legokrandu	id=g:6399473
Kadumalik	id=g:6399474
Cikawoan	id=g:6399475
Kadus	id=g:6399476
Cirelek	id=g:6399477
Babakan	id=g:6399478
Ci Sukiheun	id=g:6399479
Ci Kuya	id=g:6399480
Kebonbaru	id=g:6399481
Sukamanah	id=g:6399482
Cibala	id=g:6399483
Cikoneng	id=g:6399484
Ciupih	id=g:6399485
Banjarsari	id=g:6399486
Paninjoan	id=g:6399487
Pajagan	id=g:6399488
Cisalak	id=g:6399489
Langensari	id=g:6399490
Cikulur	id=g:6399491
Sukamanah	id=g:6399492
Ciurug	id=g:6399493
Budisari	id=g:6399494
Sukamaju	id=g:6399495
Koraya	id=g:6399496
Karanganyar	id=g:6399497
Mekarjaya	id=g:6399498
Pasir Bunisakit	id=g:6399499
Nagra	id=g:6399500
Nganceng	id=g:6399501
Kubang	id=g:6399502
Cinangsi	id=g:6399503
Pasir Tilil	id=g:6399504
Cipeteuy	id=g:6399505
Sirnagalih	id=g:6399506
Ci Buyut	id=g:6399507
Ci Pinang	id=g:6399508
Bantarmerak	id=g:6399509
Ci Baleundung	id=g:6399510
Cipicung	id=g:6399511
Medalaksana	id=g:6399512
Ci Picung	id=g:6399513
Ci Gintung	id=g:6399514
Ci Keruh	id=g:6399515
Ci Saar	id=g:6399516
Cisaar	id=g:6399517
Pasirgebang	id=g:6399518
Pintu	id=g:6399519
Sukamukti	id=g:6399520
Pasir Sauh	id=g:6399521
Banjarasih	id=g:6399522
Cipicung	id=g:6399523
Pasir Balabuk	id=g:6399524
Sukajaya	id=g:6399525
Pasirpadang	id=g:6399526
Rancamaneuh	id=g:6399527
Sukamenak	id=g:6399528
Cadasri	id=g:6399529
Sindangasih	id=g:6399530
Cibaleker	id=g:6399531
Cirayun	id=g:6399532
Paseh	id=g:6399533
Gunungcanggah	id=g:6399534
Salado	id=g:6399535
Sindangsuka	id=g:6399536
Mekarwangi	id=g:6399537
Gandasari	id=g:6399538
Babakan	id=g:6399539
Kubang	id=g:6399540
Ci Wangi	id=g:6399541
Pajagan	id=g:6399542
Cikapundung	id=g:6399543
Sedong	id=g:6399544
Jagatapa	id=g:6399545
Ci Hikeu	id=g:6399546
Ci Wiru	id=g:6399547
Sudimampir	id=g:6399548
Pangauban	id=g:6399549
Eureunsono	id=g:6399550
Pasirjengkol	id=g:6399551
Kukulu	id=g:6399552
Sukapula	id=g:6399553
Ci Terus	id=g:6399554
Sadawangi Landeuh	id=g:6399555
Sukajaya	id=g:6399556
Cinangka	id=g:6399557
Sadawangi	id=g:6399558
Kecamatan Lemahsugih	id=g:6399559
Ci Teureup	id=g:6399560
Sukamanah	id=g:6399561
Cipondoh	id=g:6399562
Sukanagara	id=g:6399563
Ci Lutung	id=g:6399564
Cisalak	id=g:6399565
Cigunung	id=g:6399566
Babakansari	id=g:6399567
Babakanjati	id=g:6399568
Bantarujeg Kaler	id=g:6399569
Cigeudang	id=g:6399570
Ci Hieum	id=g:6399571
Jati	id=g:6399572
Ganjartemu	id=g:6399573
Ci Bobo	id=g:6399574
Ciwangi	id=g:6399575
Ujungjaya	id=g:6399576
Pasir Jugul	id=g:6399577
Sukarasa	id=g:6399578
Sukanyiru	id=g:6399579
Cikadongdong	id=g:6399580
Sinoman	id=g:6399581
Sindangsari	id=g:6399582
Sawahloa	id=g:6399583
Simpur	id=g:6399584
Pagelaran	id=g:6399585
Cipicung	id=g:6399586
Cibitung	id=g:6399587
Buniasih	id=g:6399588
Sukaluyu	id=g:6399589
Sukajadi	id=g:6399590
Cidarepa	id=g:6399591
Cimungkal	id=g:6399592
Sukamanah	id=g:6399593
Geusali	id=g:6399594
Ci Kabeet	id=g:6399595
Guranteng	id=g:6399596
Cinangka	id=g:6399597
Sukawangi	id=g:6399598
Cipedang	id=g:6399599
Pasirhanja	id=g:6399600
Tarikolot	id=g:6399601
Cibulakan	id=g:6399602
Cilengkrang	id=g:6399603
Ci Pangrapihan	id=g:6399604
Mananti	id=g:6399605
Padarek	id=g:6399606
Desa	id=g:6399607
Cicariang	id=g:6399608
Babakan	id=g:6399609
Cipining	id=g:6399610
Dayeuhpanjang	id=g:6399611
Cigobang	id=g:6399612
Panyalahan Kaler	id=g:6399613
Rancabalong	id=g:6399614
Cikonjang	id=g:6399615
Pasir Seureuh	id=g:6399616
Seureuh	id=g:6399617
Cibeurih	id=g:6399618
Cikiara	id=g:6399619
Batujurung	id=g:6399620
Nyalindung	id=g:6399621
Buyut	id=g:6399622
Cieurih	id=g:6399623
Panyalahan Kidul	id=g:6399624
Desa	id=g:6399625
Jamilega	id=g:6399626
Ci Sampih	id=g:6399627
Ci Gunung	id=g:6399628
Desa Cipicung	id=g:6399629
Desa Pasanggrahan	id=g:6399630
Desa Malongpong	id=g:6399631
Desa Maja Utara	id=g:6399632
Desa Paniis	id=g:6399633
Desa Maja Selatan	id=g:6399634
Desa Haurseah	id=g:6399635
Desa Sukadana	id=g:6399636
Desa Sukasari Kaler	id=g:6399637
Desa Sukasari Kidul	id=g:6399638
Desa Sadasari	id=g:6399639
Desa Tegalsari	id=g:6399640
Desa Anggrawati	id=g:6399641
Desa Sagara	id=g:6399642
Desa Wanahayu	id=g:6399643
Desa Sukamenak	id=g:6399644
Desa Haurgeulis	id=g:6399645
Desa Cimeong	id=g:6399646
Desa Kagok	id=g:6399647
Desa Banjaran	id=g:6399648
Desa Panyindangan	id=g:6399649
Desa Sindangpala	id=g:6399650
Desa Kareo	id=g:6399651
Desa Darmalarang	id=g:6399652
Desa Sunia	id=g:6399653
Desa Sangiang	id=g:6399654
Desa Cibunut	id=g:6399655
Desa Tejamulya	id=g:6399656
Desa Argalingga	id=g:6399657
Desa Gunungwangi	id=g:6399658
Desa Gunungmanik	id=g:6399659
Desa Sunia Baru	id=g:6399660
Desa Kancana	id=g:6399661
Desa Cilancang	id=g:6399662
Desa Sunalari	id=g:6399663
Desa Ketrahayu	id=g:6399664
Desa Sukasari	id=g:6399665
Desa Argasari	id=g:6399666
Desa Cicanir	id=g:6399667
Desa Salado	id=g:6399668
Desa Ganeas	id=g:6399669
Desa Genteng	id=g:6399670
Desa Talaga Wetan	id=g:6399671
Desa Hegarmanah	id=g:6399672
Desa Talaga Kulon	id=g:6399673
Desa Sukaperna	id=g:6399674
Desa Mekarraharja	id=g:6399675
Desa Cinambo	id=g:6399676
Desa Cikidang	id=g:6399677
Desa Wado Wetan	id=g:6399678
Desa Silihwangi	id=g:6399679
Desa Salawangi	id=g:6399680
Desa Campaga	id=g:6399681
Kalapadua	id=g:6399682
Cijurey Kidul	id=g:6399683
Panyindangan	id=g:6399684
Cieurih	id=g:6399685
Kecamatan Maja	id=g:6399686
Pasanggrahan	id=g:6399687
Sukaasih	id=g:6399688
Cikedung	id=g:6399689
Haurhuni	id=g:6399690
Sukamulya	id=g:6399691
Ci Jambe	id=g:6399692
Sukamaju	id=g:6399693
Gunungwangi	id=g:6399694
Bojong	id=g:6399695
Mekarmulya	id=g:6399696
Gunung Wangi	id=g:6399697
Kecamatan Argapura	id=g:6399698
Haurseah	id=g:6399699
Tarikolot	id=g:6399700
Nugraha	id=g:6399701
Sukalilah	id=g:6399702
Pasir Pari	id=g:6399703
Lumaju	id=g:6399704
Sukamurni	id=g:6399705
Mangkubumi	id=g:6399706
Babakan	id=g:6399707
Tumenggung	id=g:6399708
Ci Rahayu	id=g:6399709
Sukahurang	id=g:6399710
Kecamatan Pembantu Banjaran	id=g:6399711
Mekarahayu	id=g:6399712
Malongpong	id=g:6399713
Sukamanah	id=g:6399714
Ci Picung	id=g:6399715
Gumulung	id=g:6399716
Pasir Tega	id=g:6399717
Ci Tamiang	id=g:6399718
Ci Kalapa	id=g:6399719
Tinggar	id=g:6399720
Sirihwati	id=g:6399721
Gunungwindu	id=g:6399722
Gunung Windu	id=g:6399723
Cipicung	id=g:6399724
Anggrawati	id=g:6399725
Ci Peundeuy	id=g:6399726
Cimara	id=g:6399727
Salamangu	id=g:6399728
Karangsari	id=g:6399729
Mekarsari	id=g:6399730
Tegalsari	id=g:6399731
Sadasari	id=g:6399732
Gunungherang Tonggoh	id=g:6399733
Gunungherang Landeuh	id=g:6399734
Jerokaso	id=g:6399735
Ci Bihuk	id=g:6399736
Jingkang	id=g:6399737
Rakesan	id=g:6399738
Desa Banjaran	id=g:6399739
Balanongan	id=g:6399740
Sukamanah	id=g:6399741
Argalingga	id=g:6399742
Cilegok	id=g:6399743
Kawung	id=g:6399744
Babakan Kaler	id=g:6399745
Sukamukti	id=g:6399746
Taman	id=g:6399747
Gunungpasir	id=g:6399748
Gunungtengah	id=g:6399749
Linggasari	id=g:6399750
Sukmajaya	id=g:6399751
Panyekaran	id=g:6399752
Tejapermana	id=g:6399753
Payungsari	id=g:6399754
Ramasari	id=g:6399755
Mekarsari	id=g:6399756
Sindusari	id=g:6399757
Hegarsari	id=g:6399758
Sukasari Kaler	id=g:6399759
Galumpit	id=g:6399760
Cimuncang	id=g:6399761
Cadas	id=g:6399762
Ci Barengkak	id=g:6399763
Cigunung	id=g:6399764
Ci Longkrang	id=g:6399765
Cengal	id=g:6399766
Langgeng	id=g:6399767
Lebaklarang	id=g:6399768
Cintapada	id=g:6399769
Calincing	id=g:6399770
Cibogo	id=g:6399771
Tarikolot	id=g:6399772
Ci Cemplang	id=g:6399773
Tejaguna	id=g:6399774
Palasari	id=g:6399775
Gunungsari	id=g:6399776
Babakan Kulon	id=g:6399777
Cirahayu	id=g:6399778
Ci Panas	id=g:6399779
Cibuluh	id=g:6399780
Ci Mampira	id=g:6399781
Tejamulya	id=g:6399782
Mekarjaya	id=g:6399783
Mekarsari	id=g:6399784
Galasari	id=g:6399785
Sukaresmi	id=g:6399786
Ci Suluheun	id=g:6399787
Lengkong	id=g:6399788
Singasari	id=g:6399789
Sindangmangu	id=g:6399790
Wanajaya	id=g:6399791
Pamulihan	id=g:6399792
Gunung Cangkuang	id=g:6399793
Cibunut	id=g:6399794
Cibunut Kulon	id=g:6399795
Cibunut Wetan	id=g:6399796
Ci Kamangi	id=g:6399797
Pasirbitung	id=g:6399798
Gunung Godon	id=g:6399799
Panyaweuyan	id=g:6399800
Cukangsari	id=g:6399801
Cukangbao	id=g:6399802
Garasiang	id=g:6399803
Pangkalan	id=g:6399804
