Ntambu	id=g:900486
Muloso	id=g:904587
Mulosi	id=g:904588
Mulopwi	id=g:904589
Mulopwe Village	id=g:904590
Mulopwe	id=g:904591
Mulopwe	id=g:904592
Mulopwe	id=g:904593
Mulopwe	id=g:904594
Mulope	id=g:904595
Mulopahatundu	id=g:904596
Mulopa	id=g:904597
Mulonsha	id=g:904598
Mulongwe	id=g:904599
Mulongwe	id=g:904600
Mulongwe	id=g:904601
Mulongoti	id=g:904602
Mulongosi	id=g:904603
Mulongoshi	id=g:904604
Mulongo	id=g:904605
Mulongo	id=g:904606
Mulonga-wa-Lwila	id=g:904607
Mulonga Plain	id=g:904608
Mulongamesha	id=g:904609
Mulonga	id=g:904610
Mulonga	id=g:904611
Mulonga	id=g:904612
Mulonga	id=g:904613
Mulonga	id=g:904614
Mulonga	id=g:904615
Mulondoshi	id=g:904616
Mulondoshi	id=g:904617
Mulondola	id=g:904618
Mulondola	id=g:904619
Mulonde	id=g:904620
Mulonda Siwila	id=g:904621
Mulonda	id=g:904622
Mulonda	id=g:904623
Mulonda	id=g:904624
Mulomwana	id=g:904625
Mulomo	id=g:904626
Mulombwe	id=g:904627
Mulombwe	id=g:904628
Mulombwe	id=g:904629
Mulombwe	id=g:904630
Mulombwashi	id=g:904631
Mulombwa	id=g:904632
Mulombwa	id=g:904633
Mulombelwa	id=g:904634
Mulombelela	id=g:904635
Mulomba	id=g:904636
Mulolobela	id=g:904637
Mulolo	id=g:904638
Mulola Pool	id=g:904639
Mulola Hill	id=g:904640
Mulola	id=g:904641
Mulola	id=g:904642
Mulola	id=g:904643
Mulola	id=g:904644
Muloka	id=g:904645
Muloji	id=g:904646
Mulofwa	id=g:904647
Mulobola Mission	id=g:904648
Mulobola Hill	id=g:904649
Mulobola	id=g:904650
Mulobezi	id=g:904651
Mulobezi	id=g:904652
Mulobela	id=g:904653
Mulobela	id=g:904654
Mulobeka	id=g:904655
Mulobe	id=g:904656
Mulobe	id=g:904657
Muloba	id=g:904658
Muliyundo	id=g:904659
Muliya	id=g:904660
Muliya	id=g:904661
Muliwana	id=g:904662
Mulitikita	id=g:904663
Mulite	id=g:904664
Mulite	id=g:904665
Mulise	id=g:904666
Mulisa	id=g:904667
Muliro School	id=g:904668
Mulirangombe	id=g:904669
Mulira	id=g:904670
Mulioweni	id=g:904671
Muliokela	id=g:904672
Muliokela	id=g:904673
Mulingaza	id=g:904674
Mulinga	id=g:904675
Mulinga	id=g:904676
Mulindwa Village	id=g:904677
Mulindi	id=g:904678
Mulindi	id=g:904679
Mulinde	id=g:904680
Mulindangombe	id=g:904681
Mulinda	id=g:904682
Mulinda	id=g:904683
Mulinda	id=g:904684
Mulinda	id=g:904685
Mulinda	id=g:904686
Mulimo	id=g:904687
Mulimbwa	id=g:904688
Mulimbula	id=g:904689
Mulimbu	id=g:904690
Mulimbo	id=g:904691
Mulimbo	id=g:904692
Mulimbika	id=g:904693
Mulimbika	id=g:904694
Mulimba	id=g:904695
Mulimba	id=g:904696
Mulimba	id=g:904697
Mulimba	id=g:904698
Mulimba	id=g:904699
Mulimba	id=g:904700
Mulimba	id=g:904701
Mulimashiba	id=g:904702
Mulimakuli	id=g:904703
Mulima	id=g:904704
Mulima	id=g:904705
Mulilwe	id=g:904706
Mulilwa	id=g:904707
Mulilo School	id=g:904708
Mulilo School	id=g:904709
Mulilo	id=g:904710
Mulilo	id=g:904711
Mulilo	id=g:904712
Mulilo	id=g:904713
Mulilo	id=g:904714
Mulilo	id=g:904715
Mulilo	id=g:904716
Mulilo	id=g:904717
Mulilo	id=g:904718
Mulilo	id=g:904719
Mulilo	id=g:904720
Mulilo	id=g:904721
Mulilo	id=g:904722
Muliliwa	id=g:904723
Mulilima	id=g:904724
Mulilika	id=g:904725
Mulile	id=g:904726
Mulilantambo	id=g:904727
Mulilansolo Mission	id=g:904728
Mulilansolo	id=g:904729
Mulilansolo	id=g:904730
Mulilansolo	id=g:904731
Mulilanshima Hill	id=g:904732
Mulilanondo	id=g:904733
Mulilankalamo	id=g:904734
Mulilangombe	id=g:904735
Mulilangoma	id=g:904736
Mulilane	id=g:904737
Mulilamana	id=g:904738
Mulila	id=g:904739
Mulila	id=g:904740
Mulikita	id=g:904741
Mulikita	id=g:904742
Mulikelela	id=g:904743
Mulife	id=g:904744
Mulife	id=g:904745
Mulia Wa Nyonge	id=g:904746
Muliata	id=g:904747
Muliashi	id=g:904748
Milyashi	id=g:904749
Muliansansolo	id=g:904750
Muliandua	id=g:904751
Muleza	id=g:904752
Muleza	id=g:904753
Muleyawaini Hills	id=g:904754
Muleya	id=g:904755
Muleya	id=g:904756
Mulewa	id=g:904757
Mulewa	id=g:904758
Mulewa	id=g:904759
Muletwa	id=g:904760
Muletelelwa	id=g:904761
Muleta	id=g:904762
Muleswa	id=g:904763
Mulepu	id=g:904764
Mulenshi	id=g:904765
Mulengwe	id=g:904766
Mulengwa Cut	id=g:904767
Mulengwa	id=g:904768
Mulengwa	id=g:904769
Mulengo	id=g:904770
Mulengo	id=g:904771
Mulenge	id=g:904772
Mulenge	id=g:904773
Mulenga-Sabe	id=g:904774
Mulenga Protected Forest Area	id=g:904775
Mulenga-Kasofu	id=g:904776
Mulenga Forest	id=g:904777
Mulenga	id=g:904778
Mulenga	id=g:904779
Mulenga	id=g:904780
Mulenga	id=g:904781
Mulendo	id=g:904782
Mulendema	id=g:904783
Mulendema	id=g:904784
Mulenda	id=g:904785
Mulenda	id=g:904786
Mulena Mukwae	id=g:904787
Mulena Mbowanjikana	id=g:904788
Mulemwa	id=g:904789
Mulemwa	id=g:904790
Mulemwa	id=g:904791
Mulemu	id=g:904792
Mulemi	id=g:904793
Mulemi	id=g:904794
Mulemewangombe	id=g:904795
Mulemetawe	id=g:904796
Mulemena	id=g:904797
Muleme	id=g:904798
Mulembula	id=g:904799
Mulembo	id=g:904800
Mulembo	id=g:904801
Mulembo	id=g:904802
Mulembo	id=g:904803
Mulembo	id=g:904804
Mulembo	id=g:904805
Mulembo	id=g:904806
Mulembo	id=g:904807
Mulembe	id=g:904808
Mulembe	id=g:904809
Mulemba	id=g:904810
Mulemba	id=g:904811
Mulema	id=g:904812
Mulelo	id=g:904813
Mulele Zambwe	id=g:904814
Mulelewa	id=g:904815
Mulele Plain	id=g:904816
Mulelemele	id=g:904817
Mulelekwa	id=g:904818
Mulele	id=g:904819
Mulele	id=g:904820
Mulele	id=g:904821
Mulele	id=g:904822
Mulele	id=g:904823
Mulele	id=g:904824
Mulela	id=g:904825
Mulela	id=g:904826
Muleki	id=g:904827
Mulekelwa	id=g:904828
Mulekatembo	id=g:904829
Muleka School	id=g:904830
Muleka	id=g:904831
Muleka	id=g:904832
Muleka	id=g:904833
Muleba	id=g:904834
Mulayo	id=g:904835
Mulayo	id=g:904836
Mulaye	id=g:904837
Mulaya	id=g:904838
Mulawuzi	id=g:904839
Mulawuzi	id=g:904840
Mulawira	id=g:904841
Mulawa	id=g:904842
Mulawa	id=g:904843
Mulawa	id=g:904844
Mulavu	id=g:904845
Mulaushi	id=g:904846
Mulaushi	id=g:904847
Mulauli School	id=g:904848
Mulauli	id=g:904849
Mulauli	id=g:904850
Mulauli	id=g:904851
Mulateshi	id=g:904852
Mulata	id=g:904853
Mulapani	id=g:904854
Mulapani	id=g:904855
Mulapane	id=g:904856
Mulanshi	id=g:904857
Mulangwana	id=g:904858
Mulangwa	id=g:904859
Mulangu School	id=g:904860
Mulangula	id=g:904861
Mulangu	id=g:904862
Mulangu	id=g:904863
Mulangosi	id=g:904864
Mulangi	id=g:904865
Mulanga Mission	id=g:904866
Mulanga	id=g:904867
Mulanga	id=g:904868
Mulanfwi	id=g:904869
Mulandola	id=g:904870
Mulando	id=g:904871
Mulando	id=g:904872
Mulandema	id=g:904873
Mulanda	id=g:904874
Mulampa	id=g:904875
Mulamfu School	id=g:904876
Mulamfu	id=g:904877
Mulamfu	id=g:904878
Mulambwesa	id=g:904879
Mulambwe	id=g:904880
Mulambwana	id=g:904881
Mulambwa	id=g:904882
Mulambwa	id=g:904883
Mulambwa	id=g:904884
Mulambwa	id=g:904885
Mulambo	id=g:904886
Mulambo	id=g:904887
Mulambi	id=g:904888
Mulambi	id=g:904889
Mulambalala	id=g:904890
Mulambakaza	id=g:904891
Mulamba Hill	id=g:904892
Mulamba	id=g:904893
Mulamba	id=g:904894
Mulamba	id=g:904895
Mulamba	id=g:904896
Mulamba	id=g:904897
Mulamba	id=g:904898
Mulamatila	id=g:904899
Mulamata	id=g:904900
Mulalu	id=g:904901
Mulalu	id=g:904902
Mulalo	id=g:904903
Mulalila	id=g:904904
Mulalashi	id=g:904905
Mulalashi	id=g:904906
Mulalabungu	id=g:904907
Mulala	id=g:904908
Mulala	id=g:904909
Mulala	id=g:904910
Mulakwa	id=g:904911
Mulaku	id=g:904912
Mulako	id=g:904913
Mulako	id=g:904914
Mulako	id=g:904915
Mulafu	id=g:904916
Mulabo	id=g:904917
Mulabiyoni	id=g:904918
Mukwokwo	id=g:904919
Mukwita	id=g:904920
Mukwita	id=g:904921
Mukwita	id=g:904922
Mukwita	id=g:904923
Mukwita	id=g:904924
Mukwita	id=g:904925
Mukwisi	id=g:904926
Mukwinu	id=g:904927
Mukwikile	id=g:904928
Mukwerafungwe	id=g:904929
Mukwenje	id=g:904930
Mukwenda	id=g:904931
Mukwemba	id=g:904932
Mukwelakasasa	id=g:904933
Mukwela	id=g:904934
Mukwela	id=g:904935
Mukwe	id=g:904936
Mukwe	id=g:904937
Mukwavi	id=g:904938
Mukwato	id=g:904939
Mukwasilume	id=g:904940
Mukwashi	id=g:904941
Mukwanya	id=g:904942
Mukwanta	id=g:904943
Mukwangwa	id=g:904944
Mukwangwa	id=g:904945
Mukwambi	id=g:904946
Mukwamba	id=g:904947
Mukwamba	id=g:904948
Mukwamandi	id=g:904949
Mukwamandi	id=g:904950
Mukwama	id=g:904951
Mukwama	id=g:904952
Mukwala	id=g:904953
Mukwala	id=g:904954
Mukwala	id=g:904955
Mukwakwa	id=g:904956
Mukwakwa	id=g:904957
Mukwakwa	id=g:904958
Mukwakwa	id=g:904959
Mukwakwa	id=g:904960
Mukwakwa	id=g:904961
Mukwakwa	id=g:904962
Mukwa	id=g:904963
Mukwa	id=g:904964
Mukviu	id=g:904965
Mukuyu	id=g:904966
Mukuyu	id=g:904967
Mukuyoya	id=g:904968
Mukuwe	id=g:904969
Mukuwe	id=g:904970
Mukuwamba	id=g:904971
Mukuwa	id=g:904972
Mukuwa	id=g:904973
Mukuwa	id=g:904974
Mukuwa	id=g:904975
Mukuwa	id=g:904976
Mukutula	id=g:904977
Mukutula	id=g:904978
Mukuti	id=g:904979
Mukute	id=g:904980
Mukuta	id=g:904981
Mukuswane	id=g:904982
Mukushi	id=g:904983
Mukushe	id=g:904984
Mukuru	id=g:904985
Mukura	id=g:904986
Mukupulu	id=g:904987
Mukupa	id=g:904988
Mukupa	id=g:904989
Mukupa	id=g:904990
Mukupa	id=g:904991
Mukunya	id=g:904992
Mukunsa	id=g:904993
Mukunkwa Channel	id=g:904994
Mukunku	id=g:904995
Mukunku	id=g:904996
Mukunku	id=g:904997
Mukunku	id=g:904998
Mukunkiki Mission	id=g:904999
Mukunkiki	id=g:905000
Mukunkiki	id=g:905001
Makunka	id=g:905002
Mukuni Pool	id=g:905003
Mukuni	id=g:905004
Mukuni	id=g:905005
Mukuni	id=g:905006
Mukuni	id=g:905007
Mukuni	id=g:905008
Mukungwe	id=g:905009
Mukungwa	id=g:905010
Mukungwa	id=g:905011
Mukungusi	id=g:905012
Mukungule	id=g:905013
Mukungule	id=g:905014
Mukungubuka	id=g:905015
Mukungu	id=g:905016
Mukungu	id=g:905017
Mukungu	id=g:905018
Mukungu	id=g:905019
Mukungu	id=g:905020
Mukungu	id=g:905021
Mukungu	id=g:905022
Mukungele	id=g:905023
Mukungaluyi	id=g:905024
Mukunga	id=g:905025
Mukunga	id=g:905026
Mukundwiji	id=g:905027
Mukundushi	id=g:905028
Mukundelonde	id=g:905029
Mukunda	id=g:905030
Mukunchani	id=g:905031
Mukunashi	id=g:905032
Mukunashi	id=g:905033
Mukuna	id=g:905034
Mukumwakumwa	id=g:905035
Mukumena	id=g:905036
Mukume	id=g:905037
Mukumbuta	id=g:905038
Mukumbu	id=g:905039
Mukumbi Lubinga	id=g:905040
Mukumbila	id=g:905041
Mukumbi	id=g:905042
Mukumbi	id=g:905043
Mukumbi	id=g:905044
Mukumbangombe Channel	id=g:905045
Mukumba	id=g:905046
Mukumba	id=g:905047
Mukumba	id=g:905048
Mukumba	id=g:905049
Mukulwe	id=g:905050
Mukulwamwandi	id=g:905051
Mukulwa Mutiyo	id=g:905052
Mukulwambula	id=g:905053
Mukulwambula	id=g:905054
Mukulwakashiko	id=g:905055
Mukulusungu	id=g:905056
Mukululu	id=g:905057
Mukulubwe	id=g:905058
Mukulubungo	id=g:905059
Mukulu	id=g:905060
Mukulu	id=g:905061
Mukulu	id=g:905062
Mukulo	id=g:905063
Mukulisho	id=g:905064
Mukuli	id=g:905065
Mukulefumo	id=g:905066
Mukulefumo	id=g:905067
Mukulaula	id=g:905068
Mukulaikwa	id=g:905069
Mukula	id=g:905070
Mukula	id=g:905071
Mukula	id=g:905072
Mukukutwa	id=g:905073
Mukukutu	id=g:905074
Mukukutu	id=g:905075
Mukuku	id=g:905076
Mukuku	id=g:905077
Mukuku	id=g:905078
Mukuku	id=g:905079
Mukuka	id=g:905080
Mukudami	id=g:905081
Mukubwe-Tiki	id=g:905082
Mukubwe Court House	id=g:905083
Mukubwe	id=g:905084
Mukubu	id=g:905085
Mukubesa	id=g:905086
Mukubela	id=g:905087
Mukuba	id=g:905088
Mukuba	id=g:905089
Mukua	id=g:905090
Mukoye	id=g:905091
Mukowera	id=g:905092
Mukowa	id=g:905093
Mukoti	id=g:905094
Mukosivumba	id=g:905095
Mukosiku	id=g:905096
Mukosiku	id=g:905097
Mukoshya Chita	id=g:905098
Mukosho	id=g:905099
Mukosha	id=g:905100
Mukopora	id=g:905101
Mukopola	id=g:905102
Mukopola	id=g:905103
Mukopekope	id=g:905104
Mukope	id=g:905105
Mukopa	id=g:905106
Mukopa	id=g:905107
Mukonta Hill	id=g:905108
Mukonso	id=g:905109
Mukonshi	id=g:905110
Mukono	id=g:905111
Mukonka	id=g:905112
Mukonka	id=g:905113
Mukonka	id=g:905114
Mukonje	id=g:905115
Mukongo	id=g:905116
Mukongo	id=g:905117
Mukongo	id=g:905118
Mukonga	id=g:905119
Mukondu	id=g:905120
Mukondola	id=g:905121
Mukondo	id=g:905122
Mukonde Forest	id=g:905123
Mukonda	id=g:905124
Mukonda	id=g:905125
Mukonda	id=g:905126
Mukonda	id=g:905127
Mukonchi	id=g:905128
Mukomona	id=g:905129
Mukombwe	id=g:905130
Mukombwe	id=g:905131
Mukombola	id=g:905132
Mukombo	id=g:905133
Mukombo	id=g:905134
Mukomba	id=g:905135
Mukomba	id=g:905136
Mukomadzi	id=g:905137
Mukoma	id=g:905138
Mukolwe	id=g:905139
Mukoloso	id=g:905140
Mukolomoka	id=g:905141
Mukoloba	id=g:905142
Mukolo	id=g:905143
Mukolo	id=g:905144
Mukolima	id=g:905145
Mukola	id=g:905146
Mukola	id=g:905147
Mukokwa	id=g:905148
Mukoko	id=g:905149
Mukoko	id=g:905150
Mukoko	id=g:905151
Mukoke	id=g:905152
Mukoka	id=g:905153
Mukobola	id=g:905154
Mukobo	id=g:905155
Mukobo	id=g:905156
Mukobela School	id=g:905157
Mukobela	id=g:905158
Mukobela	id=g:905159
Mukobeko School	id=g:905160
Mukobeko	id=g:905161
Mukobeko	id=g:905162
Mukobanshi	id=g:905163
Mukoba	id=g:905164
Mukoba	id=g:905165
Muko	id=g:905166
Mukiyo	id=g:905167
Mukinge Hill	id=g:905168
Mukinge Hill	id=g:905169
Mukinga	id=g:905170
Muketwa	id=g:905171
Muketoye	id=g:905172
Muketi	id=g:905173
Mukete	id=g:905174
Mukesha	id=g:905175
Mukenu	id=g:905176
Mukeni	id=g:905177
Mukengu Hill	id=g:905178
Mukengelekesha	id=g:905179
Mukenge	id=g:905180
Mukenge	id=g:905181
Mukengami	id=g:905182
Mukenelekwa	id=g:905183
Mukendwa	id=g:905184
Mukendwa	id=g:905185
Mukendenge	id=g:905186
Mukenda	id=g:905187
Mukenamongi	id=g:905188
Mukena	id=g:905189
Mukena	id=g:905190
Mukema	id=g:905191
Mukeleto	id=g:905192
Mukeleshi	id=g:905193
Mukeleshi	id=g:905194
Mukeleki	id=g:905195
Mukelekete	id=g:905196
Mukeleketa	id=g:905197
Mukelabai	id=g:905198
Mukelabai	id=g:905199
Mukelabai	id=g:905200
Mukelabai	id=g:905201
Mukelabai	id=g:905202
Mukelabai	id=g:905203
Mukelabai	id=g:905204
Mukela	id=g:905205
Mukela	id=g:905206
Mukela	id=g:905207
Mukela	id=g:905208
Mukeche	id=g:905209
Mukaziwa	id=g:905210
Mukazele	id=g:905211
Mukawo	id=g:905212
Mukawa	id=g:905213
Mukate	id=g:905214
Mukatamwene	id=g:905215
Mukatamwene	id=g:905216
Mukata	id=g:905217
Mukata	id=g:905218
Mukashichimbwa	id=g:905219
Mukasanga	id=g:905220
Mukasa	id=g:905221
Mukapomukau	id=g:905222
Mukapembi	id=g:905223
Mukantere	id=g:905224
Mukanso	id=g:905225
Mukankula	id=g:905226
Mukanko	id=g:905227
Mukankamano	id=g:905228
Mukankale	id=g:905229
Mukankala Channel	id=g:905230
Mukanka	id=g:905231
Mukangwe	id=g:905232
Mukangwa	id=g:905233
Mukangwa	id=g:905234
Mukangwa	id=g:905235
Mukangu	id=g:905236
Mukangu	id=g:905237
Mukango	id=g:905238
Mukangaula	id=g:905239
Mukangasa	id=g:905240
Mukangani	id=g:905241
Mukanga	id=g:905242
Mukanga	id=g:905243
Mukanga	id=g:905244
Mukanga	id=g:905245
Mukanga	id=g:905246
Mukanealu	id=g:905247
Mukandi	id=g:905248
Mukandawa	id=g:905249
Mukandarata	id=g:905250
Mukandamina	id=g:905251
Mukandakunda	id=g:905252
Mukanda	id=g:905253
Mukanda	id=g:905254
Mukana	id=g:905255
Mukana	id=g:905256
Mukana	id=g:905257
Mukana	id=g:905258
Mukamyambala	id=g:905259
Mukamyakanga	id=g:905260
Mukamwanji Hills	id=g:905261
Mukamwami	id=g:905262
Mukamunya	id=g:905263
Mukamumba	id=g:905264
Mukamulomo	id=g:905265
Mukamulimba	id=g:905266
Mukamufu	id=g:905267
Mukambo	id=g:905268
Mukambi Game Camp	id=g:905269
Mukambi	id=g:905270
Mukambena	id=g:905271
Mukamba	id=g:905272
Mukamba	id=g:905273
Mukamambo	id=g:905274
Mukamambo	id=g:905275
Mukamadzi	id=g:905276
Mukama	id=g:905277
Mukalula	id=g:905278
Mukalima	id=g:905279
Mukaliana	id=g:905280
Mukali	id=g:905281
Mukalashi	id=g:905282
Mukala	id=g:905283
Mukajenjente	id=g:905284
Mukaintu	id=g:905285
Mukai	id=g:905286
Mukade	id=g:905287
Mukacibanga	id=g:905288
Mukachi	id=g:905289
Mukabila	id=g:905290
Mukabi	id=g:905291
Mukabe	id=g:905292
Mukabe	id=g:905293
Mukabe	id=g:905294
Mukababu	id=g:905295
Mukaba	id=g:905296
Mukaba	id=g:905297
Muka	id=g:905298
Mujiwa	id=g:905299
Mujimbeji Mission	id=g:905300
Mujimbeji	id=g:905301
Mujimbeji	id=g:905302
Mujimanzovu School	id=g:905303
Mujimanzovu	id=g:905304
Mujila	id=g:905305
Mujika	id=g:905306
Mujiga Settlement	id=g:905307
Mujaya	id=g:905308
Mujalanyana	id=g:905309
Muitoto	id=g:905310
Muimui	id=g:905311
Muimui	id=g:905312
Muimba	id=g:905313
Muilalimua	id=g:905314
Muhululu	id=g:905315
Muhongo	id=g:905316
Muhongo	id=g:905317
Muhongo	id=g:905318
Muhonge Protected Forest Area	id=g:905319
Muhombo	id=g:905320
Caúla	id=g:905321
Muhitangani	id=g:905322
Muhini	id=g:905323
Muhienjo	id=g:905324
Muheto	id=g:905325
Muheto	id=g:905326
Muhato	id=g:905327
Muhata	id=g:905328
Muhanga	id=g:905329
Muhanga	id=g:905330
Muhale	id=g:905331
Muhalavi	id=g:905332
Muhala	id=g:905333
Mugugu	id=g:905334
Muguenka	id=g:905335
Mugoto	id=g:905336
Mugoti	id=g:905337
Mugonde	id=g:905338
Mugamya	id=g:905339
Mugalolo	id=g:905340
Muga	id=g:905341
Mufyeni	id=g:905342
Mufwinda	id=g:905343
Mufwie	id=g:905344
Mufweshia	id=g:905345
Mufwenkuku	id=g:905346
Mufwekela	id=g:905347
Mufweba	id=g:905348
Mufwaya	id=g:905349
Mufwaya	id=g:905350
Mufwashi	id=g:905351
Mufwashe	id=g:905352
Mufwanze	id=g:905353
Mufwakubili	id=g:905354
Mufwa	id=g:905355
Mufuzhi	id=g:905356
Mufuya	id=g:905357
Mufuwe Pan	id=g:905358
Mufuwa Wangile	id=g:905359
Mufuwa	id=g:905360
Mufushye	id=g:905361
Mufushi	id=g:905362
Mufushi	id=g:905363
Mufushi	id=g:905364
Mufushi	id=g:905365
Mufusa	id=g:905366
Mufunsi	id=g:905367
Mufunshi	id=g:905368
Mufungushi	id=g:905369
Mufungulwa	id=g:905370
Mufungulo	id=g:905371
Mufungoshi	id=g:905372
Mufungoshi	id=g:905373
Mufundwa Protected Forest Area	id=g:905374
Mufundwa B Protected Forest Area	id=g:905375
Mufundwa	id=g:905376
Mufumwanda Hill	id=g:905377
Mufumwanda	id=g:905378
Mufumpumuko	id=g:905379
Mufumbwe Mine	id=g:905380
Mufumbwe	id=g:905381
Mufumbwe	id=g:905382
Mufumbo	id=g:905383
Mufumbizi	id=g:905384
Mufumba	id=g:905385
Mufulwe Hills	id=g:905386
Mufulwe Hills	id=g:905387
Mufulira Stream	id=g:905388
Mufulira District	id=g:905389
Mufulira Clay Pits	id=g:905390
Mufulira Central	id=g:905391
Mufulira	id=g:905392
Mufulira	id=g:905393
Mufulira	id=g:905394
Mufulira	id=g:905395
Mufulira	id=g:905396
Mufuli	id=g:905397
Mufuli	id=g:905398
Mufulangulu	id=g:905399
Mufulane	id=g:905400
Mufula	id=g:905401
Mufukushi	id=g:905402
Mufukushi	id=g:905403
Mufukushi	id=g:905404
Mufuka	id=g:905405
Mufubushi	id=g:905406
Mufubushi	id=g:905407
Mufuba	id=g:905408
Mufuba	id=g:905409
Mufoye	id=g:905410
Muflandi	id=g:905411
Mufinsa	id=g:905412
Mufili	id=g:905413
Mufenyi	id=g:905414
Mufaya School	id=g:905415
Mufaya Kuta	id=g:905416
Mufaya	id=g:905417
Mufaya	id=g:905418
Mufaya	id=g:905419
Mufaya	id=g:905420
Mufana	id=g:905421
Mufana	id=g:905422
Mufaka	id=g:905423
Muembe	id=g:905424
Muema	id=g:905425
Muema	id=g:905426
Mudzimba	id=g:905427
Mudyanyama	id=g:905428
Mudululi	id=g:905429
Muduli Pool	id=g:905430
Muduli	id=g:905431
Mudimba	id=g:905432
Mudileje	id=g:905433
Mudeu	id=g:905434
Mudela Donga	id=g:905435
Mudanya	id=g:905436
Muchuto Stream	id=g:905437
Muchula	id=g:905438
Muchula	id=g:905439
Muchombo	id=g:905440
Mucholalinga	id=g:905441
Muchokachimongo	id=g:905442
Muchochoma	id=g:905443
Muchito	id=g:905444
Muchishi West	id=g:905445
Muchishi East	id=g:905446
Muchishe	id=g:905447
Muchisa	id=g:905448
Muchinka	id=g:905449
Muchinka	id=g:905450
Muchinka	id=g:905451
Muchinga Wambo Hill	id=g:905452
Muchinga School	id=g:905453
Muchinga Mountains	id=g:905454
Muchinga Kuta	id=g:905455
Muchinga Hills	id=g:905456
Muchinga Escarpment	id=g:905457
Muchinga	id=g:905458
Muchinga	id=g:905459
Muchinga	id=g:905460
Muchinga	id=g:905461
Muchindushi	id=g:905462
Muchinde	id=g:905463
Muchindamu	id=g:905464
Muchinda	id=g:905465
Muchinda	id=g:905466
Muchinda	id=g:905467
Muchinda	id=g:905468
Muchinda	id=g:905469
Muchinchi	id=g:905470
Muchimi	id=g:905471
Muchimena	id=g:905472
Muchimaezi	id=g:905473
Muchima	id=g:905474
Muchilisamba	id=g:905475
Muchilingwa	id=g:905476
Muchile Nzovu	id=g:905477
Muchila School	id=g:905478
Muchila	id=g:905479
Muchiki	id=g:905480
Muchesu	id=g:905481
Muchenje Swamp	id=g:905482
Muchenje Agricultural Station	id=g:905483
Muchenje	id=g:905484
Muchenje	id=g:905485
Muchengo	id=g:905486
Muchenge	id=g:905487
Muchenche	id=g:905488
Muchenamina	id=g:905489
Muchena	id=g:905490
Muchemeshi	id=g:905491
Muchemeshi	id=g:905492
Muchema	id=g:905493
Muchelembe	id=g:905494
Mucheleka	id=g:905495
Muchanta	id=g:905496
Muchalenga	id=g:905497
Muchabwe	id=g:905498
Muchabi Agriculture Station	id=g:905499
Muchabe	id=g:905500
Mucambila	id=g:905501
Mubulu	id=g:905502
Mubukanu	id=g:905503
Mubu	id=g:905504
Muboshi	id=g:905505
Muboshi	id=g:905506
Mubone	id=g:905507
Mubonda	id=g:905508
Mubonda	id=g:905509
Mubonda	id=g:905510
Mubofwe	id=g:905511
Mubitana	id=g:905512
Mubitamwinda	id=g:905513
Mubitakalunde	id=g:905514
Mubita Kalunde	id=g:905515
Mubita	id=g:905516
Mubita	id=g:905517
Mubita	id=g:905518
Mubita	id=g:905519
Mubita	id=g:905520
Mubita	id=g:905521
Mubita	id=g:905522
Mubita	id=g:905523
Mubita	id=g:905524
Mubita	id=g:905525
Mubita	id=g:905526
Mubita	id=g:905527
Mubita	id=g:905528
Mubita	id=g:905529
Mubita	id=g:905530
Mubita	id=g:905531
Mubita	id=g:905532
Mubita	id=g:905533
Mubi Pool	id=g:905534
Mubindi	id=g:905535
Mubinda	id=g:905536
Mubinda	id=g:905537
Mubili	id=g:905538
Mubiana	id=g:905539
Mubiana	id=g:905540
Mubiana	id=g:905541
Mubiana	id=g:905542
Mubiana	id=g:905543
Mubiana	id=g:905544
Mubiana	id=g:905545
Mubiana	id=g:905546
Mubeto	id=g:905547
Mubende	id=g:905548
Mubende	id=g:905549
Mubende	id=g:905550
Mubende	id=g:905551
Mubembe	id=g:905552
Mubemba	id=g:905553
Mubela	id=g:905554
Mubau	id=g:905555
Mubange	id=g:905556
Mubangakoni	id=g:905557
Mubanga	id=g:905558
Mubanga	id=g:905559
Mubanga	id=g:905560
Mubanga	id=g:905561
Mubanga	id=g:905562
Mubanda	id=g:905563
Mubambi	id=g:905564
Mubambalwe	id=g:905565
Mubalashi	id=g:905566
Mubalashi	id=g:905567
Muba	id=g:905568
Muba	id=g:905569
Muazimba	id=g:905570
Muanga	id=g:905571
Muana	id=g:905572
Mualuli	id=g:905573
Mtyola	id=g:905574
Mtwalu	id=g:905575
Mtwalo School	id=g:905576
Mtuta	id=g:905577
Mtusia	id=g:905578
Mturulaizi	id=g:905579
Mtupanyama	id=g:905580
Mtupa	id=g:905581
Mtunye School	id=g:905582
Mtunsya	id=g:905583
Mtunka	id=g:905584
Mtumpa	id=g:905585
Mtumba	id=g:905586
Mtulwa	id=g:905587
Mtululwe	id=g:905588
Mtukulo	id=g:905589
Mtuga	id=g:905590
Mtuga	id=g:905591
Mtoya	id=g:905592
Mtowosi Wa Senga	id=g:905593
Mtowosi Wa Chewa	id=g:905594
Mtowe	id=g:905595
Mtowe	id=g:905596
Mtora	id=g:905597
Mtopa	id=g:905598
Mtopa	id=g:905599
Mtopa	id=g:905600
Mtondo School	id=g:905601
Mtombashi	id=g:905602
Mtolo	id=g:905603
Mtolilo	id=g:905604
Mtoka	id=g:905605
Mtofwe	id=g:905606
Mtoa	id=g:905607
Mtiwa	id=g:905608
Mtitima	id=g:905609
