Shi‘b Hājir	id=g:7344167
Al Ḩajāyir	id=g:7344937
Al Khāsh	id=g:7344938
Jibāl al Khayyālah	id=g:7344939
Wādī Talā’	id=g:7344940
Jabal Ijmān	id=g:7344941
Jibāl Nahz̧āt	id=g:7344942
Jibāl al ‘Arīn	id=g:7344943
Jabal Kaswān	id=g:7344944
Wādī Habah	id=g:7344945
Ash Shajnah	id=g:7344946
Al Jubūb	id=g:7344947
Jabal Ḩamr al Buyūt	id=g:7344948
A‘ḑayl	id=g:7344949
Habah	id=g:7344950
Wādī al ‘Uţfah	id=g:7344951
Wādī al Farīḩ	id=g:7344952
Wādī Şandar	id=g:7344953
Jabal ad Daḩl al Kabīr	id=g:7344954
Al Buţān	id=g:7344955
Al Maqāshib	id=g:7344956
Al Ḩadhāh	id=g:7344957
Jabal al Ḩājir	id=g:7344958
Şūn	id=g:7344959
Jabal al Qa‘af	id=g:7344960
Al Abraq	id=g:7344961
Wādī ‘Uqayqah	id=g:7344962
As Salamah	id=g:7344963
Al Uqayrah	id=g:7344964
Maḩḑah	id=g:7344965
Jabal al Qaharah	id=g:7344966
Al ‘Abar	id=g:7344967
Zawr Nāşir	id=g:7344968
Al Kāfah	id=g:7344969
Wādī al Ḩanīyah	id=g:7344970
Wādī al Ḩanāyā’	id=g:7344971
Shi‘b al Jawwah al Ḩamrā’	id=g:7344972
Wādī al Ḩanāyā’ Şārah	id=g:7344973
Al Maqālidah	id=g:7344974
Jabal al ‘Arfā’	id=g:7344975
Al Athabah	id=g:7344976
Al ‘Ān	id=g:7344977
Jabal al Wajf	id=g:7344978
Ghayl Āl Sabtān	id=g:7344979
Wādī Ghurrā	id=g:7344980
Jabal as Sahalīyah	id=g:7344981
Wādī Yagharā’	id=g:7344982
Jabal Baḩarah	id=g:7344983
Sharayḩah	id=g:7344984
Jabal Ḩamayr	id=g:7344985
Daḩl Sālim	id=g:7344986
Jabal al Khayyālah	id=g:7344987
Mardān	id=g:7344988
Wādī Ḩarāḑ	id=g:7344989
Wādī ar Raqabah	id=g:7344990
Al Khuţwah	id=g:7344991
Jibāl an Niḩī	id=g:7344992
Wādī Aşţur	id=g:7344993
Wādī Khalah	id=g:7344994
Shi‘b al Kudayyid	id=g:7344995
Jabal Qarḩā’	id=g:7344996
Jabal al Mushallakh	id=g:7344997
Jabal al Bushaymah	id=g:7344998
Wādī Shunayf	id=g:7344999
Wādī Zurayb	id=g:7345000
Wādī ‘Usharah	id=g:7345001
Jibāl Hādī Bin ‘Alī	id=g:7345002
Wādī Suwā’	id=g:7345003
Qun‘ah	id=g:7345004
Shi‘b al Wajf	id=g:7345005
Jabal Sima‘ al Wajf	id=g:7345006
Jabal as Salīlah	id=g:7345007
Jabal ‘Ashar	id=g:7345008
Jabal aş Şafḩah	id=g:7345009
Wādī ‘Arafān	id=g:7345010
Wādī Surūm	id=g:7345011
Jabal al Khanaq	id=g:7345012
Wādī Mawţil	id=g:7345013
Wādī Nasar	id=g:7345014
Jabal at Tasī‘	id=g:7345015
Jabal al Marī	id=g:7345016
Jabal al Qişmah	id=g:7345017
Jabal Adwayy	id=g:7345018
Wādī al Ḩallī	id=g:7345019
Shi‘b Malaḩah	id=g:7345020
Wādī al Qa‘īf	id=g:7345021
Jabal Ikhāl	id=g:7345022
Jiblat ‘Amr	id=g:7345023
Jabal al Ḩushayfā’	id=g:7345024
Wādī Shūk	id=g:7345025
Jabal al Barārī	id=g:7345026
Jabal Bint Ayrāk	id=g:7345027
Al Maqāsh	id=g:7345028
Al ‘Ushāsh	id=g:7345029
Jabal al Hashaymah	id=g:7345030
Wādī Buţḩ	id=g:7345031
Wādī Shaybah	id=g:7345032
Bi’r Burmān	id=g:7345033
Bi’r Zayd	id=g:7345034
Al Khumajah	id=g:7345035
Al Ḩadhāh	id=g:7345036
Al Burmādah	id=g:7345037
Al Ḩāḑinah	id=g:7345038
Al Ḩaḑīrah	id=g:7345039
Jabal al Miḩajar	id=g:7345040
Al Qarqarah	id=g:7345041
Jabal ar Rawdah	id=g:7345042
Jabal Mas‘ūd	id=g:7345043
Al Lakhāfīf	id=g:7345044
Bi’r Ma‘īḑ	id=g:7345045
Jabal Haramān	id=g:7345046
Bi’r al Fās	id=g:7345047
Jabal ash Shaqrā’	id=g:7345048
Al Ḩarmā’	id=g:7345049
Jabal Zawr al Khashbā’	id=g:7345050
Jabal Zibayd	id=g:7345051
Jabal aţ Ţawīl ash Shājin	id=g:7345052
Wādī Taghalil	id=g:7345053
Al Kharāshib	id=g:7345054
As Sa‘ayn	id=g:7345055
Wādī al ‘lblah	id=g:7345056
Al ‘Iblah	id=g:7345057
Ar Rubbāţ	id=g:7345058
Wādī ar Rubbāţ	id=g:7345059
Wādī Shibriq	id=g:7345060
Jabal Shannāzib	id=g:7345061
Aţ Ţarāh	id=g:7345062
Wādī aţ Ţarāh	id=g:7345063
Jabal Mawrak	id=g:7345064
Jabal as Sinn	id=g:7345065
Jabal al Kulīyah	id=g:7345066
Wādī Irbid	id=g:7345067
Al Malīl	id=g:7345068
Qaryat al Malīl	id=g:7345069
Jabal ad Daqīqah	id=g:7345070
Wādī Rishāḩah	id=g:7345071
Wādī al Malīl	id=g:7345072
Rishāḩah	id=g:7345073
Atyas	id=g:7345074
Jabal Aḩuwwā’	id=g:7345075
Jabal al Qaharah	id=g:7345076
Jabal Manbar	id=g:7345077
Jabal al Khuwwayşifah	id=g:7345078
Jabal Rākhil	id=g:7345079
Wādī al Murrah	id=g:7345080
Wādī al Far‘ayn	id=g:7345081
Jabal al Ḩadīdah	id=g:7345082
Jabal Shadādah	id=g:7345083
Jabal Khurţūm Khuţar	id=g:7345084
Jabal Hawwān	id=g:7345085
Wādī Atyas	id=g:7345086
Jabal al Haḑbah	id=g:7345087
Jabal al ‘Amidah	id=g:7345088
Jabal Umm Shadād	id=g:7345089
Wādī al Ḩarmā’	id=g:7345090
Jabal an Namirah	id=g:7345091
Wādī al Kharāshib	id=g:7345092
Jabal as Sawā’il	id=g:7345093
Jabal ‘Iraf	id=g:7345094
Jabal Haḑbat Mas‘ūdah	id=g:7345095
Jabal Anmār	id=g:7345096
Wādī Misāk	id=g:7345097
Jabal al Maḩawī	id=g:7345098
Ḩillah	id=g:7345099
Qaryat Bin Jarān	id=g:7345100
Al Majza‘ah	id=g:7345101
Az Zawr	id=g:7345102
Wādī Āl Abū Jubārah	id=g:7345103
Thāl	id=g:7345104
Al Jirbah	id=g:7345105
Qaryat al Qābil	id=g:7345106
Jabal al Hayj Wa as Sūdah	id=g:7345107
Jabal Qaharat Aqrad	id=g:7345108
Jabal al Ḩanakah	id=g:7345109
Al Ḩamḑah	id=g:7345110
Al ‘llayyayn	id=g:7345111
‘llāhib	id=g:7345112
Al Markabah	id=g:7345113
Ar Rufqah	id=g:7345114
Al Ḩalfā	id=g:7345115
Al ‘Işaymī	id=g:7345116
Jabal al Qahar	id=g:7345117
Al Ghawl	id=g:7345118
As Sāddah	id=g:7345119
Ghabr at Tirāb	id=g:7345120
Bi’r Qusaym	id=g:7345121
Az Zubayrāt	id=g:7345122
Wādī al ‘Irqayn	id=g:7345123
Jabal aş Şawāl	id=g:7345124
Jabal Haḑbat al Quḑ‘ī	id=g:7345125
Āl ‘Īd	id=g:7345126
Al Ḩarf	id=g:7345127
An Naşbā’	id=g:7345128
Al Ku‘ūb	id=g:7345129
Al Ḩumaydāt	id=g:7345130
Jabal al ‘Āriḑīyah	id=g:7345131
Jabal al Qaharah	id=g:7345132
Jabal Bin Shawk	id=g:7345133
Jabal al Makhrūm	id=g:7345134
Al Gharāyir	id=g:7345135
Āl Nāji‘	id=g:7345136
Āl an Numayş	id=g:7345137
Al Lahmīyah	id=g:7345138
Sūq ath Thalūth	id=g:7345139
Jabal as Saḩālīk	id=g:7345140
Wādī ad Daqīq	id=g:7345141
Jabal Shīfiyān	id=g:7345142
Wādī al Firshayn	id=g:7345143
Jabal al Jawwah	id=g:7345144
Jabal al Qadm	id=g:7345145
Ibn Huwaydī	id=g:7345146
Wādī al Ḩanakah	id=g:7345147
Jabal al Kharm	id=g:7345148
Jabal al Marāthah	id=g:7345149
Aş Şadr	id=g:7345150
Saḩāmah	id=g:7345151
Jabal ar Raḩālīyah	id=g:7345152
Jabal al Faḩlawayn	id=g:7345153
Wādī al Faḩlawayn	id=g:7345154
Jabal al Ḩalah	id=g:7345155
Jabal al Far‘ al A‘lá	id=g:7345156
Jabal Buwār	id=g:7345157
Ash Shāfi‘īyah	id=g:7345158
Wādī Rubāq	id=g:7345159
Jabal ash Shuqrah	id=g:7345160
Wādī Sarbah	id=g:7345161
Jabal Sarbah	id=g:7345162
Abā as Sidays	id=g:7345163
Jabal Gharbah	id=g:7345164
Aş Şawḩ	id=g:7345165
Jabal Nuhūqah	id=g:7345166
Jabal at Tāmitayn	id=g:7345167
Jabal as Subāghī	id=g:7345168
Jabal aş Şabāgh	id=g:7345169
As Sab‘ah al Furush	id=g:7345170
Jabal aş Şaḩan	id=g:7345171
Jabal az̧ Z̧ahr	id=g:7345172
Jabal Farad	id=g:7345173
Wādī al ‘Arḑ	id=g:7345175
Wādī al Ma‘āyin	id=g:7345176
Jabal Şihābah	id=g:7345177
Wādī Şihābah	id=g:7345178
Jumā‘ah	id=g:7345179
Jabal Umm Rubayd	id=g:7345180
Qārah	id=g:7345181
Ţakhyah	id=g:7345182
Wādī Khuḑayr	id=g:7345183
Jabal lkbir	id=g:7345184
Wādī Ţakhyah	id=g:7345185
Wādī al Ḩalāh	id=g:7345186
Qahr al Ḩasā	id=g:7345187
Jabal Qahar adh Dhiyāb	id=g:7345188
Jabal al Ḩāziq	id=g:7345189
Kanb aţ Ţarīq	id=g:7345190
Al Ja‘milah	id=g:7345191
Al Malaḩah	id=g:7345192
Ar Raqqah	id=g:7345193
Wādī Ikbir	id=g:7345194
Āl Dawmān	id=g:7345195
Tanz̧ur	id=g:7345196
Jabal Khunfu‘ur	id=g:7345197
Al Qidrayn	id=g:7345198
Al Maghsal	id=g:7345199
Jabal al Mishrāf	id=g:7345200
Hijrat Sārah	id=g:7345201
Āl Mā‘iz	id=g:7345202
Al Jimah	id=g:7345203
Wādī Rawḩān	id=g:7345204
Al Ma‘āyin	id=g:7345205
Jabal al Mijbār	id=g:7345206
Al Jallah	id=g:7345207
Jabal aş Şufayḩ	id=g:7345208
Jabal as Sūdah	id=g:7345209
Āl Ghānim	id=g:7345210
Al Qabḑah	id=g:7345211
Jabal ‘Ishaym	id=g:7345212
Dhī Ḩalīl	id=g:7345213
Al Muthay‘if	id=g:7345214
Wādī Thāmirah	id=g:7345215
Waynayn	id=g:7345216
Jabal as Sawdā’	id=g:7345217
Āl al Fillā	id=g:7345218
An Nuqa‘	id=g:7345219
Al Lijmatayn	id=g:7345220
Rays	id=g:7345221
Al Ḩafnah	id=g:7345222
Āl Gharīsah	id=g:7345223
Āl Tayyish	id=g:7345224
Abţah	id=g:7345225
Al Ḩajr	id=g:7345226
Jabal Tisīb	id=g:7345227
Wādī al Ḩajr	id=g:7345228
Shi‘b aţ Ţalḩ	id=g:7345229
Jabal al Mirdā	id=g:7345230
Shi‘b al Ḩamāţī	id=g:7345231
Āl Aḩmad ‘Alī	id=g:7345232
Jabal al Aḩrash	id=g:7345233
Āl Jikhrān	id=g:7345234
Al Gharābīn	id=g:7345235
Bi’r Ţāhir	id=g:7345236
Al Wi‘ār	id=g:7345237
Tubāshi‘ah	id=g:7345238
Āl Ḩamāţī	id=g:7345239
Dār Zayd	id=g:7345240
Āl Hādī	id=g:7345241
Āl Sarīyah	id=g:7345242
Al Midīr	id=g:7345243
Wādī Waynayn	id=g:7345244
Az Zawr	id=g:7345245
Khaţm Fallah	id=g:7345246
An Najd	id=g:7345247
Wādī Fallah	id=g:7345248
Mā‘iţ	id=g:7345249
Wādī al Qaḩm	id=g:7345250
Al Ḩaḑīrah	id=g:7345251
Al Qaḩm	id=g:7345252
Jabal Şama‘	id=g:7345253
Jabal al Qitrah	id=g:7345254
Jabal Umm al Jām	id=g:7345255
Jabal al Wadar	id=g:7345256
Jabal Nābiḩ	id=g:7345257
Hijrat Fallah	id=g:7345258
Ar Rajaw	id=g:7345259
Wādī Dhī Ḩalīl	id=g:7345260
Mayfa‘ān	id=g:7345261
Qahrat al Qaḑbah	id=g:7345262
Al Malaḩ	id=g:7345263
Jabal ath Thanīyah	id=g:7345264
Al ‘Aynā’	id=g:7345265
Jabal Rawḩān	id=g:7345266
Wādī al Qiţrayn	id=g:7345267
Wādī Ḩabkah	id=g:7345268
Jabal ‘Antar	id=g:7345269
Ḩabkah	id=g:7345270
Jabal an Nayd al Aswad	id=g:7345271
Ţilāḩ	id=g:7345272
Wādī al Quţaynah	id=g:7345273
Wādī Sarab	id=g:7345274
Wādī Maţāmir al Yāmī	id=g:7345275
Jabal Sam‘ah	id=g:7345276
Wādī Miskām	id=g:7345277
Wādī Aqar	id=g:7345278
Wādī al Qurayḑah	id=g:7345279
Wādī al ‘Āriḑ	id=g:7345280
Al Jā’if	id=g:7345281
Shi‘b al Jā’if	id=g:7345282
Aş Şaqī	id=g:7345283
Rumḩah	id=g:7345284
Wādī Rumḩah	id=g:7345285
Wādī Isnam	id=g:7345286
Wādī as Sahwah	id=g:7345287
Al Ḩalāh	id=g:7345288
Al Jirbah	id=g:7345289
Aş Şa‘īd	id=g:7345290
Wādī Rabī‘	id=g:7345291
Āl Abū Nā’if	id=g:7345292
Āl Midammar	id=g:7345293
Akhmās	id=g:7345294
Wādī al A‘nāb	id=g:7345295
Jabal al Ḩamārīn	id=g:7345296
Jabal Mashḩam	id=g:7345297
Mashḩam	id=g:7345298
Al Walajah	id=g:7345299
Al Walajah	id=g:7345300
Āl Dharyah	id=g:7345301
Al Ḩushrah	id=g:7345302
Jabal al Mi‘allaqah	id=g:7345303
Āl Sārī	id=g:7345304
Al Maşā‘ibah	id=g:7345305
Āl Nuwās	id=g:7345306
Al Maşā‘ibah	id=g:7345307
Jabal al Madhaybah	id=g:7345308
Āl Shā’i‘	id=g:7345309
Āl aş Şayfī	id=g:7345310
Al Ḩāribah	id=g:7345311
Mukattan	id=g:7345312
Āl aş Şādiq	id=g:7345313
Āl Mazrū‘	id=g:7345314
Al ‘Inayb	id=g:7345315
Āl al Qudhdhān	id=g:7345316
Āl al Qu‘l	id=g:7345317
Qa‘mal	id=g:7345318
Al Ḩamazāt	id=g:7345319
Al Qaharah	id=g:7345320
Walad Mas‘ūd	id=g:7345321
Āl Kid‘ah	id=g:7345322
Āl Qa‘dān	id=g:7345323
Qawza‘	id=g:7345324
As Sāḩah	id=g:7345325
Bi’r al Wādī	id=g:7345326
Āl ‘Īḑah	id=g:7345327
Wādī Rubay‘	id=g:7345328
Ahl Jāwī	id=g:7345329
Ash Shaţţ	id=g:7345330
Khuḑā‘ah	id=g:7345331
Ar Rābiḑī	id=g:7345332
Āl Jālī	id=g:7345333
An Nuq‘	id=g:7345334
Āl al Faras	id=g:7345335
Al Qudāmī	id=g:7345336
Jaffāf	id=g:7345337
Āl Şalāḩ	id=g:7345338
Ar Rajaḩ	id=g:7345339
Āl Fuḩaysh	id=g:7345340
Rahwān	id=g:7345341
Wādī Rahwān	id=g:7345342
Salmān	id=g:7345343
Jabal Qudm al Bahmā’	id=g:7345344
Jabal al Jaḩmah	id=g:7345345
‘Usaylah	id=g:7345346
Awā‘il	id=g:7345347
Al ‘Awāţifah	id=g:7345348
Az Zawr	id=g:7345349
Al Maqshab	id=g:7345350
Jabal aş Şūḩ	id=g:7345351
Jabal al Gharrā’	id=g:7345352
Wādī Sarūm	id=g:7345353
Jabal Abū ‘Afal	id=g:7345354
Al Fayḑ	id=g:7345355
Kinnah	id=g:7345356
Jabal Lutum	id=g:7345357
Jabal Aḩrash	id=g:7345358
Aş Şadr	id=g:7345359
Wādī aş Şadr	id=g:7345360
Banī Ḩudhayfah	id=g:7345361
Wādī al ‘Uyūn	id=g:7345362
Jabal al Majrá	id=g:7345363
Jabal Qaharat al ‘Anz	id=g:7345364
Jabal al A‘nāb	id=g:7345365
Jabal al Waqīţ	id=g:7345366
Jabal Lushr	id=g:7345367
Wādī al Ḩayāfāt	id=g:7345368
Wādī Akhlah	id=g:7345369
Jabal al Khaymīyah	id=g:7345370
Al Miḩtawīyah	id=g:7345371
Ḩişn Āl Maţar	id=g:7345372
Dār Ḩusayn	id=g:7345373
Dār Thawbān	id=g:7345374
Al ‘Ashshah	id=g:7345375
Wādī Dhāt Ūfir	id=g:7345376
Jibāl al ‘Arūs	id=g:7345377
Jabal al Ghurābah	id=g:7345378
Āl Hidayyān	id=g:7345379
Bi’r Ḩayyān	id=g:7345380
Jabal al Ḩadīdah	id=g:7345381
Āl Himays	id=g:7345382
Jabal al ‘Aqāb	id=g:7345383
Āl Rabī‘	id=g:7345384
Āl ‘Awḑ	id=g:7345385
Āl Ḩamzah	id=g:7345386
Āl Miţī‘	id=g:7345387
Al Ḩishar	id=g:7345388
Jabal Qaharat ar Rakwah	id=g:7345389
Āl al ‘Awsah	id=g:7345390
Jildān	id=g:7345391
Jabal al Ḩaḑīrah	id=g:7345392
Al Khabt	id=g:7345393
Al Mayfā‘	id=g:7345394
Qaryat Āl Ḩabājir	id=g:7345395
Wādī al ‘Āmirī	id=g:7345396
Āl Ghubayr	id=g:7345397
Ḩaḑbar	id=g:7345398
Wādī ‘Awayrah	id=g:7345399
Jabal Ghubayr	id=g:7345400
Jabal al Ḩamrā’	id=g:7345401
Jabal ‘Izzān	id=g:7345402
Āl Murārī	id=g:7345403
Wādī Aḩmā’	id=g:7345404
Qaryat Āl Ibyan	id=g:7345405
Al Qubbah	id=g:7345406
Āl Shalīl	id=g:7345407
As Surār	id=g:7345408
Āl ‘Askar	id=g:7345409
Āl Ibyan	id=g:7345410
Al Kuzāz	id=g:7345411
Aḩmā’ Walad Mas‘ūd	id=g:7345412
Aḩmā’ aţ Ţalḩ	id=g:7345413
Al Maşna‘ah	id=g:7345414
‘Akwān	id=g:7345415
Wādī ar Raḩabah	id=g:7345416
Kudam	id=g:7345417
Ar Rābī	id=g:7345418
Wādī al Maththah	id=g:7345419
Wādī Bāqim	id=g:7345420
Wādī aş Şaqī	id=g:7345421
Shi‘b Āl Mukhārish	id=g:7345422
Jabal Shām	id=g:7345423
Naq‘ah	id=g:7345424
Jabal Shīḩāţ	id=g:7345425
Al Maḑḑah	id=g:7345426
Wādī Marba‘	id=g:7345427
Al ‘Ashshah	id=g:7345428
Wādī aş Şāḩ	id=g:7345429
Wādī al Jirbah	id=g:7345430
Şāghah	id=g:7345431
Jabal Shīḩāţ	id=g:7345432
Bilād Āl Mi‘īḑ	id=g:7345441
Al Ḩaḑan	id=g:7345442
Qamā‘il	id=g:7345443
Wādī al Buq‘ah	id=g:7345444
Aţ Ţawf	id=g:7345445
Aş Şirār	id=g:7345446
As Sūdah	id=g:7345447
Wādī Mabţaḩ	id=g:7345448
Qarāḑ	id=g:7345449
Ḑabyah	id=g:7345450
Āl Maghram	id=g:7345451
Jabal al Aswad	id=g:7345452
As Sadr	id=g:7345453
Wādī Nijwān	id=g:7345454
Al ‘Ashayshatayn	id=g:7345455
Wādī al Mighyan	id=g:7345456
Jabal Qaharat al Bayḑā’	id=g:7345457
Munqayḑ	id=g:7345458
Āl Sha‘b	id=g:7345459
Jabal ‘Utaym	id=g:7345460
Jabal Muş‘āb	id=g:7345461
Al Lajj	id=g:7345462
Al Khaţar	id=g:7345463
Ad Dumnah	id=g:7345464
Aţ Ţawf	id=g:7345465
Baḩrah	id=g:7345466
Jabal al Ḩamrā’	id=g:7345467
Sabwah	id=g:7345468
Jabal Shahdān	id=g:7345469
Al Jazīmah	id=g:7345470
Al Jahalah	id=g:7345471
Āl Ḩijār	id=g:7345472
Jabal al Ḩanqah	id=g:7345473
Āl Zimmāḩ	id=g:7345474
Wādī as Sidād	id=g:7345475
Mahdīdah	id=g:7345476
Āl al Ḩamāqī	id=g:7345477
Al Muşāḩif	id=g:7345478
Aḑ Ḑaḩyah	id=g:7345479
Qa‘ām Madhnayn	id=g:7345480
Jibāl al Maşāni‘	id=g:7345481
Jabal Ja‘ādil	id=g:7345482
Āl ‘Alī Şāliḩ	id=g:7345483
Abwāb al Ḩadīd	id=g:7345484
Jabal Ībād	id=g:7345485
Jabal Ibb	id=g:7345486
Wādī al Jabal	id=g:7345487
Shirāwah	id=g:7345488
Al Qaryah	id=g:7345489
Jabal aş Şakhrā	id=g:7345490
Jabal al Quwā‘ī	id=g:7345491
‘Irq al Mas‘ūd	id=g:7345492
Al Qarn	id=g:7345493
Wādī Khashabah	id=g:7345494
Nabalīn	id=g:7345495
Ma‘tiqah	id=g:7345496
Ash Shaththah	id=g:7345497
Aş Şawḩ	id=g:7345498
Jabal aş Şawḩ	id=g:7345499
Jabal Thahrān	id=g:7345500
Wādī Tay‘ir	id=g:7345501
Jabal al Ḩirāsh	id=g:7345502
Jabal Makshū‘ah	id=g:7345503
Khashabah	id=g:7345504
Al Ghamrah	id=g:7345505
Sūq al Ḩawtharānah	id=g:7345506
Nabalīn	id=g:7345507
Az̧ Z̧ar‘ay	id=g:7345508
Wādī Mihawī	id=g:7345509
Wādī Baysh	id=g:7345510
As Suḩḩāyah	id=g:7345511
Jabal al Qulḩah	id=g:7345512
Mushţub	id=g:7345513
Al Ḩarf	id=g:7345514
Jabal Aqar	id=g:7345515
Al Juraybah	id=g:7345516
Jabal Āl Qurād	id=g:7345517
Jabal al Qāfī	id=g:7345518
Jabal Āl Shā‘ib	id=g:7345519
Āl Shā‘ib	id=g:7345520
Jabal ar Ra’s	id=g:7345521
Al Buţayn	id=g:7345522
Wādī al Buţayn	id=g:7345523
At Tawāliqah	id=g:7345524
Jabal al Labah	id=g:7345525
Wādī at Taqribah	id=g:7345526
Wādī al Ḩijl	id=g:7345527
Āl Majda‘	id=g:7345528
Qaryat Bin Nāz̧ir	id=g:7345529
Ash Shutaybah	id=g:7345530
Al Muḩarraq	id=g:7345531
Jabal Sha‘īr	id=g:7345532
Al Khurshah	id=g:7345535
Al Lihib	id=g:7345536
Al Mushshah	id=g:7345537
Al Qābil	id=g:7345538
Āl Maswad	id=g:7345539
‘Arwān	id=g:7345540
Jabal al Mushshah	id=g:7345541
Wādī al Bur‘ah	id=g:7345542
Dhāt al Khayfānah	id=g:7345543
Al Ḩilal ash Shāmīyah	id=g:7345544
Ash Shaţbā’	id=g:7345545
Ḩarāz	id=g:7345546
Bayt Salmah	id=g:7345547
Al Qadīm Āl Maghţá	id=g:7345548
Al Ḩannānah	id=g:7345549
Qullat al ‘Ulayf	id=g:7345550
Lubb	id=g:7345551
Al ‘Arḑ	id=g:7345552
Ash Shubāb	id=g:7345553
Az Zarībah	id=g:7345554
Shadnah	id=g:7345555
Ar Radhah	id=g:7345556
Al ‘Izzah	id=g:7345557
Nayd Āl Dhiyāb	id=g:7345558
Nayd al Bāriq	id=g:7345559
Al Buq‘ah	id=g:7345560
Al Manḩar	id=g:7345561
Al Qaharah al Gharbīyah	id=g:7345562
Al ‘Ās	id=g:7345563
Sukab	id=g:7345564
Fayḑ ‘Ayyāsh	id=g:7345565
Ḩabīl Āl Umm Turabī	id=g:7345566
Banī ‘Ayyāsh	id=g:7345567
Jabal Ruwayḩin	id=g:7345568
Al Qahabah	id=g:7345569
As Sulayf	id=g:7345570
Aţ Ţaffah	id=g:7345571
Jabal Buţayn	id=g:7345572
Wādī al Khuluf	id=g:7345573
Wādī Suwwād	id=g:7345574
Wādī Shawdhān	id=g:7345575
Laḩj Sa‘d	id=g:7345576
Wādī ash Shawkah	id=g:7345577
Jabal Barkah	id=g:7345578
Qullat ath Thanīyah	id=g:7345579
Jabal Hadādah	id=g:7345580
Jabal al Ḩarf	id=g:7345581
Ḑubā‘ah	id=g:7345582
Al Khaţm	id=g:7345583
Dhul ‘Arīsh	id=g:7345584
Jabal ‘Athāribah	id=g:7345585
As Sinn	id=g:7345586
Al Khash‘ah	id=g:7345587
Jumā‘ah	id=g:7345588
Wādī Āl Jābir	id=g:7345589
Wādī Khāshir	id=g:7345590
Dhārī Āl Salmān	id=g:7345591
Al Khaţm	id=g:7345592
Barāq	id=g:7345593
Ḩiqrā’	id=g:7345594
Ar Rawāmiḑ	id=g:7345595
Jabal Muhr	id=g:7345596
Al Jaww	id=g:7345597
Wādī Sārah	id=g:7345598
Ar Ruqab	id=g:7345599
Jaḩmat al ‘Arsh	id=g:7345600
Ishmis	id=g:7345601
Yūda‘ah	id=g:7345602
Jabal Qaharat al Ghurzah	id=g:7345603
Rawq	id=g:7345604
Jabal ash Shaybā’	id=g:7345605
Shi‘b ash Shathth	id=g:7345606
Jabal Qaraḑah	id=g:7345607
Wādī al Asfal	id=g:7345608
Jabal Qullat aş Şukhayrah	id=g:7345609
Ash Shaqīq	id=g:7345610
Jabal Jabhān	id=g:7345611
Jabal Khalaqah	id=g:7345612
Naw‘ān	id=g:7345613
Jabal Naw‘ān	id=g:7345614
Wādī Abraş	id=g:7345615
Jabal Ja‘far	id=g:7345616
Jabal Bin Jahmān	id=g:7345617
Jabal A‘māḑ	id=g:7345618
Jibāl Āl ash Shay‘ī	id=g:7345619
Jabal Hākif	id=g:7345620
Al Miskirī	id=g:7345621
Wādī Hākif	id=g:7345622
Jabal Qullat al Kharāb	id=g:7345623
Wādī al Ma‘thrab	id=g:7345624
Shirj	id=g:7345625
Wādī Shirj	id=g:7345626
Shi‘b al Kharāb	id=g:7345627
Shi‘b Banī ‘Uţbah	id=g:7345628
Al Madak	id=g:7345629
Jabal Jamal	id=g:7345630
Banī ‘Alqamah	id=g:7345631
Jabal Qaharat Dhul Kulhib	id=g:7345632
Qā‘ al Ma‘ārīf	id=g:7345633
Jabal Zafān	id=g:7345634
Ath Thajarah	id=g:7345635
Jabal Qaharat al Ḩānik	id=g:7345636
Jabal al Maḩjar	id=g:7345637
Jabal Sam‘ah	id=g:7345638
Nab‘	id=g:7345639
Ubrut	id=g:7345640
Al Yamānī	id=g:7345641
As Sāḩah	id=g:7345642
Jabal al Marḩah	id=g:7345643
Wādī A‘māḑ	id=g:7345644
Āl Rayyis	id=g:7345645
As Sāqah	id=g:7345646
Ash Sha‘īb	id=g:7345647
Jabal al Faraḩah	id=g:7345648
Al Falajāt	id=g:7345649
Al Hijārah	id=g:7345650
Jabal al ‘Awād	id=g:7345651
Jabal al ‘Ajmah	id=g:7345652
Tinqīr	id=g:7345653
Al Khawramah	id=g:7345654
Wādī ‘Aqab	id=g:7345655
Jabal Maḩjar Ibn ash Shay‘ī	id=g:7345656
Jabal al Minmār	id=g:7345657
Al Ḩarf	id=g:7345658
Ash Shughbah	id=g:7345659
Yūnis	id=g:7345660
Al Makhţum	id=g:7345661
Jabal al Ghushrah	id=g:7345662
Jabal Sayyān	id=g:7345663
Jabal ‘Ishar	id=g:7345664
Jabal al Mijwāz	id=g:7345665
Al Madārah	id=g:7345666
Masḩalān	id=g:7345667
Wādī Mara‘	id=g:7345668
Jabal al Ma’rūb	id=g:7345669
Ash Shughbah	id=g:7345670
Al Hayjah	id=g:7345671
Jabal Jawal	id=g:7345672
Jabal Ḩilāḩilah	id=g:7345673
Al Qawīd	id=g:7345674
Maḩāḑinah	id=g:7345675
Al Maḩall	id=g:7345676
Al Maqrabah	id=g:7345677
Thu‘aylah	id=g:7345678
Ash Shuqq	id=g:7345679
Al Hilalah	id=g:7345680
Al Khawārij	id=g:7345681
Al Ḩulqumī	id=g:7345682
Ash Shablīyah	id=g:7345683
Al Qābil	id=g:7345684
Jabal al ‘Arīf	id=g:7345685
Bilād al Quţaynāt	id=g:7345686
Wādī al ‘Āriḑ	id=g:7345687
Wādī al Ghalīl	id=g:7345688
Hijrat ar Rawābī	id=g:7345689
