Hogenweg	id=g:2795582
Donk	id=g:2799305
Donk	id=g:2799306
Donk	id=g:2799307
Donk	id=g:2799308
Donk	id=g:2799309
Donk	id=g:2799310
Donk	id=g:2799311
Dongelberg	id=g:2799312
Dongelberg	id=g:2799313
Donderslagse Heide	id=g:2799314
Donderslag	id=g:2799315
Donderij	id=g:2799316
Donceel	id=g:2799317
Donceel	id=g:2799318
Dommartin	id=g:2799319
Domherenhuis	id=g:2799320
Doment	id=g:2799321
Forêt Domaniale de Grunhault	id=g:2799322
Dolmen	id=g:2799323
Dolhain	id=g:2799324
Dolembreux	id=g:2799325
Dolembreux	id=g:2799326
Dokken	id=g:2799327
Doische	id=g:2799328
Doische	id=g:2799329
Doiceau	id=g:2799330
Dohan	id=g:2799331
Dohan	id=g:2799332
Doggenhout	id=g:2799333
Doffen	id=g:2799334
Doelse Polderdijk	id=g:2799335
Doelse Polder	id=g:2799336
Doelen	id=g:2799337
Doel	id=g:2799338
Doel	id=g:2799339
Dode Manhoek	id=g:2799340
Dodebeek	id=g:2799341
Dodaine	id=g:2799342
Dochamps	id=g:2799343
Dochamps	id=g:2799344
Dobbelhoeve	id=g:2799345
Ruisseau de Dison	id=g:2799346
Dison	id=g:2799347
Dison	id=g:2799348
Dion-le-Val	id=g:2799349
Dion-le-Val	id=g:2799350
Dion-le-Mont	id=g:2799351
Dion-le-Mont	id=g:2799352
Dion	id=g:2799353
Dion	id=g:2799354
Dinez	id=g:2799355
Arrondissement de Dinant	id=g:2799356
Dinant	id=g:2799357
Dinant	id=g:2799358
Dinant	id=g:2799359
Dime	id=g:2799360
Dilsener Bos	id=g:2799361
Dilsen	id=g:2799362
Dilsen	id=g:2799363
Dilburg	id=g:2799364
Dilbeek	id=g:2799365
Dilbeek	id=g:2799366
Diksmuidsepoort	id=g:2799367
Arrondissement Diksmuide	id=g:2799368
Diksmuide	id=g:2799369
Diksmuide	id=g:2799370
Diksmeire	id=g:2799371
Dikkelvenne	id=g:2799372
Dikkelvenne	id=g:2799373
Dikkele	id=g:2799374
Dikkele	id=g:2799375
Dikke Eik	id=g:2799376
Dikkebusbeek	id=g:2799377
Vijver van Dikkebus	id=g:2799378
Dikkebus	id=g:2799379
Dikkebus	id=g:2799380
Dyle	id=g:2799381
Dijkstaphoeve	id=g:2799382
Dijkbeek	id=g:2799383
Dijk	id=g:2799384
Dijk	id=g:2799385
Dijk	id=g:2799386
Differt	id=g:2799387
Bois le Différend	id=g:2799388
Dievenhof	id=g:2799389
Dieu Seul	id=g:2799390
Dieupart	id=g:2799391
Dieu le Garde	id=g:2799392
Dieu le Garde	id=g:2799393
Dieu de Pitié	id=g:2799394
Diets-Heur	id=g:2799395
Diets-Heur	id=g:2799396
Diest	id=g:2799397
Diest	id=g:2799398
Diérain Patard	id=g:2799399
Diepert	id=g:2799400
Dieperbroek	id=g:2799401
Dieperbeek	id=g:2799402
Diepenpoel	id=g:2799403
Kasteel Diependal	id=g:2799404
Diepenbroekbeek	id=g:2799405
Diepenbroek	id=g:2799406
Diepenborg	id=g:2799407
Diepenbeke	id=g:2799408
Kasteel van Diepenbeek	id=g:2799409
Diepenbeek	id=g:2799410
Diepenbeek	id=g:2799411
Diepenbeek	id=g:2799412
Diepenbeek	id=g:2799413
Diepegem	id=g:2799414
Château de Dielegem	id=g:2799415
Diegem	id=g:2799416
Diegem	id=g:2799417
Diedonken	id=g:2799418
Dickert	id=g:2799419
Dickelt	id=g:2799420
Diarbois	id=g:2799421
Dhuy	id=g:2799422
Dhuy	id=g:2799423
D'Hulst	id=g:2799424
D'Hogelinden	id=g:2799425
De Zolken	id=g:2799426
De Zeepanne	id=g:2799427
De Zeedijk	id=g:2799428
De Zavelbemden	id=g:2799429
De Wolfsheuvel	id=g:2799430
De Wolfsgaten	id=g:2799431
De Wolf	id=g:2799432
Dewoin	id=g:2799433
De Wimpschrans	id=g:2799434
De Wilde	id=g:2799435
De Wijngaardhoeve	id=g:2799436
De Weel	id=g:2799437
De Waterval	id=g:2799438
De Wateringen	id=g:2799439
De Warre	id=g:2799440
De Warande	id=g:2799441
De Wallen	id=g:2799442
De Waleweiden	id=g:2799443
De Vunt	id=g:2799444
De Vrunten	id=g:2799445
De Vrede	id=g:2799446
De Voshoek	id=g:2799447
Devoort	id=g:2799448
De Voort	id=g:2799449
De Vloet	id=g:2799450
De Vliet	id=g:2799451
De Viool	id=g:2799452
De Vinke	id=g:2799453
De Vijvers	id=g:2799454
De Vijvers	id=g:2799455
De Vier Bunders	id=g:2799456
De Vicogne	id=g:2799457
De Veren	id=g:2799458
De Vennen	id=g:2799459
Devebeek	id=g:2799460
Devant Staneux	id=g:2799461
Devant Proigy	id=g:2799462
Devant Luchy	id=g:2799463
Devant le Tombois	id=g:2799464
Devant le Tienne des Monsais	id=g:2799465
Devant les Bois	id=g:2799466
Devant le Pont	id=g:2799467
Devant le Bois	id=g:2799468
Devant le Beuleu	id=g:2799469
Devant la Het	id=g:2799470
Devant la Fange	id=g:2799471
Devant-Hedrée	id=g:2799472
Devantave	id=g:2799473
De Valen	id=g:2799474
Ferme la Deuze	id=g:2799475
Deux Rys	id=g:2799476
Deuseld	id=g:2799477
Deurne	id=g:2799478
Deurne	id=g:2799479
Deurne	id=g:2799480
Deurne	id=g:2799481
Deurle	id=g:2799482
Deurle	id=g:2799483
Deulin	id=g:2799484
De Trompe	id=g:2799485
De Tomme	id=g:2799486
De Tempels	id=g:2799487
De Stukken	id=g:2799488
De Stroolput	id=g:2799489
De Straat	id=g:2799490
De Stommen	id=g:2799491
De Stillen	id=g:2799492
Destelheide	id=g:2799493
Desteldonk	id=g:2799494
Desteldonk	id=g:2799495
Destelbergen	id=g:2799496
Destelbergen	id=g:2799497
Destelberg	id=g:2799498
De Steenhoeven	id=g:2799499
De Steenbakkerij	id=g:2799500
De Stee	id=g:2799501
De Staart	id=g:2799502
Dessus les Tannières	id=g:2799503
Dessus le Coine	id=g:2799504
Dessus Heilrimont	id=g:2799505
Dessus Chamon	id=g:2799506
Bois de Dessous	id=g:2799507
Kanaal Dessel-Kwaadmechelen	id=g:2799508
Desselgem	id=g:2799509
Desselgem	id=g:2799510
Dessel	id=g:2799511
Dessel	id=g:2799512
Desnié	id=g:2799513
De Smelen	id=g:2799514
Desivier	id=g:2799515
De Seule	id=g:2799516
De Schrans	id=g:2799517
De Schrans	id=g:2799518
De Schot	id=g:2799519
De Schommen	id=g:2799520
De Schans	id=g:2799521
Deschamps	id=g:2799522
De Ruiter	id=g:2799523
Derrière Wester	id=g:2799524
Derrière Spai	id=g:2799525
Derrière le Thier	id=g:2799526
Derrière les Marchais	id=g:2799527
Derrière les Hazelles	id=g:2799528
Derrière le Chêne	id=g:2799529
Derrière la Haye	id=g:2799530
Derrière Hoûmont	id=g:2799531
Bois Derrière Fays	id=g:2799532
Derrière Champmont	id=g:2799533
Derrière Arville	id=g:2799534
Derrevoetshoek	id=g:2799535
De Roten	id=g:2799536
De Roshaag	id=g:2799537
De Roos	id=g:2799538
De Rode Maar	id=g:2799539
Dernier Patard	id=g:2799541
De Rijt	id=g:2799542
De Rietbos	id=g:2799543
De Riet	id=g:2799544
De Riet	id=g:2799545
Im Hau	id=g:2799546
Dergneau	id=g:2799547
Dergneau	id=g:2799548
Bois Dereux	id=g:2799549
De Rester Heide	id=g:2799550
Deren Busch	id=g:2799551
De Reiterschans	id=g:2799552
De Reit	id=g:2799553
Derde Havendok	id=g:2799554
De Raap	id=g:2799555
De Raaf	id=g:2799556
De Putten	id=g:2799557
De Preekboom	id=g:2799559
De Populieren	id=g:2799560
De Polka	id=g:2799561
De Ploeg	id=g:2799562
De Pleine	id=g:2799563
De Plein	id=g:2799564
De Plas	id=g:2799565
De Planck	id=g:2799566
De Plain	id=g:2799567
De Plaats	id=g:2799568
De Plaat	id=g:2799569
De Pinte	id=g:2799570
De Pinte	id=g:2799571
De Pieting	id=g:2799572
Deperts Berg	id=g:2799573
De Pauw	id=g:2799574
De Pauw	id=g:2799575
De Parre	id=g:2799576
De Panne	id=g:2799577
De Panne	id=g:2799578
De Paling	id=g:2799579
Denys	id=g:2799580
Den Veind	id=g:2799581
De Nuchten	id=g:2799582
Den Toren	id=g:2799583
Den Toren	id=g:2799584
Den Teut	id=g:2799585
Dentergem	id=g:2799586
Dentergem	id=g:2799587
Den Rijtgracht	id=g:2799588
Den Rechtenkant	id=g:2799589
Den Populier	id=g:2799590
Den Plat Weier	id=g:2799591
Den Plas	id=g:2799592
Den Otter	id=g:2799593
De Nol	id=g:2799594
Den Oever	id=g:2799595
Den Oever	id=g:2799596
Dennewinkel	id=g:2799597
Den Molenberg	id=g:2799598
Den Meer	id=g:2799599
Den Lommelaar	id=g:2799600
Den Leeuw	id=g:2799601
Den Koekoek	id=g:2799602
De Nieuwe Koop	id=g:2799603
Den Hulst	id=g:2799604
Den Hul	id=g:2799605
Den Hul	id=g:2799606
Den Hukker	id=g:2799607
Den Houw	id=g:2799608
Den Hout	id=g:2799609
Den Hout	id=g:2799610
Den Hoorn	id=g:2799611
Den Hoorn	id=g:2799612
Den Hooie	id=g:2799613
Den Hoek	id=g:2799614
Den Hoek	id=g:2799615
Den Hoek	id=g:2799616
Den Hoek	id=g:2799617
Den Hoek	id=g:2799618
Den Hoek	id=g:2799619
Den Hoek	id=g:2799620
Den Hoek	id=g:2799621
Den Hoek	id=g:2799622
Den Hoek	id=g:2799623
Den Hoek	id=g:2799624
Den Heuvel	id=g:2799625
Den Heuvel	id=g:2799626
Den Heuvel	id=g:2799627
Den Heuvel	id=g:2799628
Den Hemel	id=g:2799629
Den Heikant	id=g:2799630
Den Heesdijk	id=g:2799631
Den Hauw	id=g:2799632
Den Euster	id=g:2799633
De Neringen	id=g:2799634
Den Engelsen Hoek	id=g:2799635
Denée	id=g:2799636
Denée	id=g:2799637
Den Duivel	id=g:2799638
Den Dries	id=g:2799639
Den Dries	id=g:2799640
Den Doorn	id=g:2799641
Denderwindeke	id=g:2799642
Denderwindeke	id=g:2799643
Arrondissement Dendermonde	id=g:2799644
Dendermonde	id=g:2799645
Dendermonde	id=g:2799646
Denderleeuw	id=g:2799647
Denderleeuw	id=g:2799648
Denderhoutem	id=g:2799649
Denderhoutem	id=g:2799650
Denderdreef	id=g:2799651
Denderbelle	id=g:2799652
Denderbelle	id=g:2799653
Dendre	id=g:2799654
Den Dam	id=g:2799655
Den Daal	id=g:2799656
Den Daal	id=g:2799657
Den Daal	id=g:2799658
Den Brandt	id=g:2799659
Den Brand	id=g:2799660
Den Bouw	id=g:2799661
Den Boskant	id=g:2799662
Den Boecht	id=g:2799663
Den Biesouchthof	id=g:2799664
Den Berg	id=g:2799665
Den Berg	id=g:2799666
Den Berg	id=g:2799667
Den Berg	id=g:2799668
Den Berg	id=g:2799669
Den Bellemond	id=g:2799670
Den Bastiaan	id=g:2799671
Den Anker	id=g:2799672
De Nachtegaal	id=g:2799673
Den Aap	id=g:2799674
De Mot	id=g:2799675
Demot	id=g:2799676
De Mosvinne	id=g:2799677
De Most	id=g:2799678
De Moeren	id=g:2799679
De Moeren	id=g:2799680
De Moeren	id=g:2799681
De Moeren	id=g:2799682
De Moer	id=g:2799683
De Moeder	id=g:2799684
Deminche	id=g:2799685
De Middelhorst	id=g:2799686
De Meunink	id=g:2799687
De Merkt	id=g:2799688
De Meren	id=g:2799689
De Meren	id=g:2799690
Demerbroek	id=g:2799691
Demer	id=g:2799692
Demer	id=g:2799693
De Meir	id=g:2799694
De Meiboom	id=g:2799695
De Mauw	id=g:2799696
De Maten	id=g:2799697
De Maat	id=g:2799698
De Maat	id=g:2799699
Rieu d'Elouges	id=g:2799700
Delval	id=g:2799701
Delval	id=g:2799702
Deltenre	id=g:2799703
Delpré	id=g:2799704
De Lo	id=g:2799705
Delle	id=g:2799706
De Lint	id=g:2799707
De Linie	id=g:2799708
De Lindeman	id=g:2799709
De Linde	id=g:2799710
De Lieve Dochter	id=g:2799711
De Leuken	id=g:2799712
De Legehaar	id=g:2799713
De Leeuw	id=g:2799714
Delbart	id=g:2799715
De Kwakkel	id=g:2799716
De Kroon	id=g:2799717
Dekpriem	id=g:2799718
De Koude Schuur	id=g:2799719
De Koopen	id=g:2799720
De Koloniën	id=g:2799721
De Knok	id=g:2799722
De Knip	id=g:2799723
De Kluishoeve	id=g:2799724
De Kluis	id=g:2799725
De Kluis	id=g:2799726
De Kluis	id=g:2799727
De Klinge	id=g:2799728
De Klinge	id=g:2799729
De Klijte	id=g:2799730
De Klijpe	id=g:2799731
De Kleine Bossen	id=g:2799732
De Kleine Barreel	id=g:2799733
De Klampen	id=g:2799734
De Kippen	id=g:2799735
De Keutel	id=g:2799736
De Kempen	id=g:2799737
De Keijorum	id=g:2799738
De Keet	id=g:2799739
De Katte	id=g:2799740
De Kat	id=g:2799741
De Kat	id=g:2799742
De Kat	id=g:2799743
De Kasteeltjes	id=g:2799744
De Jacobijnessen	id=g:2799745
Deinze	id=g:2799746
Deinze	id=g:2799747
Deigne	id=g:2799748
Deiffelt	id=g:2799749
Deidenberg	id=g:2799750
De Hutte	id=g:2799751
De Hutspothoeve	id=g:2799752
De Hulst	id=g:2799753
De Hulst	id=g:2799754
De Huiskens	id=g:2799755
De Houw	id=g:2799756
De Honderd	id=g:2799757
De Hoeven	id=g:2799758
De Hoeven	id=g:2799759
De Hoeve	id=g:2799760
De Hoesten	id=g:2799761
De Hel	id=g:2799762
De Hel	id=g:2799763
De Hel	id=g:2799764
De Hel	id=g:2799765
De Hek	id=g:2799766
De Heidsie	id=g:2799767
De Heidehoeve	id=g:2799768
De Heide	id=g:2799769
De Heide	id=g:2799770
Deheide	id=g:2799771
De Hei	id=g:2799772
De Hees Bossen	id=g:2799773
De Hees	id=g:2799774
De Hees	id=g:2799775
De Hand	id=g:2799776
De Halve Rooien	id=g:2799777
De Hagendoren	id=g:2799778
De Haan	id=g:2799779
De Haan	id=g:2799780
De Guile	id=g:2799781
De Grote Kwinte	id=g:2799782
De Grote Kreek	id=g:2799783
De Grote Hoeven	id=g:2799784
De Grote Heide	id=g:2799785
De Grote Barreel	id=g:2799786
De Graspolder	id=g:2799787
De Gorten	id=g:2799788
De Gentse Vaart	id=g:2799789
De Geertbladeren	id=g:2799790
De Gauwensteenbeek	id=g:2799791
Deftinge	id=g:2799792
Deftinge	id=g:2799793
Deflière	id=g:2799794
De Fles	id=g:2799795
Bois des Deffes	id=g:2799796
Deerlijk	id=g:2799797
Deerlijk	id=g:2799798
De Elsen	id=g:2799799
De Eik	id=g:2799800
De Eersels	id=g:2799801
De Drie Linden	id=g:2799802
De Drie Goen	id=g:2799803
De Draaiboom	id=g:2799804
De Donk	id=g:2799805
De Donk	id=g:2799806
De Donk	id=g:2799807
De Donk	id=g:2799808
De Donk	id=g:2799809
De Donk	id=g:2799810
Dedobbeleen	id=g:2799811
De Denen	id=g:2799812
De Dale	id=g:2799813
De Daad	id=g:2799814
Decoster	id=g:2799815
De Collinte	id=g:2799816
Fontaine Debucq	id=g:2799817
De Brultjens	id=g:2799818
De Bruloos	id=g:2799819
De Brug	id=g:2799820
De Broeken	id=g:2799821
De Broeken	id=g:2799822
De Broekagie	id=g:2799823
De Brand	id=g:2799824
De Brabander	id=g:2799825
De Bourgogne Kanaal	id=g:2799826
De Borggrave Vijvers	id=g:2799827
De Bogaard	id=g:2799828
De Bleuken	id=g:2799829
De Blauwe Toren	id=g:2799830
De Bist	id=g:2799831
De Bist	id=g:2799832
De Bist	id=g:2799833
De Bijl	id=g:2799834
De Bevaardhoeve	id=g:2799835
De Beunt	id=g:2799836
De Berg	id=g:2799837
De Bek	id=g:2799838
De Beis	id=g:2799839
De Beindekens	id=g:2799840
De Beer	id=g:2799841
Debboutshoek	id=g:2799842
De Barreel	id=g:2799843
De Bank	id=g:2799844
De Baas	id=g:2799845
De Arend	id=g:2799846
De Akkers	id=g:2799847
De Akker	id=g:2799848
Davilia	id=g:2799849
Bois de Daverdisse	id=g:2799850
Daverdisse	id=g:2799851
Daverdisse	id=g:2799852
Fort de Dave	id=g:2799853
Bois de Dave	id=g:2799854
Dave	id=g:2799855
Dave	id=g:2799856
Dauwstraat	id=g:2799857
Daussoulx	id=g:2799858
Daussoulx	id=g:2799859
Daussois	id=g:2799860
Daussois	id=g:2799861
Ferme Dausermont	id=g:2799862
Daumont	id=g:2799863
Daublain	id=g:2799866
Dassenaarde	id=g:2799867
Dasselt	id=g:2799868
Darion	id=g:2799869
Darion	id=g:2799870
Dargis	id=g:2799871
Dansonspenne	id=g:2799872
Ferme de la Danse	id=g:2799873
Dankaartseke	id=g:2799874
Danegem	id=g:2799875
d'Anderstadhoeve	id=g:2799876
Damsheide	id=g:2799877
Damseinde	id=g:2799878
Damré	id=g:2799879
Dampremy	id=g:2799880
Dampremy	id=g:2799881
Dampicourt	id=g:2799882
Dampicourt	id=g:2799883
Dammersbeek	id=g:2799884
Damme	id=g:2799885
Damme	id=g:2799886
Bois des Dames	id=g:2799887
Bois des Dames	id=g:2799888
Bois des Dames	id=g:2799889
Bois des Dames	id=g:2799890
Bois des Dames	id=g:2799891
Bois des Dames	id=g:2799892
Damerie les Moines	id=g:2799893
Damerie	id=g:2799894
Bois de la Dame	id=g:2799895
Dalle	id=g:2799896
Dalhem	id=g:2799897
Dalhem	id=g:2799898
Hof ten Dale	id=g:2799899
Dal	id=g:2799900
Daknam	id=g:2799901
Daknam	id=g:2799902
D'Akkers	id=g:2799903
Dailly	id=g:2799904
Dailly	id=g:2799905
Dagsterre	id=g:2799906
Dadizelehoek	id=g:2799907
Dadizele	id=g:2799908
Dadizele	id=g:2799909
Dachelenberg	id=g:2799910
Daasdonk	id=g:2799911
Daalwezet	id=g:2799912
Daaluikhoven	id=g:2799913
Daalmen	id=g:2799914
Daalheide	id=g:2799915
Daalgrimbie	id=g:2799916
Daalderheide	id=g:2799917
Daal	id=g:2799918
Daal	id=g:2799919
Daal	id=g:2799920
Cuvelier	id=g:2799921
Custinne	id=g:2799922
Custinne	id=g:2799923
Curfox	id=g:2799924
Cureghem	id=g:2799925
Bois du Curé	id=g:2799926
Cuquegnies	id=g:2799927
Culot du Bois	id=g:2799928
Culot du Bois	id=g:2799929
Culot-du-Bois	id=g:2799930
Culot des Trippes	id=g:2799931
Culot	id=g:2799932
Culot	id=g:2799933
Culot	id=g:2799934
Culot	id=g:2799935
Culo	id=g:2799936
Bois des Culées	id=g:2799937
Cul du Q'vau	id=g:2799938
Bois de Cul du Mont	id=g:2799939
Cul du Four	id=g:2799940
Cul d'Orémont	id=g:2799941
Cul-des-Sarts	id=g:2799942
Cul-des-Sarts	id=g:2799943
Cul de Balleux	id=g:2799944
Cugnon	id=g:2799945
Cugnon	id=g:2799946
Cuesmes	id=g:2799947
Cuesmes	id=g:2799948
Crusbeek	id=g:2799949
Bois de Crupet	id=g:2799950
Crupet	id=g:2799951
Crupet	id=g:2799952
Bois de Croy	id=g:2799953
Croupet du Moulin	id=g:2799954
Croukray	id=g:2799955
Crotteux	id=g:2799956
Crossée	id=g:2799957
Cronfestu	id=g:2799959
Croncul	id=g:2799960
Cronchamps	id=g:2799961
Crombrue	id=g:2799962
Crombach	id=g:2799963
Crombach	id=g:2799964
Croly	id=g:2799965
Crokaart	id=g:2799966
Croix Saint-Jean	id=g:2799967
Château de Croix-Saint-Hubert	id=g:2799968
Croix Remy	id=g:2799969
Croix Norbert	id=g:2799970
Croix Michel	id=g:2799971
Croix Meurice	id=g:2799972
Croix-lez-Rouveroy	id=g:2799973
Croix-lez-Rouveroy	id=g:2799974
Croix Hayette	id=g:2799975
Croix Gloriette	id=g:2799976
Croix Fanzel	id=g:2799977
Bois Croix don Bolonne	id=g:2799978
Croix de Pierre	id=g:2799979
Croix-de-Pierre	id=g:2799980
Croix de la Planche	id=g:2799981
Croix de la Bataille	id=g:2799982
Croix Berck	id=g:2799983
Croix	id=g:2799985
Croisseau	id=g:2799986
Ferme Croissant	id=g:2799987
Croisissart	id=g:2799988
Château des Croisiers	id=g:2799989
Château des Croisettes	id=g:2799990
Croisette de Rossignol	id=g:2799991
Croisette	id=g:2799992
Croisement de la Flèche	id=g:2799993
Ferme du Croiseau	id=g:2799994
Croiseau	id=g:2799995
Croiginette	id=g:2799996
Crisnée	id=g:2799997
Crisnée	id=g:2799998
Criptia	id=g:2799999
Crinquaille	id=g:2800000
Crimont	id=g:2800001
Bois Crevia	id=g:2800002
Ferme Crèvecoeur	id=g:2800003
Crèvecoeur	id=g:2800004
Crèvecoeur	id=g:2800005
Crevais	id=g:2800007
Haie du Creugenoux	id=g:2800008
Crestelle et Roisy	id=g:2800009
Creppe	id=g:2800010
Crenwick	id=g:2800011
Crehen	id=g:2800012
Crehen	id=g:2800013
Crawhez	id=g:2800014
Cras-Avernas	id=g:2800015
Cras-Avernas	id=g:2800016
Cramion Fay	id=g:2800017
Crahiat	id=g:2800018
Craasbeek	id=g:2800019
Cowan	id=g:2800020
Cowan	id=g:2800021
Cowa	id=g:2800022
Couvreux	id=g:2800023
Bois de Couvin	id=g:2800024
Couvin	id=g:2800025
Couvin	id=g:2800026
Bois Couvert	id=g:2800027
Ferme de Couvenaille	id=g:2800028
Bois de la Couturie	id=g:2800029
Couture-Saint-Germain	id=g:2800030
Couture-Saint-Germain	id=g:2800031
Coutures	id=g:2800032
Couture de Zeupire	id=g:2800033
Coutisse	id=g:2800034
Coutisse	id=g:2800035
Couthuin	id=g:2800036
Couthuin	id=g:2800037
Coutelle	id=g:2800038
Cousteumont	id=g:2800039
Courvite	id=g:2800040
Court Tournant	id=g:2800041
Court-Saint-Étienne	id=g:2800042
Court-Saint-Étienne	id=g:2800043
Bois de Courtrues	id=g:2800044
Courtil-Piette	id=g:2800045
Courtil	id=g:2800047
Bois de Courtelle	id=g:2800048
Courte Botte	id=g:2800049
Cour-sur-Heure	id=g:2800050
Cour-sur-Heure	id=g:2800051
Cours d'Eau	id=g:2800052
Courrière lez Ville	id=g:2800053
Bois de Courrière	id=g:2800054
Courrière	id=g:2800055
Courrière	id=g:2800056
Courrière	id=g:2800057
Couronnel	id=g:2800058
Bois du Couriau	id=g:2800059
Cour en Fosse	id=g:2800060
Cour des Moines	id=g:2800061
Ferme de la Cour d'Aivier	id=g:2800062
Courcelles	id=g:2800063
Courcelles	id=g:2800064
Cour à Xhendelesse	id=g:2800065
Cour au Bois	id=g:2800066
Ferme de la Cour	id=g:2800067
Cour	id=g:2800068
Coupure	id=g:2800069
Couplet	id=g:2800070
Coupe du Bournier	id=g:2800071
Coupe des Douze Apôtres	id=g:2800072
Couillet	id=g:2800073
Couillet	id=g:2800074
Ruisseau de Cougis	id=g:2800075
Coucoumont	id=g:2800076
Ferme du Coucou	id=g:2800077
Coucou	id=g:2800078
Coucou	id=g:2800079
Cottaprez	id=g:2800081
Côte Lambot	id=g:2800082
Côte de Wilbauroche	id=g:2800083
Côte Champion	id=g:2800084
Bois de la Côte	id=g:2800085
Bois de la Côte	id=g:2800086
Bois de Cossonfay	id=g:2800087
Cosijn	id=g:2800088
Cosenberg	id=g:2800089
Corverbeek	id=g:2800090
Cortil-Wodon	id=g:2800091
Cortil-Wodon	id=g:2800092
Cortil-Noirmont	id=g:2800093
Cortil-Noirmont	id=g:2800094
Cortil	id=g:2800095
Cortenbroek	id=g:2800096
Corswarem	id=g:2800097
Corswarem	id=g:2800098
Corsal	id=g:2800099
Corroy-le-Grand	id=g:2800100
Corroy-le-Grand	id=g:2800101
Corroy-le-Château	id=g:2800102
Corroy-le-Château	id=g:2800103
Bois Corroy	id=g:2800104
Corroy	id=g:2800105
Corriaux	id=g:2800106
Coronmeuse	id=g:2800107
Coron d'en Haut	id=g:2800108
Coron	id=g:2800109
Coron	id=g:2800110
Coron Saint-Pierre	id=g:2800111
Coron	id=g:2800112
Coron de Blaugies	id=g:2800113
Coro	id=g:2800114
Cornimont	id=g:2800115
Cornimont	id=g:2800116
Ferme de Cornillon	id=g:2800117
Bois de Cornillon	id=g:2800118
Ferme Cornet	id=g:2800119
Cornet	id=g:2800121
Cornet	id=g:2800122
Cornet	id=g:2800123
Cornesse	id=g:2800124
Cornesse	id=g:2800125
Cornemont	id=g:2800126
Cornelle	id=g:2800127
Corne du Bois des Pendus	id=g:2800128
Corioule	id=g:2800129
Corinhez	id=g:2800130
Coreux Gilmister	id=g:2800131
Bois Coreux	id=g:2800132
Coreux	id=g:2800133
Bois le Coret	id=g:2800134
Coret	id=g:2800135
Bois de Corenne	id=g:2800136
Corenne	id=g:2800137
Corenne	id=g:2800138
Bois del Core	id=g:2800139
Cordes	id=g:2800140
Cordes	id=g:2800141
Corby	id=g:2800142
Corbion	id=g:2800143
Corbion	id=g:2800144
Corbion	id=g:2800145
Corbeaux	id=g:2800146
Corbeau	id=g:2800147
Corbeau	id=g:2800148
Étang de Corbay	id=g:2800149
Corbais	id=g:2800150
Corbais	id=g:2800151
Coraimont	id=g:2800152
Coraimont	id=g:2800153
Bois de Coraie	id=g:2800154
Ferme Coquinoise	id=g:2800155
Coquinette	id=g:2800156
Coquiane	id=g:2800157
Coquenwet	id=g:2800158
Coquaimont	id=g:2800159
Coq d'Agache	id=g:2800160
Coq	id=g:2800161
Copon	id=g:2800162
Heid Copin	id=g:2800163
Cascade de Coo	id=g:2800164
Contrepré	id=g:2800165
Contranhez	id=g:2800166
Consy	id=g:2800167
Consy	id=g:2800168
Constantin	id=g:2800169
Bois de Conques	id=g:2800170
Conneux	id=g:2800171
Conneux	id=g:2800172
Conjoux	id=g:2800173
Condroz	id=g:2800174
Taille du Comte	id=g:2800175
Ferme du Comte	id=g:2800176
Bois le Comte	id=g:2800177
Bois le Comte	id=g:2800178
Bois du Comte	id=g:2800179
Comté	id=g:2800180
Compogne	id=g:2800181
Bois les Comognes	id=g:2800182
Bois Comogne	id=g:2800183
Comogne	id=g:2800184
Communes	id=g:2800185
Commune	id=g:2800186
Commune	id=g:2800187
Commune	id=g:2800188
Bois Communal de Montbliart	id=g:2800189
Bois Communal	id=g:2800190
Commont	id=g:2800191
Commogne	id=g:2800192
Commijn	id=g:2800193
Commanster	id=g:2800194
Comines	id=g:2800195
Comines	id=g:2800196
Bois de Comery	id=g:2800197
Comchez	id=g:2800198
Comblinay	id=g:2800199
Bois du Comble	id=g:2800200
Comblain-la-Tour	id=g:2800201
Comblain-Fairon	id=g:2800202
Comblain-Fairon	id=g:2800203
Comblain-au-Pont	id=g:2800204
Comblain-au-Pont	id=g:2800205
Bois de Comblain	id=g:2800206
Bois Colson	id=g:2800207
Colroy	id=g:2800208
Colrin	id=g:2800209
Bois de Colonster	id=g:2800210
Colonster	id=g:2800211
Colombus	id=g:2800212
Kasteel van Coloma	id=g:2800213
Colmst	id=g:2800214
Colmont	id=g:2800215
Collas	id=g:2800216
Colinet	id=g:2800217
Bois de Colfontaine	id=g:2800218
Colfontaine	id=g:2800219
Colfontaine	id=g:2800220
Colfontaine	id=g:2800221
Coirnaumont	id=g:2800222
Cointe	id=g:2800223
Coin du Haut	id=g:2800224
Coin de Suzin	id=g:2800225
Coignelet	id=g:2800226
Bois de Cohet	id=g:2800227
Fort de Cognelée	id=g:2800228
Cognelée	id=g:2800229
Cognelée	id=g:2800230
Cognebeau	id=g:2800231
Coeuvins	id=g:2800232
Coeurq	id=g:2800233
Codron	id=g:2800234
Cocrou Biez	id=g:2800235
Cocriamont	id=g:2800236
Cocriamont	id=g:2800237
Cocquereaumont	id=g:2800238
Cocqueray	id=g:2800239
Cockaifagne	id=g:2800240
Cochleval	id=g:2800241
Ferme du Cocher	id=g:2800242
Cochamp	id=g:2800243
Cocambre	id=g:2800244
Cobru	id=g:2800245
Clouse	id=g:2800246
Cloître	id=g:2800247
Cloese Bos	id=g:2800248
Clochimont	id=g:2800249
