Ea Snô	id=g:1567834
Quan Nam	id=g:1568683
B”nom Quann	id=g:1568684
Quần Mục	id=g:1568685
Quán Mói	id=g:1568686
Quán Mít	id=g:1568687
Quân Lợi	id=g:1568688
Suối Quản Lọi	id=g:1568689
Kinh Quản Lộ đi Nhu Gia	id=g:1568690
Kinh Quản Lộ đi Giá Rai	id=g:1568691
Kinh Quản Lộ đến Phụng Hiệp	id=g:1568692
Sông Quan Lộ	id=g:1568693
Quăn Liêu	id=g:1568694
Quan Lãng	id=g:1568695
Cap Quan Lan	id=g:1568696
Quan Lạn	id=g:1568697
Quán Lân	id=g:1568698
Quân Khố	id=g:1568699
Quân Khê	id=g:1568700
Quan Keang	id=g:1568701
Quân Hùng	id=g:1568702
Quả Nhuệ Thượng	id=g:1568703
Quả Nhuệ Hạ	id=g:1568704
Quan Hoạch	id=g:1568705
Quan Hóa	id=g:1568706
Quan Hóa	id=g:1568707
Quan Ho	id=g:1568708
Quan Hiến (4)	id=g:1568709
Quan Hiến (3)	id=g:1568710
Quan Hiến (2)	id=g:1568711
Quân Hành	id=g:1568712
Quán Hàng	id=g:1568713
Quan Ha	id=g:1568714
Rú Quánh	id=g:1568715
Dang Quanh	id=g:1568716
Quảng Yên	id=g:1568717
Quảng Yến	id=g:1568718
Quảng Xuyên	id=g:1568719
Quảng Xuyên	id=g:1568720
Quang Xán	id=g:1568721
Quâng Xá	id=g:1568722
Quảng Xá	id=g:1568723
Quang Xá	id=g:1568724
Quang Xá	id=g:1568725
Quang Vinh	id=g:1568726
Quãng Vân (1)	id=g:1568727
Quảng Uyên	id=g:1568728
Quang Uc	id=g:1568729
Quảng Tường	id=g:1568730
Quang Trung	id=g:1568731
Quảng Trù	id=g:1568732
Tỉnh Quảng Trị	id=g:1568733
Sông Quảng Trị	id=g:1568734
Ga Quảng Trị	id=g:1568735
Quang Trí	id=g:1568736
Quảng Trach	id=g:1568737
Quảng Trị	id=g:1568738
Quang Tiền	id=g:1568739
Quảng Tiền	id=g:1568740
Quang Tiên	id=g:1568741
Quang Thuận (2)	id=g:1568742
Quảng Th	id=g:1568743
Quang Ten San	id=g:1568744
Quang Ten San	id=g:1568745
Quảng Tề	id=g:1568746
Quang Tệ	id=g:1568747
Quang Tân Trai	id=g:1568748
Quáng Tái Thượng	id=g:1568749
Quang Suối	id=g:1568750
Quang Riệu	id=g:1568751
Quang Quí	id=g:1568752
Quảng Phú (1)	id=g:1568753
Quang Phúc	id=g:1568754
Quảng Phú	id=g:1568755
Quang Phong	id=g:1568756
Quang Oc	id=g:1568757
Tỉnh Quảng Ninh	id=g:1568758
Quảng Ninh	id=g:1568759
Quảng Nhiêu (2)	id=g:1568760
Quảng Nhiêu (1)	id=g:1568761
Quang Nhiêu	id=g:1568762
Quảng Nhân	id=g:1568763
Quảng Nhân	id=g:1568764
Quảng Nguyên	id=g:1568765
Quang Ngoai	id=g:1568766
Phu Quang Ngô	id=g:1568767
Quang Nghiễm (1)	id=g:1568768
Tỉnh Quảng Ngãi	id=g:1568769
Quảng Ngãi	id=g:1568770
Quang Nạp (2)	id=g:1568771
Quảng Nạp	id=g:1568772
Quảng Nạp	id=g:1568773
Quảng Nap	id=g:1568774
Quảng Nạp	id=g:1568775
Quang Nạp	id=g:1568776
Quang Luận	id=g:1568778
Quang Linh	id=g:1568779
Quang Liệt	id=g:1568780
Quảng Lang	id=g:1568781
Quang Lang	id=g:1568782
Quang Lãng	id=g:1568783
Quang Lam	id=g:1568784
Quảng Lãm	id=g:1568785
Quảng La	id=g:1568786
Quang Kim	id=g:1568787
Quảng Khuyên	id=g:1568788
Quảng Khê	id=g:1568789
Quang Khai	id=g:1568790
Quang Khải	id=g:1568791
Quảng Ích	id=g:1568792
Quang Huy	id=g:1568793
Quang Huy	id=g:1568794
Quang Huy	id=g:1568795
Quang Húc	id=g:1568796
Quảng Hội	id=g:1568797
Quảng Hóa Phường	id=g:1568798
Quàng Hi (1)	id=g:1568799
Quang Hiệu	id=g:1568800
Quảng Hiêp	id=g:1568801
Quang Hiển (1)	id=g:1568802
Quang Hiển	id=g:1568803
Quang Hiên	id=g:1568804
Quảng Hà (1)	id=g:1568805
Núi Quang Hanh	id=g:1568806
Quang Hanh	id=g:1568807
Quang Hang	id=g:1568808
Quang Han	id=g:1568809
Quang Ha	id=g:1568810
Quang Giu	id=g:1568811
Quảng Giáo	id=g:1568812
Quang Dưc	id=g:1568813
Quang Duc	id=g:1568814
Quang Ðông (2)	id=g:1568815
Quang Ðông (1)	id=g:1568816
Quảng Ðộ	id=g:1568817
Quảng Ðiền	id=g:1568818
Quảng Ðiền	id=g:1568819
Quang Ðâu	id=g:1568820
Quảng Ðàm	id=g:1568821
Quảng Ðại (1)	id=g:1568822
Quảng Cư (1)	id=g:1568823
Quang Cưn Phìn Hò	id=g:1568824
Quảng Cư	id=g:1568825
Quảng Cư	id=g:1568826
Quảng Cư	id=g:1568827
Quảng Cư	id=g:1568828
Quảng Cư	id=g:1568829
Quãng Cư	id=g:1568830
Quang Củn Phìn	id=g:1568831
Quảng Cố	id=g:1568832
Quang Chiêm	id=g:1568833
Quảng Châu (2)	id=g:1568834
Quảng Châu (1)	id=g:1568835
Quang Châu	id=g:1568836
Quảng Cầu	id=g:1568837
Quảng Bố	id=g:1568838
Tỉnh Quảng Bình	id=g:1568839
Quảng B	id=g:1568840
Quang Ãm	id=g:1568841
Quẩng Ái	id=g:1568842
Suối Quảng	id=g:1568843
Rào Quang	id=g:1568844
Rạch Quảng	id=g:1568845
Nam Quang	id=g:1568846
Nam Quang	id=g:1568847
Quan Dương	id=g:1568848
Quan Du	id=g:1568849
Quan Ðống	id=g:1568850
Quan Ðèo	id=g:1568851
Quận Ðăng (2)	id=g:1568852
Quận Ðăng (1)	id=g:1568853
Quan Châu	id=g:1568854
Kinh Quan Chánh Bố	id=g:1568855
Quan Câu	id=g:1568856
Quán Bụt	id=g:1568857
Quản Bô	id=g:1568858
Quan Bằng	id=g:1568859
Quân Bác	id=g:1568860
Quản Bạ	id=g:1568861
Quan Am	id=g:1568862
Vũng Quan	id=g:1568863
Sông Quan	id=g:1568864
Phu Quan	id=g:1568865
Nam Quan	id=g:1568866
Ðông Quan	id=g:1568867
Bù Quan	id=g:1568868
Khao Quam	id=g:1568869
Quả Linh	id=g:1568870
Khe Quái	id=g:1568871
Quả Cảm	id=g:1568872
Quả Cẩm	id=g:1568873
Rào Qua	id=g:1568874
Nam Qua	id=g:1568875
Nam Qua	id=g:1568876
Hòn Quả	id=g:1568877
B”nam Qua	id=g:1568878
Île Pyramide	id=g:1568879
Py Lao	id=g:1568880
Pú Vá	id=g:1568881
Pu To	id=g:1568882
Phu Put	id=g:1568883
Co Put	id=g:1568884
Pú Phong	id=g:1568885
Pu Pà Páo	id=g:1568886
Ea Puôr	id=g:1568887
Puòng Lâu	id=g:1568888
Phu Puốc	id=g:1568889
Pưa Cha	id=g:1568890
Pu Niu Suối Tao	id=g:1568891
Pu Niu	id=g:1568892
Púng Ngùa	id=g:1568893
Phu Pung Khen	id=g:1568894
Năm Púng	id=g:1568895
Co Pung	id=g:1568896
Chư Pung	id=g:1568897
Pu Neo	id=g:1568898
Pù Mu	id=g:1568899
Núi Pu Miang	id=g:1568900
Pu May	id=g:1568901
Pu Mao Chay	id=g:1568902
Pu Ma	id=g:1568903
Phu Pum	id=g:1568904
Pu La Tiay	id=g:1568905
Pu Lao Chai	id=g:1568906
Pu Kang	id=g:1568907
Ea Puk	id=g:1568908
Ea Pŭk	id=g:1568909
Ea Puich	id=g:1568910
Chư Puh	id=g:1568911
Phu Pue	id=g:1568912
Pu Chu Chay	id=g:1568913
Pu Chang (1)	id=g:1568914
Pu Cha	id=g:1568915
Ia Puch	id=g:1568916
Ia Puch	id=g:1568917
Nam Pú	id=g:1568918
Nam Pu	id=g:1568919
Huôi Pu	id=g:1568920
Cư Pu	id=g:1568921
Dak P’tơ	id=g:1568922
Psourr	id=g:1568923
Dak Psi	id=g:1568924
Dang Prui	id=g:1568925
Prou Dar Sa	id=g:1568926
Prou	id=g:1568927
Chư Pron Lon	id=g:1568928
Chư Prong	id=g:1568929
Chư Prong	id=g:1568930
Chư Prong	id=g:1568931
Chư Prong	id=g:1568932
Chư Prong	id=g:1568933
Chư Prong	id=g:1568934
Chư Prong	id=g:1568935
Pro Lach (2)	id=g:1568936
Entrée Profonde	id=g:1568937
Pro Da Pat	id=g:1568938
Pro Da Dju	id=g:1568939
Pro Da Briöng	id=g:1568940
Bol Prion	id=g:1568941
Dak Pring	id=g:1568942
Prieh	id=g:1568943
Ea Priegne	id=g:1568944
Ðak Pri	id=g:1568945
Co Preu	id=g:1568946
Preteing (2)	id=g:1568947
Pré Rion	id=g:1568948
Ðèo Prenn	id=g:1568949
Préhel	id=g:1568950
Ðak Predank	id=g:1568951
Pre Ca Nac	id=g:1568952
Pré Boyao	id=g:1568953
Bol Préau	id=g:1568954
Ia Prat	id=g:1568955
Chư Prat	id=g:1568956
Tam Prang	id=g:1568957
Prêk Pralinh	id=g:1568958
Pra Léan	id=g:1568959
Yok Prah Thiang	id=g:1568960
Prahamiệt	id=g:1568961
Po Vai	id=g:1568962
Pou Yon	id=g:1568963
Pou Ton	id=g:1568964
Suối Poutiou	id=g:1568965
Núi Pou Tha Ca	id=g:1568966
Phu Pout	id=g:1568967
Ia Pour	id=g:1568968
Pou Phang	id=g:1568969
Pou Pang	id=g:1568970
Co Pou Pan	id=g:1568971
Pouo Loem	id=g:1568972
Poun Loung	id=g:1568973
Nam Poun	id=g:1568974
Khao Poum Pou	id=g:1568975
Pou Mô	id=g:1568976
Poum Ban	id=g:1568977
Khao Poum	id=g:1568978
Pou Luon	id=g:1568979
Poul Pé	id=g:1568980
Pou Louon	id=g:1568981
Îles de Poulo Canton	id=g:1568982
Poul Bri (1)	id=g:1568983
Pou La	id=g:1568984
Poul	id=g:1568985
Nam Poui	id=g:1568986
Núi Pouh Tard	id=g:1568987
Pou Houk	id=g:1568988
Pou Gnan (2)	id=g:1568989
Pou Gnan (1)	id=g:1568990
Núi Pou Dinh	id=g:1568991
Khao Pou	id=g:1568992
Chi Pou	id=g:1568993
Po Tung	id=g:1568994
Dang Pott	id=g:1568995
M”neun Potras	id=g:1568996
Potpé	id=g:1568997
B”nom Potial	id=g:1568998
Po Thong	id=g:1568999
Po Thiung	id=g:1569000
Pò Tay	id=g:1569001
Kong Potau Bola	id=g:1569002
Pò Tâu	id=g:1569003
Dang Pôt	id=g:1569004
Po Som	id=g:1569005
Po Soc	id=g:1569006
Pò Sì Ngai	id=g:1569007
Po Sien	id=g:1569008
Po Sen	id=g:1569009
Port Redon	id=g:1569010
Ia Por	id=g:1569011
Po Puong	id=g:1569012
Po Ping	id=g:1569013
Po Pi	id=g:1569014
Dak Popho	id=g:1569015
Pò Pheo	id=g:1569016
Ea Pôp	id=g:1569017
Ia Pơtâu	id=g:1569018
Dak Pơne	id=g:1569019
Phu Pờ Ma Chang	id=g:1569020
Pơlei Yôme	id=g:1569021
Pơlei Ya Rê	id=g:1569022
Pơlei Ya Dip Ya Rac	id=g:1569023
Pơlei Ya Dip Ya Bơlok	id=g:1569024
Pơlei Wak	id=g:1569025
Pơlei Tum (1)	id=g:1569026
Pơlei Trong Nông	id=g:1569027
Pơlei Trong	id=g:1569028
Pơlei Trang	id=g:1569029
Pơlei Sial	id=g:1569030
Pơlei Set (2)	id=g:1569031
Pơlei Rơlung	id=g:1569032
Pơlei Rang Ria	id=g:1569033
Pơlei Poo	id=g:1569034
Pơlei Po	id=g:1569035
Pơlei Phia Pheap	id=g:1569036
Pơlei Phia Luong	id=g:1569037
Pơlei Mơnu	id=g:1569038
Pơlei Meo	id=g:1569039
Pơlei Lut	id=g:1569040
Pơlei Lung Lèng	id=g:1569041
Pơlei Latun	id=g:1569042
Pơlei Lang Lô	id=g:1569043
Pơlei Lai	id=g:1569044
Pơlei Krong	id=g:1569045
Pơlei Kram	id=g:1569046
Pơlei Koyong Kuan Khon	id=g:1569047
Pơlei Kotol	id=g:1569048
Pơlei Kơtang (2)	id=g:1569049
Pơlei Kơtang (1)	id=g:1569050
Pơlei Kơbay	id=g:1569051
Pơlei Kep (1)	id=g:1569052
Pơlei Jrirang	id=g:1569053
Pơlei Jrirang	id=g:1569054
Pơlei Jar Sieng	id=g:1569055
Pơlei Jar Kơdol	id=g:1569056
Pơlei Iôm	id=g:1569057
Pơlei Iang Lô Kram	id=g:1569058
Pơlei Gum Krom	id=g:1569059
Pơlei Grap	id=g:1569060
Pơlei Gam	id=g:1569061
Pơlei Doc	id=g:1569062
Pơlei Djereng	id=g:1569063
Pơlei Dak Tur Nak	id=g:1569064
Pơlei Dak Tin	id=g:1569065
Pơlei Dak Rio (1)	id=g:1569066
Pơlei Dak Mut	id=g:1569067
Pơlei Dak Co	id=g:1569068
Pơlei Cư	id=g:1569069
Pơlei Chưot	id=g:1569070
Pơlei Bungai	id=g:1569071
Pơlei Breng Wep	id=g:1569072
Pơlei Breng	id=g:1569073
Pơlei Bơdu	id=g:1569074
Pơlei Bar Gok	id=g:1569075
Dak Pơkei	id=g:1569076
Ðắc Pơ Cô	id=g:1569077
Île du Pont	id=g:1569078
Phu Pón Pén	id=g:1569079
Pô Nin	id=g:1569080
Pồ Nhin Hô	id=g:1569081
Pò Nhang	id=g:1569082
Youk Ponhah	id=g:1569083
Po Nha	id=g:1569084
Phu Pông Triêu	id=g:1569085
Phu Pong Pinh	id=g:1569086
Thác Pongour	id=g:1569087
Dak Pong Lu	id=g:1569088
Pong Ka	id=g:1569089
Nam Pong Hò	id=g:1569090
Nam Pong	id=g:1569091
Ia Pong	id=g:1569092
Grottes de Pong	id=g:1569093
Dak Pong	id=g:1569094
Chư Pong	id=g:1569095
Núi Pon	id=g:1569096
Nam Pon	id=g:1569097
Po Mon	id=g:1569098
Pò Mò	id=g:1569099
Pom Kut	id=g:1569100
Pò Min	id=g:1569101
Phu Pom Bao	id=g:1569102
Po Mane	id=g:1569103
Pô Mainh	id=g:1569104
Po Ma Ho	id=g:1569105
Po Ly Ngai	id=g:1569106
Ngok Pol Pin Pah	id=g:1569107
Pol Peng Caô	id=g:1569108
Po Louong	id=g:1569109
Pó Loi	id=g:1569110
Pồ Lòi	id=g:1569111
Po Lò	id=g:1569112
Chư Po Lien	id=g:1569113
Po La	id=g:1569114
Po La	id=g:1569115
Po Kouei	id=g:1569116
Po Kouei	id=g:1569117
Dak Pokor	id=g:1569118
Pó Klang	id=g:1569119
Po Kip	id=g:1569120
Pô Kính	id=g:1569121
Tong Po Kat	id=g:1569122
Suối Pohok	id=g:1569123
Po Hang	id=g:1569124
Po Han	id=g:1569125
Po Gioung	id=g:1569126
Pò Gài	id=g:1569127
Po Fa	id=g:1569128
Dak Poe	id=g:1569129
Yuk Pođong	id=g:1569130
Pô Ðon	id=g:1569131
Pó Ðôn	id=g:1569132
Podiam	id=g:1569133
Yôk Pod Bou	id=g:1569134
Pò Cũ	id=g:1569135
Pò Có	id=g:1569136
Po Co	id=g:1569137
Po Chu Phin	id=g:1569138
Po Chu Chung	id=g:1569139
Po Chou Wan	id=g:1569140
Ea Pôch	id=g:1569141
Po Cáu	id=g:1569142
Pó Cằm	id=g:1569143
Po Cai	id=g:1569144
Po Ca	id=g:1569145
Phu Poc	id=g:1569146
Nằm Pốc	id=g:1569147
Huôi Pốc	id=g:1569148
Yôk Pob Lop	id=g:1569149
Ya Pô	id=g:1569150
Phu Po	id=g:1569151
Nam Pô	id=g:1569152
Nằm Pô	id=g:1569153
Nam Pô	id=g:1569154
Nam Po	id=g:1569155
Khao Po	id=g:1569156
Ea Po	id=g:1569157
Dak Po	id=g:1569158
Ia Pnon	id=g:1569159
Da Plon	id=g:1569160
Dak Plom	id=g:1569161
Ngok Plok	id=g:1569162
Phu Pliệc	id=g:1569163
Pley Pa Ma Lim	id=g:1569164
Pley Pa Ma Da	id=g:1569165
Pley Pa Ai Briu	id=g:1569166
Pley Ngol Ma Drung	id=g:1569167
Pley Ngol Ma Ch”rong	id=g:1569168
Plé Vi Drin	id=g:1569169
Dak Plen	id=g:1569170
Plei Yt	id=g:1569171
Plei Yône Prompt	id=g:1569172
Plei Yone Ngôle	id=g:1569173
Plei Yône Deli	id=g:1569174
Plei Yit Grun	id=g:1569175
Plei Ya Yan (1)	id=g:1569176
Plei Ya Yang (2)	id=g:1569177
Plei Ya Yang (1)	id=g:1569178
Plei Ya Yang (1)	id=g:1569179
Plei Ya Yac (1)	id=g:1569180
Plei Ya Ya	id=g:1569181
Plei Ya Tong	id=g:1569182
Plei Yatiah	id=g:1569183
Plei Ya Te	id=g:1569184
Plei Ya Té	id=g:1569185
Plei Ya Tchouc	id=g:1569186
Plei Ya Pô (2)	id=g:1569187
Plei Ya Pô (1)	id=g:1569188
Plei Ya Pon (2)	id=g:1569189
Plei Yao	id=g:1569190
Plei Yan (3)	id=g:1569191
Plei Yang (1)	id=g:1569192
Plei Ya Klong	id=g:1569193
Plei Ya Kiam	id=g:1569194
Plei Ya Kavn	id=g:1569195
Plei Yai	id=g:1569196
Plei Ya Ho	id=g:1569197
Plei Ya Gron	id=g:1569198
Plei Ya Gran (1)	id=g:1569199
Plei Ya Bring	id=g:1569200
Plei Ya Brêng	id=g:1569201
Plei Ya Bo	id=g:1569202
Plei Ya Bô	id=g:1569203
Plei Ya Bio	id=g:1569204
Plei Ya Bia	id=g:1569205
Plei Xu Té	id=g:1569206
Plei Xun	id=g:1569207
Plei Xu Lon	id=g:1569208
Plei Xo (1)	id=g:1569209
Plei Xoun Kop	id=g:1569210
Plei Xo Tar	id=g:1569211
Plei Xorr	id=g:1569212
Plei Xôme	id=g:1569213
Plei Xôme	id=g:1569214
Plei Xieu	id=g:1569215
Plei Xê	id=g:1569216
Plei Xat Atau	id=g:1569217
Plei Xa Bon (2)	id=g:1569218
Plei Wau	id=g:1569219
Plei Vitou	id=g:1569220
Plei Van Vo (1)	id=g:1569221
Plei Uôt	id=g:1569222
Plei Uôt	id=g:1569223
Plei Uoch	id=g:1569224
Plei Uêt	id=g:1569225
Plei Uêh	id=g:1569226
Plei Ue	id=g:1569227
Plei Tươh Klah	id=g:1569228
Plei Tung (1)	id=g:1569229
Plei Tung Thang	id=g:1569230
Plei Tung Sé	id=g:1569231
Plei Tuêck	id=g:1569232
Plei T”séo (2)	id=g:1569233
Plei T”séou	id=g:1569234
Plei Trum	id=g:1569235
Plei Trop	id=g:1569236
Plei Troêh	id=g:1569237
Plei Trâp	id=g:1569238
Plei Trâp	id=g:1569239
Plei Trăng Klăh Kiuh	id=g:1569240
Plei Trăng Klăh Hơ Kiêng	id=g:1569241
Plei Trăng Klăh Bơt	id=g:1569242
Plei Trăm (2)	id=g:1569243
Plei Tpang	id=g:1569244
Plei Tower	id=g:1569245
Plei Toung Bop	id=g:1569246
Plei Toun Breng (2)	id=g:1569247
Plei Toun Breng (1)	id=g:1569248
Plei Toum	id=g:1569249
Plei Totung	id=g:1569250
Plei Tôtt (3)	id=g:1569251
Plei Tôtt (1)	id=g:1569252
Plei Tott	id=g:1569253
Plei Tôt	id=g:1569254
Plei Torr Agne	id=g:1569255
Plei Torr	id=g:1569256
Plei Topong Dam (3)	id=g:1569257
Plei Tơdrah	id=g:1569258
Plei Tong (2)	id=g:1569259
Plei Tong Wyle	id=g:1569260
Plei Tong Mô (2)	id=g:1569261
Plei Tong Hôtte	id=g:1569262
Plei Tong	id=g:1569263
Plei Ton	id=g:1569264
Plei Tokor (2)	id=g:1569265
Plei Tokor (1)	id=g:1569266
Plei To Bur Tih	id=g:1569267
Plei Tie Tar	id=g:1569268
Plei Thou	id=g:1569269
Plei Tho Hinuen	id=g:1569270
Plei Thoh	id=g:1569271
Plei Thê	id=g:1569272
Plei Thê	id=g:1569273
Plei Thaie Ya Glaé	id=g:1569274
Plei Thaie Oual	id=g:1569275
Plei Thaie Namra	id=g:1569276
Plei Thaie Djirao	id=g:1569277
Plei Thaïe Cheu	id=g:1569278
Plei Tenau	id=g:1569279
Plei Te	id=g:1569280
Plei Tchar	id=g:1569281
Plei Ta Uân	id=g:1569282
Plei Tat	id=g:1569283
Plei Tao Chorr (1)	id=g:1569284
Plei Tang To Pung	id=g:1569285
Plei Tang Lon	id=g:1569286
Plei Tang	id=g:1569287
Plei Tanéa Kun	id=g:1569288
Plei Ta Nang Tie	id=g:1569289
Plei Tamui (4)	id=g:1569290
Plei Ta Moc (3)	id=g:1569291
Plei Sotan	id=g:1569292
Plei Sokiet	id=g:1569293
Plei Soen	id=g:1569294
Plei Ser Tor	id=g:1569295
Plei Sa Song	id=g:1569296
Plei Sà Riêng	id=g:1569297
Plei Sao	id=g:1569298
Plei Rưng Khưng	id=g:1569299
Plei Rung Sar (2)	id=g:1569300
Plei Rung Kotu (1)	id=g:1569301
Plei Rung	id=g:1569302
Plei Rour	id=g:1569303
Plei Rour	id=g:1569304
Plei Rơ Uay	id=g:1569305
Plei Rơngol Dơgrong	id=g:1569306
Plei Rơkôi	id=g:1569307
Plei Rơdung	id=g:1569308
Plei Rông Dup	id=g:1569309
Plei Roh	id=g:1569310
Plei Rôe	id=g:1569311
Plei R”ngol Kop	id=g:1569312
Plei Rinh (2)	id=g:1569313
Plei Ring Dô	id=g:1569314
Plei Rhe	id=g:1569315
Plei Redong	id=g:1569316
Plei Redang	id=g:1569317
Plei Rath Yô	id=g:1569318
Plei Rath Ya Do	id=g:1569319
Plei Rath Lan	id=g:1569320
Plei Quanban	id=g:1569321
Plei Quak (1)	id=g:1569322
Plei Quak Kla (2)	id=g:1569323
Plei P”tao	id=g:1569324
Plei Preng Het	id=g:1569325
Plei Poui	id=g:1569326
Plei Pouï	id=g:1569327
Plei Po Tau	id=g:1569328
Plei Poô Xoi	id=g:1569329
Plei Pơtao Kla	id=g:1569330
Plei Poo Ngo	id=g:1569331
Plei Poô Jal	id=g:1569332
Plei Poô Gròng	id=g:1569333
Plei Ponuk	id=g:1569334
Plei Pông	id=g:1569335
Plei Pông	id=g:1569336
Plei Pok (1)	id=g:1569337
Plei Pôé (1)	id=g:1569338
Plei P”nouk Ya Gnen	id=g:1569339
Plei P”nouk	id=g:1569340
Plei Plo (1)	id=g:1569341
Plei Plong	id=g:1569342
Plei Pleir	id=g:1569343
Plei Piơm	id=g:1569344
Plei Phung	id=g:1569345
Plei Phine	id=g:1569346
Plei Pham Ngơl	id=g:1569347
Plei Pham Kol	id=g:1569348
Plei Pham Kléo	id=g:1569349
Plei Pham Gua	id=g:1569350
Plei Pédine	id=g:1569351
Plei Pa Tsa	id=g:1569352
Plei Pan Lan	id=g:1569353
Plei Pang (1)	id=g:1569354
Plei Pang	id=g:1569355
Plei Pane	id=g:1569356
Plei Pâ	id=g:1569357
Plei Op	id=g:1569358
Plei Ơluk	id=g:1569359
Plei Oluk Tur	id=g:1569360
Plei Oluk Prong	id=g:1569361
Plei Ô	id=g:1569362
Plei Niang	id=g:1569363
Plei Nhol	id=g:1569364
Plei Nhe	id=g:1569365
Plei Ngol Ya Krel	id=g:1569366
Plei N”gol Lê (1)	id=g:1569367
Plei Ngoll	id=g:1569368
Plei Ngol Ho	id=g:1569369
Plei Ngleum	id=g:1569370
Plei Ngai	id=g:1569371
Plei Neute	id=g:1569372
Plei Néo	id=g:1569373
Plei Néo	id=g:1569374
Plei Neh Xor	id=g:1569375
Plei Neh Làng	id=g:1569376
Plei Neh	id=g:1569377
Plei Mui	id=g:1569378
Plei Mrong	id=g:1569379
Plei Mre Chong	id=g:1569380
Plei Mouille (2)	id=g:1569381
Plei Mouille (1)	id=g:1569382
Plei Morr	id=g:1569383
Plei Mơrah (1)	id=g:1569384
Plei Mơnu Tat	id=g:1569385
Plei Mơnu Dooch	id=g:1569386
Plei Mơ Nang	id=g:1569387
Plei Monu (2)	id=g:1569388
Plei Monou Tuong	id=g:1569389
Plei Monou Quen	id=g:1569390
Plei Monoun (1)	id=g:1569391
Plei Mong	id=g:1569392
Plei Mong	id=g:1569393
Plei Mok Ya Trang	id=g:1569394
Plei Mok Den	id=g:1569395
Plei Mnang	id=g:1569396
Plei Mlou	id=g:1569397
Plei Mil	id=g:1569398
Plei Mê (1)	id=g:1569399
Plei Menou	id=g:1569400
Plei Matroh (2)	id=g:1569401
Plei Ma Quin	id=g:1569402
Plei Man Ko	id=g:1569403
Plei Mang (2)	id=g:1569404
Plei Mang Tich	id=g:1569405
Plei Man Diang	id=g:1569406
Plei Lung Pang	id=g:1569407
Plei Loutte	id=g:1569408
Plei Loung Ya Rang (1)	id=g:1569409
Plei Lou Ngo (3)	id=g:1569410
Plei Lou Ngo (2)	id=g:1569411
Plei Loung	id=g:1569412
Plei Lôp	id=g:1569413
Plei Loe	id=g:1569414
Plei Lim	id=g:1569415
Plei Lê Tôtt	id=g:1569416
Plei Leo (3)	id=g:1569417
Plei Leo (1)	id=g:1569418
Plei Lê Ngo (1)	id=g:1569419
Plei Lê Hatte	id=g:1569420
Plei Le Dido	id=g:1569421
Plei Lê Anh	id=g:1569422
Plei La Tran	id=g:1569423
Plei Lao (2)	id=g:1569424
Plei Lao Tchin	id=g:1569425
Plei Lang (2)	id=g:1569426
Plei Lăng Lol	id=g:1569427
Plei La	id=g:1569428
Pleikù Tông	id=g:1569429
Plei Kuing Ya Kian (1)	id=g:1569430
Plei Kuing Xorr	id=g:1569431
Plei Kuing Nian	id=g:1569432
Plei Kuing Kre	id=g:1569433
Plei Kuing Hô	id=g:1569434
Plei Kuenh Ya Tong (1)	id=g:1569435
Plei Kuenh Xom	id=g:1569436
Plei Kuenh Kla	id=g:1569437
Plei Kueng Ya Tong	id=g:1569438
Plei Kueng	id=g:1569439
Plei Kuel	id=g:1569440
Plei Ksom	id=g:1569441
Plei Kron Kon	id=g:1569442
Plei Krom Hô	id=g:1569443
Plei Krẽh	id=g:1569444
Plei Krako	id=g:1569445
Plei Kra	id=g:1569446
Plei Kouê	id=g:1569447
Plei Koue	id=g:1569448
Plei Koual	id=g:1569449
Plei Ko Te	id=g:1569450
Plei Kor Trang (1)	id=g:1569451
Plei Ko Ré	id=g:1569452
Plei Kop	id=g:1569453
Plei Kơtêng	id=g:1569454
Plei Kơnih	id=g:1569455
Plei Kơ Dut (1)	id=g:1569456
Plei Kon Hara	id=g:1569457
Plei Kon Gô (1)	id=g:1569458
Plei Kon Gô	id=g:1569459
Plei Konang	id=g:1569460
Plei Kolang	id=g:1569461
Plei Kok	id=g:1569462
Plei Kohtongtotu	id=g:1569463
Plei Kodrack (2)	id=g:1569464
Plei Kodrack Té	id=g:1569465
Plei Kodrack	id=g:1569466
Plei Ko Djil	id=g:1569467
Plei Kode Dang	id=g:1569468
Plei Ko Bô (1)	id=g:1569469
Plei Kô	id=g:1569470
Plei Klung	id=g:1569471
Plei Klou	id=g:1569472
Plei Klor	id=g:1569473
Plei Klong	id=g:1569474
Plei Klok	id=g:1569475
Plei Kliet	id=g:1569476
Plei Klêng	id=g:1569477
Plei Klei	id=g:1569478
Plei Kla (1)	id=g:1569479
Plei Klane Ngol	id=g:1569480
Plei Klane Kla	id=g:1569481
Plei Klah (1)	id=g:1569482
Plei Klah	id=g:1569483
Plei Kièl	id=g:1569484
Plei Kial Brah	id=g:1569485
Plei Khưn	id=g:1569486
Plei Khuing (1)	id=g:1569487
Plei Khol (1)	id=g:1569488
Plei Khol Boy	id=g:1569489
Plei Khôk Klong	id=g:1569490
Plei Khôih Lô	id=g:1569491
Plei Khoie	id=g:1569492
Plei Ketai (2)	id=g:1569493
Plei Kétai	id=g:1569494
Plei Kep Kram	id=g:1569495
Plei Kêp	id=g:1569496
Plei Keo Xiou	id=g:1569497
Plei Keo Trung (2)	id=g:1569498
Plei Ken Ngo (2)	id=g:1569499
