Camepo	id=g:3350901
Município Amboim	id=g:3351905
Ambei	id=g:3351906
Ambande	id=g:3351907
Ambande	id=g:3351908
Amba	id=g:3351909
Amatica	id=g:3351910
A. Marques	id=g:3351911
Amangala	id=g:3351912
Amalongo	id=g:3351913
Amalondo	id=g:3351914
A. Machado	id=g:3351915
Serra Álvaro Ferreira	id=g:3351916
Alunia	id=g:3351917
Alto Cuilo	id=g:3351918
Alto Cuanza	id=g:3351919
Alto Chicapa	id=g:3351920
Alto Catumbela	id=g:3351921
A. Lopes	id=g:3351922
Alongo	id=g:3351923
Almeida	id=g:3351924
Alepe	id=g:3351925
Alenha	id=g:3351926
Alemba	id=g:3351927
Alemão	id=g:3351928
Aleia	id=g:3351929
Aleha	id=g:3351930
Aleço	id=g:3351931
Aldeia São José	id=g:3351932
Alcides Silva	id=g:3351933
Ponta Albina	id=g:3351934
Alberto A. Cancela	id=g:3351935
Alberto	id=g:3351936
Albano Vieira	id=g:3351937
Albano Vieira	id=g:3351938
Alanda	id=g:3351939
Ala	id=g:3351940
Ajinguelele	id=g:3351941
A. J. Afonso	id=g:3351942
Aiumbe	id=g:3351943
Aituta	id=g:3351944
Aiombo	id=g:3351945
Aimbir	id=g:3351946
Aihome	id=g:3351947
Aiala	id=g:3351948
Ahica	id=g:3351949
A. G. Garrido	id=g:3351950
Age	id=g:3351951
Afonso Calei	id=g:3351952
A. Ferreira	id=g:3351953
Aeque	id=g:3351954
Acumba	id=g:3351955
Acumba	id=g:3351956
Aculo	id=g:3351957
Acongo	id=g:3351958
Acolongonjo	id=g:3351959
Aco	id=g:3351960
Achuio	id=g:3351961
Achimo	id=g:3351962
Achicanha	id=g:3351963
A. Carvalho	id=g:3351964
Morro Acácio	id=g:3351965
Abreu	id=g:3351966
Abilio	id=g:3351967
Abel Carapuchoso	id=g:3351968
Bombongo	id=g:3358843
Barra da Chicala	id=g:3371193
Liandulo	id=g:3371370
Camupa	id=g:3371371
Cauango	id=g:3371372
Fazenda Cáua	id=g:3371373
Lalanja	id=g:3371374
Gica	id=g:3371375
Fazenda Canjala Agricola	id=g:3371376
Ngangula	id=g:3371377
Calochapa	id=g:3371378
Sandaza	id=g:3371379
Fazenda Cacula	id=g:3371380
Pandela	id=g:3371381
Cacola	id=g:3371382
Cuvelo	id=g:3371383
Tomara	id=g:3371384
Chitome	id=g:3371385
Cuvelo	id=g:3371386
Tuco	id=g:3371387
Tchinguangua	id=g:3371388
Tchilulo	id=g:3371389
Lemba	id=g:3371390
Cuhombo	id=g:3371391
Cuhula	id=g:3371392
Chitumbo	id=g:3371393
Fazenda Chitumbo	id=g:3371394
Pindi	id=g:3371395
Ocópia	id=g:3371396
Bandua	id=g:3371397
Tóio	id=g:3371398
Luniete	id=g:3371399
Dembe	id=g:3371400
Chimboto	id=g:3371401
Inia	id=g:3371402
Tchipembe	id=g:3371403
Tchipembe	id=g:3371404
Canduva	id=g:3371405
Cittna	id=g:3371406
Lamemba	id=g:3371407
Tchimanga	id=g:3371408
Eliangongo	id=g:3371409
Dindira	id=g:3371410
Apundo	id=g:3371411
Boiu	id=g:3371412
Anganga	id=g:3371413
Nuagueba	id=g:3371414
Ndjilumba	id=g:3371415
Pemba	id=g:3371416
Lupambala	id=g:3371417
Sassoma	id=g:3371418
Chiuo	id=g:3371419
Lupambala	id=g:3371420
Cassupi I	id=g:3371421
Capitango	id=g:3371422
Nunhualo	id=g:3371423
Nacandjila	id=g:3371424
Incuó	id=g:3371425
Comuco	id=g:3371426
Londela	id=g:3371427
Cambutessa	id=g:3371428
Viaiu	id=g:3371429
Fazenda Candjula	id=g:3371430
Eliva	id=g:3371431
Mbongo	id=g:3371432
Cassupi II	id=g:3371433
Tchivala	id=g:3371434
Damasco	id=g:3371435
Sucumula	id=g:3371436
Lupili	id=g:3371437
Ussissi	id=g:3371438
Sauossi	id=g:3371439
Sucumula	id=g:3371440
Cangolo	id=g:3371441
Sandombo II	id=g:3371442
Cangolo	id=g:3371443
Cambulo Novo	id=g:3371444
Indongo	id=g:3371445
Ucombe	id=g:3371446
Manda	id=g:3371447
Serra Ussissi	id=g:3371448
Fendi	id=g:3371449
Calanga	id=g:3371450
Cassendji	id=g:3371451
Fazenda Sandombo	id=g:3371452
Monte Lundengo	id=g:3371453
Serra Luvango	id=g:3371454
Serra Tchacuata	id=g:3371455
Liaoango	id=g:3371456
Monte Taca Coconga	id=g:3371457
Tembuacangando	id=g:3371458
Bindongo	id=g:3371459
Sucuandjali	id=g:3371460
Elenga	id=g:3371461
Elenga	id=g:3371462
Cangando	id=g:3371463
Missão Santo António do Cuima	id=g:3371464
Monte Epill	id=g:3371465
Serra Taca	id=g:3371466
Aienja	id=g:3371467
Sima	id=g:3371468
Sima	id=g:3371469
Tchipuli	id=g:3371470
Sacandondo	id=g:3371471
Cotona	id=g:3371472
Mbombolo	id=g:3371473
Lombalaca	id=g:3371474
Nacanosso	id=g:3371475
Canhangue	id=g:3371476
Sacandumbo	id=g:3371477
Balavandê	id=g:3371478
Ngolo	id=g:3371479
Sacahuma	id=g:3371480
Catchindjondjo	id=g:3371481
Somalia	id=g:3371482
Calonombo	id=g:3371483
Damasco	id=g:3371484
Catchipiapia	id=g:3371485
Sacahuma	id=g:3371486
Serra Elanda	id=g:3371487
Sacandumbo	id=g:3371488
Serra Ndumbi	id=g:3371489
Ndosse	id=g:3371490
Catchululo	id=g:3371491
Catchululo	id=g:3371492
Catchimonha	id=g:3371493
Cassendji	id=g:3371494
Ndumbo	id=g:3371495
Catchicole	id=g:3371496
Catala	id=g:3371497
Sacanda	id=g:3371498
Epamba	id=g:3371499
Epamba	id=g:3371500
Sacahuco	id=g:3371501
Catecala	id=g:3371502
Nguandassiva	id=g:3371503
Catáli	id=g:3371504
Namaliongo	id=g:3371505
Catáli Novo	id=g:3371506
Caué	id=g:3371507
Caué	id=g:3371508
Comoma	id=g:3371509
Sahama	id=g:3371510
Longovo	id=g:3371511
Tchitete	id=g:3371512
Cutambela	id=g:3371513
Caloneva	id=g:3371514
Puacha	id=g:3371515
Lilila	id=g:3371516
Lilila	id=g:3371517
Capetchi	id=g:3371518
Põe	id=g:3371519
Ucuahamba	id=g:3371520
Chiluco	id=g:3371521
Camissamba	id=g:3371522
Cangongo	id=g:3371523
Fazenda Vista Alegre	id=g:3371524
Calipi	id=g:3371525
Langolo	id=g:3371526
Caiendje	id=g:3371527
Caluviavili	id=g:3371528
Cauaiala	id=g:3371529
Galego	id=g:3371530
Lumbandi Nova	id=g:3371531
Cassende	id=g:3371532
Sacanombo	id=g:3371533
Cangoti	id=g:3371534
Nguelo	id=g:3371535
Pambala	id=g:3371536
Mbumbua	id=g:3371537
Soacomba	id=g:3371538
Soacomba	id=g:3371539
Nacamuco	id=g:3371540
Cuahamba	id=g:3371541
Temiluco	id=g:3371542
Candoluma	id=g:3371543
Tchissonbi	id=g:3371544
Caiambo	id=g:3371545
Caiambo	id=g:3371546
Cassendje	id=g:3371547
Beque	id=g:3371548
Cacaca	id=g:3371549
Cacaca	id=g:3371550
Lumbandi Velho	id=g:3371551
Lumbandi	id=g:3371552
Chicata	id=g:3371553
Mbumbua	id=g:3371554
Etunda	id=g:3371555
Mandele	id=g:3371556
Camalanga	id=g:3371557
Lungo	id=g:3371558
Sá de Bandeira	id=g:3371559
Cambulo	id=g:3371560
Serra Lumbandi	id=g:3371561
Canguelengue	id=g:3371562
Chiculundunda	id=g:3371563
Cambandula	id=g:3371564
Cangolo	id=g:3371565
Cangolo	id=g:3371566
Chimemessa	id=g:3371567
Calongondjo	id=g:3371568
Calungo	id=g:3371569
Jambeço	id=g:3371570
Elenga	id=g:3371571
Cassui	id=g:3371572
Calongondjo	id=g:3371573
Tchivambo	id=g:3371574
Caiandja	id=g:3371575
Calonani	id=g:3371576
Caieco	id=g:3371577
Cambulo	id=g:3371578
Cangoti	id=g:3371579
Nungongo	id=g:3371580
Najambeco	id=g:3371581
Casseco	id=g:3371582
Chicote	id=g:3371583
Calamba	id=g:3371584
Calema	id=g:3371585
Cahuvi	id=g:3371586
Caiandja	id=g:3371587
Calondongo	id=g:3371588
Cashíssome	id=g:3371589
Cambala	id=g:3371590
Ucamba	id=g:3371591
Upindi	id=g:3371592
Candianga	id=g:3371593
Atuco	id=g:3371594
Cavaué	id=g:3371595
Calivembela	id=g:3371596
Cassongue	id=g:3371597
Nauendo	id=g:3371598
Catamba	id=g:3371599
Lombungue	id=g:3371600
Acongo	id=g:3371601
Candondelo	id=g:3371602
Caluicongiva	id=g:3371603
Chanhêua	id=g:3371604
Cambalombo	id=g:3371605
Calumanda	id=g:3371606
Ucamba	id=g:3371607
Cassola	id=g:3371608
Condjambale	id=g:3371609
Catchive	id=g:3371610
Malanga	id=g:3371611
Nguandassiva	id=g:3371612
Sacaiamba	id=g:3371613
Cacalanga	id=g:3371614
Huque	id=g:3371615
Lombendo	id=g:3371616
Lumanda	id=g:3371617
Tchíue	id=g:3371618
Praia do Capombo	id=g:3371619
Lomemba	id=g:3371620
Catádua	id=g:3371621
Laondio	id=g:3371622
Luétu	id=g:3371623
Chongolola	id=g:3371624
Tapado	id=g:3371625
Voiela	id=g:3371626
Evale	id=g:3371627
Praia Cangalma	id=g:3371628
Morro das Cobras	id=g:3371629
Caiandula	id=g:3371630
Cumolomolo	id=g:3371631
Anhara	id=g:3371632
Morro Sunjo	id=g:3371633
Praia Chamure	id=g:3371634
Espera	id=g:3371635
Numaca	id=g:3371636
Chimulo	id=g:3371637
Mona	id=g:3371638
Chai	id=g:3371639
Caluntele	id=g:3371640
Canjala	id=g:3371641
Cambulaco	id=g:3371642
Chilungo	id=g:3371643
Chipangolola	id=g:3371644
Cacala	id=g:3371645
Catumbela	id=g:3371646
Fazenda Santa Teresa	id=g:3371647
Chiuto	id=g:3371648
Chiuto	id=g:3371649
Cerâmica	id=g:3371650
Cateque	id=g:3371651
Hahongo	id=g:3371652
Fazenda Vista Alegre	id=g:3371653
Hanha	id=g:3371654
Deolinda Rodrigues	id=g:3371655
Laranja	id=g:3371656
Nova Canjala	id=g:3371657
Fazenda Nova Canjala	id=g:3371658
Chingo	id=g:3371659
Mirapraia	id=g:3371660
Mahongo H	id=g:3371661
Muombo	id=g:3371662
Muombo	id=g:3371663
Mahongo G	id=g:3371664
Maongo	id=g:3371665
Limucambi	id=g:3371666
Vipongo	id=g:3371667
Cambuluqueque	id=g:3371668
Diabacama	id=g:3371669
Tumbue	id=g:3371670
Caleba	id=g:3371671
Camuzalote	id=g:3371672
Pembate de Sino	id=g:3371673
Calloué	id=g:3371674
Mucualonge	id=g:3371675
Chapeu	id=g:3371676
Napopica	id=g:3371677
Formiga	id=g:3371678
Chinda	id=g:3371679
Caanja Campunja	id=g:3371680
Iacamué	id=g:3371681
Sanga la Ngola	id=g:3371682
Sanga la Ngola	id=g:3371683
Nupué	id=g:3371684
Chichioncube	id=g:3371685
Chipungo	id=g:3371686
Chicuai	id=g:3371687
Mavai	id=g:3371688
Chinda	id=g:3371689
Camucondo	id=g:3371690
Pitau	id=g:3371691
Deserto de Moçâmedes	id=g:3371692
Lagoa Cacango	id=g:3371693
Macala	id=g:3371694
Boca do Rio	id=g:3371695
Capunda Catuifa	id=g:3371696
Chinguau	id=g:3371697
Palaué	id=g:3371698
Muvero	id=g:3371699
Bulamucolucal	id=g:3371700
Janja	id=g:3371701
Capunda Cuapita	id=g:3371702
Zebra	id=g:3371703
Palaué	id=g:3371704
Munguaionge	id=g:3371705
Salgado	id=g:3371706
Boca do Catrono	id=g:3371707
Chinguau	id=g:3371708
Canomo	id=g:3371709
Pitau	id=g:3371710
Uetate	id=g:3371711
Mirungurivare	id=g:3371712
Detate	id=g:3371713
Mafola	id=g:3371714
Catrono	id=g:3371715
Boca do Catrono	id=g:3371716
Catrono	id=g:3371717
Maladinga	id=g:3371718
Caalabinga	id=g:3371719
Comibango	id=g:3371720
Liacambambi	id=g:3371721
Maiulo	id=g:3371722
Bichata	id=g:3371723
Mulalola	id=g:3371724
Milunvivari	id=g:3371725
Milunvivari	id=g:3371726
Caalabinga	id=g:3371727
Michindingue	id=g:3371728
Cualumbi	id=g:3371729
Chioadala	id=g:3371730
Caalavenga	id=g:3371731
Ali	id=g:3371732
Vindundo	id=g:3371733
Diuempato	id=g:3371734
Capunjo	id=g:3371735
Mapupica	id=g:3371736
Grengue	id=g:3371737
Zingrengue	id=g:3371738
Cume	id=g:3371739
Chomiaina	id=g:3371740
Saiona	id=g:3371741
Matacho	id=g:3371742
Iulucalamutua	id=g:3371743
Michindingue	id=g:3371744
Calui Caoco	id=g:3371745
Bero	id=g:3371746
Cassapéu	id=g:3371747
Matucula	id=g:3371748
Buoiungue	id=g:3371749
Bualombué	id=g:3371750
Catombo	id=g:3371751
Cubal	id=g:3371752
Cacunde	id=g:3371753
Madundo	id=g:3371754
Maanja do Haeque	id=g:3371755
Chomangili	id=g:3371756
Chomacundi	id=g:3371757
Granganha	id=g:3371758
Leito Capango	id=g:3371759
Iué	id=g:3371760
Hoochui	id=g:3371761
Uau	id=g:3371762
Chamaleva	id=g:3371763
Dumbu	id=g:3371764
Quericala	id=g:3371765
Vibongo	id=g:3371766
Uca-Uca	id=g:3371767
Viacati	id=g:3371768
Uequitomba	id=g:3371769
Preto Grande	id=g:3371770
Leito Vindele	id=g:3371771
Chitamba	id=g:3371772
Chomarindi	id=g:3371773
Muconda do Vindele	id=g:3371774
Leito Lui Somacanda	id=g:3371775
Mueque Lungo	id=g:3371776
Leito Matombo	id=g:3371777
Dunas do Gunga	id=g:3371778
Lui	id=g:3371779
Daulué	id=g:3371780
Damba do Cão	id=g:3371781
Leonconco	id=g:3371782
Caeque	id=g:3371783
Leito Vilate	id=g:3371784
Leito Chiaha Mungué	id=g:3371785
Mavaluli	id=g:3371786
Somacanda	id=g:3371787
Colmpoto	id=g:3371788
Delongo Dululinde	id=g:3371789
Cacuele-Cuele	id=g:3371790
Lagoa Cacala	id=g:3371791
Dunguto	id=g:3371792
Chocoto	id=g:3371793
Leito Chobicanda	id=g:3371794
Leito Caitomba	id=g:3371795
Paué	id=g:3371796
Leito Covicumo	id=g:3371797
Leito Covicumo	id=g:3371798
Chononcuenha	id=g:3371799
Leito Lui	id=g:3371800
Leito Buma	id=g:3371801
Buma	id=g:3371802
Micuotabumba	id=g:3371803
Covicumo	id=g:3371804
Comandombo	id=g:3371805
Vitocoué	id=g:3371806
Tiulucuo	id=g:3371807
Leito Paué	id=g:3371808
Leito Capaúa do Buma	id=g:3371809
Capaúa do Buma	id=g:3371810
Mapacoto	id=g:3371811
Malituli	id=g:3371812
Chipito	id=g:3371813
Leito Changulo	id=g:3371814
Praia Amélia	id=g:3371815
Leito Subida Grande	id=g:3371816
Leito Catrepunda	id=g:3371817
Mama	id=g:3371818
Leito Catrepunda	id=g:3371819
Cachimbundo	id=g:3371820
Catrepunda	id=g:3371821
Leito Chicumbo	id=g:3371822
Subida Grande	id=g:3371823
Leito Ambo	id=g:3371824
Jai	id=g:3371825
Chicumbo	id=g:3371826
Planalto da Caça	id=g:3371827
Três Irmãos	id=g:3371828
Bordão	id=g:3371829
Leito Hoochui	id=g:3371830
Leito Manita	id=g:3371831
Três Irmãos	id=g:3371832
Giraoleca	id=g:3371833
Leito Chitimuna	id=g:3371834
Morro Preto	id=g:3371835
Leito Matele	id=g:3371836
Leito Mesas	id=g:3371837
Leito Cuanhama	id=g:3371838
Chieque	id=g:3371839
Guilengues	id=g:3371840
Mesas	id=g:3371841
Matele	id=g:3371842
Leito Holaeiu	id=g:3371843
Caúa	id=g:3371844
Chalungo	id=g:3371845
Praia dos Mucuissos	id=g:3371846
Ponta Fina	id=g:3371847
Ponta Negra	id=g:3371848
Fazenda Capalula	id=g:3371849
Ponta Grossa	id=g:3371850
Fazenda Giraúl Número Dezanove	id=g:3371851
Fazenda Giraúl Número Cinco	id=g:3371852
Fazenda Giraúl Número Dezeassete	id=g:3371853
Leito Escutumini	id=g:3371854
Escutumini	id=g:3371855
Capalula	id=g:3371856
Leito Iacamué	id=g:3371857
Leito Capiquena	id=g:3371858
Farol Giraúl	id=g:3371859
Sacomar	id=g:3371860
Furnas	id=g:3371861
Base Nordeste	id=g:3371862
Praia Amélia	id=g:3371863
Leito Forte	id=g:3371864
Base Sudoeste	id=g:3371865
Catrona	id=g:3371866
Pedras Negras	id=g:3371867
Fazenda Ferreira	id=g:3371868
Fazenda Boavista	id=g:3371869
Fazenda Quipola	id=g:3371870
Fazenda Macala	id=g:3371871
Fazenda Amélia	id=g:3371872
Fazenda Mata	id=g:3371873
Fazenda Benfica	id=g:3371874
Fazenda Aida	id=g:3371875
Gama	id=g:3371876
Damba Maria	id=g:3371877
Vimbalambi	id=g:3371878
Pesca Convizil	id=g:3371879
Cavaco	id=g:3371880
Cauango	id=g:3371881
Taca	id=g:3371882
Leito Leopardo	id=g:3371883
Morro da Graça	id=g:3371884
Cavaco	id=g:3371885
Columbulaco	id=g:3371886
Pesca Gingila	id=g:3371887
Praia Morena	id=g:3371888
Cambangela	id=g:3371889
Mina	id=g:3371890
Mina	id=g:3371891
Asseque	id=g:3371892
Camunda	id=g:3371893
Casseque	id=g:3371894
Praia da Caota	id=g:3371895
Caotinha	id=g:3371896
Cambolo	id=g:3371897
Cabeça do Mormolo	id=g:3371898
Mormolo	id=g:3371899
Cagendende	id=g:3371900
Praia do Santo Antonio	id=g:3371901
Salinas	id=g:3371902
Docota	id=g:3371903
Enipuannanha	id=g:3371904
Calossombécua	id=g:3371905
Crassongo	id=g:3371906
Cambambi	id=g:3371907
Tomba	id=g:3371908
Capululo	id=g:3371909
Serra do Sombreiro	id=g:3371910
Ndala	id=g:3371911
Uche	id=g:3371912
Lengue	id=g:3371913
Primeiro de Maio	id=g:3371914
1.0 de Maio	id=g:3371915
Bimbas do Cavaco	id=g:3371916
Filhos do Mormolo	id=g:3371917
Cabeça do Cacongi	id=g:3371918
Capululo	id=g:3371919
Capululo	id=g:3371920
Tchivanda	id=g:3371921
Uche Pequeno	id=g:3371922
Uche	id=g:3371923
Tchivanda	id=g:3371924
Uche	id=g:3371925
Pima	id=g:3371926
Chipupe	id=g:3371927
Sacalandungo	id=g:3371928
Mbeioque	id=g:3371929
Candjangui	id=g:3371930
Cachicolê	id=g:3371931
Sapende	id=g:3371932
Cima	id=g:3371933
Tchicole	id=g:3371934
Tchinequesse	id=g:3371935
Tchivandala	id=g:3371936
Santa Teresa	id=g:3371937
Missão do Quipeio	id=g:3371938
Candingo II	id=g:3371939
Ngandala	id=g:3371940
Candingo III	id=g:3371941
Samacala	id=g:3371942
Cangumbango	id=g:3371943
Cassólio	id=g:3371944
Lanhôa	id=g:3371945
Quilono	id=g:3371946
Cambanda	id=g:3371947
Cambia	id=g:3371948
Vale do Vindica	id=g:3371949
Viluia	id=g:3371950
Monte Capacata	id=g:3371951
Tchaua II	id=g:3371952
Tchilela	id=g:3371953
Mbeioque	id=g:3371954
Catchimbondo	id=g:3371955
Mbuengo	id=g:3371956
Mbangela I	id=g:3371957
Mbalangandja	id=g:3371958
Monte Tchiungue	id=g:3371959
Cambili	id=g:3371960
Ennhuahossi	id=g:3371961
Sacananga	id=g:3371962
Serra Lucossi	id=g:3371963
Monte Luponde	id=g:3371964
Monte Lucossi	id=g:3371965
Mbeioque	id=g:3371966
Tchilumbo	id=g:3371967
Tchilumbo	id=g:3371968
Catanha	id=g:3371969
Santo António	id=g:3371970
Tchavaca	id=g:3371971
Longue	id=g:3371972
Catchimbondo	id=g:3371973
Tchaua I	id=g:3371974
Monte Candjangui	id=g:3371975
Calumba	id=g:3371976
Sambemba	id=g:3371977
Candjamba	id=g:3371978
Catapi	id=g:3371979
Calumba I	id=g:3371980
Tchiengo	id=g:3371981
Monte Uengo	id=g:3371982
Cahocua	id=g:3371983
Sembué	id=g:3371984
Monte Canhamia	id=g:3371985
Ennhuahossi	id=g:3371986
Cima	id=g:3371987
Calombo	id=g:3371988
Combamba	id=g:3371989
Candjangui	id=g:3371990
Candjangui	id=g:3371991
Tchilanda	id=g:3371992
Candjangui II	id=g:3371993
Lungui	id=g:3371994
Canhala Colohombo	id=g:3371995
Serra Londanuima	id=g:3371996
Cubal	id=g:3371997
Serra Malica	id=g:3371998
Serra Lembe-Lembe	id=g:3371999
Monte Munana	id=g:3372000
Tchilembo	id=g:3372001
Monte Dunda	id=g:3372002
Monte Canhanela	id=g:3372003
Cambala	id=g:3372004
Canjunjo	id=g:3372005
Monte Luela	id=g:3372006
Vacaiela	id=g:3372007
Cahula	id=g:3372008
Lingui-Lingue	id=g:3372009
Monte Nunda	id=g:3372010
Cunhongamua	id=g:3372011
Tchinombo	id=g:3372012
Monte Camofe	id=g:3372013
Caiossi	id=g:3372014
Siliongo	id=g:3372015
Sacalchuco	id=g:3372016
Monte Sacotiquite	id=g:3372017
Veva	id=g:3372018
Serra Veva	id=g:3372019
Monte Ungungi	id=g:3372020
Serra Cacuco	id=g:3372021
Apupa	id=g:3372022
Canduango	id=g:3372023
Candingo I	id=g:3372024
Tchiluongue	id=g:3372025
Tchilembo	id=g:3372026
Cália	id=g:3372027
Cália	id=g:3372028
Tchicala	id=g:3372029
Samussesse	id=g:3372030
Monte Catchimanha	id=g:3372031
Caculala	id=g:3372032
Monte Himoné	id=g:3372033
Vavaiela	id=g:3372034
Dumbo	id=g:3372035
Vavaiela	id=g:3372036
Monte Calucoi	id=g:3372037
Luiela	id=g:3372038
Catchimbula	id=g:3372039
Sauendja	id=g:3372040
Cassanda	id=g:3372041
Cassanda	id=g:3372042
Opoli	id=g:3372043
Tchitete	id=g:3372044
Mbungue I	id=g:3372045
Caluiua	id=g:3372046
Monte Ulombo	id=g:3372047
Monte Mangonga	id=g:3372048
Mangonga I	id=g:3372049
Monte Cassanda	id=g:3372050
Tchiuequesse	id=g:3372051
Mande I	id=g:3372052
Benfica Jamba	id=g:3372053
Jilacalimi II	id=g:3372054
Monte Ambala	id=g:3372055
Missâo Tchinombo	id=g:3372056
Capila	id=g:3372057
Tchinila	id=g:3372058
Calue	id=g:3372059
Tchilavi	id=g:3372060
Eloluque	id=g:3372061
Balaca Torre	id=g:3372062
Calomanda III	id=g:3372063
Calomanda II	id=g:3372064
Camemesso	id=g:3372065
Fazenda Cossito	id=g:3372066
Fazenda Horácio	id=g:3372067
Cambamba	id=g:3372068
Tchonombilo	id=g:3372069
Calomanda I	id=g:3372070
Calenga	id=g:3372071
Ngolo	id=g:3372072
Cassanda	id=g:3372073
Mbungue	id=g:3372074
Cassola	id=g:3372075
Cassola	id=g:3372076
Calumbo	id=g:3372077
Tchigundo	id=g:3372078
Catchimuni	id=g:3372079
Chissoco	id=g:3372080
Ndanga	id=g:3372081
Cambêmbua II	id=g:3372082
Tchimbili	id=g:3372083
Sangue do Povo	id=g:3372084
Canhou	id=g:3372085
Tchicoti	id=g:3372086
Tchicoti	id=g:3372087
Tchicanda	id=g:3372088
Junguengue	id=g:3372089
Fazenda Souto	id=g:3372090
Fazenda Canagui	id=g:3372091
Fazenda Capunji	id=g:3372092
Capungue	id=g:3372093
Serra Uendelongo	id=g:3372094
Caculi	id=g:3372095
Cambêmbua	id=g:3372096
Vavaiela	id=g:3372097
Tchinducuto	id=g:3372098
Calonussi	id=g:3372099
Tchili	id=g:3372100
Capinganlo	id=g:3372101
Fazenda Pumumo	id=g:3372102
Tchilombo	id=g:3372103
Cacatula	id=g:3372104
Lomone	id=g:3372105
Muangundja	id=g:3372106
Canala	id=g:3372107
Tchandenda	id=g:3372108
Nacandiango	id=g:3372109
Lua Cheia	id=g:3372110
Calilongue	id=g:3372111
Cangote	id=g:3372112
Cambongue	id=g:3372113
Calonundo Caluhue	id=g:3372114
Calai Brita	id=g:3372115
Belém do Ndango	id=g:3372116
Aviação	id=g:3372117
Cassenda	id=g:3372118
Santa Nganguela	id=g:3372119
Casseque	id=g:3372120
Ussamba	id=g:3372121
Saiungue	id=g:3372122
Chipatchiva	id=g:3372123
Ndanga de Baixo	id=g:3372124
Tchipatchiua	id=g:3372125
Longueve	id=g:3372126
Samutaca	id=g:3372127
Lucunga	id=g:3372128
Ndango de Cima	id=g:3372129
Cassoco	id=g:3372130
Cassoma	id=g:3372131
Cauengula	id=g:3372132
Ndongo	id=g:3372133
Ndôngua	id=g:3372134
Serra Dumbo	id=g:3372135
Ngundji	id=g:3372136
Pahula	id=g:3372137
Camunda	id=g:3372138
Missão do Cassoco	id=g:3372139
Nguia	id=g:3372140
Mussili	id=g:3372141
Calai Brita	id=g:3372142
Cavincia	id=g:3372143
Salumenne	id=g:3372144
Vavaiela	id=g:3372145
Longueve	id=g:3372146
Ngumbe	id=g:3372147
Severiano	id=g:3372148
Cahopa	id=g:3372149
Missão do Lungongo	id=g:3372150
Sipiti	id=g:3372151
Aleva	id=g:3372152
Tchindundule	id=g:3372153
Ngumbe	id=g:3372154
Tchilova	id=g:3372155
Ussombo	id=g:3372156
Fazenda Lomone	id=g:3372157
Fazenda Ussombo	id=g:3372158
Fazenda Luietena	id=g:3372159
Fazenda Ngongue Ngundi	id=g:3372160
Fazenda Cambumba	id=g:3372161
Fazenda Lungongo	id=g:3372162
Fazenda Thitete Buçaco	id=g:3372163
Monte Caliongo	id=g:3372164
Monte Ussete	id=g:3372165
Monte Nganda	id=g:3372166
Monte Caluhue	id=g:3372167
Monte Camuma	id=g:3372168
Monte Dimba	id=g:3372169
Caululo	id=g:3372170
Cacoio	id=g:3372171
Monte Lucunga	id=g:3372172
Monte Luquissa	id=g:3372173
Monte Cassendji	id=g:3372174
Monte Calenguele	id=g:3372175
Fazenda Calenguele	id=g:3372176
Monte Pinga	id=g:3372177
Monte Caué	id=g:3372178
Ussete	id=g:3372179
Candjamba	id=g:3372180
Tchandenda	id=g:3372181
Caliongo	id=g:3372182
Ndango	id=g:3372183
Caululo	id=g:3372184
Monte Tchiongo	id=g:3372185
Vilulo	id=g:3372186
Monte Hucongo	id=g:3372187
Serra Tchimbango	id=g:3372188
Monte Bundo	id=g:3372189
Bundo de Cima	id=g:3372190
Candjangui	id=g:3372191
Tchicoma	id=g:3372192
Serra Nguengue	id=g:3372193
Tchinamba	id=g:3372194
Tchissala	id=g:3372195
Portugal	id=g:3372196
Monte Casseque	id=g:3372197
Monte Catuco	id=g:3372198
Monte Cassuma	id=g:3372199
Colola	id=g:3372200
Candjamba	id=g:3372201
Tchihungo	id=g:3372202
Calonussi	id=g:3372203
Tchilungue	id=g:3372204
Missão do Mbongo	id=g:3372205
Sandombo	id=g:3372206
Capitango	id=g:3372207
Pambala	id=g:3372208
Lupili	id=g:3372209
Elundi	id=g:3372210
Candjila	id=g:3372211
Condjunga	id=g:3372212
Liavata	id=g:3372213
Sandjenguenga	id=g:3372214
Sandumbe	id=g:3372215
Cassamba	id=g:3372216
Tchianga	id=g:3372217
Tchimbondè	id=g:3372218
Ngongo	id=g:3372219
Samahina	id=g:3372220
Mande	id=g:3372221
Sanga	id=g:3372222
Juila	id=g:3372223
Lomone	id=g:3372224
Monte Tchilengue	id=g:3372225
Monte Calóco-Toco	id=g:3372226
Monte Cassongo	id=g:3372227
Candjangui	id=g:3372228
Forte da Tchissala	id=g:3372229
Monte Tchimó	id=g:3372230
Saluquelessi	id=g:3372231
Calei Tchitue	id=g:3372232
Chambuluca	id=g:3372233
Canhala	id=g:3372234
Chacuma	id=g:3372235
Calei Cutchila	id=g:3372236
Livongue	id=g:3372237
Ningui	id=g:3372238
Tchicalambue	id=g:3372239
Catchilala	id=g:3372240
Sucula	id=g:3372241
Sico	id=g:3372242
Missão Cahuli	id=g:3372243
Cassoleca	id=g:3372244
Cália Mbilingo	id=g:3372245
Cália Pilinho	id=g:3372246
Mabombo	id=g:3372247
Ngungol	id=g:3372248
Sanambi	id=g:3372249
