Quebrada de Ruitoque	id=g:3670564
Puerto Leguízamo	id=g:3671438
Puerto La Victoria	id=g:3671439
Puerto La Vela	id=g:3671440
Puerto Lata	id=g:3671441
Puerto Las Palmas	id=g:3671442
Puerto Las Garzas	id=g:3671443
Puerto La Playa	id=g:3671444
Puerto La Guadua	id=g:3671445
Puerto La Conejera	id=g:3671446
Puerto Isabel	id=g:3671447
Puerto Isaacs	id=g:3671448
Puerto Inmaculada	id=g:3671449
Inírida	id=g:3671450
Puerto Inglés	id=g:3671451
Puerto Infante	id=g:3671452
Puerto Huitoto	id=g:3671453
Puerto Huitoto	id=g:3671454
Puerto Huitato	id=g:3671455
Puerto Grau	id=g:3671456
Puerto Giraldo	id=g:3671457
Puerto Gaitán	id=g:3671458
Puerto Frazadas	id=g:3671459
Puerto Franco	id=g:3671460
Puerto Fluvial	id=g:3671461
Puerto Fenicia	id=g:3671462
Puerto Estrella	id=g:3671463
Puerto Estrella	id=g:3671464
Puerto Estrella	id=g:3671465
Puerto Espíritu Santo	id=g:3671466
Puerto Espinoza	id=g:3671467
Puerto Espejo	id=g:3671468
Quebrada Puerto Escondido	id=g:3671469
Puerto Escondido	id=g:3671470
Puerto Escondido	id=g:3671471
Puerto Ñeque	id=g:3671472
Puerto El Porvenir	id=g:3671474
Puerto Ele	id=g:3671475
Puerto Echeverry	id=g:3671476
Puerto Duga	id=g:3671477
Puerto Diago	id=g:3671478
Puerto de Yucuana	id=g:3671479
Puerto de Soledad	id=g:3671480
Puerto de Oro	id=g:3671481
Puerto de Marquesano	id=g:3671482
Puerto del Totumo	id=g:3671483
Ensenada Puerto del Rey	id=g:3671484
Puerto de La Cruz	id=g:3671485
Puerto de Gaira	id=g:3671486
Puerto Dagua	id=g:3671487
Puerto Cumare	id=g:3671488
Puerto Cuemaní	id=g:3671489
Puerto Cuba	id=g:3671490
Puerto Crevaux	id=g:3671491
Puerto Cospique	id=g:3671492
Puerto Corozo	id=g:3671493
Puerto Corinto	id=g:3671494
Puerto Córdoba	id=g:3671495
Puerto Colombia	id=g:3671496
Puerto Colombia	id=g:3671497
Puerto Colombia	id=g:3671498
Puerto Colombia	id=g:3671499
Puerto Colombia	id=g:3671500
Puerto Colombia	id=g:3671501
Puerto Colombia	id=g:3671502
Puerto Colombia	id=g:3671503
Puerto Colombia	id=g:3671504
Puerto Colombia	id=g:3671505
Puerto Colombia	id=g:3671506
Puerto Collón	id=g:3671507
Puerto Claver	id=g:3671508
Zapote	id=g:3671509
Puerto Chimaré	id=g:3671510
Puerto Chepe	id=g:3671511
Puerto Chapetón	id=g:3671512
Puerto Chaguaní	id=g:3671513
Puerto César	id=g:3671514
Puerto Central	id=g:3671515
Puerto Castro	id=g:3671516
Puerto Castro	id=g:3671517
Puerto Castaña	id=g:3671518
Puerto Carreño	id=g:3671519
Puerto Carreno	id=g:3671520
Puerto Carranza	id=g:3671521
Puerto Carmen	id=g:3671522
Puerto Carlos	id=g:3671523
Puerto Cano	id=g:3671524
Puerto Caldas	id=g:3671525
Puerto Caimital	id=g:3671526
Puerto Caimán	id=g:3671527
Puerto Caimán	id=g:3671528
Puerto Caimán	id=g:3671529
Puerto Cahuinari	id=g:3671530
Puerto Boyacá	id=g:3671531
Puerto Boyacá	id=g:3671532
Puerto Boyacá	id=g:3671533
Puerto Boy	id=g:3671534
Puerto Boy	id=g:3671535
Puerto Boy	id=g:3671536
Puerto Bolívar	id=g:3671537
Puerto Bogotá	id=g:3671538
Puerto Boca de Remolino	id=g:3671539
Puerto Berrío	id=g:3671540
Puerto Berrío	id=g:3671541
Puerto Beltrancito	id=g:3671542
Puerto Bellaluz	id=g:3671543
Puerto Bélgica	id=g:3671544
Puerto Belén	id=g:3671545
Puerto Barrigón	id=g:3671546
Puerto Barco	id=g:3671547
Puerto Badel	id=g:3671548
Puerto Asís	id=g:3671549
Puerto Arturo	id=g:3671550
Puerto Arturo	id=g:3671551
Puerto Arturo	id=g:3671552
Puerto Arturo	id=g:3671553
Puerto Arturo	id=g:3671554
Inspección de Policía Puerto Arturo	id=g:3671555
Puerto Arquía	id=g:3671556
Puerto Argentina	id=g:3671557
Puerto Araújo	id=g:3671558
Puerto Aramatka	id=g:3671559
Puerto Aquileo	id=g:3671560
Puerto Apolinar	id=g:3671561
Puerto Antioquia	id=g:3671562
Puerto América	id=g:3671563
Puerto Alfonso	id=g:3671564
Puerto Alegría	id=g:3671565
Puerto Alegre	id=g:3671566
Puerto Abadía	id=g:3671567
Arroyo del Puerto	id=g:3671568
Puertas	id=g:3671569
Puerta Roja	id=g:3671570
Puerta El Hato	id=g:3671571
Puerta de Hierro	id=g:3671572
Puerta de Golpe	id=g:3671573
Puerta Dagua	id=g:3671574
Puerta Almagra	id=g:3671575
Puerres	id=g:3671576
Puerres	id=g:3671577
Puerres	id=g:3671578
Arroyo Puerquera	id=g:3671579
Laguna Puerpuela	id=g:3671580
Puerán	id=g:3671581
Puentetierra	id=g:3671582
Puentetierra	id=g:3671583
Puente Tierra	id=g:3671584
Estación Puente Soto	id=g:3671585
Puente Sogamoso	id=g:3671586
Puente Portillo	id=g:3671587
Cuchilla Puente Piedra	id=g:3671588
Puente Palo	id=g:3671589
Estación Puente Nacional	id=g:3671590
Puente Nacional	id=g:3671591
Puente Nacional	id=g:3671592
Ciénaga Puente Largo	id=g:3671593
Puente Julio Arboleda	id=g:3671594
Puente Iglesias	id=g:3671595
Puente Grande	id=g:3671596
Puente Dos Aguas	id=g:3671597
Río Puente de Palo	id=g:3671598
Puente del Común	id=g:3671599
Estación Puente de Boyacá	id=g:3671600
Puente Cucuana	id=g:3671601
Puente Boyacá	id=g:3671602
Puente Bomba	id=g:3671603
Puente Aranda	id=g:3671604
Río Puente Alto	id=g:3671605
Puenta Quemado	id=g:3671606
Puembí	id=g:3671607
Río Puelmambí	id=g:3671608
Puelenje	id=g:3671609
Puedaser	id=g:3671610
Puechag	id=g:3671611
Pueblo Viejo Sul	id=g:3671612
Quebrada Pueblo Viejo	id=g:3671613
Pueblo Viejo	id=g:3671614
Puebloviejo	id=g:3671615
Pueblo Viejo	id=g:3671616
Pueblo Viejo	id=g:3671617
Puebloviejo	id=g:3671618
Pueblo Viejo	id=g:3671619
Puebloviejo	id=g:3671620
Pueblo Viejo	id=g:3671621
Puebloviejo	id=g:3671622
Pueblo Viejo	id=g:3671623
Pueblo Viejo	id=g:3671624
Puebloviejo	id=g:3671625
Pueblo Viejo	id=g:3671626
Puebloviejo	id=g:3671627
Pueblo Viejo	id=g:3671628
Pueblo Seco	id=g:3671629
Pueblorrico	id=g:3671630
Pueblorrico	id=g:3671631
Pueblorrico	id=g:3671632
Pueblo Rico	id=g:3671633
Pueblo Rico	id=g:3671634
Pueblo Rico	id=g:3671635
Pueblo Nuevo	id=g:3671636
Pueblo Nuevo	id=g:3671637
Pueblo Nuevo	id=g:3671638
Pueblonuevo	id=g:3671639
Pueblo Nuevo	id=g:3671640
Pueblo Nuevo	id=g:3671641
Pueblo Nuevo	id=g:3671642
Pueblo Nuevo	id=g:3671643
Pueblo Nuevo	id=g:3671644
Pueblo Nuevo	id=g:3671645
Pueblo Nuevo	id=g:3671646
Pueblo Nuevo	id=g:3671647
Pueblo Nuevo	id=g:3671648
Pueblo Nuevo	id=g:3671649
Pueblonuevo	id=g:3671650
Pueblo Nuevo	id=g:3671651
Pueblonuevo	id=g:3671652
Pueblo Nuevo	id=g:3671653
Pueblo Nuevo	id=g:3671654
Pueblo Nuevo	id=g:3671655
Pueblo Nuevo	id=g:3671656
Pueblo Nuevo	id=g:3671657
Pueblo Nuevo	id=g:3671658
Pueblo Nuevo	id=g:3671659
Pueblo Nuevo	id=g:3671660
Pueblo Nuevo	id=g:3671661
Puebloneuvo	id=g:3671662
Pueblo Neuvo	id=g:3671663
Pueblo Neuvo	id=g:3671664
Pueblo Maluco	id=g:3671665
Pueblo de Vieja	id=g:3671666
Pueblo de Indios	id=g:3671667
Pueblo Chiquito	id=g:3671668
Pueblo Buho	id=g:3671669
Pueblo Blanco	id=g:3671670
Pueblo Bello	id=g:3671671
Pueblo Bello	id=g:3671672
Pueblo Barrios	id=g:3671673
Pueblito	id=g:3671674
Pueblito	id=g:3671675
Pueblito	id=g:3671676
Pueblito	id=g:3671677
Pueblito	id=g:3671678
Pueblito	id=g:3671679
Pueblillo	id=g:3671680
Pueblecito	id=g:3671681
Pueblecito	id=g:3671682
Páramo Puchicavo	id=g:3671683
Pucal	id=g:3671684
Estación Pubenza	id=g:3671685
Pubenza	id=g:3671686
Puatáruhu	id=g:3671687
Caño Paujil	id=g:3671688
Quebrada el Proyecto	id=g:3671689
Lomas del Proyecto	id=g:3671690
Proyecto	id=g:3671691
Provincial	id=g:3671692
Ciénaga Provincia	id=g:3671693
Provincia	id=g:3671694
Provincia	id=g:3671695
Isla de Providencia	id=g:3671696
Estación Providencia	id=g:3671697
Cuchilla de Providencia	id=g:3671698
Alto Providencia	id=g:3671699
Providencia	id=g:3671700
Providencia	id=g:3671701
Providencia	id=g:3671702
Providencia	id=g:3671703
Providencia	id=g:3671704
Providencia	id=g:3671705
Providencia	id=g:3671706
Providencia	id=g:3671707
Providencia	id=g:3671708
Providencia	id=g:3671709
Providencia	id=g:3671710
Providencia	id=g:3671711
Providencia	id=g:3671712
Providencia	id=g:3671713
Providencia	id=g:3671714
Providencia	id=g:3671715
Providencia	id=g:3671716
Providencia	id=g:3671717
Providencia Y Santa Catalina	id=g:3671718
Provenza	id=g:3671719
Protocolo	id=g:3671720
Prosperidad	id=g:3671721
Pronto Alivio	id=g:3671722
Profundó	id=g:3671723
Alto del Prodigio	id=g:3671724
Ciénaga Procesión	id=g:3671725
Río Privaradó	id=g:3671726
Punta Prisco	id=g:3671727
Arroyo Pringamoza	id=g:3671728
Pringamoza	id=g:3671729
Pringamoza	id=g:3671730
Isla Pringamosa	id=g:3671731
Pringamosa	id=g:3671732
Páramo de Pringador	id=g:3671733
Cordillera Pringador	id=g:3671734
Primavera	id=g:3671735
Laguna la Primavera	id=g:3671736
Estación Primavera	id=g:3671737
Primavera	id=g:3671738
Primavera	id=g:3671739
Primavera	id=g:3671740
Primavera	id=g:3671741
Primavera	id=g:3671742
Primavera	id=g:3671743
Primavera	id=g:3671744
Primavera	id=g:3671745
Primavera	id=g:3671746
Primavera	id=g:3671747
Ensenada de Prieto	id=g:3671748
Caño Prieto	id=g:3671749
Prevención	id=g:3671750
Prevención	id=g:3671751
Prevención	id=g:3671752
Prevención	id=g:3671753
Prevención	id=g:3671754
Presidente	id=g:3671755
Presidente	id=g:3671756
Presentado	id=g:3671757
Alto Pregonero	id=g:3671758
Cuchilla Predra de Moler	id=g:3671759
Cerro Precipicio	id=g:3671760
Praga	id=g:3671761
Pradomar	id=g:3671762
Pradomar	id=g:3671763
Río Prado	id=g:3671764
Prado	id=g:3671765
Prado	id=g:3671766
Pradilla La Cristalina	id=g:3671767
Pradilla	id=g:3671768
Pradilla	id=g:3671769
Estación Pradera	id=g:3671770
Pradera	id=g:3671771
Pradera	id=g:3671772
Pradera	id=g:3671773
Pozos	id=g:3671774
Arroyo Pozo Redondo	id=g:3671775
Cañada Pozones	id=g:3671776
Pozones	id=g:3671777
Pozo Negro	id=g:3671778
Pozo Negro	id=g:3671779
Pozohondo	id=g:3671780
Pozo Hondo	id=g:3671781
Pozo de Texas	id=g:3671782
Pozo de Hurtado	id=g:3671783
Pozo de Humo	id=g:3671784
Pozo de Barba	id=g:3671785
Pozo Colorado	id=g:3671786
Ciénaga Pozo Caimán	id=g:3671787
Cuchilla Pozo Azul	id=g:3671788
Río Pozo	id=g:3671789
Ciénaga del Pozo	id=g:3671790
Alto del Pozo	id=g:3671791
Ciénaga de Poza Verde	id=g:3671792
Poza Verde	id=g:3671793
Pozarredonda	id=g:3671794
Poza Los Venados	id=g:3671795
Poza de Malibú	id=g:3671796
Poza del Barico	id=g:3671797
Pozablanca	id=g:3671798
Poza Blanca	id=g:3671799
Poyare	id=g:3671800
Cuchilla de Potroso	id=g:3671801
Potreros de Alejandría	id=g:3671802
Sabana Los Potreros	id=g:3671803
Potreros	id=g:3671804
Potreros	id=g:3671805
Quebrada de Potrero Grande	id=g:3671806
Potrero Grande	id=g:3671807
Potrero Grande	id=g:3671808
Potrero Grande	id=g:3671809
Potrero Grande	id=g:3671810
Potrero de Lugo	id=g:3671811
Loma Potrero	id=g:3671812
Cuchilla del Potrero	id=g:3671813
Ciénaga el Potrero	id=g:3671814
Potrero	id=g:3671815
Potrero	id=g:3671816
Los Potreritos Dos	id=g:3671817
Potreritos	id=g:3671818
Potreritos	id=g:3671819
Potreritos	id=g:3671820
Ciénaga Potrerito	id=g:3671821
Potrerito	id=g:3671822
Potrerito	id=g:3671823
Potrerito	id=g:3671824
Potrerito	id=g:3671825
Potrerito	id=g:3671826
Potrerito	id=g:3671827
Potrerillos	id=g:3671828
Potrerillo	id=g:3671829
Potrerillo	id=g:3671830
Potrerillo	id=g:3671831
Potrerillo	id=g:3671832
Potrerillo	id=g:3671833
Potrerillo	id=g:3671834
Potrerillo	id=g:3671835
Potrerillo	id=g:3671836
Cerro Potosí	id=g:3671837
Potosí	id=g:3671838
Potosí	id=g:3671839
Potosí	id=g:3671840
Potosí	id=g:3671841
Potosí	id=g:3671842
Potosí	id=g:3671843
Potosí	id=g:3671844
Potosí	id=g:3671845
Potosí	id=g:3671846
Potosí	id=g:3671847
Potosí	id=g:3671848
Potosí	id=g:3671849
Potoinchon	id=g:3671850
Potkihi	id=g:3671851
Poste de Mora	id=g:3671852
Pospos	id=g:3671853
Posidas	id=g:3671854
Poschachi	id=g:3671855
Río del Porvenir	id=g:3671856
Río Porvenir	id=g:3671857
Esteros del Porvenir	id=g:3671858
Cañada del Porvenir	id=g:3671859
Porvenir	id=g:3671860
Porvenir	id=g:3671861
Hato Porvenir	id=g:3671862
Porvenir	id=g:3671863
Porvenir	id=g:3671864
Porvenir	id=g:3671865
Porújema	id=g:3671866
Poruitpa	id=g:3671867
Pozo Poruhari	id=g:3671868
Poruena	id=g:3671869
Loma Portugalito	id=g:3671870
Portugal de Piedras	id=g:3671871
Portugal	id=g:3671872
Portugal	id=g:3671873
Portugal	id=g:3671874
Portugal	id=g:3671875
Portugal	id=g:3671876
Portones	id=g:3671877
Portones	id=g:3671878
Portón de Cartagena	id=g:3671879
Porto Nao	id=g:3671880
Boca Portobelo	id=g:3671881
Portobelo	id=g:3671882
Estación Portillo	id=g:3671883
Portetico	id=g:3671884
Bahía Portete	id=g:3671885
Cordillera Portachuelo	id=g:3671886
Cerro Portachuelo	id=g:3671887
Alto Portachuelo	id=g:3671888
Portachuelo	id=g:3671889
Portachuelo	id=g:3671890
Portachuelo	id=g:3671891
Río Porroso	id=g:3671892
Caño La Porquera	id=g:3671893
Porquera	id=g:3671894
Poroto	id=g:3671895
Arroyo Poroshi	id=g:3671896
Poroshi	id=g:3671897
Caño Pororio	id=g:3671898
Porfia	id=g:3671899
Río Pore	id=g:3671900
Pore	id=g:3671901
Pore	id=g:3671902
Pore	id=g:3671903
Pore	id=g:3671904
Arroyo Porciosa	id=g:3671905
Porsiacaso	id=g:3671906
Pórchina	id=g:3671907
Quebrada Porcesito	id=g:3671908
Porcesito	id=g:3671909
Río Porce	id=g:3671910
Popoya	id=g:3671911
Poporumahana	id=g:3671912
Poponte	id=g:3671913
Colina Popó	id=g:3671914
Quebrada Popia	id=g:3671915
Popayán	id=g:3671916
Popayán	id=g:3671917
Río Popeyacá	id=g:3671918
Estación Popalito	id=g:3671919
Quebrada Popalita	id=g:3671920
Quebrada Popales	id=g:3671921
Popales	id=g:3671922
Quebrada Popal	id=g:3671923
Jagüey Poorotu	id=g:3671924
Cementerio Poóropu	id=g:3671925
Río Pontoná	id=g:3671926
Pontón	id=g:3671927
Pontón	id=g:3671928
Río Pontezuela	id=g:3671929
Pontezuela	id=g:3671930
Pontezuela	id=g:3671931
Ponta Tucunaré	id=g:3671932
Caño Poneolla	id=g:3671933
Caño Poneolla	id=g:3671934
Ciénaga Ponedera	id=g:3671935
Ponedera	id=g:3671936
Pompeya	id=g:3671937
Rincón de Pompeya	id=g:3671938
Pompeya	id=g:3671939
Pomona	id=g:3671940
Pomo	id=g:3671941
Caño Pomena	id=g:3671942
Río Pómeca	id=g:3671943
Pomarroso	id=g:3671944
Pomares	id=g:3671945
Polvorita	id=g:3671946
Isla Polvorín	id=g:3671947
Polvo Azul	id=g:3671948
Polvero	id=g:3671949
Polonuevo	id=g:3671950
Polonuevo	id=g:3671951
Lomas del Polo Norte	id=g:3671952
Polonorte	id=g:3671953
Polonia	id=g:3671954
Polonia	id=g:3671955
Polonia	id=g:3671956
Río Polo	id=g:3671957
Ciénaga de Polo	id=g:3671958
Polinesia	id=g:3671959
Polindara	id=g:3671960
Policarpa	id=g:3671961
Polecito	id=g:3671962
Alto Poleal	id=g:3671963
Quebrada Pole	id=g:3671964
Poima	id=g:3671965
Río Pogus	id=g:3671966
Río Pocurucundó	id=g:3671967
Río Pocuné	id=g:3671968
Río Pocoró	id=g:3671969
Quebrada Pocitos	id=g:3671970
Pocitos	id=g:3671971
Río Pocito	id=g:3671972
Pocharco	id=g:3671973
Pocara	id=g:3671974
Río Poblanco	id=g:3671975
Cañada Las Plumas	id=g:3671976
Cañada Las Plumas	id=g:3671977
Plazuelas	id=g:3671978
Alto Plazuela	id=g:3671979
Plaza San Antonio	id=g:3671980
Plaza Nueva	id=g:3671981
Plaza Hormiga	id=g:3671982
Plazabonita	id=g:3671983
Ciénaga Playón Nuevo	id=g:3671984
Playón de Orozco	id=g:3671985
Playón de Catalina	id=g:3671986
Quebrada Playoncito	id=g:3671987
Ciénaga Playoncito	id=g:3671988
Caño Playoncito	id=g:3671989
Playoncito	id=g:3671990
Playoncito	id=g:3671991
Ciénaga Playoncita	id=g:3671992
Río Playón	id=g:3671993
Río Playón	id=g:3671994
Quebrada Playón	id=g:3671995
Playón	id=g:3671996
Playón	id=g:3671997
Playón	id=g:3671998
Playón	id=g:3671999
Playitas	id=g:3672000
Punta Playita	id=g:3672001
Cuchilla de Playita	id=g:3672002
Playeta	id=g:3672003
Playa Verde	id=g:3672004
Playas del Peru	id=g:3672005
Playas Blancas	id=g:3672006
Playa San Juan	id=g:3672007
Playas	id=g:3672008
Playa Rica	id=g:3672009
Playa Rica	id=g:3672010
Playa Rica	id=g:3672011
Playarrica	id=g:3672012
Playa Nueva	id=g:3672013
Playa Larga	id=g:3672014
Playa Grande	id=g:3672015
Punta Arenas	id=g:3672016
Playa de Oro	id=g:3672017
Playa del Rosario	id=g:3672018
Playa del Mira	id=g:3672019
Ensenada Playa de Las Damas	id=g:3672020
Punta Playabrava	id=g:3672021
Playablanca	id=g:3672022
Playa Alta	id=g:3672023
Playa Alta	id=g:3672024
Ciénaga Playa Afuera	id=g:3672025
Isla Playa	id=g:3672026
Cuchilla de la Playa	id=g:3672027
Playa	id=g:3672028
Plato Las Flores	id=g:3672029
Arroyo de Plato	id=g:3672030
Arroyo Plato	id=g:3672031
Plato	id=g:3672032
Quebrada Platina	id=g:3672033
Lomas Platilla	id=g:3672034
Cerro Plateado	id=g:3672035
Alto Plateado	id=g:3672036
Río Platayaco	id=g:3672037
Quebrada Plataneras	id=g:3672038
Río Platanares	id=g:3672039
Platanares	id=g:3672040
Platanares	id=g:3672041
Platanar	id=g:3672042
Quebrada Platanales	id=g:3672043
Platanales	id=g:3672044
Platanales	id=g:3672045
Quebrada Platanal	id=g:3672046
Quebrada Platanal	id=g:3672047
Quebrada Platanal	id=g:3672048
Quebrada Platanal	id=g:3672049
Punta Platanal	id=g:3672050
Caño Platanal	id=g:3672051
Arroyo Platanal	id=g:3672052
Platanal	id=g:3672053
Platanal	id=g:3672054
Platanal	id=g:3672055
Platanal	id=g:3672056
Plata Alta	id=g:3672057
Arroyo Plata	id=g:3672058
Archipiélago de la Plata	id=g:3672059
Plata	id=g:3672060
Planparejo	id=g:3672061
Plan Parejo	id=g:3672062
Planparejo	id=g:3672063
Plan Parejo	id=g:3672064
Plan Parejo	id=g:3672065
Planetarrica	id=g:3672066
Planeta Rica	id=g:3672067
Planeta Rica	id=g:3672068
Planeta Rica	id=g:3672069
Plan de Zúñiga	id=g:3672070
Plan de Sabaneta	id=g:3672071
Plan de Raspadura	id=g:3672072
Plan de la Rosa	id=g:3672073
Plan Bonito	id=g:3672074
Río Planas	id=g:3672075
Planadas	id=g:3672076
Planadas	id=g:3672077
Planadas	id=g:3672078
Cerro de Planada	id=g:3672079
Plamparejo	id=g:3672080
Placer Taita Botero	id=g:3672081
Sabanas Los Placeres	id=g:3672082
Quebrada del Placer	id=g:3672083
Punta Placelito	id=g:3672084
Alto Pizco	id=g:3672085
Pizarro	id=g:3672086
Francisco Pizarro	id=g:3672087
Quebrada Pizarral	id=g:3672088
Pizarra	id=g:3672089
Pizarrá	id=g:3672090
Piyóhureka	id=g:3672091
Ciénaga Pivijay	id=g:3672092
Pivijay	id=g:3672093
Pivijay	id=g:3672094
Arroyo Piúshpana	id=g:3672095
Piúshpana	id=g:3672096
Río Piusbí	id=g:3672097
Quebrada Piuquí	id=g:3672098
Quebrada Pituña	id=g:3672099
Cerros de Pituña	id=g:3672100
Laguna Pitpir	id=g:3672101
Isla Pitón	id=g:3672102
Pitiguao	id=g:3672103
Quebrada Piticas	id=g:3672104
Pitica	id=g:3672105
Pitica	id=g:3672106
Pitayó	id=g:3672107
Pitalito	id=g:3672108
Pitalito	id=g:3672109
Pitalito	id=g:3672110
Pitalito	id=g:3672111
Quebrada El Pital	id=g:3672112
Quebrada Pital	id=g:3672113
Loma el Pital	id=g:3672114
Estero Pital	id=g:3672115
Arroyo Pital	id=g:3672116
Arroyo Pital	id=g:3672117
Arroyo Pital	id=g:3672118
Arroyo Pital	id=g:3672119
Altos del Pital	id=g:3672120
Pital	id=g:3672121
Pital	id=g:3672122
Pital	id=g:3672123
Pital	id=g:3672124
Pita en Medio	id=g:3672125
Pita Arriba	id=g:3672126
Pita Abajo	id=g:3672127
Ciénaga de Pita	id=g:3672128
Ciénaga de Pita	id=g:3672129
Arroyo Pita	id=g:3672130
Hacienda La Pita	id=g:3672131
Hacienda Pita	id=g:3672132
Pita	id=g:3672133
Pita	id=g:3672134
Pispian	id=g:3672135
Río Pisoje	id=g:3672136
Cerro Pismo	id=g:3672137
Cordillera Pisco Grande	id=g:3672138
Cerro Piscochaque	id=g:3672139
Piscinita	id=g:3672140
Río Pisba	id=g:3672141
Páramo de Pisba	id=g:3672142
Pisba	id=g:3672143
Pisba	id=g:3672144
Pisanda	id=g:3672145
Río Pisamá	id=g:3672146
Pisabonito	id=g:3672147
Pisa Bonita	id=g:3672148
Ciénaga de Pisa	id=g:3672149
Pisa	id=g:3672150
Quebrada Pirú	id=g:3672151
Pirú	id=g:3672152
Pirrúuachom	id=g:3672153
Pitpir	id=g:3672154
Pirita	id=g:3672155
Caño Piriri	id=g:3672156
Caño Pirigua	id=g:3672157
Río Piri	id=g:3672158
Río Pirí	id=g:3672159
Laguna Pirí	id=g:3672160
Alto de Pirgua	id=g:3672161
Río Pira Paraná	id=g:3672162
Quebrada Piragua	id=g:3672163
Piracuara	id=g:3672164
Pirabante	id=g:3672165
Quebrada Piqueral	id=g:3672166
Quebrada Pique	id=g:3672167
Pipini	id=g:3672168
Quebrada Pipalta	id=g:3672169
Pioureka	id=g:3672171
Pioresnada	id=g:3672172
Pioresnada	id=g:3672173
Serrania de Piojó	id=g:3672174
Arroyo Piojó	id=g:3672175
Piojó	id=g:3672176
Piojó	id=g:3672177
Ciénaga Pio Chiquito	id=g:3672178
Pinzón	id=g:3672179
Piñuña Negra	id=g:3672180
Quebrada Piñuña Blanca	id=g:3672181
Quebrada Piñuelas	id=g:3672182
Piñuelas	id=g:3672183
Filo Piñuela	id=g:3672184
Pinto Nuevo	id=g:3672185
Pinto	id=g:3672186
Río Pinsaima	id=g:3672187
Pinsaima	id=g:3672188
Loma de los Pinos	id=g:3672189
Pino Roa	id=g:3672190
Piñones	id=g:3672191
Río Pinololo	id=g:3672192
Cabo Pinololo	id=g:3672193
Bahía Pinololo	id=g:3672194
Laguna Pino	id=g:3672195
Piñique	id=g:3672196
Pinillos	id=g:3672197
Quebrada Pingual	id=g:3672198
Pindó	id=g:3672199
Pinde	id=g:3672200
Pindadita	id=g:3672201
Pinda	id=g:3672202
Pinguro	id=g:3672203
Pinchote	id=g:3672204
Pinchote	id=g:3672205
Pinares	id=g:3672206
Piñal Salado	id=g:3672207
Piñal Salado	id=g:3672208
Ciénaga Pinalito	id=g:3672209
Caño Piñalito	id=g:3672210
Cañada del Pinalito	id=g:3672211
Piñalito	id=g:3672212
Piñalito	id=g:3672213
Piñalito	id=g:3672214
Piñalito	id=g:3672215
Quebrada Piñal Dulce	id=g:3672216
Piñal Dulce	id=g:3672217
Cañada el Piñal	id=g:3672218
Alto Piñal	id=g:3672219
Cerro la Pina	id=g:3672220
Ciénaga Pimentel	id=g:3672221
Caño Pimentel	id=g:3672222
Pimentel	id=g:3672223
Pimente	id=g:3672224
Río Pimbí	id=g:3672225
Pimbí	id=g:3672226
Quebrada Pimaté	id=g:3672227
Río Pilví	id=g:3672228
Pilu	id=g:3672229
Río Pilpé	id=g:3672230
Cerro Pilpé	id=g:3672231
Quebrada Pilones	id=g:3672232
Pilones	id=g:3672233
Piloncito	id=g:3672234
Raudal Pilón	id=g:3672235
Cerro Pilón de Azúcar	id=g:3672236
Pilón	id=g:3672237
Río Piliza	id=g:3672238
Piliza	id=g:3672239
Lomas las Piletas	id=g:3672240
Pilcuán	id=g:3672241
Pilcuán	id=g:3672242
Isla Pilato	id=g:3672243
Pilares	id=g:3672244
Río Pilar	id=g:3672245
Páramo del Pilar	id=g:3672246
Piladora Rosario	id=g:3672247
Ciénaga de Pijiño	id=g:3672248
Pijiño	id=g:3672249
Pijiñal	id=g:3672250
Pijiguayal	id=g:3672251
Pijiguay	id=g:3672252
Cuchilla Pijaos	id=g:3672253
Río Pijao	id=g:3672254
Pijao	id=g:3672255
Pijao	id=g:3672256
Laguna Pigalpí	id=g:3672257
Río Pienta	id=g:3672258
Piénsalo Bien	id=g:3672259
Río Piendamó	id=g:3672260
Piendamó	id=g:3672261
Piendamó	id=g:3672262
Piedrecitas	id=g:3672263
Piedrecitas	id=g:3672264
Cerro Piedra Verde	id=g:3672265
Alto de Piedras Largas	id=g:3672266
Piedra Sentada	id=g:3672267
Cerro Piedras Blancas	id=g:3672268
Cerro Piedras Blancas	id=g:3672269
Cerro Piedras Blancas	id=g:3672270
Alto Piedras Blancas	id=g:3672271
Piedras Blancas	id=g:3672272
Piedras Blancas	id=g:3672273
Río de Piedras	id=g:3672274
Río Piedras	id=g:3672275
Río Piedras	id=g:3672276
Río Piedras	id=g:3672277
Río Piedras	id=g:3672278
Río Piedras	id=g:3672279
Río Piedras	id=g:3672280
Río Piedras	id=g:3672281
Quebrada de Piedras	id=g:3672282
Quebrada Piedras	id=g:3672283
Punta Piedras	id=g:3672284
Punta Piedras	id=g:3672285
