Tītīn Darah	id=g:1474234
Sīāh Kholah	id=g:1474991
Shēlah-ye Shākhjelow	id=g:1474992
Kūh-e Kamarkalāgh	id=g:1474993
Kūh-e Sardasht	id=g:1474994
Lowkah-ye Sangar	id=g:1474995
Kūh-e Mow’men	id=g:1474996
Kūh-e Shāneh-Sarak	id=g:1474997
Kūh-e Lāsh	id=g:1474998
Kōh-e Şamadī	id=g:1474999
Darah-ye Qotum Būlāq	id=g:1475001
Qarah Mullā	id=g:1475002
Kōh-e Ālā	id=g:1475003
Sayyidābād	id=g:1475086
Awdān	id=g:1475087
Qarqīn	id=g:1475088
Totī Meydān	id=g:1475319
Shāh Mīr Kheyl (2)	id=g:1475320
Khvājeh Qareh	id=g:1475321
Shor Quduq	id=g:1475322
Cheshmeh	id=g:1475323
Choloktu (2)	id=g:1475324
Choloktu (1)	id=g:1475325
Arpatū Kowtal	id=g:1475326
Āstāneh (2)	id=g:1475327
Khodyār	id=g:1475328
Qizil Sai	id=g:1475329
Gaw Kush	id=g:1475330
Chahār Khān	id=g:1475331
Karailu	id=g:1475332
Karailu	id=g:1475333
Karailu	id=g:1475334
Jar Qeshlāq	id=g:1475335
Moghai To (1)	id=g:1475336
Kohneh Qal‘eh (2)	id=g:1475337
Kōh-e Shīrīn	id=g:1475338
Kōh-e Gatawarū	id=g:1475339
Zakah (3)	id=g:1475340
Espand Darreh	id=g:1475341
Qeshlaq-e Seyyed A‘z̧am (1)	id=g:1475342
Jigdalee	id=g:1475343
Gardan	id=g:1475344
Khwājah Gōgirdak	id=g:1475345
Tsirak Khwaṟ	id=g:1475347
Limangal Khwaṟ	id=g:1475348
Sirakaṯ Khwaṟ	id=g:1475349
Wishīngal Khwaṟ	id=g:1475350
Bar Wêch Khwaṟ	id=g:1475351
Lasōm Khwaṟ	id=g:1475352
Shāndarē Ghar	id=g:1475353
Kōmidarē Ghar	id=g:1475354
Anāṯay Khwaṟ	id=g:1475355
Khārah Khwaṟ	id=g:1475356
Nāghah Kamar Sar	id=g:1475357
Dūbāsh Khwaṟ	id=g:1475358
Tsamtsahgal Khwaṟ	id=g:1475359
Anchagal Khwaṟ	id=g:1475360
Mengeh Jek	id=g:1475361
Chahār Shanghow	id=g:1475362
Yandāgh Ārīq	id=g:1475363
Ḩājī ‘Abdullāh	id=g:1475364
Ta‘aluk Khwaṟ	id=g:1475366
Aligal Khwaṟ	id=g:1475367
Khar Sang	id=g:1475369
Chahār Sū	id=g:1475370
Gungur	id=g:1475371
Gūr Būlāq	id=g:1475373
Dū Maskharah	id=g:1475375
Sāy Khwājah Mīr Bābā	id=g:1475381
Tukhdan ‘Alī	id=g:1475382
Kruz	id=g:1475383
Adīnajar	id=g:1475385
Alef	id=g:1475386
Kaltar	id=g:1475388
Chahār Sāy	id=g:1475389
Qal‘ah Bāy	id=g:1475390
Shiram	id=g:1475391
Angut	id=g:1475392
Alaghan	id=g:1475393
Khwājah Ḩāfiz̧	id=g:1475396
Khāsāṟ	id=g:1475397
Rōd-e Dahānah	id=g:1475398
Qaryah-ye Shōr	id=g:1475399
Ūdī	id=g:1475400
Shāh-e Mastān	id=g:1475401
Daryā-ye Sang Āb-e Shāh-e Mastān	id=g:1475402
Tahānah-ye Āyqūlī	id=g:1475403
Labrāghī	id=g:1475404
Samtī Bālā	id=g:1475405
Wārichah	id=g:1475406
Qizil Būlāq	id=g:1475407
Kōh-e Yatim Tepah	id=g:1475408
Shaftālū Buz	id=g:1475409
Shākh-e Daryā-ye Panj	id=g:1475410
Qarāwul Tahānah	id=g:1475411
Maḩal-e Qarah Chik	id=g:1475413
Yāwayz	id=g:1475415
Manţaqah-ye Pas-e Surkh	id=g:1475417
Qal‘ah-ye Zayr-e Surkh	id=g:1475418
Āb-e Pūnimūr	id=g:1475419
Pūnimūr	id=g:1475420
Manţaqah-ye Pas-e Nang	id=g:1475421
Mūchā Darah	id=g:1475422
Darah-ye Khar Sangān	id=g:1475423
Chinār Darah	id=g:1475424
Maḩal-e Kah Dānak	id=g:1475429
Namāz-e Pas	id=g:1475430
Wādī-ye Kah Dānak	id=g:1475431
Darbandak	id=g:1475432
Tahānah-ye Kamar	id=g:1475433
Tapah-ye Fargul	id=g:1475434
Maḩal-e Kamar	id=g:1475435
Maḩal-e Shahōnak	id=g:1475436
Daryā-ye Panj	id=g:1475505
Tahānah-ye Takht-e Qubād	id=g:1475565
Tahānah-ye Sūrbaytal	id=g:1475566
Jangjāy	id=g:1475586
Sar-e Jang Jāy	id=g:1475592
Kōh-e Sang-e Ḩājah	id=g:1475595
Kōh-e Kajak	id=g:1475598
Band-e Bayd Qōl	id=g:1475599
Kōh-e Jang Jāy	id=g:1475600
Gerd Ōlang	id=g:1475601
Maīdān-e Bālā	id=g:1475603
Gadalak	id=g:1475604
Dahan-e Maīdān	id=g:1475605
Garmāb	id=g:1475606
Kōh-e Maīdān	id=g:1475607
Kōh-e Ghar Gharah	id=g:1475608
Darah-ye Jīrah Khānah	id=g:1475609
Sāyaruq	id=g:1475610
Sōkhtah	id=g:1475611
Nāw-e Sōkhtah	id=g:1475612
Rūāw	id=g:1475617
Kōh-e Sāyaruq	id=g:1475618
Wurburguj	id=g:1475619
Gīrō-ye Wurburguj	id=g:1475632
Katah Sang	id=g:1475633
Sar Jangal	id=g:1475634
Kōh-e Sangīnak	id=g:1475635
Kōh-e Āb Qōl	id=g:1475636
Darah-ye Jow Qōl	id=g:1475638
Khagak	id=g:1475642
Dahan-e Nāw	id=g:1475643
Dahan-e Āchah	id=g:1475660
Kōh-e Sang Charān	id=g:1475661
Noh Jōy	id=g:1475662
Sar-e Jalīl	id=g:1475663
Shār	id=g:1475664
Darah-ye Ghōlah Kadah	id=g:1475665
Rāsh	id=g:1475666
Kōh-e Ghōlah Kadah	id=g:1475667
Qāsh	id=g:1475668
Āw Darah	id=g:1475669
Band-e Rāsh	id=g:1475670
Takahtū	id=g:1475679
Āwlaysh	id=g:1475681
Kōh-e Zīāratak	id=g:1475682
Darah-ye Takahtū	id=g:1475683
Darah-ye Zīāratak	id=g:1475687
Darah-ye Sayb Jōy	id=g:1475690
‘Ulyād	id=g:1475691
Kōh-e Sar-e Astar Ghanahgak	id=g:1475692
Sar-e Qafzār	id=g:1475693
Kōh-e Ghowchak wa Sar-e Qafzār	id=g:1475694
Pushtah-ye Gharak wa Dasht-e Baydak	id=g:1475696
Qāsh-e Karam	id=g:1475697
Nāwah-ye Qōl-e Bālā	id=g:1475699
Qōl-e Bābā	id=g:1475701
Sar-e Nāwur-e Sabz	id=g:1475712
Tanhā Qeshlāq	id=g:1475713
Ōtahpūr	id=g:1475756
Qaryah-ye Dasht	id=g:1475757
Poshteh-ye Nayak	id=g:1475758
Jar-e Shahrāh	id=g:1475759
Sar-e Ghālak	id=g:1475760
Somūchak	id=g:1475761
Poshteh-ye Qabrestān	id=g:1475762
Kōh-e Mālchāshtī	id=g:1475763
Malakhkhvordeh	id=g:1475764
Jar-e Āsīābkhāneh	id=g:1475765
Darband	id=g:1475766
Haftād Cheshmeh	id=g:1475767
Lokasang	id=g:1475772
Band-e Eskēchah	id=g:1475774
Daryā Sefīd	id=g:1475775
Narmāb	id=g:1475776
Palangān	id=g:1475778
Seh Āb	id=g:1475779
Darah-ye Seh Shākh	id=g:1475780
Darah-ye Āb Chowak	id=g:1475781
Awchūkak	id=g:1475782
Darah-ye Sīāh Āb	id=g:1475783
Darah-ye Khāzaychah	id=g:1475784
Darah-ye Gāwkhwā	id=g:1475785
Darah-ye Ta’ī Kharān	id=g:1475786
Darah-ye Chashmah Gak	id=g:1475788
Pushtah-ye Şaḩrā	id=g:1475793
Surkh Khūlah	id=g:1475796
Waz	id=g:1475799
Jar-e Ghar Bēk	id=g:1475800
Morghāb-e Khord	id=g:1475801
Takh-e Baydak	id=g:1475802
Darah-ye Ōlangak	id=g:1475803
Jar-e Pashah Khān	id=g:1475814
Darah-ye Sar-e Āb	id=g:1475815
Rāghurūj	id=g:1475816
Sang-e Robāţ	id=g:1475817
Kūshk-e Robāţ	id=g:1475818
Awḏak	id=g:1475824
Mushkhām	id=g:1475826
Kharah-e Zamīn-e Ḩoseyn	id=g:1475828
‘Alī Mast	id=g:1475829
Qōl-e Zamīnak	id=g:1475830
Band-e Mushkhan	id=g:1475831
Naykūkan	id=g:1475832
Sar-e Mārkhāneh	id=g:1475834
Kūh-e Rūzan	id=g:1475835
Kohe Golak	id=g:1475836
Kūh-e Darrehgak	id=g:1475837
Darbandak	id=g:1475838
Khalīfeh Mollā ‘Abdollāh	id=g:1475840
Hamvarnāb	id=g:1475841
Cheshmeh-ye Ghurghori	id=g:1475843
Katajaṟ	id=g:1475845
Galacheshmeh	id=g:1475847
Qorbānak	id=g:1475848
Jekah-ye Qorbānak	id=g:1475862
Cheshmeh-ye Ghūrghorī	id=g:1475864
Sagoshteh	id=g:1475866
Jar-e Kalah	id=g:1475875
Poshteh-ye Shotorghāl	id=g:1475876
Darreh-ye Keshrāb	id=g:1475882
Khvoshnaw	id=g:1475883
Poshteh-ye Kūrak	id=g:1475884
Sīāh Sang	id=g:1475887
Jar-e Lashkarrāh	id=g:1475889
Jar-e Chakāb	id=g:1475891
Jar-e Shūrābak	id=g:1475893
Jar-e Sabzak	id=g:1475894
Ghāl-e Manā	id=g:1475908
Ghāl-e Manā	id=g:1475910
Dahmardeh	id=g:1475911
Poshteh-ye Sorkh‘alī	id=g:1475912
Jar-e Kaftarkhān	id=g:1475913
Jar-e Ūlamchū	id=g:1475915
Jar-e Kūn-e Bārīkī	id=g:1475916
Baṟātā	id=g:1475917
Tahkham	id=g:1475918
Kūh-e Band-e ‘Alī	id=g:1475934
Zīārat Morādbakhsh	id=g:1475935
Poshteh-ye Kejak	id=g:1475936
Jar-e Talkhaki	id=g:1475937
Poshteh-ye Talkhalah	id=g:1475938
Daryā Sarāb	id=g:1475941
Kūh-e Qāẕīān	id=g:1475944
Jar-e Dīvālak	id=g:1475948
Jar-e Khoshktāveh	id=g:1475950
Shaylah-ye Sūmak	id=g:1475962
Shaylah-ye Sar-e Āb	id=g:1475967
Jar-e Dīvālak	id=g:1475968
Darah-ye Ḩişār	id=g:1475971
Pushtah-ye Ḩişār	id=g:1475976
Tal-e Khushk	id=g:1475980
Kōh-e Khirs-e Maīdānak	id=g:1475982
Ghūnḏī-ye Āb Khwārah	id=g:1475983
Shēlah-e Khāk-e Jandīl	id=g:1475984
Cheshmeh-ye Tambūr	id=g:1475986
Shaylah-ye Surkī	id=g:1475987
Chashmah-ye Nāw	id=g:1475989
Shaylah-ye Jowzā	id=g:1475990
Shaylah-ye Khar Khānah	id=g:1475991
Nāwah-ye Ḩowẕ-e Zard	id=g:1475993
Pas-e Mīlak	id=g:1476003
Pushtah-ye Sangah Dehkak	id=g:1476004
Kōh-e Qīshīrz	id=g:1476005
Kōh-e Shīmah-ye Khizbah	id=g:1476006
Darah-ye Maghāy	id=g:1476007
Darah-ye Lar-e Ḩakam	id=g:1476008
Darah-ye Fayrōzak	id=g:1476009
Darah-ye Qālāb	id=g:1476010
Maydānak	id=g:1476011
Darah-ye Istunuk	id=g:1476012
Khāk-e Surkh	id=g:1476013
Kōh-e Takazārak	id=g:1476014
Shaylah-ye Āb Parān	id=g:1476015
Shaylah-ye Daywālak	id=g:1476016
Āb-e Zarīn	id=g:1476017
Chambar Kōh	id=g:1476018
Kōh-e Nayk Pāy	id=g:1476019
Shaylah-ye Nayk Pāy	id=g:1476020
Shānah-ye Āwshōrak	id=g:1476021
Shaylah-ye Sīrzār	id=g:1476022
Māndêh-ye Ghowchak	id=g:1476023
Shaylah-ye Ghowchak	id=g:1476024
Shaylah-ye Khirs-e Maīdānak	id=g:1476025
Sīāh Khākī	id=g:1476026
Khushkābah	id=g:1476027
Ghāl-e Durdānah	id=g:1476028
Jazīreh-ye Owrtā Tūghay	id=g:1476029
Pushtah-ye Shātō	id=g:1476030
Tahāneh-ye Sarband	id=g:1476031
Lāleh Meydān	id=g:1476032
Kanglī	id=g:1476033
Kaltūt	id=g:1476034
Ḩaẕrat-e Bōstān	id=g:1476035
Tangī-ye Darah-ye Amīr	id=g:1476036
Sīāb-e Darqad	id=g:1476037
Shaylah-ye Shātō	id=g:1476038
Jar-e Ghāl-e Pētaw	id=g:1476039
Shēlah-e Tablak	id=g:1476040
Shaylah-ye Bēgal	id=g:1476041
Kūh-e Beyg‘alī	id=g:1476042
Jar-e Nawījaw	id=g:1476043
Jar-e Rīgak	id=g:1476044
Shēlah-e Tilak	id=g:1476045
Jar-e Tilak	id=g:1476046
Kohe Nayak	id=g:1476047
Kūh-e Ghūrbāgazārak	id=g:1476048
Jar-e Sum	id=g:1476049
Kūh-e Valīmordeh	id=g:1476050
Jar-e Valīmordeh	id=g:1476051
Jar-e Zardgūl	id=g:1476052
Wazyān	id=g:1476053
Zīārat-e Torjān	id=g:1476054
Jūy-ye Jāmī	id=g:1476055
Jar-e Rahraw	id=g:1476056
Sīāhsang	id=g:1476057
Jar-e Sīāhsang	id=g:1476058
Kham-e Shūr	id=g:1476059
Kūh-e Now-e Kalān	id=g:1476060
Kohe Naw	id=g:1476061
Naykān	id=g:1476062
Jar-e Sūkhteh	id=g:1476063
Mokhtār	id=g:1476064
Ghūndey Sefīd	id=g:1476065
Jar-e Sīāhsang	id=g:1476066
Baṟnaw	id=g:1476067
Poshteh-ye Morādbakhsh	id=g:1476068
Jar-e Galah	id=g:1476069
Ghāṟak	id=g:1476070
Jar-e Kichah	id=g:1476071
Kūh-e Kichah	id=g:1476072
Jar-e Mokhtār	id=g:1476073
Lūkasang	id=g:1476074
Jar-e Lūkasang	id=g:1476075
Jar-e Nawṟah	id=g:1476076
Ghūnḏey Sefīd	id=g:1476077
Kūh-e Dībkan	id=g:1476078
Kūh-e Shūrāb	id=g:1476079
Kowtal-e Shūrāb	id=g:1476080
Sīāhkhvorak	id=g:1476081
Kohe Sangi	id=g:1476082
Jar-e Lashkarī	id=g:1476083
Kūh-e Yekkeh Bīd	id=g:1476084
Yākehbīd	id=g:1476085
Kūrāwak	id=g:1476086
Jar-e Qabrestān	id=g:1476087
Jar-e Kashkar	id=g:1476088
Nayshūrāb	id=g:1476089
Jar-e Jūnay	id=g:1476090
Jar-e Saṟīm	id=g:1476091
Kūh-e Garmāb	id=g:1476092
Sar-e Lūkasang	id=g:1476093
Sar-e Sūkhteh	id=g:1476094
Sar-e Kīcheh	id=g:1476095
Chashmah-ye Shayr	id=g:1476096
Baglan	id=g:1476097
Jar-e ‘Olyātak	id=g:1476098
Nāwah-ye Shaybōlān	id=g:1476099
Shaybōlān	id=g:1476100
Band-e Aykah Shak	id=g:1476101
Nāwah-ye Paytow	id=g:1476102
Kōh-e Sabz Tōp	id=g:1476103
Qōl-e Nayzār wa Panjī	id=g:1476104
Nāwah-ye Kakrak	id=g:1476105
Sar Qōl-e Mīr	id=g:1476106
Sar Qōl-e Mīānah	id=g:1476107
Kōh-e ‘Ulyād	id=g:1476108
Sar Qōl-e Sar	id=g:1476109
Panjī	id=g:1476110
Qafzār	id=g:1476111
Gerd Ōleng	id=g:1476112
Pāychal	id=g:1476113
Jar-e Altarghanīgak	id=g:1476114
Kōh-e Paytow	id=g:1476115
Kōh-e Chahār Qāsh	id=g:1476116
Sīrak	id=g:1476117
Sang Zayr	id=g:1476118
Yārak	id=g:1476119
Nāwah-ye Qōl	id=g:1476120
Sar-e Tālah Khalīl	id=g:1476121
Ōbah Chōrah	id=g:1476122
Kōh-e Gīrō	id=g:1476123
Borsōnak	id=g:1476124
Jar-e Āwbah Chōrah	id=g:1476125
Nāwah-ye Kārayz	id=g:1476126
Kōh-e Ishmīl	id=g:1476127
Shīn Darah	id=g:1476128
Kūh-e Sang-e Z̄oghāl	id=g:1476129
Lōl-e Darwāzah	id=g:1476130
Waf Darah	id=g:1476131
Darah-ye Gharab Darah	id=g:1476132
Fūlād Khēl	id=g:1476133
Shaykhān	id=g:1476142
Stêr Giyān	id=g:1476203
Chahār Chāh	id=g:1476242
Khurmālah Rōd	id=g:1476243
Shaylah-ye Ghowchak	id=g:1476245
Shāh Wālgā Jonūbī	id=g:1476248
Jenow	id=g:1476249
Sī Āw Ghar	id=g:1476250
Pāzah	id=g:1476251
Syātal	id=g:1476253
Shākh-e Band	id=g:1476254
Chakōl	id=g:1476255
Gōnī Rayg	id=g:1476256
Kūh-e Dūzakh Darreh	id=g:1476257
Khwājah Yakhdān	id=g:1476258
Kārēz-e Qal‘ah	id=g:1476259
Parkhis (4)	id=g:1476260
Kanḏarō Sar	id=g:1476261
Gōrīgāh	id=g:1476262
Kāntō Sar	id=g:1476263
Chêshan Sar	id=g:1476264
Gora Belegar	id=g:1476265
Gora Zardalusar	id=g:1476266
Lōmē Gōrīgāh Sar	id=g:1476267
Ōbō Nāw Sar	id=g:1476268
Sawādah Bāndē Ghar	id=g:1476269
Rājī Sar	id=g:1476270
Nānō Sar	id=g:1476271
Têrkhō Ōbō Nāw	id=g:1476272
Hazār Nāw	id=g:1476273
Sonkikhvar	id=g:1476274
Kaṟamār Ghar	id=g:1476276
Bar Narang	id=g:1476277
Ambālē Ghar	id=g:1476278
Nāwābād Ghar	id=g:1476279
Ganjgal Ghar	id=g:1476280
Ghaz Ghar	id=g:1476281
Shpēlay Sar	id=g:1476283
Tsaperay Sar	id=g:1476284
Bot Sar	id=g:1476285
Gora Nasavasar	id=g:1476286
Darīdam	id=g:1476287
Lāhōr Sar	id=g:1476288
Maītsalē Sar	id=g:1476289
Pār Kōṯ Kandarē	id=g:1476290
Baratesha	id=g:1476291
Kalā Kūchānō	id=g:1476292
Darah-ye Qārghān	id=g:1476293
Las̲h̲karē Kanḏow	id=g:1476294
Shōṟyak Sar	id=g:1476295
Nakhāş Sar	id=g:1476296
Gora Kamchisar	id=g:1476297
Bachē Sar	id=g:1476298
Lōyah Bachah	id=g:1476299
Mêngīr Sar	id=g:1476300
Shêgē Kōrūnah	id=g:1476301
Gōshah	id=g:1476302
Gory Shobansar	id=g:1476303
Shakhid	id=g:1476304
Māshōgal	id=g:1476305
Mullāyānō Kêlay	id=g:1476306
Shanigām	id=g:1476307
Gujur Bāndêh	id=g:1476308
Punḏ Sar	id=g:1476309
Tā’ūs Kalā	id=g:1476310
Kats Barī Sar	id=g:1476311
Sōrānō Sar	id=g:1476312
Kūz Narang	id=g:1476313
Shōmāsh Khwaṟ	id=g:1476314
Mashpah Rōd	id=g:1476315
Zhinal Khwaṟ	id=g:1476316
Kunḏagal	id=g:1476317
Arēṯ Khwaṟ	id=g:1476318
Lūnd Nāw	id=g:1476319
Darah-ye Shōryak	id=g:1476320
Sūr Ghar	id=g:1476321
Gêrdī Ghows̄	id=g:1476322
Pānpēray	id=g:1476323
Tōrē Kanḏow	id=g:1476325
Tangī Kanḏow	id=g:1476326
Tsōbī Khwaṟ	id=g:1476327
Sarpōs̲h̲ Ghar	id=g:1476328
Zaṟah Darband Khwaṟ	id=g:1476329
Dandokī Kanḏow	id=g:1476330
Shādmān	id=g:1476331
Shamshād Ghar	id=g:1476332
Darbandkhvar	id=g:1476333
Pṟantīp	id=g:1476334
Tōr Kham Khwaṟ	id=g:1476335
Khambō Kanḏow	id=g:1476336
Ghōṟakī Sar	id=g:1476337
Ghōṟakī Khwaṟ	id=g:1476338
Kūzah Ziz̲h̲ah	id=g:1476339
Pōs̲h̲ Khwaṟ	id=g:1476340
Gaṟay Ghās̲h̲ē	id=g:1476341
Bābakêr Ghar	id=g:1476342
Kūchyānō Ziz̲h̲ah	id=g:1476343
Mēkh Ḏanḏ	id=g:1476344
Tōr Ghunḏ	id=g:1476345
Gêrd Nāwē Sar	id=g:1476346
Wālī Bābā	id=g:1476347
Kānkas Nārē	id=g:1476348
Nīkêh Bābā Zīārat	id=g:1476349
Khulkhorī Khwaṟ	id=g:1476350
Dwō Tsêlō Sar	id=g:1476351
Kṟapay	id=g:1476352
Sêrīkh Bābā Zīārat	id=g:1476353
Kamah La‘l Pūrah	id=g:1476354
S̲h̲āyêstah Bārē	id=g:1476355
Lak Sar	id=g:1476356
La‘lī Dāg	id=g:1476357
Sarband	id=g:1476358
Shērābād	id=g:1476359
Shērābād Ghar	id=g:1476360
Kamkaī Khaībar	id=g:1476361
Ghunḏ Ghar	id=g:1476362
Faqīr Bābā Zīārat	id=g:1476363
Pārchow	id=g:1476364
Wêrsêk	id=g:1476365
Kowtarō Tangō	id=g:1476366
Kōṯagō	id=g:1476367
Mênō Khwaṟ	id=g:1476368
Pṟang Darē	id=g:1476369
Lōy Khwaṟ	id=g:1476370
Spīnē Sar	id=g:1476371
Khūrah Chīnē Sar	id=g:1476372
Sūraī Ghar	id=g:1476373
Mināray	id=g:1476374
Syāwān Ghar	id=g:1476375
Pārchow Khwaṟ	id=g:1476376
Towdōbē Khwaṟ	id=g:1476377
Mudzhaviran	id=g:1476378
Myāzī Bābā Zīārat	id=g:1476379
Tambēl Aw Ghōchênah Khwaṟ	id=g:1476380
Mullā Khēl	id=g:1476381
Sangaraī	id=g:1476382
‘Omar Sayyid Kêlay	id=g:1476383
Anā Ōbō Sar	id=g:1476384
Sangaraī Khwaṟ	id=g:1476385
Jālah Ghunḏ	id=g:1476386
Palōtsay Ghar	id=g:1476387
Ōkhap Khwaṟ	id=g:1476388
Ya‘qūbī	id=g:1476389
Gōdākhēlō Sargay	id=g:1476390
Tambēl Sar	id=g:1476391
Kōlak Sar	id=g:1476392
Naray Jandah	id=g:1476393
Shēkh Bābā Sar	id=g:1476394
Gaṟang Sar	id=g:1476395
Gora Ziaratsar	id=g:1476396
Khūnō Sar	id=g:1476397
Tōr Ghar	id=g:1476398
Ya‘qūbī Sargay	id=g:1476399
Shīnkaī Jāy	id=g:1476400
Barghōlay	id=g:1476401
Nêghar Sar	id=g:1476402
Tōr Sar	id=g:1476403
Naz̧ar Kheyl	id=g:1476404
Gazdarē Khwar	id=g:1476405
Indzêr Ōbō Sar	id=g:1476406
Chingay Ghās̲h̲ē	id=g:1476407
Barah Ziz̲h̲ah	id=g:1476408
Dāgō Mēnah	id=g:1476417
Ghōrī Nas̲h̲tar	id=g:1476418
Spīn Darah	id=g:1476419
Lōy Mohmand	id=g:1476420
Tīrchangā	id=g:1476421
Gaṯī Mēnah	id=g:1476422
Shōlah Tsapêrah	id=g:1476423
Lanḏaī	id=g:1476424
Ghās̲h̲ Kanḏow	id=g:1476425
Kam Mohmand	id=g:1476426
Ḏabar Nāw	id=g:1476427
Bāmat Kanḏow	id=g:1476428
Shakar Nāw Sar	id=g:1476429
Ḩaīdarī	id=g:1476430
Shahnaw Khwār	id=g:1476431
Sêwī Nāw Sar	id=g:1476432
Pēs̲h̲ah	id=g:1476433
Shāh Nāw	id=g:1476434
Pēs̲h̲ah	id=g:1476435
Pēs̲h̲ē Khwaṟ	id=g:1476436
Bōgdarē Sar	id=g:1476437
Lakaṟaī Sar	id=g:1476438
Dubandaykhuli-Mena	id=g:1476439
Dōbandaī Khūlē Mēnah	id=g:1476440
Gargō Mēnah	id=g:1476441
Lōy Khwaṟ	id=g:1476442
Dōbanday Khwaṟ	id=g:1476443
Salō Sar	id=g:1476444
Kurōgh Mēnah	id=g:1476445
Dōbandaī Mēnah	id=g:1476446
Katsō Mēnah	id=g:1476447
Dōbandaī	id=g:1476448
Nālī	id=g:1476449
Nākī Khūnē	id=g:1476450
Nākī Ghar	id=g:1476451
Nakatamena	id=g:1476452
Wiryā Ghar	id=g:1476453
Mārchō Khūnē	id=g:1476454
Landay Mōrgah Ghar	id=g:1476455
Badīn Kêlay	id=g:1476456
Mandatay	id=g:1476457
Khānī Khēl	id=g:1476458
Nakatah Khūlah	id=g:1476459
Mazō Bābā Zīārat	id=g:1476460
Kīṉ Nāzyān	id=g:1476461
Speraziarat	id=g:1476462
Spīnkī Tangī Algaḏ	id=g:1476463
Naraī Algaḏ	id=g:1476464
Kamar Algaḏ	id=g:1476465
Awdāl Khūnē	id=g:1476466
Nas̲h̲tar Nāw Algaḏ	id=g:1476467
Nas̲h̲tar Nāw Ghar	id=g:1476468
Mārō Algaḏ	id=g:1476469
Awdāl Ghar	id=g:1476470
Yighdak	id=g:1476471
Darah-ye Karō	id=g:1476472
Kōh-e Gawīch	id=g:1476473
Gawīch Darah	id=g:1476474
Shākh-e Āwtānī	id=g:1476475
Darah-ye Ḩājedgah	id=g:1476477
Kōh-e Khārwīg	id=g:1476478
Khārwīg	id=g:1476479
Sar-e Kōh-e Mazār	id=g:1476480
Darah-ye Istigī	id=g:1476482
Kōh-e Yighdak	id=g:1476483
Darah-ye Yighdak	id=g:1476484
Darah-ye Sarjangal	id=g:1476485
Ghaz	id=g:1476487
Darah-ye Sōdēghah	id=g:1476488
Shākh-e Qabal	id=g:1476489
Darah-ye Larō	id=g:1476490
Kōh-e Sōdēghah	id=g:1476491
Kōh-e Past Āw	id=g:1476492
Kōh-e Ishākh	id=g:1476493
Khirimilisī	id=g:1476494
Darah-ye Tōgh	id=g:1476495
Shākh-e Āwāragī	id=g:1476496
Kōh-e Kiljigh	id=g:1476497
Kōh-e Pikah	id=g:1476498
Darah-ye Liwindighah	id=g:1476499
Kōh-e Wārz	id=g:1476500
Ghōmānd	id=g:1476502
Darah-ye Dirēghā	id=g:1476503
Kōh-e Ghōmānd	id=g:1476504
Kōh-e Sīgrah	id=g:1476505
Kōh-e Sagrah	id=g:1476506
Kōh-e Iwīt	id=g:1476509
Ḩowẕ-e Pārūn	id=g:1476510
Ḩowẕ-e Showgah	id=g:1476511
Madizogā	id=g:1476512
Abilak Gul	id=g:1476513
Shogur Gul	id=g:1476514
Dāy-e Shingar Gul	id=g:1476515
Darah-ye Chap Kōtalah	id=g:1476516
Sar-e Rāst Darah	id=g:1476517
Kōh-e Khwājah Shawgah	id=g:1476518
Darah-ye Mazār	id=g:1476519
Ḩowẕ-e Parshō	id=g:1476520
Kōh-e Yakashah	id=g:1476522
Kōh-e Pawlō Ghar	id=g:1476523
Darah-ye Rāstah	id=g:1476524
Darah-ye Gāntiwā	id=g:1476525
Kōh-e Wulankashū	id=g:1476526
Darah-ye Wulankashū	id=g:1476527
Darah-ye Gabarawuk	id=g:1476528
Kōh-e Dasht-e Kalagay	id=g:1476529
Kōtal-e Pāghar	id=g:1476530
Sar-e Wulankashū	id=g:1476531
Kōtal-e Pōshāl	id=g:1476532
Sar-e Kōh-e Khērgādē	id=g:1476533
Darah-ye Khergādē	id=g:1476534
Kōh-e Tagāh	id=g:1476535
Pawlō Ghar	id=g:1476536
Khêrah	id=g:1476538
Ferāzin	id=g:1476539
Khermāgah	id=g:1476540
Yazhnah	id=g:1476541
Kōh-e Dodargī	id=g:1476542
Kōtal-e Asphā	id=g:1476543
Kōh-e Spī Āwgah	id=g:1476544
Kōh-e Ismā‘īl	id=g:1476545
Darah-ye Awrēkhēnak	id=g:1476546
Kōh-e Pīryakh	id=g:1476547
Sar-e Ferāzin	id=g:1476548
Kōh-e Ferāzin	id=g:1476549
Kōh-e Wighī	id=g:1476550
Kōh-e Chap Darah	id=g:1476551
Darah-ye Qalāt-e Shākh	id=g:1476552
Kōh-e Qalāt-e Shākh	id=g:1476553
Khōrghārī	id=g:1476554
Kōh-e Rēkhnēnak	id=g:1476555
Ghāt-e Ḩowẕ-e Kabūd	id=g:1476556
Kōh-e Ābdār-e Bālā	id=g:1476557
Kōh-e Darah-ye Āwdār	id=g:1476558
Wērī Darah	id=g:1476559
Kōh-e Murghāwī Dānak	id=g:1476560
Kōh-e Sēl Āwak	id=g:1476561
Ḩowẕ-e Bōkōs	id=g:1476562
Kōh-e Lōrwah	id=g:1476563
Kamar-e Ḩowẕ-e Kabūd	id=g:1476564
Kōh-e Sharan	id=g:1476565
Darah-ye Qalāt	id=g:1476566
